Orthogroup	DSUZ.longest_only	CPIP.longest_only
OG0003018	LOC108020153|XP_016943743.2|DSUZ	LOC120417656|XP_039435712.1|CPIP
OG0003019	LOC108014665|XP_036670834.1|DSUZ	LOC120426338|XP_039447034.1|CPIP
OG0003020	LOC108004883|XP_016923455.2|DSUZ	LOC120426078|XP_039446722.1|CPIP
OG0003021	LOC108014202|XP_016935731.1|DSUZ	LOC120425214|XP_039445578.1|CPIP
OG0003022	LOC108005621|XP_036671814.1|DSUZ	LOC120425210|XP_039445575.1|CPIP, LOC120425921|XP_039446475.1|CPIP
OG0003023	LOC108015026|XP_016936745.1|DSUZ	LOC120432348|XP_039453469.1|CPIP
OG0003024	LOC108013324|XP_016934610.1|DSUZ	LOC120414679|XP_039431900.1|CPIP
OG0003025	LOC108005931|XP_016924830.1|DSUZ	LOC120432203|XP_039453295.1|CPIP
OG0003026	LOC108005941|XP_036674936.1|DSUZ	LOC120432154|XP_039453214.1|CPIP
OG0003027	LOC108020681|XP_036673339.1|DSUZ	LOC120432198|XP_039453285.1|CPIP
OG0003028	LOC108012514|XP_016933412.1|DSUZ	LOC120422245|XP_039441572.1|CPIP
OG0003029	LOC108012857|XP_016933812.1|DSUZ	LOC120420017|XP_039438853.1|CPIP, LOC120422241|XP_039441565.1|CPIP
OG0003030	LOC108016288|XP_016938411.1|DSUZ	LOC120432377|XP_039453505.1|CPIP
OG0003031	LOC108015415|XP_016937335.1|DSUZ	LOC120414987|XP_039432280.1|CPIP
OG0003032	LOC108009992|XP_016930265.1|DSUZ	LOC120414396|XP_039431509.1|CPIP
OG0003033	LOC108012526|XP_016933429.1|DSUZ	LOC120414388|XP_039431499.1|CPIP
OG0003034	LOC108013841|XP_036673240.1|DSUZ	LOC120419219|XP_039437809.1|CPIP, LOC120425036|XP_039445339.1|CPIP
OG0003035	LOC108019305|XP_016942614.2|DSUZ	LOC120419256|XP_039437844.1|CPIP
OG0003036	LOC108010959|XP_016931460.1|DSUZ	LOC120419255|XP_039437843.1|CPIP
OG0003037	LOC108005669|XP_016924479.2|DSUZ	LOC120427916|XP_039448788.1|CPIP
OG0003038	LOC108008571|XP_016927934.1|DSUZ	LOC120415951|XP_039433528.1|CPIP, LOC120417169|XP_039435085.1|CPIP
OG0003039	LOC108005067|XP_016923699.1|DSUZ	LOC120427125|XP_039447911.1|CPIP, LOC120416526|XP_039434177.1|CPIP
OG0003040	LOC108012863|XP_016933830.1|DSUZ	LOC120415905|XP_039433481.1|CPIP
OG0003041	LOC108007171|XP_016926283.1|DSUZ	LOC120415892|XP_039433465.1|CPIP
OG0003042	LOC108012016|XP_016932782.2|DSUZ	LOC120431341|XP_039452407.1|CPIP, LOC120420941|XP_039440008.1|CPIP
OG0003043	LOC108011722|XP_016932433.1|DSUZ	LOC120431345|XP_039452411.1|CPIP, LOC120420937|XP_039440004.1|CPIP
OG0003044	LOC108019771|XP_016943229.1|DSUZ	LOC120420931|XP_039439996.1|CPIP
OG0003045	LOC108014053|XP_016935559.2|DSUZ	LOC120420944|XP_039440013.1|CPIP
OG0003046	LOC108014828|XP_036673584.1|DSUZ	LOC120417538|XP_039435554.1|CPIP
OG0003047	LOC108014829|XP_016936517.2|DSUZ	LOC120417539|XP_039435555.1|CPIP
OG0003048	LOC108009528|XP_016929453.2|DSUZ	LOC120417524|XP_039435541.1|CPIP
OG0003049	LOC108008071|XP_036672680.1|DSUZ	LOC120417520|XP_039435537.1|CPIP
OG0003050	LOC108014074|XP_016935584.2|DSUZ	LOC120421251|XP_039440386.1|CPIP
OG0003051	LOC108007150|XP_016926243.1|DSUZ	LOC120413788|XP_039430671.1|CPIP
OG0003052	LOC108020092|XP_036678133.1|DSUZ, LOC118878077|XP_036675208.1|DSUZ	LOC120413774|XP_039430645.1|CPIP
OG0003053	LOC108006125|XP_016925064.2|DSUZ	LOC120422104|XP_039441390.1|CPIP
OG0003054	LOC108013811|XP_036675065.1|DSUZ	LOC120422099|XP_039441385.1|CPIP
OG0003055	LOC108011092|XP_036674193.1|DSUZ	LOC120420876|XP_039439930.1|CPIP, LOC120417430|XP_039435406.1|CPIP
OG0003056	LOC108004728|XP_016923240.1|DSUZ	LOC120431718|XP_039452776.1|CPIP, LOC120430876|XP_039451938.1|CPIP
OG0003057	LOC108009414|XP_016929229.1|DSUZ	LOC120414811|XP_039432066.1|CPIP
OG0003058	LOC108009733|XP_016929806.1|DSUZ	LOC120414809|XP_039432062.1|CPIP
OG0003059	LOC108015183|XP_016936983.1|DSUZ	LOC120414807|XP_039432059.1|CPIP
OG0003060	LOC108008294|XP_016927595.1|DSUZ	LOC120414805|XP_039432058.1|CPIP
OG0003061	LOC108018990|XP_016942087.1|DSUZ	LOC120413049|XP_039429678.1|CPIP
OG0003062	LOC108010549|XP_036673863.1|DSUZ, LOC108019428|XP_036674528.1|DSUZ	LOC120413033|XP_039429639.1|CPIP
OG0003063	LOC108006910|XP_036670923.1|DSUZ	LOC120413045|XP_039429670.1|CPIP
OG0003064	LOC108015661|XP_016937645.2|DSUZ	LOC120423273|XP_039442947.1|CPIP
OG0003065	LOC108019396|XP_016942707.1|DSUZ	LOC120412931|XP_039429497.1|CPIP
OG0003066	LOC118877724|XP_036673564.1|DSUZ, LOC108020290|XP_016943907.1|DSUZ	LOC120412965|XP_039429547.1|CPIP
OG0003067	LOC108010635|XP_016931018.2|DSUZ, LOC108010636|XP_016931020.2|DSUZ	LOC120413019|XP_039429616.1|CPIP
OG0003069	LOC108009713|XP_016929759.1|DSUZ	LOC120414393|XP_039431503.1|CPIP
OG0003070	LOC108021537|XP_016945791.1|DSUZ	LOC120414402|XP_039431513.1|CPIP
OG0003071	LOC108015546|XP_036670608.1|DSUZ	LOC120414409|XP_039431524.1|CPIP
OG0003072	LOC108017559|XP_036672555.1|DSUZ	LOC120414392|XP_039431501.1|CPIP
OG0003073	LOC108010756|XP_016931173.1|DSUZ	LOC120414427|XP_039431541.1|CPIP
OG0003074	LOC108015174|XP_016936949.1|DSUZ	LOC120424401|XP_039444435.1|CPIP
OG0003075	LOC108011912|XP_036678171.1|DSUZ	LOC120417894|XP_039436051.1|CPIP
OG0003076	LOC108013247|XP_016934482.1|DSUZ	LOC120419324|XP_039437930.1|CPIP
OG0003077	LOC108011396|XP_036675403.1|DSUZ	LOC120414001|XP_039430944.1|CPIP
OG0003078	LOC108006392|XP_036673458.1|DSUZ	LOC120426310|XP_039446993.1|CPIP
OG0003079	LOC108007992|XP_036673982.1|DSUZ	LOC120422354|XP_039441685.1|CPIP
OG0003080	LOC108014585|XP_036673400.1|DSUZ	LOC120427440|XP_039448231.1|CPIP, LOC120429954|XP_039450981.1|CPIP
OG0003081	LOC108020102|XP_016943691.2|DSUZ	LOC120427441|XP_039448237.1|CPIP
OG0003082	LOC108018402|XP_016941445.2|DSUZ	LOC120427437|XP_039448227.1|CPIP
OG0003083	LOC108016312|XP_036675447.1|DSUZ	LOC120423432|XP_039443176.1|CPIP
OG0003084	LOC108005000|XP_036674955.1|DSUZ	LOC120421487|XP_039440639.1|CPIP
OG0003085	LOC108004997|XP_036674965.1|DSUZ	LOC120421518|XP_039440670.1|CPIP
OG0003086	LOC108018373|XP_036672628.1|DSUZ	LOC120421495|XP_039440647.1|CPIP
OG0003087	LOC108014333|XP_036670826.1|DSUZ	LOC120430438|XP_039451484.1|CPIP
OG0003088	LOC108005938|XP_016924853.1|DSUZ	LOC120421266|XP_039440398.1|CPIP
OG0003089	LOC108017198|XP_036674359.1|DSUZ	LOC120421162|XP_039440293.1|CPIP
OG0003090	LOC108007197|XP_036674167.1|DSUZ	LOC120421858|XP_039441092.1|CPIP
OG0003091	LOC108006006|XP_036674320.1|DSUZ	LOC120426530|XP_039447233.1|CPIP, LOC120427950|XP_039448834.1|CPIP
OG0003092	LOC108004820|XP_016923379.2|DSUZ	LOC120427947|XP_039448829.1|CPIP
OG0003093	LOC108009385|XP_016929184.1|DSUZ	LOC120418255|XP_039436504.1|CPIP, LOC120422713|XP_039442171.1|CPIP
OG0003094	LOC108018911|XP_016941992.1|DSUZ	LOC120422745|XP_039442222.1|CPIP, LOC120418262|XP_039436513.1|CPIP
OG0003095	LOC108005384|XP_016924134.1|DSUZ	LOC120424114|XP_039444088.1|CPIP
OG0003100	LOC108016935|XP_016939354.1|DSUZ	LOC120419413|XP_039438025.1|CPIP
OG0003101	LOC108014562|XP_036673332.1|DSUZ	LOC120429724|XP_039450704.1|CPIP, LOC120423171|XP_039442787.1|CPIP
OG0003102	LOC108019499|XP_016942815.2|DSUZ	LOC120423163|XP_039442778.1|CPIP, LOC120429727|XP_039450710.1|CPIP
OG0003103	LOC108006023|XP_036674299.1|DSUZ	LOC120423159|XP_039442774.1|CPIP, LOC120429726|XP_039450706.1|CPIP
OG0003104	LOC118877528|XP_036672471.1|DSUZ, LOC108020721|XP_016944579.2|DSUZ	LOC120419398|XP_039438008.1|CPIP
OG0003105	LOC108016834|XP_036676107.1|DSUZ	LOC120419455|XP_039438070.1|CPIP
OG0003106	LOC108008877|XP_016928271.2|DSUZ, LOC108008144|XP_036669257.1|DSUZ	LOC120419443|XP_039438059.1|CPIP
OG0003107	LOC108005320|XP_016924023.1|DSUZ	LOC120431822|XP_039452876.1|CPIP
OG0003108	LOC108006338|XP_016925337.1|DSUZ	LOC120421345|XP_039440458.1|CPIP
OG0003109	LOC108018932|XP_016942014.1|DSUZ	LOC120421375|XP_039440502.1|CPIP
OG0003110	LOC108009178|XP_016928801.1|DSUZ	LOC120423114|XP_039442726.1|CPIP, LOC120419558|XP_039438216.1|CPIP
OG0003111	LOC108005338|XP_016924062.1|DSUZ	LOC120416667|XP_039434413.1|CPIP
OG0003112	LOC108007376|XP_016926523.2|DSUZ	LOC120416638|XP_039434383.1|CPIP
OG0003114	LOC108019868|XP_016943413.2|DSUZ	LOC120419931|XP_039438730.1|CPIP
OG0003115	LOC108008607|XP_016927975.1|DSUZ	LOC120419951|XP_039438745.1|CPIP
OG0003116	LOC108009873|XP_016930065.2|DSUZ	LOC120419928|XP_039438727.1|CPIP
OG0003117	LOC118877218|XP_036670509.1|DSUZ	LOC120412521|XP_039428949.1|CPIP
OG0003118	LOC108014484|XP_036671019.1|DSUZ	LOC120417971|XP_039436144.1|CPIP
OG0003119	LOC108010689|XP_036670384.1|DSUZ	LOC120418007|XP_039436185.1|CPIP
OG0003120	LOC108009127|XP_016928706.1|DSUZ	LOC120417548|XP_039435564.1|CPIP
OG0003121	LOC108021793|XP_036677093.1|DSUZ	LOC120424716|XP_039444836.1|CPIP
OG0003122	LOC108008145|XP_016927424.2|DSUZ	LOC120420836|XP_039439891.1|CPIP
OG0003123	LOC108013490|XP_016934861.1|DSUZ	LOC120420843|XP_039439894.1|CPIP
OG0003124	LOC108009706|XP_016929750.1|DSUZ	LOC120425268|XP_039445646.1|CPIP
OG0003125	LOC108013112|XP_016934251.1|DSUZ	LOC120430004|XP_039451037.1|CPIP
OG0003126	LOC108009888|XP_016930089.1|DSUZ	LOC120422180|XP_039441489.1|CPIP
OG0003127	LOC108008650|XP_016928025.1|DSUZ	LOC120422170|XP_039441481.1|CPIP
OG0003128	LOC108011301|XP_036671190.1|DSUZ	LOC120420417|XP_039439370.1|CPIP
OG0003129	LOC108009095|XP_016928648.1|DSUZ	LOC120420423|XP_039439377.1|CPIP
OG0003130	LOC108018066|XP_016940952.1|DSUZ	LOC120420436|XP_039439397.1|CPIP
OG0003131	LOC108010138|XP_036669283.1|DSUZ	LOC120427544|XP_039448353.1|CPIP
OG0003132	LOC108012182|XP_036673016.1|DSUZ	LOC120414233|XP_039431277.1|CPIP, LOC120424576|XP_039444676.1|CPIP
OG0003133	LOC108009160|XP_016928757.1|DSUZ	LOC120414232|XP_039431276.1|CPIP, LOC120432001|XP_039453067.1|CPIP
OG0003134	LOC108017774|XP_016940386.1|DSUZ	LOC120421687|XP_039440858.1|CPIP
OG0003135	LOC108005819|XP_036670582.1|DSUZ	LOC120424413|XP_039444458.1|CPIP
OG0003139	LOC108017613|XP_016940195.2|DSUZ	LOC120415252|XP_039432652.1|CPIP, LOC120415231|XP_039432622.1|CPIP
OG0003140	LOC108018782|XP_016941856.1|DSUZ	LOC120415224|XP_039432613.1|CPIP
OG0003141	LOC108009210|XP_016928859.1|DSUZ	LOC120419609|XP_039438283.1|CPIP
OG0003142	LOC108009343|XP_036669571.1|DSUZ	LOC120419588|XP_039438250.1|CPIP
OG0003143	LOC108007153|XP_036671786.1|DSUZ	LOC120415310|XP_039432724.1|CPIP
OG0003144	LOC108008963|XP_016928362.1|DSUZ	LOC120418433|XP_039436750.1|CPIP
OG0003145	LOC108018113|XP_016941027.1|DSUZ	LOC120418454|XP_039436813.1|CPIP
OG0003146	LOC108009358|XP_036669444.1|DSUZ	LOC120426475|XP_039447172.1|CPIP
OG0003147	LOC108013221|XP_016934437.1|DSUZ	LOC120428762|XP_039449778.1|CPIP
OG0003148	LOC108005778|XP_016924597.1|DSUZ	LOC120428599|XP_039449556.1|CPIP
OG0003149	LOC108016944|XP_016939364.1|DSUZ	LOC120428595|XP_039449552.1|CPIP
OG0003150	LOC108009329|XP_036668893.1|DSUZ	LOC120420377|XP_039439315.1|CPIP
OG0003151	LOC108019920|XP_016943520.1|DSUZ	LOC120416201|XP_039433821.1|CPIP
OG0003152	LOC108008488|XP_016927837.1|DSUZ	LOC120414890|XP_039432147.1|CPIP
OG0003153	LOC108008479|XP_016927824.1|DSUZ	LOC120414918|XP_039432184.1|CPIP
OG0003154	LOC108014577|XP_016936220.2|DSUZ	LOC120414861|XP_039432114.1|CPIP
OG0003155	LOC108012059|XP_016932828.1|DSUZ	LOC120414903|XP_039432166.1|CPIP
OG0003156	LOC108009959|XP_016930207.1|DSUZ	LOC120418435|XP_039436774.1|CPIP
OG0003157	LOC108004658|XP_016923122.1|DSUZ	LOC120418450|XP_039436807.1|CPIP
OG0003158	LOC108018072|XP_016940961.1|DSUZ	LOC120417246|XP_039435139.1|CPIP
OG0003159	LOC108009995|XP_016930263.1|DSUZ	LOC120427766|XP_039448612.1|CPIP
OG0003160	LOC108009690|XP_016929726.1|DSUZ	LOC120427762|XP_039448606.1|CPIP
OG0003161	LOC108008637|XP_016928005.1|DSUZ	LOC120427043|XP_039447808.1|CPIP
OG0003162	LOC108019668|XP_016943046.1|DSUZ	LOC120428139|XP_039449058.1|CPIP, LOC120424446|XP_039444511.1|CPIP, LOC120424443|XP_039444510.1|CPIP
OG0003163	LOC108012485|XP_016933383.1|DSUZ	LOC120425296|XP_039445698.1|CPIP
OG0003164	LOC108010958|XP_016931459.1|DSUZ	LOC120424378|XP_039444414.1|CPIP
OG0003165	LOC108009637|XP_036669426.1|DSUZ	LOC120417981|XP_039436155.1|CPIP
OG0003166	LOC108008296|XP_016927597.1|DSUZ	LOC120417994|XP_039436172.1|CPIP
OG0003167	LOC108017733|XP_036669828.1|DSUZ	LOC120428521|XP_039449478.1|CPIP
OG0003168	LOC108011560|XP_036673174.1|DSUZ	LOC120428517|XP_039449472.1|CPIP, LOC120428518|XP_039449473.1|CPIP
OG0003169	LOC108021650|XP_016945952.1|DSUZ	LOC120421474|XP_039440625.1|CPIP
OG0003170	LOC108009115|XP_016928675.1|DSUZ	LOC120421455|XP_039440600.1|CPIP
OG0003171	LOC108009559|XP_016929508.1|DSUZ	LOC120421460|XP_039440605.1|CPIP
OG0003172	LOC108004916|XP_016923493.2|DSUZ	LOC120427531|XP_039448331.1|CPIP
OG0003173	LOC108011238|XP_016931831.1|DSUZ	LOC120415152|XP_039432521.1|CPIP
OG0003174	LOC108017477|XP_016940010.1|DSUZ	LOC120426100|XP_039446737.1|CPIP
OG0003175	LOC108009975|XP_016930230.1|DSUZ	LOC120425519|XP_039446002.1|CPIP
OG0003176	LOC108007542|XP_016926725.1|DSUZ	LOC120429990|XP_039451017.1|CPIP
OG0003177	LOC108010241|XP_016930582.1|DSUZ	LOC120425538|XP_039446033.1|CPIP
OG0003178	LOC108009699|XP_016929745.1|DSUZ	LOC120419168|XP_039437754.1|CPIP, LOC120425536|XP_039446030.1|CPIP
OG0003179	LOC108008309|XP_016927615.1|DSUZ	LOC120419164|XP_039437748.1|CPIP
OG0003180	LOC108010205|XP_016930537.1|DSUZ	LOC120425526|XP_039446014.1|CPIP, LOC120419159|XP_039437742.1|CPIP
OG0003181	LOC108010194|XP_016930526.1|DSUZ	LOC120419158|XP_039437741.1|CPIP, LOC120425527|XP_039446015.1|CPIP
OG0003183	LOC108019828|XP_016943334.1|DSUZ	LOC120430841|XP_039451902.1|CPIP
OG0003184	LOC108010697|XP_016931096.1|DSUZ	LOC120415861|XP_039433432.1|CPIP
OG0003185	LOC108019796|XP_016943285.1|DSUZ	LOC120431569|XP_039452610.1|CPIP, LOC120429995|XP_039451026.1|CPIP
OG0003186	LOC108008120|XP_016927398.1|DSUZ	LOC120425514|XP_039445996.1|CPIP
OG0003187	LOC108021616|XP_016945909.1|DSUZ	LOC120417933|XP_039436104.1|CPIP, LOC120429068|XP_039450150.1|CPIP
OG0003188	LOC108018591|XP_016941640.2|DSUZ	LOC120428789|XP_039449823.1|CPIP
OG0003189	LOC108012422|XP_036672112.1|DSUZ	LOC120415869|XP_039433439.1|CPIP
OG0003190	LOC108009186|XP_016928827.1|DSUZ	LOC120428798|XP_039449831.1|CPIP
OG0003191	LOC108011761|XP_016932482.2|DSUZ	LOC120412332|XP_039428666.1|CPIP
OG0003192	LOC108013002|XP_016934073.1|DSUZ	LOC120425958|XP_039446537.1|CPIP
OG0003193	LOC108012756|XP_036670898.1|DSUZ	LOC120416817|XP_039434631.1|CPIP
OG0003194	LOC108013387|XP_016934711.1|DSUZ	LOC120428645|XP_039449621.1|CPIP
OG0003195	LOC108011558|XP_016932214.1|DSUZ	LOC120430999|XP_039452093.1|CPIP
OG0003196	LOC108005804|XP_016924622.1|DSUZ	LOC120430998|XP_039452092.1|CPIP
OG0003197	LOC108013161|XP_036670774.1|DSUZ	LOC120418193|XP_039436429.1|CPIP
OG0003198	LOC108017343|XP_016939867.1|DSUZ	LOC120418205|XP_039436446.1|CPIP
OG0003199	LOC108012925|XP_016933946.1|DSUZ	LOC120416999|XP_039434875.1|CPIP
OG0003200	LOC118878880|XP_036677783.1|DSUZ, LOC108010721|XP_016931130.1|DSUZ	LOC120421851|XP_039441073.1|CPIP, LOC120426229|XP_039446902.1|CPIP
OG0003201	LOC108009307|XP_036669069.1|DSUZ	LOC120426621|XP_039447347.1|CPIP, LOC120426615|XP_039447341.1|CPIP
OG0003202	LOC108012847|XP_016933801.1|DSUZ	LOC120414934|XP_039432199.1|CPIP, LOC120414936|XP_039432201.1|CPIP
OG0003203	LOC108009551|XP_016929487.1|DSUZ	LOC120424708|XP_039444821.1|CPIP
OG0003204	LOC108016422|XP_036672528.1|DSUZ, LOC108014870|XP_036674814.1|DSUZ	LOC120422667|XP_039442106.1|CPIP
OG0003205	LOC108008293|XP_016927594.1|DSUZ	LOC120422673|XP_039442115.1|CPIP
OG0003206	LOC108008685|XP_016928068.1|DSUZ	LOC120418595|XP_039436975.1|CPIP
OG0003207	LOC108007206|XP_036674209.1|DSUZ	LOC120430866|XP_039451924.1|CPIP, LOC120429776|XP_039450768.1|CPIP
OG0003208	LOC108013471|XP_016934843.1|DSUZ	LOC120429780|XP_039450773.1|CPIP, LOC120431050|XP_039452138.1|CPIP
OG0003209	LOC108009517|XP_016929426.1|DSUZ	LOC120430279|XP_039451305.1|CPIP, LOC120416350|XP_039434015.1|CPIP
OG0003210	LOC108007887|XP_016927145.2|DSUZ	LOC120420337|XP_039439266.1|CPIP
OG0003211	LOC108010307|XP_016930680.1|DSUZ	LOC120420336|XP_039439265.1|CPIP
OG0003212	LOC118877866|XP_036674083.1|DSUZ, LOC108017425|XP_016939943.2|DSUZ	LOC120420082|XP_039438945.1|CPIP
OG0003213	LOC108009563|XP_016929515.1|DSUZ	LOC120414940|XP_039432204.1|CPIP
OG0003214	LOC108018038|XP_016940905.1|DSUZ	LOC120427505|XP_039448293.1|CPIP, LOC120425105|XP_039445433.1|CPIP
OG0003215	LOC108008589|XP_016927957.1|DSUZ	LOC120427511|XP_039448307.1|CPIP
OG0003216	LOC108019861|XP_016943394.1|DSUZ	LOC120427502|XP_039448290.1|CPIP
OG0003217	LOC108019893|XP_016943461.1|DSUZ	LOC120422236|XP_039441557.1|CPIP
OG0003218	LOC108006200|XP_036670762.1|DSUZ	LOC120416337|XP_039433998.1|CPIP
OG0003219	LOC108013001|XP_016934072.1|DSUZ	LOC120416341|XP_039434002.1|CPIP
OG0003220	LOC108013922|XP_016935417.1|DSUZ	LOC120428929|XP_039450005.1|CPIP
OG0003221	LOC108004673|XP_016923144.1|DSUZ	LOC120423798|XP_039443651.1|CPIP
OG0003222	LOC118877070|XP_036669844.1|DSUZ, LOC108019759|XP_036670207.1|DSUZ	LOC120423810|XP_039443664.1|CPIP
OG0003223	LOC108008486|XP_016927835.1|DSUZ	LOC120423905|XP_039443819.1|CPIP
OG0003224	LOC108009271|XP_016928972.1|DSUZ	LOC120428247|XP_039449163.1|CPIP
OG0003225	LOC108020972|XP_016944908.1|DSUZ	LOC120426352|XP_039447047.1|CPIP
OG0003226	LOC108008285|XP_016927563.1|DSUZ	LOC120429225|XP_039450373.1|CPIP
OG0003229	LOC108013074|XP_016934184.1|DSUZ	LOC120415109|XP_039432462.1|CPIP
OG0003233	LOC108009541|XP_016929470.1|DSUZ	LOC120416441|XP_039434128.1|CPIP
OG0003250	LOC118877634|XP_036673029.1|DSUZ	LOC120432230|XP_039453341.1|CPIP
OG0003251	LOC108014698|XP_036675540.1|DSUZ	LOC120432228|XP_039453338.1|CPIP
OG0003252	LOC108016069|XP_016938151.2|DSUZ	LOC120432315|XP_039453433.1|CPIP
OG0003253	LOC108018669|XP_036672707.1|DSUZ	LOC120415061|XP_039432382.1|CPIP
OG0003254	LOC108017110|XP_016939559.1|DSUZ	LOC120422088|XP_039441370.1|CPIP
OG0003255	LOC108010767|XP_016931184.2|DSUZ	LOC120422081|XP_039441361.1|CPIP
OG0003256	LOC108020147|XP_036673515.1|DSUZ	LOC120421080|XP_039440161.1|CPIP
OG0003257	LOC108016807|XP_036676459.1|DSUZ	LOC120415082|XP_039432418.1|CPIP
OG0003258	LOC108015392|XP_016937301.1|DSUZ	LOC120432232|XP_039453342.1|CPIP
OG0003259	LOC108007883|XP_016927141.1|DSUZ	LOC120432223|XP_039453332.1|CPIP
OG0003260	LOC108006266|XP_036676151.1|DSUZ	LOC120415048|XP_039432356.1|CPIP
OG0003261	LOC108011649|XP_016932329.2|DSUZ	LOC120431253|XP_039452325.1|CPIP
OG0003262	LOC108016102|XP_036672968.1|DSUZ	LOC120424013|XP_039443961.1|CPIP
OG0003263	LOC108016596|XP_016938773.1|DSUZ	LOC120432245|XP_039453353.1|CPIP
OG0003264	LOC108005090|XP_016923751.1|DSUZ	LOC120430288|XP_039451315.1|CPIP, LOC120430287|XP_039451314.1|CPIP
OG0003265	LOC108021555|XP_016945813.1|DSUZ	LOC120418100|XP_039436305.1|CPIP
OG0003266	LOC108007721|XP_016926962.2|DSUZ	LOC120412639|XP_039429132.1|CPIP
OG0003267	LOC108004855|XP_016923425.1|DSUZ	LOC120424303|XP_039444321.1|CPIP
OG0003268	LOC108007632|XP_036673489.1|DSUZ	LOC120415881|XP_039433491.1|CPIP
OG0003269	LOC108015445|XP_016937364.2|DSUZ	LOC120420955|XP_039440046.1|CPIP
OG0003270	LOC108012278|XP_036671779.1|DSUZ	LOC120421546|XP_039440743.1|CPIP
OG0003271	LOC108020405|XP_016944180.1|DSUZ	LOC120422529|XP_039442285.1|CPIP
OG0003272	LOC108010444|XP_016930793.1|DSUZ	LOC120418115|XP_039436324.1|CPIP, LOC120428871|XP_039449931.1|CPIP
OG0003273	LOC108019794|XP_016943283.1|DSUZ	LOC120415792|XP_039433384.1|CPIP
OG0003274	LOC118876958|XP_036669461.1|DSUZ, LOC108014960|XP_036676445.1|DSUZ	LOC120414169|XP_039431159.1|CPIP
OG0003275	LOC108019039|XP_016942144.1|DSUZ	LOC120424026|XP_039443980.1|CPIP
OG0003276	LOC108004943|XP_016923531.2|DSUZ	LOC120429211|XP_039450365.1|CPIP
OG0003277	LOC108008867|XP_016928261.1|DSUZ	LOC120432268|XP_039453382.1|CPIP
OG0003278	LOC108011720|XP_016932431.2|DSUZ	LOC120431241|XP_039452315.1|CPIP
OG0003279	LOC108016882|XP_016939262.1|DSUZ	LOC120431434|XP_039452489.1|CPIP
OG0003280	LOC108006115|XP_036673072.1|DSUZ	LOC120432244|XP_039453351.1|CPIP
OG0003281	LOC108011993|XP_016932748.1|DSUZ	LOC120432304|XP_039453424.1|CPIP
OG0003282	LOC108016876|XP_036676197.1|DSUZ	LOC120430542|XP_039451588.1|CPIP, LOC120428503|XP_039449447.1|CPIP
OG0003283	LOC108005410|XP_016924163.1|DSUZ	LOC120413357|XP_039430074.1|CPIP
OG0003284	LOC108004704|XP_016923205.1|DSUZ	LOC120418129|XP_039436341.1|CPIP
OG0003285	LOC108010861|XP_016931326.1|DSUZ	LOC120417923|XP_039436117.1|CPIP
OG0003286	LOC108006358|XP_036675482.1|DSUZ	LOC120432354|XP_039453481.1|CPIP
OG0003287	LOC108014675|XP_016936331.1|DSUZ	LOC120429641|XP_039450602.1|CPIP, LOC120414182|XP_039431194.1|CPIP
OG0003288	LOC108004917|XP_036674034.1|DSUZ	LOC120414171|XP_039431163.1|CPIP
OG0003289	LOC108009757|XP_016929868.1|DSUZ	LOC120414191|XP_039431206.1|CPIP
OG0003290	LOC108011662|XP_016932348.2|DSUZ, LOC118878153|XP_036675701.1|DSUZ	LOC120422451|XP_039441828.1|CPIP
OG0003291	LOC108005746|XP_036671138.1|DSUZ	LOC120424177|XP_039444165.1|CPIP, LOC120422531|XP_039441926.1|CPIP
OG0003292	LOC108005114|XP_036676904.1|DSUZ	LOC120424292|XP_039444308.1|CPIP
OG0003293	LOC108016892|XP_016939287.1|DSUZ	LOC120420200|XP_039439118.1|CPIP, LOC120414536|XP_039431680.1|CPIP
OG0003294	LOC108010151|XP_016930475.1|DSUZ	LOC120420183|XP_039439093.1|CPIP
OG0003295	LOC108005079|XP_016923728.1|DSUZ	LOC120420185|XP_039439097.1|CPIP
OG0003296	LOC108020768|XP_016944636.1|DSUZ	LOC120420203|XP_039439125.1|CPIP
OG0003297	LOC108013881|XP_036674096.1|DSUZ	LOC120420176|XP_039439076.1|CPIP
OG0003298	LOC108016955|XP_016939379.1|DSUZ	LOC120416888|XP_039434715.1|CPIP
OG0003299	LOC108014621|XP_036674412.1|DSUZ, LOC108006788|XP_036675444.1|DSUZ	LOC120419281|XP_039437880.1|CPIP
OG0003300	LOC108013878|XP_036674045.1|DSUZ	LOC120419269|XP_039437861.1|CPIP
OG0003301	LOC108006182|XP_016925105.1|DSUZ	LOC120416436|XP_039434124.1|CPIP
OG0003302	LOC108018858|XP_036675805.1|DSUZ	LOC120413707|XP_039430561.1|CPIP
OG0003303	LOC108008334|XP_016927649.1|DSUZ	LOC120413335|XP_039430045.1|CPIP
OG0003304	LOC108007832|XP_036674735.1|DSUZ	LOC120430281|XP_039451307.1|CPIP
OG0003305	LOC108015195|XP_036676831.1|DSUZ	LOC120432624|XP_039453811.1|CPIP
OG0003306	LOC108014321|XP_016935883.1|DSUZ	LOC120427215|XP_039448009.1|CPIP
OG0003307	LOC108019197|XP_016942466.1|DSUZ	LOC120413320|XP_039430019.1|CPIP
OG0003308	LOC108019939|XP_016943535.1|DSUZ	LOC120413349|XP_039430061.1|CPIP
OG0003309	LOC108015170|XP_016936937.1|DSUZ	LOC120412379|XP_039428742.1|CPIP
