Orthogroup	DSUZ.longest_only	AAEG.longest_only
OG0004908	LOC108013506|XP_016934882.1|DSUZ	LOC5574115|XP_021696086.1|AAEG
OG0004909	LOC108012883|XP_016933863.1|DSUZ	LOC5574099|XP_021696099.1|AAEG
OG0004910	LOC108012882|XP_016933862.1|DSUZ	LOC5573286|XP_021696108.1|AAEG
OG0004911	LOC108007182|XP_036670453.1|DSUZ	LOC5574089|XP_001661159.1|AAEG
OG0004912	LOC108013338|XP_016934633.1|DSUZ	LOC5565111|XP_001649458.1|AAEG
OG0004913	LOC108008541|XP_016927901.1|DSUZ	LOC5572879|XP_001654230.1|AAEG
OG0004914	LOC108010117|XP_016930431.1|DSUZ	LOC5572883|XP_001654238.1|AAEG
OG0004915	LOC108010134|XP_016930451.1|DSUZ	LOC5572890|XP_001654241.1|AAEG
OG0004916	LOC108010247|XP_016930590.1|DSUZ	LOC5572892|XP_021696207.1|AAEG
OG0004917	LOC108012979|XP_016934033.1|DSUZ	LOC5569891|XP_021696240.1|AAEG
OG0004918	LOC108012977|XP_016934030.1|DSUZ	LOC5569896|XP_021696242.1|AAEG
OG0004919	LOC108010796|XP_016931214.1|DSUZ	LOC5569894|XP_001658793.2|AAEG
OG0004920	LOC108012366|XP_016933209.1|DSUZ	LOC5569897|XP_001658795.2|AAEG
OG0004921	LOC108005902|XP_016924787.1|DSUZ	LOC5569899|XP_021696250.1|AAEG
OG0004922	LOC108012243|XP_036672396.1|DSUZ	LOC5574844|XP_021696259.1|AAEG
OG0004923	LOC108020040|XP_016943622.1|DSUZ	LOC5574842|XP_001661672.2|AAEG
OG0004924	LOC108012810|XP_016933738.1|DSUZ	LOC5579986|XP_001660252.2|AAEG
OG0004925	LOC108013569|XP_016934980.1|DSUZ	LOC23687540|XP_021696286.1|AAEG
OG0004926	LOC108012523|XP_016933426.1|DSUZ	LOC5579997|XP_001660263.1|AAEG
OG0004927	LOC108012887|XP_036670902.1|DSUZ	LOC5570466|XP_021696313.1|AAEG
OG0004928	LOC108018037|XP_036669746.1|DSUZ	LOC5577066|XP_021696339.1|AAEG
OG0004929	LOC108012802|XP_016933728.1|DSUZ	LOC5577072|XP_001663169.2|AAEG
OG0004930	LOC108009112|XP_016928672.1|DSUZ	LOC5571872|XP_001659983.2|AAEG
OG0004931	LOC108008379|XP_016927711.1|DSUZ	LOC5570512|XP_001659200.1|AAEG
OG0004932	LOC108013046|XP_016934146.1|DSUZ	LOC5570507|XP_001659195.2|AAEG
OG0004933	LOC108017962|XP_016940721.1|DSUZ	LOC5570506|XP_001659194.1|AAEG
OG0004934	LOC108008426|XP_016927764.1|DSUZ	LOC5570504|XP_001659193.1|AAEG
OG0004935	LOC108018036|XP_016940902.1|DSUZ	LOC5570534|XP_021696448.1|AAEG
OG0004936	LOC108005880|XP_036672418.1|DSUZ	LOC23687720|XP_021696450.1|AAEG
OG0004937	LOC108013567|XP_036670958.1|DSUZ	LOC5570537|XP_001659181.2|AAEG
OG0004938	LOC108006841|XP_016925880.2|DSUZ	LOC5567635|XP_021696489.1|AAEG
OG0004939	LOC108020447|XP_036672459.1|DSUZ, LOC118877327|XP_036671510.1|DSUZ	LOC5567623|XP_021696505.1|AAEG
OG0004940	LOC108005713|XP_036671524.1|DSUZ, LOC108017020|XP_036672468.1|DSUZ	LOC5563894|XP_021696516.1|AAEG
OG0004941	LOC108007480|XP_036671153.1|DSUZ	LOC5576608|XP_021696518.1|AAEG
OG0004942	LOC108005875|XP_016924744.1|DSUZ	LOC5564097|XP_001648422.1|AAEG, LOC110675535|XP_021696521.1|AAEG
OG0004943	LOC108013279|XP_016934539.1|DSUZ	LOC5564098|XP_001648424.1|AAEG
OG0004944	LOC108013601|XP_016935027.1|DSUZ	LOC5566278|XP_021696528.1|AAEG
OG0004945	LOC108017790|XP_016940422.1|DSUZ	LOC5570089|XP_001653076.1|AAEG
OG0004946	LOC108006916|XP_016926005.2|DSUZ	LOC5568099|XP_021696622.1|AAEG
OG0004947	LOC108013527|XP_016934912.1|DSUZ	LOC23687936|XP_011493344.1|AAEG
OG0004948	LOC108013502|XP_016934877.1|DSUZ	LOC5568105|XP_021702168.1|AAEG
OG0004949	LOC108013501|XP_016934876.1|DSUZ	LOC5568106|XP_021696641.1|AAEG
OG0004950	LOC108012933|XP_016933957.1|DSUZ	LOC5568107|XP_021696646.1|AAEG
OG0004951	LOC108017496|XP_016940037.1|DSUZ	LOC5568110|XP_021696649.1|AAEG
OG0004952	LOC108013592|XP_016935010.1|DSUZ	LOC5568111|XP_001652050.1|AAEG
OG0004953	LOC118877213|XP_036670481.1|DSUZ	LOC5568113|XP_001652052.1|AAEG
OG0004954	LOC108007486|XP_016926657.2|DSUZ	LOC5568119|XP_001652058.1|AAEG
OG0004955	LOC108012486|XP_016933384.1|DSUZ	LOC5574279|XP_001661327.1|AAEG
OG0004956	LOC108009401|XP_016929209.1|DSUZ	LOC5574290|XP_021696709.1|AAEG
OG0004957	LOC108007094|XP_036670862.1|DSUZ	LOC5566334|XP_021696744.1|AAEG
OG0004958	LOC108012984|XP_016934043.1|DSUZ	LOC5566350|XP_021702394.1|AAEG
OG0004959	LOC108012986|XP_016934045.1|DSUZ	LOC5566351|XP_001650745.2|AAEG
OG0004960	LOC108012983|XP_016934038.1|DSUZ	LOC5566352|XP_021696768.1|AAEG
OG0004961	LOC108008407|XP_016927742.1|DSUZ	LOC5578958|XP_001664137.1|AAEG
OG0004962	LOC108013076|XP_016934185.1|DSUZ	LOC110675613|XP_021696773.1|AAEG
OG0004963	LOC108015807|XP_036670567.1|DSUZ	LOC5567144|XP_021696785.1|AAEG, LOC110676917|XP_021702421.1|AAEG
OG0004964	LOC108013268|XP_016934518.1|DSUZ	LOC5566214|XP_021696852.1|AAEG
OG0004965	LOC108005783|XP_016924601.1|DSUZ	LOC5565657|XP_001650015.1|AAEG
OG0004966	LOC108005908|XP_036670930.1|DSUZ	LOC5565667|XP_021696881.1|AAEG
OG0004967	LOC108017793|XP_016940426.1|DSUZ	LOC5565658|XP_001650006.1|AAEG
OG0004968	LOC118877357|XP_036671708.1|DSUZ	LOC5573786|XP_021696913.1|AAEG
OG0004969	LOC108017784|XP_016940414.1|DSUZ	LOC5573764|XP_001654793.1|AAEG
OG0004970	LOC108020199|XP_036671723.1|DSUZ	LOC110675656|XP_021696914.1|AAEG
OG0004971	LOC108020209|XP_036670981.1|DSUZ	LOC5573765|XP_021696915.1|AAEG
OG0004972	LOC108005786|XP_016924605.1|DSUZ	LOC110675657|XP_021696922.1|AAEG
OG0004973	LOC108012855|XP_016933810.1|DSUZ	LOC5573778|XP_001654799.1|AAEG
OG0004974	LOC108013455|XP_016934820.1|DSUZ	LOC110681063|XP_021712521.1|AAEG, LOC110675665|XP_021696947.1|AAEG
OG0004975	LOC108020058|XP_016943645.1|DSUZ	LOC5565225|XP_001649547.1|AAEG
OG0004976	LOC108011836|XP_016932563.1|DSUZ	LOC5565227|XP_021696981.1|AAEG
OG0004977	LOC108008365|XP_016927691.1|DSUZ	LOC5574032|XP_001661121.1|AAEG
OG0004978	LOC108017989|XP_016940820.1|DSUZ	LOC5574826|XP_021697011.1|AAEG
OG0004979	LOC108012794|XP_016933717.1|DSUZ	LOC5579980|XP_001658607.2|AAEG
OG0004980	LOC108005674|XP_016924487.1|DSUZ	LOC5568319|XP_021697069.1|AAEG
OG0004981	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ	LOC5568313|XP_001652190.1|AAEG
OG0004982	LOC108020738|XP_016944603.2|DSUZ, LOC108020737|XP_036671373.1|DSUZ	LOC5568312|XP_001652189.1|AAEG
OG0004983	LOC108013532|XP_016934918.1|DSUZ	LOC5568306|XP_001652183.1|AAEG
OG0004984	LOC108013590|XP_016935006.1|DSUZ	LOC5568305|XP_021697087.1|AAEG
OG0004985	LOC108012821|XP_016933754.1|DSUZ	LOC5568289|XP_001652165.1|AAEG
OG0004986	LOC108010522|XP_016930887.2|DSUZ	LOC5576962|XP_001663057.1|AAEG
OG0004987	LOC108006666|XP_036672385.1|DSUZ	LOC5565246|XP_021697111.1|AAEG
OG0004988	LOC108012823|XP_016933757.1|DSUZ	LOC110675715|XP_021697114.1|AAEG, LOC5575300|XP_001655674.2|AAEG
OG0004989	LOC108006675|XP_036671381.1|DSUZ	LOC5571809|XP_001659940.1|AAEG, LOC110680273|XP_021711788.1|AAEG
OG0004990	LOC108008960|XP_016928360.1|DSUZ	LOC110675733|XP_021697146.1|AAEG
OG0004991	LOC108009102|XP_016928655.1|DSUZ	LOC5572690|XP_001660510.1|AAEG
OG0004992	LOC108009105|XP_036669175.1|DSUZ	LOC5572691|XP_001660509.1|AAEG
OG0004993	LOC108012916|XP_016933928.1|DSUZ	LOC5577569|XP_001663439.2|AAEG, LOC5577570|XP_001663443.1|AAEG
OG0004994	LOC108007080|XP_036672133.1|DSUZ	LOC5571602|XP_001653714.2|AAEG
OG0004995	LOC108011852|XP_036672346.1|DSUZ	LOC5571599|XP_021697309.1|AAEG
OG0004996	LOC108013283|XP_016934545.1|DSUZ	LOC110675809|XP_021697326.1|AAEG
OG0004997	LOC108008292|XP_016927593.1|DSUZ	LOC5566658|XP_021697337.1|AAEG
OG0004998	LOC108017994|XP_016940831.1|DSUZ	LOC5570732|XP_021697365.1|AAEG
OG0004999	LOC108014471|XP_016936084.2|DSUZ	LOC5570738|XP_001659327.1|AAEG
OG0005000	LOC108008287|XP_016927588.1|DSUZ	LOC5564517|XP_001648857.2|AAEG
OG0005001	LOC108012851|XP_036670562.1|DSUZ	LOC5570740|XP_021695187.1|AAEG
OG0005002	LOC108017393|XP_036674090.1|DSUZ, LOC118877807|XP_036673843.1|DSUZ	LOC5578811|XP_001657178.1|AAEG
OG0005003	LOC108013189|XP_016934380.1|DSUZ	LOC5571387|XP_021697409.1|AAEG
OG0005004	LOC108012553|XP_016933454.1|DSUZ	LOC5571388|XP_001653637.1|AAEG
OG0005005	LOC108020443|XP_016944253.1|DSUZ, LOC118877438|XP_036672150.1|DSUZ	LOC5576086|XP_021697447.1|AAEG
OG0005006	LOC108013386|XP_016934707.1|DSUZ	LOC5567090|XP_021697448.1|AAEG
OG0005007	LOC108015549|XP_036670994.1|DSUZ	LOC5567089|XP_021697452.1|AAEG
OG0005008	LOC108013625|XP_016935057.1|DSUZ	LOC5567088|XP_021697462.1|AAEG
OG0005009	LOC108004811|XP_016923369.2|DSUZ	LOC5576079|XP_001662410.1|AAEG
OG0005010	LOC108018647|XP_036671178.1|DSUZ	LOC5576084|XP_001662406.2|AAEG
OG0005011	LOC108009134|XP_016928727.1|DSUZ	LOC5574423|XP_021697465.1|AAEG
OG0005012	LOC108012430|XP_016933283.1|DSUZ	LOC5575240|XP_021697536.1|AAEG
OG0005013	LOC108011544|XP_016932200.2|DSUZ	LOC5569427|XP_021697567.1|AAEG
OG0005014	LOC108012994|XP_016934056.1|DSUZ	LOC110675265|XP_021695436.1|AAEG
OG0005015	LOC108005857|XP_036671145.1|DSUZ	LOC5574064|XP_021697593.1|AAEG
OG0005016	LOC118877382|XP_036671846.1|DSUZ	LOC5567751|XP_021697603.1|AAEG
OG0005017	LOC108012345|XP_016933182.1|DSUZ	LOC5572753|XP_001660573.2|AAEG
OG0005018	LOC108013041|XP_016934138.1|DSUZ	LOC5572751|XP_021697622.1|AAEG
OG0005019	LOC108007499|XP_016926671.2|DSUZ	LOC5572750|XP_001660577.1|AAEG
OG0005020	LOC108009513|XP_016929421.1|DSUZ	LOC5572764|XP_001660585.2|AAEG
OG0005021	LOC108006752|XP_016925796.1|DSUZ	LOC5571961|XP_021697657.1|AAEG
OG0005022	LOC108012410|XP_016933260.1|DSUZ	LOC5571962|XP_001660065.2|AAEG
OG0005023	LOC108008630|XP_016928000.1|DSUZ	LOC5571963|XP_021697663.1|AAEG
OG0005024	LOC108013251|XP_016934490.1|DSUZ	LOC5576174|XP_001662520.2|AAEG
OG0005025	LOC108013529|XP_016934915.1|DSUZ	LOC5571701|XP_001659843.2|AAEG
OG0005026	LOC108012403|XP_016933252.1|DSUZ	LOC5571697|XP_021697701.1|AAEG
OG0005027	LOC108011816|XP_036671031.1|DSUZ	LOC110675125|XP_021695198.1|AAEG
OG0005028	LOC108018679|XP_016941740.2|DSUZ	LOC5565749|XP_021697723.1|AAEG
OG0005029	LOC108004810|XP_016923367.1|DSUZ	LOC5565562|XP_021697725.1|AAEG
OG0005030	LOC108012927|XP_016933951.1|DSUZ	LOC5565537|XP_021697742.1|AAEG
OG0005031	LOC108013353|XP_016934659.1|DSUZ	LOC110675957|XP_021697752.1|AAEG
OG0005032	LOC108012606|XP_016933515.1|DSUZ	LOC5564450|XP_021697772.1|AAEG
OG0005033	LOC108011407|XP_036670700.1|DSUZ	LOC5578584|XP_021697776.1|AAEG
OG0005034	LOC108011408|XP_036671054.1|DSUZ	LOC5564462|XP_021697781.1|AAEG
OG0005035	LOC108013175|XP_016934361.1|DSUZ	LOC5564457|XP_001648798.2|AAEG
OG0005036	LOC108013183|XP_016934373.1|DSUZ	LOC5564447|XP_001648794.1|AAEG
OG0005037	LOC108013069|XP_016934177.1|DSUZ	LOC5570338|XP_001653167.1|AAEG
OG0005038	LOC108011872|XP_016932603.1|DSUZ	LOC5563743|XP_001648026.2|AAEG
OG0005039	LOC108021344|XP_016945515.1|DSUZ	LOC5578033|XP_001663661.1|AAEG
OG0005040	LOC108013142|XP_016934317.1|DSUZ	LOC5563747|XP_021697834.1|AAEG
OG0005041	LOC108013077|XP_016934186.1|DSUZ	LOC5565967|XP_001650335.1|AAEG
OG0005042	LOC108012478|XP_016933364.1|DSUZ	LOC5576552|XP_001656152.1|AAEG
OG0005043	LOC108009772|XP_016929890.1|DSUZ	LOC5578594|XP_001657016.1|AAEG
OG0005044	LOC108009769|XP_016929887.1|DSUZ	LOC5578596|XP_021697872.1|AAEG
OG0005045	LOC108008640|XP_016928009.1|DSUZ	LOC5578833|XP_001657186.1|AAEG
OG0005046	LOC108017883|XP_016940535.1|DSUZ	LOC5573518|XP_001660910.1|AAEG
OG0005047	LOC108011745|XP_016932459.1|DSUZ	LOC5574930|XP_001661733.1|AAEG
OG0005048	LOC108011733|XP_036671728.1|DSUZ	LOC5574929|XP_021697880.1|AAEG
OG0005049	LOC108013003|XP_016934077.2|DSUZ	LOC110675138|XP_021695211.1|AAEG
OG0005050	LOC108009103|XP_016928657.1|DSUZ	LOC5575134|XP_021697902.1|AAEG
OG0005051	LOC108013098|XP_016934231.1|DSUZ	LOC5575142|XP_001655519.1|AAEG
OG0005052	LOC108012560|XP_016933464.1|DSUZ	LOC5575145|XP_001655522.2|AAEG
OG0005053	LOC108020354|XP_016944040.1|DSUZ	LOC5577080|XP_001656318.2|AAEG
OG0005054	LOC108005740|XP_036670587.1|DSUZ	LOC5564816|XP_021697931.1|AAEG
OG0005055	LOC108013738|XP_016935178.1|DSUZ	LOC5571184|XP_001653501.2|AAEG
OG0005056	LOC108018249|XP_016941268.1|DSUZ	LOC5573486|XP_021697946.1|AAEG
OG0005057	LOC108005826|XP_036670940.1|DSUZ	LOC5568734|XP_021698017.1|AAEG
OG0005058	LOC108014460|XP_036671441.1|DSUZ	LOC5565828|XP_021698027.1|AAEG
OG0005059	LOC108008427|XP_016927765.1|DSUZ	LOC5565250|XP_021698079.1|AAEG, LOC5566828|XP_021712144.1|AAEG
OG0005060	LOC108009482|XP_016929357.1|DSUZ	LOC5566822|XP_021698081.1|AAEG
OG0005061	LOC108005904|XP_016924800.1|DSUZ	LOC110676030|XP_021698114.1|AAEG
OG0005062	LOC108018021|XP_016940869.1|DSUZ	LOC5568141|XP_001652085.2|AAEG
OG0005063	LOC108007465|XP_016926626.1|DSUZ	LOC5569162|XP_001658353.2|AAEG
OG0005064	LOC108014684|XP_016936347.1|DSUZ	LOC5573675|XP_001660997.1|AAEG
OG0005065	LOC108017919|XP_016940578.1|DSUZ	LOC5573666|XP_021698216.1|AAEG
OG0005066	LOC108010170|XP_016930502.1|DSUZ	LOC5564412|XP_021698220.1|AAEG
OG0005067	LOC108010244|XP_016930587.1|DSUZ	LOC5575820|XP_021698241.1|AAEG
OG0005068	LOC108007548|XP_016926730.2|DSUZ	LOC5567864|XP_001651886.1|AAEG
OG0005069	LOC108019782|XP_016943262.1|DSUZ	LOC5567853|XP_001651882.1|AAEG
OG0005070	LOC108007264|XP_016926392.1|DSUZ	LOC5575426|XP_021698270.1|AAEG
OG0005071	LOC108014492|XP_036672186.1|DSUZ	LOC5575955|XP_001662313.1|AAEG
OG0005072	LOC108015251|XP_016937093.1|DSUZ	LOC5576041|XP_021698307.1|AAEG
OG0005073	LOC108018219|XP_016941227.1|DSUZ	LOC5576044|XP_021698308.1|AAEG
OG0005074	LOC108012908|XP_016933915.1|DSUZ	LOC5565670|XP_021698310.1|AAEG
OG0005075	LOC108008681|XP_016928064.1|DSUZ	LOC5564254|XP_001648590.1|AAEG
OG0005076	LOC108008325|XP_016927637.1|DSUZ	LOC5564246|XP_001648589.2|AAEG
OG0005078	LOC108011839|XP_036671970.1|DSUZ	LOC5574243|XP_001661295.2|AAEG
OG0005079	LOC108009106|XP_016928665.1|DSUZ	LOC5568868|XP_021698382.1|AAEG
OG0005080	LOC108007126|XP_016926219.1|DSUZ	LOC5574156|XP_001655063.1|AAEG
OG0005081	LOC108017739|XP_016940337.1|DSUZ	LOC5569620|XP_001652902.2|AAEG
OG0005082	LOC108017675|XP_016940271.2|DSUZ	LOC5569602|XP_001652881.1|AAEG
OG0005083	LOC108013720|XP_016935149.1|DSUZ	LOC5569601|XP_001652880.1|AAEG
OG0005084	LOC108013381|XP_016934696.1|DSUZ	LOC5579452|XP_021698546.1|AAEG
OG0005085	LOC108013935|XP_016935434.2|DSUZ	LOC5569592|XP_001652869.2|AAEG
OG0005086	LOC108018208|XP_016941214.1|DSUZ	LOC5569584|XP_021698551.1|AAEG
OG0005087	LOC108013214|XP_016934421.1|DSUZ	LOC5569585|XP_021698552.1|AAEG
OG0005088	LOC108010005|XP_016930282.1|DSUZ	LOC23687733|XP_021698595.1|AAEG
OG0005089	LOC108010004|XP_016930281.1|DSUZ	LOC5570792|XP_021698592.1|AAEG
OG0005090	LOC108009764|XP_016929880.1|DSUZ	LOC110675145|XP_021695219.1|AAEG, LOC5566541|XP_021708918.1|AAEG
OG0005091	LOC108019863|XP_036670199.1|DSUZ	LOC5570787|XP_021698607.1|AAEG
OG0005092	LOC108006834|XP_016925871.1|DSUZ, LOC108005647|XP_036677386.1|DSUZ	LOC5577894|XP_001663601.1|AAEG
OG0005093	LOC108005842|XP_016924679.1|DSUZ	LOC5577892|XP_001663598.1|AAEG, LOC110675146|XP_021695220.1|AAEG
OG0005094	LOC108015840|XP_036671964.1|DSUZ	LOC5565863|XP_021698649.1|AAEG
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC5576960|XP_021698661.1|AAEG
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC5571409|XP_001653657.3|AAEG
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC5572533|XP_001654062.1|AAEG
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC5572535|XP_021698688.1|AAEG
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC5572299|XP_021698718.1|AAEG
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC5572298|XP_001653986.2|AAEG
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC5572288|XP_001653974.1|AAEG
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC5564765|XP_021698732.1|AAEG
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC5572268|XP_001653953.1|AAEG
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC5572267|XP_001653952.2|AAEG
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC5572211|XP_001653879.2|AAEG
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC5572202|XP_021698787.1|AAEG
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC5572201|XP_021698796.1|AAEG
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC5572192|XP_001653853.2|AAEG
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC110676199|XP_021698825.1|AAEG, LOC5576260|XP_001656028.1|AAEG
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC5571717|XP_001659861.2|AAEG
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC5565821|XP_021698845.1|AAEG
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC5565822|XP_021698848.1|AAEG
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC5575065|XP_021698849.1|AAEG
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC5566031|XP_001650398.1|AAEG
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC5566006|XP_021698874.1|AAEG
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC110676223|XP_021698919.1|AAEG
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC110676224|XP_021698930.1|AAEG
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC5573712|XP_011493552.2|AAEG
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC5577794|XP_021698933.1|AAEG
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC5571331|XP_021698959.1|AAEG
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC5571377|XP_001659659.2|AAEG
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC110676232|XP_021698972.1|AAEG
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC5577267|XP_011493702.1|AAEG
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC110676235|XP_021698994.1|AAEG
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC5570290|XP_021698989.1|AAEG
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC5578578|XP_001663970.2|AAEG
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC5577316|XP_021699018.1|AAEG
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC5574463|XP_001661478.2|AAEG
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC5573276|XP_021699031.1|AAEG
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC5573290|XP_001654503.1|AAEG
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC5572637|XP_021699078.1|AAEG
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC5576420|XP_001656123.2|AAEG
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC5576069|XP_021699115.1|AAEG
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC5566455|XP_021699127.1|AAEG
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC5575500|XP_021699128.1|AAEG
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC5575496|XP_021699139.1|AAEG
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC5575936|XP_021699157.1|AAEG
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC5575943|XP_001662295.2|AAEG
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC5575942|XP_021699168.1|AAEG
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC5577291|XP_001656392.1|AAEG
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC5577287|XP_021699177.1|AAEG
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC5575611|XP_001662100.1|AAEG
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC5566151|XP_021699214.1|AAEG
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC5577142|XP_001663232.1|AAEG
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC5577143|XP_001663234.1|AAEG
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC5577145|XP_021699227.1|AAEG
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC5575476|XP_021699225.1|AAEG
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC5572944|XP_021699241.1|AAEG
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC5573012|XP_001654339.2|AAEG
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC5573005|XP_001654333.2|AAEG
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC5573002|XP_001654329.2|AAEG
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC5573000|XP_021699260.1|AAEG
OG0005153	LOC108020060|XP_016943649.1|DSUZ	LOC5574537|XP_001655190.2|AAEG
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC5574535|XP_021699270.1|AAEG
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC5579646|XP_001648105.2|AAEG
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC5578852|XP_001664059.2|AAEG
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC5578857|XP_021699346.1|AAEG
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC5571044|XP_001659481.2|AAEG
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC5571047|XP_001659486.1|AAEG
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC5578058|XP_001663680.2|AAEG
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC5579431|XP_021699390.1|AAEG
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC5572866|XP_001660625.1|AAEG
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC5575934|XP_021699423.1|AAEG
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC5570350|XP_001653179.2|AAEG
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC5570334|XP_021699477.1|AAEG
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC5578485|XP_021699522.1|AAEG
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC5578487|XP_001663881.1|AAEG
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC5578491|XP_001663880.2|AAEG
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC5578489|XP_001663876.2|AAEG
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC5575655|XP_001655801.1|AAEG
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC5575654|XP_001655800.2|AAEG
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC5570721|XP_021699545.1|AAEG
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC5566073|XP_001650441.1|AAEG
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC5574454|XP_001661468.1|AAEG
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC5576998|XP_021699571.1|AAEG
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC5576990|XP_021699576.1|AAEG
OG0005177	LOC108010090|XP_016930398.1|DSUZ	LOC5576988|XP_001663090.2|AAEG
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC5576987|XP_001663088.2|AAEG
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC5576978|XP_001663073.1|AAEG
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC5574475|XP_021699621.1|AAEG
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC5567497|XP_021699634.1|AAEG
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC5570864|XP_021699637.1|AAEG
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC5570867|XP_021699639.1|AAEG
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC5570869|XP_001659381.2|AAEG
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC5570868|XP_001659382.1|AAEG
