Orthogroup	DSUZ.longest_only	DANA.longest_only
OG0004342	LOC108010295|XP_036669462.1|DSUZ	LOC6494373|XP_032306822.1|DANA
OG0004343	LOC108009848|XP_016930031.1|DSUZ	LOC6494374|XP_001960441.3|DANA
OG0004344	LOC108010029|XP_016930317.1|DSUZ	LOC6496202|XP_001960437.1|DANA
OG0004345	LOC108021522|XP_016945770.1|DSUZ	LOC6504125|XP_001965190.1|DANA
OG0004346	LOC108009834|XP_016930013.1|DSUZ	LOC6496304|XP_014763749.1|DANA
OG0004347	LOC108009924|XP_016930140.1|DSUZ	LOC6494256|XP_001960656.1|DANA
OG0004348	LOC108010201|XP_016930534.1|DSUZ	LOC6494906|XP_001959449.2|DANA
OG0004349	LOC108018109|XP_016941015.1|DSUZ	LOC6495721|XP_014763464.1|DANA
OG0004350	LOC108017879|XP_016940531.1|DSUZ	LOC6495086|XP_001959094.1|DANA
OG0004351	LOC108019749|XP_016943180.1|DSUZ	LOC6494017|XP_001961139.1|DANA
OG0004352	LOC108011631|XP_016932309.1|DSUZ	LOC26515247|XP_032305708.1|DANA
OG0004353	LOC108012021|XP_016932788.2|DSUZ	LOC6501454|XP_001955291.2|DANA
OG0004354	LOC108006416|XP_016925429.2|DSUZ	LOC6505645|XP_001964539.1|DANA
OG0004355	LOC108020091|XP_036678140.1|DSUZ, LOC108016060|XP_036675204.1|DSUZ	LOC6499452|XP_014766073.1|DANA
OG0004356	LOC108019857|XP_016943389.2|DSUZ	LOC6494803|XP_001959638.1|DANA
OG0004357	LOC108017715|XP_016940313.2|DSUZ	LOC6495799|XP_001959611.1|DANA
OG0004358	LOC108009849|XP_016930035.1|DSUZ	LOC6495135|XP_014763170.1|DANA
OG0004359	LOC108018029|XP_036669752.1|DSUZ	LOC6494441|XP_001960310.2|DANA
OG0004360	LOC108020730|XP_016944591.1|DSUZ	LOC6493670|XP_001958195.1|DANA
OG0004361	LOC108006035|XP_016924967.1|DSUZ	LOC6501030|XP_001954418.1|DANA
OG0004362	LOC108012400|XP_016933249.1|DSUZ	LOC6507651|XP_001956075.1|DANA
OG0004363	LOC108005454|XP_016924235.1|DSUZ	LOC6504008|XP_001963995.1|DANA
OG0004364	LOC108019632|XP_016943004.1|DSUZ	LOC6495807|XP_001959627.2|DANA
OG0004365	LOC108009932|XP_016930163.1|DSUZ	LOC6494793|XP_032306048.1|DANA
OG0004366	LOC108021499|XP_016945736.1|DSUZ	LOC6497641|XP_001961654.1|DANA
OG0004367	LOC108005794|XP_016924612.1|DSUZ	LOC6506768|XP_001957274.1|DANA
OG0004368	LOC108007703|XP_016926932.1|DSUZ	LOC6493871|XP_001958595.1|DANA
OG0004369	LOC108019741|XP_016943163.1|DSUZ	LOC6495196|XP_001958875.2|DANA
OG0004370	LOC108009997|XP_016930270.1|DSUZ	LOC6494279|XP_001960613.1|DANA
OG0004371	LOC108004736|XP_016923250.1|DSUZ	LOC6503134|XP_001963492.1|DANA
OG0004372	LOC108008140|XP_036669413.1|DSUZ	LOC6494253|XP_032306752.1|DANA
OG0004373	LOC108011574|XP_016932233.2|DSUZ	LOC6496658|XP_001961347.1|DANA
OG0004374	LOC108009074|XP_036669343.1|DSUZ	LOC6494641|XP_032306542.1|DANA
OG0004375	LOC108005913|XP_016924811.2|DSUZ	LOC6506498|XP_001957762.1|DANA
OG0004376	LOC108019986|XP_036671703.1|DSUZ	LOC6507840|XP_001956451.1|DANA
OG0004377	LOC108013531|XP_016934917.1|DSUZ	LOC6493453|XP_001957782.1|DANA
OG0004378	LOC108009634|XP_036668959.1|DSUZ	LOC6495162|XP_032306081.1|DANA
OG0004379	LOC108009820|XP_016929992.1|DSUZ	LOC6494794|XP_001959654.1|DANA
OG0004380	LOC108019630|XP_016943001.1|DSUZ	LOC6495235|XP_001958791.1|DANA
OG0004381	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ	LOC6499865|XP_001953744.1|DANA
OG0004382	LOC108009228|XP_016928880.1|DSUZ	LOC6494937|XP_001959364.1|DANA
OG0004383	LOC108010193|XP_016930524.1|DSUZ	LOC6495748|XP_001959490.1|DANA
OG0004384	LOC108009415|XP_016929232.1|DSUZ	LOC6495750|XP_001959492.1|DANA
OG0004385	LOC108009972|XP_016930224.1|DSUZ	LOC6494322|XP_001960535.1|DANA
OG0004386	LOC108010324|XP_016930735.1|DSUZ	LOC6495494|XP_001958969.1|DANA
OG0004387	LOC108013235|XP_036670718.1|DSUZ	LOC6506127|XP_001958495.1|DANA
OG0004388	LOC108008659|XP_016928036.1|DSUZ	LOC6494934|XP_032306960.1|DANA
OG0004389	LOC108020068|XP_016943657.1|DSUZ	LOC6493422|XP_001957717.3|DANA
OG0004390	LOC108013779|XP_036670933.1|DSUZ	LOC6493238|XP_014764266.1|DANA
OG0004391	LOC108008105|XP_036669280.1|DSUZ	LOC6494594|XP_001960045.2|DANA
OG0004392	LOC108013767|XP_036671108.1|DSUZ	LOC6493236|XP_032310364.1|DANA
OG0004393	LOC108019911|XP_016943501.1|DSUZ	LOC6495646|XP_032306126.1|DANA
OG0004394	LOC108018184|XP_016941174.1|DSUZ	LOC6496445|XP_032306461.1|DANA
OG0004395	LOC108019682|XP_016943063.1|DSUZ	LOC6496546|XP_001961118.1|DANA
OG0004396	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ	LOC6496659|XP_001961350.1|DANA
OG0004397	LOC108019798|XP_016943289.1|DSUZ	LOC6495804|XP_001959623.1|DANA
OG0004398	LOC108019799|XP_016943290.1|DSUZ	LOC6494806|XP_001959624.1|DANA
OG0004399	LOC108018178|XP_016941166.1|DSUZ	LOC6496207|XP_001960452.1|DANA
OG0004400	LOC108007971|XP_016927230.1|DSUZ	LOC6500959|XP_001954248.1|DANA
OG0004401	LOC108010236|XP_016930578.1|DSUZ	LOC6495308|XP_001958655.2|DANA
OG0004402	LOC108010065|XP_016930367.1|DSUZ	LOC6495310|XP_001958652.1|DANA
OG0004403	LOC108009408|XP_016929217.1|DSUZ	LOC6496091|XP_001960206.1|DANA
OG0004404	LOC108010967|XP_016931474.2|DSUZ	LOC6496655|XP_001961341.1|DANA
OG0004405	LOC108006224|XP_036671549.1|DSUZ	LOC6492922|XP_014764150.1|DANA
OG0004406	LOC108012998|XP_016934066.1|DSUZ	LOC6506109|XP_014764629.1|DANA
OG0004407	LOC108018001|XP_016940840.1|DSUZ	LOC6495834|XP_001959679.1|DANA
OG0004408	LOC108012590|XP_016933498.1|DSUZ	LOC6493280|XP_001957430.1|DANA
OG0004409	LOC108020356|XP_016944043.1|DSUZ	LOC6502326|XP_014760022.1|DANA
OG0004410	LOC108009056|XP_016928550.1|DSUZ	LOC6494211|XP_032306790.1|DANA
OG0004411	LOC108007457|XP_016926614.1|DSUZ	LOC6506129|XP_001958493.2|DANA
OG0004412	LOC108007456|XP_016926613.2|DSUZ	LOC6493815|XP_001958492.1|DANA
OG0004413	LOC108010190|XP_016930522.1|DSUZ	LOC6495714|XP_001959424.1|DANA
OG0004414	LOC108008491|XP_016927840.1|DSUZ	LOC6494229|XP_001960696.1|DANA
OG0004415	LOC108009718|XP_016929769.1|DSUZ	LOC6495160|XP_001958936.1|DANA
OG0004416	LOC108018216|XP_016941223.1|DSUZ	LOC6494811|XP_001959616.1|DANA
OG0004417	LOC108017287|XP_016939793.2|DSUZ	LOC6505827|XP_001964441.1|DANA
OG0004418	LOC108018089|XP_036669805.1|DSUZ	LOC6494828|XP_001959586.2|DANA
OG0004419	LOC108019577|XP_036669809.1|DSUZ	LOC6495233|XP_014763198.1|DANA
OG0004420	LOC108019641|XP_016943014.1|DSUZ	LOC6494329|XP_001960525.1|DANA
OG0004421	LOC108010500|XP_016930861.2|DSUZ	LOC6507851|XP_001956469.1|DANA
OG0004422	LOC108004799|XP_016923340.1|DSUZ	LOC6493403|XP_014764361.1|DANA
OG0004423	LOC108009322|XP_016929082.1|DSUZ	LOC6494299|XP_001960578.1|DANA
OG0004424	LOC108009745|XP_016929829.1|DSUZ	LOC6494115|XP_032306956.1|DANA
OG0004425	LOC108013071|XP_036672113.1|DSUZ	LOC6493216|XP_001957284.1|DANA
OG0004426	LOC108013193|XP_016934390.1|DSUZ	LOC6506767|XP_001957276.1|DANA
OG0004427	LOC108014020|XP_016935519.2|DSUZ	LOC6506742|XP_001957322.1|DANA
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	LOC6500151|XP_032305409.1|DANA
OG0004429	LOC108005279|XP_016923962.1|DSUZ	LOC6497568|XP_001961798.2|DANA
OG0004430	LOC108013270|XP_016934526.1|DSUZ	LOC6507807|XP_001956387.1|DANA
OG0004431	LOC108018571|XP_016941616.2|DSUZ	LOC6500841|XP_001954017.1|DANA
OG0004432	LOC108018569|XP_016941614.2|DSUZ	LOC6499742|XP_001954018.2|DANA
OG0004433	LOC108017616|XP_036671718.1|DSUZ	LOC6507275|XP_001956347.1|DANA
OG0004434	LOC108019661|XP_016943041.1|DSUZ	LOC6495805|XP_001959625.1|DANA
OG0004435	LOC108010314|XP_016930699.1|DSUZ	LOC6496023|XP_001960064.1|DANA
OG0004436	LOC108009712|XP_016929758.2|DSUZ	LOC6494881|XP_032307182.1|DANA
OG0004437	LOC108008690|XP_016928073.1|DSUZ	LOC6494366|XP_001960451.1|DANA
OG0004438	LOC108010107|XP_016930417.1|DSUZ	LOC6495747|XP_001959488.1|DANA
OG0004439	LOC108010105|XP_016930415.1|DSUZ	LOC6496347|XP_001960737.1|DANA
OG0004440	LOC108009061|XP_016928555.1|DSUZ	LOC6496351|XP_001960744.1|DANA
OG0004441	LOC108007855|XP_016927110.1|DSUZ	LOC6497415|XP_001962129.1|DANA
OG0004442	LOC108009822|XP_016929995.1|DSUZ	LOC6494315|XP_001960548.1|DANA
OG0004443	LOC108013466|XP_016934831.1|DSUZ	LOC6507618|XP_001956008.1|DANA
OG0004444	LOC108008453|XP_016927795.1|DSUZ	LOC6494280|XP_001960611.1|DANA
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC6494234|XP_032306836.1|DANA
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC6505584|XP_001964649.1|DANA
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC6501651|XP_001955684.1|DANA
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC6494451|XP_001960299.1|DANA
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC6502872|XP_001967423.2|DANA, LOC6493245|XP_001957346.2|DANA
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC6495688|XP_001959382.3|DANA
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC6494929|XP_001959388.1|DANA
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC6494583|XP_001960061.1|DANA
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC6495504|XP_001958991.1|DANA
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC6500013|XP_001953405.2|DANA
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC6493247|XP_001957352.1|DANA
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC6503502|XP_001964257.2|DANA
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC6507900|XP_001956558.1|DANA
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC6507149|XP_001956583.2|DANA
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC6506215|XP_032309804.1|DANA
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC6506945|XP_001956938.1|DANA
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC6506335|XP_001958079.1|DANA
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC6493657|XP_001958172.1|DANA
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC6506089|XP_014764623.1|DANA
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC6506112|XP_001958527.1|DANA
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC6497956|XP_001965896.2|DANA
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC6493661|XP_001958178.2|DANA
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC6507217|XP_001956449.1|DANA
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC6507838|XP_001956448.1|DANA
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC6493595|XP_032309846.1|DANA
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC6497896|XP_032307672.1|DANA
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC6500850|XP_001954031.1|DANA
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC6496226|XP_001960488.1|DANA
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC26513706|XP_014763929.1|DANA
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC6495137|XP_001958975.1|DANA
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC6493908|XP_001961348.1|DANA
OG0004476	LOC108010240|XP_016930585.1|DSUZ	LOC6497140|XP_001962677.1|DANA, LOC6497160|XP_001962649.2|DANA
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC6496504|XP_001961038.1|DANA
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC6496346|XP_014763775.1|DANA
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC6494910|XP_001959440.2|DANA
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC6504514|XP_001967050.1|DANA
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC6494997|XP_001959249.1|DANA
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC6505575|XP_032305425.1|DANA
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC6494913|XP_001959433.1|DANA
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC6499453|XP_001954610.2|DANA
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC6503706|XP_001963890.2|DANA
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC6496089|XP_001960200.1|DANA
OG0004487	LOC108006820|XP_036671801.1|DSUZ	LOC6492977|XP_001956779.1|DANA
OG0004488	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ	LOC6495994|XP_001960001.1|DANA
OG0004489	LOC108012826|XP_016933765.1|DSUZ	LOC6506656|XP_001957467.1|DANA
OG0004490	LOC108019608|XP_016942976.1|DSUZ	LOC6495941|XP_001959897.2|DANA
OG0004492	LOC108011064|XP_016931616.1|DSUZ	LOC6506356|XP_001958035.1|DANA
OG0004493	LOC108014512|XP_016936138.2|DSUZ	LOC6506385|XP_001957975.1|DANA
OG0004494	LOC108007055|XP_036673012.1|DSUZ	LOC6501433|XP_001955242.2|DANA
OG0004495	LOC108014386|XP_036673193.1|DSUZ	LOC6500822|XP_001953979.1|DANA
OG0004496	LOC108008671|XP_016928054.2|DSUZ	LOC6495290|XP_001958692.2|DANA
OG0004497	LOC108008121|XP_016927399.1|DSUZ	LOC6496382|XP_001960795.1|DANA
OG0004498	LOC118877809|XP_036673847.1|DSUZ, LOC108020238|XP_016943848.1|DSUZ, LOC108020247|XP_016943862.2|DSUZ	LOC6500177|XP_001953082.1|DANA
OG0004499	LOC108009215|XP_016928864.1|DSUZ	LOC26515193|XP_014764099.1|DANA
OG0004500	LOC108017886|XP_016940540.1|DSUZ	LOC6493994|XP_001961177.2|DANA
OG0004501	LOC108009991|XP_016930260.1|DSUZ	LOC6495947|XP_014763556.1|DANA
OG0004502	LOC108009701|XP_016929747.1|DSUZ, LOC108009700|XP_016929746.1|DSUZ	LOC6496099|XP_014763631.1|DANA
OG0004503	LOC108006785|XP_016925823.2|DSUZ, LOC118878144|XP_036675696.1|DSUZ	LOC6501151|XP_014766910.1|DANA, LOC26514681|XP_032305640.1|DANA, LOC26513985|XP_014767236.1|DANA
OG0004504	LOC108014505|XP_016936132.1|DSUZ	LOC6493877|XP_032309957.1|DANA
OG0004505	LOC108017206|XP_036674303.1|DSUZ	LOC6501558|XP_014767098.1|DANA
OG0004506	LOC108014823|XP_016936510.1|DSUZ	LOC6501638|XP_001955656.1|DANA
OG0004507	LOC108016019|XP_016938103.1|DSUZ	LOC6499193|XP_014765939.1|DANA
OG0004508	LOC108018341|XP_036675432.1|DSUZ	LOC6501344|XP_001955032.2|DANA
OG0004509	LOC108010699|XP_016931098.2|DSUZ	LOC6507901|XP_001956563.1|DANA
OG0004510	LOC108011141|XP_016931712.1|DSUZ	LOC6503712|XP_014761043.1|DANA
OG0004511	LOC108006610|XP_036673215.1|DSUZ	LOC6499115|XP_001955271.2|DANA
OG0004512	LOC108020382|XP_016944125.1|DSUZ	LOC6504544|XP_032312059.1|DANA
OG0004513	LOC108020407|XP_016944190.1|DSUZ	LOC6503317|XP_032308636.1|DANA
OG0004514	LOC108020372|XP_016944093.1|DSUZ	LOC6505445|XP_032311772.1|DANA
OG0004515	LOC108006561|XP_016925581.1|DSUZ	LOC6502005|XP_001966853.2|DANA
OG0004516	LOC108005177|XP_016923843.1|DSUZ	LOC6502261|XP_032309363.1|DANA
OG0004517	LOC108016841|XP_016939166.1|DSUZ	LOC6501875|XP_014759632.1|DANA
OG0004518	LOC108018848|XP_036676679.1|DSUZ	LOC6502895|XP_032311885.1|DANA
OG0004519	LOC108014785|XP_036674298.1|DSUZ	LOC6501180|XP_001954706.1|DANA
OG0004520	LOC108018969|XP_016942060.1|DSUZ	LOC6502899|XP_032311793.1|DANA
OG0004521	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ	LOC6496663|XP_001961356.1|DANA
OG0004522	LOC108015018|XP_016936735.1|DSUZ	LOC6501942|XP_001966735.1|DANA
OG0004523	LOC108015738|XP_036675276.1|DSUZ	LOC6501194|XP_001954739.2|DANA
OG0004524	LOC108015318|XP_016937197.1|DSUZ	LOC6504054|XP_001964089.1|DANA
OG0004525	LOC108013707|XP_016935117.1|DSUZ	LOC6505012|XP_001965631.1|DANA
OG0004526	LOC108016913|XP_016939322.2|DSUZ	LOC6503063|XP_032308931.1|DANA
OG0004527	LOC108018904|XP_016941984.1|DSUZ	LOC6505109|XP_001965441.1|DANA
OG0004528	LOC108015330|XP_016937220.1|DSUZ	LOC6501971|XP_001966791.1|DANA
OG0004529	LOC108011143|XP_016931716.1|DSUZ	LOC6503892|XP_014761112.1|DANA
OG0004530	LOC108005173|XP_016923836.1|DSUZ	LOC6502135|XP_001966143.2|DANA
OG0004531	LOC108020498|XP_036673137.1|DSUZ	LOC6499362|XP_014766034.1|DANA
OG0004532	LOC108005335|XP_016924053.1|DSUZ	LOC6503733|XP_001963843.3|DANA
OG0004533	LOC108005208|XP_016923885.1|DSUZ	LOC6504088|XP_001964149.1|DANA
OG0004534	LOC108017966|XP_016940729.1|DSUZ	LOC6502889|XP_001963656.1|DANA
OG0004535	LOC108005634|XP_016924435.1|DSUZ	LOC6506550|XP_001957666.1|DANA
OG0004536	LOC108014953|XP_036676639.1|DSUZ	LOC6498787|XP_032308312.1|DANA
OG0004537	LOC108016880|XP_016939261.1|DSUZ	LOC6502102|XP_032309403.1|DANA
OG0004538	LOC108010015|XP_016930295.1|DSUZ	LOC6495920|XP_014763536.1|DANA
OG0004539	LOC108007805|XP_036674463.1|DSUZ	LOC6505847|XP_014760815.1|DANA
OG0004540	LOC108004750|XP_016923275.1|DSUZ	LOC6503131|XP_001963482.1|DANA
OG0004541	LOC108008229|XP_036669042.1|DSUZ	LOC6495500|XP_001958984.1|DANA
OG0004542	LOC108015341|XP_016937235.1|DSUZ	LOC6501864|XP_001966779.1|DANA
OG0004543	LOC108004765|XP_016923296.1|DSUZ	LOC6504017|XP_032308411.1|DANA
OG0004544	LOC108016940|XP_016939359.1|DSUZ	LOC6503503|XP_001964254.2|DANA
OG0004545	LOC118877635|XP_036673030.1|DSUZ	LOC6499728|XP_001954051.1|DANA
OG0004546	LOC108019877|XP_016943436.1|DSUZ	LOC6496518|XP_001961056.1|DANA
OG0004547	LOC108016772|XP_016939026.1|DSUZ	LOC6502227|XP_001966022.1|DANA
OG0004548	LOC108015228|XP_016937061.1|DSUZ	LOC6498751|XP_001967274.3|DANA
OG0004549	LOC108016819|XP_016939119.1|DSUZ	LOC6504661|XP_032309073.1|DANA
OG0004550	LOC108018944|XP_016942031.1|DSUZ	LOC6503980|XP_032308480.1|DANA
OG0004551	LOC108009430|XP_016929252.1|DSUZ	LOC6495518|XP_001959023.1|DANA
OG0004552	LOC108016868|XP_036676130.1|DSUZ	LOC6502278|XP_032309389.1|DANA
OG0004553	LOC108013116|XP_016934262.1|DSUZ	LOC6493028|XP_001956894.1|DANA
OG0004554	LOC108019136|XP_016942368.1|DSUZ	LOC6505142|XP_001965429.2|DANA
OG0004555	LOC108018959|XP_016942052.1|DSUZ	LOC6505141|XP_001965428.1|DANA
OG0004556	LOC108015353|XP_016937253.1|DSUZ	LOC6502010|XP_032308102.1|DANA
OG0004557	LOC108019041|XP_016942146.1|DSUZ	LOC6503784|XP_032308615.1|DANA
OG0004558	LOC108007882|XP_016927139.1|DSUZ	LOC6503952|XP_001963907.1|DANA
OG0004559	LOC108007842|XP_016927094.2|DSUZ	LOC6501511|XP_032311022.1|DANA
OG0004560	LOC108014482|XP_016936101.1|DSUZ	LOC26513796|XP_014760893.1|DANA
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	LOC6500230|XP_014766427.1|DANA
OG0004562	LOC108005982|XP_016924912.2|DSUZ	LOC6501084|XP_001954524.1|DANA
OG0004563	LOC108006428|XP_036673460.1|DSUZ	LOC6499495|XP_001954509.1|DANA
OG0004564	LOC108015581|XP_036672851.1|DSUZ	LOC6500412|XP_001953163.1|DANA
OG0004565	LOC108015723|XP_036674060.1|DSUZ	LOC6499688|XP_014766187.1|DANA
OG0004566	LOC108019158|XP_016942398.1|DSUZ	LOC6504115|XP_001964210.1|DANA
OG0004567	LOC108019062|XP_016942187.1|DSUZ	LOC6503673|XP_001963955.1|DANA
OG0004568	LOC108016871|XP_016939240.1|DSUZ	LOC6504046|XP_001964077.1|DANA
OG0004569	LOC108011641|XP_036673644.1|DSUZ	LOC6499604|XP_001954313.2|DANA
OG0004570	LOC108009344|XP_016929121.1|DSUZ	LOC6494140|XP_001960883.1|DANA
OG0004571	LOC108010462|XP_016930821.1|DSUZ	LOC6505071|XP_001965517.1|DANA
OG0004572	LOC108021345|XP_036676927.1|DSUZ	LOC6503896|XP_001965229.1|DANA
OG0004573	LOC108005696|XP_016924512.2|DSUZ	LOC6499708|XP_001954091.1|DANA
OG0004574	LOC108004572|XP_016922997.1|DSUZ	LOC6504758|XP_001966301.1|DANA
OG0004575	LOC108004709|XP_036676973.1|DSUZ	LOC6504759|XP_014759801.1|DANA
OG0004576	LOC108006111|XP_016925046.1|DSUZ	LOC6499461|XP_032309464.1|DANA
OG0004577	LOC108010995|XP_016931506.1|DSUZ, LOC108017546|XP_016940112.1|DSUZ	LOC6500150|XP_032305476.1|DANA
OG0004578	LOC108004715|XP_016923219.1|DSUZ	LOC6505244|XP_032307850.1|DANA
OG0004579	LOC108018151|XP_016941126.1|DSUZ	LOC6498491|XP_032311310.1|DANA
OG0004580	LOC108018307|XP_036674750.1|DSUZ	LOC6500382|XP_001953093.1|DANA
OG0004581	LOC108014479|XP_036673226.1|DSUZ	LOC6505642|XP_001964543.1|DANA
OG0004582	LOC108012141|XP_036675529.1|DSUZ	LOC6505580|XP_001964661.3|DANA
OG0004583	LOC108015351|XP_016937251.1|DSUZ	LOC6501861|XP_032308311.1|DANA
OG0004584	LOC108008478|XP_016927823.1|DSUZ	LOC6494941|XP_001959355.1|DANA
OG0004585	LOC108015499|XP_016937441.1|DSUZ	LOC6499021|XP_001955501.1|DANA
OG0004586	LOC108016890|XP_016939283.1|DSUZ	LOC6503048|XP_001963346.1|DANA
OG0004587	LOC108010858|XP_036675684.1|DSUZ	LOC6499389|XP_001954733.3|DANA
OG0004588	LOC108010864|XP_016931330.1|DSUZ	LOC6501193|XP_001954735.1|DANA
OG0004589	LOC108005076|XP_016923707.1|DSUZ	LOC6503693|XP_032308371.1|DANA
OG0004590	LOC108015495|XP_036675266.1|DSUZ	LOC6506017|XP_032312369.1|DANA
OG0004591	LOC108015503|XP_036675379.1|DSUZ	LOC6506014|XP_001964779.2|DANA
OG0004592	LOC108006531|XP_016925544.1|DSUZ	LOC6505213|XP_001965557.1|DANA
OG0004593	LOC108006282|XP_016925228.1|DSUZ	LOC6504253|XP_001967372.1|DANA
OG0004594	LOC108015176|XP_016936948.1|DSUZ	LOC6504485|XP_001966995.2|DANA
OG0004595	LOC108005158|XP_016923822.1|DSUZ	LOC6503922|XP_001963854.1|DANA
OG0004596	LOC108016932|XP_036676076.1|DSUZ	LOC6504134|XP_032308792.1|DANA
OG0004597	LOC108016864|XP_016939222.1|DSUZ	LOC6503798|XP_001963726.1|DANA
OG0004598	LOC108005624|XP_016924423.1|DSUZ	LOC6493383|XP_001957645.1|DANA
OG0004599	LOC108021677|XP_016945981.1|DSUZ	LOC6497487|XP_001961981.2|DANA
OG0004600	LOC108005327|XP_016924044.1|DSUZ	LOC6503136|XP_001963497.2|DANA
OG0004601	LOC108005220|XP_016923900.1|DSUZ	LOC6502960|XP_032308975.1|DANA
OG0004602	LOC108015214|XP_016937041.1|DSUZ	LOC6501965|XP_001966772.1|DANA
OG0004603	LOC108021296|XP_016945432.1|DSUZ	LOC6497840|XP_001961551.1|DANA
OG0004604	LOC108015033|XP_016936753.1|DSUZ	LOC6504981|XP_001965693.1|DANA
OG0004605	LOC108014963|XP_036676828.1|DSUZ	LOC6504470|XP_032308140.1|DANA
OG0004606	LOC108015584|XP_036672605.1|DSUZ	LOC6500408|XP_001953153.1|DANA
OG0004607	LOC108019012|XP_016942113.1|DSUZ	LOC6504761|XP_014759802.1|DANA
OG0004608	LOC108011137|XP_036676881.1|DSUZ	LOC6503935|XP_032308531.1|DANA
OG0004609	LOC108006268|XP_016925205.1|DSUZ	LOC6502038|XP_001967155.1|DANA
OG0004610	LOC108017257|XP_036675280.1|DSUZ	LOC6505962|XP_001964689.1|DANA
OG0004611	LOC108017267|XP_036675391.1|DSUZ	LOC6505978|XP_032305365.1|DANA
OG0004612	LOC108017238|XP_016939723.1|DSUZ	LOC6505977|XP_001964714.1|DANA
OG0004613	LOC108014478|XP_036673225.1|DSUZ	LOC6505881|XP_001964541.1|DANA
OG0004614	LOC108013678|XP_016935086.1|DSUZ	LOC6504432|XP_001966988.1|DANA
OG0004615	LOC108019159|XP_016942399.1|DSUZ	LOC6504765|XP_032309029.1|DANA
OG0004616	LOC108016620|XP_016938803.1|DSUZ	LOC6501978|XP_001966807.1|DANA
OG0004617	LOC108021318|XP_016945470.1|DSUZ	LOC6503578|XP_001965285.1|DANA
OG0004618	LOC108016072|XP_016938154.1|DSUZ	LOC6498939|XP_032312120.1|DANA
OG0004619	LOC108018577|XP_016941624.2|DSUZ	LOC6499740|XP_001954021.1|DANA
OG0004620	LOC108013832|XP_016935303.2|DSUZ	LOC6501704|XP_001955802.1|DANA
OG0004621	LOC108016509|XP_016938672.1|DSUZ	LOC6505705|XP_001964422.1|DANA
OG0004622	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ	LOC6500897|XP_032311884.1|DANA
OG0004623	LOC108007561|XP_016926742.1|DSUZ	LOC6505521|XP_001964770.1|DANA
