Orthogroup	DSUZ.longest_only	CCAP.longest_only
OG0004086	LOC108020143|XP_036673589.1|DSUZ	CCAP1982_LOCUS4267|CAD6995556.1|CCAP
OG0004088	LOC108016162|XP_036675519.1|DSUZ	CCAP1982_LOCUS3406|CAD6994671.1|CCAP
OG0004090	LOC108017588|XP_036673426.1|DSUZ	CCAP1982_LOCUS5053|CAD6996375.1|CCAP
OG0004091	LOC108014162|XP_016935685.1|DSUZ	CCAP1982_LOCUS781|CAD6991890.1|CCAP
OG0004095	LOC108007249|XP_016926376.2|DSUZ	CCAP1982_LOCUS4577|CAD6995876.1|CCAP
OG0004096	LOC108020158|XP_016943748.1|DSUZ	CCAP1982_LOCUS4265|CAD6995554.1|CCAP
OG0004097	LOC108011256|XP_016931852.2|DSUZ	CCAP1982_LOCUS14549|CAD7006223.1|CCAP
OG0004098	LOC108015682|XP_016937688.2|DSUZ	CCAP1982_LOCUS14552|CAD7006226.1|CCAP
OG0004099	LOC108005934|XP_036674985.1|DSUZ	CCAP1982_LOCUS681|CAD6991775.1|CCAP
OG0004100	LOC108005921|XP_036675128.1|DSUZ	CCAP1982_LOCUS731|CAD6991832.1|CCAP
OG0004101	LOC108007314|XP_016926450.2|DSUZ	CCAP1982_LOCUS728|CAD6991829.1|CCAP
OG0004102	LOC108005925|XP_036675122.1|DSUZ	CCAP1982_LOCUS4299|CAD6995590.1|CCAP
OG0004103	LOC118878100|XP_036675335.1|DSUZ	CCAP1982_LOCUS5050|CAD6996371.1|CCAP
OG0004104	LOC108007800|XP_036674608.1|DSUZ	CCAP1982_LOCUS478|CAD6991559.1|CCAP, CCAP1982_LOCUS479|CAD6991560.1|CCAP
OG0004105	LOC108013774|XP_016935225.1|DSUZ	CCAP1982_LOCUS13594|CAD7005236.1|CCAP
OG0004106	LOC108006890|XP_016925965.2|DSUZ	CCAP1982_LOCUS13889|CAD7005529.1|CCAP
OG0004107	LOC108013603|XP_016935029.1|DSUZ	CCAP1982_LOCUS22275|CAD7014272.1|CCAP
OG0004109	LOC108017589|XP_036673427.1|DSUZ	CCAP1982_LOCUS5056|CAD6996377.1|CCAP, CCAP1982_LOCUS5055|CAD6996376.1|CCAP
OG0004110	LOC118878966|XP_036677828.1|DSUZ, LOC108007432|XP_016926578.1|DSUZ	CCAP1982_LOCUS13874|CAD7005514.1|CCAP
OG0004111	LOC108019977|XP_036674272.1|DSUZ	CCAP1982_LOCUS876|CAD6991990.1|CCAP
OG0004112	LOC108014078|XP_036675532.1|DSUZ	CCAP1982_LOCUS327|CAD6991400.1|CCAP
OG0004116	LOC108019983|XP_016943557.2|DSUZ	CCAP1982_LOCUS4835|CAD6996142.1|CCAP
OG0004117	LOC108011394|XP_016932003.2|DSUZ	CCAP1982_LOCUS397|CAD6991472.1|CCAP
OG0004118	LOC108009190|XP_016928830.1|DSUZ	CCAP1982_LOCUS19408|CAD7011302.1|CCAP
OG0004119	LOC108018590|XP_016941638.2|DSUZ	CCAP1982_LOCUS4942|CAD6996259.1|CCAP
OG0004120	LOC108006433|XP_016925445.2|DSUZ	CCAP1982_LOCUS4906|CAD6996218.1|CCAP
OG0004121	LOC118877274|XP_036671077.1|DSUZ	CCAP1982_LOCUS12466|CAD7004041.1|CCAP
OG0004122	LOC108004913|XP_016923488.1|DSUZ	CCAP1982_LOCUS390|CAD6991465.1|CCAP
OG0004123	LOC118877993|XP_036674831.1|DSUZ, LOC108014871|XP_036672560.1|DSUZ	CCAP1982_LOCUS951|CAD6992070.1|CCAP
OG0004125	LOC108019308|XP_016942617.1|DSUZ	CCAP1982_LOCUS171|CAD6991234.1|CCAP
OG0004126	LOC108019299|XP_036675331.1|DSUZ	CCAP1982_LOCUS4241|CAD6995529.1|CCAP
OG0004127	LOC108021165|XP_016945236.1|DSUZ, LOC108010872|XP_016931342.1|DSUZ	CCAP1982_LOCUS6280|CAD6997648.1|CCAP
OG0004128	LOC108012046|XP_036675499.1|DSUZ, LOC108012048|XP_016932817.1|DSUZ	CCAP1982_LOCUS4639|CAD6995937.1|CCAP
OG0004129	LOC108009373|XP_016929166.1|DSUZ	CCAP1982_LOCUS7134|CAD6998548.1|CCAP
OG0004131	LOC108014804|XP_036673550.1|DSUZ	CCAP1982_LOCUS5075|CAD6996401.1|CCAP
OG0004132	LOC108007107|XP_036671564.1|DSUZ	CCAP1982_LOCUS12047|CAD7003599.1|CCAP
OG0004133	LOC108021247|XP_016945349.1|DSUZ	CCAP1982_LOCUS7605|CAD6999058.1|CCAP
OG0004134	LOC108006630|XP_036673211.1|DSUZ	CCAP1982_LOCUS4174|CAD6995459.1|CCAP
OG0004135	LOC108014325|XP_036674777.1|DSUZ, LOC108006127|XP_036672500.1|DSUZ	CCAP1982_LOCUS608|CAD6991695.1|CCAP
OG0004136	LOC108016363|XP_016938485.2|DSUZ, LOC118878075|XP_036675202.1|DSUZ	CCAP1982_LOCUS726|CAD6991826.1|CCAP
OG0004137	LOC108008807|XP_016928201.1|DSUZ	CCAP1982_LOCUS22274|CAD7014271.1|CCAP
OG0004140	LOC108016635|XP_016938821.1|DSUZ	CCAP1982_LOCUS21111|CAD7013025.1|CCAP
OG0004141	LOC108009696|XP_016929743.1|DSUZ	CCAP1982_LOCUS20108|CAD7011997.1|CCAP
OG0004143	LOC108018671|XP_036672665.1|DSUZ, LOC118878658|XP_036677593.1|DSUZ	CCAP1982_LOCUS165|CAD6991228.1|CCAP
OG0004144	LOC108021608|XP_016945897.1|DSUZ	CCAP1982_LOCUS12765|CAD7004349.1|CCAP
OG0004145	LOC108013199|XP_016934397.1|DSUZ	CCAP1982_LOCUS11264|CAD7002794.1|CCAP
OG0004146	LOC108014582|XP_016936231.2|DSUZ	CCAP1982_LOCUS4817|CAD6996122.1|CCAP
OG0004147	LOC108021412|XP_016945612.1|DSUZ	CCAP1982_LOCUS6285|CAD6997654.1|CCAP
OG0004148	LOC108008055|XP_036672771.1|DSUZ	CCAP1982_LOCUS4228|CAD6995515.1|CCAP, CCAP1982_LOCUS4229|CAD6995516.1|CCAP
OG0004149	LOC108016359|XP_036672767.1|DSUZ, LOC118878050|XP_036675116.1|DSUZ	CCAP1982_LOCUS874|CAD6991987.1|CCAP, CCAP1982_LOCUS871|CAD6991984.1|CCAP
OG0004150	LOC108004905|XP_016923479.2|DSUZ	CCAP1982_LOCUS437|CAD6991518.1|CCAP
OG0004151	LOC108010848|XP_016931309.2|DSUZ	CCAP1982_LOCUS129|CAD6991191.1|CCAP, CCAP1982_LOCUS130|CAD6991192.1|CCAP
OG0004152	LOC108016263|XP_036675172.1|DSUZ	CCAP1982_LOCUS5029|CAD6996351.1|CCAP
OG0004153	LOC108009545|XP_016929476.1|DSUZ	CCAP1982_LOCUS21634|CAD7013578.1|CCAP
OG0004154	LOC108014335|XP_016935902.1|DSUZ	CCAP1982_LOCUS13327|CAD7004948.1|CCAP
OG0004155	LOC108014583|XP_016936232.2|DSUZ	CCAP1982_LOCUS4683|CAD6995973.1|CCAP
OG0004157	LOC108015288|XP_016937150.1|DSUZ	CCAP1982_LOCUS4311|CAD6995604.1|CCAP
OG0004158	LOC108012587|XP_016933493.1|DSUZ	CCAP1982_LOCUS10978|CAD7002489.1|CCAP
OG0004159	LOC108007939|XP_016927199.1|DSUZ	CCAP1982_LOCUS685|CAD6991780.1|CCAP
OG0004160	LOC108013243|XP_016934479.1|DSUZ	CCAP1982_LOCUS11609|CAD7003148.1|CCAP
OG0004161	LOC108008024|XP_016927296.2|DSUZ, LOC108012127|XP_036674211.1|DSUZ	CCAP1982_LOCUS597|CAD6991684.1|CCAP
OG0004162	LOC108016436|XP_016938576.2|DSUZ	CCAP1982_LOCUS4533|CAD6995831.1|CCAP, CCAP1982_LOCUS698|CAD6991794.1|CCAP, CCAP1982_LOCUS4534|CAD6995832.1|CCAP
OG0004163	LOC108010597|XP_016930975.2|DSUZ	CCAP1982_LOCUS850|CAD6991962.1|CCAP
OG0004164	LOC108011645|XP_036673661.1|DSUZ	CCAP1982_LOCUS4677|CAD6995966.1|CCAP
OG0004165	LOC108009797|XP_016929948.1|DSUZ	CCAP1982_LOCUS19717|CAD7011628.1|CCAP
OG0004166	LOC108010063|XP_016930365.1|DSUZ	CCAP1982_LOCUS21133|CAD7013051.1|CCAP
OG0004167	LOC108007048|XP_016926144.2|DSUZ	CCAP1982_LOCUS5177|CAD6996509.1|CCAP
OG0004168	LOC108011524|XP_036673992.1|DSUZ	CCAP1982_LOCUS2525|CAD6993726.1|CCAP
OG0004173	LOC108008609|XP_016927979.1|DSUZ	CCAP1982_LOCUS19432|CAD7011327.1|CCAP
OG0004174	LOC108019735|XP_016943153.1|DSUZ	CCAP1982_LOCUS20560|CAD7012483.1|CCAP
OG0004175	LOC108010187|XP_016930519.1|DSUZ	CCAP1982_LOCUS19897|CAD7011786.1|CCAP
OG0004176	LOC108013278|XP_016934538.1|DSUZ	CCAP1982_LOCUS14900|CAD7006589.1|CCAP
OG0004177	LOC108014157|XP_036673967.1|DSUZ	CCAP1982_LOCUS779|CAD6991888.1|CCAP
OG0004178	LOC118878142|XP_036675685.1|DSUZ, LOC108012034|XP_036674138.1|DSUZ	CCAP1982_LOCUS1014|CAD6992135.1|CCAP
OG0004180	LOC108015591|XP_036672538.1|DSUZ	CCAP1982_LOCUS994|CAD6992110.1|CCAP
OG0004181	LOC108011897|XP_016932635.2|DSUZ	CCAP1982_LOCUS4887|CAD6996197.1|CCAP
OG0004182	LOC108013269|XP_016934520.1|DSUZ	CCAP1982_LOCUS11202|CAD7002727.1|CCAP
OG0004183	LOC108013575|XP_016934991.1|DSUZ	CCAP1982_LOCUS11208|CAD7002733.1|CCAP
OG0004184	LOC108011874|XP_016932608.1|DSUZ	CCAP1982_LOCUS12747|CAD7004328.1|CCAP
OG0004185	LOC108011970|XP_016932719.1|DSUZ	CCAP1982_LOCUS8866|CAD7000391.1|CCAP
OG0004187	LOC108019282|XP_016942585.1|DSUZ	CCAP1982_LOCUS803|CAD6991914.1|CCAP
OG0004188	LOC108011515|XP_016932160.2|DSUZ	CCAP1982_LOCUS761|CAD6991867.1|CCAP
OG0004189	LOC108011487|XP_016932125.2|DSUZ	CCAP1982_LOCUS239|CAD6991310.1|CCAP
OG0004190	LOC108018438|XP_036675070.1|DSUZ	CCAP1982_LOCUS4392|CAD6995685.1|CCAP
OG0004191	LOC108017122|XP_016939574.1|DSUZ	CCAP1982_LOCUS4388|CAD6995681.1|CCAP
OG0004192	LOC118877582|XP_036672743.1|DSUZ	CCAP1982_LOCUS4412|CAD6995705.1|CCAP
OG0004194	LOC108018634|XP_016941690.2|DSUZ	CCAP1982_LOCUS641|CAD6991730.1|CCAP, CCAP1982_LOCUS642|CAD6991731.1|CCAP
OG0004196	LOC108007210|XP_036674223.1|DSUZ	CCAP1982_LOCUS4909|CAD6996221.1|CCAP, CCAP1982_LOCUS4910|CAD6996222.1|CCAP
OG0004197	LOC108010644|XP_016931032.2|DSUZ	CCAP1982_LOCUS4973|CAD6996289.1|CCAP
OG0004198	LOC108013800|XP_016935263.2|DSUZ	CCAP1982_LOCUS4888|CAD6996198.1|CCAP
OG0004199	LOC108012176|XP_036673811.1|DSUZ	CCAP1982_LOCUS4967|CAD6996284.1|CCAP
OG0004200	LOC108008268|XP_016927546.2|DSUZ	CCAP1982_LOCUS19719|CAD7011630.1|CCAP
OG0004201	LOC108007243|XP_036674210.1|DSUZ	CCAP1982_LOCUS2523|CAD6993724.1|CCAP
OG0004202	LOC108005978|XP_036673130.1|DSUZ	CCAP1982_LOCUS778|CAD6991887.1|CCAP
OG0004203	LOC108014810|XP_036673551.1|DSUZ	CCAP1982_LOCUS5076|CAD6996402.1|CCAP
OG0004204	LOC108011384|XP_016931992.2|DSUZ	CCAP1982_LOCUS13381|CAD7005006.1|CCAP
OG0004205	LOC108013367|XP_016934675.1|DSUZ	CCAP1982_LOCUS12289|CAD7003859.1|CCAP
OG0004206	LOC108005058|XP_016923686.1|DSUZ, LOC118877681|XP_036673281.1|DSUZ	CCAP1982_LOCUS640|CAD6991727.1|CCAP
OG0004207	LOC108005045|XP_016923672.1|DSUZ, LOC108005027|XP_016923651.2|DSUZ	CCAP1982_LOCUS4424|CAD6995717.1|CCAP
OG0004208	LOC108010608|XP_016930989.2|DSUZ	CCAP1982_LOCUS5119|CAD6996447.1|CCAP
OG0004209	LOC108011486|XP_016932124.2|DSUZ	CCAP1982_LOCUS2834|CAD6994062.1|CCAP
OG0004210	LOC108014418|XP_036672830.1|DSUZ	CCAP1982_LOCUS2801|CAD6994024.1|CCAP
OG0004211	LOC108020206|XP_016943813.1|DSUZ	CCAP1982_LOCUS8564|CAD7000060.1|CCAP
OG0004212	LOC108017493|XP_016940033.1|DSUZ	CCAP1982_LOCUS4529|CAD6995827.1|CCAP
OG0004213	LOC108018520|XP_016941562.2|DSUZ	CCAP1982_LOCUS4961|CAD6996278.1|CCAP
OG0004214	LOC108008399|XP_016927733.1|DSUZ	CCAP1982_LOCUS19735|CAD7011649.1|CCAP
OG0004215	LOC108018068|XP_016940953.1|DSUZ	CCAP1982_LOCUS19619|CAD7011530.1|CCAP
OG0004216	LOC108012461|XP_016933338.1|DSUZ	CCAP1982_LOCUS13608|CAD7005251.1|CCAP
OG0004217	LOC108012392|XP_016933239.1|DSUZ	CCAP1982_LOCUS11285|CAD7002814.1|CCAP
OG0004218	LOC108016656|XP_016938854.1|DSUZ	CCAP1982_LOCUS20276|CAD7012174.1|CCAP
OG0004219	LOC108007984|XP_016927253.2|DSUZ	CCAP1982_LOCUS444|CAD6991525.1|CCAP
OG0004220	LOC108014568|XP_036673373.1|DSUZ	CCAP1982_LOCUS4802|CAD6996102.1|CCAP
OG0004221	LOC108014420|XP_016936020.1|DSUZ	CCAP1982_LOCUS504|CAD6991586.1|CCAP
OG0004222	LOC108014340|XP_036673846.1|DSUZ	CCAP1982_LOCUS383|CAD6991458.1|CCAP
OG0004223	LOC108019288|XP_016942592.2|DSUZ	CCAP1982_LOCUS385|CAD6991460.1|CCAP
OG0004224	LOC108016274|XP_036674891.1|DSUZ	CCAP1982_LOCUS4556|CAD6995855.1|CCAP
OG0004226	LOC108004949|XP_036673726.1|DSUZ	CCAP1982_LOCUS4771|CAD6996064.1|CCAP
OG0004227	LOC108014802|XP_036673548.1|DSUZ	CCAP1982_LOCUS5073|CAD6996398.1|CCAP
OG0004228	LOC108014803|XP_036673547.1|DSUZ	CCAP1982_LOCUS5074|CAD6996400.1|CCAP
OG0004229	LOC108018028|XP_016940883.1|DSUZ	CCAP1982_LOCUS20490|CAD7012402.1|CCAP
OG0004231	LOC108010758|XP_036671504.1|DSUZ	CCAP1982_LOCUS12731|CAD7004311.1|CCAP
OG0004232	LOC108020018|XP_036671506.1|DSUZ	CCAP1982_LOCUS12728|CAD7004308.1|CCAP
OG0004233	LOC108020032|XP_016943610.1|DSUZ	CCAP1982_LOCUS12727|CAD7004307.1|CCAP
OG0004234	LOC108020043|XP_016943625.1|DSUZ	CCAP1982_LOCUS12713|CAD7004293.1|CCAP
OG0004235	LOC108015137|XP_016936893.1|DSUZ	CCAP1982_LOCUS602|CAD6991689.1|CCAP
OG0004236	LOC108018623|XP_036673577.1|DSUZ	CCAP1982_LOCUS581|CAD6991668.1|CCAP
OG0004237	LOC108019326|XP_036675077.1|DSUZ	CCAP1982_LOCUS4727|CAD6996021.1|CCAP
OG0004238	LOC108007383|XP_036675549.1|DSUZ	CCAP1982_LOCUS4868|CAD6996176.1|CCAP
OG0004239	LOC108014422|XP_016936022.2|DSUZ	CCAP1982_LOCUS517|CAD6991600.1|CCAP
OG0004240	LOC108006952|XP_016926046.1|DSUZ	CCAP1982_LOCUS1006|CAD6992125.1|CCAP
OG0004241	LOC108018521|XP_016941563.2|DSUZ	CCAP1982_LOCUS4244|CAD6995533.1|CCAP
OG0004242	LOC108011559|XP_016932216.2|DSUZ	CCAP1982_LOCUS249|CAD6991320.1|CCAP
OG0004243	LOC108014474|XP_016936091.2|DSUZ	CCAP1982_LOCUS12059|CAD7003617.1|CCAP
OG0004244	LOC108018636|XP_016941693.2|DSUZ	CCAP1982_LOCUS2601|CAD6993805.1|CCAP
OG0004245	LOC108013227|XP_016934445.1|DSUZ	CCAP1982_LOCUS12883|CAD7004478.1|CCAP
OG0004246	LOC108014501|XP_036670619.1|DSUZ	CCAP1982_LOCUS13443|CAD7005079.1|CCAP
OG0004248	LOC108010198|XP_016930531.1|DSUZ	CCAP1982_LOCUS19693|CAD7011604.1|CCAP
OG0004249	LOC108013122|XP_016934286.1|DSUZ	CCAP1982_LOCUS11315|CAD7002846.1|CCAP
OG0004252	LOC108017489|XP_016940026.2|DSUZ	CCAP1982_LOCUS687|CAD6991782.1|CCAP
OG0004253	LOC108018549|XP_016941591.2|DSUZ	CCAP1982_LOCUS265|CAD6991336.1|CCAP
OG0004254	LOC108014993|XP_016936704.1|DSUZ	CCAP1982_LOCUS14677|CAD7006355.1|CCAP
OG0004256	LOC108008247|XP_036669602.1|DSUZ	CCAP1982_LOCUS20328|CAD7012231.1|CCAP
OG0004257	LOC108015481|XP_016937400.2|DSUZ	CCAP1982_LOCUS22697|CAD7014717.1|CCAP
OG0004258	LOC108005016|XP_036673279.1|DSUZ	CCAP1982_LOCUS4253|CAD6995542.1|CCAP
OG0004259	LOC108017959|XP_016940717.1|DSUZ	CCAP1982_LOCUS20332|CAD7012235.1|CCAP
OG0004260	LOC108013793|XP_036675142.1|DSUZ	CCAP1982_LOCUS4545|CAD6995844.1|CCAP
OG0004261	LOC108016232|XP_036674894.1|DSUZ	CCAP1982_LOCUS4561|CAD6995860.1|CCAP
OG0004262	LOC108006403|XP_016925414.1|DSUZ	CCAP1982_LOCUS4940|CAD6996257.1|CCAP
OG0004263	LOC108010757|XP_036672648.1|DSUZ	CCAP1982_LOCUS4505|CAD6995801.1|CCAP, CCAP1982_LOCUS4501|CAD6995797.1|CCAP, CCAP1982_LOCUS4507|CAD6995803.1|CCAP
OG0004264	LOC108016089|XP_036674788.1|DSUZ	CCAP1982_LOCUS4358|CAD6995651.1|CCAP, CCAP1982_LOCUS4362|CAD6995655.1|CCAP
OG0004265	LOC108017115|XP_016939565.1|DSUZ	CCAP1982_LOCUS4383|CAD6995676.1|CCAP, CCAP1982_LOCUS4384|CAD6995677.1|CCAP, CCAP1982_LOCUS4385|CAD6995678.1|CCAP
OG0004266	LOC118877689|XP_036673343.1|DSUZ	CCAP1982_LOCUS4594|CAD6995893.1|CCAP, CCAP1982_LOCUS4597|CAD6995896.1|CCAP
OG0004267	LOC118877948|XP_036674583.1|DSUZ	CCAP1982_LOCUS522|CAD6991607.1|CCAP
OG0004268	LOC108009776|XP_016929896.1|DSUZ	CCAP1982_LOCUS20854|CAD7012750.1|CCAP, CCAP1982_LOCUS20851|CAD7012747.1|CCAP
OG0004269	LOC108009658|XP_016929666.1|DSUZ	CCAP1982_LOCUS19685|CAD7011596.1|CCAP
OG0004271	LOC108019797|XP_016943287.1|DSUZ	CCAP1982_LOCUS20302|CAD7012201.1|CCAP
OG0004272	LOC108006027|XP_016924959.1|DSUZ	CCAP1982_LOCUS4340|CAD6995634.1|CCAP
OG0004273	LOC108018720|XP_016941781.2|DSUZ	CCAP1982_LOCUS161|CAD6991223.1|CCAP
OG0004276	LOC118877373|XP_036671804.1|DSUZ	CCAP1982_LOCUS14007|CAD7005650.1|CCAP
OG0004277	LOC108010692|XP_036671996.1|DSUZ	CCAP1982_LOCUS14006|CAD7005649.1|CCAP
OG0004279	LOC108021497|XP_016945733.1|DSUZ	CCAP1982_LOCUS7486|CAD6998940.1|CCAP
OG0004281	LOC108019891|XP_016943459.1|DSUZ	CCAP1982_LOCUS21015|CAD7012916.1|CCAP
OG0004282	LOC108010039|XP_016930336.1|DSUZ	CCAP1982_LOCUS20192|CAD7012092.1|CCAP
OG0004283	LOC108010040|XP_016930338.1|DSUZ	CCAP1982_LOCUS20191|CAD7012091.1|CCAP
OG0004284	LOC108015428|XP_016937354.1|DSUZ	CCAP1982_LOCUS14047|CAD7005695.1|CCAP
OG0004285	LOC108017501|XP_016940046.2|DSUZ	CCAP1982_LOCUS1989|CAD6993164.1|CCAP
OG0004286	LOC108010702|XP_016931101.1|DSUZ	CCAP1982_LOCUS14014|CAD7005657.1|CCAP
OG0004287	LOC108010696|XP_016931093.1|DSUZ	CCAP1982_LOCUS14015|CAD7005658.1|CCAP
OG0004288	LOC108010698|XP_016931097.1|DSUZ	CCAP1982_LOCUS14023|CAD7005668.1|CCAP
OG0004289	LOC108011050|XP_036670707.1|DSUZ	CCAP1982_LOCUS13561|CAD7005201.1|CCAP
OG0004290	LOC108008520|XP_016927879.1|DSUZ	CCAP1982_LOCUS7141|CAD6998557.1|CCAP
OG0004291	LOC108008367|XP_016927694.1|DSUZ	CCAP1982_LOCUS20635|CAD7012550.1|CCAP
OG0004292	LOC108005887|XP_016924764.1|DSUZ	CCAP1982_LOCUS11660|CAD7003198.1|CCAP
OG0004293	LOC108006635|XP_016925659.2|DSUZ	CCAP1982_LOCUS14311|CAD7005973.1|CCAP
OG0004294	LOC108010910|XP_036671209.1|DSUZ	CCAP1982_LOCUS12288|CAD7003858.1|CCAP
OG0004295	LOC108013431|XP_016934785.1|DSUZ	CCAP1982_LOCUS14230|CAD7005890.1|CCAP
OG0004296	LOC108013460|XP_016934827.1|DSUZ	CCAP1982_LOCUS14227|CAD7005885.1|CCAP
OG0004297	LOC108008547|XP_036669482.1|DSUZ	CCAP1982_LOCUS19484|CAD7011384.1|CCAP
OG0004298	LOC108019853|XP_016943385.1|DSUZ	CCAP1982_LOCUS19985|CAD7011873.1|CCAP
OG0004299	LOC108019601|XP_036670009.1|DSUZ	CCAP1982_LOCUS19595|CAD7011499.1|CCAP
OG0004300	LOC108010199|XP_016930532.1|DSUZ	CCAP1982_LOCUS19690|CAD7011601.1|CCAP
OG0004301	LOC108005755|XP_016924571.2|DSUZ	CCAP1982_LOCUS11662|CAD7003201.1|CCAP
OG0004302	LOC108009097|XP_016928650.1|DSUZ	CCAP1982_LOCUS19591|CAD7011493.1|CCAP
OG0004303	LOC108009636|XP_016929619.1|DSUZ	CCAP1982_LOCUS19644|CAD7011556.1|CCAP
OG0004304	LOC108008508|XP_016927864.1|DSUZ	CCAP1982_LOCUS19646|CAD7011558.1|CCAP
OG0004305	LOC108019755|XP_016943195.1|DSUZ	CCAP1982_LOCUS20617|CAD7012534.1|CCAP
OG0004306	LOC108010131|XP_016930448.1|DSUZ	CCAP1982_LOCUS19772|CAD7011688.1|CCAP
OG0004307	LOC108018204|XP_016941210.1|DSUZ	CCAP1982_LOCUS19785|CAD7011701.1|CCAP
OG0004308	LOC108018194|XP_016941195.1|DSUZ	CCAP1982_LOCUS20503|CAD7012417.1|CCAP
OG0004309	LOC108012582|XP_016933486.1|DSUZ	CCAP1982_LOCUS9212|CAD7000739.1|CCAP, CCAP1982_LOCUS12833|CAD7004424.1|CCAP
OG0004310	LOC108019851|XP_016943379.1|DSUZ	CCAP1982_LOCUS20266|CAD7012164.1|CCAP, CCAP1982_LOCUS20267|CAD7012165.1|CCAP
OG0004311	LOC108006230|XP_016925157.1|DSUZ	CCAP1982_LOCUS13945|CAD7005585.1|CCAP
OG0004312	LOC108010208|XP_016930541.1|DSUZ	CCAP1982_LOCUS19468|CAD7011364.1|CCAP
OG0004313	LOC108019837|XP_016943355.2|DSUZ	CCAP1982_LOCUS20810|CAD7012703.1|CCAP
OG0004314	LOC108009176|XP_016928799.1|DSUZ	CCAP1982_LOCUS20886|CAD7012784.1|CCAP
OG0004315	LOC108009859|XP_016930048.1|DSUZ	CCAP1982_LOCUS20483|CAD7012393.1|CCAP
OG0004316	LOC108010218|XP_016930551.1|DSUZ	CCAP1982_LOCUS20231|CAD7012133.1|CCAP
OG0004317	LOC108019621|XP_016942991.1|DSUZ	CCAP1982_LOCUS21017|CAD7012918.1|CCAP
OG0004318	LOC108009596|XP_016929557.1|DSUZ	CCAP1982_LOCUS19469|CAD7011365.1|CCAP
OG0004319	LOC108019886|XP_016943447.1|DSUZ	CCAP1982_LOCUS20313|CAD7012214.1|CCAP
OG0004320	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ	CCAP1982_LOCUS19919|CAD7011809.1|CCAP
OG0004321	LOC108018118|XP_016941043.1|DSUZ	CCAP1982_LOCUS5519|CAD6996843.1|CCAP
OG0004322	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ	CCAP1982_LOCUS1150|CAD6992282.1|CCAP
OG0004324	LOC108021215|XP_016945302.1|DSUZ	CCAP1982_LOCUS7061|CAD6998464.1|CCAP
OG0004325	LOC108010149|XP_016930473.1|DSUZ	CCAP1982_LOCUS20491|CAD7012403.1|CCAP
OG0004326	LOC108010148|XP_016930472.1|DSUZ	CCAP1982_LOCUS20495|CAD7012408.1|CCAP
OG0004329	LOC108009315|XP_016929061.1|DSUZ	CCAP1982_LOCUS21125|CAD7013042.1|CCAP
OG0004330	LOC108008489|XP_016927838.1|DSUZ	CCAP1982_LOCUS21139|CAD7013058.1|CCAP
OG0004331	LOC108008352|XP_016927670.1|DSUZ	CCAP1982_LOCUS20282|CAD7012180.1|CCAP
OG0004332	LOC108005370|XP_016924121.1|DSUZ	CCAP1982_LOCUS5850|CAD6997212.1|CCAP, CCAP1982_LOCUS5685|CAD6997026.1|CCAP
OG0004333	LOC108019511|XP_016942832.1|DSUZ	CCAP1982_LOCUS8606|CAD7000111.1|CCAP
OG0004334	LOC108005792|XP_016924614.1|DSUZ	CCAP1982_LOCUS7401|CAD6998852.1|CCAP
OG0004335	LOC108018010|XP_016940857.1|DSUZ	CCAP1982_LOCUS20911|CAD7012811.1|CCAP, CCAP1982_LOCUS20912|CAD7012812.1|CCAP
OG0004336	LOC108010230|XP_016930564.1|DSUZ	CCAP1982_LOCUS20900|CAD7012800.1|CCAP
OG0004337	LOC108005715|XP_016924536.1|DSUZ	CCAP1982_LOCUS8867|CAD7000392.1|CCAP
OG0004338	LOC108012978|XP_016934032.1|DSUZ	CCAP1982_LOCUS20627|CAD7012541.1|CCAP
OG0004339	LOC108008442|XP_016927781.1|DSUZ	CCAP1982_LOCUS20486|CAD7012396.1|CCAP
OG0004340	LOC108008441|XP_016927780.1|DSUZ	CCAP1982_LOCUS20485|CAD7012395.1|CCAP
OG0004341	LOC108008318|XP_016927624.1|DSUZ	CCAP1982_LOCUS20884|CAD7012781.1|CCAP
OG0004342	LOC108010295|XP_036669462.1|DSUZ	CCAP1982_LOCUS19844|CAD7011732.1|CCAP, CCAP1982_LOCUS19847|CAD7011735.1|CCAP
OG0004343	LOC108009848|XP_016930031.1|DSUZ	CCAP1982_LOCUS20612|CAD7012529.1|CCAP, CCAP1982_LOCUS20611|CAD7012528.1|CCAP
OG0004344	LOC108010029|XP_016930317.1|DSUZ	CCAP1982_LOCUS20599|CAD7012516.1|CCAP
OG0004345	LOC108021522|XP_016945770.1|DSUZ	CCAP1982_LOCUS20472|CAD7012380.1|CCAP
OG0004346	LOC108009834|XP_016930013.1|DSUZ	CCAP1982_LOCUS20474|CAD7012382.1|CCAP
OG0004347	LOC108009924|XP_016930140.1|DSUZ	CCAP1982_LOCUS20479|CAD7012387.1|CCAP, CCAP1982_LOCUS20480|CAD7012388.1|CCAP
OG0004348	LOC108010201|XP_016930534.1|DSUZ	CCAP1982_LOCUS21114|CAD7013029.1|CCAP
OG0004349	LOC108018109|XP_016941015.1|DSUZ	CCAP1982_LOCUS21124|CAD7013040.1|CCAP
OG0004350	LOC108017879|XP_016940531.1|DSUZ	CCAP1982_LOCUS20216|CAD7012117.1|CCAP
