Orthogroup	DSUZ.longest_only	DPSE.longest_only
OG0005086	LOC108018208|XP_016941214.1|DSUZ	LOC4804927|XP_001361410.2|DPSE
OG0005087	LOC108013214|XP_016934421.1|DSUZ	LOC4813147|XP_015043252.2|DPSE
OG0005088	LOC108010005|XP_016930282.1|DSUZ	LOC4805648|XP_033234683.1|DPSE
OG0005089	LOC108010004|XP_016930281.1|DSUZ	LOC4805646|XP_001362013.2|DPSE
OG0005090	LOC108009764|XP_016929880.1|DSUZ	LOC4803661|XP_001360344.1|DPSE
OG0005091	LOC108019863|XP_036670199.1|DSUZ	LOC4804764|XP_033233241.1|DPSE
OG0005092	LOC108006834|XP_016925871.1|DSUZ	LOC4813575|XP_001353256.2|DPSE
OG0005093	LOC108005842|XP_016924679.1|DSUZ	LOC4813411|XP_015042974.2|DPSE
OG0005094	LOC108015840|XP_036671964.1|DSUZ	LOC4812116|XP_033241394.1|DPSE
OG0005095	LOC108009327|XP_016929087.1|DSUZ	LOC4803545|XP_001360254.3|DPSE
OG0005096	LOC108021536|XP_016945790.1|DSUZ	LOC4816353|XP_001356155.4|DPSE
OG0005097	LOC108008378|XP_016927709.1|DSUZ	LOC4805288|XP_001361710.1|DPSE
OG0005098	LOC108009977|XP_016930236.1|DSUZ	LOC6898968|XP_033235080.1|DPSE
OG0005099	LOC108008910|XP_016928306.1|DSUZ	LOC4804693|XP_001361212.2|DPSE
OG0005100	LOC108008661|XP_016928039.1|DSUZ	LOC4804692|XP_001361211.2|DPSE
OG0005101	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ	LOC4803063|XP_001359864.2|DPSE
OG0005102	LOC108009788|XP_016929919.1|DSUZ	LOC4805515|XP_033233770.1|DPSE
OG0005103	LOC108007265|XP_016926393.1|DSUZ	LOC4804286|XP_001360867.2|DPSE
OG0005104	LOC108010030|XP_016930325.1|DSUZ	LOC4818065|XP_001357421.2|DPSE
OG0005105	LOC108012755|XP_016933678.1|DSUZ	LOC4813439|XP_001353803.2|DPSE
OG0005106	LOC108012318|XP_036671222.1|DSUZ	LOC6900092|XP_033238033.1|DPSE
OG0005107	LOC108007112|XP_016926203.1|DSUZ	LOC6900514|XP_002134903.3|DPSE
OG0005108	LOC108009342|XP_016929119.1|DSUZ	LOC4805344|XP_001361759.2|DPSE
OG0005109	LOC108004691|XP_016923188.1|DSUZ	LOC4814210|XP_001354318.3|DPSE
OG0005110	LOC108005642|XP_016924445.2|DSUZ	LOC4812353|XP_001352594.4|DPSE
OG0005111	LOC108011454|XP_016932087.1|DSUZ	LOC6900729|XP_015043224.2|DPSE
OG0005112	LOC108012379|XP_016933223.1|DSUZ	LOC4812549|XP_001352459.3|DPSE
OG0005113	LOC118877325|XP_036671497.1|DSUZ	LOC4813484|XP_001353859.2|DPSE
OG0005114	LOC108012435|XP_016933290.1|DSUZ	LOC4813837|XP_001354034.3|DPSE
OG0005115	LOC108021628|XP_016945924.1|DSUZ	LOC4816458|XP_001355941.3|DPSE
OG0005116	LOC108006669|XP_036671609.1|DSUZ	LOC4812162|XP_001352828.3|DPSE
OG0005117	LOC108016777|XP_016939032.1|DSUZ	LOC4815260|XP_001354741.2|DPSE
OG0005118	LOC108021466|XP_016945687.1|DSUZ	LOC4816893|XP_001356338.1|DPSE
OG0005119	LOC108017972|XP_036670120.1|DSUZ	LOC4803359|XP_033235006.1|DPSE
OG0005120	LOC108013542|XP_016934933.1|DSUZ	LOC4813593|XP_001353556.2|DPSE
OG0005121	LOC108020758|XP_036670654.1|DSUZ	LOC4812153|XP_033239701.1|DPSE
OG0005122	LOC108011263|XP_016931858.1|DSUZ	LOC4813070|XP_001353585.1|DPSE
OG0005123	LOC108015539|XP_036670396.1|DSUZ	LOC4813704|XP_001353996.1|DPSE
OG0005124	LOC108006797|XP_036670684.1|DSUZ	LOC4812252|XP_033238424.1|DPSE
OG0005125	LOC108006684|XP_036671602.1|DSUZ	LOC4812251|XP_033238077.1|DPSE
OG0005126	LOC108012344|XP_016933181.1|DSUZ	LOC4813946|XP_001354106.1|DPSE
OG0005127	LOC108012876|XP_016933853.1|DSUZ	LOC4813701|XP_033237365.1|DPSE
OG0005128	LOC108007642|XP_036669904.1|DSUZ	LOC4804043|XP_033233794.1|DPSE
OG0005129	LOC108013485|XP_016934857.1|DSUZ	LOC4812443|XP_015044062.1|DPSE
OG0005130	LOC108012842|XP_016933797.1|DSUZ	LOC4811990|XP_001353011.2|DPSE
OG0005131	LOC108005762|XP_036671026.1|DSUZ	LOC6900390|XP_033238574.1|DPSE
OG0005132	LOC108007731|XP_016926972.1|DSUZ	LOC4813062|XP_001353652.1|DPSE
OG0005133	LOC108007125|XP_036672015.1|DSUZ	LOC4812478|XP_033239821.1|DPSE
OG0005134	LOC108011737|XP_036671259.1|DSUZ	LOC4813883|XP_033239844.1|DPSE
OG0005135	LOC108013244|XP_016934480.1|DSUZ	LOC4813721|XP_001353563.1|DPSE
OG0005136	LOC108013402|XP_016934745.1|DSUZ	LOC6900554|XP_002134937.2|DPSE
OG0005137	LOC108020162|XP_016943753.2|DSUZ	LOC4801241|XP_001358364.3|DPSE
OG0005138	LOC118877399|XP_036671954.1|DSUZ	LOC4812974|XP_001353739.1|DPSE
OG0005139	LOC108013312|XP_016934593.1|DSUZ	LOC4812864|XP_015043213.2|DPSE
OG0005140	LOC108021483|XP_016945717.1|DSUZ	LOC4816344|XP_001355946.2|DPSE
OG0005141	LOC108009498|XP_016929382.1|DSUZ	LOC4805356|XP_004444478.3|DPSE
OG0005142	LOC108013544|XP_016934938.1|DSUZ	LOC4812723|XP_001353102.3|DPSE
OG0005143	LOC108013117|XP_016934263.1|DSUZ	LOC4812728|XP_033238399.1|DPSE
OG0005144	LOC108012666|XP_016933582.1|DSUZ	LOC4812727|XP_001353106.3|DPSE
OG0005145	LOC108013557|XP_016934960.1|DSUZ	LOC4812725|XP_001353104.1|DPSE
OG0005146	LOC108013106|XP_016934242.1|DSUZ	LOC6900881|XP_002135238.3|DPSE
OG0005147	LOC108013108|XP_016934246.1|DSUZ	LOC4813927|XP_001354089.3|DPSE
OG0005148	LOC108013407|XP_016934753.1|DSUZ	LOC4814157|XP_001354303.1|DPSE
OG0005149	LOC108009501|XP_016929391.1|DSUZ	LOC15382871|XP_004444269.3|DPSE
OG0005150	LOC108018839|XP_016941915.1|DSUZ	LOC4812455|XP_001352566.2|DPSE
OG0005151	LOC108020067|XP_016943655.1|DSUZ	LOC4812675|XP_001353059.1|DPSE
OG0005152	LOC108020064|XP_016943652.1|DSUZ	LOC4812671|XP_001353055.1|DPSE
OG0005153	LOC108020060|XP_016943649.1|DSUZ	LOC4812669|XP_001353053.3|DPSE
OG0005154	LOC108020053|XP_036670530.1|DSUZ	LOC4812667|XP_001353051.4|DPSE
OG0005155	LOC108012420|XP_016933269.1|DSUZ	LOC4814113|XP_001354246.3|DPSE
OG0005156	LOC108018403|XP_016941449.1|DSUZ	LOC4802249|XP_001359208.2|DPSE
OG0005157	LOC108009579|XP_016929534.1|DSUZ	LOC4805214|XP_033234665.1|DPSE
OG0005158	LOC108013119|XP_016934278.1|DSUZ	LOC4814167|XP_001354219.3|DPSE
OG0005159	LOC108019465|XP_016942781.2|DSUZ	LOC4812080|XP_001352589.2|DPSE
OG0005160	LOC108015548|XP_036671770.1|DSUZ	LOC4813719|XP_001353448.1|DPSE
OG0005161	LOC108009935|XP_016930165.1|DSUZ	LOC4804326|XP_001360903.4|DPSE
OG0005162	LOC108014995|XP_016936708.1|DSUZ	LOC4815250|XP_001354751.3|DPSE
OG0005163	LOC108007448|XP_016926599.1|DSUZ	LOC4811988|XP_001352750.1|DPSE
OG0005164	LOC108013516|XP_016934899.1|DSUZ	LOC4812985|XP_001353364.2|DPSE
OG0005165	LOC108018060|XP_016940944.1|DSUZ	LOC4805583|XP_001361964.3|DPSE
OG0005166	LOC108016249|XP_016938361.2|DSUZ	LOC4802478|XP_001359393.2|DPSE
OG0005167	LOC108016256|XP_016938367.1|DSUZ	LOC4802479|XP_001359394.2|DPSE
OG0005168	LOC108006850|XP_036672382.1|DSUZ	LOC4812479|XP_001352438.2|DPSE
OG0005169	LOC108011873|XP_016932606.2|DSUZ	LOC4812912|XP_001353655.3|DPSE
OG0005170	LOC108011828|XP_036671629.1|DSUZ	LOC4813307|XP_001353656.1|DPSE
OG0005171	LOC108011841|XP_016932568.1|DSUZ	LOC4813252|XP_001353657.2|DPSE
OG0005172	LOC108010168|XP_016930500.1|DSUZ	LOC4805716|XP_033233667.1|DPSE
OG0005173	LOC108017969|XP_016940755.1|DSUZ	LOC4803443|XP_001360168.3|DPSE
OG0005174	LOC108010269|XP_016930619.1|DSUZ	LOC4804470|XP_001361028.1|DPSE
OG0005175	LOC108009629|XP_016929607.1|DSUZ	LOC4804487|XP_001361043.2|DPSE
OG0005176	LOC108019927|XP_016943526.1|DSUZ	LOC4803756|XP_001360420.2|DPSE
OG0005177	LOC108010090|XP_016930398.1|DSUZ	LOC4804484|XP_001361040.3|DPSE
OG0005178	LOC108012436|XP_016933291.1|DSUZ	LOC4813556|XP_001353814.1|DPSE
OG0005179	LOC108012829|XP_016933778.1|DSUZ	LOC4812734|XP_015044162.1|DPSE
OG0005180	LOC108012939|XP_016933964.1|DSUZ	LOC4812135|XP_015043824.2|DPSE
OG0005181	LOC108006273|XP_016925212.1|DSUZ	LOC4815265|XP_001355066.1|DPSE
OG0005182	LOC108009496|XP_016929378.1|DSUZ	LOC4805182|XP_015040475.2|DPSE
OG0005183	LOC108009816|XP_016929986.1|DSUZ	LOC4805339|XP_001361755.1|DPSE
OG0005184	LOC108009644|XP_016929635.1|DSUZ	LOC4805342|XP_033233867.1|DPSE
OG0005185	LOC108009895|XP_016930102.1|DSUZ	LOC4804509|XP_001361061.3|DPSE
OG0005186	LOC108008482|XP_016927830.1|DSUZ	LOC6898783|XP_033233562.1|DPSE
OG0005187	LOC108017967|XP_036670069.1|DSUZ	LOC6898088|XP_033234963.1|DPSE
OG0005188	LOC108018154|XP_016941110.1|DSUZ	LOC4804817|XP_001361319.3|DPSE
OG0005189	LOC108015225|XP_036676079.1|DSUZ	LOC4814935|XP_015041903.1|DPSE
OG0005190	LOC108006818|XP_036672096.1|DSUZ	LOC4812123|XP_001352515.3|DPSE
OG0005191	LOC108007380|XP_036673755.1|DSUZ	LOC4802559|XP_001359456.1|DPSE
OG0005192	LOC108009334|XP_036669142.1|DSUZ	LOC4804102|XP_033234650.1|DPSE
OG0005193	LOC108009326|XP_016929085.1|DSUZ	LOC4804512|XP_033233569.1|DPSE
OG0005194	LOC108010157|XP_016930482.1|DSUZ	LOC4804434|XP_001360998.1|DPSE
OG0005195	LOC108017930|XP_016940612.1|DSUZ	LOC4804899|XP_001361385.2|DPSE
OG0005196	LOC108005802|XP_016924621.1|DSUZ	LOC4813426|XP_001353327.4|DPSE
OG0005197	LOC108008374|XP_016927703.1|DSUZ	LOC4804332|XP_001360908.3|DPSE
OG0005198	LOC108007283|XP_036671632.1|DSUZ	LOC4813917|XP_001353414.3|DPSE
OG0005199	LOC108018230|XP_016941241.1|DSUZ	LOC4804870|XP_001361359.2|DPSE
OG0005200	LOC108009672|XP_016929692.1|DSUZ	LOC6898295|XP_002138357.1|DPSE
OG0005201	LOC108008300|XP_016927601.1|DSUZ	LOC4803567|XP_033234437.1|DPSE
OG0005202	LOC108010146|XP_016930470.1|DSUZ	LOC4804133|XP_001360739.3|DPSE
OG0005203	LOC108009124|XP_016928700.1|DSUZ	LOC4805489|XP_001361884.4|DPSE
OG0005204	LOC108021313|XP_016945456.1|DSUZ	LOC4818011|XP_001357405.4|DPSE
OG0005205	LOC108021266|XP_016945383.1|DSUZ	LOC4817480|XP_015036151.2|DPSE
OG0005206	LOC108010160|XP_016930486.1|DSUZ	LOC4804553|XP_001361096.1|DPSE
OG0005207	LOC108009980|XP_016930243.1|DSUZ	LOC6898780|XP_004444392.3|DPSE
OG0005208	LOC108008201|XP_036669255.1|DSUZ	LOC4804709|XP_001361227.2|DPSE
OG0005209	LOC108021409|XP_016945605.1|DSUZ	LOC4818137|XP_001357355.3|DPSE
OG0005210	LOC108021155|XP_036670104.1|DSUZ	LOC4817839|XP_001357356.3|DPSE
OG0005211	LOC118879234|XP_036678020.1|DSUZ, LOC108007453|XP_016926608.2|DSUZ	LOC4811905|XP_015043954.2|DPSE
OG0005212	LOC108009843|XP_016930025.1|DSUZ	LOC6903448|XP_015035393.2|DPSE
OG0005213	LOC108015253|XP_016937094.1|DSUZ	LOC4816084|XP_001355255.1|DPSE
OG0005214	LOC108011942|XP_016932680.1|DSUZ	LOC4816559|XP_001355927.4|DPSE
OG0005215	LOC108021464|XP_016945683.1|DSUZ	LOC4817318|XP_033235178.1|DPSE
OG0005216	LOC108019699|XP_016943086.1|DSUZ	LOC4816347|XP_001356266.1|DPSE
OG0005217	LOC108018053|XP_016940936.1|DSUZ	LOC4817959|XP_001357420.3|DPSE
OG0005218	LOC108019129|XP_016942356.1|DSUZ	LOC4816174|XP_015036963.2|DPSE
OG0005219	LOC108010048|XP_016930347.1|DSUZ	LOC4804582|XP_001361120.2|DPSE
OG0005220	LOC108013011|XP_016934088.1|DSUZ	LOC4813309|XP_001353576.3|DPSE
OG0005221	LOC108005726|XP_016924545.1|DSUZ	LOC4816215|XP_001355840.4|DPSE
OG0005222	LOC108013483|XP_016934858.1|DSUZ	LOC4817704|XP_033235806.1|DPSE
OG0005223	LOC108021085|XP_016945095.1|DSUZ	LOC4818046|XP_001357336.2|DPSE
OG0005224	LOC108007872|XP_036669109.1|DSUZ	LOC4816208|XP_033236630.1|DPSE
OG0005225	LOC108021385|XP_016945571.1|DSUZ	LOC4816519|XP_001356143.3|DPSE
OG0005226	LOC108011971|XP_016932720.2|DSUZ	LOC4817083|XP_033235356.1|DPSE
OG0005227	LOC108021596|XP_016945878.1|DSUZ	LOC4817782|XP_001357129.1|DPSE
OG0005228	LOC108021518|XP_016945767.1|DSUZ	LOC4817715|XP_001357128.1|DPSE
OG0005229	LOC108021008|XP_016944973.1|DSUZ	LOC4817026|XP_015036129.2|DPSE
OG0005230	LOC108018342|XP_016941375.1|DSUZ	LOC4817011|XP_001356786.3|DPSE
OG0005231	LOC108004968|XP_016923561.1|DSUZ	LOC4817791|XP_001357094.2|DPSE
OG0005232	LOC108021140|XP_016945189.1|DSUZ	LOC4816533|XP_033236853.1|DPSE
OG0005233	LOC108006441|XP_016925458.1|DSUZ	LOC4818155|XP_001357361.2|DPSE
OG0005234	LOC108021577|XP_016945849.1|DSUZ	LOC4816276|XP_001356260.4|DPSE
OG0005235	LOC108020929|XP_016944841.1|DSUZ	LOC4817293|XP_001356904.3|DPSE
OG0005236	LOC108007467|XP_016926635.1|DSUZ	LOC6903169|XP_002132869.3|DPSE
OG0005237	LOC108021480|XP_016945711.1|DSUZ	LOC6903170|XP_015036360.2|DPSE
OG0005238	LOC108012165|XP_016932951.1|DSUZ	LOC4817588|XP_001356991.2|DPSE
OG0005239	LOC108021474|XP_016945702.1|DSUZ	LOC4817052|XP_015036051.2|DPSE
OG0005240	LOC108021263|XP_016945377.1|DSUZ	LOC117184007|XP_033235773.1|DPSE
OG0005241	LOC108021034|XP_016945012.1|DSUZ	LOC6903177|XP_002132877.2|DPSE
OG0005242	LOC108005843|XP_016924683.1|DSUZ	LOC4816694|XP_001356057.1|DPSE
OG0005243	LOC108020978|XP_036677034.1|DSUZ	LOC4816860|XP_001356746.4|DPSE
OG0005244	LOC108008075|XP_036672516.1|DSUZ	LOC4801354|XP_015037203.2|DPSE
OG0005245	LOC108017127|XP_036674874.1|DSUZ	LOC4802251|XP_001359210.2|DPSE
OG0005246	LOC108020958|XP_016944894.2|DSUZ	LOC4816796|XP_001356439.4|DPSE
OG0005247	LOC108009791|XP_016929940.1|DSUZ	LOC4804549|XP_001361092.3|DPSE
OG0005248	LOC108004880|XP_036673962.1|DSUZ	LOC4803091|XP_001359890.5|DPSE
OG0005249	LOC108018611|XP_016941662.2|DSUZ	LOC4803175|XP_001359959.2|DPSE
OG0005250	LOC108017481|XP_016940075.1|DSUZ	LOC4816424|XP_001356091.4|DPSE
OG0005251	LOC108020999|XP_016944955.1|DSUZ	LOC4811839|XP_015044387.2|DPSE
OG0005252	LOC108017922|XP_016940588.1|DSUZ	LOC26531963|XP_033235525.1|DPSE
OG0005253	LOC108014531|XP_016936166.1|DSUZ	LOC4818191|XP_015035588.1|DPSE
OG0005254	LOC108009384|XP_016929187.1|DSUZ	LOC117184208|XP_033236658.1|DPSE
OG0005255	LOC108021530|XP_016945781.1|DSUZ	LOC4818055|XP_001357303.2|DPSE
OG0005256	LOC108015732|XP_016937759.1|DSUZ	LOC6899356|XP_002136173.1|DPSE
OG0005257	LOC108021625|XP_016945920.1|DSUZ	LOC4818062|XP_001357423.2|DPSE
OG0005258	LOC108021484|XP_016945714.1|DSUZ	LOC4817815|XP_001357247.2|DPSE
OG0005259	LOC108020663|XP_016944517.1|DSUZ	LOC6902690|XP_002133205.3|DPSE
OG0005260	LOC108020675|XP_016944537.1|DSUZ	LOC4816298|XP_001356200.2|DPSE
OG0005261	LOC108021281|XP_016945408.1|DSUZ	LOC4811707|XP_015044399.2|DPSE
OG0005262	LOC108015193|XP_016937005.1|DSUZ	LOC4817419|XP_001356816.3|DPSE
OG0005263	LOC108020969|XP_036675270.1|DSUZ	LOC4817874|XP_001357308.2|DPSE
OG0005264	LOC108012201|XP_016932988.1|DSUZ	LOC4801199|XP_001358328.3|DPSE
OG0005265	LOC108021038|XP_016945018.1|DSUZ	LOC4816440|XP_033237024.1|DPSE
OG0005266	LOC108020931|XP_016944847.1|DSUZ	LOC4816314|XP_001356169.3|DPSE
OG0005267	LOC108021176|XP_016945247.1|DSUZ	LOC4816299|XP_001355985.1|DPSE
OG0005268	LOC108021175|XP_016945246.1|DSUZ	LOC4816592|XP_001355986.3|DPSE
OG0005269	LOC108021144|XP_016945200.2|DSUZ	LOC4816302|XP_015036625.2|DPSE
OG0005270	LOC108021655|XP_016945956.1|DSUZ	LOC4817059|XP_001356797.1|DPSE
OG0005271	LOC108020975|XP_016944914.1|DSUZ	LOC4817064|XP_001356385.2|DPSE
OG0005272	LOC108021242|XP_016945340.1|DSUZ	LOC117183994|XP_033235700.1|DPSE, LOC4817456|XP_001356387.1|DPSE
OG0005273	LOC108010562|XP_016930933.1|DSUZ	LOC6902792|XP_002132529.2|DPSE
OG0005274	LOC108021152|XP_016945212.1|DSUZ	LOC4817300|XP_001356794.3|DPSE
OG0005275	LOC108018075|XP_016940969.1|DSUZ	LOC4811653|XP_033235751.1|DPSE
OG0005276	LOC108021547|XP_036673922.1|DSUZ	LOC6902968|XP_002132694.3|DPSE
OG0005277	LOC108005899|XP_016924786.1|DSUZ	LOC4817074|XP_001356680.3|DPSE
OG0005278	LOC108009864|XP_016930053.1|DSUZ	LOC4804429|XP_001360994.2|DPSE
OG0005279	LOC108007641|XP_016926851.1|DSUZ	LOC4817910|XP_001357181.2|DPSE
OG0005280	LOC108021362|XP_016945541.1|DSUZ	LOC4817595|XP_001356998.3|DPSE
OG0005281	LOC108005596|XP_016924425.2|DSUZ	LOC4816663|XP_001355973.3|DPSE
OG0005282	LOC108004870|XP_016923443.1|DSUZ	LOC4802057|XP_001359050.3|DPSE
OG0005283	LOC108015775|XP_016937807.2|DSUZ	LOC4801756|XP_001358797.2|DPSE
OG0005284	LOC108017116|XP_016939568.1|DSUZ	LOC4818100|XP_001357491.4|DPSE
OG0005285	LOC108005655|XP_016924463.1|DSUZ	LOC4817997|XP_001357490.1|DPSE
OG0005286	LOC108017230|XP_016939719.1|DSUZ	LOC6903175|XP_002132875.2|DPSE
OG0005287	LOC108017208|XP_016939698.1|DSUZ	LOC4817599|XP_001357001.3|DPSE
OG0005288	LOC108017847|XP_036668583.1|DSUZ	LOC4818130|XP_001357447.1|DPSE
OG0005289	LOC108014223|XP_036677309.1|DSUZ, LOC108015948|XP_016938020.2|DSUZ	LOC6899551|XP_002135981.1|DPSE
OG0005290	LOC108016287|XP_016938410.1|DSUZ	LOC4802425|XP_001359347.2|DPSE
OG0005291	LOC108006089|XP_016925028.1|DSUZ	LOC4816714|XP_033235250.1|DPSE
OG0005292	LOC108020707|XP_016944567.1|DSUZ	LOC4816194|XP_001355754.2|DPSE
OG0005293	LOC108013570|XP_016934985.1|DSUZ	LOC4817854|XP_033235837.1|DPSE
OG0005294	LOC108021223|XP_016945315.1|DSUZ	LOC4817788|XP_001357147.1|DPSE
OG0005295	LOC108017173|XP_036668702.1|DSUZ	LOC6902632|XP_033235235.1|DPSE
OG0005296	LOC108007994|XP_036675006.1|DSUZ	LOC4802047|XP_015037564.2|DPSE
OG0005297	LOC108021600|XP_016945883.1|DSUZ	LOC6903380|XP_015035324.2|DPSE
OG0005298	LOC108021069|XP_016945070.1|DSUZ	LOC4817076|XP_001356358.2|DPSE
OG0005299	LOC108015446|XP_036675424.1|DSUZ	LOC4801000|XP_001358175.1|DPSE
OG0005300	LOC108004705|XP_016923207.1|DSUZ	LOC4814440|XP_001354532.2|DPSE
OG0005301	LOC108019425|XP_016942739.1|DSUZ	LOC4817258|XP_001356341.3|DPSE
OG0005302	LOC108009758|XP_016929869.1|DSUZ	LOC4803912|XP_001360556.4|DPSE
OG0005303	LOC108020928|XP_016944840.1|DSUZ	LOC4817647|XP_001357039.1|DPSE
OG0005304	LOC108006474|XP_016925489.1|DSUZ	LOC4818166|XP_001357283.2|DPSE
OG0005305	LOC108009863|XP_016930052.1|DSUZ	LOC6898487|XP_002138529.2|DPSE
OG0005306	LOC108016840|XP_016939165.1|DSUZ	LOC4816846|XP_033235463.1|DPSE
OG0005307	LOC108008787|XP_016928176.1|DSUZ	LOC4816978|XP_015036187.1|DPSE
OG0005308	LOC108021216|XP_016945304.1|DSUZ	LOC6903022|XP_033235332.1|DPSE
OG0005309	LOC108019603|XP_016942967.1|DSUZ	LOC4817169|XP_001356773.4|DPSE
OG0005310	LOC108021245|XP_016945350.1|DSUZ	LOC4816963|XP_001356598.1|DPSE
OG0005311	LOC108014292|XP_016935845.1|DSUZ	LOC4816420|XP_001355887.3|DPSE
OG0005312	LOC108011972|XP_016932721.1|DSUZ	LOC4816464|XP_001355915.4|DPSE
OG0005313	LOC108021546|XP_016945803.1|DSUZ	LOC4811838|XP_015044392.2|DPSE
OG0005314	LOC108020946|XP_016944874.1|DSUZ	LOC4817776|XP_001357161.3|DPSE
OG0005315	LOC108021542|XP_016945797.1|DSUZ	LOC4816888|XP_033235300.1|DPSE
OG0005316	LOC108009809|XP_016929972.1|DSUZ	LOC4804430|XP_033234114.1|DPSE
OG0005317	LOC108021126|XP_016945172.1|DSUZ	LOC6902881|XP_002132615.4|DPSE
OG0005318	LOC108010975|XP_036677998.1|DSUZ	LOC4816434|XP_001356295.4|DPSE
OG0005319	LOC108021101|XP_016945119.1|DSUZ	LOC4817902|XP_001357347.2|DPSE
OG0005320	LOC108021131|XP_016945178.1|DSUZ	LOC4816272|XP_001356108.3|DPSE
OG0005321	LOC108021328|XP_016945486.1|DSUZ	LOC4811736|XP_001352308.3|DPSE
OG0005322	LOC108021307|XP_016945450.1|DSUZ	LOC4817527|XP_001356942.3|DPSE
OG0005323	LOC108021316|XP_036674290.1|DSUZ	LOC4816150|XP_033235308.1|DPSE
OG0005324	LOC108021487|XP_016945719.1|DSUZ	LOC4817373|XP_001356352.3|DPSE
OG0005325	LOC108017639|XP_016940242.1|DSUZ	LOC4816636|XP_003736152.2|DPSE
OG0005326	LOC108008288|XP_016927592.1|DSUZ	LOC4816986|XP_033235224.1|DPSE
OG0005327	LOC108006269|XP_016925211.1|DSUZ	LOC4816125|XP_001355829.3|DPSE
OG0005328	LOC108020791|XP_016944659.1|DSUZ	LOC4801207|XP_001358334.3|DPSE
OG0005329	LOC108013058|XP_016934166.1|DSUZ	LOC4814037|XP_001354155.1|DPSE
OG0005330	LOC108013057|XP_016934164.1|DSUZ	LOC4814002|XP_001354154.2|DPSE
OG0005331	LOC108021015|XP_016944984.1|DSUZ	LOC4816548|XP_001355984.1|DPSE
OG0005332	LOC108006238|XP_016925170.1|DSUZ	LOC4817210|XP_015036266.2|DPSE
OG0005333	LOC108006037|XP_016924973.1|DSUZ	LOC4817276|XP_001356757.1|DPSE
OG0005334	LOC108009083|XP_016928630.1|DSUZ	LOC26533670|XP_015044386.2|DPSE
OG0005335	LOC108019901|XP_016943477.1|DSUZ	LOC4804164|XP_001360768.4|DPSE
OG0005336	LOC108009276|XP_016928981.1|DSUZ	LOC4805428|XP_001361829.2|DPSE
OG0005337	LOC108009057|XP_016928551.1|DSUZ	LOC4803992|XP_001360624.3|DPSE
OG0005338	LOC108021457|XP_016945676.1|DSUZ	LOC6902767|XP_002132511.3|DPSE
OG0005339	LOC108018005|XP_016940890.1|DSUZ	LOC26532118|XP_033236350.1|DPSE
OG0005340	LOC108021125|XP_016945170.1|DSUZ	LOC4817131|XP_001356317.3|DPSE
OG0005341	LOC108019890|XP_016943457.1|DSUZ	LOC4805054|XP_001361518.1|DPSE
OG0005342	LOC108021431|XP_016945636.1|DSUZ	LOC4817551|XP_001356958.1|DPSE
OG0005343	LOC108017772|XP_016940381.1|DSUZ	LOC6898693|XP_002138698.2|DPSE
OG0005344	LOC108008888|XP_016928282.1|DSUZ	LOC4804353|XP_001360927.4|DPSE
OG0005345	LOC108005911|XP_016924813.1|DSUZ	LOC4818118|XP_001357289.3|DPSE
OG0005346	LOC108011727|XP_016932442.1|DSUZ	LOC4816142|XP_001355777.2|DPSE
OG0005347	LOC108021009|XP_016944975.1|DSUZ	LOC4816776|XP_033235817.1|DPSE
OG0005348	LOC108021291|XP_016945420.1|DSUZ	LOC6903319|XP_033235492.1|DPSE
OG0005349	LOC108021689|XP_016946002.1|DSUZ	LOC4811825|XP_001382220.3|DPSE
OG0005350	LOC108006344|XP_016925352.1|DSUZ	LOC4816909|XP_001356795.3|DPSE
OG0005351	LOC108012910|XP_016933919.1|DSUZ	LOC4812454|XP_001352876.3|DPSE
OG0005352	LOC108020888|XP_036670731.1|DSUZ	LOC6899888|XP_033235749.1|DPSE
OG0005353	LOC108006189|XP_016925115.1|DSUZ	LOC4804153|XP_001360759.4|DPSE
OG0005354	LOC108018013|XP_036669578.1|DSUZ	LOC4816631|XP_033236780.1|DPSE
OG0005355	LOC108014148|XP_016935679.1|DSUZ	LOC4817833|XP_001357458.2|DPSE
OG0005356	LOC108014186|XP_016935720.1|DSUZ	LOC4817848|XP_001357456.3|DPSE
OG0005357	LOC108020903|XP_016944809.1|DSUZ	LOC4817278|XP_001356474.3|DPSE
OG0005358	LOC108009092|XP_016928644.1|DSUZ	LOC4817832|XP_001357394.1|DPSE
OG0005359	LOC108009773|XP_016929892.1|DSUZ	LOC4805560|XP_001361945.3|DPSE
OG0005360	LOC108020744|XP_016944609.1|DSUZ	LOC4812765|XP_001353478.3|DPSE
OG0005361	LOC108020988|XP_016944935.1|DSUZ	LOC6902583|XP_002133111.2|DPSE
OG0005362	LOC108021287|XP_016945416.1|DSUZ	LOC6903280|XP_002132510.1|DPSE
OG0005363	LOC108021706|XP_016946028.1|DSUZ	LOC4816650|XP_001356074.2|DPSE
OG0005364	LOC108009940|XP_016930174.1|DSUZ	LOC4805506|XP_001361898.2|DPSE
OG0005365	LOC108021202|XP_016945286.1|DSUZ	LOC4817104|XP_001356857.3|DPSE
OG0005366	LOC108021641|XP_016945938.1|DSUZ	LOC4817103|XP_001356856.3|DPSE
OG0005367	LOC108021297|XP_016945433.1|DSUZ	LOC4816936|XP_033235838.1|DPSE
OG0005368	LOC108006972|XP_016926067.2|DSUZ	LOC4800606|XP_033241688.1|DPSE
