Orthogroup	DSUZ.longest_only	DMIR.longest_only
OG0005615	LOC108010826|XP_016931277.2|DSUZ	LOC108154780|XP_017140653.1|DMIR
OG0005616	LOC108011532|XP_036674001.1|DSUZ	LOC108156073|XP_017142846.1|DMIR
OG0005617	LOC108016048|XP_016938131.2|DSUZ	LOC108156747|XP_017143898.1|DMIR
OG0005618	LOC108008476|XP_016927820.1|DSUZ	LOC108158499|XP_017146302.1|DMIR
OG0005619	LOC108014692|XP_016936356.1|DSUZ	LOC108154990|XP_017141023.1|DMIR
OG0005620	LOC108012169|XP_036677233.1|DSUZ	LOC108151707|XP_017135966.1|DMIR
OG0005621	LOC108014996|XP_016936709.1|DSUZ	LOC108162160|XP_017152232.1|DMIR
OG0005622	LOC108015256|XP_016937098.1|DSUZ	LOC108162416|XP_017152635.1|DMIR
OG0005623	LOC108016896|XP_016939294.1|DSUZ	LOC108152265|XP_017136970.1|DMIR
OG0005624	LOC108017126|XP_036674872.1|DSUZ	LOC108155030|XP_017141080.1|DMIR
OG0005625	LOC108014551|XP_036673195.1|DSUZ	LOC108155186|XP_017141346.1|DMIR
OG0005626	LOC108021837|XP_016946132.1|DSUZ	LOC108153958|XP_017139547.1|DMIR
OG0005627	LOC108019490|XP_016942807.2|DSUZ	LOC108156042|XP_017142801.1|DMIR
OG0005628	LOC108006414|XP_016925427.2|DSUZ	LOC108155120|XP_017141251.2|DMIR
OG0005629	LOC108009546|XP_016929477.1|DSUZ	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR
OG0005630	LOC108009600|XP_036669613.1|DSUZ	LOC108160170|XP_033247023.1|DMIR
OG0005631	LOC108021810|XP_016946102.1|DSUZ	LOC108164909|XP_017156377.1|DMIR
OG0005632	LOC108005137|XP_016923799.2|DSUZ	LOC108152344|XP_017137097.1|DMIR
OG0005633	LOC108018626|XP_016941680.1|DSUZ, LOC118877734|XP_036673619.1|DSUZ	LOC108156490|XP_017143464.2|DMIR
OG0005634	LOC108017336|XP_036672942.1|DSUZ	LOC108155087|XP_017141198.1|DMIR
OG0005635	LOC108021047|XP_016945040.1|DSUZ	LOC108162510|XP_017152775.1|DMIR
OG0005636	LOC108016009|XP_036674940.1|DSUZ	LOC108156976|XP_017144257.1|DMIR
OG0005637	LOC108007951|XP_016927210.2|DSUZ	LOC108155865|XP_017142472.1|DMIR
OG0005638	LOC108008147|XP_036669305.1|DSUZ	LOC108159437|XP_017148204.1|DMIR
OG0005639	LOC108009675|XP_016929697.1|DSUZ	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR
OG0005640	LOC108014732|XP_016936395.2|DSUZ	LOC108156654|XP_017143757.1|DMIR
OG0005641	LOC108015369|XP_016937275.1|DSUZ	LOC108156628|XP_017143684.1|DMIR
OG0005642	LOC108014429|XP_016936033.1|DSUZ	LOC108156089|XP_017142866.1|DMIR
OG0005643	LOC108020059|XP_016943647.1|DSUZ	LOC108152540|XP_017137439.1|DMIR
OG0005644	LOC108013560|XP_016934965.1|DSUZ	LOC108152539|XP_017137438.1|DMIR
OG0005645	LOC108019176|XP_016942429.1|DSUZ	LOC108164594|XP_017155909.1|DMIR
OG0005646	LOC108004699|XP_016923198.1|DSUZ	LOC108151086|XP_017134961.1|DMIR
OG0005647	LOC108018320|XP_016941351.1|DSUZ	LOC108163557|XP_017154412.1|DMIR
OG0005648	LOC108013932|XP_016935429.2|DSUZ	LOC108152431|XP_017137252.1|DMIR
OG0005649	LOC108005928|XP_016924827.2|DSUZ	LOC108154109|XP_017139721.1|DMIR
OG0005650	LOC108018803|XP_016941879.2|DSUZ	LOC108154104|XP_017139716.1|DMIR
OG0005651	LOC108015354|XP_016937254.1|DSUZ	LOC108152834|XP_017137928.1|DMIR
OG0005652	LOC108020144|XP_036673592.1|DSUZ	LOC108154751|XP_017140613.1|DMIR
OG0005653	LOC108020948|XP_016944876.1|DSUZ	LOC108163273|XP_017153962.1|DMIR
OG0005654	LOC118878007|XP_036674924.1|DSUZ, LOC108014152|XP_036674971.1|DSUZ	LOC108154138|XP_017139763.1|DMIR
OG0005655	LOC108004921|XP_016923505.2|DSUZ	LOC108154815|XP_017140705.1|DMIR
OG0005656	LOC108006434|XP_036673259.1|DSUZ	LOC108156072|XP_017142845.1|DMIR
OG0005657	LOC108017449|XP_036674287.1|DSUZ	LOC108154094|XP_017139700.1|DMIR
OG0005658	LOC108014205|XP_016935735.2|DSUZ	LOC108156214|XP_017143041.1|DMIR
OG0005659	LOC108012123|XP_036674338.1|DSUZ	LOC108156292|XP_017143164.1|DMIR
OG0005660	LOC108005633|XP_016924433.2|DSUZ	LOC108151146|XP_017135061.1|DMIR
OG0005661	LOC108017473|XP_036674278.1|DSUZ	LOC108155458|XP_017141766.1|DMIR
OG0005662	LOC108011681|XP_016932371.2|DSUZ	LOC108155664|XP_017142113.1|DMIR
OG0005663	LOC108021829|XP_016946123.1|DSUZ	LOC108151093|XP_017134972.1|DMIR
OG0005664	LOC108014433|XP_036673314.1|DSUZ	LOC108157315|XP_017144809.1|DMIR
OG0005665	LOC108014046|XP_036675274.1|DSUZ	LOC108157184|XP_017144601.1|DMIR
OG0005666	LOC108015265|XP_016937110.1|DSUZ	LOC108158724|XP_017146764.1|DMIR
OG0005667	LOC108018867|XP_016941944.2|DSUZ	LOC108151483|XP_017135608.1|DMIR
OG0005668	LOC108020136|XP_036670848.1|DSUZ	LOC108151770|XP_017136104.1|DMIR
OG0005669	LOC108019063|XP_016942190.1|DSUZ	LOC108163072|XP_033248848.1|DMIR
OG0005670	LOC108004984|XP_036674404.1|DSUZ	LOC108156974|XP_017144253.1|DMIR
OG0005671	LOC108013891|XP_016935386.2|DSUZ	LOC108154009|XP_017139591.1|DMIR
OG0005672	LOC108021000|XP_016944956.1|DSUZ	LOC108161322|XP_017151042.1|DMIR
OG0005673	LOC108012873|XP_016933851.1|DSUZ	LOC108151030|XP_017134878.1|DMIR
OG0005674	LOC108013128|XP_036672101.1|DSUZ	LOC108152184|XP_017136815.1|DMIR
OG0005675	LOC108014552|XP_016936185.1|DSUZ	LOC108155848|XP_033245379.1|DMIR
OG0005676	LOC108014463|XP_016936074.2|DSUZ	LOC108152922|XP_017138091.1|DMIR
OG0005677	LOC108018228|XP_016941236.1|DSUZ	LOC108159742|XP_017148768.1|DMIR, LOC117193906|XP_033254472.1|DMIR
OG0005678	LOC108011542|XP_036673005.1|DSUZ	LOC108156139|XP_017142942.1|DMIR
OG0005679	LOC108004915|XP_036674035.1|DSUZ	LOC108154312|XP_017140058.1|DMIR
OG0005680	LOC108020977|XP_016944917.1|DSUZ	LOC108163669|XP_017154581.2|DMIR
OG0005681	LOC108004907|XP_016923482.2|DSUZ	LOC108154804|XP_017140691.1|DMIR
OG0005682	LOC108004900|XP_016923473.2|DSUZ	LOC108154800|XP_017140686.1|DMIR
OG0005683	LOC108005135|XP_036677004.1|DSUZ	LOC108151262|XP_017135272.1|DMIR
OG0005684	LOC108012393|XP_016933240.1|DSUZ	LOC108165491|XP_017157034.1|DMIR
OG0005685	LOC108015157|XP_016936923.1|DSUZ	LOC108152386|XP_017137172.1|DMIR
OG0005686	LOC118877952|XP_036674610.1|DSUZ, LOC108012049|XP_016932818.2|DSUZ	LOC108155984|XP_017142664.1|DMIR
OG0005687	LOC108020746|XP_036671740.1|DSUZ, LOC108020705|XP_036672484.1|DSUZ	LOC108153493|XP_017139029.1|DMIR
OG0005688	LOC108008553|XP_016927913.1|DSUZ	LOC108158792|XP_017146967.1|DMIR, LOC117192210|XP_033252771.1|DMIR
OG0005689	LOC108019963|XP_036676687.1|DSUZ	LOC108152490|XP_017137354.1|DMIR
OG0005690	LOC108020624|XP_016944463.2|DSUZ	LOC108154701|XP_033244171.1|DMIR
OG0005691	LOC108011513|XP_036674036.1|DSUZ	LOC108155362|XP_017141613.1|DMIR
OG0005692	LOC108021300|XP_016945441.1|DSUZ	LOC108163562|XP_017154415.1|DMIR
OG0005693	LOC108012421|XP_016933271.1|DSUZ	LOC108150914|XP_017134728.1|DMIR
OG0005694	LOC108013991|XP_036672740.1|DSUZ, LOC108013990|XP_036674445.1|DSUZ	LOC108157488|XP_017145074.1|DMIR
OG0005695	LOC108018629|XP_036673621.1|DSUZ	LOC108156802|XP_017143974.1|DMIR
OG0005696	LOC118877735|XP_036673623.1|DSUZ, LOC108018630|XP_036677921.1|DSUZ	LOC108156803|XP_017143979.1|DMIR
OG0005697	LOC108018624|XP_016941678.1|DSUZ, LOC118877733|XP_036673618.1|DSUZ	LOC108156653|XP_017143756.1|DMIR
OG0005698	LOC108009364|XP_016929154.1|DSUZ	LOC108159600|XP_017148543.1|DMIR
OG0005699	LOC108012100|XP_016932865.2|DSUZ	LOC108157226|XP_017144672.1|DMIR
OG0005700	LOC108016852|XP_016939200.1|DSUZ	LOC108163102|XP_017153684.2|DMIR
OG0005701	LOC108007085|XP_016926181.1|DSUZ	LOC108161767|XP_017151589.1|DMIR
OG0005702	LOC108013688|XP_016935095.1|DSUZ	LOC108164862|XP_017156286.1|DMIR
OG0005703	LOC108010268|XP_016930618.1|DSUZ	LOC108159871|XP_017148961.1|DMIR
OG0005704	LOC108015147|XP_016936908.1|DSUZ	LOC108152620|XP_017137583.1|DMIR
OG0005705	LOC108012954|XP_016933985.1|DSUZ	LOC108153678|XP_017139284.1|DMIR
OG0005706	LOC108006409|XP_016925421.2|DSUZ	LOC108155119|XP_017141250.1|DMIR
OG0005707	LOC108005324|XP_036676932.1|DSUZ	LOC108164814|XP_033248960.1|DMIR
OG0005708	LOC108015104|XP_016936837.1|DSUZ	LOC108150831|XP_017134628.1|DMIR
OG0005709	LOC108007213|XP_016926336.2|DSUZ	LOC108156317|XP_017143195.1|DMIR
OG0005710	LOC108020183|XP_036674376.1|DSUZ	LOC117186092|XP_033242082.1|DMIR, LOC108154223|XP_017139939.1|DMIR
OG0005711	LOC108005799|XP_016924618.1|DSUZ	LOC108153114|XP_017138390.1|DMIR
OG0005712	LOC108021337|XP_016945504.1|DSUZ	LOC108161803|XP_017151648.1|DMIR
OG0005713	LOC108014050|XP_036675584.1|DSUZ	LOC108157563|XP_017145170.1|DMIR
OG0005714	LOC108011481|XP_016932118.2|DSUZ	LOC108154763|XP_017140634.1|DMIR
OG0005715	LOC108017335|XP_036672937.1|DSUZ	LOC108155086|XP_017141195.1|DMIR
OG0005716	LOC108007982|XP_036672931.1|DSUZ	LOC108155909|XP_017142543.1|DMIR
OG0005717	LOC108006954|XP_036674913.1|DSUZ	LOC108157352|XP_033245524.1|DMIR, LOC108161235|XP_017150949.1|DMIR
OG0005718	LOC108007655|XP_016926867.2|DSUZ	LOC108155977|XP_017142655.1|DMIR
OG0005719	LOC108014049|XP_036675359.1|DSUZ	LOC108156596|XP_017143626.1|DMIR
OG0005720	LOC108014812|XP_016936497.2|DSUZ	LOC108154950|XP_017140945.1|DMIR
OG0005721	LOC108014072|XP_036675487.1|DSUZ	LOC108157460|XP_017145021.1|DMIR
OG0005722	LOC108017141|XP_016939610.1|DSUZ	LOC108155759|XP_017142289.1|DMIR
OG0005723	LOC108011232|XP_036675153.1|DSUZ	LOC108154294|XP_017140035.1|DMIR
OG0005724	LOC108018137|XP_016941083.1|DSUZ	LOC108160005|XP_033248382.1|DMIR
OG0005725	LOC108017338|XP_016939857.1|DSUZ	LOC108157071|XP_017144395.1|DMIR
OG0005726	LOC108006279|XP_016925224.1|DSUZ	LOC108165102|XP_017156647.1|DMIR
OG0005727	LOC108017100|XP_036674915.1|DSUZ	LOC108156006|XP_017142697.1|DMIR
OG0005728	LOC118877923|XP_036674392.1|DSUZ, LOC108017454|XP_016939977.2|DSUZ	LOC108154129|XP_017139752.1|DMIR
OG0005729	LOC108017504|XP_036674144.1|DSUZ	LOC108154122|XP_033245740.1|DMIR, LOC117187357|XP_033245741.1|DMIR
OG0005730	LOC108011562|XP_036673001.1|DSUZ	LOC108157104|XP_017144467.1|DMIR
OG0005731	LOC108011563|XP_016932221.2|DSUZ	LOC108157103|XP_017144466.1|DMIR
OG0005732	LOC108007369|XP_016926513.2|DSUZ	LOC108154273|XP_017140012.1|DMIR
OG0005733	LOC108007368|XP_016926512.2|DSUZ	LOC108154271|XP_017139998.1|DMIR
OG0005734	LOC108007928|XP_016927188.2|DSUZ	LOC108154963|XP_017140966.2|DMIR
OG0005735	LOC108013794|XP_036674931.1|DSUZ	LOC108157341|XP_017144847.1|DMIR
OG0005736	LOC108005734|XP_036675012.1|DSUZ	LOC108154738|XP_017140595.1|DMIR
OG0005737	LOC108017455|XP_036674253.1|DSUZ	LOC108155519|XP_017141854.1|DMIR
OG0005738	LOC108019478|XP_036675475.1|DSUZ	LOC108155110|XP_017141237.1|DMIR
OG0005739	LOC108010631|XP_036674726.1|DSUZ	LOC108155520|XP_017141855.1|DMIR
OG0005740	LOC108007237|XP_016926363.1|DSUZ	LOC108156854|XP_017144067.1|DMIR
OG0005741	LOC108014355|XP_016935929.1|DSUZ	LOC108155143|XP_017141286.1|DMIR
OG0005742	LOC108018638|XP_036673583.1|DSUZ	LOC108155456|XP_017141760.1|DMIR
OG0005743	LOC118877625|XP_036672978.1|DSUZ	LOC108156998|XP_017144281.1|DMIR
OG0005744	LOC108011552|XP_016932207.2|DSUZ	LOC108155213|XP_017141385.1|DMIR
OG0005745	LOC108011235|XP_036674845.1|DSUZ	LOC108154930|XP_033245097.1|DMIR
OG0005746	LOC108011240|XP_016931833.2|DSUZ	LOC108156768|XP_017143922.1|DMIR
OG0005747	LOC108011236|XP_016931829.1|DSUZ	LOC108156942|XP_017144194.1|DMIR
OG0005748	LOC108018619|XP_036673607.1|DSUZ	LOC108156979|XP_017144260.1|DMIR
OG0005749	LOC108005143|XP_036677248.1|DSUZ	LOC108152595|XP_017137539.1|DMIR
OG0005750	LOC108004873|XP_016923446.2|DSUZ	LOC108155870|XP_017142478.1|DMIR
OG0005751	LOC108005645|XP_016924448.1|DSUZ	LOC108151667|XP_017135895.1|DMIR
OG0005752	LOC108009599|XP_016929564.1|DSUZ	LOC117188386|XP_033248071.1|DMIR, LOC108159047|XP_017147465.2|DMIR
OG0005753	LOC108020922|XP_016944833.1|DSUZ	LOC108162185|XP_017152270.1|DMIR
OG0005754	LOC108009289|XP_016929008.1|DSUZ	LOC108160440|XP_017149939.1|DMIR
OG0005755	LOC108008328|XP_016927642.1|DSUZ	LOC108159117|XP_017147588.1|DMIR
OG0005756	LOC108014710|XP_016936366.2|DSUZ	LOC108155464|XP_017141773.1|DMIR
OG0005757	LOC118877651|XP_036673142.1|DSUZ	LOC108155676|XP_017142129.1|DMIR
OG0005758	LOC108006950|XP_016926041.1|DSUZ	LOC108155257|XP_017141443.1|DMIR
OG0005759	LOC108010587|XP_016930962.2|DSUZ	LOC108154071|XP_017139652.1|DMIR
OG0005760	LOC108014731|XP_036675340.1|DSUZ	LOC108155572|XP_017141963.1|DMIR
OG0005761	LOC108015590|XP_016937562.2|DSUZ	LOC108156585|XP_017143611.1|DMIR
OG0005762	LOC108006139|XP_016925083.2|DSUZ	LOC108156469|XP_017143422.1|DMIR
OG0005763	LOC108017888|XP_016940546.1|DSUZ	LOC117190077|XP_033251051.1|DMIR, LOC108159500|XP_017148334.1|DMIR
OG0005764	LOC108014376|XP_016935966.1|DSUZ	LOC108155706|XP_017142183.1|DMIR
OG0005765	LOC108004869|XP_036675089.1|DSUZ	LOC108155704|XP_017142171.1|DMIR
OG0005766	LOC108019482|XP_036675404.1|DSUZ	LOC108154208|XP_017139919.1|DMIR
OG0005767	LOC108007803|XP_036674620.1|DSUZ	LOC108157338|XP_033245531.1|DMIR
OG0005768	LOC108015045|XP_016936772.1|DSUZ	LOC108164674|XP_017156016.1|DMIR
OG0005769	LOC108006747|XP_016925788.2|DSUZ	LOC108156352|XP_017143242.1|DMIR
OG0005770	LOC108018724|XP_036673293.1|DSUZ	LOC108156488|XP_017143461.2|DMIR
OG0005771	LOC108015448|XP_036675495.1|DSUZ	LOC108156076|XP_017142851.1|DMIR
OG0005772	LOC108006091|XP_016925026.2|DSUZ	LOC108155931|XP_017142576.1|DMIR
OG0005773	LOC108014542|XP_036673338.1|DSUZ	LOC108156169|XP_017142988.1|DMIR
OG0005774	LOC108006029|XP_036674585.1|DSUZ	LOC108155498|XP_017141817.1|DMIR
OG0005775	LOC108005790|XP_016924609.1|DSUZ	LOC108153005|XP_017138236.1|DMIR
OG0005776	LOC108012448|XP_016933306.1|DSUZ	LOC108153199|XP_033242183.1|DMIR
OG0005777	LOC108005578|XP_016924372.1|DSUZ	LOC108162095|XP_017152146.1|DMIR
OG0005779	LOC108006432|XP_036673208.1|DSUZ	LOC108156148|XP_017142960.1|DMIR
OG0005780	LOC108014655|XP_036671485.1|DSUZ	LOC108151545|XP_017135694.1|DMIR
OG0005781	LOC108020135|XP_036670756.1|DSUZ	LOC108150852|XP_017134644.2|DMIR
OG0005782	LOC108015910|XP_016937971.2|DSUZ, LOC108018263|XP_036678189.1|DSUZ	LOC108151774|XP_017136108.1|DMIR
OG0005783	LOC108008402|XP_016927736.1|DSUZ	LOC117192853|XP_033253497.1|DMIR, LOC117193418|XP_033254062.1|DMIR, LOC108160589|XP_017150173.1|DMIR
OG0005784	LOC108015522|XP_016937479.1|DSUZ	LOC108156822|XP_017144008.1|DMIR
OG0005785	LOC108011767|XP_036675393.1|DSUZ	LOC108156845|XP_017144051.1|DMIR
OG0005786	LOC108019287|XP_016942590.2|DSUZ	LOC108156171|XP_017142990.1|DMIR
OG0005787	LOC108013792|XP_036674970.1|DSUZ	LOC108155846|XP_033245380.1|DMIR
OG0005788	LOC108010010|XP_016930291.1|DSUZ	LOC108158587|XP_017146527.1|DMIR
OG0005789	LOC108017660|XP_016940256.1|DSUZ	LOC108154974|XP_017140982.1|DMIR
OG0005790	LOC108015487|XP_016937408.2|DSUZ	LOC108155448|XP_017141753.1|DMIR
OG0005791	LOC108004889|XP_036673986.1|DSUZ	LOC108154798|XP_017140683.1|DMIR
OG0005792	LOC108004892|XP_036673987.1|DSUZ	LOC108154805|XP_017140692.1|DMIR
OG0005793	LOC108014557|XP_016936192.2|DSUZ	LOC108156164|XP_017142981.1|DMIR
OG0005794	LOC108009544|XP_016929475.1|DSUZ	LOC117192816|XP_033253467.1|DMIR, LOC108159512|XP_017148361.1|DMIR, LOC117192793|XP_033253441.1|DMIR
OG0005795	LOC108004956|XP_016923547.2|DSUZ	LOC108154134|XP_017139756.1|DMIR
OG0005796	LOC108005906|XP_036670885.1|DSUZ	LOC108153075|XP_017138345.1|DMIR
OG0005797	LOC108012252|XP_036672362.1|DSUZ	LOC108152641|XP_017137621.1|DMIR
OG0005798	LOC108017491|XP_016940031.2|DSUZ	LOC108154112|XP_017139726.1|DMIR
OG0005799	LOC108016362|XP_036675197.1|DSUZ, LOC118877610|XP_036672852.1|DSUZ	LOC108154651|XP_033244390.1|DMIR
OG0005800	LOC108016369|XP_016938499.1|DSUZ, LOC118877572|XP_036672712.1|DSUZ	LOC108154656|XP_017140482.1|DMIR
OG0005801	LOC118878082|XP_036675241.1|DSUZ, LOC108016368|XP_016938498.2|DSUZ	LOC108154655|XP_017140481.1|DMIR
OG0005802	LOC108017080|XP_036673421.1|DSUZ	LOC108155283|XP_017141488.1|DMIR
OG0005803	LOC108017450|XP_036674736.1|DSUZ	LOC108154652|XP_017140473.1|DMIR
OG0005804	LOC118877718|XP_036673530.1|DSUZ	LOC108154951|XP_017140947.1|DMIR
OG0005805	LOC108009715|XP_016929765.1|DSUZ	LOC108159990|XP_017149187.1|DMIR, LOC117185704|XP_033253402.1|DMIR
OG0005806	LOC108020637|XP_016944478.1|DSUZ	LOC108156858|XP_017144074.1|DMIR
OG0005807	LOC108012171|XP_036673206.1|DSUZ	LOC108154408|XP_017140167.2|DMIR
OG0005808	LOC108005283|XP_016923969.1|DSUZ	LOC108155806|XP_033248819.1|DMIR
OG0005809	LOC108012827|XP_016933766.1|DSUZ	LOC108151769|XP_017136102.1|DMIR
OG0005810	LOC118877612|XP_036672858.1|DSUZ, LOC108016366|XP_016938496.1|DSUZ	LOC108154660|XP_017140485.1|DMIR
OG0005811	LOC108016367|XP_016938497.2|DSUZ, LOC108016355|XP_036675203.1|DSUZ	LOC108154661|XP_017140486.1|DMIR
OG0005812	LOC108008014|XP_036673998.1|DSUZ	LOC108154113|XP_017139727.1|DMIR
OG0005813	LOC108013907|XP_016935400.2|DSUZ	LOC108155241|XP_017141419.1|DMIR
OG0005814	LOC108004868|XP_016923438.1|DSUZ	LOC108155873|XP_017142481.1|DMIR
OG0005815	LOC108018009|XP_016940856.2|DSUZ	LOC108159918|XP_017149043.1|DMIR
OG0005816	LOC108010809|XP_036675250.1|DSUZ	LOC108156482|XP_033245219.1|DMIR
OG0005817	LOC108006112|XP_016925047.2|DSUZ	LOC108155929|XP_017142575.1|DMIR
OG0005818	LOC108016304|XP_036675488.1|DSUZ	LOC108157686|XP_017145342.1|DMIR
OG0005819	LOC108017136|XP_016939602.1|DSUZ	LOC108155081|XP_017141188.1|DMIR
OG0005820	LOC108017137|XP_016939603.1|DSUZ	LOC108155082|XP_017141189.1|DMIR
OG0005821	LOC108017140|XP_016939609.2|DSUZ	LOC108156885|XP_017144109.1|DMIR
OG0005822	LOC108006176|XP_016925103.1|DSUZ	LOC108163838|XP_017154839.1|DMIR
OG0005823	LOC108016602|XP_016938781.1|DSUZ	LOC108164560|XP_017155865.1|DMIR
OG0005824	LOC108015726|XP_016937755.1|DSUZ	LOC108155382|XP_017141646.1|DMIR
OG0005825	LOC108016390|XP_036672017.1|DSUZ	LOC108152758|XP_017137810.1|DMIR
OG0005826	LOC108020600|XP_036678230.1|DSUZ, LOC118879221|XP_036678007.1|DSUZ, LOC118879459|XP_036678231.1|DSUZ	LOC108157224|XP_017144671.1|DMIR
OG0005827	LOC108019978|XP_016943551.1|DSUZ	LOC108156348|XP_017143238.1|DMIR
OG0005828	LOC108012561|XP_016933465.1|DSUZ	LOC108165498|XP_017157045.1|DMIR
OG0005829	LOC108018554|XP_036672963.1|DSUZ	LOC108156810|XP_017143992.1|DMIR
OG0005830	LOC108020050|XP_016943635.1|DSUZ	LOC108152687|XP_017137679.1|DMIR
OG0005831	LOC108020029|XP_036671387.1|DSUZ	LOC108153610|XP_017139197.1|DMIR
OG0005832	LOC108010759|XP_036672047.1|DSUZ	LOC108153275|XP_017138633.1|DMIR
OG0005833	LOC108020021|XP_036671788.1|DSUZ	LOC108151533|XP_017135675.1|DMIR
OG0005834	LOC108020045|XP_016943630.1|DSUZ	LOC108151538|XP_017135682.1|DMIR
OG0005835	LOC108018429|XP_036671921.1|DSUZ	LOC108153404|XP_017138886.1|DMIR
OG0005836	LOC108013635|XP_016935069.1|DSUZ	LOC108151867|XP_017136245.1|DMIR
OG0005837	LOC108020661|XP_016944510.2|DSUZ	LOC108155678|XP_033245760.1|DMIR
OG0005838	LOC108011395|XP_016932004.1|DSUZ	LOC108157036|XP_017144337.1|DMIR
OG0005839	LOC108021183|XP_016945253.1|DSUZ	LOC108161716|XP_017151524.2|DMIR
OG0005840	LOC108018592|XP_036673549.1|DSUZ	LOC108155452|XP_017141757.1|DMIR
OG0005841	LOC108019970|XP_036675080.1|DSUZ	LOC108153855|XP_017139443.1|DMIR
OG0005842	LOC108016674|XP_016938881.1|DSUZ	LOC108164844|XP_017156262.1|DMIR
OG0005843	LOC108013451|XP_016934817.1|DSUZ	LOC108152500|XP_017137363.1|DMIR
OG0005844	LOC108020728|XP_016944588.2|DSUZ	LOC108151415|XP_017135492.1|DMIR
OG0005845	LOC108006953|XP_016926047.2|DSUZ	LOC108155258|XP_017141445.2|DMIR
OG0005846	LOC108018525|XP_036673083.1|DSUZ	LOC108154591|XP_017140383.1|DMIR
OG0005847	LOC108011557|XP_036672964.1|DSUZ	LOC108155208|XP_017141377.1|DMIR
OG0005848	LOC108019122|XP_016942342.1|DSUZ	LOC117186414|XP_033243070.1|DMIR
OG0005849	LOC108005330|XP_036677172.1|DSUZ	LOC108164890|XP_033247832.1|DMIR
OG0005850	LOC108006319|XP_016925310.1|DSUZ	LOC108160665|XP_017150300.1|DMIR
OG0005851	LOC108021096|XP_016945111.1|DSUZ	LOC108161909|XP_017151801.1|DMIR
OG0005852	LOC108010624|XP_016931005.2|DSUZ	LOC108155407|XP_017141692.1|DMIR
OG0005853	LOC108016867|XP_016939230.1|DSUZ	LOC108154897|XP_017140839.1|DMIR
OG0005854	LOC108016360|XP_016938482.1|DSUZ, LOC118877611|XP_036672857.1|DSUZ	LOC108154657|XP_017140483.1|DMIR
OG0005855	LOC108016561|XP_036676521.1|DSUZ	LOC108164788|XP_033248038.1|DMIR
OG0005856	LOC108019080|XP_016942232.1|DSUZ	LOC117186837|XP_033244025.1|DMIR
OG0005857	LOC108015967|XP_016938038.1|DSUZ	LOC108154803|XP_017140690.1|DMIR
OG0005858	LOC108019277|XP_036673821.1|DSUZ	LOC108156999|XP_017144282.1|DMIR
OG0005859	LOC108005615|XP_016924417.1|DSUZ	LOC108162224|XP_017152334.1|DMIR
OG0005860	LOC108017128|XP_036674789.1|DSUZ	LOC108156541|XP_017143536.1|DMIR
OG0005861	LOC108010804|XP_036675621.1|DSUZ	LOC108155928|XP_033245674.1|DMIR
OG0005862	LOC108019579|XP_016942905.1|DSUZ	LOC108160592|XP_033246884.1|DMIR, LOC117191595|XP_033252309.1|DMIR
OG0005863	LOC108009581|XP_016929537.1|DSUZ	LOC108158712|XP_017146744.1|DMIR
OG0005864	LOC108018556|XP_036673039.1|DSUZ	LOC108154594|XP_017140397.1|DMIR
OG0005865	LOC118877851|XP_036674025.1|DSUZ	LOC108154107|XP_017139719.1|DMIR
OG0005866	LOC108010291|XP_016930650.1|DSUZ	LOC108159848|XP_017148927.1|DMIR
OG0005867	LOC108021054|XP_016945050.1|DSUZ	LOC108162973|XP_017153462.1|DMIR
OG0005868	LOC108008366|XP_016927692.1|DSUZ	LOC108158542|XP_017146440.2|DMIR, LOC117185743|XP_033247242.1|DMIR
OG0005869	LOC108016613|XP_016938793.1|DSUZ	LOC108164736|XP_017156118.1|DMIR
OG0005870	LOC108016934|XP_016939353.1|DSUZ	LOC108164582|XP_017155896.1|DMIR
OG0005871	LOC108005164|XP_016923828.1|DSUZ	LOC108163716|XP_017154657.1|DMIR
OG0005872	LOC108018578|XP_036672907.1|DSUZ	LOC108156245|XP_017143083.1|DMIR
OG0005873	LOC108016375|XP_036672953.1|DSUZ	LOC108154944|XP_017140930.1|DMIR
OG0005874	LOC108019139|XP_016942372.1|DSUZ	LOC117186114|XP_033242124.1|DMIR
OG0005875	LOC108019925|XP_016943524.1|DSUZ	LOC117190492|XP_033251449.1|DMIR, LOC117191637|XP_033252339.1|DMIR, LOC117191759|XP_033252425.1|DMIR, LOC108158854|XP_017147074.1|DMIR
OG0005876	LOC108016568|XP_036676349.1|DSUZ	LOC108165464|XP_033242767.1|DMIR
OG0005877	LOC118876747|XP_036676382.1|DSUZ	LOC117186122|XP_033242147.1|DMIR
OG0005878	LOC108005386|XP_036677264.1|DSUZ	LOC108153079|XP_017138351.1|DMIR
OG0005879	LOC108016614|XP_016938794.1|DSUZ	LOC108162337|XP_017152522.1|DMIR
OG0005880	LOC108017634|XP_016940227.2|DSUZ	LOC108153004|XP_017138235.1|DMIR
OG0005881	LOC108012617|XP_016933526.1|DSUZ	LOC108153280|XP_017138637.1|DMIR
OG0005882	LOC108006345|XP_016925349.1|DSUZ	LOC108164729|XP_017156111.1|DMIR
OG0005883	LOC108012853|XP_016933808.1|DSUZ	LOC108151215|XP_017135184.1|DMIR
OG0005884	LOC108012378|XP_016933222.1|DSUZ	LOC108153148|XP_017138439.1|DMIR
