Orthogroup	DSUZ.longest_only	AALB.longest_only
OG0004406	LOC108012998|XP_016934066.1|DSUZ	LOC118466102|XP_035790913.1|AALB
OG0004407	LOC108018001|XP_016940840.1|DSUZ	LOC118464234|XP_035787311.1|AALB
OG0004408	LOC108012590|XP_016933498.1|DSUZ	LOC118463141|XP_035785397.1|AALB
OG0004409	LOC108020356|XP_016944043.1|DSUZ	LOC118463375|XP_035785793.1|AALB
OG0004410	LOC108009056|XP_016928550.1|DSUZ	LOC118465665|XP_035789976.1|AALB
OG0004412	LOC108007456|XP_016926613.2|DSUZ	LOC118464761|XP_035788273.1|AALB
OG0004413	LOC108010190|XP_016930522.1|DSUZ	LOC118462968|XP_035785027.1|AALB
OG0004414	LOC108008491|XP_016927840.1|DSUZ	LOC118464205|XP_035787261.1|AALB
OG0004415	LOC108009718|XP_016929769.1|DSUZ	LOC118465274|XP_035789204.1|AALB
OG0004416	LOC108018216|XP_016941223.1|DSUZ	LOC118465782|XP_035790208.1|AALB
OG0004417	LOC108017287|XP_016939793.2|DSUZ	LOC118465778|XP_035790196.1|AALB
OG0004418	LOC108018089|XP_036669805.1|DSUZ	LOC118465776|XP_035790183.1|AALB
OG0004419	LOC108019577|XP_036669809.1|DSUZ	LOC118463528|XP_035786031.1|AALB, LOC118463798|XP_035786543.1|AALB
OG0004420	LOC108019641|XP_016943014.1|DSUZ	LOC118466953|XP_035792746.1|AALB
OG0004421	LOC108010500|XP_016930861.2|DSUZ	LOC118466825|XP_035792509.1|AALB
OG0004422	LOC108004799|XP_016923340.1|DSUZ	LOC118466718|XP_035792276.1|AALB
OG0004424	LOC108009745|XP_016929829.1|DSUZ	LOC118462774|XP_035784639.1|AALB
OG0004425	LOC108013071|XP_036672113.1|DSUZ	LOC118462776|XP_035784642.1|AALB
OG0004426	LOC108013193|XP_016934390.1|DSUZ	LOC118462778|XP_035784646.1|AALB
OG0004427	LOC108014020|XP_016935519.2|DSUZ	LOC118462902|XP_035784893.1|AALB
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	LOC118463629|XP_035786229.1|AALB
OG0004429	LOC108005279|XP_016923962.1|DSUZ	LOC118467252|XP_035793427.1|AALB
OG0004430	LOC108013270|XP_016934526.1|DSUZ	LOC118465144|XP_035788976.1|AALB
OG0004431	LOC108018571|XP_016941616.2|DSUZ	LOC118465686|XP_035790010.1|AALB
OG0004432	LOC108018569|XP_016941614.2|DSUZ	LOC118465678|XP_035790002.1|AALB
OG0004433	LOC108017616|XP_036671718.1|DSUZ	LOC118465334|XP_035789371.1|AALB
OG0004434	LOC108019661|XP_016943041.1|DSUZ	LOC118461056|XP_035781839.1|AALB
OG0004435	LOC108010314|XP_016930699.1|DSUZ	LOC118467926|XP_035794775.1|AALB
OG0004436	LOC108009712|XP_016929758.2|DSUZ	LOC118466574|XP_035792013.1|AALB
OG0004437	LOC108008690|XP_016928073.1|DSUZ	LOC118465425|XP_035789547.1|AALB
OG0004438	LOC108010107|XP_016930417.1|DSUZ	LOC118467297|XP_035793507.1|AALB
OG0004439	LOC108010105|XP_016930415.1|DSUZ	LOC118467296|XP_035793506.1|AALB
OG0004440	LOC108009061|XP_016928555.1|DSUZ	LOC118465973|XP_035790626.1|AALB
OG0004441	LOC108007855|XP_016927110.1|DSUZ	LOC118464984|XP_035788714.1|AALB
OG0004442	LOC108009822|XP_016929995.1|DSUZ	LOC118463797|XP_035786539.1|AALB
OG0004443	LOC108013466|XP_016934831.1|DSUZ	LOC118464501|XP_035787829.1|AALB
OG0004444	LOC108008453|XP_016927795.1|DSUZ	LOC118467310|XP_035793537.1|AALB
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC118463082|XP_035785238.1|AALB
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC118464678|XP_035788088.1|AALB
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC118466955|XP_035792748.1|AALB
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC118467423|XP_035793802.1|AALB
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC118465152|XP_035788990.1|AALB
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC118463059|XP_035785205.1|AALB
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC118466867|XP_035792604.1|AALB
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC118466870|XP_035792610.1|AALB
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC118466864|XP_035792593.1|AALB
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC118463444|XP_035785921.1|AALB
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC118467943|XP_035794805.1|AALB
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC118464247|XP_035787342.1|AALB
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC118464248|XP_035787343.1|AALB
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC118467298|XP_035793508.1|AALB
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC118463336|XP_035785741.1|AALB
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC118462723|XP_035784560.1|AALB
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC118462716|XP_035784548.1|AALB
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC118465821|XP_035790300.1|AALB
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC118465825|XP_035790305.1|AALB
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC118465818|XP_035790290.1|AALB
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC118465330|XP_035789368.1|AALB
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC118465095|XP_035788899.1|AALB
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC118465193|XP_035789053.1|AALB
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC118466315|XP_035791320.1|AALB
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC118466325|XP_035791332.1|AALB
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC118467775|XP_035794500.1|AALB
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC118465575|XP_035789831.1|AALB
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC118466501|XP_035791822.1|AALB
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC118466500|XP_035791821.1|AALB
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC118466499|XP_035791820.1|AALB
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC118465237|XP_035789143.1|AALB
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC118465984|XP_035790657.1|AALB
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC118465977|XP_035790631.1|AALB
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC118466557|XP_035791992.1|AALB
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC118463222|XP_035785565.1|AALB
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC118464201|XP_035787253.1|AALB
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC118465315|XP_035789329.1|AALB
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC118458597|XP_035777165.1|AALB
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC118456845|XP_035773834.1|AALB
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC118468398|XP_035795055.1|AALB
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC118465735|XP_035790089.1|AALB
OG0004487	LOC108006820|XP_036671801.1|DSUZ	LOC118466360|XP_035791420.1|AALB
OG0004488	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ	LOC118464608|XP_035787946.1|AALB
OG0004504	LOC108014505|XP_016936132.1|DSUZ	LOC118467646|XP_035794274.1|AALB
OG0004505	LOC108017206|XP_036674303.1|DSUZ	LOC118462419|XP_035784019.1|AALB
OG0004506	LOC108014823|XP_016936510.1|DSUZ	LOC118460235|XP_035780282.1|AALB
OG0004507	LOC108016019|XP_016938103.1|DSUZ	LOC118459163|XP_035778181.1|AALB
OG0004508	LOC108018341|XP_036675432.1|DSUZ	LOC118459141|XP_035778116.1|AALB
OG0004509	LOC108010699|XP_016931098.2|DSUZ	LOC118456379|XP_035772959.1|AALB
OG0004510	LOC108011141|XP_016931712.1|DSUZ	LOC118462151|XP_035783997.1|AALB
OG0004511	LOC108006610|XP_036673215.1|DSUZ	LOC118464301|XP_035787483.1|AALB
OG0004512	LOC108020382|XP_016944125.1|DSUZ	LOC118456316|XP_035772852.1|AALB
OG0004513	LOC108020407|XP_016944190.1|DSUZ	LOC118459015|XP_035777914.1|AALB
OG0004514	LOC108020372|XP_016944093.1|DSUZ	LOC118462866|XP_035784821.1|AALB
OG0004515	LOC108006561|XP_016925581.1|DSUZ	LOC118466255|XP_035791201.1|AALB
OG0004516	LOC108005177|XP_016923843.1|DSUZ	LOC118461442|XP_035782657.1|AALB
OG0004517	LOC108016841|XP_016939166.1|DSUZ	LOC118461395|XP_035782594.1|AALB
OG0004518	LOC108018848|XP_036676679.1|DSUZ	LOC118464528|XP_035787861.1|AALB
OG0004519	LOC108014785|XP_036674298.1|DSUZ	LOC118463497|XP_035785989.1|AALB
OG0004520	LOC108018969|XP_016942060.1|DSUZ	LOC118464870|XP_035788492.1|AALB
OG0004521	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ	LOC118467813|XP_035794582.1|AALB
OG0004522	LOC108015018|XP_016936735.1|DSUZ	LOC118459085|XP_035778042.1|AALB
OG0004523	LOC108015738|XP_036675276.1|DSUZ	LOC118463585|XP_035786125.1|AALB
OG0004524	LOC108015318|XP_016937197.1|DSUZ	LOC118461269|XP_035782338.1|AALB
OG0004525	LOC108013707|XP_016935117.1|DSUZ	LOC118456737|XP_035773682.1|AALB
OG0004526	LOC108016913|XP_016939322.2|DSUZ	LOC118456707|XP_035773638.1|AALB
OG0004527	LOC108018904|XP_016941984.1|DSUZ	LOC118463953|XP_035786828.1|AALB
OG0004528	LOC108015330|XP_016937220.1|DSUZ	LOC118461672|XP_035783157.1|AALB
OG0004529	LOC108011143|XP_016931716.1|DSUZ	LOC118468306|XP_035794939.1|AALB
OG0004530	LOC108005173|XP_016923836.1|DSUZ	LOC118467549|XP_035794040.1|AALB, LOC118464746|XP_035788290.1|AALB
OG0004531	LOC108020498|XP_036673137.1|DSUZ	LOC118461079|XP_035781868.1|AALB
OG0004532	LOC108005335|XP_016924053.1|DSUZ	LOC118464843|XP_035788444.1|AALB
OG0004533	LOC108005208|XP_016923885.1|DSUZ	LOC118458929|XP_035777795.1|AALB
OG0004534	LOC108017966|XP_016940729.1|DSUZ	LOC118458198|XP_035776336.1|AALB
OG0004535	LOC108005634|XP_016924435.1|DSUZ	LOC118461882|XP_035783615.1|AALB
OG0004536	LOC108014953|XP_036676639.1|DSUZ	LOC118461797|XP_035783434.1|AALB
OG0004537	LOC108016880|XP_016939261.1|DSUZ	LOC118461347|XP_035782462.1|AALB
OG0004538	LOC108010015|XP_016930295.1|DSUZ	LOC118463153|XP_035785427.1|AALB
OG0004539	LOC108007805|XP_036674463.1|DSUZ	LOC118462955|XP_035785002.1|AALB
OG0004540	LOC108004750|XP_016923275.1|DSUZ	LOC118462673|XP_035784465.1|AALB
OG0004541	LOC108008229|XP_036669042.1|DSUZ	LOC118465214|XP_035789102.1|AALB
OG0004542	LOC108015341|XP_016937235.1|DSUZ	LOC118466062|XP_035790818.1|AALB
OG0004543	LOC108004765|XP_016923296.1|DSUZ	LOC118462473|XP_035784067.1|AALB
OG0004544	LOC108016940|XP_016939359.1|DSUZ	LOC118458630|XP_035777216.1|AALB
OG0004545	LOC118877635|XP_036673030.1|DSUZ	LOC118463871|XP_035786682.1|AALB
OG0004546	LOC108019877|XP_016943436.1|DSUZ	LOC118462037|XP_035783904.1|AALB
OG0004547	LOC108016772|XP_016939026.1|DSUZ	LOC118457715|XP_035775398.1|AALB
OG0004548	LOC108015228|XP_016937061.1|DSUZ	LOC118459094|XP_035778054.1|AALB
OG0004549	LOC108016819|XP_016939119.1|DSUZ	LOC118460410|XP_035780594.1|AALB
OG0004550	LOC108018944|XP_016942031.1|DSUZ	LOC118465293|XP_035789242.1|AALB
OG0004551	LOC108009430|XP_016929252.1|DSUZ	LOC118465661|XP_035789973.1|AALB, LOC118463214|XP_035785550.1|AALB
OG0004552	LOC108016868|XP_036676130.1|DSUZ	LOC118464875|XP_035788507.1|AALB
OG0004553	LOC108013116|XP_016934262.1|DSUZ	LOC118463593|XP_035786145.1|AALB
OG0004554	LOC108019136|XP_016942368.1|DSUZ	LOC118459599|XP_035779040.1|AALB
OG0004556	LOC108015353|XP_016937253.1|DSUZ	LOC118461421|XP_035782623.1|AALB
OG0004558	LOC108007882|XP_016927139.1|DSUZ	LOC118465029|XP_035788790.1|AALB
OG0004559	LOC108007842|XP_016927094.2|DSUZ	LOC118466556|XP_035791991.1|AALB
OG0004560	LOC108014482|XP_016936101.1|DSUZ	LOC118465323|XP_035789353.1|AALB
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	LOC118459758|XP_035779348.1|AALB
OG0004562	LOC108005982|XP_016924912.2|DSUZ	LOC118465957|XP_035790595.1|AALB
OG0004563	LOC108006428|XP_036673460.1|DSUZ	LOC118465919|XP_035790509.1|AALB
OG0004564	LOC108015581|XP_036672851.1|DSUZ	LOC118465931|XP_035790532.1|AALB
OG0004565	LOC108015723|XP_036674060.1|DSUZ	LOC118462572|XP_035784272.1|AALB
OG0004566	LOC108019158|XP_016942398.1|DSUZ	LOC118460349|XP_035780480.1|AALB
OG0004567	LOC108019062|XP_016942187.1|DSUZ	LOC118467245|XP_035793407.1|AALB, LOC118468609|XP_035795500.1|AALB
OG0004568	LOC108016871|XP_016939240.1|DSUZ	LOC118461353|XP_035782475.1|AALB
OG0004569	LOC108011641|XP_036673644.1|DSUZ	LOC118459818|XP_035779468.1|AALB
OG0004570	LOC108009344|XP_016929121.1|DSUZ	LOC118461211|XP_035782212.1|AALB
OG0004571	LOC108010462|XP_016930821.1|DSUZ	LOC118464356|XP_035787576.1|AALB
OG0004572	LOC108021345|XP_036676927.1|DSUZ	LOC118468793|XP_035795894.1|AALB
OG0004573	LOC108005696|XP_016924512.2|DSUZ	LOC118464682|XP_035788101.1|AALB
OG0004574	LOC108004572|XP_016922997.1|DSUZ	LOC118466219|XP_035791137.1|AALB
OG0004575	LOC108004709|XP_036676973.1|DSUZ	LOC118459874|XP_035779559.1|AALB
OG0004576	LOC108006111|XP_016925046.1|DSUZ	LOC118456822|XP_035773812.1|AALB
OG0004578	LOC108004715|XP_016923219.1|DSUZ	LOC118458869|XP_035777715.1|AALB
OG0004580	LOC108018307|XP_036674750.1|DSUZ	LOC118460457|XP_035780673.1|AALB
OG0004581	LOC108014479|XP_036673226.1|DSUZ	LOC118458283|XP_035776502.1|AALB
OG0004582	LOC108012141|XP_036675529.1|DSUZ	LOC118457018|XP_035774147.1|AALB
OG0004583	LOC108015351|XP_016937251.1|DSUZ	LOC118458990|XP_035777886.1|AALB
OG0004584	LOC108008478|XP_016927823.1|DSUZ	LOC118457086|XP_035774269.1|AALB
OG0004585	LOC108015499|XP_016937441.1|DSUZ	LOC118465715|XP_035790045.1|AALB
OG0004586	LOC108016890|XP_016939283.1|DSUZ	LOC118463038|XP_035785179.1|AALB
OG0004587	LOC108010858|XP_036675684.1|DSUZ	LOC118458592|XP_035777157.1|AALB
OG0004588	LOC108010864|XP_016931330.1|DSUZ	LOC118460238|XP_035780287.1|AALB
OG0004589	LOC108005076|XP_016923707.1|DSUZ	LOC118461680|XP_035783167.1|AALB
OG0004590	LOC108015495|XP_036675266.1|DSUZ	LOC118461225|XP_035782207.1|AALB
OG0004591	LOC108015503|XP_036675379.1|DSUZ	LOC118461216|XP_035782179.1|AALB
OG0004592	LOC108006531|XP_016925544.1|DSUZ	LOC118457580|XP_035775155.1|AALB
OG0004593	LOC108006282|XP_016925228.1|DSUZ	LOC118457613|XP_035775222.1|AALB
OG0004594	LOC108015176|XP_016936948.1|DSUZ	LOC118458807|XP_035777572.1|AALB
OG0004595	LOC108005158|XP_016923822.1|DSUZ	LOC118461127|XP_035781977.1|AALB, LOC118465052|XP_035788827.1|AALB
OG0004596	LOC108016932|XP_036676076.1|DSUZ	LOC118466729|XP_035792348.1|AALB
OG0004597	LOC108016864|XP_016939222.1|DSUZ	LOC118459311|XP_035778454.1|AALB
OG0004598	LOC108005624|XP_016924423.1|DSUZ	LOC118465554|XP_035789784.1|AALB
OG0004600	LOC108005327|XP_016924044.1|DSUZ	LOC118466267|XP_035791270.1|AALB
OG0004601	LOC108005220|XP_016923900.1|DSUZ	LOC118461874|XP_035783603.1|AALB
OG0004602	LOC108015214|XP_016937041.1|DSUZ	LOC118461250|XP_035782259.1|AALB, LOC118463348|XP_035785758.1|AALB
OG0004603	LOC108021296|XP_016945432.1|DSUZ	LOC118458199|XP_035776340.1|AALB
OG0004604	LOC108015033|XP_016936753.1|DSUZ	LOC118459617|XP_035779085.1|AALB
OG0004605	LOC108014963|XP_036676828.1|DSUZ	LOC118456225|XP_035772742.1|AALB
OG0004606	LOC108015584|XP_036672605.1|DSUZ	LOC118468504|XP_035795232.1|AALB
OG0004607	LOC108019012|XP_016942113.1|DSUZ	LOC118467267|XP_035793491.1|AALB
OG0004608	LOC108011137|XP_036676881.1|DSUZ	LOC118458492|XP_035776941.1|AALB
OG0004609	LOC108006268|XP_016925205.1|DSUZ	LOC118460652|XP_035781012.1|AALB
OG0004610	LOC108017257|XP_036675280.1|DSUZ	LOC118458542|XP_035777031.1|AALB
OG0004611	LOC108017267|XP_036675391.1|DSUZ	LOC118466424|XP_035791601.1|AALB
OG0004612	LOC108017238|XP_016939723.1|DSUZ	LOC118466460|XP_035791714.1|AALB
OG0004613	LOC108014478|XP_036673225.1|DSUZ	LOC118460043|XP_035779944.1|AALB
OG0004614	LOC108013678|XP_016935086.1|DSUZ	LOC118462548|XP_035784210.1|AALB
OG0004615	LOC108019159|XP_016942399.1|DSUZ	LOC118465788|XP_035790221.1|AALB
OG0004616	LOC108016620|XP_016938803.1|DSUZ	LOC118465639|XP_035789939.1|AALB
OG0004617	LOC108021318|XP_016945470.1|DSUZ	LOC118456780|XP_035773752.1|AALB
OG0004619	LOC108018577|XP_016941624.2|DSUZ	LOC118466579|XP_035792022.1|AALB
OG0004620	LOC108013832|XP_016935303.2|DSUZ	LOC118468785|XP_035795880.1|AALB
OG0004621	LOC108016509|XP_016938672.1|DSUZ	LOC118462230|XP_035784004.1|AALB
OG0004622	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ	LOC118461860|XP_035783560.1|AALB
OG0004623	LOC108007561|XP_016926742.1|DSUZ	LOC118461916|XP_035783673.1|AALB
OG0004624	LOC108016247|XP_016938359.1|DSUZ	LOC118457293|XP_035774656.1|AALB
OG0004625	LOC108005113|XP_036677206.1|DSUZ	LOC118461923|XP_035783730.1|AALB
OG0004626	LOC108020180|XP_016943773.1|DSUZ	LOC118457121|XP_035774331.1|AALB
OG0004627	LOC108020014|XP_036671456.1|DSUZ	LOC118461710|XP_035783236.1|AALB
OG0004628	LOC108017000|XP_016939436.1|DSUZ	LOC118460357|XP_035780499.1|AALB
OG0004629	LOC108015605|XP_036674076.1|DSUZ	LOC118464122|XP_035787144.1|AALB
OG0004630	LOC108015489|XP_036675387.1|DSUZ	LOC118463285|XP_035785660.1|AALB
OG0004632	LOC108020298|XP_036677879.1|DSUZ	LOC118462674|XP_035784466.1|AALB
OG0004634	LOC108014317|XP_016935878.1|DSUZ	LOC118465732|XP_035790091.1|AALB
OG0004635	LOC108015171|XP_016936943.2|DSUZ	LOC118458002|XP_035775974.1|AALB
OG0004636	LOC108011220|XP_016931803.2|DSUZ	LOC118464539|XP_035787907.1|AALB
OG0004637	LOC108016794|XP_036676661.1|DSUZ	LOC118465910|XP_035790936.1|AALB
OG0004639	LOC118878108|XP_036675402.1|DSUZ	LOC118465680|XP_035790007.1|AALB
OG0004640	LOC108016126|XP_036675469.1|DSUZ	LOC118465377|XP_035789472.1|AALB
OG0004641	LOC108005168|XP_016923832.1|DSUZ	LOC118456880|XP_035773885.1|AALB
OG0004642	LOC108016796|XP_016939058.1|DSUZ	LOC118462527|XP_035784172.1|AALB
OG0004644	LOC108015372|XP_016937279.1|DSUZ	LOC118462529|XP_035784175.1|AALB
OG0004645	LOC108020303|XP_016943926.1|DSUZ	LOC118467759|XP_035794480.1|AALB
OG0004646	LOC108012161|XP_016932944.1|DSUZ	LOC118466469|XP_035791728.1|AALB
OG0004647	LOC108005448|XP_016924226.1|DSUZ	LOC118460589|XP_035780906.1|AALB
OG0004648	LOC108004845|XP_016923415.1|DSUZ	LOC118460118|XP_035780050.1|AALB
OG0004649	LOC108005289|XP_016923974.1|DSUZ	LOC118467578|XP_035794116.1|AALB
OG0004650	LOC108009410|XP_016929223.1|DSUZ	LOC118457240|XP_035774514.1|AALB
OG0004651	LOC118876778|XP_036673143.1|DSUZ	LOC118460809|XP_035781317.1|AALB
OG0004652	LOC108017448|XP_036674156.1|DSUZ	LOC118460443|XP_035780639.1|AALB
OG0004653	LOC108007768|XP_036671105.1|DSUZ	LOC118461985|XP_035783813.1|AALB
OG0004654	LOC108008045|XP_016927321.1|DSUZ	LOC118460449|XP_035780659.1|AALB
OG0004655	LOC108014741|XP_016936411.2|DSUZ	LOC118461999|XP_035783828.1|AALB
OG0004656	LOC108010449|XP_016930801.1|DSUZ	LOC118456877|XP_035773883.1|AALB
OG0004657	LOC108018392|XP_016941434.2|DSUZ	LOC118456490|XP_035773206.1|AALB
OG0004658	LOC108007389|XP_036673059.1|DSUZ	LOC118460363|XP_035780504.1|AALB
OG0004659	LOC108015827|XP_036674738.1|DSUZ	LOC118456334|XP_035772884.1|AALB
OG0004660	LOC118877633|XP_036673028.1|DSUZ	LOC118464644|XP_035788002.1|AALB
OG0004661	LOC108016104|XP_016938192.2|DSUZ	LOC118463278|XP_035785647.1|AALB
OG0004662	LOC118877780|XP_036673737.1|DSUZ	LOC118465668|XP_035789986.1|AALB
OG0004664	LOC108004659|XP_016923120.1|DSUZ	LOC118457491|XP_035775016.1|AALB
OG0004665	LOC108018997|XP_016942096.1|DSUZ	LOC118457492|XP_035775018.1|AALB
OG0004666	LOC108010586|XP_016930961.2|DSUZ	LOC118456623|XP_035773433.1|AALB
OG0004667	LOC108010570|XP_036674565.1|DSUZ	LOC118458766|XP_035777451.1|AALB
OG0004668	LOC108005416|XP_016924172.1|DSUZ	LOC118458218|XP_035776366.1|AALB
OG0004669	LOC108011695|XP_016932397.1|DSUZ	LOC118457595|XP_035775186.1|AALB
OG0004670	LOC108011762|XP_036675256.1|DSUZ	LOC118463142|XP_035785402.1|AALB
OG0004671	LOC108018680|XP_016941741.1|DSUZ	LOC118468648|XP_035795567.1|AALB
OG0004672	LOC108014629|XP_036674405.1|DSUZ, LOC108006764|XP_036675439.1|DSUZ	LOC118457808|XP_035775554.1|AALB
OG0004673	LOC108010807|XP_036675622.1|DSUZ	LOC118456816|XP_035773801.1|AALB
OG0004674	LOC108019534|XP_016942862.2|DSUZ	LOC118460089|XP_035779997.1|AALB
OG0004675	LOC108019528|XP_036673197.1|DSUZ	LOC118456187|XP_035772635.1|AALB
OG0004676	LOC108015820|XP_016937874.1|DSUZ	LOC118458111|XP_035776178.1|AALB
OG0004677	LOC108015776|XP_016937815.2|DSUZ	LOC118458977|XP_035777861.1|AALB
OG0004678	LOC108015779|XP_036673282.1|DSUZ	LOC118458972|XP_035777853.1|AALB
OG0004679	LOC108014150|XP_016935670.2|DSUZ	LOC118457184|XP_035774424.1|AALB
OG0004680	LOC108020786|XP_036674151.1|DSUZ	LOC118468615|XP_035795511.1|AALB
OG0004681	LOC108006504|XP_016925516.2|DSUZ	LOC118468970|XP_035796235.1|AALB
OG0004682	LOC108012116|XP_016932892.1|DSUZ	LOC118461385|XP_035782539.1|AALB
OG0004683	LOC108018485|XP_016941531.1|DSUZ	LOC118461371|XP_035782512.1|AALB
OG0004684	LOC108010590|XP_016930964.2|DSUZ	LOC118458579|XP_035777130.1|AALB
OG0004685	LOC108010737|XP_036674206.1|DSUZ	LOC118459375|XP_035778565.1|AALB
OG0004686	LOC108018448|XP_016941495.2|DSUZ	LOC118462028|XP_035783893.1|AALB
OG0004687	LOC108010728|XP_036674527.1|DSUZ	LOC118457382|XP_035774810.1|AALB
OG0004688	LOC108010923|XP_036674742.1|DSUZ	LOC118460080|XP_035779987.1|AALB
OG0004689	LOC108007853|XP_036674139.1|DSUZ	LOC118461948|XP_035783734.1|AALB
OG0004690	LOC108015989|XP_016938067.2|DSUZ	LOC118468660|XP_035795583.1|AALB
OG0004691	LOC118877939|XP_036674512.1|DSUZ	LOC118468661|XP_035795591.1|AALB
OG0004692	LOC108015557|XP_036674724.1|DSUZ	LOC118457909|XP_035775795.1|AALB
OG0004693	LOC108012209|XP_036674723.1|DSUZ	LOC118459270|XP_035778398.1|AALB
OG0004694	LOC108017669|XP_036673318.1|DSUZ	LOC118456512|XP_035773240.1|AALB
OG0004695	LOC108019531|XP_036673231.1|DSUZ	LOC118468766|XP_035795835.1|AALB
OG0004696	LOC108018496|XP_016941543.1|DSUZ, LOC108019424|XP_016942735.1|DSUZ	LOC118457834|XP_035775604.1|AALB
OG0004697	LOC108019206|XP_016942488.1|DSUZ	LOC118459497|XP_035778811.1|AALB
OG0004698	LOC108005466|XP_016924250.1|DSUZ	LOC118461657|XP_035783129.1|AALB
OG0004699	LOC108018743|XP_036674563.1|DSUZ	LOC118458581|XP_035777132.1|AALB
OG0004700	LOC108011648|XP_016932328.1|DSUZ	LOC118459118|XP_035778079.1|AALB
OG0004701	LOC108014421|XP_036672704.1|DSUZ	LOC118458105|XP_035776171.1|AALB
OG0004702	LOC108015755|XP_036673239.1|DSUZ	LOC118457540|XP_035775086.1|AALB
OG0004703	LOC108011094|XP_036674629.1|DSUZ	LOC118459991|XP_035779780.1|AALB
OG0004704	LOC108017306|XP_016939817.2|DSUZ	LOC118468643|XP_035795559.1|AALB
OG0004705	LOC108017199|XP_016939682.2|DSUZ	LOC118460667|XP_035781033.1|AALB
OG0004706	LOC108013089|XP_016934212.2|DSUZ	LOC118468503|XP_035795230.1|AALB
OG0004707	LOC108020472|XP_016944288.1|DSUZ	LOC118468889|XP_035796075.1|AALB
OG0004708	LOC118878009|XP_036674944.1|DSUZ	LOC118458250|XP_035776423.1|AALB
OG0004709	LOC108014397|XP_016935995.2|DSUZ, LOC118877653|XP_036673158.1|DSUZ	LOC118461341|XP_035782444.1|AALB
OG0004710	LOC108017485|XP_036674245.1|DSUZ	LOC118461338|XP_035782439.1|AALB
OG0004711	LOC108006356|XP_036675369.1|DSUZ	LOC118460880|XP_035781512.1|AALB
OG0004712	LOC108017541|XP_016940106.1|DSUZ, LOC108010989|XP_016931498.1|DSUZ	LOC118460553|XP_035780841.1|AALB
OG0004713	LOC108015742|XP_036673234.1|DSUZ	LOC118468560|XP_035795362.1|AALB
OG0004714	LOC108020623|XP_016944461.1|DSUZ	LOC118468564|XP_035795369.1|AALB
OG0004715	LOC108005876|XP_016924748.1|DSUZ	LOC118457133|XP_035774340.1|AALB
OG0004716	LOC108015747|XP_036673408.1|DSUZ	LOC118456576|XP_035773355.1|AALB
