Orthogroup	DSUZ.longest_only	DERE.longest_only
OG0004201	LOC108007243|XP_036674210.1|DSUZ	LOC6555008|XP_026836786.1|DERE
OG0004202	LOC108005978|XP_036673130.1|DSUZ	LOC6554798|XP_001982229.1|DERE
OG0004203	LOC108014810|XP_036673551.1|DSUZ	LOC6553224|XP_026839800.1|DERE
OG0004204	LOC108011384|XP_016931992.2|DSUZ	LOC6545345|XP_001973360.1|DERE
OG0004205	LOC108013367|XP_016934675.1|DSUZ	LOC6546090|XP_001972782.1|DERE
OG0004206	LOC108005058|XP_016923686.1|DSUZ, LOC118877681|XP_036673281.1|DSUZ	LOC6553943|XP_001979469.1|DERE
OG0004207	LOC108005045|XP_016923672.1|DSUZ, LOC108005027|XP_016923651.2|DSUZ	LOC6553944|XP_001979470.1|DERE
OG0004208	LOC108010608|XP_016930989.2|DSUZ	LOC6554016|XP_026831971.1|DERE
OG0004209	LOC108011486|XP_016932124.2|DSUZ	LOC6554496|XP_026831967.1|DERE
OG0004210	LOC108014418|XP_036672830.1|DSUZ	LOC6553337|XP_001979310.1|DERE
OG0004211	LOC108020206|XP_016943813.1|DSUZ	LOC6543272|XP_001968310.1|DERE
OG0004212	LOC108017493|XP_016940033.1|DSUZ	LOC6551803|XP_001980816.1|DERE
OG0004213	LOC108018520|XP_016941562.2|DSUZ	LOC6552638|XP_001980904.1|DERE
OG0004214	LOC108008399|XP_016927733.1|DSUZ	LOC6547699|XP_001975020.1|DERE
OG0004215	LOC108018068|XP_016940953.1|DSUZ	LOC6547125|XP_001975479.2|DERE
OG0004216	LOC108012461|XP_016933338.1|DSUZ	LOC6545923|XP_026832674.1|DERE
OG0004217	LOC108012392|XP_016933239.1|DSUZ	LOC6544331|XP_001971982.1|DERE
OG0004218	LOC108016656|XP_016938854.1|DSUZ	LOC6550108|XP_001977599.1|DERE
OG0004219	LOC108007984|XP_016927253.2|DSUZ	LOC6552445|XP_001980934.1|DERE
OG0004220	LOC108014568|XP_036673373.1|DSUZ	LOC6553257|XP_026832792.1|DERE
OG0004221	LOC108014420|XP_016936020.1|DSUZ	LOC6553545|XP_001979328.1|DERE
OG0004222	LOC108014340|XP_036673846.1|DSUZ	LOC6553785|XP_001980484.1|DERE
OG0004223	LOC108019288|XP_016942592.2|DSUZ	LOC6553842|XP_026833681.1|DERE
OG0004224	LOC108016274|XP_036674891.1|DSUZ	LOC6552809|XP_001978940.1|DERE
OG0004225	LOC108018921|XP_016942002.1|DSUZ	LOC6551290|XP_001976996.1|DERE
OG0004226	LOC108004949|XP_036673726.1|DSUZ	LOC6553355|XP_015010138.1|DERE
OG0004227	LOC108014802|XP_036673548.1|DSUZ	LOC6553221|XP_026832569.1|DERE
OG0004228	LOC108014803|XP_036673547.1|DSUZ	LOC6553222|XP_001980147.1|DERE
OG0004229	LOC108018028|XP_016940883.1|DSUZ	LOC6548871|XP_001975457.2|DERE
OG0004230	LOC108018855|XP_036675743.1|DSUZ	LOC6551565|XP_001978604.3|DERE
OG0004231	LOC108010758|XP_036671504.1|DSUZ	LOC6543681|XP_001971849.1|DERE
OG0004232	LOC108020018|XP_036671506.1|DSUZ	LOC6543709|XP_015013311.1|DERE
OG0004233	LOC108020032|XP_016943610.1|DSUZ	LOC6543710|XP_001971853.1|DERE
OG0004234	LOC108020043|XP_016943625.1|DSUZ	LOC6543722|XP_015013310.1|DERE
OG0004235	LOC108015137|XP_016936893.1|DSUZ	LOC6555515|XP_001982673.1|DERE
OG0004236	LOC108018623|XP_036673577.1|DSUZ	LOC6551931|XP_001979675.1|DERE
OG0004237	LOC108019326|XP_036675077.1|DSUZ	LOC6553311|XP_001979208.1|DERE
OG0004238	LOC108007383|XP_036675549.1|DSUZ	LOC6551888|XP_001979710.1|DERE
OG0004239	LOC108014422|XP_016936022.2|DSUZ	LOC6553538|XP_001979321.1|DERE
OG0004240	LOC108006952|XP_016926046.1|DSUZ	LOC6552298|XP_001978895.1|DERE
OG0004241	LOC108018521|XP_016941563.2|DSUZ	LOC6552583|XP_001980894.1|DERE
OG0004242	LOC108011559|XP_016932216.2|DSUZ	LOC6552457|XP_001980875.1|DERE
OG0004243	LOC108014474|XP_016936091.2|DSUZ	LOC6544277|XP_001971974.1|DERE
OG0004244	LOC108018636|XP_016941693.2|DSUZ	LOC6551936|XP_001979680.1|DERE
OG0004245	LOC108013227|XP_016934445.1|DSUZ	LOC6545584|XP_026832179.1|DERE
OG0004246	LOC108014501|XP_036670619.1|DSUZ	LOC6544724|XP_026833046.1|DERE
OG0004247	LOC108016603|XP_016938782.1|DSUZ	LOC6555526|XP_001982635.1|DERE
OG0004248	LOC108010198|XP_016930531.1|DSUZ	LOC6547468|XP_001974920.1|DERE
OG0004249	LOC108013122|XP_016934286.1|DSUZ	LOC6544640|XP_001970975.1|DERE
OG0004250	LOC108021233|XP_016945331.1|DSUZ	LOC6542695|XP_026834524.1|DERE
OG0004251	LOC108016845|XP_036676220.1|DSUZ	LOC6555545|XP_026838975.1|DERE
OG0004252	LOC108017489|XP_016940026.2|DSUZ	LOC6551800|XP_001980813.1|DERE
OG0004253	LOC108018549|XP_016941591.2|DSUZ	LOC6552675|XP_001980914.1|DERE
OG0004254	LOC108014993|XP_016936704.1|DSUZ	LOC6550417|XP_001977802.2|DERE
OG0004255	LOC108008532|XP_036668798.1|DSUZ	LOC6543113|XP_015015276.1|DERE
OG0004256	LOC108008247|XP_036669602.1|DSUZ	LOC6548538|XP_026835976.1|DERE
OG0004257	LOC108015481|XP_016937400.2|DSUZ	LOC6554428|XP_001981279.1|DERE
OG0004258	LOC108005016|XP_036673279.1|DSUZ	LOC6555384|XP_026832144.1|DERE
OG0004259	LOC108017959|XP_016940717.1|DSUZ	LOC6548541|XP_001975333.1|DERE
OG0004260	LOC108013793|XP_036675142.1|DSUZ	LOC6551917|XP_026831841.1|DERE
OG0004261	LOC108016232|XP_036674894.1|DSUZ	LOC6552207|XP_015009472.1|DERE
OG0004262	LOC108006403|XP_016925414.1|DSUZ	LOC6554682|XP_001981971.1|DERE
OG0004263	LOC108010757|XP_036672648.1|DSUZ	LOC6553813|XP_001979546.1|DERE
OG0004264	LOC108016089|XP_036674788.1|DSUZ	LOC6553607|XP_001979232.2|DERE
OG0004265	LOC108017115|XP_016939565.1|DSUZ	LOC6552982|XP_001979166.1|DERE
OG0004266	LOC118877689|XP_036673343.1|DSUZ	LOC6553150|XP_001980140.1|DERE
OG0004267	LOC118877948|XP_036674583.1|DSUZ	LOC6552425|XP_001980780.1|DERE
OG0004268	LOC108009776|XP_016929896.1|DSUZ	LOC6546989|XP_026836101.1|DERE
OG0004269	LOC108009658|XP_016929666.1|DSUZ	LOC6548722|XP_001975396.1|DERE
OG0004270	LOC108017927|XP_016940607.1|DSUZ	LOC26526200|XP_015015467.1|DERE
OG0004271	LOC108019797|XP_016943287.1|DSUZ	LOC6549362|XP_001975791.1|DERE
OG0004272	LOC108006027|XP_016924959.1|DSUZ	LOC6553924|XP_001980571.1|DERE
OG0004273	LOC108018720|XP_016941781.2|DSUZ	LOC6553704|XP_001980410.1|DERE
OG0004274	LOC108019088|XP_016942251.1|DSUZ	LOC6551661|XP_001977239.1|DERE
OG0004275	LOC108005339|XP_016924064.1|DSUZ	LOC6551311|XP_026838781.1|DERE
OG0004276	LOC118877373|XP_036671804.1|DSUZ	LOC6544161|XP_001971386.1|DERE
OG0004277	LOC108010692|XP_036671996.1|DSUZ	LOC6544369|XP_001972428.2|DERE
OG0004278	LOC108005182|XP_016923855.2|DSUZ	LOC6551054|XP_001978298.1|DERE
OG0004279	LOC108021497|XP_016945733.1|DSUZ	LOC6542840|XP_001968215.1|DERE
OG0004280	LOC108004656|XP_016923102.1|DSUZ	LOC6550895|XP_026838390.1|DERE
OG0004281	LOC108019891|XP_016943459.1|DSUZ	LOC6543414|XP_001970498.1|DERE
OG0004282	LOC108010039|XP_016930336.1|DSUZ	LOC6548487|XP_001975301.1|DERE
OG0004283	LOC108010040|XP_016930338.1|DSUZ	LOC6548486|XP_001975300.1|DERE
OG0004284	LOC108015428|XP_016937354.1|DSUZ	LOC26526048|XP_015015439.1|DERE
OG0004285	LOC108017501|XP_016940046.2|DSUZ	LOC6555206|XP_001982074.1|DERE
OG0004286	LOC108010702|XP_016931101.1|DSUZ	LOC6544365|XP_026832766.1|DERE
OG0004287	LOC108010696|XP_016931093.1|DSUZ	LOC6544364|XP_001972423.1|DERE
OG0004288	LOC108010698|XP_016931097.1|DSUZ	LOC6544565|XP_001972417.1|DERE
OG0004289	LOC108011050|XP_036670707.1|DSUZ	LOC6545483|XP_026833749.1|DERE
OG0004290	LOC108008520|XP_016927879.1|DSUZ	LOC6549622|XP_001975659.1|DERE
OG0004291	LOC108008367|XP_016927694.1|DSUZ	LOC6549391|XP_001975609.1|DERE
OG0004292	LOC108005887|XP_016924764.1|DSUZ	LOC26526277|XP_015014251.1|DERE
OG0004293	LOC108006635|XP_016925659.2|DSUZ	LOC6544883|XP_001973147.1|DERE
OG0004294	LOC108010910|XP_036671209.1|DSUZ	LOC6546086|XP_001972778.1|DERE
OG0004295	LOC108013431|XP_016934785.1|DSUZ	LOC6545146|XP_026832308.1|DERE
OG0004296	LOC108013460|XP_016934827.1|DSUZ	LOC6545144|XP_001972775.1|DERE
OG0004297	LOC108008547|XP_036669482.1|DSUZ	LOC6548297|XP_001976582.1|DERE
OG0004298	LOC108019853|XP_016943385.1|DSUZ	LOC6542563|XP_001970434.1|DERE
OG0004299	LOC108019601|XP_036670009.1|DSUZ	LOC6549268|XP_026836734.1|DERE
OG0004300	LOC108010199|XP_016930532.1|DSUZ	LOC6547470|XP_026835947.1|DERE
OG0004301	LOC108005755|XP_016924571.2|DSUZ	LOC6544485|XP_001971468.1|DERE
OG0004302	LOC108009097|XP_016928650.1|DSUZ	LOC6548522|XP_001975404.1|DERE
OG0004303	LOC108009636|XP_016929619.1|DSUZ	LOC6541386|XP_001969165.1|DERE
OG0004304	LOC108008508|XP_016927864.1|DSUZ	LOC6546738|XP_001974531.3|DERE
OG0004305	LOC108019755|XP_016943195.1|DSUZ	LOC6549482|XP_015012467.1|DERE
OG0004306	LOC108010131|XP_016930448.1|DSUZ	LOC6546905|XP_001975984.1|DERE
OG0004307	LOC108018204|XP_016941210.1|DSUZ	LOC6549421|XP_001975701.1|DERE
OG0004308	LOC108018194|XP_016941195.1|DSUZ	LOC6548006|XP_026835800.1|DERE
OG0004309	LOC108012582|XP_016933486.1|DSUZ	LOC6545474|XP_026832626.1|DERE
OG0004310	LOC108019851|XP_016943379.1|DSUZ	LOC6543374|XP_026835286.1|DERE
OG0004311	LOC108006230|XP_016925157.1|DSUZ	LOC6545751|XP_026833093.1|DERE
OG0004312	LOC108010208|XP_016930541.1|DSUZ	LOC6548241|XP_001976568.1|DERE
OG0004313	LOC108019837|XP_016943355.2|DSUZ	LOC6540965|XP_026835331.1|DERE
OG0004314	LOC108009176|XP_016928799.1|DSUZ	LOC6548195|XP_001975078.1|DERE
OG0004315	LOC108009859|XP_016930048.1|DSUZ	LOC6548226|XP_001976588.1|DERE
OG0004316	LOC108010218|XP_016930551.1|DSUZ	LOC6541503|XP_001969137.1|DERE
OG0004317	LOC108019621|XP_016942991.1|DSUZ	LOC6542242|XP_001970499.1|DERE
OG0004318	LOC108009596|XP_016929557.1|DSUZ	LOC6547774|XP_015012686.2|DERE
OG0004319	LOC108019886|XP_016943447.1|DSUZ	LOC6546712|XP_026835702.1|DERE
OG0004320	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ	LOC6555180|XP_001982278.1|DERE
OG0004321	LOC108018118|XP_016941043.1|DSUZ	LOC6540720|XP_001970307.1|DERE
OG0004322	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ	LOC6551851|XP_001979648.1|DERE
OG0004323	LOC108012815|XP_016933744.1|DSUZ	LOC6545667|XP_001971142.2|DERE
OG0004324	LOC108021215|XP_016945302.1|DSUZ	LOC6548780|XP_001974059.1|DERE
OG0004325	LOC108010149|XP_016930473.1|DSUZ	LOC6547359|XP_001976324.1|DERE
OG0004326	LOC108010148|XP_016930472.1|DSUZ	LOC6547360|XP_001976325.2|DERE
OG0004327	LOC108019181|XP_016942439.1|DSUZ	LOC6550664|XP_026837657.1|DERE
OG0004328	LOC108008678|XP_016928060.1|DSUZ	LOC6547885|XP_001976429.1|DERE
OG0004329	LOC108009315|XP_016929061.1|DSUZ	LOC6547950|XP_015012682.1|DERE
OG0004330	LOC108008489|XP_016927838.1|DSUZ	LOC6546750|XP_001974543.2|DERE
OG0004331	LOC108008352|XP_016927670.1|DSUZ	LOC6541392|XP_001969142.2|DERE
OG0004332	LOC108005370|XP_016924121.1|DSUZ	LOC6542762|XP_001969356.1|DERE
OG0004333	LOC108019511|XP_016942832.1|DSUZ	LOC6547632|XP_001976267.1|DERE
OG0004334	LOC108005792|XP_016924614.1|DSUZ	LOC6542792|XP_026835103.1|DERE
OG0004335	LOC108018010|XP_016940857.1|DSUZ	LOC6543208|XP_001970752.1|DERE
OG0004336	LOC108010230|XP_016930564.1|DSUZ	LOC6547623|XP_001974887.3|DERE
OG0004337	LOC108005715|XP_016924536.1|DSUZ	LOC6541515|XP_001970257.1|DERE
OG0004338	LOC108012978|XP_016934032.1|DSUZ	LOC6545643|XP_001972164.1|DERE
OG0004339	LOC108008442|XP_016927781.1|DSUZ	LOC6549534|XP_001975622.1|DERE
OG0004340	LOC108008441|XP_016927780.1|DSUZ	LOC6549171|XP_001975621.1|DERE
OG0004341	LOC108008318|XP_016927624.1|DSUZ	LOC6547762|XP_001976384.2|DERE
OG0004342	LOC108010295|XP_036669462.1|DSUZ	LOC6548415|XP_026836564.1|DERE
OG0004343	LOC108009848|XP_016930031.1|DSUZ	LOC6548462|XP_026836472.1|DERE
OG0004344	LOC108010029|XP_016930317.1|DSUZ	LOC6548457|XP_015012712.1|DERE
OG0004345	LOC108021522|XP_016945770.1|DSUZ	LOC6548875|XP_026839419.1|DERE
OG0004346	LOC108009834|XP_016930013.1|DSUZ	LOC6548224|XP_015011525.1|DERE
OG0004347	LOC108009924|XP_016930140.1|DSUZ	LOC6548220|XP_001976583.1|DERE
OG0004348	LOC108010201|XP_016930534.1|DSUZ	LOC6548131|XP_001976508.3|DERE
OG0004349	LOC108018109|XP_016941015.1|DSUZ	LOC6547994|XP_015012665.1|DERE
OG0004350	LOC108017879|XP_016940531.1|DSUZ	LOC6543037|XP_001970640.1|DERE
OG0004351	LOC108019749|XP_016943180.1|DSUZ	LOC6549426|XP_026836868.1|DERE
OG0004352	LOC108011631|XP_016932309.1|DSUZ	LOC26526551|XP_015010497.1|DERE
OG0004353	LOC108012021|XP_016932788.2|DSUZ	LOC6554123|XP_001981495.1|DERE
OG0004354	LOC108006416|XP_016925429.2|DSUZ	LOC6553039|XP_001980044.1|DERE
OG0004355	LOC108016060|XP_036675204.1|DSUZ	LOC6553250|XP_015009450.1|DERE
OG0004356	LOC108019857|XP_016943389.2|DSUZ	LOC6549533|XP_001975810.1|DERE
OG0004357	LOC108017715|XP_016940313.2|DSUZ	LOC6541154|XP_001970635.1|DERE
OG0004358	LOC108009849|XP_016930035.1|DSUZ	LOC6546927|XP_001975998.1|DERE
OG0004359	LOC108018029|XP_036669752.1|DSUZ	LOC6547099|XP_026835881.1|DERE
OG0004360	LOC108020730|XP_016944591.1|DSUZ	LOC6545087|XP_001973273.2|DERE
OG0004361	LOC108006035|XP_016924967.1|DSUZ	LOC6551826|XP_001980587.1|DERE
OG0004362	LOC108012400|XP_016933249.1|DSUZ	LOC6545225|XP_001971059.1|DERE
OG0004363	LOC108005454|XP_016924235.1|DSUZ	LOC6551059|XP_001978303.1|DERE
OG0004364	LOC108019632|XP_016943004.1|DSUZ	LOC6549352|XP_015012478.1|DERE
OG0004365	LOC108009932|XP_016930163.1|DSUZ	LOC6547821|XP_026836641.1|DERE
OG0004366	LOC108021499|XP_016945736.1|DSUZ	LOC6542624|XP_001968217.1|DERE
OG0004367	LOC108005794|XP_016924612.1|DSUZ	LOC6545884|XP_001973489.1|DERE
OG0004368	LOC108007703|XP_016926932.1|DSUZ	LOC6544264|XP_001973778.1|DERE
OG0004369	LOC108019741|XP_016943163.1|DSUZ	LOC6540892|XP_026835354.1|DERE
OG0004370	LOC108009997|XP_016930270.1|DSUZ	LOC6548485|XP_026836020.1|DERE
OG0004371	LOC108004736|XP_016923250.1|DSUZ	LOC6551414|XP_001977200.1|DERE
OG0004372	LOC108008140|XP_036669413.1|DSUZ	LOC6548294|XP_026836642.1|DERE
OG0004373	LOC108011574|XP_016932233.2|DSUZ	LOC26526506|XP_015010493.1|DERE
OG0004374	LOC108009074|XP_036669343.1|DSUZ	LOC6546707|XP_026836697.1|DERE
OG0004375	LOC108005913|XP_016924811.2|DSUZ	LOC6544491|XP_001971474.1|DERE
OG0004376	LOC108019986|XP_036671703.1|DSUZ	LOC6545798|XP_001973426.1|DERE
OG0004377	LOC108013531|XP_016934917.1|DSUZ	LOC6546095|XP_026832635.1|DERE
OG0004378	LOC108009634|XP_036668959.1|DSUZ	LOC6548997|XP_026837037.1|DERE
OG0004379	LOC108009820|XP_016929992.1|DSUZ	LOC6547721|XP_001975010.1|DERE
OG0004380	LOC108019630|XP_016943001.1|DSUZ	LOC6541895|XP_001970410.1|DERE
OG0004381	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ	LOC6552505|XP_001979813.1|DERE
OG0004382	LOC108009228|XP_016928880.1|DSUZ	LOC6546884|XP_001975965.1|DERE
OG0004383	LOC108010193|XP_016930524.1|DSUZ	LOC6549370|XP_026836949.1|DERE
OG0004384	LOC108009415|XP_016929232.1|DSUZ	LOC6549372|XP_026836950.1|DERE
OG0004385	LOC108009972|XP_016930224.1|DSUZ	LOC6546988|XP_001976030.1|DERE
OG0004386	LOC108010324|XP_016930735.1|DSUZ	LOC6546909|XP_001975988.1|DERE
OG0004387	LOC108013235|XP_036670718.1|DSUZ	LOC6544822|XP_001972658.1|DERE
OG0004388	LOC108008659|XP_016928036.1|DSUZ	LOC6546877|XP_026836852.1|DERE
OG0004389	LOC108020068|XP_016943657.1|DSUZ	LOC6543634|XP_001971838.1|DERE
OG0004390	LOC108013779|XP_036670933.1|DSUZ	LOC6543799|XP_001973146.1|DERE
OG0004391	LOC108008105|XP_036669280.1|DSUZ	LOC6547496|XP_026836305.1|DERE
OG0004392	LOC108013767|XP_036671108.1|DSUZ	LOC6544888|XP_026833435.1|DERE
OG0004393	LOC108019911|XP_016943501.1|DSUZ	LOC6547216|XP_001974714.1|DERE
OG0004394	LOC108018184|XP_016941174.1|DSUZ	LOC6548429|XP_015011723.1|DERE
OG0004395	LOC108019682|XP_016943063.1|DSUZ	LOC6549505|XP_001975727.1|DERE
OG0004396	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ	LOC6542898|XP_026834241.1|DERE
OG0004397	LOC108019798|XP_016943289.1|DSUZ	LOC6549364|XP_015012475.2|DERE
OG0004398	LOC108019799|XP_016943290.1|DSUZ	LOC6549348|XP_001975794.1|DERE
OG0004399	LOC108018178|XP_016941166.1|DSUZ	LOC6548845|XP_001975459.1|DERE
OG0004400	LOC108007971|XP_016927230.1|DSUZ	LOC6552441|XP_001980930.1|DERE
OG0004401	LOC108010236|XP_016930578.1|DSUZ	LOC6548387|XP_001976468.1|DERE
OG0004402	LOC108010065|XP_016930367.1|DSUZ	LOC6548384|XP_001976465.1|DERE
OG0004403	LOC108009408|XP_016929217.1|DSUZ	LOC6549168|XP_001975618.1|DERE
OG0004404	LOC108010967|XP_016931474.2|DSUZ	LOC6541642|XP_001970780.1|DERE
OG0004405	LOC108006224|XP_036671549.1|DSUZ	LOC6544734|XP_026833099.1|DERE
OG0004406	LOC108012998|XP_016934066.1|DSUZ	LOC6545442|XP_015013947.1|DERE
OG0004407	LOC108018001|XP_016940840.1|DSUZ	LOC6540724|XP_001970397.1|DERE
OG0004408	LOC108012590|XP_016933498.1|DSUZ	LOC6544814|XP_001972652.1|DERE
OG0004409	LOC108020356|XP_016944043.1|DSUZ	LOC6555815|XP_026839149.1|DERE
OG0004410	LOC108009056|XP_016928550.1|DSUZ	LOC6546737|XP_026836417.1|DERE
OG0004411	LOC108007457|XP_016926614.1|DSUZ	LOC6543983|XP_001973724.1|DERE
OG0004412	LOC108007456|XP_016926613.2|DSUZ	LOC6543982|XP_001973723.1|DERE
OG0004413	LOC108010190|XP_016930522.1|DSUZ	LOC6548204|XP_001976483.1|DERE
OG0004414	LOC108008491|XP_016927840.1|DSUZ	LOC6548113|XP_001976543.1|DERE
OG0004415	LOC108009718|XP_016929769.1|DSUZ	LOC6548970|XP_001975554.1|DERE
OG0004416	LOC108018216|XP_016941223.1|DSUZ	LOC6542967|XP_001970631.1|DERE
OG0004417	LOC108017287|XP_016939793.2|DSUZ	LOC6554493|XP_001981938.1|DERE
OG0004418	LOC108018089|XP_036669805.1|DSUZ	LOC6546934|XP_015012133.1|DERE
OG0004419	LOC108019577|XP_036669809.1|DSUZ	LOC6542389|XP_015014768.1|DERE
OG0004420	LOC108019641|XP_016943014.1|DSUZ	LOC6546713|XP_001975874.1|DERE
OG0004421	LOC108010500|XP_016930861.2|DSUZ	LOC6546391|XP_026833028.1|DERE
OG0004422	LOC108004799|XP_016923340.1|DSUZ	LOC6546325|XP_026833393.1|DERE
OG0004423	LOC108009322|XP_016929082.1|DSUZ	LOC6548232|XP_001975264.1|DERE
OG0004424	LOC108009745|XP_016929829.1|DSUZ	LOC6547906|XP_015011517.1|DERE
OG0004425	LOC108013071|XP_036672113.1|DSUZ	LOC6545984|XP_001973498.1|DERE
OG0004426	LOC108013193|XP_016934390.1|DSUZ	LOC6545886|XP_001973491.1|DERE
OG0004427	LOC108014020|XP_016935519.2|DSUZ	LOC6544416|XP_001973160.2|DERE
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	LOC6553428|XP_001980238.1|DERE
OG0004429	LOC108005279|XP_016923962.1|DSUZ	LOC6542293|XP_001968814.2|DERE
OG0004430	LOC108013270|XP_016934526.1|DSUZ	LOC6544750|XP_001972755.1|DERE
OG0004431	LOC108018571|XP_016941616.2|DSUZ	LOC6555416|XP_001982335.1|DERE
OG0004432	LOC108018569|XP_016941614.2|DSUZ	LOC6555414|XP_001982334.2|DERE
OG0004433	LOC108017616|XP_036671718.1|DSUZ	LOC6543993|XP_001973672.2|DERE
OG0004434	LOC108019661|XP_016943041.1|DSUZ	LOC6549349|XP_001975795.1|DERE
OG0004435	LOC108010314|XP_016930699.1|DSUZ	LOC6547564|XP_015011837.1|DERE
OG0004436	LOC108009712|XP_016929758.2|DSUZ	LOC6549627|XP_026837014.1|DERE
OG0004437	LOC108008690|XP_016928073.1|DSUZ	LOC6548422|XP_001976730.1|DERE
OG0004438	LOC108010107|XP_016930417.1|DSUZ	LOC6549368|XP_001975678.1|DERE
OG0004439	LOC108010105|XP_016930415.1|DSUZ	LOC6549537|XP_001975625.1|DERE
OG0004440	LOC108009061|XP_016928555.1|DSUZ	LOC6546736|XP_001974529.1|DERE
OG0004441	LOC108007855|XP_016927110.1|DSUZ	LOC6542017|XP_001968340.1|DERE
OG0004442	LOC108009822|XP_016929995.1|DSUZ	LOC6548140|XP_001975232.1|DERE
OG0004443	LOC108013466|XP_016934831.1|DSUZ	LOC6545023|XP_001972519.1|DERE
OG0004444	LOC108008453|XP_016927795.1|DSUZ	LOC6548341|XP_001975297.1|DERE
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC6547949|XP_026836892.1|DERE
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC6554920|XP_001981125.1|DERE
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC6555104|XP_001982020.1|DERE
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC6546747|XP_001974540.1|DERE
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC6544295|XP_001973134.1|DERE
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC6546843|XP_001975945.1|DERE
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC6546832|XP_026836309.1|DERE
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC6547407|XP_001974824.1|DERE
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC6547039|XP_001974628.1|DERE
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC6553836|XP_001980475.1|DERE
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC6544323|XP_001973128.1|DERE
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC6555508|XP_001982396.1|DERE
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC6544545|XP_026833522.1|DERE
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC6544444|XP_026833026.1|DERE
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC6545378|XP_026832604.1|DERE
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC6543617|XP_001972948.1|DERE
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC6544311|XP_001973073.1|DERE
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC6545354|XP_001973294.1|DERE
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC6544107|XP_026832495.1|DERE
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC6545563|XP_001972667.1|DERE
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC6545338|XP_001973303.1|DERE
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC6545348|XP_001973288.2|DERE
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC6545800|XP_001973428.1|DERE
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC6545887|XP_001973429.1|DERE
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC6544558|XP_026833356.1|DERE
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC6549430|XP_001974401.3|DERE
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC6555299|XP_001982320.1|DERE
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC6542594|XP_001969162.1|DERE
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC26526369|XP_015012791.1|DERE
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC6546925|XP_001975996.1|DERE
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC6552581|XP_001980332.1|DERE
OG0004476	LOC108010240|XP_016930585.1|DSUZ	LOC6540901|XP_026834731.1|DERE
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC6541995|XP_001970500.1|DERE
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC6549538|XP_026836863.1|DERE
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC6548004|XP_001976499.2|DERE
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC6549932|XP_001978680.1|DERE
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC6547041|XP_026835683.1|DERE
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC6555130|XP_026831577.1|DERE
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC6547990|XP_001976492.1|DERE
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC6553247|XP_001979067.1|DERE
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC6555737|XP_001982506.3|DERE
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC6546743|XP_001974536.1|DERE
