Orthogroup	DSUZ.longest_only	SLEB.longest_only
OG0004286	LOC108010702|XP_016931101.1|DSUZ	LOC115622958|XP_030372957.1|SLEB
OG0004287	LOC108010696|XP_016931093.1|DSUZ	LOC115622718|XP_030372618.1|SLEB
OG0004288	LOC108010698|XP_016931097.1|DSUZ	LOC115622222|XP_030371979.1|SLEB
OG0004289	LOC108011050|XP_036670707.1|DSUZ	LOC115621448|XP_030370965.1|SLEB
OG0004290	LOC108008520|XP_016927879.1|DSUZ	LOC115633995|XP_030387377.1|SLEB
OG0004291	LOC108008367|XP_016927694.1|DSUZ	LOC115632271|XP_030385216.1|SLEB
OG0004292	LOC108005887|XP_016924764.1|DSUZ	LOC115623276|XP_030373417.1|SLEB
OG0004293	LOC108006635|XP_016925659.2|DSUZ	LOC115620064|XP_030369067.1|SLEB
OG0004294	LOC108010910|XP_036671209.1|DSUZ	LOC115632145|XP_030385023.1|SLEB
OG0004295	LOC108013431|XP_016934785.1|DSUZ	LOC115632766|XP_030385875.1|SLEB
OG0004296	LOC108013460|XP_016934827.1|DSUZ	LOC115624761|XP_030375453.1|SLEB
OG0004297	LOC108008547|XP_036669482.1|DSUZ	LOC115633930|XP_030387307.1|SLEB
OG0004298	LOC108019853|XP_016943385.1|DSUZ	LOC115632555|XP_030385632.1|SLEB
OG0004299	LOC108019601|XP_036670009.1|DSUZ	LOC115634261|XP_030387715.1|SLEB
OG0004300	LOC108010199|XP_016930532.1|DSUZ	LOC115634396|XP_030387948.1|SLEB
OG0004301	LOC108005755|XP_016924571.2|DSUZ	LOC115623274|XP_030373412.1|SLEB
OG0004302	LOC108009097|XP_016928650.1|DSUZ	LOC115628641|XP_030380673.1|SLEB
OG0004303	LOC108009636|XP_016929619.1|DSUZ	LOC115623420|XP_030373603.1|SLEB
OG0004304	LOC108008508|XP_016927864.1|DSUZ	LOC115624867|XP_030375572.1|SLEB
OG0004305	LOC108019755|XP_016943195.1|DSUZ	LOC115633100|XP_030386388.1|SLEB
OG0004306	LOC108010131|XP_016930448.1|DSUZ	LOC115634566|XP_030388249.1|SLEB
OG0004307	LOC108018204|XP_016941210.1|DSUZ	LOC115634635|XP_030388351.1|SLEB
OG0004308	LOC108018194|XP_016941195.1|DSUZ	LOC115620086|XP_030369128.1|SLEB
OG0004309	LOC108012582|XP_016933486.1|DSUZ	LOC115632753|XP_030385860.1|SLEB
OG0004310	LOC108019851|XP_016943379.1|DSUZ	LOC115634400|XP_030387951.1|SLEB
OG0004311	LOC108006230|XP_016925157.1|DSUZ	LOC115622427|XP_030372224.1|SLEB
OG0004312	LOC108010208|XP_016930541.1|DSUZ	LOC115624549|XP_030375133.1|SLEB
OG0004313	LOC108019837|XP_016943355.2|DSUZ	LOC115624605|XP_030375210.1|SLEB
OG0004314	LOC108009176|XP_016928799.1|DSUZ	LOC115624941|XP_030375655.1|SLEB
OG0004315	LOC108009859|XP_016930048.1|DSUZ	LOC115625536|XP_030376477.1|SLEB
OG0004316	LOC108010218|XP_016930551.1|DSUZ	LOC115633882|XP_030387246.1|SLEB
OG0004317	LOC108019621|XP_016942991.1|DSUZ	LOC115634731|XP_030388475.1|SLEB
OG0004318	LOC108009596|XP_016929557.1|DSUZ	LOC115624540|XP_030375122.1|SLEB
OG0004319	LOC108019886|XP_016943447.1|DSUZ	LOC115620025|XP_030368993.1|SLEB, LOC115620156|XP_030369143.1|SLEB
OG0004320	LOC118877626|XP_036672981.1|DSUZ, LOC108020510|XP_036678111.1|DSUZ	LOC115624576|XP_030375170.1|SLEB
OG0004321	LOC108018118|XP_016941043.1|DSUZ	LOC115631472|XP_030384086.1|SLEB
OG0004322	LOC108020282|XP_016943898.2|DSUZ, LOC118879027|XP_036677903.1|DSUZ	LOC115621142|XP_030370559.1|SLEB
OG0004323	LOC108012815|XP_016933744.1|DSUZ	LOC115628441|XP_030380405.1|SLEB
OG0004324	LOC108021215|XP_016945302.1|DSUZ	LOC115628595|XP_030380640.1|SLEB
OG0004325	LOC108010149|XP_016930473.1|DSUZ	LOC115624697|XP_030375371.1|SLEB
OG0004326	LOC108010148|XP_016930472.1|DSUZ	LOC115624764|XP_030375457.1|SLEB
OG0004327	LOC108019181|XP_016942439.1|DSUZ	LOC115629096|XP_030381274.1|SLEB
OG0004328	LOC108008678|XP_016928060.1|DSUZ	LOC115620454|XP_030369548.1|SLEB
OG0004329	LOC108009315|XP_016929061.1|DSUZ	LOC115631536|XP_030384173.1|SLEB
OG0004330	LOC108008489|XP_016927838.1|DSUZ	LOC115634711|XP_030388452.1|SLEB
OG0004331	LOC108008352|XP_016927670.1|DSUZ	LOC115630621|XP_030383114.1|SLEB
OG0004332	LOC108005370|XP_016924121.1|DSUZ	LOC115625879|XP_030376956.1|SLEB
OG0004333	LOC108019511|XP_016942832.1|DSUZ	LOC115631888|XP_030384597.1|SLEB
OG0004334	LOC108005792|XP_016924614.1|DSUZ	LOC115631243|XP_030383813.1|SLEB
OG0004335	LOC108018010|XP_016940857.1|DSUZ	LOC115624647|XP_030375283.1|SLEB
OG0004336	LOC108010230|XP_016930564.1|DSUZ	LOC115624565|XP_030375154.1|SLEB
OG0004337	LOC108005715|XP_016924536.1|DSUZ	LOC115631769|XP_030384464.1|SLEB
OG0004338	LOC108012978|XP_016934032.1|DSUZ	LOC115632464|XP_030385484.1|SLEB
OG0004339	LOC108008442|XP_016927781.1|DSUZ	LOC115633742|XP_030387076.1|SLEB
OG0004340	LOC108008441|XP_016927780.1|DSUZ	LOC115633741|XP_030387075.1|SLEB
OG0004341	LOC108008318|XP_016927624.1|DSUZ	LOC115630600|XP_030383080.1|SLEB
OG0004342	LOC108010295|XP_036669462.1|DSUZ	LOC115624904|XP_030375613.1|SLEB
OG0004343	LOC108009848|XP_016930031.1|DSUZ	LOC115624743|XP_030375430.1|SLEB
OG0004344	LOC108010029|XP_016930317.1|DSUZ	LOC115624508|XP_030375076.1|SLEB
OG0004345	LOC108021522|XP_016945770.1|DSUZ	LOC115625828|XP_030376880.1|SLEB
OG0004346	LOC108009834|XP_016930013.1|DSUZ	LOC115624493|XP_030375059.1|SLEB
OG0004347	LOC108009924|XP_016930140.1|DSUZ	LOC115623794|XP_030374199.1|SLEB
OG0004348	LOC108010201|XP_016930534.1|DSUZ	LOC115631293|XP_030383905.1|SLEB
OG0004349	LOC108018109|XP_016941015.1|DSUZ	LOC115625052|XP_030375770.1|SLEB
OG0004351	LOC108019749|XP_016943180.1|DSUZ	LOC115633675|XP_030386985.1|SLEB
OG0004352	LOC108011631|XP_016932309.1|DSUZ	LOC115621805|XP_030371448.1|SLEB
OG0004353	LOC108012021|XP_016932788.2|DSUZ	LOC115620767|XP_030370029.1|SLEB
OG0004354	LOC108006416|XP_016925429.2|DSUZ	LOC115621576|XP_030371126.1|SLEB
OG0004355	LOC108020091|XP_036678140.1|DSUZ, LOC108016060|XP_036675204.1|DSUZ	LOC115623543|XP_030373788.1|SLEB
OG0004356	LOC108019857|XP_016943389.2|DSUZ	LOC115624526|XP_030375105.1|SLEB
OG0004357	LOC108017715|XP_016940313.2|DSUZ	LOC115628177|XP_030380024.1|SLEB, LOC115631111|XP_030383631.1|SLEB
OG0004358	LOC108009849|XP_016930035.1|DSUZ	LOC115633856|XP_030387208.1|SLEB
OG0004359	LOC108018029|XP_036669752.1|DSUZ	LOC115629288|XP_030381592.1|SLEB
OG0004360	LOC108020730|XP_016944591.1|DSUZ	LOC115623273|XP_030373415.1|SLEB
OG0004361	LOC108006035|XP_016924967.1|DSUZ	LOC115624054|XP_030374495.1|SLEB
OG0004362	LOC108012400|XP_016933249.1|DSUZ	LOC115622730|XP_030372631.1|SLEB
OG0004363	LOC108005454|XP_016924235.1|DSUZ	LOC115627064|XP_030378470.1|SLEB
OG0004364	LOC108019632|XP_016943004.1|DSUZ	LOC115624722|XP_030375403.1|SLEB
OG0004365	LOC108009932|XP_016930163.1|DSUZ	LOC115624285|XP_030374771.1|SLEB
OG0004366	LOC108021499|XP_016945736.1|DSUZ	LOC115631160|XP_030383696.1|SLEB
OG0004367	LOC108005794|XP_016924612.1|DSUZ	LOC115628168|XP_030380007.1|SLEB
OG0004368	LOC108007703|XP_016926932.1|DSUZ	LOC115632470|XP_030385499.1|SLEB
OG0004369	LOC108019741|XP_016943163.1|DSUZ	LOC115634177|XP_030387623.1|SLEB
OG0004370	LOC108009997|XP_016930270.1|DSUZ	LOC115624967|XP_030375680.1|SLEB
OG0004371	LOC108004736|XP_016923250.1|DSUZ	LOC115627236|XP_030378719.1|SLEB
OG0004372	LOC108008140|XP_036669413.1|DSUZ	LOC115633546|XP_030386866.1|SLEB
OG0004373	LOC108011574|XP_016932233.2|DSUZ	LOC115624656|XP_030375297.1|SLEB
OG0004374	LOC108009074|XP_036669343.1|DSUZ	LOC115634519|XP_030388146.1|SLEB
OG0004375	LOC108005913|XP_016924811.2|DSUZ	LOC115622625|XP_030372492.1|SLEB
OG0004376	LOC108019986|XP_036671703.1|DSUZ	LOC115632490|XP_030385527.1|SLEB
OG0004377	LOC108013531|XP_016934917.1|DSUZ	LOC115632287|XP_030385240.1|SLEB
OG0004378	LOC108009634|XP_036668959.1|DSUZ	LOC115634026|XP_030387421.1|SLEB
OG0004379	LOC108009820|XP_016929992.1|DSUZ	LOC115620048|XP_030369029.1|SLEB
OG0004380	LOC108019630|XP_016943001.1|DSUZ	LOC115632224|XP_030385146.1|SLEB
OG0004381	LOC108014750|XP_036673810.1|DSUZ, LOC118878587|XP_036677516.1|DSUZ	LOC115620204|XP_030369199.1|SLEB
OG0004382	LOC108009228|XP_016928880.1|DSUZ	LOC115628145|XP_030379976.1|SLEB
OG0004383	LOC108010193|XP_016930524.1|DSUZ	LOC115621111|XP_030370516.1|SLEB
OG0004384	LOC108009415|XP_016929232.1|DSUZ	LOC115634814|XP_030388591.1|SLEB
OG0004385	LOC108009972|XP_016930224.1|DSUZ	LOC115626914|XP_030378284.1|SLEB, LOC115624765|XP_030375458.1|SLEB
OG0004386	LOC108010324|XP_016930735.1|DSUZ	LOC115634334|XP_030387850.1|SLEB
OG0004387	LOC108013235|XP_036670718.1|DSUZ	LOC115624884|XP_030375590.1|SLEB
OG0004389	LOC108020068|XP_016943657.1|DSUZ	LOC115622656|XP_030372526.1|SLEB
OG0004390	LOC108013779|XP_036670933.1|DSUZ	LOC115620063|XP_030369066.1|SLEB
OG0004391	LOC108008105|XP_036669280.1|DSUZ	LOC115634112|XP_030387530.1|SLEB
OG0004392	LOC108013767|XP_036671108.1|DSUZ	LOC115633959|XP_030387337.1|SLEB
OG0004393	LOC108019911|XP_016943501.1|DSUZ	LOC115627668|XP_030379281.1|SLEB
OG0004394	LOC108018184|XP_016941174.1|DSUZ	LOC115620052|XP_030369041.1|SLEB
OG0004395	LOC108019682|XP_016943063.1|DSUZ	LOC115634571|XP_030388255.1|SLEB
OG0004396	LOC108010722|XP_016931133.1|DSUZ, LOC118876748|XP_036677785.1|DSUZ	LOC115632830|XP_030385948.1|SLEB
OG0004397	LOC108019798|XP_016943289.1|DSUZ	LOC115629402|XP_030381720.1|SLEB
OG0004398	LOC108019799|XP_016943290.1|DSUZ	LOC115622339|XP_030372110.1|SLEB
OG0004399	LOC108018178|XP_016941166.1|DSUZ	LOC115633838|XP_030387189.1|SLEB
OG0004400	LOC108007971|XP_016927230.1|DSUZ	LOC115623350|XP_030373494.1|SLEB
OG0004402	LOC108010065|XP_016930367.1|DSUZ	LOC115623551|XP_030373802.1|SLEB
OG0004403	LOC108009408|XP_016929217.1|DSUZ	LOC115625667|XP_030376666.1|SLEB
OG0004404	LOC108010967|XP_016931474.2|DSUZ	LOC115624684|XP_030375346.1|SLEB
OG0004405	LOC108006224|XP_036671549.1|DSUZ	LOC115622576|XP_030372414.1|SLEB
OG0004406	LOC108012998|XP_016934066.1|DSUZ	LOC115622570|XP_030372405.1|SLEB
OG0004407	LOC108018001|XP_016940840.1|DSUZ	LOC115633855|XP_030387207.1|SLEB
OG0004408	LOC108012590|XP_016933498.1|DSUZ	LOC115622233|XP_030371990.1|SLEB
OG0004409	LOC108020356|XP_016944043.1|DSUZ	LOC115627795|XP_030379481.1|SLEB
OG0004410	LOC108009056|XP_016928550.1|DSUZ	LOC115624593|XP_030375191.1|SLEB
OG0004411	LOC108007457|XP_016926614.1|DSUZ	LOC115634192|XP_030387640.1|SLEB, LOC115624778|XP_030375470.1|SLEB
OG0004412	LOC108007456|XP_016926613.2|DSUZ	LOC115624777|XP_030375469.1|SLEB
OG0004413	LOC108010190|XP_016930522.1|DSUZ	LOC115625903|XP_030376996.1|SLEB
OG0004414	LOC108008491|XP_016927840.1|DSUZ	LOC115632141|XP_030385021.1|SLEB
OG0004415	LOC108009718|XP_016929769.1|DSUZ	LOC115634028|XP_030387424.1|SLEB
OG0004416	LOC108018216|XP_016941223.1|DSUZ	LOC115628181|XP_030380028.1|SLEB
OG0004417	LOC108017287|XP_016939793.2|DSUZ	LOC115621285|XP_030370748.1|SLEB
OG0004418	LOC108018089|XP_036669805.1|DSUZ	LOC115632937|XP_030386095.1|SLEB
OG0004419	LOC108019577|XP_036669809.1|DSUZ	LOC115634451|XP_030388023.1|SLEB
OG0004420	LOC108019641|XP_016943014.1|DSUZ	LOC115620160|XP_030369149.1|SLEB, LOC115633932|XP_030387308.1|SLEB
OG0004421	LOC108010500|XP_016930861.2|DSUZ	LOC115622775|XP_030372692.1|SLEB
OG0004422	LOC108004799|XP_016923340.1|DSUZ	LOC115633007|XP_030386193.1|SLEB
OG0004423	LOC108009322|XP_016929082.1|DSUZ	LOC115634689|XP_030388420.1|SLEB
OG0004424	LOC108009745|XP_016929829.1|DSUZ	LOC115623191|XP_030373277.1|SLEB
OG0004425	LOC108013071|XP_036672113.1|DSUZ	LOC115633638|XP_030386936.1|SLEB
OG0004426	LOC108013193|XP_016934390.1|DSUZ	LOC115633864|XP_030387219.1|SLEB
OG0004427	LOC108014020|XP_016935519.2|DSUZ	LOC115634505|XP_030388131.1|SLEB
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	LOC115625235|XP_030376080.1|SLEB
OG0004429	LOC108005279|XP_016923962.1|DSUZ	LOC115628558|XP_030380579.1|SLEB
OG0004430	LOC108013270|XP_016934526.1|DSUZ	LOC115632143|XP_030385019.1|SLEB
OG0004431	LOC108018571|XP_016941616.2|DSUZ	LOC115620564|XP_030369713.1|SLEB
OG0004432	LOC108018569|XP_016941614.2|DSUZ	LOC115620563|XP_030369711.1|SLEB
OG0004433	LOC108017616|XP_036671718.1|DSUZ	LOC115624915|XP_030375624.1|SLEB
OG0004434	LOC108019661|XP_016943041.1|DSUZ	LOC115622993|XP_030373014.1|SLEB
OG0004435	LOC108010314|XP_016930699.1|DSUZ	LOC115624619|XP_030375229.1|SLEB
OG0004436	LOC108009712|XP_016929758.2|DSUZ	LOC115634590|XP_030388279.1|SLEB
OG0004437	LOC108008690|XP_016928073.1|DSUZ	LOC115634594|XP_030388287.1|SLEB
OG0004438	LOC108010107|XP_016930417.1|DSUZ	LOC115624757|XP_030375449.1|SLEB
OG0004439	LOC108010105|XP_016930415.1|DSUZ	LOC115625761|XP_030376784.1|SLEB
OG0004440	LOC108009061|XP_016928555.1|DSUZ	LOC115624597|XP_030375197.1|SLEB
OG0004441	LOC108007855|XP_016927110.1|DSUZ	LOC115631592|XP_030384253.1|SLEB
OG0004442	LOC108009822|XP_016929995.1|DSUZ	LOC115625447|XP_030376358.1|SLEB
OG0004443	LOC108013466|XP_016934831.1|DSUZ	LOC115632435|XP_030385438.1|SLEB
OG0004444	LOC108008453|XP_016927795.1|DSUZ	LOC115634819|XP_030388597.1|SLEB
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC115633985|XP_030387368.1|SLEB
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC115621196|XP_030370635.1|SLEB
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC115624790|XP_030375493.1|SLEB
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC115633993|XP_030387375.1|SLEB
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC115622186|XP_030371936.1|SLEB
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC115629431|XP_030381750.1|SLEB
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC115625203|XP_030376034.1|SLEB
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC115634219|XP_030387669.1|SLEB
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC115622976|XP_030372991.1|SLEB
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC115623500|XP_030373737.1|SLEB
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC115622619|XP_030372480.1|SLEB
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC115629847|XP_030382287.1|SLEB
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC115622996|XP_030373015.1|SLEB
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC115622413|XP_030372207.1|SLEB
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC115622815|XP_030372742.1|SLEB
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC115632393|XP_030385383.1|SLEB
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC115624854|XP_030375559.1|SLEB, LOC115624525|XP_030375104.1|SLEB
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC115634705|XP_030388445.1|SLEB
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC115632223|XP_030385141.1|SLEB
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC115622574|XP_030372412.1|SLEB
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC115624739|XP_030375426.1|SLEB
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC115634363|XP_030387885.1|SLEB
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC115633017|XP_030386200.1|SLEB
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC115632495|XP_030385532.1|SLEB
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC115626369|XP_030377584.1|SLEB, LOC115624651|XP_030375287.1|SLEB
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC115630463|XP_030382891.1|SLEB
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC115620552|XP_030369696.1|SLEB
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC115634793|XP_030388560.1|SLEB
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC115634562|XP_030388246.1|SLEB
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC115632611|XP_030385702.1|SLEB
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC115624869|XP_030375573.1|SLEB
OG0004476	LOC108010240|XP_016930585.1|DSUZ	LOC115628568|XP_030380591.1|SLEB
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC115634730|XP_030388474.1|SLEB
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC115634344|XP_030387863.1|SLEB
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC115620085|XP_030369127.1|SLEB
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC115633430|XP_030386750.1|SLEB
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC115633082|XP_030386321.1|SLEB
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC115620275|XP_030369308.1|SLEB
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC115622909|XP_030372895.1|SLEB
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC115623928|XP_030374347.1|SLEB
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC115627929|XP_030379682.1|SLEB
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC115628296|XP_030380204.1|SLEB, LOC115624534|XP_030375118.1|SLEB
OG0004487	LOC108006820|XP_036671801.1|DSUZ	LOC115632260|XP_030385192.1|SLEB
OG0004489	LOC118877097|XP_036669944.1|DSUZ, LOC108012826|XP_016933765.1|DSUZ	LOC115628251|XP_030380127.1|SLEB
OG0004490	LOC108019608|XP_016942976.1|DSUZ	LOC115633979|XP_030387360.1|SLEB
OG0004492	LOC108011064|XP_016931616.1|DSUZ	LOC115621470|XP_030370993.1|SLEB
OG0004494	LOC108007055|XP_036673012.1|DSUZ	LOC115624044|XP_030374482.1|SLEB
OG0004495	LOC108014386|XP_036673193.1|DSUZ	LOC115620752|XP_030370006.1|SLEB
OG0004496	LOC108008671|XP_016928054.2|DSUZ	LOC115634778|XP_030388539.1|SLEB
OG0004497	LOC108008121|XP_016927399.1|DSUZ, LOC108008786|XP_016928173.1|DSUZ	LOC115630721|XP_030383238.1|SLEB
OG0004498	LOC118877809|XP_036673847.1|DSUZ, LOC108020238|XP_016943848.1|DSUZ, LOC108020247|XP_016943862.2|DSUZ	LOC115624946|XP_030375657.1|SLEB
OG0004499	LOC108009217|XP_036669656.1|DSUZ, LOC108009215|XP_016928864.1|DSUZ	LOC115620152|XP_030369142.1|SLEB
OG0004500	LOC108017886|XP_016940540.1|DSUZ	LOC115632816|XP_030385928.1|SLEB, LOC115634720|XP_030388464.1|SLEB, LOC115620168|XP_030369157.1|SLEB
OG0004501	LOC108009991|XP_016930260.1|DSUZ	LOC115629323|XP_030381635.1|SLEB
OG0004502	LOC108009701|XP_016929747.1|DSUZ, LOC108009700|XP_016929746.1|DSUZ	LOC115630669|XP_030383172.1|SLEB
OG0004503	LOC108006785|XP_016925823.2|DSUZ, LOC118878144|XP_036675696.1|DSUZ	LOC115630772|XP_030383286.1|SLEB
OG0004504	LOC108014505|XP_016936132.1|DSUZ	LOC115628095|XP_030379932.1|SLEB
OG0004505	LOC108017206|XP_036674303.1|DSUZ	LOC115620770|XP_030370035.1|SLEB
OG0004506	LOC108014823|XP_016936510.1|DSUZ	LOC115621756|XP_030371350.1|SLEB
OG0004507	LOC108016019|XP_016938103.1|DSUZ	LOC115621829|XP_030371497.1|SLEB
OG0004508	LOC108018341|XP_036675432.1|DSUZ	LOC115621400|XP_030370904.1|SLEB
OG0004509	LOC108010699|XP_016931098.2|DSUZ	LOC115623207|XP_030373291.1|SLEB
OG0004510	LOC108011141|XP_016931712.1|DSUZ	LOC115626665|XP_030377944.1|SLEB
OG0004511	LOC108006610|XP_036673215.1|DSUZ	LOC115620691|XP_030369921.1|SLEB
OG0004512	LOC108020382|XP_016944125.1|DSUZ	LOC115628063|XP_030379887.1|SLEB
OG0004513	LOC108020407|XP_016944190.1|DSUZ	LOC115627726|XP_030379338.1|SLEB
OG0004514	LOC108020372|XP_016944093.1|DSUZ	LOC115628055|XP_030379872.1|SLEB
OG0004515	LOC108006561|XP_016925581.1|DSUZ	LOC115627413|XP_030378934.1|SLEB
OG0004516	LOC108005177|XP_016923843.1|DSUZ	LOC115629355|XP_030381666.1|SLEB
OG0004517	LOC108016841|XP_016939166.1|DSUZ	LOC115627303|XP_030378798.1|SLEB
OG0004518	LOC108018848|XP_036676679.1|DSUZ	LOC115627409|XP_030378924.1|SLEB
OG0004519	LOC108014785|XP_036674298.1|DSUZ	LOC115620686|XP_030369914.1|SLEB
OG0004520	LOC108018969|XP_016942060.1|DSUZ	LOC115633354|XP_030386651.1|SLEB
OG0004521	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ	LOC115620057|XP_030369056.1|SLEB
OG0004522	LOC108015018|XP_016936735.1|DSUZ	LOC115633287|XP_030386556.1|SLEB
OG0004523	LOC108015738|XP_036675276.1|DSUZ	LOC115621134|XP_030370546.1|SLEB
OG0004524	LOC108015318|XP_016937197.1|DSUZ	LOC115626795|XP_030378122.1|SLEB
OG0004525	LOC108013707|XP_016935117.1|DSUZ	LOC115627607|XP_030379193.1|SLEB
OG0004526	LOC108016913|XP_016939322.2|DSUZ	LOC115626752|XP_030378067.1|SLEB
OG0004527	LOC108018904|XP_016941984.1|DSUZ	LOC115627125|XP_030378556.1|SLEB
OG0004528	LOC108015330|XP_016937220.1|DSUZ	LOC115629249|XP_030381526.1|SLEB
OG0004529	LOC108011143|XP_016931716.1|DSUZ	LOC115627107|XP_030378529.1|SLEB
OG0004530	LOC108005173|XP_016923836.1|DSUZ	LOC115626870|XP_030378237.1|SLEB
OG0004531	LOC108020498|XP_036673137.1|DSUZ	LOC115622022|XP_030371741.1|SLEB
OG0004532	LOC108005335|XP_016924053.1|DSUZ	LOC115629953|XP_030382424.1|SLEB
OG0004533	LOC108005208|XP_016923885.1|DSUZ	LOC115629244|XP_030381521.1|SLEB
OG0004534	LOC108017966|XP_016940729.1|DSUZ	LOC115629238|XP_030381513.1|SLEB
OG0004535	LOC108005634|XP_016924435.1|DSUZ	LOC115628354|XP_030380289.1|SLEB
OG0004536	LOC108014953|XP_036676639.1|DSUZ	LOC115627703|XP_030379306.1|SLEB
OG0004537	LOC108016880|XP_016939261.1|DSUZ	LOC115628914|XP_030381037.1|SLEB
OG0004538	LOC108010015|XP_016930295.1|DSUZ	LOC115620186|XP_030369180.1|SLEB
OG0004539	LOC108007805|XP_036674463.1|DSUZ	LOC115621768|XP_030371367.1|SLEB
OG0004540	LOC108004750|XP_016923275.1|DSUZ	LOC115627097|XP_030378512.1|SLEB
OG0004541	LOC108008229|XP_036669042.1|DSUZ	LOC115633658|XP_030386964.1|SLEB
OG0004542	LOC108015341|XP_016937235.1|DSUZ	LOC115630201|XP_030382629.1|SLEB, LOC115626827|XP_030378168.1|SLEB
OG0004543	LOC108004765|XP_016923296.1|DSUZ	LOC115627219|XP_030378701.1|SLEB
OG0004544	LOC108016940|XP_016939359.1|DSUZ	LOC115626664|XP_030377941.1|SLEB
OG0004545	LOC118877635|XP_036673030.1|DSUZ	LOC115620922|XP_030370282.1|SLEB
OG0004546	LOC108019877|XP_016943436.1|DSUZ	LOC115633683|XP_030386997.1|SLEB
OG0004547	LOC108016772|XP_016939026.1|DSUZ	LOC115628707|XP_030380761.1|SLEB
OG0004548	LOC108015228|XP_016937061.1|DSUZ	LOC115629134|XP_030381336.1|SLEB
OG0004549	LOC108016819|XP_016939119.1|DSUZ	LOC115627010|XP_030378390.1|SLEB
OG0004550	LOC108018944|XP_016942031.1|DSUZ	LOC115629913|XP_030382379.1|SLEB
OG0004551	LOC108009430|XP_016929252.1|DSUZ	LOC115624986|XP_030375708.1|SLEB
OG0004552	LOC108016868|XP_036676130.1|DSUZ	LOC115627043|XP_030378436.1|SLEB
OG0004553	LOC108013116|XP_016934262.1|DSUZ	LOC115633060|XP_030386263.1|SLEB
OG0004554	LOC108019136|XP_016942368.1|DSUZ	LOC115633415|XP_030386721.1|SLEB
OG0004555	LOC108018959|XP_016942052.1|DSUZ	LOC115633416|XP_030386722.1|SLEB
OG0004556	LOC108015353|XP_016937253.1|DSUZ	LOC115630195|XP_030382622.1|SLEB
OG0004557	LOC108019041|XP_016942146.1|DSUZ	LOC115628961|XP_030381097.1|SLEB
OG0004558	LOC108007882|XP_016927139.1|DSUZ	LOC115627640|XP_030379234.1|SLEB
OG0004559	LOC108007842|XP_016927094.2|DSUZ	LOC115620598|XP_030369772.1|SLEB
OG0004560	LOC108014482|XP_016936101.1|DSUZ	LOC115628071|XP_030379904.1|SLEB
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	LOC115625336|XP_030376221.1|SLEB
OG0004562	LOC108005982|XP_016924912.2|DSUZ	LOC115620662|XP_030369875.1|SLEB
