Orthogroup	DSUZ.longest_only	BTRY.longest_only
OG0004412	LOC108007456|XP_016926613.2|DSUZ	LOC120776914|XP_039963918.1|BTRY
OG0004413	LOC108010190|XP_016930522.1|DSUZ	LOC120772134|XP_039956486.1|BTRY
OG0004414	LOC108008491|XP_016927840.1|DSUZ	LOC120771140|XP_039954942.1|BTRY
OG0004415	LOC108009718|XP_016929769.1|DSUZ	LOC120770255|XP_039953492.1|BTRY
OG0004416	LOC108018216|XP_016941223.1|DSUZ	LOC120771085|XP_039954844.1|BTRY
OG0004417	LOC108017287|XP_016939793.2|DSUZ	LOC120782286|XP_039970423.1|BTRY
OG0004418	LOC108018089|XP_036669805.1|DSUZ	LOC120773079|XP_039957957.1|BTRY
OG0004419	LOC108019577|XP_036669809.1|DSUZ	LOC120770318|XP_039953634.1|BTRY
OG0004420	LOC108019641|XP_016943014.1|DSUZ	LOC120772694|XP_039957368.1|BTRY
OG0004421	LOC108010500|XP_016930861.2|DSUZ	LOC120776956|XP_039963979.1|BTRY
OG0004422	LOC108004799|XP_016923340.1|DSUZ	LOC120777454|XP_039964708.1|BTRY
OG0004423	LOC108009322|XP_016929082.1|DSUZ	LOC120770471|XP_039953900.1|BTRY
OG0004424	LOC108009745|XP_016929829.1|DSUZ	LOC120772123|XP_039956468.1|BTRY
OG0004425	LOC108013071|XP_036672113.1|DSUZ	LOC120777401|XP_039964633.1|BTRY
OG0004426	LOC108013193|XP_016934390.1|DSUZ	LOC120777486|XP_039964759.1|BTRY
OG0004427	LOC108014020|XP_016935519.2|DSUZ	LOC120778693|XP_039966582.1|BTRY
OG0004428	LOC118877935|XP_036674466.1|DSUZ, LOC108017549|XP_016940116.1|DSUZ	LOC120774849|XP_039960608.1|BTRY
OG0004429	LOC108005279|XP_016923962.1|DSUZ	LOC120768289|XP_039950849.1|BTRY
OG0004430	LOC108013270|XP_016934526.1|DSUZ	LOC120776603|XP_039963323.1|BTRY
OG0004431	LOC108018571|XP_016941616.2|DSUZ	LOC120770886|XP_039954467.1|BTRY
OG0004432	LOC108018569|XP_016941614.2|DSUZ	LOC120770874|XP_039954446.1|BTRY
OG0004433	LOC108017616|XP_036671718.1|DSUZ	LOC120779009|XP_039967062.1|BTRY
OG0004434	LOC108019661|XP_016943041.1|DSUZ	LOC120770313|XP_039953619.1|BTRY
OG0004435	LOC108010314|XP_016930699.1|DSUZ	LOC120771569|XP_039955569.1|BTRY
OG0004436	LOC108009712|XP_016929758.2|DSUZ	LOC120772570|XP_039957192.1|BTRY
OG0004437	LOC108008690|XP_016928073.1|DSUZ	LOC120772573|XP_039957201.1|BTRY
OG0004438	LOC108010107|XP_016930417.1|DSUZ	LOC120771442|XP_039955381.1|BTRY
OG0004439	LOC108010105|XP_016930415.1|DSUZ	LOC120771185|XP_039955010.1|BTRY
OG0004440	LOC108009061|XP_016928555.1|DSUZ	LOC120772424|XP_039956969.1|BTRY
OG0004441	LOC108007855|XP_016927110.1|DSUZ	LOC120775072|XP_039960997.1|BTRY
OG0004442	LOC108009822|XP_016929995.1|DSUZ	LOC120767010|XP_039948759.1|BTRY
OG0004443	LOC108013466|XP_016934831.1|DSUZ	LOC120777726|XP_039965151.1|BTRY
OG0004444	LOC108008453|XP_016927795.1|DSUZ	LOC120772657|XP_039957322.1|BTRY
OG0004445	LOC108008406|XP_016927741.1|DSUZ	LOC120772648|XP_039957308.1|BTRY
OG0004446	LOC108012160|XP_016932943.2|DSUZ	LOC120776083|XP_039962493.1|BTRY
OG0004447	LOC108020626|XP_016944466.2|DSUZ	LOC120779578|XP_039967855.1|BTRY, LOC120778795|XP_039966729.1|BTRY
OG0004448	LOC108009489|XP_016929370.1|DSUZ	LOC120772133|XP_039956485.1|BTRY
OG0004449	LOC108017673|XP_036671331.1|DSUZ	LOC120776800|XP_039963728.1|BTRY
OG0004450	LOC108009211|XP_016928860.1|DSUZ	LOC120770225|XP_039953439.1|BTRY
OG0004451	LOC108010142|XP_016930465.1|DSUZ	LOC120770443|XP_039953846.1|BTRY
OG0004452	LOC108008461|XP_016927804.1|DSUZ	LOC120770445|XP_039953852.1|BTRY
OG0004453	LOC108006186|XP_016925112.1|DSUZ	LOC120770512|XP_039953981.1|BTRY
OG0004454	LOC108019250|XP_036673836.1|DSUZ	LOC120782366|XP_039970538.1|BTRY
OG0004455	LOC108007530|XP_036671364.1|DSUZ	LOC120779029|XP_039967084.1|BTRY
OG0004456	LOC108016909|XP_016939315.1|DSUZ	LOC120774214|XP_039959602.1|BTRY
OG0004457	LOC108014489|XP_036670625.1|DSUZ	LOC120776745|XP_039963624.1|BTRY
OG0004458	LOC108010714|XP_016931117.2|DSUZ	LOC120777402|XP_039964634.1|BTRY, LOC120778394|XP_039966115.1|BTRY
OG0004459	LOC108020840|XP_036672156.1|DSUZ	LOC120776844|XP_039963803.1|BTRY
OG0004460	LOC108013131|XP_016934299.1|DSUZ	LOC120777841|XP_039965311.1|BTRY
OG0004461	LOC108019507|XP_016942825.2|DSUZ	LOC120777243|XP_039964370.1|BTRY
OG0004462	LOC108020733|XP_016944596.2|DSUZ, LOC108016343|XP_036672124.1|DSUZ	LOC120778532|XP_039966308.1|BTRY
OG0004463	LOC108007697|XP_016926923.2|DSUZ	LOC120776525|XP_039963186.1|BTRY
OG0004464	LOC108013195|XP_016934392.1|DSUZ	LOC120776649|XP_039963418.1|BTRY
OG0004465	LOC118877541|XP_036672492.1|DSUZ, LOC108020711|XP_036671374.1|DSUZ	LOC120766401|XP_039947783.1|BTRY
OG0004466	LOC118877345|XP_036671624.1|DSUZ, LOC108020756|XP_036672489.1|DSUZ	LOC120778367|XP_039966088.1|BTRY
OG0004467	LOC108006228|XP_036670763.1|DSUZ	LOC120777785|XP_039965241.1|BTRY
OG0004468	LOC108006225|XP_016925153.2|DSUZ	LOC120777784|XP_039965238.1|BTRY
OG0004469	LOC108011381|XP_016931987.2|DSUZ	LOC120779043|XP_039967103.1|BTRY
OG0004470	LOC108021465|XP_016945686.1|DSUZ	LOC120767940|XP_039950241.1|BTRY
OG0004471	LOC108006445|XP_036672974.1|DSUZ	LOC120767693|XP_039949822.1|BTRY
OG0004472	LOC108008329|XP_016927643.1|DSUZ	LOC120780101|XP_039968318.1|BTRY
OG0004473	LOC108008152|XP_016927430.1|DSUZ	LOC120772411|XP_039956940.1|BTRY
OG0004474	LOC108008526|XP_016927884.1|DSUZ	LOC120772410|XP_039956939.1|BTRY
OG0004475	LOC108011573|XP_016932230.1|DSUZ	LOC120772202|XP_039956602.1|BTRY, LOC120772404|XP_039956934.1|BTRY
OG0004476	LOC108010240|XP_016930585.1|DSUZ	LOC120774354|XP_039959873.1|BTRY
OG0004477	LOC108019604|XP_016942971.1|DSUZ	LOC120771859|XP_039956042.1|BTRY
OG0004478	LOC108008821|XP_016928215.1|DSUZ	LOC120772124|XP_039956470.1|BTRY
OG0004479	LOC108017791|XP_016940424.1|DSUZ	LOC120772244|XP_039956672.1|BTRY
OG0004480	LOC108015349|XP_016937248.1|DSUZ	LOC120775710|XP_039961955.1|BTRY
OG0004481	LOC108008599|XP_016927967.1|DSUZ	LOC120770570|XP_039954084.1|BTRY
OG0004482	LOC108018265|XP_036675586.1|DSUZ	LOC120767069|XP_039948856.1|BTRY
OG0004483	LOC108010290|XP_016930649.1|DSUZ	LOC120772611|XP_039957260.1|BTRY
OG0004484	LOC108016032|XP_016938116.1|DSUZ, LOC108016033|XP_016938117.1|DSUZ	LOC120782446|XP_039970666.1|BTRY
OG0004485	LOC108016582|XP_016938755.1|DSUZ	LOC120774670|XP_039960334.1|BTRY
OG0004486	LOC108009192|XP_016928833.1|DSUZ	LOC120771515|XP_039955503.1|BTRY, LOC120771281|XP_039955141.1|BTRY
OG0004487	LOC108006820|XP_036671801.1|DSUZ	LOC120776828|XP_039963783.1|BTRY
OG0004488	LOC108017679|XP_016940277.1|DSUZ, LOC108017680|XP_016940278.1|DSUZ	LOC120772321|XP_039956785.1|BTRY
OG0004489	LOC118877097|XP_036669944.1|DSUZ, LOC108012826|XP_016933765.1|DSUZ	LOC120776710|XP_039963539.1|BTRY, LOC120779713|XP_039968012.1|BTRY
OG0004492	LOC108011064|XP_016931616.1|DSUZ	LOC120776777|XP_039963689.1|BTRY
OG0004494	LOC108007055|XP_036673012.1|DSUZ	LOC120773508|XP_039958397.1|BTRY
OG0004495	LOC108014386|XP_036673193.1|DSUZ	LOC120766341|XP_039947699.1|BTRY, LOC120782291|XP_039970428.1|BTRY
OG0004496	LOC108008671|XP_016928054.2|DSUZ	LOC120773771|XP_039958822.1|BTRY
OG0004497	LOC108008121|XP_016927399.1|DSUZ, LOC108008786|XP_016928173.1|DSUZ	LOC120772713|XP_039957395.1|BTRY, LOC120772688|XP_039957361.1|BTRY
OG0004498	LOC118877809|XP_036673847.1|DSUZ, LOC108020238|XP_016943848.1|DSUZ, LOC108020247|XP_016943862.2|DSUZ	LOC120773016|XP_039957878.1|BTRY
OG0004504	LOC108014505|XP_016936132.1|DSUZ	LOC120782093|XP_039970174.1|BTRY
OG0004505	LOC108017206|XP_036674303.1|DSUZ	LOC120779917|XP_039968196.1|BTRY
OG0004506	LOC108014823|XP_016936510.1|DSUZ	LOC120780800|XP_039968985.1|BTRY
OG0004507	LOC108016019|XP_016938103.1|DSUZ	LOC120767033|XP_039948813.1|BTRY
OG0004508	LOC108018341|XP_036675432.1|DSUZ	LOC120777254|XP_039964388.1|BTRY
OG0004509	LOC108010699|XP_016931098.2|DSUZ	LOC120774789|XP_039960504.1|BTRY
OG0004510	LOC108011141|XP_016931712.1|DSUZ	LOC120774139|XP_039959459.1|BTRY
OG0004511	LOC108006610|XP_036673215.1|DSUZ	LOC120774841|XP_039960595.1|BTRY
OG0004512	LOC108020382|XP_016944125.1|DSUZ	LOC120779422|XP_039967553.1|BTRY
OG0004513	LOC108020407|XP_016944190.1|DSUZ	LOC120779445|XP_039967627.1|BTRY
OG0004514	LOC108020372|XP_016944093.1|DSUZ	LOC120779595|XP_039967872.1|BTRY
OG0004515	LOC108006561|XP_016925581.1|DSUZ	LOC120774301|XP_039959758.1|BTRY
OG0004516	LOC108005177|XP_016923843.1|DSUZ	LOC120774394|XP_039959945.1|BTRY
OG0004517	LOC108016841|XP_016939166.1|DSUZ	LOC120773467|XP_039958306.1|BTRY
OG0004518	LOC108018848|XP_036676679.1|DSUZ	LOC120775970|XP_039962319.1|BTRY
OG0004519	LOC108014785|XP_036674298.1|DSUZ	LOC120774385|XP_039959933.1|BTRY
OG0004520	LOC108018969|XP_016942060.1|DSUZ	LOC120776201|XP_039962768.1|BTRY
OG0004521	LOC108010966|XP_016931471.2|DSUZ, LOC118876794|XP_036677794.1|DSUZ	LOC120775297|XP_039961347.1|BTRY
OG0004522	LOC108015018|XP_016936735.1|DSUZ	LOC120775675|XP_039961899.1|BTRY
OG0004523	LOC108015738|XP_036675276.1|DSUZ	LOC120782625|XP_039970927.1|BTRY
OG0004524	LOC108015318|XP_016937197.1|DSUZ	LOC120773631|XP_039958572.1|BTRY
OG0004525	LOC108013707|XP_016935117.1|DSUZ	LOC120775196|XP_039961191.1|BTRY
OG0004526	LOC108016913|XP_016939322.2|DSUZ	LOC120774458|XP_039960043.1|BTRY
OG0004527	LOC108018904|XP_016941984.1|DSUZ	LOC120775667|XP_039961870.1|BTRY
OG0004528	LOC108015330|XP_016937220.1|DSUZ	LOC120774447|XP_039960030.1|BTRY, LOC120774449|XP_039960031.1|BTRY
OG0004529	LOC108011143|XP_016931716.1|DSUZ	LOC120775172|XP_039961157.1|BTRY
OG0004530	LOC108005173|XP_016923836.1|DSUZ	LOC120775544|XP_039961703.1|BTRY
OG0004531	LOC108020498|XP_036673137.1|DSUZ	LOC120769017|XP_039951831.1|BTRY
OG0004532	LOC108005335|XP_016924053.1|DSUZ	LOC120774158|XP_039959502.1|BTRY
OG0004533	LOC108005208|XP_016923885.1|DSUZ	LOC120775931|XP_039962272.1|BTRY
OG0004534	LOC108017966|XP_016940729.1|DSUZ	LOC120774966|XP_039960789.1|BTRY, LOC120774856|XP_039960612.1|BTRY
OG0004535	LOC108005634|XP_016924435.1|DSUZ	LOC120776408|XP_039962966.1|BTRY
OG0004536	LOC108014953|XP_036676639.1|DSUZ	LOC120773705|XP_039958673.1|BTRY
OG0004537	LOC108016880|XP_016939261.1|DSUZ	LOC120775647|XP_039961836.1|BTRY
OG0004538	LOC108010015|XP_016930295.1|DSUZ	LOC120770950|XP_039954596.1|BTRY
OG0004539	LOC108007805|XP_036674463.1|DSUZ	LOC120766949|XP_039948667.1|BTRY
OG0004540	LOC108004750|XP_016923275.1|DSUZ	LOC120775097|XP_039961038.1|BTRY
OG0004541	LOC108008229|XP_036669042.1|DSUZ	LOC120772806|XP_039957524.1|BTRY
OG0004542	LOC108015341|XP_016937235.1|DSUZ	LOC120775109|XP_039961060.1|BTRY, LOC120775047|XP_039960957.1|BTRY
OG0004543	LOC108004765|XP_016923296.1|DSUZ	LOC120778250|XP_039965949.1|BTRY
OG0004544	LOC108016940|XP_016939359.1|DSUZ	LOC120774745|XP_039960435.1|BTRY
OG0004545	LOC118877635|XP_036673030.1|DSUZ	LOC120782298|XP_039970438.1|BTRY
OG0004546	LOC108019877|XP_016943436.1|DSUZ	LOC120770566|XP_039954078.1|BTRY
OG0004547	LOC108016772|XP_016939026.1|DSUZ	LOC120775224|XP_039961225.1|BTRY
OG0004548	LOC108015228|XP_016937061.1|DSUZ	LOC120773883|XP_039958987.1|BTRY
OG0004549	LOC108016819|XP_016939119.1|DSUZ	LOC120773754|XP_039958754.1|BTRY
OG0004550	LOC108018944|XP_016942031.1|DSUZ	LOC120768589|XP_039951283.1|BTRY
OG0004551	LOC108009430|XP_016929252.1|DSUZ	LOC120774355|XP_039959874.1|BTRY
OG0004552	LOC108016868|XP_036676130.1|DSUZ	LOC120774120|XP_039959424.1|BTRY
OG0004553	LOC108013116|XP_016934262.1|DSUZ	LOC120776595|XP_039963302.1|BTRY
OG0004554	LOC108019136|XP_016942368.1|DSUZ	LOC120774429|XP_039959997.1|BTRY
OG0004555	LOC108018959|XP_016942052.1|DSUZ	LOC120775012|XP_039960886.1|BTRY
OG0004556	LOC108015353|XP_016937253.1|DSUZ	LOC120775059|XP_039960974.1|BTRY
OG0004557	LOC108019041|XP_016942146.1|DSUZ	LOC120775261|XP_039961276.1|BTRY, LOC120774591|XP_039960256.1|BTRY
OG0004558	LOC108007882|XP_016927139.1|DSUZ	LOC120781963|XP_039970067.1|BTRY
OG0004559	LOC108007842|XP_016927094.2|DSUZ	LOC120782528|XP_039970773.1|BTRY
OG0004560	LOC108014482|XP_016936101.1|DSUZ	LOC120780307|XP_039968532.1|BTRY
OG0004561	LOC108014622|XP_036674413.1|DSUZ, LOC108006762|XP_036675445.1|DSUZ	LOC120781283|XP_039969417.1|BTRY
OG0004562	LOC108005982|XP_016924912.2|DSUZ	LOC120766461|XP_039947924.1|BTRY
OG0004563	LOC108006428|XP_036673460.1|DSUZ	LOC120782883|XP_039971366.1|BTRY
OG0004564	LOC108015581|XP_036672851.1|DSUZ	LOC120782782|XP_039971184.1|BTRY
OG0004565	LOC108015723|XP_036674060.1|DSUZ	LOC120772017|XP_039956320.1|BTRY
OG0004566	LOC108019158|XP_016942398.1|DSUZ	LOC120774918|XP_039960728.1|BTRY
OG0004567	LOC108019062|XP_016942187.1|DSUZ	LOC120774554|XP_039960219.1|BTRY
OG0004568	LOC108016871|XP_016939240.1|DSUZ	LOC120775277|XP_039961307.1|BTRY
OG0004569	LOC108011641|XP_036673644.1|DSUZ	LOC120777108|XP_039964186.1|BTRY
OG0004570	LOC108009344|XP_016929121.1|DSUZ	LOC120770519|XP_039953994.1|BTRY
OG0004571	LOC108010462|XP_016930821.1|DSUZ	LOC120775139|XP_039961103.1|BTRY
OG0004572	LOC108021345|XP_036676927.1|DSUZ	LOC120775322|XP_039961396.1|BTRY
OG0004573	LOC108005696|XP_016924512.2|DSUZ	LOC120772558|XP_039957181.1|BTRY
OG0004574	LOC108004572|XP_016922997.1|DSUZ	LOC120774560|XP_039960227.1|BTRY
OG0004575	LOC108004709|XP_036676973.1|DSUZ	LOC120773458|XP_039958286.1|BTRY
OG0004576	LOC108006111|XP_016925046.1|DSUZ	LOC120777848|XP_039965321.1|BTRY
OG0004577	LOC108010995|XP_016931506.1|DSUZ, LOC108017546|XP_016940112.1|DSUZ	LOC120774868|XP_039960638.1|BTRY
OG0004578	LOC108004715|XP_016923219.1|DSUZ	LOC120776123|XP_039962585.1|BTRY
OG0004579	LOC108018151|XP_016941126.1|DSUZ	LOC120767341|XP_039949225.1|BTRY
OG0004580	LOC108018307|XP_036674750.1|DSUZ	LOC120769292|XP_039952156.1|BTRY
OG0004581	LOC108014479|XP_036673226.1|DSUZ	LOC120771039|XP_039954773.1|BTRY
OG0004582	LOC108012141|XP_036675529.1|DSUZ	LOC120766280|XP_039947616.1|BTRY
OG0004583	LOC108015351|XP_016937251.1|DSUZ	LOC120773619|XP_039958555.1|BTRY
OG0004584	LOC108008478|XP_016927823.1|DSUZ	LOC120774299|XP_039959755.1|BTRY
OG0004585	LOC108015499|XP_016937441.1|DSUZ	LOC120781311|XP_039969445.1|BTRY
OG0004586	LOC108016890|XP_016939283.1|DSUZ	LOC120773863|XP_039958953.1|BTRY
OG0004587	LOC108010858|XP_036675684.1|DSUZ	LOC120776164|XP_039962708.1|BTRY
OG0004588	LOC108010864|XP_016931330.1|DSUZ	LOC120782543|XP_039970808.1|BTRY
OG0004589	LOC108005076|XP_016923707.1|DSUZ	LOC120775414|XP_039961516.1|BTRY
OG0004590	LOC108015495|XP_036675266.1|DSUZ	LOC120766583|XP_039948113.1|BTRY
OG0004591	LOC108015503|XP_036675379.1|DSUZ	LOC120773644|XP_039958589.1|BTRY
OG0004592	LOC108006531|XP_016925544.1|DSUZ	LOC120775596|XP_039961769.1|BTRY
OG0004593	LOC108006282|XP_016925228.1|DSUZ	LOC120775386|XP_039961481.1|BTRY
OG0004594	LOC108015176|XP_016936948.1|DSUZ	LOC120775552|XP_039961713.1|BTRY
OG0004595	LOC108005158|XP_016923822.1|DSUZ	LOC120775471|XP_039961600.1|BTRY
OG0004596	LOC108016932|XP_036676076.1|DSUZ	LOC120776190|XP_039962749.1|BTRY
OG0004597	LOC108016864|XP_016939222.1|DSUZ	LOC120774245|XP_039959644.1|BTRY
OG0004598	LOC108005624|XP_016924423.1|DSUZ	LOC120777750|XP_039965179.1|BTRY
OG0004599	LOC108021677|XP_016945981.1|DSUZ	LOC120778510|XP_039966275.1|BTRY
OG0004600	LOC108005327|XP_016924044.1|DSUZ	LOC120774042|XP_039959276.1|BTRY
OG0004601	LOC108005220|XP_016923900.1|DSUZ	LOC120775395|XP_039961489.1|BTRY
OG0004602	LOC108015214|XP_016937041.1|DSUZ	LOC120774443|XP_039960018.1|BTRY
OG0004603	LOC108021296|XP_016945432.1|DSUZ	LOC120774541|XP_039960202.1|BTRY
OG0004604	LOC108015033|XP_016936753.1|DSUZ	LOC120774422|XP_039959985.1|BTRY
OG0004605	LOC108014963|XP_036676828.1|DSUZ	LOC120775939|XP_039962280.1|BTRY
OG0004606	LOC108015584|XP_036672605.1|DSUZ	LOC120771834|XP_039956012.1|BTRY
OG0004607	LOC108019012|XP_016942113.1|DSUZ	LOC120774984|XP_039960824.1|BTRY
OG0004608	LOC108011137|XP_036676881.1|DSUZ	LOC120775886|XP_039962197.1|BTRY
OG0004609	LOC108006268|XP_016925205.1|DSUZ	LOC120774282|XP_039959708.1|BTRY, LOC120774280|XP_039959706.1|BTRY
OG0004610	LOC108017257|XP_036675280.1|DSUZ	LOC120782654|XP_039970974.1|BTRY
OG0004611	LOC108017267|XP_036675391.1|DSUZ	LOC120770833|XP_039954360.1|BTRY
OG0004612	LOC108017238|XP_016939723.1|DSUZ	LOC120766263|XP_039947584.1|BTRY
OG0004613	LOC108014478|XP_036673225.1|DSUZ	LOC120782354|XP_039970523.1|BTRY
OG0004614	LOC108013678|XP_016935086.1|DSUZ	LOC120773928|XP_039959059.1|BTRY
OG0004615	LOC108019159|XP_016942399.1|DSUZ	LOC120775215|XP_039961214.1|BTRY
OG0004616	LOC108016620|XP_016938803.1|DSUZ	LOC120774395|XP_039959947.1|BTRY
OG0004617	LOC108021318|XP_016945470.1|DSUZ	LOC120767967|XP_039950305.1|BTRY
OG0004618	LOC108016072|XP_016938154.1|DSUZ	LOC120771173|XP_039954998.1|BTRY
OG0004619	LOC108018577|XP_016941624.2|DSUZ	LOC120781350|XP_039969487.1|BTRY
OG0004620	LOC108013832|XP_016935303.2|DSUZ	LOC120778466|XP_039966212.1|BTRY
OG0004621	LOC108016509|XP_016938672.1|DSUZ	LOC120778279|XP_039966003.1|BTRY
OG0004622	LOC118877720|XP_036673538.1|DSUZ, LOC108020301|XP_036677883.1|DSUZ	LOC120768917|XP_039951629.1|BTRY
OG0004623	LOC108007561|XP_016926742.1|DSUZ	LOC120782722|XP_039971080.1|BTRY
OG0004624	LOC108016247|XP_016938359.1|DSUZ	LOC120775382|XP_039961476.1|BTRY
OG0004625	LOC108005113|XP_036677206.1|DSUZ	LOC120776196|XP_039962756.1|BTRY
OG0004626	LOC108020180|XP_016943773.1|DSUZ	LOC120776118|XP_039962563.1|BTRY
OG0004627	LOC108020014|XP_036671456.1|DSUZ	LOC120778937|XP_039966918.1|BTRY
OG0004628	LOC108017000|XP_016939436.1|DSUZ	LOC120774283|XP_039959709.1|BTRY
OG0004629	LOC108015605|XP_036674076.1|DSUZ	LOC120772294|XP_039956740.1|BTRY
OG0004630	LOC108015489|XP_036675387.1|DSUZ	LOC120772741|XP_039957439.1|BTRY
OG0004632	LOC108020298|XP_036677879.1|DSUZ	LOC120768696|XP_039951424.1|BTRY
OG0004633	LOC108007556|XP_036674613.1|DSUZ	LOC120766438|XP_039947881.1|BTRY
OG0004634	LOC108014317|XP_016935878.1|DSUZ	LOC120782886|XP_039971369.1|BTRY, LOC120766325|XP_039947683.1|BTRY
OG0004635	LOC108015171|XP_016936943.2|DSUZ	LOC120775319|XP_039961390.1|BTRY
OG0004636	LOC108011220|XP_016931803.2|DSUZ	LOC120773663|XP_039958614.1|BTRY
OG0004637	LOC108016794|XP_036676661.1|DSUZ	LOC120773969|XP_039959140.1|BTRY
OG0004638	LOC108015417|XP_016937336.2|DSUZ	LOC120773836|XP_039958892.1|BTRY
OG0004639	LOC118878108|XP_036675402.1|DSUZ	LOC120782419|XP_039970604.1|BTRY
OG0004640	LOC108016126|XP_036675469.1|DSUZ	LOC120767992|XP_039950388.1|BTRY
OG0004641	LOC108005168|XP_016923832.1|DSUZ	LOC120774083|XP_039959345.1|BTRY
OG0004642	LOC108016796|XP_016939058.1|DSUZ	LOC120773823|XP_039958867.1|BTRY
OG0004643	LOC108018547|XP_016941589.1|DSUZ	LOC120781372|XP_039969513.1|BTRY
OG0004644	LOC108015372|XP_016937279.1|DSUZ	LOC120775137|XP_039961102.1|BTRY
OG0004645	LOC108020303|XP_016943926.1|DSUZ	LOC120775836|XP_039962134.1|BTRY
OG0004646	LOC108012161|XP_016932944.1|DSUZ	LOC120776090|XP_039962505.1|BTRY
OG0004647	LOC108005448|XP_016924226.1|DSUZ	LOC120776009|XP_039962382.1|BTRY
OG0004648	LOC108004845|XP_016923415.1|DSUZ	LOC120775262|XP_039961280.1|BTRY
OG0004649	LOC108005289|XP_016923974.1|DSUZ	LOC120775298|XP_039961350.1|BTRY
OG0004650	LOC108009410|XP_016929223.1|DSUZ	LOC120774471|XP_039960061.1|BTRY
OG0004651	LOC118876778|XP_036673143.1|DSUZ	LOC120766452|XP_039947907.1|BTRY
OG0004652	LOC108017448|XP_036674156.1|DSUZ	LOC120766594|XP_039948131.1|BTRY
OG0004653	LOC108007768|XP_036671105.1|DSUZ	LOC120779178|XP_039967354.1|BTRY
OG0004654	LOC108008045|XP_016927321.1|DSUZ	LOC120769513|XP_039952484.1|BTRY
OG0004655	LOC108014741|XP_016936411.2|DSUZ	LOC120766502|XP_039947991.1|BTRY
OG0004656	LOC108010449|XP_016930801.1|DSUZ	LOC120774082|XP_039959344.1|BTRY
OG0004657	LOC108018392|XP_016941434.2|DSUZ	LOC120766332|XP_039947692.1|BTRY
OG0004658	LOC108007389|XP_036673059.1|DSUZ	LOC120782522|XP_039970765.1|BTRY
OG0004659	LOC108015827|XP_036674738.1|DSUZ	LOC120766395|XP_039947775.1|BTRY
OG0004660	LOC118877633|XP_036673028.1|DSUZ	LOC120766338|XP_039947697.1|BTRY
OG0004661	LOC108016104|XP_016938192.2|DSUZ	LOC120782057|XP_039970150.1|BTRY
OG0004662	LOC118877780|XP_036673737.1|DSUZ	LOC120773989|XP_039959186.1|BTRY
OG0004663	LOC108021814|XP_016946105.1|DSUZ	LOC120774780|XP_039960487.1|BTRY
OG0004664	LOC108004659|XP_016923120.1|DSUZ	LOC120774287|XP_039959714.1|BTRY
OG0004665	LOC108018997|XP_016942096.1|DSUZ	LOC120775280|XP_039961313.1|BTRY
OG0004666	LOC108010586|XP_016930961.2|DSUZ	LOC120782229|XP_039970329.1|BTRY
OG0004667	LOC108010570|XP_036674565.1|DSUZ	LOC120766446|XP_039947888.1|BTRY
OG0004668	LOC108005416|XP_016924172.1|DSUZ	LOC120775007|XP_039960874.1|BTRY
OG0004669	LOC108011695|XP_016932397.1|DSUZ	LOC120767469|XP_039949493.1|BTRY
OG0004670	LOC108011762|XP_036675256.1|DSUZ	LOC120771853|XP_039956033.1|BTRY
OG0004671	LOC108018680|XP_016941741.1|DSUZ	LOC120781501|XP_039969661.1|BTRY
OG0004672	LOC108014629|XP_036674405.1|DSUZ, LOC108006764|XP_036675439.1|DSUZ	LOC120766922|XP_039948601.1|BTRY
OG0004673	LOC108010807|XP_036675622.1|DSUZ	LOC120774969|XP_039960796.1|BTRY
OG0004674	LOC108019534|XP_016942862.2|DSUZ	LOC120766952|XP_039948670.1|BTRY
OG0004675	LOC108019528|XP_036673197.1|DSUZ	LOC120766951|XP_039948665.1|BTRY
OG0004676	LOC108015820|XP_016937874.1|DSUZ	LOC120766365|XP_039947728.1|BTRY
OG0004677	LOC108015776|XP_016937815.2|DSUZ	LOC120773848|XP_039958923.1|BTRY
OG0004678	LOC108015779|XP_036673282.1|DSUZ	LOC120778184|XP_039965859.1|BTRY
OG0004679	LOC108014150|XP_016935670.2|DSUZ	LOC120766968|XP_039948692.1|BTRY
OG0004680	LOC108020786|XP_036674151.1|DSUZ	LOC120767575|XP_039949653.1|BTRY
OG0004681	LOC108006504|XP_016925516.2|DSUZ	LOC120772810|XP_039957537.1|BTRY
OG0004682	LOC108012116|XP_016932892.1|DSUZ	LOC120767994|XP_039950345.1|BTRY
OG0004683	LOC108018485|XP_016941531.1|DSUZ	LOC120777148|XP_039964230.1|BTRY
OG0004684	LOC108010590|XP_016930964.2|DSUZ	LOC120766282|XP_039947617.1|BTRY
OG0004685	LOC108010737|XP_036674206.1|DSUZ	LOC120766514|XP_039948010.1|BTRY
OG0004686	LOC108018448|XP_016941495.2|DSUZ	LOC120774585|XP_039960253.1|BTRY
OG0004687	LOC108010728|XP_036674527.1|DSUZ	LOC120781424|XP_039969581.1|BTRY
OG0004688	LOC108010923|XP_036674742.1|DSUZ	LOC120766790|XP_039948422.1|BTRY
OG0004689	LOC108007853|XP_036674139.1|DSUZ	LOC120782484|XP_039970721.1|BTRY
OG0004690	LOC108015989|XP_016938067.2|DSUZ	LOC120770502|XP_039954004.1|BTRY
OG0004691	LOC118877939|XP_036674512.1|DSUZ	LOC120776843|XP_039963806.1|BTRY
OG0004692	LOC108015557|XP_036674724.1|DSUZ	LOC120766975|XP_039948700.1|BTRY
