Orthogroup	DSUZ.longest_only	DGUA.longest_only
OG0005424	LOC108009616|XP_016929590.1|DSUZ	LOC117582347|XP_034125931.1|DGUA
OG0005425	LOC108006305|XP_016925281.1|DSUZ	LOC117591423|XP_034140572.1|DGUA
OG0005426	LOC108009152|XP_016928746.1|DSUZ	LOC117592214|XP_034141730.1|DGUA
OG0005427	LOC108009280|XP_016928993.1|DSUZ	LOC117587626|XP_034134377.1|DGUA
OG0005428	LOC108011883|XP_016932618.1|DSUZ	LOC117588135|XP_034135116.1|DGUA
OG0005429	LOC108021099|XP_036670652.1|DSUZ	LOC117591060|XP_034140052.1|DGUA
OG0005430	LOC108021100|XP_016945117.1|DSUZ	LOC117591061|XP_034140054.1|DGUA
OG0005431	LOC108021653|XP_016945954.1|DSUZ	LOC117591074|XP_034140066.1|DGUA
OG0005432	LOC108014216|XP_036678128.1|DSUZ	LOC117587596|XP_034134338.1|DGUA
OG0005433	LOC108008730|XP_016928119.1|DSUZ	LOC117591906|XP_034141187.1|DGUA
OG0005434	LOC108013745|XP_016935187.1|DSUZ	LOC117587780|XP_034134613.1|DGUA
OG0005435	LOC108006140|XP_016925084.2|DSUZ	LOC117587599|XP_034134340.1|DGUA
OG0005436	LOC108015861|XP_016937917.1|DSUZ	LOC117587597|XP_034134339.1|DGUA
OG0005437	LOC118878588|XP_036677518.1|DSUZ, LOC108020229|XP_036673823.1|DSUZ	LOC117585815|XP_034131435.1|DGUA
OG0005438	LOC108020191|XP_016943791.1|DSUZ	LOC117582442|XP_034126039.1|DGUA
OG0005439	LOC108018302|XP_016941325.1|DSUZ	LOC117589943|XP_034138122.1|DGUA
OG0005440	LOC108020313|XP_016943937.1|DSUZ	LOC117582564|XP_034126290.1|DGUA
OG0005441	LOC108011974|XP_016932725.2|DSUZ	LOC117584151|XP_034128801.1|DGUA
OG0005442	LOC108007680|XP_016926895.1|DSUZ	LOC117581726|XP_034124996.1|DGUA
OG0005443	LOC108021426|XP_016945627.1|DSUZ	LOC117584710|XP_034129645.1|DGUA
OG0005444	LOC108020940|XP_016944869.1|DSUZ	LOC117582512|XP_034126200.1|DGUA
OG0005445	LOC108009552|XP_016929499.1|DSUZ	LOC117584154|XP_034128806.1|DGUA
OG0005446	LOC108011946|XP_016932683.1|DSUZ	LOC117581713|XP_034124982.1|DGUA
OG0005447	LOC108004863|XP_016923437.1|DSUZ	LOC117584767|XP_034129759.1|DGUA
OG0005448	LOC108017981|XP_016940808.1|DSUZ	LOC117592168|XP_034141651.1|DGUA
OG0005449	LOC108019174|XP_016942426.1|DSUZ	LOC117588454|XP_034135632.1|DGUA
OG0005450	LOC108014766|XP_016936448.2|DSUZ	LOC117583378|XP_034127554.1|DGUA
OG0005451	LOC108021407|XP_016945603.1|DSUZ	LOC117582023|XP_034125439.1|DGUA
OG0005452	LOC108010161|XP_016930487.1|DSUZ	LOC117590198|XP_034138535.1|DGUA
OG0005453	LOC108011555|XP_036673000.1|DSUZ	LOC117586605|XP_034132678.1|DGUA
OG0005454	LOC108014301|XP_016935857.1|DSUZ	LOC117582384|XP_034125947.1|DGUA
OG0005455	LOC108008638|XP_016928006.1|DSUZ	LOC117578692|XP_034120218.1|DGUA
OG0005456	LOC108021284|XP_016945412.1|DSUZ	LOC117588001|XP_034134913.1|DGUA
OG0005457	LOC108013403|XP_016934749.1|DSUZ	LOC117587861|XP_034134718.1|DGUA
OG0005458	LOC108021359|XP_016945534.1|DSUZ	LOC117584045|XP_034128674.1|DGUA
OG0005459	LOC108021526|XP_016945776.1|DSUZ	LOC117581888|XP_034125247.1|DGUA
OG0005460	LOC108015412|XP_016937331.1|DSUZ	LOC117584474|XP_034129289.1|DGUA
OG0005461	LOC108021197|XP_016945275.1|DSUZ	LOC117587815|XP_034134663.1|DGUA
OG0005462	LOC108021198|XP_016945276.1|DSUZ	LOC117587785|XP_034134620.1|DGUA
OG0005463	LOC108013165|XP_016934351.1|DSUZ	LOC117579935|XP_034121981.1|DGUA
OG0005464	LOC108010125|XP_016930445.1|DSUZ	LOC117588080|XP_034135035.1|DGUA
OG0005465	LOC108013382|XP_016934713.1|DSUZ	LOC117588191|XP_034135203.1|DGUA
OG0005466	LOC108021418|XP_016945622.1|DSUZ	LOC117587999|XP_034134910.1|DGUA
OG0005467	LOC108005983|XP_016924913.1|DSUZ	LOC117585079|XP_034130235.1|DGUA
OG0005468	LOC108017951|XP_016940680.1|DSUZ	LOC117582238|XP_034125739.1|DGUA
OG0005469	LOC108005446|XP_016924228.2|DSUZ	LOC117588237|XP_034135279.1|DGUA
OG0005470	LOC108018043|XP_016940925.1|DSUZ	LOC117588115|XP_034135079.1|DGUA
OG0005471	LOC108018500|XP_036669167.1|DSUZ	LOC117584699|XP_034129624.1|DGUA
OG0005472	LOC108019527|XP_016942857.1|DSUZ	LOC117584702|XP_034129629.1|DGUA
OG0005473	LOC108021289|XP_016945421.1|DSUZ	LOC117584480|XP_034129296.1|DGUA
OG0005474	LOC108021135|XP_016945181.1|DSUZ	LOC117581859|XP_034125212.1|DGUA
OG0005475	LOC108021134|XP_016945180.1|DSUZ	LOC117581858|XP_034125211.1|DGUA
OG0005476	LOC108019817|XP_016943320.1|DSUZ	LOC117584593|XP_034129464.1|DGUA
OG0005477	LOC118877252|XP_036670852.1|DSUZ	LOC117579198|XP_034120859.1|DGUA
OG0005478	LOC108021338|XP_016945508.1|DSUZ	LOC117582312|XP_034125847.1|DGUA
OG0005479	LOC108021346|XP_016945517.1|DSUZ	LOC117582310|XP_034125845.1|DGUA
OG0005480	LOC108021347|XP_016945518.1|DSUZ	LOC117582313|XP_034125848.1|DGUA
OG0005481	LOC108021182|XP_016945252.1|DSUZ	LOC117582429|XP_034126024.1|DGUA
OG0005482	LOC108019388|XP_016942709.2|DSUZ	LOC117582428|XP_034126023.1|DGUA
OG0005483	LOC108011599|XP_016932257.1|DSUZ	LOC117582768|XP_034126623.1|DGUA
OG0005484	LOC108005063|XP_016923736.1|DSUZ	LOC117584104|XP_034128744.1|DGUA
OG0005485	LOC108019917|XP_036669961.1|DSUZ	LOC117581956|XP_034125333.1|DGUA
OG0005486	LOC108017770|XP_016940379.1|DSUZ	LOC117578410|XP_034119759.1|DGUA
OG0005487	LOC108021471|XP_016945699.1|DSUZ	LOC117581928|XP_034125298.1|DGUA
OG0005488	LOC108021707|XP_016946030.1|DSUZ	LOC117582059|XP_034125501.1|DGUA
OG0005489	LOC108021206|XP_016945291.1|DSUZ	LOC117582121|XP_034125590.1|DGUA
OG0005490	LOC108007569|XP_016926754.1|DSUZ	LOC117582136|XP_034125609.1|DGUA
OG0005491	LOC108016766|XP_036668586.1|DSUZ	LOC117582590|XP_034126327.1|DGUA
OG0005492	LOC108007817|XP_016927072.1|DSUZ	LOC117582219|XP_034125718.1|DGUA, LOC117582624|XP_034126390.1|DGUA
OG0005493	LOC108008604|XP_016927976.1|DSUZ	LOC117588213|XP_034135243.1|DGUA
OG0005494	LOC108009199|XP_016928846.1|DSUZ	LOC117586663|XP_034132805.1|DGUA
OG0005495	LOC108008304|XP_016927610.1|DSUZ	LOC117578618|XP_034120114.1|DGUA
OG0005496	LOC108019435|XP_016942749.1|DSUZ, LOC108018495|XP_036674080.1|DSUZ	LOC117589861|XP_034138016.1|DGUA
OG0005497	LOC108004571|XP_016923001.1|DSUZ	LOC117588150|XP_034135139.1|DGUA
OG0005498	LOC108004580|XP_016923013.1|DSUZ	LOC117588162|XP_034135161.1|DGUA
OG0005499	LOC108019338|XP_016942650.1|DSUZ	LOC117588146|XP_034135134.1|DGUA
OG0005500	LOC108019364|XP_016942678.1|DSUZ	LOC117588163|XP_034135164.1|DGUA
OG0005501	LOC108021269|XP_016945388.1|DSUZ	LOC117587742|XP_034134557.1|DGUA
OG0005502	LOC108021270|XP_016945390.1|DSUZ	LOC117587743|XP_034134558.1|DGUA
OG0005503	LOC108018617|XP_036671614.1|DSUZ	LOC117582535|XP_034126231.1|DGUA
OG0005504	LOC108004602|XP_016923034.1|DSUZ	LOC117584047|XP_034128678.1|DGUA
OG0005506	LOC108018792|XP_016941869.1|DSUZ	LOC117582560|XP_034126282.1|DGUA
OG0005507	LOC108016756|XP_016938996.1|DSUZ	LOC117584007|XP_034128628.1|DGUA
OG0005508	LOC108021311|XP_016945455.1|DSUZ	LOC117584139|XP_034128785.1|DGUA
OG0005509	LOC108021576|XP_016945847.1|DSUZ	LOC117582492|XP_034126155.1|DGUA
OG0005510	LOC108018666|XP_016941728.1|DSUZ	LOC117583883|XP_034128427.1|DGUA
OG0005511	LOC108016813|XP_016939103.1|DSUZ	LOC117590828|XP_034139692.1|DGUA
OG0005512	LOC108012198|XP_036673084.1|DSUZ	LOC117583259|XP_034127373.1|DGUA
OG0005513	LOC108005227|XP_016923907.1|DSUZ	LOC117584515|XP_034129347.1|DGUA
OG0005514	LOC108018575|XP_016941620.2|DSUZ	LOC117583284|XP_034127409.1|DGUA
OG0005515	LOC108019596|XP_016942927.1|DSUZ	LOC117588724|XP_034136079.1|DGUA
OG0005516	LOC108007580|XP_016926765.1|DSUZ	LOC117584505|XP_034129331.1|DGUA
OG0005517	LOC108020616|XP_036676447.1|DSUZ	LOC117584726|XP_034129679.1|DGUA
OG0005518	LOC108021721|XP_016946046.1|DSUZ	LOC117581880|XP_034125237.1|DGUA
OG0005519	LOC108010068|XP_016930371.1|DSUZ	LOC117584115|XP_034128760.1|DGUA
OG0005520	LOC108021433|XP_016945639.1|DSUZ	LOC117584808|XP_034129817.1|DGUA
OG0005521	LOC108006674|XP_016925706.1|DSUZ	LOC117584810|XP_034129821.1|DGUA
OG0005522	LOC108015901|XP_036670458.1|DSUZ	LOC117579127|XP_034120754.1|DGUA
OG0005523	LOC108004894|XP_016923469.1|DSUZ	LOC117584407|XP_034129160.1|DGUA
OG0005524	LOC108020938|XP_016944861.1|DSUZ	LOC117591563|XP_034140763.1|DGUA
OG0005525	LOC108004672|XP_016923148.1|DSUZ	LOC117587698|XP_034134485.1|DGUA
OG0005526	LOC108005589|XP_016924382.1|DSUZ	LOC117584651|XP_034129570.1|DGUA
OG0005527	LOC108020351|XP_016944022.1|DSUZ	LOC117590592|XP_034139244.1|DGUA
OG0005528	LOC108021609|XP_016945893.1|DSUZ	LOC117584019|XP_034128642.1|DGUA
OG0005529	LOC108021039|XP_016945020.1|DSUZ	LOC117587954|XP_034134848.1|DGUA
OG0005530	LOC108021366|XP_016945544.1|DSUZ	LOC117584584|XP_034129450.1|DGUA
OG0005531	LOC108013144|XP_016934319.1|DSUZ	LOC117587179|XP_034133588.1|DGUA
OG0005532	LOC108015953|XP_016938027.1|DSUZ	LOC117582486|XP_034126136.1|DGUA
OG0005533	LOC108007267|XP_016926398.1|DSUZ	LOC117584644|XP_034129558.1|DGUA
OG0005534	LOC108012665|XP_016933581.1|DSUZ	LOC117589001|XP_034136504.1|DGUA
OG0005535	LOC108021102|XP_016945120.1|DSUZ	LOC117581747|XP_034125035.1|DGUA
OG0005536	LOC108021189|XP_016945266.1|DSUZ	LOC117584204|XP_034128865.1|DGUA
OG0005537	LOC108011940|XP_016932678.2|DSUZ, LOC108014272|XP_036676368.1|DSUZ	LOC117584356|XP_034129083.1|DGUA
OG0005538	LOC108021199|XP_036673963.1|DSUZ	LOC117582466|XP_034126082.1|DGUA
OG0005539	LOC108021658|XP_016945959.1|DSUZ	LOC117582054|XP_034125489.1|DGUA
OG0005540	LOC108021007|XP_016944968.1|DSUZ	LOC117582025|XP_034125442.1|DGUA
OG0005541	LOC108007863|XP_036676299.1|DSUZ, LOC108018960|XP_016942055.2|DSUZ	LOC117584437|XP_034129240.1|DGUA
OG0005542	LOC108007162|XP_016926269.1|DSUZ	LOC117589396|XP_034137203.1|DGUA
OG0005543	LOC108019677|XP_016943067.1|DSUZ	LOC117587645|XP_034134421.1|DGUA
OG0005544	LOC108021244|XP_016945342.1|DSUZ	LOC117582662|XP_034126466.1|DGUA
OG0005545	LOC108005962|XP_016924886.1|DSUZ	LOC117582290|XP_034125818.1|DGUA
OG0005546	LOC108021029|XP_016945006.1|DSUZ	LOC117584148|XP_034128799.1|DGUA
OG0005547	LOC108007981|XP_016927252.1|DSUZ	LOC117581929|XP_034125299.1|DGUA
OG0005548	LOC108020986|XP_016944933.1|DSUZ	LOC117581733|XP_034125003.1|DGUA
OG0005549	LOC108009943|XP_016930180.1|DSUZ	LOC117582001|XP_034125388.1|DGUA
OG0005550	LOC108015178|XP_016936964.1|DSUZ	LOC117581877|XP_034125233.1|DGUA
OG0005551	LOC108017796|XP_016940429.1|DSUZ	LOC117581049|XP_034124196.1|DGUA
OG0005552	LOC108018197|XP_016941202.1|DSUZ	LOC117585279|XP_034130597.1|DGUA
OG0005553	LOC108020212|XP_016943824.1|DSUZ	LOC117584044|XP_034128673.1|DGUA
OG0005554	LOC108015277|XP_016937138.1|DSUZ	LOC117582644|XP_034126417.1|DGUA
OG0005555	LOC108004978|XP_016923588.1|DSUZ	LOC117582189|XP_034125683.1|DGUA
OG0005556	LOC108021169|XP_016945243.1|DSUZ	LOC117582022|XP_034125438.1|DGUA
OG0005557	LOC108014653|XP_016936307.1|DSUZ	LOC117584050|XP_034128681.1|DGUA
OG0005558	LOC108015211|XP_036676843.1|DSUZ	LOC117580698|XP_034123214.1|DGUA
OG0005559	LOC108021023|XP_016944992.1|DSUZ	LOC117582580|XP_034126316.1|DGUA
OG0005560	LOC108014616|XP_016936271.1|DSUZ	LOC117584042|XP_034128671.1|DGUA
OG0005561	LOC108015015|XP_016936731.2|DSUZ	LOC117588479|XP_034135667.1|DGUA
OG0005562	LOC108021043|XP_016945027.1|DSUZ	LOC117582153|XP_034125629.1|DGUA
OG0005563	LOC108020418|XP_016944212.1|DSUZ	LOC117590629|XP_034139333.1|DGUA
OG0005564	LOC108016823|XP_016939130.1|DSUZ	LOC117584647|XP_034129562.1|DGUA
OG0005565	LOC108013860|XP_016935345.1|DSUZ	LOC117582393|XP_034125968.1|DGUA
OG0005566	LOC108013864|XP_016935358.1|DSUZ	LOC117582396|XP_034125970.1|DGUA
OG0005567	LOC108017295|XP_036673997.1|DSUZ	LOC117583343|XP_034127496.1|DGUA
OG0005568	LOC108020959|XP_016944893.1|DSUZ	LOC117584768|XP_034129760.1|DGUA
OG0005569	LOC108021551|XP_016945811.1|DSUZ	LOC117582254|XP_034125755.1|DGUA
OG0005570	LOC108021207|XP_036673663.1|DSUZ	LOC117582520|XP_034126208.1|DGUA
OG0005571	LOC108008265|XP_036669278.1|DSUZ	LOC117584278|XP_034128990.1|DGUA
OG0005572	LOC108009312|XP_016929056.1|DSUZ	LOC117578527|XP_034119978.1|DGUA
OG0005573	LOC108004982|XP_016923590.2|DSUZ	LOC117586315|XP_034132192.1|DGUA
OG0005574	LOC108017920|XP_016940580.1|DSUZ	LOC117590918|XP_034139845.1|DGUA
OG0005575	LOC108006779|XP_036674184.1|DSUZ, LOC108012030|XP_016932798.2|DSUZ	LOC117589608|XP_034137574.1|DGUA
OG0005576	LOC108009377|XP_016929170.1|DSUZ	LOC117581785|XP_034125108.1|DGUA
OG0005577	LOC108014255|XP_016935782.1|DSUZ	LOC117580558|XP_034123052.1|DGUA
OG0005578	LOC108014595|XP_036671449.1|DSUZ	LOC117586992|XP_034133283.1|DGUA
OG0005579	LOC108014593|XP_016936245.1|DSUZ	LOC117586994|XP_034133284.1|DGUA
OG0005580	LOC108012381|XP_016933226.1|DSUZ	LOC117586886|XP_034133111.1|DGUA
OG0005581	LOC108021783|XP_036677241.1|DSUZ	LOC117588267|XP_034135298.1|DGUA
OG0005582	LOC108017624|XP_016940211.2|DSUZ	LOC117579222|XP_034120885.1|DGUA
OG0005583	LOC108012358|XP_016933198.1|DSUZ	LOC117589339|XP_034137081.1|DGUA
OG0005584	LOC108018319|XP_016941349.1|DSUZ	LOC117588025|XP_034134957.1|DGUA
OG0005585	LOC108017142|XP_016939613.2|DSUZ	LOC117586257|XP_034132089.1|DGUA
OG0005586	LOC108016243|XP_016938357.1|DSUZ	LOC117586661|XP_034132798.1|DGUA
OG0005587	LOC108021553|XP_016945810.1|DSUZ	LOC117584371|XP_034129102.1|DGUA
OG0005588	LOC108014681|XP_036672416.1|DSUZ	LOC117587410|XP_034133959.1|DGUA
OG0005589	LOC108011551|XP_016932206.2|DSUZ	LOC117586608|XP_034132688.1|DGUA
OG0005590	LOC108017807|XP_016940443.1|DSUZ	LOC117578444|XP_034119858.1|DGUA
OG0005591	LOC108013742|XP_016935183.1|DSUZ	LOC117581553|XP_034124775.1|DGUA
OG0005592	LOC118877785|XP_036673748.1|DSUZ	LOC117584934|XP_034129985.1|DGUA
OG0005593	LOC108013282|XP_016934544.1|DSUZ	LOC117587017|XP_034133319.1|DGUA
OG0005594	LOC108005870|XP_016924736.2|DSUZ	LOC117579041|XP_034120627.1|DGUA
OG0005595	LOC108005749|XP_036670775.1|DSUZ	LOC117579040|XP_034120626.1|DGUA
OG0005596	LOC108012384|XP_016933229.1|DSUZ	LOC117587294|XP_034133774.1|DGUA
OG0005597	LOC108006080|XP_036673036.1|DSUZ	LOC117585269|XP_034130579.1|DGUA
OG0005598	LOC108015493|XP_016937428.2|DSUZ	LOC117582914|XP_034126901.1|DGUA
OG0005599	LOC108009310|XP_016929053.1|DSUZ	LOC117578525|XP_034119976.1|DGUA
OG0005600	LOC118877646|XP_036673112.1|DSUZ	LOC117586176|XP_034131979.1|DGUA
OG0005601	LOC108013733|XP_016935171.1|DSUZ	LOC117588751|XP_034136120.1|DGUA
OG0005602	LOC108014063|XP_016935571.1|DSUZ	LOC117591125|XP_034140119.1|DGUA
OG0005603	LOC108017944|XP_016940662.1|DSUZ	LOC117591354|XP_034140477.1|DGUA
OG0005604	LOC108009397|XP_016929206.1|DSUZ	LOC117578669|XP_034120187.1|DGUA
OG0005605	LOC108009209|XP_016928857.1|DSUZ	LOC117587534|XP_034134268.1|DGUA
OG0005606	LOC108021262|XP_016945375.1|DSUZ	LOC117584826|XP_034129843.1|DGUA
OG0005607	LOC108010639|XP_016931022.1|DSUZ	LOC117586099|XP_034131849.1|DGUA
OG0005608	LOC108010629|XP_016931009.2|DSUZ	LOC117586082|XP_034131829.1|DGUA
OG0005609	LOC108007086|XP_036671218.1|DSUZ	LOC117579712|XP_034121597.1|DGUA
OG0005610	LOC108013092|XP_016934220.1|DSUZ	LOC117589201|XP_034136821.1|DGUA
OG0005611	LOC108007072|XP_036670447.1|DSUZ	LOC117589145|XP_034136723.1|DGUA
OG0005612	LOC108007349|XP_036673745.1|DSUZ	LOC117585992|XP_034131707.1|DGUA
OG0005613	LOC108004952|XP_016923544.2|DSUZ	LOC117586732|XP_034132918.1|DGUA
OG0005614	LOC108011230|XP_036675161.1|DSUZ	LOC117586760|XP_034132961.1|DGUA
OG0005615	LOC108010826|XP_016931277.2|DSUZ	LOC117583702|XP_034128075.1|DGUA
OG0005616	LOC108011532|XP_036674001.1|DSUZ	LOC117586311|XP_034132185.1|DGUA
OG0005617	LOC108016048|XP_016938131.2|DSUZ	LOC117585974|XP_034131674.1|DGUA
OG0005618	LOC108008476|XP_016927820.1|DSUZ	LOC117584765|XP_034129761.1|DGUA
OG0005619	LOC108014692|XP_016936356.1|DSUZ	LOC117589772|XP_034137859.1|DGUA
OG0005620	LOC108012169|XP_036677233.1|DSUZ	LOC117590809|XP_034139667.1|DGUA
OG0005621	LOC108014996|XP_016936709.1|DSUZ	LOC117581024|XP_034123743.1|DGUA
OG0005622	LOC108015256|XP_016937098.1|DSUZ	LOC117581626|XP_034124885.1|DGUA
OG0005623	LOC108016896|XP_016939294.1|DSUZ	LOC117590755|XP_034139583.1|DGUA
OG0005624	LOC108017126|XP_036674872.1|DSUZ	LOC117586404|XP_034132327.1|DGUA
OG0005625	LOC108014551|XP_036673195.1|DSUZ	LOC117585887|XP_034131533.1|DGUA
OG0005626	LOC108021837|XP_016946132.1|DSUZ	LOC117581148|XP_034123971.1|DGUA
OG0005627	LOC108019490|XP_016942807.2|DSUZ	LOC117590161|XP_034138440.1|DGUA
OG0005628	LOC108006414|XP_016925427.2|DSUZ	LOC117583214|XP_034127322.1|DGUA
OG0005629	LOC108009546|XP_016929477.1|DSUZ	LOC117578510|XP_034119940.1|DGUA
OG0005630	LOC108009600|XP_036669613.1|DSUZ	LOC117581414|XP_034124463.1|DGUA
OG0005631	LOC108021810|XP_016946102.1|DSUZ	LOC117591194|XP_034140224.1|DGUA, LOC117591195|XP_034140227.1|DGUA
OG0005632	LOC108005137|XP_016923799.2|DSUZ	LOC117591046|XP_034140033.1|DGUA
OG0005633	LOC108018626|XP_016941680.1|DSUZ, LOC118877734|XP_036673619.1|DSUZ	LOC117590121|XP_034138376.1|DGUA
OG0005634	LOC108017336|XP_036672942.1|DSUZ	LOC117586619|XP_034132716.1|DGUA
OG0005635	LOC108021047|XP_016945040.1|DSUZ	LOC117584010|XP_034128631.1|DGUA
OG0005636	LOC108016009|XP_036674940.1|DSUZ	LOC117586190|XP_034132007.1|DGUA
OG0005637	LOC108007951|XP_016927210.2|DSUZ	LOC117584914|XP_034129952.1|DGUA
OG0005638	LOC108008147|XP_036669305.1|DSUZ	LOC117578761|XP_034120354.1|DGUA
OG0005639	LOC108009675|XP_016929697.1|DSUZ	LOC117585990|XP_034131742.1|DGUA
OG0005640	LOC108014732|XP_016936395.2|DSUZ	LOC117586192|XP_034132010.1|DGUA
OG0005641	LOC108015369|XP_016937275.1|DSUZ	LOC117581545|XP_034124751.1|DGUA
OG0005642	LOC108014429|XP_016936033.1|DSUZ	LOC117589961|XP_034138152.1|DGUA
OG0005643	LOC108020059|XP_016943647.1|DSUZ	LOC117588981|XP_034136461.1|DGUA
OG0005644	LOC108013560|XP_016934965.1|DSUZ	LOC117589375|XP_034137177.1|DGUA
OG0005645	LOC108019176|XP_016942429.1|DSUZ	LOC117580653|XP_034123146.1|DGUA
OG0005646	LOC108004699|XP_016923198.1|DSUZ	LOC117590815|XP_034139674.1|DGUA
OG0005647	LOC108018320|XP_016941351.1|DSUZ	LOC117588031|XP_034134969.1|DGUA
OG0005648	LOC108013932|XP_016935429.2|DSUZ	LOC117579647|XP_034121517.1|DGUA
OG0005649	LOC108005928|XP_016924827.2|DSUZ	LOC117585999|XP_034131717.1|DGUA
OG0005650	LOC108018803|XP_016941879.2|DSUZ	LOC117586234|XP_034132061.1|DGUA
OG0005651	LOC108015354|XP_016937254.1|DSUZ	LOC117581409|XP_034124453.1|DGUA
OG0005652	LOC108020144|XP_036673592.1|DSUZ	LOC117583756|XP_034128171.1|DGUA
OG0005653	LOC108020948|XP_016944876.1|DSUZ	LOC117584093|XP_034128732.1|DGUA
OG0005654	LOC118878007|XP_036674924.1|DSUZ, LOC108014152|XP_036674971.1|DSUZ	LOC117585524|XP_034130923.1|DGUA
OG0005655	LOC108004921|XP_016923505.2|DSUZ	LOC117585986|XP_034131697.1|DGUA
OG0005656	LOC108006434|XP_036673259.1|DSUZ	LOC117585506|XP_034130896.1|DGUA
OG0005657	LOC108017449|XP_036674287.1|DSUZ	LOC117586685|XP_034132830.1|DGUA
OG0005658	LOC108014205|XP_016935735.2|DSUZ	LOC117586242|XP_034132071.1|DGUA
OG0005659	LOC108012123|XP_036674338.1|DSUZ	LOC117585819|XP_034131439.1|DGUA
OG0005660	LOC108005633|XP_016924433.2|DSUZ	LOC117589251|XP_034136916.1|DGUA
OG0005661	LOC108017473|XP_036674278.1|DSUZ	LOC117586249|XP_034132079.1|DGUA
OG0005662	LOC108011681|XP_016932371.2|DSUZ	LOC117586270|XP_034132104.1|DGUA
OG0005663	LOC108021829|XP_016946123.1|DSUZ	LOC117590558|XP_034139188.1|DGUA, LOC117590473|XP_034139019.1|DGUA
OG0005664	LOC108014433|XP_036673314.1|DSUZ	LOC117583117|XP_034127194.1|DGUA
OG0005665	LOC108014046|XP_036675274.1|DSUZ	LOC117585299|XP_034130618.1|DGUA
OG0005666	LOC108015265|XP_016937110.1|DSUZ	LOC117581507|XP_034124670.1|DGUA
OG0005667	LOC108018867|XP_016941944.2|DSUZ	LOC117590720|XP_034139513.1|DGUA
OG0005668	LOC108020136|XP_036670848.1|DSUZ	LOC117579199|XP_034120861.1|DGUA
OG0005669	LOC108019063|XP_016942190.1|DSUZ	LOC117583935|XP_034128508.1|DGUA
OG0005670	LOC108004984|XP_036674404.1|DSUZ	LOC117586317|XP_034132197.1|DGUA
OG0005671	LOC108013891|XP_016935386.2|DSUZ	LOC117583179|XP_034127270.1|DGUA
OG0005672	LOC108021000|XP_016944956.1|DSUZ	LOC117584409|XP_034129164.1|DGUA
OG0005673	LOC108012873|XP_016933851.1|DSUZ	LOC117587015|XP_034133316.1|DGUA
OG0005674	LOC108013128|XP_036672101.1|DSUZ	LOC117579204|XP_034120863.1|DGUA
OG0005675	LOC108014552|XP_016936185.1|DSUZ	LOC117585902|XP_034131548.1|DGUA
OG0005676	LOC108014463|XP_016936074.2|DSUZ	LOC117579812|XP_034121793.1|DGUA
OG0005677	LOC108018228|XP_016941236.1|DSUZ	LOC117588134|XP_034135120.1|DGUA
OG0005678	LOC108011542|XP_036673005.1|DSUZ	LOC117586591|XP_034132658.1|DGUA
OG0005679	LOC108004915|XP_036674035.1|DSUZ	LOC117585811|XP_034131422.1|DGUA
OG0005680	LOC108020977|XP_016944917.1|DSUZ	LOC117581970|XP_034125346.1|DGUA
OG0005681	LOC108004907|XP_016923482.2|DSUZ	LOC117586487|XP_034132476.1|DGUA
OG0005682	LOC108004900|XP_016923473.2|DSUZ	LOC117586483|XP_034132471.1|DGUA
OG0005683	LOC108005135|XP_036677004.1|DSUZ	LOC117591027|XP_034140011.1|DGUA
OG0005684	LOC108012393|XP_016933240.1|DSUZ	LOC117589200|XP_034136820.1|DGUA
OG0005685	LOC108015157|XP_016936923.1|DSUZ	LOC117590725|XP_034139525.1|DGUA
OG0005686	LOC118877952|XP_036674610.1|DSUZ, LOC108012049|XP_016932818.2|DSUZ	LOC117585516|XP_034130911.1|DGUA
OG0005687	LOC108020746|XP_036671740.1|DSUZ, LOC108020705|XP_036672484.1|DSUZ	LOC117579724|XP_034121611.1|DGUA
OG0005688	LOC108008553|XP_016927913.1|DSUZ	LOC117591845|XP_034141101.1|DGUA
OG0005689	LOC108019963|XP_036676687.1|DSUZ	LOC117590774|XP_034139614.1|DGUA
OG0005690	LOC108020624|XP_016944463.2|DSUZ	LOC117585653|XP_034131130.1|DGUA
OG0005691	LOC108011513|XP_036674036.1|DSUZ	LOC117585776|XP_034131353.1|DGUA, LOC117585421|XP_034130785.1|DGUA
OG0005692	LOC108021300|XP_016945441.1|DSUZ	LOC117582278|XP_034125800.1|DGUA
OG0005693	LOC108012421|XP_016933271.1|DSUZ	LOC117579787|XP_034121738.1|DGUA
OG0005694	LOC108013991|XP_036672740.1|DSUZ, LOC108013990|XP_036674445.1|DSUZ	LOC117586265|XP_034132099.1|DGUA
OG0005695	LOC108018629|XP_036673621.1|DSUZ	LOC117586101|XP_034131853.1|DGUA
OG0005696	LOC118877735|XP_036673623.1|DSUZ, LOC108018630|XP_036677921.1|DSUZ	LOC117586103|XP_034131858.1|DGUA
OG0005697	LOC108018624|XP_016941678.1|DSUZ, LOC118877733|XP_036673618.1|DSUZ	LOC117586191|XP_034132009.1|DGUA
OG0005698	LOC108009364|XP_016929154.1|DSUZ	LOC117588783|XP_034136180.1|DGUA
OG0005699	LOC108012100|XP_016932865.2|DSUZ	LOC117586123|XP_034131878.1|DGUA
OG0005700	LOC108016852|XP_016939200.1|DSUZ	LOC117581243|XP_034124121.1|DGUA
OG0005701	LOC108007085|XP_016926181.1|DSUZ	LOC117581977|XP_034125355.1|DGUA
OG0005702	LOC108013688|XP_016935095.1|DSUZ	LOC117580756|XP_034123342.1|DGUA
