Orthogroup	AEAL.longest_only	DANA.longest_only
OG0003047	LOC115268509|XP_029732456.1|AEAL, LOC115268465|XP_029732343.1|AEAL, LOC109430469|XP_029732293.1|AEAL	LOC6501616|XP_001955608.1|DANA
OG0003048	LOC109409590|XP_029732487.1|AEAL, LOC109430464|XP_029732604.1|AEAL	LOC6496356|XP_001960755.2|DANA
OG0003049	LOC109405766|XP_029732586.1|AEAL, LOC109430495|XP_019562105.1|AEAL	LOC6499903|XP_001953668.1|DANA
OG0003050	LOC109399319|XP_019527303.2|AEAL	LOC6499557|XP_001954388.1|DANA
OG0003051	LOC109622069|XP_019931852.2|AEAL, LOC109413925|XP_019543201.2|AEAL	LOC6506905|XP_001957026.1|DANA
OG0003052	LOC109405050|XP_029712023.1|AEAL, LOC109622061|XP_029734335.1|AEAL, LOC115254232|XP_029734042.1|AEAL	LOC6501132|XP_032312080.1|DANA
OG0003053	LOC109416440|XP_019546045.2|AEAL, LOC109622371|XP_029729812.1|AEAL, LOC115258213|XP_029714160.1|AEAL	LOC6499655|XP_001954208.2|DANA, LOC6499656|XP_014766173.1|DANA
OG0003054	LOC109416447|XP_029734402.1|AEAL, LOC109416435|XP_029729798.1|AEAL	LOC6500954|XP_032305862.1|DANA
OG0003055	LOC109419338|XP_029734767.1|AEAL, LOC109408461|XP_029734763.1|AEAL	LOC6501521|XP_032311098.1|DANA
OG0003056	LOC109408449|XP_029735147.1|AEAL	LOC6505026|XP_001965609.2|DANA
OG0003057	LOC109419388|XP_019549166.2|AEAL	LOC6495751|XP_014763483.1|DANA
OG0003058	LOC115254638|XP_029708114.1|AEAL, LOC109401056|XP_029735331.1|AEAL	LOC6496281|XP_001960599.2|DANA
OG0003059	LOC115261751|XP_029719494.1|AEAL, LOC115270237|XP_029735365.1|AEAL, LOC109401047|XP_029735397.1|AEAL, LOC109408424|XP_029735354.1|AEAL	LOC6503195|XP_001963620.2|DANA
OG0003060	LOC115270295|XP_029735522.1|AEAL, LOC109401041|XP_019529064.1|AEAL, LOC109408507|XP_019537382.2|AEAL	LOC6495713|XP_001959422.1|DANA
OG0003061	LOC109416429|XP_019546032.2|AEAL, LOC115266125|XP_029727955.1|AEAL, LOC115266122|XP_029727952.1|AEAL	LOC6504455|XP_001966952.1|DANA
OG0003062	LOC109416413|XP_019546023.2|AEAL, LOC109424020|XP_029727761.1|AEAL	LOC6501088|XP_001954531.1|DANA
OG0003063	LOC109423975|XP_029727793.1|AEAL, LOC109416407|XP_029727751.1|AEAL	LOC6493576|XP_014764447.1|DANA
OG0003064	LOC109404400|XP_029727829.1|AEAL, LOC109431914|XP_019563765.2|AEAL, LOC115266062|XP_029727782.1|AEAL	LOC6500717|XP_001953784.1|DANA
OG0003065	LOC109431857|XP_019563660.2|AEAL	LOC26514280|XP_014760148.1|DANA
OG0003066	LOC109422756|XP_029727921.1|AEAL, LOC109431878|XP_029727880.1|AEAL	LOC6499692|XP_001954131.1|DANA
OG0003067	LOC109431861|XP_029727926.1|AEAL, LOC109422735|XP_029727912.1|AEAL	LOC6501148|XP_001954642.1|DANA
OG0003068	LOC109422557|XP_029727965.1|AEAL, LOC109412332|XP_029727973.1|AEAL, LOC115264862|XP_029724757.1|AEAL	LOC6499416|XP_001954681.1|DANA
OG0003069	LOC115266182|XP_029728010.1|AEAL, LOC109401128|XP_029736386.1|AEAL, LOC109422687|XP_029727937.1|AEAL	LOC6496082|XP_001960182.2|DANA
OG0003070	LOC115269024|XP_029733168.1|AEAL, LOC109401127|XP_029727944.1|AEAL, LOC109422678|XP_029736390.1|AEAL	LOC6505384|XP_001964872.2|DANA
OG0003071	LOC109402842|XP_029736412.1|AEAL, LOC115260159|XP_029716925.1|AEAL	LOC6493412|XP_001957696.1|DANA
OG0003072	LOC109422651|XP_019553042.2|AEAL, LOC109402832|XP_029736416.1|AEAL	LOC6499337|XP_001954843.1|DANA
OG0003073	LOC115254042|XP_029716866.1|AEAL, LOC109402807|XP_029736419.1|AEAL	LOC6501247|XP_014766966.1|DANA
OG0003074	LOC115271077|XP_029736375.1|AEAL, LOC115265119|XP_029725213.1|AEAL, LOC109422630|XP_029736441.1|AEAL, LOC109402802|XP_029725217.1|AEAL	LOC6497212|XP_001962548.2|DANA
OG0003075	LOC109402816|XP_029712184.1|AEAL, LOC115259223|XP_029715611.1|AEAL, LOC109422598|XP_029712235.1|AEAL	LOC6503265|XP_001965839.2|DANA
OG0003076	LOC109406132|XP_029718420.1|AEAL, LOC109401764|XP_019529900.2|AEAL	LOC6507817|XP_001956407.1|DANA
OG0003077	LOC109398951|XP_029724781.1|AEAL, LOC109403710|XP_029718544.1|AEAL, LOC115261297|XP_029718553.1|AEAL	LOC6501026|XP_032305858.1|DANA
OG0003078	LOC109415058|XP_029718622.1|AEAL, LOC115261340|XP_029718649.1|AEAL	LOC6501073|XP_014766882.1|DANA
OG0003079	LOC109415069|XP_029718659.1|AEAL	LOC6503451|XP_014759156.1|DANA
OG0003080	LOC109414133|XP_029718683.1|AEAL, LOC115255903|XP_029709953.1|AEAL	LOC6501323|XP_001954994.1|DANA
OG0003081	LOC109414144|XP_019543463.2|AEAL, LOC115255901|XP_029709950.1|AEAL	LOC6501608|XP_001955582.2|DANA
OG0003082	LOC109414138|XP_029718684.1|AEAL	LOC6505802|XP_001964402.1|DANA
OG0003083	LOC109398883|XP_029716800.1|AEAL, LOC109429229|XP_029718733.1|AEAL	LOC6499585|XP_032308298.1|DANA
OG0003084	LOC109398831|XP_029718654.1|AEAL, LOC115261364|XP_029718749.1|AEAL	LOC6500109|XP_032309083.1|DANA
OG0003085	LOC109429211|XP_029718755.1|AEAL, LOC109398783|XP_029718657.1|AEAL	LOC6500438|XP_001953215.1|DANA
OG0003086	LOC115269335|XP_029733840.1|AEAL, LOC115261615|XP_029719376.1|AEAL, LOC109398792|XP_029718757.1|AEAL	LOC6505807|XP_032305574.1|DANA
OG0003087	LOC109398819|XP_029718810.1|AEAL, LOC109429189|XP_029718771.1|AEAL	LOC6493267|XP_001957401.2|DANA, LOC116655923|XP_032310835.1|DANA
OG0003088	LOC109429115|XP_019560507.1|AEAL, LOC115261469|XP_029719015.1|AEAL	LOC6498877|XP_001955759.1|DANA
OG0003089	LOC109429106|XP_019560493.2|AEAL	LOC6494426|XP_001965922.1|DANA
OG0003090	LOC109429096|XP_019560481.2|AEAL, LOC115253804|XP_029719004.1|AEAL	LOC6501181|XP_001954708.1|DANA, LOC6505537|XP_001964738.2|DANA
OG0003091	LOC109427221|XP_019558276.2|AEAL, LOC115261471|XP_029719020.1|AEAL	LOC6499534|XP_001954422.1|DANA
OG0003092	LOC115261158|XP_029718374.1|AEAL, LOC109427222|XP_019558277.1|AEAL, LOC115261447|XP_029718977.1|AEAL	LOC6505712|XP_001964412.1|DANA
OG0003093	LOC109411627|XP_019540732.1|AEAL, LOC115261413|XP_029718898.1|AEAL, LOC109427261|XP_019558338.2|AEAL	LOC6494893|XP_001959477.1|DANA
OG0003094	LOC115260376|XP_029717198.1|AEAL, LOC109411636|XP_029717195.1|AEAL, LOC109428132|XP_029717148.1|AEAL, LOC115261433|XP_029718946.1|AEAL	LOC6504595|XP_014759744.1|DANA
OG0003095	LOC109406880|XP_019535433.2|AEAL	LOC6504424|XP_032308113.1|DANA
OG0003096	LOC109404504|XP_029719033.1|AEAL, LOC115261509|XP_029719107.1|AEAL	LOC6496301|XP_001960648.1|DANA
OG0003097	LOC109406301|XP_029719121.1|AEAL, LOC109404470|XP_029719027.1|AEAL, LOC115254076|XP_029719062.1|AEAL	LOC26514236|XP_014760914.1|DANA
OG0003098	LOC115261523|XP_029719199.1|AEAL, LOC109416160|XP_019545678.1|AEAL, LOC109404975|XP_019533504.1|AEAL, LOC115261539|XP_029719243.1|AEAL	LOC6504603|XP_001966545.1|DANA
OG0003099	LOC115261552|XP_029719267.1|AEAL, LOC109432847|XP_029719296.1|AEAL	LOC6501266|XP_001954879.1|DANA
OG0003100	LOC115271118|XP_029736462.1|AEAL, LOC115268934|XP_029733000.1|AEAL, LOC109419441|XP_029733001.1|AEAL, LOC109416703|XP_019546309.2|AEAL	LOC6504853|XP_014759831.1|DANA
OG0003101	LOC109411960|XP_029730099.1|AEAL, LOC109417146|XP_029730102.1|AEAL	LOC6494783|XP_014760099.1|DANA
OG0003102	LOC109417150|XP_019546821.2|AEAL	LOC6505708|XP_032305567.1|DANA
OG0003103	LOC109417153|XP_029730108.1|AEAL	LOC6499653|XP_001954210.1|DANA
OG0003104	LOC115253431|XP_029734044.1|AEAL, LOC109428748|XP_029734029.1|AEAL, LOC109424547|XP_029733410.1|AEAL	LOC6493650|XP_014764480.1|DANA
OG0003105	LOC115253471|XP_029734026.1|AEAL, LOC109428751|XP_029733411.1|AEAL, LOC115269432|XP_029734049.1|AEAL	LOC6504880|XP_001966521.1|DANA
OG0003106	LOC115269396|XP_029733934.1|AEAL, LOC115255858|XP_029709904.1|AEAL, LOC109428811|XP_029733926.1|AEAL	LOC6496321|XP_032306945.1|DANA
OG0003107	LOC109428780|XP_019560170.2|AEAL, LOC109397745|XP_029733995.1|AEAL, LOC115253889|XP_029718208.1|AEAL	LOC6502198|XP_001966049.1|DANA
OG0003108	LOC115257227|XP_029712525.1|AEAL, LOC109397767|XP_029718207.1|AEAL, LOC109428788|XP_029733989.1|AEAL, LOC115269406|XP_029733946.1|AEAL	LOC6495813|XP_001959637.1|DANA
OG0003109	LOC115254229|XP_029733942.1|AEAL, LOC109397781|XP_029718209.1|AEAL, LOC109428784|XP_029733991.1|AEAL	LOC6503665|XP_001963972.1|DANA
OG0003111	LOC109405485|XP_019534121.2|AEAL	LOC6503671|XP_001963958.1|DANA
OG0003112	LOC109399345|XP_019527329.1|AEAL, LOC109405627|XP_029724162.1|AEAL	LOC6499321|XP_001954876.1|DANA
OG0003114	LOC109398915|XP_029724253.1|AEAL, LOC109401589|XP_029724217.1|AEAL	LOC6494033|XP_001961109.2|DANA
OG0003115	LOC115264566|XP_029724258.1|AEAL, LOC109398923|XP_029724215.1|AEAL, LOC109432017|XP_029712563.1|AEAL	LOC6496080|XP_001960178.1|DANA
OG0003116	LOC109432005|XP_029724260.1|AEAL	LOC6494467|XP_032306458.1|DANA
OG0003117	LOC109431316|XP_019563080.1|AEAL, LOC115254128|XP_029724301.1|AEAL, LOC109432018|XP_019563868.1|AEAL	LOC6493703|XP_001958268.1|DANA
OG0003118	LOC115264580|XP_029724293.1|AEAL, LOC109431971|XP_029724296.1|AEAL, LOC115264721|XP_029724602.1|AEAL	LOC6507159|XP_001956569.1|DANA
OG0003119	LOC109431291|XP_019563050.2|AEAL, LOC109407710|XP_019536408.2|AEAL, LOC115258247|XP_029714176.1|AEAL	LOC6507160|XP_001956567.1|DANA
OG0003120	LOC109431233|XP_029724333.1|AEAL, LOC109420153|XP_029724383.1|AEAL	LOC6495656|XP_032305967.1|DANA
OG0003121	LOC115253851|XP_029724460.1|AEAL, LOC109412636|XP_029724401.1|AEAL	LOC6502998|XP_001963441.1|DANA
OG0003122	LOC115264689|XP_029724532.1|AEAL, LOC109401533|XP_019529647.1|AEAL, LOC109402878|XP_029724516.1|AEAL	LOC6495519|XP_001959026.2|DANA
OG0003123	LOC109411829|XP_019540988.2|AEAL, LOC115264673|XP_029724496.1|AEAL, LOC109402892|XP_029724558.1|AEAL	LOC6506689|XP_001957411.1|DANA
OG0003124	LOC109418759|XP_019548531.1|AEAL	LOC6494493|XP_001960226.1|DANA
OG0003125	LOC115257497|XP_029713007.1|AEAL, LOC115257814|XP_029713628.1|AEAL, LOC109418806|XP_029713002.1|AEAL	LOC6507227|XP_014765103.1|DANA
OG0003126	LOC109405805|XP_029713570.1|AEAL	LOC6495312|XP_014763240.1|DANA
OG0003127	LOC109418819|XP_019548593.1|AEAL	LOC6495354|XP_001958647.1|DANA
OG0003128	LOC109418830|XP_019548610.2|AEAL	LOC6493086|XP_001957014.2|DANA
OG0003129	LOC109405813|XP_029713863.1|AEAL, LOC109418842|XP_029712917.1|AEAL	LOC6495035|XP_001959198.1|DANA
OG0003130	LOC109401666|XP_019529790.2|AEAL, LOC109418848|XP_019548631.1|AEAL, LOC115268668|XP_029732640.1|AEAL	LOC6496222|XP_001960475.2|DANA
OG0003131	LOC109401678|XP_019529810.2|AEAL, LOC109420336|XP_019550201.2|AEAL	LOC6496432|XP_001960904.1|DANA
OG0003132	LOC109420376|XP_029712921.1|AEAL, LOC115260235|XP_029717021.1|AEAL, LOC115260240|XP_029717028.1|AEAL	LOC6498950|XP_001955620.1|DANA
OG0003133	LOC109402337|XP_019530549.1|AEAL, LOC115271038|XP_029736323.1|AEAL	LOC6494237|XP_001960685.1|DANA
OG0003134	LOC109402332|XP_019530543.2|AEAL	LOC6496179|XP_001960382.1|DANA
OG0003135	LOC109413566|XP_019542797.2|AEAL	LOC6506778|XP_001957261.1|DANA
OG0003136	LOC115255686|XP_029709647.1|AEAL, LOC109433206|XP_029713160.1|AEAL, LOC109402290|XP_029713044.1|AEAL	LOC6507952|XP_001958043.1|DANA
OG0003137	LOC115257623|XP_029713304.1|AEAL, LOC109433170|XP_019565110.1|AEAL, LOC109402265|XP_019530459.1|AEAL	LOC6495250|XP_001958758.1|DANA
OG0003138	LOC109402277|XP_029713038.1|AEAL, LOC115257440|XP_029712884.1|AEAL, LOC109433178|XP_029713727.1|AEAL	LOC6496318|XP_001960688.1|DANA
OG0003139	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL	LOC6507798|XP_001956363.1|DANA
OG0003140	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL	LOC6494602|XP_001960027.1|DANA
OG0003141	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL	LOC6494930|XP_032306900.1|DANA
OG0003142	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL	LOC6494891|XP_032307253.1|DANA
OG0003143	LOC109424485|XP_019555177.2|AEAL	LOC6493092|XP_001957025.2|DANA
OG0003144	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL	LOC6494581|XP_032306400.1|DANA
OG0003145	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL	LOC6495085|XP_032306641.1|DANA
OG0003146	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL	LOC6495951|XP_014763559.1|DANA
OG0003147	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL	LOC6507251|XP_001956381.1|DANA
OG0003148	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL	LOC6506781|XP_001957252.2|DANA
OG0003149	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL	LOC26514483|XP_014759887.1|DANA
OG0003150	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL	LOC6496303|XP_032307220.1|DANA
OG0003151	LOC109418670|XP_019548429.2|AEAL	LOC6502448|XP_001961814.2|DANA
OG0003152	LOC109418569|XP_019548320.1|AEAL	LOC6494520|XP_001960185.1|DANA
OG0003153	LOC109418562|XP_019548315.1|AEAL	LOC6495475|XP_001958928.1|DANA
OG0003154	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL	LOC6501320|XP_032307383.1|DANA
OG0003155	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL	LOC6495524|XP_001959033.1|DANA
OG0003156	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL	LOC6496400|XP_001960834.2|DANA
OG0003157	LOC109418503|XP_029713735.1|AEAL	LOC6503308|XP_001967588.1|DANA
OG0003158	LOC109398509|XP_019526438.2|AEAL	LOC6496000|XP_001960012.1|DANA
OG0003159	LOC109411566|XP_019540652.1|AEAL	LOC6494519|XP_001960188.2|DANA
OG0003160	LOC109411563|XP_019540646.2|AEAL	LOC6494517|XP_014762818.1|DANA
OG0003161	LOC109407800|XP_019536505.1|AEAL	LOC6493948|XP_001961265.1|DANA
OG0003162	LOC109433429|XP_019565405.2|AEAL	LOC6495221|XP_001958816.1|DANA
OG0003163	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL	LOC6507087|XP_001956693.2|DANA
OG0003164	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL	LOC6496656|XP_001961343.1|DANA
OG0003165	LOC115262740|XP_029721358.1|AEAL	LOC6496274|XP_014763720.1|DANA
OG0003166	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL	LOC6496121|XP_032306473.1|DANA
OG0003167	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL	LOC6494439|XP_001960312.1|DANA
OG0003168	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL	LOC6501205|XP_001954761.2|DANA
OG0003169	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL	LOC6498158|XP_001962203.1|DANA
OG0003170	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL	LOC6494294|XP_001960583.1|DANA
OG0003171	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL	LOC6494462|XP_001960283.1|DANA
OG0003172	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL	LOC6500619|XP_032305767.1|DANA
OG0003173	LOC109426925|XP_019558030.2|AEAL	LOC6503396|XP_001967511.1|DANA, LOC6505967|XP_001964700.1|DANA
OG0003174	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL	LOC6499332|XP_014766012.1|DANA
OG0003175	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL	LOC6495608|XP_001959193.1|DANA
OG0003176	LOC109424711|XP_029721107.1|AEAL	LOC6498112|XP_001962102.1|DANA
OG0003177	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL	LOC6494489|XP_001960234.1|DANA
OG0003178	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL	LOC6496100|XP_001960228.1|DANA
OG0003179	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL	LOC6494491|XP_001960232.1|DANA
OG0003180	LOC109421913|XP_029721011.1|AEAL	LOC6496245|XP_001960532.1|DANA
OG0003181	LOC109432700|XP_019564627.2|AEAL	LOC6494885|XP_001959491.1|DANA
OG0003182	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL	LOC6495520|XP_001959027.1|DANA
OG0003183	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL	LOC6494044|XP_032306251.1|DANA
OG0003184	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL	LOC6507909|XP_001956581.1|DANA
OG0003185	LOC109428902|XP_019560283.2|AEAL	LOC6494807|XP_001959622.1|DANA
OG0003186	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL	LOC6494195|XP_001960776.1|DANA
OG0003187	LOC109416897|XP_019546550.2|AEAL	LOC6503939|XP_001965218.1|DANA
OG0003188	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL	LOC6499298|XP_001954918.3|DANA
OG0003189	LOC109397131|XP_019525015.2|AEAL	LOC6493219|XP_001957289.1|DANA
OG0003190	LOC109409866|XP_019538921.2|AEAL	LOC6496090|XP_001960202.1|DANA
OG0003191	LOC109399117|XP_019527110.2|AEAL	LOC6507318|XP_001956256.1|DANA
OG0003192	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL	LOC6507223|XP_014765098.2|DANA
OG0003193	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL	LOC6497960|XP_001961800.1|DANA
OG0003194	LOC109399662|XP_029731247.1|AEAL	LOC6507806|XP_001956386.2|DANA
OG0003195	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL	LOC6501208|XP_001954766.1|DANA
OG0003196	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL	LOC6493707|XP_001958278.1|DANA
OG0003197	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL	LOC6507247|XP_014765117.1|DANA
OG0003198	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL	LOC6497281|XP_001962396.2|DANA
OG0003199	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL	LOC6507666|XP_032310252.1|DANA
OG0003200	LOC115267895|XP_029731364.1|AEAL	LOC6496660|XP_001961351.1|DANA
OG0003201	LOC109402136|XP_029731379.1|AEAL, LOC115268328|XP_029732218.1|AEAL	LOC6495752|XP_032307108.1|DANA
OG0003202	LOC109426404|XP_019557458.2|AEAL	LOC6506598|XP_001957573.1|DANA
OG0003203	LOC109621323|XP_019932036.2|AEAL	LOC6495481|XP_032306065.1|DANA
OG0003204	LOC109621320|XP_029731503.1|AEAL, LOC109431564|XP_029709642.1|AEAL, LOC115267911|XP_029731411.1|AEAL	LOC6500594|XP_014766641.1|DANA
OG0003205	LOC109622230|XP_029731408.1|AEAL, LOC109431576|XP_019563357.2|AEAL	LOC6494918|XP_001959423.1|DANA
OG0003206	LOC115268156|XP_029732060.1|AEAL, LOC109622216|XP_019932013.2|AEAL, LOC109431601|XP_029728073.1|AEAL	LOC6494683|XP_001959865.1|DANA
OG0003207	LOC109621240|XP_019932005.2|AEAL, LOC109403171|XP_029731390.1|AEAL	LOC6505931|XP_001964638.1|DANA
OG0003208	LOC109622212|XP_029731532.1|AEAL	LOC6507301|XP_001956287.1|DANA
OG0003209	LOC109410756|XP_019539825.2|AEAL	LOC6493946|XP_001961268.1|DANA
OG0003210	LOC109410611|XP_019539678.2|AEAL, LOC109410727|XP_029731606.1|AEAL	LOC6500339|XP_001953004.1|DANA
OG0003211	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL	LOC6495163|XP_001958931.1|DANA
OG0003212	LOC115267945|XP_029731610.1|AEAL	LOC6500511|XP_001953369.1|DANA
OG0003213	LOC109410636|XP_019539702.2|AEAL	LOC6495888|XP_001959787.1|DANA
OG0003214	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL	LOC6494443|XP_032306484.1|DANA
OG0003215	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL	LOC6494449|XP_001960302.1|DANA
OG0003216	LOC109410650|XP_029731634.1|AEAL	LOC6495231|XP_001958797.1|DANA
OG0003217	LOC109426040|XP_019557024.2|AEAL	LOC6495205|XP_001958851.1|DANA
OG0003218	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL	LOC6507839|XP_001956450.1|DANA
OG0003219	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL	LOC6507834|XP_032310263.1|DANA
OG0003220	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL	LOC6497647|XP_001961638.1|DANA
OG0003221	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL	LOC6505277|XP_001965672.1|DANA
OG0003222	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL	LOC6495440|XP_032306698.1|DANA
OG0003223	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL	LOC6495136|XP_001958976.1|DANA
OG0003224	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL	LOC6495133|XP_014763166.1|DANA
OG0003225	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL	LOC6498196|XP_001962277.2|DANA
OG0003250	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL	LOC6499729|XP_001954050.1|DANA
OG0003251	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL	LOC6499260|XP_001955008.1|DANA
OG0003252	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL	LOC6498940|XP_001955636.1|DANA
OG0003253	LOC109431066|XP_019562748.2|AEAL	LOC6499827|XP_001953833.1|DANA
OG0003254	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL	LOC6500104|XP_001953219.1|DANA
OG0003255	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL	LOC6499987|XP_001953478.1|DANA
OG0003256	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL	LOC6501484|XP_001955345.1|DANA
OG0003257	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL	LOC6501841|XP_032308274.1|DANA
OG0003258	LOC109424954|XP_029710511.1|AEAL	LOC6504530|XP_001967081.1|DANA
OG0003259	LOC109431073|XP_019562761.2|AEAL	LOC6504684|XP_032309110.1|DANA
OG0003260	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL	LOC6501825|XP_001967171.2|DANA
OG0003261	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL	LOC6499611|XP_032309568.1|DANA
OG0003262	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL	LOC26515331|XP_032308999.1|DANA
OG0003263	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL	LOC6501954|XP_001966756.2|DANA
OG0003264	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL	LOC6503625|XP_001964041.1|DANA
OG0003265	LOC109431172|XP_019562925.2|AEAL	LOC6497089|XP_001962781.1|DANA
OG0003266	LOC109424773|XP_029711192.1|AEAL, LOC109417220|XP_029711195.1|AEAL	LOC6497339|XP_001962292.1|DANA
OG0003267	LOC109433651|XP_029732668.1|AEAL, LOC115256879|XP_029711830.1|AEAL, LOC109424767|XP_029715509.1|AEAL	LOC6501817|XP_001966866.1|DANA
OG0003268	LOC115255675|XP_029709637.1|AEAL, LOC115256633|XP_029711327.1|AEAL, LOC109433660|XP_029733839.1|AEAL	LOC6500763|XP_032308481.1|DANA
