Orthogroup	AEAL.longest_only	DPSE.longest_only
OG0004165	LOC109405985|XP_019534588.2|AEAL	LOC4805239|XP_015040507.2|DPSE
OG0004166	LOC109405990|XP_019534595.2|AEAL	LOC4803530|XP_001360241.3|DPSE
OG0004167	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL	LOC4802021|XP_001359023.2|DPSE
OG0004168	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL	LOC4800448|XP_001357723.3|DPSE
OG0004169	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL	LOC26533794|XP_015042104.2|DPSE
OG0004170	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL	LOC6901499|XP_002134185.4|DPSE
OG0004171	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL	LOC4814748|XP_001355133.3|DPSE
OG0004172	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL	LOC4815117|XP_015042008.2|DPSE
OG0004173	LOC109408510|XP_019537385.2|AEAL	LOC6898270|XP_002138336.2|DPSE
OG0004174	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL	LOC6898468|XP_015039912.2|DPSE
OG0004175	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL	LOC4804188|XP_001360790.2|DPSE
OG0004176	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL	LOC4813934|XP_001354096.1|DPSE
OG0004177	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL	LOC4802398|XP_001359323.4|DPSE
OG0004178	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL	LOC6897828|XP_033232846.1|DPSE
OG0004179	LOC109416303|XP_019545892.2|AEAL	LOC4814420|XP_001354447.1|DPSE
OG0004180	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL	LOC4803286|XP_001360051.4|DPSE
OG0004181	LOC109424044|XP_019554651.2|AEAL	LOC4801569|XP_001358640.2|DPSE
OG0004182	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL	LOC4812996|XP_015042805.2|DPSE
OG0004183	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL	LOC4813469|XP_033241356.1|DPSE
OG0004184	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL	LOC4812638|XP_001353028.2|DPSE
OG0004185	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL	LOC4816545|XP_001355904.3|DPSE
OG0004186	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL	LOC4815173|XP_001354743.1|DPSE
OG0004187	LOC109431897|XP_029727959.1|AEAL	LOC4802607|XP_001359496.2|DPSE
OG0004188	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL	LOC4803100|XP_001359898.3|DPSE
OG0004189	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL	LOC4803102|XP_001359900.3|DPSE
OG0004190	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL	LOC6897853|XP_002137956.3|DPSE
OG0004191	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL	LOC4802939|XP_001359754.3|DPSE
OG0004192	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL	LOC4803237|XP_033233128.1|DPSE
OG0004194	LOC109431794|XP_019563605.2|AEAL	LOC4803184|XP_001359967.2|DPSE
OG0004195	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL	LOC6901874|XP_033239490.1|DPSE
OG0004196	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL	LOC4801594|XP_001358663.3|DPSE
OG0004197	LOC109422742|XP_019553166.2|AEAL	LOC4802814|XP_001359657.3|DPSE
OG0004198	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL	LOC4802458|XP_001359375.1|DPSE
OG0004199	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL	LOC4802557|XP_001359455.3|DPSE
OG0004200	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL	LOC4805241|XP_001361674.2|DPSE
OG0004201	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL	LOC4801160|XP_001358295.3|DPSE
OG0004202	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL	LOC4800938|XP_001358124.2|DPSE
OG0004203	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL	LOC4802878|XP_015038157.1|DPSE
OG0004204	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL	LOC4812396|XP_001352960.2|DPSE
OG0004205	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL	LOC6900361|XP_002134756.3|DPSE
OG0004206	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL	LOC4803072|XP_001359872.2|DPSE
OG0004207	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL	LOC4803073|XP_001359873.2|DPSE
OG0004208	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL	LOC6899287|XP_002136239.3|DPSE
OG0004209	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL	LOC4800432|XP_033241540.1|DPSE
OG0004210	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL	LOC4800859|XP_001358059.1|DPSE
OG0004211	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL	LOC4816975|XP_001356549.2|DPSE
OG0004212	LOC109406147|XP_019534752.1|AEAL	LOC4802534|XP_001359435.1|DPSE
OG0004213	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL	LOC4803021|XP_001359823.2|DPSE
OG0004214	LOC109403717|XP_019532124.1|AEAL	LOC4805542|XP_001361929.1|DPSE
OG0004215	LOC109406567|XP_029718583.1|AEAL	LOC4805736|XP_001362084.2|DPSE
OG0004216	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL	LOC4813495|XP_033238849.1|DPSE
OG0004217	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL	LOC4813478|XP_001353758.2|DPSE
OG0004218	LOC109414120|XP_019543409.2|AEAL	LOC6901805|XP_002134473.1|DPSE
OG0004219	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL	LOC4803002|XP_001359807.1|DPSE
OG0004220	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL	LOC4802333|XP_015037753.2|DPSE
OG0004221	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL	LOC4802813|XP_001359656.3|DPSE
OG0004222	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL	LOC4802581|XP_001359475.1|DPSE
OG0004223	LOC109429203|XP_029718760.1|AEAL	LOC4802585|XP_015037926.2|DPSE
OG0004224	LOC109398846|XP_029718763.1|AEAL	LOC4802431|XP_001359353.2|DPSE
OG0004225	LOC109398850|XP_029718765.1|AEAL	LOC4814712|XP_001354635.1|DPSE
OG0004226	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL	LOC4802550|XP_003736757.3|DPSE
OG0004227	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL	LOC4802881|XP_033236310.1|DPSE
OG0004228	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL	LOC4802880|XP_001359709.1|DPSE
OG0004230	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL	LOC6901541|XP_033238139.1|DPSE
OG0004231	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL	LOC6900301|XP_002135623.1|DPSE
OG0004232	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL	LOC4812652|XP_015044098.1|DPSE
OG0004233	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL	LOC4812651|XP_015044101.1|DPSE
OG0004234	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL	LOC4812663|XP_015044106.1|DPSE
OG0004235	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL	LOC4815925|XP_001355569.2|DPSE
OG0004236	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL	LOC4803188|XP_001359971.3|DPSE
OG0004237	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL	LOC4802968|XP_033241809.1|DPSE
OG0004238	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL	LOC6897950|XP_002138049.1|DPSE
OG0004239	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL	LOC4802808|XP_001359652.3|DPSE
OG0004240	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL	LOC6897625|XP_002137769.2|DPSE
OG0004241	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL	LOC4802624|XP_001359508.2|DPSE
OG0004242	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL	LOC4803033|XP_033232624.1|DPSE
OG0004243	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL	LOC4814122|XP_001354281.2|DPSE
OG0004244	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL	LOC4803185|XP_001359968.3|DPSE
OG0004245	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL	LOC4812436|XP_001352453.2|DPSE
OG0004246	LOC115260361|XP_029717155.1|AEAL	LOC4812914|XP_033239744.1|DPSE
OG0004247	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL	LOC4815830|XP_001355238.2|DPSE
OG0004248	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL	LOC4804644|XP_001361173.2|DPSE
OG0004249	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL	LOC4812596|XP_033237569.1|DPSE
OG0004250	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL	LOC4817862|XP_001357340.3|DPSE
OG0004251	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL	LOC4814812|XP_033237984.1|DPSE
OG0004252	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL	LOC4802531|XP_001359433.3|DPSE
OG0004253	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL	LOC4803015|XP_001359817.4|DPSE
OG0004254	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL	LOC4815527|XP_001355497.2|DPSE
OG0004255	LOC109416180|XP_019545704.2|AEAL	LOC4816461|XP_015036619.2|DPSE
OG0004256	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL	LOC4805690|XP_001362049.2|DPSE
OG0004257	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL	LOC4800274|XP_001357618.2|DPSE
OG0004258	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL	LOC4803220|XP_015038350.1|DPSE
OG0004259	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL	LOC6899104|XP_002139021.2|DPSE
OG0004261	LOC109401442|XP_029710320.1|AEAL	LOC4802433|XP_001359355.2|DPSE
OG0004262	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL	LOC4802138|XP_001359117.2|DPSE
OG0004263	LOC109411919|XP_029733058.1|AEAL	LOC4803249|XP_001360022.4|DPSE
OG0004264	LOC109411929|XP_019541121.1|AEAL	LOC4802990|XP_001359797.3|DPSE
OG0004265	LOC109411954|XP_019541154.2|AEAL	LOC4802936|XP_001359751.1|DPSE
OG0004266	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL	LOC4802886|XP_001359714.3|DPSE
OG0004267	LOC109411962|XP_019541166.1|AEAL	LOC4802802|XP_015038099.1|DPSE
OG0004268	LOC109411974|XP_019541180.2|AEAL	LOC4805408|XP_033233709.1|DPSE
OG0004269	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL	LOC4804648|XP_001361176.3|DPSE
OG0004270	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL	LOC4804886|XP_003736959.1|DPSE
OG0004271	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL	LOC4804170|XP_033234805.1|DPSE
OG0004272	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL	LOC4803201|XP_001359983.1|DPSE
OG0004273	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL	LOC4800830|XP_001358034.2|DPSE
OG0004274	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL	LOC4815423|XP_001355612.2|DPSE
OG0004275	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL	LOC4816030|XP_001355552.1|DPSE
OG0004276	LOC109409115|XP_029719808.1|AEAL	LOC4812451|XP_033240182.1|DPSE
OG0004277	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL	LOC4812122|XP_001352791.2|DPSE
OG0004278	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL	LOC4814546|XP_001355085.2|DPSE
OG0004279	LOC109399334|XP_019527320.2|AEAL	LOC117184548|XP_033238630.1|DPSE, LOC4817333|XP_001356739.1|DPSE, LOC6903707|XP_002136767.2|DPSE
OG0004280	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL	LOC6901746|XP_033237735.1|DPSE
OG0004281	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL	LOC4803575|XP_001360282.2|DPSE
OG0004282	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL	LOC6903887|XP_002136634.1|DPSE
OG0004283	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL	LOC6903886|XP_002136633.1|DPSE
OG0004284	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL	LOC4818107|XP_003736142.2|DPSE
OG0004285	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL	LOC4801739|XP_001358782.2|DPSE
OG0004286	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL	LOC4813119|XP_015043280.1|DPSE
OG0004287	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL	LOC4812993|XP_001353897.1|DPSE
OG0004288	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL	LOC4813619|XP_001353902.1|DPSE
OG0004289	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL	LOC6900273|XP_033237790.1|DPSE
OG0004290	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL	LOC6898978|XP_002138938.2|DPSE
OG0004291	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL	LOC4803971|XP_001360608.2|DPSE
OG0004292	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL	LOC4812437|XP_001352689.1|DPSE
OG0004293	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL	LOC4813354|XP_001353431.2|DPSE
OG0004294	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL	LOC4813079|XP_015042601.1|DPSE
OG0004295	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL	LOC4812926|XP_001353185.3|DPSE
OG0004296	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL	LOC4812790|XP_001353187.3|DPSE
OG0004297	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL	LOC4805618|XP_001361992.2|DPSE
OG0004298	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL	LOC117183509|XP_033233300.1|DPSE, LOC4805055|XP_001361519.1|DPSE
OG0004299	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL	LOC6898462|XP_033233330.1|DPSE
OG0004300	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL	LOC6898581|XP_002138601.1|DPSE
OG0004301	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL	LOC4811960|XP_001352688.3|DPSE
OG0004302	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL	LOC4803898|XP_001360543.2|DPSE
OG0004303	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL	LOC4805127|XP_001361582.2|DPSE
OG0004304	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL	LOC6898330|XP_002138385.2|DPSE
OG0004305	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL	LOC6898763|XP_015040375.2|DPSE
OG0004306	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL	LOC4805145|XP_001361597.3|DPSE
OG0004307	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL	LOC4804881|XP_001361369.2|DPSE
OG0004308	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL	LOC4803526|XP_033233853.1|DPSE
OG0004309	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL	LOC4812008|XP_001352770.2|DPSE
OG0004310	LOC109424498|XP_029708332.1|AEAL	LOC4805080|XP_001361542.2|DPSE
OG0004311	LOC109422398|XP_019552721.2|AEAL	LOC117185142|XP_033241067.1|DPSE, LOC4812867|XP_001353306.3|DPSE
OG0004312	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL	LOC6899078|XP_033233555.1|DPSE
OG0004313	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL	LOC4818206|XP_001357512.3|DPSE
OG0004314	LOC109422375|XP_029729565.1|AEAL	LOC4803705|XP_015039289.1|DPSE
OG0004315	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL	LOC4805613|XP_001361987.3|DPSE
OG0004316	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL	LOC4805431|XP_001361832.1|DPSE
OG0004317	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL	LOC4803574|XP_001360281.2|DPSE
OG0004319	LOC109422333|XP_019552566.2|AEAL	LOC4803381|XP_001360090.3|DPSE
OG0004320	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL	LOC4801669|XP_001358721.3|DPSE
OG0004321	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL	LOC4818063|XP_001357424.3|DPSE
OG0004322	LOC109415941|XP_019545444.2|AEAL	LOC4801451|XP_033241855.1|DPSE
OG0004323	LOC109412921|XP_019542113.1|AEAL, LOC109418690|XP_029716790.1|AEAL	LOC4814174|XP_001354234.2|DPSE
OG0004324	LOC109412922|XP_019542116.2|AEAL, LOC109418691|XP_019548456.2|AEAL	LOC6903583|XP_002132451.1|DPSE
OG0004325	LOC109418686|XP_019548442.2|AEAL, LOC109412912|XP_019542108.2|AEAL	LOC4805556|XP_001361941.1|DPSE
OG0004326	LOC109418674|XP_029719584.1|AEAL, LOC109414804|XP_029729563.1|AEAL	LOC4805555|XP_033233379.1|DPSE
OG0004327	LOC109405258|XP_019533835.1|AEAL	LOC4811784|XP_033237602.1|DPSE
OG0004328	LOC109405249|XP_019533832.1|AEAL	LOC4804548|XP_001361091.1|DPSE
OG0004329	LOC109410095|XP_029713119.1|AEAL, LOC109418595|XP_029712748.1|AEAL	LOC4804321|XP_015039811.2|DPSE
OG0004330	LOC109418576|XP_019548332.2|AEAL	LOC4804679|XP_001361201.3|DPSE
OG0004331	LOC109418567|XP_019548319.2|AEAL	LOC6898957|XP_002138917.1|DPSE
OG0004332	LOC109413116|XP_019542378.2|AEAL	LOC4817443|XP_001356345.3|DPSE
OG0004333	LOC109413104|XP_019542357.2|AEAL, LOC115253990|XP_029712760.1|AEAL, LOC109418539|XP_019548290.2|AEAL	LOC4817461|XP_001356530.3|DPSE
OG0004334	LOC115257602|XP_029713262.1|AEAL, LOC109413094|XP_029713107.1|AEAL	LOC4816904|XP_001356455.4|DPSE
OG0004335	LOC109413092|XP_029713252.1|AEAL, LOC109418534|XP_019548279.2|AEAL	LOC6898974|XP_002138934.2|DPSE
OG0004336	LOC109413089|XP_019542330.2|AEAL, LOC115257444|XP_029712894.1|AEAL	LOC4804597|XP_001361131.3|DPSE
OG0004337	LOC109418514|XP_029713278.1|AEAL, LOC109413087|XP_019542325.2|AEAL	LOC4817062|XP_001356612.3|DPSE
OG0004338	LOC109413081|XP_029713090.1|AEAL, LOC115253778|XP_029713430.1|AEAL, LOC115257693|XP_029713421.1|AEAL	LOC4814147|XP_001354301.2|DPSE
OG0004339	LOC109418506|XP_019548254.1|AEAL, LOC109413079|XP_019542292.2|AEAL	LOC4803960|XP_001360598.2|DPSE
OG0004340	LOC109418505|XP_019548253.2|AEAL, LOC109413078|XP_019542291.2|AEAL	LOC4803959|XP_001360597.1|DPSE
OG0004341	LOC109413070|XP_029713418.1|AEAL	LOC6898192|XP_002138261.2|DPSE
OG0004342	LOC109418486|XP_019548235.2|AEAL	LOC4804618|XP_004444261.2|DPSE
OG0004343	LOC109621516|XP_029712725.1|AEAL	LOC4804617|XP_033234560.1|DPSE
OG0004344	LOC109398506|XP_029721520.1|AEAL, LOC109417365|XP_029713261.1|AEAL	LOC4804614|XP_001361147.3|DPSE
OG0004345	LOC109431048|XP_029721522.1|AEAL, LOC109407799|XP_019536504.2|AEAL	LOC4818064|XP_033235791.1|DPSE
OG0004346	LOC109431029|XP_029719456.1|AEAL, LOC115262774|XP_029721507.1|AEAL	LOC4805615|XP_004444560.2|DPSE
OG0004347	LOC109431042|XP_029721502.1|AEAL	LOC4805617|XP_001361991.3|DPSE
OG0004348	LOC109431061|XP_019562742.2|AEAL, LOC109433407|XP_029721480.1|AEAL	LOC26532480|XP_015035068.1|DPSE
OG0004349	LOC109433031|XP_029708337.1|AEAL, LOC109425809|XP_029721454.1|AEAL	LOC4803522|XP_015039144.1|DPSE
OG0004350	LOC109433228|XP_029720861.1|AEAL, LOC109425687|XP_029730481.1|AEAL, LOC115259643|XP_029716279.1|AEAL, LOC115262760|XP_029721447.1|AEAL	LOC6898453|XP_002138496.1|DPSE
OG0004351	LOC109413546|XP_029721413.1|AEAL, LOC109425656|XP_029721419.1|AEAL	LOC4804375|XP_001360946.1|DPSE
OG0004352	LOC109407902|XP_019536629.2|AEAL, LOC109413553|XP_019542781.2|AEAL	LOC4802769|XP_001359629.2|DPSE
OG0004353	LOC115253717|XP_029721409.1|AEAL, LOC109407901|XP_029721429.1|AEAL	LOC4800686|XP_001357912.5|DPSE
OG0004354	LOC109413556|XP_019542787.1|AEAL, LOC109407906|XP_029716865.1|AEAL, LOC115262757|XP_029721432.1|AEAL	LOC4800690|XP_001357916.3|DPSE
OG0004355	LOC109401254|XP_019529267.2|AEAL	LOC6897557|XP_033241816.1|DPSE
OG0004356	LOC109413586|XP_029715512.1|AEAL, LOC109401260|XP_029721393.1|AEAL	LOC4804656|XP_001361183.3|DPSE
OG0004357	LOC109413612|XP_029721382.1|AEAL, LOC109401274|XP_029721572.1|AEAL	LOC4803497|XP_015039127.2|DPSE
OG0004358	LOC115262721|XP_029721271.1|AEAL, LOC109401245|XP_029721381.1|AEAL	LOC4804143|XP_001360749.1|DPSE
OG0004359	LOC109413626|XP_029721351.1|AEAL, LOC109401264|XP_029721266.1|AEAL	LOC4804605|XP_033235113.1|DPSE
OG0004360	LOC109401244|XP_019529257.2|AEAL, LOC115262714|XP_029721262.1|AEAL, LOC115262706|XP_029721241.1|AEAL, LOC109623317|XP_019933392.2|AEAL	LOC4813559|XP_001353482.3|DPSE
OG0004361	LOC109623311|XP_019933384.2|AEAL, LOC115262699|XP_029721220.1|AEAL, LOC109401316|XP_019529365.2|AEAL	LOC4803150|XP_001359940.2|DPSE
OG0004362	LOC109623308|XP_019933379.2|AEAL, LOC115262594|XP_029720852.1|AEAL, LOC109401195|XP_019529215.2|AEAL	LOC4813916|XP_001353891.1|DPSE
