Orthogroup	AEAL.longest_only	DSIM.longest_only
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC6730721|XP_016023152.1|DSIM
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC6731924|XP_016024595.1|DSIM
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC6732274|XP_039153672.1|DSIM
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC6732205|XP_016024883.1|DSIM
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC6732396|XP_039151659.1|DSIM
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC6731653|XP_016024334.1|DSIM
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC27207473|XP_016024271.1|DSIM
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC6739737|XP_002076630.2|DSIM
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC6733872|XP_002080916.1|DSIM
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC6732293|XP_016024955.1|DSIM
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC6735410|XP_016028725.1|DSIM
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC6730670|XP_039154430.1|DSIM
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC6734687|XP_016027883.1|DSIM
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC6732554|XP_016025205.1|DSIM
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC6732553|XP_002079672.3|DSIM
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC6731939|XP_002079074.1|DSIM
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC6732493|XP_002079613.1|DSIM
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC27208298|XP_039153828.1|DSIM
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC6732727|XP_016025459.1|DSIM
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC6734989|XP_002081971.2|DSIM
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC6730756|XP_002077924.1|DSIM
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC6731173|XP_016023720.1|DSIM
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC6731609|XP_039151129.1|DSIM
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC6731608|XP_002078749.1|DSIM
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC6729673|XP_002104979.2|DSIM
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC27207535|XP_016025867.1|DSIM
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC6731789|XP_016024479.2|DSIM
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC6730858|XP_002078022.2|DSIM
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC6732682|XP_016025407.1|DSIM
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC6732074|XP_002079206.1|DSIM
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC6734934|XP_002081931.1|DSIM
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC6733045|XP_002080123.1|DSIM
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC6733066|XP_016025769.1|DSIM
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC6731745|XP_016024418.1|DSIM
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC6730591|XP_016023035.1|DSIM
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC6732456|XP_002079576.1|DSIM
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC6732728|XP_039147215.1|DSIM
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC27209130|XP_016029640.2|DSIM
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC27206237|XP_016031379.1|DSIM
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC6736098|XP_002082999.1|DSIM
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC27207977|XP_016026042.1|DSIM
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC6739896|XP_016038500.1|DSIM
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC6732250|XP_016024928.1|DSIM
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC6731230|XP_002078389.1|DSIM
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC6731229|XP_002078388.2|DSIM
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC6730722|XP_002077890.3|DSIM
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC6729132|XP_016035777.1|DSIM
OG0003889	LOC109414293|XP_019543652.2|AEAL	LOC6730544|XP_016022996.1|DSIM
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC6736639|XP_002083495.1|DSIM
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC6732259|XP_002079388.2|DSIM
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC6736405|XP_002083277.1|DSIM
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC6732814|XP_016025540.1|DSIM
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC6731829|XP_002078964.1|DSIM
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC6735467|XP_002082406.1|DSIM
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC6735464|XP_016028769.1|DSIM
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC6734901|XP_002081898.1|DSIM
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC6732783|XP_002079896.2|DSIM
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC6730462|XP_002077643.2|DSIM
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC6730523|XP_016022977.1|DSIM
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC6732492|XP_002079612.1|DSIM
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC6731315|XP_016023887.1|DSIM
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC6732158|XP_002079290.2|DSIM
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	LOC6732159|XP_002079291.2|DSIM
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	LOC6729470|XP_016036142.1|DSIM
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	LOC6735673|XP_002082591.2|DSIM
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	LOC6730505|XP_002077686.1|DSIM
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC109405615|XP_029714537.1|AEAL	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC109416534|XP_019546157.2|AEAL	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC109417719|XP_029709183.1|AEAL	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC109420032|XP_019549889.2|AEAL	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC109419403|XP_029709065.1|AEAL	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC109419957|XP_029708955.1|AEAL	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	LOC27206521|XP_016023531.1|DSIM
OG0003944	LOC109420700|XP_019550697.1|AEAL, LOC115255131|XP_029708864.1|AEAL, LOC115255129|XP_029708862.1|AEAL, LOC109414276|XP_019543644.1|AEAL	LOC6732088|XP_002079220.1|DSIM
OG0003945	LOC109420692|XP_019550676.2|AEAL	LOC6739498|XP_002076395.1|DSIM
OG0003946	LOC115264418|XP_029723946.1|AEAL	LOC6732800|XP_002079913.1|DSIM
OG0003947	LOC109420675|XP_029708744.1|AEAL	LOC6732788|XP_002079901.2|DSIM
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	LOC6732621|XP_002079740.1|DSIM
OG0003949	LOC109420662|XP_029708760.1|AEAL	LOC6732623|XP_039154511.1|DSIM
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	LOC6731155|XP_016023707.1|DSIM
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	LOC6731150|XP_002078308.2|DSIM
OG0003952	LOC109420642|XP_029708741.1|AEAL	LOC6731969|XP_002079103.1|DSIM
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	LOC6731278|XP_016023841.1|DSIM
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	LOC6736757|XP_016030379.1|DSIM
OG0003956	LOC109417064|XP_029708693.1|AEAL	LOC6732680|XP_016025401.1|DSIM
OG0003957	LOC109407366|XP_029709427.1|AEAL	LOC6737252|XP_016030964.1|DSIM
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	LOC6726126|XP_016039626.1|DSIM
OG0003959	LOC109419740|XP_029708595.1|AEAL	LOC6735450|XP_016028753.1|DSIM
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	LOC6733227|XP_039152613.1|DSIM
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	LOC6731399|XP_039151770.1|DSIM
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	LOC6731044|XP_016023550.1|DSIM
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	LOC6732768|XP_002079881.2|DSIM
OG0003964	LOC115254972|XP_029708523.1|AEAL, LOC115254988|XP_029708538.1|AEAL, LOC109402112|XP_019530281.2|AEAL	LOC6730864|XP_016023290.1|DSIM
OG0003965	LOC109431811|XP_029708486.1|AEAL	LOC6731436|XP_016024062.1|DSIM
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	LOC6735571|XP_016028920.1|DSIM
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	LOC6735568|XP_016028909.1|DSIM
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	LOC6739261|XP_016028173.1|DSIM
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	LOC6730459|XP_016022916.2|DSIM
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	LOC6731772|XP_016024467.1|DSIM
OG0003972	LOC109430172|XP_029724763.1|AEAL	LOC6738108|XP_016031942.1|DSIM
OG0003973	LOC109432568|XP_019564457.2|AEAL	LOC6736145|XP_002083045.1|DSIM
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	LOC6734080|XP_002081115.1|DSIM
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	LOC6731576|XP_016024239.1|DSIM
OG0003976	LOC109416254|XP_019545817.2|AEAL	LOC6732831|XP_002079944.1|DSIM
OG0003977	LOC109423962|XP_019554577.2|AEAL	LOC6732199|XP_002079328.1|DSIM
OG0003978	LOC109416259|XP_029727378.1|AEAL	LOC6738657|XP_002085459.1|DSIM
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	LOC6731844|XP_002078979.1|DSIM
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	LOC6727995|XP_002103347.2|DSIM
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	LOC6732093|XP_002079225.1|DSIM
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	LOC6732816|XP_016025541.1|DSIM
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	LOC6732457|XP_002079577.1|DSIM
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	LOC6732760|XP_016025483.1|DSIM
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	LOC6732764|XP_016025484.1|DSIM
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	LOC6731339|XP_002078495.2|DSIM
OG0003987	LOC109621667|XP_029727222.1|AEAL	LOC6731341|XP_016023934.1|DSIM
OG0003988	LOC115268897|XP_029732958.1|AEAL, LOC109421661|XP_029727198.1|AEAL	LOC6731046|XP_039147495.1|DSIM
OG0003989	LOC109421657|XP_019551725.2|AEAL	LOC6732064|XP_002079196.1|DSIM
OG0003990	LOC109407327|XP_019535865.1|AEAL	LOC6732389|XP_002079510.1|DSIM
OG0003991	LOC109421643|XP_029727141.1|AEAL	LOC6730978|XP_016023443.1|DSIM
OG0003992	LOC109407320|XP_019535859.2|AEAL	LOC6730975|XP_002078136.1|DSIM
OG0003993	LOC109407357|XP_029727136.1|AEAL	LOC6730961|XP_039149579.1|DSIM
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	LOC6729993|XP_002105287.1|DSIM
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	LOC6734288|XP_039147482.1|DSIM
OG0003996	LOC109421490|XP_019551529.2|AEAL	LOC6733624|XP_002080678.1|DSIM
OG0003997	LOC109409178|XP_019538144.1|AEAL	LOC6731344|XP_016023935.1|DSIM
OG0003998	LOC109409124|XP_029727084.1|AEAL	LOC27209337|XP_039148229.1|DSIM
OG0003999	LOC109421519|XP_019551574.2|AEAL	LOC6739549|XP_002076446.1|DSIM
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	LOC27207325|XP_039153950.1|DSIM
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	LOC6735998|XP_016029373.1|DSIM
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	LOC6732901|XP_002080006.1|DSIM
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	LOC6731959|XP_016024627.1|DSIM
OG0004004	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL	LOC6731452|XP_016024106.1|DSIM
OG0004005	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL	LOC6731087|XP_016023614.1|DSIM
OG0004006	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL	LOC6732977|XP_002080056.1|DSIM
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	LOC6730857|XP_002078021.1|DSIM
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	LOC6730424|XP_039147100.1|DSIM
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	LOC6730705|XP_002077875.2|DSIM
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC6732273|XP_039153679.1|DSIM
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC6732234|XP_016024911.1|DSIM
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC6729122|XP_016035770.1|DSIM
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC6732296|XP_039154307.1|DSIM
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC6738109|XP_039149775.1|DSIM
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC6732161|XP_016024843.1|DSIM
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC6731788|XP_002078923.1|DSIM
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC6730955|XP_002078118.1|DSIM
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC6733322|XP_002080381.1|DSIM
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC6732991|XP_002080070.1|DSIM
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC27206524|XP_016023238.1|DSIM
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC6739182|XP_016023230.1|DSIM
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC6732498|XP_002079618.1|DSIM
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC6735284|XP_016028648.1|DSIM
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC6739242|XP_016025185.1|DSIM
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC6731681|XP_016024371.1|DSIM
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	LOC6730656|XP_016023094.1|DSIM
OG0004028	LOC109429621|XP_019561163.2|AEAL	LOC6731115|XP_002078272.1|DSIM
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	LOC6731523|XP_016024200.1|DSIM
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	LOC6735975|XP_002082884.1|DSIM
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	LOC6732067|XP_016024741.1|DSIM
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	LOC6739551|XP_016025895.1|DSIM
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	LOC6731706|XP_016024386.1|DSIM
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	LOC6732724|XP_016025455.1|DSIM
OG0004035	LOC109429541|XP_029720095.1|AEAL	LOC6731036|XP_016023526.1|DSIM
OG0004036	LOC109429539|XP_019561055.1|AEAL	LOC6730771|XP_016023179.1|DSIM
OG0004037	LOC109429896|XP_029720102.1|AEAL	LOC6732142|XP_016024823.1|DSIM
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	LOC27206531|XP_016022967.1|DSIM
OG0004039	LOC109415447|XP_019544869.2|AEAL	LOC6730697|XP_016023125.1|DSIM
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	LOC6735772|XP_002082685.1|DSIM
