Orthogroup	AEAL.longest_only	DBIA.longest_only
OG0003107	LOC109428780|XP_019560170.2|AEAL, LOC109397745|XP_029733995.1|AEAL, LOC115253889|XP_029718208.1|AEAL	LOC108026245|XP_016952579.1|DBIA
OG0003108	LOC115257227|XP_029712525.1|AEAL, LOC109397767|XP_029718207.1|AEAL, LOC109428788|XP_029733989.1|AEAL, LOC115269406|XP_029733946.1|AEAL	LOC108025830|XP_016951976.1|DBIA
OG0003109	LOC115254229|XP_029733942.1|AEAL, LOC109397781|XP_029718209.1|AEAL, LOC109428784|XP_029733991.1|AEAL	LOC108024034|XP_016949296.1|DBIA
OG0003111	LOC109405485|XP_019534121.2|AEAL	LOC108028332|XP_016955604.1|DBIA
OG0003112	LOC109399345|XP_019527329.1|AEAL, LOC109405627|XP_029724162.1|AEAL	LOC108025226|XP_016951065.1|DBIA
OG0003114	LOC109398915|XP_029724253.1|AEAL, LOC109401589|XP_029724217.1|AEAL	LOC108029628|XP_016957509.1|DBIA
OG0003115	LOC115264566|XP_029724258.1|AEAL, LOC109398923|XP_029724215.1|AEAL, LOC109432017|XP_029712563.1|AEAL	LOC108023130|XP_016947889.1|DBIA
OG0003116	LOC109432005|XP_029724260.1|AEAL	LOC108022902|XP_016947596.1|DBIA
OG0003117	LOC109431316|XP_019563080.1|AEAL, LOC115254128|XP_029724301.1|AEAL, LOC109432018|XP_019563868.1|AEAL	LOC108028036|XP_016955162.1|DBIA
OG0003118	LOC115264580|XP_029724293.1|AEAL, LOC109431971|XP_029724296.1|AEAL, LOC115264721|XP_029724602.1|AEAL	LOC108030617|XP_016959103.1|DBIA
OG0003119	LOC109431291|XP_019563050.2|AEAL, LOC109407710|XP_019536408.2|AEAL, LOC115258247|XP_029714176.1|AEAL	LOC108030691|XP_016959215.1|DBIA
OG0003120	LOC109431233|XP_029724333.1|AEAL, LOC109420153|XP_029724383.1|AEAL	LOC108026663|XP_016953191.1|DBIA
OG0003121	LOC115253851|XP_029724460.1|AEAL, LOC109412636|XP_029724401.1|AEAL	LOC108025933|XP_016952119.1|DBIA
OG0003122	LOC115264689|XP_029724532.1|AEAL, LOC109401533|XP_019529647.1|AEAL, LOC109402878|XP_029724516.1|AEAL	LOC108029651|XP_016957564.1|DBIA
OG0003123	LOC109411829|XP_019540988.2|AEAL, LOC115264673|XP_029724496.1|AEAL, LOC109402892|XP_029724558.1|AEAL	LOC108035482|XP_016966621.1|DBIA
OG0003124	LOC109418759|XP_019548531.1|AEAL	LOC108022728|XP_016947301.1|DBIA
OG0003125	LOC115257497|XP_029713007.1|AEAL, LOC115257814|XP_029713628.1|AEAL, LOC109418806|XP_029713002.1|AEAL	LOC108034958|XP_016965739.1|DBIA
OG0003126	LOC109405805|XP_029713570.1|AEAL	LOC108026773|XP_016953406.1|DBIA
OG0003127	LOC109418819|XP_019548593.1|AEAL	LOC108026557|XP_016952997.1|DBIA
OG0003128	LOC109418830|XP_019548610.2|AEAL	LOC108035539|XP_016966695.1|DBIA
OG0003129	LOC109405813|XP_029713863.1|AEAL, LOC109418842|XP_029712917.1|AEAL	LOC108022629|XP_016947166.1|DBIA
OG0003130	LOC109401666|XP_019529790.2|AEAL, LOC109418848|XP_019548631.1|AEAL, LOC115268668|XP_029732640.1|AEAL	LOC108030247|XP_016958542.1|DBIA
OG0003131	LOC109401678|XP_019529810.2|AEAL, LOC109420336|XP_019550201.2|AEAL	LOC108036611|XP_016968362.1|DBIA
OG0003132	LOC109420376|XP_029712921.1|AEAL, LOC115260235|XP_029717021.1|AEAL, LOC115260240|XP_029717028.1|AEAL	LOC108031083|XP_016959778.1|DBIA
OG0003133	LOC109402337|XP_019530549.1|AEAL, LOC115271038|XP_029736323.1|AEAL	LOC108026492|XP_016952930.1|DBIA
OG0003134	LOC109402332|XP_019530543.2|AEAL	LOC108030148|XP_016958357.1|DBIA
OG0003135	LOC109413566|XP_019542797.2|AEAL	LOC108028417|XP_016955727.1|DBIA
OG0003136	LOC115255686|XP_029709647.1|AEAL, LOC109433206|XP_029713160.1|AEAL, LOC109402290|XP_029713044.1|AEAL	LOC108030888|XP_016959544.1|DBIA
OG0003137	LOC115257623|XP_029713304.1|AEAL, LOC109433170|XP_019565110.1|AEAL, LOC109402265|XP_019530459.1|AEAL	LOC108023093|XP_016947842.1|DBIA
OG0003138	LOC109402277|XP_029713038.1|AEAL, LOC115257440|XP_029712884.1|AEAL, LOC109433178|XP_029713727.1|AEAL	LOC108026712|XP_016953303.1|DBIA
OG0003139	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL	LOC108030919|XP_016959603.1|DBIA
OG0003140	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL	LOC108029658|XP_016957574.1|DBIA
OG0003141	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL	LOC108022860|XP_016947525.1|DBIA
OG0003142	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL	LOC108036906|XP_016968782.1|DBIA
OG0003143	LOC109424485|XP_019555177.2|AEAL	LOC108035590|XP_016966749.1|DBIA
OG0003144	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL	LOC108026619|XP_016953093.1|DBIA
OG0003145	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL	LOC108030186|XP_016958423.1|DBIA
OG0003146	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL	LOC108030090|XP_016958216.1|DBIA
OG0003147	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL	LOC108034951|XP_016965724.1|DBIA
OG0003148	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL	LOC108028393|XP_016955695.1|DBIA
OG0003149	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL	LOC108023607|XP_016948703.1|DBIA
OG0003150	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL	LOC108026646|XP_016953161.1|DBIA
OG0003151	LOC109418670|XP_019548429.2|AEAL	LOC108034086|XP_016964341.1|DBIA
OG0003152	LOC109418569|XP_019548320.1|AEAL	LOC108022891|XP_016947578.1|DBIA
OG0003153	LOC109418562|XP_019548315.1|AEAL	LOC108026964|XP_016953668.1|DBIA
OG0003154	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL	LOC108026215|XP_016952520.1|DBIA
OG0003155	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL	LOC108029702|XP_016957658.1|DBIA
OG0003156	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL	LOC108022964|XP_016947672.1|DBIA
OG0003157	LOC109418503|XP_029713735.1|AEAL	LOC108027930|XP_016955047.1|DBIA
OG0003158	LOC109398509|XP_019526438.2|AEAL	LOC108029715|XP_016957679.1|DBIA
OG0003159	LOC109411566|XP_019540652.1|AEAL	LOC108036640|XP_016968402.1|DBIA
OG0003160	LOC109411563|XP_019540646.2|AEAL	LOC108036427|XP_016968044.1|DBIA
OG0003161	LOC109407800|XP_019536505.1|AEAL	LOC108036261|XP_016967761.1|DBIA
OG0003162	LOC109433429|XP_019565405.2|AEAL	LOC108029408|XP_016957130.1|DBIA
OG0003163	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL	LOC108028118|XP_016955276.1|DBIA
OG0003164	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL	LOC108035500|XP_016966647.1|DBIA
OG0003165	LOC115262740|XP_029721358.1|AEAL	LOC108036446|XP_016968075.1|DBIA
OG0003166	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL	LOC108023051|XP_016947783.1|DBIA
OG0003167	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL	LOC108030216|XP_016958474.1|DBIA
OG0003168	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL	LOC108031548|XP_016960573.1|DBIA
OG0003169	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL	LOC108034179|XP_016964485.1|DBIA
OG0003170	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL	LOC108022504|XP_016946955.1|DBIA
OG0003171	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL	LOC108022647|XP_016947192.1|DBIA
OG0003172	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL	LOC108031713|XP_016960867.1|DBIA
OG0003173	LOC109426925|XP_019558030.2|AEAL	LOC108032931|XP_016962490.1|DBIA
OG0003174	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL	LOC108024750|XP_016950345.1|DBIA
OG0003175	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL	LOC108022772|XP_016947369.1|DBIA
OG0003176	LOC109424711|XP_029721107.1|AEAL	LOC108036056|XP_016967487.1|DBIA
OG0003177	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL	LOC108023014|XP_016947736.1|DBIA
OG0003178	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL	LOC108022720|XP_016947294.1|DBIA
OG0003179	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL	LOC108023007|XP_016947729.1|DBIA
OG0003180	LOC109421913|XP_029721011.1|AEAL	LOC108030399|XP_016958772.1|DBIA
OG0003181	LOC109432700|XP_019564627.2|AEAL	LOC108036919|XP_016968820.1|DBIA
OG0003182	LOC109432675|XP_029730721.1|AEAL, LOC115267706|XP_029730720.1|AEAL, LOC109401962|XP_029730707.1|AEAL	LOC108029788|XP_016957787.1|DBIA
OG0003183	LOC109432682|XP_029730767.1|AEAL, LOC109408765|XP_029723902.1|AEAL	LOC108029473|XP_016957217.1|DBIA
OG0003184	LOC109408753|XP_019537679.2|AEAL, LOC109432693|XP_019564620.2|AEAL	LOC108030703|XP_016959232.1|DBIA
OG0003185	LOC109428902|XP_019560283.2|AEAL	LOC108029624|XP_016957505.1|DBIA
OG0003186	LOC115261071|XP_029718306.1|AEAL, LOC109428878|XP_019560261.2|AEAL	LOC108026561|XP_016953000.1|DBIA
OG0003187	LOC109416897|XP_019546550.2|AEAL	LOC108027866|XP_016954968.1|DBIA
OG0003188	LOC109432289|XP_029730675.1|AEAL, LOC115253557|XP_029731026.1|AEAL	LOC108024743|XP_016950335.1|DBIA
OG0003189	LOC109397131|XP_019525015.2|AEAL	LOC108028782|XP_016956250.1|DBIA
OG0003190	LOC109409866|XP_019538921.2|AEAL	LOC108022692|XP_016947253.1|DBIA
OG0003191	LOC109399117|XP_019527110.2|AEAL	LOC108030591|XP_016959054.1|DBIA
OG0003192	LOC109399561|XP_029731165.1|AEAL, LOC115254195|XP_029731186.1|AEAL, LOC109400776|XP_029731188.1|AEAL	LOC108034962|XP_016965758.1|DBIA
OG0003193	LOC109399579|XP_029731203.1|AEAL, LOC109398778|XP_029731214.1|AEAL	LOC108033862|XP_016963990.1|DBIA
OG0003194	LOC109399662|XP_029731247.1|AEAL	LOC108035464|XP_016966599.1|DBIA
OG0003195	LOC109410560|XP_019539636.1|AEAL, LOC109421160|XP_019551199.1|AEAL	LOC108031755|XP_016960949.1|DBIA
OG0003196	LOC109421159|XP_019551197.2|AEAL, LOC109410559|XP_019539635.2|AEAL	LOC108028020|XP_016955144.1|DBIA
OG0003197	LOC109408337|XP_029731315.1|AEAL, LOC115267878|XP_029731307.1|AEAL, LOC115253497|XP_029721701.1|AEAL	LOC108035068|XP_016965949.1|DBIA
OG0003198	LOC109426530|XP_029731334.1|AEAL, LOC109408340|XP_029731338.1|AEAL	LOC108033716|XP_016963738.1|DBIA
OG0003199	LOC109426511|XP_019557580.2|AEAL, LOC109408992|XP_029710070.1|AEAL, LOC115256017|XP_029710115.1|AEAL	LOC108029001|XP_016956537.1|DBIA
OG0003200	LOC115267895|XP_029731364.1|AEAL	LOC108021928|XP_016946240.1|DBIA
OG0003201	LOC109402136|XP_029731379.1|AEAL, LOC115268328|XP_029732218.1|AEAL	LOC108036903|XP_016968775.1|DBIA
OG0003202	LOC109426404|XP_019557458.2|AEAL	LOC108034953|XP_016965729.1|DBIA
OG0003203	LOC109621323|XP_019932036.2|AEAL	LOC108030029|XP_016958064.1|DBIA
OG0003204	LOC109621320|XP_029731503.1|AEAL, LOC109431564|XP_029709642.1|AEAL, LOC115267911|XP_029731411.1|AEAL	LOC108031448|XP_016960369.1|DBIA
OG0003205	LOC109622230|XP_029731408.1|AEAL, LOC109431576|XP_019563357.2|AEAL	LOC108026809|XP_016953461.1|DBIA
OG0003206	LOC115268156|XP_029732060.1|AEAL, LOC109622216|XP_019932013.2|AEAL, LOC109431601|XP_029728073.1|AEAL	LOC108036259|XP_016967759.1|DBIA
OG0003207	LOC109621240|XP_019932005.2|AEAL, LOC109403171|XP_029731390.1|AEAL	LOC108026327|XP_016952710.1|DBIA
OG0003208	LOC109622212|XP_029731532.1|AEAL	LOC108035487|XP_016966627.1|DBIA
OG0003209	LOC109410756|XP_019539825.2|AEAL	LOC108036636|XP_016968399.1|DBIA
OG0003210	LOC109410611|XP_019539678.2|AEAL, LOC109410727|XP_029731606.1|AEAL	LOC108026051|XP_016952234.1|DBIA
OG0003211	LOC109410722|XP_019539786.2|AEAL, LOC109410613|XP_029731607.1|AEAL	LOC108026925|XP_016953625.1|DBIA
OG0003212	LOC115267945|XP_029731610.1|AEAL	LOC108031820|XP_016961040.1|DBIA
OG0003213	LOC109410636|XP_019539702.2|AEAL	LOC108036415|XP_016968030.1|DBIA
OG0003214	LOC115256126|XP_029710241.1|AEAL, LOC109410643|XP_029731620.1|AEAL	LOC108030128|XP_016958320.1|DBIA
OG0003215	LOC109410645|XP_019539723.1|AEAL, LOC115256125|XP_029710240.1|AEAL, LOC109433500|XP_029710242.1|AEAL	LOC108036250|XP_016967748.1|DBIA
OG0003216	LOC109410650|XP_029731634.1|AEAL	LOC108029568|XP_016957413.1|DBIA
OG0003217	LOC109426040|XP_019557024.2|AEAL	LOC108029770|XP_016957767.1|DBIA
OG0003218	LOC115268057|XP_029731842.1|AEAL, LOC109426004|XP_019556975.2|AEAL	LOC108028515|XP_016955886.1|DBIA
OG0003219	LOC109425996|XP_019556967.2|AEAL, LOC115268038|XP_029731807.1|AEAL	LOC108034961|XP_016965757.1|DBIA
OG0003220	LOC109407637|XP_029731784.1|AEAL, LOC109407636|XP_029731876.1|AEAL	LOC108033972|XP_016964175.1|DBIA
OG0003221	LOC109425944|XP_019556894.2|AEAL, LOC115259233|XP_029715625.1|AEAL	LOC108033071|XP_016962727.1|DBIA
OG0003222	LOC109425936|XP_029731902.1|AEAL, LOC109407615|XP_029732260.1|AEAL	LOC108029660|XP_016957576.1|DBIA
OG0003223	LOC109407582|XP_029720486.1|AEAL, LOC109425845|XP_029731953.1|AEAL, LOC115253866|XP_029733648.1|AEAL	LOC108030438|XP_016958816.1|DBIA
OG0003224	LOC109425768|XP_029720458.1|AEAL, LOC115262225|XP_029720471.1|AEAL, LOC109407509|XP_029720477.1|AEAL	LOC108022818|XP_016947444.1|DBIA
OG0003225	LOC115258942|XP_029715323.1|AEAL, LOC115259168|XP_029715544.1|AEAL, LOC115256216|XP_029710341.1|AEAL, LOC115266439|XP_029728529.1|AEAL	LOC108033482|XP_016963310.1|DBIA
OG0003250	LOC109413227|XP_029729867.1|AEAL, LOC109402164|XP_019530338.2|AEAL, LOC115267166|XP_029729868.1|AEAL	LOC108031610|XP_016960689.1|DBIA
OG0003251	LOC109413228|XP_019542500.2|AEAL, LOC115267165|XP_029729866.1|AEAL	LOC108025503|XP_016951512.1|DBIA
OG0003252	LOC109413224|XP_019542495.2|AEAL, LOC109405393|XP_019533999.2|AEAL, LOC115267169|XP_029729872.1|AEAL	LOC108031784|XP_016960987.1|DBIA
OG0003253	LOC109431066|XP_019562748.2|AEAL	LOC108027386|XP_016954310.1|DBIA
OG0003254	LOC109430080|XP_029713348.1|AEAL, LOC109430752|XP_029712847.1|AEAL, LOC109431063|XP_019562745.2|AEAL, LOC109405395|XP_019534000.2|AEAL	LOC108027054|XP_016953752.1|DBIA
OG0003255	LOC115259203|XP_029715578.1|AEAL, LOC115255661|XP_029709625.1|AEAL, LOC109405341|XP_019533940.2|AEAL	LOC108025047|XP_016950791.1|DBIA
OG0003256	LOC109397825|XP_019525700.2|AEAL, LOC115255622|XP_029709572.1|AEAL, LOC109405346|XP_019533945.2|AEAL	LOC108024590|XP_016950086.1|DBIA
OG0003257	LOC109413204|XP_029710438.1|AEAL, LOC109424928|XP_029708429.1|AEAL	LOC108023354|XP_016948189.1|DBIA
OG0003258	LOC109424954|XP_029710511.1|AEAL	LOC108027591|XP_016954598.1|DBIA
OG0003259	LOC109431073|XP_019562761.2|AEAL	LOC108028903|XP_016956411.1|DBIA
OG0003260	LOC109431120|XP_019562845.2|AEAL, LOC115261062|XP_029718295.1|AEAL	LOC108025895|XP_016952066.1|DBIA
OG0003261	LOC109431086|XP_029718298.1|AEAL, LOC109424975|XP_019555719.2|AEAL	LOC108024947|XP_016950663.1|DBIA
OG0003262	LOC109431125|XP_029711855.1|AEAL, LOC115256842|XP_029711723.1|AEAL	LOC108031846|XP_016961086.1|DBIA
OG0003263	LOC109415659|XP_029711785.1|AEAL, LOC109431127|XP_019562856.2|AEAL, LOC115256345|XP_029710531.1|AEAL, LOC115254562|XP_029708032.1|AEAL	LOC108023390|XP_016948300.1|DBIA
OG0003264	LOC115256402|XP_029710735.1|AEAL, LOC109415811|XP_019545292.2|AEAL	LOC108028889|XP_016956395.1|DBIA
OG0003265	LOC109431172|XP_019562925.2|AEAL	LOC108032660|XP_016962110.1|DBIA
OG0003266	LOC109424773|XP_029711192.1|AEAL, LOC109417220|XP_029711195.1|AEAL	LOC108027300|XP_016954185.1|DBIA
OG0003267	LOC109433651|XP_029732668.1|AEAL, LOC115256879|XP_029711830.1|AEAL, LOC109424767|XP_029715509.1|AEAL	LOC108035816|XP_016967053.1|DBIA
OG0003268	LOC115255675|XP_029709637.1|AEAL, LOC115256633|XP_029711327.1|AEAL, LOC109433660|XP_029733839.1|AEAL	LOC108024557|XP_016950028.1|DBIA
OG0003269	LOC115256416|XP_029710784.1|AEAL, LOC109433659|XP_019565660.2|AEAL, LOC109403485|XP_029733838.1|AEAL	LOC108025339|XP_016951260.1|DBIA
OG0003270	LOC109403484|XP_029709640.1|AEAL, LOC109433643|XP_029732664.1|AEAL, LOC115256584|XP_029711222.1|AEAL	LOC108035593|XP_016966753.1|DBIA
OG0003271	LOC109433627|XP_029711905.1|AEAL, LOC115269286|XP_029733725.1|AEAL, LOC115253530|XP_029712302.1|AEAL	LOC108035999|XP_016967370.1|DBIA
OG0003272	LOC109408929|XP_019537867.2|AEAL	LOC108035788|XP_016967013.1|DBIA
OG0003273	LOC115256437|XP_029710873.1|AEAL, LOC109415225|XP_019544658.1|AEAL, LOC109428364|XP_029712290.1|AEAL	LOC108029574|XP_016957424.1|DBIA
OG0003274	LOC109428415|XP_029711694.1|AEAL	LOC108023345|XP_016948174.1|DBIA
OG0003275	LOC109428420|XP_019559715.2|AEAL	LOC108033052|XP_016962668.1|DBIA
OG0003276	LOC115262976|XP_029721779.1|AEAL, LOC109430516|XP_029729608.1|AEAL, LOC109428431|XP_019559732.2|AEAL	LOC108024148|XP_016949442.1|DBIA
OG0003277	LOC109428441|XP_019559751.1|AEAL, LOC109422150|XP_019552339.2|AEAL	LOC108036296|XP_016967796.1|DBIA
OG0003278	LOC109422175|XP_029716706.1|AEAL, LOC109428465|XP_019559774.2|AEAL	LOC108025385|XP_016951347.1|DBIA
OG0003279	LOC109428527|XP_029711307.1|AEAL, LOC109422178|XP_019552365.2|AEAL	LOC108023572|XP_016948654.1|DBIA
OG0003280	LOC109428528|XP_029711042.1|AEAL, LOC109422103|XP_029716710.1|AEAL	LOC108031943|XP_016961212.1|DBIA
OG0003281	LOC115256775|XP_029711589.1|AEAL, LOC109428554|XP_019559880.2|AEAL	LOC108032094|XP_016961410.1|DBIA
OG0003282	LOC109428491|XP_029711710.1|AEAL, LOC115256839|XP_029711716.1|AEAL, LOC109415174|XP_029721798.1|AEAL	LOC108023525|XP_016948568.1|DBIA
OG0003283	LOC109430087|XP_019561665.2|AEAL, LOC115256456|XP_029710942.1|AEAL	LOC108032809|XP_016962311.1|DBIA
OG0003284	LOC115256499|XP_029711027.1|AEAL, LOC109428518|XP_019559859.1|AEAL, LOC109430095|XP_019561675.1|AEAL	LOC108022021|XP_016946354.1|DBIA
OG0003285	LOC115257276|XP_029712581.1|AEAL, LOC109416816|XP_029712663.1|AEAL, LOC109398231|XP_029714864.1|AEAL	LOC108025222|XP_016951058.1|DBIA
OG0003286	LOC109402603|XP_029708404.1|AEAL, LOC109406602|XP_029710634.1|AEAL	LOC108025215|XP_016951051.1|DBIA
OG0003287	LOC109406612|XP_019535246.2|AEAL	LOC108035087|XP_016965994.1|DBIA
OG0003288	LOC109402605|XP_029734100.1|AEAL, LOC115260002|XP_029716696.1|AEAL, LOC109406624|XP_029710565.1|AEAL	LOC108031564|XP_016960602.1|DBIA
OG0003289	LOC109402694|XP_019530941.2|AEAL	LOC108026745|XP_016953357.1|DBIA
OG0003290	LOC109402691|XP_029711466.1|AEAL	LOC108024981|XP_016950718.1|DBIA
OG0003291	LOC109427495|XP_019558591.2|AEAL	LOC108028461|XP_016955806.1|DBIA
OG0003292	LOC115264856|XP_029724749.1|AEAL, LOC109427513|XP_019558611.1|AEAL, LOC115264857|XP_029724750.1|AEAL	LOC108026356|XP_016952755.1|DBIA
OG0003293	LOC109398935|XP_029710527.1|AEAL	LOC108023595|XP_016948689.1|DBIA
OG0003294	LOC115256427|XP_029710830.1|AEAL, LOC115269132|XP_029733399.1|AEAL, LOC109427531|XP_019558629.2|AEAL	LOC108022986|XP_016947701.1|DBIA
OG0003295	LOC115253655|XP_029711942.1|AEAL, LOC109427536|XP_019558639.2|AEAL	LOC108028883|XP_016956388.1|DBIA
OG0003296	LOC109427485|XP_019558580.1|AEAL, LOC115256667|XP_029711400.1|AEAL, LOC115256413|XP_029710772.1|AEAL	LOC108024500|XP_016949931.1|DBIA
OG0003297	LOC115256327|XP_029710462.1|AEAL, LOC109427546|XP_019558659.2|AEAL, LOC115269373|XP_029733900.1|AEAL	LOC108031594|XP_016960655.1|DBIA
OG0003299	LOC109414694|XP_029729492.1|AEAL, LOC109401899|XP_029709670.1|AEAL	LOC108024726|XP_016950309.1|DBIA
OG0003300	LOC109414692|XP_029729379.1|AEAL, LOC109401902|XP_029709674.1|AEAL, LOC109414693|XP_029709675.1|AEAL	LOC108031589|XP_016960647.1|DBIA
OG0003301	LOC109414683|XP_019544059.2|AEAL, LOC115253951|XP_029709680.1|AEAL, LOC109401932|XP_019530104.2|AEAL	LOC108022684|XP_016947243.1|DBIA
OG0003302	LOC109414682|XP_019544058.2|AEAL, LOC115255719|XP_029709683.1|AEAL	LOC108025765|XP_016951848.1|DBIA
OG0003303	LOC115255705|XP_029709665.1|AEAL, LOC109412090|XP_019541277.2|AEAL, LOC109401829|XP_019529987.2|AEAL	LOC108023082|XP_016947822.1|DBIA
OG0003304	LOC109404698|XP_019533165.2|AEAL, LOC109397196|XP_029733240.1|AEAL	LOC108024528|XP_016949983.1|DBIA
OG0003305	LOC115256880|XP_029711832.1|AEAL, LOC115267409|XP_029730248.1|AEAL, LOC109422084|XP_029710561.1|AEAL, LOC115267410|XP_029730249.1|AEAL	LOC108024165|XP_016949468.1|DBIA
OG0003306	LOC109422123|XP_019552300.2|AEAL	LOC108029906|XP_016957886.1|DBIA
OG0003307	LOC109422088|XP_029711529.1|AEAL, LOC109432604|XP_029712534.1|AEAL	LOC108025891|XP_016952060.1|DBIA
OG0003308	LOC115269056|XP_029733220.1|AEAL, LOC115269054|XP_029733219.1|AEAL, LOC109422144|XP_019552331.2|AEAL	LOC108029156|XP_016956784.1|DBIA
OG0003309	LOC109432582|XP_029709986.1|AEAL, LOC109432584|XP_029708426.1|AEAL, LOC109397189|XP_029733308.1|AEAL, LOC115269105|XP_029733367.1|AEAL	LOC108027556|XP_016954509.1|DBIA
OG0003310	LOC109421968|XP_019552150.2|AEAL	LOC108023922|XP_016949096.1|DBIA
OG0003311	LOC115256389|XP_029710659.1|AEAL, LOC109422032|XP_019552216.2|AEAL	LOC108024414|XP_016949818.1|DBIA
OG0003312	LOC109421967|XP_019552149.1|AEAL, LOC115256482|XP_029710991.1|AEAL	LOC108024697|XP_016950264.1|DBIA
OG0003313	LOC115256363|XP_029710570.1|AEAL, LOC115256369|XP_029710594.1|AEAL, LOC109422003|XP_019552188.2|AEAL	LOC108023773|XP_016948906.1|DBIA
OG0003314	LOC115256368|XP_029710593.1|AEAL, LOC109422000|XP_019552184.2|AEAL	LOC108026871|XP_016953548.1|DBIA
OG0003315	LOC115256426|XP_029710826.1|AEAL, LOC109421999|XP_029712683.1|AEAL, LOC115253965|XP_029710694.1|AEAL	LOC108024025|XP_016949277.1|DBIA
OG0003316	LOC109424615|XP_029710645.1|AEAL	LOC108025409|XP_016951377.1|DBIA
OG0003317	LOC109427460|XP_019558558.2|AEAL, LOC115256595|XP_029711261.1|AEAL	LOC108031684|XP_016960818.1|DBIA
OG0003318	LOC115260102|XP_029716831.1|AEAL, LOC109622444|XP_029711722.1|AEAL	LOC108031398|XP_016960254.1|DBIA
OG0003319	LOC115256716|XP_029711514.1|AEAL, LOC109427441|XP_029710743.1|AEAL, LOC115267308|XP_029730088.1|AEAL	LOC108024945|XP_016950655.1|DBIA
OG0003320	LOC115254486|XP_029707896.1|AEAL, LOC109410157|XP_029710577.1|AEAL	LOC108025358|XP_016951307.1|DBIA
OG0003321	LOC109427436|XP_029707898.1|AEAL, LOC109410155|XP_019539224.2|AEAL	LOC108025217|XP_016951054.1|DBIA
OG0003322	LOC109427435|XP_019558535.2|AEAL	LOC108025219|XP_016951055.1|DBIA
OG0003323	LOC109402083|XP_029710796.1|AEAL	LOC108023724|XP_016948849.1|DBIA
OG0003324	LOC115256898|XP_029711901.1|AEAL, LOC109409500|XP_029710931.1|AEAL	LOC108023520|XP_016948556.1|DBIA
OG0003325	LOC109409431|XP_029711745.1|AEAL	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA
OG0003326	LOC115253971|XP_029710982.1|AEAL, LOC109409440|XP_019538431.1|AEAL, LOC109432697|XP_019564623.2|AEAL	LOC108033002|XP_016962616.1|DBIA
OG0003327	LOC109409476|XP_019538474.2|AEAL, LOC109397635|XP_029736267.1|AEAL	LOC108035976|XP_016967287.1|DBIA
OG0003328	LOC109397641|XP_019525476.2|AEAL, LOC109409489|XP_019538484.2|AEAL	LOC108023653|XP_016948762.1|DBIA
OG0003329	LOC109409490|XP_029736246.1|AEAL, LOC109397632|XP_029736252.1|AEAL	LOC108031458|XP_016960383.1|DBIA
