Orthogroup	AEAL.longest_only	DPER.longest_only
OG0002770	LOC115263220|XP_029722071.1|AEAL, LOC109430824|XP_029722050.1|AEAL, LOC115263208|XP_029722052.1|AEAL	LOC6593643|XP_026843540.1|DPER
OG0002771	LOC109430837|XP_029722002.1|AEAL, LOC115263213|XP_029722058.1|AEAL, LOC115263194|XP_029722007.1|AEAL	LOC6600241|XP_026849080.1|DPER
OG0002772	LOC109430918|XP_019562571.2|AEAL	LOC6600235|XP_002025400.2|DPER
OG0002773	LOC109430947|XP_019562608.2|AEAL, LOC115263162|XP_029721948.1|AEAL	LOC6592366|XP_002017971.1|DPER
OG0002774	LOC109431742|XP_019563558.2|AEAL	LOC6592979|XP_026841672.1|DPER
OG0002775	LOC115267481|XP_029730351.1|AEAL, LOC109398056|XP_029730439.1|AEAL, LOC109431693|XP_029730336.1|AEAL	LOC6601390|XP_026847917.1|DPER
OG0002776	LOC109431665|XP_019563457.2|AEAL, LOC109397992|XP_029730348.1|AEAL, LOC115253522|XP_029730338.1|AEAL	LOC6599648|XP_002024758.1|DPER
OG0002777	LOC109398072|XP_029730599.1|AEAL, LOC115254188|XP_029730626.1|AEAL, LOC109431710|XP_019563522.1|AEAL	LOC6600619|XP_026847687.1|DPER
OG0002778	LOC115267612|XP_029730601.1|AEAL, LOC109398026|XP_029730597.1|AEAL, LOC109431685|XP_029730622.1|AEAL	LOC6600622|XP_026847686.1|DPER
OG0002779	LOC109426083|XP_029718106.1|AEAL, LOC115267604|XP_029730582.1|AEAL, LOC109397993|XP_029730608.1|AEAL	LOC6602964|XP_002027975.1|DPER
OG0002780	LOC109409539|XP_019538522.2|AEAL, LOC109426403|XP_029730532.1|AEAL, LOC109398022|XP_029730558.1|AEAL	LOC6594292|XP_002019940.1|DPER
OG0002781	LOC109399530|XP_019527527.1|AEAL, LOC115267594|XP_029730547.1|AEAL	LOC6591260|XP_002015796.1|DPER
OG0002782	LOC109398005|XP_029730514.1|AEAL, LOC109399474|XP_029730544.1|AEAL	LOC6602418|XP_026848440.1|DPER
OG0002783	LOC115270354|XP_029735714.1|AEAL, LOC109399472|XP_029714086.1|AEAL	LOC6593989|XP_026843265.1|DPER
OG0002784	LOC115270355|XP_029735730.1|AEAL, LOC109399487|XP_019527478.2|AEAL	LOC6590294|XP_026840956.1|DPER
OG0002785	LOC109403121|XP_029735760.1|AEAL	LOC6595892|XP_002021433.1|DPER, LOC113566009|XP_026845475.1|DPER
OG0002786	LOC109403124|XP_019531407.1|AEAL, LOC109404336|XP_029735763.1|AEAL, LOC115270339|XP_029735660.1|AEAL	LOC6601929|XP_026848740.1|DPER
OG0002787	LOC109403046|XP_029718184.1|AEAL, LOC115270342|XP_029735679.1|AEAL, LOC109404271|XP_029735770.1|AEAL, LOC115270343|XP_029735681.1|AEAL	LOC6603030|XP_026849516.1|DPER
OG0002788	LOC109403079|XP_029734449.1|AEAL, LOC115269783|XP_029734452.1|AEAL, LOC109404270|XP_029718187.1|AEAL, LOC115254258|XP_029735690.1|AEAL	LOC6603031|XP_026849517.1|DPER
OG0002789	LOC109404267|XP_029735772.1|AEAL, LOC115270346|XP_029735692.1|AEAL, LOC109403036|XP_029718183.1|AEAL	LOC6601141|XP_002026273.2|DPER
OG0002790	LOC109417190|XP_019546862.2|AEAL	LOC6602304|XP_002027363.2|DPER
OG0002791	LOC115270351|XP_029735702.1|AEAL, LOC109408677|XP_029735813.1|AEAL	LOC6601513|XP_026848011.1|DPER
OG0002792	LOC109403054|XP_019531330.1|AEAL, LOC109408674|XP_029735817.1|AEAL	LOC6592777|XP_002018019.1|DPER
OG0002793	LOC115259977|XP_029716632.1|AEAL, LOC115257234|XP_029712531.1|AEAL, LOC109412495|XP_019541658.2|AEAL, LOC109420798|XP_019550788.2|AEAL	LOC6599832|XP_002024851.2|DPER
OG0002794	LOC109412498|XP_029713798.1|AEAL, LOC109420802|XP_029735870.1|AEAL	LOC6602840|XP_026847930.1|DPER
OG0002795	LOC109420808|XP_029735875.1|AEAL, LOC115257976|XP_029713792.1|AEAL, LOC109412506|XP_029713797.1|AEAL, LOC115257978|XP_029713807.1|AEAL	LOC6599527|XP_026849400.1|DPER
OG0002796	LOC109420841|XP_019550856.1|AEAL, LOC109412536|XP_019541714.2|AEAL	LOC113566610|XP_026848815.1|DPER
OG0002797	LOC109424301|XP_029723067.1|AEAL, LOC115254238|XP_029734444.1|AEAL, LOC109428671|XP_019560029.1|AEAL, LOC115269797|XP_029734457.1|AEAL	LOC6602302|XP_002027361.1|DPER
OG0002798	LOC109428667|XP_029735650.1|AEAL, LOC109424304|XP_029736002.1|AEAL, LOC115270327|XP_029735642.1|AEAL	LOC6589716|XP_002015306.1|DPER
OG0002799	LOC115259304|XP_029715701.1|AEAL, LOC109424276|XP_029722599.1|AEAL, LOC115270170|XP_029735269.1|AEAL, LOC109428705|XP_029735597.1|AEAL	LOC6603284|XP_026849885.1|DPER
OG0002800	LOC109423868|XP_029735305.1|AEAL, LOC109408571|XP_029734510.1|AEAL	LOC6601926|XP_026848737.1|DPER
OG0002801	LOC115269862|XP_029734511.1|AEAL, LOC109423859|XP_029735302.1|AEAL	LOC6588692|XP_002015061.1|DPER, LOC6592952|XP_026842766.1|DPER
OG0002802	LOC115269725|XP_029734413.1|AEAL, LOC115270208|XP_029735323.1|AEAL, LOC115270190|XP_029735295.1|AEAL, LOC109423852|XP_029735320.1|AEAL	LOC6600966|XP_026841963.1|DPER
OG0002803	LOC115254254|XP_029735324.1|AEAL, LOC109423851|XP_029735321.1|AEAL, LOC109408591|XP_019537460.2|AEAL, LOC115270189|XP_029735294.1|AEAL	LOC6589400|XP_002015289.1|DPER
OG0002804	LOC115270186|XP_029735289.1|AEAL, LOC109430676|XP_029735326.1|AEAL, LOC115270212|XP_029735329.1|AEAL	LOC6592636|XP_002018135.1|DPER
OG0002805	LOC109430677|XP_029735330.1|AEAL, LOC115270210|XP_029735327.1|AEAL, LOC115270187|XP_029735290.1|AEAL	LOC6591062|XP_002015693.1|DPER
OG0002806	LOC109430674|XP_019562300.1|AEAL, LOC115270236|XP_029735362.1|AEAL	LOC6601514|XP_002026576.1|DPER
OG0002807	LOC109430646|XP_029735441.1|AEAL	LOC6592357|XP_002018429.1|DPER
OG0002808	LOC115270274|XP_029735412.1|AEAL, LOC115270265|XP_029735394.1|AEAL, LOC109423799|XP_029735444.1|AEAL	LOC6590426|XP_026842843.1|DPER
OG0002809	LOC109430574|XP_019562189.1|AEAL, LOC115254086|XP_029719591.1|AEAL, LOC109423796|XP_019554374.1|AEAL	LOC6596152|XP_002021164.1|DPER
OG0002810	LOC109430601|XP_029735473.1|AEAL, LOC115270297|XP_029735524.1|AEAL, LOC115258366|XP_029714314.1|AEAL	LOC6603567|XP_026848041.1|DPER
OG0002811	LOC115270301|XP_029735529.1|AEAL, LOC109430600|XP_019562209.2|AEAL, LOC109423781|XP_019554346.2|AEAL, LOC115270300|XP_029735528.1|AEAL	LOC6602326|XP_026848451.1|DPER
OG0002812	LOC109423779|XP_029735526.1|AEAL, LOC109430598|XP_029735481.1|AEAL, LOC115254242|XP_029734532.1|AEAL	LOC6590922|XP_002015764.1|DPER
OG0002813	LOC109414254|XP_029735557.1|AEAL, LOC109423748|XP_029735574.1|AEAL, LOC115270317|XP_029735586.1|AEAL	LOC6590970|XP_026842775.1|DPER
OG0002814	LOC109423743|XP_029735558.1|AEAL, LOC109414250|XP_029725194.1|AEAL, LOC115270308|XP_029735560.1|AEAL	LOC6593066|XP_026841029.1|DPER
OG0002815	LOC109414230|XP_019543581.2|AEAL	LOC6592188|XP_026842458.1|DPER
OG0002816	LOC109408177|XP_019536964.2|AEAL, LOC109411116|XP_029728704.1|AEAL, LOC115266550|XP_029728700.1|AEAL	LOC6591156|XP_002015925.1|DPER
OG0002817	LOC109411117|XP_029728699.1|AEAL, LOC109408178|XP_029729037.1|AEAL	LOC6590763|XP_002015395.1|DPER
OG0002818	LOC109408179|XP_019536966.2|AEAL	LOC6592569|XP_002018251.1|DPER
OG0002819	LOC115266681|XP_029729064.1|AEAL, LOC109411163|XP_029728839.1|AEAL, LOC109408249|XP_029728758.1|AEAL	LOC6599494|XP_026849514.1|DPER
OG0002820	LOC109408189|XP_019536974.1|AEAL, LOC109411126|XP_019540125.1|AEAL, LOC115266580|XP_029728831.1|AEAL	LOC6599489|XP_002024586.1|DPER
OG0002821	LOC109408219|XP_029728874.1|AEAL, LOC109411157|XP_029728795.1|AEAL, LOC115266592|XP_029728883.1|AEAL	LOC6595972|XP_002021210.1|DPER
OG0002822	LOC109408911|XP_019537840.1|AEAL, LOC109418470|XP_019548226.2|AEAL	LOC6592974|XP_002018024.1|DPER
OG0002823	LOC115266600|XP_029728907.1|AEAL, LOC109416685|XP_029728913.1|AEAL, LOC109416498|XP_029728899.1|AEAL	LOC6591025|XP_026842605.1|DPER
OG0002824	LOC109416684|XP_029728914.1|AEAL, LOC115266598|XP_029728901.1|AEAL, LOC109416497|XP_029728905.1|AEAL	LOC6592891|XP_002018210.2|DPER
OG0002825	LOC109414980|XP_019544371.2|AEAL, LOC109415140|XP_029728994.1|AEAL	LOC6603261|XP_026848169.1|DPER
OG0002826	LOC115266616|XP_029728936.1|AEAL, LOC109414985|XP_029728956.1|AEAL	LOC6590760|XP_002016152.1|DPER
OG0002827	LOC115266611|XP_029728933.1|AEAL, LOC109415135|XP_029728965.1|AEAL	LOC6602529|XP_002027562.2|DPER
OG0002828	LOC109414994|XP_029728969.1|AEAL, LOC109415128|XP_029728931.1|AEAL	LOC6591139|XP_002015933.2|DPER
OG0002829	LOC109415102|XP_019544507.2|AEAL	LOC6600804|XP_002025975.1|DPER
OG0002830	LOC109622136|XP_029732841.1|AEAL	LOC6592808|XP_026842693.1|DPER
OG0002831	LOC115261842|XP_029719611.1|AEAL, LOC109405564|XP_029719612.1|AEAL	LOC6596346|XP_026843805.1|DPER
OG0002832	LOC109403689|XP_019532063.2|AEAL, LOC115255896|XP_029709940.1|AEAL	LOC6593876|XP_026843846.1|DPER
OG0002833	LOC109421957|XP_029709931.1|AEAL	LOC6590081|XP_026841647.1|DPER
OG0002834	LOC109421564|XP_029728217.1|AEAL, LOC109407054|XP_019535624.1|AEAL	LOC6590915|XP_002015406.1|DPER
OG0002835	LOC115266319|XP_029728212.1|AEAL, LOC109414482|XP_029728234.1|AEAL	LOC6592193|XP_026841356.1|DPER
OG0002836	LOC115253880|XP_029728180.1|AEAL, LOC109414469|XP_029728167.1|AEAL, LOC109621255|XP_029728258.1|AEAL	LOC6592849|XP_002018276.1|DPER
OG0002837	LOC115253811|XP_029728166.1|AEAL, LOC109414464|XP_029728263.1|AEAL, LOC109622269|XP_029728185.1|AEAL	LOC6592868|XP_026842039.1|DPER
OG0002838	LOC109414438|XP_019543800.1|AEAL, LOC109622253|XP_019932067.1|AEAL, LOC115253820|XP_029728116.1|AEAL	LOC6590950|XP_002016020.1|DPER
OG0002839	LOC109414420|XP_029728309.1|AEAL, LOC109404734|XP_029719649.1|AEAL	LOC6592468|XP_002017802.1|DPER
OG0002840	LOC109404738|XP_029728110.1|AEAL, LOC109414417|XP_019543767.2|AEAL	LOC113565613|XP_026843874.1|DPER, LOC6593509|XP_002019150.1|DPER
OG0002841	LOC109427946|XP_019559148.2|AEAL, LOC109428264|XP_019559539.1|AEAL	LOC6588716|XP_002014989.1|DPER
OG0002842	LOC109428265|XP_029728326.1|AEAL, LOC109427947|XP_019559149.2|AEAL	LOC6593864|XP_026843418.1|DPER
OG0002843	LOC115266348|XP_029728339.1|AEAL, LOC109428256|XP_029710139.1|AEAL	LOC6590837|XP_002015769.1|DPER
OG0002844	LOC109427892|XP_029728405.1|AEAL, LOC115259358|XP_029715760.1|AEAL	LOC6597015|XP_026845465.1|DPER
OG0002845	LOC115258796|XP_029715079.1|AEAL, LOC109433265|XP_019565237.2|AEAL	LOC6596316|XP_002021486.1|DPER
OG0002846	LOC109424293|XP_029715119.1|AEAL, LOC115258731|XP_029714956.1|AEAL	LOC6590465|XP_002016651.1|DPER
OG0002847	LOC115261206|XP_029718410.1|AEAL, LOC109622893|XP_019932907.2|AEAL, LOC115258470|XP_029714447.1|AEAL, LOC115258542|XP_029714549.1|AEAL	LOC113565388|XP_026842999.1|DPER
OG0002848	LOC109622891|XP_019932905.2|AEAL, LOC115258490|XP_029714468.1|AEAL, LOC115258536|XP_029714531.1|AEAL	LOC6588850|XP_002014905.1|DPER
OG0002849	LOC109622885|XP_029714057.1|AEAL, LOC115258207|XP_029714142.1|AEAL	LOC6589228|XP_002014217.1|DPER, LOC113565872|XP_026845033.1|DPER
OG0002850	LOC109622870|XP_029710339.1|AEAL, LOC115258081|XP_029713945.1|AEAL, LOC115257989|XP_029713836.1|AEAL	LOC6597948|XP_002023183.1|DPER
OG0002851	LOC109407950|XP_029720688.1|AEAL, LOC109412014|XP_019541203.2|AEAL	LOC6588707|XP_002014317.1|DPER
OG0002852	LOC115262433|XP_029720690.1|AEAL, LOC109412018|XP_029713439.1|AEAL	LOC6590509|XP_026841351.1|DPER
OG0002853	LOC115257543|XP_029713135.1|AEAL, LOC109400990|XP_019529000.2|AEAL, LOC115257438|XP_029712886.1|AEAL	LOC6598123|XP_002023279.1|DPER
OG0002854	LOC109401364|XP_029715942.1|AEAL, LOC109412362|XP_029712640.1|AEAL	LOC6588799|XP_026844165.1|DPER
OG0002855	LOC109432880|XP_029712350.1|AEAL, LOC115257171|XP_029712434.1|AEAL, LOC109401390|XP_029712365.1|AEAL	LOC6593427|XP_026843384.1|DPER
OG0002856	LOC109432889|XP_029711769.1|AEAL, LOC109401370|XP_029711911.1|AEAL	LOC6593339|XP_026843757.1|DPER
OG0002857	LOC109401394|XP_029711809.1|AEAL, LOC109432890|XP_029712033.1|AEAL	LOC6593454|XP_026843838.1|DPER
OG0002858	LOC109433059|XP_019564984.2|AEAL	LOC6588816|XP_026843993.1|DPER
OG0002859	LOC115256675|XP_029711439.1|AEAL, LOC109433100|XP_019565030.2|AEAL, LOC109411282|XP_019540353.2|AEAL	LOC6596372|XP_026843712.1|DPER
OG0002860	LOC109420061|XP_019549910.2|AEAL	LOC6588783|XP_002014254.1|DPER
OG0002861	LOC115257640|XP_029713332.1|AEAL, LOC109433076|XP_029711037.1|AEAL	LOC6596540|XP_002021677.1|DPER
OG0002862	LOC109420198|XP_029710451.1|AEAL, LOC109433126|XP_029711003.1|AEAL	LOC6595537|XP_002020672.2|DPER
OG0002863	LOC109433137|XP_029710981.1|AEAL, LOC109420226|XP_019550109.2|AEAL	LOC6589747|XP_002014998.1|DPER
OG0002864	LOC109433118|XP_029710972.1|AEAL, LOC109420234|XP_029710399.1|AEAL	LOC6589748|XP_002014999.1|DPER
OG0002865	LOC109420437|XP_029710758.1|AEAL	LOC6591212|XP_002015588.1|DPER
OG0002866	LOC115264950|XP_029725003.1|AEAL, LOC109621987|XP_019931744.2|AEAL	LOC6599607|XP_002024697.2|DPER
OG0002867	LOC109621971|XP_019931729.2|AEAL, LOC109409006|XP_019537958.2|AEAL, LOC115264943|XP_029724971.1|AEAL	LOC113565470|XP_026843375.1|DPER
OG0002868	LOC109415041|XP_029724956.1|AEAL, LOC109622588|XP_019932537.2|AEAL	LOC6589835|XP_002014885.1|DPER
OG0002869	LOC109621948|XP_019931709.1|AEAL, LOC109404207|XP_029724913.1|AEAL	LOC6589836|XP_002014886.1|DPER
OG0002873	LOC109400343|XP_019528385.2|AEAL, LOC115264993|XP_029725039.1|AEAL	LOC6593901|XP_002019080.1|DPER
OG0002874	LOC109400308|XP_019528348.2|AEAL	LOC113565881|XP_026845044.1|DPER, LOC6589627|XP_002014231.1|DPER
OG0002875	LOC109425088|XP_019555832.2|AEAL	LOC6603392|XP_002028361.1|DPER
OG0002876	LOC109429383|XP_029729500.1|AEAL, LOC109425119|XP_019555858.2|AEAL, LOC115266939|XP_029729497.1|AEAL	LOC6598153|XP_002023490.2|DPER
OG0002877	LOC109408149|XP_029715527.1|AEAL, LOC109408153|XP_029729436.1|AEAL	LOC6588891|XP_026844790.1|DPER
OG0002878	LOC109408144|XP_029729418.1|AEAL	LOC6589439|XP_002014822.1|DPER
OG0002879	LOC115254144|XP_029725154.1|AEAL, LOC109409340|XP_019538337.1|AEAL, LOC109419087|XP_029714753.1|AEAL	LOC6601882|XP_002026931.1|DPER
OG0002880	LOC109419085|XP_029729397.1|AEAL, LOC109409337|XP_029725151.1|AEAL, LOC115253436|XP_029714750.1|AEAL	LOC6596833|XP_002022014.1|DPER
OG0002881	LOC115266915|XP_029729396.1|AEAL, LOC109419088|XP_029725155.1|AEAL, LOC109409336|XP_029714435.1|AEAL	LOC6588981|XP_002014573.1|DPER
OG0002882	LOC109419089|XP_019548844.1|AEAL, LOC109409335|XP_019538329.1|AEAL, LOC115258647|XP_029714814.1|AEAL	LOC6603466|XP_002028435.1|DPER
OG0002883	LOC109419050|XP_019548805.1|AEAL, LOC115258638|XP_029714800.1|AEAL, LOC109409331|XP_029721648.1|AEAL, LOC115266914|XP_029729392.1|AEAL	LOC113565900|XP_026845069.1|DPER, LOC6589391|XP_002014640.1|DPER
OG0002884	LOC109419101|XP_019548866.2|AEAL, LOC115258583|XP_029714679.1|AEAL, LOC109409324|XP_029714771.1|AEAL	LOC6596492|XP_002021566.1|DPER
OG0002885	LOC109419103|XP_019548867.2|AEAL, LOC115254019|XP_029714909.1|AEAL, LOC109409323|XP_029721657.1|AEAL	LOC6600519|XP_002025584.1|DPER
OG0002886	LOC109409314|XP_029715209.1|AEAL, LOC109419112|XP_019548878.1|AEAL	LOC6588949|XP_002015370.1|DPER
OG0002887	LOC109409315|XP_019538306.2|AEAL, LOC109419113|XP_019548879.1|AEAL	LOC6588950|XP_002015371.1|DPER
OG0002888	LOC109419521|XP_029718141.1|AEAL, LOC115258653|XP_029714821.1|AEAL, LOC109409302|XP_019538290.1|AEAL	LOC6596525|XP_026843635.1|DPER
OG0002889	LOC109419582|XP_019549348.2|AEAL	LOC113564929|XP_026840219.1|DPER, LOC113566324|XP_026847288.1|DPER
OG0002890	LOC109409261|XP_019538224.2|AEAL	LOC6593381|XP_026843259.1|DPER
OG0002891	LOC109418258|XP_019547966.2|AEAL, LOC109622833|XP_019932837.2|AEAL	LOC6589140|XP_002014430.1|DPER
OG0002892	LOC109418311|XP_029715269.1|AEAL	LOC6595489|XP_026844815.1|DPER
OG0002893	LOC109398630|XP_029715003.1|AEAL, LOC109418447|XP_029714625.1|AEAL, LOC115258940|XP_029715316.1|AEAL	LOC6595571|XP_026844408.1|DPER
OG0002894	LOC109398637|XP_019526566.1|AEAL	LOC6600239|XP_026849068.1|DPER
OG0002895	LOC109404911|XP_019533411.2|AEAL, LOC109398721|XP_029714912.1|AEAL, LOC115258727|XP_029714952.1|AEAL	LOC6591159|XP_002015685.1|DPER
OG0002896	LOC109406841|XP_029715249.1|AEAL	LOC6593598|XP_002018889.2|DPER
OG0002897	LOC109398715|XP_029708245.1|AEAL, LOC109406911|XP_029723170.1|AEAL	LOC6593770|XP_026843535.1|DPER
OG0002898	LOC115253527|XP_029709880.1|AEAL, LOC109398723|XP_029708250.1|AEAL, LOC109406936|XP_029723177.1|AEAL	LOC6595611|XP_026844584.1|DPER
OG0002899	LOC115267643|XP_029730645.1|AEAL, LOC109398720|XP_029714832.1|AEAL	LOC6595578|XP_026844989.1|DPER
OG0002900	LOC109407125|XP_029730648.1|AEAL, LOC115258478|XP_029714453.1|AEAL, LOC109405858|XP_029714715.1|AEAL	LOC6595577|XP_026844987.1|DPER
OG0002901	LOC109407239|XP_029714743.1|AEAL, LOC109414306|XP_029714761.1|AEAL	LOC6589787|XP_026844678.1|DPER, LOC113565906|XP_026845076.1|DPER
OG0002902	LOC109407240|XP_019535790.2|AEAL, LOC109414307|XP_019543670.2|AEAL	LOC6589788|XP_026844679.1|DPER, LOC113565907|XP_026845079.1|DPER
OG0002903	LOC109407245|XP_029714517.1|AEAL, LOC109414311|XP_029714438.1|AEAL, LOC115254028|XP_029715331.1|AEAL	LOC6593684|XP_026843764.1|DPER
OG0002904	LOC109414320|XP_029714689.1|AEAL, LOC109407250|XP_029714620.1|AEAL	LOC6596056|XP_026845724.1|DPER
OG0002905	LOC109407256|XP_019535809.2|AEAL, LOC115254012|XP_029714509.1|AEAL, LOC109414327|XP_019543691.2|AEAL	LOC6598018|XP_002023210.1|DPER
OG0002906	LOC115258735|XP_029714959.1|AEAL, LOC115258672|XP_029714853.1|AEAL, LOC109414329|XP_029714851.1|AEAL	LOC6596602|XP_002021717.1|DPER
OG0002907	LOC115253756|XP_029715116.1|AEAL, LOC109424213|XP_029715212.1|AEAL, LOC109414332|XP_029714980.1|AEAL	LOC6596600|XP_026843776.1|DPER
OG0002908	LOC109412673|XP_029730686.1|AEAL, LOC109420919|XP_029720669.1|AEAL	LOC6600833|XP_002025927.1|DPER
OG0002909	LOC109420933|XP_029714053.1|AEAL, LOC109412653|XP_019541825.2|AEAL, LOC115254091|XP_029720650.1|AEAL	LOC6590486|XP_026842612.1|DPER
OG0002910	LOC115258610|XP_029714762.1|AEAL, LOC109420982|XP_019551000.2|AEAL, LOC109428570|XP_029734113.1|AEAL	LOC6589484|XP_002015240.1|DPER
OG0002911	LOC109428627|XP_019559961.2|AEAL, LOC115254027|XP_029715315.1|AEAL	LOC6590744|XP_002015675.1|DPER
OG0002912	LOC109421030|XP_019551066.1|AEAL, LOC115258739|XP_029714964.1|AEAL, LOC115254013|XP_029714574.1|AEAL	LOC6600032|XP_026849156.1|DPER
OG0002913	LOC109429146|XP_019560545.1|AEAL, LOC115268659|XP_029732631.1|AEAL, LOC109421057|XP_019551090.1|AEAL	LOC6600880|XP_002025944.1|DPER
OG0002914	LOC115268658|XP_029732630.1|AEAL, LOC115258866|XP_029715163.1|AEAL, LOC109421064|XP_019551102.2|AEAL	LOC6595633|XP_002020676.1|DPER, LOC6595535|XP_002020670.1|DPER
OG0002915	LOC109416526|XP_019546142.2|AEAL, LOC109415691|XP_019545163.2|AEAL	LOC6589414|XP_002015217.1|DPER
OG0002916	LOC109410186|XP_029715082.1|AEAL	LOC6588695|XP_026844535.1|DPER
OG0002917	LOC115258890|XP_029715205.1|AEAL, LOC109410213|XP_019539280.2|AEAL, LOC109417527|XP_019547144.2|AEAL	LOC6590093|XP_002015978.2|DPER
OG0002918	LOC109417525|XP_019547140.2|AEAL, LOC115258889|XP_029715203.1|AEAL, LOC109410207|XP_019539276.2|AEAL	LOC6590739|XP_002016002.1|DPER
OG0002919	LOC115266746|XP_029729139.1|AEAL, LOC109410221|XP_019539290.2|AEAL, LOC109417536|XP_019547157.2|AEAL	LOC6592900|XP_002017942.1|DPER
OG0002920	LOC109417541|XP_019547162.1|AEAL, LOC115266748|XP_029729144.1|AEAL	LOC6595563|XP_002020911.1|DPER
OG0002921	LOC109417676|XP_019547281.1|AEAL, LOC109622780|XP_019932772.1|AEAL, LOC115255386|XP_029709307.1|AEAL	LOC6589851|XP_002014711.1|DPER
OG0002922	LOC109622164|XP_019931944.1|AEAL, LOC115253950|XP_029709297.1|AEAL, LOC109417678|XP_029709315.1|AEAL	LOC6589493|XP_026844216.1|DPER
OG0002923	LOC109417679|XP_029709316.1|AEAL, LOC109622165|XP_029709295.1|AEAL	LOC6589492|XP_026844992.1|DPER
OG0002924	LOC115255394|XP_029709318.1|AEAL, LOC115253949|XP_029709294.1|AEAL, LOC109622171|XP_029709281.1|AEAL	LOC6589494|XP_002015244.2|DPER
OG0002925	LOC109417701|XP_029709228.1|AEAL, LOC115253658|XP_029709216.1|AEAL, LOC115255361|XP_029709245.1|AEAL	LOC6592356|XP_002018428.1|DPER
OG0002926	LOC115255345|XP_029709231.1|AEAL, LOC109418099|XP_019547869.2|AEAL, LOC115254911|XP_029708446.1|AEAL, LOC109417706|XP_029709241.1|AEAL	LOC6596508|XP_002021503.1|DPER
OG0002927	LOC109417707|XP_019547337.1|AEAL, LOC115255358|XP_029709240.1|AEAL, LOC109418015|XP_019547755.1|AEAL	LOC6596361|XP_002021499.1|DPER
OG0002928	LOC109417718|XP_019547366.1|AEAL, LOC109417025|XP_019546724.1|AEAL	LOC6588864|XP_002015313.1|DPER
OG0002929	LOC109417720|XP_029709483.1|AEAL, LOC109415477|XP_019548324.2|AEAL, LOC115255495|XP_029709482.1|AEAL	LOC6589504|XP_002014594.1|DPER
OG0002930	LOC109420017|XP_029709135.1|AEAL, LOC109417753|XP_019547425.2|AEAL, LOC115253940|XP_029709094.1|AEAL	LOC6602214|XP_002027252.1|DPER
OG0002931	LOC109420011|XP_029709090.1|AEAL, LOC109417757|XP_029709119.1|AEAL, LOC115255285|XP_029709124.1|AEAL	LOC6593431|XP_026843173.1|DPER
OG0002932	LOC109417775|XP_019932773.2|AEAL, LOC109417567|XP_029709076.1|AEAL	LOC6590521|XP_002016450.1|DPER
OG0002933	LOC109417777|XP_029709056.1|AEAL, LOC115255261|XP_029709074.1|AEAL, LOC115255244|XP_029709049.1|AEAL	LOC6593016|XP_026841854.1|DPER
OG0002934	LOC109419404|XP_029709040.1|AEAL	LOC6592604|XP_002018519.1|DPER
OG0002935	LOC115255214|XP_029709015.1|AEAL, LOC109397500|XP_029708980.1|AEAL, LOC115255198|XP_029709000.1|AEAL	LOC6596610|XP_026843130.1|DPER
OG0002936	LOC109419961|XP_029708994.1|AEAL	LOC6592867|XP_002018534.1|DPER
OG0002937	LOC115255172|XP_029708961.1|AEAL, LOC109419958|XP_029708957.1|AEAL	LOC6590912|XP_026842126.1|DPER
OG0002938	LOC109419932|XP_029708902.1|AEAL, LOC109420731|XP_029708923.1|AEAL, LOC115255165|XP_029708937.1|AEAL	LOC6595652|XP_002020776.1|DPER
OG0002939	LOC109420719|XP_019550721.2|AEAL, LOC115255142|XP_029708879.1|AEAL	LOC6593008|XP_002018460.1|DPER
OG0002940	LOC115271052|XP_029736333.1|AEAL, LOC109419873|XP_029708839.1|AEAL	LOC6594219|XP_002019454.1|DPER
OG0002941	LOC115255130|XP_029708863.1|AEAL, LOC109414266|XP_019543635.2|AEAL, LOC109420699|XP_029736331.1|AEAL	LOC6597970|XP_002023108.1|DPER
OG0002942	LOC109420702|XP_019550700.1|AEAL, LOC109419872|XP_019549701.2|AEAL, LOC115271050|XP_029736332.1|AEAL	LOC6596453|XP_002021623.1|DPER
OG0002943	LOC109414117|XP_029708833.1|AEAL, LOC109420686|XP_029708875.1|AEAL	LOC6597954|XP_026842931.1|DPER
OG0002944	LOC109414071|XP_029708836.1|AEAL, LOC115255119|XP_029708830.1|AEAL, LOC109420683|XP_029708877.1|AEAL	LOC6597953|XP_002023156.1|DPER
OG0002945	LOC115253830|XP_029732943.1|AEAL, LOC109420654|XP_029708761.1|AEAL	LOC6596495|XP_026843209.1|DPER, LOC6589337|XP_026844866.1|DPER
OG0002946	LOC115255110|XP_029708824.1|AEAL, LOC109420647|XP_029708736.1|AEAL	LOC6590699|XP_026840701.1|DPER
OG0002947	LOC109420550|XP_029708715.1|AEAL, LOC109417370|XP_029718262.1|AEAL	LOC6593406|XP_026843668.1|DPER
OG0002948	LOC109420527|XP_029708672.1|AEAL, LOC115253828|XP_029709423.1|AEAL, LOC109407386|XP_019535938.2|AEAL	LOC6596055|XP_002021212.1|DPER
OG0002949	LOC109407510|XP_029708659.1|AEAL, LOC115253476|XP_029709860.1|AEAL, LOC109420509|XP_019550415.2|AEAL	LOC6601923|XP_026848504.1|DPER
OG0002950	LOC115255819|XP_029709859.1|AEAL, LOC109420505|XP_029708651.1|AEAL	LOC6593504|XP_002019145.1|DPER, LOC113565615|XP_026843876.1|DPER
