Orthogroup	AEAL.longest_only	DSUP.longest_only
OG0004456	LOC109621461|XP_019931046.2|AEAL	LOC119557086|XP_037725568.1|DSUP
OG0004457	LOC109621480|XP_019931068.2|AEAL, LOC115255970|XP_029710055.1|AEAL	LOC119553110|XP_037719211.1|DSUP
OG0004458	LOC109621471|XP_029731745.1|AEAL	LOC119553309|XP_037719563.1|DSUP
OG0004459	LOC109621434|XP_029731746.1|AEAL	LOC119555308|XP_037722554.1|DSUP
OG0004460	LOC109621452|XP_019931037.2|AEAL, LOC115268004|XP_029731751.1|AEAL	LOC119555295|XP_037722540.1|DSUP
OG0004461	LOC115268044|XP_029731818.1|AEAL, LOC109426051|XP_019557038.2|AEAL	LOC119554144|XP_037720849.1|DSUP
OG0004462	LOC109426027|XP_019557004.2|AEAL	LOC119552502|XP_037718038.1|DSUP
OG0004463	LOC115268050|XP_029731829.1|AEAL, LOC109426022|XP_019556995.2|AEAL	LOC119555678|XP_037723227.1|DSUP
OG0004464	LOC115253524|XP_029731832.1|AEAL, LOC109426021|XP_029723094.1|AEAL, LOC115268030|XP_029731788.1|AEAL	LOC119552827|XP_037718608.1|DSUP
OG0004465	LOC115268032|XP_029731797.1|AEAL, LOC109426011|XP_019556982.1|AEAL	LOC119553051|XP_037719090.1|DSUP
OG0004466	LOC115268054|XP_029731838.1|AEAL, LOC109426010|XP_029731799.1|AEAL	LOC119554360|XP_037721154.1|DSUP
OG0004467	LOC115268036|XP_029731803.1|AEAL, LOC109426000|XP_019556972.2|AEAL	LOC119554254|XP_037721019.1|DSUP
OG0004468	LOC115268059|XP_029731844.1|AEAL, LOC109425999|XP_029731805.1|AEAL	LOC119554593|XP_037721505.1|DSUP
OG0004469	LOC115253480|XP_029731809.1|AEAL, LOC109425994|XP_019556964.2|AEAL	LOC119554695|XP_037721624.1|DSUP
OG0004470	LOC109425964|XP_029731782.1|AEAL	LOC119547603|XP_037710452.1|DSUP
OG0004471	LOC115268074|XP_029731879.1|AEAL	LOC119559912|XP_037729018.1|DSUP
OG0004472	LOC109425848|XP_029733650.1|AEAL, LOC109407584|XP_019536225.2|AEAL	LOC119549126|XP_037712820.1|DSUP
OG0004473	LOC109407683|XP_019536380.2|AEAL, LOC109425756|XP_019556620.2|AEAL	LOC119551166|XP_037716291.1|DSUP
OG0004474	LOC109425843|XP_019556759.1|AEAL	LOC119551168|XP_037716294.1|DSUP
OG0004475	LOC109407579|XP_019536216.2|AEAL	LOC119563362|XP_037732642.1|DSUP
OG0004476	LOC109425839|XP_019556755.2|AEAL	LOC119547343|XP_037710083.1|DSUP
OG0004477	LOC109407511|XP_019536111.2|AEAL, LOC109425770|XP_019556637.2|AEAL, LOC115262227|XP_029720485.1|AEAL	LOC119550616|XP_037715371.1|DSUP
OG0004478	LOC109407507|XP_029720469.1|AEAL, LOC109425740|XP_029720463.1|AEAL, LOC115260063|XP_029716780.1|AEAL	LOC119550485|XP_037715102.1|DSUP
OG0004479	LOC109422033|XP_019552217.2|AEAL	LOC119551589|XP_037716918.1|DSUP
OG0004480	LOC115269546|XP_029734189.1|AEAL, LOC115267579|XP_029730518.1|AEAL, LOC109432994|XP_019564910.2|AEAL, LOC109397715|XP_029734253.1|AEAL	LOC119556957|XP_037725393.1|DSUP
OG0004481	LOC109623237|XP_029729019.1|AEAL	LOC119550064|XP_037714455.1|DSUP
OG0004482	LOC109424758|XP_029717713.1|AEAL, LOC109412946|XP_019542146.2|AEAL, LOC115260965|XP_029718192.1|AEAL	LOC119563307|XP_037732568.1|DSUP
OG0004483	LOC109416617|XP_029718398.1|AEAL, LOC115253696|XP_029719330.1|AEAL, LOC109432825|XP_019564714.1|AEAL, LOC115261571|XP_029719323.1|AEAL	LOC119549488|XP_037713519.1|DSUP
OG0004484	LOC109432394|XP_019564288.2|AEAL	LOC119560959|XP_037730639.1|DSUP
OG0004487	LOC109399289|XP_019527272.2|AEAL	LOC119555497|XP_037722841.1|DSUP
OG0004488	LOC109411164|XP_019540188.2|AEAL	LOC119549457|XP_037713485.1|DSUP, LOC119551202|XP_037716364.1|DSUP
OG0004489	LOC115259426|XP_029715862.1|AEAL, LOC115267468|XP_029730320.1|AEAL	LOC119555705|XP_037723289.1|DSUP
OG0004504	LOC109402166|XP_019530340.1|AEAL, LOC109413239|XP_019542512.1|AEAL	LOC119559656|XP_037728634.1|DSUP
OG0004505	LOC109405385|XP_019533987.2|AEAL, LOC115262914|XP_029721674.1|AEAL	LOC119560687|XP_037730188.1|DSUP
OG0004506	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL	LOC119548349|XP_037711495.1|DSUP
OG0004507	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL	LOC119560055|XP_037729289.1|DSUP
OG0004508	LOC109413201|XP_029710437.1|AEAL	LOC119558832|XP_037728023.1|DSUP
OG0004509	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL	LOC119553183|XP_037719354.1|DSUP
OG0004510	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL	LOC119555945|XP_037723576.1|DSUP
OG0004511	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL	LOC119550206|XP_037714687.1|DSUP
OG0004512	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL	LOC119563285|XP_037732577.1|DSUP
OG0004513	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL	LOC119555809|XP_037723396.1|DSUP
OG0004514	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL	LOC119561559|XP_037731131.1|DSUP
OG0004515	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL	LOC119556229|XP_037724176.1|DSUP
OG0004516	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL	LOC119555948|XP_037723584.1|DSUP
OG0004517	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL	LOC119557949|XP_037726897.1|DSUP
OG0004518	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL	LOC119558219|XP_037727457.1|DSUP
OG0004519	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL	LOC119557163|XP_037725697.1|DSUP
OG0004520	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL	LOC119557280|XP_037725894.1|DSUP
OG0004521	LOC109413491|XP_019542719.2|AEAL	LOC119559376|XP_037728346.1|DSUP
OG0004522	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL	LOC119557161|XP_037725689.1|DSUP
OG0004523	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL	LOC119548630|XP_037711944.1|DSUP
OG0004524	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL	LOC119558051|XP_037727129.1|DSUP
OG0004525	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL	LOC119557099|XP_037725604.1|DSUP
OG0004526	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL	LOC119557319|XP_037725963.1|DSUP
OG0004527	LOC109408933|XP_019537875.2|AEAL	LOC119556376|XP_037724472.1|DSUP
OG0004528	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL	LOC119556191|XP_037724062.1|DSUP
OG0004529	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL	LOC119556125|XP_037723939.1|DSUP
OG0004530	LOC109428405|XP_019559676.1|AEAL	LOC119557814|XP_037726679.1|DSUP
OG0004531	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL	LOC119560435|XP_037729803.1|DSUP
OG0004532	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL	LOC119555884|XP_037723470.1|DSUP
OG0004533	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL	LOC119557037|XP_037725512.1|DSUP
OG0004534	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL	LOC119549755|XP_037713926.1|DSUP
OG0004535	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL	LOC119554575|XP_037721483.1|DSUP
OG0004536	LOC109428467|XP_029711043.1|AEAL	LOC119558185|XP_037727384.1|DSUP
OG0004537	LOC109428468|XP_019559780.2|AEAL	LOC119557536|XP_037726235.1|DSUP, LOC119556314|XP_037724327.1|DSUP
OG0004539	LOC109428481|XP_019559801.2|AEAL	LOC119563075|XP_037732218.1|DSUP
OG0004540	LOC109416895|XP_019546561.2|AEAL	LOC119556112|XP_037723912.1|DSUP
OG0004541	LOC109402643|XP_029710693.1|AEAL	LOC119550612|XP_037715364.1|DSUP
OG0004542	LOC109402631|XP_029711894.1|AEAL	LOC119558115|XP_037727272.1|DSUP
OG0004543	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL	LOC119556548|XP_037724759.1|DSUP
OG0004544	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL	LOC119556828|XP_037725213.1|DSUP
OG0004545	LOC109397913|XP_019525797.2|AEAL	LOC119559753|XP_037728751.1|DSUP
OG0004546	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL	LOC119549810|XP_037714010.1|DSUP
OG0004547	LOC109397885|XP_029710781.1|AEAL	LOC119558015|XP_037727054.1|DSUP
OG0004548	LOC109427493|XP_019558587.2|AEAL	LOC119557358|XP_037726023.1|DSUP
OG0004549	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL	LOC119558088|XP_037727221.1|DSUP
OG0004550	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL	LOC119557679|XP_037726477.1|DSUP
OG0004551	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL	LOC119549247|XP_037713077.1|DSUP
OG0004552	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL	LOC119558258|XP_037727523.1|DSUP
OG0004553	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL	LOC119555663|XP_037723178.1|DSUP
OG0004554	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL	LOC119556675|XP_037724967.1|DSUP
OG0004555	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL	LOC119557873|XP_037726801.1|DSUP
OG0004556	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL	LOC119556909|XP_037725324.1|DSUP
OG0004557	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL	LOC119556668|XP_037724947.1|DSUP
OG0004558	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL	LOC119557058|XP_037725534.1|DSUP
OG0004559	LOC109401913|XP_019530074.1|AEAL	LOC119561813|XP_037731221.1|DSUP
OG0004560	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL	LOC119559028|XP_037728085.1|DSUP
OG0004561	LOC109401939|XP_029709673.1|AEAL	LOC119547993|XP_037710983.1|DSUP
OG0004562	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL	LOC119556206|XP_037724096.1|DSUP
OG0004563	LOC109401933|XP_029709678.1|AEAL	LOC119563518|XP_037732912.1|DSUP
OG0004564	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL	LOC119560115|XP_037729391.1|DSUP
OG0004565	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL	LOC119560918|XP_037730548.1|DSUP
OG0004566	LOC109401889|XP_019530042.2|AEAL	LOC119556237|XP_037724199.1|DSUP
OG0004567	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL	LOC119556529|XP_037724733.1|DSUP
OG0004568	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL	LOC119557218|XP_037725812.1|DSUP
OG0004569	LOC109401821|XP_029733378.1|AEAL	LOC119559924|XP_037729057.1|DSUP
OG0004570	LOC109410340|XP_029733269.1|AEAL	LOC119549050|XP_037712672.1|DSUP
OG0004571	LOC109422038|XP_019552221.2|AEAL	LOC119556086|XP_037723865.1|DSUP
OG0004572	LOC109421972|XP_019552154.2|AEAL	LOC119548059|XP_037711071.1|DSUP
OG0004573	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL	LOC119548977|XP_037712503.1|DSUP
OG0004574	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL	LOC119556659|XP_037724930.1|DSUP
OG0004575	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL	LOC119556509|XP_037724701.1|DSUP
OG0004576	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL	LOC119560500|XP_037729898.1|DSUP
OG0004577	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL	LOC119559853|XP_037728886.1|DSUP
OG0004578	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL	LOC119556342|XP_037724369.1|DSUP
OG0004579	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL	LOC119545931|XP_037707789.1|DSUP
OG0004580	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL	LOC119559870|XP_037728924.1|DSUP
OG0004581	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL	LOC119546129|XP_037708158.1|DSUP
OG0004582	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL	LOC119563180|XP_037732379.1|DSUP
OG0004583	LOC109421974|XP_019552155.2|AEAL	LOC119558121|XP_037727279.1|DSUP
OG0004584	LOC109424617|XP_019555330.2|AEAL	LOC119550001|XP_037714350.1|DSUP
OG0004585	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL	LOC119546665|XP_037709055.1|DSUP
OG0004586	LOC109427434|XP_019558534.2|AEAL	LOC119556217|XP_037724129.1|DSUP
OG0004587	LOC109427430|XP_019558531.2|AEAL	LOC119549016|XP_037712591.1|DSUP
OG0004588	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL	LOC119563132|XP_037732310.1|DSUP
OG0004589	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL	LOC119556210|XP_037724098.1|DSUP
OG0004590	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL	LOC119545634|XP_037707272.1|DSUP
OG0004591	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL	LOC119545633|XP_037707271.1|DSUP
OG0004592	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL	LOC119558282|XP_037727585.1|DSUP
OG0004593	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL	LOC119557947|XP_037726895.1|DSUP
OG0004594	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL	LOC119557095|XP_037725585.1|DSUP
OG0004595	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL	LOC119557480|XP_037726177.1|DSUP
OG0004596	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL	LOC119557298|XP_037725934.1|DSUP
OG0004597	LOC109405090|XP_029710546.1|AEAL	LOC119556252|XP_037724221.1|DSUP
OG0004598	LOC109416544|XP_019546170.1|AEAL	LOC119552931|XP_037718802.1|DSUP
OG0004599	LOC109405092|XP_019533635.3|AEAL	LOC119547958|XP_037710936.1|DSUP
OG0004600	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL	LOC119555865|XP_037723445.1|DSUP
OG0004601	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL	LOC119556922|XP_037725337.1|DSUP
OG0004602	LOC109409421|XP_029710884.1|AEAL	LOC119556723|XP_037725049.1|DSUP
OG0004603	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL	LOC119546650|XP_037709032.1|DSUP
OG0004604	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL	LOC119558135|XP_037727296.1|DSUP
OG0004605	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL	LOC119555987|XP_037723642.1|DSUP
OG0004606	LOC115269543|XP_029734185.1|AEAL	LOC119561031|XP_037730786.1|DSUP
OG0004607	LOC115269558|XP_029734210.1|AEAL	LOC119556893|XP_037725301.1|DSUP
OG0004608	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL	LOC119558270|XP_037727566.1|DSUP
OG0004609	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL	LOC119556663|XP_037724939.1|DSUP
OG0004610	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL	LOC119557805|XP_037726731.1|DSUP
OG0004611	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL	LOC119551742|XP_037717174.1|DSUP
OG0004612	LOC109414078|XP_029710205.1|AEAL	LOC119556519|XP_037724724.1|DSUP
OG0004613	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL	LOC119546144|XP_037708183.1|DSUP
OG0004614	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL	LOC119558201|XP_037727421.1|DSUP
OG0004615	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL	LOC119556514|XP_037724711.1|DSUP
OG0004616	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL	LOC119556131|XP_037723948.1|DSUP
OG0004617	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL	LOC119547079|XP_037709699.1|DSUP
OG0004618	LOC109402240|XP_029729980.1|AEAL	LOC119560795|XP_037730359.1|DSUP
OG0004619	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL	LOC119560351|XP_037729682.1|DSUP
OG0004620	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL	LOC119559742|XP_037728728.1|DSUP
OG0004621	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL	LOC119562984|XP_037732089.1|DSUP
OG0004622	LOC109422942|XP_029717448.1|AEAL	LOC119557389|XP_037726065.1|DSUP
OG0004623	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL	LOC119552758|XP_037718483.1|DSUP
OG0004624	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL	LOC119560070|XP_037729305.1|DSUP
OG0004625	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL	LOC119557823|XP_037726694.1|DSUP
OG0004626	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL	LOC119555861|XP_037723430.1|DSUP
OG0004627	LOC109431907|XP_029727753.1|AEAL	LOC119555684|XP_037723235.1|DSUP
OG0004628	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL	LOC119557568|XP_037726288.1|DSUP
OG0004629	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL	LOC119559859|XP_037728892.1|DSUP
OG0004630	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL	LOC119563533|XP_037732933.1|DSUP
OG0004632	LOC109423080|XP_029715779.1|AEAL	LOC119548912|XP_037712485.1|DSUP
OG0004633	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL	LOC119553357|XP_037719631.1|DSUP
OG0004634	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL	LOC119551340|XP_037716577.1|DSUP
OG0004635	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL	LOC119556402|XP_037724506.1|DSUP
OG0004636	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL	LOC119558183|XP_037727377.1|DSUP
OG0004637	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL	LOC119557671|XP_037726462.1|DSUP
OG0004638	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL	LOC119556793|XP_037725158.1|DSUP
OG0004639	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL	LOC119550487|XP_037715107.1|DSUP
OG0004640	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL	LOC119563407|XP_037732702.1|DSUP
OG0004641	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL	LOC119558367|XP_037727806.1|DSUP
OG0004642	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL	LOC119557673|XP_037726469.1|DSUP
OG0004644	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL	LOC119557330|XP_037725979.1|DSUP
OG0004645	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL	LOC119546181|XP_037708233.1|DSUP
OG0004646	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL	LOC119558128|XP_037727292.1|DSUP
OG0004647	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL	LOC119558318|XP_037727658.1|DSUP
OG0004648	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL	LOC119556035|XP_037723751.1|DSUP
OG0004649	LOC109427740|XP_029717820.1|AEAL	LOC119556432|XP_037724588.1|DSUP
OG0004650	LOC109431403|XP_019563166.2|AEAL	LOC119546978|XP_037709555.1|DSUP
OG0004651	LOC109415596|XP_029717907.1|AEAL	LOC119553635|XP_037720041.1|DSUP
OG0004652	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL	LOC119546589|XP_037708934.1|DSUP
OG0004653	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL	LOC119553980|XP_037720615.1|DSUP
OG0004654	LOC109427357|XP_029733713.1|AEAL	LOC119546724|XP_037709142.1|DSUP
OG0004655	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL	LOC119562893|XP_037731938.1|DSUP
OG0004656	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL	LOC119556600|XP_037724840.1|DSUP
OG0004657	LOC109431799|XP_029733685.1|AEAL	LOC119560882|XP_037730487.1|DSUP
OG0004658	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL	LOC119549531|XP_037713584.1|DSUP
OG0004659	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL	LOC119549656|XP_037713774.1|DSUP
OG0004660	LOC109412185|XP_019541384.2|AEAL	LOC119559751|XP_037728749.1|DSUP
OG0004661	LOC109412190|XP_019541389.2|AEAL	LOC119562903|XP_037731957.1|DSUP
OG0004662	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL	LOC119555192|XP_037722380.1|DSUP
OG0004663	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL	LOC119557647|XP_037726426.1|DSUP
OG0004664	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL	LOC119556199|XP_037724079.1|DSUP
OG0004665	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL	LOC119556846|XP_037725245.1|DSUP
OG0004666	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL	LOC119560798|XP_037730358.1|DSUP
OG0004667	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL	LOC119560801|XP_037730363.1|DSUP
OG0004668	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL	LOC119555954|XP_037723592.1|DSUP
OG0004669	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL	LOC119545934|XP_037707800.1|DSUP
OG0004670	LOC109405497|XP_019534142.1|AEAL	LOC119548841|XP_037712392.1|DSUP
OG0004671	LOC109406996|XP_029713910.1|AEAL	LOC119560694|XP_037730204.1|DSUP
OG0004672	LOC109405653|XP_019534268.2|AEAL	LOC119562919|XP_037731996.1|DSUP
OG0004673	LOC109419673|XP_019549458.2|AEAL	LOC119547027|XP_037709629.1|DSUP
OG0004674	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL	LOC119560892|XP_037730526.1|DSUP
OG0004675	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL	LOC119545777|XP_037707570.1|DSUP
OG0004676	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL	LOC119560365|XP_037729698.1|DSUP
OG0004677	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL	LOC119558647|XP_037727974.1|DSUP
OG0004678	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL	LOC119558627|XP_037727963.1|DSUP
OG0004679	LOC115263685|XP_029722769.1|AEAL	LOC119560375|XP_037729710.1|DSUP
OG0004680	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL	LOC119547458|XP_037710259.1|DSUP
OG0004681	LOC109432154|XP_019564007.2|AEAL	LOC119560025|XP_037729245.1|DSUP
OG0004682	LOC109423465|XP_019553984.1|AEAL	LOC119547428|XP_037710215.1|DSUP
