Orthogroup	AEAL.longest_only	DNOV.longest_only
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC115765041|XP_030564270.1|DNOV
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC115766127|XP_030565809.1|DNOV
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC115764982|XP_030564170.1|DNOV
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC115765639|XP_030565156.1|DNOV
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC115772097|XP_030573919.1|DNOV
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC115765582|XP_030565090.1|DNOV
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC115764935|XP_030564106.1|DNOV
OG0004692	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL	LOC115764625|XP_030563649.1|DNOV
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC115764766|XP_030563862.1|DNOV
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC115764855|XP_030563984.1|DNOV
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC115772012|XP_030573802.1|DNOV
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC115766467|XP_030566269.1|DNOV
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC115765382|XP_030564765.1|DNOV
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC115761961|XP_030559862.1|DNOV
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC115761716|XP_030559454.1|DNOV
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC115770930|XP_030572247.1|DNOV
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC115764722|XP_030563784.1|DNOV
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC115761309|XP_030558899.1|DNOV
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC115761885|XP_030559748.1|DNOV
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC115764221|XP_030562995.1|DNOV
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC115762561|XP_030560705.1|DNOV
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC115764617|XP_030563637.1|DNOV
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC115764742|XP_030563818.1|DNOV
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC115771773|XP_030573488.1|DNOV
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC115764831|XP_030563939.1|DNOV
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC115761605|XP_030559267.1|DNOV
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC115763966|XP_030562623.1|DNOV
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC115764116|XP_030562838.1|DNOV
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC115769281|XP_030569866.1|DNOV
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC115764063|XP_030562771.1|DNOV
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC115764428|XP_030563289.1|DNOV
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC115759101|XP_030555798.1|DNOV
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC115771763|XP_030573475.1|DNOV
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC115764759|XP_030563854.1|DNOV
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC115761381|XP_030558993.1|DNOV
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC115764201|XP_030562950.1|DNOV
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC115768223|XP_030568609.1|DNOV
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC115771619|XP_030573257.1|DNOV
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC115761585|XP_030559235.1|DNOV
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC115764972|XP_030564157.1|DNOV
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC115761317|XP_030558908.1|DNOV
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC115761337|XP_030558934.1|DNOV
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC115764283|XP_030563074.1|DNOV
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC115758650|XP_030555245.1|DNOV
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC115771780|XP_030573500.1|DNOV
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC115771860|XP_030573601.1|DNOV
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC115757767|XP_030554052.1|DNOV
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC115761810|XP_030559616.1|DNOV
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC115771982|XP_030573762.1|DNOV
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC115757662|XP_030553839.1|DNOV
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC115764136|XP_030562870.1|DNOV
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC115763998|XP_030562677.1|DNOV
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC115764612|XP_030563628.1|DNOV
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC115761922|XP_030559799.1|DNOV
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC115764226|XP_030563000.1|DNOV
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC115766769|XP_030566625.1|DNOV
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC115763995|XP_030562674.1|DNOV
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC115763039|XP_030561317.1|DNOV
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC115763673|XP_030562205.1|DNOV
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC115770623|XP_030571821.1|DNOV
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC115770624|XP_030571822.1|DNOV
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC115770756|XP_030572028.1|DNOV
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC115771868|XP_030573607.1|DNOV
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC115761288|XP_030558871.1|DNOV
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC115764960|XP_030564143.1|DNOV
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC115771938|XP_030573697.1|DNOV
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC115761747|XP_030559506.1|DNOV
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC115761799|XP_030559602.1|DNOV
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC115771976|XP_030573755.1|DNOV
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC115771839|XP_030573581.1|DNOV
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC115761538|XP_030559177.1|DNOV
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC115765722|XP_030565246.1|DNOV
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC115771903|XP_030573650.1|DNOV
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC115759441|XP_030556222.1|DNOV
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC115764871|XP_030564009.1|DNOV
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC115763042|XP_030561323.1|DNOV
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC115761569|XP_030559215.1|DNOV
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC115764733|XP_030563806.1|DNOV
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC115762014|XP_030559943.1|DNOV
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC115761557|XP_030559200.1|DNOV
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC115766185|XP_030565888.1|DNOV
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC115759152|XP_030555868.1|DNOV
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC115765652|XP_030565169.1|DNOV
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC115759445|XP_030556228.1|DNOV
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC115759614|XP_030556453.1|DNOV
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC115757731|XP_030553967.1|DNOV
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC115757732|XP_030553968.1|DNOV
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC115764134|XP_030562867.1|DNOV
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC115762201|XP_030560185.1|DNOV
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC115761989|XP_030559905.1|DNOV
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC115769309|XP_030569898.1|DNOV
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC115764796|XP_030563900.1|DNOV
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC115765933|XP_030565539.1|DNOV
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC115764865|XP_030564002.1|DNOV
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC115764725|XP_030563793.1|DNOV
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC115767265|XP_030567350.1|DNOV
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC115764091|XP_030562804.1|DNOV
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC115764111|XP_030562831.1|DNOV
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC115764112|XP_030562834.1|DNOV
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC115764193|XP_030562940.1|DNOV
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC115764157|XP_030562894.1|DNOV
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC115764194|XP_030562941.1|DNOV
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC115771643|XP_030573305.1|DNOV
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC115772014|XP_030573804.1|DNOV
OG0004792	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL	LOC115768639|XP_030569170.1|DNOV
OG0004793	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL	LOC115761681|XP_030559397.1|DNOV
OG0004794	LOC109430021|XP_019561577.2|AEAL	LOC115766087|XP_030565757.1|DNOV
OG0004795	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL	LOC115761247|XP_030558807.1|DNOV
OG0004796	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL	LOC115759461|XP_030556255.1|DNOV
OG0004797	LOC109416363|XP_019545945.2|AEAL	LOC115757726|XP_030553951.1|DNOV
OG0004798	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL	LOC115763973|XP_030562636.1|DNOV
OG0004799	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL	LOC115771799|XP_030573528.1|DNOV
OG0004800	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL	LOC115764641|XP_030563672.1|DNOV
OG0004801	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL	LOC115766162|XP_030565864.1|DNOV
OG0004802	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL	LOC115771933|XP_030573693.1|DNOV
OG0004803	LOC109423600|XP_019554124.2|AEAL	LOC115771832|XP_030573572.1|DNOV
OG0004804	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL	LOC115766047|XP_030565684.1|DNOV
OG0004805	LOC109423574|XP_029723260.1|AEAL	LOC115761948|XP_030559844.1|DNOV
OG0004806	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL	LOC115768137|XP_030568491.1|DNOV
OG0004808	LOC109423536|XP_019554065.2|AEAL	LOC115761224|XP_030558774.1|DNOV
OG0004809	LOC109402436|XP_029712617.1|AEAL	LOC115757698|XP_030553902.1|DNOV
OG0004810	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL	LOC115757696|XP_030553900.1|DNOV
OG0004811	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL	LOC115770218|XP_030571275.1|DNOV
OG0004812	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL	LOC115761990|XP_030559907.1|DNOV
OG0004813	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL	LOC115771622|XP_030573262.1|DNOV
OG0004814	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL	LOC115757663|XP_030553840.1|DNOV
OG0004815	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL	LOC115768753|XP_030569300.1|DNOV
OG0004816	LOC115258261|XP_029714180.1|AEAL, LOC109416113|XP_029723867.1|AEAL, LOC109407164|XP_029723853.1|AEAL	LOC115764242|XP_030563019.1|DNOV
OG0004817	LOC109621773|XP_019931451.2|AEAL, LOC115258259|XP_029714178.1|AEAL, LOC115264342|XP_029723868.1|AEAL	LOC115764259|XP_030563038.1|DNOV
OG0004818	LOC109402949|XP_019531234.1|AEAL, LOC115264189|XP_029723498.1|AEAL	LOC115759504|XP_030556305.1|DNOV
OG0004819	LOC109416071|XP_019545584.2|AEAL, LOC109402946|XP_019531230.2|AEAL	LOC115764649|XP_030563687.1|DNOV
OG0004820	LOC109402945|XP_019531229.2|AEAL, LOC109416103|XP_019545618.2|AEAL	LOC115761226|XP_030558775.1|DNOV
OG0004821	LOC109416068|XP_029723487.1|AEAL, LOC115264191|XP_029723511.1|AEAL	LOC115761217|XP_030558767.1|DNOV
OG0004822	LOC109416062|XP_029723516.1|AEAL	LOC115771776|XP_030573490.1|DNOV
OG0004823	LOC109416059|XP_029723519.1|AEAL	LOC115764162|XP_030562899.1|DNOV
OG0004824	LOC109416057|XP_019545563.2|AEAL	LOC115764163|XP_030562908.1|DNOV
OG0004825	LOC109406391|XP_019535029.2|AEAL, LOC109423646|XP_019554187.2|AEAL	LOC115766801|XP_030566686.1|DNOV
OG0004826	LOC109424850|XP_019555592.2|AEAL, LOC109414596|XP_019543968.2|AEAL	LOC115764738|XP_030563813.1|DNOV
OG0004827	LOC109414597|XP_029723559.1|AEAL, LOC115254116|XP_029723565.1|AEAL	LOC115764068|XP_030562776.1|DNOV
OG0004828	LOC109414601|XP_019543974.1|AEAL, LOC115264207|XP_029723556.1|AEAL	LOC115764797|XP_030563902.1|DNOV
OG0004829	LOC109414614|XP_019543990.2|AEAL	LOC115764093|XP_030562806.1|DNOV
OG0004830	LOC109424809|XP_029723582.1|AEAL	LOC115771702|XP_030573382.1|DNOV
OG0004831	LOC109404191|XP_019532557.2|AEAL	LOC115762655|XP_030560822.1|DNOV
OG0004832	LOC109413335|XP_029723609.1|AEAL, LOC109432030|XP_029723676.1|AEAL	LOC115764699|XP_030563757.1|DNOV
OG0004833	LOC109412838|XP_019541996.2|AEAL	LOC115766216|XP_030565928.1|DNOV
OG0004835	LOC109406231|XP_029732509.1|AEAL	LOC115771848|XP_030573590.1|DNOV
OG0004836	LOC115268551|XP_029732501.1|AEAL, LOC109403852|XP_019532296.2|AEAL	LOC115771728|XP_030573412.1|DNOV
OG0004837	LOC109403860|XP_019532305.2|AEAL, LOC115268549|XP_029732500.1|AEAL	LOC115770305|XP_030571400.1|DNOV
OG0004838	LOC115259221|XP_029715608.1|AEAL, LOC109403871|XP_029723256.1|AEAL	LOC115765077|XP_030564313.1|DNOV
OG0004839	LOC109403870|XP_019532315.2|AEAL	LOC115765035|XP_030564259.1|DNOV
OG0004840	LOC109432063|XP_019563909.2|AEAL	LOC115770599|XP_030571796.1|DNOV
OG0004841	LOC109432065|XP_019563910.2|AEAL	LOC115758349|XP_030554790.1|DNOV
OG0004842	LOC109432067|XP_029723599.1|AEAL, LOC109404037|XP_019532451.2|AEAL	LOC115764884|XP_030564025.1|DNOV
OG0004843	LOC115264236|XP_029723671.1|AEAL, LOC109432069|XP_019563915.2|AEAL	LOC115761275|XP_030558851.1|DNOV
OG0004844	LOC109405196|XP_019533751.2|AEAL	LOC115763651|XP_030562178.1|DNOV
OG0004845	LOC109405203|XP_019542030.2|AEAL	LOC115763652|XP_030562179.1|DNOV
OG0004846	LOC109412868|XP_019542053.2|AEAL	LOC115759729|XP_030556609.1|DNOV
OG0004847	LOC109412869|XP_019542054.2|AEAL	LOC115759726|XP_030556605.1|DNOV
OG0004848	LOC109405199|XP_029720372.1|AEAL, LOC109412873|XP_029724721.1|AEAL	LOC115769792|XP_030570620.1|DNOV
OG0004849	LOC109412871|XP_029724720.1|AEAL	LOC115760264|XP_030557389.1|DNOV
OG0004850	LOC109406960|XP_019535512.1|AEAL	LOC115765698|XP_030565214.1|DNOV
OG0004851	LOC109406961|XP_019535514.2|AEAL	LOC115765606|XP_030565117.1|DNOV
OG0004852	LOC109406956|XP_029720379.1|AEAL	LOC115765611|XP_030565121.1|DNOV
OG0004853	LOC109409683|XP_019538702.2|AEAL, LOC115265374|XP_029726012.1|AEAL	LOC115760665|XP_030557992.1|DNOV
OG0004854	LOC109409716|XP_029719737.1|AEAL, LOC109411464|XP_029726056.1|AEAL	LOC115771128|XP_030572554.1|DNOV
OG0004855	LOC109409724|XP_019538762.2|AEAL	LOC115770337|XP_030571438.1|DNOV
OG0004856	LOC109432284|XP_019564161.2|AEAL, LOC109409767|XP_019538821.2|AEAL	LOC115766717|XP_030566517.1|DNOV
OG0004857	LOC109621687|XP_029726151.1|AEAL	LOC115769409|XP_030570071.1|DNOV
OG0004858	LOC109404753|XP_029726155.1|AEAL, LOC109621303|XP_029719711.1|AEAL	LOC115770391|XP_030571503.1|DNOV
OG0004859	LOC109621845|XP_019931583.1|AEAL	LOC115770495|XP_030571650.1|DNOV
OG0004860	LOC109418058|XP_019547759.1|AEAL	LOC115771097|XP_030572516.1|DNOV
OG0004861	LOC109413045|XP_029726160.1|AEAL	LOC115769578|XP_030570305.1|DNOV
OG0004862	LOC109413053|XP_029726172.1|AEAL	LOC115769756|XP_030570561.1|DNOV
OG0004863	LOC109621317|XP_029726176.1|AEAL	LOC115769518|XP_030570219.1|DNOV
OG0004864	LOC115265400|XP_029726177.1|AEAL, LOC109621713|XP_029716582.1|AEAL	LOC115769527|XP_030570230.1|DNOV
OG0004865	LOC115259930|XP_029716584.1|AEAL, LOC109410370|XP_019539464.3|AEAL	LOC115765053|XP_030564287.1|DNOV
OG0004866	LOC109410161|XP_029719617.1|AEAL, LOC109407831|XP_029726188.1|AEAL	LOC115769368|XP_030570011.1|DNOV
OG0004867	LOC109407830|XP_019536538.2|AEAL	LOC115762260|XP_030560276.1|DNOV
OG0004868	LOC109410129|XP_019539204.2|AEAL	LOC115762285|XP_030560309.1|DNOV
OG0004869	LOC109407818|XP_019536526.2|AEAL	LOC115757974|XP_030554356.1|DNOV
OG0004870	LOC109410018|XP_019539105.2|AEAL	LOC115770229|XP_030571332.1|DNOV
OG0004871	LOC109409922|XP_029726200.1|AEAL	LOC115764703|XP_030563764.1|DNOV
OG0004872	LOC109407728|XP_019536424.1|AEAL	LOC115760989|XP_030558457.1|DNOV
OG0004873	LOC109622565|XP_019932521.2|AEAL	LOC115759850|XP_030556806.1|DNOV
OG0004874	LOC109622584|XP_019932534.2|AEAL	LOC115764788|XP_030563889.1|DNOV
OG0004875	LOC109409527|XP_029726247.1|AEAL	LOC115765111|XP_030564359.1|DNOV
OG0004876	LOC109409423|XP_019538414.2|AEAL	LOC115769155|XP_030569709.1|DNOV
OG0004877	LOC109622535|XP_019932474.2|AEAL	LOC115766988|XP_030566948.1|DNOV
OG0004878	LOC109622527|XP_029726277.1|AEAL, LOC109409117|XP_019538074.2|AEAL	LOC115761358|XP_030558969.1|DNOV
OG0004879	LOC115265418|XP_029726285.1|AEAL, LOC109409016|XP_029716652.1|AEAL	LOC115759583|XP_030556414.1|DNOV
OG0004880	LOC109622521|XP_029716648.1|AEAL, LOC109408985|XP_019537931.2|AEAL	LOC115770190|XP_030571213.1|DNOV
OG0004881	LOC109408976|XP_019537919.2|AEAL, LOC115265419|XP_029726291.1|AEAL	LOC115769890|XP_030570765.1|DNOV
OG0004882	LOC109408924|XP_019537864.1|AEAL, LOC109622402|XP_029716669.1|AEAL	LOC115769475|XP_030570153.1|DNOV
OG0004883	LOC109408908|XP_029716667.1|AEAL, LOC115265421|XP_029726294.1|AEAL	LOC115770063|XP_030571020.1|DNOV
OG0004884	LOC109408687|XP_029726312.1|AEAL	LOC115760515|XP_030557740.1|DNOV
OG0004885	LOC109408572|XP_019537445.2|AEAL, LOC109622494|XP_019932396.2|AEAL	LOC115762475|XP_030560554.1|DNOV
OG0004886	LOC109622491|XP_019932392.2|AEAL	LOC115760891|XP_030558316.1|DNOV
OG0004887	LOC109408528|XP_019537395.2|AEAL	LOC115761036|XP_030558509.1|DNOV
OG0004888	LOC109622488|XP_019932386.2|AEAL	LOC115762820|XP_030561044.1|DNOV
OG0004889	LOC109622343|XP_019932159.2|AEAL	LOC115765458|XP_030564905.1|DNOV
OG0004890	LOC109423549|XP_029726385.1|AEAL	LOC115760043|XP_030557074.1|DNOV
OG0004891	LOC109423541|XP_019554073.2|AEAL	LOC115767379|XP_030567499.1|DNOV
OG0004892	LOC109423281|XP_019553751.1|AEAL	LOC115758099|XP_030554483.1|DNOV
OG0004893	LOC109423260|XP_019553739.2|AEAL	LOC115761840|XP_030559685.1|DNOV
OG0004894	LOC109423345|XP_019553837.1|AEAL	LOC115761006|XP_030558477.1|DNOV
OG0004895	LOC115261961|XP_029719749.1|AEAL, LOC109423341|XP_029726421.1|AEAL	LOC115760722|XP_030558054.1|DNOV
OG0004896	LOC115265442|XP_029726431.1|AEAL, LOC109423336|XP_019553823.2|AEAL	LOC115761168|XP_030558730.1|DNOV
OG0004897	LOC109423332|XP_019553820.2|AEAL, LOC115261957|XP_029719739.1|AEAL	LOC115761025|XP_030558534.1|DNOV
OG0004898	LOC109423328|XP_019553812.1|AEAL	LOC115761081|XP_030558560.1|DNOV
OG0004899	LOC109423324|XP_019553800.2|AEAL	LOC115762312|XP_030560339.1|DNOV
OG0004900	LOC109423322|XP_019553797.2|AEAL	LOC115771013|XP_030572392.1|DNOV
OG0004901	LOC109423316|XP_019553793.2|AEAL	LOC115761632|XP_030559325.1|DNOV
OG0004902	LOC115254506|XP_029707904.1|AEAL, LOC109423312|XP_029726451.1|AEAL	LOC115767655|XP_030567803.1|DNOV
OG0004903	LOC109423308|XP_019553784.2|AEAL	LOC115761154|XP_030558685.1|DNOV
OG0004904	LOC109423296|XP_019553766.2|AEAL	LOC115764817|XP_030563926.1|DNOV
OG0004905	LOC109423295|XP_019553764.1|AEAL	LOC115760981|XP_030558444.1|DNOV
OG0004906	LOC115261689|XP_029719435.1|AEAL, LOC109623149|XP_019933195.2|AEAL	LOC115769604|XP_030570355.1|DNOV
OG0004907	LOC109623416|XP_019933519.2|AEAL	LOC115769813|XP_030570642.1|DNOV
OG0004908	LOC109623129|XP_019933171.2|AEAL, LOC115263508|XP_029722604.1|AEAL	LOC115762674|XP_030560849.1|DNOV
OG0004909	LOC115253550|XP_029722605.1|AEAL, LOC109623121|XP_029726493.1|AEAL	LOC115762906|XP_030561143.1|DNOV
OG0004910	LOC109623120|XP_019933159.2|AEAL, LOC115265455|XP_029726496.1|AEAL	LOC115762905|XP_030561142.1|DNOV
OG0004911	LOC109623113|XP_019933141.1|AEAL	LOC115771052|XP_030572459.1|DNOV
OG0004912	LOC109399262|XP_019527246.2|AEAL	LOC115769569|XP_030570285.1|DNOV
OG0004913	LOC109429053|XP_019560435.2|AEAL	LOC115762108|XP_030560069.1|DNOV
OG0004914	LOC109429046|XP_019560427.2|AEAL	LOC115762506|XP_030560606.1|DNOV
OG0004916	LOC109429040|XP_029726543.1|AEAL	LOC115761056|XP_030558531.1|DNOV
OG0004917	LOC109399230|XP_019527209.2|AEAL	LOC115762749|XP_030560947.1|DNOV
OG0004918	LOC109399232|XP_029726552.1|AEAL	LOC115762660|XP_030560826.1|DNOV
OG0004919	LOC109399231|XP_029726559.1|AEAL	LOC115771627|XP_030573270.1|DNOV
OG0004920	LOC109429027|XP_019560401.2|AEAL	LOC115770211|XP_030571270.1|DNOV
OG0004921	LOC109429026|XP_019560399.2|AEAL	LOC115771205|XP_030572665.1|DNOV
OG0004922	LOC109399154|XP_029726571.1|AEAL, LOC115266777|XP_029729209.1|AEAL	LOC115771215|XP_030572675.1|DNOV
OG0004923	LOC109413976|XP_019543253.1|AEAL	LOC115762597|XP_030560749.1|DNOV
OG0004924	LOC109413994|XP_019543266.2|AEAL	LOC115762877|XP_030561111.1|DNOV
OG0004925	LOC109413958|XP_019543233.2|AEAL	LOC115762936|XP_030561177.1|DNOV
