Orthogroup	AEAL.longest_only	DSER.longest_only
OG0004596	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL	LOC110182845|XP_020806636.1|DSER
OG0004597	LOC109405090|XP_029710546.1|AEAL	LOC110181582|XP_020805033.1|DSER
OG0004598	LOC109416544|XP_019546170.1|AEAL	LOC110183587|XP_020807559.1|DSER
OG0004599	LOC109405092|XP_019533635.3|AEAL	LOC110177033|XP_020799209.1|DSER
OG0004600	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL	LOC110179455|XP_020802662.1|DSER
OG0004601	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL	LOC110179612|XP_020802872.1|DSER
OG0004602	LOC109409421|XP_029710884.1|AEAL	LOC110179386|XP_020802569.1|DSER
OG0004603	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL	LOC110178182|XP_020800873.1|DSER, LOC110188131|XP_020813377.1|DSER
OG0004604	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL	LOC110184137|XP_020808207.1|DSER
OG0004605	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL	LOC110184484|XP_020808694.1|DSER
OG0004606	LOC115269543|XP_029734185.1|AEAL	LOC110188207|XP_020813495.1|DSER
OG0004607	LOC115269558|XP_029734210.1|AEAL	LOC110178032|XP_020800708.1|DSER
OG0004608	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL	LOC110181641|XP_020805109.1|DSER
OG0004609	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL	LOC110181818|XP_020805369.1|DSER
OG0004610	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL	LOC110186629|XP_020811541.1|DSER
OG0004611	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL	LOC110186616|XP_020811509.1|DSER
OG0004612	LOC109414078|XP_029710205.1|AEAL	LOC110186442|XP_020811285.1|DSER
OG0004613	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL	LOC110191778|XP_020818382.1|DSER
OG0004614	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL	LOC110179731|XP_020803006.1|DSER
OG0004615	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL	LOC110178021|XP_020800695.1|DSER, LOC110187070|XP_020812119.1|DSER
OG0004616	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL	LOC110184398|XP_020808580.1|DSER
OG0004617	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL	LOC110187281|XP_020812328.1|DSER
OG0004618	LOC109402240|XP_029729980.1|AEAL	LOC110188659|XP_020814102.1|DSER
OG0004619	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL	LOC110191048|XP_020817431.1|DSER
OG0004620	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL	LOC110188700|XP_020814165.1|DSER
OG0004621	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL	LOC110188598|XP_020814019.1|DSER
OG0004622	LOC109422942|XP_029717448.1|AEAL	LOC110188260|XP_020813605.1|DSER
OG0004623	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL	LOC110186543|XP_020811405.1|DSER
OG0004624	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL	LOC110177267|XP_020799578.1|DSER
OG0004625	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL	LOC110185527|XP_020810083.1|DSER
OG0004626	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL	LOC110178088|XP_020800750.1|DSER
OG0004627	LOC109431907|XP_029727753.1|AEAL	LOC110183702|XP_020807701.1|DSER
OG0004628	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL	LOC110182186|XP_020805848.1|DSER
OG0004629	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL	LOC110187717|XP_020812819.1|DSER
OG0004630	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL	LOC110176482|XP_020798508.1|DSER
OG0004631	LOC109423081|XP_029715781.1|AEAL	LOC110187750|XP_020812866.1|DSER
OG0004632	LOC109423080|XP_029715779.1|AEAL	LOC110187749|XP_020812865.1|DSER
OG0004633	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL	LOC110186354|XP_020811160.1|DSER
OG0004634	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL	LOC110186323|XP_020811121.1|DSER
OG0004635	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL	LOC110184365|XP_020808518.1|DSER
OG0004636	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL	LOC110179565|XP_020802807.1|DSER
OG0004637	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL	LOC110180467|XP_020803802.1|DSER
OG0004638	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL	LOC110181950|XP_020805548.1|DSER, LOC110181951|XP_020805549.1|DSER
OG0004639	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL	LOC110186741|XP_020811665.1|DSER
OG0004640	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL	LOC110186358|XP_020811164.1|DSER
OG0004641	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL	LOC110182535|XP_020806242.1|DSER
OG0004642	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL	LOC110180468|XP_020803805.1|DSER
OG0004644	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL	LOC110180152|XP_020803461.1|DSER
OG0004645	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL	LOC110178154|XP_020800843.1|DSER
OG0004646	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL	LOC110186247|XP_020810980.1|DSER
OG0004647	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL	LOC110187036|XP_020812059.1|DSER
OG0004648	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL	LOC110181744|XP_020805263.1|DSER
OG0004649	LOC109427740|XP_029717820.1|AEAL	LOC110181492|XP_020804913.1|DSER
OG0004650	LOC109431403|XP_019563166.2|AEAL	LOC110183148|XP_020806997.1|DSER
OG0004651	LOC109415596|XP_029717907.1|AEAL	LOC110187987|XP_020813167.1|DSER
OG0004652	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL	LOC110188667|XP_020814119.1|DSER
OG0004653	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL	LOC110191347|XP_020817854.1|DSER
OG0004654	LOC109427357|XP_029733713.1|AEAL	LOC110182255|XP_020805932.1|DSER
OG0004655	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL	LOC110191341|XP_020817844.1|DSER
OG0004656	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL	LOC110175991|XP_020797844.1|DSER
OG0004657	LOC109431799|XP_029733685.1|AEAL	LOC110191222|XP_020817648.1|DSER
OG0004658	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL	LOC110186515|XP_020811371.1|DSER
OG0004659	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL	LOC110187710|XP_020812804.1|DSER
OG0004660	LOC109412185|XP_019541384.2|AEAL	LOC110187875|XP_020813018.1|DSER
OG0004661	LOC109412190|XP_019541389.2|AEAL	LOC110187850|XP_020812994.1|DSER
OG0004662	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL	LOC110177346|XP_020799696.1|DSER
OG0004663	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL	LOC110183515|XP_020807462.1|DSER
OG0004664	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL	LOC110183541|XP_020807499.1|DSER
OG0004665	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL	LOC110183218|XP_020807092.1|DSER, LOC110184613|XP_020808864.1|DSER
OG0004666	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL	LOC110188749|XP_020814249.1|DSER
OG0004667	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL	LOC110188752|XP_020814252.1|DSER
OG0004668	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL	LOC110187018|XP_020812042.1|DSER
OG0004669	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL	LOC110185676|XP_020810301.1|DSER
OG0004670	LOC109405497|XP_019534142.1|AEAL	LOC110186595|XP_020811482.1|DSER
OG0004671	LOC109406996|XP_029713910.1|AEAL	LOC110190600|XP_020816856.1|DSER
OG0004672	LOC109405653|XP_019534268.2|AEAL	LOC110176505|XP_020798538.1|DSER
OG0004673	LOC109419673|XP_019549458.2|AEAL	LOC110186386|XP_020811205.1|DSER
OG0004674	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL	LOC110177370|XP_020799725.1|DSER
OG0004675	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL	LOC110177300|XP_020799624.1|DSER
OG0004676	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL	LOC110190902|XP_020817219.1|DSER
OG0004677	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL	LOC110191423|XP_020817938.1|DSER
OG0004678	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL	LOC110191080|XP_020817474.1|DSER
OG0004679	LOC115263685|XP_029722769.1|AEAL	LOC110191299|XP_020817769.1|DSER
OG0004680	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL	LOC110188145|XP_020813402.1|DSER
OG0004681	LOC109432154|XP_019564007.2|AEAL	LOC110186572|XP_020811439.1|DSER
OG0004682	LOC109423465|XP_019553984.1|AEAL	LOC110183029|XP_020806875.1|DSER
OG0004683	LOC109423494|XP_019554006.1|AEAL	LOC110187909|XP_020813070.1|DSER
OG0004684	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL	LOC110188340|XP_020813706.1|DSER
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC110186267|XP_020811034.1|DSER
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC110186609|XP_020811500.1|DSER
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC110186518|XP_020811373.1|DSER
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC110189968|XP_020815920.1|DSER
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC110186327|XP_020811133.1|DSER
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC110191711|XP_020818284.1|DSER
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC110177400|XP_020799764.1|DSER
OG0004692	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL	LOC110187842|XP_020812978.1|DSER
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC110187783|XP_020812912.1|DSER
OG0004694	LOC109430292|XP_019561887.2|AEAL	LOC110189126|XP_020814762.1|DSER
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC110177317|XP_020799650.1|DSER
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC110177261|XP_020799570.1|DSER
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC110184384|XP_020808547.1|DSER
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC110181490|XP_020804909.1|DSER
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC110190377|XP_020816465.1|DSER
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC110187725|XP_020812831.1|DSER
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC110191042|XP_020817425.1|DSER
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC110191261|XP_020817711.1|DSER
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC110184652|XP_020808915.1|DSER
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC110188815|XP_020814355.1|DSER
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC110188186|XP_020813421.1|DSER
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC110185157|XP_020809519.1|DSER
OG0004707	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL	LOC110185682|XP_020810309.1|DSER
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC110184520|XP_020808749.1|DSER
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC110191234|XP_020817672.1|DSER
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC110176468|XP_020798486.1|DSER
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC110191267|XP_020817722.1|DSER
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC110185617|XP_020810227.1|DSER
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC110188559|XP_020813979.1|DSER
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC110188138|XP_020813390.1|DSER
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC110186005|XP_020810698.1|DSER
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC110191066|XP_020817456.1|DSER
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC110182218|XP_020805903.1|DSER
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC110183789|XP_020807804.1|DSER
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC110186532|XP_020811390.1|DSER
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC110191056|XP_020817444.1|DSER
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC110188398|XP_020813781.1|DSER
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC110186643|XP_020811562.1|DSER
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC110184191|XP_020808276.1|DSER
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC110186949|XP_020811943.1|DSER
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC110191265|XP_020817719.1|DSER
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC110177361|XP_020799713.1|DSER
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC110184974|XP_020809286.1|DSER
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC110188713|XP_020814186.1|DSER
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC110183233|XP_020807107.1|DSER
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC110185775|XP_020810437.1|DSER
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC110186664|XP_020811588.1|DSER
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC110187635|XP_020812702.1|DSER
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC110187634|XP_020812701.1|DSER
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC110190854|XP_020817162.1|DSER
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC110176401|XP_020798395.1|DSER
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC110186527|XP_020811388.1|DSER
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC110176504|XP_020798537.1|DSER
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC110176467|XP_020798485.1|DSER
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC110185579|XP_020810171.1|DSER
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC110187814|XP_020812951.1|DSER
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC110186948|XP_020811942.1|DSER
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC110185432|XP_020809914.1|DSER
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC110191219|XP_020817645.1|DSER
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC110180307|XP_020803620.1|DSER, LOC110182714|XP_020806472.1|DSER
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC110188008|XP_020813190.1|DSER
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC110188301|XP_020813665.1|DSER
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC110188302|XP_020813666.1|DSER
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC110188177|XP_020813406.1|DSER
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC110177241|XP_020799537.1|DSER
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC110190970|XP_020817319.1|DSER
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC110191872|XP_020818513.1|DSER
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC110186827|XP_020811774.1|DSER
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC110187706|XP_020812800.1|DSER
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC110189021|XP_020814641.1|DSER
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC110188240|XP_020813561.1|DSER
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC110188236|XP_020813554.1|DSER
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC110187656|XP_020812731.1|DSER
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC110189345|XP_020815049.1|DSER
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC110190831|XP_020817149.1|DSER
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC110186928|XP_020811913.1|DSER
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC110188440|XP_020813829.1|DSER
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC110181458|XP_020804864.1|DSER
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC110188350|XP_020813717.1|DSER
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC110186589|XP_020811470.1|DSER
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC110191036|XP_020817416.1|DSER
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC110189060|XP_020814692.1|DSER
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC110189051|XP_020814680.1|DSER
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC110187271|XP_020812317.1|DSER
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC110189797|XP_020815682.1|DSER
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC110176528|XP_020798564.1|DSER
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC110186914|XP_020811894.1|DSER
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC110177201|XP_020799455.1|DSER
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC110177203|XP_020799457.1|DSER
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC110186999|XP_020812018.1|DSER
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC110189598|XP_020815390.1|DSER
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC110186430|XP_020811272.1|DSER
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC110186016|XP_020810711.1|DSER
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC110186405|XP_020811235.1|DSER
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC110187218|XP_020812277.1|DSER
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC110186636|XP_020811554.1|DSER
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC110191380|XP_020817891.1|DSER
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC110180645|XP_020803998.1|DSER
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC110176633|XP_020798719.1|DSER
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC110176623|XP_020798707.1|DSER
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC110176625|XP_020798709.1|DSER
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC110176589|XP_020798663.1|DSER
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC110176597|XP_020798672.1|DSER
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC110176599|XP_020798676.1|DSER
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC110176455|XP_020798466.1|DSER
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC110191388|XP_020817903.1|DSER
OG0004792	LOC109414772|XP_019544143.2|AEAL, LOC109403587|XP_029714038.1|AEAL	LOC110188597|XP_020814018.1|DSER
OG0004793	LOC109403594|XP_029730146.1|AEAL, LOC115258135|XP_029714039.1|AEAL	LOC110176520|XP_020798556.1|DSER
OG0004794	LOC109430021|XP_019561577.2|AEAL	LOC110183935|XP_020807959.1|DSER
OG0004795	LOC109430025|XP_029730186.1|AEAL, LOC109416352|XP_029730208.1|AEAL	LOC110186552|XP_020811418.1|DSER
OG0004796	LOC109430035|XP_029730177.1|AEAL, LOC115253499|XP_029730193.1|AEAL	LOC110186591|XP_020811472.1|DSER
OG0004797	LOC109416363|XP_019545945.2|AEAL	LOC110190032|XP_020815997.1|DSER
OG0004798	LOC115267352|XP_029730159.1|AEAL, LOC109430041|XP_019561612.2|AEAL	LOC110186743|XP_020811667.1|DSER
OG0004799	LOC109430044|XP_029730167.1|AEAL, LOC109416369|XP_029730155.1|AEAL	LOC110184042|XP_020808079.1|DSER
OG0004800	LOC109415297|XP_029733753.1|AEAL, LOC115253603|XP_029733747.1|AEAL	LOC110191227|XP_020817652.1|DSER
OG0004801	LOC115264146|XP_029723386.1|AEAL, LOC109398572|XP_029723357.1|AEAL	LOC110186585|XP_020811463.1|DSER
OG0004802	LOC115266510|XP_029728620.1|AEAL, LOC115265092|XP_029725168.1|AEAL, LOC109423610|XP_019554129.2|AEAL	LOC110177210|XP_020799487.1|DSER
OG0004803	LOC109423600|XP_019554124.2|AEAL	LOC110186669|XP_020811596.1|DSER
OG0004804	LOC115264097|XP_029723282.1|AEAL, LOC109402404|XP_029723269.1|AEAL	LOC110188262|XP_020813670.1|DSER
OG0004805	LOC109423574|XP_029723260.1|AEAL	LOC110190665|XP_020816948.1|DSER
OG0004806	LOC115254059|XP_029717997.1|AEAL, LOC109423547|XP_029732775.1|AEAL, LOC109402451|XP_019530684.2|AEAL	LOC110182538|XP_020806245.1|DSER
OG0004807	LOC109405476|XP_019534109.2|AEAL, LOC115268757|XP_029732778.1|AEAL, LOC109402452|XP_019530686.2|AEAL	LOC110191101|XP_020817506.1|DSER
OG0004808	LOC109423536|XP_019554065.2|AEAL	LOC110188448|XP_020813835.1|DSER
OG0004809	LOC109402436|XP_029712617.1|AEAL	LOC110177157|XP_020799401.1|DSER
OG0004810	LOC109402450|XP_029712588.1|AEAL, LOC109405477|XP_029731215.1|AEAL	LOC110177184|XP_020799437.1|DSER
OG0004811	LOC109402427|XP_019530648.2|AEAL, LOC109405451|XP_019534063.2|AEAL	LOC110184663|XP_020808925.1|DSER
OG0004812	LOC109405447|XP_029712597.1|AEAL, LOC109402403|XP_029729894.1|AEAL	LOC110188904|XP_020814533.1|DSER
OG0004813	LOC109621885|XP_029712592.1|AEAL, LOC109405424|XP_029716587.1|AEAL	LOC110191338|XP_020817841.1|DSER
OG0004814	LOC109411503|XP_029723468.1|AEAL, LOC109415922|XP_029723447.1|AEAL	LOC110188323|XP_020813690.1|DSER
OG0004815	LOC115264317|XP_029723851.1|AEAL, LOC115264181|XP_029723475.1|AEAL	LOC110181792|XP_020805331.1|DSER
