Orthogroup	AEAL.longest_only	DERE.longest_only
OG0003478	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL	LOC6553685|XP_001980382.2|DERE
OG0003479	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL	LOC6552302|XP_001980827.1|DERE
OG0003480	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL	LOC6552827|XP_001979060.1|DERE
OG0003481	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL	LOC6552826|XP_001979059.1|DERE
OG0003482	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL	LOC6552825|XP_026839650.1|DERE
OG0003483	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL	LOC6552948|XP_001979036.1|DERE
OG0003484	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL	LOC6552933|XP_001981010.2|DERE
OG0003485	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL	LOC6553202|XP_001980295.1|DERE
OG0003486	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL	LOC6553204|XP_001980297.1|DERE
OG0003487	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL	LOC6555054|XP_001981382.1|DERE
OG0003488	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL	LOC6554514|XP_001981528.1|DERE
OG0003489	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL	LOC6552543|XP_001980839.1|DERE
OG0003490	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL	LOC6553807|XP_001979564.3|DERE
OG0003491	LOC109400229|XP_029723422.1|AEAL	LOC6554633|XP_015009021.1|DERE
OG0003492	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL	LOC6554196|XP_026838678.1|DERE
OG0003493	LOC109423553|XP_019554086.2|AEAL	LOC6554377|XP_026834708.1|DERE
OG0003494	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL	LOC6552177|XP_026831982.1|DERE
OG0003495	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL	LOC6549632|XP_001974438.1|DERE
OG0003496	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL	LOC6552840|XP_001979873.1|DERE
OG0003497	LOC109402431|XP_019530655.2|AEAL	LOC6553646|XP_001979380.1|DERE
OG0003498	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL	LOC113563918|XP_026833121.1|DERE
OG0003499	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL	LOC6552301|XP_001980826.2|DERE
OG0003500	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL	LOC6549448|XP_001974270.1|DERE
OG0003501	LOC109405420|XP_029733819.1|AEAL	LOC6553479|XP_001980273.1|DERE
OG0003502	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL	LOC6552939|XP_001981016.1|DERE
OG0003503	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL	LOC6555102|XP_026831597.1|DERE
OG0003504	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL	LOC26526137|XP_015010447.1|DERE
OG0003505	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL	LOC6553396|XP_026831459.1|DERE
OG0003506	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL	LOC6552569|XP_026839778.1|DERE
OG0003507	LOC115264210|XP_029723564.1|AEAL	LOC6554611|XP_001982169.3|DERE
OG0003508	LOC109414613|XP_019543989.2|AEAL	LOC6545963|XP_001971231.2|DERE
OG0003509	LOC109404192|XP_019532558.2|AEAL	LOC6555172|XP_001982270.1|DERE
OG0003510	LOC109417255|XP_029720353.1|AEAL	LOC6555378|XP_001982091.1|DERE
OG0003511	LOC109417418|XP_029720346.1|AEAL	LOC6555377|XP_015008879.1|DERE
OG0003512	LOC109406224|XP_019534823.2|AEAL	LOC6554168|XP_001982110.1|DERE
OG0003513	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL	LOC6554522|XP_001982159.1|DERE
OG0003514	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL	LOC6551768|XP_001980637.1|DERE
OG0003515	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL	LOC6546775|XP_001976002.1|DERE
OG0003516	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL	LOC6553537|XP_001980266.1|DERE
OG0003517	LOC109405212|XP_019533784.1|AEAL	LOC6552475|XP_015009759.1|DERE
OG0003518	LOC109409653|XP_019538659.2|AEAL	LOC6553185|XP_001979104.1|DERE
OG0003519	LOC109409662|XP_019538676.2|AEAL	LOC6545824|XP_001972193.2|DERE
OG0003520	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL	LOC6545831|XP_026832346.1|DERE
OG0003521	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL	LOC6545771|XP_026832779.1|DERE
OG0003522	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL	LOC6541077|XP_001969103.1|DERE
OG0003523	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL	LOC6549634|XP_026836678.1|DERE
OG0003524	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL	LOC6550053|XP_001977620.1|DERE
OG0003525	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL	LOC6548682|XP_026836621.1|DERE
OG0003526	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL	LOC6552117|XP_001979724.1|DERE
OG0003527	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL	LOC6542238|XP_026835563.1|DERE
OG0003529	LOC109409700|XP_019538723.2|AEAL	LOC6541870|XP_001969433.1|DERE
OG0003530	LOC109411447|XP_019540510.1|AEAL	LOC6544124|XP_001971418.3|DERE
OG0003531	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL	LOC6552169|XP_001979732.1|DERE
OG0003532	LOC109409715|XP_019538752.1|AEAL	LOC6543674|XP_001971372.1|DERE
OG0003533	LOC109621711|XP_019931407.2|AEAL	LOC6545517|XP_001971594.1|DERE
OG0003534	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL	LOC6546020|XP_026833943.1|DERE
OG0003535	LOC109621710|XP_019931406.2|AEAL	LOC6546418|XP_001971258.1|DERE
OG0003536	LOC109407825|XP_029726194.1|AEAL	LOC6541572|XP_001970749.1|DERE
OG0003537	LOC109409669|XP_029726231.1|AEAL	LOC6547841|XP_001975052.1|DERE
OG0003538	LOC109409637|XP_019538645.2|AEAL	LOC6549360|XP_001975789.1|DERE
OG0003539	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL	LOC6546599|XP_015012345.1|DERE
OG0003540	LOC109409433|XP_019538426.2|AEAL	LOC6545472|XP_001971010.1|DERE
OG0003541	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL	LOC26526003|XP_026831524.1|DERE
OG0003542	LOC115265416|XP_029726270.1|AEAL	LOC6541505|XP_026835487.1|DERE
OG0003543	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL	LOC6555579|XP_001982496.1|DERE
OG0003544	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL	LOC6544708|XP_026833149.1|DERE
OG0003545	LOC109423369|XP_029726386.1|AEAL	LOC6543984|XP_001973725.1|DERE
OG0003546	LOC109423358|XP_019553876.2|AEAL	LOC6545482|XP_001973378.1|DERE
OG0003547	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL	LOC6547888|XP_001976432.1|DERE
OG0003548	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL	LOC6540663|XP_015014563.1|DERE
OG0003549	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL	LOC6540715|XP_001970341.2|DERE
OG0003550	LOC109423330|XP_019553818.2|AEAL	LOC6542545|XP_001969094.1|DERE
OG0003551	LOC109423323|XP_019553798.2|AEAL	LOC6546663|XP_001974575.1|DERE
OG0003552	LOC115265773|XP_029727581.1|AEAL	LOC6547248|XP_001976134.1|DERE
OG0003553	LOC109423318|XP_019553794.2|AEAL	LOC6541937|XP_026834995.1|DERE
OG0003554	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL	LOC6544219|XP_001973035.2|DERE
OG0003555	LOC109623144|XP_019933188.2|AEAL	LOC6544351|XP_015013352.1|DERE
OG0003556	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL	LOC6546158|XP_026832554.1|DERE
OG0003557	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL	LOC6546405|XP_001973550.1|DERE
OG0003558	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL	LOC6543953|XP_026832336.1|DERE
OG0003559	LOC109399286|XP_029726533.1|AEAL	LOC6545182|XP_026832330.1|DERE
OG0003560	LOC109429055|XP_019560436.2|AEAL	LOC6544388|XP_001971482.1|DERE
OG0003561	LOC109399235|XP_019527216.2|AEAL	LOC6547788|XP_001974943.2|DERE
OG0003562	LOC109399217|XP_029726551.1|AEAL	LOC6546551|XP_026837033.1|DERE
OG0003563	LOC109399253|XP_019527237.1|AEAL	LOC6553903|XP_001979576.1|DERE
OG0003564	LOC109399186|XP_029726564.1|AEAL	LOC6544429|XP_001971461.1|DERE
OG0003565	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL	LOC6544352|XP_026832919.1|DERE
OG0003566	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL	LOC6552367|XP_015009988.2|DERE
OG0003567	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL	LOC6548851|XP_001975417.1|DERE
OG0003568	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL	LOC6542228|XP_026834351.1|DERE
OG0003569	LOC109414833|XP_019544221.2|AEAL	LOC6546517|XP_001971270.1|DERE
OG0003570	LOC109418067|XP_029726677.1|AEAL	LOC6541809|XP_001970619.1|DERE
OG0003571	LOC109418097|XP_029726742.1|AEAL	LOC6543708|XP_015013293.1|DERE
OG0003572	LOC109418098|XP_019547827.1|AEAL	LOC6547033|XP_026836090.1|DERE
OG0003573	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL	LOC6549515|XP_001975697.1|DERE
OG0003574	LOC109418128|XP_019547872.2|AEAL	LOC6544043|XP_001971967.1|DERE
OG0003575	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL	LOC6544806|XP_001973185.1|DERE
OG0003576	LOC109418936|XP_029729315.1|AEAL	LOC6543695|XP_001972969.1|DERE
OG0003577	LOC109418942|XP_029733601.1|AEAL	LOC6544636|XP_001972026.1|DERE
OG0003578	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL	LOC6544490|XP_001971473.1|DERE
OG0003579	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL	LOC6546975|XP_001974617.1|DERE
OG0003580	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL	LOC6547406|XP_001974823.1|DERE
OG0003581	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL	LOC6545686|XP_015013535.2|DERE
OG0003582	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL	LOC6543580|XP_001972293.1|DERE
OG0003583	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL	LOC6543177|XP_001969074.1|DERE
OG0003584	LOC109622110|XP_019931885.2|AEAL	LOC6542109|XP_001969113.1|DERE
OG0003585	LOC109419680|XP_029713288.1|AEAL	LOC6546249|XP_001972856.1|DERE
OG0003586	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL	LOC6555866|XP_001982743.2|DERE
OG0003587	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL	LOC6540942|XP_001968257.1|DERE
OG0003588	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL	LOC6553713|XP_001980357.3|DERE
OG0003589	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL	LOC113564356|XP_026837130.1|DERE
OG0003590	LOC109409975|XP_029725823.1|AEAL	LOC6546453|XP_026832489.1|DERE
OG0003591	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL	LOC6545603|XP_015013627.1|DERE
OG0003592	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL	LOC6544925|XP_001972544.1|DERE
OG0003593	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL	LOC6543944|XP_026832348.1|DERE
OG0003594	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL	LOC6544434|XP_001971466.1|DERE
OG0003595	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL	LOC6546766|XP_026836456.1|DERE
OG0003596	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL	LOC6541464|XP_001970739.1|DERE
OG0003597	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL	LOC6541647|XP_001970748.1|DERE
OG0003598	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL	LOC6544005|XP_001971897.1|DERE
OG0003599	LOC109402569|XP_019530785.2|AEAL	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE
OG0003600	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL	LOC6545814|XP_015013370.1|DERE
OG0003601	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL	LOC6541070|XP_015014795.1|DERE
OG0003602	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL	LOC6547938|XP_026836223.1|DERE
OG0003603	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL	LOC6545721|XP_026832395.1|DERE
OG0003604	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL	LOC6548732|XP_001973983.3|DERE
OG0003605	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL	LOC6554248|XP_001982097.1|DERE
OG0003606	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL	LOC6546782|XP_026836351.1|DERE
OG0003607	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL	LOC6546823|XP_001974580.1|DERE
OG0003608	LOC109426573|XP_019557649.1|AEAL	LOC6546098|XP_001972255.1|DERE
OG0003609	LOC109426594|XP_019557675.1|AEAL	LOC6541050|XP_001970361.1|DERE
OG0003610	LOC109426601|XP_019557680.2|AEAL	LOC6546389|XP_001972879.1|DERE
OG0003611	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL	LOC6545053|XP_001971560.1|DERE
OG0003612	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL	LOC6547828|XP_001974975.1|DERE
OG0003613	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL	LOC6542147|XP_001970607.1|DERE
OG0003614	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL	LOC6541721|XP_001970606.1|DERE
OG0003615	LOC109417814|XP_029725482.1|AEAL	LOC6547897|XP_001976391.1|DERE
OG0003616	LOC109417825|XP_019547548.2|AEAL	LOC6546654|XP_001974497.1|DERE
OG0003617	LOC109417842|XP_029725446.1|AEAL	LOC6546584|XP_001975898.2|DERE
OG0003618	LOC109426798|XP_029725443.1|AEAL	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC109426806|XP_029725434.1|AEAL	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC109417873|XP_029725402.1|AEAL	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC109426828|XP_019557912.2|AEAL	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC109426847|XP_019557944.2|AEAL	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC109417982|XP_019547678.1|AEAL	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC109408788|XP_019537746.1|AEAL	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC109407914|XP_019536645.2|AEAL	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC109408067|XP_029732472.1|AEAL	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC109403658|XP_019532022.2|AEAL	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC109405156|XP_019533721.1|AEAL	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC109405147|XP_019533709.1|AEAL	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC109405141|XP_019533694.1|AEAL	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC109413462|XP_019542682.2|AEAL	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC109404952|XP_019533453.2|AEAL	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC109404953|XP_019533455.2|AEAL	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC109400594|XP_029734964.1|AEAL	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC109402723|XP_019530962.2|AEAL	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC109403224|XP_019531530.2|AEAL	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC109422586|XP_019552938.1|AEAL	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC109422580|XP_019552924.1|AEAL	LOC6547551|XP_001976172.1|DERE
OG0003671	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL	LOC6547863|XP_026836931.1|DERE
OG0003672	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC109430552|XP_019562169.2|AEAL	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC109430546|XP_019562157.1|AEAL	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC109430543|XP_019562154.1|AEAL	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC109430541|XP_029708298.1|AEAL	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC109407419|XP_029722331.1|AEAL	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL	LOC6546354|XP_026833192.1|DERE
OG0003691	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC109419418|XP_019549203.2|AEAL	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC109430919|XP_019562572.1|AEAL	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL	LOC6542280|XP_026835182.1|DERE
