Orthogroup	AEAL.longest_only	DVIR.longest_only
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	LOC6626276|XP_002050163.1|DVIR
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	LOC6622216|XP_032291017.1|DVIR
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	LOC6624123|XP_002046910.3|DVIR
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	LOC6624292|XP_002046907.1|DVIR
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	LOC6623526|XP_002046909.1|DVIR
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	LOC6624290|XP_032290402.1|DVIR
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	LOC6622528|XP_002047247.2|DVIR
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	LOC6623875|XP_002046840.1|DVIR
OG0003754	LOC109430596|XP_019562198.2|AEAL	LOC6623857|XP_002046839.2|DVIR
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	LOC6622826|XP_002047244.3|DVIR
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	LOC6626125|XP_002050032.1|DVIR
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	LOC6627256|XP_002048877.1|DVIR
OG0003758	LOC109423725|XP_019554257.2|AEAL	LOC6625033|XP_032292694.1|DVIR
OG0003759	LOC109414220|XP_029715598.1|AEAL	LOC6623279|XP_015031159.2|DVIR
OG0003760	LOC109423709|XP_019554234.2|AEAL	LOC6627184|XP_002049749.2|DVIR
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	LOC6623289|XP_002046964.1|DVIR
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	LOC6622317|XP_032290306.1|DVIR
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	LOC6623337|XP_015031047.2|DVIR
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	LOC6623387|XP_015031046.1|DVIR
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	LOC6634336|XP_002057464.1|DVIR
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	LOC6634788|XP_002058124.1|DVIR
OG0003767	LOC109411096|XP_029728724.1|AEAL	LOC6626353|XP_002048736.1|DVIR
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	LOC6635858|XP_032292362.1|DVIR
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	LOC6636386|XP_002059799.1|DVIR
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	LOC6636194|XP_032290079.1|DVIR
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	LOC6622409|XP_002046406.1|DVIR
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	LOC6624226|XP_002046300.1|DVIR
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	LOC6625713|XP_015030192.1|DVIR
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	LOC6626342|XP_002050680.1|DVIR
OG0003775	LOC109411151|XP_029728790.1|AEAL	LOC6634820|XP_032296477.1|DVIR
OG0003776	LOC109408233|XP_019537037.1|AEAL	LOC6635952|XP_032292092.1|DVIR
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	LOC6626311|XP_002050390.1|DVIR
OG0003778	LOC109408915|XP_019537847.1|AEAL	LOC6625401|XP_032292008.1|DVIR
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	LOC6635828|XP_015024211.1|DVIR
OG0003780	LOC109414974|XP_019544363.1|AEAL	LOC6625895|XP_002050116.1|DVIR
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	LOC6636211|XP_002059712.1|DVIR
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	LOC6634690|XP_002058343.3|DVIR
OG0003783	LOC115266621|XP_029728984.1|AEAL	LOC6633215|XP_002055980.1|DVIR
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	LOC6626387|XP_002048729.1|DVIR
OG0003785	LOC109417245|XP_019546902.1|AEAL	LOC6626273|XP_002050039.1|DVIR
OG0003786	LOC109407036|XP_019535598.2|AEAL	LOC6625974|XP_002050505.1|DVIR
OG0003787	LOC109407042|XP_019535609.1|AEAL	LOC6626103|XP_032292554.1|DVIR
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	LOC6625792|XP_002049988.2|DVIR
OG0003789	LOC109398163|XP_029732839.1|AEAL	LOC6626349|XP_015029237.1|DVIR
OG0003790	LOC109415369|XP_029732830.1|AEAL	LOC6622288|XP_002046395.1|DVIR, LOC116650141|XP_032289348.1|DVIR
OG0003791	LOC109416672|XP_029732853.1|AEAL	LOC116651944|XP_032295374.1|DVIR, LOC6630052|XP_002054720.2|DVIR
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	LOC6626653|XP_002049883.1|DVIR
OG0003793	LOC109414483|XP_019543873.2|AEAL	LOC6627258|XP_002048879.1|DVIR
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	LOC6625985|XP_002050063.1|DVIR
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	LOC6622255|XP_032290735.1|DVIR
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	LOC6632223|XP_002055891.2|DVIR
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	LOC6634164|XP_002057531.1|DVIR
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	LOC6636452|XP_032291729.1|DVIR
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	LOC6626015|XP_002050239.3|DVIR
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	LOC6633894|XP_002057587.1|DVIR
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	LOC6634351|XP_002057815.1|DVIR
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	LOC6634003|XP_002057824.1|DVIR
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	LOC6632221|XP_002055889.1|DVIR
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	LOC6634389|XP_032293690.1|DVIR
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	LOC6635627|XP_002059119.1|DVIR
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	LOC6629176|XP_002052371.1|DVIR
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	LOC6628914|XP_032293546.1|DVIR
OG0003808	LOC109428200|XP_029728408.1|AEAL	LOC6623651|XP_032290185.1|DVIR
OG0003809	LOC109428199|XP_029728418.1|AEAL	LOC6627941|XP_002052666.1|DVIR
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	LOC6626421|XP_032292316.1|DVIR
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	LOC6627102|XP_002049945.1|DVIR
OG0003812	LOC109433229|XP_029714793.1|AEAL	LOC6628759|XP_032294343.1|DVIR
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	LOC6629150|XP_002052444.1|DVIR
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	LOC6635671|XP_002059206.1|DVIR
OG0003815	LOC109622879|XP_019932889.2|AEAL	LOC6629893|XP_002053988.1|DVIR
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	LOC6634301|XP_015025271.1|DVIR
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	LOC6634384|XP_002057578.1|DVIR
OG0003818	LOC109420076|XP_029713587.1|AEAL	LOC6627880|XP_002052004.1|DVIR
OG0003819	LOC109420074|XP_019549923.2|AEAL	LOC6627410|XP_002051920.1|DVIR
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	LOC6632454|XP_002056300.1|DVIR
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	LOC6624802|XP_002050196.1|DVIR
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	LOC6628012|XP_002051316.1|DVIR
OG0003823	LOC109401074|XP_029713111.1|AEAL	LOC6628441|XP_002052226.2|DVIR
OG0003824	LOC109412398|XP_019541585.1|AEAL	LOC6633939|XP_032293555.1|DVIR
OG0003825	LOC109412374|XP_019541573.2|AEAL	LOC6634372|XP_002057566.1|DVIR
OG0003826	LOC109432871|XP_019564776.1|AEAL	LOC6628101|XP_002052425.1|DVIR
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	LOC6634385|XP_002057579.2|DVIR
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	LOC6634387|XP_002057581.2|DVIR
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	LOC6634128|XP_002057516.2|DVIR
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	LOC6628491|XP_002051486.2|DVIR
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	LOC6631084|XP_015027545.1|DVIR
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	LOC6628075|XP_002051440.1|DVIR
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	LOC6628072|XP_002051437.1|DVIR
OG0003834	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL	LOC6627544|XP_002052491.2|DVIR
OG0003836	LOC109411290|XP_019540361.2|AEAL	LOC6628470|XP_002051545.2|DVIR
OG0003837	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL	LOC6628468|XP_032293803.1|DVIR
OG0003838	LOC109433046|XP_019564970.2|AEAL	LOC6627961|XP_002052537.1|DVIR
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	LOC6634181|XP_002057439.1|DVIR
OG0003840	LOC109420154|XP_019550024.1|AEAL	LOC116650517|XP_032290212.1|DVIR, LOC6626546|XP_002050376.1|DVIR
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC6627529|XP_002051973.2|DVIR
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC6627822|XP_002051135.1|DVIR
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC6633975|XP_002057483.3|DVIR
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC6634221|XP_032293755.1|DVIR
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC6628509|XP_032293776.1|DVIR
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC6634039|XP_015025330.1|DVIR
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC6627418|XP_002051091.2|DVIR
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC6631117|XP_002054237.1|DVIR
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC6626213|XP_002050548.2|DVIR
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC6634045|XP_015025255.1|DVIR
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC6635849|XP_002059461.1|DVIR
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC6628752|XP_002052321.1|DVIR, LOC116651676|XP_032294407.1|DVIR
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC6627274|XP_032292311.1|DVIR
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC6627707|XP_002051991.1|DVIR
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC6627706|XP_002051990.2|DVIR
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC6627807|XP_032294269.1|DVIR
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC6635641|XP_032294704.1|DVIR
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC6634676|XP_032296466.1|DVIR
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC6627328|XP_002051924.1|DVIR
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC6635806|XP_002059315.2|DVIR
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC6629121|XP_002052113.1|DVIR
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC6628171|XP_015028196.2|DVIR
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC6627669|XP_002051109.2|DVIR
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC6627668|XP_002051108.1|DVIR
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC6630236|XP_002054576.1|DVIR
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	LOC6634053|XP_032293820.1|DVIR
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC26531466|XP_032294254.1|DVIR
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC6633616|XP_002057185.2|DVIR
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC6628233|XP_002051803.1|DVIR
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC6629032|XP_032294539.1|DVIR
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC6627899|XP_002051813.1|DVIR
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC6624756|XP_002049750.1|DVIR
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC6635636|XP_002059241.1|DVIR
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC6634061|XP_032293788.1|DVIR
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC6634125|XP_002057726.1|DVIR
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC6627842|XP_002051732.1|DVIR
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC6634146|XP_002057623.1|DVIR
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC6627329|XP_015028803.1|DVIR
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC6622592|XP_002046439.2|DVIR, LOC116650577|XP_032290492.1|DVIR
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC26530969|XP_032291108.1|DVIR
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC6626306|XP_002048785.1|DVIR
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC6636376|XP_002059905.2|DVIR
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC6632030|XP_015026411.2|DVIR
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC6634321|XP_002057461.1|DVIR
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC6628223|XP_002051171.1|DVIR
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC6628224|XP_002051172.1|DVIR
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC6627530|XP_002051974.2|DVIR
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC6633042|XP_002056265.2|DVIR
OG0003889	LOC109414293|XP_019543652.2|AEAL	LOC6629064|XP_002051608.1|DVIR
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC6623909|XP_002046837.1|DVIR
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC6634338|XP_002057466.1|DVIR
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC6636850|XP_002060280.1|DVIR
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC6634184|XP_002057442.1|DVIR
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC6628045|XP_002051156.1|DVIR
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC6631461|XP_002055549.2|DVIR
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC6626174|XP_002050159.2|DVIR
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC6625893|XP_002050114.1|DVIR
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC6634258|XP_002057644.1|DVIR
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC6627774|XP_002052836.1|DVIR
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC6635686|XP_002059281.1|DVIR
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC6635642|XP_002059188.1|DVIR
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC6635643|XP_002059189.1|DVIR
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC6629099|XP_002051683.1|DVIR
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	LOC6629100|XP_002051684.1|DVIR
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	LOC6629322|XP_002053055.2|DVIR
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	LOC6626088|XP_032293160.1|DVIR
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	LOC6628727|XP_032294092.1|DVIR
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	LOC6628728|XP_002052881.1|DVIR
OG0003909	LOC109405615|XP_029714537.1|AEAL	LOC6636440|XP_002059829.1|DVIR, LOC116649738|XP_032291660.1|DVIR
OG0003910	LOC109416534|XP_019546157.2|AEAL	LOC6636439|XP_002059828.3|DVIR, LOC116650873|XP_032291666.1|DVIR
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	LOC6635705|XP_002059254.1|DVIR
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	LOC6628554|XP_002052180.2|DVIR
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	LOC6634316|XP_015025260.1|DVIR
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	LOC6627740|XP_002051124.1|DVIR
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	LOC6634437|XP_002057911.1|DVIR
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	LOC6627829|XP_002051753.2|DVIR
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	LOC6628185|XP_002052919.3|DVIR
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	LOC6627549|XP_002052284.1|DVIR
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	LOC6629070|XP_032293543.1|DVIR
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	LOC6625491|XP_002048828.1|DVIR
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	LOC6628902|XP_032294109.1|DVIR
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	LOC6627916|XP_002051766.1|DVIR
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	LOC6636241|XP_002059754.1|DVIR
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	LOC6625758|XP_002048724.1|DVIR
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	LOC6628674|XP_002051848.2|DVIR
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	LOC6628544|XP_002051856.1|DVIR
OG0003927	LOC109417719|XP_029709183.1|AEAL	LOC6628750|XP_002052319.1|DVIR, LOC116651675|XP_032294405.1|DVIR
OG0003928	LOC109420032|XP_019549889.2|AEAL	LOC6629089|XP_002052436.1|DVIR
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	LOC6627835|XP_032294462.1|DVIR
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	LOC6627294|XP_002052466.1|DVIR
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	LOC6627454|XP_015028663.1|DVIR
OG0003932	LOC109419403|XP_029709065.1|AEAL	LOC6625999|XP_032292707.1|DVIR
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	LOC6635678|XP_032294650.1|DVIR
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	LOC6629196|XP_002051598.1|DVIR
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	LOC6627275|XP_002050652.1|DVIR
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	LOC6627276|XP_002050653.1|DVIR
OG0003937	LOC109419957|XP_029708955.1|AEAL	LOC6636332|XP_002059931.1|DVIR
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	LOC6628116|XP_032294590.1|DVIR
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	LOC6627963|XP_002051616.1|DVIR
