Orthogroup	AEAL.longest_only	DYAK.longest_only
OG0003597	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL	LOC6528302|XP_002089355.2|DYAK
OG0003598	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL	LOC6532965|XP_002093700.1|DYAK
OG0003599	LOC109402569|XP_019530785.2|AEAL	LOC6526652|XP_002087760.1|DYAK
OG0003600	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL	LOC6532712|XP_015049556.1|DYAK
OG0003601	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL	LOC6528689|XP_015054029.1|DYAK
OG0003602	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL	LOC6531882|XP_002092669.1|DYAK
OG0003603	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL	LOC6532735|XP_002093477.2|DYAK
OG0003604	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL	LOC6529209|XP_039229101.1|DYAK
OG0003605	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL	LOC6537934|XP_002098474.1|DYAK
OG0003606	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL	LOC6531232|XP_002092044.1|DYAK
OG0003607	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL	LOC6531190|XP_002092019.1|DYAK
OG0003608	LOC109426573|XP_019557649.1|AEAL	LOC6533565|XP_039230317.1|DYAK
OG0003609	LOC109426594|XP_019557675.1|AEAL	LOC6528707|XP_002089742.1|DYAK
OG0003610	LOC109426601|XP_019557680.2|AEAL	LOC6534263|XP_002094944.1|DYAK
OG0003611	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL	LOC6532614|XP_039230219.1|DYAK
OG0003612	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL	LOC6530728|XP_002091619.1|DYAK
OG0003613	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL	LOC6528446|XP_002089492.1|DYAK
OG0003614	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL	LOC6528447|XP_002089493.1|DYAK
OG0003615	LOC109417814|XP_029725482.1|AEAL	LOC6531815|XP_002092602.1|DYAK
OG0003616	LOC109417825|XP_019547548.2|AEAL	LOC6531298|XP_002092102.1|DYAK
OG0003617	LOC109417842|XP_029725446.1|AEAL	LOC6530093|XP_002091039.2|DYAK
OG0003618	LOC109426798|XP_029725443.1|AEAL	LOC6530094|XP_015052593.1|DYAK
OG0003619	LOC109426806|XP_029725434.1|AEAL	LOC6530037|XP_002090983.1|DYAK
OG0003620	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL	LOC6531994|XP_002092780.1|DYAK
OG0003621	LOC109417873|XP_029725402.1|AEAL	LOC6532618|XP_002093362.1|DYAK
OG0003622	LOC109426828|XP_019557912.2|AEAL	LOC6532617|XP_002093361.2|DYAK
OG0003623	LOC109426847|XP_019557944.2|AEAL	LOC6529939|XP_002090894.1|DYAK
OG0003624	LOC109417982|XP_019547678.1|AEAL	LOC6531872|XP_002092659.1|DYAK
OG0003625	LOC109408788|XP_019537746.1|AEAL	LOC6528444|XP_002089490.1|DYAK
OG0003626	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL	LOC6531560|XP_015051417.1|DYAK
OG0003627	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL	LOC6531039|XP_039228160.1|DYAK
OG0003628	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL	LOC6528759|XP_015054266.1|DYAK
OG0003629	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL	LOC6530014|XP_002090960.1|DYAK
OG0003630	LOC109407914|XP_019536645.2|AEAL	LOC6531981|XP_002092767.1|DYAK
OG0003631	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL	LOC6534918|XP_002095589.2|DYAK
OG0003632	LOC109408067|XP_029732472.1|AEAL	LOC6533032|XP_002093767.2|DYAK
OG0003633	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL	LOC6530052|XP_002090998.1|DYAK
OG0003634	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL	LOC6532698|XP_002093440.1|DYAK
OG0003635	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL	LOC6532804|XP_002093541.3|DYAK
OG0003636	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL	LOC6528693|XP_002089735.1|DYAK
OG0003637	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL	LOC6530086|XP_002091032.1|DYAK
OG0003638	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL	LOC6534887|XP_015050904.1|DYAK
OG0003639	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL	LOC6527894|XP_002088966.1|DYAK
OG0003640	LOC109403658|XP_019532022.2|AEAL	LOC6531579|XP_002092377.1|DYAK
OG0003641	LOC109405156|XP_019533721.1|AEAL	LOC6530653|XP_002091551.1|DYAK
OG0003642	LOC109405147|XP_019533709.1|AEAL	LOC6528541|XP_039226506.1|DYAK
OG0003643	LOC109405141|XP_019533694.1|AEAL	LOC6532001|XP_002092787.1|DYAK
OG0003644	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL	LOC6528845|XP_015054078.1|DYAK
OG0003645	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL	LOC6533471|XP_002094182.1|DYAK
OG0003646	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL	LOC6533402|XP_002094120.1|DYAK
OG0003647	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL	LOC6532586|XP_002093330.1|DYAK
OG0003648	LOC109413462|XP_019542682.2|AEAL	LOC6527609|XP_002088697.1|DYAK
OG0003649	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL	LOC6538600|XP_002099122.1|DYAK
OG0003650	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL	LOC6524868|XP_002100708.1|DYAK
OG0003651	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL	LOC6538831|XP_002099344.2|DYAK
OG0003652	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL	LOC6533915|XP_002094615.1|DYAK
OG0003653	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL	LOC6534890|XP_002095562.1|DYAK
OG0003654	LOC109404952|XP_019533453.2|AEAL	LOC6534368|XP_002095046.2|DYAK
OG0003655	LOC109404953|XP_019533455.2|AEAL	LOC6529720|XP_002090713.1|DYAK
OG0003656	LOC109400594|XP_029734964.1|AEAL	LOC6533920|XP_002094620.2|DYAK
OG0003657	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL	LOC6533625|XP_002094332.1|DYAK
OG0003658	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL	LOC6536376|XP_002096958.3|DYAK
OG0003659	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL	LOC6534858|XP_002095530.1|DYAK
OG0003660	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL	LOC6532206|XP_015049226.2|DYAK
OG0003661	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL	LOC6533490|XP_015050059.1|DYAK
OG0003662	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL	LOC6539391|XP_002086283.2|DYAK
OG0003663	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL	LOC6533111|XP_039230232.1|DYAK
OG0003664	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL	LOC6533113|XP_039230223.1|DYAK
OG0003665	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL	LOC6528895|XP_039226884.1|DYAK
OG0003666	LOC109402723|XP_019530962.2|AEAL	LOC6528317|XP_002089370.1|DYAK
OG0003667	LOC109403224|XP_019531530.2|AEAL	LOC6532792|XP_002093530.1|DYAK
OG0003668	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL	LOC6539201|XP_002086102.1|DYAK
OG0003669	LOC109422586|XP_019552938.1|AEAL	LOC6529364|XP_002090369.1|DYAK
OG0003670	LOC109422580|XP_019552924.1|AEAL	LOC6529365|XP_002090370.1|DYAK
OG0003671	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL	LOC6531867|XP_039228179.1|DYAK
OG0003672	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL	LOC6538558|XP_002099080.1|DYAK
OG0003673	LOC109430552|XP_019562169.2|AEAL	LOC26534846|XP_015051434.2|DYAK
OG0003674	LOC109430546|XP_019562157.1|AEAL	LOC6531489|XP_039228016.1|DYAK
OG0003675	LOC109430543|XP_019562154.1|AEAL	LOC6528515|XP_002089561.1|DYAK
OG0003676	LOC109430541|XP_029708298.1|AEAL	LOC6528514|XP_039227128.1|DYAK
OG0003677	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL	LOC26534636|XP_039233289.1|DYAK
OG0003678	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL	LOC6532898|XP_002093634.3|DYAK
OG0003679	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL	LOC6532892|XP_002093628.1|DYAK
OG0003680	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL	LOC6531188|XP_002092017.1|DYAK
OG0003681	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL	LOC6531520|XP_002092319.1|DYAK
OG0003682	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL	LOC6536816|XP_002097386.2|DYAK
OG0003683	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL	LOC6530010|XP_002090956.2|DYAK
OG0003684	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL	LOC6532557|XP_002093302.1|DYAK
OG0003685	LOC109407419|XP_029722331.1|AEAL	LOC6532646|XP_015049511.1|DYAK
OG0003686	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL	LOC6528827|XP_002089859.1|DYAK
OG0003687	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL	LOC6531212|XP_002092040.1|DYAK
OG0003688	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL	LOC6531294|XP_002092098.1|DYAK
OG0003689	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL	LOC6535175|XP_039229722.1|DYAK
OG0003690	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL	LOC6534287|XP_002094968.3|DYAK
OG0003691	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL	LOC6539615|XP_039229876.1|DYAK
OG0003692	LOC109419418|XP_019549203.2|AEAL	LOC6528427|XP_002089473.1|DYAK
OG0003693	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL	LOC6532196|XP_039229554.1|DYAK
OG0003694	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL	LOC6535045|XP_002095710.1|DYAK
OG0003695	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL	LOC6534332|XP_002095012.1|DYAK
OG0003696	LOC109430919|XP_019562572.1|AEAL	LOC6530255|XP_002091189.2|DYAK
OG0003697	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL	LOC6528873|XP_002089905.1|DYAK
OG0003698	LOC109431664|XP_019563456.1|AEAL	LOC6532545|XP_002093291.1|DYAK
OG0003699	LOC109431667|XP_019563463.1|AEAL	LOC6532067|XP_039227946.1|DYAK
OG0003700	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL	LOC6532117|XP_002092893.1|DYAK
OG0003701	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL	LOC6527644|XP_002088732.1|DYAK
OG0003702	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL	LOC6534074|XP_002094760.1|DYAK
OG0003703	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL	LOC6533417|XP_002094135.1|DYAK
OG0003704	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL	LOC6534334|XP_002095014.1|DYAK
OG0003706	LOC115253461|XP_029730579.1|AEAL	LOC6533105|XP_002093831.1|DYAK
OG0003707	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL	LOC6532339|XP_039230018.1|DYAK
OG0003708	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL	LOC6535101|XP_015050997.1|DYAK
OG0003709	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL	LOC6530032|XP_002090978.1|DYAK
OG0003710	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL	LOC6530031|XP_002090977.1|DYAK
OG0003711	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL	LOC6539696|XP_002086582.1|DYAK
OG0003712	LOC109399518|XP_019527512.2|AEAL	LOC6530387|XP_002091313.1|DYAK
OG0003713	LOC109399457|XP_019527439.2|AEAL	LOC6530787|XP_002091670.1|DYAK
OG0003714	LOC109399522|XP_019527517.2|AEAL	LOC6530786|XP_002091669.1|DYAK
OG0003715	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL	LOC6532734|XP_002093476.1|DYAK
OG0003717	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL	LOC6534422|XP_002095100.1|DYAK
OG0003718	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL	LOC6532759|XP_002093501.1|DYAK
OG0003719	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL	LOC6534069|XP_002094755.1|DYAK
OG0003720	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL	LOC6526169|XP_002101979.1|DYAK
OG0003721	LOC109408666|XP_029735836.1|AEAL	LOC6531289|XP_002092093.1|DYAK
OG0003722	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL	LOC6533347|XP_039229625.1|DYAK
OG0003723	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL	LOC6532561|XP_002093306.1|DYAK
OG0003724	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL	LOC6533080|XP_002093812.1|DYAK
OG0003725	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL	LOC6533899|XP_015050323.1|DYAK
OG0003726	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL	LOC6533055|XP_002093787.1|DYAK
OG0003727	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL	LOC6539381|XP_039230450.1|DYAK
OG0003728	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL	LOC6537077|XP_002097638.1|DYAK
OG0003729	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL	LOC6532447|XP_015049357.1|DYAK
OG0003730	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL	LOC6533469|XP_039229471.1|DYAK
OG0003731	LOC109428663|XP_019560020.2|AEAL	LOC6532939|XP_002093674.1|DYAK
OG0003732	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL	LOC6533648|XP_002094354.1|DYAK
OG0003733	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL	LOC6532356|XP_015049295.1|DYAK
OG0003734	LOC109428701|XP_019560057.2|AEAL	LOC6532242|XP_039229569.1|DYAK
OG0003735	LOC109428707|XP_019560073.2|AEAL	LOC6531921|XP_002092707.1|DYAK
OG0003736	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL	LOC6531064|XP_002091898.1|DYAK
OG0003737	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL	LOC6531609|XP_002092406.1|DYAK
OG0003738	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL	LOC6531334|XP_002092138.2|DYAK
OG0003739	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL	LOC6528438|XP_002089484.1|DYAK
OG0003740	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL	LOC6528432|XP_002089478.1|DYAK
OG0003741	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL	LOC6532357|XP_002093117.1|DYAK
OG0003742	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL	LOC6535009|XP_002095679.2|DYAK
OG0003743	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL	LOC6528510|XP_002089556.2|DYAK
OG0003744	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL	LOC6528434|XP_002089480.2|DYAK
OG0003745	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL	LOC6530103|XP_002091049.1|DYAK
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	LOC6530717|XP_015051833.1|DYAK
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	LOC6533872|XP_002094572.1|DYAK
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	LOC6533870|XP_002094570.3|DYAK
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	LOC6533867|XP_002094567.1|DYAK
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	LOC6533869|XP_002094569.2|DYAK
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	LOC6533865|XP_039229917.1|DYAK
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	LOC6534377|XP_015050595.1|DYAK
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	LOC6533229|XP_002093955.1|DYAK
OG0003754	LOC109430596|XP_019562198.2|AEAL	LOC6533227|XP_002093953.1|DYAK
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	LOC6534373|XP_002095051.2|DYAK
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	LOC6539199|XP_002086100.1|DYAK
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	LOC6532130|XP_002092906.1|DYAK
OG0003758	LOC109423725|XP_019554257.2|AEAL	LOC6531042|XP_039227869.1|DYAK
OG0003759	LOC109414220|XP_029715598.1|AEAL	LOC6532694|XP_039229783.1|DYAK
OG0003760	LOC109423709|XP_019554234.2|AEAL	LOC6531235|XP_002092047.1|DYAK
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	LOC6532707|XP_002093449.1|DYAK
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	LOC6532705|XP_002093447.1|DYAK
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	LOC6533160|XP_015049826.1|DYAK
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	LOC6533155|XP_039229659.1|DYAK
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	LOC6527550|XP_002088640.1|DYAK
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	LOC6524186|XP_002100049.1|DYAK
OG0003767	LOC109411096|XP_029728724.1|AEAL	LOC6531548|XP_002092346.1|DYAK
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	LOC6529280|XP_039228883.1|DYAK
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	LOC6529285|XP_002090290.2|DYAK
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	LOC6523765|XP_039232893.1|DYAK
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	LOC6532746|XP_002093488.1|DYAK
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	LOC6532612|XP_002093356.1|DYAK
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	LOC6528834|XP_002089866.1|DYAK
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	LOC6528828|XP_002089860.1|DYAK
OG0003775	LOC109411151|XP_029728790.1|AEAL	LOC6525150|XP_002100988.2|DYAK
OG0003776	LOC109408233|XP_019537037.1|AEAL	LOC6528341|XP_002089394.1|DYAK
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	LOC6528526|XP_002089572.1|DYAK
OG0003778	LOC109408915|XP_019537847.1|AEAL	LOC6530284|XP_039228669.1|DYAK
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	LOC6530777|XP_002091665.2|DYAK
OG0003780	LOC109414974|XP_019544363.1|AEAL	LOC6531652|XP_002092449.1|DYAK
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	LOC6523725|XP_002099600.1|DYAK
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	LOC6523940|XP_039227220.1|DYAK
OG0003783	LOC115266621|XP_029728984.1|AEAL	LOC6538233|XP_002098760.1|DYAK
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	LOC6528703|XP_002089738.1|DYAK
OG0003785	LOC109417245|XP_019546902.1|AEAL	LOC6539194|XP_002086095.1|DYAK
OG0003786	LOC109407036|XP_019535598.2|AEAL	LOC6531131|XP_002091965.1|DYAK
OG0003787	LOC109407042|XP_019535609.1|AEAL	LOC26535416|XP_015051130.1|DYAK
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	LOC6531947|XP_002092733.1|DYAK
OG0003789	LOC109398163|XP_029732839.1|AEAL	LOC6528466|XP_015054353.1|DYAK
OG0003790	LOC109415369|XP_029732830.1|AEAL	LOC6533293|XP_002094019.1|DYAK
OG0003791	LOC109416672|XP_029732853.1|AEAL	LOC6537614|XP_002098160.1|DYAK
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	LOC6531231|XP_002092043.1|DYAK
OG0003793	LOC109414483|XP_019543873.2|AEAL	LOC6532132|XP_002092908.1|DYAK
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	LOC6531275|XP_002092084.1|DYAK
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	LOC6534128|XP_039229883.1|DYAK
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	LOC6538015|XP_002098550.1|DYAK
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	LOC6528227|XP_002089289.1|DYAK
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	LOC6528765|XP_015054049.2|DYAK
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	LOC6531316|XP_002092120.3|DYAK
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	LOC6528234|XP_002089296.1|DYAK
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	LOC6529787|XP_015052434.1|DYAK
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	LOC6529796|XP_002090780.1|DYAK
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	LOC6538017|XP_002098552.1|DYAK
