Orthogroup	AEAL.longest_only	DSAN.longest_only
OG0002984	LOC109429628|XP_029719974.1|AEAL	LOC120449180|XP_039487455.1|DSAN
OG0002985	LOC109429599|XP_019561134.2|AEAL, LOC115262101|XP_029719955.1|AEAL	LOC120454849|XP_039496296.1|DSAN
OG0002986	LOC109429984|XP_029719923.1|AEAL, LOC109429567|XP_029719897.1|AEAL	LOC120449040|XP_039487267.1|DSAN
OG0002987	LOC109429540|XP_029720100.1|AEAL	LOC120456947|XP_039500025.1|DSAN
OG0002988	LOC109415442|XP_019544857.2|AEAL	LOC120448506|XP_039486477.1|DSAN
OG0002989	LOC109429878|XP_019561408.1|AEAL	LOC120447939|XP_039485549.1|DSAN
OG0002990	LOC109429816|XP_019561345.2|AEAL	LOC120451175|XP_039490549.1|DSAN
OG0002991	LOC109398278|XP_029720164.1|AEAL, LOC115261688|XP_029719434.1|AEAL	LOC120447107|XP_039484452.1|DSAN
OG0002992	LOC109398296|XP_029707740.1|AEAL, LOC109429783|XP_029720289.1|AEAL	LOC120447225|XP_039484678.1|DSAN
OG0002993	LOC109404264|XP_019532629.2|AEAL, LOC109416575|XP_029719826.1|AEAL, LOC109404263|XP_029719787.1|AEAL, LOC109416576|XP_019546199.2|AEAL	LOC120447537|XP_039484915.1|DSAN
OG0002994	LOC109411683|XP_029720327.1|AEAL, LOC109404612|XP_029720258.1|AEAL	LOC120445584|XP_039482013.1|DSAN
OG0002995	LOC109411700|XP_019540817.1|AEAL	LOC120443928|XP_039479305.1|DSAN
OG0002996	LOC115262200|XP_029720402.1|AEAL, LOC109411222|XP_019540273.2|AEAL	LOC120452769|XP_039493088.1|DSAN
OG0002997	LOC115262194|XP_029720398.1|AEAL, LOC109411223|XP_019540275.2|AEAL	LOC120456288|XP_039498966.1|DSAN
OG0002998	LOC109411225|XP_019540280.2|AEAL, LOC115262203|XP_029720405.1|AEAL	LOC120455907|XP_039498348.1|DSAN
OG0002999	LOC109414173|XP_019543500.2|AEAL	LOC120448196|XP_039485996.1|DSAN
OG0003000	LOC115258101|XP_029713980.1|AEAL, LOC109407197|XP_029707820.1|AEAL	LOC120452619|XP_039492858.1|DSAN
OG0003001	LOC109426315|XP_029707815.1|AEAL, LOC109421719|XP_019551788.2|AEAL	LOC120445434|XP_039481798.1|DSAN
OG0003002	LOC109421738|XP_019551813.1|AEAL, LOC109425462|XP_019556276.1|AEAL	LOC120450578|XP_039489630.1|DSAN
OG0003003	LOC109421745|XP_019551825.2|AEAL	LOC120445481|XP_039481861.1|DSAN
OG0003004	LOC109428052|XP_019559267.2|AEAL, LOC115261585|XP_029719350.1|AEAL	LOC120457136|XP_039500312.1|DSAN
OG0003005	LOC109418279|XP_019547983.1|AEAL	LOC120456905|XP_039499968.1|DSAN
OG0003006	LOC109418323|XP_029707581.1|AEAL, LOC109428102|XP_029733371.1|AEAL	LOC120452310|XP_039492394.1|DSAN
OG0003007	LOC109418327|XP_019548056.2|AEAL, LOC109428107|XP_019559342.2|AEAL	LOC120452115|XP_039492126.1|DSAN
OG0003008	LOC115254094|XP_029720905.1|AEAL, LOC109418203|XP_029721152.1|AEAL	LOC120452413|XP_039492566.1|DSAN
OG0003009	LOC109426168|XP_029712636.1|AEAL, LOC115261476|XP_029719055.1|AEAL, LOC109418385|XP_029719722.1|AEAL	LOC120449792|XP_039488370.1|DSAN
OG0003010	LOC115253835|XP_029725035.1|AEAL, LOC115263759|XP_029722956.1|AEAL, LOC109413524|XP_019542754.2|AEAL, LOC109419138|XP_029722800.1|AEAL	LOC120446762|XP_039483833.1|DSAN
OG0003011	LOC115263291|XP_029722585.1|AEAL, LOC115263706|XP_029722812.1|AEAL, LOC109419187|XP_029722963.1|AEAL	LOC120446161|XP_039482926.1|DSAN
OG0003012	LOC109427333|XP_029723771.1|AEAL	LOC120451172|XP_039490542.1|DSAN
OG0003013	LOC115254119|XP_029723888.1|AEAL, LOC109426106|XP_029733172.1|AEAL, LOC109419296|XP_029714018.1|AEAL, LOC115253831|XP_029723993.1|AEAL	LOC120457133|XP_039500306.1|DSAN
OG0003014	LOC115264449|XP_029724003.1|AEAL, LOC109419297|XP_029733174.1|AEAL, LOC109426103|XP_029714015.1|AEAL, LOC109431812|XP_029723915.1|AEAL	LOC120456600|XP_039499443.1|DSAN
OG0003015	LOC109400188|XP_019528552.2|AEAL, LOC109415465|XP_019544886.2|AEAL	LOC120456575|XP_039499396.1|DSAN
OG0003016	LOC109429497|XP_019561004.2|AEAL, LOC109415714|XP_029724305.1|AEAL	LOC120447660|XP_039485109.1|DSAN
OG0003017	LOC109402996|XP_029724791.1|AEAL, LOC109429513|XP_019561028.2|AEAL	LOC120453183|XP_039493680.1|DSAN
OG0003018	LOC115254143|XP_029725111.1|AEAL, LOC115262610|XP_029720865.1|AEAL, LOC109410423|XP_029725262.1|AEAL	LOC120454295|XP_039495424.1|DSAN
OG0003019	LOC109401456|XP_019529565.2|AEAL, LOC109410441|XP_029725838.1|AEAL	LOC120449840|XP_039488428.1|DSAN
OG0003020	LOC109410459|XP_029725734.1|AEAL, LOC109401495|XP_019529616.2|AEAL	LOC120454416|XP_039495621.1|DSAN
OG0003021	LOC109410413|XP_019539508.2|AEAL	LOC120451490|XP_039491170.1|DSAN
OG0003022	LOC109410480|XP_029726102.1|AEAL, LOC109405826|XP_029718273.1|AEAL	LOC120450227|XP_039489038.1|DSAN
OG0003023	LOC109415384|XP_019544795.2|AEAL, LOC109415394|XP_019544806.2|AEAL, LOC115265444|XP_029726449.1|AEAL	LOC120456671|XP_039499544.1|DSAN
OG0003024	LOC109413677|XP_019542937.2|AEAL	LOC120448122|XP_039485865.1|DSAN
OG0003025	LOC109400205|XP_019528231.2|AEAL, LOC115266150|XP_029727976.1|AEAL, LOC109427010|XP_029728231.1|AEAL, LOC115260907|XP_029718111.1|AEAL, LOC115260901|XP_029718104.1|AEAL	LOC120453540|XP_039494224.1|DSAN
OG0003026	LOC109427096|XP_019558212.1|AEAL, LOC115266991|XP_029729624.1|AEAL, LOC109400176|XP_019528193.2|AEAL	LOC120453857|XP_039494696.1|DSAN
OG0003027	LOC109427008|XP_029728313.1|AEAL, LOC115266138|XP_029727964.1|AEAL, LOC109400203|XP_029728254.1|AEAL, LOC115266353|XP_029728354.1|AEAL	LOC120453657|XP_039494385.1|DSAN
OG0003028	LOC109402029|XP_019530178.2|AEAL, LOC115263779|XP_029723007.1|AEAL, LOC109399759|XP_019527820.2|AEAL	LOC120449676|XP_039488212.1|DSAN
OG0003029	LOC109402003|XP_029723008.1|AEAL, LOC109399749|XP_029722995.1|AEAL	LOC120449321|XP_039487652.1|DSAN
OG0003032	LOC109401340|XP_029728608.1|AEAL, LOC115254174|XP_029728684.1|AEAL	LOC120452844|XP_039493214.1|DSAN
OG0003033	LOC109423811|XP_029729039.1|AEAL, LOC115266717|XP_029729112.1|AEAL, LOC109415331|XP_019544760.2|AEAL, LOC115254193|XP_029731092.1|AEAL	LOC120449750|XP_039488318.1|DSAN
OG0003034	LOC109411724|XP_019540852.2|AEAL	LOC120451108|XP_039490453.1|DSAN
OG0003035	LOC109411595|XP_019540689.2|AEAL, LOC109421352|XP_029732702.1|AEAL	LOC120453597|XP_039494294.1|DSAN
OG0003036	LOC109421319|XP_019551376.2|AEAL, LOC109411577|XP_029729526.1|AEAL	LOC120458712|XP_039502398.1|DSAN
OG0003037	LOC109411159|XP_019540184.2|AEAL, LOC115267634|XP_029730640.1|AEAL, LOC109425605|XP_019556395.2|AEAL	LOC120448035|XP_039485713.1|DSAN
OG0003038	LOC109416762|XP_029731122.1|AEAL, LOC109400877|XP_019528905.2|AEAL	LOC120445737|XP_039482245.1|DSAN
OG0003039	LOC109400870|XP_019528900.2|AEAL	LOC120455290|XP_039497268.1|DSAN
OG0003040	LOC109416017|XP_019545528.2|AEAL	LOC120447508|XP_039484853.1|DSAN
OG0003041	LOC115267280|XP_029730052.1|AEAL, LOC109423455|XP_029731572.1|AEAL, LOC109414752|XP_029731467.1|AEAL	LOC120447803|XP_039485308.1|DSAN
OG0003042	LOC115267970|XP_029731678.1|AEAL	LOC120450894|XP_039490069.1|DSAN
OG0003043	LOC115254550|XP_029708033.1|AEAL, LOC109414568|XP_019543955.2|AEAL	LOC120451864|XP_039491801.1|DSAN
OG0003044	LOC109423417|XP_019553944.2|AEAL, LOC109414546|XP_029731708.1|AEAL	LOC120443934|XP_039479313.1|DSAN
OG0003045	LOC109414508|XP_019543894.2|AEAL	LOC120451432|XP_039491041.1|DSAN
OG0003046	LOC109430468|XP_029732271.1|AEAL, LOC109409582|XP_029732442.1|AEAL, LOC115268461|XP_029732327.1|AEAL	LOC120451935|XP_039491889.1|DSAN
OG0003047	LOC115268509|XP_029732456.1|AEAL, LOC115268465|XP_029732343.1|AEAL, LOC109430469|XP_029732293.1|AEAL	LOC120451937|XP_039491892.1|DSAN
OG0003048	LOC109409590|XP_029732487.1|AEAL, LOC109430464|XP_029732604.1|AEAL	LOC120445112|XP_039481191.1|DSAN
OG0003049	LOC109405766|XP_029732586.1|AEAL, LOC109430495|XP_019562105.1|AEAL	LOC120453766|XP_039494535.1|DSAN
OG0003050	LOC109399319|XP_019527303.2|AEAL	LOC120452521|XP_039492710.1|DSAN
OG0003051	LOC109622069|XP_019931852.2|AEAL, LOC109413925|XP_019543201.2|AEAL	LOC120450075|XP_039488795.1|DSAN
OG0003052	LOC109405050|XP_029712023.1|AEAL, LOC109622061|XP_029734335.1|AEAL, LOC115254232|XP_029734042.1|AEAL	LOC120454329|XP_039495466.1|DSAN
OG0003053	LOC109416440|XP_019546045.2|AEAL, LOC109622371|XP_029729812.1|AEAL, LOC115258213|XP_029714160.1|AEAL	LOC120453221|XP_039493746.1|DSAN
OG0003054	LOC109416447|XP_029734402.1|AEAL, LOC109416435|XP_029729798.1|AEAL	LOC120452160|XP_039492198.1|DSAN
OG0003055	LOC109419338|XP_029734767.1|AEAL, LOC109408461|XP_029734763.1|AEAL	LOC120451154|XP_039490515.1|DSAN
OG0003056	LOC109408449|XP_029735147.1|AEAL	LOC120455604|XP_039497917.1|DSAN
OG0003057	LOC109419388|XP_019549166.2|AEAL	LOC120445370|XP_039481678.1|DSAN
OG0003058	LOC115254638|XP_029708114.1|AEAL, LOC109401056|XP_029735331.1|AEAL	LOC120444821|XP_039480711.1|DSAN
OG0003059	LOC115261751|XP_029719494.1|AEAL, LOC115270237|XP_029735365.1|AEAL, LOC109401047|XP_029735397.1|AEAL, LOC109408424|XP_029735354.1|AEAL	LOC120455617|XP_039497932.1|DSAN
OG0003060	LOC115270295|XP_029735522.1|AEAL, LOC109401041|XP_019529064.1|AEAL, LOC109408507|XP_019537382.2|AEAL	LOC120444985|XP_039480950.1|DSAN
OG0003061	LOC109416429|XP_019546032.2|AEAL, LOC115266125|XP_029727955.1|AEAL, LOC115266122|XP_029727952.1|AEAL	LOC120455335|XP_039497348.1|DSAN
OG0003062	LOC109416413|XP_019546023.2|AEAL, LOC109424020|XP_029727761.1|AEAL	LOC120454129|XP_039495103.1|DSAN
OG0003063	LOC109423975|XP_029727793.1|AEAL, LOC109416407|XP_029727751.1|AEAL	LOC120447958|XP_039485581.1|DSAN
OG0003064	LOC109404400|XP_029727829.1|AEAL, LOC109431914|XP_019563765.2|AEAL, LOC115266062|XP_029727782.1|AEAL	LOC120451736|XP_039491579.1|DSAN
OG0003065	LOC109431857|XP_019563660.2|AEAL	LOC120457846|XP_039501297.1|DSAN
OG0003066	LOC109422756|XP_029727921.1|AEAL, LOC109431878|XP_029727880.1|AEAL	LOC120452539|XP_039492740.1|DSAN
OG0003067	LOC109431861|XP_029727926.1|AEAL, LOC109422735|XP_029727912.1|AEAL	LOC120452593|XP_039492824.1|DSAN
OG0003068	LOC109422557|XP_029727965.1|AEAL, LOC109412332|XP_029727973.1|AEAL, LOC115264862|XP_029724757.1|AEAL	LOC120453211|XP_039493736.1|DSAN
OG0003069	LOC115266182|XP_029728010.1|AEAL, LOC109401128|XP_029736386.1|AEAL, LOC109422687|XP_029727937.1|AEAL	LOC120444749|XP_039480611.1|DSAN
OG0003070	LOC115269024|XP_029733168.1|AEAL, LOC109401127|XP_029727944.1|AEAL, LOC109422678|XP_029736390.1|AEAL	LOC120457832|XP_039501266.1|DSAN
OG0003071	LOC109402842|XP_029736412.1|AEAL, LOC115260159|XP_029716925.1|AEAL	LOC120447515|XP_039484864.1|DSAN
OG0003072	LOC109422651|XP_019553042.2|AEAL, LOC109402832|XP_029736416.1|AEAL	LOC120453248|XP_039493794.1|DSAN
OG0003073	LOC115254042|XP_029716866.1|AEAL, LOC109402807|XP_029736419.1|AEAL	LOC120453252|XP_039493799.1|DSAN
OG0003074	LOC115271077|XP_029736375.1|AEAL, LOC115265119|XP_029725213.1|AEAL, LOC109422630|XP_029736441.1|AEAL, LOC109402802|XP_029725217.1|AEAL	LOC120453023|XP_039493480.1|DSAN
OG0003075	LOC109402816|XP_029712184.1|AEAL, LOC115259223|XP_029715611.1|AEAL, LOC109422598|XP_029712235.1|AEAL	LOC120450650|XP_039489741.1|DSAN
OG0003076	LOC109406132|XP_029718420.1|AEAL, LOC109401764|XP_019529900.2|AEAL	LOC120448171|XP_039485942.1|DSAN
OG0003077	LOC109398951|XP_029724781.1|AEAL, LOC109403710|XP_029718544.1|AEAL, LOC115261297|XP_029718553.1|AEAL	LOC120454244|XP_039495291.1|DSAN
OG0003078	LOC109415058|XP_029718622.1|AEAL, LOC115261340|XP_029718649.1|AEAL	LOC120454585|XP_039495954.1|DSAN
OG0003079	LOC109415069|XP_029718659.1|AEAL	LOC120452660|XP_039492923.1|DSAN
OG0003080	LOC109414133|XP_029718683.1|AEAL, LOC115255903|XP_029709953.1|AEAL	LOC120451732|XP_039491575.1|DSAN
OG0003081	LOC109414144|XP_019543463.2|AEAL, LOC115255901|XP_029709950.1|AEAL	LOC120454384|XP_039495561.1|DSAN
OG0003082	LOC109414138|XP_029718684.1|AEAL	LOC120454661|XP_039496098.1|DSAN
OG0003083	LOC109398883|XP_029716800.1|AEAL, LOC109429229|XP_029718733.1|AEAL	LOC120452456|XP_039492619.1|DSAN
OG0003084	LOC109398831|XP_029718654.1|AEAL, LOC115261364|XP_029718749.1|AEAL	LOC120453661|XP_039494389.1|DSAN
OG0003085	LOC109429211|XP_029718755.1|AEAL, LOC109398783|XP_029718657.1|AEAL	LOC120454117|XP_039495081.1|DSAN
OG0003086	LOC115269335|XP_029733840.1|AEAL, LOC115261615|XP_029719376.1|AEAL, LOC109398792|XP_029718757.1|AEAL	LOC120454662|XP_039496099.1|DSAN
OG0003087	LOC109398819|XP_029718810.1|AEAL, LOC109429189|XP_029718771.1|AEAL	LOC120449837|XP_039488425.1|DSAN
OG0003088	LOC109429115|XP_019560507.1|AEAL, LOC115261469|XP_029719015.1|AEAL	LOC120452416|XP_039492569.1|DSAN
OG0003089	LOC109429106|XP_019560493.2|AEAL	LOC120454431|XP_039495655.1|DSAN
OG0003090	LOC109429096|XP_019560481.2|AEAL, LOC115253804|XP_029719004.1|AEAL	LOC120453513|XP_039494195.1|DSAN
OG0003091	LOC109427221|XP_019558276.2|AEAL, LOC115261471|XP_029719020.1|AEAL	LOC120453229|XP_039493762.1|DSAN
OG0003092	LOC115261158|XP_029718374.1|AEAL, LOC109427222|XP_019558277.1|AEAL, LOC115261447|XP_029718977.1|AEAL	LOC120452437|XP_039492599.1|DSAN
OG0003093	LOC109411627|XP_019540732.1|AEAL, LOC115261413|XP_029718898.1|AEAL, LOC109427261|XP_019558338.2|AEAL	LOC120447080|XP_039484410.1|DSAN
OG0003094	LOC115260376|XP_029717198.1|AEAL, LOC109411636|XP_029717195.1|AEAL, LOC109428132|XP_029717148.1|AEAL, LOC115261433|XP_029718946.1|AEAL	LOC120455964|XP_039498442.1|DSAN
OG0003095	LOC109406880|XP_019535433.2|AEAL	LOC120456417|XP_039499183.1|DSAN
OG0003096	LOC109404504|XP_029719033.1|AEAL, LOC115261509|XP_029719107.1|AEAL	LOC120451338|XP_039490851.1|DSAN, LOC120446402|XP_039483276.1|DSAN
OG0003097	LOC109406301|XP_029719121.1|AEAL, LOC109404470|XP_029719027.1|AEAL, LOC115254076|XP_029719062.1|AEAL	LOC120452491|XP_039492674.1|DSAN
OG0003098	LOC115261523|XP_029719199.1|AEAL, LOC109416160|XP_019545678.1|AEAL, LOC109404975|XP_019533504.1|AEAL, LOC115261539|XP_029719243.1|AEAL	LOC120455979|XP_039498466.1|DSAN, LOC120456159|XP_039498732.1|DSAN
OG0003099	LOC115261552|XP_029719267.1|AEAL, LOC109432847|XP_029719296.1|AEAL	LOC120450912|XP_039490102.1|DSAN
OG0003100	LOC115271118|XP_029736462.1|AEAL, LOC115268934|XP_029733000.1|AEAL, LOC109419441|XP_029733001.1|AEAL, LOC109416703|XP_019546309.2|AEAL	LOC120456387|XP_039499147.1|DSAN
OG0003101	LOC109411960|XP_029730099.1|AEAL, LOC109417146|XP_029730102.1|AEAL	LOC120454269|XP_039495358.1|DSAN
OG0003102	LOC109417150|XP_019546821.2|AEAL	LOC120451645|XP_039491442.1|DSAN
OG0003103	LOC109417153|XP_029730108.1|AEAL	LOC120451300|XP_039490800.1|DSAN
OG0003104	LOC115253431|XP_029734044.1|AEAL, LOC109428748|XP_029734029.1|AEAL, LOC109424547|XP_029733410.1|AEAL	LOC120448345|XP_039486241.1|DSAN
OG0003105	LOC115253471|XP_029734026.1|AEAL, LOC109428751|XP_029733411.1|AEAL, LOC115269432|XP_029734049.1|AEAL	LOC120455869|XP_039498275.1|DSAN
OG0003106	LOC115269396|XP_029733934.1|AEAL, LOC115255858|XP_029709904.1|AEAL, LOC109428811|XP_029733926.1|AEAL	LOC120444672|XP_039480456.1|DSAN
OG0003107	LOC109428780|XP_019560170.2|AEAL, LOC109397745|XP_029733995.1|AEAL, LOC115253889|XP_029718208.1|AEAL	LOC120456139|XP_039498699.1|DSAN
OG0003108	LOC115257227|XP_029712525.1|AEAL, LOC109397767|XP_029718207.1|AEAL, LOC109428788|XP_029733989.1|AEAL, LOC115269406|XP_029733946.1|AEAL	LOC120455467|XP_039497623.1|DSAN
OG0003109	LOC115254229|XP_029733942.1|AEAL, LOC109397781|XP_029718209.1|AEAL, LOC109428784|XP_029733991.1|AEAL	LOC120456213|XP_039498827.1|DSAN
OG0003111	LOC109405485|XP_019534121.2|AEAL	LOC120457362|XP_039500824.1|DSAN
OG0003112	LOC109399345|XP_019527329.1|AEAL, LOC109405627|XP_029724162.1|AEAL	LOC120452501|XP_039492686.1|DSAN
OG0003114	LOC109398915|XP_029724253.1|AEAL, LOC109401589|XP_029724217.1|AEAL	LOC120447164|XP_039484553.1|DSAN
OG0003115	LOC115264566|XP_029724258.1|AEAL, LOC109398923|XP_029724215.1|AEAL, LOC109432017|XP_029712563.1|AEAL	LOC120446535|XP_039483482.1|DSAN
OG0003116	LOC109432005|XP_029724260.1|AEAL	LOC120445813|XP_039482361.1|DSAN
OG0003117	LOC109431316|XP_019563080.1|AEAL, LOC115254128|XP_029724301.1|AEAL, LOC109432018|XP_019563868.1|AEAL	LOC120449631|XP_039488153.1|DSAN
OG0003118	LOC115264580|XP_029724293.1|AEAL, LOC109431971|XP_029724296.1|AEAL, LOC115264721|XP_029724602.1|AEAL	LOC120448338|XP_039486232.1|DSAN
OG0003119	LOC109431291|XP_019563050.2|AEAL, LOC109407710|XP_019536408.2|AEAL, LOC115258247|XP_029714176.1|AEAL	LOC120449481|XP_039487891.1|DSAN
OG0003120	LOC109431233|XP_029724333.1|AEAL, LOC109420153|XP_029724383.1|AEAL	LOC120445009|XP_039480995.1|DSAN
OG0003121	LOC115253851|XP_029724460.1|AEAL, LOC109412636|XP_029724401.1|AEAL	LOC120456085|XP_039498611.1|DSAN
OG0003122	LOC115264689|XP_029724532.1|AEAL, LOC109401533|XP_019529647.1|AEAL, LOC109402878|XP_029724516.1|AEAL	LOC120445889|XP_039482474.1|DSAN
OG0003123	LOC109411829|XP_019540988.2|AEAL, LOC115264673|XP_029724496.1|AEAL, LOC109402892|XP_029724558.1|AEAL	LOC120448918|XP_039487075.1|DSAN
OG0003124	LOC109418759|XP_019548531.1|AEAL	LOC120444279|XP_039479729.1|DSAN
OG0003125	LOC115257497|XP_029713007.1|AEAL, LOC115257814|XP_029713628.1|AEAL, LOC109418806|XP_029713002.1|AEAL	LOC120447457|XP_039484761.1|DSAN
OG0003126	LOC109405805|XP_029713570.1|AEAL	LOC120445421|XP_039481771.1|DSAN
OG0003127	LOC109418819|XP_019548593.1|AEAL	LOC120445168|XP_039481282.1|DSAN
OG0003128	LOC109418830|XP_019548610.2|AEAL	LOC120448207|XP_039486018.1|DSAN
OG0003129	LOC109405813|XP_029713863.1|AEAL, LOC109418842|XP_029712917.1|AEAL	LOC120445764|XP_039482294.1|DSAN
OG0003130	LOC109401666|XP_019529790.2|AEAL, LOC109418848|XP_019548631.1|AEAL, LOC115268668|XP_029732640.1|AEAL	LOC120445151|XP_039481248.1|DSAN
OG0003131	LOC109401678|XP_019529810.2|AEAL, LOC109420336|XP_019550201.2|AEAL	LOC120444329|XP_039479816.1|DSAN
OG0003132	LOC109420376|XP_029712921.1|AEAL, LOC115260235|XP_029717021.1|AEAL, LOC115260240|XP_029717028.1|AEAL	LOC120453457|XP_039494108.1|DSAN
OG0003133	LOC109402337|XP_019530549.1|AEAL, LOC115271038|XP_029736323.1|AEAL	LOC120446704|XP_039483737.1|DSAN
OG0003134	LOC109402332|XP_019530543.2|AEAL	LOC120444459|XP_039480060.1|DSAN
OG0003135	LOC109413566|XP_019542797.2|AEAL	LOC120448123|XP_039485867.1|DSAN
OG0003136	LOC115255686|XP_029709647.1|AEAL, LOC109433206|XP_029713160.1|AEAL, LOC109402290|XP_029713044.1|AEAL	LOC120449872|XP_039488465.1|DSAN
OG0003137	LOC115257623|XP_029713304.1|AEAL, LOC109433170|XP_019565110.1|AEAL, LOC109402265|XP_019530459.1|AEAL	LOC120444715|XP_039480526.1|DSAN
OG0003138	LOC109402277|XP_029713038.1|AEAL, LOC115257440|XP_029712884.1|AEAL, LOC109433178|XP_029713727.1|AEAL	LOC120447114|XP_039484469.1|DSAN
OG0003139	LOC115257454|XP_029712911.1|AEAL, LOC115257479|XP_029712965.1|AEAL, LOC109403413|XP_029712879.1|AEAL	LOC120449959|XP_039488594.1|DSAN
OG0003140	LOC109403397|XP_019531767.1|AEAL, LOC115257388|XP_029712785.1|AEAL, LOC115260806|XP_029717967.1|AEAL	LOC120444689|XP_039480489.1|DSAN
OG0003141	LOC109422443|XP_019552776.2|AEAL, LOC115257748|XP_029713525.1|AEAL, LOC109400003|XP_019528009.2|AEAL	LOC120446806|XP_039483901.1|DSAN
OG0003142	LOC109417180|XP_029713532.1|AEAL, LOC109422440|XP_029713517.1|AEAL, LOC109422425|XP_029713377.1|AEAL	LOC120447041|XP_039484323.1|DSAN
OG0003143	LOC109424485|XP_019555177.2|AEAL	LOC120450080|XP_039488806.1|DSAN
OG0003144	LOC109422342|XP_029708206.1|AEAL, LOC115253760|XP_029708174.1|AEAL	LOC120444485|XP_039480100.1|DSAN
OG0003145	LOC115254695|XP_029708223.1|AEAL, LOC109422349|XP_019552618.2|AEAL	LOC120446176|XP_039482986.1|DSAN
OG0003146	LOC115268111|XP_029731999.1|AEAL, LOC109418706|XP_029713176.1|AEAL	LOC120446904|XP_039484062.1|DSAN
OG0003147	LOC115257797|XP_029713611.1|AEAL, LOC109412930|XP_029712810.1|AEAL	LOC120448137|XP_039485888.1|DSAN
OG0003148	LOC109418696|XP_019548467.2|AEAL, LOC115257556|XP_029713170.1|AEAL	LOC120447675|XP_039485134.1|DSAN
OG0003149	LOC115257397|XP_029712812.1|AEAL, LOC109418695|XP_029712705.1|AEAL, LOC109412927|XP_029712839.1|AEAL	LOC120456382|XP_039499139.1|DSAN
OG0003150	LOC109418688|XP_029713766.1|AEAL, LOC109412916|XP_029713401.1|AEAL	LOC120446515|XP_039483457.1|DSAN
OG0003151	LOC109418670|XP_019548429.2|AEAL	LOC120457755|XP_039501187.1|DSAN
OG0003152	LOC109418569|XP_019548320.1|AEAL	LOC120446483|XP_039483421.1|DSAN
OG0003153	LOC109418562|XP_019548315.1|AEAL	LOC120446559|XP_039483511.1|DSAN
OG0003154	LOC109413113|XP_029715543.1|AEAL, LOC109418548|XP_019548302.2|AEAL	LOC120454612|XP_039496008.1|DSAN
OG0003155	LOC109413091|XP_029713503.1|AEAL, LOC109418478|XP_029713609.1|AEAL	LOC120444717|XP_039480529.1|DSAN
OG0003156	LOC109418511|XP_029713431.1|AEAL, LOC115253712|XP_029713419.1|AEAL	LOC120445352|XP_039481627.1|DSAN
OG0003157	LOC109418503|XP_029713735.1|AEAL	LOC120458486|XP_039502081.1|DSAN
OG0003158	LOC109398509|XP_019526438.2|AEAL	LOC120444704|XP_039480509.1|DSAN
OG0003159	LOC109411566|XP_019540652.1|AEAL	LOC120444921|XP_039480849.1|DSAN
OG0003160	LOC109411563|XP_019540646.2|AEAL	LOC120446287|XP_039483111.1|DSAN
OG0003161	LOC109407800|XP_019536505.1|AEAL	LOC120446225|XP_039483026.1|DSAN
OG0003162	LOC109433429|XP_019565405.2|AEAL	LOC120458349|XP_039501900.1|DSAN
OG0003163	LOC109401281|XP_019529314.2|AEAL, LOC115259140|XP_029715514.1|AEAL, LOC115262729|XP_029721340.1|AEAL	LOC120449596|XP_039488097.1|DSAN
OG0003164	LOC109413595|XP_019542831.2|AEAL, LOC115262728|XP_029721334.1|AEAL	LOC120458505|XP_039502107.1|DSAN
OG0003165	LOC115262740|XP_029721358.1|AEAL	LOC120444339|XP_039479833.1|DSAN
OG0003166	LOC115262739|XP_029721356.1|AEAL, LOC109401300|XP_019529346.2|AEAL	LOC120446005|XP_039482688.1|DSAN
OG0003167	LOC109401275|XP_019529303.2|AEAL, LOC109623320|XP_029721199.1|AEAL	LOC120445096|XP_039481162.1|DSAN
OG0003168	LOC109623318|XP_019933393.2|AEAL, LOC115262812|XP_029721567.1|AEAL, LOC109401292|XP_029712578.1|AEAL	LOC120453324|XP_039493915.1|DSAN
OG0003169	LOC109401194|XP_019529214.1|AEAL, LOC115268680|XP_029732646.1|AEAL, LOC109623310|XP_019933383.1|AEAL, LOC115262700|XP_029721221.1|AEAL	LOC120447064|XP_039484388.1|DSAN
OG0003170	LOC109623299|XP_029721232.1|AEAL, LOC115253553|XP_029721255.1|AEAL, LOC109401184|XP_029732647.1|AEAL	LOC120445746|XP_039482255.1|DSAN
OG0003171	LOC109401271|XP_019529298.2|AEAL, LOC109623296|XP_029721563.1|AEAL	LOC120447189|XP_039484611.1|DSAN
OG0003172	LOC115259561|XP_029716120.1|AEAL, LOC109623281|XP_029712111.1|AEAL	LOC120451168|XP_039490539.1|DSAN
OG0003173	LOC109426925|XP_019558030.2|AEAL	LOC120453316|XP_039493907.1|DSAN
OG0003174	LOC109621264|XP_019932557.1|AEAL, LOC109404280|XP_029721136.1|AEAL	LOC120454493|XP_039495775.1|DSAN
OG0003175	LOC115262651|XP_029721040.1|AEAL, LOC109397407|XP_029721031.1|AEAL, LOC109412763|XP_029721041.1|AEAL	LOC120445563|XP_039481975.1|DSAN
OG0003176	LOC109424711|XP_029721107.1|AEAL	LOC120456038|XP_039498547.1|DSAN
OG0003177	LOC115253433|XP_029720878.1|AEAL, LOC115262626|XP_029720900.1|AEAL, LOC109424648|XP_029720879.1|AEAL	LOC120445868|XP_039482445.1|DSAN
OG0003178	LOC115262627|XP_029720901.1|AEAL, LOC109412062|XP_029720880.1|AEAL	LOC120444271|XP_039479719.1|DSAN
OG0003179	LOC109421920|XP_019552045.1|AEAL, LOC109432708|XP_019564636.2|AEAL	LOC120445980|XP_039482646.1|DSAN
