Orthogroup	AEAL.longest_only	BTRY.longest_only
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC120769106|XP_039951900.1|BTRY
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC120769195|XP_039952024.1|BTRY
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC120777788|XP_039965252.1|BTRY
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC120768057|XP_039950508.1|BTRY
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC120777667|XP_039965057.1|BTRY
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC120769231|XP_039952062.1|BTRY
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC120768088|XP_039950559.1|BTRY
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC120767857|XP_039950099.1|BTRY
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC120771850|XP_039956027.1|BTRY
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC120778472|XP_039966217.1|BTRY
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC120768941|XP_039951660.1|BTRY
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC120772601|XP_039957250.1|BTRY
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC120769510|XP_039952480.1|BTRY
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC120769630|XP_039952669.1|BTRY
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC120769323|XP_039952208.1|BTRY
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC120769027|XP_039951802.1|BTRY
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	LOC120769069|XP_039951859.1|BTRY
OG0004028	LOC109429621|XP_019561163.2|AEAL	LOC120768830|XP_039951516.1|BTRY
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	LOC120781541|XP_039969707.1|BTRY
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	LOC120772514|XP_039957095.1|BTRY
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	LOC120768630|XP_039951329.1|BTRY
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	LOC120767776|XP_039949950.1|BTRY
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	LOC120767906|XP_039950188.1|BTRY
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	LOC120769230|XP_039952061.1|BTRY
OG0004035	LOC109429541|XP_029720095.1|AEAL	LOC120767339|XP_039949216.1|BTRY
OG0004036	LOC109429539|XP_019561055.1|AEAL	LOC120768475|XP_039951116.1|BTRY
OG0004037	LOC109429896|XP_029720102.1|AEAL	LOC120767425|XP_039949400.1|BTRY
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	LOC120769519|XP_039952491.1|BTRY
OG0004039	LOC109415447|XP_019544869.2|AEAL	LOC120767392|XP_039949339.1|BTRY
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	LOC120770835|XP_039954358.1|BTRY
OG0004041	LOC109429949|XP_029720126.1|AEAL, LOC109398316|XP_019526208.2|AEAL	LOC120775258|XP_039961273.1|BTRY
OG0004042	LOC109429814|XP_019561343.1|AEAL, LOC109398330|XP_019526229.1|AEAL	LOC120777759|XP_039965196.1|BTRY
OG0004043	LOC109429811|XP_019561340.2|AEAL, LOC109398305|XP_019526197.2|AEAL	LOC120769479|XP_039952437.1|BTRY
OG0004044	LOC115262165|XP_029720254.1|AEAL, LOC109411680|XP_029720320.1|AEAL	LOC120774837|XP_039960588.1|BTRY
OG0004045	LOC109404613|XP_019533062.1|AEAL, LOC109411685|XP_019540799.1|AEAL	LOC120776456|XP_039963059.1|BTRY
OG0004046	LOC109404616|XP_029720329.1|AEAL, LOC109411682|XP_029720256.1|AEAL	LOC120769580|XP_039952571.1|BTRY
OG0004047	LOC109411692|XP_029720332.1|AEAL, LOC115262164|XP_029720247.1|AEAL	LOC120768530|XP_039951195.1|BTRY
OG0004048	LOC109404624|XP_029720335.1|AEAL, LOC109411693|XP_029720245.1|AEAL	LOC120771427|XP_039955350.1|BTRY
OG0004049	LOC109420649|XP_019550607.2|AEAL	LOC120767351|XP_039949251.1|BTRY
OG0004050	LOC109411730|XP_019540859.2|AEAL	LOC120767244|XP_039949024.1|BTRY
OG0004051	LOC109411839|XP_019540995.2|AEAL	LOC120767706|XP_039949836.1|BTRY
OG0004052	LOC115262003|XP_029719803.1|AEAL, LOC109411216|XP_029720390.1|AEAL	LOC120773745|XP_039958740.1|BTRY
OG0004053	LOC115262192|XP_029720394.1|AEAL, LOC109411218|XP_019540261.2|AEAL	LOC120770198|XP_039953374.1|BTRY
OG0004054	LOC109411221|XP_019540272.2|AEAL, LOC115262196|XP_029720400.1|AEAL	LOC120768186|XP_039950689.1|BTRY
OG0004055	LOC109411233|XP_019540289.2|AEAL	LOC120769443|XP_039952407.1|BTRY, LOC120769599|XP_039952646.1|BTRY
OG0004056	LOC115262209|XP_029720409.1|AEAL, LOC109411235|XP_019540292.2|AEAL	LOC120782192|XP_039970270.1|BTRY
OG0004058	LOC115257194|XP_029712484.1|AEAL, LOC109414156|XP_029707881.1|AEAL	LOC120776661|XP_039963465.1|BTRY
OG0004059	LOC109426369|XP_019557387.2|AEAL, LOC109414149|XP_019543468.2|AEAL	LOC120777129|XP_039964211.1|BTRY
OG0004060	LOC109432359|XP_019564282.2|AEAL, LOC109426363|XP_019557374.2|AEAL	LOC120782680|XP_039971002.1|BTRY
OG0004061	LOC115266292|XP_029728133.1|AEAL, LOC115258087|XP_029713952.1|AEAL, LOC109426358|XP_029707851.1|AEAL	LOC120774320|XP_039959792.1|BTRY
OG0004062	LOC109623216|XP_029707850.1|AEAL, LOC115258105|XP_029713987.1|AEAL	LOC120776896|XP_039963892.1|BTRY
OG0004063	LOC115254458|XP_029707845.1|AEAL, LOC109405004|XP_029713999.1|AEAL, LOC115262404|XP_029720645.1|AEAL	LOC120774751|XP_039960443.1|BTRY
OG0004064	LOC109426347|XP_029732921.1|AEAL, LOC109404856|XP_029707844.1|AEAL, LOC115254001|XP_029713998.1|AEAL	LOC120779207|XP_039967414.1|BTRY
OG0004065	LOC109405867|XP_019534504.2|AEAL, LOC109426339|XP_029714006.1|AEAL, LOC115268883|XP_029732930.1|AEAL	LOC120770138|XP_039953253.1|BTRY
OG0004066	LOC109426338|XP_029707834.1|AEAL, LOC109406105|XP_029714011.1|AEAL, LOC115268878|XP_029732917.1|AEAL	LOC120771622|XP_039955647.1|BTRY
OG0004067	LOC109426335|XP_029707832.1|AEAL, LOC115253517|XP_029713977.1|AEAL	LOC120774536|XP_039960191.1|BTRY
OG0004068	LOC109426326|XP_019557327.2|AEAL, LOC109406988|XP_019535584.2|AEAL, LOC115254448|XP_029707822.1|AEAL	LOC120766176|XP_039947464.1|BTRY
OG0004069	LOC115268888|XP_029732938.1|AEAL, LOC109426325|XP_029707821.1|AEAL, LOC109407084|XP_029714013.1|AEAL	LOC120766167|XP_039947448.1|BTRY
OG0004070	LOC109425458|XP_019556273.1|AEAL, LOC115254441|XP_029707802.1|AEAL	LOC120777317|XP_039964488.1|BTRY
OG0004071	LOC115254440|XP_029707801.1|AEAL, LOC109425461|XP_019556275.2|AEAL	LOC120776853|XP_039963828.1|BTRY
OG0004072	LOC109421739|XP_019551814.2|AEAL, LOC109425465|XP_019556279.2|AEAL	LOC120776854|XP_039963830.1|BTRY
OG0004073	LOC115253926|XP_029707795.1|AEAL, LOC109421742|XP_019551818.2|AEAL	LOC120774782|XP_039960492.1|BTRY
OG0004074	LOC115255671|XP_029709634.1|AEAL, LOC109421749|XP_019551830.2|AEAL	LOC120771551|XP_039955544.1|BTRY
OG0004075	LOC115268726|XP_029732728.1|AEAL, LOC109421757|XP_029707768.1|AEAL	LOC120771530|XP_039955522.1|BTRY
OG0004077	LOC109423086|XP_019553574.2|AEAL	LOC120768217|XP_039950721.1|BTRY
OG0004078	LOC109421797|XP_019551891.1|AEAL	LOC120782588|XP_039970877.1|BTRY
OG0004079	LOC109422010|XP_029732697.1|AEAL	LOC120775076|XP_039961001.1|BTRY
OG0004080	LOC115254093|XP_029720722.1|AEAL, LOC109418249|XP_019547952.1|AEAL	LOC120772481|XP_039957060.1|BTRY
OG0004081	LOC109418256|XP_029720668.1|AEAL	LOC120772477|XP_039957053.1|BTRY
OG0004082	LOC109418264|XP_019547971.2|AEAL	LOC120775936|XP_039962276.1|BTRY
OG0004083	LOC109418266|XP_019547973.1|AEAL	LOC120782876|XP_039971356.1|BTRY
OG0004084	LOC109428051|XP_029720543.1|AEAL, LOC109418273|XP_029720505.1|AEAL	LOC120778177|XP_039965846.1|BTRY
OG0004085	LOC115269019|XP_029733152.1|AEAL, LOC109428072|XP_029719870.1|AEAL, LOC109418294|XP_029720364.1|AEAL	LOC120779347|XP_039967481.1|BTRY
OG0004086	LOC109427272|XP_029721173.1|AEAL, LOC115262638|XP_029720945.1|AEAL, LOC109418335|XP_029721184.1|AEAL	LOC120781299|XP_039969431.1|BTRY
OG0004087	LOC109418408|XP_019548139.2|AEAL, LOC109426123|XP_019557102.2|AEAL, LOC115263945|XP_029723112.1|AEAL	LOC120774825|XP_039960569.1|BTRY
OG0004088	LOC115270953|XP_029736166.1|AEAL, LOC109426164|XP_019557143.2|AEAL, LOC109418435|XP_029708057.1|AEAL	LOC120766678|XP_039948252.1|BTRY
OG0004089	LOC109418441|XP_029722640.1|AEAL, LOC109426169|XP_029722111.1|AEAL, LOC115263243|XP_029722142.1|AEAL	LOC120776082|XP_039962487.1|BTRY
OG0004090	LOC115263195|XP_029722015.1|AEAL, LOC109418452|XP_029722575.1|AEAL	LOC120780231|XP_039968415.1|BTRY
OG0004091	LOC109419214|XP_019548966.2|AEAL	LOC120775502|XP_039961646.1|BTRY
OG0004092	LOC109419225|XP_029723312.1|AEAL, LOC115261847|XP_029719620.1|AEAL, LOC115261846|XP_029719619.1|AEAL	LOC120775805|XP_039962088.1|BTRY
OG0004094	LOC115264368|XP_029723886.1|AEAL, LOC109419295|XP_029723980.1|AEAL, LOC109426108|XP_019557077.2|AEAL	LOC120776147|XP_039962622.1|BTRY, LOC120774515|XP_039960144.1|BTRY, LOC120776146|XP_039962620.1|BTRY
OG0004095	LOC115264542|XP_029724154.1|AEAL, LOC109415474|XP_019544896.2|AEAL, LOC109429477|XP_029724528.1|AEAL	LOC120780515|XP_039968743.1|BTRY
OG0004096	LOC115264543|XP_029724161.1|AEAL, LOC115264679|XP_029724520.1|AEAL, LOC109415475|XP_019544898.2|AEAL	LOC120773093|XP_039958000.1|BTRY
OG0004097	LOC109429495|XP_029724775.1|AEAL, LOC109415717|XP_029724375.1|AEAL	LOC120778705|XP_039966599.1|BTRY
OG0004098	LOC109415716|XP_029724372.1|AEAL, LOC109429496|XP_019561001.1|AEAL	LOC120777917|XP_039965435.1|BTRY
OG0004099	LOC109429511|XP_029724640.1|AEAL	LOC120773217|XP_039958077.1|BTRY
OG0004100	LOC115260571|XP_029717369.1|AEAL, LOC115264901|XP_029724797.1|AEAL, LOC115264726|XP_029724614.1|AEAL, LOC109431768|XP_029724811.1|AEAL	LOC120766397|XP_039947778.1|BTRY
OG0004101	LOC109402951|XP_029724840.1|AEAL, LOC109431763|XP_019563579.2|AEAL	LOC120774874|XP_039960664.1|BTRY
OG0004102	LOC109402890|XP_029724817.1|AEAL, LOC109431761|XP_029724819.1|AEAL, LOC115264930|XP_029724912.1|AEAL	LOC120770574|XP_039954126.1|BTRY
OG0004103	LOC109431766|XP_019563581.1|AEAL, LOC109402854|XP_019531143.1|AEAL, LOC115254142|XP_029724930.1|AEAL	LOC120780236|XP_039968425.1|BTRY
OG0004104	LOC109431755|XP_029724853.1|AEAL, LOC109431757|XP_029724899.1|AEAL	LOC120766909|XP_039948590.1|BTRY
OG0004105	LOC109410438|XP_029725942.1|AEAL, LOC115265216|XP_029725356.1|AEAL	LOC120776648|XP_039963417.1|BTRY
OG0004106	LOC109410447|XP_029725829.1|AEAL, LOC115253963|XP_029710422.1|AEAL	LOC120777502|XP_039964787.1|BTRY
OG0004107	LOC109401476|XP_019529591.2|AEAL, LOC109410444|XP_019539545.2|AEAL	LOC120771761|XP_039955876.1|BTRY
OG0004108	LOC109410451|XP_019539552.2|AEAL, LOC115254151|XP_029725774.1|AEAL	LOC120766264|XP_039947585.1|BTRY
OG0004109	LOC109410458|XP_029726025.1|AEAL, LOC109401464|XP_019529573.2|AEAL	LOC120780239|XP_039968430.1|BTRY
OG0004110	LOC109401487|XP_019529605.1|AEAL, LOC109410461|XP_019539565.1|AEAL	LOC120777965|XP_039965518.1|BTRY
OG0004111	LOC109401488|XP_019529606.1|AEAL, LOC109410418|XP_019539512.2|AEAL	LOC120770449|XP_039953862.1|BTRY
OG0004112	LOC109411327|XP_029726479.1|AEAL	LOC120778857|XP_039966822.1|BTRY
OG0004113	LOC109427073|XP_029726701.1|AEAL, LOC109411330|XP_019540401.1|AEAL, LOC115254152|XP_029726542.1|AEAL, LOC115266496|XP_029728600.1|AEAL	LOC120775890|XP_039962212.1|BTRY
OG0004114	LOC115253766|XP_029726751.1|AEAL, LOC109411332|XP_029726563.1|AEAL, LOC115254171|XP_029728598.1|AEAL, LOC109427070|XP_029726694.1|AEAL	LOC120774858|XP_039960617.1|BTRY
OG0004115	LOC115265500|XP_029726775.1|AEAL, LOC109427067|XP_029728593.1|AEAL, LOC109411336|XP_029726860.1|AEAL	LOC120775982|XP_039962339.1|BTRY
OG0004116	LOC109399736|XP_029727138.1|AEAL, LOC115265547|XP_029726997.1|AEAL	LOC120782835|XP_039971291.1|BTRY
OG0004117	LOC109399745|XP_019527808.2|AEAL	LOC120782642|XP_039970945.1|BTRY
OG0004118	LOC109413689|XP_019542954.1|AEAL	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY
OG0004119	LOC109413671|XP_019542925.1|AEAL	LOC120782715|XP_039971070.1|BTRY
OG0004120	LOC109413666|XP_019542916.2|AEAL	LOC120770890|XP_039954483.1|BTRY
OG0004121	LOC109415651|XP_029727703.1|AEAL	LOC120776706|XP_039963536.1|BTRY
OG0004122	LOC115266789|XP_029729244.1|AEAL, LOC109427018|XP_019558113.2|AEAL	LOC120771428|XP_039955357.1|BTRY
OG0004123	LOC109400190|XP_029728421.1|AEAL, LOC109427092|XP_029728413.1|AEAL	LOC120782445|XP_039970669.1|BTRY
OG0004124	LOC109402022|XP_029723019.1|AEAL, LOC115254113|XP_029723011.1|AEAL, LOC109399720|XP_019527778.2|AEAL	LOC120774530|XP_039960176.1|BTRY
OG0004125	LOC109413708|XP_029736141.1|AEAL, LOC109402032|XP_029736155.1|AEAL, LOC115265550|XP_029727005.1|AEAL	LOC120766835|XP_039948480.1|BTRY
OG0004126	LOC109402027|XP_029736153.1|AEAL, LOC109413707|XP_029736142.1|AEAL	LOC120774099|XP_039959386.1|BTRY
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	LOC120769336|XP_039952227.1|BTRY
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	LOC120775325|XP_039961399.1|BTRY
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	LOC120775376|XP_039961474.1|BTRY
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	LOC120778750|XP_039966658.1|BTRY
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	LOC120768169|XP_039950667.1|BTRY
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	LOC120780286|XP_039968486.1|BTRY
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	LOC120766849|XP_039948497.1|BTRY
OG0004136	LOC109425542|XP_019556334.2|AEAL	LOC120770161|XP_039953305.1|BTRY
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	LOC120771763|XP_039955878.1|BTRY
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	LOC120775884|XP_039962195.1|BTRY
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	LOC120776050|XP_039962441.1|BTRY
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	LOC120772526|XP_039957124.1|BTRY
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	LOC120770434|XP_039953830.1|BTRY
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	LOC120774118|XP_039959413.1|BTRY
OG0004143	LOC109416752|XP_029731221.1|AEAL	LOC120766826|XP_039948472.1|BTRY
OG0004144	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL	LOC120777299|XP_039964450.1|BTRY
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	LOC120777536|XP_039964857.1|BTRY
OG0004146	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL	LOC120776435|XP_039963026.1|BTRY
OG0004147	LOC109430482|XP_029732153.1|AEAL	LOC120769194|XP_039952023.1|BTRY
OG0004148	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL	LOC120766784|XP_039948411.1|BTRY
OG0004149	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL	LOC120782708|XP_039971059.1|BTRY
OG0004150	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL	LOC120773725|XP_039958716.1|BTRY
OG0004151	LOC109399310|XP_029732940.1|AEAL	LOC120782679|XP_039971001.1|BTRY
OG0004152	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL	LOC120766489|XP_039947974.1|BTRY
OG0004153	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL	LOC120772013|XP_039956313.1|BTRY
OG0004154	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL	LOC120777422|XP_039964657.1|BTRY
OG0004155	LOC115266708|XP_029729091.1|AEAL	LOC120782308|XP_039970458.1|BTRY
OG0004157	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL	LOC120766540|XP_039948052.1|BTRY
OG0004158	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL	LOC120779053|XP_039967122.1|BTRY
OG0004159	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL	LOC120778408|XP_039966129.1|BTRY
OG0004160	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL	LOC120776895|XP_039963891.1|BTRY
OG0004161	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL	LOC120766743|XP_039948343.1|BTRY
OG0004162	LOC109405024|XP_019533550.3|AEAL	LOC120769861|XP_039952967.1|BTRY
OG0004163	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL	LOC120782333|XP_039970497.1|BTRY
OG0004164	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL	LOC120780223|XP_039968412.1|BTRY
OG0004165	LOC109405985|XP_019534588.2|AEAL	LOC120770880|XP_039954451.1|BTRY
OG0004166	LOC109405990|XP_019534595.2|AEAL	LOC120772754|XP_039957451.1|BTRY
OG0004167	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL	LOC120769522|XP_039952496.1|BTRY
OG0004168	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL	LOC120775268|XP_039961301.1|BTRY
OG0004169	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL	LOC120774847|XP_039960604.1|BTRY
OG0004170	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL	LOC120773759|XP_039958767.1|BTRY
OG0004171	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL	LOC120775468|XP_039961595.1|BTRY
OG0004172	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL	LOC120773986|XP_039959179.1|BTRY
OG0004173	LOC109408510|XP_019537385.2|AEAL	LOC120770879|XP_039954450.1|BTRY
OG0004174	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL	LOC120771429|XP_039955353.1|BTRY
OG0004175	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL	LOC120772618|XP_039957267.1|BTRY
OG0004176	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL	LOC120776716|XP_039963547.1|BTRY
OG0004177	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL	LOC120767035|XP_039948819.1|BTRY
OG0004178	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL	LOC120782532|XP_039970787.1|BTRY
OG0004179	LOC109416303|XP_019545892.2|AEAL	LOC120773635|XP_039958577.1|BTRY
OG0004180	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL	LOC120782265|XP_039970369.1|BTRY
OG0004181	LOC109424044|XP_019554651.2|AEAL	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY
OG0004182	LOC115266041|XP_029727736.1|AEAL, LOC109424025|XP_029716627.1|AEAL, LOC109416416|XP_029727699.1|AEAL	LOC120778498|XP_039966257.1|BTRY
OG0004183	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL	LOC120777582|XP_039964930.1|BTRY
OG0004184	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL	LOC120776573|XP_039963270.1|BTRY
OG0004185	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL	LOC120767426|XP_039949401.1|BTRY
OG0004186	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL	LOC120774155|XP_039959498.1|BTRY
OG0004187	LOC109431897|XP_029727959.1|AEAL	LOC120782831|XP_039971286.1|BTRY
OG0004188	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL	LOC120766494|XP_039947983.1|BTRY
OG0004189	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL	LOC120782382|XP_039970558.1|BTRY
OG0004190	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL	LOC120779887|XP_039968173.1|BTRY
OG0004191	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL	LOC120776663|XP_039963472.1|BTRY
OG0004192	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL	LOC120781473|XP_039969631.1|BTRY
OG0004194	LOC109431794|XP_019563605.2|AEAL	LOC120775895|XP_039962223.1|BTRY
OG0004195	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL	LOC120775116|XP_039961068.1|BTRY
OG0004196	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL	LOC120766895|XP_039948582.1|BTRY
OG0004197	LOC109422742|XP_019553166.2|AEAL	LOC120775064|XP_039960981.1|BTRY
OG0004198	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL	LOC120766818|XP_039948467.1|BTRY
OG0004199	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL	LOC120766619|XP_039948164.1|BTRY
OG0004200	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL	LOC120770378|XP_039953731.1|BTRY
OG0004201	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL	LOC120782252|XP_039970350.1|BTRY
OG0004202	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL	LOC120767656|XP_039949766.1|BTRY
OG0004203	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL	LOC120779033|XP_039967093.1|BTRY
OG0004204	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL	LOC120776942|XP_039963956.1|BTRY
OG0004205	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL	LOC120778150|XP_039965807.1|BTRY
OG0004206	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL	LOC120770724|XP_039954241.1|BTRY
OG0004207	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL	LOC120781982|XP_039970088.1|BTRY
OG0004208	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL	LOC120768334|XP_039950920.1|BTRY
OG0004209	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL	LOC120782805|XP_039971218.1|BTRY
OG0004210	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL	LOC120774800|XP_039960530.1|BTRY
OG0004211	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL	LOC120767707|XP_039949837.1|BTRY
OG0004212	LOC109406147|XP_019534752.1|AEAL	LOC120779528|XP_039967807.1|BTRY
OG0004213	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL	LOC120779416|XP_039967550.1|BTRY
OG0004214	LOC109403717|XP_019532124.1|AEAL	LOC120770214|XP_039953417.1|BTRY
