Orthogroup	AEAL.longest_only	CQUI.longest_only
OG0005554	LOC109404265|XP_029720307.1|AEAL, LOC109416574|XP_029720273.1|AEAL	LOC6033592|XP_038113575.1|CQUI
OG0005555	LOC109416572|XP_029720313.1|AEAL, LOC109404633|XP_019533094.1|AEAL	LOC6033594|XP_001844022.1|CQUI
OG0005556	LOC109416570|XP_019546192.2|AEAL, LOC109404628|XP_019533088.2|AEAL	LOC6033595|XP_001844023.2|CQUI
OG0005557	LOC109404637|XP_019533100.2|AEAL, LOC109411675|XP_019540785.2|AEAL	LOC6033598|XP_001844026.2|CQUI
OG0005558	LOC109411673|XP_029720314.1|AEAL, LOC109404626|XP_029720265.1|AEAL	LOC6033606|XP_038108358.1|CQUI
OG0005559	LOC109411678|XP_019540789.2|AEAL, LOC109404623|XP_019533076.2|AEAL	LOC6033597|XP_001844025.2|CQUI
OG0005560	LOC109404622|XP_029720318.1|AEAL, LOC109411679|XP_029720261.1|AEAL	LOC6033609|XP_038109523.1|CQUI
OG0005561	LOC109411690|XP_029720253.1|AEAL, LOC109404632|XP_019533093.2|AEAL	LOC6033621|XP_038112217.1|CQUI
OG0005562	LOC109411691|XP_029720330.1|AEAL, LOC109404617|XP_029720249.1|AEAL	LOC6033623|XP_038106659.1|CQUI
OG0005563	LOC109411696|XP_019540814.2|AEAL	LOC6033630|XP_001844057.2|CQUI
OG0005564	LOC109404606|XP_029720235.1|AEAL	LOC6033644|XP_038107077.1|CQUI
OG0005565	LOC109411710|XP_019540826.2|AEAL	LOC6033645|XP_038107087.1|CQUI
OG0005566	LOC109411786|XP_019540932.2|AEAL	LOC6033646|XP_001844073.2|CQUI
OG0005567	LOC109411711|XP_019540827.2|AEAL	LOC6033647|XP_038107084.1|CQUI
OG0005568	LOC109420392|XP_019550306.2|AEAL	LOC6047483|XP_001864540.2|CQUI
OG0005569	LOC109411723|XP_019540847.2|AEAL	LOC6047481|XP_038112155.1|CQUI
OG0005570	LOC109420458|XP_029720181.1|AEAL	LOC6048348|XP_038107668.1|CQUI
OG0005571	LOC115262188|XP_029720385.1|AEAL	LOC6048806|XP_038116432.1|CQUI
OG0005572	LOC109419633|XP_019549442.2|AEAL, LOC109398252|XP_019526123.2|AEAL	LOC6039019|XP_001848697.2|CQUI
OG0005573	LOC109398245|XP_019526109.2|AEAL, LOC115262210|XP_029720411.1|AEAL	LOC6042668|XP_038115929.1|CQUI
OG0005574	LOC109411217|XP_019540260.2|AEAL, LOC115262191|XP_029720393.1|AEAL	LOC6042663|XP_038119489.1|CQUI
OG0005575	LOC109411234|XP_019540290.2|AEAL	LOC6042646|XP_001853174.2|CQUI
OG0005577	LOC109414183|XP_019543510.2|AEAL	LOC6046074|XP_001863328.1|CQUI
OG0005578	LOC109414177|XP_019543506.2|AEAL	LOC6046078|XP_038115171.1|CQUI
OG0005579	LOC109414176|XP_019543505.2|AEAL	LOC6037666|XP_038111197.1|CQUI, LOC6046079|XP_001863333.2|CQUI
OG0005580	LOC109414165|XP_019543493.1|AEAL, LOC115257206|XP_029712505.1|AEAL	LOC6053389|XP_001869487.2|CQUI
OG0005581	LOC115257200|XP_029712495.1|AEAL, LOC109414162|XP_029707886.1|AEAL	LOC6052552|XP_038117617.1|CQUI
OG0005582	LOC115254465|XP_029707879.1|AEAL, LOC109414155|XP_019543479.2|AEAL	LOC6052561|XP_038119689.1|CQUI
OG0005583	LOC115257205|XP_029712504.1|AEAL, LOC109414153|XP_019543474.2|AEAL	LOC6046096|XP_001863348.1|CQUI
OG0005584	LOC109406009|XP_029714010.1|AEAL, LOC109426340|XP_029707836.1|AEAL, LOC115268884|XP_029732931.1|AEAL	LOC6040493|XP_001849879.2|CQUI
OG0005585	LOC109426327|XP_029707823.1|AEAL	LOC6040479|XP_001849865.2|CQUI
OG0005586	LOC115258113|XP_029714012.1|AEAL, LOC109407229|XP_029707819.1|AEAL	LOC6040475|XP_001849861.1|CQUI
OG0005587	LOC109421714|XP_019551784.1|AEAL, LOC109426318|XP_019557319.1|AEAL	LOC6040468|XP_001849858.1|CQUI
OG0005588	LOC109421717|XP_029707817.1|AEAL, LOC109426316|XP_029713985.1|AEAL	LOC6040472|XP_038115253.1|CQUI
OG0005589	LOC109421721|XP_029713969.1|AEAL, LOC109425446|XP_019556260.2|AEAL	LOC6042675|XP_001870705.1|CQUI
OG0005590	LOC115254444|XP_029707811.1|AEAL, LOC109421723|XP_029713961.1|AEAL	LOC6042669|XP_001853361.2|CQUI
OG0005591	LOC115258107|XP_029713990.1|AEAL, LOC109421724|XP_019551797.2|AEAL	LOC6042674|XP_038118635.1|CQUI
OG0005592	LOC109425451|XP_019556264.1|AEAL, LOC109421726|XP_019551798.1|AEAL	LOC6042672|XP_001870702.2|CQUI
OG0005593	LOC109421731|XP_019551803.2|AEAL, LOC109425453|XP_019556268.1|AEAL	LOC6039012|XP_001848694.1|CQUI
OG0005594	LOC109425454|XP_029707804.1|AEAL, LOC109421732|XP_019551804.2|AEAL	LOC6039010|XP_038122307.1|CQUI
OG0005595	LOC109425455|XP_029707803.1|AEAL, LOC109421733|XP_029714002.1|AEAL	LOC6039009|XP_038122305.1|CQUI
OG0005596	LOC109425463|XP_019556278.2|AEAL, LOC109421737|XP_019551811.2|AEAL	LOC6039006|XP_038120764.1|CQUI
OG0005597	LOC115253568|XP_029713989.1|AEAL, LOC109425466|XP_029707796.1|AEAL	LOC6039003|XP_038122080.1|CQUI
OG0005599	LOC109427995|XP_019559200.2|AEAL, LOC115268733|XP_029732736.1|AEAL	LOC6054693|XP_038116257.1|CQUI
OG0005600	LOC109428009|XP_019559211.2|AEAL, LOC109418238|XP_019547940.2|AEAL	LOC6032198|XP_001842840.2|CQUI
OG0005601	LOC115253731|XP_029720816.1|AEAL, LOC109418243|XP_029720742.1|AEAL, LOC109428024|XP_029707555.1|AEAL	LOC6032204|XP_038117882.1|CQUI
OG0005602	LOC115262447|XP_029720712.1|AEAL, LOC109418247|XP_019547951.2|AEAL	LOC6032210|XP_001842850.2|CQUI
OG0005603	LOC109418254|XP_019547956.1|AEAL	LOC119769871|XP_038119543.1|CQUI
OG0005604	LOC115269952|XP_029734626.1|AEAL, LOC109418261|XP_019547967.2|AEAL	LOC119769519|XP_038118241.1|CQUI
OG0005605	LOC109418262|XP_019547968.2|AEAL	LOC6032227|XP_038121350.1|CQUI
OG0005606	LOC115262254|XP_029720527.1|AEAL, LOC109418270|XP_029720574.1|AEAL	LOC6032230|XP_038118864.1|CQUI
OG0005607	LOC109418288|XP_019547996.1|AEAL, LOC109428063|XP_019559284.1|AEAL	LOC6032245|XP_001842883.1|CQUI
OG0005608	LOC109418289|XP_029720406.1|AEAL, LOC109428067|XP_029719835.1|AEAL	LOC6032246|XP_038121670.1|CQUI
OG0005609	LOC109418290|XP_019547999.1|AEAL, LOC109428068|XP_029719847.1|AEAL	LOC6032247|XP_001842885.1|CQUI
OG0005610	LOC109428091|XP_019559318.2|AEAL, LOC109418316|XP_029720182.1|AEAL	LOC6054470|XP_038120609.1|CQUI
OG0005611	LOC109428096|XP_029720127.1|AEAL, LOC109418319|XP_029720055.1|AEAL	LOC6042217|XP_038117633.1|CQUI
OG0005612	LOC109418320|XP_029719807.1|AEAL, LOC109428098|XP_029720123.1|AEAL	LOC6042211|XP_038118249.1|CQUI
OG0005613	LOC109418330|XP_019548058.1|AEAL, LOC109427299|XP_019558361.1|AEAL	LOC6052366|XP_001868655.1|CQUI
OG0005614	LOC109427298|XP_029721127.1|AEAL, LOC109418329|XP_019548057.2|AEAL	LOC6052367|XP_038120686.1|CQUI
OG0005615	LOC109427305|XP_019558368.1|AEAL, LOC109418334|XP_019548065.1|AEAL	LOC6038132|XP_038118398.1|CQUI
OG0005616	LOC109427308|XP_029721225.1|AEAL	LOC6038140|XP_038121405.1|CQUI
OG0005617	LOC109418340|XP_029721233.1|AEAL, LOC109427311|XP_029721021.1|AEAL	LOC6038143|XP_038118127.1|CQUI
OG0005618	LOC115262649|XP_029721029.1|AEAL, LOC109418341|XP_029721243.1|AEAL	LOC6048871|XP_001865712.2|CQUI
OG0005619	LOC109418388|XP_029721379.1|AEAL	LOC6047497|XP_001864546.2|CQUI
OG0005620	LOC109426144|XP_029723113.1|AEAL, LOC109418413|XP_029721595.1|AEAL, LOC115254101|XP_029721901.1|AEAL	LOC6033028|XP_001843534.1|CQUI
OG0005621	LOC109418414|XP_019548144.1|AEAL, LOC109426145|XP_029721907.1|AEAL	LOC6033029|XP_038118717.1|CQUI
OG0005622	LOC109426149|XP_029721935.1|AEAL, LOC109418419|XP_029721625.1|AEAL	LOC6033032|XP_001843538.1|CQUI
OG0005623	LOC109418438|XP_029722657.1|AEAL, LOC109426167|XP_029708058.1|AEAL	LOC6033052|XP_038118586.1|CQUI
OG0005625	LOC109426177|XP_029722226.1|AEAL, LOC109418449|XP_029722025.1|AEAL	LOC6033065|XP_038117489.1|CQUI
OG0005626	LOC109426183|XP_029722001.1|AEAL	LOC6033070|XP_038121310.1|CQUI
OG0005627	LOC115263397|XP_029722544.1|AEAL, LOC109418454|XP_029722083.1|AEAL	LOC6033073|XP_038115124.1|CQUI
OG0005628	LOC115263365|XP_029722525.1|AEAL, LOC109418456|XP_029722268.1|AEAL	LOC6033075|XP_038120649.1|CQUI
OG0005629	LOC109426190|XP_019557177.1|AEAL	LOC6033082|XP_001843582.2|CQUI
OG0005630	LOC109419131|XP_029722295.1|AEAL, LOC115253624|XP_029722940.1|AEAL	LOC6033086|XP_038116377.1|CQUI
OG0005631	LOC109415965|XP_019545486.2|AEAL	LOC6047518|XP_001864562.2|CQUI
OG0005632	LOC109415966|XP_029723073.1|AEAL, LOC115263914|XP_029723096.1|AEAL	LOC6047519|XP_038121110.1|CQUI
OG0005633	LOC109419215|XP_019548967.2|AEAL	LOC6046353|XP_038117716.1|CQUI
OG0005634	LOC109415993|XP_019545513.2|AEAL	LOC6046356|XP_038118271.1|CQUI
OG0005635	LOC109415992|XP_019545511.2|AEAL	LOC6046358|XP_001863575.2|CQUI
OG0005636	LOC109407480|XP_019536061.2|AEAL	LOC6043566|XP_038117929.1|CQUI
OG0005637	LOC109419238|XP_029723473.1|AEAL, LOC109407476|XP_029723513.1|AEAL	LOC6043562|XP_001859935.1|CQUI
OG0005638	LOC109419239|XP_029723507.1|AEAL, LOC115264188|XP_029723496.1|AEAL	LOC6043560|XP_038118691.1|CQUI
OG0005639	LOC109407474|XP_029723482.1|AEAL, LOC109419240|XP_029723484.1|AEAL	LOC6043556|XP_038122321.1|CQUI
OG0005640	LOC109419260|XP_019549056.2|AEAL	LOC6041878|XP_038110971.1|CQUI, LOC6045116|XP_001862520.2|CQUI
OG0005641	LOC115254122|XP_029724035.1|AEAL, LOC109433357|XP_029733181.1|AEAL	LOC6049283|XP_038118513.1|CQUI
OG0005642	LOC109429471|XP_029724105.1|AEAL, LOC109415468|XP_029724600.1|AEAL	LOC6041941|XP_001851131.1|CQUI
OG0005643	LOC115264700|XP_029724570.1|AEAL, LOC109429473|XP_029724117.1|AEAL	LOC6041935|XP_001851125.1|CQUI
OG0005644	LOC109415472|XP_019544894.2|AEAL, LOC109429475|XP_019560975.2|AEAL	LOC6049901|XP_038119314.1|CQUI
OG0005645	LOC109415476|XP_029710354.1|AEAL, LOC109429483|XP_029724188.1|AEAL, LOC115264677|XP_029724509.1|AEAL	LOC6048722|XP_038120294.1|CQUI
OG0005646	LOC109429488|XP_019560992.2|AEAL, LOC109415722|XP_019545199.2|AEAL	LOC6048706|XP_038115680.1|CQUI
OG0005647	LOC109429499|XP_019561010.1|AEAL, LOC109406842|XP_019535382.1|AEAL	LOC6047993|XP_038121606.1|CQUI
OG0005648	LOC109406840|XP_019535379.1|AEAL, LOC109429498|XP_029724719.1|AEAL	LOC6047989|XP_038120917.1|CQUI
OG0005649	LOC109429505|XP_029724687.1|AEAL	LOC6046060|XP_038120782.1|CQUI
OG0005650	LOC109403006|XP_029724784.1|AEAL, LOC109429512|XP_029724636.1|AEAL	LOC6046053|XP_001863311.2|CQUI
OG0005651	LOC115264917|XP_029724845.1|AEAL, LOC109402881|XP_019531157.2|AEAL	LOC6048759|XP_001865634.2|CQUI
OG0005652	LOC109410424|XP_029725116.1|AEAL, LOC109401462|XP_029725270.1|AEAL	LOC6046220|XP_038115005.1|CQUI
OG0005653	LOC109410445|XP_019539546.2|AEAL, LOC109401477|XP_019529592.2|AEAL	LOC6046241|XP_001863468.2|CQUI
OG0005654	LOC109401472|XP_019529589.2|AEAL	LOC6046242|XP_001863469.2|CQUI
OG0005655	LOC109410449|XP_019539550.2|AEAL, LOC109401473|XP_029725791.1|AEAL	LOC6053488|XP_038121215.1|CQUI
OG0005656	LOC109410453|XP_029725746.1|AEAL, LOC109401496|XP_029726004.1|AEAL	LOC6053485|XP_038122201.1|CQUI
OG0005657	LOC109410419|XP_029726058.1|AEAL	LOC6041930|XP_038121635.1|CQUI
OG0005658	LOC109405853|XP_019534456.1|AEAL	LOC6047447|XP_001864501.1|CQUI
OG0005659	LOC109410407|XP_029725486.1|AEAL	LOC6054252|XP_038119057.1|CQUI
OG0005660	LOC109405833|XP_029726153.1|AEAL	LOC6039333|XP_038120790.1|CQUI
OG0005661	LOC109398753|XP_019526687.2|AEAL	LOC6039316|XP_038119228.1|CQUI
OG0005662	LOC109398746|XP_019526680.2|AEAL	LOC6039315|XP_001848943.2|CQUI
OG0005663	LOC109398755|XP_019526689.2|AEAL	LOC6052409|XP_038121725.1|CQUI
OG0005664	LOC109398757|XP_029726426.1|AEAL	LOC6041749|XP_038114520.1|CQUI
OG0005665	LOC109415391|XP_029726487.1|AEAL, LOC115253561|XP_029726578.1|AEAL	LOC6045483|XP_038118984.1|CQUI
OG0005666	LOC109411331|XP_029726669.1|AEAL, LOC115253695|XP_029726547.1|AEAL, LOC109427072|XP_029726686.1|AEAL	LOC6041811|XP_038114994.1|CQUI
OG0005667	LOC109411334|XP_029726911.1|AEAL, LOC115254153|XP_029726758.1|AEAL, LOC109427069|XP_029728596.1|AEAL	LOC119768666|XP_038114992.1|CQUI
OG0005668	LOC109405003|XP_029727115.1|AEAL	LOC6039483|XP_038115513.1|CQUI
OG0005671	LOC109413679|XP_019542938.2|AEAL	LOC6043267|XP_038121402.1|CQUI
OG0005672	LOC109622406|XP_019932267.2|AEAL	LOC6034963|XP_001845220.1|CQUI
OG0005673	LOC109415678|XP_019545150.2|AEAL	LOC6049023|XP_001865854.2|CQUI
OG0005674	LOC109415666|XP_019545127.2|AEAL	LOC6052587|XP_038115270.1|CQUI
OG0005675	LOC109415665|XP_019545126.1|AEAL	LOC6052589|XP_001868829.1|CQUI
OG0005676	LOC109425043|XP_019555797.2|AEAL, LOC109415654|XP_029727691.1|AEAL	LOC6040350|XP_001849753.2|CQUI
OG0005677	LOC109400204|XP_019528229.2|AEAL, LOC109427120|XP_019558231.2|AEAL	LOC6045695|XP_038121456.1|CQUI
OG0005678	LOC115253789|XP_029728085.1|AEAL, LOC109400192|XP_029727897.1|AEAL	LOC6052604|XP_038117890.1|CQUI
OG0005679	LOC109400208|XP_029727990.1|AEAL, LOC115254164|XP_029728210.1|AEAL	LOC6039392|XP_038118290.1|CQUI
OG0005680	LOC109427075|XP_029722999.1|AEAL	LOC6039746|XP_038114659.1|CQUI, LOC6039745|XP_038114654.1|CQUI
OG0005681	LOC115270921|XP_029736117.1|AEAL, LOC109413732|XP_019543008.1|AEAL	LOC6032250|XP_001842888.1|CQUI
OG0005682	LOC109413711|XP_029736106.1|AEAL, LOC109401982|XP_029736162.1|AEAL	LOC6042883|XP_038120414.1|CQUI
OG0005683	LOC109413887|XP_029736097.1|AEAL, LOC109401980|XP_029736094.1|AEAL	LOC6053453|XP_038122323.1|CQUI
OG0005684	LOC115270899|XP_029736095.1|AEAL	LOC6053452|XP_001869533.2|CQUI
OG0005685	LOC115253644|XP_029736324.1|AEAL	LOC6044222|XP_038116426.1|CQUI
OG0005690	LOC109404871|XP_029728503.1|AEAL	LOC6035034|XP_038116366.1|CQUI
OG0005691	LOC115266597|XP_029728900.1|AEAL	LOC6038148|XP_038118473.1|CQUI
OG0005692	LOC109423702|XP_029728924.1|AEAL, LOC115261020|XP_029718252.1|AEAL, LOC109415332|XP_029718271.1|AEAL	LOC6048873|XP_038116464.1|CQUI
OG0005693	LOC109423719|XP_029729205.1|AEAL	LOC6043884|XP_038116467.1|CQUI
OG0005694	LOC115266726|XP_029729126.1|AEAL	LOC6044686|XP_038116199.1|CQUI
OG0005695	LOC109411708|XP_019540828.1|AEAL	LOC6049537|XP_001866276.1|CQUI
OG0005696	LOC109425554|XP_019556344.1|AEAL	LOC6041229|XP_001850521.1|CQUI
OG0005697	LOC109425572|XP_019556358.2|AEAL	LOC6041228|XP_001850520.2|CQUI
OG0005698	LOC109425573|XP_019556359.2|AEAL	LOC6041227|XP_001850519.2|CQUI
OG0005699	LOC115266985|XP_029729600.1|AEAL, LOC109425582|XP_029712304.1|AEAL	LOC6041221|XP_038116325.1|CQUI
OG0005700	LOC109425552|XP_029729644.1|AEAL, LOC109425564|XP_029729890.1|AEAL, LOC115267117|XP_029729820.1|AEAL	LOC6041189|XP_038120084.1|CQUI
OG0005701	LOC115267336|XP_029730119.1|AEAL, LOC109411099|XP_019540093.2|AEAL	LOC6049607|XP_001866332.2|CQUI
OG0005702	LOC109411046|XP_019540034.1|AEAL, LOC115256312|XP_029710405.1|AEAL	LOC6052879|XP_038120415.1|CQUI
OG0005703	LOC109411026|XP_019540012.1|AEAL	LOC6052878|XP_038118101.1|CQUI
OG0005704	LOC109410894|XP_029730302.1|AEAL, LOC109410792|XP_029730467.1|AEAL	LOC6052586|XP_038119369.1|CQUI
OG0005705	LOC109410730|XP_029730353.1|AEAL, LOC109410889|XP_019539939.2|AEAL	LOC6040336|XP_038119036.1|CQUI
OG0005707	LOC115267649|XP_029730649.1|AEAL, LOC109409049|XP_029730696.1|AEAL, LOC115261311|XP_029718584.1|AEAL	LOC6043488|XP_038121098.1|CQUI
OG0005708	LOC109416773|XP_029735782.1|AEAL, LOC115270410|XP_029735940.1|AEAL	LOC6047740|XP_001864759.1|CQUI
OG0005709	LOC109400851|XP_019528880.1|AEAL	LOC6047736|XP_001864755.2|CQUI
OG0005710	LOC109416769|XP_019546372.2|AEAL	LOC6047732|XP_001864751.1|CQUI
OG0005711	LOC109414704|XP_019544089.2|AEAL, LOC109423449|XP_029731510.1|AEAL	LOC6052568|XP_001868818.1|CQUI
OG0005712	LOC109414535|XP_029731783.1|AEAL, LOC109423416|XP_029731714.1|AEAL	LOC6039130|XP_038114767.1|CQUI
OG0005713	LOC109423405|XP_029731824.1|AEAL, LOC115268045|XP_029731821.1|AEAL	LOC6039141|XP_038120618.1|CQUI
OG0005714	LOC109423385|XP_029731895.1|AEAL	LOC6039150|XP_038122174.1|CQUI
OG0005715	LOC109430450|XP_029732180.1|AEAL, LOC109409600|XP_029732161.1|AEAL	LOC6047594|XP_038115706.1|CQUI
OG0005716	LOC109430451|XP_029732172.1|AEAL, LOC109409570|XP_019538568.2|AEAL	LOC6047590|XP_038116526.1|CQUI
OG0005717	LOC109409573|XP_019538569.2|AEAL	LOC6047591|XP_001864630.2|CQUI
OG0005718	LOC109409574|XP_019538570.2|AEAL, LOC115268327|XP_029732219.1|AEAL	LOC6047592|XP_001864631.2|CQUI
OG0005719	LOC109430492|XP_029732513.1|AEAL, LOC109409594|XP_029732622.1|AEAL	LOC6049626|XP_001866353.1|CQUI
OG0005720	LOC109409592|XP_019538595.2|AEAL, LOC109430498|XP_029708872.1|AEAL	LOC6049629|XP_038120637.1|CQUI
OG0005721	LOC109433369|XP_029732978.1|AEAL	LOC6045140|XP_038118666.1|CQUI
OG0005722	LOC115268979|XP_029733116.1|AEAL, LOC109433366|XP_029732919.1|AEAL	LOC6042057|XP_038118659.1|CQUI
OG0005723	LOC109433376|XP_019565353.1|AEAL	LOC6042050|XP_038119530.1|CQUI
OG0005724	LOC109433364|XP_019565333.2|AEAL, LOC109399347|XP_019527328.2|AEAL	LOC6049382|XP_038118043.1|CQUI
OG0005725	LOC109399352|XP_029722695.1|AEAL, LOC109433370|XP_019565341.2|AEAL	LOC6049390|XP_038116132.1|CQUI
OG0005726	LOC109433312|XP_029732807.1|AEAL, LOC109399353|XP_029722688.1|AEAL	LOC6054117|XP_038120498.1|CQUI
OG0005727	LOC109433308|XP_019565282.2|AEAL, LOC109411025|XP_029733466.1|AEAL	LOC6036925|XP_038118378.1|CQUI
OG0005728	LOC109622066|XP_019931846.2|AEAL	LOC6054099|XP_038119757.1|CQUI
OG0005729	LOC109413914|XP_019543191.3|AEAL	LOC6053341|XP_038115779.1|CQUI
OG0005730	LOC109405056|XP_019533600.1|AEAL, LOC109621877|XP_019931629.2|AEAL	LOC6039829|XP_038121515.1|CQUI
OG0005731	LOC109622063|XP_029734074.1|AEAL, LOC109405054|XP_019533598.2|AEAL	LOC6039828|XP_038120326.1|CQUI
OG0005732	LOC109621876|XP_019931628.2|AEAL, LOC109405055|XP_029734297.1|AEAL	LOC6039821|XP_001849333.2|CQUI
OG0005733	LOC109405053|XP_019533596.2|AEAL, LOC109622059|XP_029733965.1|AEAL	LOC6039816|XP_038119809.1|CQUI
OG0005734	LOC109622057|XP_029733928.1|AEAL	LOC6039820|XP_038115148.1|CQUI
OG0005735	LOC109621300|XP_019931817.2|AEAL	LOC6039814|XP_038121738.1|CQUI
OG0005736	LOC109405023|XP_029721832.1|AEAL, LOC109622053|XP_029733861.1|AEAL	LOC6039809|XP_038121737.1|CQUI
OG0005737	LOC115269492|XP_029734133.1|AEAL, LOC109405014|XP_029733661.1|AEAL	LOC6039790|XP_038122090.1|CQUI
OG0005738	LOC109400368|XP_029733743.1|AEAL	LOC6039793|XP_038122091.1|CQUI
OG0005739	LOC109405016|XP_019528419.1|AEAL, LOC115253496|XP_029733739.1|AEAL	LOC6039789|XP_038122092.1|CQUI
OG0005740	LOC109400366|XP_029733640.1|AEAL, LOC115269287|XP_029733728.1|AEAL	LOC119769698|XP_038119039.1|CQUI
OG0005741	LOC109400374|XP_019528424.2|AEAL, LOC109432401|XP_019564292.2|AEAL	LOC119769699|XP_038119041.1|CQUI
OG0005742	LOC109400372|XP_019528421.1|AEAL, LOC109432402|XP_019564293.2|AEAL	LOC6054152|XP_038121686.1|CQUI
OG0005743	LOC115257435|XP_029712897.1|AEAL, LOC109400371|XP_019528420.2|AEAL	LOC6049242|XP_001866038.2|CQUI
OG0005744	LOC109400373|XP_019528422.2|AEAL, LOC109432405|XP_019564296.2|AEAL	LOC6054150|XP_001870113.2|CQUI
OG0005745	LOC109622365|XP_029734412.1|AEAL	LOC6051066|XP_038119546.1|CQUI
OG0005746	LOC109405991|XP_019534596.3|AEAL	LOC6050144|XP_001866801.2|CQUI
OG0005747	LOC109405984|XP_019534587.2|AEAL	LOC6050145|XP_038120735.1|CQUI
OG0005748	LOC109622356|XP_019932173.2|AEAL, LOC109405988|XP_029717060.1|AEAL	LOC119768854|XP_038116241.1|CQUI
OG0005749	LOC109405982|XP_029734516.1|AEAL, LOC109622353|XP_029717054.1|AEAL	LOC6051961|XP_038114795.1|CQUI
OG0005750	LOC109406697|XP_029734576.1|AEAL, LOC109622351|XP_019932162.2|AEAL	LOC6043768|XP_038118602.1|CQUI
OG0005751	LOC109408467|XP_029734891.1|AEAL, LOC115269988|XP_029734724.1|AEAL	LOC6045787|XP_001863089.2|CQUI
OG0005752	LOC109419357|XP_019549137.2|AEAL	LOC6051693|XP_001868084.2|CQUI
OG0005753	LOC109408431|XP_019537306.2|AEAL	LOC6039715|XP_001849270.2|CQUI
OG0005754	LOC109401060|XP_019529089.2|AEAL	LOC6039699|XP_001849258.1|CQUI
OG0005755	LOC109408415|XP_019537276.2|AEAL, LOC109401055|XP_029734997.1|AEAL	LOC6039684|XP_038118470.1|CQUI
OG0005756	LOC109408497|XP_029717133.1|AEAL, LOC109432410|XP_019564300.2|AEAL	LOC6048020|XP_038119125.1|CQUI
OG0005757	LOC109408493|XP_029736035.1|AEAL, LOC109424111|XP_019554757.1|AEAL	LOC6047809|XP_038118855.1|CQUI
OG0005758	LOC109416273|XP_029736067.1|AEAL, LOC109424103|XP_029718223.1|AEAL	LOC6042972|XP_038117984.1|CQUI
OG0005759	LOC109416290|XP_029736090.1|AEAL	LOC6044305|XP_038119603.1|CQUI
OG0005760	LOC109424060|XP_019554681.2|AEAL	LOC6032530|XP_038121179.1|CQUI
OG0005761	LOC109426214|XP_019557207.2|AEAL	LOC6032532|XP_038118595.1|CQUI
OG0005762	LOC109426215|XP_019557208.2|AEAL	LOC6032534|XP_001843115.2|CQUI
OG0005763	LOC109424049|XP_019554662.1|AEAL	LOC6032542|XP_001843122.1|CQUI
OG0005764	LOC115266040|XP_029727729.1|AEAL, LOC109426230|XP_019557236.1|AEAL	LOC6032547|XP_038119212.1|CQUI
OG0005765	LOC115253785|XP_029727713.1|AEAL, LOC109424040|XP_029727711.1|AEAL	LOC6032553|XP_038118544.1|CQUI
OG0005766	LOC109424037|XP_029727694.1|AEAL	LOC6032562|XP_038117788.1|CQUI
OG0005767	LOC109424032|XP_029727697.1|AEAL	LOC6032564|XP_001843140.2|CQUI
OG0005768	LOC109416409|XP_019546017.2|AEAL, LOC109424014|XP_029727765.1|AEAL	LOC6048879|XP_038118825.1|CQUI
OG0005769	LOC109431793|XP_029727841.1|AEAL, LOC109431870|XP_029730487.1|AEAL	LOC6039528|XP_038118455.1|CQUI
OG0005770	LOC109431790|XP_029727871.1|AEAL, LOC115266080|XP_029727851.1|AEAL	LOC6039521|XP_038114864.1|CQUI
OG0005771	LOC109431791|XP_019563601.2|AEAL	LOC6039519|XP_001849121.2|CQUI
OG0005773	LOC109431875|XP_019563687.2|AEAL, LOC109422745|XP_029712668.1|AEAL	LOC6039500|XP_001849103.1|CQUI
OG0005774	LOC109431891|XP_019563698.1|AEAL, LOC109422738|XP_019553163.1|AEAL	LOC6039487|XP_001849093.2|CQUI
OG0005775	LOC109422733|XP_019553157.1|AEAL, LOC109412298|XP_019541481.1|AEAL	LOC6039532|XP_038118951.1|CQUI
OG0005776	LOC109422720|XP_019553133.2|AEAL, LOC109412308|XP_029729844.1|AEAL	LOC6043445|XP_038118008.1|CQUI
OG0005777	LOC115266146|XP_029727968.1|AEAL, LOC109412345|XP_019541533.2|AEAL	LOC6043431|XP_001859028.2|CQUI
OG0005778	LOC115266097|XP_029727883.1|AEAL, LOC109422692|XP_029736384.1|AEAL, LOC115266111|XP_029727929.1|AEAL, LOC115260992|XP_029718222.1|AEAL, LOC109412335|XP_029727932.1|AEAL, LOC115264199|XP_029723537.1|AEAL	LOC6044523|XP_038118948.1|CQUI
OG0005779	LOC115254267|XP_029736393.1|AEAL, LOC109401124|XP_029733154.1|AEAL, LOC109422675|XP_029727945.1|AEAL	LOC6045570|XP_038115075.1|CQUI
OG0005780	LOC109422674|XP_029727946.1|AEAL, LOC109422535|XP_029736392.1|AEAL	LOC6045571|XP_038120833.1|CQUI
OG0005781	LOC109422670|XP_019553074.1|AEAL, LOC109401135|XP_029716940.1|AEAL	LOC6042293|XP_038121388.1|CQUI
OG0005782	LOC115260171|XP_029716939.1|AEAL, LOC109401118|XP_019529143.2|AEAL	LOC6042291|XP_001851427.2|CQUI
OG0005783	LOC109422531|XP_029716930.1|AEAL, LOC115271084|XP_029736409.1|AEAL	LOC6042271|XP_001851408.1|CQUI
OG0005784	LOC109422641|XP_029716781.1|AEAL, LOC109402798|XP_029736424.1|AEAL	LOC6046890|XP_038121578.1|CQUI
OG0005785	LOC109402771|XP_029716775.1|AEAL, LOC109422639|XP_029736431.1|AEAL	LOC6046891|XP_038117596.1|CQUI
