Orthogroup	AEAL.longest_only	SLEB.longest_only
OG0004506	LOC109431065|XP_029709617.1|AEAL, LOC109405380|XP_029709612.1|AEAL	LOC115621756|XP_030371350.1|SLEB
OG0004507	LOC115255634|XP_029709587.1|AEAL, LOC109405368|XP_019533967.2|AEAL	LOC115621829|XP_030371497.1|SLEB
OG0004508	LOC109413201|XP_029710437.1|AEAL	LOC115621400|XP_030370904.1|SLEB
OG0004509	LOC115254882|XP_029708430.1|AEAL, LOC109424931|XP_029710460.1|AEAL	LOC115623207|XP_030373291.1|SLEB
OG0004510	LOC109431113|XP_029718294.1|AEAL, LOC109424970|XP_019555711.2|AEAL	LOC115626665|XP_030377944.1|SLEB
OG0004511	LOC109424976|XP_029718299.1|AEAL, LOC109431121|XP_029711667.1|AEAL	LOC115620691|XP_030369921.1|SLEB
OG0004512	LOC109431102|XP_029710944.1|AEAL, LOC109424942|XP_029710936.1|AEAL	LOC115628063|XP_030379887.1|SLEB
OG0004513	LOC109431135|XP_029710671.1|AEAL, LOC109424991|XP_029710766.1|AEAL	LOC115627726|XP_030379338.1|SLEB
OG0004514	LOC109431133|XP_019562869.2|AEAL, LOC115256400|XP_029710724.1|AEAL	LOC115628055|XP_030379872.1|SLEB
OG0004515	LOC109415543|XP_019544975.2|AEAL, LOC109431129|XP_019562857.2|AEAL	LOC115627413|XP_030378934.1|SLEB
OG0004516	LOC109431151|XP_019562901.1|AEAL, LOC115256867|XP_029711806.1|AEAL, LOC109415554|XP_019544985.2|AEAL	LOC115629355|XP_030381666.1|SLEB
OG0004517	LOC109415631|XP_019545093.2|AEAL, LOC115256859|XP_029711778.1|AEAL, LOC115256858|XP_029711773.1|AEAL	LOC115627303|XP_030378798.1|SLEB
OG0004518	LOC109431108|XP_029711965.1|AEAL, LOC109415781|XP_029710698.1|AEAL	LOC115627409|XP_030378924.1|SLEB
OG0004519	LOC115256333|XP_029710495.1|AEAL, LOC109415826|XP_019545315.2|AEAL	LOC115620686|XP_030369914.1|SLEB
OG0004520	LOC109431170|XP_029713811.1|AEAL, LOC109412257|XP_029710552.1|AEAL	LOC115633354|XP_030386651.1|SLEB
OG0004521	LOC109413491|XP_019542719.2|AEAL	LOC115620057|XP_030369056.1|SLEB
OG0004522	LOC109405109|XP_029711084.1|AEAL, LOC109428335|XP_029708269.1|AEAL	LOC115633287|XP_030386556.1|SLEB
OG0004523	LOC109424768|XP_029732670.1|AEAL, LOC109417230|XP_029710491.1|AEAL	LOC115621134|XP_030370546.1|SLEB
OG0004524	LOC109424763|XP_019555489.2|AEAL, LOC109433658|XP_019565659.2|AEAL	LOC115626795|XP_030378122.1|SLEB
OG0004525	LOC115269331|XP_029733826.1|AEAL, LOC109433644|XP_029711757.1|AEAL, LOC115256817|XP_029711648.1|AEAL	LOC115627607|XP_030379193.1|SLEB
OG0004526	LOC109433653|XP_029710952.1|AEAL, LOC115256444|XP_029710910.1|AEAL, LOC115269330|XP_029733825.1|AEAL	LOC115626752|XP_030378067.1|SLEB
OG0004527	LOC109408933|XP_019537875.2|AEAL	LOC115627125|XP_030378556.1|SLEB
OG0004528	LOC109415233|XP_029712288.1|AEAL, LOC115256449|XP_029710924.1|AEAL, LOC109428359|XP_029710159.1|AEAL	LOC115629249|XP_030381526.1|SLEB
OG0004529	LOC109415218|XP_029710156.1|AEAL, LOC109428368|XP_029711939.1|AEAL	LOC115627107|XP_030378529.1|SLEB
OG0004530	LOC109428405|XP_019559676.1|AEAL	LOC115626870|XP_030378237.1|SLEB
OG0004531	LOC115269148|XP_029733418.1|AEAL, LOC109415184|XP_029711623.1|AEAL	LOC115622022|XP_030371741.1|SLEB
OG0004532	LOC109428432|XP_019559733.2|AEAL, LOC109430513|XP_019562125.2|AEAL	LOC115629953|XP_030382424.1|SLEB
OG0004533	LOC109428439|XP_019559749.2|AEAL, LOC109422148|XP_029729613.1|AEAL	LOC115629244|XP_030381521.1|SLEB
OG0004534	LOC109422171|XP_029716707.1|AEAL, LOC109428462|XP_019559771.2|AEAL	LOC115629238|XP_030381513.1|SLEB
OG0004535	LOC109428466|XP_019559775.2|AEAL, LOC109422176|XP_019552363.2|AEAL	LOC115628354|XP_030380289.1|SLEB
OG0004536	LOC109428467|XP_029711043.1|AEAL	LOC115627703|XP_030379306.1|SLEB
OG0004537	LOC109428468|XP_019559780.2|AEAL	LOC115628914|XP_030381037.1|SLEB
OG0004539	LOC109428481|XP_019559801.2|AEAL	LOC115621768|XP_030371367.1|SLEB
OG0004540	LOC109416895|XP_019546561.2|AEAL	LOC115627097|XP_030378512.1|SLEB
OG0004541	LOC109402643|XP_029710693.1|AEAL	LOC115633658|XP_030386964.1|SLEB
OG0004542	LOC109402631|XP_029711894.1|AEAL	LOC115630201|XP_030382629.1|SLEB, LOC115626827|XP_030378168.1|SLEB
OG0004543	LOC115266730|XP_029729129.1|AEAL, LOC109397909|XP_029710470.1|AEAL, LOC115255700|XP_029709659.1|AEAL	LOC115627219|XP_030378701.1|SLEB
OG0004544	LOC115266727|XP_029729125.1|AEAL, LOC109397861|XP_029711274.1|AEAL, LOC109402681|XP_019530928.2|AEAL	LOC115626664|XP_030377941.1|SLEB
OG0004545	LOC109397913|XP_019525797.2|AEAL	LOC115620922|XP_030370282.1|SLEB
OG0004546	LOC115254576|XP_029708046.1|AEAL, LOC109406970|XP_019535530.2|AEAL	LOC115633683|XP_030386997.1|SLEB
OG0004547	LOC109397885|XP_029710781.1|AEAL	LOC115628707|XP_030380761.1|SLEB
OG0004548	LOC109427493|XP_019558587.2|AEAL	LOC115629134|XP_030381336.1|SLEB
OG0004549	LOC115256334|XP_029710498.1|AEAL, LOC109427501|XP_019558596.2|AEAL	LOC115627010|XP_030378390.1|SLEB
OG0004550	LOC115256503|XP_029711030.1|AEAL, LOC109427529|XP_019558627.2|AEAL	LOC115629913|XP_030382379.1|SLEB
OG0004551	LOC109427530|XP_019558628.2|AEAL, LOC115256491|XP_029711010.1|AEAL	LOC115624986|XP_030375708.1|SLEB
OG0004552	LOC109427533|XP_019558632.2|AEAL, LOC115253670|XP_029711476.1|AEAL	LOC115627043|XP_030378436.1|SLEB
OG0004553	LOC109427538|XP_019558648.2|AEAL, LOC115256344|XP_029710529.1|AEAL	LOC115633060|XP_030386263.1|SLEB
OG0004554	LOC115256331|XP_029710478.1|AEAL, LOC115259454|XP_029715887.1|AEAL, LOC109406861|XP_029716354.1|AEAL	LOC115633415|XP_030386721.1|SLEB
OG0004555	LOC115264498|XP_029724102.1|AEAL, LOC115264502|XP_029724106.1|AEAL, LOC109406869|XP_019535417.2|AEAL	LOC115633416|XP_030386722.1|SLEB
OG0004556	LOC109401876|XP_019530017.2|AEAL, LOC115264817|XP_029724690.1|AEAL	LOC115630195|XP_030382622.1|SLEB
OG0004557	LOC109401938|XP_029724109.1|AEAL, LOC115256740|XP_029711541.1|AEAL	LOC115628961|XP_030381097.1|SLEB
OG0004558	LOC115266763|XP_029729182.1|AEAL, LOC109401894|XP_019530049.2|AEAL	LOC115627640|XP_030379234.1|SLEB
OG0004559	LOC109401913|XP_019530074.1|AEAL	LOC115620598|XP_030369772.1|SLEB
OG0004560	LOC109401877|XP_019530018.2|AEAL, LOC109414697|XP_019544074.2|AEAL	LOC115628071|XP_030379904.1|SLEB
OG0004561	LOC109401939|XP_029709673.1|AEAL	LOC115625336|XP_030376221.1|SLEB
OG0004562	LOC109401916|XP_029729494.1|AEAL, LOC109414691|XP_029709676.1|AEAL	LOC115620662|XP_030369875.1|SLEB
OG0004563	LOC109401933|XP_029709678.1|AEAL	LOC115620675|XP_030369899.1|SLEB
OG0004564	LOC109414688|XP_029709727.1|AEAL, LOC109401947|XP_019530120.2|AEAL	LOC115623797|XP_030374198.1|SLEB
OG0004565	LOC109401895|XP_019530050.2|AEAL, LOC109414684|XP_019544060.2|AEAL	LOC115621589|XP_030371139.1|SLEB
OG0004566	LOC109401889|XP_019530042.2|AEAL	LOC115629506|XP_030381847.1|SLEB
OG0004567	LOC109414702|XP_019544083.1|AEAL, LOC109401886|XP_019530036.1|AEAL	LOC115626816|XP_030378152.1|SLEB
OG0004568	LOC109401828|XP_029709662.1|AEAL, LOC109412089|XP_019541276.2|AEAL, LOC115255725|XP_029709704.1|AEAL	LOC115626658|XP_030377929.1|SLEB
OG0004569	LOC109401821|XP_029733378.1|AEAL	LOC115620625|XP_030369814.1|SLEB
OG0004570	LOC109410340|XP_029733269.1|AEAL	LOC115621251|XP_030370709.1|SLEB
OG0004571	LOC109422038|XP_019552221.2|AEAL	LOC115627468|XP_030379000.1|SLEB
OG0004572	LOC109421972|XP_019552154.2|AEAL	LOC115630517|XP_030382979.1|SLEB
OG0004573	LOC115269048|XP_029733208.1|AEAL, LOC115269053|XP_029733217.1|AEAL	LOC115621161|XP_030370581.1|SLEB
OG0004574	LOC109397204|XP_019525092.1|AEAL, LOC109432080|XP_019563924.1|AEAL, LOC115269045|XP_029733203.1|AEAL	LOC115628913|XP_030381036.1|SLEB
OG0004575	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL	LOC115628852|XP_030380962.1|SLEB
OG0004576	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL	LOC115620453|XP_030369544.1|SLEB
OG0004577	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL	LOC115625093|XP_030375852.1|SLEB
OG0004578	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL	LOC115627193|XP_030378658.1|SLEB
OG0004579	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL	LOC115631001|XP_030383456.1|SLEB
OG0004580	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL	LOC115620569|XP_030369723.1|SLEB
OG0004581	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL	LOC115620396|XP_030369468.1|SLEB
OG0004582	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL	LOC115620869|XP_030370202.1|SLEB
OG0004583	LOC109421974|XP_019552155.2|AEAL	LOC115633258|XP_030386522.1|SLEB
OG0004584	LOC109424617|XP_019555330.2|AEAL	LOC115628169|XP_030380010.1|SLEB
OG0004585	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL	LOC115621273|XP_030370735.1|SLEB
OG0004586	LOC109427434|XP_019558534.2|AEAL	LOC115627545|XP_030379120.1|SLEB
OG0004587	LOC109427430|XP_019558531.2|AEAL	LOC115620912|XP_030370266.1|SLEB
OG0004588	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL	LOC115620760|XP_030370020.1|SLEB
OG0004589	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL	LOC115627614|XP_030379205.1|SLEB
OG0004590	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL	LOC115621975|XP_030371685.1|SLEB
OG0004591	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL	LOC115620366|XP_030369431.1|SLEB
OG0004592	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL	LOC115629796|XP_030382218.1|SLEB
OG0004593	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL	LOC115633388|XP_030386691.1|SLEB
OG0004594	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL	LOC115627014|XP_030378396.1|SLEB
OG0004595	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL	LOC115628837|XP_030380938.1|SLEB
OG0004596	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL	LOC115626956|XP_030378331.1|SLEB
OG0004597	LOC109405090|XP_029710546.1|AEAL	LOC115629859|XP_030382306.1|SLEB
OG0004598	LOC109416544|XP_019546170.1|AEAL	LOC115632302|XP_030385264.1|SLEB
OG0004599	LOC109405092|XP_019533635.3|AEAL	LOC115631538|XP_030384170.1|SLEB
OG0004600	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL	LOC115627384|XP_030378897.1|SLEB
OG0004601	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL	LOC115627386|XP_030378899.1|SLEB
OG0004602	LOC109409421|XP_029710884.1|AEAL	LOC115633317|XP_030386607.1|SLEB
OG0004603	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL	LOC115631709|XP_030384396.1|SLEB
OG0004604	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL	LOC115633233|XP_030386487.1|SLEB
OG0004605	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL	LOC115628712|XP_030380765.1|SLEB
OG0004606	LOC115269543|XP_029734185.1|AEAL	LOC115624058|XP_030374500.1|SLEB
OG0004607	LOC115269558|XP_029734210.1|AEAL	LOC115628958|XP_030381093.1|SLEB
OG0004608	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL	LOC115626811|XP_030378143.1|SLEB
OG0004609	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL	LOC115627776|XP_030379444.1|SLEB
OG0004610	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL	LOC115620858|XP_030370176.1|SLEB
OG0004611	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL	LOC115621125|XP_030370531.1|SLEB
OG0004612	LOC109414078|XP_029710205.1|AEAL	LOC115620850|XP_030370154.1|SLEB
OG0004613	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL	LOC115620422|XP_030369506.1|SLEB
OG0004614	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL	LOC115627503|XP_030379052.1|SLEB, LOC115627510|XP_030379064.1|SLEB
OG0004615	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL	LOC115628888|XP_030381005.1|SLEB
OG0004616	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL	LOC115628693|XP_030380730.1|SLEB
OG0004617	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL	LOC115631015|XP_030383485.1|SLEB
OG0004618	LOC109402240|XP_029729980.1|AEAL	LOC115621629|XP_030371189.1|SLEB
OG0004619	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL	LOC115620901|XP_030370249.1|SLEB
OG0004620	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL	LOC115620348|XP_030369408.1|SLEB
OG0004621	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL	LOC115625326|XP_030376209.1|SLEB
OG0004622	LOC109422942|XP_029717448.1|AEAL	LOC115620285|XP_030369319.1|SLEB
OG0004623	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL	LOC115620207|XP_030369202.1|SLEB
OG0004624	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL	LOC115625241|XP_030376093.1|SLEB
OG0004625	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL	LOC115629898|XP_030382359.1|SLEB
OG0004626	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL	LOC115626685|XP_030377973.1|SLEB
OG0004627	LOC109431907|XP_029727753.1|AEAL	LOC115628442|XP_030380411.1|SLEB
OG0004628	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL	LOC115626973|XP_030378348.1|SLEB
OG0004629	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL	LOC115620865|XP_030370193.1|SLEB
OG0004630	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL	LOC115620867|XP_030370196.1|SLEB
OG0004632	LOC109423080|XP_029715779.1|AEAL	LOC115620537|XP_030369675.1|SLEB
OG0004633	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL	LOC115621441|XP_030370955.1|SLEB
OG0004634	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL	LOC115620670|XP_030369890.1|SLEB
OG0004635	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL	LOC115633414|XP_030386718.1|SLEB
OG0004636	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL	LOC115627364|XP_030378874.1|SLEB
OG0004637	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL	LOC115628842|XP_030380943.1|SLEB
OG0004638	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL	LOC115633411|XP_030386715.1|SLEB
OG0004639	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL	LOC115621420|XP_030370931.1|SLEB
OG0004640	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL	LOC115621032|XP_030370411.1|SLEB
OG0004641	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL	LOC115627554|XP_030379132.1|SLEB
OG0004642	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL	LOC115628833|XP_030380932.1|SLEB
OG0004644	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL	LOC115629148|XP_030381369.1|SLEB
OG0004645	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL	LOC115631535|XP_030384168.1|SLEB
OG0004646	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL	LOC115621307|XP_030370779.1|SLEB
OG0004647	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL	LOC115629922|XP_030382387.1|SLEB
OG0004648	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL	LOC115627511|XP_030379065.1|SLEB
OG0004649	LOC109427740|XP_029717820.1|AEAL	LOC115627002|XP_030378377.1|SLEB
OG0004650	LOC109431403|XP_019563166.2|AEAL	LOC115631484|XP_030384099.1|SLEB
OG0004651	LOC109415596|XP_029717907.1|AEAL	LOC115621468|XP_030370988.1|SLEB
OG0004652	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL	LOC115621297|XP_030370764.1|SLEB
OG0004653	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL	LOC115630034|XP_030382531.1|SLEB
OG0004654	LOC109427357|XP_029733713.1|AEAL	LOC115631579|XP_030384235.1|SLEB
OG0004655	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL	LOC115621363|XP_030370847.1|SLEB
OG0004656	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL	LOC115627577|XP_030379160.1|SLEB
OG0004657	LOC109431799|XP_029733685.1|AEAL	LOC115623863|XP_030374268.1|SLEB
OG0004658	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL	LOC115621617|XP_030371171.1|SLEB
OG0004659	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL	LOC115620191|XP_030369182.1|SLEB
OG0004660	LOC109412185|XP_019541384.2|AEAL	LOC115620225|XP_030369226.1|SLEB
OG0004661	LOC109412190|XP_019541389.2|AEAL	LOC115621304|XP_030370777.1|SLEB
OG0004662	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL	LOC115623888|XP_030374300.1|SLEB
OG0004663	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL	LOC115629655|XP_030382029.1|SLEB, LOC115629650|XP_030382020.1|SLEB
OG0004664	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL	LOC115629701|XP_030382079.1|SLEB
OG0004665	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL	LOC115628927|XP_030381049.1|SLEB
OG0004666	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL	LOC115620433|XP_030369521.1|SLEB
OG0004667	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL	LOC115621056|XP_030370437.1|SLEB
OG0004668	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL	LOC115629961|XP_030382434.1|SLEB
OG0004669	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL	LOC115625992|XP_030377096.1|SLEB
OG0004670	LOC109405497|XP_019534142.1|AEAL	LOC115623514|XP_030373754.1|SLEB
OG0004671	LOC109406996|XP_029713910.1|AEAL	LOC115620702|XP_030369935.1|SLEB
OG0004672	LOC109405653|XP_019534268.2|AEAL	LOC115625111|XP_030375877.1|SLEB
OG0004673	LOC109419673|XP_019549458.2|AEAL	LOC115629784|XP_030382198.1|SLEB, LOC115620403|XP_030369482.1|SLEB
OG0004674	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL	LOC115621182|XP_030370616.1|SLEB
OG0004675	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL	LOC115621816|XP_030371463.1|SLEB
OG0004676	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL	LOC115620892|XP_030370235.1|SLEB
OG0004677	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL	LOC115621917|XP_030371618.1|SLEB
OG0004678	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL	LOC115621313|XP_030370787.1|SLEB
OG0004679	LOC115263685|XP_029722769.1|AEAL	LOC115620297|XP_030369339.1|SLEB
OG0004680	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL	LOC115620268|XP_030369287.1|SLEB
OG0004681	LOC109432154|XP_019564007.2|AEAL	LOC115621642|XP_030371200.1|SLEB
OG0004682	LOC109423465|XP_019553984.1|AEAL	LOC115630705|XP_030383218.1|SLEB, LOC115630412|XP_030382808.1|SLEB
OG0004683	LOC109423494|XP_019554006.1|AEAL	LOC115621352|XP_030370835.1|SLEB
OG0004684	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL	LOC115621222|XP_030370668.1|SLEB
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC115620635|XP_030369827.1|SLEB
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC115625299|XP_030376174.1|SLEB
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC115621214|XP_030370656.1|SLEB
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC115623442|XP_030373652.1|SLEB, LOC115623947|XP_030374369.1|SLEB
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC115621340|XP_030370819.1|SLEB
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC115623439|XP_030373647.1|SLEB
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC115620664|XP_030369878.1|SLEB
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC115620512|XP_030369636.1|SLEB
OG0004694	LOC109430292|XP_019561887.2|AEAL	LOC115628785|XP_030380859.1|SLEB
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC115621813|XP_030371458.1|SLEB
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC115621907|XP_030371597.1|SLEB
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC115629222|XP_030381492.1|SLEB
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC115629123|XP_030381320.1|SLEB
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC115621083|XP_030370473.1|SLEB
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC115620872|XP_030370208.1|SLEB
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC115624423|XP_030375021.1|SLEB
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC115621777|XP_030371393.1|SLEB
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC115621358|XP_030370840.1|SLEB
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC115625140|XP_030375918.1|SLEB
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC115623672|XP_030373999.1|SLEB
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC115633130|XP_030386392.1|SLEB
OG0004707	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL	LOC115628073|XP_030379906.1|SLEB
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC115623418|XP_030373596.1|SLEB
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC115620315|XP_030369367.1|SLEB
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC115621925|XP_030371629.1|SLEB
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC115621935|XP_030371642.1|SLEB
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC115621463|XP_030370980.1|SLEB
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC115620871|XP_030370204.1|SLEB
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC115625545|XP_030376482.1|SLEB
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC115625811|XP_030376856.1|SLEB
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC115620236|XP_030369241.1|SLEB
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC115627478|XP_030379016.1|SLEB
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC115631531|XP_030384162.1|SLEB
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC115620944|XP_030370320.1|SLEB
