Orthogroup	AEAL.longest_only	DGUA.longest_only
OG0004127	LOC109413884|XP_019543154.1|AEAL, LOC115270930|XP_029736136.1|AEAL	LOC117587853|XP_034134710.1|DGUA
OG0004130	LOC115266491|XP_029728590.1|AEAL, LOC109401337|XP_029723222.1|AEAL, LOC115266370|XP_029728459.1|AEAL	LOC117581189|XP_034124031.1|DGUA
OG0004131	LOC109423854|XP_029728972.1|AEAL, LOC115254178|XP_029728886.1|AEAL, LOC109415775|XP_029712096.1|AEAL	LOC117585958|XP_034131652.1|DGUA
OG0004132	LOC115266633|XP_029729003.1|AEAL, LOC115266602|XP_029728911.1|AEAL, LOC109415326|XP_029728992.1|AEAL	LOC117589367|XP_034137167.1|DGUA
OG0004133	LOC109415340|XP_019544772.2|AEAL, LOC109423651|XP_029729312.1|AEAL	LOC117584256|XP_034128951.1|DGUA
OG0004134	LOC109415343|XP_029729170.1|AEAL, LOC109423625|XP_029729323.1|AEAL	LOC117585545|XP_034130955.1|DGUA
OG0004135	LOC109416221|XP_029712373.1|AEAL, LOC109411737|XP_029729367.1|AEAL	LOC117586689|XP_034132836.1|DGUA
OG0004136	LOC109425542|XP_019556334.2|AEAL	LOC117590021|XP_034138205.1|DGUA
OG0004137	LOC109425545|XP_019556336.2|AEAL, LOC109411295|XP_019540375.2|AEAL	LOC117592408|XP_034142035.1|DGUA
OG0004138	LOC115267015|XP_029729647.1|AEAL, LOC115267156|XP_029729858.1|AEAL, LOC109411254|XP_019540322.2|AEAL, LOC109425595|XP_019556385.2|AEAL	LOC117589079|XP_034136606.1|DGUA
OG0004139	LOC115267146|XP_029729851.1|AEAL, LOC109411846|XP_019541005.2|AEAL, LOC115267088|XP_029729807.1|AEAL, LOC109425549|XP_029729655.1|AEAL	LOC117581574|XP_034124814.1|DGUA
OG0004140	LOC109411109|XP_019540104.2|AEAL, LOC109410905|XP_019539967.2|AEAL	LOC117591013|XP_034139991.1|DGUA
OG0004141	LOC115258977|XP_029715341.1|AEAL, LOC109410943|XP_029718449.1|AEAL	LOC117587415|XP_034134030.1|DGUA
OG0004142	LOC109400860|XP_019528890.2|AEAL, LOC109415487|XP_029731028.1|AEAL	LOC117590965|XP_034139914.1|DGUA
OG0004143	LOC109416752|XP_029731221.1|AEAL	LOC117582777|XP_034126638.1|DGUA
OG0004144	LOC109423452|XP_029731476.1|AEAL, LOC109414743|XP_019544121.1|AEAL	LOC117588109|XP_034135071.1|DGUA
OG0004145	LOC115269174|XP_029733442.1|AEAL, LOC115267956|XP_029731633.1|AEAL, LOC109414654|XP_019544041.2|AEAL	LOC117589215|XP_034136851.1|DGUA
OG0004146	LOC109414620|XP_029733448.1|AEAL, LOC109423423|XP_029731724.1|AEAL, LOC115267959|XP_029731660.1|AEAL	LOC117585891|XP_034131538.1|DGUA
OG0004147	LOC109430482|XP_029732153.1|AEAL	LOC117587848|XP_034134706.1|DGUA
OG0004148	LOC109405762|XP_029732655.1|AEAL, LOC109430416|XP_029718974.1|AEAL	LOC117589599|XP_034137563.1|DGUA
OG0004149	LOC115261482|XP_029719049.1|AEAL, LOC109430493|XP_029732712.1|AEAL	LOC117586327|XP_034132209.1|DGUA
OG0004150	LOC109433375|XP_019565352.2|AEAL, LOC109405764|XP_029718046.1|AEAL	LOC117585426|XP_034130791.1|DGUA
OG0004151	LOC109399310|XP_029732940.1|AEAL	LOC117582762|XP_034126616.1|DGUA
OG0004152	LOC115268859|XP_029732894.1|AEAL, LOC109433396|XP_029719130.1|AEAL	LOC117586759|XP_034132960.1|DGUA
OG0004153	LOC109399354|XP_019527338.2|AEAL, LOC109433368|XP_019565338.2|AEAL	LOC117578509|XP_034119938.1|DGUA
OG0004154	LOC115268812|XP_029732848.1|AEAL, LOC109399346|XP_029716624.1|AEAL, LOC109433363|XP_019565331.2|AEAL	LOC117589257|XP_034136923.1|DGUA
OG0004155	LOC115266708|XP_029729091.1|AEAL	LOC117585531|XP_034130939.1|DGUA
OG0004156	LOC109622122|XP_019931896.2|AEAL	LOC117585611|XP_034131057.1|DGUA
OG0004157	LOC109433314|XP_019565293.1|AEAL, LOC109622087|XP_019931870.2|AEAL	LOC117590344|XP_034138734.1|DGUA
OG0004158	LOC109413927|XP_019543203.2|AEAL, LOC109622097|XP_019931876.2|AEAL	LOC117587195|XP_034133630.1|DGUA
OG0004159	LOC109622070|XP_019931853.2|AEAL, LOC109413926|XP_019543202.1|AEAL	LOC117585931|XP_034131587.1|DGUA
OG0004160	LOC115269506|XP_029734149.1|AEAL, LOC115269073|XP_029733263.1|AEAL	LOC117587118|XP_034133505.1|DGUA
OG0004161	LOC115253636|XP_029734303.1|AEAL, LOC109405035|XP_029733993.1|AEAL	LOC117585515|XP_034130906.1|DGUA
OG0004162	LOC109405024|XP_019533550.3|AEAL	LOC117586630|XP_034132742.1|DGUA
OG0004163	LOC109405017|XP_029733750.1|AEAL, LOC109430363|XP_029734135.1|AEAL, LOC115269491|XP_029734132.1|AEAL	LOC117590046|XP_034138255.1|DGUA
OG0004164	LOC115269209|XP_029733576.1|AEAL, LOC109400375|XP_029715540.1|AEAL, LOC109432406|XP_029733668.1|AEAL	LOC117586021|XP_034131745.1|DGUA
OG0004165	LOC109405985|XP_019534588.2|AEAL	LOC117578638|XP_034120135.1|DGUA
OG0004166	LOC109405990|XP_019534595.2|AEAL	LOC117580447|XP_034122941.1|DGUA
OG0004167	LOC109622355|XP_029717058.1|AEAL, LOC109405987|XP_029734490.1|AEAL	LOC117585680|XP_034131172.1|DGUA
OG0004168	LOC109622350|XP_029734584.1|AEAL, LOC109406696|XP_029717052.1|AEAL	LOC117583824|XP_034128299.1|DGUA
OG0004169	LOC109622374|XP_029734602.1|AEAL, LOC109406680|XP_029734623.1|AEAL	LOC117580937|XP_034123609.1|DGUA
OG0004170	LOC109419331|XP_029734702.1|AEAL, LOC109408468|XP_029734899.1|AEAL	LOC117588600|XP_034135899.1|DGUA
OG0004171	LOC109408466|XP_019537348.2|AEAL, LOC109419334|XP_029734884.1|AEAL	LOC117581063|XP_034123826.1|DGUA
OG0004172	LOC109419345|XP_029734848.1|AEAL, LOC115270038|XP_029734850.1|AEAL, LOC109408491|XP_029734795.1|AEAL	LOC117590348|XP_034138767.1|DGUA
OG0004173	LOC109408510|XP_019537385.2|AEAL	LOC117579968|XP_034122036.1|DGUA
OG0004174	LOC109419391|XP_029708111.1|AEAL, LOC109408430|XP_029735279.1|AEAL	LOC117592515|XP_034142254.1|DGUA
OG0004175	LOC115270196|XP_029735300.1|AEAL, LOC109408428|XP_029708115.1|AEAL	LOC117580627|XP_034123105.1|DGUA
OG0004176	LOC109408418|XP_029735447.1|AEAL, LOC115270313|XP_029735567.1|AEAL, LOC109401061|XP_029735014.1|AEAL	LOC117586817|XP_034132986.1|DGUA
OG0004177	LOC109408473|XP_029719607.1|AEAL, LOC109424112|XP_029719594.1|AEAL	LOC117585662|XP_034131145.1|DGUA
OG0004178	LOC109424105|XP_029735957.1|AEAL, LOC109408393|XP_029736050.1|AEAL	LOC117590119|XP_034138361.1|DGUA
OG0004179	LOC109416303|XP_019545892.2|AEAL	LOC117581325|XP_034124324.1|DGUA
OG0004180	LOC109426213|XP_029736388.1|AEAL, LOC109424061|XP_029707540.1|AEAL	LOC117586342|XP_034132235.1|DGUA
OG0004181	LOC109424044|XP_019554651.2|AEAL	LOC117585036|XP_034130179.1|DGUA
OG0004183	LOC109416418|XP_029707565.1|AEAL, LOC115253773|XP_029727757.1|AEAL, LOC109424024|XP_029727704.1|AEAL, LOC115266042|XP_029727737.1|AEAL	LOC117589410|XP_034137232.1|DGUA
OG0004184	LOC115260117|XP_029716882.1|AEAL, LOC109431912|XP_019563763.1|AEAL, LOC115266049|XP_029727755.1|AEAL	LOC117579570|XP_034121385.1|DGUA
OG0004185	LOC115260118|XP_029716883.1|AEAL, LOC109431911|XP_019563762.2|AEAL, LOC109404389|XP_019532777.2|AEAL	LOC117584744|XP_034129719.1|DGUA
OG0004186	LOC109431924|XP_019563774.2|AEAL, LOC109404391|XP_019532779.1|AEAL	LOC117580716|XP_034123270.1|DGUA
OG0004187	LOC109431897|XP_029727959.1|AEAL	LOC117586282|XP_034132127.1|DGUA
OG0004188	LOC109431910|XP_029727781.1|AEAL, LOC109404398|XP_029727816.1|AEAL	LOC117585975|XP_034131679.1|DGUA
OG0004189	LOC109404399|XP_019532792.2|AEAL, LOC115266073|XP_029727828.1|AEAL	LOC117585982|XP_034131690.1|DGUA
OG0004190	LOC109431926|XP_029727855.1|AEAL, LOC115266070|XP_029727811.1|AEAL, LOC109404423|XP_029727833.1|AEAL	LOC117586704|XP_034132865.1|DGUA
OG0004191	LOC109431925|XP_019563776.2|AEAL, LOC115266075|XP_029727835.1|AEAL, LOC109404422|XP_019532842.2|AEAL	LOC117586709|XP_034132870.1|DGUA
OG0004192	LOC109431838|XP_029727839.1|AEAL, LOC115266081|XP_029727852.1|AEAL	LOC117586570|XP_034132622.1|DGUA
OG0004194	LOC109431794|XP_019563605.2|AEAL	LOC117585620|XP_034131075.1|DGUA
OG0004195	LOC109431864|XP_019563674.2|AEAL, LOC115266095|XP_029727882.1|AEAL	LOC117581372|XP_034124399.1|DGUA
OG0004196	LOC109431874|XP_029727919.1|AEAL, LOC109422744|XP_029712667.1|AEAL	LOC117589717|XP_034137773.1|DGUA
OG0004197	LOC109422742|XP_019553166.2|AEAL	LOC117590130|XP_034138394.1|DGUA
OG0004198	LOC109412317|XP_019541510.2|AEAL, LOC109422712|XP_019553123.1|AEAL	LOC117584912|XP_034129950.1|DGUA
OG0004199	LOC115271063|XP_029736360.1|AEAL, LOC109422690|XP_029727930.1|AEAL	LOC117586252|XP_034132084.1|DGUA
OG0004200	LOC109401131|XP_019529154.2|AEAL, LOC109422686|XP_029727939.1|AEAL	LOC117587687|XP_034134475.1|DGUA
OG0004201	LOC109422685|XP_029727938.1|AEAL, LOC109401132|XP_019529155.2|AEAL	LOC117582705|XP_034126512.1|DGUA
OG0004202	LOC109422682|XP_019553086.1|AEAL, LOC109401134|XP_019529159.2|AEAL	LOC117585638|XP_034131114.1|DGUA
OG0004203	LOC109422552|XP_029727977.1|AEAL, LOC109401140|XP_019529163.1|AEAL	LOC117585959|XP_034131653.1|DGUA
OG0004204	LOC109422672|XP_029727948.1|AEAL, LOC115260172|XP_029716941.1|AEAL, LOC109401133|XP_019529156.2|AEAL	LOC117580335|XP_034122728.1|DGUA
OG0004205	LOC109402770|XP_029736370.1|AEAL, LOC109422549|XP_019552893.2|AEAL	LOC117579652|XP_034121527.1|DGUA
OG0004206	LOC109422649|XP_019553037.2|AEAL, LOC109402824|XP_029716861.1|AEAL	LOC117586195|XP_034132013.1|DGUA
OG0004207	LOC109402830|XP_019531108.2|AEAL, LOC109422648|XP_019553036.2|AEAL	LOC117586206|XP_034132035.1|DGUA
OG0004208	LOC109422647|XP_029736420.1|AEAL, LOC109402837|XP_029716848.1|AEAL	LOC117590180|XP_034138469.1|DGUA
OG0004209	LOC115271088|XP_029736428.1|AEAL, LOC109422642|XP_019553028.1|AEAL, LOC109402799|XP_019531058.2|AEAL	LOC117583168|XP_034127253.1|DGUA
OG0004210	LOC109402788|XP_029712208.1|AEAL, LOC109422608|XP_019552960.1|AEAL	LOC117589958|XP_034138147.1|DGUA
OG0004211	LOC109422605|XP_029712214.1|AEAL, LOC109402785|XP_029712205.1|AEAL	LOC117584041|XP_034128670.1|DGUA
OG0004212	LOC109406147|XP_019534752.1|AEAL	LOC117586634|XP_034132746.1|DGUA
OG0004213	LOC109403729|XP_029718518.1|AEAL, LOC115261288|XP_029718529.1|AEAL	LOC117586593|XP_034132661.1|DGUA
OG0004214	LOC109403717|XP_019532124.1|AEAL	LOC117587253|XP_034133757.1|DGUA
OG0004215	LOC109406567|XP_029718583.1|AEAL	LOC117592065|XP_034141454.1|DGUA
OG0004216	LOC115261322|XP_029718600.1|AEAL, LOC109413055|XP_029718611.1|AEAL	LOC117579750|XP_034121658.1|DGUA
OG0004217	LOC109413060|XP_029718617.1|AEAL, LOC109403310|XP_029718599.1|AEAL	LOC117580224|XP_034122529.1|DGUA
OG0004218	LOC109414120|XP_019543409.2|AEAL	LOC117581235|XP_034124112.1|DGUA
OG0004219	LOC115261353|XP_029718687.1|AEAL, LOC109414140|XP_029709951.1|AEAL	LOC117586520|XP_034132543.1|DGUA
OG0004220	LOC109417341|XP_029709958.1|AEAL, LOC109398814|XP_029718694.1|AEAL	LOC117586465|XP_034132422.1|DGUA
OG0004221	LOC109429210|XP_019560644.2|AEAL, LOC115271060|XP_029736350.1|AEAL	LOC117590131|XP_034138395.1|DGUA
OG0004222	LOC109398780|XP_019526716.2|AEAL, LOC115261617|XP_029719379.1|AEAL	LOC117585988|XP_034131699.1|DGUA
OG0004223	LOC109429203|XP_029718760.1|AEAL	LOC117586635|XP_034132747.1|DGUA
OG0004224	LOC109398846|XP_029718763.1|AEAL	LOC117586652|XP_034132779.1|DGUA
OG0004225	LOC109398850|XP_029718765.1|AEAL	LOC117588527|XP_034135776.1|DGUA
OG0004226	LOC109429179|XP_029718816.1|AEAL, LOC109398796|XP_029718780.1|AEAL	LOC117586720|XP_034132904.1|DGUA
OG0004227	LOC109429174|XP_029736197.1|AEAL, LOC109398772|XP_029718788.1|AEAL, LOC115261383|XP_029718823.1|AEAL	LOC117586217|XP_034132046.1|DGUA
OG0004228	LOC109429172|XP_029736196.1|AEAL, LOC115261385|XP_029718826.1|AEAL, LOC109398873|XP_029718793.1|AEAL	LOC117586219|XP_034132047.1|DGUA
OG0004230	LOC109398784|XP_029718846.1|AEAL, LOC109429154|XP_029718848.1|AEAL	LOC117590515|XP_034139098.1|DGUA
OG0004231	LOC109429142|XP_029730075.1|AEAL, LOC109409023|XP_029718852.1|AEAL, LOC115254067|XP_029718866.1|AEAL	LOC117579392|XP_034121156.1|DGUA
OG0004232	LOC109409022|XP_029718868.1|AEAL, LOC115253599|XP_029718857.1|AEAL, LOC109429140|XP_029730073.1|AEAL	LOC117579395|XP_034121163.1|DGUA
OG0004233	LOC115267298|XP_029730071.1|AEAL, LOC109429138|XP_029718855.1|AEAL, LOC109409021|XP_019537976.1|AEAL	LOC117579394|XP_034121162.1|DGUA
OG0004234	LOC109429125|XP_019560519.2|AEAL, LOC115261401|XP_029718875.1|AEAL, LOC109409010|XP_019537961.1|AEAL	LOC117579396|XP_034121165.1|DGUA
OG0004235	LOC115254068|XP_029718878.1|AEAL, LOC109429123|XP_019560517.2|AEAL	LOC117590998|XP_034139969.1|DGUA
OG0004236	LOC115260272|XP_029717070.1|AEAL, LOC109429092|XP_019560474.2|AEAL, LOC115261462|XP_029718997.1|AEAL	LOC117586081|XP_034131828.1|DGUA
OG0004237	LOC109411671|XP_029718991.1|AEAL, LOC109427198|XP_019558253.2|AEAL, LOC115264877|XP_029724774.1|AEAL	LOC117586002|XP_034131721.1|DGUA
OG0004238	LOC109427220|XP_019558274.1|AEAL, LOC115257312|XP_029712633.1|AEAL, LOC115261429|XP_029718939.1|AEAL	LOC117585124|XP_034130338.1|DGUA
OG0004239	LOC115269131|XP_029733398.1|AEAL, LOC115261428|XP_029718937.1|AEAL, LOC109427223|XP_019558278.2|AEAL	LOC117590170|XP_034138456.1|DGUA
OG0004240	LOC115254070|XP_029718933.1|AEAL, LOC109427231|XP_019558282.2|AEAL	LOC117586540|XP_034132588.1|DGUA
OG0004241	LOC109411603|XP_019540707.2|AEAL, LOC109427236|XP_019558301.2|AEAL	LOC117586297|XP_034132144.1|DGUA
OG0004242	LOC109411605|XP_019540709.2|AEAL, LOC115261445|XP_029718970.1|AEAL	LOC117586610|XP_034132690.1|DGUA
OG0004243	LOC115261419|XP_029718915.1|AEAL, LOC109427244|XP_019558307.2|AEAL	LOC117589115|XP_034136684.1|DGUA
OG0004244	LOC115259227|XP_029715619.1|AEAL, LOC115261418|XP_029718914.1|AEAL, LOC109411613|XP_019540714.2|AEAL	LOC117585624|XP_034131080.1|DGUA
OG0004245	LOC115261444|XP_029718966.1|AEAL, LOC109411616|XP_019540716.1|AEAL	LOC117586960|XP_034133223.1|DGUA
OG0004246	LOC115260361|XP_029717155.1|AEAL	LOC117579114|XP_034120732.1|DGUA
OG0004247	LOC115260371|XP_029717175.1|AEAL, LOC109411637|XP_029717197.1|AEAL	LOC117580997|XP_034123694.1|DGUA
OG0004248	LOC115261159|XP_029718376.1|AEAL, LOC109428146|XP_019559375.2|AEAL	LOC117585817|XP_034131441.1|DGUA
OG0004249	LOC109404495|XP_019532930.1|AEAL, LOC115254078|XP_029719069.1|AEAL, LOC109406325|XP_029719037.1|AEAL	LOC117587437|XP_034134009.1|DGUA
OG0004250	LOC109406320|XP_029719031.1|AEAL, LOC115261489|XP_029719066.1|AEAL, LOC109404491|XP_019532927.2|AEAL	LOC117588200|XP_034135224.1|DGUA
OG0004251	LOC109406300|XP_029719026.1|AEAL, LOC109404468|XP_029719056.1|AEAL, LOC115253606|XP_029719112.1|AEAL	LOC117584453|XP_034129262.1|DGUA, LOC117580753|XP_034123337.1|DGUA
OG0004252	LOC115261474|XP_029719025.1|AEAL, LOC109406317|XP_019534957.2|AEAL, LOC115261483|XP_029719053.1|AEAL, LOC109404484|XP_029719123.1|AEAL	LOC117586686|XP_034132834.1|DGUA
OG0004253	LOC109406308|XP_029719133.1|AEAL, LOC109404466|XP_029719044.1|AEAL	LOC117586029|XP_034131756.1|DGUA
OG0004254	LOC109404509|XP_019532953.1|AEAL, LOC109406294|XP_029719138.1|AEAL	LOC117591371|XP_034140501.1|DGUA
OG0004255	LOC109416180|XP_019545704.2|AEAL	LOC117583931|XP_034128504.1|DGUA
OG0004256	LOC109416625|XP_029719262.1|AEAL, LOC115261555|XP_029719286.1|AEAL, LOC109432834|XP_029719288.1|AEAL	LOC117592101|XP_034141509.1|DGUA
OG0004257	LOC115261547|XP_029719259.1|AEAL, LOC109416623|XP_029719278.1|AEAL, LOC109432832|XP_029719281.1|AEAL	LOC117583621|XP_034127960.1|DGUA
OG0004258	LOC115253901|XP_029719297.1|AEAL, LOC109432842|XP_029719299.1|AEAL, LOC109416622|XP_029719258.1|AEAL	LOC117586672|XP_034132813.1|DGUA
OG0004259	LOC109432843|XP_029719256.1|AEAL, LOC115261657|XP_029719420.1|AEAL, LOC109416621|XP_029719300.1|AEAL	LOC117592103|XP_034141512.1|DGUA
OG0004261	LOC109401442|XP_029710320.1|AEAL	LOC117586653|XP_034132782.1|DGUA
OG0004262	LOC109411908|XP_029733109.1|AEAL, LOC109406243|XP_019534847.2|AEAL	LOC117585779|XP_034131356.1|DGUA
OG0004263	LOC109411919|XP_029733058.1|AEAL	LOC117586034|XP_034131770.1|DGUA
OG0004264	LOC109411929|XP_019541121.1|AEAL	LOC117586616|XP_034132711.1|DGUA
OG0004265	LOC109411954|XP_019541154.2|AEAL	LOC117586702|XP_034132860.1|DGUA
OG0004266	LOC109417145|XP_019546812.2|AEAL, LOC109411959|XP_029730101.1|AEAL	LOC117586713|XP_034132880.1|DGUA
OG0004267	LOC109411962|XP_019541166.1|AEAL	LOC117590113|XP_034138354.1|DGUA
OG0004268	LOC109411974|XP_019541180.2|AEAL	LOC117582955|XP_034126960.1|DGUA
OG0004269	LOC109424541|XP_029734023.1|AEAL, LOC115269143|XP_029733414.1|AEAL, LOC109428752|XP_029734054.1|AEAL	LOC117585786|XP_034131371.1|DGUA
OG0004270	LOC109424535|XP_019555258.1|AEAL, LOC115269435|XP_029734059.1|AEAL, LOC115269426|XP_029734016.1|AEAL	LOC117584750|XP_034129737.1|DGUA
OG0004271	LOC109424531|XP_019555249.2|AEAL, LOC109428760|XP_029734011.1|AEAL	LOC117592334|XP_034141918.1|DGUA
OG0004272	LOC115269425|XP_029734009.1|AEAL, LOC109424529|XP_019555247.1|AEAL, LOC115269446|XP_029734071.1|AEAL	LOC117586097|XP_034131845.1|DGUA
OG0004273	LOC115253801|XP_029734010.1|AEAL, LOC109424527|XP_019555245.2|AEAL, LOC109428766|XP_019560145.2|AEAL	LOC117582803|XP_034126724.1|DGUA
OG0004274	LOC109424520|XP_029734003.1|AEAL, LOC109428772|XP_029734075.1|AEAL, LOC115269444|XP_029734068.1|AEAL	LOC117590956|XP_034139896.1|DGUA, LOC117581582|XP_034124824.1|DGUA
OG0004275	LOC109397774|XP_029733980.1|AEAL, LOC109428796|XP_029733953.1|AEAL	LOC117581082|XP_034123857.1|DGUA
OG0004276	LOC109409115|XP_029719808.1|AEAL	LOC117589441|XP_034137271.1|DGUA
OG0004277	LOC109400458|XP_029709763.1|AEAL, LOC109405224|XP_029724623.1|AEAL, LOC109400483|XP_019528544.2|AEAL, LOC115264547|XP_029724200.1|AEAL, LOC109405252|XP_019533834.1|AEAL	LOC117580089|XP_034122233.1|DGUA
OG0004278	LOC109405317|XP_019533903.2|AEAL, LOC115264539|XP_029724148.1|AEAL	LOC117588426|XP_034135597.1|DGUA
OG0004279	LOC109399334|XP_019527320.2|AEAL	LOC117582458|XP_034126075.1|DGUA
OG0004280	LOC109405701|XP_029724211.1|AEAL, LOC109399236|XP_029724152.1|AEAL	LOC117581059|XP_034123795.1|DGUA
OG0004281	LOC109401609|XP_019529730.2|AEAL, LOC109398916|XP_019526915.2|AEAL	LOC117588532|XP_034135784.1|DGUA
OG0004282	LOC109398913|XP_029724257.1|AEAL, LOC109401571|XP_019529690.1|AEAL	LOC117584095|XP_034128737.1|DGUA
OG0004283	LOC109401579|XP_019529698.1|AEAL, LOC109398914|XP_019526913.1|AEAL	LOC117584105|XP_034128749.1|DGUA
OG0004284	LOC115264587|XP_029724300.1|AEAL, LOC109431999|XP_029724299.1|AEAL, LOC109431299|XP_019563061.2|AEAL	LOC117584475|XP_034129290.1|DGUA
OG0004285	LOC109432019|XP_019563869.2|AEAL, LOC115264573|XP_029724269.1|AEAL	LOC117585493|XP_034130881.1|DGUA
OG0004286	LOC115264574|XP_029724277.1|AEAL, LOC109431973|XP_019563815.2|AEAL	LOC117580079|XP_034122216.1|DGUA
OG0004287	LOC109431303|XP_019563064.2|AEAL, LOC109432003|XP_029724295.1|AEAL, LOC115264575|XP_029724279.1|AEAL	LOC117580080|XP_034122219.1|DGUA
OG0004288	LOC109431318|XP_029724292.1|AEAL, LOC115264576|XP_029724280.1|AEAL, LOC109407711|XP_019536409.1|AEAL	LOC117580268|XP_034122599.1|DGUA
OG0004289	LOC109420097|XP_029724381.1|AEAL, LOC109409392|XP_029724377.1|AEAL	LOC117580202|XP_034122482.1|DGUA
OG0004290	LOC115264664|XP_029724470.1|AEAL, LOC109415896|XP_029716602.1|AEAL, LOC115264640|XP_029724399.1|AEAL	LOC117592127|XP_034141562.1|DGUA
OG0004291	LOC115264688|XP_029724531.1|AEAL, LOC109401549|XP_029724517.1|AEAL, LOC109402894|XP_019531174.1|AEAL	LOC117584015|XP_034128641.1|DGUA
OG0004292	LOC115264678|XP_029724514.1|AEAL, LOC109401541|XP_029724477.1|AEAL, LOC115264690|XP_029724533.1|AEAL	LOC117580310|XP_034122694.1|DGUA
OG0004293	LOC109401550|XP_029724508.1|AEAL, LOC109402893|XP_029724536.1|AEAL, LOC115253686|XP_029724479.1|AEAL	LOC117586862|XP_034133048.1|DGUA
OG0004294	LOC109402895|XP_029724489.1|AEAL, LOC109411821|XP_029724500.1|AEAL, LOC115253721|XP_029724545.1|AEAL	LOC117579651|XP_034121523.1|DGUA
OG0004295	LOC115264671|XP_029724492.1|AEAL, LOC109402885|XP_029724551.1|AEAL	LOC117579164|XP_034120815.1|DGUA
OG0004296	LOC115264784|XP_029724658.1|AEAL, LOC109402897|XP_029724495.1|AEAL, LOC109411830|XP_029724650.1|AEAL	LOC117580385|XP_034122812.1|DGUA
OG0004297	LOC109422249|XP_019552408.1|AEAL, LOC109621771|XP_019931449.1|AEAL	LOC117578653|XP_034120162.1|DGUA
OG0004298	LOC115264696|XP_029724560.1|AEAL, LOC109422261|XP_019552420.2|AEAL	LOC117592302|XP_034141862.1|DGUA
OG0004299	LOC109422269|XP_029716618.1|AEAL, LOC115259956|XP_029716614.1|AEAL	LOC117589543|XP_034137442.1|DGUA
OG0004300	LOC109403273|XP_019531622.1|AEAL, LOC115257427|XP_029712869.1|AEAL, LOC109418814|XP_019548586.1|AEAL	LOC117585834|XP_034131466.1|DGUA
OG0004301	LOC109418813|XP_019548585.2|AEAL, LOC109403267|XP_019531607.2|AEAL	LOC117580299|XP_034122676.1|DGUA
OG0004302	LOC109405820|XP_029713860.1|AEAL, LOC109418843|XP_019548623.2|AEAL	LOC117583517|XP_034127756.1|DGUA
OG0004303	LOC109420300|XP_029713114.1|AEAL, LOC109420330|XP_029713105.1|AEAL	LOC117578958|XP_034120597.1|DGUA
OG0004304	LOC109420331|XP_029712781.1|AEAL, LOC109401674|XP_029713549.1|AEAL	LOC117578846|XP_034120522.1|DGUA
OG0004305	LOC109401632|XP_029713294.1|AEAL, LOC115257360|XP_029712706.1|AEAL	LOC117592042|XP_034141405.1|DGUA
OG0004306	LOC109402271|XP_019530466.2|AEAL, LOC109433177|XP_029712907.1|AEAL, LOC115257895|XP_029713737.1|AEAL	LOC117578706|XP_034120245.1|DGUA
OG0004307	LOC109433168|XP_029712910.1|AEAL, LOC109402264|XP_029713704.1|AEAL	LOC117578625|XP_034120122.1|DGUA
OG0004308	LOC115257779|XP_029713594.1|AEAL, LOC109402280|XP_029713589.1|AEAL, LOC109433180|XP_019565131.1|AEAL	LOC117580536|XP_034123059.1|DGUA
OG0004309	LOC109403475|XP_019531850.1|AEAL, LOC109400009|XP_019528021.1|AEAL	LOC117579833|XP_034121818.1|DGUA
OG0004310	LOC109424498|XP_029708332.1|AEAL	LOC117582663|XP_034126472.1|DGUA
OG0004311	LOC109422398|XP_019552721.2|AEAL	LOC117587218|XP_034133670.1|DGUA
OG0004312	LOC109422395|XP_019552717.1|AEAL, LOC109424491|XP_019555195.2|AEAL	LOC117587376|XP_034133920.1|DGUA
OG0004313	LOC109422393|XP_029733169.1|AEAL, LOC109424490|XP_029719557.1|AEAL	LOC117578548|XP_034120011.1|DGUA
OG0004314	LOC109422375|XP_029729565.1|AEAL	LOC117592628|XP_034142455.1|DGUA
OG0004315	LOC109422372|XP_019552665.1|AEAL, LOC109424464|XP_019555143.1|AEAL	LOC117592194|XP_034141695.1|DGUA
OG0004316	LOC109422371|XP_029729575.1|AEAL, LOC109424465|XP_029716860.1|AEAL	LOC117581773|XP_034125083.1|DGUA
OG0004317	LOC109422364|XP_029729578.1|AEAL, LOC109424460|XP_029716838.1|AEAL	LOC117584198|XP_034128862.1|DGUA
OG0004319	LOC109422333|XP_019552566.2|AEAL	LOC117592643|XP_034142481.1|DGUA
OG0004320	LOC109424458|XP_019555135.2|AEAL, LOC109422362|XP_029716858.1|AEAL	LOC117589552|XP_034137454.1|DGUA
OG0004321	LOC109418701|XP_019548476.2|AEAL, LOC109415943|XP_019545447.2|AEAL	LOC117587530|XP_034134223.1|DGUA
OG0004322	LOC109415941|XP_019545444.2|AEAL	LOC117589490|XP_034137346.1|DGUA
OG0004323	LOC109412921|XP_019542113.1|AEAL, LOC109418690|XP_029716790.1|AEAL	LOC117586918|XP_034133159.1|DGUA
OG0004324	LOC109412922|XP_019542116.2|AEAL, LOC109418691|XP_019548456.2|AEAL	LOC117584836|XP_034129858.1|DGUA
OG0004325	LOC109418686|XP_019548442.2|AEAL, LOC109412912|XP_019542108.2|AEAL	LOC117592148|XP_034141607.1|DGUA
OG0004326	LOC109418674|XP_029719584.1|AEAL, LOC109414804|XP_029729563.1|AEAL	LOC117592147|XP_034141606.1|DGUA
OG0004327	LOC109405258|XP_019533835.1|AEAL	LOC117588495|XP_034135696.1|DGUA
