Orthogroup	AEAL.longest_only	AALB.longest_only
OG0003406	LOC115254348|XP_029707644.1|AEAL, LOC109621625|XP_019931262.1|AEAL, LOC109400082|XP_019528095.1|AEAL	LOC118459499|XP_035778818.1|AALB
OG0003407	LOC109621546|XP_019931157.2|AEAL, LOC109400083|XP_019528096.1|AEAL, LOC115253921|XP_029707588.1|AEAL	LOC118459504|XP_035778823.1|AALB
OG0003408	LOC109400091|XP_029707599.1|AEAL, LOC109621583|XP_029707642.1|AEAL	LOC118459496|XP_035778810.1|AALB
OG0003409	LOC109400079|XP_029707603.1|AEAL, LOC115254378|XP_029707734.1|AEAL, LOC109621244|XP_029707638.1|AEAL	LOC118460551|XP_035780839.1|AALB
OG0003410	LOC109621585|XP_019931209.1|AEAL, LOC115260390|XP_029717209.1|AEAL, LOC109400102|XP_019528129.1|AEAL	LOC118462040|XP_035783908.1|AALB
OG0003411	LOC109621636|XP_019931280.2|AEAL, LOC109400138|XP_019528171.3|AEAL	LOC118461386|XP_035782540.1|AALB
OG0003412	LOC109621621|XP_019931255.1|AEAL, LOC115254360|XP_029707691.1|AEAL, LOC109400054|XP_019528071.1|AEAL	LOC118461373|XP_035782514.1|AALB
OG0003413	LOC109430399|XP_019562006.2|AEAL, LOC109408863|XP_019537776.2|AEAL	LOC118458580|XP_035777131.1|AALB
OG0003415	LOC115257486|XP_029712975.1|AEAL, LOC109415404|XP_029712945.1|AEAL	LOC118458099|XP_035776162.1|AALB
OG0003416	LOC109410084|XP_019539164.2|AEAL, LOC109415407|XP_019544818.1|AEAL	LOC118458100|XP_035776166.1|AALB
OG0003417	LOC109430221|XP_029713177.1|AEAL, LOC115257652|XP_029713353.1|AEAL	LOC118460664|XP_035781024.1|AALB
OG0003418	LOC109430213|XP_019561805.1|AEAL	LOC118459583|XP_035779004.1|AALB
OG0003419	LOC109430448|XP_019562064.2|AEAL	LOC118468723|XP_035795747.1|AALB
OG0003420	LOC109432139|XP_019563987.2|AEAL	LOC118468722|XP_035795746.1|AALB
OG0003421	LOC115257764|XP_029713568.1|AEAL, LOC109432155|XP_029712801.1|AEAL, LOC109430218|XP_029713567.1|AEAL	LOC118459992|XP_035779782.1|AALB
OG0003422	LOC109432186|XP_029712835.1|AEAL, LOC109430195|XP_019561791.2|AEAL	LOC118458127|XP_035776202.1|AALB
OG0003423	LOC109430732|XP_019562355.2|AEAL, LOC109429788|XP_029726717.1|AEAL	LOC118459376|XP_035778569.1|AALB
OG0003424	LOC115258060|XP_029713923.1|AEAL, LOC109430740|XP_029712940.1|AEAL, LOC109429762|XP_019561295.2|AEAL	LOC118459378|XP_035778571.1|AALB
OG0003425	LOC115261525|XP_029719205.1|AEAL, LOC109416149|XP_019545667.2|AEAL	LOC118461910|XP_035783657.1|AALB
OG0003426	LOC109430716|XP_019562332.2|AEAL	LOC118461596|XP_035782992.1|AALB
OG0003427	LOC115257536|XP_029713122.1|AEAL, LOC109430742|XP_029736351.1|AEAL, LOC109429542|XP_019561066.2|AEAL	LOC118458835|XP_035777626.1|AALB
OG0003428	LOC109425382|XP_019556180.2|AEAL	LOC118457090|XP_035774271.1|AALB
OG0003429	LOC109399865|XP_019527899.1|AEAL	LOC118457723|XP_035775408.1|AALB
OG0003430	LOC115267041|XP_029729687.1|AEAL, LOC109399837|XP_029729699.1|AEAL	LOC118468724|XP_035795749.1|AALB
OG0003431	LOC109415614|XP_029716225.1|AEAL, LOC115254040|XP_029716429.1|AEAL	LOC118461683|XP_035783168.1|AALB
OG0003432	LOC115259608|XP_029716202.1|AEAL, LOC109416956|XP_019546618.2|AEAL	LOC118460213|XP_035780222.1|AALB
OG0003433	LOC115259484|XP_029715943.1|AEAL, LOC109416949|XP_029715904.1|AEAL, LOC109402365|XP_029716296.1|AEAL	LOC118468597|XP_035795450.1|AALB
OG0003434	LOC109417286|XP_019546936.2|AEAL	LOC118469012|XP_035796342.1|AALB
OG0003435	LOC109623050|XP_019933068.2|AEAL	LOC118462033|XP_035783900.1|AALB
OG0003436	LOC109417729|XP_029716291.1|AEAL, LOC109400487|XP_029716107.1|AEAL	LOC118461469|XP_035782708.1|AALB
OG0003437	LOC109400476|XP_029716101.1|AEAL, LOC115259649|XP_029716288.1|AEAL	LOC118461467|XP_035782701.1|AALB
OG0003438	LOC109417722|XP_019547377.1|AEAL, LOC115259650|XP_029716290.1|AEAL	LOC118466706|XP_035792249.1|AALB
OG0003439	LOC109400499|XP_019528560.2|AEAL	LOC118460240|XP_035780289.1|AALB
OG0003440	LOC109400406|XP_019528463.2|AEAL	LOC118461124|XP_035781957.1|AALB
OG0003441	LOC109400405|XP_019528462.1|AEAL, LOC115269841|XP_029734480.1|AEAL	LOC118461465|XP_035782698.1|AALB
OG0003442	LOC109400398|XP_019528452.2|AEAL	LOC118457848|XP_035775628.1|AALB
OG0003443	LOC115259545|XP_029716076.1|AEAL, LOC115268780|XP_029732805.1|AEAL	LOC118468318|XP_035794955.1|AALB
OG0003444	LOC109411850|XP_019541006.2|AEAL, LOC115259468|XP_029715903.1|AEAL, LOC115268775|XP_029732801.1|AEAL	LOC118460949|XP_035781611.1|AALB
OG0003445	LOC115259607|XP_029716201.1|AEAL, LOC109412733|XP_029715916.1|AEAL, LOC109411853|XP_029716240.1|AEAL	LOC118468552|XP_035795340.1|AALB
OG0003446	LOC109411857|XP_029716413.1|AEAL, LOC115259782|XP_029716434.1|AEAL, LOC115259769|XP_029716420.1|AEAL	LOC118462059|XP_035783938.1|AALB
OG0003447	LOC115259463|XP_029715897.1|AEAL, LOC115259458|XP_029715892.1|AEAL	LOC118460804|XP_035781307.1|AALB
OG0003448	LOC109412720|XP_019541885.1|AEAL, LOC109411863|XP_019541027.1|AEAL	LOC118461460|XP_035782690.1|AALB
OG0003449	LOC109412718|XP_019541881.2|AEAL, LOC109411867|XP_019541032.2|AEAL	LOC118461455|XP_035782677.1|AALB
OG0003450	LOC109411869|XP_029728536.1|AEAL, LOC109412717|XP_019541877.2|AEAL	LOC118461461|XP_035782691.1|AALB
OG0003451	LOC109399056|XP_019527032.2|AEAL, LOC109425245|XP_029733740.1|AEAL	LOC118460945|XP_035781606.1|AALB
OG0003452	LOC109425246|XP_029715833.1|AEAL	LOC118460944|XP_035781605.1|AALB
OG0003453	LOC109412297|XP_019541480.2|AEAL	LOC118456729|XP_035773667.1|AALB
OG0003454	LOC109425251|XP_019556046.2|AEAL	LOC118468315|XP_035794952.1|AALB
OG0003455	LOC109412287|XP_019541474.2|AEAL	LOC118456722|XP_035773652.1|AALB
OG0003456	LOC109622983|XP_029716575.1|AEAL	LOC118457520|XP_035775056.1|AALB
OG0003457	LOC115254039|XP_029716329.1|AEAL, LOC115259538|XP_029716064.1|AEAL, LOC109622981|XP_029722654.1|AEAL, LOC109398996|XP_029712623.1|AEAL	LOC118468976|XP_035796249.1|AALB
OG0003458	LOC109429337|XP_029715922.1|AEAL	LOC118457417|XP_035774882.1|AALB
OG0003459	LOC115259429|XP_029715864.1|AEAL, LOC109401051|XP_029716110.1|AEAL	LOC118458302|XP_035776523.1|AALB
OG0003460	LOC109400928|XP_019528966.2|AEAL, LOC109429316|XP_019560767.2|AEAL	LOC118468770|XP_035795839.1|AALB
OG0003461	LOC109397184|XP_029716349.1|AEAL, LOC109414950|XP_029716284.1|AEAL	LOC118459489|XP_035778800.1|AALB
OG0003462	LOC115257007|XP_029712098.1|AEAL, LOC109397148|XP_019525036.2|AEAL, LOC109400723|XP_029716304.1|AEAL	LOC118461480|XP_035782731.1|AALB
OG0003463	LOC109412597|XP_029716093.1|AEAL, LOC109433466|XP_029724004.1|AEAL, LOC115259542|XP_029716068.1|AEAL	LOC118459622|XP_035779090.1|AALB
OG0003464	LOC109398209|XP_029716409.1|AEAL, LOC109429342|XP_029716478.1|AEAL	LOC118457843|XP_035775616.1|AALB
OG0003465	LOC115259414|XP_029715832.1|AEAL, LOC109429294|XP_019560731.2|AEAL	LOC118461334|XP_035782437.1|AALB
OG0003466	LOC109429300|XP_029716517.1|AEAL, LOC109398223|XP_029715909.1|AEAL	LOC118457652|XP_035775287.1|AALB
OG0003467	LOC109429310|XP_019560761.2|AEAL, LOC109400876|XP_019528909.2|AEAL	LOC118459963|XP_035779744.1|AALB
OG0003468	LOC109398473|XP_029716195.1|AEAL, LOC115259613|XP_029716218.1|AEAL, LOC109622685|XP_019932666.2|AEAL	LOC118459956|XP_035779736.1|AALB
OG0003469	LOC109621513|XP_019931115.1|AEAL	LOC118457930|XP_035775834.1|AALB
OG0003470	LOC115259742|XP_029716385.1|AEAL, LOC109398475|XP_029716384.1|AEAL, LOC115259710|XP_029716352.1|AEAL	LOC118469028|XP_035796366.1|AALB
OG0003471	LOC109403740|XP_019532155.2|AEAL, LOC109424318|XP_019554958.2|AEAL	LOC118458038|XP_035776049.1|AALB
OG0003472	LOC109432552|XP_029727009.1|AEAL, LOC115265513|XP_029726850.1|AEAL	LOC118459418|XP_035778652.1|AALB
OG0003473	LOC109417121|XP_019546790.2|AEAL, LOC115259523|XP_029716016.1|AEAL	LOC118458847|XP_035777660.1|AALB
OG0003474	LOC109621294|XP_029707892.1|AEAL, LOC115259612|XP_029716212.1|AEAL, LOC109408324|XP_029716233.1|AEAL	LOC118461287|XP_035782333.1|AALB
OG0003475	LOC109408315|XP_029715907.1|AEAL	LOC118457180|XP_035774404.1|AALB
OG0003476	LOC109416866|XP_029719614.1|AEAL, LOC109623092|XP_019933120.2|AEAL	LOC118459582|XP_035779003.1|AALB
OG0003477	LOC109421110|XP_019551130.2|AEAL, LOC109413893|XP_019543160.2|AEAL	LOC118457387|XP_035774815.1|AALB
OG0003478	LOC109408842|XP_029733119.1|AEAL, LOC109421121|XP_029732766.1|AEAL, LOC115255941|XP_029710036.1|AEAL	LOC118460802|XP_035781305.1|AALB
OG0003479	LOC109408857|XP_019537772.2|AEAL, LOC109421099|XP_029719624.1|AEAL	LOC118461379|XP_035782524.1|AALB
OG0003480	LOC109623021|XP_019933041.1|AEAL, LOC109409089|XP_019538040.2|AEAL	LOC118456414|XP_035773023.1|AALB
OG0003481	LOC109409090|XP_019538041.2|AEAL, LOC109623022|XP_019933042.2|AEAL	LOC118458587|XP_035777143.1|AALB
OG0003482	LOC115257820|XP_029713635.1|AEAL, LOC109409083|XP_029713269.1|AEAL	LOC118458586|XP_035777139.1|AALB
OG0003483	LOC115267377|XP_029730227.1|AEAL, LOC109414760|XP_019544132.2|AEAL, LOC109403605|XP_029730225.1|AEAL	LOC118456260|XP_035772755.1|AALB
OG0003484	LOC109414745|XP_029730212.1|AEAL, LOC109430016|XP_029730217.1|AEAL	LOC118457861|XP_035775650.1|AALB
OG0003485	LOC115267390|XP_029730234.1|AEAL, LOC109416385|XP_019545971.2|AEAL, LOC115267396|XP_029730240.1|AEAL, LOC109430023|XP_019561582.2|AEAL	LOC118457619|XP_035775228.1|AALB
OG0003486	LOC109429993|XP_029730233.1|AEAL, LOC115267394|XP_029730238.1|AEAL, LOC115267387|XP_029730232.1|AEAL	LOC118457620|XP_035775229.1|AALB
OG0003487	LOC109430040|XP_029730170.1|AEAL, LOC109416365|XP_029730160.1|AEAL	LOC118462030|XP_035783896.1|AALB
OG0003488	LOC115269317|XP_029733784.1|AEAL, LOC109408282|XP_029714170.1|AEAL	LOC118459113|XP_035778070.1|AALB
OG0003489	LOC109411496|XP_029723446.1|AEAL, LOC109415932|XP_029723435.1|AEAL, LOC115260434|XP_029717250.1|AEAL	LOC118458248|XP_035776411.1|AALB
OG0003490	LOC109411495|XP_029723434.1|AEAL, LOC109414891|XP_029723444.1|AEAL	LOC118460159|XP_035780152.1|AALB
OG0003491	LOC109400229|XP_029723422.1|AEAL	LOC118458178|XP_035776281.1|AALB
OG0003492	LOC115253615|XP_029729288.1|AEAL, LOC109398360|XP_029723398.1|AEAL, LOC109398559|XP_029723396.1|AEAL	LOC118461903|XP_035783650.1|AALB
OG0003493	LOC109423553|XP_019554086.2|AEAL	LOC118459140|XP_035778111.1|AALB
OG0003494	LOC109423587|XP_029723281.1|AEAL, LOC115264094|XP_029723276.1|AEAL, LOC109402405|XP_029723285.1|AEAL	LOC118458163|XP_035776258.1|AALB
OG0003495	LOC109402406|XP_019530625.2|AEAL, LOC109405461|XP_029717983.1|AEAL, LOC115254057|XP_029717984.1|AEAL	LOC118456357|XP_035772921.1|AALB
OG0003496	LOC109405465|XP_019534099.1|AEAL, LOC109402435|XP_029718000.1|AEAL	LOC118458608|XP_035777177.1|AALB
OG0003497	LOC109402431|XP_019530655.2|AEAL	LOC118461624|XP_035783062.1|AALB
OG0003498	LOC109405450|XP_019534062.2|AEAL, LOC115257286|XP_029712600.1|AEAL	LOC118460418|XP_035780599.1|AALB
OG0003499	LOC109405454|XP_029712583.1|AEAL, LOC109402419|XP_029729891.1|AEAL	LOC118457399|XP_035774829.1|AALB
OG0003500	LOC109405408|XP_029710129.1|AEAL, LOC115257293|XP_029712614.1|AEAL	LOC118461265|XP_035782291.1|AALB
OG0003501	LOC109405420|XP_029733819.1|AEAL	LOC118458104|XP_035776170.1|AALB
OG0003502	LOC109416093|XP_029723481.1|AEAL, LOC109621772|XP_029723472.1|AEAL	LOC118456661|XP_035773504.1|AALB
OG0003503	LOC109416070|XP_019545582.2|AEAL, LOC115260996|XP_029718227.1|AEAL, LOC109402926|XP_029723510.1|AEAL	LOC118463240|XP_035785599.1|AALB
OG0003504	LOC115264192|XP_029723512.1|AEAL, LOC109416069|XP_029723497.1|AEAL	LOC118462582|XP_035784282.1|AALB
OG0003505	LOC109415698|XP_029723536.1|AEAL, LOC109406394|XP_029723857.1|AEAL	LOC118464524|XP_035787854.1|AALB
OG0003506	LOC109424851|XP_029723560.1|AEAL, LOC109414593|XP_019543966.2|AEAL	LOC118465921|XP_035790510.1|AALB
OG0003507	LOC115264210|XP_029723564.1|AEAL	LOC118465918|XP_035790503.1|AALB
OG0003508	LOC109414613|XP_019543989.2|AEAL	LOC118460914|XP_035781558.1|AALB
OG0003509	LOC109404192|XP_019532558.2|AEAL	LOC118458543|XP_035777070.1|AALB
OG0003510	LOC109417255|XP_029720353.1|AEAL	LOC118461883|XP_035783613.1|AALB
OG0003511	LOC109417418|XP_029720346.1|AEAL	LOC118460027|XP_035779856.1|AALB
OG0003512	LOC109406224|XP_019534823.2|AEAL	LOC118458813|XP_035777576.1|AALB
OG0003513	LOC109403856|XP_019532299.2|AEAL, LOC109406217|XP_019534815.2|AEAL	LOC118460728|XP_035781175.1|AALB
OG0003514	LOC109403858|XP_019532303.2|AEAL, LOC115264228|XP_029723619.1|AEAL	LOC118459156|XP_035778136.1|AALB
OG0003515	LOC109432053|XP_019563898.2|AEAL, LOC109404016|XP_019532424.2|AEAL	LOC118456582|XP_035773366.1|AALB
OG0003516	LOC109404007|XP_019532414.2|AEAL, LOC109432042|XP_019563888.2|AEAL	LOC118456873|XP_035773870.1|AALB
OG0003517	LOC109405212|XP_019533784.1|AEAL	LOC118459441|XP_035778690.1|AALB
OG0003518	LOC109409653|XP_019538659.2|AEAL	LOC118460764|XP_035781253.1|AALB
OG0003519	LOC109409662|XP_019538676.2|AEAL	LOC118462944|XP_035784975.1|AALB
OG0003520	LOC115265366|XP_029725981.1|AEAL, LOC109409658|XP_029725979.1|AEAL	LOC118466114|XP_035790942.1|AALB
OG0003521	LOC109417298|XP_029725991.1|AEAL, LOC109417297|XP_029725996.1|AEAL	LOC118465310|XP_035789314.1|AALB
OG0003522	LOC109409672|XP_019538693.2|AEAL, LOC109406062|XP_019534684.2|AEAL	LOC118464791|XP_035788315.1|AALB
OG0003523	LOC115265371|XP_029726006.1|AEAL, LOC109406057|XP_019534677.2|AEAL	LOC118464789|XP_035788313.1|AALB
OG0003524	LOC109409677|XP_029726008.1|AEAL, LOC109406067|XP_029725973.1|AEAL	LOC118464635|XP_035787974.1|AALB
OG0003525	LOC109409680|XP_019538699.2|AEAL, LOC109406056|XP_019534676.2|AEAL	LOC118466449|XP_035791681.1|AALB
OG0003526	LOC109409789|XP_019538838.2|AEAL, LOC115265375|XP_029726013.1|AEAL	LOC118466454|XP_035791687.1|AALB
OG0003527	LOC109406058|XP_029726016.1|AEAL, LOC109409687|XP_029725968.1|AEAL	LOC118463438|XP_035785899.1|AALB
OG0003529	LOC109409700|XP_019538723.2|AEAL	LOC118464475|XP_035787779.1|AALB
OG0003530	LOC109411447|XP_019540510.1|AEAL	LOC118464477|XP_035787781.1|AALB
OG0003531	LOC109409711|XP_019538749.2|AEAL, LOC109411460|XP_019540529.2|AEAL	LOC118464845|XP_035788433.1|AALB
OG0003532	LOC109409715|XP_019538752.1|AEAL	LOC118463314|XP_035785692.1|AALB
OG0003533	LOC109621711|XP_019931407.2|AEAL	LOC118466395|XP_035791540.1|AALB
OG0003534	LOC115258397|XP_029714348.1|AEAL, LOC109621718|XP_029726171.1|AEAL	LOC118463520|XP_035786018.1|AALB
OG0003535	LOC109621710|XP_019931406.2|AEAL	LOC118463217|XP_035785553.1|AALB, LOC118463216|XP_035785552.1|AALB
OG0003536	LOC109407825|XP_029726194.1|AEAL	LOC118464918|XP_035788583.1|AALB
OG0003537	LOC109409669|XP_029726231.1|AEAL	LOC118465418|XP_035789539.1|AALB
OG0003538	LOC109409637|XP_019538645.2|AEAL	LOC118464319|XP_035787510.1|AALB
OG0003539	LOC109409596|XP_029715702.1|AEAL, LOC109622563|XP_029726242.1|AEAL	LOC118463775|XP_035786481.1|AALB
OG0003540	LOC109409433|XP_019538426.2|AEAL	LOC118466687|XP_035792208.1|AALB
OG0003541	LOC109409257|XP_029716660.1|AEAL, LOC109622533|XP_029726261.1|AEAL	LOC118466578|XP_035792015.1|AALB
OG0003542	LOC115265416|XP_029726270.1|AEAL	LOC118466580|XP_035792027.1|AALB
OG0003543	LOC109409141|XP_029726275.1|AEAL, LOC109622529|XP_019932461.2|AEAL	LOC118462958|XP_035785005.1|AALB
OG0003544	LOC109408917|XP_019537850.2|AEAL, LOC109622517|XP_019932442.2|AEAL	LOC118463154|XP_035785429.1|AALB
OG0003545	LOC109423369|XP_029726386.1|AEAL	LOC118465948|XP_035790568.1|AALB
OG0003546	LOC109423358|XP_019553876.2|AEAL	LOC118462981|XP_035785070.1|AALB
OG0003547	LOC115265439|XP_029726420.1|AEAL, LOC115261962|XP_029719750.1|AEAL, LOC109423342|XP_019553834.1|AEAL	LOC118465103|XP_035788931.1|AALB
OG0003548	LOC115253596|XP_029719745.1|AEAL, LOC109423340|XP_029726422.1|AEAL	LOC118465100|XP_035788925.1|AALB
OG0003549	LOC109408531|XP_029719744.1|AEAL, LOC109423339|XP_029726427.1|AEAL	LOC118465106|XP_035788942.1|AALB
OG0003550	LOC109423330|XP_019553818.2|AEAL	LOC118465313|XP_035789322.1|AALB
OG0003551	LOC109423323|XP_019553798.2|AEAL	LOC118465305|XP_035789298.1|AALB
OG0003552	LOC115265773|XP_029727581.1|AEAL	LOC118463457|XP_035785938.1|AALB
OG0003553	LOC109423318|XP_019553794.2|AEAL	LOC118463455|XP_035785935.1|AALB
OG0003554	LOC115254507|XP_029707905.1|AEAL, LOC109423309|XP_019553788.2|AEAL	LOC118464649|XP_035788007.1|AALB
OG0003555	LOC109623144|XP_019933188.2|AEAL	LOC118464658|XP_035788050.1|AALB
OG0003556	LOC109623124|XP_029726485.1|AEAL, LOC115263510|XP_029722611.1|AEAL	LOC118467651|XP_035794280.1|AALB
OG0003557	LOC115265453|XP_029726492.1|AEAL, LOC109623122|XP_019933164.1|AEAL	LOC118467653|XP_035794286.1|AALB
OG0003558	LOC109399283|XP_029726516.1|AEAL, LOC115264448|XP_029723998.1|AEAL	LOC118462587|XP_035784287.1|AALB
OG0003559	LOC109399286|XP_029726533.1|AEAL	LOC118466359|XP_035791415.1|AALB
OG0003560	LOC109429055|XP_019560436.2|AEAL	LOC118465311|XP_035789320.1|AALB
OG0003561	LOC109399235|XP_019527216.2|AEAL	LOC118464912|XP_035788571.1|AALB
OG0003562	LOC109399217|XP_029726551.1|AEAL	LOC118463139|XP_035785392.1|AALB
OG0003563	LOC109399253|XP_019527237.1|AEAL	LOC118466304|XP_035791303.1|AALB
OG0003564	LOC109399186|XP_029726564.1|AEAL	LOC118466296|XP_035791279.1|AALB
OG0003565	LOC109419974|XP_029711979.1|AEAL, LOC109418013|XP_029726609.1|AEAL	LOC118466783|XP_035792412.1|AALB
OG0003566	LOC115256935|XP_029711992.1|AEAL, LOC109418021|XP_029726610.1|AEAL	LOC118462680|XP_035784480.1|AALB
OG0003567	LOC109418024|XP_019547727.2|AEAL, LOC109418026|XP_029711986.1|AEAL	LOC118462906|XP_035784897.1|AALB
OG0003568	LOC109414816|XP_029726635.1|AEAL, LOC109418032|XP_029711974.1|AEAL	LOC118464251|XP_035787347.1|AALB
OG0003569	LOC109414833|XP_019544221.2|AEAL	LOC118467735|XP_035794435.1|AALB
OG0003570	LOC109418067|XP_029726677.1|AEAL	LOC118467734|XP_035794432.1|AALB
OG0003571	LOC109418097|XP_029726742.1|AEAL	LOC118464989|XP_035788720.1|AALB
OG0003572	LOC109418098|XP_019547827.1|AEAL	LOC118463803|XP_035786563.1|AALB
OG0003573	LOC115259893|XP_029716547.1|AEAL, LOC109418109|XP_019547842.2|AEAL	LOC118467326|XP_035793556.1|AALB
OG0003574	LOC109418128|XP_019547872.2|AEAL	LOC118462809|XP_035784714.1|AALB
OG0003575	LOC109413273|XP_019542547.1|AEAL, LOC115266190|XP_029728016.1|AEAL, LOC109418873|XP_029728019.1|AEAL	LOC118464381|XP_035787617.1|AALB
OG0003576	LOC109418936|XP_029729315.1|AEAL	LOC118462577|XP_035784275.1|AALB
OG0003577	LOC109418942|XP_029733601.1|AEAL	LOC118466728|XP_035792293.1|AALB
OG0003578	LOC109397801|XP_029733577.1|AEAL, LOC115255796|XP_029709779.1|AEAL	LOC118467762|XP_035794483.1|AALB
OG0003579	LOC109418970|XP_029709782.1|AEAL, LOC109397838|XP_029733573.1|AEAL	LOC118467761|XP_035794482.1|AALB
OG0003580	LOC109397924|XP_029709790.1|AEAL, LOC109418980|XP_029733561.1|AEAL	LOC118467411|XP_035793786.1|AALB
OG0003581	LOC109398009|XP_029733543.1|AEAL, LOC109418986|XP_029709798.1|AEAL	LOC118463489|XP_035785972.1|AALB, LOC118463498|XP_035785988.1|AALB
OG0003582	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL	LOC118466779|XP_035792398.1|AALB
OG0003583	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL	LOC118465303|XP_035789295.1|AALB
OG0003584	LOC109622110|XP_019931885.2|AEAL	LOC118463155|XP_035785431.1|AALB
OG0003585	LOC109419680|XP_029713288.1|AEAL	LOC118465320|XP_035789339.1|AALB
OG0003586	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL	LOC118462986|XP_035785088.1|AALB
OG0003587	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL	LOC118467109|XP_035793062.1|AALB
OG0003588	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL	LOC118462694|XP_035784512.1|AALB
OG0003590	LOC109409975|XP_029725823.1|AEAL	LOC118465338|XP_035789381.1|AALB
OG0003591	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL	LOC118465339|XP_035789382.1|AALB
OG0003592	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL	LOC118465343|XP_035789393.1|AALB
OG0003593	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL	LOC118462954|XP_035784992.1|AALB
OG0003594	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL	LOC118464598|XP_035787935.1|AALB
OG0003595	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL	LOC118467808|XP_035794578.1|AALB
OG0003596	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL	LOC118462707|XP_035784540.1|AALB
OG0003597	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL	LOC118462703|XP_035784534.1|AALB
OG0003598	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL	LOC118465770|XP_035790179.1|AALB
OG0003599	LOC109402569|XP_019530785.2|AEAL	LOC118457857|XP_035775643.1|AALB
OG0003600	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL	LOC118465904|XP_035790451.1|AALB
OG0003601	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL	LOC118463883|XP_035786698.1|AALB
OG0003602	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL	LOC118463249|XP_035785611.1|AALB
OG0003603	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL	LOC118463770|XP_035786478.1|AALB
OG0003604	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL	LOC118464675|XP_035788086.1|AALB
OG0003605	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL	LOC118460666|XP_035781032.1|AALB
OG0003606	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL	LOC118463028|XP_035785163.1|AALB
OG0003607	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL	LOC118463025|XP_035785160.1|AALB
OG0003608	LOC109426573|XP_019557649.1|AEAL	LOC118463040|XP_035785177.1|AALB
OG0003609	LOC109426594|XP_019557675.1|AEAL	LOC118467482|XP_035793917.1|AALB
OG0003610	LOC109426601|XP_019557680.2|AEAL	LOC118463293|XP_035785669.1|AALB
OG0003611	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL	LOC118467170|XP_035793229.1|AALB
OG0003612	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL	LOC118465388|XP_035789477.1|AALB
OG0003613	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL	LOC118464448|XP_035787723.1|AALB, LOC118462710|XP_035784542.1|AALB
OG0003614	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL	LOC118462712|XP_035784543.1|AALB, LOC118464449|XP_035787724.1|AALB
OG0003615	LOC109417814|XP_029725482.1|AEAL	LOC118465526|XP_035789743.1|AALB
OG0003616	LOC109417825|XP_019547548.2|AEAL	LOC118466679|XP_035792192.1|AALB
OG0003617	LOC109417842|XP_029725446.1|AEAL	LOC118467348|XP_035793623.1|AALB
OG0003618	LOC109426798|XP_029725443.1|AEAL	LOC118467341|XP_035793612.1|AALB
OG0003619	LOC109426806|XP_029725434.1|AEAL	LOC118464469|XP_035787771.1|AALB
OG0003620	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL	LOC118464471|XP_035787773.1|AALB
OG0003621	LOC109417873|XP_029725402.1|AEAL	LOC118466430|XP_035791619.1|AALB
OG0003622	LOC109426828|XP_019557912.2|AEAL	LOC118466427|XP_035791603.1|AALB
OG0003623	LOC109426847|XP_019557944.2|AEAL	LOC118464106|XP_035787085.1|AALB
OG0003624	LOC109417982|XP_019547678.1|AEAL	LOC118467085|XP_035793018.1|AALB
OG0003625	LOC109408788|XP_019537746.1|AEAL	LOC118462921|XP_035784921.1|AALB
