Orthogroup	AEAL.longest_only	DMEL.longest_only
OG0003729	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL	alpha-Spec|NP_001261286.1|DMEL
OG0003730	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL	Tet|NP_001261344.1|DMEL
OG0003731	LOC109428663|XP_019560020.2|AEAL	CG1265|NP_647878.1|DMEL
OG0003732	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL	Blos2|NP_648427.1|DMEL
OG0003733	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL	Ptp61F|NP_476687.1|DMEL
OG0003734	LOC109428701|XP_019560057.2|AEAL	Hipk|NP_001369036.1|DMEL
OG0003735	LOC109428707|XP_019560073.2|AEAL	Upf3|NP_726375.1|DMEL
OG0003736	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL	mRpS28|NP_523785.2|DMEL
OG0003737	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL	T3dh|NP_477209.2|DMEL
OG0003738	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL	stl|NP_001097423.1|DMEL
OG0003739	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL	PIG-G|NP_610292.2|DMEL
OG0003740	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL	dpa|NP_477185.1|DMEL
OG0003741	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL	312|NP_612105.1|DMEL
OG0003742	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL	CG6843|NP_649072.1|DMEL
OG0003743	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL	nito|NP_610339.1|DMEL
OG0003744	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL	mEFTu2|NP_610288.1|DMEL
OG0003745	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL	Tmem18|NP_725169.3|DMEL
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	CG10543|NP_001369100.1|DMEL
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	Lmx1a|NP_729801.1|DMEL
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	CG4328|NP_648567.2|DMEL
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	CG32100|NP_729797.1|DMEL
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	Sms|NP_001287045.1|DMEL
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	app|NP_996065.2|DMEL
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	CG3764|NP_001261977.1|DMEL
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	Ist1|NP_648058.1|DMEL
OG0003754	LOC109430596|XP_019562198.2|AEAL	velo|NP_648056.1|DMEL
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	CG6652|NP_648946.3|DMEL
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	CG10417|NP_610169.1|DMEL
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	CG16896|NP_611973.2|DMEL
OG0003758	LOC109423725|XP_019554257.2|AEAL	Sik3|NP_611361.4|DMEL
OG0003759	LOC109414220|XP_029715598.1|AEAL	CG43078|NP_001246678.1|DMEL
OG0003760	LOC109423709|XP_019554234.2|AEAL	Sema1b|NP_611244.1|DMEL
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	Pus7|NP_648231.1|DMEL
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	CG6765|NP_648233.1|DMEL
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	Ets65A|NP_001303373.1|DMEL
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	CG13293|NP_648024.2|DMEL
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	CG16865|NP_609677.1|DMEL
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	CG6903|NP_572198.1|DMEL
OG0003767	LOC109411096|XP_029728724.1|AEAL	Cdk5|NP_477080.1|DMEL
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	sha|NP_001137645.1|DMEL
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	CG7741|NP_610670.2|DMEL
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	Cals|NP_001259086.1|DMEL
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	cert|NP_648199.1|DMEL
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	Use1|NP_648289.2|DMEL
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	Etf-QO|NP_610536.1|DMEL
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	CG1513|NP_610534.3|DMEL
OG0003775	LOC109411151|XP_029728790.1|AEAL	dome|NP_523412.1|DMEL
OG0003776	LOC109408233|XP_019537037.1|AEAL	CG30158|NP_652315.2|DMEL
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	slv|NP_477383.1|DMEL
OG0003778	LOC109408915|XP_019537847.1|AEAL	Sod3|NP_001033939.2|DMEL
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	HnRNP-K|NP_995906.1|DMEL
OG0003780	LOC109414974|XP_019544363.1|AEAL	CG6550|NP_611207.1|DMEL
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	CaMKI|NP_524622.1|DMEL
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	CG32809|NP_001245466.1|DMEL
OG0003783	LOC115266621|XP_029728984.1|AEAL	ALiX|NP_651582.1|DMEL
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	CG8078|NP_610451.1|DMEL
OG0003785	LOC109417245|XP_019546902.1|AEAL	d4|NP_610163.1|DMEL
OG0003786	LOC109407036|XP_019535598.2|AEAL	Dgp-1|NP_611302.1|DMEL
OG0003787	LOC109407042|XP_019535609.1|AEAL	MED9|NP_788400.1|DMEL
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	PPP1R15|NP_611863.1|DMEL
OG0003789	LOC109398163|XP_029732839.1|AEAL	LRR|NP_001260788.1|DMEL
OG0003790	LOC109415369|XP_029732830.1|AEAL	CG8607|NP_648100.2|DMEL
OG0003791	LOC109416672|XP_029732853.1|AEAL	Dmtn|NP_001163531.1|DMEL
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	rdgBbeta|NP_611248.3|DMEL
OG0003793	LOC109414483|XP_019543873.2|AEAL	CG44247|NP_611974.2|DMEL
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	CG4554|NP_611676.1|DMEL
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	CG9384|NP_648720.3|DMEL
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	CG7601|NP_651717.1|DMEL
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	spel1|NP_523565.2|DMEL
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	Wnt2|NP_476810.1|DMEL
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	Ppa|NP_001261138.1|DMEL
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	noc|NP_476917.1|DMEL
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	sNPF|NP_724239.1|DMEL
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	CG10747|NP_610022.3|DMEL
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	CG18731|NP_652716.1|DMEL
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	osp|NP_001162975.1|DMEL
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	CG3164|NP_722605.1|DMEL
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	Fis1|NP_001137607.1|DMEL
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	chic|NP_477016.1|DMEL
OG0003808	LOC109428200|XP_029728408.1|AEAL	Crtc|NP_001261997.1|DMEL
OG0003809	LOC109428199|XP_029728418.1|AEAL	CG10428|NP_609918.1|DMEL
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	CG3511|NP_611935.1|DMEL
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	Spt5|NP_652610.1|DMEL
OG0003812	LOC109433229|XP_029714793.1|AEAL	spen|NP_722615.1|DMEL
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	Etl1|NP_609320.2|DMEL
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	Oatp33Eb|NP_609570.1|DMEL
OG0003815	LOC109622879|XP_019932889.2|AEAL	CG10877|NP_650894.1|DMEL
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	Top3alpha|NP_523602.2|DMEL
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	Gdi|NP_523524.2|DMEL
OG0003818	LOC109420076|XP_029713587.1|AEAL	CG33120|NP_788073.1|DMEL
OG0003819	LOC109420074|XP_019549923.2|AEAL	CG31957|NP_722949.1|DMEL
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	hyx|NP_649863.1|DMEL
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	Sin1|NP_610963.1|DMEL
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	Fic|NP_609026.1|DMEL
OG0003823	LOC109401074|XP_029713111.1|AEAL	CG31663|NP_722738.1|DMEL
OG0003824	LOC109412398|XP_019541585.1|AEAL	CG13081|NP_609985.1|DMEL
OG0003825	LOC109412374|XP_019541573.2|AEAL	CG13097|NP_609237.1|DMEL
OG0003826	LOC109432871|XP_019564776.1|AEAL	CG14022|NP_608922.1|DMEL
OG0003827	LOC115257191|XP_029712477.1|AEAL, LOC109401356|XP_019529412.2|AEAL	CG3769|NP_609289.1|DMEL
OG0003828	LOC109432873|XP_029712478.1|AEAL, LOC109401369|XP_019529434.2|AEAL	numb|NP_523523.2|DMEL
OG0003829	LOC109401410|XP_029715894.1|AEAL, LOC109432882|XP_029715868.1|AEAL, LOC115257192|XP_029712482.1|AEAL	CG43333|NP_788051.1|DMEL
OG0003830	LOC109432904|XP_019564816.2|AEAL, LOC115255619|XP_029709570.1|AEAL	l_2_k14505|NP_610102.1|DMEL
OG0003831	LOC109432894|XP_019564805.1|AEAL, LOC109401397|XP_029711610.1|AEAL	Idh3b|NP_651000.1|DMEL
OG0003832	LOC109401416|XP_029715795.1|AEAL, LOC109432910|XP_029711998.1|AEAL	CG17378|NP_609073.2|DMEL
OG0003833	LOC109432900|XP_029715796.1|AEAL, LOC109401376|XP_029712018.1|AEAL	nrv2|NP_477168.1|DMEL
OG0003834	LOC109401434|XP_029712112.1|AEAL, LOC109404654|XP_019533126.1|AEAL	Wee1|NP_477035.1|DMEL
OG0003836	LOC109411290|XP_019540361.2|AEAL	CG31800|NP_724152.1|DMEL
OG0003837	LOC109433149|XP_029715686.1|AEAL, LOC109411306|XP_029711295.1|AEAL	Sidpn|NP_523599.1|DMEL
OG0003838	LOC109433046|XP_019564970.2|AEAL	IFT57|NP_608792.1|DMEL
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	RpL24|NP_609649.1|DMEL
OG0003840	LOC109420154|XP_019550024.1|AEAL	CSN4|NP_477444.1|DMEL
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	Slh|NP_001137769.2|DMEL
OG0003842	LOC109420405|XP_029710801.1|AEAL	Nup154|NP_477287.1|DMEL
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	Smg5|NP_609685.1|DMEL
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	Ing5|NP_609647.1|DMEL
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	CG15270|NP_609738.1|DMEL
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	GlcAT-S|NP_001162922.1|DMEL
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	CG18661|NP_652562.2|DMEL
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	GckIII|NP_650596.1|DMEL
OG0003849	LOC109400287|XP_029725038.1|AEAL	CG11777|NP_724939.1|DMEL
OG0003850	LOC109400335|XP_029724841.1|AEAL	rk|NP_476702.1|DMEL
OG0003851	LOC109425155|XP_029724812.1|AEAL	CG9945|NP_611494.1|DMEL
OG0003852	LOC109429416|XP_019560914.2|AEAL	CG15387|NP_001097058.1|DMEL
OG0003853	LOC109425132|XP_019555903.2|AEAL	ATPCL|NP_523755.2|DMEL
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	yellow-b|NP_523586.1|DMEL
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	BuGZ|NP_001260513.1|DMEL
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	AstCC|NP_001285830.1|DMEL
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	crp|NP_476605.1|DMEL
OG0003858	LOC109403338|XP_029731472.1|AEAL	Pfrx|NP_477451.1|DMEL
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	CG17321|NP_609915.1|DMEL
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	CG34195|NP_001097360.1|DMEL
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	Cwc25|NP_608705.1|DMEL
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	Kr-h1|NP_477466.1|DMEL
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	tai|NP_001245949.1|DMEL
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	CG9586|NP_001260279.1|DMEL
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	CG5886|NP_651435.1|DMEL
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	CG8665|NP_610107.1|DMEL
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	CG46302|NP_001334712.1|DMEL, CG40439|NP_001036404.1|DMEL
OG0003868	LOC109419602|XP_019549378.2|AEAL	SamDC|NP_477223.2|DMEL
OG0003869	LOC109397554|XP_019525401.2|AEAL	Ptpa|NP_523466.2|DMEL
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	Pde11|NP_609885.2|DMEL
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	CG6583|NP_609556.2|DMEL
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	cyp33|NP_523773.1|DMEL
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	E2f2|NP_477355.1|DMEL
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	Mondo|NP_724326.1|DMEL
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	Ripalpha|NP_609351.1|DMEL
OG0003876	LOC109404395|XP_019532791.2|AEAL	RFeSP|NP_722715.1|DMEL
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	Ku80|NP_609767.2|DMEL
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	CG10602|NP_609916.5|DMEL
OG0003879	LOC109404765|XP_019533253.2|AEAL	CG34140|NP_001036574.1|DMEL
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	klu|NP_001261690.1|DMEL
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	Samtor|NP_611943.1|DMEL
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	vlc|NP_524868.1|DMEL
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	Smox|NP_511079.1|DMEL
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	Sec71|NP_609675.2|DMEL
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	COX5B|NP_609046.1|DMEL
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	IFT52|NP_609045.2|DMEL
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	oaf|NP_787963.2|DMEL
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	mRRF2|NP_732771.2|DMEL
OG0003889	LOC109414293|XP_019543652.2|AEAL	Plap|NP_524666.2|DMEL
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	CG12012|NP_647813.1|DMEL
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	b|NP_476788.1|DMEL
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	Pol31|NP_647659.1|DMEL
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	Top2|NP_476760.1|DMEL
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	STUB1|NP_477441.1|DMEL
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	dgt3|NP_611533.2|DMEL
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	CG9313|NP_001286657.1|DMEL
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	Bap55|NP_611209.1|DMEL
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	l_2_37Cg|NP_001260563.1|DMEL
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	shv|NP_608525.1|DMEL
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	S|NP_523450.1|DMEL
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	CG4935|NP_609782.2|DMEL
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	Mnn1|NP_001036342.1|DMEL
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	CG5287|NP_609608.1|DMEL
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	CG31849|NP_723787.1|DMEL
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	CG5808|NP_651291.1|DMEL
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	MED16|NP_611650.2|DMEL
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	kraken|NP_477265.1|DMEL
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	CG13949|NP_608552.1|DMEL
OG0003909	LOC109405615|XP_029714537.1|AEAL	metro|NP_610642.2|DMEL
OG0003910	LOC109416534|XP_019546157.2|AEAL	pyd3|NP_649732.1|DMEL
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	Mon1|NP_608868.1|DMEL
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	CG18480|NP_609761.1|DMEL
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	CG9008|NP_001285908.1|DMEL
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	RfC38|NP_609494.1|DMEL
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	CG32736|NP_727152.1|DMEL
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	GMF|NP_609787.2|DMEL
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	CG14020|NP_001260097.1|DMEL
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	escl|NP_723702.1|DMEL
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	Hydr2|NP_608751.2|DMEL
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	Cdk9|NP_477226.2|DMEL
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	Hr38|NP_477119.1|DMEL
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	Wdr59|NP_995682.1|DMEL
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	Zip102B|NP_651919.3|DMEL
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	GstE14|NP_610855.1|DMEL
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	Col4a1|NP_723044.1|DMEL
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	eIF3h|NP_524834.2|DMEL
OG0003927	LOC109417719|XP_029709183.1|AEAL	mio|NP_608656.1|DMEL
OG0003928	LOC109420032|XP_019549889.2|AEAL	PIG-U|NP_609238.1|DMEL
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	CG6230|NP_609490.1|DMEL
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	Hmgcl|NP_609089.1|DMEL
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	Nhe3|NP_723202.2|DMEL
OG0003932	LOC109419403|XP_029709065.1|AEAL	flz|NP_001137622.1|DMEL
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	tank|NP_608864.1|DMEL
