Orthogroup	AEAL.longest_only	DSUB.longest_only
OG0003621	LOC109417873|XP_029725402.1|AEAL	LOC117895452|XP_034659015.1|DSUB
OG0003622	LOC109426828|XP_019557912.2|AEAL	LOC117895450|XP_034659010.1|DSUB
OG0003623	LOC109426847|XP_019557944.2|AEAL	LOC117890826|XP_034651794.1|DSUB
OG0003624	LOC109417982|XP_019547678.1|AEAL	LOC117891213|XP_034652446.1|DSUB
OG0003625	LOC109408788|XP_019537746.1|AEAL	LOC117890334|XP_034651017.1|DSUB
OG0003626	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL	LOC117891666|XP_034653122.1|DSUB
OG0003627	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL	LOC117892464|XP_034654605.1|DSUB
OG0003628	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL	LOC117892152|XP_034654091.1|DSUB
OG0003629	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL	LOC117891103|XP_034652181.1|DSUB
OG0003630	LOC109407914|XP_019536645.2|AEAL	LOC117892159|XP_034654110.1|DSUB
OG0003631	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL	LOC117893829|XP_034656477.1|DSUB
OG0003632	LOC109408067|XP_029732472.1|AEAL	LOC117894936|XP_034658130.1|DSUB
OG0003633	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL	LOC117892331|XP_034654375.1|DSUB
OG0003634	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL	LOC117894864|XP_034658015.1|DSUB
OG0003635	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL	LOC117893039|XP_034655298.1|DSUB
OG0003636	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL	LOC117889968|XP_034650422.1|DSUB
OG0003637	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL	LOC117889905|XP_034650317.1|DSUB
OG0003638	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL	LOC117894404|XP_034657307.1|DSUB
OG0003639	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL	LOC117900320|XP_034666543.1|DSUB
OG0003640	LOC109403658|XP_019532022.2|AEAL	LOC117889893|XP_034650294.1|DSUB
OG0003641	LOC109405156|XP_019533721.1|AEAL	LOC117892182|XP_034654159.1|DSUB
OG0003642	LOC109405147|XP_019533709.1|AEAL	LOC117892723|XP_034655035.1|DSUB
OG0003643	LOC109405141|XP_019533694.1|AEAL	LOC117892725|XP_034655039.1|DSUB
OG0003644	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL	LOC117891276|XP_034652544.1|DSUB
OG0003645	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL	LOC117893251|XP_034655708.1|DSUB
OG0003646	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL	LOC117895298|XP_034658747.1|DSUB
OG0003647	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL	LOC117895526|XP_034659123.1|DSUB
OG0003648	LOC109413462|XP_019542682.2|AEAL	LOC117902219|XP_034669343.1|DSUB
OG0003649	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL	LOC117898623|XP_034664070.1|DSUB
OG0003650	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL	LOC117902703|XP_034670140.1|DSUB, LOC117897959|XP_034662956.1|DSUB
OG0003651	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL	LOC117898850|XP_034664418.1|DSUB
OG0003652	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL	LOC117894605|XP_034657647.1|DSUB
OG0003653	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL	LOC117894823|XP_034657960.1|DSUB
OG0003654	LOC109404952|XP_019533453.2|AEAL	LOC117893943|XP_034656624.1|DSUB
OG0003655	LOC109404953|XP_019533455.2|AEAL	LOC117900758|XP_034667131.1|DSUB
OG0003656	LOC109400594|XP_029734964.1|AEAL	LOC117893886|XP_034656549.1|DSUB
OG0003657	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL	LOC117893046|XP_034655314.1|DSUB
OG0003658	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL	LOC117897303|XP_034661941.1|DSUB
OG0003659	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL	LOC117894330|XP_034657205.1|DSUB
OG0003660	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL	LOC117893705|XP_034656283.1|DSUB, LOC117895103|XP_034658390.1|DSUB
OG0003661	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL	LOC117894346|XP_034657226.1|DSUB
OG0003662	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL	LOC117893656|XP_034656238.1|DSUB
OG0003663	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL	LOC117895519|XP_034659114.1|DSUB
OG0003664	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL	LOC117895489|XP_034659072.1|DSUB
OG0003665	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL	LOC117892353|XP_034654448.1|DSUB
OG0003666	LOC109402723|XP_019530962.2|AEAL	LOC117890873|XP_034651854.1|DSUB
OG0003667	LOC109403224|XP_019531530.2|AEAL	LOC117895707|XP_034659446.1|DSUB
OG0003668	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL	LOC117890413|XP_034651115.1|DSUB
OG0003669	LOC109422586|XP_019552938.1|AEAL	LOC117891950|XP_034653697.1|DSUB
OG0003670	LOC109422580|XP_019552924.1|AEAL	LOC117891948|XP_034653693.1|DSUB
OG0003671	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL	LOC117889747|XP_034650077.1|DSUB
OG0003672	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL	LOC117899595|XP_034665605.1|DSUB
OG0003673	LOC109430552|XP_019562169.2|AEAL	LOC117890114|XP_034650676.1|DSUB
OG0003674	LOC109430546|XP_019562157.1|AEAL	LOC117890061|XP_034650590.1|DSUB
OG0003675	LOC109430543|XP_019562154.1|AEAL	LOC117891611|XP_034653038.1|DSUB
OG0003676	LOC109430541|XP_029708298.1|AEAL	LOC117891610|XP_034653035.1|DSUB
OG0003677	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL	LOC117898141|XP_034663228.1|DSUB
OG0003678	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL	LOC117892972|XP_034655201.1|DSUB
OG0003679	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL	LOC117894289|XP_034657140.1|DSUB
OG0003680	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL	LOC117890976|XP_034652005.1|DSUB
OG0003681	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL	LOC117891895|XP_034653589.1|DSUB
OG0003682	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL	LOC117898576|XP_034663986.1|DSUB
OG0003683	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL	LOC117891097|XP_034652172.1|DSUB
OG0003684	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL	LOC117895210|XP_034658592.1|DSUB
OG0003685	LOC109407419|XP_029722331.1|AEAL	LOC117895674|XP_034659387.1|DSUB
OG0003686	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL	LOC117890244|XP_034650881.1|DSUB
OG0003687	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL	LOC117891707|XP_034653191.1|DSUB
OG0003688	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL	LOC117891838|XP_034653479.1|DSUB
OG0003689	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL	LOC117895613|XP_034659253.1|DSUB
OG0003690	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL	LOC117895497|XP_034659083.1|DSUB
OG0003691	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL, LOC109407388|XP_029722181.1|AEAL	LOC117895656|XP_034659362.1|DSUB
OG0003692	LOC109419418|XP_019549203.2|AEAL	LOC117890836|XP_034651810.1|DSUB
OG0003693	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL	LOC117895106|XP_034658398.1|DSUB
OG0003694	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL	LOC117894811|XP_034657937.1|DSUB
OG0003695	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL	LOC117893512|XP_034656042.1|DSUB
OG0003696	LOC109430919|XP_019562572.1|AEAL	LOC117890802|XP_034651767.1|DSUB
OG0003697	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL	LOC117890485|XP_034651261.1|DSUB
OG0003698	LOC109431664|XP_019563456.1|AEAL	LOC117895666|XP_034659380.1|DSUB
OG0003699	LOC109431667|XP_019563463.1|AEAL	LOC117890489|XP_034651268.1|DSUB
OG0003700	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL	LOC117892278|XP_034654289.1|DSUB
OG0003701	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL	LOC117902814|XP_034670330.1|DSUB
OG0003702	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL	LOC117894873|XP_034658031.1|DSUB
OG0003703	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL	LOC117894061|XP_034656805.1|DSUB
OG0003704	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL	LOC117894002|XP_034656716.1|DSUB
OG0003706	LOC115253461|XP_029730579.1|AEAL	LOC117894581|XP_034657614.1|DSUB
OG0003707	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL	LOC117893889|XP_034656552.1|DSUB
OG0003708	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL	LOC117893394|XP_034655884.1|DSUB
OG0003709	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL	LOC117891505|XP_034652887.1|DSUB
OG0003710	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL	LOC117891495|XP_034652874.1|DSUB
OG0003711	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL	LOC117894256|XP_034657101.1|DSUB
OG0003712	LOC109399518|XP_019527512.2|AEAL	LOC117891566|XP_034652979.1|DSUB
OG0003713	LOC109399457|XP_019527439.2|AEAL	LOC117892706|XP_034655011.1|DSUB
OG0003714	LOC109399522|XP_019527517.2|AEAL	LOC117889794|XP_034650158.1|DSUB
OG0003715	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL	LOC117895811|XP_034659628.1|DSUB
OG0003717	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL	LOC117893984|XP_034656689.1|DSUB
OG0003718	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL	LOC117893314|XP_034655793.1|DSUB
OG0003719	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL	LOC117894120|XP_034656893.1|DSUB
OG0003720	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL	LOC117903138|XP_034670866.1|DSUB
OG0003721	LOC109408666|XP_029735836.1|AEAL	LOC117890911|XP_034651917.1|DSUB
OG0003722	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL	LOC117895708|XP_034659447.1|DSUB
OG0003723	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL	LOC117895222|XP_034658608.1|DSUB
OG0003724	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL	LOC117895460|XP_034659024.1|DSUB
OG0003725	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL	LOC117894448|XP_034657432.1|DSUB
OG0003726	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL	LOC117895371|XP_034658848.1|DSUB
OG0003727	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL	LOC117895803|XP_034659616.1|DSUB
OG0003728	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL	LOC117896244|XP_034660292.1|DSUB
OG0003729	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL	LOC117893552|XP_034656093.1|DSUB
OG0003730	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL	LOC117893271|XP_034655730.1|DSUB
OG0003731	LOC109428663|XP_019560020.2|AEAL	LOC117895436|XP_034658981.1|DSUB
OG0003732	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL	LOC117894378|XP_034657274.1|DSUB
OG0003733	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL	LOC117893761|XP_034656390.1|DSUB
OG0003734	LOC109428701|XP_019560057.2|AEAL	LOC117895284|XP_034658711.1|DSUB
OG0003735	LOC109428707|XP_019560073.2|AEAL	LOC117892620|XP_034654862.1|DSUB
OG0003736	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL	LOC117891635|XP_034653072.1|DSUB
OG0003737	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL	LOC117891555|XP_034652967.1|DSUB
OG0003738	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL	LOC117890670|XP_034651537.1|DSUB
OG0003739	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL	LOC117890950|XP_034651982.1|DSUB
OG0003740	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL	LOC117890951|XP_034651983.1|DSUB
OG0003741	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL	LOC117893771|XP_034656401.1|DSUB
OG0003742	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL	LOC117894054|XP_034656798.1|DSUB
OG0003743	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL	LOC117891483|XP_034652854.1|DSUB
OG0003744	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL	LOC117890957|XP_034651989.1|DSUB
OG0003745	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL	LOC117890283|XP_034650936.1|DSUB
OG0003746	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL	LOC117889944|XP_034650372.1|DSUB
OG0003747	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL	LOC117893521|XP_034656052.1|DSUB
OG0003748	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL	LOC117894954|XP_034658175.1|DSUB
OG0003749	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL	LOC117893102|XP_034655424.1|DSUB
OG0003750	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL	LOC117893103|XP_034655425.1|DSUB
OG0003751	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL	LOC117895635|XP_034659281.1|DSUB
OG0003752	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL	LOC117894073|XP_034656818.1|DSUB
OG0003753	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL	LOC117893977|XP_034656675.1|DSUB
OG0003754	LOC109430596|XP_019562198.2|AEAL	LOC117893963|XP_034656653.1|DSUB
OG0003755	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL	LOC117893486|XP_034656009.1|DSUB
OG0003756	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL	LOC117892268|XP_034654281.1|DSUB
OG0003757	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL	LOC117891954|XP_034653704.1|DSUB
OG0003758	LOC109423725|XP_019554257.2|AEAL	LOC117892575|XP_034654794.1|DSUB
OG0003759	LOC109414220|XP_029715598.1|AEAL	LOC117895401|XP_034658920.1|DSUB
OG0003760	LOC109423709|XP_019554234.2|AEAL	LOC117890117|XP_034650679.1|DSUB
OG0003761	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL	LOC117895136|XP_034658447.1|DSUB
OG0003762	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL	LOC117895139|XP_034658454.1|DSUB
OG0003763	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL	LOC117895255|XP_034658663.1|DSUB
OG0003764	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL	LOC117894570|XP_034657596.1|DSUB
OG0003765	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL	LOC117902457|XP_034669745.1|DSUB
OG0003766	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL	LOC117903819|XP_034672190.1|DSUB
OG0003767	LOC109411096|XP_029728724.1|AEAL	LOC117891283|XP_034652565.1|DSUB
OG0003768	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL	LOC117889810|XP_034650180.1|DSUB
OG0003769	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL	LOC117889775|XP_034650131.1|DSUB
OG0003770	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL	LOC117902912|XP_034670362.1|DSUB
OG0003771	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL	LOC117894619|XP_034657674.1|DSUB
OG0003772	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL	LOC117893727|XP_034656339.1|DSUB
OG0003773	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL	LOC117891899|XP_034653594.1|DSUB
OG0003774	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL	LOC117890030|XP_034650537.1|DSUB
OG0003775	LOC109411151|XP_029728790.1|AEAL	LOC117897701|XP_034662617.1|DSUB
OG0003776	LOC109408233|XP_019537037.1|AEAL	LOC117891424|XP_034652785.1|DSUB
OG0003777	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL	LOC117891451|XP_034652823.1|DSUB
OG0003778	LOC109408915|XP_019537847.1|AEAL	LOC117890001|XP_034650479.1|DSUB
OG0003779	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL	LOC117892266|XP_034654276.1|DSUB
OG0003780	LOC109414974|XP_019544363.1|AEAL	LOC117890735|XP_034651678.1|DSUB
OG0003781	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL	LOC117902955|XP_034670481.1|DSUB
OG0003782	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL	LOC117889630|XP_034649975.1|DSUB
OG0003783	LOC115266621|XP_029728984.1|AEAL	LOC117898738|XP_034664248.1|DSUB
OG0003784	LOC109415103|XP_019544508.2|AEAL, LOC109415011|XP_029728993.1|AEAL	LOC117890317|XP_034650994.1|DSUB
OG0003785	LOC109417245|XP_019546902.1|AEAL	LOC117890678|XP_034651550.1|DSUB
OG0003786	LOC109407036|XP_019535598.2|AEAL	LOC117890486|XP_034651264.1|DSUB
OG0003787	LOC109407042|XP_019535609.1|AEAL	LOC117890493|XP_034651274.1|DSUB
OG0003788	LOC115268570|XP_029732540.1|AEAL, LOC115268572|XP_029732545.1|AEAL, LOC115253885|XP_029732544.1|AEAL, LOC109425646|XP_029716921.1|AEAL	LOC117891029|XP_034652083.1|DSUB
OG0003789	LOC109398163|XP_029732839.1|AEAL	LOC117892654|XP_034654902.1|DSUB
OG0003790	LOC109415369|XP_029732830.1|AEAL	LOC117893300|XP_034655767.1|DSUB
OG0003791	LOC109416672|XP_029732853.1|AEAL	LOC117897422|XP_034662148.1|DSUB
OG0003792	LOC109411530|XP_029709936.1|AEAL, LOC109421725|XP_029709933.1|AEAL	LOC117891401|XP_034652736.1|DSUB
OG0003793	LOC109414483|XP_019543873.2|AEAL	LOC117891960|XP_034653723.1|DSUB
OG0003794	LOC109414495|XP_029728236.1|AEAL, LOC109421421|XP_019551451.2|AEAL	LOC117889752|XP_034650089.1|DSUB
OG0003795	LOC109421368|XP_029728239.1|AEAL, LOC109414477|XP_029728207.1|AEAL	LOC117894025|XP_034656753.1|DSUB
OG0003796	LOC109414474|XP_019543857.2|AEAL, LOC109622271|XP_029728251.1|AEAL, LOC115266316|XP_029728179.1|AEAL	LOC117897718|XP_034662634.1|DSUB
OG0003797	LOC109622542|XP_029728129.1|AEAL, LOC109414444|XP_029728153.1|AEAL, LOC115266333|XP_029728287.1|AEAL	LOC117902048|XP_034669005.1|DSUB
OG0003798	LOC109414441|XP_029728289.1|AEAL, LOC115266296|XP_029728138.1|AEAL, LOC109621322|XP_029728144.1|AEAL	LOC117889806|XP_034650174.1|DSUB
OG0003799	LOC109414437|XP_019543798.2|AEAL, LOC109622537|XP_019932476.2|AEAL	LOC117892440|XP_034654572.1|DSUB
OG0003800	LOC109428283|XP_019559559.2|AEAL, LOC109404735|XP_019533206.1|AEAL	LOC117901244|XP_034667810.1|DSUB
OG0003801	LOC109428273|XP_029728468.1|AEAL, LOC115266345|XP_029728321.1|AEAL	LOC117901866|XP_034668712.1|DSUB
OG0003802	LOC109428266|XP_019559544.1|AEAL, LOC115256043|XP_029710154.1|AEAL	LOC117902617|XP_034670019.1|DSUB
OG0003803	LOC109428268|XP_019559548.1|AEAL, LOC109427835|XP_019558963.1|AEAL	LOC117897728|XP_034662646.1|DSUB
OG0003804	LOC115266350|XP_029728342.1|AEAL, LOC109427931|XP_029710135.1|AEAL	LOC117901965|XP_034668837.1|DSUB
OG0003805	LOC115266367|XP_029728442.1|AEAL, LOC109428250|XP_029728443.1|AEAL, LOC109427929|XP_019559121.1|AEAL	LOC117901211|XP_034667765.1|DSUB
OG0003806	LOC115266368|XP_029728445.1|AEAL, LOC109427928|XP_029728462.1|AEAL, LOC109428249|XP_029728352.1|AEAL	LOC117901475|XP_034668130.1|DSUB
OG0003807	LOC109428240|XP_029728363.1|AEAL, LOC109427921|XP_029728463.1|AEAL, LOC115253791|XP_029728467.1|AEAL	LOC117902639|XP_034670053.1|DSUB
OG0003808	LOC109428200|XP_029728408.1|AEAL	LOC117893493|XP_034656018.1|DSUB
OG0003809	LOC109428199|XP_029728418.1|AEAL	LOC117902234|XP_034669363.1|DSUB
OG0003810	LOC109428182|XP_029734295.1|AEAL, LOC109427875|XP_029728439.1|AEAL	LOC117890045|XP_034650555.1|DSUB
OG0003811	LOC109424312|XP_029714951.1|AEAL, LOC115253500|XP_029714941.1|AEAL	LOC117889985|XP_034650459.1|DSUB
OG0003812	LOC109433229|XP_029714793.1|AEAL	LOC117902007|XP_034668945.1|DSUB
OG0003813	LOC115258561|XP_029714601.1|AEAL, LOC109622900|XP_019932916.2|AEAL, LOC115258584|XP_029714685.1|AEAL	LOC117902015|XP_034668953.1|DSUB
OG0003814	LOC115258139|XP_029714042.1|AEAL, LOC109622883|XP_019932895.2|AEAL	LOC117901400|XP_034668025.1|DSUB
OG0003815	LOC109622879|XP_019932889.2|AEAL	LOC117899657|XP_034665731.1|DSUB
OG0003816	LOC109622869|XP_019932879.2|AEAL, LOC115258071|XP_029713941.1|AEAL	LOC117902098|XP_034669091.1|DSUB
OG0003817	LOC115257997|XP_029713854.1|AEAL, LOC109622865|XP_019932874.1|AEAL, LOC115258453|XP_029714414.1|AEAL	LOC117902035|XP_034668989.1|DSUB
OG0003818	LOC109420076|XP_029713587.1|AEAL	LOC117900211|XP_034666382.1|DSUB
OG0003819	LOC109420074|XP_019549923.2|AEAL	LOC117901089|XP_034667607.1|DSUB
OG0003820	LOC109412012|XP_019541201.1|AEAL, LOC109407925|XP_019536663.1|AEAL	LOC117897626|XP_034662486.1|DSUB
OG0003821	LOC109412028|XP_019541220.1|AEAL, LOC115262435|XP_029720698.1|AEAL	LOC117891569|XP_034652983.1|DSUB
OG0003822	LOC109401083|XP_019529107.2|AEAL, LOC109400993|XP_019529001.2|AEAL	LOC117902447|XP_034669733.1|DSUB
OG0003823	LOC109401074|XP_029713111.1|AEAL	LOC117900808|XP_034667187.1|DSUB
OG0003824	LOC109412398|XP_019541585.1|AEAL	LOC117901172|XP_034667717.1|DSUB
OG0003825	LOC109412374|XP_019541573.2|AEAL	LOC117900410|XP_034666658.1|DSUB
OG0003826	LOC109432871|XP_019564776.1|AEAL	LOC117901785|XP_034668585.1|DSUB
