Orthogroup	AEAL.longest_only	DFIC.longest_only
OG0004575	LOC109432078|XP_019563920.2|AEAL, LOC109397198|XP_019525086.2|AEAL, LOC115255924|XP_029709989.1|AEAL	LOC108097300|XP_017055004.1|DFIC
OG0004576	LOC109422035|XP_019552220.2|AEAL, LOC115256583|XP_029711221.1|AEAL	LOC108097616|XP_017055515.1|DFIC
OG0004577	LOC115253973|XP_029711218.1|AEAL, LOC109422031|XP_019552215.2|AEAL	LOC108092077|XP_017047042.1|DFIC
OG0004578	LOC115256723|XP_029711522.1|AEAL, LOC115256872|XP_029711807.1|AEAL, LOC109422006|XP_019552195.1|AEAL	LOC108091222|XP_017045814.1|DFIC
OG0004579	LOC109422002|XP_019552186.2|AEAL, LOC115256372|XP_029710596.1|AEAL, LOC115256408|XP_029710753.1|AEAL	LOC108092426|XP_017047484.1|DFIC
OG0004580	LOC115256565|XP_029711173.1|AEAL, LOC109421993|XP_019552172.1|AEAL	LOC108087335|XP_017040158.1|DFIC
OG0004581	LOC115253977|XP_029711853.1|AEAL, LOC109421991|XP_019552170.2|AEAL	LOC108097111|XP_017054680.1|DFIC
OG0004582	LOC115256501|XP_029711028.1|AEAL, LOC109421987|XP_029710911.1|AEAL	LOC108086844|XP_017039383.1|DFIC
OG0004583	LOC109421974|XP_019552155.2|AEAL	LOC108097601|XP_017055497.1|DFIC
OG0004584	LOC109424617|XP_019555330.2|AEAL	LOC108086770|XP_017039305.1|DFIC
OG0004585	LOC115267313|XP_029730091.1|AEAL, LOC109410178|XP_029710751.1|AEAL, LOC115254483|XP_029707893.1|AEAL	LOC108088508|XP_017041830.1|DFIC
OG0004586	LOC109427434|XP_019558534.2|AEAL	LOC108101774|XP_017061737.1|DFIC
OG0004587	LOC109427430|XP_019558531.2|AEAL	LOC108086854|XP_017039397.1|DFIC
OG0004588	LOC109410149|XP_019539220.2|AEAL, LOC109427431|XP_019558533.1|AEAL	LOC108086853|XP_017039396.1|DFIC
OG0004589	LOC115253813|XP_029707907.1|AEAL, LOC109427426|XP_029711094.1|AEAL	LOC108100922|XP_017060530.1|DFIC
OG0004590	LOC109415362|XP_029710928.1|AEAL, LOC109410132|XP_019539203.2|AEAL	LOC108088434|XP_017041694.1|DFIC
OG0004591	LOC109427410|XP_029709731.1|AEAL, LOC109410127|XP_029710643.1|AEAL	LOC108088513|XP_017041839.1|DFIC
OG0004592	LOC109410125|XP_019539199.2|AEAL, LOC109427406|XP_019558493.2|AEAL	LOC108097594|XP_017055480.1|DFIC
OG0004593	LOC109427404|XP_019558491.2|AEAL, LOC109410124|XP_019539198.2|AEAL	LOC108097529|XP_017055363.1|DFIC
OG0004594	LOC109410168|XP_029710479.1|AEAL, LOC109427393|XP_029721634.1|AEAL	LOC108097507|XP_017055308.1|DFIC
OG0004595	LOC109427376|XP_029711375.1|AEAL, LOC109402076|XP_019530227.1|AEAL	LOC108094708|XP_017050934.1|DFIC
OG0004596	LOC109402062|XP_019530208.2|AEAL, LOC115256494|XP_029711016.1|AEAL, LOC109427350|XP_019558427.2|AEAL	LOC108092817|XP_017048081.1|DFIC
OG0004597	LOC109405090|XP_029710546.1|AEAL	LOC108093587|XP_017049204.1|DFIC
OG0004598	LOC109416544|XP_019546170.1|AEAL	LOC108089428|XP_017043124.1|DFIC
OG0004599	LOC109405092|XP_019533635.3|AEAL	LOC108092510|XP_017047617.1|DFIC
OG0004600	LOC115253969|XP_029710922.1|AEAL, LOC109404899|XP_019533397.2|AEAL, LOC109398409|XP_019526307.2|AEAL	LOC108101705|XP_017061631.1|DFIC
OG0004601	LOC109398413|XP_029710966.1|AEAL, LOC115256555|XP_029711144.1|AEAL, LOC115256472|XP_029710977.1|AEAL	LOC108101711|XP_017061639.1|DFIC
OG0004602	LOC109409421|XP_029710884.1|AEAL	LOC108097776|XP_017055792.1|DFIC
OG0004603	LOC109398427|XP_019526333.2|AEAL, LOC109409430|XP_029711165.1|AEAL	LOC108091573|XP_017046340.1|DFIC
OG0004604	LOC109432713|XP_019564643.2|AEAL, LOC109409435|XP_029711116.1|AEAL	LOC108088693|XP_017042123.1|DFIC
OG0004605	LOC109409458|XP_029710599.1|AEAL, LOC109415314|XP_029711839.1|AEAL	LOC108097421|XP_017055174.1|DFIC
OG0004606	LOC115269543|XP_029734185.1|AEAL	LOC108101095|XP_017060796.1|DFIC
OG0004607	LOC115269558|XP_029734210.1|AEAL	LOC108091277|XP_017045880.1|DFIC
OG0004608	LOC109397699|XP_029709756.1|AEAL, LOC109432974|XP_029734227.1|AEAL	LOC108095307|XP_017051856.1|DFIC
OG0004609	LOC109397575|XP_029709752.1|AEAL, LOC109432996|XP_019564915.1|AEAL	LOC108097715|XP_017055695.1|DFIC
OG0004610	LOC109414063|XP_019543340.1|AEAL, LOC115258019|XP_029713875.1|AEAL	LOC108099547|XP_017058611.1|DFIC
OG0004611	LOC115256091|XP_029710206.1|AEAL, LOC109414076|XP_019543360.2|AEAL	LOC108099559|XP_017058634.1|DFIC
OG0004612	LOC109414078|XP_029710205.1|AEAL	LOC108099631|XP_017058749.1|DFIC
OG0004613	LOC115256088|XP_029710202.1|AEAL, LOC109414080|XP_029710203.1|AEAL	LOC108097131|XP_017054719.1|DFIC
OG0004614	LOC115256083|XP_029710183.1|AEAL, LOC109414084|XP_029710182.1|AEAL	LOC108097770|XP_017055785.1|DFIC
OG0004615	LOC109402224|XP_029729948.1|AEAL, LOC115267190|XP_029729921.1|AEAL	LOC108091324|XP_017045952.1|DFIC
OG0004616	LOC115267212|XP_029729951.1|AEAL, LOC109402238|XP_019530423.2|AEAL	LOC108088727|XP_017042165.1|DFIC
OG0004617	LOC115264440|XP_029723991.1|AEAL, LOC109402203|XP_019530379.2|AEAL	LOC108089908|XP_017043874.1|DFIC
OG0004618	LOC109402240|XP_029729980.1|AEAL	LOC108099355|XP_017058330.1|DFIC
OG0004619	LOC109412997|XP_029730001.1|AEAL, LOC109402249|XP_019530438.2|AEAL	LOC108099372|XP_017058353.1|DFIC
OG0004620	LOC109422877|XP_019553324.2|AEAL, LOC109397600|XP_019525435.2|AEAL	LOC108087959|XP_017041041.1|DFIC
OG0004621	LOC115264457|XP_029724011.1|AEAL, LOC109397594|XP_019525426.2|AEAL	LOC108102074|XP_017062205.1|DFIC
OG0004622	LOC109422942|XP_029717448.1|AEAL	LOC108087316|XP_017040131.1|DFIC
OG0004623	LOC109422944|XP_019553385.2|AEAL, LOC115260596|XP_029717464.1|AEAL	LOC108088544|XP_017041879.1|DFIC
OG0004624	LOC115260579|XP_029717408.1|AEAL, LOC109403575|XP_019531943.2|AEAL, LOC115260587|XP_029717433.1|AEAL	LOC108090234|XP_017044321.1|DFIC
OG0004625	LOC109403571|XP_029717395.1|AEAL, LOC109422964|XP_029717436.1|AEAL, LOC109422965|XP_029717414.1|AEAL	LOC108094611|XP_017050763.1|DFIC
OG0004626	LOC109403559|XP_029717431.1|AEAL, LOC109422974|XP_019553420.2|AEAL	LOC108092860|XP_017048171.1|DFIC
OG0004627	LOC109431907|XP_029727753.1|AEAL	LOC108100396|XP_017059758.1|DFIC
OG0004628	LOC109432381|XP_019564285.2|AEAL, LOC109423019|XP_029708391.1|AEAL	LOC108097372|XP_017055107.1|DFIC
OG0004629	LOC109432372|XP_029717745.1|AEAL, LOC109423065|XP_029708372.1|AEAL	LOC108098810|XP_017057447.1|DFIC
OG0004630	LOC115260688|XP_029717738.1|AEAL, LOC109432365|XP_029708366.1|AEAL	LOC108088516|XP_017041843.1|DFIC
OG0004631	LOC109423081|XP_029715781.1|AEAL	LOC108087255|XP_017040048.1|DFIC
OG0004632	LOC109423080|XP_029715779.1|AEAL	LOC108087253|XP_017040046.1|DFIC
OG0004633	LOC109422814|XP_029717574.1|AEAL, LOC115260617|XP_029717512.1|AEAL, LOC109400927|XP_029734161.1|AEAL	LOC108088546|XP_017041881.1|DFIC
OG0004634	LOC109422789|XP_019553218.1|AEAL, LOC109421811|XP_019551908.2|AEAL	LOC108088466|XP_017041740.1|DFIC
OG0004635	LOC109422805|XP_029734305.1|AEAL, LOC109421813|XP_029717585.1|AEAL, LOC109422806|XP_029717521.1|AEAL	LOC108097535|XP_017055369.1|DFIC
OG0004636	LOC109421820|XP_029717530.1|AEAL, LOC109421825|XP_029717591.1|AEAL, LOC115260621|XP_029717527.1|AEAL	LOC108087589|XP_017040510.1|DFIC
OG0004637	LOC109421840|XP_029717531.1|AEAL, LOC115254049|XP_029717549.1|AEAL, LOC109422772|XP_029717597.1|AEAL	LOC108092921|XP_017048269.1|DFIC
OG0004638	LOC109421845|XP_019551956.2|AEAL, LOC109422769|XP_029717550.1|AEAL	LOC108087585|XP_017040505.1|DFIC
OG0004639	LOC115253490|XP_029718188.1|AEAL, LOC115260964|XP_029718191.1|AEAL, LOC109412944|XP_019542144.2|AEAL, LOC109424738|XP_029717714.1|AEAL	LOC108086524|XP_017038941.1|DFIC
OG0004640	LOC109424678|XP_029717667.1|AEAL, LOC109412960|XP_029717717.1|AEAL, LOC115253539|XP_029718196.1|AEAL	LOC108086602|XP_017039062.1|DFIC
OG0004641	LOC109412116|XP_029707535.1|AEAL, LOC109430970|XP_019562638.1|AEAL	LOC108095621|XP_017052277.1|DFIC
OG0004642	LOC109431342|XP_029717801.1|AEAL, LOC109427778|XP_019558915.2|AEAL, LOC109431343|XP_029717777.1|AEAL	LOC108092962|XP_017048334.1|DFIC
OG0004644	LOC115260500|XP_029717286.1|AEAL, LOC115260702|XP_029717778.1|AEAL, LOC109427777|XP_019558914.2|AEAL	LOC108097417|XP_017055171.1|DFIC
OG0004645	LOC115260718|XP_029717803.1|AEAL, LOC115260703|XP_029717779.1|AEAL	LOC108091413|XP_017046093.1|DFIC
OG0004646	LOC115260711|XP_029717794.1|AEAL, LOC109431350|XP_029717783.1|AEAL, LOC109427769|XP_019558909.1|AEAL	LOC108086823|XP_017039357.1|DFIC
OG0004647	LOC109427763|XP_029717790.1|AEAL, LOC115260720|XP_029717809.1|AEAL, LOC109431337|XP_029717787.1|AEAL	LOC108094684|XP_017050894.1|DFIC
OG0004648	LOC109427765|XP_019558904.1|AEAL, LOC109431360|XP_019563126.1|AEAL, LOC115260710|XP_029717792.1|AEAL	LOC108088632|XP_017042038.1|DFIC
OG0004649	LOC109427740|XP_029717820.1|AEAL	LOC108094586|XP_017050693.1|DFIC
OG0004650	LOC109431403|XP_019563166.2|AEAL	LOC108100114|XP_017059352.1|DFIC
OG0004651	LOC109415596|XP_029717907.1|AEAL	LOC108091867|XP_017046736.1|DFIC
OG0004652	LOC109405950|XP_029728635.1|AEAL, LOC109406924|XP_019535470.2|AEAL	LOC108088487|XP_017041793.1|DFIC
OG0004653	LOC115266518|XP_029728632.1|AEAL, LOC109406930|XP_029729117.1|AEAL	LOC108093589|XP_017049203.1|DFIC
OG0004654	LOC109427357|XP_029733713.1|AEAL	LOC108092581|XP_017047714.1|DFIC
OG0004655	LOC109430902|XP_029707537.1|AEAL, LOC109412100|XP_019541285.1|AEAL	LOC108087328|XP_017040148.1|DFIC
OG0004656	LOC109412106|XP_019541292.2|AEAL, LOC109430936|XP_019562595.1|AEAL	LOC108088653|XP_017042069.1|DFIC
OG0004657	LOC109431799|XP_029733685.1|AEAL	LOC108098482|XP_017056882.1|DFIC
OG0004658	LOC109431355|XP_029718049.1|AEAL, LOC109412148|XP_019541343.2|AEAL	LOC108087162|XP_017039884.1|DFIC
OG0004659	LOC115260868|XP_029718063.1|AEAL, LOC109412161|XP_019541349.2|AEAL	LOC108091685|XP_017046496.1|DFIC
OG0004660	LOC109412185|XP_019541384.2|AEAL	LOC108099511|XP_017058563.1|DFIC
OG0004661	LOC109412190|XP_019541389.2|AEAL	LOC108092120|XP_017047110.1|DFIC
OG0004662	LOC115266711|XP_029729098.1|AEAL, LOC109417107|XP_019546776.1|AEAL	LOC108087030|XP_017039686.1|DFIC
OG0004663	LOC115258273|XP_029714209.1|AEAL, LOC109406368|XP_029714197.1|AEAL	LOC108095298|XP_017051843.1|DFIC
OG0004664	LOC109405301|XP_029714188.1|AEAL, LOC109406359|XP_029714183.1|AEAL, LOC115253625|XP_029714199.1|AEAL	LOC108095299|XP_017051844.1|DFIC
OG0004665	LOC109406383|XP_019535022.2|AEAL, LOC109405312|XP_019533897.1|AEAL	LOC108091316|XP_017045935.1|DFIC
OG0004666	LOC109406364|XP_029714193.1|AEAL, LOC109405308|XP_019533888.2|AEAL	LOC108098878|XP_017057554.1|DFIC
OG0004667	LOC115258263|XP_029714181.1|AEAL, LOC109406360|XP_019535005.1|AEAL, LOC109405302|XP_019533882.1|AEAL	LOC108098884|XP_017057560.1|DFIC
OG0004668	LOC109417984|XP_029715855.1|AEAL, LOC109427604|XP_029716062.1|AEAL	LOC108094692|XP_017050907.1|DFIC
OG0004669	LOC115267263|XP_029730030.1|AEAL, LOC109397228|XP_029730025.1|AEAL, LOC109417206|XP_019546874.2|AEAL	LOC108088151|XP_017041304.1|DFIC
OG0004670	LOC109405497|XP_019534142.1|AEAL	LOC108095932|XP_017052758.1|DFIC
OG0004671	LOC109406996|XP_029713910.1|AEAL	LOC108087993|XP_017041086.1|DFIC
OG0004672	LOC109405653|XP_019534268.2|AEAL	LOC108091982|XP_017046881.1|DFIC
OG0004673	LOC109419673|XP_019549458.2|AEAL	LOC108098673|XP_017057257.1|DFIC
OG0004674	LOC109419344|XP_019549127.1|AEAL, LOC109423126|XP_019553577.1|AEAL	LOC108088535|XP_017041868.1|DFIC
OG0004675	LOC109419263|XP_029707991.1|AEAL, LOC109423128|XP_029732685.1|AEAL	LOC108088477|XP_017041759.1|DFIC
OG0004676	LOC109419090|XP_029707974.1|AEAL, LOC115257151|XP_029712405.1|AEAL	LOC108091798|XP_017046655.1|DFIC
OG0004677	LOC115257176|XP_029712445.1|AEAL, LOC109423205|XP_019553665.1|AEAL	LOC108087196|XP_017039946.1|DFIC
OG0004678	LOC109423207|XP_019553685.2|AEAL, LOC109397277|XP_029712425.1|AEAL	LOC108087195|XP_017039944.1|DFIC
OG0004679	LOC115263685|XP_029722769.1|AEAL	LOC108088055|XP_017041182.1|DFIC
OG0004680	LOC109423516|XP_029736168.1|AEAL, LOC115253450|XP_029722778.1|AEAL	LOC108092066|XP_017047020.1|DFIC
OG0004681	LOC109432154|XP_019564007.2|AEAL	LOC108097719|XP_017055701.1|DFIC
OG0004682	LOC109423465|XP_019553984.1|AEAL	LOC108101327|XP_017061124.1|DFIC
OG0004683	LOC109423494|XP_019554006.1|AEAL	LOC108087313|XP_017040124.1|DFIC
OG0004684	LOC109432161|XP_029722854.1|AEAL, LOC109423478|XP_029722810.1|AEAL	LOC108098768|XP_017057389.1|DFIC
OG0004685	LOC115263728|XP_029722856.1|AEAL, LOC109432175|XP_029722847.1|AEAL	LOC108086563|XP_017039006.1|DFIC
OG0004686	LOC109432157|XP_029722863.1|AEAL, LOC109423474|XP_029722845.1|AEAL	LOC108099668|XP_017058791.1|DFIC
OG0004687	LOC115263846|XP_029723072.1|AEAL	LOC108088529|XP_017041861.1|DFIC
OG0004688	LOC109411581|XP_029712549.1|AEAL	LOC108098841|XP_017057491.1|DFIC
OG0004689	LOC109430264|XP_019561853.2|AEAL	LOC108087236|XP_017040016.1|DFIC
OG0004690	LOC109415553|XP_019544980.2|AEAL	LOC108091794|XP_017046643.1|DFIC
OG0004691	LOC109415549|XP_019544977.2|AEAL	LOC108088393|XP_017041631.1|DFIC
OG0004692	LOC115254112|XP_029722877.1|AEAL, LOC109415546|XP_029722875.1|AEAL	LOC108087191|XP_017039936.1|DFIC
OG0004693	LOC115263733|XP_029722873.1|AEAL, LOC109430297|XP_029722880.1|AEAL	LOC108087290|XP_017040089.1|DFIC
OG0004694	LOC109430292|XP_019561887.2|AEAL	LOC108095845|XP_017052630.1|DFIC
OG0004695	LOC109430330|XP_019561929.2|AEAL	LOC108088479|XP_017041764.1|DFIC
OG0004696	LOC109400074|XP_029707577.1|AEAL, LOC115254306|XP_029707575.1|AEAL	LOC108093285|XP_017048752.1|DFIC
OG0004697	LOC109400093|XP_029707589.1|AEAL, LOC115254371|XP_029707723.1|AEAL	LOC108094595|XP_017050729.1|DFIC
OG0004698	LOC109621570|XP_029707690.1|AEAL, LOC115260227|XP_029717019.1|AEAL	LOC108098149|XP_017056364.1|DFIC
OG0004699	LOC109408864|XP_029722986.1|AEAL, LOC109430402|XP_029736325.1|AEAL	LOC108098941|XP_017057637.1|DFIC
OG0004700	LOC109430374|XP_019561977.2|AEAL	LOC108098596|XP_017057142.1|DFIC
OG0004701	LOC109405114|XP_029713445.1|AEAL, LOC109415406|XP_019544817.1|AEAL	LOC108098625|XP_017057185.1|DFIC
OG0004702	LOC109430369|XP_019561976.2|AEAL, LOC109432116|XP_019563944.2|AEAL	LOC108087222|XP_017039990.1|DFIC
OG0004703	LOC109432163|XP_019564028.2|AEAL, LOC109430322|XP_019561917.2|AEAL	LOC108091711|XP_017046538.1|DFIC
OG0004704	LOC109432136|XP_029713565.1|AEAL	LOC108099461|XP_017058499.1|DFIC
OG0004705	LOC109432169|XP_019564033.1|AEAL	LOC108098858|XP_017057514.1|DFIC
OG0004706	LOC109430725|XP_019562344.2|AEAL	LOC108089045|XP_017042641.1|DFIC
OG0004707	LOC109429924|XP_029726712.1|AEAL, LOC109430717|XP_029713495.1|AEAL, LOC115258129|XP_029714030.1|AEAL	LOC108088175|XP_017041342.1|DFIC
OG0004708	LOC109430726|XP_019562347.2|AEAL, LOC109429877|XP_029726713.1|AEAL	LOC108098617|XP_017057172.1|DFIC
OG0004709	LOC109429711|XP_019561266.1|AEAL	LOC108099596|XP_017058696.1|DFIC
OG0004710	LOC109429690|XP_019561241.2|AEAL	LOC108092059|XP_017047009.1|DFIC
OG0004711	LOC109430702|XP_019562316.2|AEAL	LOC108095962|XP_017052791.1|DFIC
OG0004712	LOC109429559|XP_029713231.1|AEAL	LOC108091623|XP_017046408.1|DFIC
OG0004713	LOC109399965|XP_029716302.1|AEAL	LOC108092079|XP_017047046.1|DFIC
OG0004714	LOC109399943|XP_019527941.2|AEAL	LOC108092006|XP_017046924.1|DFIC
OG0004715	LOC109399934|XP_019527934.2|AEAL	LOC108099509|XP_017058601.1|DFIC, LOC108090044|XP_017044036.1|DFIC
OG0004716	LOC109399937|XP_019527936.2|AEAL	LOC108092033|XP_017046962.1|DFIC
OG0004717	LOC109399828|XP_029729666.1|AEAL, LOC115261613|XP_029719373.1|AEAL, LOC109425278|XP_029729667.1|AEAL	LOC108097496|XP_017055291.1|DFIC
OG0004718	LOC115267060|XP_029729750.1|AEAL, LOC109425282|XP_029729725.1|AEAL	LOC108092585|XP_017047720.1|DFIC
OG0004719	LOC109416910|XP_029716318.1|AEAL, LOC109415610|XP_029715921.1|AEAL	LOC108086840|XP_017039376.1|DFIC
OG0004720	LOC109416915|XP_029707542.1|AEAL, LOC109415606|XP_029733872.1|AEAL	LOC108087144|XP_017039846.1|DFIC
OG0004721	LOC109402364|XP_019530575.2|AEAL	LOC108088428|XP_017041683.1|DFIC
OG0004722	LOC109425506|XP_019556301.2|AEAL	LOC108086588|XP_017039037.1|DFIC
OG0004723	LOC109417290|XP_019546940.2|AEAL	LOC108088626|XP_017042023.1|DFIC
OG0004724	LOC109411406|XP_019540468.2|AEAL, LOC109621318|XP_029714163.1|AEAL	LOC108088065|XP_017041198.1|DFIC
OG0004725	LOC109400488|XP_019528547.2|AEAL	LOC108095833|XP_017052605.1|DFIC
OG0004726	LOC109400449|XP_019528499.2|AEAL, LOC109623043|XP_029716138.1|AEAL	LOC108088528|XP_017041860.1|DFIC
OG0004727	LOC109417756|XP_029716061.1|AEAL	LOC108091691|XP_017046508.1|DFIC
OG0004728	LOC109417783|XP_019547485.2|AEAL	LOC108088064|XP_017041196.1|DFIC
OG0004729	LOC109622449|XP_019932334.1|AEAL	LOC108097433|XP_017055191.1|DFIC
OG0004730	LOC109400471|XP_019528523.2|AEAL	LOC108088222|XP_017041421.1|DFIC
OG0004731	LOC109399863|XP_019527897.2|AEAL	LOC108088043|XP_017041166.1|DFIC
OG0004732	LOC115261826|XP_029719596.1|AEAL, LOC109400408|XP_019528466.2|AEAL	LOC108098889|XP_017057565.1|DFIC
OG0004733	LOC115253495|XP_029716004.1|AEAL, LOC109400409|XP_029719595.1|AEAL	LOC108092113|XP_017047101.1|DFIC
OG0004734	LOC109400417|XP_019528473.2|AEAL	LOC108099626|XP_017058743.1|DFIC
OG0004735	LOC109412725|XP_029716046.1|AEAL, LOC109411862|XP_029715849.1|AEAL	LOC108098678|XP_017057266.1|DFIC
OG0004736	LOC109412719|XP_029716200.1|AEAL, LOC109411881|XP_029716340.1|AEAL	LOC108097573|XP_017055446.1|DFIC
OG0004737	LOC115259641|XP_029716277.1|AEAL, LOC115266455|XP_029728546.1|AEAL	LOC108098490|XP_017056893.1|DFIC
OG0004738	LOC109411873|XP_019541043.2|AEAL	LOC108098586|XP_017057115.1|DFIC
OG0004739	LOC109399052|XP_019527028.2|AEAL	LOC108087148|XP_017039850.1|DFIC
OG0004740	LOC109419801|XP_019549637.2|AEAL	LOC108099657|XP_017058780.1|DFIC
OG0004741	LOC109425329|XP_029716095.1|AEAL, LOC109419800|XP_029716211.1|AEAL	LOC108087987|XP_017041077.1|DFIC
OG0004742	LOC109425333|XP_029716077.1|AEAL	LOC108095003|XP_017051324.1|DFIC
OG0004743	LOC109398981|XP_019526977.2|AEAL, LOC109425533|XP_019556327.2|AEAL, LOC115259597|XP_029716178.1|AEAL	LOC108088004|XP_017041104.1|DFIC
OG0004744	LOC109399011|XP_019527001.2|AEAL	LOC108098443|XP_017056835.1|DFIC
OG0004745	LOC109399006|XP_019526995.3|AEAL, LOC109621524|XP_029716474.1|AEAL	LOC108090167|XP_017044228.1|DFIC
OG0004746	LOC109429325|XP_019560772.2|AEAL, LOC109401130|XP_029715975.1|AEAL	LOC108102025|XP_017062116.1|DFIC
OG0004747	LOC109401009|XP_029715976.1|AEAL, LOC109429326|XP_029716098.1|AEAL	LOC108102027|XP_017062119.1|DFIC
OG0004748	LOC109400937|XP_029715856.1|AEAL, LOC115258000|XP_029713856.1|AEAL	LOC108102024|XP_017062115.1|DFIC
OG0004749	LOC109407348|XP_029716394.1|AEAL, LOC109397172|XP_029716395.1|AEAL	LOC108093330|XP_017048811.1|DFIC
OG0004750	LOC109397080|XP_019524953.2|AEAL, LOC115258008|XP_029713866.1|AEAL	LOC108099376|XP_017058358.1|DFIC
OG0004751	LOC109400791|XP_019528840.2|AEAL, LOC109397058|XP_019524928.2|AEAL	LOC108097580|XP_017055459.1|DFIC
OG0004752	LOC109412573|XP_029715968.1|AEAL, LOC109412574|XP_029716398.1|AEAL, LOC109397046|XP_029715967.1|AEAL	LOC108095715|XP_017052375.1|DFIC
OG0004753	LOC109412575|XP_029715962.1|AEAL, LOC109396999|XP_029715960.1|AEAL	LOC108099357|XP_017058332.1|DFIC
OG0004754	LOC109396991|XP_029715956.1|AEAL, LOC115259492|XP_029715957.1|AEAL	LOC108088510|XP_017041835.1|DFIC
OG0004755	LOC109412580|XP_019541749.1|AEAL, LOC109433633|XP_029716008.1|AEAL	LOC108093354|XP_017048855.1|DFIC
OG0004756	LOC109433628|XP_019565624.2|AEAL, LOC109412581|XP_019541752.2|AEAL	LOC108093353|XP_017048854.1|DFIC
OG0004757	LOC109412588|XP_029715987.1|AEAL, LOC109433581|XP_029715838.1|AEAL	LOC108087192|XP_017039940.1|DFIC
OG0004758	LOC109412593|XP_029716511.1|AEAL, LOC109433522|XP_029716532.1|AEAL	LOC108087336|XP_017040159.1|DFIC
OG0004759	LOC109433508|XP_029716002.1|AEAL, LOC109412594|XP_029715949.1|AEAL	LOC108099436|XP_017058460.1|DFIC
OG0004760	LOC115259666|XP_029716309.1|AEAL, LOC109412596|XP_029716351.1|AEAL	LOC108092141|XP_017047138.1|DFIC
OG0004761	LOC109398214|XP_029715851.1|AEAL, LOC109429345|XP_029715835.1|AEAL	LOC108096788|XP_017054158.1|DFIC
OG0004762	LOC115259829|XP_029716516.1|AEAL, LOC109429298|XP_029716367.1|AEAL	LOC108088193|XP_017041382.1|DFIC
OG0004763	LOC109429302|XP_029716121.1|AEAL	LOC108087325|XP_017040145.1|DFIC
OG0004764	LOC109400906|XP_029715905.1|AEAL, LOC109429314|XP_029716005.1|AEAL	LOC108092181|XP_017047194.1|DFIC
OG0004765	LOC115259481|XP_029715926.1|AEAL, LOC109622683|XP_029715941.1|AEAL, LOC109398465|XP_019526387.2|AEAL	LOC108099526|XP_017058583.1|DFIC
OG0004767	LOC109424333|XP_029715834.1|AEAL, LOC109417131|XP_029716387.1|AEAL	LOC108098541|XP_017057018.1|DFIC
OG0004768	LOC115266268|XP_029728106.1|AEAL, LOC109424328|XP_019554971.2|AEAL	LOC108098515|XP_017056962.1|DFIC
OG0004769	LOC115259826|XP_029716493.1|AEAL, LOC109417126|XP_019546794.2|AEAL	LOC108089782|XP_017043665.1|DFIC
OG0004770	LOC109417128|XP_019546798.1|AEAL, LOC115259527|XP_029716042.1|AEAL	LOC108087350|XP_017040179.1|DFIC
OG0004771	LOC109424322|XP_019554963.2|AEAL, LOC109417122|XP_019546791.2|AEAL	LOC108088419|XP_017041669.1|DFIC
OG0004772	LOC109414930|XP_019544324.2|AEAL	LOC108097610|XP_017055508.1|DFIC
OG0004773	LOC109623079|XP_019933098.2|AEAL, LOC109408323|XP_019537146.2|AEAL	LOC108093306|XP_017048770.1|DFIC
OG0004774	LOC109621271|XP_029716063.1|AEAL	LOC108093309|XP_017048781.1|DFIC
OG0004775	LOC109623083|XP_019933112.2|AEAL	LOC108087981|XP_017041072.1|DFIC
OG0004776	LOC109623087|XP_029716190.1|AEAL, LOC109408313|XP_029716220.1|AEAL	LOC108094209|XP_017050154.1|DFIC
OG0004777	LOC109416865|XP_019546508.1|AEAL	LOC108094486|XP_017050563.1|DFIC
OG0004778	LOC109421097|XP_019551126.2|AEAL, LOC109413907|XP_029717071.1|AEAL	LOC108101532|XP_017061399.1|DFIC, LOC108098382|XP_017056735.1|DFIC
OG0004779	LOC109421118|XP_029710033.1|AEAL, LOC109413900|XP_029710027.1|AEAL	LOC108087332|XP_017040151.1|DFIC
OG0004780	LOC109413902|XP_029710031.1|AEAL, LOC115253956|XP_029709996.1|AEAL	LOC108092309|XP_017047333.1|DFIC
OG0004781	LOC115255939|XP_029710035.1|AEAL, LOC109431331|XP_029710032.1|AEAL, LOC109421088|XP_029707937.1|AEAL	LOC108087998|XP_017041099.1|DFIC
OG0004782	LOC109408854|XP_019537769.2|AEAL, LOC115254738|XP_029708277.1|AEAL	LOC108087142|XP_017039841.1|DFIC
OG0004783	LOC109408850|XP_019537766.1|AEAL, LOC115253989|XP_029712744.1|AEAL	LOC108097586|XP_017055464.1|DFIC
OG0004784	LOC109623017|XP_029713478.1|AEAL	LOC108091728|XP_017046560.1|DFIC
OG0004785	LOC109411179|XP_019540198.1|AEAL	LOC108091729|XP_017046561.1|DFIC
OG0004786	LOC109417095|XP_019546766.2|AEAL	LOC108091810|XP_017046668.1|DFIC
OG0004787	LOC109414779|XP_029730222.1|AEAL, LOC109414780|XP_029730223.1|AEAL	LOC108091837|XP_017046706.1|DFIC
OG0004788	LOC109403597|XP_019531963.2|AEAL	LOC108091773|XP_017046609.1|DFIC
OG0004789	LOC109403606|XP_019531971.2|AEAL	LOC108091768|XP_017046603.1|DFIC
OG0004790	LOC109414758|XP_029730134.1|AEAL, LOC109403613|XP_019531975.1|AEAL	LOC108095950|XP_017052777.1|DFIC
OG0004791	LOC109414765|XP_029730136.1|AEAL, LOC109403598|XP_029730151.1|AEAL	LOC108086836|XP_017039373.1|DFIC
