Orthogroup	AEAL.longest_only	DBUS.longest_only
OG0003838	LOC109433046|XP_019564970.2|AEAL	LOC108606378|XP_017851969.1|DBUS
OG0003839	LOC115254285|XP_029707545.1|AEAL, LOC109433111|XP_019565049.1|AEAL	LOC108594372|XP_017835023.2|DBUS
OG0003840	LOC109420154|XP_019550024.1|AEAL	LOC108596114|XP_017837031.1|DBUS
OG0003841	LOC109420934|XP_029710395.1|AEAL, LOC109433097|XP_029710961.1|AEAL	LOC108596234|XP_017837266.1|DBUS
OG0003842	LOC109420405|XP_029710801.1|AEAL	LOC108608019|XP_033150303.1|DBUS
OG0003843	LOC109621961|XP_029724968.1|AEAL, LOC109415051|XP_029724925.1|AEAL	LOC108607506|XP_017853859.2|DBUS
OG0003844	LOC115264941|XP_029724966.1|AEAL, LOC109415049|XP_019544448.1|AEAL, LOC115264931|XP_029724923.1|AEAL	LOC108608525|XP_017855423.1|DBUS
OG0003845	LOC109415048|XP_029724917.1|AEAL, LOC109621959|XP_029730036.1|AEAL, LOC109621958|XP_029724960.1|AEAL	LOC108607246|XP_033150408.1|DBUS
OG0003846	LOC109621288|XP_019931703.2|AEAL, LOC109404208|XP_019931499.2|AEAL	LOC108594453|XP_017835117.1|DBUS
OG0003847	LOC109622032|XP_029725027.1|AEAL, LOC109404214|XP_019532593.2|AEAL	LOC108608077|XP_017854762.1|DBUS
OG0003848	LOC109431002|XP_029724880.1|AEAL, LOC115253628|XP_029724856.1|AEAL, LOC109404231|XP_029724937.1|AEAL	LOC108604241|XP_017849104.1|DBUS
OG0003849	LOC109400287|XP_029725038.1|AEAL	LOC108596926|XP_017838636.1|DBUS
OG0003850	LOC109400335|XP_029724841.1|AEAL	LOC108607747|XP_033150064.1|DBUS
OG0003851	LOC109425155|XP_029724812.1|AEAL	LOC108597499|XP_017839572.1|DBUS
OG0003852	LOC109429416|XP_019560914.2|AEAL	LOC108594420|XP_017835081.1|DBUS
OG0003853	LOC109425132|XP_019555903.2|AEAL	LOC108596450|XP_017837686.1|DBUS
OG0003854	LOC109425125|XP_019555867.2|AEAL, LOC109429389|XP_029729527.1|AEAL	LOC108606704|XP_017837764.1|DBUS
OG0003855	LOC109429387|XP_029729528.1|AEAL, LOC109425124|XP_029729521.1|AEAL	LOC108608068|XP_017854750.1|DBUS
OG0003856	LOC109425079|XP_029729545.1|AEAL, LOC109429386|XP_019560841.2|AEAL	LOC108603179|XP_017847230.1|DBUS
OG0003857	LOC109409625|XP_029729470.1|AEAL, LOC109409624|XP_029729489.1|AEAL	LOC108594221|XP_017834820.1|DBUS
OG0003858	LOC109403338|XP_029731472.1|AEAL	LOC108606309|XP_017851798.1|DBUS
OG0003859	LOC115262903|XP_029721651.1|AEAL, LOC109409334|XP_029715037.1|AEAL, LOC109419092|XP_029729388.1|AEAL	LOC108608228|XP_017854998.1|DBUS
OG0003860	LOC109409327|XP_029714843.1|AEAL, LOC109419097|XP_029721650.1|AEAL	LOC108597759|XP_017839959.1|DBUS
OG0003861	LOC109419116|XP_019548882.2|AEAL, LOC115258678|XP_029714858.1|AEAL, LOC109409312|XP_019538302.2|AEAL	LOC108608175|XP_017854922.1|DBUS
OG0003862	LOC109419117|XP_019548883.2|AEAL, LOC109409311|XP_019538301.2|AEAL	LOC108608067|XP_017854747.2|DBUS
OG0003863	LOC109419118|XP_029714850.1|AEAL, LOC115258752|XP_029714992.1|AEAL	LOC108607695|XP_033150660.1|DBUS
OG0003864	LOC109409309|XP_029714608.1|AEAL, LOC115258744|XP_029714969.1|AEAL, LOC109419517|XP_019549273.2|AEAL	LOC108603170|XP_017847219.1|DBUS
OG0003865	LOC109409304|XP_029714570.1|AEAL, LOC115258768|XP_029715027.1|AEAL, LOC109419519|XP_029718147.1|AEAL	LOC108601944|XP_017845413.1|DBUS
OG0003866	LOC115258594|XP_029714709.1|AEAL, LOC109409300|XP_019538287.2|AEAL, LOC109419523|XP_029714816.1|AEAL	LOC108594531|XP_017835223.1|DBUS
OG0003867	LOC115254061|XP_029718113.1|AEAL, LOC109409279|XP_029714431.1|AEAL	LOC108604412|XP_017849371.2|DBUS
OG0003868	LOC109419602|XP_019549378.2|AEAL	LOC108603153|XP_017847194.1|DBUS, LOC108605869|XP_017851171.1|DBUS
OG0003869	LOC109397554|XP_019525401.2|AEAL	LOC108608528|XP_017855432.1|DBUS
OG0003870	LOC109397513|XP_029715285.1|AEAL, LOC115253549|XP_029715461.1|AEAL	LOC108607861|XP_033150872.1|DBUS
OG0003871	LOC109397526|XP_029714707.1|AEAL, LOC109622825|XP_029714687.1|AEAL	LOC108598868|XP_017841116.1|DBUS
OG0003872	LOC109397534|XP_019525381.1|AEAL, LOC109622811|XP_019932812.1|AEAL, LOC115258687|XP_029714872.1|AEAL	LOC108595390|XP_017836105.1|DBUS
OG0003873	LOC109397538|XP_019525385.3|AEAL, LOC115254017|XP_029714789.1|AEAL, LOC109621501|XP_019931091.2|AEAL	LOC108601356|XP_017844748.1|DBUS
OG0003874	LOC109621236|XP_029721604.1|AEAL, LOC115258681|XP_029714863.1|AEAL, LOC109397569|XP_029714519.1|AEAL	LOC108607690|XP_017854153.1|DBUS
OG0003875	LOC109397563|XP_019525407.2|AEAL, LOC115262870|XP_029721603.1|AEAL, LOC109622806|XP_019932806.2|AEAL	LOC108594264|XP_017834879.2|DBUS
OG0003876	LOC109404395|XP_019532791.2|AEAL	LOC108596732|XP_017838272.1|DBUS
OG0003877	LOC109404942|XP_029714790.1|AEAL, LOC109398645|XP_019526576.2|AEAL	LOC108599865|XP_017842502.1|DBUS
OG0003878	LOC109404731|XP_019533203.2|AEAL, LOC109398621|XP_019526546.2|AEAL	LOC108608227|XP_017854995.1|DBUS
OG0003879	LOC109404765|XP_019533253.2|AEAL	LOC108598831|XP_017841073.1|DBUS
OG0003880	LOC109398650|XP_029714781.1|AEAL, LOC115258609|XP_029714759.1|AEAL, LOC109404828|XP_029714754.1|AEAL	LOC108601004|XP_017844358.2|DBUS
OG0003881	LOC115258637|XP_029714797.1|AEAL, LOC109398726|XP_029714690.1|AEAL, LOC109406705|XP_029714548.1|AEAL	LOC108596784|XP_017838377.1|DBUS
OG0003882	LOC115258883|XP_029715183.1|AEAL, LOC109406808|XP_029715067.1|AEAL	LOC108596369|XP_017837525.1|DBUS
OG0003883	LOC115258619|XP_029714769.1|AEAL, LOC115258472|XP_029714448.1|AEAL, LOC115258462|XP_029714433.1|AEAL, LOC109406828|XP_029715284.1|AEAL	LOC108606845|XP_017852829.1|DBUS
OG0003884	LOC109406857|XP_029723183.1|AEAL, LOC109398692|XP_019526609.2|AEAL	LOC108608144|XP_017854876.2|DBUS
OG0003885	LOC109406886|XP_029714904.1|AEAL, LOC109398718|XP_029723169.1|AEAL, LOC115257348|XP_029712674.1|AEAL	LOC108607741|XP_017854254.1|DBUS
OG0003886	LOC109398687|XP_019526606.1|AEAL, LOC115264010|XP_029723184.1|AEAL	LOC117135046|XP_033150792.1|DBUS
OG0003887	LOC109406991|XP_029709881.1|AEAL, LOC109398712|XP_029723182.1|AEAL, LOC115254227|XP_029733875.1|AEAL	LOC108594515|XP_017835207.2|DBUS
OG0003888	LOC109407203|XP_029714672.1|AEAL, LOC109405865|XP_029716570.1|AEAL	LOC108603555|XP_017847964.1|DBUS
OG0003890	LOC115258711|XP_029714928.1|AEAL, LOC109414321|XP_019543684.2|AEAL, LOC109407252|XP_019535804.1|AEAL	LOC108595049|XP_017835679.1|DBUS
OG0003891	LOC109407253|XP_029714712.1|AEAL, LOC109414322|XP_029714803.1|AEAL, LOC115258947|XP_029715325.1|AEAL	LOC108608181|XP_017854929.2|DBUS
OG0003892	LOC115253843|XP_029714507.1|AEAL, LOC109414325|XP_029715332.1|AEAL, LOC109407257|XP_029714596.1|AEAL	LOC108599454|XP_017841776.1|DBUS
OG0003893	LOC109414334|XP_029714877.1|AEAL, LOC115258667|XP_029714844.1|AEAL	LOC108608374|XP_017855209.1|DBUS
OG0003894	LOC109414337|XP_019543700.1|AEAL, LOC115253734|XP_029714760.1|AEAL, LOC109424218|XP_029714555.1|AEAL	LOC108597427|XP_017839474.1|DBUS
OG0003895	LOC109420917|XP_029714882.1|AEAL, LOC109412677|XP_029720670.1|AEAL, LOC115267671|XP_029730685.1|AEAL	LOC108605898|XP_017851202.1|DBUS
OG0003896	LOC109412669|XP_029720663.1|AEAL, LOC115253569|XP_029730689.1|AEAL	LOC108597431|XP_017839478.1|DBUS
OG0003897	LOC109420922|XP_029730693.1|AEAL, LOC115262418|XP_029720662.1|AEAL	LOC108596299|XP_017837383.1|DBUS
OG0003898	LOC115262409|XP_029720646.1|AEAL, LOC109412698|XP_019541865.2|AEAL, LOC109420904|XP_019550932.1|AEAL	LOC108601133|XP_017844549.1|DBUS
OG0003899	LOC109420973|XP_029714739.1|AEAL, LOC109428463|XP_029714738.1|AEAL	LOC108607717|XP_017854208.1|DBUS
OG0003900	LOC109428851|XP_029715312.1|AEAL, LOC109421018|XP_029714617.1|AEAL	LOC108598016|XP_017840123.1|DBUS
OG0003901	LOC115264813|XP_029724669.1|AEAL, LOC115258597|XP_029714710.1|AEAL	LOC108600734|XP_017843969.1|DBUS
OG0003902	LOC109428855|XP_019560237.2|AEAL, LOC115264812|XP_029724667.1|AEAL, LOC109421019|XP_029714866.1|AEAL	LOC108594316|XP_017834953.1|DBUS
OG0003903	LOC109428884|XP_029724668.1|AEAL, LOC109421022|XP_029715226.1|AEAL	LOC108608534|XP_017855437.1|DBUS
OG0003904	LOC109421021|XP_019551052.2|AEAL, LOC109428872|XP_019560259.2|AEAL	LOC108608533|XP_017855436.2|DBUS
OG0003905	LOC115258550|XP_029714567.1|AEAL, LOC109428908|XP_029724672.1|AEAL	LOC108601494|XP_033150128.1|DBUS
OG0003906	LOC109429119|XP_029732633.1|AEAL, LOC115258794|XP_029715076.1|AEAL, LOC109421055|XP_029715031.1|AEAL	LOC108595116|XP_017835767.1|DBUS
OG0003907	LOC115253502|XP_029710045.1|AEAL, LOC109421066|XP_019551104.2|AEAL, LOC109429208|XP_019560646.2|AEAL	LOC108598889|XP_017841141.1|DBUS
OG0003908	LOC109421041|XP_019551075.2|AEAL, LOC109429228|XP_019560675.1|AEAL, LOC115258570|XP_029714616.1|AEAL	LOC108598898|XP_033150800.1|DBUS
OG0003909	LOC109405615|XP_029714537.1|AEAL	LOC108597646|XP_017839784.1|DBUS
OG0003910	LOC109416534|XP_019546157.2|AEAL	LOC108596815|XP_017838419.1|DBUS
OG0003911	LOC115258629|XP_029714791.1|AEAL, LOC109405693|XP_019534298.2|AEAL	LOC108600111|XP_017842974.2|DBUS
OG0003912	LOC115258509|XP_029714490.1|AEAL, LOC109410195|XP_029714495.1|AEAL, LOC109405687|XP_029715299.1|AEAL	LOC108599039|XP_017841311.2|DBUS
OG0003913	LOC109410247|XP_029714497.1|AEAL, LOC115267403|XP_029730244.1|AEAL, LOC109405692|XP_029715109.1|AEAL	LOC108599582|XP_017842015.1|DBUS
OG0003914	LOC115258891|XP_029715206.1|AEAL, LOC109417528|XP_029714594.1|AEAL, LOC109410214|XP_019539282.2|AEAL	LOC108608315|XP_017855132.1|DBUS
OG0003915	LOC115258892|XP_029715207.1|AEAL, LOC109417526|XP_019547142.1|AEAL, LOC109410208|XP_019539278.2|AEAL	LOC108607009|XP_017853078.1|DBUS
OG0003916	LOC115263023|XP_029721814.1|AEAL, LOC109417537|XP_019547158.1|AEAL, LOC115266747|XP_029729140.1|AEAL	LOC108598403|XP_017840518.1|DBUS
OG0003917	LOC115255418|XP_029709396.1|AEAL, LOC109410237|XP_029709514.1|AEAL, LOC109417635|XP_029709389.1|AEAL	LOC108607464|XP_017853791.1|DBUS
OG0003918	LOC115256961|XP_029712032.1|AEAL, LOC109417653|XP_019547251.1|AEAL, LOC109622148|XP_019931925.2|AEAL	LOC108601184|XP_017844606.1|DBUS
OG0003919	LOC109417552|XP_029709331.1|AEAL, LOC109622156|XP_029709321.1|AEAL	LOC108597704|XP_033148971.1|DBUS
OG0003920	LOC109622778|XP_019932769.1|AEAL, LOC109417667|XP_019547262.1|AEAL	LOC108596871|XP_017838537.1|DBUS
OG0003921	LOC109417683|XP_029709282.1|AEAL, LOC109622172|XP_029709292.1|AEAL, LOC115255395|XP_029709319.1|AEAL	LOC108607987|XP_017854631.2|DBUS
OG0003922	LOC115255381|XP_029709289.1|AEAL, LOC109417684|XP_019547290.2|AEAL, LOC115255376|XP_029709278.1|AEAL	LOC108594492|XP_017835175.1|DBUS
OG0003923	LOC109416842|XP_029709256.1|AEAL, LOC109417690|XP_029709238.1|AEAL, LOC115253945|XP_029709236.1|AEAL	LOC108607355|XP_017853538.1|DBUS
OG0003924	LOC115255371|XP_029709252.1|AEAL, LOC109417692|XP_029709234.1|AEAL, LOC115255370|XP_029709251.1|AEAL	LOC108595358|XP_017836071.1|DBUS
OG0003925	LOC115253783|XP_029709222.1|AEAL, LOC115253661|XP_029709195.1|AEAL, LOC109417703|XP_019547331.2|AEAL	LOC108608009|XP_033149606.1|DBUS
OG0003926	LOC115255337|XP_029709214.1|AEAL, LOC109417708|XP_019547338.1|AEAL, LOC115253943|XP_029709207.1|AEAL	LOC108607482|XP_017853814.1|DBUS
OG0003927	LOC109417719|XP_029709183.1|AEAL	LOC108597652|XP_017839799.1|DBUS
OG0003928	LOC109420032|XP_019549889.2|AEAL	LOC108598146|XP_033150649.1|DBUS, LOC108597574|XP_017839677.2|DBUS
OG0003929	LOC109417750|XP_019547423.2|AEAL, LOC109420019|XP_029709139.1|AEAL, LOC115255486|XP_029709471.1|AEAL	LOC108608455|XP_017855323.1|DBUS
OG0003930	LOC109417755|XP_029709134.1|AEAL, LOC115255270|XP_029709092.1|AEAL, LOC109420015|XP_029709122.1|AEAL	LOC108594220|XP_017834819.1|DBUS
OG0003931	LOC109420008|XP_029709083.1|AEAL, LOC115253941|XP_029709125.1|AEAL, LOC109417759|XP_029709111.1|AEAL	LOC108606773|XP_017852681.1|DBUS
OG0003932	LOC109419403|XP_029709065.1|AEAL	LOC108594676|XP_017835305.1|DBUS
OG0003933	LOC115255210|XP_029709013.1|AEAL, LOC109397495|XP_029709001.1|AEAL, LOC115255185|XP_029708979.1|AEAL	LOC108598203|XP_017840312.1|DBUS
OG0003934	LOC115254897|XP_029708439.1|AEAL, LOC109397497|XP_029708435.1|AEAL, LOC115254896|XP_029708438.1|AEAL	LOC108603043|XP_017846954.1|DBUS
OG0003935	LOC109419966|XP_019549800.2|AEAL, LOC115255188|XP_029708989.1|AEAL	LOC108597372|XP_017839389.1|DBUS
OG0003936	LOC115254894|XP_029708437.1|AEAL, LOC109419967|XP_019549802.1|AEAL	LOC108596838|XP_017838452.1|DBUS
OG0003937	LOC109419957|XP_029708955.1|AEAL	LOC108596353|XP_017837500.1|DBUS
OG0003938	LOC109419953|XP_029708954.1|AEAL, LOC109417546|XP_029715584.1|AEAL, LOC115255463|XP_029709447.1|AEAL	LOC108607950|XP_017854564.2|DBUS
OG0003939	LOC109417517|XP_019547143.2|AEAL, LOC115255169|XP_029708950.1|AEAL, LOC109419951|XP_029708931.1|AEAL	LOC108606424|XP_017852021.1|DBUS
OG0003940	LOC109417493|XP_019547118.2|AEAL, LOC109419950|XP_029708930.1|AEAL, LOC115253435|XP_029715583.1|AEAL	LOC108608286|XP_017855090.1|DBUS
OG0003941	LOC109417504|XP_029708929.1|AEAL, LOC109419921|XP_019549744.2|AEAL	LOC108607949|XP_017854557.1|DBUS
OG0003942	LOC109419928|XP_029708934.1|AEAL, LOC109420729|XP_029708907.1|AEAL	LOC108594530|XP_033148943.1|DBUS
OG0003943	LOC109420722|XP_029708888.1|AEAL, LOC109419889|XP_029715704.1|AEAL, LOC109419887|XP_019549721.1|AEAL	LOC108607658|XP_017854095.1|DBUS
OG0003945	LOC109420692|XP_019550676.2|AEAL	LOC108595586|XP_017836337.1|DBUS
OG0003946	LOC115264418|XP_029723946.1|AEAL	LOC108596267|XP_017837326.1|DBUS
OG0003947	LOC109420675|XP_029708744.1|AEAL	LOC108594442|XP_017835106.2|DBUS
OG0003948	LOC115255104|XP_029708759.1|AEAL, LOC109420665|XP_019550630.1|AEAL	LOC108600922|XP_017844248.1|DBUS
OG0003949	LOC109420662|XP_029708760.1|AEAL	LOC108607798|XP_017854327.1|DBUS
OG0003950	LOC109420653|XP_019550566.2|AEAL, LOC115268896|XP_029732957.1|AEAL	LOC108597322|XP_017839305.1|DBUS
OG0003951	LOC109429459|XP_029708734.1|AEAL, LOC109420651|XP_029708811.1|AEAL	LOC108600369|XP_017843436.2|DBUS
OG0003952	LOC109420642|XP_029708741.1|AEAL	LOC108607776|XP_017854298.1|DBUS
OG0003953	LOC115255088|XP_029708733.1|AEAL, LOC109407734|XP_029708721.1|AEAL	LOC108608462|XP_017855335.1|DBUS
OG0003954	LOC109420549|XP_029718263.1|AEAL, LOC115255079|XP_029708713.1|AEAL, LOC115261045|XP_029718265.1|AEAL	LOC108599067|XP_017841337.2|DBUS
OG0003956	LOC109417064|XP_029708693.1|AEAL	LOC108607898|XP_033150633.1|DBUS
OG0003957	LOC109407366|XP_029709427.1|AEAL	LOC108600860|XP_017844155.1|DBUS
OG0003958	LOC115255429|XP_029709420.1|AEAL, LOC109407439|XP_019536033.1|AEAL, LOC115255067|XP_029708689.1|AEAL, LOC109420522|XP_019550436.2|AEAL	LOC108607003|XP_017853070.1|DBUS
OG0003959	LOC109419740|XP_029708595.1|AEAL	LOC108597271|XP_017839221.1|DBUS
OG0003960	LOC115255041|XP_029708627.1|AEAL, LOC109419761|XP_019549584.2|AEAL	LOC108606392|XP_017851958.1|DBUS
OG0003961	LOC109419770|XP_029732975.1|AEAL, LOC109398247|XP_029708618.1|AEAL	LOC108608215|XP_017854978.1|DBUS
OG0003962	LOC109419773|XP_029708623.1|AEAL, LOC109398260|XP_029708577.1|AEAL	LOC108607479|XP_017853809.1|DBUS
OG0003963	LOC109402097|XP_029708554.1|AEAL, LOC115254980|XP_029708532.1|AEAL	LOC108594395|XP_017835050.2|DBUS
OG0003965	LOC109431811|XP_029708486.1|AEAL	LOC108605554|XP_017850807.1|DBUS
OG0003966	LOC109431818|XP_029722655.1|AEAL, LOC109431824|XP_029708481.1|AEAL	LOC108594261|XP_017834875.2|DBUS
OG0003967	LOC115253821|XP_029708456.1|AEAL, LOC109427547|XP_019558664.1|AEAL	LOC108596573|XP_017837971.1|DBUS
OG0003968	LOC115254943|XP_029708461.1|AEAL, LOC109427597|XP_019558734.1|AEAL	LOC108595107|XP_017835757.1|DBUS
OG0003969	LOC115262467|XP_029720735.1|AEAL, LOC109427761|XP_029732789.1|AEAL	LOC108597050|XP_017838858.1|DBUS
OG0003970	LOC115266821|XP_029729280.1|AEAL, LOC109430180|XP_019561779.2|AEAL	LOC108602337|XP_017845919.1|DBUS
OG0003971	LOC109430170|XP_029727435.1|AEAL, LOC115264870|XP_029724762.1|AEAL	LOC108607474|XP_017853802.1|DBUS
OG0003972	LOC109430172|XP_029724763.1|AEAL	LOC108599531|XP_017841903.2|DBUS
OG0003973	LOC109432568|XP_019564457.2|AEAL	LOC108595626|XP_017836382.1|DBUS
OG0003974	LOC109427579|XP_019558702.2|AEAL, LOC109432750|XP_029727426.1|AEAL	LOC108597777|XP_017839981.1|DBUS
OG0003975	LOC109621234|XP_029715767.1|AEAL, LOC109427584|XP_019558713.3|AEAL	LOC108607835|XP_033150811.1|DBUS
OG0003976	LOC109416254|XP_019545817.2|AEAL	LOC108604358|XP_017849285.1|DBUS
OG0003978	LOC109416259|XP_029727378.1|AEAL	LOC108598736|XP_017840958.1|DBUS
OG0003979	LOC109430997|XP_029727668.1|AEAL, LOC115265622|XP_029727339.1|AEAL, LOC109423947|XP_019554557.2|AEAL	LOC108607790|XP_017854318.2|DBUS
OG0003980	LOC109423944|XP_029727337.1|AEAL, LOC115265635|XP_029727366.1|AEAL, LOC109430987|XP_029727350.1|AEAL	LOC108601801|XP_017845226.1|DBUS
OG0003981	LOC109423943|XP_019554553.1|AEAL, LOC115265634|XP_029727364.1|AEAL, LOC109430988|XP_029727334.1|AEAL	LOC108608328|XP_017855157.1|DBUS
OG0003982	LOC109423941|XP_019554552.2|AEAL, LOC115265626|XP_029727351.1|AEAL, LOC109431003|XP_019562672.2|AEAL	LOC108599645|XP_017842113.2|DBUS
OG0003983	LOC109430999|XP_029727330.1|AEAL, LOC109423940|XP_019554551.2|AEAL, LOC115265632|XP_029727361.1|AEAL	LOC108606450|XP_017852095.1|DBUS
OG0003984	LOC109404786|XP_029727252.1|AEAL, LOC109423912|XP_029727289.1|AEAL	LOC108607853|XP_017854424.2|DBUS
OG0003985	LOC109404787|XP_029727285.1|AEAL, LOC109423910|XP_029727246.1|AEAL	LOC108594418|XP_033150049.1|DBUS
OG0003986	LOC109621623|XP_029727210.1|AEAL, LOC115265605|XP_029727223.1|AEAL	LOC108606004|XP_017851353.1|DBUS
OG0003987	LOC109621667|XP_029727222.1|AEAL	LOC108608013|XP_033150833.1|DBUS
OG0003989	LOC109421657|XP_019551725.2|AEAL	LOC108594394|XP_017835047.1|DBUS
OG0003990	LOC109407327|XP_019535865.1|AEAL	LOC108594486|XP_017835165.2|DBUS
OG0003991	LOC109421643|XP_029727141.1|AEAL	LOC108608173|XP_017854920.2|DBUS
OG0003992	LOC109407320|XP_019535859.2|AEAL	LOC108597003|XP_017838812.2|DBUS
OG0003993	LOC109407357|XP_029727136.1|AEAL	LOC108607489|XP_017853822.1|DBUS
OG0003994	LOC109407309|XP_019535844.2|AEAL, LOC109421627|XP_029727164.1|AEAL	LOC108602061|XP_017845569.1|DBUS
OG0003995	LOC109409185|XP_019538155.2|AEAL, LOC115265574|XP_029727068.1|AEAL	LOC108595189|XP_017835860.1|DBUS
OG0003996	LOC109421490|XP_019551529.2|AEAL	LOC108595803|XP_017836582.1|DBUS
OG0003997	LOC109409178|XP_019538144.1|AEAL	LOC108603023|XP_017846916.1|DBUS
OG0003998	LOC109409124|XP_029727084.1|AEAL	LOC117134984|XP_033150567.1|DBUS
OG0003999	LOC109421519|XP_019551574.2|AEAL	LOC108600623|XP_017843800.2|DBUS
OG0004000	LOC109622955|XP_029717234.1|AEAL, LOC109421499|XP_019551536.3|AEAL	LOC108605809|XP_017851102.1|DBUS
OG0004001	LOC109421448|XP_019551486.2|AEAL, LOC109432535|XP_019564410.2|AEAL	LOC108597239|XP_017839177.1|DBUS
OG0004002	LOC109432548|XP_019564435.1|AEAL, LOC115265515|XP_029726863.1|AEAL	LOC108596642|XP_017838102.1|DBUS
OG0004003	LOC109432543|XP_029726887.1|AEAL, LOC109421420|XP_029727031.1|AEAL	LOC108607646|XP_017854061.1|DBUS
OG0004004	LOC115265568|XP_029727045.1|AEAL, LOC109432566|XP_029726900.1|AEAL	LOC108607541|XP_017853915.1|DBUS
OG0004005	LOC109432539|XP_029726902.1|AEAL, LOC109421413|XP_029727046.1|AEAL	LOC108596195|XP_017837202.1|DBUS
OG0004006	LOC109427815|XP_029727057.1|AEAL, LOC109421321|XP_019551373.2|AEAL	LOC108607957|XP_017854574.1|DBUS
OG0004007	LOC109421317|XP_019551369.2|AEAL, LOC109621801|XP_019931479.1|AEAL	LOC108608529|XP_017855433.1|DBUS
OG0004008	LOC115265537|XP_029726947.1|AEAL, LOC109421313|XP_029708025.1|AEAL	LOC108606728|XP_017852610.2|DBUS
OG0004009	LOC115264471|XP_029724053.1|AEAL, LOC109621840|XP_019931574.2|AEAL, LOC115265544|XP_029726975.1|AEAL	LOC108599205|XP_017841493.2|DBUS
OG0004010	LOC109410812|XP_019539888.2|AEAL, LOC115253743|XP_029710357.1|AEAL, LOC109421249|XP_029710385.1|AEAL	LOC108608501|XP_033150779.1|DBUS
OG0004011	LOC109421243|XP_029710363.1|AEAL, LOC109410818|XP_019539898.2|AEAL	LOC108600480|XP_017843592.2|DBUS
OG0004012	LOC109622323|XP_019932140.1|AEAL, LOC115265028|XP_029725095.1|AEAL, LOC109621394|XP_019930988.1|AEAL	LOC108602440|XP_017846049.1|DBUS
OG0004013	LOC109402501|XP_029732569.1|AEAL, LOC115268605|XP_029732591.1|AEAL	LOC108607749|XP_017854266.2|DBUS
OG0004014	LOC109402499|XP_019530728.2|AEAL	LOC108601138|XP_017844553.1|DBUS
OG0004015	LOC109402493|XP_029732602.1|AEAL, LOC115268609|XP_029732597.1|AEAL	LOC108608340|XP_017855172.2|DBUS
OG0004016	LOC115268611|XP_029732598.1|AEAL, LOC115268619|XP_029732612.1|AEAL, LOC109621731|XP_029732603.1|AEAL	LOC108608270|XP_017855063.2|DBUS
OG0004017	LOC109402496|XP_019530725.2|AEAL	LOC108608072|XP_017854755.1|DBUS
OG0004018	LOC109402524|XP_019530766.2|AEAL	LOC108597059|XP_017838871.1|DBUS
OG0004019	LOC109402297|XP_019530500.2|AEAL	LOC108607396|XP_033149949.1|DBUS
OG0004020	LOC109402598|XP_019530846.2|AEAL	LOC108608125|XP_017854843.1|DBUS
OG0004021	LOC109402578|XP_019530809.2|AEAL	LOC108607623|XP_017854029.1|DBUS
OG0004022	LOC109429705|XP_029719869.1|AEAL, LOC109416782|XP_029720032.1|AEAL	LOC108597608|XP_033149037.1|DBUS
OG0004023	LOC109429736|XP_029719875.1|AEAL, LOC109416804|XP_019546415.2|AEAL	LOC108594794|XP_017835422.1|DBUS
OG0004024	LOC109407024|XP_029720015.1|AEAL, LOC115262060|XP_029719859.1|AEAL	LOC108598147|XP_017840256.2|DBUS
OG0004025	LOC109429674|XP_019561226.2|AEAL, LOC115262055|XP_029719852.1|AEAL	LOC108597511|XP_017839593.1|DBUS
OG0004026	LOC109406541|XP_029719839.1|AEAL, LOC109429655|XP_019561201.2|AEAL, LOC115262110|XP_029719989.1|AEAL	LOC108607573|XP_017853954.1|DBUS
OG0004027	LOC109622647|XP_029719977.1|AEAL, LOC109429639|XP_019561185.2|AEAL	LOC108595662|XP_017836430.1|DBUS
OG0004028	LOC109429621|XP_019561163.2|AEAL	LOC108596747|XP_017838313.1|DBUS
OG0004029	LOC109429613|XP_019561152.2|AEAL, LOC115254170|XP_029728575.1|AEAL	LOC108598519|XP_017840692.1|DBUS
OG0004030	LOC109408552|XP_029719950.1|AEAL, LOC109429589|XP_029724785.1|AEAL	LOC108596756|XP_017838325.1|DBUS
OG0004031	LOC109429575|XP_029719928.1|AEAL, LOC109426476|XP_029708022.1|AEAL	LOC108601055|XP_033150657.1|DBUS
OG0004032	LOC115262090|XP_029719924.1|AEAL, LOC109429571|XP_019561096.1|AEAL, LOC115262082|XP_029719895.1|AEAL	LOC108596178|XP_017837179.1|DBUS, LOC108605054|XP_033150307.1|DBUS
OG0004033	LOC109429981|XP_029719907.1|AEAL, LOC109429564|XP_019561090.2|AEAL	LOC108608382|XP_017851300.1|DBUS
OG0004034	LOC109429914|XP_029720090.1|AEAL, LOC115254173|XP_029728606.1|AEAL, LOC115266498|XP_029728607.1|AEAL	LOC108608039|XP_017854709.2|DBUS
OG0004035	LOC109429541|XP_029720095.1|AEAL	LOC108607657|XP_017854087.1|DBUS
OG0004036	LOC109429539|XP_019561055.1|AEAL	LOC108608141|XP_017854866.1|DBUS
OG0004037	LOC109429896|XP_029720102.1|AEAL	LOC108608389|XP_017855230.2|DBUS
OG0004038	LOC109429888|XP_019561425.2|AEAL, LOC109415440|XP_019544854.2|AEAL	LOC108602328|XP_017845908.2|DBUS
OG0004039	LOC109415447|XP_019544869.2|AEAL	LOC117135016|XP_033150702.1|DBUS
OG0004040	LOC115262139|XP_029720124.1|AEAL, LOC109398300|XP_029736062.1|AEAL	LOC108596474|XP_017837724.1|DBUS
