Orthogroup	ASTE.longest_only	DANA.longest_only
OG0003372	LOC118506447|XP_035899476.1|ASTE	LOC6494015|XP_001961145.1|DANA
OG0003373	LOC118504477|XP_035894886.1|ASTE	LOC6505814|XP_001964421.1|DANA
OG0003374	LOC118516471|XP_035918286.1|ASTE	LOC6504066|XP_032308538.1|DANA
OG0003375	LOC118505599|XP_035897518.1|ASTE	LOC6500300|XP_001952927.2|DANA
OG0003376	LOC118502714|XP_035891157.1|ASTE	LOC6500244|XP_001952953.1|DANA
OG0003377	LOC118502672|XP_035891044.1|ASTE	LOC6500241|XP_032306378.1|DANA
OG0003378	LOC118505571|XP_035897420.1|ASTE	LOC6500782|XP_001953910.1|DANA
OG0003379	LOC118505570|XP_035897419.1|ASTE	LOC6499360|XP_001954796.1|DANA
OG0003380	LOC118505576|XP_035897425.1|ASTE	LOC6499366|XP_001954784.1|DANA
OG0003381	LOC118505586|XP_035897447.1|ASTE	LOC6498640|XP_001963223.1|DANA
OG0003382	LOC118505587|XP_035897449.1|ASTE	LOC6501470|XP_032310461.1|DANA
OG0003383	LOC118502662|XP_035891014.1|ASTE	LOC6501196|XP_001954742.1|DANA
OG0003384	LOC118504491|XP_035894903.1|ASTE	LOC6507521|XP_001965391.1|DANA
OG0003385	LOC118508490|XP_035904201.1|ASTE	LOC6501614|XP_001955597.1|DANA
OG0003386	LOC118508481|XP_035904190.1|ASTE	LOC6499785|XP_001953922.1|DANA
OG0003387	LOC118508480|XP_035904189.1|ASTE	LOC6501465|XP_001955307.1|DANA
OG0003388	LOC118508478|XP_035904188.1|ASTE	LOC6504496|XP_001967011.1|DANA
OG0003389	LOC118508465|XP_035904162.1|ASTE	LOC6495843|XP_001959692.2|DANA
OG0003390	LOC118502921|XP_035891549.1|ASTE	LOC6501368|XP_001955089.1|DANA
OG0003391	LOC118506378|XP_035899303.1|ASTE	LOC6499678|XP_001954165.1|DANA
OG0003392	LOC118507800|XP_035902751.1|ASTE	LOC6500710|XP_001953775.1|DANA
OG0003393	LOC118507548|XP_035902020.1|ASTE	LOC6505535|XP_014760698.1|DANA
OG0003394	LOC118507543|XP_035902015.1|ASTE	LOC6501372|XP_001955096.1|DANA
OG0003395	LOC118507541|XP_035902013.1|ASTE	LOC6501375|XP_001955102.1|DANA
OG0003396	LOC118507533|XP_035901998.1|ASTE	LOC6501358|XP_001955065.3|DANA
OG0003397	LOC118502545|XP_035890714.1|ASTE	LOC6501052|XP_001954464.1|DANA
OG0003399	LOC118502552|XP_035890741.1|ASTE	LOC6500668|XP_001953688.1|DANA
OG0003400	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE	LOC6500679|XP_014766669.1|DANA
OG0003401	LOC118502914|XP_035891532.1|ASTE	LOC6500852|XP_032310222.1|DANA
OG0003402	LOC118502421|XP_035890541.1|ASTE	LOC6500848|XP_032305605.1|DANA
OG0003403	LOC118506776|XP_035900265.1|ASTE	LOC6494107|XP_001960961.1|DANA
OG0003404	LOC118506781|XP_035900286.1|ASTE	LOC6499667|XP_001954187.1|DANA
OG0003405	LOC118508453|XP_035904148.1|ASTE	LOC6496612|XP_001961259.1|DANA
OG0003406	LOC118508450|XP_035904144.1|ASTE	LOC6501633|XP_001955646.1|DANA
OG0003407	LOC118508455|XP_035904150.1|ASTE	LOC6498936|XP_001955645.1|DANA
OG0003408	LOC118508447|XP_035904136.1|ASTE	LOC6500904|XP_001954137.1|DANA
OG0003409	LOC118502847|XP_035891439.1|ASTE	LOC6499743|XP_032305687.1|DANA
OG0003410	LOC118502912|XP_035891528.1|ASTE	LOC6500857|XP_014766762.1|DANA
OG0003411	LOC118508294|XP_035903836.1|ASTE	LOC6505820|XP_001964432.2|DANA
OG0003412	LOC118508298|XP_035903841.1|ASTE	LOC6499066|XP_001955372.1|DANA
OG0003413	LOC118503592|XP_035892938.1|ASTE	LOC6499615|XP_001954289.1|DANA
OG0003414	LOC118502370|XP_035890482.1|ASTE	LOC6507814|XP_001956403.1|DANA
OG0003415	LOC118507475|XP_035901875.1|ASTE	LOC6504276|XP_032308836.1|DANA
OG0003416	LOC118507476|XP_035901877.1|ASTE	LOC6499294|XP_001954928.1|DANA
OG0003417	LOC118503565|XP_035892870.1|ASTE	LOC6499055|XP_001955400.1|DANA
OG0003418	LOC118504433|XP_035894767.1|ASTE	LOC6505649|XP_001964531.1|DANA
OG0003419	LOC118505335|XP_035896877.1|ASTE	LOC6498838|XP_032312277.1|DANA
OG0003420	LOC118505334|XP_035896876.1|ASTE	LOC6501714|XP_001955835.3|DANA
OG0003421	LOC118507521|XP_035901975.1|ASTE	LOC6505933|XP_014760849.2|DANA
OG0003422	LOC118507846|XP_035902871.1|ASTE	LOC6505588|XP_001964641.1|DANA
OG0003423	LOC118504669|XP_035895351.1|ASTE	LOC6494530|XP_001960164.2|DANA
OG0003424	LOC118504661|XP_035895337.1|ASTE	LOC6499814|XP_001953857.1|DANA
OG0003425	LOC118502900|XP_035891515.1|ASTE	LOC6500249|XP_001952942.1|DANA
OG0003426	LOC118502835|XP_035891405.1|ASTE	LOC6500649|XP_001953647.1|DANA
OG0003427	LOC118507502|XP_035901926.1|ASTE	LOC6499908|XP_001953656.1|DANA
OG0003428	LOC118502715|XP_035891159.1|ASTE	LOC6507861|XP_001956484.1|DANA
OG0003429	LOC118502913|XP_035891531.1|ASTE	LOC6495918|XP_001959853.1|DANA
OG0003430	LOC118507795|XP_035902741.1|ASTE	LOC6501810|XP_001967403.2|DANA
OG0003431	LOC118510940|XP_035909270.1|ASTE	LOC6498890|XP_001955735.1|DANA
OG0003432	LOC118505445|XP_035897136.1|ASTE	LOC6498910|XP_001955692.1|DANA
OG0003433	LOC118502755|XP_035891214.1|ASTE	LOC6499023|XP_032311498.1|DANA
OG0003434	LOC118504975|XP_035896004.1|ASTE	LOC6503923|XP_001963855.2|DANA
OG0003435	LOC118507885|XP_035903010.1|ASTE	LOC6501333|XP_001955010.3|DANA
OG0003436	LOC118507648|XP_035902306.1|ASTE	LOC6500188|XP_001953053.1|DANA
OG0003437	LOC118507644|XP_035902297.1|ASTE	LOC6500361|XP_014766511.1|DANA
OG0003438	LOC118505013|XP_035896095.1|ASTE	LOC6500362|XP_001953054.1|DANA
OG0003439	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE	LOC6498907|XP_001955697.1|DANA
OG0003440	LOC118502699|XP_035891120.1|ASTE	LOC6500286|XP_032310096.1|DANA
OG0003441	LOC118503295|XP_035892282.1|ASTE	LOC6497828|XP_001961531.1|DANA
OG0003442	LOC118503285|XP_035892266.1|ASTE	LOC6499380|XP_001954748.1|DANA
OG0003443	LOC118503279|XP_035892250.1|ASTE	LOC6506880|XP_001957071.1|DANA
OG0003444	LOC118503037|XP_035891763.1|ASTE	LOC6493701|XP_001958264.3|DANA
OG0003445	LOC118503029|XP_035891747.1|ASTE	LOC6501880|XP_001966749.2|DANA
OG0003446	LOC118504286|XP_035894455.1|ASTE	LOC6495015|XP_032312008.1|DANA
OG0003448	LOC118503301|XP_035892306.1|ASTE	LOC6500064|XP_001953292.1|DANA
OG0003449	LOC118503299|XP_035892303.1|ASTE	LOC6500692|XP_001953733.1|DANA
OG0003450	LOC118503302|XP_035892307.1|ASTE	LOC6507296|XP_032311346.1|DANA, LOC6499501|XP_001954499.1|DANA
OG0003451	LOC118503031|XP_035891754.1|ASTE	LOC6499291|XP_001954932.1|DANA
OG0003452	LOC118503028|XP_035891746.1|ASTE	LOC6501290|XP_001954933.1|DANA
OG0003453	LOC118506943|XP_035900653.1|ASTE	LOC6506502|XP_001957758.1|DANA
OG0003454	LOC118503276|XP_035892247.1|ASTE	LOC6497804|XP_001961480.1|DANA
OG0003455	LOC118506892|XP_035900562.1|ASTE	LOC6500308|XP_001952940.1|DANA
OG0003456	LOC118506877|XP_035900514.1|ASTE	LOC6495663|XP_014763430.1|DANA
OG0003457	LOC118506872|XP_035900503.1|ASTE	LOC6498873|XP_032312221.1|DANA
OG0003458	LOC118506869|XP_035900498.1|ASTE	LOC6500951|XP_032308928.1|DANA
OG0003459	LOC118507189|XP_035901155.1|ASTE	LOC6505702|XP_001964425.1|DANA
OG0003460	LOC118507905|XP_035903053.1|ASTE	LOC6499775|XP_001953943.1|DANA
OG0003461	LOC118507882|XP_035903004.1|ASTE	LOC6500190|XP_001953051.3|DANA
OG0003462	LOC118507902|XP_035903050.1|ASTE	LOC6493328|XP_001957534.1|DANA
OG0003463	LOC118506444|XP_035899472.1|ASTE	LOC6498958|XP_001955607.1|DANA
OG0003464	LOC118507910|XP_035903095.1|ASTE	LOC6499681|XP_001954159.2|DANA
OG0003465	LOC118504905|XP_035895867.1|ASTE	LOC6499872|XP_001953732.1|DANA
OG0003466	LOC118507876|XP_035902980.1|ASTE	LOC6501539|XP_001955445.1|DANA
OG0003467	LOC118507871|XP_035902971.1|ASTE	LOC6500293|XP_001952901.1|DANA
OG0003468	LOC118507865|XP_035902964.1|ASTE	LOC6500287|XP_001952891.1|DANA
OG0003469	LOC118517619|XP_035919809.1|ASTE	LOC6501585|XP_001955523.1|DANA
OG0003470	LOC118507829|XP_035902820.1|ASTE	LOC6501549|XP_001955458.3|DANA
OG0003471	LOC118507837|XP_035902845.1|ASTE	LOC6497879|XP_001961634.1|DANA
OG0003472	LOC118513812|XP_035915933.1|ASTE	LOC6496972|XP_032311081.1|DANA
OG0003473	LOC118505176|XP_035896521.1|ASTE	LOC6496899|XP_001963186.1|DANA
OG0003474	LOC118506460|XP_035899515.1|ASTE	LOC6505869|XP_001964516.2|DANA
OG0003475	LOC118504287|XP_035894458.1|ASTE	LOC6499485|XP_032305843.1|DANA
OG0003477	LOC118504690|XP_035895403.1|ASTE	LOC6500393|XP_001953126.1|DANA
OG0003478	LOC118504437|XP_035894782.1|ASTE	LOC6505650|XP_001964530.3|DANA
OG0003479	LOC118508302|XP_035903849.1|ASTE	LOC6500547|XP_001953432.1|DANA
OG0003480	LOC118503229|XP_035892121.1|ASTE	LOC6499188|XP_001955148.1|DANA
OG0003481	LOC118503228|XP_035892120.1|ASTE	LOC6499187|XP_001955149.1|DANA
OG0003482	LOC118503227|XP_035892119.1|ASTE	LOC6499186|XP_032305340.1|DANA
OG0003483	LOC118502931|XP_035891570.1|ASTE	LOC6499167|XP_001955172.1|DANA
OG0003484	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE	LOC6501611|XP_001955591.1|DANA
OG0003485	LOC118506797|XP_035900312.1|ASTE	LOC6500373|XP_001953076.1|DANA
OG0003486	LOC118502439|XP_035890560.1|ASTE	LOC6500180|XP_001953074.1|DANA
OG0003487	LOC118502966|XP_035891623.1|ASTE	LOC6501185|XP_001954718.1|DANA
OG0003488	LOC118507997|XP_035903261.1|ASTE	LOC6501473|XP_001955323.1|DANA
OG0003489	LOC118507570|XP_035902088.1|ASTE	LOC6500553|XP_032306498.1|DANA
OG0003490	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE	LOC6501707|XP_001955807.3|DANA
OG0003491	LOC118505146|XP_035896410.1|ASTE	LOC6499083|XP_001955339.2|DANA
OG0003492	LOC118505235|XP_035896662.1|ASTE	LOC6501351|XP_001955048.1|DANA
OG0003493	LOC118506361|XP_035899268.1|ASTE	LOC6499751|XP_032305632.1|DANA
OG0003494	LOC118503112|XP_035891944.1|ASTE	LOC6501278|XP_001954906.1|DANA
OG0003495	LOC118507842|XP_035902864.1|ASTE	LOC6497912|XP_001961700.1|DANA
OG0003496	LOC118507849|XP_035902873.1|ASTE	LOC6501565|XP_001955482.1|DANA
OG0003497	LOC118507814|XP_035902777.1|ASTE	LOC6501085|XP_001954528.1|DANA
OG0003498	LOC118508379|XP_035904008.1|ASTE	LOC6498911|XP_001955690.2|DANA
OG0003499	LOC118503462|XP_035892640.1|ASTE	LOC6500000|XP_001953431.1|DANA
OG0003500	LOC118505442|XP_035897132.1|ASTE	LOC6497535|XP_001961888.1|DANA
OG0003501	LOC118507480|XP_035901881.1|ASTE	LOC6500167|XP_001953099.1|DANA
OG0003502	LOC118517709|XP_035920046.1|ASTE	LOC6499762|XP_001953970.1|DANA
OG0003503	LOC118511915|XP_035911444.1|ASTE	LOC6501362|XP_001955076.1|DANA
OG0003504	LOC118509112|XP_035905175.1|ASTE	LOC26514816|XP_014760929.1|DANA
OG0003505	LOC118511923|XP_035911455.1|ASTE	LOC6499672|XP_032305764.1|DANA
OG0003506	LOC118511953|XP_035911556.1|ASTE	LOC6501412|XP_014767026.1|DANA
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC6500804|XP_032305789.1|DANA
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC6507572|XP_001955931.2|DANA
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC6505514|XP_032312368.1|DANA
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC6501506|XP_001955388.1|DANA
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC6499060|XP_032310920.1|DANA
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC6499051|XP_001955406.1|DANA
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC6499778|XP_001953938.1|DANA
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC6500686|XP_001953725.1|DANA
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC6495134|XP_001958981.1|DANA
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC6500163|XP_001953107.1|DANA
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC6500705|XP_001953761.1|DANA
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC6500586|XP_001953523.1|DANA
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC6507766|XP_014765467.1|DANA
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC6507770|XP_001956319.1|DANA
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC6507288|XP_001956307.1|DANA
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC6494872|XP_001959512.1|DANA
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC6497913|XP_001961702.1|DANA
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC6502124|XP_001966164.1|DANA
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC6496431|XP_032306607.1|DANA
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC6499644|XP_032305433.1|DANA
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC6494570|XP_032307292.1|DANA
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC6498567|XP_001963075.1|DANA
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC6506415|XP_001957921.1|DANA
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC6500608|XP_001953552.1|DANA
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC26514203|XP_014760174.1|DANA, LOC6506594|XP_001957580.1|DANA
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC6506994|XP_001956863.1|DANA
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC6507310|XP_001956271.2|DANA
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC6508045|XP_001955874.2|DANA
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC6493928|XP_014762464.1|DANA
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC6494955|XP_001959330.1|DANA
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC6494063|XP_001961057.1|DANA
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC6505292|XP_001964827.1|DANA
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC6507677|XP_001956128.1|DANA
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC6505874|XP_032305521.1|DANA
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC6494070|XP_032307151.1|DANA
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC6503948|XP_001963900.1|DANA
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC6507642|XP_001956061.1|DANA
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC6493838|XP_014764573.1|DANA
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC6493581|XP_001958037.1|DANA
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC6495910|XP_014763531.1|DANA
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC6494866|XP_014763031.1|DANA
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC6494865|XP_001959525.2|DANA
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC6495754|XP_001959504.1|DANA
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC6496068|XP_001960149.1|DANA
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC6495286|XP_001958700.2|DANA
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC6494875|XP_001959506.1|DANA
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC6493386|XP_001957649.3|DANA
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC6507013|XP_001956826.3|DANA
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC6493074|XP_001956990.2|DANA
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC6493075|XP_001956992.1|DANA
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC6507352|XP_032310565.1|DANA
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC6507609|XP_001955996.1|DANA, LOC6500330|XP_032311923.1|DANA
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC6506504|XP_001957754.1|DANA
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC6495048|XP_001959172.3|DANA
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC6496073|XP_001960160.1|DANA
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC6501366|XP_001955086.1|DANA
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC6493505|XP_001957887.1|DANA
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC6507012|XP_001956827.3|DANA
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC6494436|XP_001965921.1|DANA
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC6494159|XP_032306167.1|DANA
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC6495317|XP_014763248.1|DANA
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC6507498|XP_001955884.1|DANA
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC6494065|XP_001961048.1|DANA
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC6507358|XP_001956178.2|DANA
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC6495950|XP_032307172.1|DANA
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC6494012|XP_001961148.1|DANA
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC6506603|XP_001957562.1|DANA
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC6493191|XP_032309928.1|DANA
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC6492979|XP_001956782.1|DANA
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC6493312|XP_001957504.1|DANA
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC6493443|XP_001957763.1|DANA
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC6496046|XP_001960111.1|DANA
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC6496022|XP_001960062.1|DANA
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC6507602|XP_014765348.1|DANA
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC6506462|XP_001957825.1|DANA
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC6495632|XP_001959265.1|DANA
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC6495763|XP_001959522.2|DANA
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC6506258|XP_001958251.1|DANA
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC6502738|XP_032311686.1|DANA
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC6497982|XP_001961838.1|DANA
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC6500654|XP_001953657.1|DANA
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC6494158|XP_001960852.1|DANA
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC6507479|XP_001955929.1|DANA
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC6493290|XP_014764307.1|DANA
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC6493299|XP_001957476.1|DANA
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC6506783|XP_032310585.1|DANA
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC6507748|XP_001956263.1|DANA
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC6495873|XP_001959761.1|DANA
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC6493933|XP_001961299.1|DANA
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC6496639|XP_001961309.1|DANA
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC6507364|XP_032310347.1|DANA
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC6497721|XP_001961490.1|DANA
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC6506959|XP_014764987.1|DANA
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC6495079|XP_001959107.1|DANA
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC6495921|XP_001959859.1|DANA
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC26513699|XP_014765521.1|DANA
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC6497251|XP_032307354.1|DANA
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC6501510|XP_001955394.1|DANA
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC6496077|XP_001960170.2|DANA
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC6494538|XP_001960143.1|DANA
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC6493455|XP_001957785.1|DANA
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC6494814|XP_001959609.1|DANA
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC6507211|XP_001956467.1|DANA
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC6506226|XP_032310692.1|DANA
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC6495583|XP_001959142.1|DANA
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC6494575|XP_001960074.1|DANA
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC6494574|XP_001960075.1|DANA
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC6495895|XP_001959801.1|DANA
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC6495846|XP_001959705.1|DANA
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC6495368|XP_001958677.2|DANA
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC6495299|XP_001958675.2|DANA, LOC6495298|XP_032306983.1|DANA
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC6495770|XP_001959541.1|DANA
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC6494239|XP_001960680.1|DANA
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC6493720|XP_001958306.1|DANA
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC6493721|XP_014764506.1|DANA
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC6496534|XP_001961091.1|DANA
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC6495917|XP_001959851.1|DANA
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC6494576|XP_001960072.1|DANA
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC6495885|XP_001959782.1|DANA
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC6496597|XP_032311616.1|DANA
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC6495353|XP_001958644.1|DANA
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC6494846|XP_001959563.1|DANA
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC6496319|XP_001960691.1|DANA
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC6493588|XP_001958049.1|DANA
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC6506601|XP_001957566.2|DANA
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC6494673|XP_001959887.1|DANA
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC6506966|XP_001956907.1|DANA
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC6493079|XP_032310366.1|DANA
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC6495082|XP_001959103.1|DANA
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC6496236|XP_001960512.1|DANA
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC6493711|XP_001958287.2|DANA
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC6504555|XP_001964918.1|DANA
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC6494733|XP_001959765.1|DANA
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC6494965|XP_001959315.1|DANA
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC6496503|XP_001961031.1|DANA
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC6496310|XP_032306103.1|DANA
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC6494000|XP_014762519.1|DANA
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC6506882|XP_001957067.1|DANA
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC6506595|XP_001957579.1|DANA
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC6506380|XP_001957988.1|DANA
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC6504210|XP_001965150.1|DANA
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC6499894|XP_001953682.1|DANA
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC6504903|XP_001966560.1|DANA
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC6499003|XP_001955530.1|DANA
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC6507738|XP_001956245.1|DANA
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC6493713|XP_001958290.1|DANA
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC6492976|XP_001956777.1|DANA
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC6498435|XP_001962814.1|DANA
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC6506209|XP_032309866.1|DANA
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC6493482|XP_001957843.1|DANA
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC6499333|XP_001954849.1|DANA
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC6493699|XP_014764497.1|DANA, LOC6493698|XP_001958259.1|DANA
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC6507385|XP_014765199.1|DANA
