Orthogroup	ASTE.longest_only	DMAU.longest_only
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC117135672|XP_033151957.1|DMAU
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC117138422|XP_033156419.1|DMAU
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC117136900|XP_033153907.1|DMAU
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC117138262|XP_033156117.1|DMAU
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC117136400|XP_033153186.1|DMAU
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC117138256|XP_033156108.1|DMAU
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC117137141|XP_033154333.1|DMAU
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC117142807|XP_033162906.1|DMAU
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC117135191|XP_033151152.1|DMAU
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC117144637|XP_033165823.1|DMAU
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC117139695|XP_033158092.1|DMAU
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC117150374|XP_033173127.1|DMAU
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC117135546|XP_033151730.1|DMAU
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC117135542|XP_033151725.1|DMAU
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC117147502|XP_033170297.1|DMAU
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC117138495|XP_033156516.1|DMAU
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC117138412|XP_033156379.1|DMAU
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC117138110|XP_033155863.1|DMAU
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC117137161|XP_033154363.1|DMAU
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC117150208|XP_033172898.1|DMAU
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC117138982|XP_033156985.1|DMAU
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC117149093|XP_033172631.1|DMAU
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC117138161|XP_033155930.1|DMAU
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC117138389|XP_033156352.1|DMAU
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC117150560|XP_033173399.1|DMAU
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC117139572|XP_033157869.1|DMAU
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC117135509|XP_033151636.1|DMAU
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC117135508|XP_033151635.1|DMAU
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC117136837|XP_033153809.1|DMAU
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC117138688|XP_033156836.1|DMAU
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC117137148|XP_033154343.1|DMAU
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC117137011|XP_033154091.1|DMAU
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC117148125|XP_033171243.1|DMAU
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC117137465|XP_033154802.1|DMAU
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC117136125|XP_033152717.1|DMAU
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC117137540|XP_033154928.1|DMAU
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC117137660|XP_033155091.1|DMAU
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC117138386|XP_033156348.1|DMAU
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC117136068|XP_033152608.1|DMAU
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC117144067|XP_033164967.1|DMAU
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC117142952|XP_033163168.1|DMAU
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC117143272|XP_033163741.1|DMAU
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC117144240|XP_033165201.1|DMAU
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC117136578|XP_033153439.1|DMAU
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC117136628|XP_033153507.1|DMAU
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC117136340|XP_033153094.1|DMAU
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC117135529|XP_033151683.1|DMAU
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC117140304|XP_033159039.1|DMAU
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC117143827|XP_033164564.1|DMAU
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC117139639|XP_033157990.1|DMAU
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC117148129|XP_033171245.1|DMAU
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC117136721|XP_033153638.1|DMAU
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC117137116|XP_033154299.1|DMAU
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC117147120|XP_033169781.1|DMAU
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC117139208|XP_033157276.1|DMAU
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC117140895|XP_033159940.1|DMAU
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC117137640|XP_033155064.1|DMAU
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC117137905|XP_033155539.1|DMAU
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC117148347|XP_033171574.1|DMAU
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC117137156|XP_033154357.1|DMAU
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC117145429|XP_033166967.1|DMAU
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC117137472|XP_033154811.1|DMAU
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC117140598|XP_033159499.1|DMAU
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC117141408|XP_033160722.1|DMAU
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC117140376|XP_033159132.1|DMAU
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC117138217|XP_033156048.1|DMAU
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC117137118|XP_033154301.1|DMAU
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC117137510|XP_033154882.1|DMAU
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC117143893|XP_033164688.1|DMAU
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC117137686|XP_033155146.1|DMAU
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC117136373|XP_033153154.1|DMAU
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC117136379|XP_033153161.1|DMAU
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC117136440|XP_033153247.1|DMAU
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC117137643|XP_033155068.1|DMAU
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC117139276|XP_033157393.1|DMAU
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC117137845|XP_033155438.1|DMAU
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC117139142|XP_033157184.1|DMAU
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC117140453|XP_033159274.1|DMAU
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC117138052|XP_033155759.1|DMAU
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC117141034|XP_033160207.1|DMAU
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC117136611|XP_033153489.1|DMAU
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC117136395|XP_033153180.1|DMAU
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC117136675|XP_033153570.1|DMAU
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC117135896|XP_033152334.1|DMAU
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC117138138|XP_033155903.1|DMAU
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC117138141|XP_033155906.1|DMAU
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC117136461|XP_033153280.1|DMAU
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC117142215|XP_033161941.1|DMAU
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC117136486|XP_033153316.1|DMAU
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC117136712|XP_033153626.1|DMAU
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC117138344|XP_033156275.1|DMAU
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC117136359|XP_033153120.1|DMAU
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC117141538|XP_033160924.1|DMAU
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC117139544|XP_033157820.1|DMAU
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC117137395|XP_033154707.1|DMAU
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC117139999|XP_033158597.1|DMAU
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC117146256|XP_033168098.1|DMAU
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC117135418|XP_033151461.1|DMAU
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC117140482|XP_033159323.1|DMAU
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC117140479|XP_033159320.1|DMAU
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC117136719|XP_033153635.1|DMAU
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC117138455|XP_033156473.1|DMAU
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC117135886|XP_033152324.1|DMAU
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC117136433|XP_033153237.1|DMAU
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC117142594|XP_033162560.1|DMAU
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC117137270|XP_033154524.1|DMAU
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC117138342|XP_033156272.1|DMAU
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC117137722|XP_033155186.1|DMAU
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC117141264|XP_033160524.1|DMAU
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC117139757|XP_033158214.1|DMAU
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC117138574|XP_033156636.1|DMAU
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC117136251|XP_033152948.1|DMAU
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC117138989|XP_033156951.1|DMAU
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC117139210|XP_033157278.1|DMAU
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC117139083|XP_033157090.1|DMAU
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC117142674|XP_033162699.1|DMAU
OG0004429	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE	LOC117143817|XP_033164557.1|DMAU
OG0004430	LOC118503695|XP_035893138.1|ASTE	LOC117141803|XP_033161339.1|DMAU
OG0004431	LOC118506204|XP_035898905.1|ASTE	LOC117144089|XP_033164995.1|DMAU
OG0004432	LOC118506202|XP_035898903.1|ASTE	LOC117144086|XP_033164991.1|DMAU
OG0004433	LOC118505880|XP_035898210.1|ASTE	LOC117139100|XP_033157122.1|DMAU
OG0004434	LOC118502742|XP_035891200.1|ASTE	LOC117138140|XP_033155905.1|DMAU
OG0004435	LOC118507377|XP_035901715.1|ASTE	LOC117135423|XP_033151468.1|DMAU
OG0004436	LOC118504221|XP_035894321.1|ASTE	LOC117138040|XP_033155741.1|DMAU
OG0004437	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE	LOC117138690|XP_033156839.1|DMAU
OG0004438	LOC118503075|XP_035891845.1|ASTE	LOC117136376|XP_033153157.1|DMAU
OG0004439	LOC118503074|XP_035891844.1|ASTE	LOC117138666|XP_033156795.1|DMAU
OG0004440	LOC118503071|XP_035891838.1|ASTE	LOC117135591|XP_033151817.1|DMAU
OG0004441	LOC118503906|XP_035893591.1|ASTE	LOC117136122|XP_033152718.1|DMAU
OG0004442	LOC118503880|XP_035893526.1|ASTE	LOC117136794|XP_033153741.1|DMAU
OG0004443	LOC118507204|XP_035901180.1|ASTE	LOC117140389|XP_033159147.1|DMAU
OG0004444	LOC118506122|XP_035898741.1|ASTE	LOC117137907|XP_033155543.1|DMAU
OG0004445	LOC118506108|XP_035898687.1|ASTE	LOC117136185|XP_033152820.1|DMAU
OG0004446	LOC118506107|XP_035898686.1|ASTE	LOC117142320|XP_033162118.1|DMAU
OG0004447	LOC118504160|XP_035894186.1|ASTE	LOC117142684|XP_033162719.1|DMAU
OG0004448	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE	LOC117137491|XP_033154861.1|DMAU
OG0004449	LOC118503493|XP_035892707.1|ASTE	LOC117140335|XP_033159073.1|DMAU
OG0004450	LOC118503046|XP_035891773.1|ASTE	LOC117138215|XP_033156046.1|DMAU
OG0004451	LOC118504205|XP_035894283.1|ASTE	LOC117136428|XP_033153232.1|DMAU
OG0004452	LOC118504206|XP_035894288.1|ASTE	LOC117137934|XP_033155579.1|DMAU
OG0004453	LOC118504209|XP_035894290.1|ASTE	LOC117138402|XP_033156371.1|DMAU
OG0004454	LOC118505896|XP_035898244.1|ASTE	LOC117142247|XP_033161991.1|DMAU
OG0004455	LOC118503495|XP_035892713.1|ASTE	LOC117140085|XP_033158729.1|DMAU
OG0004456	LOC118503496|XP_035892714.1|ASTE	LOC117148658|XP_033172059.1|DMAU
OG0004457	LOC118503497|XP_035892715.1|ASTE	LOC117140192|XP_033158862.1|DMAU
OG0004458	LOC118503076|XP_035891846.1|ASTE	LOC117140571|XP_033159461.1|DMAU
OG0004459	LOC118503079|XP_035891851.1|ASTE	LOC117141906|XP_033161509.1|DMAU
OG0004460	LOC118508046|XP_035903391.1|ASTE	LOC117141444|XP_033160789.1|DMAU
OG0004461	LOC118503336|XP_035892393.1|ASTE	LOC117140919|XP_033160001.1|DMAU
OG0004462	LOC118503343|XP_035892405.1|ASTE	LOC117138983|XP_033156943.1|DMAU
OG0004463	LOC118503350|XP_035892423.1|ASTE	LOC117139171|XP_033157221.1|DMAU
OG0004464	LOC118503335|XP_035892392.1|ASTE	LOC117138986|XP_033156947.1|DMAU
OG0004465	LOC118503854|XP_035893461.1|ASTE	LOC117139555|XP_033157840.1|DMAU
OG0004466	LOC118503847|XP_035893449.1|ASTE	LOC117141280|XP_033160541.1|DMAU
OG0004467	LOC118503839|XP_035893440.1|ASTE	LOC117141521|XP_033160903.1|DMAU
OG0004468	LOC118503835|XP_035893437.1|ASTE	LOC117139415|XP_033157583.1|DMAU
OG0004469	LOC118503828|XP_035893424.1|ASTE	LOC117140670|XP_033159608.1|DMAU
OG0004470	LOC118503781|XP_035893349.1|ASTE	LOC117140050|XP_033158681.1|DMAU
OG0004471	LOC118503773|XP_035893336.1|ASTE	LOC117144101|XP_033165009.1|DMAU
OG0004472	LOC118506136|XP_035898765.1|ASTE	LOC117136166|XP_033152798.1|DMAU
OG0004473	LOC118506130|XP_035898757.1|ASTE	LOC117137556|XP_033154947.1|DMAU
OG0004474	LOC118506127|XP_035898754.1|ASTE	LOC117137578|XP_033154975.1|DMAU
OG0004475	LOC118506126|XP_035898753.1|ASTE	LOC117145426|XP_033166964.1|DMAU
OG0004476	LOC118508881|XP_035904587.1|ASTE	LOC117143681|XP_033164360.1|DMAU
OG0004477	LOC118503739|XP_035893259.1|ASTE	LOC117136852|XP_033153842.1|DMAU
OG0004478	LOC118503734|XP_035893243.1|ASTE	LOC117137547|XP_033154934.1|DMAU
OG0004479	LOC118505293|XP_035896786.1|ASTE	LOC117137213|XP_033154459.1|DMAU
OG0004480	LOC118517488|XP_035919577.1|ASTE	LOC117147489|XP_033170276.1|DMAU
OG0004481	LOC118511988|XP_035911621.1|ASTE	LOC117138404|XP_033156373.1|DMAU
OG0004482	LOC118517372|XP_035919284.1|ASTE	LOC117143877|XP_033164653.1|DMAU
OG0004483	LOC118507439|XP_035901810.1|ASTE	LOC117135578|XP_033151793.1|DMAU
OG0004484	LOC118502435|XP_035890556.1|ASTE	LOC117144790|XP_033166050.1|DMAU
OG0004485	LOC118513932|XP_035916196.1|ASTE	LOC117146426|XP_033168520.1|DMAU
OG0004486	LOC118503530|XP_035892809.1|ASTE	LOC117137186|XP_033154400.1|DMAU
OG0004487	LOC118509838|XP_035906923.1|ASTE	LOC117142039|XP_033161800.1|DMAU
OG0004488	LOC118512905|XP_035913923.1|ASTE	LOC117138295|XP_033156185.1|DMAU
OG0004504	LOC118512851|XP_035913814.1|ASTE	LOC117141683|XP_033161178.1|DMAU
OG0004505	LOC118504954|XP_035895970.1|ASTE	LOC117144380|XP_033165401.1|DMAU
OG0004506	LOC118505903|XP_035898253.1|ASTE	LOC117144649|XP_033165838.1|DMAU
OG0004507	LOC118507824|XP_035902819.1|ASTE	LOC117143657|XP_033164329.1|DMAU
OG0004508	LOC118505151|XP_035896426.1|ASTE	LOC117144915|XP_033166251.1|DMAU
OG0004509	LOC118509882|XP_035907014.1|ASTE	LOC117140310|XP_033159046.1|DMAU
OG0004510	LOC118510438|XP_035908116.1|ASTE	LOC117146498|XP_033168639.1|DMAU
OG0004511	LOC118503740|XP_035893265.1|ASTE	LOC117143192|XP_033163619.1|DMAU
OG0004512	LOC118509647|XP_035906461.1|ASTE	LOC117146262|XP_033168123.1|DMAU
OG0004513	LOC118509547|XP_035906194.1|ASTE	LOC117146275|XP_033168161.1|DMAU
OG0004514	LOC118509504|XP_035906059.1|ASTE	LOC117146236|XP_033168033.1|DMAU
OG0004515	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE	LOC117146786|XP_033169212.1|DMAU
OG0004516	LOC118506369|XP_035899289.1|ASTE	LOC117146839|XP_033169284.1|DMAU
OG0004517	LOC118516111|XP_035917992.1|ASTE	LOC117146743|XP_033169091.1|DMAU
OG0004518	LOC118511362|XP_035910221.1|ASTE	LOC117148845|XP_033172390.1|DMAU
OG0004519	LOC118503877|XP_035893523.1|ASTE	LOC117142363|XP_033162181.1|DMAU
OG0004520	LOC118506911|XP_035900602.1|ASTE	LOC117146708|XP_033169015.1|DMAU
OG0004521	LOC118514364|XP_035917098.1|ASTE	LOC117136209|XP_033152855.1|DMAU
OG0004522	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE	LOC117148093|XP_033171196.1|DMAU
OG0004523	LOC118517498|XP_035919598.1|ASTE	LOC117142620|XP_033162597.1|DMAU
OG0004524	LOC118517453|XP_035919503.1|ASTE	LOC117148828|XP_033172369.1|DMAU
OG0004525	LOC118505287|XP_035896765.1|ASTE	LOC117148732|XP_033172188.1|DMAU
OG0004526	LOC118505219|XP_035896634.1|ASTE	LOC117146677|XP_033168929.1|DMAU
OG0004527	LOC118511411|XP_035910361.1|ASTE	LOC117148516|XP_033171814.1|DMAU
OG0004528	LOC118517511|XP_035919629.1|ASTE	LOC117146833|XP_033169278.1|DMAU
OG0004529	LOC118505741|XP_035897831.1|ASTE	LOC117146603|XP_033168819.1|DMAU
OG0004530	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE	LOC117147237|XP_033169943.1|DMAU
OG0004531	LOC118515705|XP_035917943.1|ASTE	LOC117142803|XP_033162901.1|DMAU
OG0004532	LOC118511449|XP_035910453.1|ASTE	LOC117147197|XP_033169888.1|DMAU
OG0004533	LOC118505536|XP_035897354.1|ASTE	LOC117146687|XP_033168952.1|DMAU
OG0004534	LOC118506860|XP_035900483.1|ASTE	LOC117136143|XP_033152739.1|DMAU
OG0004535	LOC118502977|XP_035891687.1|ASTE	LOC117140290|XP_033159018.1|DMAU
OG0004536	LOC118505862|XP_035898142.1|ASTE	LOC117148382|XP_033171629.1|DMAU
OG0004537	LOC118510444|XP_035908136.1|ASTE	LOC117147148|XP_033169820.1|DMAU
OG0004538	LOC118512077|XP_035911908.1|ASTE	LOC117136042|XP_033152570.1|DMAU
OG0004539	LOC118510196|XP_035907616.1|ASTE	LOC117145893|XP_033167633.1|DMAU
OG0004540	LOC118510111|XP_035907467.1|ASTE	LOC117148027|XP_033171089.1|DMAU, LOC117146406|XP_033168481.1|DMAU
OG0004541	LOC118503260|XP_035892197.1|ASTE	LOC117136277|XP_033153000.1|DMAU
OG0004542	LOC118503252|XP_035892187.1|ASTE	LOC117148221|XP_033171402.1|DMAU
OG0004543	LOC118510647|XP_035908651.1|ASTE	LOC117146777|XP_033169190.1|DMAU
OG0004544	LOC118510456|XP_035908184.1|ASTE	LOC117148659|XP_033172062.1|DMAU
OG0004545	LOC118503842|XP_035893444.1|ASTE	LOC117143839|XP_033164582.1|DMAU
OG0004546	LOC118502909|XP_035891525.1|ASTE	LOC117136642|XP_033153525.1|DMAU
OG0004547	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE	LOC117146558|XP_033168747.1|DMAU
OG0004548	LOC118517711|XP_035920053.1|ASTE	LOC117148939|XP_033172556.1|DMAU
OG0004549	LOC118509186|XP_035905351.1|ASTE	LOC117148596|XP_033171964.1|DMAU
OG0004550	LOC118512559|XP_035913045.1|ASTE	LOC117148046|XP_033171116.1|DMAU
OG0004551	LOC118510381|XP_035908020.1|ASTE	LOC117135860|XP_033152277.1|DMAU
OG0004552	LOC118512793|XP_035913610.1|ASTE	LOC117146924|XP_033169446.1|DMAU
OG0004553	LOC118512729|XP_035913482.1|ASTE	LOC117139216|XP_033157289.1|DMAU
OG0004554	LOC118503097|XP_035891892.1|ASTE	LOC117147123|XP_033169780.1|DMAU
OG0004555	LOC118503082|XP_035891861.1|ASTE	LOC117148668|XP_033172074.1|DMAU
OG0004556	LOC118510616|XP_035908535.1|ASTE	LOC117148854|XP_033172403.1|DMAU
OG0004558	LOC118507057|XP_035900916.1|ASTE	LOC117147254|XP_033169964.1|DMAU
OG0004559	LOC118505786|XP_035897994.1|ASTE	LOC117145078|XP_033166486.1|DMAU
OG0004560	LOC118511620|XP_035910815.1|ASTE	LOC117139401|XP_033157559.1|DMAU
OG0004561	LOC118508577|XP_035904378.1|ASTE	LOC117142720|XP_033162773.1|DMAU
OG0004562	LOC118517460|XP_035919515.1|ASTE	LOC117145297|XP_033166780.1|DMAU
OG0004563	LOC118517454|XP_035919505.1|ASTE	LOC117143416|XP_033164009.1|DMAU
OG0004564	LOC118517455|XP_035919506.1|ASTE	LOC117144985|XP_033166345.1|DMAU
OG0004565	LOC118512656|XP_035913272.1|ASTE	LOC117143126|XP_033163506.1|DMAU
OG0004566	LOC118517468|XP_035919534.1|ASTE	LOC117148579|XP_033171937.1|DMAU
OG0004567	LOC118512884|XP_035913882.1|ASTE	LOC117147185|XP_033169876.1|DMAU
OG0004568	LOC118512263|XP_035912332.1|ASTE	LOC117146515|XP_033168673.1|DMAU
OG0004569	LOC118502844|XP_035891433.1|ASTE	LOC117142655|XP_033162672.1|DMAU
OG0004570	LOC118517452|XP_035919499.1|ASTE	LOC117138514|XP_033156539.1|DMAU
OG0004571	LOC118505158|XP_035896449.1|ASTE	LOC117148449|XP_033171714.1|DMAU
OG0004572	LOC118510341|XP_035907909.1|ASTE	LOC117142789|XP_033162876.1|DMAU
OG0004573	LOC118517366|XP_035919277.1|ASTE	LOC117142614|XP_033162587.1|DMAU
OG0004574	LOC118502582|XP_035890817.1|ASTE	LOC117148211|XP_033171391.1|DMAU
OG0004575	LOC118510256|XP_035907737.1|ASTE	LOC117147355|XP_033170109.1|DMAU
OG0004576	LOC118505368|XP_035896966.1|ASTE	LOC117143881|XP_033164658.1|DMAU
OG0004577	LOC118503476|XP_035892672.1|ASTE	LOC117142752|XP_033162824.1|DMAU
OG0004578	LOC118517508|XP_035919623.1|ASTE	LOC117146949|XP_033169495.1|DMAU
OG0004580	LOC118506950|XP_035900661.1|ASTE	LOC117144377|XP_033165398.1|DMAU
OG0004581	LOC118511142|XP_035909804.1|ASTE	LOC117143270|XP_033163739.1|DMAU
OG0004582	LOC118512391|XP_035912703.1|ASTE	LOC117145152|XP_033166583.1|DMAU
OG0004583	LOC118504324|XP_035894549.1|ASTE	LOC117148722|XP_033172165.1|DMAU
OG0004584	LOC118509702|XP_035906672.1|ASTE	LOC117137530|XP_033154907.1|DMAU
OG0004585	LOC118517378|XP_035919294.1|ASTE	LOC117143366|XP_033163931.1|DMAU
OG0004586	LOC118517502|XP_035919608.1|ASTE	LOC117146501|XP_033168643.1|DMAU
OG0004587	LOC118508911|XP_035904668.1|ASTE	LOC117145802|XP_033167491.1|DMAU
OG0004588	LOC118504096|XP_035894072.1|ASTE	LOC117145807|XP_033167499.1|DMAU
OG0004589	LOC118510994|XP_035909405.1|ASTE	LOC117148352|XP_033171580.1|DMAU
OG0004590	LOC118504772|XP_035895598.1|ASTE	LOC117145748|XP_033167401.1|DMAU
OG0004591	LOC118504725|XP_035895463.1|ASTE	LOC117143486|XP_033164090.1|DMAU
OG0004592	LOC118517305|XP_035919186.1|ASTE	LOC117146793|XP_033169223.1|DMAU
OG0004593	LOC118517316|XP_035919192.1|ASTE	LOC117148213|XP_033171393.1|DMAU
OG0004594	LOC118507656|XP_035902366.1|ASTE	LOC117146589|XP_033168801.1|DMAU
OG0004595	LOC118508283|XP_035903861.1|ASTE	LOC117147773|XP_033170700.1|DMAU
OG0004596	LOC118507892|XP_035903027.1|ASTE	LOC117147249|XP_033169957.1|DMAU
OG0004597	LOC118507125|XP_035901029.1|ASTE	LOC117148420|XP_033171680.1|DMAU
OG0004598	LOC118507880|XP_035902984.1|ASTE, LOC118504638|XP_035895259.1|ASTE	LOC117141492|XP_033160868.1|DMAU
OG0004599	LOC118513893|XP_035916100.1|ASTE	LOC117135289|XP_033151351.1|DMAU
OG0004600	LOC118507283|XP_035901510.1|ASTE	LOC117148227|XP_033171407.1|DMAU
OG0004601	LOC118507350|XP_035901654.1|ASTE	LOC117146897|XP_033169394.1|DMAU
OG0004602	LOC118511311|XP_035910117.1|ASTE	LOC117147086|XP_033169742.1|DMAU
OG0004603	LOC118508968|XP_035904816.1|ASTE	LOC117150392|XP_033173146.1|DMAU
OG0004604	LOC118504793|XP_035895665.1|ASTE	LOC117147544|XP_033170371.1|DMAU
OG0004605	LOC118517359|XP_035919266.1|ASTE	LOC117146862|XP_033169331.1|DMAU
OG0004606	LOC118517445|XP_035919472.1|ASTE	LOC117142245|XP_033161988.1|DMAU
OG0004607	LOC118511252|XP_035909997.1|ASTE	LOC117148493|XP_033171765.1|DMAU, LOC117147393|XP_033170153.1|DMAU
OG0004608	LOC118508972|XP_035904846.1|ASTE, LOC118506529|XP_035899682.1|ASTE	LOC117148614|XP_033171986.1|DMAU
OG0004609	LOC118504417|XP_035894748.1|ASTE	LOC117147363|XP_033170118.1|DMAU
