Orthogroup	ASTE.longest_only	DPSE.longest_only
OG0004885	LOC118512091|XP_035911948.1|ASTE	LOC4804754|XP_001361266.5|DPSE
OG0004886	LOC118512089|XP_035911946.1|ASTE	LOC4805473|XP_001361868.2|DPSE
OG0004887	LOC118512122|XP_035911993.1|ASTE	LOC4804789|XP_001361297.2|DPSE
OG0004888	LOC118512043|XP_035911756.1|ASTE	LOC4803627|XP_001360315.3|DPSE
OG0004889	LOC118514168|XP_035916722.1|ASTE	LOC4804713|XP_015040133.2|DPSE
OG0004890	LOC118512098|XP_035911957.1|ASTE	LOC4804871|XP_033233447.1|DPSE
OG0004891	LOC118514247|XP_035916853.1|ASTE	LOC4814299|XP_001354437.2|DPSE
OG0004892	LOC118512079|XP_035911911.1|ASTE	LOC4804368|XP_033233267.1|DPSE
OG0004893	LOC118508873|XP_035904569.1|ASTE	LOC4804239|XP_001360830.1|DPSE
OG0004894	LOC118508880|XP_035904586.1|ASTE	LOC4805141|XP_001361593.3|DPSE
OG0004895	LOC118508874|XP_035904570.1|ASTE	LOC6898495|XP_002138536.1|DPSE
OG0004896	LOC118508877|XP_035904578.1|ASTE	LOC4803744|XP_015039308.2|DPSE
OG0004897	LOC118508871|XP_035904567.1|ASTE	LOC4803742|XP_033234352.1|DPSE
OG0004898	LOC118508867|XP_035904547.1|ASTE	LOC6898522|XP_002138563.1|DPSE
OG0004899	LOC118508863|XP_035904516.1|ASTE	LOC6899084|XP_033234682.1|DPSE
OG0004900	LOC118511450|XP_035910443.1|ASTE	LOC4804091|XP_001360709.3|DPSE
OG0004901	LOC118513313|XP_035914794.1|ASTE	LOC6898519|XP_002138560.2|DPSE
OG0004902	LOC118510474|XP_035908234.1|ASTE	LOC4813582|XP_001353561.3|DPSE
OG0004903	LOC118508904|XP_035904656.1|ASTE	LOC6898822|XP_002138795.1|DPSE
OG0004904	LOC118510147|XP_035907532.1|ASTE	LOC4801755|XP_001358796.2|DPSE
OG0004905	LOC118510149|XP_035907539.1|ASTE	LOC4803635|XP_015039218.1|DPSE
OG0004906	LOC118511513|XP_035910582.1|ASTE	LOC4814144|XP_001354296.2|DPSE
OG0004907	LOC118509029|XP_035904959.1|ASTE	LOC4812821|XP_001353460.1|DPSE
OG0004908	LOC118509600|XP_035906284.1|ASTE	LOC4813082|XP_001353217.1|DPSE
OG0004909	LOC118509605|XP_035906295.1|ASTE	LOC4812930|XP_001353223.3|DPSE
OG0004910	LOC118513076|XP_035914331.1|ASTE	LOC4812769|XP_001353225.3|DPSE
OG0004911	LOC118513085|XP_035914346.1|ASTE	LOC6900181|XP_002135520.1|DPSE
OG0004912	LOC118511512|XP_035910581.1|ASTE	LOC4814058|XP_001354295.1|DPSE
OG0004913	LOC118512958|XP_035914075.1|ASTE	LOC4804424|XP_001360990.2|DPSE
OG0004914	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE	LOC6898485|XP_002138527.2|DPSE
OG0004915	LOC118509107|XP_035905166.1|ASTE	LOC4805587|XP_001361968.1|DPSE
OG0004916	LOC118509101|XP_035905150.1|ASTE	LOC4803781|XP_001360444.3|DPSE
OG0004917	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE	LOC4812495|XP_001352607.3|DPSE
OG0004918	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE	LOC4812409|XP_001352606.2|DPSE
OG0004919	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE	LOC4801114|XP_001358261.3|DPSE
OG0004920	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE	LOC4813046|XP_001354013.3|DPSE
OG0004921	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE	LOC4813191|XP_033240186.1|DPSE
OG0004922	LOC118513034|XP_035914204.1|ASTE	LOC4812733|XP_033238673.1|DPSE
OG0004923	LOC118509423|XP_035905904.1|ASTE	LOC4812485|XP_001352599.1|DPSE
OG0004924	LOC118514460|XP_035917270.1|ASTE	LOC4813748|XP_001353825.2|DPSE
OG0004925	LOC118510078|XP_035907377.1|ASTE	LOC4812462|XP_001352872.2|DPSE
OG0004926	LOC118514281|XP_035916916.1|ASTE	LOC4812258|XP_001352847.1|DPSE
OG0004927	LOC118510532|XP_035908373.1|ASTE	LOC6900907|XP_033241330.1|DPSE
OG0004928	LOC118511367|XP_035910238.1|ASTE	LOC4804067|XP_015039581.2|DPSE
OG0004929	LOC118511371|XP_035910258.1|ASTE	LOC4811974|XP_033240584.1|DPSE
OG0004930	LOC118512943|XP_035914043.1|ASTE	LOC6898955|XP_033235089.1|DPSE
OG0004931	LOC118512961|XP_035914080.1|ASTE	LOC4804426|XP_001360992.2|DPSE
OG0004932	LOC118512951|XP_035914062.1|ASTE	LOC4812292|XP_001352503.4|DPSE
OG0004933	LOC118511494|XP_035910546.1|ASTE	LOC4803571|XP_001360278.1|DPSE
OG0004934	LOC118512179|XP_035912159.1|ASTE	LOC4804283|XP_001360864.1|DPSE
OG0004935	LOC118510564|XP_035908442.1|ASTE	LOC4804813|XP_001361315.2|DPSE
OG0004936	LOC118509631|XP_035906410.1|ASTE	LOC4812491|XP_001352645.4|DPSE
OG0004937	LOC118512438|XP_035912792.1|ASTE	LOC4812909|XP_015043201.2|DPSE
OG0004939	LOC118510502|XP_035908298.1|ASTE	LOC4812365|XP_001352941.3|DPSE
OG0004940	LOC118510496|XP_035908283.1|ASTE	LOC4812408|XP_001352943.4|DPSE
OG0004941	LOC118510493|XP_035908278.1|ASTE	LOC6899995|XP_015043675.2|DPSE
OG0004942	LOC118510490|XP_035908275.1|ASTE	LOC4813799|XP_001353745.3|DPSE
OG0004943	LOC118510491|XP_035908276.1|ASTE	LOC4813935|XP_033239659.1|DPSE
OG0004944	LOC118514264|XP_035916874.1|ASTE	LOC4814124|XP_033238397.1|DPSE
OG0004945	LOC118514488|XP_035917304.1|ASTE	LOC4803412|XP_001360159.2|DPSE
OG0004946	LOC118510516|XP_035908333.1|ASTE	LOC4813959|XP_001354118.1|DPSE
OG0004947	LOC118510526|XP_035908363.1|ASTE	LOC4813605|XP_001353729.2|DPSE
OG0004948	LOC118510527|XP_035908364.1|ASTE	LOC4813751|XP_001353731.3|DPSE
OG0004949	LOC118510529|XP_035908367.1|ASTE	LOC4813165|XP_001353734.4|DPSE
OG0004950	LOC118514456|XP_035917266.1|ASTE	LOC6899977|XP_015043636.2|DPSE
OG0004951	LOC118510534|XP_035908377.1|ASTE	LOC4801104|XP_015038651.2|DPSE
OG0004952	LOC118510557|XP_035908432.1|ASTE	LOC4813132|XP_001353355.3|DPSE
OG0004953	LOC118510561|XP_035908438.1|ASTE	LOC4812253|XP_001352538.1|DPSE
OG0004954	LOC118510464|XP_035908212.1|ASTE	LOC4812164|XP_001352536.2|DPSE
OG0004955	LOC118513608|XP_035915551.1|ASTE	LOC4814014|XP_001354181.1|DPSE
OG0004956	LOC118512074|XP_035911895.1|ASTE	LOC4804082|XP_001360700.3|DPSE
OG0004957	LOC118512133|XP_035912031.1|ASTE	LOC4813673|XP_001353475.4|DPSE
OG0004958	LOC118512138|XP_035912048.1|ASTE	LOC6900442|XP_033239503.1|DPSE
OG0004959	LOC118512154|XP_035912087.1|ASTE	LOC4813153|XP_033241415.1|DPSE
OG0004960	LOC118512145|XP_035912071.1|ASTE	LOC4813184|XP_015042771.2|DPSE
OG0004961	LOC118512148|XP_035912077.1|ASTE	LOC4805338|XP_001361754.3|DPSE
OG0004962	LOC118512147|XP_035912076.1|ASTE	LOC4812195|XP_001352726.3|DPSE
OG0004963	LOC118512155|XP_035912088.1|ASTE	LOC6900521|XP_002134909.2|DPSE
OG0004964	LOC118509534|XP_035906147.1|ASTE	LOC4813008|XP_033238271.1|DPSE
OG0004965	LOC118512681|XP_035913357.1|ASTE	LOC4812254|XP_001352691.2|DPSE
OG0004966	LOC118512687|XP_035913370.1|ASTE	LOC4812535|XP_001352692.1|DPSE
OG0004967	LOC118509432|XP_035905914.1|ASTE	LOC4803423|XP_033234252.1|DPSE
OG0004968	LOC118512742|XP_035913522.1|ASTE	LOC4812339|XP_001352634.2|DPSE
OG0004969	LOC118512739|XP_035913500.1|ASTE	LOC4805665|XP_001362026.1|DPSE
OG0004970	LOC118512740|XP_035913501.1|ASTE	LOC4812628|XP_001352633.3|DPSE
OG0004971	LOC118512741|XP_035913502.1|ASTE	LOC4812262|XP_001352631.1|DPSE
OG0004972	LOC118512747|XP_035913526.1|ASTE	LOC26532415|XP_015043765.1|DPSE
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	LOC4812421|XP_001352493.2|DPSE
OG0004974	LOC118513094|XP_035914388.1|ASTE	LOC6900438|XP_002134829.2|DPSE
OG0004975	LOC118509426|XP_035905907.1|ASTE	LOC4811985|XP_001352601.1|DPSE
OG0004976	LOC118509425|XP_035905906.1|ASTE	LOC4812227|XP_033239295.1|DPSE
OG0004977	LOC118510274|XP_035907781.1|ASTE	LOC4804528|XP_001361076.2|DPSE
OG0004978	LOC118509481|XP_035906026.1|ASTE	LOC4804815|XP_001361317.3|DPSE
OG0004979	LOC118509497|XP_035906048.1|ASTE	LOC4813930|XP_001354092.2|DPSE
OG0004980	LOC118509932|XP_035907155.1|ASTE	LOC4813624|XP_033239975.1|DPSE
OG0004981	LOC118510069|XP_035907354.1|ASTE	LOC4811877|XP_001352926.2|DPSE
OG0004982	LOC118510068|XP_035907353.1|ASTE	LOC4812423|XP_001352929.3|DPSE
OG0004983	LOC118510070|XP_035907356.1|ASTE	LOC4812800|XP_033240781.1|DPSE
OG0004984	LOC118509939|XP_035907163.1|ASTE	LOC4811898|XP_001352850.4|DPSE
OG0004985	LOC118509528|XP_035906138.1|ASTE	LOC6900117|XP_015043830.2|DPSE
OG0004986	LOC118509525|XP_035906128.1|ASTE	LOC4813864|XP_001353965.3|DPSE
OG0004987	LOC118509523|XP_035906122.1|ASTE	LOC4812304|XP_033240842.1|DPSE
OG0004988	LOC118509529|XP_035906142.1|ASTE	LOC4812497|XP_015043833.2|DPSE
OG0004989	LOC118510323|XP_035907863.1|ASTE	LOC4812021|XP_033238674.1|DPSE
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC6898473|XP_002138515.1|DPSE
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC4803376|XP_001360095.2|DPSE
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC4803377|XP_001360094.1|DPSE
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	LOC4813794|XP_001353356.3|DPSE
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC4812583|XP_033237413.1|DPSE
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC4812757|XP_033237527.1|DPSE
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC4814039|XP_001354163.3|DPSE
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC4805633|XP_001362003.1|DPSE
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC4804851|XP_001361344.3|DPSE
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC4814121|XP_001354280.2|DPSE
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC4805335|XP_033233870.1|DPSE
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC4814077|XP_033237853.1|DPSE
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC4802621|XP_001359506.1|DPSE
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC4814171|XP_001354206.1|DPSE
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC4813995|XP_001354184.2|DPSE
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC6900243|XP_002135572.1|DPSE
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC6899939|XP_015043574.1|DPSE, LOC6899586|XP_033239509.1|DPSE
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC6900507|XP_002134896.3|DPSE
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC4813311|XP_033241079.1|DPSE
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC4812916|XP_001353791.1|DPSE
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC4812179|XP_001352781.3|DPSE
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC4804297|XP_001360877.4|DPSE
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC4813584|XP_001353211.3|DPSE
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC4803027|XP_001359829.2|DPSE
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC4813140|XP_001353716.1|DPSE
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC4813403|XP_033240328.1|DPSE
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC6900119|XP_015043844.2|DPSE
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC6900888|XP_033239298.1|DPSE
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC4814138|XP_001354244.2|DPSE
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC4812413|XP_001352531.1|DPSE
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC4804710|XP_001361228.2|DPSE
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC6903321|XP_002132509.2|DPSE
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC4813511|XP_001353724.2|DPSE
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC4804367|XP_033234428.1|DPSE
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC4812464|XP_033238518.1|DPSE
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC4814188|XP_001354314.4|DPSE
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC4814168|XP_001354262.1|DPSE
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC4812011|XP_015043557.2|DPSE
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC4800841|XP_001358044.3|DPSE
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC4813330|XP_033237987.1|DPSE
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC4812494|XP_001352507.2|DPSE
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC4812933|XP_033238287.1|DPSE
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC4813786|XP_001354067.2|DPSE
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC6900658|XP_033239599.1|DPSE
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC4812852|XP_001353738.3|DPSE
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC4812935|XP_001354063.4|DPSE
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC4814062|XP_001354292.1|DPSE
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC4814145|XP_015042474.1|DPSE
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC4812076|XP_015043924.2|DPSE
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC4817586|XP_001356989.2|DPSE
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC6900879|XP_033239651.1|DPSE
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC4812419|XP_001352725.2|DPSE
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC4814043|XP_001354144.2|DPSE
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC4805520|XP_001361910.3|DPSE
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC4805518|XP_001361908.2|DPSE
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC4805516|XP_033233790.1|DPSE
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC4804818|XP_001361320.3|DPSE
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC4813603|XP_001353406.1|DPSE
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC6900483|XP_002134873.1|DPSE
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC4813086|XP_015043459.2|DPSE
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC4803378|XP_033233889.1|DPSE
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC4813796|XP_001354073.2|DPSE
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC4813802|XP_001354075.2|DPSE
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC4817364|XP_001356365.2|DPSE
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC4813974|XP_001354131.4|DPSE
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC4815040|XP_001354903.4|DPSE
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC4804861|XP_033234381.1|DPSE
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC4812896|XP_015042655.2|DPSE
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC4813588|XP_033239753.1|DPSE
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC4805298|XP_001361720.3|DPSE
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC4805299|XP_033233556.1|DPSE
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC4817836|XP_001357288.2|DPSE
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC4803524|XP_015039145.1|DPSE
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC6898025|XP_002138114.1|DPSE
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC4813543|XP_001353263.1|DPSE
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC4804909|XP_001361394.4|DPSE
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC4803783|XP_015039361.1|DPSE
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC4805215|XP_033234098.1|DPSE
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC4813448|XP_001353971.1|DPSE
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC4804023|XP_001360653.2|DPSE
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC4804288|XP_001360869.4|DPSE
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC4812780|XP_001353901.1|DPSE
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC4815419|XP_001355450.1|DPSE
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC4804782|XP_001361291.2|DPSE
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC6900206|XP_015043940.2|DPSE
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC4805714|XP_001362069.1|DPSE
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC6899083|XP_002139000.1|DPSE
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC4812147|XP_001352869.3|DPSE
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC4803560|XP_033234187.1|DPSE
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC4811973|XP_001352730.3|DPSE
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC6898096|XP_002138178.2|DPSE
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC6900494|XP_002134884.1|DPSE
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC6901215|XP_002133916.1|DPSE
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC4813614|XP_033240614.1|DPSE
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC4813851|XP_001353945.1|DPSE
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC4804927|XP_001361410.2|DPSE
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC4813147|XP_015043252.2|DPSE
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC4805648|XP_033234683.1|DPSE
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC4805646|XP_001362013.2|DPSE
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC4803661|XP_001360344.1|DPSE
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC4804764|XP_033233241.1|DPSE
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC4813575|XP_001353256.2|DPSE
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC4813411|XP_015042974.2|DPSE
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC4812116|XP_033241394.1|DPSE
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC4803545|XP_001360254.3|DPSE
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC4816353|XP_001356155.4|DPSE
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC4805288|XP_001361710.1|DPSE
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC6898968|XP_033235080.1|DPSE
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC4804693|XP_001361212.2|DPSE
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC4804692|XP_001361211.2|DPSE
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC4803063|XP_001359864.2|DPSE
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC4805515|XP_033233770.1|DPSE
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC4804286|XP_001360867.2|DPSE
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC4818065|XP_001357421.2|DPSE
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC4813439|XP_001353803.2|DPSE
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC6900092|XP_033238033.1|DPSE
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC6900514|XP_002134903.3|DPSE
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC4805344|XP_001361759.2|DPSE
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC4814210|XP_001354318.3|DPSE
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC4812353|XP_001352594.4|DPSE
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC6900729|XP_015043224.2|DPSE
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC4812549|XP_001352459.3|DPSE
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC4813484|XP_001353859.2|DPSE
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC4813837|XP_001354034.3|DPSE
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC4816458|XP_001355941.3|DPSE
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC4812162|XP_001352828.3|DPSE
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC4815260|XP_001354741.2|DPSE
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC4816893|XP_001356338.1|DPSE
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC4803359|XP_033235006.1|DPSE
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC4813593|XP_001353556.2|DPSE
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC4812153|XP_033239701.1|DPSE
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC4813070|XP_001353585.1|DPSE
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC4813704|XP_001353996.1|DPSE
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC4812252|XP_033238424.1|DPSE
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC4812251|XP_033238077.1|DPSE
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC4813946|XP_001354106.1|DPSE
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC4813701|XP_033237365.1|DPSE
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC4804043|XP_033233794.1|DPSE
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC4812443|XP_015044062.1|DPSE
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC4811990|XP_001353011.2|DPSE
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC6900390|XP_033238574.1|DPSE
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC4813062|XP_001353652.1|DPSE
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC4812478|XP_033239821.1|DPSE
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC4813883|XP_033239844.1|DPSE
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC4813721|XP_001353563.1|DPSE
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC6900554|XP_002134937.2|DPSE
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC4801241|XP_001358364.3|DPSE
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC4812974|XP_001353739.1|DPSE
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC4812864|XP_015043213.2|DPSE
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC4816344|XP_001355946.2|DPSE
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC4805356|XP_004444478.3|DPSE
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC4812723|XP_001353102.3|DPSE
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC4812728|XP_033238399.1|DPSE
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC4812727|XP_001353106.3|DPSE
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC4812725|XP_001353104.1|DPSE
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC6900881|XP_002135238.3|DPSE
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC4813927|XP_001354089.3|DPSE
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC4814157|XP_001354303.1|DPSE
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC15382871|XP_004444269.3|DPSE
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC4812455|XP_001352566.2|DPSE
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC4812675|XP_001353059.1|DPSE
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC4812671|XP_001353055.1|DPSE
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC4812669|XP_001353053.3|DPSE
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC4812667|XP_001353051.4|DPSE
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC4814113|XP_001354246.3|DPSE
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC4802249|XP_001359208.2|DPSE
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC4805214|XP_033234665.1|DPSE
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC4814167|XP_001354219.3|DPSE
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC4812080|XP_001352589.2|DPSE
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC4813719|XP_001353448.1|DPSE
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC4804326|XP_001360903.4|DPSE
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC4811988|XP_001352750.1|DPSE
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC4812985|XP_001353364.2|DPSE
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC4805583|XP_001361964.3|DPSE
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC4802478|XP_001359393.2|DPSE
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC4802479|XP_001359394.2|DPSE
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC4812479|XP_001352438.2|DPSE
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC4812912|XP_001353655.3|DPSE
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC4813307|XP_001353656.1|DPSE
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC4813252|XP_001353657.2|DPSE
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC4805716|XP_033233667.1|DPSE
