Orthogroup	ASTE.longest_only	DFIC.longest_only
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC108092036|XP_017047008.1|DFIC
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC108100982|XP_017060628.1|DFIC
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC108090924|XP_017045344.1|DFIC
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC108093516|XP_017049097.1|DFIC
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC108094149|XP_017050079.1|DFIC
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC108101626|XP_017061532.1|DFIC, LOC108089174|XP_017042799.1|DFIC
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC108096069|XP_017052919.1|DFIC
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC108089838|XP_017043741.1|DFIC
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC108092383|XP_017047416.1|DFIC
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC108101378|XP_017061184.1|DFIC
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC108091487|XP_017046200.1|DFIC
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC108092448|XP_017047522.1|DFIC
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC108096860|XP_017054273.1|DFIC
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC108097684|XP_017055640.1|DFIC
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC108100102|XP_017059337.1|DFIC
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC108095337|XP_017051908.1|DFIC
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC108100030|XP_017059236.1|DFIC
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC108091547|XP_017046306.1|DFIC
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC108093482|XP_017049057.1|DFIC
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC108089923|XP_017043894.1|DFIC
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC108091560|XP_017046321.1|DFIC
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC108101216|XP_017060954.1|DFIC
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC108091054|XP_017045493.1|DFIC
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC108086449|XP_017038855.1|DFIC
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC108096049|XP_017052884.1|DFIC, LOC108087680|XP_017040713.1|DFIC
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC108087184|XP_017039929.1|DFIC
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC108098602|XP_017057153.1|DFIC
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC108100470|XP_017059890.1|DFIC
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC108099172|XP_017058022.1|DFIC
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC108098599|XP_017057149.1|DFIC
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC108087299|XP_017040100.1|DFIC
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC108101668|XP_017061578.1|DFIC
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC108100542|XP_017059996.1|DFIC
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC108092955|XP_017048321.1|DFIC
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC108096413|XP_017053478.1|DFIC
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC108090762|XP_017045085.1|DFIC
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC108086745|XP_017039274.1|DFIC
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC108101684|XP_017061602.1|DFIC
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC108099413|XP_017058419.1|DFIC
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC108099427|XP_017058445.1|DFIC
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC108096105|XP_017052970.1|DFIC, LOC108098493|XP_017056902.1|DFIC
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC108093930|XP_017049800.1|DFIC
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC108093937|XP_017049813.1|DFIC
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC108091092|XP_017045596.1|DFIC
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC108096695|XP_017054001.1|DFIC
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC108094834|XP_017051122.1|DFIC
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC108094833|XP_017051120.1|DFIC
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC108093554|XP_017049179.1|DFIC, LOC108093461|XP_017049066.1|DFIC, LOC108100846|XP_017060415.1|DFIC
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC108095873|XP_017052665.1|DFIC
OG0004079	LOC118517524|XP_035919646.1|ASTE	LOC108095376|XP_017051944.1|DFIC
OG0004080	LOC118504862|XP_035895791.1|ASTE	LOC108090529|XP_017044741.1|DFIC
OG0004081	LOC118505285|XP_035896759.1|ASTE	LOC108086669|XP_017039139.1|DFIC
OG0004082	LOC118505657|XP_035897641.1|ASTE	LOC108095216|XP_017051719.1|DFIC
OG0004083	LOC118505659|XP_035897643.1|ASTE	LOC108087136|XP_017039823.1|DFIC
OG0004084	LOC118505660|XP_035897645.1|ASTE	LOC108088896|XP_017042384.1|DFIC
OG0004085	LOC118505682|XP_035897708.1|ASTE	LOC108087023|XP_017039680.1|DFIC
OG0004086	LOC118504924|XP_035895902.1|ASTE	LOC108088542|XP_017041877.1|DFIC
OG0004087	LOC118506727|XP_035900157.1|ASTE	LOC108091231|XP_017045826.1|DFIC
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	LOC108086526|XP_017038943.1|DFIC
OG0004089	LOC118505535|XP_035897343.1|ASTE	LOC108095308|XP_017051860.1|DFIC
OG0004090	LOC118505503|XP_035897264.1|ASTE	LOC108091971|XP_017046867.1|DFIC
OG0004092	LOC118505513|XP_035897305.1|ASTE	LOC108092916|XP_017048262.1|DFIC
OG0004094	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE	LOC108091280|XP_017045883.1|DFIC
OG0004095	LOC118504505|XP_035894925.1|ASTE	LOC108102067|XP_017062196.1|DFIC
OG0004096	LOC118504495|XP_035894911.1|ASTE	LOC108088541|XP_017041875.1|DFIC
OG0004097	LOC118507624|XP_035902239.1|ASTE	LOC108095429|XP_017052027.1|DFIC
OG0004098	LOC118507620|XP_035902231.1|ASTE	LOC108087002|XP_017039628.1|DFIC
OG0004099	LOC118507116|XP_035901013.1|ASTE	LOC108091373|XP_017046014.1|DFIC
OG0004100	LOC118507121|XP_035901019.1|ASTE	LOC108090214|XP_017044296.1|DFIC
OG0004101	LOC118507123|XP_035901024.1|ASTE	LOC108090204|XP_017044283.1|DFIC
OG0004102	LOC118507136|XP_035901059.1|ASTE	LOC108090139|XP_017044166.1|DFIC
OG0004103	LOC118507135|XP_035901057.1|ASTE	LOC108095871|XP_017052663.1|DFIC
OG0004104	LOC118507137|XP_035901060.1|ASTE	LOC108091703|XP_017046530.1|DFIC
OG0004105	LOC118505647|XP_035897622.1|ASTE	LOC108096340|XP_017053374.1|DFIC
OG0004106	LOC118504714|XP_035895444.1|ASTE	LOC108088893|XP_017042381.1|DFIC
OG0004107	LOC118504704|XP_035895430.1|ASTE	LOC108099205|XP_017058069.1|DFIC
OG0004108	LOC118504697|XP_035895418.1|ASTE	LOC108097093|XP_017054643.1|DFIC
OG0004109	LOC118504699|XP_035895421.1|ASTE	LOC108091972|XP_017046871.1|DFIC
OG0004110	LOC118504700|XP_035895422.1|ASTE	LOC108093596|XP_017049211.1|DFIC
OG0004111	LOC118504576|XP_035895110.1|ASTE	LOC108095896|XP_017052700.1|DFIC
OG0004112	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE	LOC108096005|XP_017052844.1|DFIC
OG0004113	LOC118504955|XP_035895968.1|ASTE	LOC108092798|XP_017048058.1|DFIC
OG0004114	LOC118517584|XP_035919752.1|ASTE	LOC108097101|XP_017054656.1|DFIC
OG0004115	LOC118517578|XP_035919727.1|ASTE	LOC108097098|XP_017054651.1|DFIC
OG0004116	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE	LOC108095936|XP_017052762.1|DFIC
OG0004117	LOC118506503|XP_035899611.1|ASTE	LOC108092152|XP_017047159.1|DFIC
OG0004118	LOC118505320|XP_035896858.1|ASTE	LOC108093947|XP_017049832.1|DFIC
OG0004119	LOC118517516|XP_035919634.1|ASTE	LOC108087349|XP_017040177.1|DFIC
OG0004120	LOC118503648|XP_035893057.1|ASTE	LOC108097506|XP_017055310.1|DFIC
OG0004121	LOC118505521|XP_035897314.1|ASTE	LOC108096174|XP_017053046.1|DFIC
OG0004122	LOC118505496|XP_035897249.1|ASTE	LOC108098833|XP_017057478.1|DFIC
OG0004123	LOC118505466|XP_035897168.1|ASTE	LOC108098554|XP_017057041.1|DFIC
OG0004124	LOC118506654|XP_035899961.1|ASTE	LOC108095560|XP_017052191.1|DFIC
OG0004125	LOC118506292|XP_035899117.1|ASTE	LOC108097645|XP_017055565.1|DFIC
OG0004126	LOC118503650|XP_035893062.1|ASTE	LOC108088499|XP_017041814.1|DFIC
OG0004127	LOC118507726|XP_035902573.1|ASTE	LOC108089215|XP_017042854.1|DFIC
OG0004128	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE	LOC108092026|XP_017046954.1|DFIC
OG0004129	LOC118507635|XP_035902252.1|ASTE	LOC108093844|XP_017049666.1|DFIC
OG0004130	LOC118506342|XP_035899218.1|ASTE	LOC108088665|XP_017042083.1|DFIC
OG0004131	LOC118502610|XP_035890870.1|ASTE	LOC108097284|XP_017054982.1|DFIC
OG0004132	LOC118502608|XP_035890866.1|ASTE	LOC108099111|XP_017057926.1|DFIC
OG0004133	LOC118502604|XP_035890861.1|ASTE	LOC108093502|XP_017049081.1|DFIC
OG0004134	LOC118502589|XP_035890833.1|ASTE	LOC108095826|XP_017052595.1|DFIC
OG0004135	LOC118508524|XP_035904276.1|ASTE	LOC108101438|XP_017061254.1|DFIC
OG0004136	LOC118517519|XP_035919641.1|ASTE	LOC108098525|XP_017056992.1|DFIC
OG0004137	LOC118507016|XP_035900846.1|ASTE	LOC108090736|XP_017045047.1|DFIC
OG0004138	LOC118507025|XP_035900868.1|ASTE	LOC108089315|XP_017042980.1|DFIC
OG0004139	LOC118507024|XP_035900867.1|ASTE	LOC108097109|XP_017054675.1|DFIC
OG0004140	LOC118507062|XP_035900933.1|ASTE	LOC108092815|XP_017048080.1|DFIC
OG0004141	LOC118504344|XP_035894598.1|ASTE	LOC108094921|XP_017051260.1|DFIC
OG0004142	LOC118507677|XP_035902360.1|ASTE	LOC108095602|XP_017052256.1|DFIC
OG0004143	LOC118508546|XP_035904328.1|ASTE	LOC108087953|XP_017041031.1|DFIC
OG0004145	LOC118507764|XP_035902674.1|ASTE	LOC108089003|XP_017042563.1|DFIC
OG0004146	LOC118507113|XP_035901008.1|ASTE	LOC108096449|XP_017053545.1|DFIC
OG0004147	LOC118504360|XP_035894645.1|ASTE	LOC108101638|XP_017061542.1|DFIC, LOC108089148|XP_017042759.1|DFIC
OG0004148	LOC118504589|XP_035895136.1|ASTE	LOC108088068|XP_017041205.1|DFIC
OG0004149	LOC118504602|XP_035895159.1|ASTE	LOC108098577|XP_017057102.1|DFIC
OG0004150	LOC118506521|XP_035899651.1|ASTE	LOC108098950|XP_017057647.1|DFIC
OG0004151	LOC118508253|XP_035903759.1|ASTE, LOC118515266|XP_035917847.1|ASTE	LOC108100770|XP_017060295.1|DFIC
OG0004152	LOC118508264|XP_035903788.1|ASTE	LOC108090124|XP_017044145.1|DFIC
OG0004153	LOC118508270|XP_035903804.1|ASTE	LOC108086418|XP_017038809.1|DFIC
OG0004154	LOC118508273|XP_035903807.1|ASTE	LOC108089468|XP_017043208.1|DFIC
OG0004155	LOC118503212|XP_035892095.1|ASTE	LOC108096931|XP_017054376.1|DFIC
OG0004156	LOC118503217|XP_035892103.1|ASTE	LOC108098786|XP_017057410.1|DFIC
OG0004157	LOC118503219|XP_035892105.1|ASTE	LOC108094313|XP_017050334.1|DFIC
OG0004158	LOC118504761|XP_035895582.1|ASTE	LOC108100736|XP_017060262.1|DFIC
OG0004159	LOC118504763|XP_035895584.1|ASTE	LOC108095825|XP_017052594.1|DFIC
OG0004160	LOC118504765|XP_035895588.1|ASTE	LOC108100641|XP_017060133.1|DFIC
OG0004161	LOC118502359|XP_035890461.1|ASTE	LOC108092045|XP_017046976.1|DFIC
OG0004162	LOC118505833|XP_035898081.1|ASTE	LOC108092092|XP_017047071.1|DFIC
OG0004163	LOC118502781|XP_035891271.1|ASTE	LOC108098960|XP_017057662.1|DFIC
OG0004164	LOC118506718|XP_035900124.1|ASTE	LOC108098461|XP_017056855.1|DFIC
OG0004165	LOC118505389|XP_035896993.1|ASTE	LOC108090829|XP_017045179.1|DFIC
OG0004166	LOC118506148|XP_035898794.1|ASTE	LOC108090923|XP_017045343.1|DFIC
OG0004167	LOC118503707|XP_035893163.1|ASTE	LOC108099476|XP_017058521.1|DFIC
OG0004168	LOC118507092|XP_035900974.1|ASTE	LOC108099468|XP_017058507.1|DFIC
OG0004169	LOC118506210|XP_035898920.1|ASTE	LOC108095320|XP_017051886.1|DFIC
OG0004170	LOC118504764|XP_035895585.1|ASTE	LOC108091087|XP_017045588.1|DFIC
OG0004171	LOC118504766|XP_035895589.1|ASTE	LOC108095384|XP_017051952.1|DFIC
OG0004172	LOC118507665|XP_035902334.1|ASTE	LOC108097667|XP_017055605.1|DFIC
OG0004174	LOC118503265|XP_035892202.1|ASTE	LOC108094848|XP_017051140.1|DFIC
OG0004175	LOC118508551|XP_035904334.1|ASTE	LOC108094009|XP_017049925.1|DFIC
OG0004176	LOC118502587|XP_035890831.1|ASTE	LOC108089035|XP_017042622.1|DFIC
OG0004177	LOC118508525|XP_035904286.1|ASTE	LOC108098872|XP_017057548.1|DFIC
OG0004178	LOC118507703|XP_035902468.1|ASTE	LOC108092020|XP_017046945.1|DFIC
OG0004179	LOC118503010|XP_035891719.1|ASTE	LOC108097237|XP_017054899.1|DFIC
OG0004180	LOC118502987|XP_035891672.1|ASTE	LOC108101088|XP_017060778.1|DFIC
OG0004181	LOC118506967|XP_035900695.1|ASTE	LOC108087228|XP_017040001.1|DFIC
OG0004182	LOC118505695|XP_035897728.1|ASTE	LOC108089473|XP_017043219.1|DFIC
OG0004183	LOC118505696|XP_035897734.1|ASTE	LOC108089583|XP_017043429.1|DFIC
OG0004184	LOC118507627|XP_035902241.1|ASTE	LOC108100397|XP_017059759.1|DFIC
OG0004185	LOC118514121|XP_035916600.1|ASTE	LOC108101385|XP_017061192.1|DFIC
OG0004186	LOC118507590|XP_035902146.1|ASTE	LOC108097132|XP_017054716.1|DFIC
OG0004187	LOC118507583|XP_035902137.1|ASTE	LOC108087900|XP_017040967.1|DFIC
OG0004188	LOC118507705|XP_035902489.1|ASTE	LOC108097519|XP_017055337.1|DFIC
OG0004189	LOC118507711|XP_035902499.1|ASTE	LOC108097846|XP_017055870.1|DFIC
OG0004190	LOC118507723|XP_035902567.1|ASTE	LOC108093550|XP_017049135.1|DFIC
OG0004191	LOC118507725|XP_035902571.1|ASTE	LOC108093542|XP_017049124.1|DFIC
OG0004192	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE	LOC108087956|XP_017041034.1|DFIC
OG0004193	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE	LOC108095540|XP_017052158.1|DFIC
OG0004194	LOC118508426|XP_035904095.1|ASTE	LOC108087329|XP_017040149.1|DFIC
OG0004195	LOC118507941|XP_035903152.1|ASTE	LOC108094617|XP_017050788.1|DFIC
OG0004196	LOC118507939|XP_035903147.1|ASTE	LOC108088392|XP_017041630.1|DFIC
OG0004197	LOC118507950|XP_035903168.1|ASTE	LOC108102046|XP_017062157.1|DFIC
OG0004198	LOC118502650|XP_035890992.1|ASTE	LOC108091384|XP_017046055.1|DFIC
OG0004199	LOC118506988|XP_035900753.1|ASTE	LOC108102239|XP_017062467.1|DFIC
OG0004200	LOC118502793|XP_035891288.1|ASTE	LOC108090949|XP_017045382.1|DFIC
OG0004201	LOC118502795|XP_035891295.1|ASTE	LOC108086569|XP_017039015.1|DFIC
OG0004202	LOC118502799|XP_035891306.1|ASTE	LOC108095794|XP_017052544.1|DFIC
OG0004203	LOC118502800|XP_035891307.1|ASTE	LOC108097290|XP_017054995.1|DFIC
OG0004204	LOC118506925|XP_035900618.1|ASTE	LOC108088883|XP_017042369.1|DFIC
OG0004205	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE	LOC108087517|XP_017040409.1|DFIC
OG0004206	LOC118506558|XP_035899771.1|ASTE	LOC108101054|XP_017060730.1|DFIC
OG0004207	LOC118506559|XP_035899772.1|ASTE	LOC108101056|XP_017060732.1|DFIC
OG0004208	LOC118506565|XP_035899780.1|ASTE	LOC108102050|XP_017062164.1|DFIC
OG0004209	LOC118504314|XP_035894514.1|ASTE	LOC108099527|XP_017058584.1|DFIC
OG0004210	LOC118506692|XP_035900057.1|ASTE	LOC108098548|XP_017057034.1|DFIC
OG0004211	LOC118506686|XP_035900049.1|ASTE	LOC108094165|XP_017050106.1|DFIC
OG0004212	LOC118506734|XP_035900166.1|ASTE	LOC108092108|XP_017047092.1|DFIC
OG0004213	LOC118505062|XP_035896233.1|ASTE	LOC108099390|XP_017058377.1|DFIC
OG0004214	LOC118505258|XP_035896709.1|ASTE	LOC108087869|XP_017040942.1|DFIC
OG0004215	LOC118504502|XP_035894921.1|ASTE	LOC108087635|XP_017040581.1|DFIC
OG0004216	LOC118508360|XP_035903971.1|ASTE	LOC108087581|XP_017040502.1|DFIC
OG0004217	LOC118508355|XP_035903952.1|ASTE	LOC108089020|XP_017042594.1|DFIC
OG0004218	LOC118505413|XP_035897055.1|ASTE	LOC108101954|XP_017062029.1|DFIC
OG0004219	LOC118507682|XP_035902375.1|ASTE	LOC108099622|XP_017058734.1|DFIC
OG0004220	LOC118508358|XP_035903955.1|ASTE	LOC108096643|XP_017053897.1|DFIC
OG0004221	LOC118506423|XP_035899413.1|ASTE	LOC108098507|XP_017056923.1|DFIC
OG0004222	LOC118506425|XP_035899418.1|ASTE	LOC108087906|XP_017040973.1|DFIC
OG0004223	LOC118503185|XP_035892056.1|ASTE	LOC108088027|XP_017041141.1|DFIC
OG0004224	LOC118503184|XP_035892053.1|ASTE	LOC108090116|XP_017044131.1|DFIC
OG0004225	LOC118503188|XP_035892062.1|ASTE	LOC108097357|XP_017055086.1|DFIC
OG0004226	LOC118505803|XP_035898036.1|ASTE	LOC108087040|XP_017039703.1|DFIC
OG0004227	LOC118506219|XP_035898945.1|ASTE	LOC108097270|XP_017054960.1|DFIC
OG0004228	LOC118504310|XP_035894505.1|ASTE	LOC108097312|XP_017055022.1|DFIC
OG0004230	LOC118503248|XP_035892166.1|ASTE	LOC108097919|XP_017055942.1|DFIC
OG0004231	LOC118505397|XP_035897018.1|ASTE	LOC108100359|XP_017059683.1|DFIC
OG0004232	LOC118505399|XP_035897023.1|ASTE	LOC108100362|XP_017059689.1|DFIC
OG0004233	LOC118505398|XP_035897019.1|ASTE	LOC108100361|XP_017059688.1|DFIC
OG0004234	LOC118508510|XP_035904244.1|ASTE	LOC108100330|XP_017059627.1|DFIC
OG0004235	LOC118508508|XP_035904239.1|ASTE	LOC108097308|XP_017055014.1|DFIC
OG0004236	LOC118506870|XP_035900499.1|ASTE	LOC108087292|XP_017040092.1|DFIC
OG0004237	LOC118507935|XP_035903132.1|ASTE	LOC108096132|XP_017052998.1|DFIC
OG0004238	LOC118503616|XP_035892994.1|ASTE	LOC108087359|XP_017040188.1|DFIC
OG0004239	LOC118503618|XP_035892996.1|ASTE	LOC108098659|XP_017057223.1|DFIC
OG0004240	LOC118506161|XP_035898826.1|ASTE	LOC108090189|XP_017044265.1|DFIC
OG0004241	LOC118504248|XP_035894367.1|ASTE	LOC108099575|XP_017058667.1|DFIC
OG0004242	LOC118504249|XP_035894368.1|ASTE	LOC108099507|XP_017058559.1|DFIC
OG0004243	LOC118504991|XP_035896062.1|ASTE	LOC108088978|XP_017042509.1|DFIC
OG0004244	LOC118505012|XP_035896093.1|ASTE	LOC108087288|XP_017040086.1|DFIC
OG0004245	LOC118506325|XP_035899174.1|ASTE	LOC108100537|XP_017059985.1|DFIC
OG0004246	LOC118504322|XP_035894543.1|ASTE	LOC108100624|XP_017060112.1|DFIC
OG0004247	LOC118505070|XP_035896246.1|ASTE	LOC108091344|XP_017045981.1|DFIC
OG0004248	LOC118505096|XP_035896291.1|ASTE	LOC108094941|XP_017051291.1|DFIC
OG0004249	LOC118505010|XP_035896091.1|ASTE	LOC108099054|XP_017057809.1|DFIC
OG0004250	LOC118504992|XP_035896063.1|ASTE	LOC108092713|XP_017047928.1|DFIC
OG0004251	LOC118504980|XP_035896016.1|ASTE	LOC108092844|XP_017048140.1|DFIC
OG0004252	LOC118504981|XP_035896027.1|ASTE	LOC108102042|XP_017062154.1|DFIC
OG0004253	LOC118507563|XP_035902077.1|ASTE	LOC108099266|XP_017058130.1|DFIC
OG0004254	LOC118504382|XP_035894686.1|ASTE	LOC108097798|XP_017055818.1|DFIC
OG0004255	LOC118502881|XP_035891493.1|ASTE	LOC108092289|XP_017047314.1|DFIC, LOC108092290|XP_017047315.1|DFIC
OG0004257	LOC118506328|XP_035899183.1|ASTE	LOC108088438|XP_017041702.1|DFIC
OG0004258	LOC118507082|XP_035900958.1|ASTE	LOC108095918|XP_017052734.1|DFIC
OG0004259	LOC118507083|XP_035900960.1|ASTE	LOC108090453|XP_017044634.1|DFIC
OG0004260	LOC118505153|XP_035896431.1|ASTE	LOC108091376|XP_017046029.1|DFIC
OG0004261	LOC118505167|XP_035896466.1|ASTE	LOC108090117|XP_017044133.1|DFIC
OG0004262	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE	LOC108092058|XP_017047007.1|DFIC
OG0004263	LOC118510984|XP_035909384.1|ASTE	LOC108101083|XP_017060771.1|DFIC
OG0004264	LOC118510977|XP_035909371.1|ASTE	LOC108098576|XP_017057101.1|DFIC
OG0004265	LOC118510946|XP_035909277.1|ASTE	LOC108093553|XP_017049138.1|DFIC
OG0004266	LOC118502502|XP_035890628.1|ASTE	LOC108097061|XP_017054588.1|DFIC
OG0004267	LOC118504237|XP_035894352.1|ASTE	LOC108098914|XP_017057605.1|DFIC
OG0004268	LOC118504267|XP_035894389.1|ASTE	LOC108093904|XP_017049752.1|DFIC
OG0004269	LOC118505815|XP_035898053.1|ASTE	LOC108093933|XP_017049799.1|DFIC
OG0004270	LOC118508278|XP_035903812.1|ASTE	LOC108093632|XP_017049279.1|DFIC
OG0004271	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE	LOC108087780|XP_017040800.1|DFIC
OG0004272	LOC118505799|XP_035898027.1|ASTE	LOC108092201|XP_017047216.1|DFIC
OG0004273	LOC118505798|XP_035898026.1|ASTE	LOC108088014|XP_017041114.1|DFIC
OG0004274	LOC118507972|XP_035903197.1|ASTE	LOC108095536|XP_017052152.1|DFIC
OG0004275	LOC118512407|XP_035912692.1|ASTE	LOC108095568|XP_017052207.1|DFIC
OG0004276	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE	LOC108096234|XP_017053119.1|DFIC
OG0004278	LOC118506006|XP_035898484.1|ASTE	LOC108095577|XP_017052218.1|DFIC
OG0004279	LOC118506015|XP_035898494.1|ASTE	LOC108091453|XP_017046141.1|DFIC
OG0004280	LOC118506020|XP_035898499.1|ASTE	LOC108095295|XP_017051827.1|DFIC
OG0004281	LOC118504065|XP_035893996.1|ASTE	LOC108101604|XP_017061507.1|DFIC
OG0004282	LOC118507240|XP_035901385.1|ASTE	LOC108090515|XP_017044723.1|DFIC
OG0004283	LOC118507297|XP_035901554.1|ASTE	LOC108090516|XP_017044724.1|DFIC
OG0004284	LOC118517628|XP_035919832.1|ASTE	LOC108089848|XP_017043782.1|DFIC
OG0004285	LOC118505779|XP_035897949.1|ASTE	LOC108087272|XP_017040068.1|DFIC
OG0004286	LOC118503484|XP_035892679.1|ASTE	LOC108100232|XP_017059498.1|DFIC
OG0004287	LOC118503487|XP_035892682.1|ASTE	LOC108100647|XP_017060141.1|DFIC
OG0004288	LOC118504005|XP_035893854.1|ASTE	LOC108100529|XP_017059979.1|DFIC
OG0004289	LOC118504052|XP_035893963.1|ASTE	LOC108088835|XP_017042290.1|DFIC
OG0004290	LOC118503473|XP_035892663.1|ASTE	LOC108101568|XP_017061466.1|DFIC
OG0004291	LOC118503543|XP_035892836.1|ASTE	LOC108086631|XP_017039095.1|DFIC
OG0004292	LOC118505280|XP_035896743.1|ASTE	LOC108089441|XP_017043167.1|DFIC
OG0004293	LOC118505283|XP_035896757.1|ASTE	LOC108096382|XP_017053428.1|DFIC
OG0004294	LOC118503422|XP_035892552.1|ASTE	LOC108087515|XP_017040407.1|DFIC
OG0004295	LOC118503416|XP_035892544.1|ASTE	LOC108087559|XP_017040473.1|DFIC
OG0004296	LOC118503414|XP_035892541.1|ASTE	LOC108087477|XP_017040342.1|DFIC
OG0004297	LOC118507918|XP_035903112.1|ASTE	LOC108101944|XP_017062018.1|DFIC
OG0004298	LOC118507235|XP_035901378.1|ASTE	LOC108090439|XP_017044606.1|DFIC
OG0004299	LOC118507230|XP_035901303.1|ASTE	LOC108096522|XP_017053640.1|DFIC
OG0004300	LOC118505972|XP_035898414.1|ASTE	LOC108094942|XP_017051292.1|DFIC
OG0004301	LOC118505969|XP_035898406.1|ASTE	LOC108089437|XP_017043160.1|DFIC
OG0004302	LOC118508024|XP_035903307.1|ASTE	LOC108093734|XP_017049478.1|DFIC
OG0004303	LOC118504748|XP_035895537.1|ASTE	LOC108090872|XP_017045255.1|DFIC
OG0004304	LOC118504749|XP_035895538.1|ASTE	LOC108093650|XP_017049297.1|DFIC
OG0004305	LOC118503523|XP_035892776.1|ASTE	LOC108094859|XP_017051156.1|DFIC
OG0004306	LOC118508027|XP_035903319.1|ASTE	LOC108087701|XP_017040706.1|DFIC
OG0004307	LOC118503971|XP_035893788.1|ASTE	LOC108096712|XP_017054036.1|DFIC
OG0004308	LOC118503979|XP_035893807.1|ASTE	LOC108090726|XP_017045027.1|DFIC
OG0004309	LOC118507993|XP_035903255.1|ASTE	LOC108093918|XP_017049778.1|DFIC
OG0004310	LOC118503500|XP_035892727.1|ASTE	LOC108090440|XP_017044607.1|DFIC
OG0004311	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE	LOC108100626|XP_017060116.1|DFIC
OG0004312	LOC118512403|XP_035912682.1|ASTE	LOC108090930|XP_017045355.1|DFIC
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC108094294|XP_017050286.1|DFIC
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC108096799|XP_017054170.1|DFIC
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC108101901|XP_017061958.1|DFIC
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC108090702|XP_017044982.1|DFIC
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC108101607|XP_017061509.1|DFIC
