Orthogroup	ASTE.longest_only	DNOV.longest_only
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC115761481|XP_030559108.1|DNOV
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC115769645|XP_030570415.1|DNOV
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC115761191|XP_030558722.1|DNOV
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC115764605|XP_030563607.1|DNOV
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC115764623|XP_030563646.1|DNOV
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC115772105|XP_030573930.1|DNOV
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC115771800|XP_030573530.1|DNOV
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC115764896|XP_030564047.1|DNOV
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC115757970|XP_030554311.1|DNOV
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC115761419|XP_030559036.1|DNOV
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC115765631|XP_030565142.1|DNOV
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC115765615|XP_030565126.1|DNOV
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC115769392|XP_030570048.1|DNOV
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC115769713|XP_030570502.1|DNOV
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC115769408|XP_030570070.1|DNOV
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC115770431|XP_030571561.1|DNOV
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC115759748|XP_030556647.1|DNOV
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC115766866|XP_030566787.1|DNOV
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC115762511|XP_030560614.1|DNOV
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC115767913|XP_030568143.1|DNOV
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC115762480|XP_030560570.1|DNOV
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC115763930|XP_030562581.1|DNOV
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC115771120|XP_030572544.1|DNOV
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC115770021|XP_030570937.1|DNOV
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC115769570|XP_030570286.1|DNOV
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC115771098|XP_030572517.1|DNOV
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC115769785|XP_030570613.1|DNOV
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC115769965|XP_030570875.1|DNOV
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC115757960|XP_030554300.1|DNOV
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC115760865|XP_030558279.1|DNOV
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC115760843|XP_030558247.1|DNOV
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC115760833|XP_030558225.1|DNOV
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC115770783|XP_030572063.1|DNOV
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC115763971|XP_030562632.1|DNOV
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC115758371|XP_030554826.1|DNOV
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC115767017|XP_030567002.1|DNOV
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC115769321|XP_030569915.1|DNOV
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC115770099|XP_030571071.1|DNOV
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC115771493|XP_030573077.1|DNOV
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC115760557|XP_030557822.1|DNOV
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC115762470|XP_030560547.1|DNOV
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC115762471|XP_030560550.1|DNOV
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC115761080|XP_030558559.1|DNOV
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC115761132|XP_030558652.1|DNOV
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC115762258|XP_030560273.1|DNOV
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC115761955|XP_030559857.1|DNOV
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC115765803|XP_030565367.1|DNOV
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC115769366|XP_030570008.1|DNOV
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC115762707|XP_030560890.1|DNOV
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC115762729|XP_030560923.1|DNOV
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC115766919|XP_030566860.1|DNOV
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC115770976|XP_030572300.1|DNOV
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC115769812|XP_030570641.1|DNOV
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC115762219|XP_030560213.1|DNOV
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC115762282|XP_030560306.1|DNOV
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC115763996|XP_030562675.1|DNOV
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC115771248|XP_030572709.1|DNOV
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC115766960|XP_030566908.1|DNOV
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC115764220|XP_030562991.1|DNOV
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC115760605|XP_030557908.1|DNOV
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC115762166|XP_030560143.1|DNOV
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC115769947|XP_030570852.1|DNOV
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC115760786|XP_030558141.1|DNOV
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC115766938|XP_030566886.1|DNOV, LOC115766964|XP_030566911.1|DNOV
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC115762306|XP_030560332.1|DNOV
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC115758289|XP_030554714.1|DNOV
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC115771259|XP_030572733.1|DNOV
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC115762756|XP_030560957.1|DNOV
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC115771169|XP_030572611.1|DNOV
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC115769692|XP_030570475.1|DNOV
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC115762736|XP_030560929.1|DNOV
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC115763917|XP_030562576.1|DNOV
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC115767427|XP_030567565.1|DNOV
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC115762812|XP_030561036.1|DNOV
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC115770038|XP_030570964.1|DNOV
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC115765044|XP_030564281.1|DNOV
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC115760831|XP_030558218.1|DNOV
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC115768348|XP_030568775.1|DNOV
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC115766759|XP_030566601.1|DNOV
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC115758563|XP_030555132.1|DNOV
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC115759508|XP_030556308.1|DNOV
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC115761060|XP_030558538.1|DNOV
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC115769649|XP_030570422.1|DNOV, LOC115769650|XP_030570423.1|DNOV
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC115769977|XP_030570896.1|DNOV
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC115770398|XP_030571510.1|DNOV
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC115766443|XP_030566294.1|DNOV
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC115771285|XP_030572767.1|DNOV
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC115762450|XP_030560512.1|DNOV
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC115770377|XP_030571524.1|DNOV
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC115757952|XP_030554288.1|DNOV
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC115762710|XP_030560895.1|DNOV
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC115767439|XP_030567594.1|DNOV
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC115771073|XP_030572485.1|DNOV
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC115761067|XP_030558544.1|DNOV
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC115762117|XP_030560081.1|DNOV
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC115767127|XP_030567149.1|DNOV
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC115762974|XP_030561212.1|DNOV
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC115764795|XP_030563899.1|DNOV
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC115761120|XP_030558621.1|DNOV
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC115760562|XP_030557827.1|DNOV
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC115769390|XP_030570045.1|DNOV
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC115762033|XP_030559959.1|DNOV
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC115766108|XP_030565792.1|DNOV
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC115762557|XP_030560695.1|DNOV
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC115762289|XP_030560314.1|DNOV
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC115761225|XP_030558778.1|DNOV
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC115761234|XP_030558790.1|DNOV
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC115760766|XP_030558111.1|DNOV
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC115762374|XP_030560414.1|DNOV
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC115762502|XP_030560600.1|DNOV
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC115762501|XP_030560599.1|DNOV
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC115771079|XP_030572494.1|DNOV
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC115764303|XP_030563102.1|DNOV
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC115762941|XP_030561184.1|DNOV
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC115762940|XP_030561181.1|DNOV
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC115760438|XP_030557614.1|DNOV, LOC115764487|XP_030563435.1|DNOV
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC115762452|XP_030560515.1|DNOV
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC115762401|XP_030560446.1|DNOV
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC115760719|XP_030558047.1|DNOV
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC115759692|XP_030556549.1|DNOV
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC115762204|XP_030560188.1|DNOV
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC115760802|XP_030558161.1|DNOV
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC115760516|XP_030557745.1|DNOV
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC115771388|XP_030572933.1|DNOV
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC115771147|XP_030572578.1|DNOV
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC115762137|XP_030560107.1|DNOV
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC115771126|XP_030572552.1|DNOV
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC115769596|XP_030570342.1|DNOV
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC115760844|XP_030558249.1|DNOV
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC115760504|XP_030557723.1|DNOV
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC115768338|XP_030568765.1|DNOV
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC115758969|XP_030555631.1|DNOV
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC115760613|XP_030557922.1|DNOV
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC115761079|XP_030558558.1|DNOV
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC115765025|XP_030564248.1|DNOV
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC115758377|XP_030554840.1|DNOV
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC115760829|XP_030558214.1|DNOV
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC115771467|XP_030573050.1|DNOV
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC115769403|XP_030570066.1|DNOV
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC115771469|XP_030573052.1|DNOV
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC115758515|XP_030555067.1|DNOV
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC115760384|XP_030557538.1|DNOV
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC115767348|XP_030567458.1|DNOV
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC115761315|XP_030558906.1|DNOV
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC115770180|XP_030571201.1|DNOV
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC115769265|XP_030569838.1|DNOV
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC115762921|XP_030561162.1|DNOV
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC115769164|XP_030569722.1|DNOV
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC115770363|XP_030571466.1|DNOV
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC115769911|XP_030570793.1|DNOV
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC115761575|XP_030559221.1|DNOV
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC115770051|XP_030570995.1|DNOV
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC115768090|XP_030568426.1|DNOV
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC115771277|XP_030572757.1|DNOV
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC115767692|XP_030567849.1|DNOV
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC115769814|XP_030570643.1|DNOV
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC115769887|XP_030570758.1|DNOV
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC115767370|XP_030567525.1|DNOV
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC115759426|XP_030556188.1|DNOV
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC115766961|XP_030566909.1|DNOV
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC115761009|XP_030558484.1|DNOV
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC115760873|XP_030558294.1|DNOV
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC115760871|XP_030558290.1|DNOV
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC115761083|XP_030558563.1|DNOV
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC115764808|XP_030563916.1|DNOV
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC115762035|XP_030559961.1|DNOV
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC115760565|XP_030557832.1|DNOV
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC115757800|XP_030554118.1|DNOV
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC115772109|XP_030553828.1|DNOV
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC115760347|XP_030557488.1|DNOV
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC115770203|XP_030571255.1|DNOV
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC115770204|XP_030571256.1|DNOV
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC115760561|XP_030557826.1|DNOV
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC115762174|XP_030560153.1|DNOV
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC115771738|XP_030573425.1|DNOV
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC115761110|XP_030558598.1|DNOV
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC115769615|XP_030570373.1|DNOV
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC115771186|XP_030572639.1|DNOV
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC115760671|XP_030557997.1|DNOV
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC115760978|XP_030558441.1|DNOV
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC115762146|XP_030560118.1|DNOV
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC115770224|XP_030571285.1|DNOV
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC115769668|XP_030570441.1|DNOV
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC115769735|XP_030570530.1|DNOV
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC115762505|XP_030560605.1|DNOV
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC115762766|XP_030560970.1|DNOV
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC115762612|XP_030560768.1|DNOV
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC115770953|XP_030572279.1|DNOV
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC115760254|XP_030557378.1|DNOV
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC115771058|XP_030572473.1|DNOV
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC115769468|XP_030570142.1|DNOV
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC115764721|XP_030563788.1|DNOV
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC115762057|XP_030559998.1|DNOV
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC115760101|XP_030557150.1|DNOV
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC115770084|XP_030571054.1|DNOV
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC115771021|XP_030572401.1|DNOV
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC115771074|XP_030572486.1|DNOV
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC115764841|XP_030563953.1|DNOV
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC115769850|XP_030570687.1|DNOV
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC115769835|XP_030570669.1|DNOV
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC115762755|XP_030560956.1|DNOV
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC115760852|XP_030558263.1|DNOV
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC115760851|XP_030558262.1|DNOV
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC115771554|XP_030573160.1|DNOV
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC115763287|XP_030561636.1|DNOV
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC115758392|XP_030554866.1|DNOV
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC115758387|XP_030554851.1|DNOV
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC115767126|XP_030567147.1|DNOV
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC115769776|XP_030570601.1|DNOV
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC115769972|XP_030570884.1|DNOV
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC115762948|XP_030561194.1|DNOV
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC115770081|XP_030571050.1|DNOV
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC115765401|XP_030564796.1|DNOV
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC115762195|XP_030560177.1|DNOV
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC115770999|XP_030572359.1|DNOV
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC115769673|XP_030570448.1|DNOV
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC115769712|XP_030570501.1|DNOV
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC115770540|XP_030571704.1|DNOV
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC115769919|XP_030570804.1|DNOV
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC115770806|XP_030572089.1|DNOV
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC115771557|XP_030573162.1|DNOV
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC115762945|XP_030561190.1|DNOV
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC115770023|XP_030570938.1|DNOV
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC115771291|XP_030572774.1|DNOV
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC115765812|XP_030565394.1|DNOV
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC115760289|XP_030557425.1|DNOV
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC115760778|XP_030558128.1|DNOV
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC115760642|XP_030557962.1|DNOV
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC115763508|XP_030561969.1|DNOV
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC115760760|XP_030558101.1|DNOV
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC115760787|XP_030558143.1|DNOV
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC115771294|XP_030572779.1|DNOV
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC115771431|XP_030572995.1|DNOV
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC115760881|XP_030558304.1|DNOV
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC115760790|XP_030558146.1|DNOV
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC115762123|XP_030560088.1|DNOV
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC115771774|XP_030573493.1|DNOV
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC115771243|XP_030572704.1|DNOV
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC115771114|XP_030572538.1|DNOV
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC115771255|XP_030572726.1|DNOV
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC115771008|XP_030572373.1|DNOV
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC115771254|XP_030572719.1|DNOV
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC115769935|XP_030570836.1|DNOV
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC115771057|XP_030572465.1|DNOV
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC115771042|XP_030572441.1|DNOV
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC115769938|XP_030570841.1|DNOV
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC115759802|XP_030556748.1|DNOV
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC115762113|XP_030560077.1|DNOV
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC115757714|XP_030553936.1|DNOV
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC115771091|XP_030572504.1|DNOV
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC115758923|XP_030555584.1|DNOV
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC115769748|XP_030570551.1|DNOV
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC115769897|XP_030570776.1|DNOV
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC115762654|XP_030560820.1|DNOV
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC115762762|XP_030560965.1|DNOV
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC115769233|XP_030569806.1|DNOV
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC115768522|XP_030568973.1|DNOV
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC115760838|XP_030558242.1|DNOV
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC115762385|XP_030560425.1|DNOV
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC115762081|XP_030560033.1|DNOV
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC115766722|XP_030566533.1|DNOV
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC115762645|XP_030560811.1|DNOV
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC115762690|XP_030560872.1|DNOV
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC115760943|XP_030558383.1|DNOV
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC115760912|XP_030558342.1|DNOV
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC115769011|XP_030569582.1|DNOV
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC115762521|XP_030560641.1|DNOV
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC115764379|XP_030563204.1|DNOV
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC115761378|XP_030558992.1|DNOV
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC115762212|XP_030560199.1|DNOV
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC115759989|XP_030557006.1|DNOV
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC115766766|XP_030566619.1|DNOV
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC115768906|XP_030569484.1|DNOV
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC115764869|XP_030564006.1|DNOV
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC115760847|XP_030558259.1|DNOV
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC115765267|XP_030564619.1|DNOV
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC115765869|XP_030565503.1|DNOV
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC115765965|XP_030565617.1|DNOV
