Orthogroup	ASTE.longest_only	BCOP.longest_only
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC119080383|XP_037044585.1|BCOP
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC119080381|XP_037044583.1|BCOP
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC119077236|XP_037040301.1|BCOP
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC119075127|XP_037037408.1|BCOP, LOC119084529|XP_037050434.1|BCOP
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC119080350|XP_037044547.1|BCOP
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC119085242|XP_037051460.1|BCOP
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC119073414|XP_037034757.1|BCOP
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC119075762|XP_037038201.1|BCOP
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC119077769|XP_037040978.1|BCOP
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC119080535|XP_037044843.1|BCOP
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC119081614|XP_037046555.1|BCOP
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC119079297|XP_037042979.1|BCOP
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC119079664|XP_037043609.1|BCOP
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC119079272|XP_037042946.1|BCOP
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC119079683|XP_037043635.1|BCOP
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC119073419|XP_037034759.1|BCOP
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC119078133|XP_037041530.1|BCOP
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC119072370|XP_037033460.1|BCOP
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC119080448|XP_037044708.1|BCOP
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC119074550|XP_037036624.1|BCOP
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC119079346|XP_037043071.1|BCOP
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC119074671|XP_037036853.1|BCOP
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC119066121|XP_037024300.1|BCOP
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC119076971|XP_037039962.1|BCOP
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC119076429|XP_037039073.1|BCOP
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC119081392|XP_037046174.1|BCOP
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC119077651|XP_037040766.1|BCOP
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC119068432|XP_037027897.1|BCOP
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC119079831|XP_037043792.1|BCOP
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC119076642|XP_037039408.1|BCOP
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC119074896|XP_037037138.1|BCOP
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC119081220|XP_037045839.1|BCOP
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC119073701|XP_037035196.1|BCOP
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC119068477|XP_037027983.1|BCOP
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC119075588|XP_037037955.1|BCOP
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC119068277|XP_037027706.1|BCOP
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC119086060|XP_037052530.1|BCOP
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC119076635|XP_037039398.1|BCOP
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC119081726|XP_037046767.1|BCOP
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC119081823|XP_037046954.1|BCOP
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC119080717|XP_037045094.1|BCOP
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC119067221|XP_037025963.1|BCOP
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC119073608|XP_037035078.1|BCOP
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC119075194|XP_037037482.1|BCOP
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC119070323|XP_037030486.1|BCOP
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC119073817|XP_037035489.1|BCOP
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC119081329|XP_037046011.1|BCOP
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC119084797|XP_037050757.1|BCOP
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC119073901|XP_037035685.1|BCOP
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC119069510|XP_037029486.1|BCOP
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC119066172|XP_037024369.1|BCOP
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC119078148|XP_037041519.1|BCOP
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC119080703|XP_037045057.1|BCOP
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC119073804|XP_037035460.1|BCOP
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC119077285|XP_037040331.1|BCOP
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC119082843|XP_037048397.1|BCOP
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC119080690|XP_037045023.1|BCOP
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC119080743|XP_037045187.1|BCOP
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC119084626|XP_037050589.1|BCOP
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC119073254|XP_037034514.1|BCOP
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC119083451|XP_037049073.1|BCOP
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC119073358|XP_037034655.1|BCOP
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC119080191|XP_037044325.1|BCOP
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC119073798|XP_037035428.1|BCOP
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC119081776|XP_037046877.1|BCOP
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC119081749|XP_037046819.1|BCOP
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC119068733|XP_037028325.1|BCOP
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC119083564|XP_037049183.1|BCOP
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC119079879|XP_037043857.1|BCOP
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC119080420|XP_037044655.1|BCOP
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC119073445|XP_037034831.1|BCOP
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC119073516|XP_037034937.1|BCOP
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC119073946|XP_037035716.1|BCOP
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC119084242|XP_037050037.1|BCOP
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC119074502|XP_037036552.1|BCOP
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC119073865|XP_037035627.1|BCOP
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC119073318|XP_037034603.1|BCOP
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC119079369|XP_037043134.1|BCOP
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC119084020|XP_037049731.1|BCOP
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC119079755|XP_037043732.1|BCOP
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC119073709|XP_037035216.1|BCOP
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC119081356|XP_037046100.1|BCOP
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC119066068|XP_037024191.1|BCOP
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC119083647|XP_037049312.1|BCOP
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC119081654|XP_037046631.1|BCOP
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC119073347|XP_037034636.1|BCOP
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC119066271|XP_037024524.1|BCOP
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC119080906|XP_037045392.1|BCOP
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC119074188|XP_037036076.1|BCOP
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC119074143|XP_037036035.1|BCOP
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC119079836|XP_037043797.1|BCOP
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC119081623|XP_037046566.1|BCOP
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC119081622|XP_037046565.1|BCOP
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC119078736|XP_037042313.1|BCOP
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC119074079|XP_037035920.1|BCOP
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC119080297|XP_037044466.1|BCOP
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC119073538|XP_037034978.1|BCOP
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC119079921|XP_037043911.1|BCOP
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC119073356|XP_037034653.1|BCOP
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC119084417|XP_037050285.1|BCOP
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC119073864|XP_037035626.1|BCOP
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC119080633|XP_037044937.1|BCOP
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC119066591|XP_037025080.1|BCOP
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC119074464|XP_037036500.1|BCOP
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC119066109|XP_037024286.1|BCOP
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC119079440|XP_037043248.1|BCOP
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC119079442|XP_037043250.1|BCOP
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC119081464|XP_037046348.1|BCOP
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC119077367|XP_037040448.1|BCOP
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC119080045|XP_037044142.1|BCOP, LOC119080631|XP_037044933.1|BCOP
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC119081331|XP_037046016.1|BCOP
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC119071266|XP_037032021.1|BCOP
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC119073753|XP_037035307.1|BCOP
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC119073619|XP_037035096.1|BCOP
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC119065986|XP_037024091.1|BCOP
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC119073658|XP_037035156.1|BCOP
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC119072473|XP_037033595.1|BCOP
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC119074317|XP_037036269.1|BCOP
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC119081577|XP_037046506.1|BCOP
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC119072611|XP_037033764.1|BCOP, LOC119081860|XP_037046986.1|BCOP
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC119073554|XP_037035005.1|BCOP
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC119073431|XP_037034799.1|BCOP
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC119080639|XP_037044947.1|BCOP
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC119077502|XP_037040622.1|BCOP
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC119077508|XP_037040635.1|BCOP
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC119079514|XP_037043374.1|BCOP
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC119079415|XP_037043217.1|BCOP
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC119081261|XP_037045892.1|BCOP
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC119081721|XP_037046758.1|BCOP
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC119080607|XP_037044902.1|BCOP
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC119075477|XP_037037827.1|BCOP
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC119085946|XP_037052395.1|BCOP
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC119077598|XP_037040704.1|BCOP
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC119073312|XP_037034599.1|BCOP
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC119074817|XP_037037003.1|BCOP
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC119077869|XP_037041113.1|BCOP
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC119079839|XP_037043796.1|BCOP
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC119079897|XP_037043881.1|BCOP
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC119075700|XP_037038124.1|BCOP
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC119080665|XP_037044986.1|BCOP
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC119074120|XP_037035999.1|BCOP
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC119076669|XP_037039458.1|BCOP
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC119077162|XP_037040247.1|BCOP
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC119074510|XP_037036565.1|BCOP
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC119084882|XP_037050923.1|BCOP
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC119080464|XP_037044730.1|BCOP
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC119073956|XP_037035740.1|BCOP
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC119066850|XP_037025412.1|BCOP
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC119081290|XP_037045947.1|BCOP
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC119079582|XP_037043468.1|BCOP
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC119081064|XP_037045675.1|BCOP
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC119073562|XP_037035013.1|BCOP
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC119073647|XP_037035140.1|BCOP
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC119080243|XP_037044387.1|BCOP
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC119073443|XP_037034827.1|BCOP
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC119069958|XP_037030084.1|BCOP
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC119073348|XP_037034637.1|BCOP
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC119073422|XP_037034762.1|BCOP
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC119073666|XP_037035165.1|BCOP
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC119079633|XP_037043542.1|BCOP
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC119073580|XP_037035044.1|BCOP
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC119069179|XP_037029003.1|BCOP
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC119080839|XP_037045295.1|BCOP
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC119081626|XP_037046571.1|BCOP
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC119081574|XP_037046504.1|BCOP
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC119081575|XP_037046505.1|BCOP
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC119080667|XP_037044993.1|BCOP
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC119080081|XP_037044196.1|BCOP
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC119080030|XP_037044107.1|BCOP
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC119080051|XP_037044152.1|BCOP
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC119073980|XP_037035784.1|BCOP
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC119075199|XP_037037487.1|BCOP
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC119079624|XP_037043516.1|BCOP
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC119079587|XP_037043472.1|BCOP
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC119083615|XP_037049247.1|BCOP
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC119079599|XP_037043487.1|BCOP
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC119069207|XP_037029074.1|BCOP
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC119073285|XP_037034564.1|BCOP
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC119083646|XP_037049310.1|BCOP
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC119066599|XP_037025050.1|BCOP
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC119073822|XP_037035501.1|BCOP
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC119073873|XP_037035639.1|BCOP
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC119069021|XP_037028791.1|BCOP
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC119073879|XP_037035654.1|BCOP
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC119075486|XP_037037834.1|BCOP
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC119083967|XP_037049667.1|BCOP, LOC119081341|XP_037046035.1|BCOP
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC119073391|XP_037034712.1|BCOP
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC119070199|XP_037030390.1|BCOP
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC119076736|XP_037039552.1|BCOP
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC119082156|XP_037047454.1|BCOP
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC119079969|XP_037044003.1|BCOP
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC119079965|XP_037043974.1|BCOP
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC119081552|XP_037046470.1|BCOP
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC119080586|XP_037044874.1|BCOP
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC119082799|XP_037048340.1|BCOP
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC119080462|XP_037044729.1|BCOP
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC119080707|XP_037045062.1|BCOP
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC119073533|XP_037034969.1|BCOP
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC119072421|XP_037033534.1|BCOP
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC119081756|XP_037046838.1|BCOP
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC119079952|XP_037043958.1|BCOP
OG0005203	LOC118504533|XP_035894971.1|ASTE	LOC119071140|XP_037031732.1|BCOP
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	LOC119066263|XP_037024512.1|BCOP
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	LOC119081957|XP_037047147.1|BCOP
OG0005206	LOC118511881|XP_035911398.1|ASTE	LOC119081540|XP_037046439.1|BCOP
OG0005207	LOC118510972|XP_035909357.1|ASTE	LOC119084872|XP_037050906.1|BCOP
OG0005208	LOC118510968|XP_035909352.1|ASTE	LOC119074500|XP_037036551.1|BCOP
OG0005209	LOC118510967|XP_035909351.1|ASTE	LOC119085259|XP_037051502.1|BCOP
OG0005210	LOC118510966|XP_035909345.1|ASTE	LOC119085245|XP_037051469.1|BCOP
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC119080134|XP_037044247.1|BCOP
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC119073775|XP_037035337.1|BCOP
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC119078963|XP_037042608.1|BCOP
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC119075622|XP_037037994.1|BCOP
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC119066954|XP_037025571.1|BCOP
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC119074300|XP_037036259.1|BCOP
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC119071633|XP_037032490.1|BCOP
OG0005218	LOC118513371|XP_035914895.1|ASTE	LOC119079274|XP_037042951.1|BCOP
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC119067509|XP_037026416.1|BCOP
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC119079920|XP_037043910.1|BCOP
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC119076588|XP_037039322.1|BCOP
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC119072234|XP_037033302.1|BCOP
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC119079446|XP_037043255.1|BCOP
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC119082107|XP_037047377.1|BCOP
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC119078510|XP_037041966.1|BCOP
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC119079031|XP_037042710.1|BCOP
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC119079115|XP_037042835.1|BCOP
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC119079083|XP_037042788.1|BCOP
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC119066344|XP_037024652.1|BCOP
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC119066332|XP_037024626.1|BCOP
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC119066347|XP_037024658.1|BCOP
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC119081949|XP_037047129.1|BCOP
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC119081990|XP_037047205.1|BCOP
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC119085147|XP_037051324.1|BCOP
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC119066465|XP_037024866.1|BCOP
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC119066466|XP_037024867.1|BCOP
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC119066457|XP_037024857.1|BCOP
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC119077090|XP_037040144.1|BCOP
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC119077009|XP_037040017.1|BCOP
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC119070764|XP_037031134.1|BCOP
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC119066966|XP_037025592.1|BCOP
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC119066134|XP_037024320.1|BCOP
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC119069071|XP_037028847.1|BCOP
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC119076822|XP_037039711.1|BCOP
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC119082565|XP_037047990.1|BCOP
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC119073462|XP_037034861.1|BCOP
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC119075864|XP_037038317.1|BCOP
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC119077637|XP_037040753.1|BCOP
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC119085246|XP_037051471.1|BCOP
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC119078722|XP_037042289.1|BCOP
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC119072745|XP_037033925.1|BCOP
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC119082330|XP_037047732.1|BCOP
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC119085884|XP_037052294.1|BCOP
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC119072789|XP_037033980.1|BCOP
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC119085976|XP_037052434.1|BCOP
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC119073781|XP_037035352.1|BCOP
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC119081935|XP_037047085.1|BCOP
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC119081953|XP_037047142.1|BCOP
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC119067376|XP_037026192.1|BCOP
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC119067374|XP_037026190.1|BCOP
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC119081048|XP_037045647.1|BCOP
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC119076976|XP_037039965.1|BCOP
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC119076985|XP_037039984.1|BCOP
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC119067102|XP_037025760.1|BCOP
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC119076250|XP_037038811.1|BCOP
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC119084575|XP_037050525.1|BCOP
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC119075654|XP_037038047.1|BCOP
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC119081692|XP_037046684.1|BCOP
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC119084573|XP_037050523.1|BCOP
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC119084563|XP_037050472.1|BCOP
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC119084565|XP_037050477.1|BCOP
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC119084591|XP_037050532.1|BCOP
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC119084592|XP_037050533.1|BCOP
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC119082059|XP_037047285.1|BCOP
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC119081894|XP_037047016.1|BCOP
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC119079740|XP_037043701.1|BCOP, LOC119082122|XP_037047401.1|BCOP
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC119068655|XP_037028228.1|BCOP
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC119078697|XP_037042254.1|BCOP
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC119066378|XP_037024702.1|BCOP
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC119078720|XP_037042288.1|BCOP, LOC119077382|XP_037040473.1|BCOP
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC119074009|XP_037035837.1|BCOP
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC119081418|XP_037046214.1|BCOP
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC119085819|XP_037052208.1|BCOP
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC119085820|XP_037052211.1|BCOP
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC119085849|XP_037052250.1|BCOP
