Orthogroup	ASTE.longest_only	DERE.longest_only
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC6546599|XP_015012345.1|DERE
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC6545472|XP_001971010.1|DERE
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC26526003|XP_026831524.1|DERE
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC6541505|XP_026835487.1|DERE
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC6555579|XP_001982496.1|DERE
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC6544708|XP_026833149.1|DERE
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC6543984|XP_001973725.1|DERE
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC6545482|XP_001973378.1|DERE
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC6547888|XP_001976432.1|DERE
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC6540663|XP_015014563.1|DERE
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC6540715|XP_001970341.2|DERE
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC6542545|XP_001969094.1|DERE
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC6546663|XP_001974575.1|DERE
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC6547248|XP_001976134.1|DERE
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC6541937|XP_026834995.1|DERE
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC6544219|XP_001973035.2|DERE
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC6544351|XP_015013352.1|DERE
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC6546158|XP_026832554.1|DERE
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC6546405|XP_001973550.1|DERE
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC6543953|XP_026832336.1|DERE
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC6545182|XP_026832330.1|DERE
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC6544388|XP_001971482.1|DERE
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC6547788|XP_001974943.2|DERE
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC6546551|XP_026837033.1|DERE
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC6553903|XP_001979576.1|DERE
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC6544429|XP_001971461.1|DERE
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC6544352|XP_026832919.1|DERE
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC6552367|XP_015009988.2|DERE
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC6548851|XP_001975417.1|DERE
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC6542228|XP_026834351.1|DERE
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC6546517|XP_001971270.1|DERE
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC6541809|XP_001970619.1|DERE
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC6543708|XP_015013293.1|DERE
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC6547033|XP_026836090.1|DERE
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC6549515|XP_001975697.1|DERE
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC6544043|XP_001971967.1|DERE
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC6544806|XP_001973185.1|DERE
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC6543695|XP_001972969.1|DERE
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC6544636|XP_001972026.1|DERE
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC6544490|XP_001971473.1|DERE
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC6546975|XP_001974617.1|DERE
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC6547406|XP_001974823.1|DERE
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC6545686|XP_015013535.2|DERE
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC6543580|XP_001972293.1|DERE
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC6543177|XP_001969074.1|DERE
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC6542109|XP_001969113.1|DERE
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC6546249|XP_001972856.1|DERE
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC6555866|XP_001982743.2|DERE
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC6540942|XP_001968257.1|DERE
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC6553713|XP_001980357.3|DERE
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC113564356|XP_026837130.1|DERE
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC6546453|XP_026832489.1|DERE
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC6545603|XP_015013627.1|DERE
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC6544925|XP_001972544.1|DERE
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC6543944|XP_026832348.1|DERE
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC6544434|XP_001971466.1|DERE
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC6546766|XP_026836456.1|DERE
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC6541464|XP_001970739.1|DERE
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC6541647|XP_001970748.1|DERE
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC6544005|XP_001971897.1|DERE
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC6542240|XP_001968499.1|DERE, LOC113564236|XP_026835626.1|DERE
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC6545814|XP_015013370.1|DERE
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC6541070|XP_015014795.1|DERE
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC6547938|XP_026836223.1|DERE
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC6545721|XP_026832395.1|DERE
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC6548732|XP_001973983.3|DERE
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC6554248|XP_001982097.1|DERE
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC6546782|XP_026836351.1|DERE
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC6546823|XP_001974580.1|DERE
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC6546098|XP_001972255.1|DERE
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC6541050|XP_001970361.1|DERE
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC6546389|XP_001972879.1|DERE
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC6545053|XP_001971560.1|DERE
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC6547828|XP_001974975.1|DERE
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC6542147|XP_001970607.1|DERE
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC6541721|XP_001970606.1|DERE
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC6547897|XP_001976391.1|DERE
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC6546654|XP_001974497.1|DERE
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC6546584|XP_001975898.2|DERE
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC6546585|XP_026837026.1|DERE
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC6546625|XP_026836662.1|DERE
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC6547968|XP_001976561.1|DERE
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC6545032|XP_001971564.1|DERE
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC6545031|XP_026832665.1|DERE
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC6549547|XP_001975753.1|DERE
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC6547868|XP_001976447.1|DERE
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC6542630|XP_001970609.1|DERE
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC6548986|XP_015011694.1|DERE
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC6547298|XP_001974724.1|DERE
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC6541079|XP_015015408.1|DERE
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC6549585|XP_001975819.1|DERE
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC6547947|XP_001976549.1|DERE
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC6545522|XP_001973363.1|DERE
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC6544039|XP_001971963.1|DERE
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC6546648|XP_001975857.1|DERE
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC6545772|XP_001971639.2|DERE
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC6545934|XP_026832632.1|DERE
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC6541066|XP_001970368.1|DERE
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC6546796|XP_001975890.1|DERE
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC6545854|XP_026832407.1|DERE
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC6542445|XP_001969340.1|DERE
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC6548346|XP_001975517.1|DERE
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC6547857|XP_001975040.1|DERE
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC6542110|XP_026835339.1|DERE
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC6548240|XP_001976567.1|DERE
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC6543120|XP_001969115.1|DERE
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC6546292|XP_001971315.1|DERE
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC6543673|XP_001971371.1|DERE
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC6545591|XP_001972148.1|DERE
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC6540967|XP_001968744.1|DERE
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC6555320|XP_001981881.1|DERE
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC6550750|XP_001978047.1|DERE
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC6554232|XP_001981249.1|DERE
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC6545243|XP_001972567.2|DERE
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC6545551|XP_001973390.1|DERE
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC6543903|XP_001972974.2|DERE
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC6549283|XP_001974245.1|DERE
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC6545164|XP_001972572.2|DERE
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC6543553|XP_001972306.1|DERE
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC6552000|XP_001980808.1|DERE
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC6545784|XP_001973420.1|DERE
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC6544855|XP_026832856.1|DERE
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC6546153|XP_001971296.1|DERE
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC6543595|XP_001973597.1|DERE
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC6544399|XP_001972029.1|DERE
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC26526615|XP_026832899.1|DERE
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC6541413|XP_001969067.1|DERE
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC6542446|XP_001970732.1|DERE
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC6546035|XP_001971724.1|DERE
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC6542829|XP_026839327.1|DERE
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC6547550|XP_001976171.1|DERE
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC6547551|XP_001976172.1|DERE
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC6547863|XP_026836931.1|DERE
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC6555274|XP_001981839.1|DERE
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC6548026|XP_001975183.1|DERE
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC6548776|XP_026835893.1|DERE
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC6541550|XP_001970536.1|DERE
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC6542801|XP_015014600.1|DERE
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC26526215|XP_015014242.1|DERE
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC6543570|XP_001971830.3|DERE
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC6543565|XP_001971825.1|DERE
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC6546825|XP_001974582.1|DERE
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC6548848|XP_001975462.1|DERE
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC6553670|XP_001980412.1|DERE
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC6549523|XP_001975815.2|DERE
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC6545822|XP_001972175.1|DERE
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC6545481|XP_026833289.1|DERE
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC6543376|XP_001969133.2|DERE
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC6546570|XP_001974560.1|DERE
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC6546658|XP_001974501.1|DERE
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC6544239|XP_026832783.1|DERE
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC6546354|XP_026833192.1|DERE
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC6543793|XP_001973141.2|DERE
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC6541648|XP_001970625.1|DERE
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC6544827|XP_001970985.1|DERE
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC6545261|XP_001973251.1|DERE
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC6543612|XP_001972943.1|DERE
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC6546609|XP_001976045.2|DERE
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC6542280|XP_026835182.1|DERE
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC6545977|XP_001972186.1|DERE
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC6548257|XP_026836880.1|DERE
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC6548406|XP_001976672.1|DERE
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC6542295|XP_001970231.1|DERE
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC6545536|XP_001972704.1|DERE
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC6543761|XP_001971355.1|DERE
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC6543614|XP_001972945.1|DERE
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC6543114|XP_026835501.1|DERE
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC6544633|XP_001972023.1|DERE
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC6545577|XP_026833103.1|DERE
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC6546620|XP_001975836.1|DERE
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC6546619|XP_001975835.1|DERE
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC6545571|XP_001973350.1|DERE
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC6549330|XP_001975630.1|DERE
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC6547471|XP_001974923.3|DERE
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC6547472|XP_001974924.1|DERE
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC6545720|XP_001971673.1|DERE
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC6544946|XP_001972619.1|DERE
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC6543937|XP_001973027.1|DERE
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC6544397|XP_001971698.1|DERE
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC6545532|XP_001972700.1|DERE
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC6549934|XP_001978682.1|DERE
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC6546679|XP_001974506.1|DERE
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC6544050|XP_026833936.1|DERE
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC6545818|XP_026833845.1|DERE
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC6544668|XP_001972005.1|DERE
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC6545307|XP_015013931.1|DERE
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC6544333|XP_001971984.1|DERE
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC6553264|XP_001980154.1|DERE
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC6545941|XP_015013528.1|DERE
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC6546372|XP_015013466.1|DERE
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC6543751|XP_001971869.1|DERE
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC6544010|XP_001972329.1|DERE
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC6545690|XP_015013560.1|DERE
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC6545237|XP_026833317.1|DERE
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC6547988|XP_001976490.1|DERE
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC6547016|XP_001974703.1|DERE
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC6548467|XP_001975186.1|DERE
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC6547342|XP_001976295.2|DERE
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC6543353|XP_026834682.1|DERE
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC6543061|XP_001970620.1|DERE
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC6545691|XP_026832590.1|DERE
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC6544988|XP_001973280.1|DERE
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC6541356|XP_001970541.2|DERE
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC6541178|XP_001970618.1|DERE
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC6546543|XP_001975908.1|DERE
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC6547658|XP_015012206.1|DERE
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC6545027|XP_001972523.1|DERE
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC6545025|XP_001972521.2|DERE
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC6544598|XP_001972518.1|DERE
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC6545024|XP_001972520.1|DERE
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC6544597|XP_026833321.1|DERE
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC6543912|XP_015014018.1|DERE
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC6544847|XP_001971537.1|DERE
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC6544849|XP_026832494.1|DERE
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC6543908|XP_001972979.2|DERE
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC6541655|XP_001970840.1|DERE
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC6548434|XP_001976686.1|DERE
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC6547295|XP_026835729.1|DERE
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC6545866|XP_015013378.1|DERE
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC6546763|XP_026835817.1|DERE
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC6545809|XP_026833841.1|DERE
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC6545807|XP_026833838.1|DERE
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC6545186|XP_015013862.1|DERE
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC6545280|XP_026833412.1|DERE
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC6540924|XP_001969579.1|DERE
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC6551198|XP_001976930.1|DERE
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC6546598|XP_001975486.1|DERE
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC6547170|XP_001976087.1|DERE
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC6547175|XP_001976092.1|DERE
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC6555886|XP_026839005.1|DERE
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC6545803|XP_026832446.1|DERE
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC6545051|XP_001971558.1|DERE
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC6541781|XP_001969126.1|DERE
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC6541329|XP_001969130.2|DERE
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC6550496|XP_001977811.1|DERE
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC6542901|XP_001970707.1|DERE
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC6543163|XP_026834672.1|DERE
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC6546872|XP_026836453.1|DERE
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC6547397|XP_026836672.1|DERE
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC6548134|XP_001975226.1|DERE
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC6555811|XP_026839220.1|DERE
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC6555776|XP_026837512.1|DERE
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC6554389|XP_001981512.1|DERE
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC6541054|XP_001970365.1|DERE
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC6542057|XP_001970846.1|DERE
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC6547042|XP_001974631.1|DERE
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC26526511|XP_015012812.1|DERE
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC6548054|XP_001976515.1|DERE
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC6542774|XP_015014611.1|DERE
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC6544492|XP_001971475.1|DERE
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC6553082|XP_015009447.1|DERE
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC6546783|XP_001974557.1|DERE
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC6548436|XP_001976688.1|DERE
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC6546699|XP_001974515.1|DERE
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC6545746|XP_026833117.1|DERE
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC6554537|XP_001981322.1|DERE
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC6540643|XP_026834100.1|DERE
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC6542264|XP_001969194.1|DERE
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC6547479|XP_001976275.3|DERE
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC6540613|XP_001968891.1|DERE
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC6549118|XP_026836834.1|DERE
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC6548914|XP_001974181.1|DERE
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC6554539|XP_001981324.1|DERE
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC6540582|XP_001968896.2|DERE
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC6542178|XP_001968121.2|DERE
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC6542882|XP_001970825.2|DERE
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC6540681|XP_026834284.1|DERE
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC6546218|XP_026832627.1|DERE
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC6549325|XP_001974330.1|DERE
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC6548640|XP_015012696.1|DERE
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC6547651|XP_001974809.1|DERE
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC6540971|XP_015015239.1|DERE
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC6542509|XP_026835510.1|DERE
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC6541280|XP_026835143.1|DERE
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC6553691|XP_001979421.1|DERE
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC26526813|XP_015012858.1|DERE
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC6543129|XP_001969306.1|DERE
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC6549261|XP_026836063.1|DERE
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC6543202|XP_001968629.1|DERE
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC6552454|XP_026838044.1|DERE
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC6549332|XP_001975632.1|DERE
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC6541728|XP_001970013.1|DERE
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC6541988|XP_001968329.1|DERE
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC6549313|XP_001974235.1|DERE
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC6543485|XP_001969213.1|DERE
