Orthogroup	ASTE.longest_only	AEAL.longest_only
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC109419708|XP_029709810.1|AEAL, LOC109398227|XP_029733528.1|AEAL
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC109419701|XP_029733504.1|AEAL, LOC109398311|XP_029709835.1|AEAL
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC109622110|XP_019931885.2|AEAL
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC109419680|XP_029713288.1|AEAL
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC109410025|XP_029725918.1|AEAL, LOC109419670|XP_029725876.1|AEAL
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC115265352|XP_029725909.1|AEAL, LOC109419662|XP_019549441.2|AEAL
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC109419652|XP_019549425.2|AEAL, LOC115264841|XP_029724715.1|AEAL, LOC115264840|XP_029724714.1|AEAL
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC115258164|XP_029714076.1|AEAL, LOC109419646|XP_029727555.1|AEAL
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC109409975|XP_029725823.1|AEAL
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC109420223|XP_029719315.1|AEAL, LOC109409970|XP_029725818.1|AEAL
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC115261621|XP_029719384.1|AEAL, LOC109398786|XP_019526725.2|AEAL, LOC109410039|XP_019539124.2|AEAL
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC115265237|XP_029725379.1|AEAL, LOC109409964|XP_029725786.1|AEAL, LOC109420230|XP_029725802.1|AEAL
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC109397329|XP_029728089.1|AEAL, LOC109420193|XP_019550062.2|AEAL
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC109397339|XP_029725766.1|AEAL, LOC109420251|XP_029725747.1|AEAL
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC115265328|XP_029725759.1|AEAL, LOC109397340|XP_019525212.1|AEAL
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC109420263|XP_019550146.2|AEAL, LOC109397352|XP_019525223.2|AEAL
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC109420279|XP_019550154.1|AEAL, LOC109397358|XP_019525229.2|AEAL, LOC115265304|XP_029725671.1|AEAL
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC109402569|XP_019530785.2|AEAL
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC109402576|XP_029716796.1|AEAL, LOC109416471|XP_029725687.1|AEAL
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC109417264|XP_029725738.1|AEAL, LOC109406408|XP_029725721.1|AEAL
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC115254555|XP_029708024.1|AEAL, LOC109415738|XP_029725729.1|AEAL
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC109414731|XP_019544110.2|AEAL, LOC115265715|XP_029727538.1|AEAL, LOC109426933|XP_019558045.2|AEAL
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC109426941|XP_029729884.1|AEAL, LOC109414738|XP_019544115.2|AEAL
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC109427218|XP_019558275.2|AEAL, LOC115265281|XP_029725599.1|AEAL
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC109427229|XP_029725600.1|AEAL, LOC109406579|XP_029712395.1|AEAL
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC109427326|XP_019558403.2|AEAL, LOC115257149|XP_029712394.1|AEAL
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC109426573|XP_019557649.1|AEAL
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC109426594|XP_019557675.1|AEAL
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC109426601|XP_019557680.2|AEAL
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC109426658|XP_019557727.1|AEAL, LOC109426659|XP_029725565.1|AEAL
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC115267285|XP_029730059.1|AEAL, LOC109426669|XP_019557745.2|AEAL
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC109417788|XP_019547496.2|AEAL, LOC115265257|XP_029725513.1|AEAL
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC109417789|XP_019547497.2|AEAL, LOC109426690|XP_019557786.2|AEAL
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC109417814|XP_029725482.1|AEAL
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC109417825|XP_019547548.2|AEAL
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC109417842|XP_029725446.1|AEAL
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC109426798|XP_029725443.1|AEAL
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC109426806|XP_029725434.1|AEAL
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC109426814|XP_019557896.2|AEAL, LOC109417853|XP_029725411.1|AEAL
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC109417873|XP_029725402.1|AEAL
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC109426828|XP_019557912.2|AEAL
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC109426847|XP_019557944.2|AEAL
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC109417982|XP_019547678.1|AEAL
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC109408788|XP_019537746.1|AEAL
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC115268486|XP_029732361.1|AEAL, LOC109417011|XP_029732376.1|AEAL, LOC109410597|XP_029732458.1|AEAL
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC109410687|XP_019539789.2|AEAL, LOC109417012|XP_019546684.1|AEAL
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC109410968|XP_029732357.1|AEAL, LOC109407910|XP_029732459.1|AEAL
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC109411602|XP_019540741.2|AEAL, LOC115268529|XP_029732474.1|AEAL
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC109407914|XP_019536645.2|AEAL
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC109407922|XP_029723163.1|AEAL, LOC109412412|XP_029732347.1|AEAL
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC109408067|XP_029732472.1|AEAL
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC109403672|XP_019532045.2|AEAL, LOC109407976|XP_029735112.1|AEAL
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC115269844|XP_029734484.1|AEAL, LOC109407956|XP_019536703.1|AEAL, LOC109403660|XP_029707739.1|AEAL, LOC115270956|XP_029736182.1|AEAL
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC109403644|XP_029732272.1|AEAL, LOC115259332|XP_029715722.1|AEAL, LOC109407948|XP_029716772.1|AEAL
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC109407947|XP_019536690.2|AEAL, LOC109413832|XP_019543103.2|AEAL
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC109413841|XP_029732297.1|AEAL, LOC109407940|XP_029716747.1|AEAL
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC115268462|XP_029732328.1|AEAL, LOC109413849|XP_029716764.1|AEAL, LOC109407933|XP_029732330.1|AEAL
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC115268464|XP_029732339.1|AEAL, LOC109413878|XP_019543146.2|AEAL, LOC109408071|XP_029716739.1|AEAL
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC109403658|XP_019532022.2|AEAL
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC109405156|XP_019533721.1|AEAL
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC109405147|XP_019533709.1|AEAL
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC109405141|XP_019533694.1|AEAL
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC109405136|XP_019533679.1|AEAL, LOC115270165|XP_029735253.1|AEAL
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC109408031|XP_019536801.2|AEAL, LOC109405159|XP_019533725.2|AEAL
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC109405161|XP_019533727.2|AEAL, LOC109408028|XP_019536798.2|AEAL
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC109405170|XP_029735242.1|AEAL, LOC109408092|XP_029734393.1|AEAL
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC109413462|XP_019542682.2|AEAL
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC109413469|XP_029735169.1|AEAL, LOC115270154|XP_029735176.1|AEAL
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC115270153|XP_029735175.1|AEAL, LOC109414873|XP_019544258.2|AEAL
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC109410771|XP_029735091.1|AEAL, LOC115253633|XP_029735036.1|AEAL, LOC109413499|XP_019542726.2|AEAL
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC115269681|XP_029734371.1|AEAL, LOC109404947|XP_019533447.1|AEAL, LOC109413507|XP_019542738.1|AEAL
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC115253900|XP_029734944.1|AEAL, LOC109404937|XP_029734970.1|AEAL
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC109404952|XP_019533453.2|AEAL
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC109404953|XP_019533455.2|AEAL
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC109400594|XP_029734964.1|AEAL
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC115257303|XP_029712626.1|AEAL, LOC109400618|XP_019528653.2|AEAL, LOC115266979|XP_029729561.1|AEAL
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC109400648|XP_019528679.2|AEAL, LOC115270052|XP_029734877.1|AEAL
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC109400686|XP_029734923.1|AEAL, LOC115270049|XP_029734866.1|AEAL
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC109404578|XP_029734924.1|AEAL, LOC109400644|XP_019528673.2|AEAL
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC109399373|XP_029734839.1|AEAL, LOC115270016|XP_029734792.1|AEAL, LOC109400699|XP_029717242.1|AEAL
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC115270021|XP_029734793.1|AEAL, LOC109399422|XP_019527409.1|AEAL, LOC115270022|XP_029734794.1|AEAL
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC109399419|XP_029734821.1|AEAL, LOC115254244|XP_029734796.1|AEAL, LOC109400751|XP_029718261.1|AEAL
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC109399361|XP_029734797.1|AEAL, LOC109400749|XP_029734820.1|AEAL
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC109402743|XP_019531000.2|AEAL, LOC115270008|XP_029734789.1|AEAL
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC109402723|XP_019530962.2|AEAL
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC109403224|XP_019531530.2|AEAL
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC109422748|XP_029734630.1|AEAL, LOC109425701|XP_029734632.1|AEAL
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC109422586|XP_019552938.1|AEAL
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC109422580|XP_019552924.1|AEAL
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC109422492|XP_029725082.1|AEAL, LOC109425721|XP_029721754.1|AEAL
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC109422401|XP_019552732.1|AEAL, LOC109425736|XP_019556607.1|AEAL
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC109430552|XP_019562169.2|AEAL
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC109430546|XP_019562157.1|AEAL
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC109430543|XP_019562154.1|AEAL
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC109430541|XP_029708298.1|AEAL
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC115256971|XP_029712049.1|AEAL, LOC109622629|XP_019932590.1|AEAL, LOC109415867|XP_029712058.1|AEAL
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC109406024|XP_019534634.2|AEAL, LOC109403780|XP_029722474.1|AEAL
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC109406096|XP_019534703.2|AEAL, LOC109403784|XP_019532223.2|AEAL
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC109406206|XP_029722421.1|AEAL, LOC115263310|XP_029722419.1|AEAL, LOC109403778|XP_029722386.1|AEAL
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC115263302|XP_029722368.1|AEAL, LOC109403811|XP_029721845.1|AEAL, LOC109406324|XP_029722258.1|AEAL
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC115263301|XP_029722366.1|AEAL, LOC109403802|XP_019532246.2|AEAL, LOC115263270|XP_029722266.1|AEAL
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC109406409|XP_029722269.1|AEAL, LOC115262474|XP_029720748.1|AEAL
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC109416444|XP_019546052.2|AEAL, LOC109407432|XP_019536016.2|AEAL
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC109407419|XP_029722331.1|AEAL
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC109407413|XP_029722252.1|AEAL, LOC115263293|XP_029722310.1|AEAL
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC109407407|XP_029721909.1|AEAL, LOC115263138|XP_029721923.1|AEAL
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC109416209|XP_019545749.2|AEAL, LOC109407408|XP_029722303.1|AEAL
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC109416088|XP_029722186.1|AEAL, LOC109407396|XP_019535950.2|AEAL
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC109416078|XP_029722299.1|AEAL, LOC109407395|XP_019535949.2|AEAL
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC109415975|XP_029722193.1|AEAL, LOC115263251|XP_029722172.1|AEAL
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC109419418|XP_019549203.2|AEAL
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC109424158|XP_029722022.1|AEAL, LOC109430828|XP_029722008.1|AEAL
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC109424156|XP_029722012.1|AEAL, LOC109430835|XP_029722049.1|AEAL
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC115263202|XP_029722041.1|AEAL, LOC115263201|XP_029722040.1|AEAL, LOC109430820|XP_019562450.2|AEAL
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC109430919|XP_019562572.1|AEAL
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC115261070|XP_029718304.1|AEAL, LOC109431629|XP_029730385.1|AEAL
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC109431664|XP_019563456.1|AEAL
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC109431667|XP_019563463.1|AEAL
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC109431726|XP_019563545.2|AEAL, LOC109430974|XP_019562640.2|AEAL
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC115267491|XP_029730367.1|AEAL, LOC109430884|XP_019562516.2|AEAL, LOC109431638|XP_019563412.2|AEAL
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC109430959|XP_019562624.2|AEAL, LOC109431724|XP_019563542.2|AEAL
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC109398071|XP_029719544.1|AEAL, LOC115267488|XP_029730365.1|AEAL, LOC109431692|XP_029730424.1|AEAL
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC115254185|XP_029730332.1|AEAL, LOC109398105|XP_019526012.2|AEAL
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC115253461|XP_029730579.1|AEAL
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC115267613|XP_029730602.1|AEAL, LOC109398096|XP_029712460.1|AEAL, LOC109426171|XP_029730574.1|AEAL
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC109397997|XP_029730561.1|AEAL, LOC115267587|XP_029730534.1|AEAL
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC109426388|XP_019557438.2|AEAL, LOC109398042|XP_019525944.2|AEAL
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC109398053|XP_019525957.2|AEAL, LOC109399439|XP_029730557.1|AEAL
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC115267592|XP_029730542.1|AEAL, LOC109399521|XP_019527516.2|AEAL
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC109399518|XP_019527512.2|AEAL
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC109399457|XP_019527439.2|AEAL
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC109399522|XP_019527517.2|AEAL
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC115270359|XP_029735736.1|AEAL, LOC109399534|XP_019527530.1|AEAL, LOC109404381|XP_029736042.1|AEAL
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC115269771|XP_029734445.1|AEAL, LOC109404370|XP_029735764.1|AEAL, LOC109403134|XP_019531420.1|AEAL
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC109403047|XP_019531319.2|AEAL, LOC115270344|XP_029735683.1|AEAL, LOC109404272|XP_019532652.2|AEAL
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC115259994|XP_029716690.1|AEAL, LOC109403070|XP_019531353.2|AEAL, LOC115270391|XP_029735810.1|AEAL
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC109403044|XP_029735710.1|AEAL, LOC109408667|XP_029735822.1|AEAL
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC109408666|XP_029735836.1|AEAL
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC109408636|XP_029734598.1|AEAL, LOC109622175|XP_029735865.1|AEAL
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC115257235|XP_029712532.1|AEAL, LOC115259976|XP_029716631.1|AEAL, LOC109412497|XP_029735869.1|AEAL
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC115270400|XP_029735880.1|AEAL, LOC115257996|XP_029713850.1|AEAL, LOC109420812|XP_019550806.2|AEAL, LOC109412507|XP_019541670.1|AEAL
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC109412519|XP_019541686.2|AEAL, LOC115253999|XP_029713820.1|AEAL
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC115270405|XP_029735889.1|AEAL, LOC109412524|XP_019541692.1|AEAL, LOC115253997|XP_029713796.1|AEAL
OG0003727	LOC118513296|XP_035914764.1|ASTE	LOC109420859|XP_019550879.1|AEAL, LOC109411066|XP_019540048.1|AEAL
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC115253425|XP_029735941.1|AEAL, LOC109401008|XP_019529021.1|AEAL
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC109420863|XP_029735936.1|AEAL, LOC109401007|XP_019529017.2|AEAL
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC115262859|XP_029721598.1|AEAL, LOC109422486|XP_029735994.1|AEAL
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC109428663|XP_019560020.2|AEAL
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC115269764|XP_029734443.1|AEAL, LOC109424300|XP_019554945.2|AEAL, LOC109428669|XP_019560028.1|AEAL
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC115253601|XP_029735646.1|AEAL, LOC109424298|XP_029736006.1|AEAL
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC109428701|XP_019560057.2|AEAL
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC109428707|XP_019560073.2|AEAL
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC115261863|XP_029719647.1|AEAL, LOC109424273|XP_019554909.2|AEAL
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC109428710|XP_019560076.2|AEAL, LOC109424270|XP_019554905.2|AEAL
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC115270220|XP_029735339.1|AEAL, LOC115270244|XP_029735370.1|AEAL, LOC109430682|XP_029735340.1|AEAL
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC115270239|XP_029735366.1|AEAL, LOC109417488|XP_029735332.1|AEAL, LOC115270216|XP_029735335.1|AEAL
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC115270238|XP_029735364.1|AEAL, LOC109430667|XP_029735343.1|AEAL
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC109417485|XP_029734415.1|AEAL, LOC109430665|XP_029735363.1|AEAL, LOC115270223|XP_029735344.1|AEAL
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC109430675|XP_019562301.2|AEAL, LOC115270230|XP_029735347.1|AEAL, LOC115270233|XP_029735349.1|AEAL
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC109430611|XP_029735410.1|AEAL, LOC109423808|XP_019554385.2|AEAL
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC109423807|XP_019554384.2|AEAL, LOC115270277|XP_029735443.1|AEAL
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC109430610|XP_019562218.1|AEAL, LOC109423804|XP_019554381.1|AEAL
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC109423802|XP_029735451.1|AEAL, LOC115270263|XP_029735392.1|AEAL, LOC115270262|XP_029735387.1|AEAL
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC115270261|XP_029735386.1|AEAL, LOC109423795|XP_029735452.1|AEAL, LOC109430650|XP_029735382.1|AEAL
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC109430643|XP_029735454.1|AEAL, LOC115270260|XP_029735385.1|AEAL, LOC115270257|XP_029735383.1|AEAL
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC109423789|XP_019554360.2|AEAL, LOC109430603|XP_029735463.1|AEAL
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC109423788|XP_029735533.1|AEAL, LOC109430626|XP_029735465.1|AEAL
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC115270285|XP_029735467.1|AEAL, LOC109430602|XP_029735530.1|AEAL
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC115253605|XP_029735492.1|AEAL, LOC109423771|XP_029735520.1|AEAL
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC109430631|XP_019562265.2|AEAL, LOC109423768|XP_019554319.2|AEAL
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC109430596|XP_019562198.2|AEAL
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC109423759|XP_029735583.1|AEAL, LOC109414264|XP_029735540.1|AEAL
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC109423749|XP_019554297.2|AEAL, LOC109414255|XP_019543613.2|AEAL
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC109423656|XP_029716693.1|AEAL, LOC115265104|XP_029725197.1|AEAL, LOC109414242|XP_029725199.1|AEAL
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC109423725|XP_019554257.2|AEAL
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC109414220|XP_029715598.1|AEAL
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC109423709|XP_019554234.2|AEAL
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC109410293|XP_029736348.1|AEAL, LOC109426265|XP_029734279.1|AEAL
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC109410291|XP_029734272.1|AEAL, LOC109426262|XP_029736343.1|AEAL
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC109426252|XP_029736342.1|AEAL, LOC109410282|XP_029734271.1|AEAL
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC109411085|XP_029716719.1|AEAL, LOC115266546|XP_029728688.1|AEAL, LOC109410274|XP_029728679.1|AEAL
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC109410273|XP_019539361.1|AEAL, LOC115266547|XP_029728690.1|AEAL, LOC109411086|XP_029716716.1|AEAL
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC109411089|XP_019540075.2|AEAL, LOC109410268|XP_029728719.1|AEAL
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC109411096|XP_029728724.1|AEAL
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC109408165|XP_029728713.1|AEAL, LOC109411103|XP_029728741.1|AEAL
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC109408168|XP_019536953.2|AEAL, LOC109411110|XP_019540107.2|AEAL
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC115253858|XP_029729055.1|AEAL, LOC109411112|XP_029728708.1|AEAL, LOC109408169|XP_029728752.1|AEAL
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC109408185|XP_029728833.1|AEAL, LOC109411123|XP_029728765.1|AEAL
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC109408194|XP_019536977.1|AEAL, LOC109411129|XP_019540128.1|AEAL, LOC115260064|XP_029716784.1|AEAL
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC109408195|XP_029716783.1|AEAL, LOC109411128|XP_029728829.1|AEAL, LOC115266566|XP_029728769.1|AEAL
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC109408198|XP_029728773.1|AEAL, LOC109411133|XP_029728821.1|AEAL
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC109411151|XP_029728790.1|AEAL
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC109408233|XP_019537037.1|AEAL
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC109408913|XP_029728819.1|AEAL, LOC109418469|XP_019548225.1|AEAL
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC109408915|XP_019537847.1|AEAL
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC109416489|XP_019546108.1|AEAL, LOC115266688|XP_029729072.1|AEAL
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC109414974|XP_019544363.1|AEAL
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC109415144|XP_019544573.1|AEAL, LOC115266634|XP_029729002.1|AEAL
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC115266695|XP_029729081.1|AEAL, LOC109415137|XP_029728937.1|AEAL, LOC109414982|XP_029728943.1|AEAL
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC115266621|XP_029728984.1|AEAL
