Orthogroup	ASTE.longest_only	DVIR.longest_only
OG0004240	LOC118506161|XP_035898826.1|ASTE	LOC6633098|XP_002056578.1|DVIR
OG0004241	LOC118504248|XP_035894367.1|ASTE	LOC6629353|XP_002053269.1|DVIR
OG0004242	LOC118504249|XP_035894368.1|ASTE	LOC6632458|XP_032289657.1|DVIR
OG0004243	LOC118504991|XP_035896062.1|ASTE	LOC6622251|XP_002046942.1|DVIR
OG0004244	LOC118505012|XP_035896093.1|ASTE	LOC6629652|XP_002053562.1|DVIR
OG0004245	LOC118506325|XP_035899174.1|ASTE	LOC6622739|XP_002047038.1|DVIR
OG0004246	LOC118504322|XP_035894543.1|ASTE	LOC6622848|XP_002048592.1|DVIR
OG0004247	LOC118505070|XP_035896246.1|ASTE	LOC6633427|XP_002057220.1|DVIR
OG0004248	LOC118505096|XP_035896291.1|ASTE	LOC6625571|XP_002049596.1|DVIR
OG0004249	LOC118505010|XP_035896091.1|ASTE	LOC6636832|XP_002060305.1|DVIR
OG0004250	LOC118504992|XP_035896063.1|ASTE	LOC6634327|XP_002057680.2|DVIR
OG0004251	LOC118504980|XP_035896016.1|ASTE	LOC6632183|XP_002055638.3|DVIR
OG0004252	LOC118504981|XP_035896027.1|ASTE	LOC6633093|XP_002056276.1|DVIR
OG0004253	LOC118507563|XP_035902077.1|ASTE	LOC6629602|XP_002054667.1|DVIR
OG0004254	LOC118504382|XP_035894686.1|ASTE	LOC6634543|XP_002058287.1|DVIR
OG0004255	LOC118502881|XP_035891493.1|ASTE	LOC6629002|XP_002052105.2|DVIR
OG0004257	LOC118506328|XP_035899183.1|ASTE	LOC6635210|XP_002058398.1|DVIR
OG0004258	LOC118507082|XP_035900958.1|ASTE	LOC6629675|XP_032290814.1|DVIR
OG0004259	LOC118507083|XP_035900960.1|ASTE	LOC6626084|XP_002049022.1|DVIR
OG0004260	LOC118505153|XP_035896431.1|ASTE	LOC6629382|XP_032293000.1|DVIR
OG0004261	LOC118505167|XP_035896466.1|ASTE	LOC6630672|XP_002054630.1|DVIR
OG0004262	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE	LOC6629526|XP_002053328.1|DVIR
OG0004263	LOC118510984|XP_035909384.1|ASTE	LOC6630536|XP_032294916.1|DVIR
OG0004264	LOC118510977|XP_035909371.1|ASTE	LOC6630278|XP_002054889.2|DVIR
OG0004265	LOC118510946|XP_035909277.1|ASTE	LOC6632337|XP_002056405.1|DVIR
OG0004266	LOC118502502|XP_035890628.1|ASTE	LOC6630815|XP_002053360.1|DVIR
OG0004267	LOC118504237|XP_035894352.1|ASTE	LOC6630120|XP_002053391.1|DVIR
OG0004268	LOC118504267|XP_035894389.1|ASTE	LOC6624859|XP_032293108.1|DVIR
OG0004269	LOC118505815|XP_035898053.1|ASTE	LOC6625960|XP_015029423.1|DVIR
OG0004270	LOC118508278|XP_035903812.1|ASTE	LOC26530602|XP_015030226.1|DVIR
OG0004271	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE	LOC6626223|XP_002049799.1|DVIR
OG0004272	LOC118505799|XP_035898027.1|ASTE	LOC6630591|XP_002053282.1|DVIR
OG0004273	LOC118505798|XP_035898026.1|ASTE	LOC6629846|XP_002054467.2|DVIR
OG0004274	LOC118507972|XP_035903197.1|ASTE	LOC6636002|XP_002059502.2|DVIR
OG0004275	LOC118512407|XP_035912692.1|ASTE	LOC6632098|XP_002055513.2|DVIR
OG0004276	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE	LOC6623810|XP_002048310.1|DVIR
OG0004278	LOC118506006|XP_035898484.1|ASTE	LOC6633645|XP_002056839.1|DVIR
OG0004279	LOC118506015|XP_035898494.1|ASTE	LOC6628371|XP_015028550.1|DVIR
OG0004280	LOC118506020|XP_035898499.1|ASTE	LOC6636053|XP_032296062.1|DVIR
OG0004281	LOC118504065|XP_035893996.1|ASTE	LOC6627009|XP_002049619.1|DVIR
OG0004282	LOC118507240|XP_035901385.1|ASTE	LOC6625291|XP_002049776.1|DVIR
OG0004283	LOC118507297|XP_035901554.1|ASTE	LOC6625290|XP_032292907.1|DVIR
OG0004284	LOC118517628|XP_035919832.1|ASTE	LOC26530847|XP_015028866.2|DVIR
OG0004285	LOC118505779|XP_035897949.1|ASTE	LOC6630255|XP_002053769.1|DVIR
OG0004286	LOC118503484|XP_035892679.1|ASTE	LOC6623554|XP_002048609.1|DVIR
OG0004287	LOC118503487|XP_035892682.1|ASTE	LOC6623641|XP_002048610.1|DVIR
OG0004288	LOC118504005|XP_035893854.1|ASTE	LOC6623478|XP_002048603.1|DVIR
OG0004289	LOC118504052|XP_035893963.1|ASTE	LOC6624464|XP_032291165.1|DVIR
OG0004290	LOC118503473|XP_035892663.1|ASTE	LOC6626364|XP_002050693.1|DVIR
OG0004291	LOC118503543|XP_035892836.1|ASTE	LOC6625278|XP_002049863.1|DVIR
OG0004292	LOC118505280|XP_035896743.1|ASTE	LOC26530770|XP_015031649.1|DVIR
OG0004293	LOC118505283|XP_035896757.1|ASTE	LOC6622119|XP_002047687.1|DVIR
OG0004294	LOC118503422|XP_035892552.1|ASTE	LOC6622596|XP_032290705.1|DVIR
OG0004295	LOC118503416|XP_035892544.1|ASTE	LOC6622115|XP_002047988.1|DVIR
OG0004296	LOC118503414|XP_035892541.1|ASTE	LOC6622642|XP_002047990.1|DVIR
OG0004297	LOC118507918|XP_035903112.1|ASTE	LOC6624993|XP_002049451.1|DVIR
OG0004298	LOC118507235|XP_035901378.1|ASTE	LOC6625655|XP_002049872.1|DVIR
OG0004299	LOC118507230|XP_035901303.1|ASTE	LOC6624791|XP_032293228.1|DVIR
OG0004300	LOC118505972|XP_035898414.1|ASTE	LOC6625569|XP_002049594.1|DVIR
OG0004301	LOC118505969|XP_035898406.1|ASTE	LOC6624093|XP_002046875.1|DVIR
OG0004302	LOC118508024|XP_035903307.1|ASTE	LOC6626878|XP_002049154.1|DVIR
OG0004303	LOC118504748|XP_035895537.1|ASTE	LOC6625416|XP_002049292.1|DVIR
OG0004304	LOC118504749|XP_035895538.1|ASTE	LOC6627242|XP_032293168.1|DVIR
OG0004305	LOC118503523|XP_035892776.1|ASTE	LOC6625169|XP_032293369.1|DVIR
OG0004306	LOC118508027|XP_035903319.1|ASTE	LOC6625146|XP_002049555.1|DVIR
OG0004307	LOC118503971|XP_035893788.1|ASTE	LOC6625885|XP_002049335.1|DVIR
OG0004308	LOC118503979|XP_035893807.1|ASTE	LOC6625437|XP_002049973.1|DVIR
OG0004309	LOC118507993|XP_035903255.1|ASTE	LOC6623657|XP_002046797.1|DVIR
OG0004310	LOC118503500|XP_035892727.1|ASTE	LOC6626438|XP_032293043.1|DVIR
OG0004311	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE	LOC6624613|XP_002048064.1|DVIR
OG0004312	LOC118512403|XP_035912682.1|ASTE	LOC6624774|XP_002049435.1|DVIR
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC6625245|XP_002049198.2|DVIR
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC6625625|XP_032293344.1|DVIR
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC6625918|XP_002049457.3|DVIR
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC6627189|XP_002049931.1|DVIR
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC6627008|XP_002049618.1|DVIR
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC6624783|XP_015029765.1|DVIR
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC6625550|XP_002049000.1|DVIR
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC6635209|XP_002058397.1|DVIR
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC6634150|XP_002057627.1|DVIR
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC6632849|XP_032289634.1|DVIR
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC6622894|XP_002046492.2|DVIR
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC6627468|XP_002052899.1|DVIR
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC6626694|XP_002049419.1|DVIR
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC6626695|XP_015029460.1|DVIR
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC6634831|XP_032296345.1|DVIR, LOC6634793|XP_002058129.1|DVIR
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC6626078|XP_002050794.1|DVIR
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC6626405|XP_002050013.1|DVIR
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC6627225|XP_002049854.1|DVIR
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC6626115|XP_002049922.1|DVIR
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC6629093|XP_002052440.2|DVIR
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC6629158|XP_002052361.1|DVIR
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC6628866|XP_002052085.1|DVIR
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC6625405|XP_002049840.1|DVIR
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC6626775|XP_002049839.2|DVIR
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC6627671|XP_002051947.3|DVIR
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC6623182|XP_002047263.1|DVIR
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC6625898|XP_002049710.2|DVIR
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC6624749|XP_002049709.1|DVIR
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC6625371|XP_002049067.2|DVIR
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC6627114|XP_032293165.1|DVIR
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC6625249|XP_002048972.2|DVIR
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC6625256|XP_002048976.1|DVIR
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC6629193|XP_002051595.1|DVIR
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC6624998|XP_032292965.1|DVIR
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC6624995|XP_002049453.1|DVIR
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC6625544|XP_002049979.2|DVIR
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC6625306|XP_032292586.1|DVIR
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC6625699|XP_002049785.1|DVIR
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC6624789|XP_002049340.1|DVIR
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC26530421|XP_015024969.1|DVIR, LOC116651910|XP_032295257.1|DVIR
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC6633179|XP_002055967.1|DVIR
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC6633085|XP_002055963.2|DVIR
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC6630002|XP_002054715.1|DVIR
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC6626931|XP_002049238.1|DVIR
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC6625702|XP_002049788.1|DVIR
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC6624830|XP_002049569.1|DVIR
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC6635371|XP_032293016.1|DVIR
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC6622310|XP_002047595.1|DVIR
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC6629662|XP_032292535.1|DVIR
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC6622929|XP_002047084.1|DVIR
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC6633650|XP_002056844.1|DVIR
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC6626858|XP_002049229.1|DVIR
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC6625691|XP_002049817.2|DVIR
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC6628373|XP_002052873.1|DVIR
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC6624616|XP_002047613.2|DVIR
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC6622844|XP_002047663.1|DVIR
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC6627012|XP_002049622.2|DVIR
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC6627076|XP_002049774.2|DVIR
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC6631438|XP_002055676.1|DVIR
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC6626004|XP_032292964.1|DVIR
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC6624950|XP_002049174.2|DVIR
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC6626853|XP_015029897.1|DVIR
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC116650699|XP_032291025.1|DVIR, LOC6624323|XP_002046396.1|DVIR
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC6622943|XP_002048039.1|DVIR
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC6623362|XP_002047120.1|DVIR
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC6626488|XP_002049687.3|DVIR
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC6625689|XP_032292867.1|DVIR
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC6626437|XP_002048905.1|DVIR
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC6633131|XP_002055812.2|DVIR
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC6625953|XP_032292971.1|DVIR
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC6626253|XP_015029646.1|DVIR
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC6626255|XP_002048939.1|DVIR
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC6624858|XP_002049206.1|DVIR
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC6625644|XP_032292881.1|DVIR
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC6622093|XP_032290766.1|DVIR
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC6625949|XP_002049386.1|DVIR
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC6623753|XP_002047363.3|DVIR
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC6637046|XP_032289950.1|DVIR
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC6626135|XP_002049129.2|DVIR
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC6622068|XP_032290842.1|DVIR
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC6625385|XP_002050302.1|DVIR
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC6625862|XP_002050855.2|DVIR
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC6626925|XP_002049539.1|DVIR
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC6625091|XP_002049358.1|DVIR
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC6626225|XP_002049801.1|DVIR
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC6625088|XP_002049355.1|DVIR
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC6627026|XP_002050586.1|DVIR
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC6629264|XP_002054681.1|DVIR
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC6626861|XP_002049252.1|DVIR
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC6626589|XP_002049768.1|DVIR
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC6624746|XP_002049706.1|DVIR
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC6624841|XP_032293091.1|DVIR
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC6623070|XP_032290664.1|DVIR
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC6622551|XP_015031422.1|DVIR
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC6624986|XP_002048917.1|DVIR
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC6623665|XP_002047633.2|DVIR
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC6636243|XP_002059756.2|DVIR
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC6627241|XP_032293222.1|DVIR
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC6622142|XP_002047712.1|DVIR
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC6622457|XP_002047710.2|DVIR
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC116649783|XP_032288768.1|DVIR, LOC6625017|XP_002049954.1|DVIR
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC6625547|XP_002049982.1|DVIR
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC6626452|XP_002049682.1|DVIR
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC6626208|XP_002049794.1|DVIR
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC116649794|XP_032288814.1|DVIR, LOC6629327|XP_002053060.2|DVIR
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC6624793|XP_002049344.2|DVIR
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC6635375|XP_032293163.1|DVIR
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC6625523|XP_032293087.1|DVIR
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC116650434|XP_032289981.1|DVIR, LOC6624185|XP_002048687.1|DVIR
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC6622286|XP_002046953.1|DVIR
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC6627064|XP_002049315.1|DVIR
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC6625923|XP_032292953.1|DVIR
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC6623183|XP_002048112.1|DVIR
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC6624498|XP_002048119.1|DVIR
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC6624631|XP_002048088.1|DVIR
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC6630588|XP_015027063.1|DVIR
OG0004429	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE	LOC6628035|XP_002052912.1|DVIR
OG0004430	LOC118503695|XP_035893138.1|ASTE	LOC6624398|XP_002047649.1|DVIR
OG0004431	LOC118506204|XP_035898905.1|ASTE	LOC6631081|XP_002053807.1|DVIR
OG0004432	LOC118506202|XP_035898903.1|ASTE	LOC6630972|XP_002053806.2|DVIR
OG0004433	LOC118505880|XP_035898210.1|ASTE	LOC6623802|XP_015031578.1|DVIR
OG0004434	LOC118502742|XP_035891200.1|ASTE	LOC6625089|XP_002049356.1|DVIR
OG0004435	LOC118507377|XP_035901715.1|ASTE	LOC6626047|XP_002049145.2|DVIR
OG0004436	LOC118504221|XP_035894321.1|ASTE	LOC6626331|XP_032293374.1|DVIR
OG0004437	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE	LOC6627142|XP_002048954.1|DVIR
OG0004438	LOC118503075|XP_035891845.1|ASTE	LOC6626953|XP_002049405.1|DVIR
OG0004439	LOC118503074|XP_035891844.1|ASTE	LOC6626958|XP_002049410.1|DVIR
OG0004440	LOC118503071|XP_035891838.1|ASTE	LOC6627240|XP_002049161.1|DVIR
OG0004441	LOC118503906|XP_035893591.1|ASTE	LOC6628353|XP_002052219.1|DVIR
OG0004442	LOC118503880|XP_035893526.1|ASTE	LOC6626100|XP_015029791.1|DVIR
OG0004443	LOC118507204|XP_035901180.1|ASTE	LOC6622213|XP_002046908.1|DVIR
OG0004444	LOC118506122|XP_035898741.1|ASTE	LOC6625378|XP_002048994.1|DVIR
OG0004445	LOC118506108|XP_035898687.1|ASTE	LOC6635317|XP_032293164.1|DVIR
OG0004446	LOC118506107|XP_035898686.1|ASTE	LOC6632880|XP_002055932.2|DVIR
OG0004447	LOC118504160|XP_035894186.1|ASTE	LOC6632226|XP_002055874.1|DVIR
OG0004448	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE	LOC6627222|XP_002049851.1|DVIR
OG0004449	LOC118503493|XP_035892707.1|ASTE	LOC6622396|XP_002048415.2|DVIR
OG0004450	LOC118503046|XP_035891773.1|ASTE	LOC6625674|XP_002049373.2|DVIR
OG0004451	LOC118504205|XP_035894283.1|ASTE	LOC6625275|XP_002049366.1|DVIR
OG0004452	LOC118504206|XP_035894288.1|ASTE	LOC6626044|XP_002049142.1|DVIR
OG0004453	LOC118504209|XP_035894290.1|ASTE	LOC6625787|XP_032292919.1|DVIR
OG0004454	LOC118505896|XP_035898244.1|ASTE	LOC6629971|XP_002053080.1|DVIR
OG0004455	LOC118503495|XP_035892713.1|ASTE	LOC6622368|XP_032290028.1|DVIR
OG0004456	LOC118503496|XP_035892714.1|ASTE	LOC6634399|XP_002058152.1|DVIR
OG0004457	LOC118503497|XP_035892715.1|ASTE	LOC6622278|XP_032289873.1|DVIR
OG0004458	LOC118503076|XP_035891846.1|ASTE	LOC6623770|XP_002048621.2|DVIR
OG0004459	LOC118503079|XP_035891851.1|ASTE	LOC116649862|XP_032288969.1|DVIR, LOC6622148|XP_015030439.1|DVIR
OG0004460	LOC118508046|XP_035903391.1|ASTE	LOC6622501|XP_002046707.1|DVIR
OG0004461	LOC118503336|XP_035892393.1|ASTE	LOC6623386|XP_002048230.1|DVIR
OG0004462	LOC118503343|XP_035892405.1|ASTE	LOC6623076|XP_002047572.1|DVIR
OG0004463	LOC118503350|XP_035892423.1|ASTE	LOC6622852|XP_015031356.1|DVIR
OG0004464	LOC118503335|XP_035892392.1|ASTE	LOC6622571|XP_032290716.1|DVIR
OG0004465	LOC118503854|XP_035893461.1|ASTE	LOC6629174|XP_002052369.1|DVIR
OG0004466	LOC118503847|XP_035893449.1|ASTE	LOC6624574|XP_032291092.1|DVIR
OG0004467	LOC118503839|XP_035893440.1|ASTE	LOC6622980|XP_002048041.1|DVIR
OG0004468	LOC118503835|XP_035893437.1|ASTE	LOC6622955|XP_002048042.1|DVIR
OG0004469	LOC118503828|XP_035893424.1|ASTE	LOC6623643|XP_032290512.1|DVIR
OG0004470	LOC118503781|XP_035893349.1|ASTE	LOC6627901|XP_002051815.1|DVIR
OG0004471	LOC118503773|XP_035893336.1|ASTE	LOC6630882|XP_032290487.1|DVIR
OG0004472	LOC118506136|XP_035898765.1|ASTE	LOC6625924|XP_002049294.1|DVIR
OG0004473	LOC118506130|XP_035898757.1|ASTE	LOC6624828|XP_002049567.2|DVIR
OG0004474	LOC118506127|XP_035898754.1|ASTE	LOC6624827|XP_002049566.1|DVIR
OG0004475	LOC118506126|XP_035898753.1|ASTE	LOC6625052|XP_002049173.1|DVIR
OG0004476	LOC118508881|XP_035904587.1|ASTE	LOC6627943|XP_002051416.2|DVIR
OG0004477	LOC118503739|XP_035893259.1|ASTE	LOC6626873|XP_002049617.1|DVIR
OG0004478	LOC118503734|XP_035893243.1|ASTE	LOC6626627|XP_002049411.1|DVIR
OG0004479	LOC118505293|XP_035896786.1|ASTE	LOC6625304|XP_002049968.2|DVIR
OG0004480	LOC118517488|XP_035919577.1|ASTE	LOC6631739|XP_002055459.1|DVIR
OG0004481	LOC118511988|XP_035911621.1|ASTE	LOC6625975|XP_002050506.1|DVIR
OG0004482	LOC118517372|XP_035919284.1|ASTE	LOC6629477|XP_032295955.1|DVIR
OG0004483	LOC118507439|XP_035901810.1|ASTE	LOC6625227|XP_002049964.1|DVIR
OG0004484	LOC118502435|XP_035890556.1|ASTE	LOC6630000|XP_002054713.1|DVIR
OG0004485	LOC118513932|XP_035916196.1|ASTE	LOC6635474|XP_032296264.1|DVIR
OG0004486	LOC118503530|XP_035892809.1|ASTE	LOC6625047|XP_002049168.1|DVIR
OG0004487	LOC118509838|XP_035906923.1|ASTE	LOC6624014|XP_002047404.1|DVIR
OG0004488	LOC118512905|XP_035913923.1|ASTE	LOC6635947|XP_002059390.1|DVIR
OG0004504	LOC118512851|XP_035913814.1|ASTE	LOC6635251|XP_002058759.1|DVIR
OG0004505	LOC118504954|XP_035895970.1|ASTE	LOC6630005|XP_015026849.1|DVIR
OG0004506	LOC118505903|XP_035898253.1|ASTE	LOC6631158|XP_002054512.1|DVIR
OG0004507	LOC118507824|XP_035902819.1|ASTE	LOC6634947|XP_002058535.2|DVIR
OG0004508	LOC118505151|XP_035896426.1|ASTE	LOC6634922|XP_002058682.2|DVIR
OG0004509	LOC118509882|XP_035907014.1|ASTE	LOC6623125|XP_002048596.1|DVIR
OG0004510	LOC118510438|XP_035908116.1|ASTE	LOC6634403|XP_032289261.1|DVIR
OG0004511	LOC118503740|XP_035893265.1|ASTE	LOC6631143|XP_002054246.2|DVIR
OG0004512	LOC118509647|XP_035906461.1|ASTE	LOC6636202|XP_002059692.2|DVIR
OG0004513	LOC118509547|XP_035906194.1|ASTE	LOC6636221|XP_002059701.1|DVIR
OG0004514	LOC118509504|XP_035906059.1|ASTE	LOC6636230|XP_015024003.1|DVIR
OG0004515	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE	LOC6632194|XP_002054982.2|DVIR
OG0004516	LOC118506369|XP_035899289.1|ASTE	LOC6633520|XP_002057068.2|DVIR
OG0004517	LOC118516111|XP_035917992.1|ASTE	LOC6631849|XP_032296029.1|DVIR
OG0004518	LOC118511362|XP_035910221.1|ASTE	LOC6636526|XP_032289124.1|DVIR
OG0004519	LOC118503877|XP_035893523.1|ASTE	LOC6634873|XP_002058602.2|DVIR
OG0004520	LOC118506911|XP_035900602.1|ASTE	LOC6632150|XP_015026316.1|DVIR
OG0004521	LOC118514364|XP_035917098.1|ASTE	LOC6635863|XP_032292678.1|DVIR
OG0004522	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE	LOC6635527|XP_002059098.1|DVIR
OG0004523	LOC118517498|XP_035919598.1|ASTE	LOC6632823|XP_032289482.1|DVIR
OG0004524	LOC118517453|XP_035919503.1|ASTE	LOC6633592|XP_002056804.2|DVIR
OG0004525	LOC118505287|XP_035896765.1|ASTE	LOC6631992|XP_015026582.1|DVIR
OG0004526	LOC118505219|XP_035896634.1|ASTE	LOC6634805|XP_032289260.1|DVIR
OG0004527	LOC118511411|XP_035910361.1|ASTE	LOC6636653|XP_002060131.1|DVIR
OG0004528	LOC118517511|XP_035919629.1|ASTE	LOC6632128|XP_002055101.1|DVIR
OG0004529	LOC118505741|XP_035897831.1|ASTE	LOC6636014|XP_002059538.2|DVIR
OG0004530	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE	LOC6631968|XP_002055015.2|DVIR
OG0004531	LOC118515705|XP_035917943.1|ASTE	LOC6633022|XP_032289597.1|DVIR
OG0004532	LOC118511449|XP_035910453.1|ASTE	LOC6633570|XP_002057375.3|DVIR
OG0004533	LOC118505536|XP_035897354.1|ASTE	LOC6633829|XP_002057108.1|DVIR
