Orthogroup	ASTE.longest_only	DBUS.longest_only
OG0003125	LOC118503717|XP_035893175.1|ASTE	LOC108599968|XP_017842709.1|DBUS
OG0003126	LOC118505965|XP_035898394.1|ASTE	LOC108596720|XP_017838242.1|DBUS
OG0003127	LOC118505964|XP_035898393.1|ASTE	LOC108595226|XP_017835910.1|DBUS
OG0003128	LOC118507159|XP_035901102.1|ASTE	LOC108598642|XP_017840839.2|DBUS
OG0003129	LOC118508022|XP_035903304.1|ASTE	LOC108596775|XP_017838363.1|DBUS
OG0003130	LOC118517221|XP_035919100.1|ASTE, LOC118505275|XP_035896739.1|ASTE	LOC108597684|XP_017839848.1|DBUS
OG0003131	LOC118508565|XP_035904357.1|ASTE	LOC117134722|XP_033149203.1|DBUS, LOC108596243|XP_017837281.1|DBUS
OG0003132	LOC118506379|XP_035899304.1|ASTE	LOC108602130|XP_017845646.1|DBUS
OG0003133	LOC118506165|XP_035898829.1|ASTE	LOC108596548|XP_017837930.1|DBUS
OG0003134	LOC118504192|XP_035894261.1|ASTE	LOC108597299|XP_017839266.1|DBUS
OG0003135	LOC118517646|XP_035919865.1|ASTE	LOC108600774|XP_017844030.1|DBUS
OG0003136	LOC118508238|XP_035903741.1|ASTE	LOC108598712|XP_017840928.1|DBUS
OG0003137	LOC118507412|XP_035901766.1|ASTE	LOC108597623|XP_017839755.1|DBUS
OG0003138	LOC118503958|XP_035893738.1|ASTE	LOC108594974|XP_033150670.1|DBUS
OG0003139	LOC118505373|XP_035896969.1|ASTE	LOC108598692|XP_017840902.2|DBUS
OG0003140	LOC118505352|XP_035896916.1|ASTE	LOC108596639|XP_017838091.2|DBUS
OG0003141	LOC118506867|XP_035900496.1|ASTE	LOC108596950|XP_017838678.1|DBUS
OG0003142	LOC118505783|XP_035897972.1|ASTE	LOC108596332|XP_017837455.1|DBUS
OG0003143	LOC118504001|XP_035893850.1|ASTE	LOC108598352|XP_017840459.2|DBUS, LOC108598307|XP_033149331.1|DBUS
OG0003144	LOC118503919|XP_035893618.1|ASTE	LOC108596139|XP_017837096.1|DBUS
OG0003145	LOC118503940|XP_035893706.1|ASTE	LOC108597664|XP_017839822.1|DBUS
OG0003146	LOC118505974|XP_035898415.1|ASTE	LOC108596505|XP_017837831.1|DBUS
OG0003147	LOC118504137|XP_035894118.1|ASTE	LOC108599938|XP_017842648.1|DBUS
OG0003148	LOC118516522|XP_035918349.1|ASTE, LOC118506088|XP_035898661.1|ASTE	LOC108599668|XP_017842138.1|DBUS
OG0003149	LOC118506086|XP_035898658.1|ASTE, LOC118516519|XP_035918347.1|ASTE	LOC108607188|XP_017853336.1|DBUS
OG0003150	LOC118516331|XP_035918025.1|ASTE, LOC118506060|XP_035898595.1|ASTE	LOC108596740|XP_017838294.1|DBUS
OG0003151	LOC118506043|XP_035898566.1|ASTE, LOC118516405|XP_035918161.1|ASTE	LOC108599469|XP_017841797.1|DBUS
OG0003152	LOC118508173|XP_035903615.1|ASTE	LOC108595366|XP_017836082.1|DBUS
OG0003153	LOC118508167|XP_035903608.1|ASTE	LOC108595535|XP_017836279.1|DBUS
OG0003154	LOC118504370|XP_035894667.1|ASTE	LOC108596244|XP_017837284.1|DBUS
OG0003155	LOC118507607|XP_035902176.1|ASTE	LOC108597679|XP_017839841.1|DBUS
OG0003156	LOC118507298|XP_035901555.1|ASTE	LOC108597724|XP_017839904.1|DBUS
OG0003157	LOC118506089|XP_035898662.1|ASTE	LOC108608444|XP_017855309.1|DBUS
OG0003158	LOC118506300|XP_035899139.1|ASTE	LOC108597522|XP_017839606.1|DBUS
OG0003159	LOC118504781|XP_035895616.1|ASTE	LOC108596389|XP_017837556.1|DBUS
OG0003160	LOC118504779|XP_035895612.1|ASTE	LOC108595501|XP_017836243.1|DBUS
OG0003161	LOC118506030|XP_035898541.1|ASTE	LOC108597447|XP_017839501.1|DBUS
OG0003162	LOC118503539|XP_035892831.1|ASTE	LOC108596221|XP_017837238.1|DBUS
OG0003163	LOC118508094|XP_035903466.1|ASTE	LOC108600165|XP_017843059.1|DBUS
OG0003164	LOC118504879|XP_035895827.1|ASTE	LOC108595537|XP_017836282.1|DBUS
OG0003165	LOC118505925|XP_035898314.1|ASTE	LOC108597085|XP_017838920.1|DBUS
OG0003166	LOC118505924|XP_035898313.1|ASTE	LOC108595118|XP_017835769.1|DBUS
OG0003167	LOC118503433|XP_035892570.1|ASTE	LOC108596499|XP_017837813.1|DBUS
OG0003168	LOC118510919|XP_035909218.1|ASTE	LOC108603863|XP_017848518.1|DBUS
OG0003169	LOC118510931|XP_035909243.1|ASTE	LOC108608309|XP_017855126.1|DBUS
OG0003170	LOC118508143|XP_035903562.1|ASTE	LOC108596393|XP_017837562.1|DBUS
OG0003171	LOC118503729|XP_035893235.1|ASTE	LOC108596890|XP_017838562.1|DBUS
OG0003172	LOC118506345|XP_035899222.1|ASTE	LOC108603412|XP_017847691.1|DBUS
OG0003173	LOC118507306|XP_035901573.1|ASTE	LOC108604622|XP_017849659.1|DBUS
OG0003174	LOC118504133|XP_035894114.1|ASTE	LOC108603782|XP_017848364.1|DBUS
OG0003175	LOC118503602|XP_035892960.1|ASTE	LOC108597336|XP_017839322.1|DBUS
OG0003177	LOC118503445|XP_035892603.1|ASTE	LOC108597478|XP_017839542.1|DBUS
OG0003178	LOC118503441|XP_035892598.1|ASTE	LOC108597379|XP_017839400.1|DBUS
OG0003179	LOC118507190|XP_035901156.1|ASTE	LOC108595564|XP_017836314.1|DBUS
OG0003180	LOC118517355|XP_035919248.1|ASTE, LOC118507424|XP_035901787.1|ASTE	LOC108595210|XP_017835887.1|DBUS
OG0003181	LOC118517349|XP_035919242.1|ASTE, LOC118507425|XP_035901788.1|ASTE	LOC108596031|XP_017836884.1|DBUS
OG0003182	LOC118506295|XP_035899120.1|ASTE, LOC118517211|XP_035919074.1|ASTE	LOC108597100|XP_017838956.1|DBUS
OG0003183	LOC118505994|XP_035898460.1|ASTE	LOC108595100|XP_017835744.1|DBUS
OG0003184	LOC118508031|XP_035903325.1|ASTE	LOC108598901|XP_017841152.2|DBUS
OG0003185	LOC118517697|XP_035920014.1|ASTE	LOC108595042|XP_017835671.1|DBUS
OG0003187	LOC118505946|XP_035898363.1|ASTE	LOC108604967|XP_017850025.1|DBUS, LOC108601165|XP_017844590.2|DBUS
OG0003188	LOC118507282|XP_035901486.1|ASTE	LOC108604457|XP_017849426.1|DBUS
OG0003189	LOC118508122|XP_035903522.1|ASTE	LOC108598626|XP_017840814.1|DBUS
OG0003190	LOC118506319|XP_035899163.1|ASTE	LOC108597467|XP_017839529.1|DBUS
OG0003191	LOC118504159|XP_035894185.1|ASTE	LOC108600123|XP_017842995.1|DBUS
OG0003192	LOC118517669|XP_035919941.1|ASTE	LOC108600803|XP_017844075.2|DBUS
OG0003193	LOC118503244|XP_035892158.1|ASTE	LOC108594360|XP_017835007.1|DBUS
OG0003194	LOC118503171|XP_035892029.1|ASTE	LOC108598424|XP_017840539.1|DBUS
OG0003195	LOC118517301|XP_035919181.1|ASTE, LOC118517300|XP_035919180.1|ASTE, LOC118503199|XP_035892077.1|ASTE	LOC108604005|XP_033149781.1|DBUS, LOC108604004|XP_017848732.1|DBUS
OG0003196	LOC118517307|XP_035919185.1|ASTE, LOC118517298|XP_035919178.1|ASTE, LOC118503198|XP_035892076.1|ASTE	LOC108599126|XP_017841405.2|DBUS
OG0003197	LOC118503696|XP_035893140.1|ASTE	LOC108600177|XP_017843073.2|DBUS
OG0003198	LOC118507610|XP_035902179.1|ASTE, LOC118506241|XP_035898996.1|ASTE	LOC108605891|XP_017851194.1|DBUS
OG0003199	LOC118505877|XP_035898196.1|ASTE	LOC108599694|XP_017842179.1|DBUS
OG0003200	LOC118504177|XP_035894220.1|ASTE	LOC108597090|XP_017838941.1|DBUS
OG0003201	LOC118507382|XP_035901722.1|ASTE	LOC108596733|XP_017838275.1|DBUS
OG0003202	LOC118503060|XP_035891820.1|ASTE	LOC108600487|XP_017843603.1|DBUS
OG0003203	LOC118503859|XP_035893472.1|ASTE	LOC108597082|XP_017838907.1|DBUS
OG0003204	LOC118508044|XP_035903346.1|ASTE	LOC108603383|XP_017847643.2|DBUS
OG0003205	LOC118507413|XP_035901769.1|ASTE	LOC108596565|XP_017837957.1|DBUS
OG0003206	LOC118507201|XP_035901176.1|ASTE	LOC108596103|XP_017837012.1|DBUS
OG0003207	LOC118517654|XP_035919874.1|ASTE	LOC108604516|XP_017849509.1|DBUS
OG0003208	LOC118503727|XP_035893230.1|ASTE	LOC108599189|XP_017841474.1|DBUS
OG0003209	LOC118516523|XP_035918350.1|ASTE, LOC118506082|XP_035898655.1|ASTE	LOC108595280|XP_017835982.1|DBUS
OG0003210	LOC118506156|XP_035898819.1|ASTE	LOC108602471|XP_017846084.1|DBUS
OG0003211	LOC118504839|XP_035895736.1|ASTE	LOC108595689|XP_017836459.1|DBUS
OG0003212	LOC118509589|XP_035906255.1|ASTE	LOC108604520|XP_017849518.1|DBUS
OG0003213	LOC118503049|XP_035891777.1|ASTE	LOC108595707|XP_017836480.1|DBUS
OG0003214	LOC118504049|XP_035893946.1|ASTE	LOC108596863|XP_017838500.1|DBUS
OG0003215	LOC118504120|XP_035894103.1|ASTE	LOC108595214|XP_017835890.1|DBUS
OG0003216	LOC118504053|XP_035893974.1|ASTE	LOC108594652|XP_033149224.1|DBUS
OG0003217	LOC118503357|XP_035892441.1|ASTE	LOC108595604|XP_017836359.1|DBUS
OG0003218	LOC118503837|XP_035893439.1|ASTE	LOC108600559|XP_017843711.1|DBUS
OG0003219	LOC118503830|XP_035893429.1|ASTE	LOC108600687|XP_017843888.2|DBUS
OG0003220	LOC118503779|XP_035893344.1|ASTE	LOC108607793|XP_017854322.1|DBUS
OG0003221	LOC118503920|XP_035893626.1|ASTE	LOC108606429|XP_017852030.1|DBUS
OG0003222	LOC118503515|XP_035892760.1|ASTE	LOC108597766|XP_017839967.1|DBUS
OG0003223	LOC118506132|XP_035898759.1|ASTE	LOC108596795|XP_017838387.1|DBUS
OG0003224	LOC118503742|XP_035893267.1|ASTE	LOC108596287|XP_033149071.1|DBUS
OG0003225	LOC118511749|XP_035911107.1|ASTE	LOC108607456|XP_033149873.1|DBUS
OG0003226	LOC118511995|XP_035911625.1|ASTE	LOC108596018|XP_017836840.1|DBUS
OG0003250	LOC118511800|XP_035911228.1|ASTE	LOC108603883|XP_017848544.1|DBUS
OG0003251	LOC118508133|XP_035903532.1|ASTE	LOC108604527|XP_017849527.2|DBUS
OG0003252	LOC118504996|XP_035896069.1|ASTE	LOC108601357|XP_017844745.1|DBUS
OG0003253	LOC118517356|XP_035919260.1|ASTE	LOC108604633|XP_017849671.1|DBUS
OG0003254	LOC118510726|XP_035908831.1|ASTE	LOC108604677|XP_017849721.1|DBUS
OG0003255	LOC118504518|XP_035894947.1|ASTE	LOC108601930|XP_017845396.1|DBUS
OG0003256	LOC118507928|XP_035903146.1|ASTE	LOC108604632|XP_017849669.1|DBUS
OG0003257	LOC118507207|XP_035901190.1|ASTE	LOC108606040|XP_033150436.1|DBUS
OG0003258	LOC118517405|XP_035919372.1|ASTE	LOC108607119|XP_017853241.1|DBUS
OG0003259	LOC118517394|XP_035919337.1|ASTE	LOC108606668|XP_017852487.2|DBUS
OG0003260	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE	LOC108605543|XP_017850784.2|DBUS
OG0003261	LOC118506111|XP_035898704.1|ASTE	LOC108602216|XP_017845884.2|DBUS
OG0003262	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE	LOC108603952|XP_017848634.1|DBUS
OG0003263	LOC118512661|XP_035913303.1|ASTE	LOC108605550|XP_017850800.1|DBUS
OG0003264	LOC118511700|XP_035911007.1|ASTE	LOC108607171|XP_017853313.1|DBUS
OG0003265	LOC118516520|XP_035918351.1|ASTE	LOC108608407|XP_017855254.2|DBUS
OG0003266	LOC118509419|XP_035905930.1|ASTE	LOC108607554|XP_017853934.1|DBUS
OG0003267	LOC118516820|XP_035918584.1|ASTE	LOC108607274|XP_033150374.1|DBUS
OG0003268	LOC118508512|XP_035904255.1|ASTE	LOC108603391|XP_017847652.1|DBUS
OG0003269	LOC118508570|XP_035904365.1|ASTE	LOC108603036|XP_017846943.1|DBUS
OG0003270	LOC118516926|XP_035918669.1|ASTE	LOC108601098|XP_017844502.1|DBUS
OG0003271	LOC118505643|XP_035897619.1|ASTE	LOC108607413|XP_017853692.1|DBUS
OG0003272	LOC118510709|XP_035908805.1|ASTE	LOC108606749|XP_017852637.1|DBUS
OG0003273	LOC118511027|XP_035909500.1|ASTE	LOC108596189|XP_017837193.1|DBUS
OG0003274	LOC118509015|XP_035904930.1|ASTE	LOC108606692|XP_017852542.2|DBUS
OG0003275	LOC118509084|XP_035905113.1|ASTE	LOC108600150|XP_017843034.1|DBUS
OG0003276	LOC118504428|XP_035894760.1|ASTE	LOC108604704|XP_017849755.1|DBUS
OG0003277	LOC118510695|XP_035908769.1|ASTE	LOC108595889|XP_017836667.1|DBUS
OG0003278	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE	LOC108604488|XP_017849469.1|DBUS
OG0003279	LOC118506193|XP_035898882.1|ASTE	LOC108605293|XP_033150155.1|DBUS
OG0003280	LOC118505205|XP_035896586.1|ASTE	LOC108604508|XP_017849500.1|DBUS
OG0003281	LOC118509313|XP_035905662.1|ASTE	LOC108601854|XP_017845294.1|DBUS
OG0003282	LOC118503581|XP_035892917.1|ASTE	LOC108605250|XP_017850358.1|DBUS
OG0003283	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE	LOC108594278|XP_017834902.1|DBUS
OG0003284	LOC118514707|XP_035917673.1|ASTE	LOC108607088|XP_017853200.1|DBUS
OG0003285	LOC118512002|XP_035911648.1|ASTE	LOC108603692|XP_017848204.1|DBUS
OG0003286	LOC118504771|XP_035896008.1|ASTE	LOC108604486|XP_017849464.1|DBUS
OG0003287	LOC118503281|XP_035892257.1|ASTE	LOC108599414|XP_017841722.2|DBUS
OG0003288	LOC118503174|XP_035892042.1|ASTE	LOC108603374|XP_017847625.1|DBUS
OG0003289	LOC118517685|XP_035919989.1|ASTE	LOC108595663|XP_017836431.1|DBUS
OG0003290	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE	LOC108604419|XP_017849374.1|DBUS
OG0003291	LOC118509768|XP_035906803.1|ASTE	LOC108600816|XP_017844090.1|DBUS
OG0003292	LOC118512702|XP_035913430.1|ASTE	LOC108607146|XP_017853277.1|DBUS
OG0003293	LOC118512933|XP_035914006.1|ASTE, LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE	LOC108605138|XP_017850198.1|DBUS
OG0003294	LOC118517365|XP_035919276.1|ASTE	LOC108597717|XP_017839897.1|DBUS
OG0003295	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE	LOC108606391|XP_017851950.1|DBUS
OG0003296	LOC118502996|XP_035891701.1|ASTE	LOC108602718|XP_017846362.1|DBUS
OG0003297	LOC118512427|XP_035912757.1|ASTE	LOC108604235|XP_017849094.1|DBUS
OG0003298	LOC118507115|XP_035901017.1|ASTE	LOC108607017|XP_033150236.1|DBUS
OG0003299	LOC118517492|XP_035919582.1|ASTE	LOC108601679|XP_017845077.1|DBUS
OG0003300	LOC118517450|XP_035919489.1|ASTE	LOC108603963|XP_017848653.1|DBUS
OG0003301	LOC118512487|XP_035912884.1|ASTE	LOC108596379|XP_017837538.1|DBUS
OG0003302	LOC118517472|XP_035919537.1|ASTE	LOC108605483|XP_017850665.2|DBUS
OG0003303	LOC118503470|XP_035892659.1|ASTE	LOC108596101|XP_017837010.1|DBUS
OG0003304	LOC118505750|XP_035897859.1|ASTE	LOC108603244|XP_017847360.1|DBUS
OG0003305	LOC118510300|XP_035907821.1|ASTE	LOC108606386|XP_033150462.1|DBUS
OG0003306	LOC118509819|XP_035906914.1|ASTE	LOC108597732|XP_017839915.1|DBUS
OG0003307	LOC118511593|XP_035910751.1|ASTE	LOC108606459|XP_017852064.1|DBUS
OG0003308	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE	LOC108599802|XP_017842367.2|DBUS
OG0003309	LOC118508664|XP_035904394.1|ASTE	LOC108606260|XP_017851705.2|DBUS
OG0003310	LOC118513555|XP_035915397.1|ASTE	LOC108605174|XP_017850249.1|DBUS
OG0003311	LOC118505360|XP_035896937.1|ASTE	LOC108602029|XP_017845521.1|DBUS
OG0003312	LOC118512605|XP_035913170.1|ASTE	LOC108601397|XP_017844786.1|DBUS
OG0003313	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE	LOC108605725|XP_017851006.1|DBUS
OG0003314	LOC118512576|XP_035913090.1|ASTE	LOC108597528|XP_017839615.1|DBUS
OG0003315	LOC118517367|XP_035919282.1|ASTE	LOC108605158|XP_017850226.1|DBUS
OG0003316	LOC118504351|XP_035894617.1|ASTE	LOC108604799|XP_017849888.1|DBUS
OG0003317	LOC118503598|XP_035892948.1|ASTE	LOC108603103|XP_017847096.1|DBUS
OG0003318	LOC118506709|XP_035900097.1|ASTE	LOC108603012|XP_017846897.1|DBUS
OG0003319	LOC118517380|XP_035919296.1|ASTE	LOC108604252|XP_017849123.1|DBUS
OG0003320	LOC118506546|XP_035899736.1|ASTE	LOC108603827|XP_017848447.1|DBUS
OG0003321	LOC118517501|XP_035919606.1|ASTE	LOC108603661|XP_017848138.1|DBUS
OG0003322	LOC118511775|XP_035911162.1|ASTE	LOC108603689|XP_017848200.1|DBUS
OG0003323	LOC118507756|XP_035902665.1|ASTE	LOC108605484|XP_017850667.1|DBUS
OG0003324	LOC118510623|XP_035908594.1|ASTE	LOC108606872|XP_017852877.1|DBUS
OG0003325	LOC118508961|XP_035904792.1|ASTE	LOC108602698|XP_017846334.1|DBUS
OG0003326	LOC118503736|XP_035893250.1|ASTE	LOC108606519|XP_017852181.1|DBUS
OG0003327	LOC118511556|XP_035910681.1|ASTE	LOC108607419|XP_017853704.1|DBUS
OG0003328	LOC118517419|XP_035919419.1|ASTE	LOC108605287|XP_017850423.1|DBUS
OG0003329	LOC118517414|XP_035919409.1|ASTE	LOC108604067|XP_017848820.1|DBUS
OG0003330	LOC118517437|XP_035919455.1|ASTE	LOC108600706|XP_017843924.1|DBUS
OG0003331	LOC118511217|XP_035909911.1|ASTE	LOC108605101|XP_017850153.1|DBUS
OG0003332	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE	LOC108606555|XP_017852245.1|DBUS
OG0003333	LOC118517409|XP_035919382.1|ASTE	LOC108604353|XP_017849276.1|DBUS
OG0003334	LOC118507006|XP_035900806.1|ASTE	LOC108604576|XP_017849596.1|DBUS
OG0003335	LOC118506942|XP_035900656.1|ASTE	LOC108603990|XP_017848708.1|DBUS
OG0003336	LOC118509307|XP_035905648.1|ASTE	LOC108602894|XP_017846693.1|DBUS
OG0003337	LOC118506145|XP_035898790.1|ASTE	LOC108604279|XP_017849172.1|DBUS
OG0003338	LOC118511791|XP_035911216.1|ASTE	LOC108602182|XP_017845710.1|DBUS
OG0003339	LOC118504467|XP_035894873.1|ASTE	LOC108602817|XP_017846537.1|DBUS
OG0003340	LOC118512175|XP_035912158.1|ASTE	LOC108602822|XP_017846543.1|DBUS
OG0003341	LOC118507714|XP_035902505.1|ASTE	LOC108605765|XP_017851056.1|DBUS
OG0003342	LOC118511275|XP_035910064.1|ASTE	LOC108605270|XP_017850386.1|DBUS
OG0003343	LOC118502505|XP_035890641.1|ASTE	LOC108605365|XP_033150274.1|DBUS
OG0003344	LOC118505649|XP_035897624.1|ASTE	LOC108608261|XP_017855042.2|DBUS
OG0003345	LOC118504313|XP_035894515.1|ASTE	LOC108606747|XP_033150179.1|DBUS
OG0003346	LOC118507295|XP_035901552.1|ASTE	LOC108603991|XP_017848709.1|DBUS
OG0003347	LOC118504845|XP_035895751.1|ASTE	LOC108602425|XP_017846029.1|DBUS
OG0003348	LOC118517484|XP_035919570.1|ASTE	LOC108604439|XP_017849405.1|DBUS
OG0003349	LOC118504119|XP_035894106.1|ASTE	LOC108607048|XP_017853145.1|DBUS
OG0003350	LOC118507613|XP_035902217.1|ASTE	LOC108601671|XP_017845062.1|DBUS
OG0003351	LOC118513065|XP_035914306.1|ASTE	LOC108605310|XP_017850469.1|DBUS
OG0003352	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE	LOC108604616|XP_017849645.1|DBUS
OG0003353	LOC118502356|XP_035890445.1|ASTE	LOC108603426|XP_017847722.1|DBUS
OG0003354	LOC118505009|XP_035896094.1|ASTE	LOC108603546|XP_017847951.1|DBUS
OG0003355	LOC118506785|XP_035900299.1|ASTE	LOC108606606|XP_017852357.1|DBUS
OG0003356	LOC118506738|XP_035900188.1|ASTE	LOC108607038|XP_017853120.1|DBUS
OG0003357	LOC118510233|XP_035907695.1|ASTE	LOC108605857|XP_017851156.1|DBUS
OG0003358	LOC118503405|XP_035892507.1|ASTE	LOC108601610|XP_033149793.1|DBUS, LOC108596510|XP_017837844.1|DBUS
OG0003359	LOC118506147|XP_035898798.1|ASTE	LOC108606652|XP_017852457.2|DBUS
OG0003360	LOC118506212|XP_035898923.1|ASTE	LOC108605340|XP_033150252.1|DBUS
OG0003361	LOC118506302|XP_035899143.1|ASTE	LOC108596141|XP_017837120.2|DBUS
OG0003362	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE	LOC108604337|XP_017849250.1|DBUS
OG0003363	LOC118515492|XP_035917924.1|ASTE	LOC108604228|XP_017849084.1|DBUS
OG0003364	LOC118502667|XP_035891027.1|ASTE	LOC108603567|XP_017847973.1|DBUS
OG0003365	LOC118507645|XP_035902299.1|ASTE	LOC108604678|XP_017849722.1|DBUS
OG0003366	LOC118506493|XP_035899580.1|ASTE	LOC108599733|XP_017842223.1|DBUS
OG0003367	LOC118508286|XP_035903819.1|ASTE	LOC108600535|XP_017843677.1|DBUS
OG0003368	LOC118503935|XP_035893683.1|ASTE	LOC108600533|XP_017843675.1|DBUS
OG0003369	LOC118514783|XP_035917689.1|ASTE	LOC108604211|XP_017849062.1|DBUS
OG0003370	LOC118507626|XP_035902240.1|ASTE	LOC108603777|XP_017848358.1|DBUS
OG0003371	LOC118508463|XP_035904164.1|ASTE	LOC108606986|XP_017853048.1|DBUS
OG0003372	LOC118506447|XP_035899476.1|ASTE	LOC108596202|XP_017837207.1|DBUS
OG0003373	LOC118504477|XP_035894886.1|ASTE	LOC108602121|XP_017845637.1|DBUS
OG0003374	LOC118516471|XP_035918286.1|ASTE	LOC108606413|XP_017851986.1|DBUS
OG0003375	LOC118505599|XP_035897518.1|ASTE	LOC108604180|XP_017849008.1|DBUS
OG0003376	LOC118502714|XP_035891157.1|ASTE	LOC108602093|XP_017845606.1|DBUS
OG0003377	LOC118502672|XP_035891044.1|ASTE	LOC108603357|XP_017847586.1|DBUS
OG0003378	LOC118505571|XP_035897420.1|ASTE	LOC108602260|XP_017845804.1|DBUS
OG0003379	LOC118505570|XP_035897419.1|ASTE	LOC108603275|XP_017847423.1|DBUS
OG0003380	LOC118505576|XP_035897425.1|ASTE	LOC108602543|XP_017846165.1|DBUS
OG0003381	LOC118505586|XP_035897447.1|ASTE	LOC108603340|XP_017847561.1|DBUS
OG0003382	LOC118505587|XP_035897449.1|ASTE	LOC108603119|XP_017847123.1|DBUS
OG0003383	LOC118502662|XP_035891014.1|ASTE	LOC108602316|XP_017845890.1|DBUS
OG0003384	LOC118504491|XP_035894903.1|ASTE	LOC108607744|XP_017854261.1|DBUS
OG0003385	LOC118508490|XP_035904201.1|ASTE	LOC108604208|XP_017849058.1|DBUS
OG0003386	LOC118508481|XP_035904190.1|ASTE	LOC108602199|XP_017845737.1|DBUS
OG0003387	LOC118508480|XP_035904189.1|ASTE	LOC108603637|XP_017848086.1|DBUS
OG0003388	LOC118508478|XP_035904188.1|ASTE	LOC108607131|XP_017853256.1|DBUS
OG0003390	LOC118502921|XP_035891549.1|ASTE	LOC108602208|XP_017845744.1|DBUS
OG0003391	LOC118506378|XP_035899303.1|ASTE	LOC108603873|XP_017848534.1|DBUS
OG0003392	LOC118507800|XP_035902751.1|ASTE	LOC108604233|XP_017849090.1|DBUS
OG0003393	LOC118507548|XP_035902020.1|ASTE	LOC108604366|XP_017849295.1|DBUS
OG0003394	LOC118507543|XP_035902015.1|ASTE	LOC108602238|XP_017845774.1|DBUS
OG0003395	LOC118507541|XP_035902013.1|ASTE	LOC108602451|XP_017846063.1|DBUS
OG0003396	LOC118507533|XP_035901998.1|ASTE	LOC108603700|XP_017848219.1|DBUS
OG0003397	LOC118502545|XP_035890714.1|ASTE	LOC108602151|XP_033149829.1|DBUS
OG0003399	LOC118502552|XP_035890741.1|ASTE	LOC117134691|XP_033149087.1|DBUS
OG0003400	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE	LOC108602952|XP_017846790.2|DBUS
OG0003401	LOC118502914|XP_035891532.1|ASTE	LOC108603365|XP_017847606.1|DBUS
OG0003402	LOC118502421|XP_035890541.1|ASTE	LOC108601553|XP_017844941.1|DBUS
OG0003403	LOC118506776|XP_035900265.1|ASTE	LOC108597267|XP_017839214.1|DBUS
OG0003404	LOC118506781|XP_035900286.1|ASTE	LOC108601454|XP_017844840.2|DBUS
OG0003405	LOC118508453|XP_035904148.1|ASTE	LOC108597303|XP_017839271.1|DBUS
OG0003406	LOC118508450|XP_035904144.1|ASTE	LOC108603435|XP_017847746.1|DBUS
OG0003407	LOC118508455|XP_035904150.1|ASTE	LOC108602464|XP_017846077.1|DBUS
OG0003408	LOC118508447|XP_035904136.1|ASTE	LOC108603102|XP_017847094.1|DBUS
OG0003409	LOC118502847|XP_035891439.1|ASTE	LOC108602892|XP_017846689.1|DBUS
OG0003410	LOC118502912|XP_035891528.1|ASTE	LOC108604429|XP_017849389.1|DBUS
OG0003411	LOC118508294|XP_035903836.1|ASTE	LOC108602149|XP_017845671.1|DBUS
OG0003412	LOC118508298|XP_035903841.1|ASTE	LOC108604487|XP_017849468.1|DBUS
OG0003413	LOC118503592|XP_035892938.1|ASTE	LOC108601342|XP_017844730.1|DBUS
OG0003414	LOC118502370|XP_035890482.1|ASTE	LOC108598534|XP_017840706.2|DBUS
OG0003415	LOC118507475|XP_035901875.1|ASTE	LOC108605618|XP_017850888.1|DBUS
OG0003416	LOC118507476|XP_035901877.1|ASTE	LOC108601317|XP_017844705.1|DBUS
OG0003417	LOC118503565|XP_035892870.1|ASTE	LOC108603242|XP_017847358.1|DBUS
OG0003418	LOC118504433|XP_035894767.1|ASTE	LOC108603766|XP_017848341.1|DBUS
OG0003419	LOC118505335|XP_035896877.1|ASTE	LOC108602626|XP_033150024.1|DBUS
OG0003420	LOC118505334|XP_035896876.1|ASTE	LOC108602625|XP_017846253.1|DBUS
OG0003421	LOC118507521|XP_035901975.1|ASTE	LOC108602806|XP_017846522.1|DBUS
OG0003422	LOC118507846|XP_035902871.1|ASTE	LOC108603505|XP_017847867.1|DBUS
OG0003423	LOC118504669|XP_035895351.1|ASTE	LOC108596507|XP_017837836.1|DBUS
OG0003424	LOC118504661|XP_035895337.1|ASTE	LOC108602632|XP_017846265.1|DBUS
OG0003425	LOC118502900|XP_035891515.1|ASTE	LOC108602351|XP_017845940.1|DBUS
OG0003426	LOC118502835|XP_035891405.1|ASTE	LOC108603836|XP_017848469.2|DBUS
OG0003427	LOC118507502|XP_035901926.1|ASTE	LOC108603799|XP_017848386.1|DBUS
