Orthogroup	ASTE.longest_only	CPIP.longest_only
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC120429257|XP_039450406.1|CPIP
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC120420680|XP_039439711.1|CPIP
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC120420662|XP_039439690.1|CPIP
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC120428626|XP_039449609.1|CPIP
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC120431470|XP_039452518.1|CPIP
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC120431466|XP_039452514.1|CPIP
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC120427040|XP_039447803.1|CPIP
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC120421548|XP_039440708.1|CPIP
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC120421540|XP_039440703.1|CPIP
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC120421541|XP_039440704.1|CPIP
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC120421537|XP_039440696.1|CPIP
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC120420113|XP_039438996.1|CPIP
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC120413162|XP_039429804.1|CPIP
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC120413190|XP_039429837.1|CPIP
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC120413212|XP_039429865.1|CPIP
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC120413177|XP_039429823.1|CPIP
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC120419238|XP_039437828.1|CPIP, LOC120413182|XP_039429830.1|CPIP
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC120413179|XP_039429826.1|CPIP
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC120413184|XP_039429832.1|CPIP
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC120428755|XP_039449771.1|CPIP
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC120428747|XP_039449759.1|CPIP
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC120413225|XP_039429885.1|CPIP
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC120418477|XP_039436847.1|CPIP
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC120413164|XP_039429808.1|CPIP
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC120413196|XP_039429845.1|CPIP
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC120418495|XP_039436866.1|CPIP
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC120424863|XP_039445050.1|CPIP
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC120424831|XP_039444993.1|CPIP
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC120424830|XP_039444992.1|CPIP
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC120420088|XP_039438953.1|CPIP
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC120420066|XP_039438919.1|CPIP
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC120420060|XP_039438908.1|CPIP
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC120420061|XP_039438909.1|CPIP
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC120420111|XP_039438993.1|CPIP
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC120429151|XP_039450290.1|CPIP
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC120429157|XP_039450299.1|CPIP
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC120416524|XP_039434174.1|CPIP
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC120416510|XP_039434161.1|CPIP
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC120416487|XP_039434140.1|CPIP
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC120428830|XP_039449875.1|CPIP
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC120430776|XP_039451819.1|CPIP
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC120413472|XP_039430243.1|CPIP
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC120413444|XP_039430207.1|CPIP
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC120429603|XP_039450569.1|CPIP
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC120418036|XP_039436215.1|CPIP
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC120418030|XP_039436211.1|CPIP
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC120418031|XP_039436212.1|CPIP
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC120418931|XP_039437401.1|CPIP
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC120418922|XP_039437386.1|CPIP
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC120418912|XP_039437374.1|CPIP
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC120418938|XP_039437410.1|CPIP
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC120418910|XP_039437372.1|CPIP
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC120418914|XP_039437379.1|CPIP
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC120418909|XP_039437370.1|CPIP
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC120420676|XP_039439708.1|CPIP
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC120420647|XP_039439660.1|CPIP
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC120420652|XP_039439670.1|CPIP
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC120420674|XP_039439705.1|CPIP
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC120412395|XP_039428779.1|CPIP
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC120412373|XP_039428730.1|CPIP
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC120412398|XP_039428788.1|CPIP
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC120412424|XP_039428819.1|CPIP
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC120413439|XP_039430188.1|CPIP
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC120413476|XP_039430249.1|CPIP
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC120414620|XP_039431784.1|CPIP
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC120414643|XP_039431813.1|CPIP
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC120414619|XP_039431782.1|CPIP, LOC120431867|XP_039452934.1|CPIP
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC120412582|XP_039429026.1|CPIP
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC120421550|XP_039440711.1|CPIP
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC120424851|XP_039445034.1|CPIP
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC120412906|XP_039429472.1|CPIP
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC120412896|XP_039429460.1|CPIP
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC120430655|XP_039451695.1|CPIP
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC120428827|XP_039449869.1|CPIP
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC120422298|XP_039441624.1|CPIP
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC120420354|XP_039439284.1|CPIP
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC120420358|XP_039439291.1|CPIP
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC120426781|XP_039447489.1|CPIP
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC120416575|XP_039434242.1|CPIP
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC120416564|XP_039434229.1|CPIP
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC120420073|XP_039438930.1|CPIP
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC120420080|XP_039438941.1|CPIP
OG0005077	LOC118513049|XP_035914245.1|ASTE	LOC120425792|XP_039446335.1|CPIP
OG0005077	LOC118504018|XP_035893879.1|ASTE	LOC120418004|XP_039436181.1|CPIP
OG0005077	LOC118506258|XP_035899046.1|ASTE, LOC118504019|XP_035893880.1|ASTE	LOC120417998|XP_039436177.1|CPIP
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC120419978|XP_039438787.1|CPIP
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC120414138|XP_039431106.1|CPIP
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC120418547|XP_039436913.1|CPIP
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC120418527|XP_039436897.1|CPIP
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC120418528|XP_039436899.1|CPIP
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC120418530|XP_039436900.1|CPIP
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC120426203|XP_039446841.1|CPIP, LOC120425234|XP_039445598.1|CPIP
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC120426209|XP_039446849.1|CPIP, LOC120431432|XP_039452487.1|CPIP
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC120426204|XP_039446847.1|CPIP, LOC120431430|XP_039452485.1|CPIP
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC120431426|XP_039452480.1|CPIP
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC120414436|XP_039431555.1|CPIP
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC120414481|XP_039431609.1|CPIP
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC120432578|XP_039453744.1|CPIP
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC120414463|XP_039431586.1|CPIP
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC120426140|XP_039446791.1|CPIP
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC120426135|XP_039446771.1|CPIP
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC120417615|XP_039435663.1|CPIP
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC120417605|XP_039435645.1|CPIP
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC120417619|XP_039435667.1|CPIP
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC120416046|XP_039433637.1|CPIP
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC120416047|XP_039433639.1|CPIP
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC120423595|XP_039443390.1|CPIP
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC120423622|XP_039443424.1|CPIP
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC120423604|XP_039443403.1|CPIP
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC120419517|XP_039438151.1|CPIP
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC120419522|XP_039438166.1|CPIP
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC120413407|XP_039430146.1|CPIP
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC120413431|XP_039430176.1|CPIP
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC120413416|XP_039430155.1|CPIP
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC120413382|XP_039430114.1|CPIP
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC120430837|XP_039451887.1|CPIP, LOC120430388|XP_039451427.1|CPIP
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC120417530|XP_039435546.1|CPIP
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC120420040|XP_039438875.1|CPIP
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC120427787|XP_039448643.1|CPIP
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC120427785|XP_039448640.1|CPIP
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC120427783|XP_039448638.1|CPIP
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC120429198|XP_039450340.1|CPIP
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC120422286|XP_039441610.1|CPIP
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC120424974|XP_039445264.1|CPIP
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC120424977|XP_039445268.1|CPIP
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC120424982|XP_039445284.1|CPIP
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC120431356|XP_039452418.1|CPIP
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC120421624|XP_039440786.1|CPIP
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC120421674|XP_039440838.1|CPIP
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC120424488|XP_039444565.1|CPIP
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC120424498|XP_039444582.1|CPIP
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC120424477|XP_039444546.1|CPIP
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC120424495|XP_039444576.1|CPIP
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC120423518|XP_039443295.1|CPIP
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC120423507|XP_039443282.1|CPIP
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC120420909|XP_039439968.1|CPIP
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC120431801|XP_039452854.1|CPIP, LOC120430103|XP_039451123.1|CPIP
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC120430133|XP_039451153.1|CPIP
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC120412631|XP_039429120.1|CPIP
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC120412593|XP_039429057.1|CPIP
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC120412581|XP_039429025.1|CPIP
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC120412623|XP_039429107.1|CPIP
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC120412587|XP_039429034.1|CPIP
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC120428832|XP_039449881.1|CPIP
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC120416503|XP_039434154.1|CPIP
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC120416504|XP_039434155.1|CPIP
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC120416523|XP_039434173.1|CPIP
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC120427930|XP_039448805.1|CPIP, LOC120427035|XP_039447798.1|CPIP
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC120426296|XP_039446981.1|CPIP
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC120415768|XP_039433310.1|CPIP
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC120415816|XP_039433374.1|CPIP
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC120415818|XP_039433376.1|CPIP
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC120415809|XP_039433370.1|CPIP
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC120415810|XP_039433371.1|CPIP
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC120418654|XP_039437033.1|CPIP
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC120418652|XP_039437030.1|CPIP
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC120418673|XP_039437056.1|CPIP
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC120418672|XP_039437054.1|CPIP, LOC120418677|XP_039437060.1|CPIP
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC120418659|XP_039437040.1|CPIP
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC120418665|XP_039437050.1|CPIP
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC120418680|XP_039437070.1|CPIP
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC120419001|XP_039437507.1|CPIP
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC120427117|XP_039447904.1|CPIP
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC120427130|XP_039447918.1|CPIP
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC120419527|XP_039438173.1|CPIP
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC120419525|XP_039438171.1|CPIP
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC120419520|XP_039438163.1|CPIP
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC120422697|XP_039442142.1|CPIP
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC120417455|XP_039435446.1|CPIP
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC120417458|XP_039435449.1|CPIP
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC120429715|XP_039450688.1|CPIP
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC120421404|XP_039440540.1|CPIP
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC120421405|XP_039440541.1|CPIP
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC120421394|XP_039440529.1|CPIP
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC120421393|XP_039440528.1|CPIP
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC120421391|XP_039440525.1|CPIP
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC120421392|XP_039440527.1|CPIP
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC120421386|XP_039440514.1|CPIP
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC120431184|XP_039452260.1|CPIP
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC120431186|XP_039452262.1|CPIP
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC120421921|XP_039441155.1|CPIP
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC120421930|XP_039441169.1|CPIP
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC120431121|XP_039452207.1|CPIP, LOC120421928|XP_039441161.1|CPIP
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC120431122|XP_039452208.1|CPIP, LOC120421931|XP_039441170.1|CPIP
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC120421898|XP_039441130.1|CPIP
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC120430636|XP_039451665.1|CPIP
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC120431061|XP_039452148.1|CPIP
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC120431062|XP_039452149.1|CPIP
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC120431056|XP_039452144.1|CPIP
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC120427289|XP_039448075.1|CPIP
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC120427293|XP_039448079.1|CPIP
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC120427296|XP_039448084.1|CPIP
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC120418809|XP_039437240.1|CPIP
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC120418812|XP_039437257.1|CPIP
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC120419736|XP_039438471.1|CPIP, LOC120426977|XP_039447733.1|CPIP
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC120429227|XP_039450375.1|CPIP
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC120429042|XP_039450114.1|CPIP
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC120428478|XP_039449426.1|CPIP
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC120424300|XP_039444319.1|CPIP
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC120424220|XP_039444208.1|CPIP
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC120413952|XP_039430889.1|CPIP
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC120425448|XP_039445914.1|CPIP
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC120425446|XP_039445913.1|CPIP
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC120422192|XP_039441507.1|CPIP
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC120414729|XP_039431968.1|CPIP
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC120414647|XP_039431828.1|CPIP
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC120414706|XP_039431948.1|CPIP
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC120414646|XP_039431818.1|CPIP
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC120414659|XP_039431853.1|CPIP
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC120414656|XP_039431849.1|CPIP
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC120414672|XP_039431887.1|CPIP
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC120414652|XP_039431836.1|CPIP
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC120414655|XP_039431847.1|CPIP
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC120426541|XP_039447242.1|CPIP, LOC120426359|XP_039447054.1|CPIP
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC120430917|XP_039451971.1|CPIP, LOC120431074|XP_039452162.1|CPIP
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC120431198|XP_039452275.1|CPIP
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC120431192|XP_039452268.1|CPIP
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC120431190|XP_039452266.1|CPIP
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC120431282|XP_039452354.1|CPIP
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC120427685|XP_039448505.1|CPIP
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC120422793|XP_039442267.1|CPIP
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC120422785|XP_039442257.1|CPIP
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC120422805|XP_039442281.1|CPIP
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC120425848|XP_039446401.1|CPIP
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC120415484|XP_039432986.1|CPIP
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC120415483|XP_039432983.1|CPIP
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC120415481|XP_039432980.1|CPIP
OG0005238	LOC118508931|XP_035904732.1|ASTE	LOC120415473|XP_039432968.1|CPIP
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC120419188|XP_039437792.1|CPIP
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC120422788|XP_039442261.1|CPIP
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC120422783|XP_039442250.1|CPIP
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC120423412|XP_039443149.1|CPIP, LOC120422794|XP_039442268.1|CPIP
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC120415693|XP_039433221.1|CPIP
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC120415669|XP_039433186.1|CPIP
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC120415676|XP_039433197.1|CPIP
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC120415690|XP_039433219.1|CPIP
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC120415685|XP_039433203.1|CPIP
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC120424566|XP_039444669.1|CPIP
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC120423659|XP_039443475.1|CPIP
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC120423673|XP_039443492.1|CPIP
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC120418290|XP_039436551.1|CPIP
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC120418314|XP_039436577.1|CPIP
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC120429159|XP_039450300.1|CPIP, LOC120431828|XP_039452883.1|CPIP
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC120422990|XP_039442534.1|CPIP
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC120422984|XP_039442528.1|CPIP
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC120422989|XP_039442533.1|CPIP
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC120422991|XP_039442536.1|CPIP
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC120413542|XP_039430354.1|CPIP
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC120413545|XP_039430359.1|CPIP
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC120413560|XP_039430373.1|CPIP
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC120413537|XP_039430346.1|CPIP
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC120421103|XP_039440183.1|CPIP
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC120413586|XP_039430415.1|CPIP
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC120413587|XP_039430419.1|CPIP
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC120413588|XP_039430421.1|CPIP
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC120420136|XP_039439025.1|CPIP
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC120422937|XP_039442453.1|CPIP
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC120422741|XP_039442219.1|CPIP
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC120422916|XP_039442424.1|CPIP
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC120423189|XP_039442826.1|CPIP
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC120422309|XP_039441634.1|CPIP
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC120422971|XP_039442501.1|CPIP
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC120414084|XP_039431040.1|CPIP
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC120414062|XP_039431017.1|CPIP
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC120414058|XP_039431009.1|CPIP
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC120414081|XP_039431036.1|CPIP
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC120414096|XP_039431053.1|CPIP
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC120414093|XP_039431051.1|CPIP
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC120414100|XP_039431057.1|CPIP
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC120424092|XP_039444040.1|CPIP
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC120420594|XP_039439604.1|CPIP
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC120429865|XP_039450873.1|CPIP, LOC120413580|XP_039430400.1|CPIP
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC120429869|XP_039450880.1|CPIP, LOC120413620|XP_039430460.1|CPIP
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC120413611|XP_039430448.1|CPIP
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC120413622|XP_039430464.1|CPIP
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC120413585|XP_039430412.1|CPIP
OG0005287	LOC118513925|XP_035916186.1|ASTE	LOC120413617|XP_039430457.1|CPIP
OG0005288	LOC118511068|XP_035909569.1|ASTE	LOC120420134|XP_039439020.1|CPIP
OG0005289	LOC118511058|XP_035909560.1|ASTE	LOC120420147|XP_039439039.1|CPIP
OG0005290	LOC118511059|XP_035909562.1|ASTE	LOC120430578|XP_039451619.1|CPIP
