Orthogroup	ASTE.longest_only	DGUA.longest_only
OG0004685	LOC118507554|XP_035902035.1|ASTE	LOC117585566|XP_034130990.1|DGUA
OG0004686	LOC118502964|XP_035891621.1|ASTE	LOC117585939|XP_034131599.1|DGUA
OG0004687	LOC118507546|XP_035902019.1|ASTE	LOC117585252|XP_034130556.1|DGUA
OG0004688	LOC118504372|XP_035894671.1|ASTE	LOC117586569|XP_034132621.1|DGUA
OG0004689	LOC118505417|XP_035897064.1|ASTE	LOC117583749|XP_034128159.1|DGUA
OG0004690	LOC118502542|XP_035890708.1|ASTE	LOC117586578|XP_034132634.1|DGUA
OG0004691	LOC118502543|XP_035890711.1|ASTE	LOC117583362|XP_034127532.1|DGUA
OG0004692	LOC118502546|XP_035890715.1|ASTE	LOC117585034|XP_034130171.1|DGUA
OG0004693	LOC118502547|XP_035890716.1|ASTE	LOC117584933|XP_034129983.1|DGUA
OG0004694	LOC118504987|XP_035896047.1|ASTE	LOC117585667|XP_034131155.1|DGUA
OG0004695	LOC118505113|XP_035896308.1|ASTE	LOC117582818|XP_034126749.1|DGUA
OG0004696	LOC118506783|XP_035900289.1|ASTE	LOC117589863|XP_034138022.1|DGUA
OG0004697	LOC118508448|XP_035904137.1|ASTE	LOC117588492|XP_034135687.1|DGUA
OG0004698	LOC118517174|XP_035918975.1|ASTE, LOC118505254|XP_035896703.1|ASTE	LOC117590316|XP_034138696.1|DGUA
OG0004699	LOC118503593|XP_035892939.1|ASTE	LOC117589688|XP_034137735.1|DGUA
OG0004700	LOC118508001|XP_035903267.1|ASTE	LOC117590070|XP_034138291.1|DGUA
OG0004701	LOC118507481|XP_035901882.1|ASTE	LOC117585138|XP_034130356.1|DGUA
OG0004702	LOC118504478|XP_035894882.1|ASTE	LOC117585787|XP_034131368.1|DGUA
OG0004703	LOC118507527|XP_035901986.1|ASTE	LOC117582722|XP_034126539.1|DGUA
OG0004704	LOC118507850|XP_035902874.1|ASTE	LOC117582793|XP_034126692.1|DGUA
OG0004705	LOC118503571|XP_035892898.1|ASTE	LOC117589954|XP_034138143.1|DGUA
OG0004706	LOC118505064|XP_035896236.1|ASTE, LOC118517192|XP_035919031.1|ASTE	LOC117589199|XP_034136818.1|DGUA
OG0004707	LOC118502839|XP_035891414.1|ASTE	LOC117584861|XP_034129897.1|DGUA
OG0004708	LOC118504903|XP_035895864.1|ASTE	LOC117586522|XP_034132546.1|DGUA
OG0004709	LOC118503568|XP_035892883.1|ASTE	LOC117584999|XP_034130127.1|DGUA
OG0004710	LOC118503563|XP_035892865.1|ASTE	LOC117583784|XP_034128253.1|DGUA
OG0004711	LOC118502868|XP_035891468.1|ASTE	LOC117583229|XP_034127339.1|DGUA
OG0004712	LOC118502848|XP_035891441.1|ASTE	LOC117589612|XP_034137579.1|DGUA
OG0004713	LOC118503370|XP_035892457.1|ASTE	LOC117585143|XP_034130363.1|DGUA
OG0004714	LOC118503374|XP_035892464.1|ASTE	LOC117585656|XP_034131134.1|DGUA
OG0004715	LOC118513692|XP_035915709.1|ASTE	LOC117584613|XP_034129519.1|DGUA
OG0004716	LOC118508573|XP_035904367.1|ASTE	LOC117585142|XP_034130362.1|DGUA
OG0004717	LOC118502710|XP_035891148.1|ASTE	LOC117588512|XP_034135724.1|DGUA
OG0004718	LOC118502711|XP_035891151.1|ASTE	LOC117581934|XP_034125306.1|DGUA
OG0004719	LOC118506355|XP_035899257.1|ASTE	LOC117583531|XP_034127772.1|DGUA
OG0004720	LOC118506356|XP_035899260.1|ASTE	LOC117585797|XP_034131393.1|DGUA
OG0004721	LOC118507522|XP_035901976.1|ASTE	LOC117583682|XP_034128047.1|DGUA
OG0004722	LOC118502694|XP_035891103.1|ASTE	LOC117583598|XP_034127883.1|DGUA
OG0004723	LOC118504977|XP_035896013.1|ASTE	LOC117585170|XP_034130403.1|DGUA, LOC117581442|XP_034124538.1|DGUA
OG0004724	LOC118504974|XP_035896001.1|ASTE	LOC117582852|XP_034126811.1|DGUA
OG0004725	LOC118505011|XP_035896092.1|ASTE	LOC117582996|XP_034127037.1|DGUA
OG0004726	LOC118507877|XP_035902981.1|ASTE	LOC117582817|XP_034126747.1|DGUA
OG0004727	LOC118506905|XP_035900585.1|ASTE	LOC117583278|XP_034127397.1|DGUA
OG0004728	LOC118506915|XP_035900603.1|ASTE	LOC117583602|XP_034127886.1|DGUA
OG0004729	LOC118504280|XP_035894448.1|ASTE	LOC117590880|XP_034139799.1|DGUA, LOC117580731|XP_034123292.1|DGUA
OG0004730	LOC118512956|XP_035914072.1|ASTE	LOC117587864|XP_034134720.1|DGUA
OG0004731	LOC118506465|XP_035899532.1|ASTE	LOC117585708|XP_034131235.1|DGUA
OG0004732	LOC118503288|XP_035892270.1|ASTE	LOC117589916|XP_034138085.1|DGUA
OG0004733	LOC118503287|XP_035892269.1|ASTE	LOC117589917|XP_034138086.1|DGUA
OG0004734	LOC118503283|XP_035892263.1|ASTE	LOC117585394|XP_034130748.1|DGUA
OG0004735	LOC118502670|XP_035891035.1|ASTE	LOC117583781|XP_034128234.1|DGUA
OG0004736	LOC118503296|XP_035892283.1|ASTE	LOC117589934|XP_034138108.1|DGUA
OG0004737	LOC118503612|XP_035892980.1|ASTE	LOC117590075|XP_034138303.1|DGUA
OG0004738	LOC118503026|XP_035891743.1|ASTE	LOC117590023|XP_034138206.1|DGUA
OG0004739	LOC118503032|XP_035891756.1|ASTE	LOC117585284|XP_034130602.1|DGUA
OG0004740	LOC118505250|XP_035896696.1|ASTE	LOC117583648|XP_034127992.1|DGUA
OG0004741	LOC118505177|XP_035896523.1|ASTE	LOC117583663|XP_034128018.1|DGUA
OG0004742	LOC118505139|XP_035896381.1|ASTE	LOC117590681|XP_034139458.1|DGUA
OG0004743	LOC118506918|XP_035900607.1|ASTE	LOC117585753|XP_034131298.1|DGUA
OG0004744	LOC118506876|XP_035900513.1|ASTE	LOC117584384|XP_034129129.1|DGUA
OG0004745	LOC118505848|XP_035898115.1|ASTE	LOC117586175|XP_034131978.1|DGUA
OG0004746	LOC118503461|XP_035892639.1|ASTE	LOC117586508|XP_034132527.1|DGUA
OG0004747	LOC118503465|XP_035892644.1|ASTE	LOC117586511|XP_034132530.1|DGUA
OG0004748	LOC118504716|XP_035895446.1|ASTE	LOC117586507|XP_034132525.1|DGUA
OG0004749	LOC118507891|XP_035903022.1|ASTE	LOC117589798|XP_034137893.1|DGUA
OG0004750	LOC118502406|XP_035890522.1|ASTE	LOC117583047|XP_034127100.1|DGUA
OG0004751	LOC118503464|XP_035892643.1|ASTE	LOC117583213|XP_034127319.1|DGUA
OG0004752	LOC118506451|XP_035899483.1|ASTE	LOC117583734|XP_034128142.1|DGUA
OG0004753	LOC118506449|XP_035899479.1|ASTE	LOC117582894|XP_034126878.1|DGUA
OG0004754	LOC118506448|XP_035899478.1|ASTE	LOC117583683|XP_034128049.1|DGUA
OG0004755	LOC118508494|XP_035904220.1|ASTE	LOC117585329|XP_034130660.1|DGUA
OG0004756	LOC118508493|XP_035904219.1|ASTE	LOC117585326|XP_034130656.1|DGUA
OG0004757	LOC118502820|XP_035891378.1|ASTE	LOC117589803|XP_034137902.1|DGUA
OG0004758	LOC118505400|XP_035897025.1|ASTE	LOC117585315|XP_034130635.1|DGUA
OG0004759	LOC118505403|XP_035897031.1|ASTE	LOC117585825|XP_034131447.1|DGUA
OG0004760	LOC118506441|XP_035899468.1|ASTE	LOC117585781|XP_034131361.1|DGUA
OG0004761	LOC118504902|XP_035895861.1|ASTE	LOC117584991|XP_034130109.1|DGUA
OG0004762	LOC118502548|XP_035890722.1|ASTE	LOC117584622|XP_034129534.1|DGUA
OG0004763	LOC118507875|XP_035902976.1|ASTE	LOC117589489|XP_034137345.1|DGUA
OG0004764	LOC118507866|XP_035902965.1|ASTE	LOC117589550|XP_034137451.1|DGUA
OG0004765	LOC118507874|XP_035902974.1|ASTE	LOC117583167|XP_034127252.1|DGUA
OG0004766	LOC118507852|XP_035902878.1|ASTE	LOC117583825|XP_034128303.1|DGUA
OG0004767	LOC118502861|XP_035891462.1|ASTE	LOC117590106|XP_034138344.1|DGUA
OG0004768	LOC118506894|XP_035900566.1|ASTE	LOC117590035|XP_034138230.1|DGUA
OG0004769	LOC118506921|XP_035900611.1|ASTE	LOC117581795|XP_034125126.1|DGUA
OG0004770	LOC118506956|XP_035900669.1|ASTE	LOC117585229|XP_034130514.1|DGUA
OG0004771	LOC118506938|XP_035900649.1|ASTE	LOC117583628|XP_034127967.1|DGUA
OG0004772	LOC118517614|XP_035919803.1|ASTE	LOC117585010|XP_034130139.1|DGUA
OG0004773	LOC118506458|XP_035899513.1|ASTE	LOC117584944|XP_034130023.1|DGUA
OG0004774	LOC118506454|XP_035899485.1|ASTE	LOC117584943|XP_034129995.1|DGUA
OG0004775	LOC118506459|XP_035899514.1|ASTE	LOC117585702|XP_034131211.1|DGUA
OG0004776	LOC118504291|XP_035894480.1|ASTE	LOC117578464|XP_034119886.1|DGUA
OG0004777	LOC118502751|XP_035891210.1|ASTE	LOC117590135|XP_034138398.1|DGUA
OG0004778	LOC118504447|XP_035894833.1|ASTE	LOC117584416|XP_034129171.1|DGUA
OG0004779	LOC118504445|XP_035894825.1|ASTE	LOC117585286|XP_034130604.1|DGUA
OG0004780	LOC118504448|XP_035894834.1|ASTE	LOC117584008|XP_034128629.1|DGUA
OG0004781	LOC118504436|XP_035894770.1|ASTE	LOC117585752|XP_034131295.1|DGUA
OG0004782	LOC118508309|XP_035903860.1|ASTE	LOC117585789|XP_034131375.1|DGUA
OG0004783	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE	LOC117590343|XP_034138733.1|DGUA
OG0004784	LOC118507921|XP_035903114.1|ASTE	LOC117583050|XP_034127103.1|DGUA
OG0004785	LOC118502942|XP_035891586.1|ASTE	LOC117582834|XP_034126780.1|DGUA
OG0004786	LOC118502940|XP_035891584.1|ASTE	LOC117583005|XP_034127047.1|DGUA
OG0004787	LOC118502422|XP_035890542.1|ASTE	LOC117583136|XP_034127218.1|DGUA
OG0004788	LOC118502937|XP_035891581.1|ASTE	LOC117583345|XP_034127500.1|DGUA
OG0004789	LOC118502938|XP_035891582.1|ASTE	LOC117583137|XP_034127219.1|DGUA
OG0004790	LOC118502930|XP_035891569.1|ASTE	LOC117585275|XP_034130589.1|DGUA
OG0004791	LOC118502923|XP_035891554.1|ASTE	LOC117583550|XP_034127801.1|DGUA
OG0004792	LOC118502925|XP_035891556.1|ASTE	LOC117589965|XP_034138160.1|DGUA
OG0004793	LOC118506373|XP_035899291.1|ASTE	LOC117583519|XP_034127754.1|DGUA
OG0004794	LOC118504689|XP_035895401.1|ASTE	LOC117589526|XP_034137409.1|DGUA
OG0004795	LOC118506786|XP_035900295.1|ASTE	LOC117589523|XP_034137405.1|DGUA
OG0004796	LOC118507511|XP_035901944.1|ASTE	LOC117583578|XP_034127848.1|DGUA
OG0004797	LOC118507515|XP_035901962.1|ASTE	LOC117584998|XP_034130118.1|DGUA
OG0004798	LOC118502965|XP_035891622.1|ASTE	LOC117582710|XP_034126522.1|DGUA
OG0004799	LOC118507901|XP_035903048.1|ASTE	LOC117589611|XP_034137578.1|DGUA
OG0004800	LOC118504402|XP_035894722.1|ASTE	LOC117589775|XP_034137862.1|DGUA
OG0004801	LOC118504831|XP_035895728.1|ASTE	LOC117586677|XP_034132818.1|DGUA
OG0004802	LOC118507495|XP_035901917.1|ASTE	LOC117584947|XP_034130030.1|DGUA
OG0004803	LOC118506358|XP_035899264.1|ASTE	LOC117583374|XP_034127546.1|DGUA
OG0004804	LOC118503122|XP_035891961.1|ASTE	LOC117590037|XP_034138241.1|DGUA
OG0004805	LOC118505542|XP_035897364.1|ASTE	LOC117582784|XP_034126648.1|DGUA
OG0004806	LOC118505238|XP_035896671.1|ASTE	LOC117591170|XP_034140183.1|DGUA
OG0004807	LOC118507518|XP_035901971.1|ASTE	LOC117585179|XP_034130413.1|DGUA
OG0004808	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE	LOC117583182|XP_034127273.1|DGUA
OG0004809	LOC118507817|XP_035902787.1|ASTE	LOC117589567|XP_034137509.1|DGUA
OG0004810	LOC118507816|XP_035902785.1|ASTE	LOC117585828|XP_034131452.1|DGUA
OG0004811	LOC118504489|XP_035894901.1|ASTE	LOC117580185|XP_034122435.1|DGUA
OG0004812	LOC118507691|XP_035902386.1|ASTE	LOC117583762|XP_034128187.1|DGUA
OG0004813	LOC118507474|XP_035901872.1|ASTE	LOC117589839|XP_034137982.1|DGUA
OG0004814	LOC118505038|XP_035896169.1|ASTE	LOC117585687|XP_034131193.1|DGUA
OG0004815	LOC118507731|XP_035902581.1|ASTE	LOC117588621|XP_034135926.1|DGUA
OG0004816	LOC118503574|XP_035892901.1|ASTE	LOC117590312|XP_034138691.1|DGUA
OG0004817	LOC118507964|XP_035903186.1|ASTE	LOC117590309|XP_034138686.1|DGUA
OG0004818	LOC118511920|XP_035911451.1|ASTE	LOC117585311|XP_034130630.1|DGUA
OG0004819	LOC118511918|XP_035911449.1|ASTE	LOC117583071|XP_034127135.1|DGUA
OG0004820	LOC118511917|XP_035911448.1|ASTE	LOC117583183|XP_034127274.1|DGUA
OG0004821	LOC118511914|XP_035911439.1|ASTE	LOC117583619|XP_034127955.1|DGUA
OG0004822	LOC118511928|XP_035911490.1|ASTE	LOC117583786|XP_034128255.1|DGUA
OG0004823	LOC118510414|XP_035908071.1|ASTE	LOC117582890|XP_034126870.1|DGUA
OG0004824	LOC118513706|XP_035915730.1|ASTE	LOC117582892|XP_034126875.1|DGUA
OG0004825	LOC118511986|XP_035911619.1|ASTE	LOC117590633|XP_034139342.1|DGUA
OG0004826	LOC118511970|XP_035911600.1|ASTE	LOC117582961|XP_034126964.1|DGUA
OG0004827	LOC118511972|XP_035911602.1|ASTE	LOC117590076|XP_034138305.1|DGUA
OG0004828	LOC118511979|XP_035911611.1|ASTE	LOC117585288|XP_034130606.1|DGUA
OG0004829	LOC118502960|XP_035891616.1|ASTE	LOC117585151|XP_034130373.1|DGUA
OG0004830	LOC118502992|XP_035891685.1|ASTE	LOC117583015|XP_034127057.1|DGUA
OG0004831	LOC118503119|XP_035891957.1|ASTE	LOC117587424|XP_034133985.1|DGUA
OG0004832	LOC118506820|XP_035900401.1|ASTE	LOC117585769|XP_034131341.1|DGUA
OG0004833	LOC118505425|XP_035897080.1|ASTE	LOC117586680|XP_034132823.1|DGUA
OG0004834	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE	LOC117582916|XP_034126904.1|DGUA
OG0004835	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE	LOC117583355|XP_034127516.1|DGUA
OG0004836	LOC118504295|XP_035894484.1|ASTE	LOC117583056|XP_034127113.1|DGUA
OG0004837	LOC118503765|XP_035893327.1|ASTE	LOC117580120|XP_034122303.1|DGUA
OG0004838	LOC118506919|XP_035900608.1|ASTE	LOC117585085|XP_034130243.1|DGUA
OG0004839	LOC118506907|XP_035900590.1|ASTE	LOC117584950|XP_034130034.1|DGUA
OG0004840	LOC118509343|XP_035905748.1|ASTE	LOC117585261|XP_034130567.1|DGUA
OG0004841	LOC118508582|XP_035904380.1|ASTE	LOC117591540|XP_034140725.1|DGUA
OG0004842	LOC118504662|XP_035895338.1|ASTE	LOC117585567|XP_034130992.1|DGUA
OG0004843	LOC118503118|XP_035891956.1|ASTE	LOC117589948|XP_034138131.1|DGUA
OG0004844	LOC118504427|XP_035894759.1|ASTE	LOC117584027|XP_034128655.1|DGUA
OG0004845	LOC118504426|XP_035894756.1|ASTE	LOC117586541|XP_034132590.1|DGUA
OG0004846	LOC118504685|XP_035895392.1|ASTE	LOC117581861|XP_034125214.1|DGUA
OG0004847	LOC118505042|XP_035896187.1|ASTE	LOC117581852|XP_034125200.1|DGUA
OG0004848	LOC118502863|XP_035891464.1|ASTE	LOC117585818|XP_034131437.1|DGUA
OG0004850	LOC118507772|XP_035902695.1|ASTE	LOC117585966|XP_034131665.1|DGUA
OG0004851	LOC118507770|XP_035902684.1|ASTE	LOC117586440|XP_034132369.1|DGUA
OG0004852	LOC118507778|XP_035902704.1|ASTE	LOC117586380|XP_034132300.1|DGUA
OG0004853	LOC118511467|XP_035910478.1|ASTE	LOC117578534|XP_034119992.1|DGUA
OG0004854	LOC118510172|XP_035907582.1|ASTE	LOC117579168|XP_034120821.1|DGUA
OG0004855	LOC118510182|XP_035907597.1|ASTE	LOC117580153|XP_034122358.1|DGUA
OG0004856	LOC118513116|XP_035914408.1|ASTE	LOC117589450|XP_034137285.1|DGUA
OG0004857	LOC118513137|XP_035914455.1|ASTE	LOC117587161|XP_034133558.1|DGUA
OG0004858	LOC118514418|XP_035917197.1|ASTE	LOC117589267|XP_034136938.1|DGUA
OG0004859	LOC118514419|XP_035917201.1|ASTE	LOC117589272|XP_034136954.1|DGUA
OG0004860	LOC118514426|XP_035917221.1|ASTE	LOC117589127|XP_034136703.1|DGUA
OG0004861	LOC118514421|XP_035917210.1|ASTE	LOC117589350|XP_034137116.1|DGUA
OG0004863	LOC118512171|XP_035912150.1|ASTE	LOC117587366|XP_034133901.1|DGUA
OG0004864	LOC118512178|XP_035912157.1|ASTE	LOC117589295|XP_034136978.1|DGUA
OG0004865	LOC118512177|XP_035912156.1|ASTE	LOC117583287|XP_034127414.1|DGUA
OG0004866	LOC118508915|XP_035904670.1|ASTE	LOC117579317|XP_034121021.1|DGUA
OG0004867	LOC118512966|XP_035914085.1|ASTE	LOC117592106|XP_034141517.1|DGUA
OG0004868	LOC118512954|XP_035914068.1|ASTE	LOC117588520|XP_034135762.1|DGUA
OG0004869	LOC118510596|XP_035908494.1|ASTE	LOC117592608|XP_034142383.1|DGUA
OG0004870	LOC118510600|XP_035908500.1|ASTE	LOC117590322|XP_034138709.1|DGUA
OG0004871	LOC118512068|XP_035911847.1|ASTE	LOC117592418|XP_034142050.1|DGUA
OG0004872	LOC118503195|XP_035892070.1|ASTE	LOC117589045|XP_034136567.1|DGUA
OG0004873	LOC118512194|XP_035912189.1|ASTE	LOC117581931|XP_034125302.1|DGUA
OG0004874	LOC118512195|XP_035912190.1|ASTE	LOC117591208|XP_034140240.1|DGUA
OG0004875	LOC118512180|XP_035912160.1|ASTE	LOC117588403|XP_034135550.1|DGUA
OG0004876	LOC118512182|XP_035912165.1|ASTE	LOC117590803|XP_034139660.1|DGUA
OG0004877	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE	LOC117579661|XP_034121535.1|DGUA
OG0004878	LOC118508896|XP_035904625.1|ASTE	LOC117590632|XP_034139345.1|DGUA
OG0004879	LOC118512041|XP_035911746.1|ASTE	LOC117591224|XP_034140292.1|DGUA
OG0004880	LOC118512113|XP_035911981.1|ASTE	LOC117580379|XP_034122805.1|DGUA
OG0004881	LOC118512054|XP_035911798.1|ASTE	LOC117587331|XP_034133853.1|DGUA
OG0004883	LOC118512082|XP_035911934.1|ASTE	LOC117579048|XP_034120635.1|DGUA
OG0004884	LOC118512044|XP_035911760.1|ASTE	LOC117587985|XP_034134886.1|DGUA
OG0004885	LOC118512091|XP_035911948.1|ASTE	LOC117578723|XP_034120271.1|DGUA
OG0004886	LOC118512089|XP_035911946.1|ASTE	LOC117587119|XP_034133511.1|DGUA
OG0004887	LOC118512122|XP_035911993.1|ASTE	LOC117592395|XP_034142003.1|DGUA
OG0004888	LOC118512043|XP_035911756.1|ASTE	LOC117578765|XP_034120361.1|DGUA
OG0004889	LOC118514168|XP_035916722.1|ASTE	LOC117592405|XP_034142032.1|DGUA
OG0004890	LOC118512098|XP_035911957.1|ASTE	LOC117588131|XP_034135107.1|DGUA
OG0004891	LOC118514247|XP_035916853.1|ASTE	LOC117591041|XP_034140027.1|DGUA
OG0004892	LOC118512079|XP_035911911.1|ASTE	LOC117591898|XP_034141175.1|DGUA
OG0004893	LOC118508873|XP_035904569.1|ASTE	LOC117589406|XP_034137228.1|DGUA
OG0004894	LOC118508880|XP_035904586.1|ASTE	LOC117578708|XP_034120249.1|DGUA
OG0004895	LOC118508874|XP_035904570.1|ASTE	LOC117591942|XP_034141245.1|DGUA
OG0004896	LOC118508877|XP_035904578.1|ASTE	LOC117581141|XP_034123967.1|DGUA
OG0004897	LOC118508871|XP_035904567.1|ASTE	LOC117585900|XP_034131551.1|DGUA
OG0004898	LOC118508867|XP_035904547.1|ASTE	LOC117592432|XP_034142076.1|DGUA
OG0004899	LOC118508863|XP_035904516.1|ASTE	LOC117583041|XP_034127097.1|DGUA
OG0004900	LOC118511450|XP_035910443.1|ASTE	LOC117586150|XP_034131943.1|DGUA
OG0004901	LOC118513313|XP_035914794.1|ASTE	LOC117592426|XP_034142066.1|DGUA
OG0004902	LOC118510474|XP_035908234.1|ASTE	LOC117587121|XP_034133508.1|DGUA
OG0004903	LOC118508904|XP_035904656.1|ASTE	LOC117578659|XP_034120170.1|DGUA
OG0004904	LOC118510147|XP_035907532.1|ASTE	LOC117585593|XP_034131029.1|DGUA
OG0004905	LOC118510149|XP_035907539.1|ASTE	LOC117581315|XP_034124285.1|DGUA
OG0004906	LOC118511513|XP_035910582.1|ASTE	LOC117579247|XP_034120925.1|DGUA
OG0004907	LOC118509029|XP_035904959.1|ASTE	LOC117579732|XP_034121621.1|DGUA
OG0004908	LOC118509600|XP_035906284.1|ASTE	LOC117580045|XP_034122173.1|DGUA
OG0004909	LOC118509605|XP_035906295.1|ASTE	LOC117580216|XP_034122501.1|DGUA
OG0004910	LOC118513076|XP_035914331.1|ASTE	LOC117580213|XP_034122497.1|DGUA
OG0004911	LOC118513085|XP_035914346.1|ASTE	LOC117589147|XP_034136733.1|DGUA
OG0004912	LOC118511512|XP_035910581.1|ASTE	LOC117579249|XP_034120926.1|DGUA
OG0004913	LOC118512958|XP_035914075.1|ASTE	LOC117592265|XP_034141819.1|DGUA
OG0004914	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE	LOC117585449|XP_034130831.1|DGUA
OG0004915	LOC118509107|XP_035905166.1|ASTE	LOC117585244|XP_034130549.1|DGUA
OG0004916	LOC118509101|XP_035905150.1|ASTE	LOC117578529|XP_034119982.1|DGUA
OG0004917	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE	LOC117579589|XP_034121410.1|DGUA
OG0004918	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE	LOC117579586|XP_034121406.1|DGUA
OG0004919	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE	LOC117583732|XP_034128140.1|DGUA
OG0004920	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE	LOC117579610|XP_034121436.1|DGUA
OG0004921	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE	LOC117580113|XP_034122283.1|DGUA
OG0004923	LOC118509423|XP_035905904.1|ASTE	LOC117579160|XP_034120809.1|DGUA
OG0004924	LOC118514460|XP_035917270.1|ASTE	LOC117587349|XP_034133879.1|DGUA
OG0004925	LOC118510078|XP_035907377.1|ASTE	LOC117589245|XP_034136907.1|DGUA
OG0004926	LOC118514281|XP_035916916.1|ASTE	LOC117589037|XP_034136555.1|DGUA
OG0004927	LOC118510532|XP_035908373.1|ASTE	LOC117586882|XP_034133088.1|DGUA
OG0004928	LOC118511367|XP_035910238.1|ASTE	LOC117592262|XP_034141799.1|DGUA
OG0004929	LOC118511371|XP_035910258.1|ASTE	LOC117587229|XP_034133683.1|DGUA
OG0004930	LOC118512943|XP_035914043.1|ASTE	LOC117578824|XP_034120472.1|DGUA
OG0004931	LOC118512961|XP_035914080.1|ASTE	LOC117592292|XP_034141853.1|DGUA
OG0004932	LOC118512951|XP_035914062.1|ASTE	LOC117588987|XP_034136475.1|DGUA
OG0004933	LOC118511494|XP_035910546.1|ASTE	LOC117592431|XP_034142074.1|DGUA
OG0004934	LOC118512179|XP_035912159.1|ASTE	LOC117581939|XP_034125315.1|DGUA
OG0004935	LOC118510564|XP_035908442.1|ASTE	LOC117587487|XP_034134126.1|DGUA
OG0004936	LOC118509631|XP_035906410.1|ASTE	LOC117579407|XP_034121176.1|DGUA
OG0004937	LOC118512438|XP_035912792.1|ASTE	LOC117587108|XP_034133493.1|DGUA
OG0004939	LOC118510502|XP_035908298.1|ASTE	LOC117579636|XP_034121502.1|DGUA
OG0004940	LOC118510496|XP_035908283.1|ASTE	LOC117579629|XP_034121486.1|DGUA
OG0004941	LOC118510493|XP_035908278.1|ASTE	LOC117588875|XP_034136272.1|DGUA
OG0004942	LOC118510490|XP_035908275.1|ASTE	LOC117580159|XP_034122369.1|DGUA
OG0004943	LOC118510491|XP_035908276.1|ASTE	LOC117586816|XP_034132984.1|DGUA
OG0004944	LOC118514264|XP_035916874.1|ASTE	LOC117589117|XP_034136686.1|DGUA
OG0004945	LOC118514488|XP_035917304.1|ASTE	LOC117578489|XP_034119913.1|DGUA
OG0004946	LOC118510516|XP_035908333.1|ASTE	LOC117589016|XP_034136531.1|DGUA
OG0004947	LOC118510526|XP_035908363.1|ASTE	LOC117579462|XP_034121241.1|DGUA
OG0004948	LOC118510527|XP_035908364.1|ASTE	LOC117579231|XP_034120903.1|DGUA
OG0004949	LOC118510529|XP_035908367.1|ASTE	LOC117579230|XP_034120902.1|DGUA
OG0004950	LOC118514456|XP_035917266.1|ASTE	LOC117588844|XP_034136229.1|DGUA
OG0004951	LOC118510534|XP_035908377.1|ASTE	LOC117583688|XP_034128055.1|DGUA
OG0004952	LOC118510557|XP_035908432.1|ASTE	LOC117580146|XP_034122346.1|DGUA
OG0004953	LOC118510561|XP_035908438.1|ASTE	LOC117588947|XP_034136417.1|DGUA
OG0004954	LOC118510464|XP_035908212.1|ASTE	LOC117588925|XP_034136392.1|DGUA
OG0004955	LOC118513608|XP_035915551.1|ASTE	LOC117587514|XP_034134203.1|DGUA
OG0004956	LOC118512074|XP_035911895.1|ASTE	LOC117586228|XP_034132058.1|DGUA
OG0004957	LOC118512133|XP_035912031.1|ASTE	LOC117579487|XP_034121277.1|DGUA
OG0004958	LOC118512138|XP_035912048.1|ASTE	LOC117580327|XP_034122716.1|DGUA
OG0004959	LOC118512154|XP_035912087.1|ASTE	LOC117580330|XP_034122719.1|DGUA
OG0004960	LOC118512145|XP_035912071.1|ASTE	LOC117580326|XP_034122712.1|DGUA
OG0004961	LOC118512148|XP_035912077.1|ASTE	LOC117591833|XP_034141087.1|DGUA
OG0004962	LOC118512147|XP_035912076.1|ASTE	LOC117579466|XP_034121244.1|DGUA
OG0004963	LOC118512155|XP_035912088.1|ASTE	LOC117579306|XP_034121006.1|DGUA
OG0004964	LOC118509534|XP_035906147.1|ASTE	LOC117579794|XP_034121754.1|DGUA
OG0004965	LOC118512681|XP_035913357.1|ASTE	LOC117580315|XP_034122701.1|DGUA
OG0004966	LOC118512687|XP_035913370.1|ASTE	LOC117580311|XP_034122696.1|DGUA
OG0004967	LOC118509432|XP_035905914.1|ASTE	LOC117592610|XP_034142384.1|DGUA
OG0004968	LOC118512742|XP_035913522.1|ASTE	LOC117579332|XP_034121049.1|DGUA
OG0004969	LOC118512739|XP_035913500.1|ASTE	LOC117592670|XP_034142521.1|DGUA
OG0004970	LOC118512740|XP_035913501.1|ASTE	LOC117579328|XP_034121043.1|DGUA
OG0004971	LOC118512741|XP_035913502.1|ASTE	LOC117579330|XP_034121047.1|DGUA
OG0004972	LOC118512747|XP_035913526.1|ASTE	LOC117580318|XP_034122705.1|DGUA
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	LOC117588989|XP_034136479.1|DGUA
