Orthogroup	ASTE.longest_only	DHYD.longest_only
OG0004741	LOC118505177|XP_035896523.1|ASTE	LOC111604251|XP_023178005.2|DHYD
OG0004742	LOC118505139|XP_035896381.1|ASTE	LOC111594130|XP_030079792.1|DHYD
OG0004743	LOC118506918|XP_035900607.1|ASTE	LOC111592685|XP_023160819.2|DHYD
OG0004744	LOC118506876|XP_035900513.1|ASTE	LOC111601160|XP_023173408.1|DHYD
OG0004745	LOC118505848|XP_035898115.1|ASTE	LOC111604885|XP_030078765.1|DHYD
OG0004746	LOC118503461|XP_035892639.1|ASTE	LOC111604642|XP_030078616.1|DHYD
OG0004747	LOC118503465|XP_035892644.1|ASTE	LOC111598899|XP_023170134.2|DHYD
OG0004748	LOC118504716|XP_035895446.1|ASTE	LOC111604641|XP_030078648.1|DHYD
OG0004749	LOC118507891|XP_035903022.1|ASTE	LOC111600613|XP_023172574.1|DHYD
OG0004750	LOC118502406|XP_035890522.1|ASTE	LOC111597876|XP_023168569.1|DHYD
OG0004751	LOC118503464|XP_035892643.1|ASTE	LOC111594962|XP_023164229.2|DHYD
OG0004752	LOC118506451|XP_035899483.1|ASTE	LOC111597766|XP_023168392.2|DHYD
OG0004753	LOC118506449|XP_035899479.1|ASTE	LOC111594492|XP_023163570.1|DHYD
OG0004754	LOC118506448|XP_035899478.1|ASTE	LOC111603246|XP_023176521.1|DHYD
OG0004755	LOC118508494|XP_035904220.1|ASTE	LOC111600634|XP_023172607.1|DHYD
OG0004756	LOC118508493|XP_035904219.1|ASTE	LOC111600709|XP_023172733.2|DHYD
OG0004757	LOC118502820|XP_035891378.1|ASTE	LOC111594587|XP_023163713.2|DHYD
OG0004758	LOC118505400|XP_035897025.1|ASTE	LOC111601342|XP_023173641.2|DHYD
OG0004759	LOC118505403|XP_035897031.1|ASTE	LOC111605433|XP_023179716.1|DHYD
OG0004760	LOC118506441|XP_035899468.1|ASTE	LOC111602645|XP_023175579.2|DHYD
OG0004761	LOC118504902|XP_035895861.1|ASTE	LOC111602537|XP_023175447.2|DHYD
OG0004762	LOC118502548|XP_035890722.1|ASTE	LOC111592584|XP_023160665.1|DHYD
OG0004763	LOC118507875|XP_035902976.1|ASTE	LOC111592930|XP_023161157.1|DHYD
OG0004764	LOC118507866|XP_035902965.1|ASTE	LOC111593255|XP_023161687.1|DHYD
OG0004765	LOC118507874|XP_035902974.1|ASTE	LOC111601768|XP_030081568.1|DHYD
OG0004766	LOC118507852|XP_035902878.1|ASTE	LOC111593690|XP_023162356.1|DHYD
OG0004767	LOC118502861|XP_035891462.1|ASTE	LOC111605482|XP_023179785.2|DHYD
OG0004768	LOC118506894|XP_035900566.1|ASTE	LOC111605524|XP_023179853.2|DHYD
OG0004769	LOC118506921|XP_035900611.1|ASTE	LOC111599003|XP_023170282.2|DHYD
OG0004770	LOC118506956|XP_035900669.1|ASTE	LOC111601337|XP_023173634.1|DHYD
OG0004771	LOC118506938|XP_035900649.1|ASTE	LOC111596424|XP_023166404.2|DHYD
OG0004772	LOC118517614|XP_035919803.1|ASTE	LOC111602717|XP_030078721.1|DHYD
OG0004773	LOC118506458|XP_035899513.1|ASTE	LOC111600663|XP_023172656.1|DHYD
OG0004774	LOC118506454|XP_035899485.1|ASTE	LOC111600664|XP_023172657.1|DHYD, LOC115482730|XP_030081894.1|DHYD
OG0004775	LOC118506459|XP_035899514.1|ASTE	LOC111595727|XP_023165349.1|DHYD
OG0004776	LOC118504291|XP_035894480.1|ASTE	LOC111593823|XP_023162623.2|DHYD
OG0004777	LOC118502751|XP_035891210.1|ASTE	LOC111600847|XP_023172920.1|DHYD
OG0004778	LOC118504447|XP_035894833.1|ASTE	LOC111600407|XP_023172256.1|DHYD
OG0004779	LOC118504445|XP_035894825.1|ASTE	LOC111602791|XP_023175836.2|DHYD
OG0004780	LOC118504448|XP_035894834.1|ASTE	LOC111599157|XP_023170496.1|DHYD
OG0004781	LOC118504436|XP_035894770.1|ASTE	LOC111604256|XP_023178014.2|DHYD
OG0004782	LOC118508309|XP_035903860.1|ASTE	LOC111602699|XP_023175699.2|DHYD
OG0004783	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE	LOC111603211|XP_023176476.1|DHYD
OG0004784	LOC118507921|XP_035903114.1|ASTE	LOC111594550|XP_023163671.1|DHYD
OG0004785	LOC118502942|XP_035891586.1|ASTE	LOC111594564|XP_023163689.1|DHYD
OG0004786	LOC118502940|XP_035891584.1|ASTE	LOC111594586|XP_023163712.1|DHYD
OG0004787	LOC118502422|XP_035890542.1|ASTE	LOC111594443|XP_023163498.1|DHYD
OG0004788	LOC118502937|XP_035891581.1|ASTE	LOC111594607|XP_023163750.2|DHYD
OG0004789	LOC118502938|XP_035891582.1|ASTE	LOC111594444|XP_023163499.2|DHYD
OG0004790	LOC118502930|XP_035891569.1|ASTE	LOC111597104|XP_030080688.1|DHYD
OG0004791	LOC118502923|XP_035891554.1|ASTE	LOC111597155|XP_030080685.1|DHYD
OG0004792	LOC118502925|XP_035891556.1|ASTE	LOC111603485|XP_023176850.1|DHYD
OG0004793	LOC118506373|XP_035899291.1|ASTE	LOC111594815|XP_023164045.2|DHYD
OG0004794	LOC118504689|XP_035895401.1|ASTE	LOC111605587|XP_023179958.2|DHYD
OG0004795	LOC118506786|XP_035900295.1|ASTE	LOC111603245|XP_023176520.2|DHYD
OG0004796	LOC118507511|XP_035901944.1|ASTE	LOC111596411|XP_023166390.1|DHYD
OG0004797	LOC118507515|XP_035901962.1|ASTE	LOC111598219|XP_030080666.1|DHYD
OG0004798	LOC118502965|XP_035891622.1|ASTE	LOC111594450|XP_023163511.1|DHYD
OG0004799	LOC118507901|XP_035903048.1|ASTE	LOC111605464|XP_023179751.2|DHYD
OG0004800	LOC118504402|XP_035894722.1|ASTE	LOC111593264|XP_023161699.1|DHYD
OG0004801	LOC118504831|XP_035895728.1|ASTE	LOC111598517|XP_023169561.2|DHYD
OG0004802	LOC118507495|XP_035901917.1|ASTE	LOC111600669|XP_023172685.2|DHYD
OG0004803	LOC118506358|XP_035899264.1|ASTE	LOC111600231|XP_030080753.1|DHYD
OG0004804	LOC118503122|XP_035891961.1|ASTE	LOC111605475|XP_023179777.2|DHYD
OG0004805	LOC118505542|XP_035897364.1|ASTE	LOC111593678|XP_023162338.2|DHYD
OG0004806	LOC118505238|XP_035896671.1|ASTE	LOC111591982|XP_023159701.1|DHYD
OG0004807	LOC118507518|XP_035901971.1|ASTE	LOC111600843|XP_023172916.1|DHYD
OG0004808	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE	LOC111594620|XP_023163779.1|DHYD
OG0004809	LOC118507817|XP_035902787.1|ASTE	LOC115483778|XP_030081880.1|DHYD, LOC111600697|XP_023172720.1|DHYD
OG0004810	LOC118507816|XP_035902785.1|ASTE	LOC111600708|XP_023172732.1|DHYD
OG0004811	LOC118504489|XP_035894901.1|ASTE	LOC111596652|XP_023166719.1|DHYD
OG0004812	LOC118507691|XP_035902386.1|ASTE	LOC111593692|XP_023162359.2|DHYD
OG0004813	LOC118507474|XP_035901872.1|ASTE	LOC111603657|XP_023177109.2|DHYD
OG0004814	LOC118505038|XP_035896169.1|ASTE	LOC111605427|XP_023179704.2|DHYD
OG0004815	LOC118507731|XP_035902581.1|ASTE	LOC111605129|XP_023179261.2|DHYD
OG0004816	LOC118503574|XP_035892901.1|ASTE	LOC111603178|XP_023176427.2|DHYD
OG0004817	LOC118507964|XP_035903186.1|ASTE	LOC111603145|XP_023176389.2|DHYD
OG0004818	LOC118511920|XP_035911451.1|ASTE	LOC111602769|XP_023175800.1|DHYD
OG0004819	LOC118511918|XP_035911449.1|ASTE	LOC111599596|XP_023171047.2|DHYD
OG0004820	LOC118511917|XP_035911448.1|ASTE	LOC111594622|XP_023163780.2|DHYD
OG0004821	LOC118511914|XP_035911439.1|ASTE	LOC111596419|XP_023166398.2|DHYD
OG0004822	LOC118511928|XP_035911490.1|ASTE	LOC111601498|XP_023173855.2|DHYD
OG0004823	LOC118510414|XP_035908071.1|ASTE	LOC111594411|XP_023163455.2|DHYD
OG0004824	LOC118513706|XP_035915730.1|ASTE	LOC111594412|XP_023163464.1|DHYD
OG0004825	LOC118511986|XP_035911619.1|ASTE	LOC111594132|XP_023163060.1|DHYD
OG0004826	LOC118511970|XP_035911600.1|ASTE	LOC111595589|XP_023165171.2|DHYD
OG0004827	LOC118511972|XP_035911602.1|ASTE	LOC111595699|XP_023165315.2|DHYD
OG0004828	LOC118511979|XP_035911611.1|ASTE	LOC111602676|XP_023175658.1|DHYD
OG0004829	LOC118502960|XP_035891616.1|ASTE	LOC111596501|XP_023166530.2|DHYD
OG0004830	LOC118502992|XP_035891685.1|ASTE	LOC111598547|XP_030080580.1|DHYD
OG0004831	LOC118503119|XP_035891957.1|ASTE	LOC111600460|XP_023172329.1|DHYD
OG0004832	LOC118506820|XP_035900401.1|ASTE	LOC111596086|XP_023165918.1|DHYD
OG0004833	LOC118505425|XP_035897080.1|ASTE	LOC111598541|XP_023169598.1|DHYD
OG0004834	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE	LOC111602771|XP_023175805.1|DHYD, LOC115483790|XP_030081908.1|DHYD
OG0004835	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE	LOC111601421|XP_023173764.2|DHYD
OG0004836	LOC118504295|XP_035894484.1|ASTE	LOC111596604|XP_023166654.2|DHYD
OG0004837	LOC118503765|XP_035893327.1|ASTE	LOC111605727|XP_023180187.1|DHYD
OG0004838	LOC118506919|XP_035900608.1|ASTE	LOC111601321|XP_023173619.2|DHYD
OG0004839	LOC118506907|XP_035900590.1|ASTE	LOC111601292|XP_023173569.2|DHYD
OG0004840	LOC118509343|XP_035905748.1|ASTE	LOC111593357|XP_030078671.1|DHYD
OG0004841	LOC118508582|XP_035904380.1|ASTE	LOC111598967|XP_023170227.1|DHYD
OG0004842	LOC118504662|XP_035895338.1|ASTE	LOC111604260|XP_023178022.1|DHYD
OG0004843	LOC118503118|XP_035891956.1|ASTE	LOC111592938|XP_023161167.1|DHYD
OG0004844	LOC118504427|XP_035894759.1|ASTE	LOC111604951|XP_023178995.2|DHYD
OG0004845	LOC118504426|XP_035894756.1|ASTE	LOC111604933|XP_023178971.1|DHYD
OG0004846	LOC118504685|XP_035895392.1|ASTE	LOC111595013|XP_023164287.1|DHYD
OG0004847	LOC118505042|XP_035896187.1|ASTE	LOC111595011|XP_023164285.2|DHYD
OG0004848	LOC118502863|XP_035891464.1|ASTE	LOC111600938|XP_023173077.2|DHYD
OG0004850	LOC118507772|XP_035902695.1|ASTE	LOC111596276|XP_023166206.1|DHYD
OG0004851	LOC118507770|XP_035902684.1|ASTE	LOC111595189|XP_030078617.1|DHYD
OG0004852	LOC118507778|XP_035902704.1|ASTE	LOC111595676|XP_023165283.2|DHYD
OG0004853	LOC118511467|XP_035910478.1|ASTE	LOC111594129|XP_023163056.2|DHYD
OG0004854	LOC118510172|XP_035907582.1|ASTE	LOC111605196|XP_023179368.1|DHYD
OG0004855	LOC118510182|XP_035907597.1|ASTE	LOC111592810|XP_023160989.2|DHYD
OG0004856	LOC118513116|XP_035914408.1|ASTE	LOC111603064|XP_030081848.1|DHYD
OG0004857	LOC118513137|XP_035914455.1|ASTE	LOC111601714|XP_023174200.2|DHYD
OG0004858	LOC118514418|XP_035917197.1|ASTE	LOC111603072|XP_023176297.2|DHYD
OG0004859	LOC118514419|XP_035917201.1|ASTE	LOC111603073|XP_023176300.2|DHYD
OG0004860	LOC118514426|XP_035917221.1|ASTE	LOC111602893|XP_023175997.1|DHYD
OG0004861	LOC118514421|XP_035917210.1|ASTE	LOC111598679|XP_023169808.2|DHYD
OG0004863	LOC118512171|XP_035912150.1|ASTE	LOC111605644|XP_023180073.2|DHYD
OG0004864	LOC118512178|XP_035912157.1|ASTE	LOC111598688|XP_023169820.1|DHYD
OG0004865	LOC118512177|XP_035912156.1|ASTE	LOC111594964|XP_023164230.2|DHYD
OG0004866	LOC118508915|XP_035904670.1|ASTE	LOC111605651|XP_023180081.2|DHYD
OG0004867	LOC118512966|XP_035914085.1|ASTE	LOC111603554|XP_023176959.2|DHYD
OG0004868	LOC118512954|XP_035914068.1|ASTE	LOC111603234|XP_023176509.2|DHYD
OG0004869	LOC118510596|XP_035908494.1|ASTE	LOC111597637|XP_023168210.1|DHYD
OG0004870	LOC118510600|XP_035908500.1|ASTE	LOC111597642|XP_023168215.1|DHYD
OG0004871	LOC118512068|XP_035911847.1|ASTE	LOC111604112|XP_023177787.2|DHYD
OG0004872	LOC118503195|XP_035892070.1|ASTE	LOC111605377|XP_023179629.1|DHYD
OG0004873	LOC118512194|XP_035912189.1|ASTE	LOC111596226|XP_023166111.2|DHYD
OG0004874	LOC118512195|XP_035912190.1|ASTE	LOC111604246|XP_030080826.1|DHYD
OG0004875	LOC118512180|XP_035912160.1|ASTE	LOC111594898|XP_023164152.2|DHYD
OG0004876	LOC118512182|XP_035912165.1|ASTE	LOC111602826|XP_023175905.2|DHYD
OG0004877	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE	LOC111598382|XP_023169359.2|DHYD
OG0004878	LOC118508896|XP_035904625.1|ASTE	LOC111604138|XP_023177824.1|DHYD
OG0004880	LOC118512113|XP_035911981.1|ASTE	LOC111596665|XP_023166740.1|DHYD
OG0004881	LOC118512054|XP_035911798.1|ASTE	LOC111592319|XP_023160204.2|DHYD
OG0004883	LOC118512082|XP_035911934.1|ASTE	LOC111597539|XP_023168096.2|DHYD
OG0004884	LOC118512044|XP_035911760.1|ASTE	LOC111597708|XP_023168314.2|DHYD
OG0004885	LOC118512091|XP_035911948.1|ASTE	LOC111605210|XP_030081099.1|DHYD
OG0004886	LOC118512089|XP_035911946.1|ASTE	LOC111594008|XP_023162873.1|DHYD
OG0004887	LOC118512122|XP_035911993.1|ASTE	LOC111597671|XP_023168265.1|DHYD
OG0004888	LOC118512043|XP_035911756.1|ASTE	LOC111598262|XP_030081015.1|DHYD
OG0004889	LOC118514168|XP_035916722.1|ASTE	LOC111600629|XP_023172600.2|DHYD
OG0004890	LOC118512098|XP_035911957.1|ASTE	LOC111600738|XP_023172785.1|DHYD
OG0004891	LOC118514247|XP_035916853.1|ASTE	LOC111593445|XP_023161966.2|DHYD
OG0004892	LOC118512079|XP_035911911.1|ASTE	LOC111594339|XP_023163354.1|DHYD
OG0004893	LOC118508873|XP_035904569.1|ASTE	LOC111600600|XP_023172560.2|DHYD
OG0004894	LOC118508880|XP_035904586.1|ASTE	LOC111603290|XP_023176581.1|DHYD
OG0004895	LOC118508874|XP_035904570.1|ASTE	LOC111594116|XP_023163043.1|DHYD
OG0004896	LOC118508877|XP_035904578.1|ASTE	LOC111604305|XP_023178109.2|DHYD
OG0004897	LOC118508871|XP_035904567.1|ASTE	LOC111604281|XP_030080986.1|DHYD
OG0004898	LOC118508867|XP_035904547.1|ASTE	LOC111593731|XP_023162487.1|DHYD
OG0004899	LOC118508863|XP_035904516.1|ASTE	LOC111599895|XP_030079706.1|DHYD
OG0004900	LOC118511450|XP_035910443.1|ASTE	LOC111600711|XP_023172736.2|DHYD
OG0004901	LOC118513313|XP_035914794.1|ASTE	LOC111600640|XP_023172615.2|DHYD
OG0004902	LOC118510474|XP_035908234.1|ASTE	LOC111596938|XP_023167157.1|DHYD
OG0004903	LOC118508904|XP_035904656.1|ASTE	LOC111603846|XP_023177396.1|DHYD
OG0004904	LOC118510147|XP_035907532.1|ASTE	LOC111602733|XP_023175746.2|DHYD
OG0004905	LOC118510149|XP_035907539.1|ASTE	LOC111593819|XP_023162617.1|DHYD
OG0004906	LOC118511513|XP_035910582.1|ASTE	LOC111603736|XP_023177220.2|DHYD
OG0004907	LOC118509029|XP_035904959.1|ASTE	LOC111595652|XP_023165243.1|DHYD
OG0004908	LOC118509600|XP_035906284.1|ASTE	LOC111592962|XP_023161220.2|DHYD
OG0004909	LOC118509605|XP_035906295.1|ASTE	LOC111592950|XP_023161198.1|DHYD
OG0004910	LOC118513076|XP_035914331.1|ASTE	LOC111592955|XP_023161211.2|DHYD
OG0004911	LOC118513085|XP_035914346.1|ASTE	LOC111601086|XP_023173281.1|DHYD
OG0004912	LOC118511512|XP_035910581.1|ASTE	LOC111603691|XP_023177149.1|DHYD
OG0004913	LOC118512958|XP_035914075.1|ASTE	LOC111602144|XP_023174861.1|DHYD
OG0004914	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE	LOC111602100|XP_023174804.2|DHYD
OG0004915	LOC118509107|XP_035905166.1|ASTE	LOC111604087|XP_023177746.2|DHYD
OG0004916	LOC118509101|XP_035905150.1|ASTE	LOC111596626|XP_023166680.1|DHYD
OG0004917	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE	LOC111595267|XP_023164681.1|DHYD
OG0004918	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE	LOC111595264|XP_023164678.2|DHYD
OG0004919	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE	LOC111594487|XP_023163563.1|DHYD
OG0004920	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE	LOC111604421|XP_023178245.2|DHYD
OG0004921	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE	LOC111602909|XP_030081141.1|DHYD
OG0004922	LOC118513034|XP_035914204.1|ASTE	LOC111605162|XP_023179315.1|DHYD
OG0004923	LOC118509423|XP_035905904.1|ASTE	LOC111595275|XP_023164690.1|DHYD
OG0004924	LOC118514460|XP_035917270.1|ASTE	LOC111600502|XP_023172398.2|DHYD
OG0004925	LOC118510078|XP_035907377.1|ASTE	LOC111600458|XP_023172327.1|DHYD
OG0004926	LOC118514281|XP_035916916.1|ASTE	LOC111600506|XP_023172402.1|DHYD
OG0004927	LOC118510532|XP_035908373.1|ASTE	LOC111600520|XP_023172420.1|DHYD
OG0004928	LOC118511367|XP_035910238.1|ASTE	LOC111592425|XP_023160368.2|DHYD
OG0004929	LOC118511371|XP_035910258.1|ASTE	LOC111601078|XP_023173272.1|DHYD
OG0004930	LOC118512943|XP_035914043.1|ASTE	LOC111603249|XP_023176528.2|DHYD
OG0004931	LOC118512961|XP_035914080.1|ASTE	LOC111602146|XP_023174863.1|DHYD
OG0004932	LOC118512951|XP_035914062.1|ASTE	LOC111600470|XP_023172345.2|DHYD
OG0004933	LOC118511494|XP_035910546.1|ASTE	LOC111593550|XP_023162172.1|DHYD
OG0004934	LOC118512179|XP_035912159.1|ASTE	LOC111600109|XP_023171839.1|DHYD
OG0004935	LOC118510564|XP_035908442.1|ASTE	LOC111602220|XP_023174966.2|DHYD
OG0004936	LOC118509631|XP_035906410.1|ASTE	LOC111599659|XP_023171123.2|DHYD
OG0004937	LOC118512438|XP_035912792.1|ASTE	LOC111595649|XP_023165241.2|DHYD
OG0004939	LOC118510502|XP_035908298.1|ASTE	LOC111604523|XP_023178388.2|DHYD
OG0004940	LOC118510496|XP_035908283.1|ASTE	LOC111605108|XP_023179218.2|DHYD
OG0004941	LOC118510493|XP_035908278.1|ASTE	LOC111600471|XP_023172347.2|DHYD
OG0004942	LOC118510490|XP_035908275.1|ASTE	LOC111593092|XP_023161456.2|DHYD
OG0004943	LOC118510491|XP_035908276.1|ASTE	LOC111601605|XP_023174038.1|DHYD
OG0004944	LOC118514264|XP_035916874.1|ASTE	LOC111602926|XP_023176042.1|DHYD
OG0004945	LOC118514488|XP_035917304.1|ASTE	LOC111601804|XP_023174402.1|DHYD
OG0004946	LOC118510516|XP_035908333.1|ASTE	LOC111591866|XP_023159516.1|DHYD
OG0004947	LOC118510526|XP_035908363.1|ASTE	LOC111595284|XP_023164704.1|DHYD
OG0004948	LOC118510527|XP_035908364.1|ASTE	LOC111595286|XP_023164706.2|DHYD
OG0004949	LOC118510529|XP_035908367.1|ASTE	LOC115482994|XP_030079494.1|DHYD, LOC111595305|XP_030079506.1|DHYD
OG0004950	LOC118514456|XP_035917266.1|ASTE	LOC111596271|XP_023166178.2|DHYD
OG0004951	LOC118510534|XP_035908377.1|ASTE	LOC111603238|XP_023176511.1|DHYD
OG0004952	LOC118510557|XP_035908432.1|ASTE	LOC111601715|XP_023174202.2|DHYD
OG0004953	LOC118510561|XP_035908438.1|ASTE	LOC111600467|XP_023172341.1|DHYD
OG0004954	LOC118510464|XP_035908212.1|ASTE	LOC111600464|XP_023172337.2|DHYD
OG0004955	LOC118513608|XP_035915551.1|ASTE	LOC111601022|XP_023173197.2|DHYD
OG0004956	LOC118512074|XP_035911895.1|ASTE	LOC111599882|XP_023171467.2|DHYD
OG0004957	LOC118512133|XP_035912031.1|ASTE	LOC111601697|XP_023174181.2|DHYD
OG0004958	LOC118512138|XP_035912048.1|ASTE	LOC111605172|XP_030081499.1|DHYD
OG0004959	LOC118512154|XP_035912087.1|ASTE	LOC111605180|XP_023179345.1|DHYD
OG0004960	LOC118512145|XP_035912071.1|ASTE	LOC111605199|XP_023179374.2|DHYD
OG0004961	LOC118512148|XP_035912077.1|ASTE	LOC111599378|XP_023170785.2|DHYD
OG0004962	LOC118512147|XP_035912076.1|ASTE	LOC111597479|XP_023167998.1|DHYD
OG0004963	LOC118512155|XP_035912088.1|ASTE	LOC111592323|XP_023160211.2|DHYD
OG0004964	LOC118509534|XP_035906147.1|ASTE	LOC111598757|XP_023169932.2|DHYD
OG0004965	LOC118512681|XP_035913357.1|ASTE	LOC111601048|XP_023173231.1|DHYD
OG0004966	LOC118512687|XP_035913370.1|ASTE	LOC111601038|XP_023173218.1|DHYD
OG0004967	LOC118509432|XP_035905914.1|ASTE	LOC111597639|XP_023168212.2|DHYD
OG0004968	LOC118512742|XP_035913522.1|ASTE	LOC111591915|XP_023159605.1|DHYD
OG0004969	LOC118512739|XP_035913500.1|ASTE	LOC111598808|XP_023169999.2|DHYD
OG0004970	LOC118512740|XP_035913501.1|ASTE	LOC111591920|XP_030079638.1|DHYD
OG0004971	LOC118512741|XP_035913502.1|ASTE	LOC111591922|XP_023159617.1|DHYD
OG0004972	LOC118512747|XP_035913526.1|ASTE	LOC111601075|XP_023173269.1|DHYD
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	LOC111596508|XP_023166539.1|DHYD
OG0004974	LOC118513094|XP_035914388.1|ASTE	LOC111605195|XP_023179367.2|DHYD
OG0004975	LOC118509426|XP_035905907.1|ASTE	LOC111595273|XP_023164688.1|DHYD
OG0004976	LOC118509425|XP_035905906.1|ASTE	LOC111596847|XP_023167039.1|DHYD
OG0004977	LOC118510274|XP_035907781.1|ASTE	LOC111599889|XP_023171480.1|DHYD
OG0004978	LOC118509481|XP_035906026.1|ASTE	LOC111602379|XP_023175163.2|DHYD
OG0004979	LOC118509497|XP_035906048.1|ASTE	LOC111601588|XP_023174011.1|DHYD
OG0004980	LOC118509932|XP_035907155.1|ASTE	LOC111597274|XP_023167657.2|DHYD
OG0004981	LOC118510069|XP_035907354.1|ASTE	LOC111592291|XP_023160162.2|DHYD
OG0004982	LOC118510068|XP_035907353.1|ASTE	LOC111592259|XP_023160115.2|DHYD
OG0004983	LOC118510070|XP_035907356.1|ASTE	LOC111598733|XP_023169894.2|DHYD
OG0004984	LOC118509939|XP_035907163.1|ASTE	LOC111604786|XP_023178767.1|DHYD
OG0004985	LOC118509528|XP_035906138.1|ASTE	LOC111602886|XP_023175986.2|DHYD
OG0004986	LOC118509525|XP_035906128.1|ASTE	LOC111599254|XP_023170621.1|DHYD
OG0004987	LOC118509523|XP_035906122.1|ASTE	LOC111605684|XP_023180119.2|DHYD
OG0004988	LOC118509529|XP_035906142.1|ASTE	LOC111602887|XP_030081140.1|DHYD
OG0004989	LOC118510323|XP_035907863.1|ASTE	LOC111605670|XP_023180102.1|DHYD
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC111602122|XP_023174839.1|DHYD
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC111602388|XP_023175175.1|DHYD
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC111602389|XP_023175177.2|DHYD
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	LOC111601691|XP_023174169.2|DHYD
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC111604489|XP_023178347.2|DHYD
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC111601595|XP_023174024.2|DHYD
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC111592960|XP_023161218.1|DHYD
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC111594023|XP_023162898.1|DHYD
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC111597728|XP_023168338.1|DHYD
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC111601649|XP_023174099.2|DHYD
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC111599397|XP_023170809.1|DHYD
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC111601690|XP_023174167.2|DHYD
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC111601481|XP_023173838.1|DHYD
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC111592838|XP_023161029.1|DHYD
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC111601028|XP_023173205.1|DHYD
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC111604537|XP_023178404.2|DHYD
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC111595387|XP_023164853.1|DHYD
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC111601110|XP_023173324.2|DHYD
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC111597469|XP_023167986.2|DHYD
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC111604775|XP_023178748.1|DHYD
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC111598383|XP_023169360.2|DHYD
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC111600066|XP_023171764.2|DHYD
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC111597502|XP_023168035.2|DHYD
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC111604788|XP_023178769.2|DHYD
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC111598726|XP_023169885.1|DHYD
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC111604440|XP_023178277.2|DHYD
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC111598699|XP_023169833.1|DHYD
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC111602900|XP_023176004.2|DHYD
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC111601073|XP_023173265.1|DHYD
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC111596939|XP_023167159.1|DHYD
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC111593871|XP_023162700.2|DHYD
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC111594701|XP_023163890.2|DHYD
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC111595294|XP_023164716.2|DHYD
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC111600645|XP_023172630.1|DHYD
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC111596969|XP_023167213.1|DHYD
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC111597494|XP_023168020.2|DHYD
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC111601734|XP_023174226.2|DHYD
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC111604485|XP_023178340.2|DHYD
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC111605544|XP_023179874.1|DHYD
