Orthogroup	ASTE.longest_only	HILL.longest_only
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC119650183|XP_037908666.1|HILL
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC119660199|XP_037924553.1|HILL
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC119646646|XP_037903088.1|HILL
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC119647004|XP_037903658.1|HILL
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC119660459|XP_037924948.1|HILL
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC119660216|XP_037924579.1|HILL
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC119654299|XP_037915534.1|HILL
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC119660113|XP_037924431.1|HILL
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC119649291|XP_037907313.1|HILL
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC119646818|XP_037903360.1|HILL
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC119648767|XP_037906527.1|HILL
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC119647231|XP_037904008.1|HILL
OG0005202	LOC118512238|XP_035912271.1|ASTE	LOC119659373|XP_037923357.1|HILL
OG0005203	LOC118504533|XP_035894971.1|ASTE	LOC119647771|XP_037904877.1|HILL
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	LOC119652377|XP_037912402.1|HILL
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	LOC119651667|XP_037911288.1|HILL
OG0005206	LOC118511881|XP_035911398.1|ASTE	LOC119659287|XP_037923228.1|HILL
OG0005207	LOC118510972|XP_035909357.1|ASTE	LOC119659462|XP_037923476.1|HILL
OG0005208	LOC118510968|XP_035909352.1|ASTE	LOC119661158|XP_037926302.1|HILL
OG0005209	LOC118510967|XP_035909351.1|ASTE	LOC119651948|XP_037911730.1|HILL
OG0005210	LOC118510966|XP_035909345.1|ASTE	LOC119651982|XP_037911820.1|HILL
OG0005211	LOC118511204|XP_035909877.1|ASTE	LOC119657737|XP_037920711.1|HILL
OG0005212	LOC118511121|XP_035909746.1|ASTE	LOC119653949|XP_037915041.1|HILL
OG0005213	LOC118511036|XP_035909520.1|ASTE	LOC119652591|XP_037912743.1|HILL
OG0005214	LOC118513662|XP_035915648.1|ASTE	LOC119647681|XP_037904724.1|HILL
OG0005215	LOC118513390|XP_035914960.1|ASTE	LOC119648817|XP_037906602.1|HILL
OG0005216	LOC118513401|XP_035914977.1|ASTE	LOC119651164|XP_037910510.1|HILL
OG0005217	LOC118513378|XP_035914921.1|ASTE	LOC119650644|XP_037909497.1|HILL
OG0005218	LOC118513371|XP_035914895.1|ASTE	LOC119651080|XP_037910348.1|HILL
OG0005219	LOC118512451|XP_035912809.1|ASTE	LOC119652007|XP_037911866.1|HILL
OG0005220	LOC118513922|XP_035916182.1|ASTE	LOC119647508|XP_037904396.1|HILL
OG0005221	LOC118513955|XP_035916244.1|ASTE	LOC119651598|XP_037911176.1|HILL
OG0005222	LOC118513907|XP_035916125.1|ASTE	LOC119653272|XP_037913822.1|HILL
OG0005223	LOC118512700|XP_035913415.1|ASTE	LOC119646923|XP_037903530.1|HILL
OG0005224	LOC118512724|XP_035913465.1|ASTE	LOC119651975|XP_037911809.1|HILL
OG0005225	LOC118511739|XP_035911082.1|ASTE	LOC119652191|XP_037912062.1|HILL
OG0005226	LOC118511725|XP_035911056.1|ASTE	LOC119661440|XP_037926714.1|HILL
OG0005227	LOC118511731|XP_035911070.1|ASTE	LOC119646782|XP_037903294.1|HILL
OG0005228	LOC118511729|XP_035911068.1|ASTE	LOC119646780|XP_037903292.1|HILL
OG0005229	LOC118511108|XP_035909725.1|ASTE	LOC119661611|XP_037926954.1|HILL
OG0005230	LOC118513669|XP_035915663.1|ASTE	LOC119652592|XP_037912744.1|HILL
OG0005231	LOC118512660|XP_035913302.1|ASTE	LOC119646592|XP_037903013.1|HILL
OG0005232	LOC118512226|XP_035912235.1|ASTE	LOC119652329|XP_037912269.1|HILL
OG0005233	LOC118513840|XP_035916010.1|ASTE	LOC119650831|XP_037909900.1|HILL
OG0005234	LOC118512028|XP_035911712.1|ASTE	LOC119653196|XP_037913683.1|HILL
OG0005235	LOC118508933|XP_035904734.1|ASTE	LOC119646624|XP_037903060.1|HILL
OG0005236	LOC118508932|XP_035904733.1|ASTE	LOC119646625|XP_037903061.1|HILL
OG0005237	LOC118508928|XP_035904727.1|ASTE	LOC119661701|XP_037927076.1|HILL
OG0005238	LOC118508931|XP_035904732.1|ASTE	LOC119661751|XP_037927149.1|HILL
OG0005239	LOC118511096|XP_035909698.1|ASTE	LOC119648871|XP_037906690.1|HILL
OG0005240	LOC118511101|XP_035909714.1|ASTE	LOC119651591|XP_037911168.1|HILL
OG0005241	LOC118511074|XP_035909626.1|ASTE	LOC119647642|XP_037904636.1|HILL
OG0005242	LOC118511114|XP_035909732.1|ASTE	LOC119646362|XP_037902727.1|HILL
OG0005243	LOC118511088|XP_035909667.1|ASTE	LOC119650888|XP_037909996.1|HILL
OG0005244	LOC118513938|XP_035916215.1|ASTE	LOC119659971|XP_037924261.1|HILL
OG0005245	LOC118513923|XP_035916184.1|ASTE	LOC119659377|XP_037923365.1|HILL
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC119654661|XP_037916080.1|HILL
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC119652677|XP_037912879.1|HILL
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC119661189|XP_037926338.1|HILL
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC119659784|XP_037923978.1|HILL
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC119653244|XP_037913772.1|HILL
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC119650691|XP_037909591.1|HILL
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC119652698|XP_037912905.1|HILL
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC119653918|XP_037915002.1|HILL
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC119652945|XP_037913264.1|HILL
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC119652772|XP_037913008.1|HILL
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC119651464|XP_037910999.1|HILL
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC119651462|XP_037910996.1|HILL
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC119650950|XP_037910112.1|HILL
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC119651157|XP_037910493.1|HILL
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC119651290|XP_037910735.1|HILL
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC119652376|XP_037912401.1|HILL
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC119660828|XP_037925616.1|HILL
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC119652237|XP_037912138.1|HILL
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC119652238|XP_037912141.1|HILL
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC119659362|XP_037923341.1|HILL, LOC119647794|XP_037904924.1|HILL, LOC119647652|XP_037904649.1|HILL
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC119650604|XP_037909392.1|HILL
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC119656067|XP_037918276.1|HILL
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC119653031|XP_037913408.1|HILL
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC119661467|XP_037926756.1|HILL
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC119646458|XP_037902836.1|HILL
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC119647674|XP_037904683.1|HILL
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC119653757|XP_037914621.1|HILL
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC119659425|XP_037923437.1|HILL
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC119661672|XP_037927037.1|HILL
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC119654665|XP_037916089.1|HILL
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC119647187|XP_037903927.1|HILL
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC119647029|XP_037903699.1|HILL
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC119651932|XP_037911697.1|HILL
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC119651213|XP_037910592.1|HILL
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC119661544|XP_037926857.1|HILL
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC119646951|XP_037903572.1|HILL
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC119661537|XP_037926844.1|HILL
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC119650014|XP_037908416.1|HILL
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC119649421|XP_037907493.1|HILL
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC119646914|XP_037903888.1|HILL
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC119646689|XP_037903179.1|HILL
OG0005287	LOC118513925|XP_035916186.1|ASTE	LOC119661172|XP_037926317.1|HILL
OG0005288	LOC118511068|XP_035909569.1|ASTE	LOC119646708|XP_037903214.1|HILL
OG0005289	LOC118511058|XP_035909560.1|ASTE	LOC119658720|XP_037922302.1|HILL
OG0005290	LOC118511059|XP_035909562.1|ASTE	LOC119646721|XP_037903228.1|HILL
OG0005291	LOC118511579|XP_035910723.1|ASTE	LOC119653086|XP_037913508.1|HILL
OG0005292	LOC118513663|XP_035915650.1|ASTE	LOC119653225|XP_037913733.1|HILL
OG0005293	LOC118512209|XP_035912215.1|ASTE	LOC119652192|XP_037912063.1|HILL
OG0005294	LOC118509332|XP_035905692.1|ASTE	LOC119656139|XP_037918400.1|HILL
OG0005295	LOC118509335|XP_035905695.1|ASTE	LOC119652564|XP_037912700.1|HILL
OG0005296	LOC118513543|XP_035915313.1|ASTE	LOC119653099|XP_037913535.1|HILL
OG0005297	LOC118509046|XP_035905014.1|ASTE	LOC119646264|XP_037902595.1|HILL
OG0005298	LOC118513312|XP_035914793.1|ASTE	LOC119650593|XP_037909370.1|HILL
OG0005299	LOC118509059|XP_035905064.1|ASTE	LOC119651761|XP_037911427.1|HILL
OG0005300	LOC118513389|XP_035914959.1|ASTE	LOC119659174|XP_037923061.1|HILL
OG0005301	LOC118511720|XP_035911041.1|ASTE	LOC119652601|XP_037912758.1|HILL
OG0005302	LOC118514002|XP_035916331.1|ASTE	LOC119650681|XP_037909572.1|HILL
OG0005303	LOC118513881|XP_035916082.1|ASTE	LOC119658595|XP_037921987.1|HILL
OG0005304	LOC118513880|XP_035916081.1|ASTE	LOC119651646|XP_037911249.1|HILL
OG0005305	LOC118511079|XP_035909645.1|ASTE	LOC119646930|XP_037903542.1|HILL
OG0005306	LOC118511102|XP_035909715.1|ASTE	LOC119651384|XP_037910891.1|HILL
OG0005307	LOC118511129|XP_035909755.1|ASTE	LOC119651688|XP_037911320.1|HILL
OG0005308	LOC118511081|XP_035909651.1|ASTE	LOC119650845|XP_037909918.1|HILL
OG0005309	LOC118511084|XP_035909657.1|ASTE	LOC119654679|XP_037916110.1|HILL
OG0005310	LOC118510084|XP_035907386.1|ASTE	LOC119647787|XP_037904906.1|HILL
OG0005311	LOC118514027|XP_035916395.1|ASTE	LOC119646262|XP_037902592.1|HILL
OG0005312	LOC118511052|XP_035909544.1|ASTE	LOC119646717|XP_037903224.1|HILL
OG0005313	LOC118511638|XP_035910844.1|ASTE	LOC119647473|XP_037904343.1|HILL
OG0005314	LOC118513911|XP_035916145.1|ASTE	LOC119656543|XP_037918831.1|HILL
OG0005315	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE	LOC119656035|XP_037918233.1|HILL
OG0005316	LOC118514028|XP_035916398.1|ASTE	LOC119661640|XP_037926996.1|HILL
OG0005317	LOC118514015|XP_035916378.1|ASTE	LOC119657812|XP_037920850.1|HILL
OG0005319	LOC118511753|XP_035911111.1|ASTE	LOC119653237|XP_037913764.1|HILL
OG0005320	LOC118511754|XP_035911112.1|ASTE	LOC119650698|XP_037909612.1|HILL
OG0005321	LOC118513412|XP_035915013.1|ASTE	LOC119656143|XP_037918403.1|HILL
OG0005322	LOC118510081|XP_035907382.1|ASTE	LOC119654989|XP_037916581.1|HILL
OG0005323	LOC118511592|XP_035910745.1|ASTE	LOC119651991|XP_037911836.1|HILL
OG0005324	LOC118510608|XP_035908513.1|ASTE	LOC119651052|XP_037910306.1|HILL
OG0005325	LOC118510607|XP_035908511.1|ASTE	LOC119651220|XP_037910603.1|HILL
OG0005326	LOC118510609|XP_035908515.1|ASTE	LOC119652645|XP_037912821.1|HILL
OG0005327	LOC118510614|XP_035908524.1|ASTE	LOC119652105|XP_037911971.1|HILL
OG0005328	LOC118513399|XP_035914972.1|ASTE	LOC119657547|XP_037920427.1|HILL
OG0005329	LOC118509136|XP_035905229.1|ASTE	LOC119649430|XP_037907506.1|HILL
OG0005330	LOC118509134|XP_035905227.1|ASTE	LOC119649899|XP_037908221.1|HILL
OG0005331	LOC118511234|XP_035909964.1|ASTE	LOC119658837|XP_037922508.1|HILL
OG0005332	LOC118511230|XP_035909958.1|ASTE	LOC119647140|XP_037903861.1|HILL
OG0005333	LOC118514608|XP_035917497.1|ASTE	LOC119651891|XP_037911644.1|HILL
OG0005334	LOC118511661|XP_035910902.1|ASTE	LOC119646540|XP_037902939.1|HILL
OG0005335	LOC118511665|XP_035910910.1|ASTE	LOC119646541|XP_037902941.1|HILL
OG0005336	LOC118511640|XP_035910854.1|ASTE	LOC119646593|XP_037903015.1|HILL
OG0005337	LOC118513418|XP_035915023.1|ASTE	LOC119656145|XP_037918406.1|HILL
OG0005338	LOC118513425|XP_035915032.1|ASTE	LOC119653036|XP_037913415.1|HILL
OG0005339	LOC118513438|XP_035915071.1|ASTE	LOC119653083|XP_037913503.1|HILL
OG0005340	LOC118513442|XP_035915077.1|ASTE	LOC119652642|XP_037912816.1|HILL
OG0005341	LOC118512455|XP_035912814.1|ASTE	LOC119655922|XP_037918018.1|HILL
OG0005342	LOC118508999|XP_035904896.1|ASTE	LOC119650574|XP_037909322.1|HILL
OG0005343	LOC118509006|XP_035904914.1|ASTE	LOC119660746|XP_037925402.1|HILL
OG0005345	LOC118509083|XP_035905109.1|ASTE	LOC119652721|XP_037912942.1|HILL
OG0005346	LOC118511611|XP_035910794.1|ASTE	LOC119648550|XP_037906248.1|HILL
OG0005347	LOC118511676|XP_035910930.1|ASTE	LOC119656378|XP_037918724.1|HILL
OG0005348	LOC118511667|XP_035910912.1|ASTE	LOC119646931|XP_037903544.1|HILL
OG0005349	LOC118511663|XP_035910905.1|ASTE	LOC119656779|XP_037919294.1|HILL
OG0005350	LOC118511647|XP_035910874.1|ASTE	LOC119651331|XP_037910804.1|HILL
OG0005351	LOC118512444|XP_035912801.1|ASTE	LOC119650514|XP_037909291.1|HILL
OG0005352	LOC118513406|XP_035914995.1|ASTE	LOC119653236|XP_037913753.1|HILL
OG0005353	LOC118512647|XP_035913256.1|ASTE	LOC119654431|XP_037915760.1|HILL
OG0005354	LOC118512657|XP_035913282.1|ASTE	LOC119650588|XP_037909356.1|HILL
OG0005355	LOC118512448|XP_035912805.1|ASTE	LOC119652338|XP_037912287.1|HILL
OG0005356	LOC118512462|XP_035912825.1|ASTE	LOC119652090|XP_037911957.1|HILL
OG0005357	LOC118512456|XP_035912816.1|ASTE	LOC119658215|XP_037921410.1|HILL
OG0005358	LOC118513445|XP_035915081.1|ASTE	LOC119651409|XP_037910929.1|HILL
OG0005359	LOC118508998|XP_035904895.1|ASTE	LOC119650054|XP_037908474.1|HILL
OG0005360	LOC118513443|XP_035915078.1|ASTE	LOC119648381|XP_037906043.1|HILL
OG0005361	LOC118513506|XP_035915248.1|ASTE	LOC119650985|XP_037910179.1|HILL
OG0005362	LOC118513292|XP_035914758.1|ASTE	LOC119651644|XP_037911247.1|HILL
OG0005363	LOC118511787|XP_035911198.1|ASTE	LOC119652427|XP_037912479.1|HILL
OG0005364	LOC118510123|XP_035907485.1|ASTE	LOC119646986|XP_037903626.1|HILL
OG0005365	LOC118511621|XP_035910812.1|ASTE	LOC119655858|XP_037917910.1|HILL
OG0005366	LOC118511607|XP_035910783.1|ASTE	LOC119646222|XP_037902537.1|HILL
OG0005367	LOC118509150|XP_035905259.1|ASTE	LOC119649754|XP_037907978.1|HILL
OG0005368	LOC118509151|XP_035905267.1|ASTE	LOC119660829|XP_037925619.1|HILL
OG0005369	LOC118509148|XP_035905255.1|ASTE	LOC119646563|XP_037902970.1|HILL
OG0005370	LOC118509149|XP_035905256.1|ASTE	LOC119652224|XP_037912100.1|HILL
OG0005371	LOC118509147|XP_035905253.1|ASTE	LOC119652181|XP_037912053.1|HILL
OG0005372	LOC118508801|XP_035904413.1|ASTE	LOC119653124|XP_037913578.1|HILL
OG0005373	LOC118513901|XP_035916116.1|ASTE	LOC119652560|XP_037912695.1|HILL
OG0005374	LOC118513735|XP_035915783.1|ASTE	LOC119646738|XP_037903244.1|HILL
OG0005375	LOC118513732|XP_035915778.1|ASTE	LOC119646737|XP_037903243.1|HILL
OG0005376	LOC118513727|XP_035915771.1|ASTE	LOC119656987|XP_037919651.1|HILL
OG0005377	LOC118510993|XP_035909401.1|ASTE	LOC119654262|XP_037915458.1|HILL
OG0005378	LOC118511006|XP_035909416.1|ASTE	LOC119652955|XP_037913278.1|HILL
OG0005379	LOC118511008|XP_035909421.1|ASTE	LOC119651984|XP_037911827.1|HILL
OG0005380	LOC118511010|XP_035909424.1|ASTE	LOC119653070|XP_037913478.1|HILL
OG0005382	LOC118511018|XP_035909447.1|ASTE	LOC119646569|XP_037902980.1|HILL
OG0005383	LOC118509157|XP_035905293.1|ASTE	LOC119648086|XP_037905507.1|HILL
OG0005384	LOC118514589|XP_035917484.1|ASTE	LOC119659325|XP_037923287.1|HILL
OG0005385	LOC118514510|XP_035917344.1|ASTE	LOC119660827|XP_037925615.1|HILL
OG0005386	LOC118514526|XP_035917393.1|ASTE	LOC119647233|XP_037904017.1|HILL
OG0005387	LOC118508995|XP_035904887.1|ASTE	LOC119651414|XP_037910936.1|HILL
OG0005388	LOC118512506|XP_035912911.1|ASTE	LOC119646258|XP_037902589.1|HILL
OG0005389	LOC118512518|XP_035912952.1|ASTE	LOC119656938|XP_037919570.1|HILL
OG0005390	LOC118512565|XP_035913049.1|ASTE	LOC119646335|XP_037902725.1|HILL
OG0005391	LOC118512566|XP_035913050.1|ASTE	LOC119646511|XP_037902935.1|HILL
OG0005392	LOC118512571|XP_035913081.1|ASTE	LOC119660997|XP_037926024.1|HILL
OG0005393	LOC118510086|XP_035907390.1|ASTE	LOC119650629|XP_037909465.1|HILL
OG0005394	LOC118511218|XP_035909925.1|ASTE	LOC119650089|XP_037908530.1|HILL
OG0005395	LOC118514704|XP_035917666.1|ASTE	LOC119659737|XP_037923927.1|HILL
OG0005396	LOC118509155|XP_035905279.1|ASTE	LOC119654364|XP_037915641.1|HILL
OG0005397	LOC118509158|XP_035905299.1|ASTE	LOC119646847|XP_037903396.1|HILL
OG0005398	LOC118513775|XP_035915845.1|ASTE	LOC119655264|XP_037916990.1|HILL
OG0005399	LOC118508965|XP_035904802.1|ASTE	LOC119646246|XP_037902568.1|HILL
OG0005401	LOC118513740|XP_035915790.1|ASTE	LOC119656809|XP_037919358.1|HILL
OG0005402	LOC118513751|XP_035915804.1|ASTE	LOC119661647|XP_037927007.1|HILL
OG0005403	LOC118513748|XP_035915801.1|ASTE	LOC119646621|XP_037903057.1|HILL
OG0005404	LOC118513747|XP_035915799.1|ASTE	LOC119646943|XP_037903560.1|HILL
OG0005405	LOC118513759|XP_035915826.1|ASTE	LOC119661428|XP_037926701.1|HILL
OG0005406	LOC118513763|XP_035915829.1|ASTE	LOC119661331|XP_037926560.1|HILL
OG0005407	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE	LOC119654173|XP_037915287.1|HILL
OG0005408	LOC118514683|XP_035917622.1|ASTE	LOC119646556|XP_037902961.1|HILL
OG0005409	LOC118514699|XP_035917654.1|ASTE	LOC119646889|XP_037903453.1|HILL
OG0005410	LOC118514154|XP_035916660.1|ASTE	LOC119661774|XP_037927176.1|HILL
OG0005411	LOC118513365|XP_035914889.1|ASTE	LOC119656478|XP_037918733.1|HILL
OG0005412	LOC118513368|XP_035914892.1|ASTE	LOC119661694|XP_037927068.1|HILL
OG0005413	LOC118514583|XP_035917479.1|ASTE	LOC119646464|XP_037902841.1|HILL
OG0005414	LOC118512532|XP_035912977.1|ASTE	LOC119657952|XP_037921082.1|HILL
OG0005415	LOC118511687|XP_035910963.1|ASTE	LOC119655934|XP_037918047.1|HILL, LOC119660720|XP_037925296.1|HILL
OG0005416	LOC118512578|XP_035913095.1|ASTE	LOC119660974|XP_037925977.1|HILL
OG0005417	LOC118510635|XP_035908572.1|ASTE	LOC119650980|XP_037910170.1|HILL
OG0005418	LOC118510642|XP_035908628.1|ASTE	LOC119650979|XP_037910169.1|HILL
OG0005419	LOC118510649|XP_035908657.1|ASTE	LOC119651754|XP_037911419.1|HILL
OG0005420	LOC118514276|XP_035916910.1|ASTE	LOC119652570|XP_037912712.1|HILL
OG0005421	LOC118509811|XP_035906855.1|ASTE	LOC119652112|XP_037911980.1|HILL
OG0005422	LOC118514674|XP_035917610.1|ASTE	LOC119655932|XP_037918043.1|HILL
OG0005423	LOC118511774|XP_035911156.1|ASTE	LOC119652599|XP_037912755.1|HILL
OG0005424	LOC118511781|XP_035911183.1|ASTE	LOC119656074|XP_037918287.1|HILL
OG0005426	LOC118514525|XP_035917392.1|ASTE	LOC119649251|XP_037907250.1|HILL
OG0005427	LOC118514635|XP_035917539.1|ASTE	LOC119653128|XP_037913584.1|HILL
OG0005428	LOC118514633|XP_035917533.1|ASTE	LOC119661030|XP_037926118.1|HILL
OG0005429	LOC118514637|XP_035917544.1|ASTE	LOC119651246|XP_037910654.1|HILL
OG0005430	LOC118514638|XP_035917546.1|ASTE	LOC119651997|XP_037911848.1|HILL
OG0005431	LOC118509321|XP_035905677.1|ASTE	LOC119652223|XP_037912099.1|HILL
OG0005432	LOC118514569|XP_035917462.1|ASTE	LOC119651624|XP_037911214.1|HILL
OG0005433	LOC118508947|XP_035904754.1|ASTE	LOC119646327|XP_037902680.1|HILL
OG0005434	LOC118513587|XP_035915449.1|ASTE	LOC119651786|XP_037911472.1|HILL
OG0005435	LOC118513591|XP_035915465.1|ASTE	LOC119651275|XP_037910708.1|HILL
OG0005436	LOC118513590|XP_035915464.1|ASTE	LOC119651396|XP_037910905.1|HILL
OG0005437	LOC118514533|XP_035917407.1|ASTE	LOC119659891|XP_037924141.1|HILL
OG0005438	LOC118511690|XP_035910982.1|ASTE	LOC119647222|XP_037903981.1|HILL
OG0005439	LOC118514584|XP_035917480.1|ASTE	LOC119661359|XP_037926596.1|HILL
OG0005440	LOC118514505|XP_035917333.1|ASTE	LOC119647081|XP_037903766.1|HILL
OG0005441	LOC118513276|XP_035914734.1|ASTE	LOC119657186|XP_037919908.1|HILL
OG0005442	LOC118513287|XP_035914752.1|ASTE	LOC119646481|XP_037902862.1|HILL
OG0005443	LOC118513285|XP_035914746.1|ASTE	LOC119646559|XP_037902965.1|HILL
OG0005444	LOC118509226|XP_035905425.1|ASTE	LOC119646166|XP_037902470.1|HILL
OG0005445	LOC118513251|XP_035914705.1|ASTE	LOC119661108|XP_037926232.1|HILL
OG0005447	LOC118512607|XP_035913171.1|ASTE	LOC119647191|XP_037903930.1|HILL
OG0005448	LOC118512603|XP_035913165.1|ASTE	LOC119651901|XP_037911654.1|HILL
OG0005449	LOC118513691|XP_035915704.1|ASTE	LOC119653570|XP_037914226.1|HILL
OG0005450	LOC118513695|XP_035915712.1|ASTE	LOC119652062|XP_037911930.1|HILL
OG0005452	LOC118513216|XP_035914629.1|ASTE	LOC119647246|XP_037904048.1|HILL
OG0005453	LOC118508807|XP_035904426.1|ASTE	LOC119651183|XP_037910542.1|HILL
OG0005454	LOC118509829|XP_035906892.1|ASTE	LOC119654712|XP_037916163.1|HILL
OG0005455	LOC118510045|XP_035907326.1|ASTE	LOC119652415|XP_037912461.1|HILL
OG0005456	LOC118510852|XP_035909078.1|ASTE	LOC119651529|XP_037911089.1|HILL
OG0005457	LOC118510853|XP_035909079.1|ASTE	LOC119652309|XP_037912248.1|HILL
OG0005458	LOC118510847|XP_035909071.1|ASTE	LOC119647455|XP_037904317.1|HILL
OG0005459	LOC118510844|XP_035909064.1|ASTE	LOC119657539|XP_037920413.1|HILL
OG0005460	LOC118509826|XP_035906889.1|ASTE	LOC119646902|XP_037903498.1|HILL
OG0005461	LOC118513332|XP_035914839.1|ASTE	LOC119651211|XP_037910590.1|HILL
OG0005462	LOC118513348|XP_035914870.1|ASTE	LOC119651521|XP_037911079.1|HILL
OG0005463	LOC118513347|XP_035914869.1|ASTE	LOC119651915|XP_037911672.1|HILL
OG0005464	LOC118513314|XP_035914795.1|ASTE	LOC119653228|XP_037913743.1|HILL
OG0005465	LOC118513264|XP_035914721.1|ASTE	LOC119650592|XP_037909367.1|HILL
OG0005466	LOC118513262|XP_035914718.1|ASTE	LOC119652978|XP_037913316.1|HILL
OG0005467	LOC118513222|XP_035914641.1|ASTE	LOC119659295|XP_037923235.1|HILL
OG0005468	LOC118508958|XP_035904779.1|ASTE	LOC119661730|XP_037927125.1|HILL
OG0005469	LOC118508963|XP_035904799.1|ASTE	LOC119661372|XP_037926618.1|HILL
OG0005470	LOC118508962|XP_035904796.1|ASTE	LOC119661371|XP_037926617.1|HILL
OG0005471	LOC118514159|XP_035916692.1|ASTE	LOC119661553|XP_037926871.1|HILL
OG0005472	LOC118514160|XP_035916693.1|ASTE	LOC119646821|XP_037903363.1|HILL
OG0005473	LOC118513335|XP_035914847.1|ASTE	LOC119657346|XP_037920151.1|HILL
OG0005474	LOC118509299|XP_035905640.1|ASTE	LOC119647057|XP_037903741.1|HILL
OG0005475	LOC118512591|XP_035913123.1|ASTE	LOC119651520|XP_037911082.1|HILL
OG0005476	LOC118509302|XP_035905644.1|ASTE	LOC119654790|XP_037916266.1|HILL
OG0005477	LOC118509290|XP_035905597.1|ASTE	LOC119652425|XP_037912476.1|HILL
OG0005478	LOC118509284|XP_035905555.1|ASTE	LOC119658633|XP_037922084.1|HILL
OG0005479	LOC118509171|XP_035905324.1|ASTE	LOC119657193|XP_037919929.1|HILL
OG0005480	LOC118509283|XP_035905554.1|ASTE	LOC119657203|XP_037919941.1|HILL
OG0005481	LOC118509175|XP_035905333.1|ASTE	LOC119657575|XP_037920472.1|HILL
OG0005482	LOC118509183|XP_035905342.1|ASTE	LOC119655307|XP_037917068.1|HILL
OG0005483	LOC118509184|XP_035905345.1|ASTE	LOC119646331|XP_037902683.1|HILL
OG0005484	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE	LOC119646196|XP_037902507.1|HILL
OG0005485	LOC118509959|XP_035907220.1|ASTE	LOC119646512|XP_037902895.1|HILL
OG0005486	LOC118508809|XP_035904438.1|ASTE	LOC119647250|XP_037904056.1|HILL
OG0005487	LOC118513651|XP_035915629.1|ASTE	LOC119660700|XP_037925267.1|HILL
OG0005488	LOC118513654|XP_035915632.1|ASTE	LOC119661682|XP_037927049.1|HILL
OG0005489	LOC118509883|XP_035907016.1|ASTE	LOC119661697|XP_037927071.1|HILL
