Orthogroup	ASTE.longest_only	DMEL.longest_only
OG0004925	LOC118510078|XP_035907377.1|ASTE	Trh|NP_612080.1|DMEL
OG0004926	LOC118514281|XP_035916916.1|ASTE	CG8519|NP_648054.2|DMEL
OG0004927	LOC118510532|XP_035908373.1|ASTE	Rdl|NP_001261617.1|DMEL
OG0004928	LOC118511367|XP_035910238.1|ASTE	tn|NP_001137707.1|DMEL
OG0004929	LOC118511371|XP_035910258.1|ASTE	Ptpmeg|NP_612031.3|DMEL
OG0004930	LOC118512943|XP_035914043.1|ASTE	MCPH1|NP_001163123.1|DMEL
OG0004931	LOC118512961|XP_035914080.1|ASTE	CG11110|NP_611501.1|DMEL
OG0004932	LOC118512951|XP_035914062.1|ASTE	Dis3l2|NP_728490.1|DMEL
OG0004933	LOC118511494|XP_035910546.1|ASTE	Cdk4|NP_477196.1|DMEL
OG0004934	LOC118512179|XP_035912159.1|ASTE	or|NP_536793.1|DMEL
OG0004935	LOC118510564|XP_035908442.1|ASTE	Dp1|NP_523781.2|DMEL
OG0004936	LOC118509631|XP_035906410.1|ASTE	Tie|NP_523928.1|DMEL
OG0004937	LOC118512438|XP_035912792.1|ASTE	CG7376|NP_648034.1|DMEL
OG0004939	LOC118510502|XP_035908298.1|ASTE	fal|NP_001137974.1|DMEL
OG0004940	LOC118510496|XP_035908283.1|ASTE	CG32206|NP_788538.2|DMEL
OG0004941	LOC118510493|XP_035908278.1|ASTE	elg1|NP_996103.1|DMEL
OG0004942	LOC118510490|XP_035908275.1|ASTE	Msr-110|NP_729078.1|DMEL
OG0004943	LOC118510491|XP_035908276.1|ASTE	DNApol-alpha50|NP_523972.2|DMEL
OG0004944	LOC118514264|XP_035916874.1|ASTE	CG42304|NP_728769.2|DMEL
OG0004945	LOC118514488|XP_035917304.1|ASTE	CG15237|NP_610238.2|DMEL
OG0004946	LOC118510516|XP_035908333.1|ASTE	CG7611|NP_649326.1|DMEL
OG0004947	LOC118510526|XP_035908363.1|ASTE	RpL23A|NP_001356972.1|DMEL
OG0004948	LOC118510527|XP_035908364.1|ASTE	CG13930|NP_647645.1|DMEL
OG0004949	LOC118510529|XP_035908367.1|ASTE	CG7991|NP_647649.2|DMEL
OG0004950	LOC118514456|XP_035917266.1|ASTE	CG34453|NP_001097458.2|DMEL
OG0004951	LOC118510534|XP_035908377.1|ASTE	mfrn|NP_651600.1|DMEL
OG0004952	LOC118510557|XP_035908432.1|ASTE	thoc6|NP_648557.1|DMEL
OG0004953	LOC118510561|XP_035908438.1|ASTE	PDCD-5|NP_648848.1|DMEL
OG0004954	LOC118510464|XP_035908212.1|ASTE	l_3_72Dn|NP_001261930.1|DMEL
OG0004955	LOC118513608|XP_035915551.1|ASTE	CG10075|NP_648064.1|DMEL
OG0004956	LOC118512074|XP_035911895.1|ASTE	oys|NP_610546.1|DMEL
OG0004957	LOC118512133|XP_035912031.1|ASTE	CG14964|NP_647779.2|DMEL
OG0004958	LOC118512138|XP_035912048.1|ASTE	Rh7|NP_524035.2|DMEL
OG0004959	LOC118512154|XP_035912087.1|ASTE	CG9760|NP_001261746.1|DMEL
OG0004960	LOC118512145|XP_035912071.1|ASTE	Nrx-IV|NP_729787.2|DMEL
OG0004961	LOC118512148|XP_035912077.1|ASTE	Caf1-105|NP_610589.2|DMEL
OG0004962	LOC118512147|XP_035912076.1|ASTE	CG10565|NP_649284.1|DMEL
OG0004963	LOC118512155|XP_035912088.1|ASTE	CG14073|NP_649060.1|DMEL
OG0004964	LOC118509534|XP_035906147.1|ASTE	CG8108|NP_648367.1|DMEL
OG0004965	LOC118512681|XP_035913357.1|ASTE	Srp19|NP_477135.2|DMEL
OG0004966	LOC118512687|XP_035913370.1|ASTE	qm|NP_523958.2|DMEL
OG0004967	LOC118509432|XP_035905914.1|ASTE	PGAP3|NP_610223.1|DMEL
OG0004968	LOC118512742|XP_035913522.1|ASTE	Syx17|NP_001261414.1|DMEL
OG0004969	LOC118512739|XP_035913500.1|ASTE	CG8366|NP_611068.3|DMEL
OG0004970	LOC118512740|XP_035913501.1|ASTE	slow|NP_647898.3|DMEL
OG0004971	LOC118512741|XP_035913502.1|ASTE	DopEcR|NP_647897.2|DMEL
OG0004972	LOC118512747|XP_035913526.1|ASTE	CG43781|NP_001261506.1|DMEL
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	Tudor-SN|NP_612021.1|DMEL
OG0004974	LOC118513094|XP_035914388.1|ASTE	DEF8|NP_648549.1|DMEL
OG0004975	LOC118509426|XP_035905907.1|ASTE	CG15012|NP_001163347.1|DMEL
OG0004976	LOC118509425|XP_035905906.1|ASTE	CG10866|NP_647838.1|DMEL
OG0004977	LOC118510274|XP_035907781.1|ASTE	l_2_dtl|NP_524871.1|DMEL
OG0004978	LOC118509481|XP_035906026.1|ASTE	PIG-O|NP_611332.1|DMEL
OG0004979	LOC118509497|XP_035906048.1|ASTE	CG13670|NP_648207.1|DMEL
OG0004980	LOC118509932|XP_035907155.1|ASTE	AIMP2|NP_648782.2|DMEL
OG0004981	LOC118510069|XP_035907354.1|ASTE	Gem2|NP_649092.1|DMEL
OG0004982	LOC118510068|XP_035907353.1|ASTE	MESR6|NP_001262033.1|DMEL
OG0004983	LOC118510070|XP_035907356.1|ASTE	CG6674|NP_648377.1|DMEL
OG0004984	LOC118509939|XP_035907163.1|ASTE	axed|NP_001356975.1|DMEL
OG0004985	LOC118509528|XP_035906138.1|ASTE	ABCB7|NP_728642.2|DMEL
OG0004986	LOC118509525|XP_035906128.1|ASTE	CG5290|NP_649026.1|DMEL
OG0004987	LOC118509523|XP_035906122.1|ASTE	CG9674|NP_001246804.1|DMEL
OG0004988	LOC118509529|XP_035906142.1|ASTE	GC|NP_523885.2|DMEL
OG0004989	LOC118510323|XP_035907863.1|ASTE	nudC|NP_648923.1|DMEL
OG0004990	LOC118509787|XP_035906824.1|ASTE	CG34115|NP_001036564.1|DMEL
OG0004991	LOC118509894|XP_035907034.1|ASTE	Prp8|NP_610735.1|DMEL
OG0004992	LOC118509898|XP_035907040.1|ASTE	CG8407|NP_610734.1|DMEL
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	CG11529|NP_648558.1|DMEL
OG0004994	LOC118512831|XP_035913756.1|ASTE	CG12017|NP_647798.1|DMEL
OG0004995	LOC118512826|XP_035913698.1|ASTE	enc|NP_001261376.1|DMEL
OG0004996	LOC118512801|XP_035913632.1|ASTE	CG4911|NP_648285.1|DMEL
OG0004997	LOC118511548|XP_035910650.1|ASTE	Ric|NP_477211.1|DMEL
OG0004998	LOC118509666|XP_035906543.1|ASTE	dup|NP_524878.1|DMEL
OG0004999	LOC118510409|XP_035908060.1|ASTE	AlaRS-m|NP_523932.2|DMEL
OG0005000	LOC118512887|XP_035913881.1|ASTE	trsn|NP_610591.1|DMEL
OG0005001	LOC118512213|XP_035912221.1|ASTE	CG13676|NP_648179.3|DMEL
OG0005002	LOC118509593|XP_035906266.1|ASTE	CG4115|NP_650179.1|DMEL
OG0005003	LOC118510389|XP_035908037.1|ASTE	UbcE2M|NP_648187.1|DMEL
OG0005004	LOC118510346|XP_035907932.1|ASTE	CG10064|NP_648065.1|DMEL
OG0005005	LOC118511388|XP_035910300.1|ASTE	CG14085|NP_649101.2|DMEL
OG0005006	LOC118510408|XP_035908059.1|ASTE	Herc4|NP_001261249.1|DMEL
OG0005007	LOC118510410|XP_035908061.1|ASTE	anchor|NP_001261995.1|DMEL
OG0005008	LOC118509624|XP_035906376.1|ASTE	cep290|NP_612064.1|DMEL
OG0005009	LOC118509781|XP_035906814.1|ASTE	QIL1|NP_648983.1|DMEL
OG0005010	LOC118511436|XP_035910424.1|ASTE	CG10361|NP_648509.1|DMEL
OG0005011	LOC118511435|XP_035910419.1|ASTE	CG3907|NP_611870.3|DMEL
OG0005012	LOC118510364|XP_035907966.1|ASTE	Sin|NP_524192.2|DMEL
OG0005013	LOC118509807|XP_035906842.1|ASTE	Rel|NP_477094.1|DMEL
OG0005014	LOC118509446|XP_035905953.1|ASTE	CG6709|NP_001097567.1|DMEL
OG0005015	LOC118509436|XP_035905938.1|ASTE	Kap-alpha1|NP_524167.1|DMEL
OG0005016	LOC118510481|XP_035908254.1|ASTE	Notum|NP_730096.2|DMEL
OG0005017	LOC118511868|XP_035911361.1|ASTE	Unr|NP_001137912.1|DMEL
OG0005018	LOC118510553|XP_035908420.1|ASTE	CG13893|NP_612042.3|DMEL
OG0005019	LOC118511443|XP_035910436.1|ASTE	Pgm1|NP_524675.1|DMEL
OG0005020	LOC118512898|XP_035913906.1|ASTE	CG12134|NP_001369072.1|DMEL
OG0005021	LOC118509461|XP_035905975.1|ASTE	CG5056|NP_609391.1|DMEL
OG0005022	LOC118509519|XP_035906114.1|ASTE	CG17249|NP_647638.1|DMEL
OG0005023	LOC118514203|XP_035916789.1|ASTE	CG30001|NP_724825.2|DMEL
OG0005024	LOC118512791|XP_035913604.1|ASTE	Cht2|NP_477298.2|DMEL
OG0005025	LOC118513490|XP_035915206.1|ASTE	mRRF1|NP_648302.2|DMEL
OG0005026	LOC118513491|XP_035915207.1|ASTE	CG7550|NP_648176.1|DMEL
OG0005027	LOC118511240|XP_035909973.1|ASTE	CG12605|NP_647845.2|DMEL
OG0005028	LOC118514448|XP_035917257.1|ASTE	CG5961|NP_650206.1|DMEL
OG0005029	LOC118508851|XP_035904497.1|ASTE	CycT|NP_524127.2|DMEL
OG0005030	LOC118514447|XP_035917256.1|ASTE	Gk1|NP_524655.1|DMEL
OG0005031	LOC118512806|XP_035913642.1|ASTE	simj|NP_001261685.1|DMEL
OG0005032	LOC118514388|XP_035917158.1|ASTE	CG10510|NP_649291.2|DMEL
OG0005033	LOC118514366|XP_035917103.1|ASTE	Blimp-1|NP_001261442.1|DMEL
OG0005034	LOC118514402|XP_035917176.1|ASTE	lin-28|NP_647983.1|DMEL
OG0005035	LOC118514385|XP_035917156.1|ASTE	park|NP_730600.1|DMEL
OG0005036	LOC118510221|XP_035907680.1|ASTE	CG16984|NP_647729.1|DMEL
OG0005037	LOC118510220|XP_035907677.1|ASTE	Cpsf5|NP_001036597.1|DMEL
OG0005038	LOC118512882|XP_035913877.1|ASTE	CG14971|NP_647817.2|DMEL
OG0005039	LOC118514348|XP_035917060.1|ASTE	Vps53|NP_608825.2|DMEL
OG0005040	LOC118514258|XP_035916867.1|ASTE	CG7324|NP_649305.1|DMEL
OG0005041	LOC118514343|XP_035917054.1|ASTE	ICA69|NP_649283.1|DMEL
OG0005042	LOC118510547|XP_035908410.1|ASTE	CG12093|NP_647747.1|DMEL
OG0005043	LOC118510549|XP_035908413.1|ASTE	mRpL54|NP_611541.1|DMEL
OG0005044	LOC118510299|XP_035907816.1|ASTE	cpa|NP_611539.1|DMEL
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	ND-B14.7|NP_611538.1|DMEL
OG0005046	LOC118510239|XP_035907699.1|ASTE	CG5189|NP_611334.1|DMEL
OG0005047	LOC118510231|XP_035907690.1|ASTE	nst|NP_648588.1|DMEL
OG0005048	LOC118510236|XP_035907694.1|ASTE	eIF2beta|NP_524043.1|DMEL
OG0005049	LOC118514378|XP_035917137.1|ASTE	CG42337|NP_649286.2|DMEL
OG0005050	LOC118503738|XP_035893247.1|ASTE	CG8878|NP_610733.1|DMEL
OG0005051	LOC118514376|XP_035917136.1|ASTE	AcCoAS|NP_730611.1|DMEL
OG0005052	LOC118513271|XP_035914731.1|ASTE	CG12974|NP_730613.2|DMEL
OG0005053	LOC118511389|XP_035910301.1|ASTE	CG4364|NP_609305.1|DMEL
OG0005054	LOC118509665|XP_035906538.1|ASTE	RhoBTB|NP_001262107.1|DMEL
OG0005055	LOC118509769|XP_035906799.1|ASTE	Alr|NP_001259731.1|DMEL
OG0005056	LOC118509633|XP_035906417.1|ASTE	CG12964|NP_611040.2|DMEL
OG0005057	LOC118513054|XP_035914256.1|ASTE	CG7546|NP_001137904.1|DMEL
OG0005058	LOC118513057|XP_035914278.1|ASTE	shep|NP_001246636.1|DMEL
OG0005059	LOC118512674|XP_035913334.1|ASTE	SiaT|NP_523853.1|DMEL
OG0005060	LOC118512669|XP_035913315.1|ASTE	Mmp1|NP_726473.2|DMEL
OG0005061	LOC118514344|XP_035917056.1|ASTE	epsilonCOP|NP_609037.1|DMEL
OG0005062	LOC118511320|XP_035910131.1|ASTE	SERCA|NP_726381.1|DMEL
OG0005063	LOC118511542|XP_035910642.1|ASTE	Yeti|NP_001137537.1|DMEL
OG0005064	LOC118512917|XP_035913959.1|ASTE	IntS9|NP_648838.3|DMEL
OG0005065	LOC118514339|XP_035917047.1|ASTE	Corin|NP_610297.2|DMEL
OG0005066	LOC118514338|XP_035917043.1|ASTE	Syn2|NP_788381.1|DMEL
OG0005067	LOC118514329|XP_035917019.1|ASTE	CG5819|NP_611660.1|DMEL
OG0005068	LOC118510100|XP_035907424.1|ASTE	geko|NP_524980.1|DMEL
OG0005069	LOC118509876|XP_035907001.1|ASTE	CG8726|NP_610341.2|DMEL
OG0005070	LOC118510168|XP_035907572.1|ASTE	Sox14|NP_476894.1|DMEL
OG0005071	LOC118509518|XP_035906113.1|ASTE	TfIIEalpha|NP_524026.1|DMEL
OG0005072	LOC118509449|XP_035905960.1|ASTE	CG12773|NP_569905.1|DMEL
OG0005073	LOC118514349|XP_035917061.1|ASTE	CG5721|NP_611306.1|DMEL
OG0005074	LOC118510338|XP_035907891.1|ASTE	Sarm|NP_001246662.1|DMEL
OG0005075	LOC118509450|XP_035905961.1|ASTE	eEFSec|NP_611584.1|DMEL
OG0005076	LOC118509451|XP_035905962.1|ASTE	Syx6|NP_995816.1|DMEL
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	CG10357|NP_647821.2|DMEL
OG0005079	LOC118512227|XP_035912236.1|ASTE	CG12851|NP_611987.3|DMEL
OG0005080	LOC118514353|XP_035917068.1|ASTE	CG16753|NP_647764.1|DMEL
OG0005081	LOC118512018|XP_035911690.1|ASTE	vimar|NP_995767.1|DMEL
OG0005082	LOC118512821|XP_035913689.1|ASTE	CG12713|NP_648806.1|DMEL
OG0005083	LOC118512822|XP_035913690.1|ASTE	MED20|NP_001260223.1|DMEL
OG0005084	LOC118511857|XP_035911297.1|ASTE	CG17364|NP_788506.1|DMEL
OG0005085	LOC118511856|XP_035911295.1|ASTE	CG7638|NP_648439.1|DMEL
OG0005086	LOC118509708|XP_035906682.1|ASTE	CG11127|NP_610283.1|DMEL
OG0005087	LOC118510437|XP_035908107.1|ASTE	Ae2|NP_648357.1|DMEL
OG0005088	LOC118511272|XP_035910052.1|ASTE	CG13229|NP_610637.1|DMEL
OG0005089	LOC118511271|XP_035910050.1|ASTE	CG12391|NP_610639.1|DMEL
OG0005090	LOC118504203|XP_035894276.1|ASTE	CG11257|NP_611419.1|DMEL
OG0005091	LOC118504604|XP_035895171.1|ASTE	GLS|NP_001163129.1|DMEL
OG0005092	LOC118511905|XP_035911434.1|ASTE	CG7506|NP_648144.3|DMEL
OG0005093	LOC118511900|XP_035911425.1|ASTE	Deaf1|NP_524169.1|DMEL
OG0005094	LOC118513138|XP_035914456.1|ASTE	Eip63E|NP_001261373.1|DMEL
OG0005095	LOC118514369|XP_035917117.1|ASTE	NKAIN|NP_611975.3|DMEL
OG0005096	LOC118514211|XP_035916800.1|ASTE	Prx6005|NP_523463.2|DMEL
OG0005097	LOC118514179|XP_035916742.1|ASTE	CG10433|NP_611590.1|DMEL
OG0005098	LOC118514177|XP_035916740.1|ASTE	pio|NP_726461.1|DMEL
OG0005099	LOC118508939|XP_035904741.1|ASTE	ETH|NP_524699.1|DMEL
OG0005100	LOC118508938|XP_035904740.1|ASTE	Orc4|NP_477320.1|DMEL
OG0005101	LOC118513189|XP_035914570.1|ASTE	mdlc|NP_650865.1|DMEL
OG0005102	LOC118509628|XP_035906398.1|ASTE	RIC-3|NP_611537.2|DMEL
OG0005103	LOC118509660|XP_035906517.1|ASTE	mr|NP_611862.1|DMEL
OG0005104	LOC118509779|XP_035906811.1|ASTE	Chrac-14|NP_476646.2|DMEL
OG0005105	LOC118510326|XP_035907864.1|ASTE	tap|NP_524124.1|DMEL
OG0005106	LOC118510336|XP_035907887.1|ASTE	Shab|NP_001189037.1|DMEL
OG0005107	LOC118510320|XP_035907856.1|ASTE	CG32281|NP_728821.2|DMEL
OG0005108	LOC118512311|XP_035912455.1|ASTE	mRpS16|NP_523737.1|DMEL
OG0005109	LOC118506437|XP_035899457.1|ASTE	CG34348|NP_001096954.1|DMEL
OG0005110	LOC118512299|XP_035912423.1|ASTE	spd-2|NP_648906.1|DMEL
OG0005111	LOC118512868|XP_035913849.1|ASTE	PGRP-LD|NP_001137893.1|DMEL
OG0005112	LOC118512866|XP_035913847.1|ASTE	Rabex-5|NP_612093.1|DMEL
OG0005113	LOC118512870|XP_035913853.1|ASTE	Pmi|NP_001027109.2|DMEL
OG0005114	LOC118509371|XP_035905796.1|ASTE	CG9018|NP_647701.1|DMEL
OG0005115	LOC118514611|XP_035917499.1|ASTE	CG34124|NP_001036333.1|DMEL
OG0005116	LOC118514221|XP_035916812.1|ASTE	Dbp73D|NP_476833.1|DMEL
OG0005117	LOC118513293|XP_035914760.1|ASTE	Pex5|NP_726771.1|DMEL
OG0005118	LOC118509920|XP_035907123.1|ASTE	yip2|NP_523528.1|DMEL
OG0005119	LOC118509915|XP_035907089.1|ASTE	Trpm|NP_001097320.1|DMEL
OG0005120	LOC118510890|XP_035909168.1|ASTE	GV1|NP_647665.2|DMEL
OG0005121	LOC118510889|XP_035909167.1|ASTE	Cpr76Bc|NP_001097644.1|DMEL
OG0005122	LOC118510167|XP_035907571.1|ASTE	RpS4|NP_729871.1|DMEL
OG0005123	LOC118509822|XP_035906877.1|ASTE	Chmp1|NP_649051.3|DMEL
OG0005124	LOC118511248|XP_035909989.1|ASTE	Lasp|NP_730192.2|DMEL
OG0005125	LOC118511269|XP_035910047.1|ASTE	Dab|NP_001163455.2|DMEL
OG0005126	LOC118509908|XP_035907059.1|ASTE	Oseg1|NP_648221.3|DMEL
OG0005127	LOC118510581|XP_035908466.1|ASTE	CG1927|NP_647684.1|DMEL
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	Psc|NP_523725.2|DMEL
OG0005129	LOC118509557|XP_035906204.1|ASTE	CG5199|NP_649227.2|DMEL
OG0005130	LOC118511280|XP_035910067.1|ASTE	Pex14|NP_649253.1|DMEL
OG0005131	LOC118511300|XP_035910102.1|ASTE	CG42458|NP_996010.2|DMEL
OG0005132	LOC118510485|XP_035908259.1|ASTE	Pfdn2|NP_729659.1|DMEL
OG0005133	LOC118512833|XP_035913761.1|ASTE	CG14968|NP_647800.1|DMEL
OG0005134	LOC118514217|XP_035916806.1|ASTE	sti|NP_001261768.1|DMEL
OG0005135	LOC118514243|XP_035916842.1|ASTE	CG12025|NP_647671.1|DMEL
OG0005136	LOC118512697|XP_035913404.1|ASTE	dre4|NP_476610.2|DMEL
OG0005137	LOC118513481|XP_035915173.1|ASTE	l_3_mbt|NP_733209.1|DMEL
OG0005138	LOC118513492|XP_035915208.1|ASTE	Eaf6|NP_647981.1|DMEL
OG0005139	LOC118514374|XP_035917129.1|ASTE	CG42269|NP_648019.2|DMEL
OG0005140	LOC118514391|XP_035917165.1|ASTE	eIF3i|NP_523478.1|DMEL
OG0005141	LOC118511552|XP_035910664.1|ASTE	Dg|NP_788363.1|DMEL
OG0005142	LOC118512968|XP_035914088.1|ASTE	h|NP_523977.2|DMEL
OG0005143	LOC118509469|XP_035905990.1|ASTE	Zasp66|NP_729395.2|DMEL
OG0005144	LOC118509470|XP_035905997.1|ASTE	Cpr66D|NP_729400.1|DMEL
OG0005145	LOC118509473|XP_035906001.1|ASTE	Arr2|NP_523976.1|DMEL
OG0005146	LOC118509476|XP_035906009.1|ASTE	CG33288|NP_996136.2|DMEL
OG0005147	LOC118509477|XP_035906010.1|ASTE	barc|NP_649313.1|DMEL
OG0005148	LOC118510266|XP_035907755.1|ASTE	CG4080|NP_648305.1|DMEL
OG0005149	LOC118510265|XP_035907753.1|ASTE	Snx16|NP_611252.1|DMEL
OG0005150	LOC118514239|XP_035916835.1|ASTE	Tcs3|NP_648880.1|DMEL
OG0005151	LOC118509399|XP_035905850.1|ASTE	CG11583|NP_001033989.1|DMEL
OG0005152	LOC118509454|XP_035905967.1|ASTE	CG11586|NP_647881.1|DMEL
OG0005153	LOC118509396|XP_035905843.1|ASTE	CG15011|NP_647879.1|DMEL
OG0005154	LOC118509395|XP_035905838.1|ASTE	ago|NP_523922.1|DMEL
OG0005155	LOC118509430|XP_035905912.1|ASTE	Kah|NP_612040.1|DMEL
OG0005156	LOC118509241|XP_035905448.1|ASTE	Sec15|NP_650942.1|DMEL
OG0005157	LOC118514328|XP_035917006.1|ASTE	Gp150|NP_477049.2|DMEL
OG0005158	LOC118511817|XP_035911250.1|ASTE	LanA|NP_476617.1|DMEL
OG0005159	LOC118511820|XP_035911253.1|ASTE	mbf1|NP_001261952.1|DMEL
OG0005160	LOC118511832|XP_035911268.1|ASTE	CG7484|NP_649000.1|DMEL
OG0005161	LOC118511835|XP_035911273.1|ASTE	CG3257|NP_611887.2|DMEL
OG0005163	LOC118511854|XP_035911293.1|ASTE	Hem|NP_524214.1|DMEL
OG0005164	LOC118511529|XP_035910611.1|ASTE	INPP5E|NP_648566.1|DMEL
OG0005165	LOC118510406|XP_035908050.1|ASTE	Bap170|NP_610216.1|DMEL
OG0005166	LOC118510355|XP_035907949.1|ASTE	hd|NP_649531.1|DMEL
OG0005167	LOC118510394|XP_035908043.1|ASTE	RpII18|NP_524910.1|DMEL
OG0005168	LOC118510339|XP_035907903.1|ASTE	CG7728|NP_648945.1|DMEL
OG0005169	LOC118510385|XP_035908029.1|ASTE	CG14989|NP_001246611.1|DMEL
OG0005170	LOC118510361|XP_035907962.1|ASTE	Gad1|NP_523914.2|DMEL
OG0005171	LOC118510372|XP_035907990.1|ASTE	Faa|NP_524830.2|DMEL
OG0005172	LOC118511342|XP_035910182.1|ASTE	cv-2|NP_524809.2|DMEL
OG0005173	LOC118511346|XP_035910193.1|ASTE	CG3358|NP_724515.1|DMEL
OG0005174	LOC118511348|XP_035910197.1|ASTE	RabX1|NP_524713.1|DMEL
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	CG3530|NP_726322.1|DMEL
OG0005176	LOC118513142|XP_035914461.1|ASTE	edl|NP_523786.2|DMEL
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	CG9812|NP_726324.3|DMEL
OG0005178	LOC118513143|XP_035914462.1|ASTE	ZC3H3|NP_648230.1|DMEL
OG0005179	LOC118509942|XP_035907167.1|ASTE	Nelf-E|NP_648241.1|DMEL
OG0005180	LOC118513176|XP_035914529.1|ASTE	CG13917|NP_647628.1|DMEL
OG0005181	LOC118513173|XP_035914518.1|ASTE	CG9992|NP_573121.1|DMEL
OG0005182	LOC118513182|XP_035914538.1|ASTE	Rme-8|NP_610467.1|DMEL
OG0005183	LOC118513188|XP_035914569.1|ASTE	Galphao|NP_724934.1|DMEL
OG0005184	LOC118509674|XP_035906572.1|ASTE	RanBPM|NP_001303342.1|DMEL
OG0005185	LOC118511412|XP_035910365.1|ASTE	CG2063|NP_610475.1|DMEL
OG0005186	LOC118511407|XP_035910354.1|ASTE	nompA|NP_524831.2|DMEL
OG0005187	LOC118512906|XP_035913924.1|ASTE	mim|NP_001188869.1|DMEL
OG0005188	LOC118509701|XP_035906671.1|ASTE	slim|NP_523782.1|DMEL
OG0005189	LOC118510957|XP_035909308.1|ASTE	Vav|NP_001097030.1|DMEL
OG0005190	LOC118509697|XP_035906658.1|ASTE	exex|NP_648164.1|DMEL
OG0005191	LOC118512005|XP_035911657.1|ASTE	CG10311|NP_650536.1|DMEL
OG0005192	LOC118511996|XP_035911628.1|ASTE	Elk|NP_477009.1|DMEL
OG0005193	LOC118512010|XP_035911667.1|ASTE	Drep2|NP_001097238.1|DMEL
OG0005194	LOC118509656|XP_035906505.1|ASTE	Hil|NP_611493.2|DMEL
OG0005195	LOC118509747|XP_035906770.1|ASTE	CG17985|NP_610305.1|DMEL
OG0005196	LOC118509658|XP_035906511.1|ASTE	in|NP_788548.1|DMEL
OG0005197	LOC118509667|XP_035906545.1|ASTE	spag|NP_524664.1|DMEL
OG0005198	LOC118509682|XP_035906618.1|ASTE	mirr|NP_001261778.1|DMEL
OG0005199	LOC118511961|XP_035911576.1|ASTE	eIF2Bgamma|NP_611046.2|DMEL
OG0005200	LOC118511954|XP_035911565.1|ASTE	l_2_k01209|NP_725672.2|DMEL
OG0005201	LOC118512242|XP_035912275.1|ASTE	emp|NP_726504.2|DMEL
OG0005202	LOC118512238|XP_035912271.1|ASTE	CG30496|NP_724595.1|DMEL
OG0005203	LOC118504533|XP_035894971.1|ASTE	Ih|NP_001033948.1|DMEL
OG0005204	LOC118511194|XP_035909859.1|ASTE, LOC118517342|XP_035919220.1|ASTE	homer|NP_001036341.2|DMEL
OG0005205	LOC118511189|XP_035909849.1|ASTE, LOC118517345|XP_035919230.1|ASTE	Pgant2|NP_995625.2|DMEL
OG0005206	LOC118511881|XP_035911398.1|ASTE	AIMP3|NP_660194.1|DMEL
OG0005207	LOC118510972|XP_035909357.1|ASTE	Pdk|NP_001097240.1|DMEL
OG0005208	LOC118510968|XP_035909352.1|ASTE	eve|NP_523670.2|DMEL
OG0005209	LOC118510967|XP_035909351.1|ASTE	yellow-c|NP_523570.3|DMEL
OG0005210	LOC118510966|XP_035909345.1|ASTE	GABA-B-R1|NP_523569.3|DMEL
OG0005211	LOC118511204|XP_035909877.1|ASTE	Rich|NP_649385.1|DMEL
OG0005212	LOC118511121|XP_035909746.1|ASTE	DnaJ-60|NP_523840.1|DMEL
OG0005213	LOC118511036|XP_035909520.1|ASTE	Mcm6|NP_511065.1|DMEL
OG0005214	LOC118513662|XP_035915648.1|ASTE	Megf8|NP_609180.3|DMEL
OG0005215	LOC118513390|XP_035914960.1|ASTE	CG2818|NP_608804.1|DMEL
OG0005216	LOC118513401|XP_035914977.1|ASTE	Rab9|NP_609966.1|DMEL
OG0005217	LOC118513378|XP_035914921.1|ASTE	CG2225|NP_001246127.1|DMEL
OG0005218	LOC118513371|XP_035914895.1|ASTE	CG31886|NP_001097129.1|DMEL
OG0005219	LOC118512451|XP_035912809.1|ASTE	Mys45A|NP_610455.1|DMEL
OG0005220	LOC118513922|XP_035916182.1|ASTE	CG12099|NP_647623.1|DMEL
OG0005221	LOC118513955|XP_035916244.1|ASTE	CG13108|NP_609276.1|DMEL
OG0005222	LOC118513907|XP_035916125.1|ASTE	tweek|NP_001286002.1|DMEL
OG0005223	LOC118512700|XP_035913415.1|ASTE	Bdp1|NP_609643.2|DMEL
OG0005224	LOC118512724|XP_035913465.1|ASTE	Sema1a|NP_001260265.1|DMEL
OG0005225	LOC118511739|XP_035911082.1|ASTE	okr|NP_476661.1|DMEL
OG0005226	LOC118511725|XP_035911056.1|ASTE	Cka|NP_001245936.1|DMEL
OG0005227	LOC118511731|XP_035911070.1|ASTE	CG5861|NP_609789.1|DMEL
OG0005228	LOC118511729|XP_035911068.1|ASTE	Syx5|NP_599132.2|DMEL
OG0005229	LOC118511108|XP_035909725.1|ASTE	dock|NP_722657.1|DMEL
OG0005230	LOC118513669|XP_035915663.1|ASTE	Reps|NP_609487.2|DMEL
OG0005231	LOC118512660|XP_035913302.1|ASTE	net|NP_524820.2|DMEL
