Orthogroup	ASTE.longest_only	SLEB.longest_only
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC115632362|XP_030385340.1|SLEB
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC115623264|XP_030373394.1|SLEB
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC115622746|XP_030372654.1|SLEB
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC115632384|XP_030385373.1|SLEB
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC115620000|XP_030368949.1|SLEB
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC115622108|XP_030371814.1|SLEB
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC115620647|XP_030369855.1|SLEB
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC115628222|XP_030380077.1|SLEB
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC115628279|XP_030380168.1|SLEB
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC115623664|XP_030373983.1|SLEB
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC115627498|XP_030379045.1|SLEB
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC115619987|XP_030368909.1|SLEB
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC115633167|XP_030386440.1|SLEB
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC115634500|XP_030388120.1|SLEB
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC115623027|XP_030373067.1|SLEB
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC115634131|XP_030387556.1|SLEB
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC115624868|XP_030375576.1|SLEB
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC115622408|XP_030372200.1|SLEB
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC115622767|XP_030372683.1|SLEB
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC115632106|XP_030384949.1|SLEB
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC115622385|XP_030372169.1|SLEB
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC115620695|XP_030369928.1|SLEB
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC115630996|XP_030383452.1|SLEB
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC115628437|XP_030380386.1|SLEB
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC115622560|XP_030372391.1|SLEB
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC115620060|XP_030369060.1|SLEB
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC115628502|XP_030380505.1|SLEB
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC115623049|XP_030373088.1|SLEB
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC115630528|XP_030382991.1|SLEB
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC115621287|XP_030370750.1|SLEB
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC115634445|XP_030388016.1|SLEB, LOC115634576|XP_030388267.1|SLEB
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC115622144|XP_030371868.1|SLEB
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC115632983|XP_030386156.1|SLEB
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC115632401|XP_030385395.1|SLEB
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC115633027|XP_030386210.1|SLEB
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC115629643|XP_030382014.1|SLEB
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC115622294|XP_030372061.1|SLEB
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC115628863|XP_030380979.1|SLEB
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC115633846|XP_030387197.1|SLEB
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC115624653|XP_030375293.1|SLEB
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC115633119|XP_030386368.1|SLEB
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC115633062|XP_030386279.1|SLEB
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC115631606|XP_030384272.1|SLEB
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC115625582|XP_030376549.1|SLEB
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC115622776|XP_030372694.1|SLEB
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC115620990|XP_030370369.1|SLEB
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC115620692|XP_030369922.1|SLEB
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC115633653|XP_030386959.1|SLEB
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC115634158|XP_030387598.1|SLEB
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC115632351|XP_030385321.1|SLEB
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC115622327|XP_030372100.1|SLEB
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC115622862|XP_030372807.1|SLEB
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC115628233|XP_030380095.1|SLEB
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC115634138|XP_030387565.1|SLEB
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC115631575|XP_030384231.1|SLEB
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC115633792|XP_030387130.1|SLEB
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC115619947|XP_030368835.1|SLEB
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC115633796|XP_030387134.1|SLEB
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC115634274|XP_030387762.1|SLEB
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC115634272|XP_030387759.1|SLEB
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC115633900|XP_030387304.1|SLEB
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC115620024|XP_030368988.1|SLEB
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC115628338|XP_030380261.1|SLEB
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC115628426|XP_030380373.1|SLEB
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC115627106|XP_030378532.1|SLEB
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC115621169|XP_030370596.1|SLEB
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC115633644|XP_030386946.1|SLEB
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC115624073|XP_030374525.1|SLEB
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC115623528|XP_030373774.1|SLEB
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC115630129|XP_030382601.1|SLEB
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC115634234|XP_030387686.1|SLEB
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC115631110|XP_030383669.1|SLEB
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC115631310|XP_030383888.1|SLEB
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC115623193|XP_030373275.1|SLEB
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC115621778|XP_030371438.1|SLEB
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC115632743|XP_030385850.1|SLEB
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC115632170|XP_030385059.1|SLEB
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC115629938|XP_030382408.1|SLEB
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC115634601|XP_030388311.1|SLEB
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC115622584|XP_030372436.1|SLEB
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC115625723|XP_030376731.1|SLEB
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC115619996|XP_030368943.1|SLEB
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC115629890|XP_030382351.1|SLEB
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC115627438|XP_030378972.1|SLEB
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC115633857|XP_030387209.1|SLEB
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC115634546|XP_030388216.1|SLEB
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC115622831|XP_030372769.1|SLEB
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC115622160|XP_030371889.1|SLEB
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC115622609|XP_030372470.1|SLEB
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC115630927|XP_030383353.1|SLEB
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC115620754|XP_030370008.1|SLEB
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC115629240|XP_030381517.1|SLEB
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC115621453|XP_030370967.1|SLEB
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC115624769|XP_030375462.1|SLEB
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC115622174|XP_030371912.1|SLEB
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC115632345|XP_030385311.1|SLEB
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC115625719|XP_030376725.1|SLEB
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC115624625|XP_030375239.1|SLEB
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC115632227|XP_030385147.1|SLEB
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC115623975|XP_030374406.1|SLEB
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC115624629|XP_030375245.1|SLEB
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC115632997|XP_030386177.1|SLEB
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC115622522|XP_030372346.1|SLEB
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC115622795|XP_030372720.1|SLEB
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC115632363|XP_030385341.1|SLEB
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC115632819|XP_030385931.1|SLEB
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC115633090|XP_030386333.1|SLEB
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC115621127|XP_030370541.1|SLEB
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC115628440|XP_030380402.1|SLEB
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC115634550|XP_030388225.1|SLEB
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC115625964|XP_030377071.1|SLEB
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC115625956|XP_030377058.1|SLEB
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC115633988|XP_030387371.1|SLEB
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC115623696|XP_030374031.1|SLEB, LOC115624199|XP_030374661.1|SLEB
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC115633751|XP_030387086.1|SLEB
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC115632911|XP_030386065.1|SLEB
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC115634135|XP_030387562.1|SLEB
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC115634133|XP_030387558.1|SLEB
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC115629996|XP_030382484.1|SLEB
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC115622261|XP_030372022.1|SLEB
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC115622786|XP_030372706.1|SLEB
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC115634157|XP_030387597.1|SLEB
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC115628454|XP_030380431.1|SLEB
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC115620614|XP_030369792.1|SLEB
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC115623036|XP_030373113.1|SLEB
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC115632307|XP_030385269.1|SLEB
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC115632447|XP_030385454.1|SLEB
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC115627072|XP_030378483.1|SLEB
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC115629065|XP_030381244.1|SLEB
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC115631913|XP_030384628.1|SLEB
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC115632238|XP_030385159.1|SLEB
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC115633780|XP_030387117.1|SLEB
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC115634086|XP_030387501.1|SLEB
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC115619997|XP_030368946.1|SLEB
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC115632209|XP_030385124.1|SLEB
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC115632588|XP_030385672.1|SLEB
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC115632245|XP_030385166.1|SLEB
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC115634271|XP_030387758.1|SLEB
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC115634604|XP_030388317.1|SLEB
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC115632550|XP_030385625.1|SLEB
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC115619984|XP_030368886.1|SLEB
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC115634714|XP_030388457.1|SLEB
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC115631205|XP_030383769.1|SLEB
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC115622287|XP_030372049.1|SLEB
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC115632430|XP_030385431.1|SLEB
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC115632336|XP_030385301.1|SLEB
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC115634415|XP_030387973.1|SLEB
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC115632850|XP_030385968.1|SLEB
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC115624516|XP_030375091.1|SLEB
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC115632716|XP_030385821.1|SLEB
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC115627712|XP_030379321.1|SLEB
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC115622657|XP_030372531.1|SLEB
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC115629880|XP_030382341.1|SLEB
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC115633651|XP_030386953.1|SLEB
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC115634747|XP_030388499.1|SLEB
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC115624719|XP_030375405.1|SLEB
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC115622931|XP_030372919.1|SLEB
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC115633878|XP_030387239.1|SLEB
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC115632538|XP_030385605.1|SLEB
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC115633137|XP_030386403.1|SLEB
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC115622301|XP_030372065.1|SLEB
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC115633250|XP_030386510.1|SLEB
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC115622848|XP_030372794.1|SLEB
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC115628331|XP_030380252.1|SLEB
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC115624818|XP_030375526.1|SLEB
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC115622659|XP_030372529.1|SLEB
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC115632397|XP_030385387.1|SLEB
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC115622615|XP_030372475.1|SLEB
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC115625349|XP_030376241.1|SLEB
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC115628224|XP_030380084.1|SLEB
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC115622242|XP_030371998.1|SLEB
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC115624588|XP_030375186.1|SLEB
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC115622127|XP_030371840.1|SLEB
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC115632440|XP_030385444.1|SLEB
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC115628283|XP_030380173.1|SLEB
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC115625897|XP_030376986.1|SLEB
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC115629988|XP_030382475.1|SLEB
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC115634650|XP_030388366.1|SLEB
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC115629141|XP_030381356.1|SLEB
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC115629707|XP_030382090.1|SLEB
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC115627275|XP_030378769.1|SLEB
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC115632441|XP_030385448.1|SLEB
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC115633810|XP_030387155.1|SLEB
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC115630553|XP_030383026.1|SLEB
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC115634501|XP_030388125.1|SLEB
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC115634095|XP_030387512.1|SLEB
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC115622049|XP_030371785.1|SLEB
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC115632931|XP_030386084.1|SLEB
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC115632691|XP_030385787.1|SLEB
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC115632357|XP_030385332.1|SLEB
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC115632274|XP_030385214.1|SLEB
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC115632936|XP_030386089.1|SLEB
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC115632331|XP_030385294.1|SLEB
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC115622176|XP_030371916.1|SLEB
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC115622167|XP_030371899.1|SLEB
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC115632492|XP_030385530.1|SLEB
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC115621676|XP_030371249.1|SLEB
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC115634818|XP_030388600.1|SLEB
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC115634549|XP_030368819.1|SLEB
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC115632411|XP_030385408.1|SLEB
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC115628080|XP_030379917.1|SLEB
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC115632321|XP_030385286.1|SLEB
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC115632322|XP_030385287.1|SLEB
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC115632686|XP_030385782.1|SLEB
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC115632511|XP_030385561.1|SLEB
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC115625999|XP_030377105.1|SLEB
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC115627457|XP_030378987.1|SLEB
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC115622520|XP_030372339.1|SLEB
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC115634828|XP_030388606.1|SLEB
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC115634825|XP_030388604.1|SLEB
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC115627751|XP_030379395.1|SLEB
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC115622569|XP_030372400.1|SLEB
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC115632857|XP_030385977.1|SLEB
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC115624212|XP_030374685.1|SLEB
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC115634531|XP_030388204.1|SLEB
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC115627210|XP_030378690.1|SLEB
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC115634198|XP_030387646.1|SLEB
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC115633706|XP_030387027.1|SLEB
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC115621728|XP_030371320.1|SLEB
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC115634397|XP_030387952.1|SLEB
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC115630362|XP_030382759.1|SLEB
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC115628024|XP_030379817.1|SLEB
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC115626675|XP_030377961.1|SLEB
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC115621257|XP_030370713.1|SLEB
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC115631812|XP_030384512.1|SLEB
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC115626638|XP_030377909.1|SLEB
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC115622156|XP_030371888.1|SLEB
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC115633073|XP_030386309.1|SLEB
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC115620978|XP_030370361.1|SLEB
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC115624372|XP_030374911.1|SLEB
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC115622626|XP_030372493.1|SLEB
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC115623319|XP_030373440.1|SLEB
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC115632927|XP_030386083.1|SLEB
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC115634829|XP_030388611.1|SLEB
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC115623433|XP_030373639.1|SLEB
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC115632883|XP_030386020.1|SLEB
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC115620722|XP_030369961.1|SLEB
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC115627109|XP_030378531.1|SLEB
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC115633806|XP_030387150.1|SLEB
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC115634768|XP_030388522.1|SLEB
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC115626342|XP_030377551.1|SLEB
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC115625750|XP_030376766.1|SLEB
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC115624596|XP_030375196.1|SLEB
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC115620209|XP_030369206.1|SLEB
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC115626324|XP_030377525.1|SLEB
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC115628622|XP_030380668.1|SLEB
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC115631678|XP_030384350.1|SLEB
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC115626603|XP_030377853.1|SLEB
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC115632292|XP_030385245.1|SLEB
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC115631883|XP_030384592.1|SLEB
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC115633226|XP_030386483.1|SLEB
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC115634268|XP_030387755.1|SLEB
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC115630989|XP_030383434.1|SLEB
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC115625687|XP_030376686.1|SLEB
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC115628520|XP_030380533.1|SLEB
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC115622021|XP_030371738.1|SLEB
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC115626012|XP_030377119.1|SLEB
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC115628547|XP_030380568.1|SLEB
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC115631193|XP_030383743.1|SLEB
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC115631081|XP_030383588.1|SLEB
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC115623906|XP_030374322.1|SLEB
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC115631564|XP_030384220.1|SLEB
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC115625925|XP_030377022.1|SLEB
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC115631057|XP_030383553.1|SLEB
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC115626079|XP_030377192.1|SLEB
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC115628500|XP_030380499.1|SLEB
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC115630617|XP_030383104.1|SLEB
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC115621877|XP_030371564.1|SLEB
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC115628489|XP_030380477.1|SLEB
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC115625946|XP_030377042.1|SLEB
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC115626447|XP_030377682.1|SLEB
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC115620674|XP_030369897.1|SLEB
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC115629034|XP_030381196.1|SLEB
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC115629055|XP_030381225.1|SLEB
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC115625882|XP_030376960.1|SLEB
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC115626322|XP_030377522.1|SLEB
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC115625826|XP_030376876.1|SLEB
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC115626454|XP_030377693.1|SLEB
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC115631291|XP_030383865.1|SLEB
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC115626617|XP_030377871.1|SLEB
