Orthogroup	ASTE.longest_only	DSEC.longest_only
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC6608914|XP_002033628.1|DSEC
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC6613028|XP_002037518.1|DSEC
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC6604981|XP_002029824.1|DSEC
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC6604982|XP_032573648.1|DSEC
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC116800661|XP_032572716.1|DSEC
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC6615755|XP_002040126.1|DSEC
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC6608017|XP_032572866.1|DSEC
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC6609294|XP_002033984.1|DSEC
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC6609842|XP_032572487.1|DSEC
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC6608353|XP_032572633.1|DSEC
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC6608939|XP_002033653.1|DSEC
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC6613016|XP_032570962.1|DSEC
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC6619379|XP_002043595.1|DSEC
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC6610850|XP_002035416.1|DSEC
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC6608899|XP_002033613.1|DSEC
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC6604895|XP_032574517.1|DSEC
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC6610615|XP_032574100.1|DSEC
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC6608284|XP_002033028.1|DSEC
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC6608866|XP_002033580.1|DSEC
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC6619408|XP_032573969.1|DSEC
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC6611849|XP_002036371.1|DSEC
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC6609277|XP_002033967.1|DSEC
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC6615346|XP_002039744.1|DSEC
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC6608123|XP_032570469.1|DSEC
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC6613035|XP_002037525.1|DSEC
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC6608439|XP_032572801.1|DSEC
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC6610521|XP_002035101.1|DSEC
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC6604818|XP_002029662.1|DSEC
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC6605010|XP_002029853.1|DSEC
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC6613416|XP_002037890.2|DSEC
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC6619644|XP_002043859.1|DSEC
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC6619962|XP_032581273.1|DSEC
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC6612810|XP_032579156.1|DSEC
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC6605479|XP_002030312.1|DSEC
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC6619405|XP_002043620.1|DSEC
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC6606049|XP_002030860.2|DSEC
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC6614696|XP_002039123.1|DSEC
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC6605484|XP_002030317.2|DSEC
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC6605185|XP_002030024.1|DSEC
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC6607095|XP_002031883.1|DSEC
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC6619437|XP_002043652.1|DSEC
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC6610153|XP_032573886.1|DSEC
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC6610498|XP_032573995.1|DSEC
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC6616419|XP_002040779.1|DSEC
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC6610923|XP_002035480.1|DSEC
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC6610925|XP_002035482.1|DSEC
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC6608492|XP_002033226.1|DSEC
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC6607886|XP_002032640.1|DSEC
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC6610604|XP_002035172.1|DSEC
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC6620583|XP_032570445.1|DSEC
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC6608559|XP_002033293.1|DSEC
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC6608558|XP_002033292.1|DSEC
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC6615750|XP_032570336.1|DSEC
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC6619686|XP_002043901.1|DSEC
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC6621912|XP_032571016.1|DSEC
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC6609361|XP_032570551.1|DSEC
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC6608097|XP_002032845.1|DSEC
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC6608096|XP_032572316.1|DSEC
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC116800898|XP_032573234.1|DSEC
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC6610709|XP_002035275.1|DSEC
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC6610704|XP_002035270.1|DSEC
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC6609697|XP_002034354.1|DSEC
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC6609334|XP_002034023.1|DSEC
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC6606670|XP_032577181.1|DSEC
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC6608943|XP_032571687.1|DSEC
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC6605039|XP_002029881.1|DSEC
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC6604949|XP_032574504.1|DSEC
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC6608424|XP_032572501.1|DSEC
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC6609673|XP_002034331.1|DSEC
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC6615556|XP_002039930.1|DSEC
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC6616584|XP_032574205.1|DSEC
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC116801074|XP_032574489.1|DSEC
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC6605833|XP_032573369.1|DSEC
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC6608001|XP_002032749.2|DSEC
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC6610145|XP_032574520.1|DSEC
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC6605946|XP_002030758.1|DSEC
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC6606083|XP_032574185.1|DSEC
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC6608692|XP_002033419.1|DSEC
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC6608467|XP_002033201.1|DSEC
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC6605050|XP_002029892.1|DSEC
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC6618830|XP_032571384.1|DSEC
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC6618881|XP_002043129.2|DSEC
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC6611607|XP_002036144.1|DSEC
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC6605639|XP_002030457.1|DSEC
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC6610574|XP_032574260.1|DSEC
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC6606081|XP_002030890.1|DSEC
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC6608105|XP_032570123.1|DSEC
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC6610918|XP_002035475.1|DSEC
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC6610292|XP_032573792.1|DSEC
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC6605882|XP_002030696.2|DSEC
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC6608920|XP_002033634.1|DSEC
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC6608921|XP_002033635.1|DSEC
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC6619365|XP_032574634.1|DSEC
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC6609147|XP_002033849.1|DSEC
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC6610087|XP_002034703.1|DSEC
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC6610088|XP_002034704.1|DSEC
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC6604861|XP_002029706.1|DSEC
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC6605530|XP_032574244.1|DSEC
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC6605994|XP_002030805.1|DSEC
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC6604835|XP_002029680.1|DSEC
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC6605634|XP_002030452.1|DSEC
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC6615222|XP_002039628.1|DSEC
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC6615550|XP_002039924.1|DSEC
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC6611176|XP_032573334.1|DSEC
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC6605035|XP_002029877.1|DSEC
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC6610894|XP_002035457.1|DSEC
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC6605455|XP_032574652.1|DSEC
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC6610872|XP_032573757.1|DSEC
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC6606152|XP_002030960.1|DSEC
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC6610400|XP_032576038.1|DSEC
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC6610523|XP_032574060.1|DSEC
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC6610750|XP_002035316.1|DSEC
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC6605211|XP_002030049.1|DSEC
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC6610309|XP_032574676.1|DSEC
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC6610191|XP_032575063.1|DSEC
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC6615798|XP_002040168.1|DSEC
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC6609817|XP_032571456.1|DSEC
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC6615512|XP_002039891.1|DSEC
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC6615598|XP_032572135.1|DSEC
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC6608012|XP_032570327.1|DSEC
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC6608006|XP_002032754.1|DSEC
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC6610310|XP_002034905.1|DSEC
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC6618363|XP_002042633.1|DSEC
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC6608091|XP_032570251.1|DSEC
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC6608008|XP_002032756.1|DSEC
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC6608847|XP_002033561.1|DSEC
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC6615282|XP_032572204.1|DSEC
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC6605427|XP_002030260.1|DSEC
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC6605424|XP_002030257.2|DSEC
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC6605420|XP_002030253.1|DSEC
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC6605422|XP_002030255.1|DSEC
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC6605418|XP_032573269.1|DSEC
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC6606041|XP_032575387.1|DSEC
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC6611056|XP_002035613.1|DSEC
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC6611052|XP_032575779.1|DSEC
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC6606044|XP_032575910.1|DSEC
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC6620412|XP_032571505.1|DSEC
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC6618894|XP_002043142.1|DSEC
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC6609839|XP_032570522.1|DSEC
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC6604901|XP_032574869.1|DSEC
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC6609650|XP_032573056.1|DSEC
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC6604886|XP_002029731.1|DSEC
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC6604888|XP_032573337.1|DSEC
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC6620842|XP_032574199.1|DSEC
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC6610967|XP_032574075.1|DSEC
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC6611198|XP_002035754.1|DSEC
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC6612452|XP_002036960.1|DSEC
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC6609305|XP_002033995.1|DSEC
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC6608644|XP_002033378.2|DSEC
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC6608639|XP_002033373.2|DSEC
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC6620113|XP_002044325.2|DSEC
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC6604847|XP_002029692.1|DSEC
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC6604987|XP_002029830.1|DSEC
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC6608432|XP_002033166.1|DSEC
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC6608426|XP_032572502.1|DSEC
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC6615038|XP_032580787.1|DSEC
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC6607909|XP_002032663.1|DSEC
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC6608107|XP_002032855.1|DSEC
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC6608665|XP_002033398.2|DSEC
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC6610095|XP_032572783.1|DSEC
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC6609589|XP_002034266.1|DSEC
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC6619459|XP_032579786.1|DSEC
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC6616015|XP_032581756.1|DSEC
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC6618705|XP_002042964.1|DSEC
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC6608294|XP_002033031.1|DSEC
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC6620403|XP_002044612.2|DSEC
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC6609749|XP_032572775.1|DSEC
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC6609748|XP_032572779.1|DSEC
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC6615824|XP_002040194.1|DSEC
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC6608042|XP_032570649.1|DSEC
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC6611119|XP_002035676.1|DSEC
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC6614112|XP_032577603.1|DSEC
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC6609654|XP_002034328.1|DSEC
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC6621366|XP_032570046.1|DSEC
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC6615536|XP_002039915.2|DSEC
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC6605693|XP_032575739.1|DSEC
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC6612732|XP_002037235.1|DSEC
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC6611269|XP_032572893.1|DSEC
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC6608360|XP_032572940.1|DSEC
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC6615579|XP_002039953.1|DSEC
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC6611277|XP_002035832.1|DSEC
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC6614765|XP_032573134.1|DSEC
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC6614775|XP_002039194.1|DSEC
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC6612729|XP_002037232.1|DSEC
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC6611291|XP_032583664.1|DSEC
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC6617202|XP_032576390.1|DSEC
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC6619115|XP_032572119.1|DSEC
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC6613554|XP_032571346.1|DSEC
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC6606116|XP_032573944.1|DSEC
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC6614607|XP_032581166.1|DSEC
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC6618835|XP_032571986.1|DSEC
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC6609941|XP_002034588.1|DSEC
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC6617215|XP_032583619.1|DSEC
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC6611874|XP_002036392.2|DSEC
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC6617744|XP_002042056.1|DSEC
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC6619256|XP_002043473.1|DSEC
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC6614698|XP_002039125.2|DSEC
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC6611815|XP_002036337.1|DSEC
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC6614600|XP_032583455.1|DSEC
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC6613297|XP_002037774.1|DSEC
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC6607163|XP_002031949.1|DSEC
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC6609145|XP_002033847.1|DSEC
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC6613624|XP_002038094.1|DSEC
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC6617418|XP_032571718.1|DSEC
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC6614707|XP_032577097.1|DSEC
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC6611711|XP_002036244.1|DSEC
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC6613474|XP_032583181.1|DSEC
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC6611811|XP_002036333.1|DSEC
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC6611814|XP_002036336.1|DSEC
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC6611256|XP_002035811.1|DSEC
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC6618267|XP_002042540.1|DSEC
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC6607364|XP_002032137.1|DSEC
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC6611442|XP_032571788.1|DSEC
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC6611444|XP_002035987.1|DSEC
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC6611460|XP_002036002.1|DSEC
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC6611384|XP_032577402.1|DSEC
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC6614631|XP_002039058.2|DSEC
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC6614629|XP_002039056.1|DSEC
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC6613256|XP_002037733.1|DSEC
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC6617864|XP_002042172.1|DSEC
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC6608095|XP_002032843.1|DSEC
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC6613107|XP_002037588.1|DSEC
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC6612101|XP_002036618.1|DSEC
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC6611218|XP_002035774.2|DSEC, LOC116800393|XP_032570965.1|DSEC
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC6617862|XP_032583650.1|DSEC
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC6611334|XP_032580874.1|DSEC
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC6611833|XP_032574901.1|DSEC
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC116803536|XP_032583135.1|DSEC
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC6616795|XP_002041132.1|DSEC
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC6608520|XP_002033254.2|DSEC
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC6611237|XP_032569811.1|DSEC
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC6610099|XP_032571235.1|DSEC
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC6613060|XP_002037543.1|DSEC
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC6609355|XP_032570546.1|DSEC
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC6614423|XP_002038856.1|DSEC
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC6614421|XP_002038854.2|DSEC
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC6612115|XP_002036632.1|DSEC
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC6613675|XP_032577450.1|DSEC
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC6614996|XP_002039413.2|DSEC
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC6614601|XP_032583089.1|DSEC
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC6609677|XP_002034335.1|DSEC
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC6613138|XP_002037619.1|DSEC
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC116803628|XP_032583629.1|DSEC, LOC6613588|XP_032583614.1|DSEC
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC6611790|XP_002036313.1|DSEC
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC6611789|XP_002036312.1|DSEC
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC6616978|XP_002041306.1|DSEC
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC6618276|XP_032569806.1|DSEC
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC116803538|XP_032583137.1|DSEC
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC6611967|XP_002036484.1|DSEC
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC6613241|XP_002037718.1|DSEC
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC6614558|XP_032569769.1|DSEC
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC6617725|XP_002042037.1|DSEC
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC6609623|XP_002034300.1|DSEC
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC6618246|XP_002042520.1|DSEC
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC6618269|XP_002042542.1|DSEC
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC6611922|XP_002036439.1|DSEC
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC6617392|XP_002041717.1|DSEC
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC6611395|XP_002035939.1|DSEC
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC6614602|XP_032573140.1|DSEC
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC6610138|XP_032575090.1|DSEC
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC6605201|XP_032574399.1|DSEC
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC6618846|XP_002043095.1|DSEC
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC6619123|XP_032570507.1|DSEC
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC6620171|XP_032582556.1|DSEC
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC6611195|XP_002035751.1|DSEC
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC6611402|XP_002035946.1|DSEC
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC6611401|XP_002035945.2|DSEC
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC6613108|XP_002037589.1|DSEC
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC6607464|XP_032579599.1|DSEC
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC6617352|XP_002041677.1|DSEC
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC6610633|XP_002035200.1|DSEC
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC6611202|XP_002035758.1|DSEC
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC6610397|XP_032576043.1|DSEC
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC6614687|XP_002039114.1|DSEC
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC6612005|XP_002036522.1|DSEC
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC6615280|XP_002039684.1|DSEC
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC6615277|XP_032571416.1|DSEC
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC6609591|XP_002034268.1|DSEC
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC6614656|XP_002039083.2|DSEC
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC6617257|XP_002041584.1|DSEC
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC6617328|XP_032570197.1|DSEC
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC6613674|XP_002038144.1|DSEC
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC6611494|XP_002036035.1|DSEC
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC6617808|XP_002042120.1|DSEC
