Orthogroup	ASTE.longest_only	DSUP.longest_only
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC119552978|XP_037718922.1|DSUP
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC119551849|XP_037717351.1|DSUP
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC119548128|XP_037711152.1|DSUP
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC119557337|XP_037726002.1|DSUP
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC119550595|XP_037715327.1|DSUP
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC119563098|XP_037732261.1|DSUP
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC119552070|XP_037717766.1|DSUP
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC119546822|XP_037709342.1|DSUP
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC119552732|XP_037718418.1|DSUP
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC119555250|XP_037722473.1|DSUP
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC119553397|XP_037719689.1|DSUP
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC119553917|XP_037720524.1|DSUP
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC119555614|XP_037723059.1|DSUP
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC119555721|XP_037723343.1|DSUP
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC119551635|XP_037716987.1|DSUP
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC119550125|XP_037714538.1|DSUP
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC119549806|XP_037714002.1|DSUP
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC119549319|XP_037713222.1|DSUP
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC119553560|XP_037719932.1|DSUP
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC119558892|XP_037728029.1|DSUP
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC119552172|XP_037717929.1|DSUP
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC119558133|XP_037727294.1|DSUP
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC119554459|XP_037721298.1|DSUP
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC119554046|XP_037720711.1|DSUP
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC119554112|XP_037720806.1|DSUP
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC119550832|XP_037715708.1|DSUP, LOC119558816|XP_037728014.1|DSUP
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC119549871|XP_037714097.1|DSUP
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC119550676|XP_037715463.1|DSUP
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC119550404|XP_037714989.1|DSUP
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC119550112|XP_037714521.1|DSUP
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC119550965|XP_037715926.1|DSUP
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC119550243|XP_037714741.1|DSUP
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC119555683|XP_037723234.1|DSUP
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC119554300|XP_037721086.1|DSUP
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC119552583|XP_037718142.1|DSUP
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC119552737|XP_037718431.1|DSUP
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC119555597|XP_037723016.1|DSUP
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC119552942|XP_037718824.1|DSUP
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC119554861|XP_037721871.1|DSUP
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC119550156|XP_037714595.1|DSUP
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC119550686|XP_037715477.1|DSUP
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC119560554|XP_037729994.1|DSUP
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC119552685|XP_037718333.1|DSUP
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC119554051|XP_037720718.1|DSUP
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC119560811|XP_037730376.1|DSUP
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC119550349|XP_037714897.1|DSUP
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC119549087|XP_037712737.1|DSUP
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC119553429|XP_037719740.1|DSUP
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC119551683|XP_037717071.1|DSUP
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC119553647|XP_037720058.1|DSUP
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC119549373|XP_037713336.1|DSUP
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC119551542|XP_037716860.1|DSUP
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC119553454|XP_037719784.1|DSUP
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC119554851|XP_037721859.1|DSUP
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC119554397|XP_037721210.1|DSUP
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC119552834|XP_037718618.1|DSUP
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC119553000|XP_037718949.1|DSUP
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC119549571|XP_037713652.1|DSUP
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC119550019|XP_037714371.1|DSUP
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC119555647|XP_037723133.1|DSUP
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC119553201|XP_037719381.1|DSUP
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC119549107|XP_037712774.1|DSUP
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC119550033|XP_037714388.1|DSUP
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC119554162|XP_037720879.1|DSUP
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC119563093|XP_037732256.1|DSUP
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC119548531|XP_037711754.1|DSUP
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC119560730|XP_037730272.1|DSUP
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC119551379|XP_037716629.1|DSUP
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC119553945|XP_037720566.1|DSUP
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC119553384|XP_037719668.1|DSUP
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC119553799|XP_037720339.1|DSUP
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC119553009|XP_037718968.1|DSUP
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC119555010|XP_037722081.1|DSUP
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC119551331|XP_037716558.1|DSUP
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC119551416|XP_037716684.1|DSUP
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC119551629|XP_037716981.1|DSUP
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC119554699|XP_037721630.1|DSUP
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC119546364|XP_037708521.1|DSUP
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC119553659|XP_037720078.1|DSUP
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC119550635|XP_037715399.1|DSUP
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC119552030|XP_037717698.1|DSUP
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC119553774|XP_037720309.1|DSUP
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC119547000|XP_037709594.1|DSUP
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC119563064|XP_037732206.1|DSUP
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC119552199|XP_037717985.1|DSUP
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC119550976|XP_037715938.1|DSUP
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC119554964|XP_037722018.1|DSUP
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC119550844|XP_037715739.1|DSUP
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC119553663|XP_037720102.1|DSUP
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC119553253|XP_037719458.1|DSUP
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC119550211|XP_037714694.1|DSUP
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC119549161|XP_037712876.1|DSUP
OG0003614	LOC118509770|XP_035906801.1|ASTE	LOC119551475|XP_037716765.1|DSUP
OG0003615	LOC118509895|XP_035907035.1|ASTE	LOC119552169|XP_037717921.1|DSUP
OG0003616	LOC118511422|XP_035910398.1|ASTE	LOC119550781|XP_037715641.1|DSUP
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	LOC119551257|XP_037716437.1|DSUP
OG0003618	LOC118511426|XP_035910405.1|ASTE	LOC119551254|XP_037716429.1|DSUP
OG0003619	LOC118512840|XP_035913786.1|ASTE	LOC119551347|XP_037716592.1|DSUP
OG0003620	LOC118512836|XP_035913781.1|ASTE	LOC119550808|XP_037715674.1|DSUP
OG0003621	LOC118512802|XP_035913634.1|ASTE	LOC119555493|XP_037722834.1|DSUP
OG0003622	LOC118512800|XP_035913631.1|ASTE	LOC119555492|XP_037722829.1|DSUP
OG0003623	LOC118510416|XP_035908078.1|ASTE	LOC119549599|XP_037713689.1|DSUP
OG0003624	LOC118511439|XP_035910429.1|ASTE	LOC119558811|XP_037728005.1|DSUP, LOC119549190|XP_037712946.1|DSUP
OG0003625	LOC118511437|XP_035910425.1|ASTE	LOC119550047|XP_037714429.1|DSUP
OG0003626	LOC118514209|XP_035916795.1|ASTE	LOC119551147|XP_037716266.1|DSUP
OG0003627	LOC118512834|XP_035913778.1|ASTE	LOC119550923|XP_037715868.1|DSUP
OG0003628	LOC118510546|XP_035908407.1|ASTE	LOC119552161|XP_037717908.1|DSUP
OG0003629	LOC118514242|XP_035916840.1|ASTE	LOC119550192|XP_037714662.1|DSUP
OG0003630	LOC118514228|XP_035916820.1|ASTE	LOC119549889|XP_037714124.1|DSUP
OG0003631	LOC118514252|XP_035916859.1|ASTE	LOC119553215|XP_037719400.1|DSUP
OG0003632	LOC118512313|XP_035912457.1|ASTE	LOC119554472|XP_037721316.1|DSUP
OG0003633	LOC118511570|XP_035910707.1|ASTE	LOC119551289|XP_037716491.1|DSUP
OG0003634	LOC118509443|XP_035905944.1|ASTE	LOC119554456|XP_037721296.1|DSUP
OG0003635	LOC118510366|XP_035907968.1|ASTE	LOC119554120|XP_037720817.1|DSUP
OG0003636	LOC118511520|XP_035910601.1|ASTE	LOC119550306|XP_037714833.1|DSUP
OG0003637	LOC118510477|XP_035908246.1|ASTE	LOC119551497|XP_037716791.1|DSUP
OG0003638	LOC118512897|XP_035913902.1|ASTE	LOC119553328|XP_037719587.1|DSUP
OG0003639	LOC118512899|XP_035913907.1|ASTE	LOC119547307|XP_037710033.1|DSUP
OG0003640	LOC118511377|XP_035910264.1|ASTE	LOC119549777|XP_037713965.1|DSUP
OG0003641	LOC118509741|XP_035906764.1|ASTE	LOC119550394|XP_037714972.1|DSUP
OG0003642	LOC118509762|XP_035906786.1|ASTE	LOC119550893|XP_037715809.1|DSUP
OG0003643	LOC118509772|XP_035906804.1|ASTE	LOC119549924|XP_037714188.1|DSUP
OG0003644	LOC118512794|XP_035913609.1|ASTE	LOC119550373|XP_037714947.1|DSUP
OG0003645	LOC118513487|XP_035915203.1|ASTE	LOC119553217|XP_037719403.1|DSUP
OG0003646	LOC118513484|XP_035915197.1|ASTE	LOC119554852|XP_037721860.1|DSUP
OG0003647	LOC118511263|XP_035910027.1|ASTE	LOC119554641|XP_037721568.1|DSUP
OG0003648	LOC118514452|XP_035917262.1|ASTE	LOC119546745|XP_037709171.1|DSUP
OG0003649	LOC118511447|XP_035910441.1|ASTE	LOC119563255|XP_037732497.1|DSUP
OG0003650	LOC118511444|XP_035910437.1|ASTE	LOC119556938|XP_037725358.1|DSUP
OG0003651	LOC118514396|XP_035917170.1|ASTE	LOC119562967|XP_037732070.1|DSUP
OG0003652	LOC118510225|XP_035907683.1|ASTE	LOC119553701|XP_037720189.1|DSUP
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	LOC119553329|XP_037719588.1|DSUP
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	LOC119555498|XP_037722842.1|DSUP
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	LOC119546084|XP_037708089.1|DSUP
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	LOC119553884|XP_037720471.1|DSUP
OG0003657	LOC118512888|XP_035913883.1|ASTE	LOC119552902|XP_037718755.1|DSUP
OG0003658	LOC118514261|XP_035916870.1|ASTE	LOC119561696|XP_037731138.1|DSUP
OG0003659	LOC118514253|XP_035916860.1|ASTE	LOC119554844|XP_037721848.1|DSUP
OG0003660	LOC118510302|XP_035907822.1|ASTE	LOC119555284|XP_037722514.1|DSUP
OG0003661	LOC118510216|XP_035907670.1|ASTE	LOC119552637|XP_037718256.1|DSUP
OG0003662	LOC118513272|XP_035914732.1|ASTE	LOC119555669|XP_037723204.1|DSUP
OG0003663	LOC118511399|XP_035910327.1|ASTE	LOC119555089|XP_037722234.1|DSUP
OG0003664	LOC118511390|XP_035910302.1|ASTE	LOC119553470|XP_037719801.1|DSUP
OG0003665	LOC118509733|XP_035906755.1|ASTE	LOC119551780|XP_037717237.1|DSUP
OG0003666	LOC118509612|XP_035906315.1|ASTE	LOC119549741|XP_037713910.1|DSUP
OG0003667	LOC118509621|XP_035906359.1|ASTE	LOC119555423|XP_037722714.1|DSUP
OG0003668	LOC118511332|XP_035910156.1|ASTE	LOC119559672|XP_037728657.1|DSUP
OG0003669	LOC118511546|XP_035910647.1|ASTE	LOC119550204|XP_037714681.1|DSUP
OG0003670	LOC118511544|XP_035910644.1|ASTE	LOC119550203|XP_037714680.1|DSUP
OG0003671	LOC118510273|XP_035907769.1|ASTE	LOC119549205|XP_037712967.1|DSUP, LOC119558804|XP_037727996.1|DSUP
OG0003672	LOC118510287|XP_035907796.1|ASTE	LOC119563301|XP_037732560.1|DSUP
OG0003673	LOC118514330|XP_035917022.1|ASTE	LOC119549801|XP_037713995.1|DSUP
OG0003674	LOC118511255|XP_035909998.1|ASTE	LOC119549887|XP_037714122.1|DSUP
OG0003675	LOC118509878|XP_035907010.1|ASTE	LOC119548980|XP_037712504.1|DSUP
OG0003676	LOC118509875|XP_035906997.1|ASTE	LOC119548978|XP_037712500.1|DSUP
OG0003677	LOC118509452|XP_035905964.1|ASTE	LOC119554880|XP_037721894.1|DSUP
OG0003678	LOC118512843|XP_035913788.1|ASTE	LOC119553165|XP_037719327.1|DSUP
OG0003679	LOC118512857|XP_035913833.1|ASTE	LOC119554780|XP_037721752.1|DSUP
OG0003680	LOC118511376|XP_035910263.1|ASTE	LOC119551541|XP_037716859.1|DSUP
OG0003681	LOC118512283|XP_035912398.1|ASTE	LOC119550981|XP_037715944.1|DSUP
OG0003682	LOC118512252|XP_035912298.1|ASTE	LOC119559840|XP_037728861.1|DSUP
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	LOC119549336|XP_037713245.1|DSUP
OG0003684	LOC118512876|XP_035913862.1|ASTE	LOC119554595|XP_037721507.1|DSUP
OG0003685	LOC118512255|XP_035912301.1|ASTE	LOC119553918|XP_037720525.1|DSUP
OG0003686	LOC118512019|XP_035911691.1|ASTE	LOC119549683|XP_037713822.1|DSUP
OG0003687	LOC118512808|XP_035913653.1|ASTE	LOC119549398|XP_037713381.1|DSUP
OG0003688	LOC118512809|XP_035913654.1|ASTE	LOC119550946|XP_037715898.1|DSUP
OG0003689	LOC118512815|XP_035913673.1|ASTE	LOC119554466|XP_037721308.1|DSUP
OG0003690	LOC118512816|XP_035913674.1|ASTE	LOC119554264|XP_037721036.1|DSUP
OG0003691	LOC118512820|XP_035913688.1|ASTE	LOC119555460|XP_037722792.1|DSUP
OG0003692	LOC118509716|XP_035906696.1|ASTE	LOC119549059|XP_037712691.1|DSUP
OG0003693	LOC118512229|XP_035912244.1|ASTE	LOC119555272|XP_037722504.1|DSUP
OG0003694	LOC118514241|XP_035916838.1|ASTE	LOC119552683|XP_037718331.1|DSUP
OG0003695	LOC118508937|XP_035904739.1|ASTE	LOC119554376|XP_037721184.1|DSUP
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	LOC119549175|XP_037712904.1|DSUP
OG0003697	LOC118513184|XP_035914543.1|ASTE	LOC119552093|XP_037717803.1|DSUP
OG0003698	LOC118509763|XP_035906787.1|ASTE	LOC119554902|XP_037721932.1|DSUP
OG0003699	LOC118509780|XP_035906812.1|ASTE	LOC119549328|XP_037713236.1|DSUP
OG0003700	LOC118509693|XP_035906650.1|ASTE	LOC119549971|XP_037714295.1|DSUP
OG0003701	LOC118509771|XP_035906802.1|ASTE	LOC119548355|XP_037711498.1|DSUP
OG0003702	LOC118509761|XP_035906785.1|ASTE	LOC119554522|XP_037721395.1|DSUP
OG0003703	LOC118511882|XP_035911400.1|ASTE	LOC119553312|XP_037719566.1|DSUP
OG0003704	LOC118511878|XP_035911394.1|ASTE	LOC119553296|XP_037719541.1|DSUP
OG0003705	LOC118512306|XP_035912430.1|ASTE	LOC119549185|XP_037712932.1|DSUP
OG0003706	LOC118512867|XP_035913848.1|ASTE	LOC119553751|XP_037720280.1|DSUP
OG0003707	LOC118512871|XP_035913855.1|ASTE	LOC119552496|XP_037718025.1|DSUP
OG0003708	LOC118510150|XP_035907547.1|ASTE	LOC119552806|XP_037718570.1|DSUP
OG0003709	LOC118513269|XP_035914729.1|ASTE	LOC119551737|XP_037717166.1|DSUP
OG0003710	LOC118513464|XP_035915133.1|ASTE	LOC119551061|XP_037716112.1|DSUP
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	LOC119554896|XP_037721926.1|DSUP
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	LOC119550534|XP_037715182.1|DSUP
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	LOC119549529|XP_037713578.1|DSUP
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	LOC119549527|XP_037713575.1|DSUP
OG0003715	LOC118514619|XP_035917509.1|ASTE	LOC119553777|XP_037720312.1|DSUP
OG0003716	LOC118509406|XP_035905864.1|ASTE	LOC119553669|XP_037720110.1|DSUP
OG0003717	LOC118508827|XP_035904465.1|ASTE	LOC119553350|XP_037719616.1|DSUP
OG0003718	LOC118509911|XP_035907083.1|ASTE	LOC119553194|XP_037719372.1|DSUP
OG0003719	LOC118509552|XP_035906196.1|ASTE	LOC119554464|XP_037721306.1|DSUP
OG0003720	LOC118511283|XP_035910070.1|ASTE	LOC119557201|XP_037725783.1|DSUP
OG0003721	LOC118511286|XP_035910084.1|ASTE	LOC119551502|XP_037716796.1|DSUP
OG0003722	LOC118511319|XP_035910125.1|ASTE	LOC119552729|XP_037718410.1|DSUP
OG0003723	LOC118511312|XP_035910119.1|ASTE	LOC119552513|XP_037718058.1|DSUP
OG0003724	LOC118512266|XP_035912339.1|ASTE	LOC119554553|XP_037721447.1|DSUP
OG0003725	LOC118514229|XP_035916821.1|ASTE	LOC119554890|XP_037721909.1|DSUP
OG0003726	LOC118514244|XP_035916844.1|ASTE	LOC119552876|XP_037718704.1|DSUP
OG0003728	LOC118508855|XP_035904501.1|ASTE	LOC119545707|XP_037707411.1|DSUP
OG0003729	LOC118508850|XP_035904495.1|ASTE	LOC119553557|XP_037719925.1|DSUP
OG0003730	LOC118510262|XP_035907740.1|ASTE	LOC119554707|XP_037721640.1|DSUP
OG0003731	LOC118509402|XP_035905856.1|ASTE	LOC119554486|XP_037721343.1|DSUP
OG0003732	LOC118509392|XP_035905832.1|ASTE	LOC119552984|XP_037718929.1|DSUP
OG0003733	LOC118509391|XP_035905831.1|ASTE	LOC119553425|XP_037719731.1|DSUP
OG0003734	LOC118510094|XP_035907404.1|ASTE	LOC119555181|XP_037722359.1|DSUP
OG0003735	LOC118509242|XP_035905449.1|ASTE	LOC119549485|XP_037713515.1|DSUP
OG0003736	LOC118509248|XP_035905475.1|ASTE	LOC119551101|XP_037716208.1|DSUP
OG0003737	LOC118509243|XP_035905450.1|ASTE	LOC119552152|XP_037717886.1|DSUP
OG0003738	LOC118511844|XP_035911280.1|ASTE	LOC119551128|XP_037716240.1|DSUP
OG0003739	LOC118511845|XP_035911282.1|ASTE	LOC119550169|XP_037714632.1|DSUP
OG0003740	LOC118511849|XP_035911287.1|ASTE	LOC119551684|XP_037717076.1|DSUP
OG0003741	LOC118511853|XP_035911292.1|ASTE	LOC119553408|XP_037719709.1|DSUP
OG0003742	LOC118511851|XP_035911290.1|ASTE	LOC119555529|XP_037722885.1|DSUP
OG0003743	LOC118511517|XP_035910593.1|ASTE	LOC119549012|XP_037712581.1|DSUP
OG0003744	LOC118511521|XP_035910602.1|ASTE	LOC119551686|XP_037717078.1|DSUP
OG0003745	LOC118511524|XP_035910605.1|ASTE	LOC119550022|XP_037714374.1|DSUP
OG0003746	LOC118511518|XP_035910599.1|ASTE	LOC119549010|XP_037712576.1|DSUP
OG0003747	LOC118511527|XP_035910609.1|ASTE	LOC119553590|XP_037719968.1|DSUP
OG0003748	LOC118511526|XP_035910608.1|ASTE	LOC119553620|XP_037720013.1|DSUP
OG0003749	LOC118511530|XP_035910612.1|ASTE	LOC119554016|XP_037720660.1|DSUP
OG0003750	LOC118509365|XP_035905781.1|ASTE	LOC119552664|XP_037718299.1|DSUP
OG0003751	LOC118509646|XP_035906447.1|ASTE	LOC119554480|XP_037721323.1|DSUP
OG0003752	LOC118510333|XP_035907884.1|ASTE	LOC119553121|XP_037719236.1|DSUP
OG0003753	LOC118510374|XP_035907992.1|ASTE	LOC119554210|XP_037720939.1|DSUP
OG0003754	LOC118510329|XP_035907875.1|ASTE	LOC119552913|XP_037718775.1|DSUP
OG0003755	LOC118510348|XP_035907934.1|ASTE	LOC119553643|XP_037720049.1|DSUP
OG0003756	LOC118511333|XP_035910158.1|ASTE	LOC119559612|XP_037728570.1|DSUP
OG0003757	LOC118511344|XP_035910191.1|ASTE	LOC119549313|XP_037713216.1|DSUP
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	LOC119549151|XP_037712859.1|DSUP
OG0003759	LOC118513144|XP_035914463.1|ASTE	LOC119555591|XP_037723002.1|DSUP
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC119552198|XP_037717983.1|DSUP
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC119555044|XP_037722158.1|DSUP
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC119555045|XP_037722159.1|DSUP
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC119553967|XP_037720592.1|DSUP
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC119552881|XP_037718711.1|DSUP
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC119546456|XP_037708659.1|DSUP
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC119556309|XP_037724320.1|DSUP
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC119549321|XP_037713225.1|DSUP
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC119550734|XP_037715575.1|DSUP
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC119550441|XP_037715044.1|DSUP
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC119549357|XP_037713320.1|DSUP
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC119552643|XP_037718264.1|DSUP
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC119553251|XP_037719455.1|DSUP
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC119551925|XP_037717483.1|DSUP
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC119549612|XP_037713710.1|DSUP
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC119558278|XP_037727581.1|DSUP
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC119551250|XP_037716423.1|DSUP
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC119550657|XP_037715430.1|DSUP
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC119550789|XP_037715648.1|DSUP
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC119550457|XP_037715067.1|DSUP
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC119549918|XP_037714170.1|DSUP
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC119551961|XP_037717990.1|DSUP
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC119556984|XP_037725433.1|DSUP
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC119554194|XP_037720921.1|DSUP
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC119549251|XP_037713085.1|DSUP
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC119559614|XP_037728574.1|DSUP
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC119550062|XP_037714452.1|DSUP
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC119550063|XP_037714454.1|DSUP
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC119550749|XP_037715598.1|DSUP
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC119550541|XP_037715192.1|DSUP
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC119554909|XP_037721939.1|DSUP
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC119560363|XP_037729695.1|DSUP
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC119552200|XP_037717986.1|DSUP
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC119549315|XP_037713217.1|DSUP
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC119549452|XP_037713476.1|DSUP
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC119555306|XP_037722551.1|DSUP
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC119563101|XP_037732268.1|DSUP
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC119547953|XP_037710931.1|DSUP
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC119551898|XP_037717438.1|DSUP
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC119550392|XP_037714971.1|DSUP
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC119547183|XP_037709846.1|DSUP
