Orthogroup	ASTE.longest_only	CCAP.longest_only
OG0003614	LOC118509770|XP_035906801.1|ASTE	CCAP1982_LOCUS22010|CAD7014003.1|CCAP
OG0003615	LOC118509895|XP_035907035.1|ASTE	CCAP1982_LOCUS7100|CAD6998511.1|CCAP
OG0003616	LOC118511422|XP_035910398.1|ASTE	CCAP1982_LOCUS22733|CAD7014759.1|CCAP
OG0003617	LOC118511429|XP_035910412.1|ASTE, LOC118508841|XP_035904484.1|ASTE	CCAP1982_LOCUS22201|CAD7014196.1|CCAP, CCAP1982_LOCUS22200|CAD7014195.1|CCAP
OG0003618	LOC118511426|XP_035910405.1|ASTE	CCAP1982_LOCUS22202|CAD7014197.1|CCAP
OG0003619	LOC118512840|XP_035913786.1|ASTE	CCAP1982_LOCUS23246|CAD7015301.1|CCAP, CCAP1982_LOCUS23245|CAD7015300.1|CCAP, CCAP1982_LOCUS23238|CAD7015292.1|CCAP
OG0003620	LOC118512836|XP_035913781.1|ASTE	CCAP1982_LOCUS7174|CAD6998596.1|CCAP
OG0003621	LOC118512802|XP_035913634.1|ASTE	CCAP1982_LOCUS12840|CAD7004432.1|CCAP, CCAP1982_LOCUS12855|CAD7004449.1|CCAP
OG0003622	LOC118512800|XP_035913631.1|ASTE	CCAP1982_LOCUS12854|CAD7004448.1|CCAP, CCAP1982_LOCUS12839|CAD7004430.1|CCAP
OG0003623	LOC118510416|XP_035908078.1|ASTE	CCAP1982_LOCUS20556|CAD7012478.1|CCAP
OG0003624	LOC118511439|XP_035910429.1|ASTE	CCAP1982_LOCUS23352|CAD7015409.1|CCAP
OG0003625	LOC118511437|XP_035910425.1|ASTE	CCAP1982_LOCUS21462|CAD7013397.1|CCAP
OG0003626	LOC118514209|XP_035916795.1|ASTE	CCAP1982_LOCUS21714|CAD7013671.1|CCAP
OG0003627	LOC118512834|XP_035913778.1|ASTE	CCAP1982_LOCUS21785|CAD7013758.1|CCAP
OG0003628	LOC118510546|XP_035908407.1|ASTE	CCAP1982_LOCUS22904|CAD7014941.1|CCAP
OG0003629	LOC118514242|XP_035916840.1|ASTE	CCAP1982_LOCUS23130|CAD7015177.1|CCAP
OG0003630	LOC118514228|XP_035916820.1|ASTE	CCAP1982_LOCUS21095|CAD7013006.1|CCAP, CCAP1982_LOCUS21096|CAD7013007.1|CCAP
OG0003631	LOC118514252|XP_035916859.1|ASTE	CCAP1982_LOCUS14526|CAD7006198.1|CCAP
OG0003633	LOC118511570|XP_035910707.1|ASTE	CCAP1982_LOCUS22604|CAD7014613.1|CCAP
OG0003634	LOC118509443|XP_035905944.1|ASTE	CCAP1982_LOCUS11200|CAD7002725.1|CCAP
OG0003635	LOC118510366|XP_035907968.1|ASTE	CCAP1982_LOCUS13302|CAD7004919.1|CCAP
OG0003636	LOC118511520|XP_035910601.1|ASTE	CCAP1982_LOCUS21736|CAD7013695.1|CCAP
OG0003637	LOC118510477|XP_035908246.1|ASTE	CCAP1982_LOCUS21955|CAD7013945.1|CCAP
OG0003638	LOC118512897|XP_035913902.1|ASTE	CCAP1982_LOCUS11671|CAD7003211.1|CCAP
OG0003639	LOC118512899|XP_035913907.1|ASTE	CCAP1982_LOCUS7721|CAD6999185.1|CCAP
OG0003640	LOC118511377|XP_035910264.1|ASTE	CCAP1982_LOCUS21863|CAD7013843.1|CCAP
OG0003641	LOC118509741|XP_035906764.1|ASTE	CCAP1982_LOCUS22381|CAD7014386.1|CCAP
OG0003642	LOC118509762|XP_035906786.1|ASTE	CCAP1982_LOCUS22389|CAD7014395.1|CCAP
OG0003643	LOC118509772|XP_035906804.1|ASTE	CCAP1982_LOCUS22398|CAD7014406.1|CCAP
OG0003644	LOC118512794|XP_035913609.1|ASTE	CCAP1982_LOCUS21838|CAD7013818.1|CCAP
OG0003645	LOC118513487|XP_035915203.1|ASTE	CCAP1982_LOCUS13195|CAD7004806.1|CCAP, CCAP1982_LOCUS13210|CAD7004821.1|CCAP
OG0003647	LOC118511263|XP_035910027.1|ASTE	CCAP1982_LOCUS13190|CAD7004801.1|CCAP, CCAP1982_LOCUS13204|CAD7004815.1|CCAP
OG0003648	LOC118514452|XP_035917262.1|ASTE	CCAP1982_LOCUS8271|CAD6999748.1|CCAP
OG0003649	LOC118511447|XP_035910441.1|ASTE	CCAP1982_LOCUS4182|CAD6995467.1|CCAP, CCAP1982_LOCUS4183|CAD6995468.1|CCAP
OG0003651	LOC118514396|XP_035917170.1|ASTE	CCAP1982_LOCUS12955|CAD7004559.1|CCAP
OG0003652	LOC118510225|XP_035907683.1|ASTE	CCAP1982_LOCUS14449|CAD7006117.1|CCAP
OG0003653	LOC118512767|XP_035913559.1|ASTE, LOC118516382|XP_035918129.1|ASTE	CCAP1982_LOCUS14514|CAD7006185.1|CCAP
OG0003654	LOC118516697|XP_035918537.1|ASTE, LOC118516361|XP_035918090.1|ASTE, LOC118512775|XP_035913576.1|ASTE	CCAP1982_LOCUS14925|CAD7006617.1|CCAP
OG0003655	LOC118516360|XP_035918089.1|ASTE, LOC118516696|XP_035918536.1|ASTE	CCAP1982_LOCUS7863|CAD6999336.1|CCAP
OG0003656	LOC118516357|XP_035918082.1|ASTE, LOC118516695|XP_035918533.1|ASTE	CCAP1982_LOCUS14435|CAD7006103.1|CCAP
OG0003657	LOC118512888|XP_035913883.1|ASTE	CCAP1982_LOCUS12806|CAD7004396.1|CCAP
OG0003658	LOC118514261|XP_035916870.1|ASTE	CCAP1982_LOCUS4952|CAD6996269.1|CCAP
OG0003659	LOC118514253|XP_035916860.1|ASTE	CCAP1982_LOCUS14429|CAD7006097.1|CCAP
OG0003660	LOC118510302|XP_035907822.1|ASTE	CCAP1982_LOCUS14421|CAD7006089.1|CCAP
OG0003661	LOC118510216|XP_035907670.1|ASTE	CCAP1982_LOCUS11803|CAD7003344.1|CCAP
OG0003662	LOC118513272|XP_035914732.1|ASTE	CCAP1982_LOCUS13088|CAD7004695.1|CCAP
OG0003663	LOC118511399|XP_035910327.1|ASTE	CCAP1982_LOCUS12977|CAD7004582.1|CCAP
OG0003664	LOC118511390|XP_035910302.1|ASTE	CCAP1982_LOCUS11926|CAD7003473.1|CCAP, CCAP1982_LOCUS11925|CAD7003472.1|CCAP
OG0003665	LOC118509733|XP_035906755.1|ASTE	CCAP1982_LOCUS22959|CAD7015002.1|CCAP
OG0003666	LOC118509612|XP_035906315.1|ASTE	CCAP1982_LOCUS21826|CAD7013806.1|CCAP
OG0003667	LOC118509621|XP_035906359.1|ASTE	CCAP1982_LOCUS11534|CAD7003071.1|CCAP, CCAP1982_LOCUS11535|CAD7003072.1|CCAP, CCAP1982_LOCUS11532|CAD7003069.1|CCAP
OG0003668	LOC118511332|XP_035910156.1|ASTE	CCAP1982_LOCUS23017|CAD7015061.1|CCAP
OG0003670	LOC118511544|XP_035910644.1|ASTE	CCAP1982_LOCUS23293|CAD7015348.1|CCAP
OG0003671	LOC118510273|XP_035907769.1|ASTE	CCAP1982_LOCUS23357|CAD7015415.1|CCAP
OG0003672	LOC118510287|XP_035907796.1|ASTE	CCAP1982_LOCUS5024|CAD6996346.1|CCAP
OG0003673	LOC118514330|XP_035917022.1|ASTE	CCAP1982_LOCUS22968|CAD7015011.1|CCAP
OG0003674	LOC118511255|XP_035909998.1|ASTE	CCAP1982_LOCUS22662|CAD7014677.1|CCAP
OG0003675	LOC118509878|XP_035907010.1|ASTE	CCAP1982_LOCUS7107|CAD6998519.1|CCAP, CCAP1982_LOCUS7108|CAD6998520.1|CCAP
OG0003676	LOC118509875|XP_035906997.1|ASTE	CCAP1982_LOCUS21669|CAD7013618.1|CCAP
OG0003677	LOC118509452|XP_035905964.1|ASTE	CCAP1982_LOCUS19974|CAD7011862.1|CCAP
OG0003678	LOC118512843|XP_035913788.1|ASTE	CCAP1982_LOCUS11181|CAD7002704.1|CCAP
OG0003679	LOC118512857|XP_035913833.1|ASTE	CCAP1982_LOCUS11222|CAD7002748.1|CCAP
OG0003680	LOC118511376|XP_035910263.1|ASTE	CCAP1982_LOCUS23121|CAD7015168.1|CCAP
OG0003681	LOC118512283|XP_035912398.1|ASTE	CCAP1982_LOCUS22931|CAD7014971.1|CCAP
OG0003682	LOC118512252|XP_035912298.1|ASTE	CCAP1982_LOCUS4271|CAD6995560.1|CCAP, CCAP1982_LOCUS4272|CAD6995561.1|CCAP
OG0003683	LOC118517165|XP_035918951.1|ASTE, LOC118512254|XP_035912300.1|ASTE	CCAP1982_LOCUS21597|CAD7013538.1|CCAP
OG0003684	LOC118512876|XP_035913862.1|ASTE	CCAP1982_LOCUS11434|CAD7002970.1|CCAP
OG0003685	LOC118512255|XP_035912301.1|ASTE	CCAP1982_LOCUS11367|CAD7002898.1|CCAP
OG0003686	LOC118512019|XP_035911691.1|ASTE	CCAP1982_LOCUS23389|CAD7015448.1|CCAP
OG0003687	LOC118512808|XP_035913653.1|ASTE	CCAP1982_LOCUS23346|CAD7015403.1|CCAP
OG0003688	LOC118512809|XP_035913654.1|ASTE	CCAP1982_LOCUS22597|CAD7014604.1|CCAP
OG0003689	LOC118512815|XP_035913673.1|ASTE	CCAP1982_LOCUS13752|CAD7005392.1|CCAP
OG0003690	LOC118512816|XP_035913674.1|ASTE	CCAP1982_LOCUS14318|CAD7005981.1|CCAP
OG0003692	LOC118509716|XP_035906696.1|ASTE	CCAP1982_LOCUS21677|CAD7013627.1|CCAP
OG0003693	LOC118512229|XP_035912244.1|ASTE	CCAP1982_LOCUS12571|CAD7004151.1|CCAP
OG0003694	LOC118514241|XP_035916838.1|ASTE	CCAP1982_LOCUS11736|CAD7003274.1|CCAP
OG0003695	LOC118508937|XP_035904739.1|ASTE	CCAP1982_LOCUS12035|CAD7003587.1|CCAP
OG0003696	LOC118516427|XP_035918191.1|ASTE, LOC118509569|XP_035906223.1|ASTE	CCAP1982_LOCUS23180|CAD7015232.1|CCAP
OG0003697	LOC118513184|XP_035914543.1|ASTE	CCAP1982_LOCUS7206|CAD6998635.1|CCAP
OG0003698	LOC118509763|XP_035906787.1|ASTE	CCAP1982_LOCUS11425|CAD7002961.1|CCAP
OG0003699	LOC118509780|XP_035906812.1|ASTE	CCAP1982_LOCUS23399|CAD7015459.1|CCAP
OG0003700	LOC118509693|XP_035906650.1|ASTE	CCAP1982_LOCUS22160|CAD7014154.1|CCAP
OG0003701	LOC118509771|XP_035906802.1|ASTE	CCAP1982_LOCUS8186|CAD6999656.1|CCAP
OG0003702	LOC118509761|XP_035906785.1|ASTE	CCAP1982_LOCUS12284|CAD7003854.1|CCAP
OG0003703	LOC118511882|XP_035911400.1|ASTE	CCAP1982_LOCUS13305|CAD7004922.1|CCAP
OG0003704	LOC118511878|XP_035911394.1|ASTE	CCAP1982_LOCUS12033|CAD7003584.1|CCAP
OG0003705	LOC118512306|XP_035912430.1|ASTE	CCAP1982_LOCUS21875|CAD7013856.1|CCAP
OG0003706	LOC118512867|XP_035913848.1|ASTE	CCAP1982_LOCUS10911|CAD7002420.1|CCAP
OG0003707	LOC118512871|XP_035913855.1|ASTE	CCAP1982_LOCUS10916|CAD7002425.1|CCAP
OG0003708	LOC118510150|XP_035907547.1|ASTE	CCAP1982_LOCUS19354|CAD7011246.1|CCAP
OG0003709	LOC118513269|XP_035914729.1|ASTE	CCAP1982_LOCUS23119|CAD7015166.1|CCAP
OG0003710	LOC118513464|XP_035915133.1|ASTE	CCAP1982_LOCUS23117|CAD7015164.1|CCAP
OG0003711	LOC118516343|XP_035918048.1|ASTE, LOC118511355|XP_035910208.1|ASTE	CCAP1982_LOCUS11818|CAD7003359.1|CCAP
OG0003712	LOC118509385|XP_035905822.1|ASTE, LOC118517325|XP_035919198.1|ASTE	CCAP1982_LOCUS7182|CAD6998607.1|CCAP
OG0003713	LOC118509386|XP_035905823.1|ASTE, LOC118517321|XP_035919194.1|ASTE	CCAP1982_LOCUS7183|CAD6998608.1|CCAP
OG0003714	LOC118509387|XP_035905824.1|ASTE, LOC118517333|XP_035919209.1|ASTE	CCAP1982_LOCUS7184|CAD6998609.1|CCAP
OG0003715	LOC118514619|XP_035917509.1|ASTE	CCAP1982_LOCUS13001|CAD7004606.1|CCAP
OG0003716	LOC118509406|XP_035905864.1|ASTE	CCAP1982_LOCUS12861|CAD7004455.1|CCAP
OG0003717	LOC118508827|XP_035904465.1|ASTE	CCAP1982_LOCUS11998|CAD7003550.1|CCAP
OG0003718	LOC118509911|XP_035907083.1|ASTE	CCAP1982_LOCUS13032|CAD7004637.1|CCAP
OG0003719	LOC118509552|XP_035906196.1|ASTE	CCAP1982_LOCUS14044|CAD7005692.1|CCAP
OG0003721	LOC118511286|XP_035910084.1|ASTE	CCAP1982_LOCUS23140|CAD7015189.1|CCAP
OG0003722	LOC118511319|XP_035910125.1|ASTE	CCAP1982_LOCUS12402|CAD7003979.1|CCAP
OG0003723	LOC118511312|XP_035910119.1|ASTE	CCAP1982_LOCUS11056|CAD7002568.1|CCAP
OG0003724	LOC118512266|XP_035912339.1|ASTE	CCAP1982_LOCUS12892|CAD7004490.1|CCAP
OG0003725	LOC118514229|XP_035916821.1|ASTE	CCAP1982_LOCUS12240|CAD7003807.1|CCAP
OG0003726	LOC118514244|XP_035916844.1|ASTE	CCAP1982_LOCUS11955|CAD7003505.1|CCAP
OG0003727	LOC118513296|XP_035914764.1|ASTE	CCAP1982_LOCUS13006|CAD7004611.1|CCAP
OG0003728	LOC118508855|XP_035904501.1|ASTE	CCAP1982_LOCUS5087|CAD6996414.1|CCAP
OG0003729	LOC118508850|XP_035904495.1|ASTE	CCAP1982_LOCUS11255|CAD7002782.1|CCAP, CCAP1982_LOCUS11256|CAD7002783.1|CCAP
OG0003730	LOC118510262|XP_035907740.1|ASTE	CCAP1982_LOCUS13186|CAD7004796.1|CCAP, CCAP1982_LOCUS13185|CAD7004795.1|CCAP
OG0003731	LOC118509402|XP_035905856.1|ASTE	CCAP1982_LOCUS12325|CAD7003895.1|CCAP
OG0003732	LOC118509392|XP_035905832.1|ASTE	CCAP1982_LOCUS11049|CAD7002561.1|CCAP
OG0003733	LOC118509391|XP_035905831.1|ASTE	CCAP1982_LOCUS11700|CAD7003238.1|CCAP, CCAP1982_LOCUS11945|CAD7003495.1|CCAP
OG0003734	LOC118510094|XP_035907404.1|ASTE	CCAP1982_LOCUS14820|CAD7006504.1|CCAP
OG0003735	LOC118509242|XP_035905449.1|ASTE	CCAP1982_LOCUS7104|CAD6998516.1|CCAP
OG0003736	LOC118509248|XP_035905475.1|ASTE	CCAP1982_LOCUS21665|CAD7013613.1|CCAP
OG0003737	LOC118509243|XP_035905450.1|ASTE	CCAP1982_LOCUS22961|CAD7015003.1|CCAP
OG0003738	LOC118511844|XP_035911280.1|ASTE	CCAP1982_LOCUS23063|CAD7015110.1|CCAP, CCAP1982_LOCUS23064|CAD7015111.1|CCAP
OG0003739	LOC118511845|XP_035911282.1|ASTE	CCAP1982_LOCUS21686|CAD7013639.1|CCAP
OG0003740	LOC118511849|XP_035911287.1|ASTE	CCAP1982_LOCUS21681|CAD7013634.1|CCAP
OG0003741	LOC118511853|XP_035911292.1|ASTE	CCAP1982_LOCUS12046|CAD7003598.1|CCAP
OG0003742	LOC118511851|XP_035911290.1|ASTE	CCAP1982_LOCUS13569|CAD7005209.1|CCAP
OG0003743	LOC118511517|XP_035910593.1|ASTE	CCAP1982_LOCUS21675|CAD7013625.1|CCAP
OG0003744	LOC118511521|XP_035910602.1|ASTE	CCAP1982_LOCUS21683|CAD7013636.1|CCAP
OG0003745	LOC118511524|XP_035910605.1|ASTE	CCAP1982_LOCUS22908|CAD7014945.1|CCAP
OG0003746	LOC118511518|XP_035910599.1|ASTE	CCAP1982_LOCUS22266|CAD7014263.1|CCAP
OG0003747	LOC118511527|XP_035910609.1|ASTE	CCAP1982_LOCUS11210|CAD7002735.1|CCAP
OG0003748	LOC118511526|XP_035910608.1|ASTE	CCAP1982_LOCUS11216|CAD7002742.1|CCAP
OG0003749	LOC118511530|XP_035910612.1|ASTE	CCAP1982_LOCUS13308|CAD7004925.1|CCAP
OG0003750	LOC118509365|XP_035905781.1|ASTE	CCAP1982_LOCUS13306|CAD7004923.1|CCAP
OG0003751	LOC118509646|XP_035906447.1|ASTE	CCAP1982_LOCUS13309|CAD7004926.1|CCAP
OG0003752	LOC118510333|XP_035907884.1|ASTE	CCAP1982_LOCUS11852|CAD7003394.1|CCAP
OG0003753	LOC118510374|XP_035907992.1|ASTE	CCAP1982_LOCUS11856|CAD7003399.1|CCAP
OG0003754	LOC118510329|XP_035907875.1|ASTE	CCAP1982_LOCUS11855|CAD7003398.1|CCAP
OG0003755	LOC118510348|XP_035907934.1|ASTE	CCAP1982_LOCUS11175|CAD7002698.1|CCAP, CCAP1982_LOCUS11174|CAD7002697.1|CCAP
OG0003756	LOC118511333|XP_035910158.1|ASTE	CCAP1982_LOCUS23023|CAD7015067.1|CCAP
OG0003757	LOC118511344|XP_035910191.1|ASTE	CCAP1982_LOCUS22116|CAD7014110.1|CCAP
OG0003758	LOC118516422|XP_035918182.1|ASTE, LOC118509571|XP_035906226.1|ASTE	CCAP1982_LOCUS21779|CAD7013748.1|CCAP
OG0003759	LOC118513144|XP_035914463.1|ASTE	CCAP1982_LOCUS11192|CAD7002717.1|CCAP
OG0003760	LOC118513151|XP_035914485.1|ASTE	CCAP1982_LOCUS19957|CAD7011848.1|CCAP
OG0003761	LOC118513153|XP_035914493.1|ASTE	CCAP1982_LOCUS11190|CAD7002715.1|CCAP
OG0003762	LOC118513156|XP_035914495.1|ASTE	CCAP1982_LOCUS11188|CAD7002712.1|CCAP
OG0003763	LOC118513165|XP_035914505.1|ASTE	CCAP1982_LOCUS12557|CAD7004137.1|CCAP
OG0003764	LOC118513181|XP_035914534.1|ASTE	CCAP1982_LOCUS12566|CAD7004146.1|CCAP
OG0003765	LOC118513179|XP_035914533.1|ASTE	CCAP1982_LOCUS7854|CAD6999327.1|CCAP
OG0003767	LOC118513190|XP_035914571.1|ASTE	CCAP1982_LOCUS21617|CAD7013561.1|CCAP
OG0003768	LOC118511408|XP_035910358.1|ASTE	CCAP1982_LOCUS21741|CAD7013702.1|CCAP
OG0003769	LOC118511406|XP_035910353.1|ASTE	CCAP1982_LOCUS21766|CAD7013735.1|CCAP
OG0003770	LOC118511404|XP_035910330.1|ASTE	CCAP1982_LOCUS10046|CAD7001551.1|CCAP
OG0003771	LOC118511417|XP_035910385.1|ASTE	CCAP1982_LOCUS11845|CAD7003387.1|CCAP, CCAP1982_LOCUS11844|CAD7003385.1|CCAP
OG0003772	LOC118510382|XP_035908021.1|ASTE	CCAP1982_LOCUS12758|CAD7004342.1|CCAP
OG0003773	LOC118510354|XP_035907948.1|ASTE	CCAP1982_LOCUS22282|CAD7014279.1|CCAP
OG0003774	LOC118512915|XP_035913951.1|ASTE	CCAP1982_LOCUS22285|CAD7014282.1|CCAP, CCAP1982_LOCUS22287|CAD7014285.1|CCAP
OG0003775	LOC118511181|XP_035909826.1|ASTE	CCAP1982_LOCUS8887|CAD7000411.1|CCAP
OG0003776	LOC118512003|XP_035911649.1|ASTE	CCAP1982_LOCUS22302|CAD7014300.1|CCAP
OG0003777	LOC118511982|XP_035911614.1|ASTE	CCAP1982_LOCUS21873|CAD7013854.1|CCAP, CCAP1982_LOCUS21872|CAD7013853.1|CCAP
OG0003778	LOC118511985|XP_035911618.1|ASTE	CCAP1982_LOCUS22486|CAD7014485.1|CCAP
OG0003779	LOC118509704|XP_035906675.1|ASTE	CCAP1982_LOCUS7188|CAD6998613.1|CCAP, CCAP1982_LOCUS7189|CAD6998614.1|CCAP
OG0003780	LOC118511955|XP_035911566.1|ASTE	CCAP1982_LOCUS23198|CAD7015249.1|CCAP
OG0003781	LOC118511969|XP_035911598.1|ASTE	CCAP1982_LOCUS10121|CAD7001627.1|CCAP
OG0003783	LOC118512889|XP_035913885.1|ASTE	CCAP1982_LOCUS2717|CAD6993929.1|CCAP
OG0003784	LOC118511975|XP_035911604.1|ASTE	CCAP1982_LOCUS21732|CAD7013691.1|CCAP
OG0003785	LOC118511956|XP_035911567.1|ASTE	CCAP1982_LOCUS22194|CAD7014188.1|CCAP
OG0003786	LOC118511948|XP_035911550.1|ASTE	CCAP1982_LOCUS7209|CAD6998638.1|CCAP
OG0003787	LOC118511987|XP_035911620.1|ASTE	CCAP1982_LOCUS7207|CAD6998636.1|CCAP
OG0003789	LOC118512237|XP_035912265.1|ASTE	CCAP1982_LOCUS21199|CAD7013127.1|CCAP
OG0003790	LOC118512234|XP_035912260.1|ASTE	CCAP1982_LOCUS11836|CAD7003377.1|CCAP
OG0003791	LOC118503298|XP_035892301.1|ASTE	CCAP1982_LOCUS4446|CAD6995741.1|CCAP
OG0003792	LOC118508552|XP_035904336.1|ASTE	CCAP1982_LOCUS19953|CAD7011844.1|CCAP
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	CCAP1982_LOCUS21395|CAD7013325.1|CCAP
OG0003794	LOC118509619|XP_035906352.1|ASTE	CCAP1982_LOCUS20803|CAD7012696.1|CCAP
OG0003795	LOC118509678|XP_035906606.1|ASTE	CCAP1982_LOCUS14674|CAD7006352.1|CCAP
OG0003796	LOC118512890|XP_035913886.1|ASTE	CCAP1982_LOCUS3197|CAD6994450.1|CCAP
OG0003797	LOC118510965|XP_035909344.1|ASTE	CCAP1982_LOCUS6552|CAD6997934.1|CCAP
OG0003798	LOC118510964|XP_035909325.1|ASTE	CCAP1982_LOCUS22894|CAD7014931.1|CCAP
OG0003799	LOC118510960|XP_035909320.1|ASTE	CCAP1982_LOCUS22887|CAD7014923.1|CCAP
OG0003800	LOC118511031|XP_035909503.1|ASTE	CCAP1982_LOCUS5304|CAD6996624.1|CCAP
OG0003801	LOC118511038|XP_035909524.1|ASTE	CCAP1982_LOCUS5506|CAD6996833.1|CCAP, CCAP1982_LOCUS5505|CAD6996832.1|CCAP
OG0003802	LOC118510085|XP_035907387.1|ASTE	CCAP1982_LOCUS5798|CAD6997154.1|CCAP
OG0003803	LOC118513404|XP_035914991.1|ASTE	CCAP1982_LOCUS1579|CAD6992734.1|CCAP
OG0003804	LOC118513385|XP_035914942.1|ASTE	CCAP1982_LOCUS5284|CAD6996612.1|CCAP, CCAP1982_LOCUS5286|CAD6996614.1|CCAP
OG0003805	LOC118513382|XP_035914938.1|ASTE	CCAP1982_LOCUS6671|CAD6998055.1|CCAP
OG0003806	LOC118513384|XP_035914941.1|ASTE	CCAP1982_LOCUS5883|CAD6997250.1|CCAP
OG0003807	LOC118513376|XP_035914914.1|ASTE	CCAP1982_LOCUS5605|CAD6996935.1|CCAP
OG0003808	LOC118512701|XP_035913416.1|ASTE	CCAP1982_LOCUS12809|CAD7004399.1|CCAP
OG0003809	LOC118512711|XP_035913436.1|ASTE	CCAP1982_LOCUS8799|CAD7000314.1|CCAP
OG0003810	LOC118512720|XP_035913454.1|ASTE	CCAP1982_LOCUS22830|CAD7014864.1|CCAP
OG0003811	LOC118509637|XP_035906436.1|ASTE	CCAP1982_LOCUS20526|CAD7012445.1|CCAP
OG0003812	LOC118509854|XP_035906950.1|ASTE	CCAP1982_LOCUS6935|CAD6998330.1|CCAP, CCAP1982_LOCUS6934|CAD6998329.1|CCAP
OG0003813	LOC118511803|XP_035911229.1|ASTE	CCAP1982_LOCUS5706|CAD6997052.1|CCAP
OG0003814	LOC118513299|XP_035914775.1|ASTE	CCAP1982_LOCUS8342|CAD6999831.1|CCAP
OG0003815	LOC118513306|XP_035914781.1|ASTE	CCAP1982_LOCUS3110|CAD6994356.1|CCAP
OG0003816	LOC118510567|XP_035908448.1|ASTE	CCAP1982_LOCUS7861|CAD6999334.1|CCAP
OG0003817	LOC118508929|XP_035904729.1|ASTE	CCAP1982_LOCUS7853|CAD6999326.1|CCAP
OG0003818	LOC118511105|XP_035909721.1|ASTE	CCAP1982_LOCUS7280|CAD6998723.1|CCAP
OG0003819	LOC118511125|XP_035909750.1|ASTE	CCAP1982_LOCUS7276|CAD6998719.1|CCAP
OG0003820	LOC118513529|XP_035915294.1|ASTE	CCAP1982_LOCUS83|CAD6991141.1|CCAP
OG0003821	LOC118513589|XP_035915462.1|ASTE	CCAP1982_LOCUS7180|CAD6998605.1|CCAP
OG0003822	LOC118510619|XP_035908539.1|ASTE	CCAP1982_LOCUS6140|CAD6997499.1|CCAP
OG0003823	LOC118513229|XP_035914656.1|ASTE	CCAP1982_LOCUS8357|CAD6999845.1|CCAP
OG0003824	LOC118513536|XP_035915300.1|ASTE	CCAP1982_LOCUS6116|CAD6997474.1|CCAP
OG0003825	LOC118513528|XP_035915293.1|ASTE	CCAP1982_LOCUS9117|CAD7000643.1|CCAP
OG0003826	LOC118509164|XP_035905312.1|ASTE	CCAP1982_LOCUS7874|CAD6999347.1|CCAP
OG0003828	LOC118511095|XP_035909692.1|ASTE	CCAP1982_LOCUS5595|CAD6996925.1|CCAP
OG0003829	LOC118511078|XP_035909641.1|ASTE	CCAP1982_LOCUS6584|CAD6997966.1|CCAP
OG0003830	LOC118513541|XP_035915307.1|ASTE	CCAP1982_LOCUS8407|CAD6999897.1|CCAP
OG0003831	LOC118513950|XP_035916235.1|ASTE	CCAP1982_LOCUS3015|CAD6994254.1|CCAP
OG0003832	LOC118513929|XP_035916191.1|ASTE	CCAP1982_LOCUS6414|CAD6997789.1|CCAP
OG0003833	LOC118513960|XP_035916252.1|ASTE	CCAP1982_LOCUS6417|CAD6997792.1|CCAP
OG0003834	LOC118513986|XP_035916309.1|ASTE	CCAP1982_LOCUS5881|CAD6997247.1|CCAP
OG0003836	LOC118513569|XP_035915400.1|ASTE	CCAP1982_LOCUS11112|CAD7002628.1|CCAP
OG0003837	LOC118513562|XP_035915383.1|ASTE	CCAP1982_LOCUS5808|CAD6997165.1|CCAP
OG0003838	LOC118513544|XP_035915319.1|ASTE	CCAP1982_LOCUS6716|CAD6998102.1|CCAP
OG0003839	LOC118511047|XP_035909538.1|ASTE	CCAP1982_LOCUS5500|CAD6996827.1|CCAP
OG0003840	LOC118513391|XP_035914964.1|ASTE	CCAP1982_LOCUS21671|CAD7013620.1|CCAP
OG0003841	LOC118504141|XP_035894132.1|ASTE	CCAP1982_LOCUS8955|CAD7000476.1|CCAP
OG0003842	LOC118513850|XP_035916028.1|ASTE	CCAP1982_LOCUS5694|CAD6997036.1|CCAP
OG0003843	LOC118513668|XP_035915662.1|ASTE	CCAP1982_LOCUS6000|CAD6997367.1|CCAP
OG0003844	LOC118512211|XP_035912217.1|ASTE	CCAP1982_LOCUS5698|CAD6997041.1|CCAP
OG0003845	LOC118513215|XP_035914622.1|ASTE	CCAP1982_LOCUS6223|CAD6997584.1|CCAP
OG0003846	LOC118509331|XP_035905688.1|ASTE	CCAP1982_LOCUS5655|CAD6996994.1|CCAP
OG0003848	LOC118512641|XP_035913239.1|ASTE	CCAP1982_LOCUS6404|CAD6997779.1|CCAP
OG0003849	LOC118513616|XP_035915565.1|ASTE	CCAP1982_LOCUS22355|CAD7014358.1|CCAP
OG0003850	LOC118514711|XP_035917680.1|ASTE	CCAP1982_LOCUS6057|CAD6997416.1|CCAP
OG0003851	LOC118513998|XP_035916326.1|ASTE	CCAP1982_LOCUS12771|CAD7004356.1|CCAP
OG0003852	LOC118513882|XP_035916083.1|ASTE	CCAP1982_LOCUS8118|CAD6999596.1|CCAP
OG0003853	LOC118511080|XP_035909646.1|ASTE	CCAP1982_LOCUS22260|CAD7014257.1|CCAP
OG0003854	LOC118511099|XP_035909708.1|ASTE	CCAP1982_LOCUS7898|CAD6999371.1|CCAP
OG0003855	LOC118511097|XP_035909699.1|ASTE	CCAP1982_LOCUS7899|CAD6999372.1|CCAP
