Orthogroup	ASTE.longest_only	DELE.longest_only
OG0004758	LOC118505400|XP_035897025.1|ASTE	LOC108136934|XP_017113898.1|DELE
OG0004759	LOC118505403|XP_035897031.1|ASTE	LOC108143938|XP_017124016.1|DELE
OG0004760	LOC118506441|XP_035899468.1|ASTE	LOC108139329|XP_017117528.1|DELE
OG0004761	LOC118504902|XP_035895861.1|ASTE	LOC108148268|XP_017130710.1|DELE
OG0004762	LOC118502548|XP_035890722.1|ASTE	LOC108135260|XP_017111418.1|DELE
OG0004763	LOC118507875|XP_035902976.1|ASTE	LOC108136701|XP_017113514.1|DELE
OG0004764	LOC118507866|XP_035902965.1|ASTE	LOC108139291|XP_017117477.1|DELE
OG0004765	LOC118507874|XP_035902974.1|ASTE	LOC108143017|XP_017122698.1|DELE
OG0004766	LOC118507852|XP_035902878.1|ASTE	LOC108143098|XP_017122807.1|DELE
OG0004767	LOC118502861|XP_035891462.1|ASTE	LOC108141223|XP_017119964.1|DELE
OG0004768	LOC118506894|XP_035900566.1|ASTE	LOC108141162|XP_017119878.1|DELE
OG0004769	LOC118506921|XP_035900611.1|ASTE	LOC108141724|XP_017120705.1|DELE
OG0004770	LOC118506956|XP_035900669.1|ASTE	LOC108136898|XP_017113844.1|DELE
OG0004771	LOC118506938|XP_035900649.1|ASTE	LOC108148751|XP_017131436.1|DELE
OG0004772	LOC118517614|XP_035919803.1|ASTE	LOC108143978|XP_017124077.1|DELE
OG0004773	LOC118506458|XP_035899513.1|ASTE	LOC108140491|XP_017118749.1|DELE
OG0004774	LOC118506454|XP_035899485.1|ASTE	LOC108140489|XP_017118728.1|DELE
OG0004775	LOC118506459|XP_035899514.1|ASTE	LOC108135779|XP_017112128.1|DELE
OG0004776	LOC118504291|XP_035894480.1|ASTE	LOC108145097|XP_017125778.1|DELE
OG0004777	LOC118502751|XP_035891210.1|ASTE	LOC108135463|XP_017111695.1|DELE
OG0004778	LOC118504447|XP_035894833.1|ASTE	LOC108149554|XP_017132680.1|DELE
OG0004779	LOC118504445|XP_035894825.1|ASTE	LOC108135470|XP_017111704.1|DELE
OG0004780	LOC118504448|XP_035894834.1|ASTE	LOC108138656|XP_017116486.1|DELE
OG0004781	LOC118504436|XP_035894770.1|ASTE	LOC108135800|XP_017112160.1|DELE
OG0004782	LOC118508309|XP_035903860.1|ASTE	LOC108136733|XP_017113559.1|DELE
OG0004783	LOC118508315|XP_035903876.1|ASTE, LOC118516636|XP_035918507.1|ASTE	LOC108137129|XP_017114157.1|DELE
OG0004784	LOC118507921|XP_035903114.1|ASTE	LOC108148350|XP_017130854.1|DELE
OG0004785	LOC118502942|XP_035891586.1|ASTE	LOC108148217|XP_017130617.1|DELE
OG0004786	LOC118502940|XP_035891584.1|ASTE	LOC108148335|XP_017130826.1|DELE
OG0004787	LOC118502422|XP_035890542.1|ASTE	LOC108148419|XP_017130948.1|DELE
OG0004788	LOC118502937|XP_035891581.1|ASTE	LOC108148213|XP_017130611.1|DELE
OG0004789	LOC118502938|XP_035891582.1|ASTE	LOC108148210|XP_017130607.1|DELE
OG0004790	LOC118502930|XP_035891569.1|ASTE	LOC108148985|XP_017131815.1|DELE
OG0004791	LOC118502923|XP_035891554.1|ASTE	LOC108143013|XP_017122692.1|DELE
OG0004792	LOC118502925|XP_035891556.1|ASTE	LOC108135853|XP_017112235.1|DELE
OG0004793	LOC118506373|XP_035899291.1|ASTE	LOC108148544|XP_017131077.1|DELE
OG0004794	LOC118504689|XP_035895401.1|ASTE	LOC108139250|XP_017117415.1|DELE
OG0004795	LOC118506786|XP_035900295.1|ASTE	LOC108134698|XP_017110587.1|DELE
OG0004796	LOC118507511|XP_035901944.1|ASTE	LOC108135818|XP_017112183.1|DELE
OG0004797	LOC118507515|XP_035901962.1|ASTE	LOC108143975|XP_017124069.1|DELE
OG0004798	LOC118502965|XP_035891622.1|ASTE	LOC108148505|XP_017131031.1|DELE
OG0004799	LOC118507901|XP_035903048.1|ASTE	LOC108143874|XP_017123931.1|DELE
OG0004800	LOC118504402|XP_035894722.1|ASTE	LOC108139336|XP_017117540.1|DELE
OG0004801	LOC118504831|XP_035895728.1|ASTE	LOC108143878|XP_017123939.1|DELE
OG0004802	LOC118507495|XP_035901917.1|ASTE	LOC108140499|XP_017118764.1|DELE
OG0004803	LOC118506358|XP_035899264.1|ASTE	LOC108148672|XP_017131295.1|DELE
OG0004804	LOC118503122|XP_035891961.1|ASTE	LOC108141077|XP_017119739.1|DELE
OG0004805	LOC118505542|XP_035897364.1|ASTE	LOC108142980|XP_017122630.1|DELE
OG0004806	LOC118505238|XP_035896671.1|ASTE	LOC108136281|XP_017112855.1|DELE
OG0004807	LOC118507518|XP_035901971.1|ASTE	LOC108143986|XP_017124089.1|DELE
OG0004808	LOC118516455|XP_035918244.1|ASTE, LOC118505108|XP_035896303.1|ASTE	LOC108135158|XP_017111269.1|DELE
OG0004809	LOC118507817|XP_035902787.1|ASTE	LOC108140616|XP_017119018.1|DELE
OG0004810	LOC118507816|XP_035902785.1|ASTE	LOC108140614|XP_017119017.1|DELE
OG0004811	LOC118504489|XP_035894901.1|ASTE	LOC108142768|XP_017122294.1|DELE
OG0004812	LOC118507691|XP_035902386.1|ASTE	LOC108142948|XP_017122559.1|DELE
OG0004813	LOC118507474|XP_035901872.1|ASTE	LOC108136964|XP_017113943.1|DELE
OG0004814	LOC118505038|XP_035896169.1|ASTE	LOC108139327|XP_017117526.1|DELE
OG0004815	LOC118507731|XP_035902581.1|ASTE	LOC108141101|XP_017119802.1|DELE
OG0004816	LOC118503574|XP_035892901.1|ASTE	LOC108136405|XP_017113003.1|DELE
OG0004817	LOC118507964|XP_035903186.1|ASTE	LOC108136552|XP_017113347.1|DELE
OG0004818	LOC118511920|XP_035911451.1|ASTE	LOC108144060|XP_017124194.1|DELE
OG0004819	LOC118511918|XP_035911449.1|ASTE	LOC108148623|XP_017131215.1|DELE
OG0004820	LOC118511917|XP_035911448.1|ASTE	LOC108135132|XP_017111229.1|DELE
OG0004821	LOC118511914|XP_035911439.1|ASTE	LOC108148748|XP_017131431.1|DELE
OG0004822	LOC118511928|XP_035911490.1|ASTE	LOC108139213|XP_017117353.1|DELE
OG0004823	LOC118510414|XP_035908071.1|ASTE	LOC108139205|XP_017117337.1|DELE
OG0004824	LOC118513706|XP_035915730.1|ASTE	LOC108139207|XP_017117342.1|DELE
OG0004825	LOC118511986|XP_035911619.1|ASTE	LOC108145314|XP_017126159.1|DELE
OG0004826	LOC118511970|XP_035911600.1|ASTE	LOC108148342|XP_017130843.1|DELE
OG0004827	LOC118511972|XP_035911602.1|ASTE	LOC108141164|XP_017119880.1|DELE
OG0004828	LOC118511979|XP_035911611.1|ASTE	LOC108135190|XP_017111303.1|DELE
OG0004829	LOC118502960|XP_035891616.1|ASTE	LOC108136989|XP_017113973.1|DELE
OG0004830	LOC118502992|XP_035891685.1|ASTE	LOC108134779|XP_017110716.1|DELE
OG0004831	LOC118503119|XP_035891957.1|ASTE	LOC108142607|XP_017122070.1|DELE
OG0004832	LOC118506820|XP_035900401.1|ASTE	LOC108135811|XP_017112176.1|DELE
OG0004833	LOC118505425|XP_035897080.1|ASTE	LOC108137494|XP_017114700.1|DELE
OG0004834	LOC118517170|XP_035918965.1|ASTE, LOC118505223|XP_035896643.1|ASTE	LOC108135217|XP_017111333.1|DELE
OG0004835	LOC118517168|XP_035918958.1|ASTE, LOC118505214|XP_035896620.1|ASTE	LOC108135622|XP_017111933.1|DELE
OG0004836	LOC118504295|XP_035894484.1|ASTE	LOC108148828|XP_017131581.1|DELE
OG0004837	LOC118503765|XP_035893327.1|ASTE	LOC108142812|XP_017122362.1|DELE
OG0004838	LOC118506919|XP_035900608.1|ASTE	LOC108150214|XP_017133727.1|DELE
OG0004839	LOC118506907|XP_035900590.1|ASTE	LOC108134842|XP_017110796.1|DELE
OG0004840	LOC118509343|XP_035905748.1|ASTE	LOC108136881|XP_017113821.1|DELE
OG0004841	LOC118508582|XP_035904380.1|ASTE	LOC108139076|XP_017117188.1|DELE
OG0004842	LOC118504662|XP_035895338.1|ASTE	LOC108148483|XP_017131006.1|DELE
OG0004843	LOC118503118|XP_035891956.1|ASTE	LOC108136752|XP_017113590.1|DELE
OG0004844	LOC118504427|XP_035894759.1|ASTE	LOC108138294|XP_017115939.1|DELE
OG0004845	LOC118504426|XP_035894756.1|ASTE	LOC108141083|XP_017119746.1|DELE
OG0004846	LOC118504685|XP_035895392.1|ASTE	LOC108134730|XP_017110624.1|DELE
OG0004847	LOC118505042|XP_035896187.1|ASTE	LOC108134727|XP_017110620.1|DELE
OG0004848	LOC118502863|XP_035891464.1|ASTE	LOC108135431|XP_017111660.1|DELE
OG0004850	LOC118507772|XP_035902695.1|ASTE	LOC108148253|XP_017130657.1|DELE
OG0004851	LOC118507770|XP_035902684.1|ASTE	LOC108148195|XP_017130590.1|DELE
OG0004852	LOC118507778|XP_035902704.1|ASTE	LOC108148386|XP_017130901.1|DELE
OG0004853	LOC118511467|XP_035910478.1|ASTE	LOC108145220|XP_017125964.1|DELE
OG0004854	LOC118510172|XP_035907582.1|ASTE	LOC108146847|XP_017128538.1|DELE
OG0004855	LOC118510182|XP_035907597.1|ASTE	LOC108150348|XP_017133968.1|DELE
OG0004856	LOC118513116|XP_035914408.1|ASTE	LOC108142188|XP_017121361.1|DELE
OG0004857	LOC118513137|XP_035914455.1|ASTE	LOC108146283|XP_017127713.1|DELE
OG0004858	LOC118514418|XP_035917197.1|ASTE	LOC108142651|XP_017122138.1|DELE
OG0004859	LOC118514419|XP_035917201.1|ASTE	LOC108142766|XP_017122292.1|DELE
OG0004860	LOC118514426|XP_035917221.1|ASTE	LOC108146101|XP_017127418.1|DELE
OG0004861	LOC118514421|XP_035917210.1|ASTE	LOC108150213|XP_017133721.1|DELE
OG0004863	LOC118512171|XP_035912150.1|ASTE	LOC108147475|XP_017129513.1|DELE
OG0004864	LOC118512178|XP_035912157.1|ASTE	LOC108146406|XP_017127896.1|DELE
OG0004865	LOC118512177|XP_035912156.1|ASTE	LOC108137384|XP_017114533.1|DELE
OG0004866	LOC118508915|XP_035904670.1|ASTE	LOC108146876|XP_017128597.1|DELE
OG0004867	LOC118512966|XP_035914085.1|ASTE	LOC108140051|XP_017118239.1|DELE, LOC108144497|XP_017124918.1|DELE
OG0004868	LOC118512954|XP_035914068.1|ASTE	LOC108134671|XP_017110556.1|DELE
OG0004869	LOC118510596|XP_035908494.1|ASTE	LOC108145094|XP_017125775.1|DELE
OG0004870	LOC118510600|XP_035908500.1|ASTE	LOC108145069|XP_017125737.1|DELE
OG0004871	LOC118512068|XP_035911847.1|ASTE	LOC108144726|XP_017125312.1|DELE
OG0004872	LOC118503195|XP_035892070.1|ASTE	LOC108141315|XP_017120073.1|DELE
OG0004873	LOC118512194|XP_035912189.1|ASTE	LOC108149511|XP_017132627.1|DELE
OG0004874	LOC118512195|XP_035912190.1|ASTE	LOC108147130|XP_017128910.1|DELE
OG0004875	LOC118512180|XP_035912160.1|ASTE	LOC108136469|XP_017113155.1|DELE
OG0004876	LOC118512182|XP_035912165.1|ASTE	LOC108137322|XP_017114438.1|DELE
OG0004877	LOC118517007|XP_035918741.1|ASTE, LOC118508918|XP_035904673.1|ASTE	LOC108135502|XP_017111735.1|DELE
OG0004878	LOC118508896|XP_035904625.1|ASTE	LOC108149669|XP_017132904.1|DELE
OG0004879	LOC118512041|XP_035911746.1|ASTE	LOC108144499|XP_017124921.1|DELE
OG0004880	LOC118512113|XP_035911981.1|ASTE	LOC108146716|XP_017128293.1|DELE
OG0004881	LOC118512054|XP_035911798.1|ASTE	LOC108142609|XP_017122072.1|DELE
OG0004883	LOC118512082|XP_035911934.1|ASTE	LOC108145921|XP_017127096.1|DELE
OG0004884	LOC118512044|XP_035911760.1|ASTE	LOC108144337|XP_017124535.1|DELE
OG0004885	LOC118512091|XP_035911948.1|ASTE	LOC108144990|XP_017125637.1|DELE
OG0004886	LOC118512089|XP_035911946.1|ASTE	LOC108141473|XP_017120367.1|DELE
OG0004887	LOC118512122|XP_035911993.1|ASTE	LOC108148560|XP_017131099.1|DELE
OG0004888	LOC118512043|XP_035911756.1|ASTE	LOC108145167|XP_017125887.1|DELE
OG0004889	LOC118514168|XP_035916722.1|ASTE	LOC108141481|XP_017120382.1|DELE
OG0004890	LOC118512098|XP_035911957.1|ASTE	LOC108144718|XP_017125303.1|DELE
OG0004891	LOC118514247|XP_035916853.1|ASTE	LOC108150033|XP_017133485.1|DELE
OG0004892	LOC118512079|XP_035911911.1|ASTE	LOC108139034|XP_017117136.1|DELE
OG0004893	LOC118508873|XP_035904569.1|ASTE	LOC108134630|XP_017110505.1|DELE
OG0004894	LOC118508880|XP_035904586.1|ASTE	LOC108145038|XP_017125712.1|DELE
OG0004895	LOC118508874|XP_035904570.1|ASTE	LOC108143525|XP_017123499.1|DELE
OG0004896	LOC118508877|XP_035904578.1|ASTE	LOC108145156|XP_017125864.1|DELE
OG0004897	LOC118508871|XP_035904567.1|ASTE	LOC108145176|XP_017125900.1|DELE
OG0004898	LOC118508867|XP_035904547.1|ASTE	LOC108144326|XP_017124520.1|DELE
OG0004899	LOC118508863|XP_035904516.1|ASTE	LOC108144351|XP_017124589.1|DELE
OG0004900	LOC118511450|XP_035910443.1|ASTE	LOC108141467|XP_017120362.1|DELE
OG0004901	LOC118513313|XP_035914794.1|ASTE	LOC108141536|XP_017120463.1|DELE
OG0004902	LOC118510474|XP_035908234.1|ASTE	LOC108146244|XP_017127667.1|DELE
OG0004903	LOC118508904|XP_035904656.1|ASTE	LOC108149075|XP_017131933.1|DELE
OG0004904	LOC118510147|XP_035907532.1|ASTE	LOC108137020|XP_017114009.1|DELE
OG0004905	LOC118510149|XP_035907539.1|ASTE	LOC108149608|XP_017132797.1|DELE
OG0004906	LOC118511513|XP_035910582.1|ASTE	LOC108142664|XP_017122155.1|DELE
OG0004907	LOC118509029|XP_035904959.1|ASTE	LOC108146964|XP_017128710.1|DELE
OG0004908	LOC118509600|XP_035906284.1|ASTE	LOC108142618|XP_017122090.1|DELE
OG0004909	LOC118509605|XP_035906295.1|ASTE	LOC108142400|XP_017121729.1|DELE
OG0004910	LOC118513076|XP_035914331.1|ASTE	LOC108142397|XP_017121726.1|DELE
OG0004911	LOC118513085|XP_035914346.1|ASTE	LOC108146227|XP_017127640.1|DELE
OG0004912	LOC118511512|XP_035910581.1|ASTE	LOC108142665|XP_017122159.1|DELE
OG0004913	LOC118512958|XP_035914075.1|ASTE	LOC108145471|XP_017126410.1|DELE
OG0004914	LOC118516917|XP_035918653.1|ASTE, LOC118510130|XP_035907497.1|ASTE	LOC108145498|XP_017126446.1|DELE
OG0004915	LOC118509107|XP_035905166.1|ASTE	LOC108144627|XP_017125145.1|DELE
OG0004916	LOC118509101|XP_035905150.1|ASTE	LOC108137965|XP_017115420.1|DELE
OG0004917	LOC118510133|XP_035907502.1|ASTE, LOC118516923|XP_035918659.1|ASTE	LOC108150236|XP_017133782.1|DELE
OG0004918	LOC118510129|XP_035907495.1|ASTE, LOC118516916|XP_035918648.1|ASTE	LOC108150235|XP_017133780.1|DELE
OG0004919	LOC118516925|XP_035918664.1|ASTE, LOC118510135|XP_035907505.1|ASTE	LOC108142962|XP_017122597.1|DELE
OG0004920	LOC118516921|XP_035918656.1|ASTE, LOC118510131|XP_035907498.1|ASTE	LOC108142792|XP_017122330.1|DELE
OG0004921	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE	LOC108142563|XP_017121993.1|DELE
OG0004922	LOC118513034|XP_035914204.1|ASTE	LOC108147513|XP_017129578.1|DELE
OG0004923	LOC118509423|XP_035905904.1|ASTE	LOC108146250|XP_017127678.1|DELE
OG0004924	LOC118514460|XP_035917270.1|ASTE	LOC108142177|XP_017121350.1|DELE
OG0004925	LOC118510078|XP_035907377.1|ASTE	LOC108146402|XP_017127891.1|DELE
OG0004926	LOC118514281|XP_035916916.1|ASTE	LOC108142832|XP_017122384.1|DELE
OG0004927	LOC118510532|XP_035908373.1|ASTE	LOC108142348|XP_017121613.1|DELE
OG0004928	LOC118511367|XP_035910238.1|ASTE	LOC108145166|XP_017125886.1|DELE
OG0004929	LOC118511371|XP_035910258.1|ASTE	LOC108146236|XP_017127652.1|DELE
OG0004930	LOC118512943|XP_035914043.1|ASTE	LOC108144595|XP_017125088.1|DELE
OG0004931	LOC118512961|XP_035914080.1|ASTE	LOC108143556|XP_017123554.1|DELE
OG0004932	LOC118512951|XP_035914062.1|ASTE	LOC108146039|XP_017127324.1|DELE
OG0004933	LOC118511494|XP_035910546.1|ASTE	LOC108144907|XP_017125557.1|DELE
OG0004934	LOC118512179|XP_035912159.1|ASTE	LOC108144171|XP_017124320.1|DELE
OG0004935	LOC118510564|XP_035908442.1|ASTE	LOC108138632|XP_017116457.1|DELE
OG0004936	LOC118509631|XP_035906410.1|ASTE	LOC108146188|XP_017127585.1|DELE
OG0004937	LOC118512438|XP_035912792.1|ASTE	LOC108142690|XP_017122187.1|DELE
OG0004939	LOC118510502|XP_035908298.1|ASTE	LOC108146009|XP_017127273.1|DELE
OG0004940	LOC118510496|XP_035908283.1|ASTE	LOC108146026|XP_017127301.1|DELE
OG0004941	LOC118510493|XP_035908278.1|ASTE	LOC108146344|XP_017127802.1|DELE
OG0004942	LOC118510490|XP_035908275.1|ASTE	LOC108147470|XP_017129505.1|DELE
OG0004943	LOC118510491|XP_035908276.1|ASTE	LOC108147494|XP_017129540.1|DELE
OG0004944	LOC118514264|XP_035916874.1|ASTE	LOC108145903|XP_017127045.1|DELE
OG0004945	LOC118514488|XP_035917304.1|ASTE	LOC108145128|XP_017125832.1|DELE
OG0004946	LOC118510516|XP_035908333.1|ASTE	LOC108146868|XP_017128586.1|DELE
OG0004947	LOC118510526|XP_035908363.1|ASTE	LOC108146370|XP_017127844.1|DELE
OG0004948	LOC118510527|XP_035908364.1|ASTE	LOC108145752|XP_017126805.1|DELE
OG0004949	LOC118510529|XP_035908367.1|ASTE	LOC108146165|XP_017127550.1|DELE
OG0004950	LOC118514456|XP_035917266.1|ASTE	LOC108145990|XP_017127220.1|DELE
OG0004951	LOC118510534|XP_035908377.1|ASTE	LOC108148782|XP_017131484.1|DELE
OG0004952	LOC118510557|XP_035908432.1|ASTE	LOC108146824|XP_017128504.1|DELE
OG0004953	LOC118510561|XP_035908438.1|ASTE	LOC108146386|XP_017127869.1|DELE
OG0004954	LOC118510464|XP_035908212.1|ASTE	LOC108146484|XP_017128002.1|DELE
OG0004955	LOC118513608|XP_035915551.1|ASTE	LOC108142435|XP_017121786.1|DELE
OG0004956	LOC118512074|XP_035911895.1|ASTE	LOC108141386|XP_017120223.1|DELE
OG0004957	LOC118512133|XP_035912031.1|ASTE	LOC108146104|XP_017127424.1|DELE
OG0004958	LOC118512138|XP_035912048.1|ASTE	LOC108146601|XP_017128137.1|DELE
OG0004959	LOC118512154|XP_035912087.1|ASTE	LOC108146781|XP_017128418.1|DELE
OG0004960	LOC118512145|XP_035912071.1|ASTE	LOC108146779|XP_017128415.1|DELE
OG0004961	LOC118512148|XP_035912077.1|ASTE	LOC108149780|XP_017133124.1|DELE
OG0004962	LOC118512147|XP_035912076.1|ASTE	LOC108142732|XP_017122246.1|DELE
OG0004963	LOC118512155|XP_035912088.1|ASTE	LOC108135596|XP_017111896.1|DELE
OG0004964	LOC118509534|XP_035906147.1|ASTE	LOC108150260|XP_017133829.1|DELE
OG0004965	LOC118512681|XP_035913357.1|ASTE	LOC108146974|XP_017128720.1|DELE
OG0004966	LOC118512687|XP_035913370.1|ASTE	LOC108146837|XP_017128524.1|DELE
OG0004967	LOC118509432|XP_035905914.1|ASTE	LOC108145076|XP_017125747.1|DELE
OG0004968	LOC118512742|XP_035913522.1|ASTE	LOC108146441|XP_017127934.1|DELE
OG0004969	LOC118512739|XP_035913500.1|ASTE	LOC108141322|XP_017120089.1|DELE
OG0004970	LOC118512740|XP_035913501.1|ASTE	LOC108146384|XP_017127866.1|DELE
OG0004971	LOC118512741|XP_035913502.1|ASTE	LOC108146218|XP_017127625.1|DELE
OG0004972	LOC118512747|XP_035913526.1|ASTE	LOC108146898|XP_017128628.1|DELE
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	LOC108145836|XP_017126937.1|DELE
OG0004974	LOC118513094|XP_035914388.1|ASTE	LOC108146922|XP_017128655.1|DELE
OG0004975	LOC118509426|XP_035905907.1|ASTE	LOC108146252|XP_017127679.1|DELE
OG0004976	LOC118509425|XP_035905906.1|ASTE	LOC108146525|XP_017128051.1|DELE
OG0004977	LOC118510274|XP_035907781.1|ASTE	LOC108143583|XP_017123588.1|DELE
OG0004978	LOC118509481|XP_035906026.1|ASTE	LOC108138736|XP_017116618.1|DELE
OG0004979	LOC118509497|XP_035906048.1|ASTE	LOC108147426|XP_017129371.1|DELE
OG0004980	LOC118509932|XP_035907155.1|ASTE	LOC108136111|XP_017112579.1|DELE
OG0004981	LOC118510069|XP_035907354.1|ASTE	LOC108146199|XP_017127604.1|DELE
OG0004982	LOC118510068|XP_035907353.1|ASTE	LOC108146195|XP_017127598.1|DELE
OG0004983	LOC118510070|XP_035907356.1|ASTE	LOC108150289|XP_017133880.1|DELE
OG0004984	LOC118509939|XP_035907163.1|ASTE	LOC108142738|XP_017122251.1|DELE
OG0004985	LOC118509528|XP_035906138.1|ASTE	LOC108145851|XP_017126957.1|DELE
OG0004986	LOC118509525|XP_035906128.1|ASTE	LOC108135637|XP_017111947.1|DELE
OG0004987	LOC118509523|XP_035906122.1|ASTE	LOC108146708|XP_017128269.1|DELE
OG0004988	LOC118509529|XP_035906142.1|ASTE	LOC108145852|XP_017126960.1|DELE
OG0004989	LOC118510323|XP_035907863.1|ASTE	LOC108146709|XP_017128276.1|DELE
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC108145389|XP_017126273.1|DELE
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC108144519|XP_017124949.1|DELE
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC108144520|XP_017124951.1|DELE
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	LOC108146825|XP_017128506.1|DELE
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC108146433|XP_017127926.1|DELE
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC108145995|XP_017127231.1|DELE
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC108142692|XP_017122190.1|DELE
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC108141530|XP_017120453.1|DELE
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC108144442|XP_017124816.1|DELE
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC108147450|XP_017129467.1|DELE
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC108149684|XP_017132938.1|DELE
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC108146235|XP_017127650.1|DELE
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC108141574|XP_017120510.1|DELE
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC108147492|XP_017129536.1|DELE
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC108142880|XP_017122445.1|DELE
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC108145722|XP_017126773.1|DELE
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC108146312|XP_017127761.1|DELE
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC108135652|XP_017111968.1|DELE
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC108146520|XP_017128046.1|DELE
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC108135503|XP_017111736.1|DELE
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC108135628|XP_017111937.1|DELE
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC108144773|XP_017125372.1|DELE
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC108142821|XP_017122372.1|DELE
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC108142974|XP_017122619.1|DELE
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC108150287|XP_017133876.1|DELE
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC108138676|XP_017116512.1|DELE, LOC108142613|XP_017122084.1|DELE
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC108146918|XP_017128651.1|DELE
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC108147484|XP_017129527.1|DELE
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC108146116|XP_017127436.1|DELE
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC108146176|XP_017127571.1|DELE
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC108141274|XP_017120029.1|DELE
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC108141949|XP_017121080.1|DELE
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC108146498|XP_017128023.1|DELE
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC108141292|XP_017120048.1|DELE
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC108146193|XP_017127595.1|DELE
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC108142632|XP_017122112.1|DELE
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC108146450|XP_017127949.1|DELE
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC108146311|XP_017127758.1|DELE
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC108134601|XP_017110454.1|DELE
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC108135634|XP_017111942.1|DELE
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC108145998|XP_017127240.1|DELE
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC108150274|XP_017133849.1|DELE
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC108142411|XP_017121754.1|DELE
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC108147525|XP_017129597.1|DELE
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC108147422|XP_017129368.1|DELE
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC108142412|XP_017121755.1|DELE
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC108146100|XP_017127417.1|DELE
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC108142473|XP_017121845.1|DELE
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC108146328|XP_017127783.1|DELE
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC108134974|XP_017110994.1|DELE
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC108142404|XP_017121739.1|DELE
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC108142733|XP_017122247.1|DELE
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC108146538|XP_017128067.1|DELE
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC108145489|XP_017126435.1|DELE
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC108145487|XP_017126433.1|DELE
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC108145556|XP_017126545.1|DELE
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC108139025|XP_017117124.1|DELE
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC108146942|XP_017128684.1|DELE
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC108146957|XP_017128702.1|DELE
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC108142460|XP_017121826.1|DELE
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC108144607|XP_017125118.1|DELE
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC108142496|XP_017121881.1|DELE
