Orthogroup	ASTE.longest_only	CQUI.longest_only
OG0004273	LOC118505798|XP_035898026.1|ASTE	LOC6046192|XP_001863423.1|CQUI
OG0004275	LOC118512407|XP_035912692.1|ASTE	LOC6033773|XP_038111200.1|CQUI
OG0004276	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE	LOC6031502|XP_038110587.1|CQUI
OG0004278	LOC118506006|XP_035898484.1|ASTE	LOC6031454|XP_001842258.2|CQUI
OG0004279	LOC118506015|XP_035898494.1|ASTE	LOC6041139|XP_001850439.2|CQUI
OG0004280	LOC118506020|XP_035898499.1|ASTE	LOC6041134|XP_038108407.1|CQUI
OG0004281	LOC118504065|XP_035893996.1|ASTE	LOC119766819|XP_038108710.1|CQUI, LOC6054066|XP_038109046.1|CQUI
OG0004282	LOC118507240|XP_035901385.1|ASTE	LOC119766970|XP_038109666.1|CQUI
OG0004283	LOC118507297|XP_035901554.1|ASTE	LOC119766971|XP_038109667.1|CQUI
OG0004284	LOC118517628|XP_035919832.1|ASTE	LOC6036903|XP_038110574.1|CQUI
OG0004285	LOC118505779|XP_035897949.1|ASTE	LOC6036911|XP_001846886.2|CQUI
OG0004286	LOC118503484|XP_035892679.1|ASTE	LOC6040037|XP_001849511.1|CQUI
OG0004287	LOC118503487|XP_035892682.1|ASTE	LOC6040039|XP_001849514.2|CQUI
OG0004288	LOC118504005|XP_035893854.1|ASTE	LOC6040049|XP_001849521.1|CQUI
OG0004289	LOC118504052|XP_035893963.1|ASTE	LOC6042529|XP_038114228.1|CQUI
OG0004290	LOC118503473|XP_035892663.1|ASTE	LOC119767857|XP_038113479.1|CQUI
OG0004291	LOC118503543|XP_035892836.1|ASTE	LOC6041433|XP_001850693.1|CQUI
OG0004292	LOC118505280|XP_035896743.1|ASTE	LOC6041436|XP_001850696.1|CQUI
OG0004293	LOC118505283|XP_035896757.1|ASTE	LOC6041439|XP_001850699.2|CQUI
OG0004294	LOC118503422|XP_035892552.1|ASTE	LOC6041444|XP_038112293.1|CQUI
OG0004295	LOC118503416|XP_035892544.1|ASTE	LOC6050956|XP_038108488.1|CQUI
OG0004296	LOC118503414|XP_035892541.1|ASTE	LOC6050959|XP_001867472.2|CQUI
OG0004297	LOC118507918|XP_035903112.1|ASTE	LOC6034299|XP_038111442.1|CQUI
OG0004298	LOC118507235|XP_035901378.1|ASTE	LOC6034273|XP_038109984.1|CQUI
OG0004299	LOC118507230|XP_035901303.1|ASTE	LOC6034268|XP_038113143.1|CQUI
OG0004300	LOC118505972|XP_035898414.1|ASTE	LOC6048678|XP_038112011.1|CQUI
OG0004301	LOC118505969|XP_035898406.1|ASTE	LOC6048679|XP_038112012.1|CQUI
OG0004302	LOC118508024|XP_035903307.1|ASTE	LOC6032393|XP_038112956.1|CQUI
OG0004303	LOC118504748|XP_035895537.1|ASTE	LOC6032357|XP_001842982.1|CQUI
OG0004304	LOC118504749|XP_035895538.1|ASTE	LOC6050648|XP_038113985.1|CQUI
OG0004305	LOC118503523|XP_035892776.1|ASTE	LOC6038130|XP_038106517.1|CQUI
OG0004306	LOC118508027|XP_035903319.1|ASTE	LOC6038536|XP_001848323.2|CQUI
OG0004307	LOC118503971|XP_035893788.1|ASTE	LOC6038543|XP_001848330.1|CQUI
OG0004308	LOC118503979|XP_035893807.1|ASTE	LOC6038544|XP_038107952.1|CQUI
OG0004309	LOC118507993|XP_035903255.1|ASTE	LOC6051562|XP_001867980.2|CQUI
OG0004310	LOC118503500|XP_035892727.1|ASTE	LOC6033415|XP_038108124.1|CQUI
OG0004311	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE	LOC6033413|XP_038109843.1|CQUI
OG0004312	LOC118512403|XP_035912682.1|ASTE	LOC6031912|XP_001842601.2|CQUI
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC6038554|XP_038110989.1|CQUI
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC6048271|XP_038107879.1|CQUI
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC6048277|XP_001865219.1|CQUI
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC6048278|XP_001865220.2|CQUI
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC6048290|XP_038110950.1|CQUI
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC6045989|XP_038107409.1|CQUI
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC119767283|XP_038111483.1|CQUI
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC6038101|XP_038109205.1|CQUI
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC6049073|XP_001865888.2|CQUI
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC6054529|XP_038112520.1|CQUI
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC6047680|XP_038106637.1|CQUI
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC6047679|XP_001864709.2|CQUI
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC6047673|XP_001864704.1|CQUI
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC6044177|XP_038110207.1|CQUI
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC6040765|XP_038112124.1|CQUI
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC6040780|XP_001850125.2|CQUI, LOC6051636|XP_001868042.1|CQUI
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC6040781|XP_038111202.1|CQUI
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC6036622|XP_038111446.1|CQUI
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC6036630|XP_001846657.1|CQUI
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC6051515|XP_001867950.2|CQUI
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC6044815|XP_001862266.2|CQUI
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC6044817|XP_038109304.1|CQUI
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC6045076|XP_001862488.1|CQUI
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC6045072|XP_001862484.1|CQUI
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC6045069|XP_001862481.1|CQUI
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC6038117|XP_038111473.1|CQUI
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC6054142|XP_001870105.1|CQUI
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC6038113|XP_001847950.2|CQUI
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC6035706|XP_001845838.2|CQUI
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC6038374|XP_038112331.1|CQUI
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC6054184|XP_038108105.1|CQUI
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC6047105|XP_038111836.1|CQUI
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC119767536|XP_038112283.1|CQUI
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC6040287|XP_038111916.1|CQUI
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC6050443|XP_038107507.1|CQUI
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC6039651|XP_038113920.1|CQUI
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC6052069|XP_038109511.1|CQUI
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC6054402|XP_038108548.1|CQUI
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC6037695|XP_038114443.1|CQUI
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC6048300|XP_001865238.1|CQUI
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC6037703|XP_038114452.1|CQUI
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC6037704|XP_001847589.2|CQUI
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC6037719|XP_001847600.2|CQUI
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC6037729|XP_001847610.2|CQUI
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC6042464|XP_038112637.1|CQUI
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC6040550|XP_038108102.1|CQUI
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC6042450|XP_038107722.1|CQUI
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC6046092|XP_038121012.1|CQUI
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC6035961|XP_001846069.1|CQUI
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC6035958|XP_038113879.1|CQUI
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC6035948|XP_001846058.1|CQUI
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC6035932|XP_001846042.1|CQUI
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC6052171|XP_038112431.1|CQUI
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC6035703|XP_038113431.1|CQUI
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC6035696|XP_038109842.1|CQUI
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC6035688|XP_001845822.1|CQUI
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC6035666|XP_038111304.1|CQUI
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC6034169|XP_038109336.1|CQUI
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC119766864|XP_038109015.1|CQUI
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC119767097|XP_038110647.1|CQUI
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC6051247|XP_001867716.1|CQUI
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC6037820|XP_038110849.1|CQUI
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC6048572|XP_001865475.2|CQUI
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC6045914|XP_038110130.1|CQUI
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC6034186|XP_038109179.1|CQUI
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC6034196|XP_038108793.1|CQUI
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC6034214|XP_001844567.1|CQUI
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC6037825|XP_001847700.2|CQUI
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC6040362|XP_038112194.1|CQUI
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC6042953|XP_038108762.1|CQUI
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC6042951|XP_001870889.2|CQUI
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC6042950|XP_001870888.2|CQUI
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC6035908|XP_001846020.1|CQUI
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC6046619|XP_038108624.1|CQUI
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC6031716|XP_038113535.1|CQUI, LOC6031718|XP_038106145.1|CQUI
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC6031710|XP_038111077.1|CQUI
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC6031709|XP_038109086.1|CQUI
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC6031680|XP_038109090.1|CQUI
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC6049844|XP_038111031.1|CQUI
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC119768106|XP_038114469.1|CQUI
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC6049953|XP_038110103.1|CQUI
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC6041658|XP_038110140.1|CQUI
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC6051875|XP_038112934.1|CQUI
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC6049708|XP_038107810.1|CQUI
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC6049704|XP_001866423.1|CQUI
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC6049712|XP_001866421.1|CQUI
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC6054519|XP_038108347.1|CQUI
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC6034224|XP_001844577.2|CQUI
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC6034222|XP_038108982.1|CQUI
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC6034218|XP_001844571.1|CQUI
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC6052726|XP_038110924.1|CQUI
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC6034705|XP_038109552.1|CQUI
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC6034691|XP_038109486.1|CQUI
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC6034677|XP_001844965.2|CQUI
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC6034674|XP_038113331.1|CQUI
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC6045957|XP_001863235.2|CQUI
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC6047645|XP_038106383.1|CQUI
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC6049876|XP_038112260.1|CQUI
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC6049874|XP_038112256.1|CQUI
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC6049132|XP_038111131.1|CQUI
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC6049568|XP_038110876.1|CQUI
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC6047652|XP_038106139.1|CQUI
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC6032315|XP_038109935.1|CQUI
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC6032329|XP_001842959.1|CQUI
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC6032331|XP_001842961.2|CQUI
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC6032336|XP_038107700.1|CQUI
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC6032348|XP_038107931.1|CQUI
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC6038343|XP_001848158.2|CQUI
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC6038359|XP_038112016.1|CQUI
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC6045587|XP_001862927.1|CQUI
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC6042349|XP_001851481.2|CQUI
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC6040172|XP_038112149.1|CQUI
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC6040181|XP_001849632.1|CQUI
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC6040187|XP_001849638.1|CQUI
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC6044032|XP_001861604.2|CQUI
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC6044040|XP_038113685.1|CQUI
OG0004429	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE	LOC6052259|XP_038110794.1|CQUI
OG0004430	LOC118503695|XP_035893138.1|ASTE	LOC6044281|XP_038106035.1|CQUI
OG0004431	LOC118506204|XP_035898905.1|ASTE	LOC6053388|XP_001869486.2|CQUI
OG0004432	LOC118506202|XP_035898903.1|ASTE	LOC6053390|XP_038114397.1|CQUI
OG0004433	LOC118505880|XP_035898210.1|ASTE	LOC6040428|XP_001849786.2|CQUI
OG0004434	LOC118502742|XP_035891200.1|ASTE	LOC6046502|XP_001863688.2|CQUI
OG0004435	LOC118507377|XP_035901715.1|ASTE	LOC6042192|XP_001851336.2|CQUI
OG0004436	LOC118504221|XP_035894321.1|ASTE	LOC6043836|XP_038109461.1|CQUI
OG0004437	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE	LOC6049653|XP_038112914.1|CQUI
OG0004438	LOC118503075|XP_035891845.1|ASTE	LOC6043043|XP_001855135.1|CQUI
OG0004439	LOC118503074|XP_035891844.1|ASTE	LOC6043048|XP_038109857.1|CQUI
OG0004440	LOC118503071|XP_035891838.1|ASTE	LOC6043049|XP_001855160.1|CQUI
OG0004441	LOC118503906|XP_035893591.1|ASTE	LOC6036094|XP_001846187.1|CQUI
OG0004442	LOC118503880|XP_035893526.1|ASTE	LOC6052296|XP_038106051.1|CQUI
OG0004443	LOC118507204|XP_035901180.1|ASTE	LOC6037435|XP_038113014.1|CQUI
OG0004444	LOC118506122|XP_035898741.1|ASTE	LOC6037453|XP_001847365.1|CQUI
OG0004445	LOC118506108|XP_035898687.1|ASTE	LOC6053881|XP_038112120.1|CQUI
OG0004446	LOC118506107|XP_035898686.1|ASTE	LOC119767467|XP_038112057.1|CQUI
OG0004447	LOC118504160|XP_035894186.1|ASTE	LOC6054087|XP_001870059.1|CQUI
OG0004448	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE	LOC6051141|XP_001867621.1|CQUI
OG0004449	LOC118503493|XP_035892707.1|ASTE	LOC6032267|XP_038112344.1|CQUI
OG0004450	LOC118503046|XP_035891773.1|ASTE	LOC6043121|XP_001855932.2|CQUI
OG0004451	LOC118504205|XP_035894283.1|ASTE	LOC6051935|XP_038109907.1|CQUI
OG0004452	LOC118504206|XP_035894288.1|ASTE	LOC6036723|XP_001846727.1|CQUI
OG0004453	LOC118504209|XP_035894290.1|ASTE	LOC6053900|XP_038111023.1|CQUI
OG0004454	LOC118505896|XP_035898244.1|ASTE	LOC6051086|XP_001867567.2|CQUI
OG0004455	LOC118503495|XP_035892713.1|ASTE	LOC6049827|XP_001866528.2|CQUI
OG0004456	LOC118503496|XP_035892714.1|ASTE	LOC6049828|XP_038110980.1|CQUI
OG0004457	LOC118503497|XP_035892715.1|ASTE	LOC6049829|XP_038113642.1|CQUI
OG0004458	LOC118503076|XP_035891846.1|ASTE	LOC6049834|XP_038114092.1|CQUI
OG0004459	LOC118503079|XP_035891851.1|ASTE	LOC6043036|XP_038113686.1|CQUI
OG0004460	LOC118508046|XP_035903391.1|ASTE	LOC6051203|XP_001867679.2|CQUI
OG0004461	LOC118503336|XP_035892393.1|ASTE	LOC6052535|XP_038107429.1|CQUI
OG0004462	LOC118503343|XP_035892405.1|ASTE	LOC6037650|XP_001847537.2|CQUI
OG0004463	LOC118503350|XP_035892423.1|ASTE	LOC6037654|XP_038111327.1|CQUI
OG0004464	LOC118503335|XP_035892392.1|ASTE	LOC6037655|XP_038109004.1|CQUI
OG0004465	LOC118503854|XP_035893461.1|ASTE	LOC6037664|XP_001847551.2|CQUI
OG0004466	LOC118503847|XP_035893449.1|ASTE	LOC119767739|XP_038113033.1|CQUI
OG0004467	LOC118503839|XP_035893440.1|ASTE	LOC6037680|XP_038113819.1|CQUI
OG0004468	LOC118503835|XP_035893437.1|ASTE	LOC6053597|XP_038113318.1|CQUI
OG0004469	LOC118503828|XP_035893424.1|ASTE	LOC6037688|XP_038109555.1|CQUI
OG0004470	LOC118503781|XP_035893349.1|ASTE	LOC6034524|XP_038107939.1|CQUI
OG0004471	LOC118503773|XP_035893336.1|ASTE	LOC6034535|XP_038107558.1|CQUI
OG0004472	LOC118506136|XP_035898765.1|ASTE	LOC6037231|XP_001847162.2|CQUI
OG0004473	LOC118506130|XP_035898757.1|ASTE	LOC6037226|XP_001847156.2|CQUI
OG0004474	LOC118506127|XP_035898754.1|ASTE	LOC6037225|XP_001847155.2|CQUI
OG0004475	LOC118506126|XP_035898753.1|ASTE	LOC6040570|XP_001849950.2|CQUI
OG0004476	LOC118508881|XP_035904587.1|ASTE	LOC119767036|XP_038110210.1|CQUI
OG0004477	LOC118503739|XP_035893259.1|ASTE	LOC6040559|XP_001849941.2|CQUI
OG0004478	LOC118503734|XP_035893243.1|ASTE	LOC6040555|XP_038111992.1|CQUI
OG0004479	LOC118505293|XP_035896786.1|ASTE	LOC6040800|XP_001850139.2|CQUI
OG0004480	LOC118517488|XP_035919577.1|ASTE	LOC6040723|XP_001850076.2|CQUI
OG0004481	LOC118511988|XP_035911621.1|ASTE	LOC119765079|XP_038104137.1|CQUI
OG0004482	LOC118517372|XP_035919284.1|ASTE	LOC6038661|XP_038104035.1|CQUI
OG0004483	LOC118507439|XP_035901810.1|ASTE	LOC6048655|XP_038119598.1|CQUI
OG0004484	LOC118502435|XP_035890556.1|ASTE	LOC6049249|XP_038122253.1|CQUI
OG0004485	LOC118513932|XP_035916196.1|ASTE	LOC6041373|XP_038112278.1|CQUI
OG0004486	LOC118503530|XP_035892809.1|ASTE	LOC6038124|XP_038111955.1|CQUI
OG0004487	LOC118509838|XP_035906923.1|ASTE	LOC6039882|XP_001849382.1|CQUI
OG0004504	LOC118512851|XP_035913814.1|ASTE	LOC6044333|XP_001861863.1|CQUI
OG0004505	LOC118504954|XP_035895970.1|ASTE	LOC6038319|XP_038104606.1|CQUI
OG0004506	LOC118505903|XP_035898253.1|ASTE	LOC6044317|XP_001861849.2|CQUI
OG0004507	LOC118507824|XP_035902819.1|ASTE	LOC6042742|XP_038105247.1|CQUI
OG0004508	LOC118505151|XP_035896426.1|ASTE	LOC6041687|XP_038122612.1|CQUI
OG0004509	LOC118509882|XP_035907014.1|ASTE	LOC6041676|XP_038105528.1|CQUI
OG0004510	LOC118510438|XP_035908116.1|ASTE	LOC6044331|XP_001861861.2|CQUI
OG0004511	LOC118503740|XP_035893265.1|ASTE	LOC6046428|XP_038117632.1|CQUI
OG0004512	LOC118509647|XP_035906461.1|ASTE	LOC6038321|XP_038106795.1|CQUI
OG0004513	LOC118509547|XP_035906194.1|ASTE	LOC6038316|XP_038122522.1|CQUI
OG0004514	LOC118509504|XP_035906059.1|ASTE	LOC6038310|XP_038116441.1|CQUI
OG0004515	LOC118505960|XP_035898391.1|ASTE, LOC118505966|XP_035898405.1|ASTE	LOC6054699|XP_038116622.1|CQUI
OG0004516	LOC118506369|XP_035899289.1|ASTE	LOC6051308|XP_038104873.1|CQUI
OG0004517	LOC118516111|XP_035917992.1|ASTE	LOC6041760|XP_038105640.1|CQUI
OG0004518	LOC118511362|XP_035910221.1|ASTE	LOC6035155|XP_038105094.1|CQUI
OG0004519	LOC118503877|XP_035893523.1|ASTE	LOC6048964|XP_001865800.2|CQUI
OG0004520	LOC118506911|XP_035900602.1|ASTE	LOC6054819|XP_038115444.1|CQUI
OG0004521	LOC118514364|XP_035917098.1|ASTE	LOC6046563|XP_038116157.1|CQUI
OG0004522	LOC118505531|XP_035897338.1|ASTE, LOC118507443|XP_035901821.1|ASTE	LOC6046577|XP_038121576.1|CQUI
OG0004523	LOC118517498|XP_035919598.1|ASTE	LOC6045733|XP_038104022.1|CQUI
OG0004524	LOC118517453|XP_035919503.1|ASTE	LOC6047023|XP_038105348.1|CQUI
OG0004525	LOC118505287|XP_035896765.1|ASTE	LOC6052563|XP_038116645.1|CQUI
OG0004526	LOC118505219|XP_035896634.1|ASTE	LOC6052566|XP_038122841.1|CQUI
OG0004527	LOC118511411|XP_035910361.1|ASTE	LOC6049033|XP_001865861.2|CQUI
OG0004529	LOC118505741|XP_035897831.1|ASTE	LOC6041771|XP_038113297.1|CQUI
OG0004530	LOC118509983|XP_035907257.1|ASTE, LOC118516190|XP_035918001.1|ASTE	LOC6053077|XP_001869231.1|CQUI
OG0004531	LOC118515705|XP_035917943.1|ASTE	LOC6040435|XP_038104003.1|CQUI
OG0004532	LOC118511449|XP_035910453.1|ASTE	LOC6044974|XP_038104897.1|CQUI
OG0004533	LOC118505536|XP_035897354.1|ASTE	LOC6046580|XP_038105033.1|CQUI
OG0004534	LOC118506860|XP_035900483.1|ASTE	LOC6047052|XP_001864160.1|CQUI
OG0004535	LOC118502977|XP_035891687.1|ASTE	LOC6039348|XP_001848966.2|CQUI
OG0004536	LOC118505862|XP_035898142.1|ASTE	LOC6054180|XP_038122455.1|CQUI
OG0004537	LOC118510444|XP_035908136.1|ASTE	LOC6047241|XP_038112455.1|CQUI
OG0004538	LOC118512077|XP_035911908.1|ASTE	LOC6039273|XP_038118326.1|CQUI
OG0004539	LOC118510196|XP_035907616.1|ASTE	LOC6049921|XP_038104483.1|CQUI
OG0004540	LOC118510111|XP_035907467.1|ASTE	LOC6035131|XP_038113239.1|CQUI
OG0004541	LOC118503260|XP_035892197.1|ASTE	LOC6037962|XP_038114417.1|CQUI
OG0004542	LOC118503252|XP_035892187.1|ASTE	LOC6037963|XP_038116044.1|CQUI
OG0004543	LOC118510647|XP_035908651.1|ASTE	LOC6050461|XP_038104463.1|CQUI
OG0004544	LOC118510456|XP_035908184.1|ASTE	LOC6051135|XP_038115739.1|CQUI
OG0004545	LOC118503842|XP_035893444.1|ASTE	LOC6051119|XP_001867603.2|CQUI
OG0004546	LOC118502909|XP_035891525.1|ASTE	LOC6051127|XP_001867611.2|CQUI
OG0004547	LOC118509602|XP_035906290.1|ASTE, LOC118516338|XP_035918042.1|ASTE, LOC118509917|XP_035907121.1|ASTE	LOC6045717|XP_001863026.2|CQUI
OG0004548	LOC118517711|XP_035920053.1|ASTE	LOC6052315|XP_001868609.2|CQUI
OG0004549	LOC118509186|XP_035905351.1|ASTE	LOC6052351|XP_038110438.1|CQUI
OG0004550	LOC118512559|XP_035913045.1|ASTE	LOC6053904|XP_038104969.1|CQUI
OG0004551	LOC118510381|XP_035908020.1|ASTE	LOC6047720|XP_038122700.1|CQUI
OG0004552	LOC118512793|XP_035913610.1|ASTE	LOC6047714|XP_038109886.1|CQUI
OG0004553	LOC118512729|XP_035913482.1|ASTE	LOC6037038|XP_038121452.1|CQUI
OG0004554	LOC118503097|XP_035891892.1|ASTE	LOC6046909|XP_038104039.1|CQUI
OG0004555	LOC118503082|XP_035891861.1|ASTE	LOC6046912|XP_038105550.1|CQUI
OG0004556	LOC118510616|XP_035908535.1|ASTE	LOC6050817|XP_001867349.2|CQUI
OG0004558	LOC118507057|XP_035900916.1|ASTE	LOC6053159|XP_038113667.1|CQUI
OG0004559	LOC118505786|XP_035897994.1|ASTE	LOC6035093|XP_001845329.2|CQUI
OG0004560	LOC118511620|XP_035910815.1|ASTE	LOC6051618|XP_038108788.1|CQUI
OG0004561	LOC118508577|XP_035904378.1|ASTE	LOC6051622|XP_038104690.1|CQUI
OG0004562	LOC118517460|XP_035919515.1|ASTE	LOC6052936|XP_038122801.1|CQUI
OG0004563	LOC118517454|XP_035919505.1|ASTE	LOC6051001|XP_038105076.1|CQUI
OG0004564	LOC118517455|XP_035919506.1|ASTE	LOC6048480|XP_038105200.1|CQUI
OG0004565	LOC118512656|XP_035913272.1|ASTE	LOC6048476|XP_001865387.2|CQUI
OG0004566	LOC118517468|XP_035919534.1|ASTE	LOC6054125|XP_038117418.1|CQUI
OG0004567	LOC118512884|XP_035913882.1|ASTE	LOC6048187|XP_038107860.1|CQUI
OG0004568	LOC118512263|XP_035912332.1|ASTE	LOC6048455|XP_038111137.1|CQUI
OG0004569	LOC118502844|XP_035891433.1|ASTE	LOC6050385|XP_038111966.1|CQUI
OG0004570	LOC118517452|XP_035919499.1|ASTE	LOC6038448|XP_038105388.1|CQUI
OG0004571	LOC118505158|XP_035896449.1|ASTE	LOC6048970|XP_038111393.1|CQUI
