Orthogroup	ASTE.longest_only	DBIA.longest_only
OG0003301	LOC118512487|XP_035912884.1|ASTE	LOC108022684|XP_016947243.1|DBIA
OG0003302	LOC118517472|XP_035919537.1|ASTE	LOC108025765|XP_016951848.1|DBIA
OG0003303	LOC118503470|XP_035892659.1|ASTE	LOC108023082|XP_016947822.1|DBIA
OG0003304	LOC118505750|XP_035897859.1|ASTE	LOC108024528|XP_016949983.1|DBIA
OG0003305	LOC118510300|XP_035907821.1|ASTE	LOC108024165|XP_016949468.1|DBIA
OG0003306	LOC118509819|XP_035906914.1|ASTE	LOC108029906|XP_016957886.1|DBIA
OG0003307	LOC118511593|XP_035910751.1|ASTE	LOC108025891|XP_016952060.1|DBIA
OG0003308	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE	LOC108029156|XP_016956784.1|DBIA
OG0003309	LOC118508664|XP_035904394.1|ASTE	LOC108027556|XP_016954509.1|DBIA
OG0003310	LOC118513555|XP_035915397.1|ASTE	LOC108023922|XP_016949096.1|DBIA
OG0003311	LOC118505360|XP_035896937.1|ASTE	LOC108024414|XP_016949818.1|DBIA
OG0003312	LOC118512605|XP_035913170.1|ASTE	LOC108024697|XP_016950264.1|DBIA
OG0003313	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE	LOC108023773|XP_016948906.1|DBIA
OG0003314	LOC118512576|XP_035913090.1|ASTE	LOC108026871|XP_016953548.1|DBIA
OG0003315	LOC118517367|XP_035919282.1|ASTE	LOC108024025|XP_016949277.1|DBIA
OG0003316	LOC118504351|XP_035894617.1|ASTE	LOC108025409|XP_016951377.1|DBIA
OG0003317	LOC118503598|XP_035892948.1|ASTE	LOC108031684|XP_016960818.1|DBIA
OG0003318	LOC118506709|XP_035900097.1|ASTE	LOC108031398|XP_016960254.1|DBIA
OG0003319	LOC118517380|XP_035919296.1|ASTE	LOC108024945|XP_016950655.1|DBIA
OG0003320	LOC118506546|XP_035899736.1|ASTE	LOC108025358|XP_016951307.1|DBIA
OG0003321	LOC118517501|XP_035919606.1|ASTE	LOC108025217|XP_016951054.1|DBIA
OG0003322	LOC118511775|XP_035911162.1|ASTE	LOC108025219|XP_016951055.1|DBIA
OG0003323	LOC118507756|XP_035902665.1|ASTE	LOC108023724|XP_016948849.1|DBIA
OG0003324	LOC118510623|XP_035908594.1|ASTE	LOC108023520|XP_016948556.1|DBIA
OG0003325	LOC118508961|XP_035904792.1|ASTE	LOC108032058|XP_016961362.1|DBIA, LOC108027423|XP_016954360.1|DBIA
OG0003326	LOC118503736|XP_035893250.1|ASTE	LOC108033002|XP_016962616.1|DBIA
OG0003327	LOC118511556|XP_035910681.1|ASTE	LOC108035976|XP_016967287.1|DBIA
OG0003328	LOC118517419|XP_035919419.1|ASTE	LOC108023653|XP_016948762.1|DBIA
OG0003329	LOC118517414|XP_035919409.1|ASTE	LOC108031458|XP_016960383.1|DBIA
OG0003330	LOC118517437|XP_035919455.1|ASTE	LOC108034922|XP_016965667.1|DBIA
OG0003331	LOC118511217|XP_035909911.1|ASTE	LOC108033185|XP_016962916.1|DBIA
OG0003332	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE	LOC108025827|XP_016951971.1|DBIA
OG0003333	LOC118517409|XP_035919382.1|ASTE	LOC108025275|XP_016951129.1|DBIA
OG0003334	LOC118507006|XP_035900806.1|ASTE	LOC108027037|XP_016953726.1|DBIA
OG0003335	LOC118506942|XP_035900656.1|ASTE	LOC108024756|XP_016950354.1|DBIA
OG0003336	LOC118509307|XP_035905648.1|ASTE	LOC108031568|XP_016960615.1|DBIA
OG0003337	LOC118506145|XP_035898790.1|ASTE	LOC108026328|XP_016952711.1|DBIA
OG0003338	LOC118511791|XP_035911216.1|ASTE	LOC108023587|XP_016948678.1|DBIA
OG0003339	LOC118504467|XP_035894873.1|ASTE	LOC108026353|XP_016952749.1|DBIA
OG0003340	LOC118512175|XP_035912158.1|ASTE	LOC108026042|XP_016952225.1|DBIA
OG0003341	LOC118507714|XP_035902505.1|ASTE	LOC108023491|XP_016948508.1|DBIA
OG0003342	LOC118511275|XP_035910064.1|ASTE	LOC108023552|XP_016948618.1|DBIA
OG0003343	LOC118502505|XP_035890641.1|ASTE	LOC108025725|XP_016951781.1|DBIA
OG0003344	LOC118505649|XP_035897624.1|ASTE	LOC108032591|XP_016961992.1|DBIA
OG0003345	LOC118504313|XP_035894515.1|ASTE	LOC108027589|XP_016954596.1|DBIA
OG0003346	LOC118507295|XP_035901552.1|ASTE	LOC108024180|XP_016949498.1|DBIA
OG0003347	LOC118504845|XP_035895751.1|ASTE	LOC108023550|XP_016948619.1|DBIA
OG0003348	LOC118517484|XP_035919570.1|ASTE	LOC108024583|XP_016950076.1|DBIA
OG0003349	LOC118504119|XP_035894106.1|ASTE	LOC108035547|XP_016966705.1|DBIA
OG0003350	LOC118507613|XP_035902217.1|ASTE	LOC108031693|XP_016960838.1|DBIA
OG0003351	LOC118513065|XP_035914306.1|ASTE	LOC108023594|XP_016948686.1|DBIA
OG0003352	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE	LOC108025412|XP_016951383.1|DBIA
OG0003353	LOC118502356|XP_035890445.1|ASTE	LOC108023212|XP_016947972.1|DBIA
OG0003354	LOC118505009|XP_035896094.1|ASTE	LOC108025310|XP_016951200.1|DBIA
OG0003355	LOC118506785|XP_035900299.1|ASTE	LOC108035776|XP_016966974.1|DBIA
OG0003356	LOC118506738|XP_035900188.1|ASTE	LOC108023958|XP_016949152.1|DBIA
OG0003357	LOC118510233|XP_035907695.1|ASTE	LOC108026621|XP_016953122.1|DBIA, LOC108036210|XP_016967694.1|DBIA
OG0003358	LOC118503405|XP_035892507.1|ASTE	LOC108033451|XP_016963272.1|DBIA
OG0003359	LOC118506147|XP_035898798.1|ASTE	LOC108033152|XP_016962867.1|DBIA
OG0003360	LOC118506212|XP_035898923.1|ASTE	LOC108026086|XP_016952277.1|DBIA
OG0003361	LOC118506302|XP_035899143.1|ASTE	LOC108026622|XP_016953123.1|DBIA
OG0003362	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE	LOC108023874|XP_016949043.1|DBIA
OG0003363	LOC118515492|XP_035917924.1|ASTE	LOC108031810|XP_016961022.1|DBIA
OG0003364	LOC118502667|XP_035891027.1|ASTE	LOC108024777|XP_016950382.1|DBIA
OG0003365	LOC118507645|XP_035902299.1|ASTE	LOC108032914|XP_016962467.1|DBIA
OG0003366	LOC118506493|XP_035899580.1|ASTE	LOC108028499|XP_016955863.1|DBIA
OG0003367	LOC118508286|XP_035903819.1|ASTE	LOC108035929|XP_016967208.1|DBIA
OG0003368	LOC118503935|XP_035893683.1|ASTE	LOC108035927|XP_016967205.1|DBIA
OG0003369	LOC118514783|XP_035917689.1|ASTE	LOC108027315|XP_016954203.1|DBIA
OG0003370	LOC118507626|XP_035902240.1|ASTE	LOC108031093|XP_016959789.1|DBIA
OG0003371	LOC118508463|XP_035904164.1|ASTE	LOC108025913|XP_016952087.1|DBIA
OG0003372	LOC118506447|XP_035899476.1|ASTE	LOC108030315|XP_016958643.1|DBIA
OG0003373	LOC118504477|XP_035894886.1|ASTE	LOC108025440|XP_016951424.1|DBIA
OG0003374	LOC118516471|XP_035918286.1|ASTE	LOC108031443|XP_016960403.1|DBIA
OG0003375	LOC118505599|XP_035897518.1|ASTE	LOC108024544|XP_016950001.1|DBIA
OG0003376	LOC118502714|XP_035891157.1|ASTE	LOC108025524|XP_016951538.1|DBIA
OG0003377	LOC118502672|XP_035891044.1|ASTE	LOC108025202|XP_016951014.1|DBIA
OG0003378	LOC118505571|XP_035897420.1|ASTE	LOC108024359|XP_016949752.1|DBIA
OG0003379	LOC118505570|XP_035897419.1|ASTE	LOC108031634|XP_016960730.1|DBIA
OG0003380	LOC118505576|XP_035897425.1|ASTE	LOC108031287|XP_016960019.1|DBIA
OG0003381	LOC118505586|XP_035897447.1|ASTE	LOC108033307|XP_016963069.1|DBIA
OG0003382	LOC118505587|XP_035897449.1|ASTE	LOC108024615|XP_016950130.1|DBIA
OG0003383	LOC118502662|XP_035891014.1|ASTE	LOC108032047|XP_016961349.1|DBIA
OG0003384	LOC118504491|XP_035894903.1|ASTE	LOC108029261|XP_016956946.1|DBIA
OG0003385	LOC118508490|XP_035904201.1|ASTE	LOC108031726|XP_016960885.1|DBIA
OG0003386	LOC118508481|XP_035904190.1|ASTE	LOC108031774|XP_016960972.1|DBIA
OG0003387	LOC118508480|XP_035904189.1|ASTE	LOC108024623|XP_016950150.1|DBIA
OG0003388	LOC118508478|XP_035904188.1|ASTE	LOC108033191|XP_016962923.1|DBIA
OG0003389	LOC118508465|XP_035904162.1|ASTE	LOC108022185|XP_016946526.1|DBIA
OG0003390	LOC118502921|XP_035891549.1|ASTE	LOC108031117|XP_016959817.1|DBIA
OG0003391	LOC118506378|XP_035899303.1|ASTE	LOC108024619|XP_016950146.1|DBIA
OG0003392	LOC118507800|XP_035902751.1|ASTE	LOC108023344|XP_016948178.1|DBIA
OG0003393	LOC118507548|XP_035902020.1|ASTE	LOC108026294|XP_016952649.1|DBIA
OG0003394	LOC118507543|XP_035902015.1|ASTE	LOC108027036|XP_016953725.1|DBIA
OG0003395	LOC118507541|XP_035902013.1|ASTE	LOC108027045|XP_016953735.1|DBIA
OG0003396	LOC118507533|XP_035901998.1|ASTE	LOC108024625|XP_016950153.1|DBIA
OG0003397	LOC118502545|XP_035890714.1|ASTE	LOC108032177|XP_016961520.1|DBIA
OG0003399	LOC118502552|XP_035890741.1|ASTE	LOC108026009|XP_016952189.1|DBIA
OG0003400	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE	LOC108026262|XP_016952608.1|DBIA
OG0003401	LOC118502914|XP_035891532.1|ASTE	LOC108031378|XP_016960213.1|DBIA
OG0003402	LOC118502421|XP_035890541.1|ASTE	LOC108031341|XP_016960094.1|DBIA
OG0003403	LOC118506776|XP_035900265.1|ASTE	LOC108022762|XP_016947356.1|DBIA
OG0003404	LOC118506781|XP_035900286.1|ASTE	LOC108031507|XP_016960505.1|DBIA
OG0003405	LOC118508453|XP_035904148.1|ASTE	LOC108036664|XP_016968435.1|DBIA
OG0003406	LOC118508450|XP_035904144.1|ASTE	LOC108024565|XP_016950049.1|DBIA
OG0003407	LOC118508455|XP_035904150.1|ASTE	LOC108024372|XP_016949764.1|DBIA
OG0003408	LOC118508447|XP_035904136.1|ASTE	LOC108031987|XP_016961271.1|DBIA
OG0003409	LOC118502847|XP_035891439.1|ASTE	LOC108031724|XP_016960882.1|DBIA
OG0003410	LOC118502912|XP_035891528.1|ASTE	LOC108031817|XP_016961033.1|DBIA
OG0003411	LOC118508294|XP_035903836.1|ASTE	LOC108024379|XP_016949772.1|DBIA
OG0003412	LOC118508298|XP_035903841.1|ASTE	LOC108025478|XP_016951480.1|DBIA
OG0003413	LOC118503592|XP_035892938.1|ASTE	LOC108024938|XP_016950628.1|DBIA
OG0003414	LOC118502370|XP_035890482.1|ASTE	LOC108034541|XP_016964956.1|DBIA
OG0003415	LOC118507475|XP_035901875.1|ASTE	LOC108025927|XP_016952109.1|DBIA
OG0003416	LOC118507476|XP_035901877.1|ASTE	LOC108027410|XP_016954338.1|DBIA
OG0003417	LOC118503565|XP_035892870.1|ASTE	LOC108024527|XP_016949981.1|DBIA
OG0003418	LOC118504433|XP_035894767.1|ASTE	LOC108031662|XP_016960787.1|DBIA
OG0003419	LOC118505335|XP_035896877.1|ASTE	LOC108027352|XP_016954260.1|DBIA
OG0003420	LOC118505334|XP_035896876.1|ASTE	LOC108027250|XP_016954093.1|DBIA
OG0003421	LOC118507521|XP_035901975.1|ASTE	LOC108026317|XP_016952694.1|DBIA
OG0003422	LOC118507846|XP_035902871.1|ASTE	LOC108026297|XP_016952667.1|DBIA
OG0003423	LOC118504669|XP_035895351.1|ASTE	LOC108022670|XP_016947230.1|DBIA
OG0003424	LOC118504661|XP_035895337.1|ASTE	LOC108026241|XP_016952567.1|DBIA
OG0003425	LOC118502900|XP_035891515.1|ASTE	LOC108031262|XP_016959990.1|DBIA
OG0003426	LOC118502835|XP_035891405.1|ASTE	LOC108031386|XP_016960239.1|DBIA
OG0003427	LOC118507502|XP_035901926.1|ASTE	LOC108032121|XP_016961443.1|DBIA
OG0003428	LOC118502715|XP_035891159.1|ASTE	LOC108028028|XP_016955154.1|DBIA
OG0003429	LOC118502913|XP_035891531.1|ASTE	LOC108022470|XP_016946909.1|DBIA
OG0003430	LOC118507795|XP_035902741.1|ASTE	LOC108024914|XP_016950600.1|DBIA
OG0003431	LOC118510940|XP_035909270.1|ASTE	LOC108032905|XP_016962447.1|DBIA
OG0003432	LOC118505445|XP_035897136.1|ASTE	LOC108026315|XP_016952691.1|DBIA
OG0003433	LOC118502755|XP_035891214.1|ASTE	LOC108025376|XP_016951334.1|DBIA
OG0003434	LOC118504975|XP_035896004.1|ASTE	LOC108026266|XP_016952618.1|DBIA
OG0003435	LOC118507885|XP_035903010.1|ASTE	LOC108025350|XP_016951299.1|DBIA
OG0003436	LOC118507648|XP_035902306.1|ASTE	LOC108027308|XP_016954191.1|DBIA
OG0003437	LOC118507644|XP_035902297.1|ASTE	LOC108027307|XP_016954189.1|DBIA
OG0003438	LOC118505013|XP_035896095.1|ASTE	LOC108027338|XP_016954241.1|DBIA
OG0003439	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE	LOC108026463|XP_016952893.1|DBIA
OG0003440	LOC118502699|XP_035891120.1|ASTE	LOC108023859|XP_016948996.1|DBIA
OG0003441	LOC118503295|XP_035892282.1|ASTE	LOC108032470|XP_016961782.1|DBIA
OG0003442	LOC118503285|XP_035892266.1|ASTE	LOC108031260|XP_016959987.1|DBIA
OG0003443	LOC118503279|XP_035892250.1|ASTE	LOC108035296|XP_016966353.1|DBIA
OG0003444	LOC118503037|XP_035891763.1|ASTE	LOC108028803|XP_016956275.1|DBIA
OG0003445	LOC118503029|XP_035891747.1|ASTE	LOC108023407|XP_016948354.1|DBIA
OG0003446	LOC118504286|XP_035894455.1|ASTE	LOC108025815|XP_016951952.1|DBIA
OG0003447	LOC118502453|XP_035890575.1|ASTE	LOC108035667|XP_016966867.1|DBIA
OG0003448	LOC118503301|XP_035892306.1|ASTE	LOC108024991|XP_016950734.1|DBIA
OG0003449	LOC118503299|XP_035892303.1|ASTE	LOC108031460|XP_016960388.1|DBIA
OG0003450	LOC118503302|XP_035892307.1|ASTE	LOC108026445|XP_016952871.1|DBIA
OG0003451	LOC118503031|XP_035891754.1|ASTE	LOC108027333|XP_016954234.1|DBIA
OG0003452	LOC118503028|XP_035891746.1|ASTE	LOC108027379|XP_016954299.1|DBIA
OG0003453	LOC118506943|XP_035900653.1|ASTE	LOC108028091|XP_016955224.1|DBIA
OG0003454	LOC118503276|XP_035892247.1|ASTE	LOC108027894|XP_016955001.1|DBIA
OG0003455	LOC118506892|XP_035900562.1|ASTE	LOC108031971|XP_016961254.1|DBIA
OG0003456	LOC118506877|XP_035900514.1|ASTE	LOC108026753|XP_016953371.1|DBIA
OG0003457	LOC118506872|XP_035900503.1|ASTE	LOC108032936|XP_016962497.1|DBIA
OG0003458	LOC118506869|XP_035900498.1|ASTE	LOC108025500|XP_016951505.1|DBIA
OG0003459	LOC118507189|XP_035901155.1|ASTE	LOC108025332|XP_016951249.1|DBIA
OG0003460	LOC118507905|XP_035903053.1|ASTE	LOC108031780|XP_016960983.1|DBIA
OG0003461	LOC118507882|XP_035903004.1|ASTE	LOC108027217|XP_016954033.1|DBIA
OG0003462	LOC118507902|XP_035903050.1|ASTE	LOC108034487|XP_016964881.1|DBIA
OG0003463	LOC118506444|XP_035899472.1|ASTE	LOC108031823|XP_016961042.1|DBIA
OG0003464	LOC118507910|XP_035903095.1|ASTE	LOC108024731|XP_016950317.1|DBIA
OG0003465	LOC118504905|XP_035895867.1|ASTE	LOC108031462|XP_016960390.1|DBIA
OG0003466	LOC118507876|XP_035902980.1|ASTE	LOC108031962|XP_016961240.1|DBIA
OG0003467	LOC118507871|XP_035902971.1|ASTE	LOC108024598|XP_016950098.1|DBIA
OG0003468	LOC118507865|XP_035902964.1|ASTE	LOC108023894|XP_016949068.1|DBIA
OG0003469	LOC118517619|XP_035919809.1|ASTE	LOC108025451|XP_016951440.1|DBIA
OG0003470	LOC118507829|XP_035902820.1|ASTE	LOC108032143|XP_016961469.1|DBIA
OG0003471	LOC118507837|XP_035902845.1|ASTE	LOC108033760|XP_016963821.1|DBIA
OG0003472	LOC118513812|XP_035915933.1|ASTE	LOC108034466|XP_016964842.1|DBIA
OG0003473	LOC118505176|XP_035896521.1|ASTE	LOC108033855|XP_016963979.1|DBIA
OG0003474	LOC118506460|XP_035899515.1|ASTE	LOC108031527|XP_016960544.1|DBIA
OG0003475	LOC118504287|XP_035894458.1|ASTE	LOC108031613|XP_016960697.1|DBIA
OG0003476	LOC118502700|XP_035891127.1|ASTE	LOC108036029|XP_016967457.1|DBIA
OG0003477	LOC118504690|XP_035895403.1|ASTE	LOC108031740|XP_016960924.1|DBIA
OG0003478	LOC118504437|XP_035894782.1|ASTE	LOC108031689|XP_016960827.1|DBIA
OG0003479	LOC118508302|XP_035903849.1|ASTE	LOC108031099|XP_016959798.1|DBIA
OG0003480	LOC118503229|XP_035892121.1|ASTE	LOC108027068|XP_016953768.1|DBIA
OG0003481	LOC118503228|XP_035892120.1|ASTE	LOC108027087|XP_016953792.1|DBIA
OG0003482	LOC118503227|XP_035892119.1|ASTE	LOC108027442|XP_016954380.1|DBIA
OG0003483	LOC118502931|XP_035891570.1|ASTE	LOC108027152|XP_016953862.1|DBIA
OG0003484	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE	LOC108032142|XP_016961467.1|DBIA
OG0003485	LOC118506797|XP_035900312.1|ASTE	LOC108023013|XP_016947738.1|DBIA
OG0003486	LOC118502439|XP_035890560.1|ASTE	LOC108023815|XP_016948953.1|DBIA
OG0003487	LOC118502966|XP_035891623.1|ASTE	LOC108026466|XP_016952896.1|DBIA
OG0003488	LOC118507997|XP_035903261.1|ASTE	LOC108024672|XP_016950229.1|DBIA
OG0003489	LOC118507570|XP_035902088.1|ASTE	LOC108031605|XP_016960675.1|DBIA
OG0003490	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE	LOC108031885|XP_016961138.1|DBIA
OG0003491	LOC118505146|XP_035896410.1|ASTE	LOC108024824|XP_016950442.1|DBIA
OG0003492	LOC118505235|XP_035896662.1|ASTE	LOC108024736|XP_016950321.1|DBIA
OG0003493	LOC118506361|XP_035899268.1|ASTE	LOC108032196|XP_016961540.1|DBIA
OG0003494	LOC118503112|XP_035891944.1|ASTE	LOC108024963|XP_016950690.1|DBIA
OG0003495	LOC118507842|XP_035902864.1|ASTE	LOC108034164|XP_016964459.1|DBIA
OG0003496	LOC118507849|XP_035902873.1|ASTE	LOC108031328|XP_016960068.1|DBIA
OG0003497	LOC118507814|XP_035902777.1|ASTE	LOC108031967|XP_016961245.1|DBIA
OG0003498	LOC118508379|XP_035904008.1|ASTE	LOC108024078|XP_016949342.1|DBIA
OG0003499	LOC118503462|XP_035892640.1|ASTE	LOC108031882|XP_016961136.1|DBIA
OG0003500	LOC118505442|XP_035897132.1|ASTE	LOC108033399|XP_016963208.1|DBIA
OG0003501	LOC118507480|XP_035901881.1|ASTE	LOC108032180|XP_016961524.1|DBIA
OG0003502	LOC118517709|XP_035920046.1|ASTE	LOC108032053|XP_016961357.1|DBIA
OG0003503	LOC118511915|XP_035911444.1|ASTE	LOC108024659|XP_016950209.1|DBIA
OG0003504	LOC118509112|XP_035905175.1|ASTE	LOC108026193|XP_016952472.1|DBIA
OG0003505	LOC118511923|XP_035911455.1|ASTE	LOC108031438|XP_016960356.1|DBIA
OG0003506	LOC118511953|XP_035911556.1|ASTE	LOC108027325|XP_016954221.1|DBIA
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC108031208|XP_016959932.1|DBIA
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC108034876|XP_016965569.1|DBIA
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC108031927|XP_016961193.1|DBIA
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC108024642|XP_016950180.1|DBIA
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC108024386|XP_016949782.1|DBIA
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC108024825|XP_016950443.1|DBIA
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC108024716|XP_016950297.1|DBIA
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC108032251|XP_016961605.1|DBIA
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC108030355|XP_016958711.1|DBIA
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC108031824|XP_016961044.1|DBIA
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC108024361|XP_016949757.1|DBIA
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC108027439|XP_016954377.1|DBIA
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC108035199|XP_016966184.1|DBIA
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC108035271|XP_016966319.1|DBIA
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC108035364|XP_016966451.1|DBIA
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC108023106|XP_016947861.1|DBIA
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC108034173|XP_016964472.1|DBIA
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC108023288|XP_016948068.1|DBIA
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC108036334|XP_016967858.1|DBIA
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC108025161|XP_016950926.1|DBIA
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC108030150|XP_016958359.1|DBIA
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC108034571|XP_016964994.1|DBIA
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC108028375|XP_016955658.1|DBIA
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC108025538|XP_016951555.1|DBIA
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC108035002|XP_016965833.1|DBIA
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC108030713|XP_016959247.1|DBIA
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC108035346|XP_016966424.1|DBIA
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC108035322|XP_016966386.1|DBIA
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC108030055|XP_016958122.1|DBIA
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC108026540|XP_016952977.1|DBIA
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC108029682|XP_016957625.1|DBIA
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC108030394|XP_016958766.1|DBIA
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC108030795|XP_016959368.1|DBIA
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC108026178|XP_016952441.1|DBIA
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC108029557|XP_016957378.1|DBIA
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC108023489|XP_016948502.1|DBIA
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC108028725|XP_016956175.1|DBIA
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC108030906|XP_016959575.1|DBIA
OG0003546	LOC118517006|XP_035918740.1|ASTE, LOC118513603|XP_035915533.1|ASTE	LOC108030896|XP_016959560.1|DBIA
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC108022749|XP_016947333.1|DBIA
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC108036556|XP_016968283.1|DBIA
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC108036588|XP_016968333.1|DBIA
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC108022525|XP_016946991.1|DBIA
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC108022812|XP_016947438.1|DBIA
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC108022499|XP_016946946.1|DBIA
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC108022828|XP_016947459.1|DBIA
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC108035008|XP_016965840.1|DBIA
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC108034898|XP_016965601.1|DBIA
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC108028465|XP_016955812.1|DBIA
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC108028285|XP_016955483.1|DBIA
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC108035043|XP_016965901.1|DBIA
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC108035221|XP_016966235.1|DBIA
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC108028776|XP_016956244.1|DBIA
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC108022845|XP_016947506.1|DBIA
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC108022894|XP_016947581.1|DBIA
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC108031978|XP_016961261.1|DBIA
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC108028443|XP_016955766.1|DBIA
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC108035681|XP_016966880.1|DBIA
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC108031637|XP_016960735.1|DBIA
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC108036505|XP_016968198.1|DBIA
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC108036429|XP_016968050.1|DBIA
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC108035343|XP_016966417.1|DBIA
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC108030106|XP_016958284.1|DBIA
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC108035600|XP_016966767.1|DBIA
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC108030190|XP_016958429.1|DBIA
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC108030426|XP_016958802.1|DBIA
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC108035331|XP_016966398.1|DBIA
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC108035329|XP_016966396.1|DBIA
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC108035481|XP_016966620.1|DBIA
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC108028339|XP_016955579.1|DBIA
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC108028533|XP_016955918.1|DBIA
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC108022618|XP_016947147.1|DBIA
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC108026791|XP_016953441.1|DBIA
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC108030026|XP_016958124.1|DBIA
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC108035238|XP_016966258.1|DBIA
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC108022896|XP_016947584.1|DBIA
