Orthogroup	ASTE.longest_only	AALB.longest_only
OG0005246	LOC118513959|XP_035916251.1|ASTE	LOC118461012|XP_035781754.1|AALB
OG0005247	LOC118513561|XP_035915382.1|ASTE	LOC118459528|XP_035778880.1|AALB
OG0005248	LOC118511628|XP_035910830.1|ASTE	LOC118469057|XP_035796420.1|AALB
OG0005249	LOC118510632|XP_035908564.1|ASTE	LOC118457281|XP_035774633.1|AALB
OG0005250	LOC118510621|XP_035908542.1|ASTE	LOC118457148|XP_035774359.1|AALB
OG0005251	LOC118511561|XP_035910689.1|ASTE	LOC118467796|XP_035794567.1|AALB
OG0005252	LOC118511210|XP_035909887.1|ASTE	LOC118459769|XP_035779357.1|AALB
OG0005253	LOC118514518|XP_035917377.1|ASTE	LOC118458362|XP_035776622.1|AALB
OG0005254	LOC118513531|XP_035915296.1|ASTE	LOC118458821|XP_035777586.1|AALB
OG0005255	LOC118513532|XP_035915297.1|ASTE	LOC118456839|XP_035773828.1|AALB
OG0005256	LOC118509159|XP_035905300.1|ASTE	LOC118458372|XP_035776661.1|AALB
OG0005257	LOC118509050|XP_035905029.1|ASTE, LOC118516611|XP_035918478.1|ASTE	LOC118458367|XP_035776652.1|AALB
OG0005258	LOC118514705|XP_035917671.1|ASTE	LOC118460672|XP_035781042.1|AALB
OG0005259	LOC118513585|XP_035915446.1|ASTE	LOC118458365|XP_035776647.1|AALB
OG0005260	LOC118513539|XP_035915305.1|ASTE	LOC118456964|XP_035774047.1|AALB
OG0005261	LOC118513537|XP_035915302.1|ASTE	LOC118456963|XP_035774046.1|AALB
OG0005262	LOC118513988|XP_035916312.1|ASTE	LOC118456271|XP_035772776.1|AALB
OG0005263	LOC118513912|XP_035916146.1|ASTE	LOC118457069|XP_035774232.1|AALB
OG0005264	LOC118513958|XP_035916249.1|ASTE	LOC118457070|XP_035774233.1|AALB
OG0005265	LOC118510582|XP_035908467.1|ASTE	LOC118459053|XP_035777972.1|AALB
OG0005266	LOC118513223|XP_035914643.1|ASTE	LOC118460968|XP_035781673.1|AALB
OG0005267	LOC118513516|XP_035915268.1|ASTE	LOC118456601|XP_035773394.1|AALB
OG0005268	LOC118513515|XP_035915267.1|ASTE	LOC118456594|XP_035773387.1|AALB
OG0005269	LOC118513524|XP_035915279.1|ASTE	LOC118468128|XP_035794876.1|AALB
OG0005270	LOC118513567|XP_035915389.1|ASTE	LOC118460571|XP_035780872.1|AALB
OG0005271	LOC118513560|XP_035915376.1|ASTE	LOC118460566|XP_035780860.1|AALB
OG0005272	LOC118513563|XP_035915384.1|ASTE	LOC118460569|XP_035780868.1|AALB
OG0005273	LOC118513558|XP_035915373.1|ASTE	LOC118458905|XP_035777756.1|AALB
OG0005274	LOC118513556|XP_035915371.1|ASTE	LOC118459274|XP_035778404.1|AALB
OG0005275	LOC118513554|XP_035915343.1|ASTE	LOC118456369|XP_035772934.1|AALB
OG0005276	LOC118513548|XP_035915327.1|ASTE	LOC118456376|XP_035772953.1|AALB
OG0005277	LOC118513546|XP_035915325.1|ASTE	LOC118458036|XP_035776047.1|AALB
OG0005278	LOC118513547|XP_035915326.1|ASTE	LOC118458037|XP_035776048.1|AALB
OG0005279	LOC118511042|XP_035909529.1|ASTE	LOC118456829|XP_035773817.1|AALB
OG0005280	LOC118513913|XP_035916147.1|ASTE	LOC118460102|XP_035780030.1|AALB
OG0005281	LOC118513861|XP_035916054.1|ASTE	LOC118468718|XP_035795741.1|AALB
OG0005282	LOC118513851|XP_035916029.1|ASTE	LOC118459054|XP_035777973.1|AALB
OG0005283	LOC118513852|XP_035916036.1|ASTE	LOC118459056|XP_035777978.1|AALB
OG0005284	LOC118511091|XP_035909677.1|ASTE	LOC118456980|XP_035774073.1|AALB
OG0005285	LOC118511762|XP_035911125.1|ASTE	LOC118457232|XP_035774503.1|AALB
OG0005286	LOC118513969|XP_035916286.1|ASTE	LOC118460841|XP_035781421.1|AALB
OG0005287	LOC118513925|XP_035916186.1|ASTE	LOC118457438|XP_035774921.1|AALB
OG0005288	LOC118511068|XP_035909569.1|ASTE	LOC118458279|XP_035776494.1|AALB
OG0005289	LOC118511058|XP_035909560.1|ASTE	LOC118460603|XP_035780923.1|AALB
OG0005290	LOC118511059|XP_035909562.1|ASTE	LOC118456688|XP_035773569.1|AALB
OG0005291	LOC118511579|XP_035910723.1|ASTE	LOC118458565|XP_035777102.1|AALB
OG0005292	LOC118513663|XP_035915650.1|ASTE	LOC118458555|XP_035777085.1|AALB
OG0005293	LOC118512209|XP_035912215.1|ASTE	LOC118468423|XP_035795079.1|AALB
OG0005294	LOC118509332|XP_035905692.1|ASTE	LOC118460413|XP_035780593.1|AALB
OG0005295	LOC118509335|XP_035905695.1|ASTE	LOC118460404|XP_035780576.1|AALB
OG0005296	LOC118513543|XP_035915313.1|ASTE	LOC118468598|XP_035795459.1|AALB
OG0005297	LOC118509046|XP_035905014.1|ASTE	LOC118457680|XP_035775332.1|AALB
OG0005298	LOC118513312|XP_035914793.1|ASTE	LOC118458009|XP_035775998.1|AALB
OG0005299	LOC118509059|XP_035905064.1|ASTE	LOC118460998|XP_035781716.1|AALB
OG0005300	LOC118513389|XP_035914959.1|ASTE	LOC118468944|XP_035796185.1|AALB
OG0005301	LOC118511720|XP_035911041.1|ASTE	LOC118461156|XP_035782043.1|AALB
OG0005302	LOC118514002|XP_035916331.1|ASTE	LOC118460437|XP_035780624.1|AALB
OG0005303	LOC118513881|XP_035916082.1|ASTE	LOC118467754|XP_035794477.1|AALB
OG0005304	LOC118513880|XP_035916081.1|ASTE	LOC118467786|XP_035794526.1|AALB
OG0005305	LOC118511079|XP_035909645.1|ASTE	LOC118461162|XP_035782052.1|AALB
OG0005306	LOC118511102|XP_035909715.1|ASTE	LOC118461298|XP_035782372.1|AALB
OG0005307	LOC118511129|XP_035909755.1|ASTE	LOC118458548|XP_035777076.1|AALB
OG0005308	LOC118511081|XP_035909651.1|ASTE	LOC118456914|XP_035773932.1|AALB
OG0005309	LOC118511084|XP_035909657.1|ASTE	LOC118460073|XP_035779978.1|AALB
OG0005310	LOC118510084|XP_035907386.1|ASTE	LOC118461416|XP_035782600.1|AALB
OG0005311	LOC118514027|XP_035916395.1|ASTE	LOC118457854|XP_035775637.1|AALB
OG0005312	LOC118511052|XP_035909544.1|ASTE	LOC118456681|XP_035773550.1|AALB
OG0005313	LOC118511638|XP_035910844.1|ASTE	LOC118461922|XP_035783682.1|AALB
OG0005314	LOC118513911|XP_035916145.1|ASTE	LOC118457588|XP_035775170.1|AALB
OG0005315	LOC118513956|XP_035916245.1|ASTE, LOC118517203|XP_035919051.1|ASTE	LOC118468676|XP_035795669.1|AALB
OG0005316	LOC118514028|XP_035916398.1|ASTE	LOC118457855|XP_035775640.1|AALB
OG0005317	LOC118514015|XP_035916378.1|ASTE	LOC118456968|XP_035774055.1|AALB
OG0005319	LOC118511753|XP_035911111.1|ASTE	LOC118468747|XP_035795800.1|AALB
OG0005320	LOC118511754|XP_035911112.1|ASTE	LOC118468750|XP_035795805.1|AALB
OG0005321	LOC118513412|XP_035915013.1|ASTE	LOC118461201|XP_035782146.1|AALB
OG0005322	LOC118510081|XP_035907382.1|ASTE	LOC118468624|XP_035795532.1|AALB
OG0005323	LOC118511592|XP_035910745.1|ASTE	LOC118461662|XP_035783141.1|AALB
OG0005324	LOC118510608|XP_035908513.1|ASTE	LOC118456209|XP_035772671.1|AALB
OG0005325	LOC118510607|XP_035908511.1|ASTE	LOC118456208|XP_035772666.1|AALB
OG0005326	LOC118510609|XP_035908515.1|ASTE	LOC118456210|XP_035772673.1|AALB
OG0005327	LOC118510614|XP_035908524.1|ASTE	LOC118468384|XP_035795037.1|AALB
OG0005328	LOC118513399|XP_035914972.1|ASTE	LOC118468950|XP_035796193.1|AALB
OG0005329	LOC118509136|XP_035905229.1|ASTE	LOC118459537|XP_035778902.1|AALB
OG0005330	LOC118509134|XP_035905227.1|ASTE	LOC118456627|XP_035773440.1|AALB
OG0005331	LOC118511234|XP_035909964.1|ASTE	LOC118457473|XP_035774991.1|AALB
OG0005332	LOC118511230|XP_035909958.1|ASTE	LOC118457464|XP_035774976.1|AALB
OG0005333	LOC118514608|XP_035917497.1|ASTE	LOC118457470|XP_035774989.1|AALB
OG0005334	LOC118511661|XP_035910902.1|ASTE	LOC118456463|XP_035773132.1|AALB
OG0005335	LOC118511665|XP_035910910.1|ASTE	LOC118456460|XP_035773128.1|AALB
OG0005336	LOC118511640|XP_035910854.1|ASTE	LOC118456450|XP_035773118.1|AALB
OG0005337	LOC118513418|XP_035915023.1|ASTE	LOC118456761|XP_035773718.1|AALB
OG0005338	LOC118513425|XP_035915032.1|ASTE	LOC118459683|XP_035779203.1|AALB
OG0005339	LOC118513438|XP_035915071.1|ASTE	LOC118461297|XP_035782370.1|AALB
OG0005340	LOC118513442|XP_035915077.1|ASTE	LOC118461293|XP_035782365.1|AALB
OG0005341	LOC118512455|XP_035912814.1|ASTE	LOC118461120|XP_035781948.1|AALB
OG0005342	LOC118508999|XP_035904896.1|ASTE	LOC118459199|XP_035778253.1|AALB
OG0005343	LOC118509006|XP_035904914.1|ASTE	LOC118459419|XP_035778653.1|AALB
OG0005345	LOC118509083|XP_035905109.1|ASTE	LOC118468481|XP_035795194.1|AALB
OG0005346	LOC118511611|XP_035910794.1|ASTE	LOC118456222|XP_035772700.1|AALB
OG0005347	LOC118511676|XP_035910930.1|ASTE	LOC118460742|XP_035781202.1|AALB
OG0005348	LOC118511667|XP_035910912.1|ASTE	LOC118456447|XP_035773105.1|AALB
OG0005349	LOC118511663|XP_035910905.1|ASTE	LOC118456464|XP_035773133.1|AALB
OG0005350	LOC118511647|XP_035910874.1|ASTE	LOC118456452|XP_035773119.1|AALB
OG0005351	LOC118512444|XP_035912801.1|ASTE	LOC118468508|XP_035795236.1|AALB
OG0005352	LOC118513406|XP_035914995.1|ASTE	LOC118468337|XP_035794980.1|AALB
OG0005353	LOC118512647|XP_035913256.1|ASTE	LOC118456218|XP_035772691.1|AALB
OG0005354	LOC118512657|XP_035913282.1|ASTE	LOC118468670|XP_035795624.1|AALB
OG0005355	LOC118512448|XP_035912805.1|ASTE	LOC118459292|XP_035778430.1|AALB
OG0005356	LOC118512462|XP_035912825.1|ASTE	LOC118459305|XP_035778447.1|AALB
OG0005357	LOC118512456|XP_035912816.1|ASTE	LOC118459296|XP_035778434.1|AALB
OG0005358	LOC118513445|XP_035915081.1|ASTE	LOC118461295|XP_035782367.1|AALB
OG0005359	LOC118508998|XP_035904895.1|ASTE	LOC118459197|XP_035778251.1|AALB
OG0005360	LOC118513443|XP_035915078.1|ASTE	LOC118459134|XP_035778103.1|AALB
OG0005361	LOC118513506|XP_035915248.1|ASTE	LOC118458893|XP_035777741.1|AALB
OG0005362	LOC118513292|XP_035914758.1|ASTE	LOC118460633|XP_035780980.1|AALB
OG0005363	LOC118511787|XP_035911198.1|ASTE	LOC118456752|XP_035773705.1|AALB
OG0005364	LOC118510123|XP_035907485.1|ASTE	LOC118461887|XP_035783633.1|AALB
OG0005365	LOC118511621|XP_035910812.1|ASTE	LOC118459225|XP_035778310.1|AALB
OG0005366	LOC118511607|XP_035910783.1|ASTE	LOC118457860|XP_035775646.1|AALB
OG0005367	LOC118509150|XP_035905259.1|ASTE	LOC118457067|XP_035774223.1|AALB
OG0005368	LOC118509151|XP_035905267.1|ASTE	LOC118457068|XP_035774231.1|AALB
OG0005369	LOC118509148|XP_035905255.1|ASTE	LOC118456939|XP_035773988.1|AALB
OG0005370	LOC118509149|XP_035905256.1|ASTE	LOC118456938|XP_035773985.1|AALB
OG0005371	LOC118509147|XP_035905253.1|ASTE	LOC118459772|XP_035779376.1|AALB
OG0005372	LOC118508801|XP_035904413.1|ASTE	LOC118458296|XP_035776513.1|AALB
OG0005373	LOC118513901|XP_035916116.1|ASTE	LOC118468709|XP_035795726.1|AALB
OG0005374	LOC118513735|XP_035915783.1|ASTE	LOC118456246|XP_035772736.1|AALB
OG0005375	LOC118513732|XP_035915778.1|ASTE	LOC118456243|XP_035772731.1|AALB
OG0005376	LOC118513727|XP_035915771.1|ASTE	LOC118458385|XP_035776684.1|AALB
OG0005377	LOC118510993|XP_035909401.1|ASTE	LOC118469036|XP_035796392.1|AALB
OG0005378	LOC118511006|XP_035909416.1|ASTE	LOC118461088|XP_035781878.1|AALB
OG0005379	LOC118511008|XP_035909421.1|ASTE	LOC118461091|XP_035781889.1|AALB
OG0005380	LOC118511010|XP_035909424.1|ASTE	LOC118461086|XP_035781875.1|AALB
OG0005381	LOC118511017|XP_035909439.1|ASTE	LOC118468639|XP_035795548.1|AALB
OG0005382	LOC118511018|XP_035909447.1|ASTE	LOC118461741|XP_035783333.1|AALB
OG0005383	LOC118509157|XP_035905293.1|ASTE	LOC118457571|XP_035775139.1|AALB
OG0005384	LOC118514589|XP_035917484.1|ASTE	LOC118460660|XP_035781019.1|AALB
OG0005385	LOC118514510|XP_035917344.1|ASTE	LOC118457706|XP_035775377.1|AALB
OG0005386	LOC118514526|XP_035917393.1|ASTE	LOC118461746|XP_035783351.1|AALB
OG0005387	LOC118508995|XP_035904887.1|ASTE	LOC118459200|XP_035778257.1|AALB
OG0005388	LOC118512506|XP_035912911.1|ASTE	LOC118461170|XP_035782063.1|AALB
OG0005389	LOC118512518|XP_035912952.1|ASTE	LOC118461473|XP_035782719.1|AALB
OG0005390	LOC118512565|XP_035913049.1|ASTE	LOC118456821|XP_035773807.1|AALB
OG0005391	LOC118512566|XP_035913050.1|ASTE	LOC118456823|XP_035773808.1|AALB
OG0005392	LOC118512571|XP_035913081.1|ASTE	LOC118467711|XP_035794406.1|AALB
OG0005393	LOC118510086|XP_035907390.1|ASTE	LOC118461417|XP_035782601.1|AALB
OG0005394	LOC118511218|XP_035909925.1|ASTE	LOC118461413|XP_035782592.1|AALB
OG0005395	LOC118514704|XP_035917666.1|ASTE	LOC118460670|XP_035781037.1|AALB
OG0005396	LOC118509155|XP_035905279.1|ASTE	LOC118460865|XP_035781481.1|AALB
OG0005397	LOC118509158|XP_035905299.1|ASTE	LOC118457573|XP_035775141.1|AALB
OG0005398	LOC118513775|XP_035915845.1|ASTE	LOC118457302|XP_035774668.1|AALB
OG0005399	LOC118508965|XP_035904802.1|ASTE	LOC118457599|XP_035775191.1|AALB
OG0005401	LOC118513740|XP_035915790.1|ASTE	LOC118457001|XP_035774117.1|AALB
OG0005402	LOC118513751|XP_035915804.1|ASTE	LOC118457731|XP_035775417.1|AALB
OG0005403	LOC118513748|XP_035915801.1|ASTE	LOC118458207|XP_035776345.1|AALB
OG0005404	LOC118513747|XP_035915799.1|ASTE	LOC118458208|XP_035776346.1|AALB
OG0005405	LOC118513759|XP_035915826.1|ASTE	LOC118459322|XP_035778469.1|AALB
OG0005406	LOC118513763|XP_035915829.1|ASTE	LOC118458447|XP_035776823.1|AALB
OG0005407	LOC118513765|XP_035915834.1|ASTE, LOC118515269|XP_035917855.1|ASTE	LOC118456692|XP_035773573.1|AALB
OG0005408	LOC118514683|XP_035917622.1|ASTE	LOC118461582|XP_035782966.1|AALB
OG0005409	LOC118514699|XP_035917654.1|ASTE	LOC118456395|XP_035772980.1|AALB
OG0005410	LOC118514154|XP_035916660.1|ASTE	LOC118468578|XP_035795403.1|AALB
OG0005411	LOC118513365|XP_035914889.1|ASTE	LOC118459091|XP_035778049.1|AALB
OG0005412	LOC118513368|XP_035914892.1|ASTE	LOC118459084|XP_035778041.1|AALB
OG0005413	LOC118514583|XP_035917479.1|ASTE	LOC118468833|XP_035795966.1|AALB
OG0005414	LOC118512532|XP_035912977.1|ASTE	LOC118469052|XP_035796411.1|AALB
OG0005415	LOC118511687|XP_035910963.1|ASTE	LOC118460741|XP_035781195.1|AALB
OG0005416	LOC118512578|XP_035913095.1|ASTE	LOC118459643|XP_035779116.1|AALB
OG0005417	LOC118510635|XP_035908572.1|ASTE	LOC118457284|XP_035774638.1|AALB
OG0005418	LOC118510642|XP_035908628.1|ASTE	LOC118456772|XP_035773740.1|AALB
OG0005419	LOC118510649|XP_035908657.1|ASTE	LOC118460840|XP_035781419.1|AALB
OG0005420	LOC118514276|XP_035916910.1|ASTE	LOC118457494|XP_035775020.1|AALB
OG0005421	LOC118509811|XP_035906855.1|ASTE	LOC118459019|XP_035777915.1|AALB
OG0005422	LOC118514674|XP_035917610.1|ASTE	LOC118460340|XP_035780459.1|AALB
OG0005423	LOC118511774|XP_035911156.1|ASTE	LOC118461116|XP_035781931.1|AALB
OG0005424	LOC118511781|XP_035911183.1|ASTE	LOC118461875|XP_035783599.1|AALB
OG0005425	LOC118511783|XP_035911193.1|ASTE	LOC118456755|XP_035773711.1|AALB
OG0005426	LOC118514525|XP_035917392.1|ASTE	LOC118456313|XP_035772845.1|AALB
OG0005427	LOC118514635|XP_035917539.1|ASTE	LOC118459662|XP_035779156.1|AALB
OG0005428	LOC118514633|XP_035917533.1|ASTE	LOC118459659|XP_035779143.1|AALB
OG0005429	LOC118514637|XP_035917544.1|ASTE	LOC118456362|XP_035772928.1|AALB
OG0005430	LOC118514638|XP_035917546.1|ASTE	LOC118456361|XP_035772925.1|AALB
OG0005431	LOC118509321|XP_035905677.1|ASTE	LOC118461276|XP_035782321.1|AALB
OG0005432	LOC118514569|XP_035917462.1|ASTE	LOC118456318|XP_035772851.1|AALB
OG0005433	LOC118508947|XP_035904754.1|ASTE	LOC118459036|XP_035777948.1|AALB
OG0005434	LOC118513587|XP_035915449.1|ASTE	LOC118457579|XP_035775150.1|AALB
OG0005436	LOC118513590|XP_035915464.1|ASTE	LOC118458430|XP_035776781.1|AALB
OG0005437	LOC118514533|XP_035917407.1|ASTE	LOC118461966|XP_035783769.1|AALB
OG0005438	LOC118511690|XP_035910982.1|ASTE	LOC118466869|XP_035792613.1|AALB
OG0005439	LOC118514584|XP_035917480.1|ASTE	LOC118458680|XP_035777285.1|AALB
OG0005440	LOC118514505|XP_035917333.1|ASTE	LOC118460230|XP_035780255.1|AALB
OG0005441	LOC118513276|XP_035914734.1|ASTE	LOC118457971|XP_035775910.1|AALB
OG0005442	LOC118513287|XP_035914752.1|ASTE	LOC118457052|XP_035774194.1|AALB
OG0005443	LOC118513285|XP_035914746.1|ASTE	LOC118468086|XP_035794872.1|AALB
OG0005444	LOC118509226|XP_035905425.1|ASTE	LOC118459525|XP_035778875.1|AALB
OG0005446	LOC118513261|XP_035914717.1|ASTE	LOC118461190|XP_035782114.1|AALB
OG0005447	LOC118512607|XP_035913171.1|ASTE	LOC118460929|XP_035781582.1|AALB
OG0005448	LOC118512603|XP_035913165.1|ASTE	LOC118458714|XP_035777349.1|AALB
OG0005449	LOC118513691|XP_035915704.1|ASTE	LOC118457511|XP_035775045.1|AALB
OG0005450	LOC118513695|XP_035915712.1|ASTE	LOC118457135|XP_035774343.1|AALB
OG0005451	LOC118513455|XP_035915109.1|ASTE	LOC118468928|XP_035796140.1|AALB
OG0005452	LOC118513216|XP_035914629.1|ASTE	LOC118459205|XP_035778273.1|AALB
OG0005453	LOC118508807|XP_035904426.1|ASTE	LOC118460483|XP_035780718.1|AALB
OG0005454	LOC118509829|XP_035906892.1|ASTE	LOC118458273|XP_035776481.1|AALB
OG0005455	LOC118510045|XP_035907326.1|ASTE	LOC118456239|XP_035772725.1|AALB
OG0005456	LOC118510852|XP_035909078.1|ASTE	LOC118457394|XP_035774822.1|AALB
OG0005457	LOC118510853|XP_035909079.1|ASTE	LOC118457395|XP_035774823.1|AALB
OG0005458	LOC118510847|XP_035909071.1|ASTE	LOC118467270|XP_035793457.1|AALB
OG0005459	LOC118510844|XP_035909064.1|ASTE	LOC118467281|XP_035793483.1|AALB
OG0005460	LOC118509826|XP_035906889.1|ASTE	LOC118458269|XP_035776475.1|AALB
OG0005461	LOC118513332|XP_035914839.1|ASTE	LOC118460303|XP_035780399.1|AALB
OG0005462	LOC118513348|XP_035914870.1|ASTE	LOC118460307|XP_035780402.1|AALB
OG0005463	LOC118513347|XP_035914869.1|ASTE	LOC118460306|XP_035780401.1|AALB
OG0005464	LOC118513314|XP_035914795.1|ASTE	LOC118457375|XP_035774803.1|AALB
OG0005465	LOC118513264|XP_035914721.1|ASTE	LOC118456422|XP_035773054.1|AALB
OG0005466	LOC118513262|XP_035914718.1|ASTE	LOC118461184|XP_035782105.1|AALB
OG0005467	LOC118513222|XP_035914641.1|ASTE	LOC118462020|XP_035783869.1|AALB
OG0005468	LOC118508958|XP_035904779.1|ASTE	LOC118458550|XP_035777079.1|AALB
OG0005469	LOC118508963|XP_035904799.1|ASTE	LOC118468392|XP_035795049.1|AALB
OG0005470	LOC118508962|XP_035904796.1|ASTE	LOC118468389|XP_035795041.1|AALB
OG0005471	LOC118514159|XP_035916692.1|ASTE	LOC118468390|XP_035795043.1|AALB
OG0005472	LOC118514160|XP_035916693.1|ASTE	LOC118468391|XP_035795044.1|AALB
OG0005473	LOC118513335|XP_035914847.1|ASTE	LOC118459245|XP_035778346.1|AALB
OG0005474	LOC118509299|XP_035905640.1|ASTE	LOC118467229|XP_035793383.1|AALB
OG0005475	LOC118512591|XP_035913123.1|ASTE	LOC118459241|XP_035778336.1|AALB
OG0005476	LOC118509302|XP_035905644.1|ASTE	LOC118461963|XP_035783765.1|AALB
OG0005477	LOC118509290|XP_035905597.1|ASTE	LOC118468330|XP_035794970.1|AALB
OG0005478	LOC118509284|XP_035905555.1|ASTE	LOC118467424|XP_035793806.1|AALB
OG0005479	LOC118509171|XP_035905324.1|ASTE	LOC118467409|XP_035793782.1|AALB
OG0005480	LOC118509283|XP_035905554.1|ASTE	LOC118467414|XP_035793795.1|AALB
OG0005481	LOC118509175|XP_035905333.1|ASTE	LOC118468671|XP_035795647.1|AALB
OG0005482	LOC118509183|XP_035905342.1|ASTE	LOC118460714|XP_035781137.1|AALB
OG0005483	LOC118509184|XP_035905345.1|ASTE	LOC118460717|XP_035781154.1|AALB
OG0005484	LOC118517247|XP_035919113.1|ASTE, LOC118509200|XP_035905363.1|ASTE	LOC118459023|XP_035777919.1|AALB
OG0005485	LOC118509959|XP_035907220.1|ASTE	LOC118468587|XP_035795414.1|AALB
OG0005486	LOC118508809|XP_035904438.1|ASTE	LOC118458222|XP_035776378.1|AALB
OG0005487	LOC118513651|XP_035915629.1|ASTE	LOC118458859|XP_035777674.1|AALB
OG0005488	LOC118513654|XP_035915632.1|ASTE	LOC118468411|XP_035795068.1|AALB
OG0005489	LOC118509883|XP_035907016.1|ASTE	LOC118456380|XP_035772960.1|AALB
OG0005490	LOC118509880|XP_035907012.1|ASTE	LOC118456373|XP_035772950.1|AALB
OG0005491	LOC118510883|XP_035909145.1|ASTE	LOC118460469|XP_035780684.1|AALB
OG0005492	LOC118510881|XP_035909141.1|ASTE	LOC118468336|XP_035794979.1|AALB
OG0005493	LOC118510873|XP_035909128.1|ASTE	LOC118468388|XP_035795040.1|AALB
OG0005494	LOC118513788|XP_035915865.1|ASTE	LOC118461431|XP_035782632.1|AALB
OG0005495	LOC118513796|XP_035915875.1|ASTE	LOC118468584|XP_035795408.1|AALB
OG0005496	LOC118513817|XP_035915941.1|ASTE	LOC118468528|XP_035795289.1|AALB
OG0005497	LOC118513821|XP_035915949.1|ASTE	LOC118459838|XP_035779497.1|AALB
OG0005498	LOC118513830|XP_035915966.1|ASTE	LOC118459845|XP_035779506.1|AALB
OG0005499	LOC118513806|XP_035915902.1|ASTE	LOC118459832|XP_035779488.1|AALB
OG0005500	LOC118513829|XP_035915965.1|ASTE	LOC118459844|XP_035779505.1|AALB
OG0005501	LOC118513820|XP_035915948.1|ASTE	LOC118459837|XP_035779496.1|AALB
OG0005502	LOC118513822|XP_035915950.1|ASTE	LOC118459839|XP_035779498.1|AALB
OG0005504	LOC118510065|XP_035907348.1|ASTE	LOC118460522|XP_035780792.1|AALB
OG0005505	LOC118512967|XP_035914086.1|ASTE	LOC118468374|XP_035795027.1|AALB
OG0005506	LOC118514287|XP_035916923.1|ASTE	LOC118457075|XP_035774246.1|AALB
OG0005507	LOC118513473|XP_035915159.1|ASTE	LOC118460694|XP_035781102.1|AALB
OG0005508	LOC118509887|XP_035907022.1|ASTE	LOC118456385|XP_035772968.1|AALB
OG0005509	LOC118509886|XP_035907021.1|ASTE	LOC118456384|XP_035772967.1|AALB
OG0005510	LOC118508817|XP_035904451.1|ASTE	LOC118460987|XP_035781702.1|AALB
OG0005511	LOC118511697|XP_035910998.1|ASTE	LOC118458945|XP_035777821.1|AALB
OG0005512	LOC118511698|XP_035910999.1|ASTE	LOC118456272|XP_035772779.1|AALB
OG0005513	LOC118512483|XP_035912871.1|ASTE	LOC118460612|XP_035780946.1|AALB
OG0005514	LOC118512478|XP_035912861.1|ASTE	LOC118460609|XP_035780943.1|AALB
OG0005515	LOC118515243|XP_035917820.1|ASTE, LOC118509278|XP_035905547.1|ASTE	LOC118459030|XP_035777939.1|AALB
OG0005516	LOC118515242|XP_035917819.1|ASTE, LOC118509277|XP_035905546.1|ASTE	LOC118459029|XP_035777938.1|AALB
OG0005517	LOC118510103|XP_035907444.1|ASTE	LOC118458773|XP_035777483.1|AALB
OG0005518	LOC118513502|XP_035915239.1|ASTE, LOC118517150|XP_035918904.1|ASTE	LOC118461402|XP_035782562.1|AALB
OG0005519	LOC118513210|XP_035914616.1|ASTE	LOC118458666|XP_035777264.1|AALB
OG0005520	LOC118511806|XP_035911235.1|ASTE	LOC118457508|XP_035775040.1|AALB
OG0005521	LOC118510218|XP_035907675.1|ASTE	LOC118458489|XP_035776934.1|AALB
OG0005522	LOC118514037|XP_035916412.1|ASTE	LOC118458485|XP_035776929.1|AALB
OG0005523	LOC118514052|XP_035916438.1|ASTE	LOC118461554|XP_035782899.1|AALB
OG0005524	LOC118512610|XP_035913176.1|ASTE	LOC118460931|XP_035781584.1|AALB
OG0005525	LOC118512616|XP_035913188.1|ASTE	LOC118460937|XP_035781592.1|AALB
OG0005526	LOC118510833|XP_035909052.1|ASTE	LOC118468631|XP_035795542.1|AALB
OG0005527	LOC118510834|XP_035909053.1|ASTE	LOC118468634|XP_035795545.1|AALB
OG0005528	LOC118510815|XP_035909027.1|ASTE	LOC118457165|XP_035774386.1|AALB
OG0005529	LOC118510794|XP_035908992.1|ASTE	LOC118456501|XP_035773223.1|AALB
OG0005530	LOC118510777|XP_035908939.1|ASTE	LOC118459394|XP_035778590.1|AALB
OG0005531	LOC118510769|XP_035908922.1|ASTE	LOC118459391|XP_035778588.1|AALB
OG0005532	LOC118510765|XP_035908912.1|ASTE	LOC118468326|XP_035794964.1|AALB
OG0005533	LOC118510755|XP_035908893.1|ASTE	LOC118461844|XP_035783518.1|AALB
OG0005534	LOC118504853|XP_035895758.1|ASTE	LOC118464945|XP_035788625.1|AALB
OG0005535	LOC118514040|XP_035916417.1|ASTE	LOC118459755|XP_035779340.1|AALB
OG0005536	LOC118503114|XP_035891947.1|ASTE	LOC118459183|XP_035778231.1|AALB
OG0005537	LOC118514494|XP_035917318.1|ASTE	LOC118466109|XP_035790935.1|AALB
OG0005537	LOC118505156|XP_035896442.1|ASTE	LOC118461914|XP_035783664.1|AALB
OG0005538	LOC118514123|XP_035916601.1|ASTE	LOC118460512|XP_035780770.1|AALB
OG0005539	LOC118514088|XP_035916514.1|ASTE	LOC118457505|XP_035775037.1|AALB
OG0005540	LOC118514095|XP_035916525.1|ASTE	LOC118458486|XP_035776930.1|AALB
OG0005541	LOC118514078|XP_035916499.1|ASTE	LOC118457502|XP_035775032.1|AALB
OG0005542	LOC118514093|XP_035916519.1|ASTE	LOC118458483|XP_035776922.1|AALB
OG0005543	LOC118513686|XP_035915684.1|ASTE	LOC118456628|XP_035773441.1|AALB
OG0005544	LOC118513315|XP_035914796.1|ASTE	LOC118461854|XP_035783541.1|AALB
