Orthogroup	ASTE.longest_only	DSUB.longest_only
OG0003329	LOC118517414|XP_035919409.1|ASTE	LOC117899748|XP_034665884.1|DSUB
OG0003330	LOC118517437|XP_035919455.1|ASTE	LOC117895212|XP_034658594.1|DSUB
OG0003331	LOC118511217|XP_035909911.1|ASTE	LOC117894137|XP_034656926.1|DSUB
OG0003332	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE	LOC117893506|XP_034656038.1|DSUB
OG0003333	LOC118517409|XP_035919382.1|ASTE	LOC117896207|XP_034660227.1|DSUB
OG0003334	LOC118507006|XP_035900806.1|ASTE	LOC117897176|XP_034661766.1|DSUB
OG0003335	LOC118506942|XP_035900656.1|ASTE	LOC117899330|XP_034665157.1|DSUB
OG0003336	LOC118509307|XP_035905648.1|ASTE	LOC117896468|XP_034660693.1|DSUB
OG0003337	LOC118506145|XP_035898790.1|ASTE	LOC117896697|XP_034661041.1|DSUB
OG0003338	LOC118511791|XP_035911216.1|ASTE	LOC117896407|XP_034660614.1|DSUB
OG0003339	LOC118504467|XP_035894873.1|ASTE	LOC117897012|XP_034661475.1|DSUB
OG0003340	LOC118512175|XP_035912158.1|ASTE	LOC117898133|XP_034663218.1|DSUB
OG0003341	LOC118507714|XP_035902505.1|ASTE	LOC117894806|XP_034657934.1|DSUB
OG0003342	LOC118511275|XP_035910064.1|ASTE	LOC117891759|XP_034653270.1|DSUB
OG0003343	LOC118502505|XP_035890641.1|ASTE	LOC117903602|XP_034671734.1|DSUB
OG0003344	LOC118505649|XP_035897624.1|ASTE	LOC117900422|XP_034666674.1|DSUB
OG0003345	LOC118504313|XP_035894515.1|ASTE	LOC117903731|XP_034671975.1|DSUB
OG0003346	LOC118507295|XP_035901552.1|ASTE	LOC117897762|XP_034662698.1|DSUB
OG0003347	LOC118504845|XP_035895751.1|ASTE	LOC117897058|XP_034661544.1|DSUB
OG0003348	LOC118517484|XP_035919570.1|ASTE	LOC117897760|XP_034662696.1|DSUB
OG0003349	LOC118504119|XP_035894106.1|ASTE	LOC117903086|XP_034670781.1|DSUB
OG0003350	LOC118507613|XP_035902217.1|ASTE	LOC117897561|XP_034662388.1|DSUB
OG0003351	LOC118513065|XP_035914306.1|ASTE	LOC117897126|XP_034661669.1|DSUB, LOC117894582|XP_034657619.1|DSUB
OG0003352	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE	LOC117896976|XP_034661422.1|DSUB
OG0003353	LOC118502356|XP_035890445.1|ASTE	LOC117897169|XP_034661737.1|DSUB
OG0003354	LOC118505009|XP_035896094.1|ASTE	LOC117899727|XP_034665862.1|DSUB
OG0003355	LOC118506785|XP_035900299.1|ASTE	LOC117903355|XP_034671196.1|DSUB
OG0003356	LOC118506738|XP_035900188.1|ASTE	LOC117903179|XP_034670914.1|DSUB
OG0003357	LOC118510233|XP_035907695.1|ASTE	LOC117903182|XP_034670920.1|DSUB
OG0003358	LOC118503405|XP_035892507.1|ASTE	LOC117901471|XP_034668125.1|DSUB
OG0003359	LOC118506147|XP_035898798.1|ASTE	LOC117894428|XP_034657424.1|DSUB
OG0003360	LOC118506212|XP_035898923.1|ASTE	LOC117903847|XP_034672196.1|DSUB
OG0003361	LOC118506302|XP_035899143.1|ASTE	LOC117892663|XP_034654942.1|DSUB
OG0003362	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE	LOC117897987|XP_034663002.1|DSUB
OG0003363	LOC118515492|XP_035917924.1|ASTE	LOC117896404|XP_034660609.1|DSUB
OG0003364	LOC118502667|XP_035891027.1|ASTE	LOC117899427|XP_034665316.1|DSUB
OG0003365	LOC118507645|XP_035902299.1|ASTE	LOC117897225|XP_034661834.1|DSUB
OG0003366	LOC118506493|XP_035899580.1|ASTE	LOC117895098|XP_034658386.1|DSUB
OG0003367	LOC118508286|XP_035903819.1|ASTE	LOC117895755|XP_034659518.1|DSUB
OG0003368	LOC118503935|XP_035893683.1|ASTE	LOC117895751|XP_034659512.1|DSUB
OG0003369	LOC118514783|XP_035917689.1|ASTE	LOC117896543|XP_034660817.1|DSUB
OG0003370	LOC118507626|XP_035902240.1|ASTE	LOC117898124|XP_034663206.1|DSUB
OG0003371	LOC118508463|XP_035904164.1|ASTE	LOC117902597|XP_034669998.1|DSUB
OG0003372	LOC118506447|XP_035899476.1|ASTE	LOC117890128|XP_034650706.1|DSUB
OG0003373	LOC118504477|XP_035894886.1|ASTE	LOC117897264|XP_034661880.1|DSUB
OG0003374	LOC118516471|XP_035918286.1|ASTE	LOC117903104|XP_034670813.1|DSUB
OG0003375	LOC118505599|XP_035897518.1|ASTE	LOC117896821|XP_034661215.1|DSUB
OG0003376	LOC118502714|XP_035891157.1|ASTE	LOC117897837|XP_034662792.1|DSUB
OG0003377	LOC118502672|XP_035891044.1|ASTE	LOC117896249|XP_034660299.1|DSUB
OG0003378	LOC118505571|XP_035897420.1|ASTE	LOC117903018|XP_034670647.1|DSUB, LOC117896299|XP_034660411.1|DSUB
OG0003379	LOC118505570|XP_035897419.1|ASTE	LOC117896178|XP_034660154.1|DSUB
OG0003380	LOC118505576|XP_035897425.1|ASTE	LOC117896908|XP_034661336.1|DSUB
OG0003381	LOC118505586|XP_035897447.1|ASTE	LOC117896348|XP_034660494.1|DSUB
OG0003382	LOC118505587|XP_035897449.1|ASTE	LOC117896188|XP_034660166.1|DSUB
OG0003383	LOC118502662|XP_035891014.1|ASTE	LOC117898273|XP_034663419.1|DSUB
OG0003384	LOC118504491|XP_035894903.1|ASTE	LOC117901502|XP_034668163.1|DSUB
OG0003385	LOC118508490|XP_035904201.1|ASTE	LOC117896427|XP_034660637.1|DSUB
OG0003386	LOC118508481|XP_035904190.1|ASTE	LOC117899306|XP_034665122.1|DSUB
OG0003387	LOC118508480|XP_035904189.1|ASTE	LOC117898740|XP_034664250.1|DSUB
OG0003388	LOC118508478|XP_035904188.1|ASTE	LOC117900517|XP_034666807.1|DSUB
OG0003389	LOC118508465|XP_035904162.1|ASTE	LOC117891338|XP_034652649.1|DSUB
OG0003390	LOC118502921|XP_035891549.1|ASTE	LOC117896319|XP_034660442.1|DSUB
OG0003391	LOC118506378|XP_035899303.1|ASTE	LOC117895991|XP_034659868.1|DSUB
OG0003392	LOC118507800|XP_035902751.1|ASTE	LOC117899740|XP_034665876.1|DSUB
OG0003393	LOC118507548|XP_035902020.1|ASTE	LOC117898155|XP_034663251.1|DSUB
OG0003394	LOC118507543|XP_035902015.1|ASTE	LOC117896529|XP_034660791.1|DSUB
OG0003395	LOC118507541|XP_035902013.1|ASTE	LOC117896555|XP_034660832.1|DSUB
OG0003396	LOC118507533|XP_035901998.1|ASTE	LOC117898964|XP_034664594.1|DSUB
OG0003397	LOC118502545|XP_035890714.1|ASTE	LOC117898246|XP_034663382.1|DSUB
OG0003399	LOC118502552|XP_035890741.1|ASTE	LOC117898081|XP_034663150.1|DSUB
OG0003400	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE	LOC117899194|XP_034664948.1|DSUB
OG0003401	LOC118502914|XP_035891532.1|ASTE	LOC117897367|XP_034662047.1|DSUB
OG0003402	LOC118502421|XP_035890541.1|ASTE	LOC117896024|XP_034659923.1|DSUB
OG0003403	LOC118506776|XP_035900265.1|ASTE	LOC117890488|XP_034651267.1|DSUB
OG0003404	LOC118506781|XP_035900286.1|ASTE	LOC117897387|XP_034662086.1|DSUB
OG0003405	LOC118508453|XP_035904148.1|ASTE	LOC117891947|XP_034653692.1|DSUB
OG0003406	LOC118508450|XP_035904144.1|ASTE	LOC117899015|XP_034664665.1|DSUB
OG0003407	LOC118508455|XP_035904150.1|ASTE	LOC117899366|XP_034665236.1|DSUB
OG0003408	LOC118508447|XP_035904136.1|ASTE	LOC117899183|XP_034664935.1|DSUB
OG0003409	LOC118502847|XP_035891439.1|ASTE	LOC117899138|XP_034664831.1|DSUB
OG0003410	LOC118502912|XP_035891528.1|ASTE	LOC117899037|XP_034664688.1|DSUB
OG0003411	LOC118508294|XP_035903836.1|ASTE	LOC117898663|XP_034664130.1|DSUB
OG0003412	LOC118508298|XP_035903841.1|ASTE	LOC117896888|XP_034661308.1|DSUB
OG0003413	LOC118503592|XP_035892938.1|ASTE	LOC117897265|XP_034661881.1|DSUB
OG0003414	LOC118502370|XP_035890482.1|ASTE	LOC117895082|XP_034658368.1|DSUB
OG0003415	LOC118507475|XP_035901875.1|ASTE	LOC117899116|XP_034664801.1|DSUB
OG0003416	LOC118507476|XP_035901877.1|ASTE	LOC117897605|XP_034662453.1|DSUB
OG0003417	LOC118503565|XP_035892870.1|ASTE	LOC117898491|XP_034663819.1|DSUB
OG0003418	LOC118504433|XP_035894767.1|ASTE	LOC117897292|XP_034661924.1|DSUB
OG0003419	LOC118505335|XP_035896877.1|ASTE	LOC117897555|XP_034662376.1|DSUB
OG0003420	LOC118505334|XP_035896876.1|ASTE	LOC117895993|XP_034659871.1|DSUB
OG0003421	LOC118507521|XP_035901975.1|ASTE	LOC117896286|XP_034660382.1|DSUB
OG0003422	LOC118507846|XP_035902871.1|ASTE	LOC117896298|XP_034660410.1|DSUB
OG0003423	LOC118504669|XP_035895351.1|ASTE	LOC117891705|XP_034653188.1|DSUB
OG0003424	LOC118504661|XP_035895337.1|ASTE	LOC117895965|XP_034659811.1|DSUB
OG0003425	LOC118502900|XP_035891515.1|ASTE	LOC117896602|XP_034660926.1|DSUB
OG0003426	LOC118502835|XP_035891405.1|ASTE	LOC117896557|XP_034660844.1|DSUB
OG0003427	LOC118507502|XP_035901926.1|ASTE	LOC117896493|XP_034660724.1|DSUB
OG0003428	LOC118502715|XP_035891159.1|ASTE	LOC117894431|XP_034657384.1|DSUB
OG0003429	LOC118502913|XP_035891531.1|ASTE	LOC117891219|XP_034652455.1|DSUB
OG0003430	LOC118507795|XP_035902741.1|ASTE	LOC117902935|XP_034670430.1|DSUB
OG0003431	LOC118510940|XP_035909270.1|ASTE	LOC117896253|XP_034660320.1|DSUB
OG0003432	LOC118505445|XP_035897136.1|ASTE	LOC117896775|XP_034661143.1|DSUB
OG0003433	LOC118502755|XP_035891214.1|ASTE	LOC117896684|XP_034661026.1|DSUB
OG0003434	LOC118504975|XP_035896004.1|ASTE	LOC117889646|XP_034650001.1|DSUB
OG0003435	LOC118507885|XP_035903010.1|ASTE	LOC117896951|XP_034661386.1|DSUB
OG0003436	LOC118507648|XP_035902306.1|ASTE	LOC117896695|XP_034661038.1|DSUB
OG0003437	LOC118507644|XP_035902297.1|ASTE	LOC117896694|XP_034661037.1|DSUB
OG0003438	LOC118505013|XP_035896095.1|ASTE	LOC117899546|XP_034665519.1|DSUB
OG0003439	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE	LOC117897038|XP_034661510.1|DSUB
OG0003440	LOC118502699|XP_035891120.1|ASTE	LOC117898438|XP_034663732.1|DSUB
OG0003441	LOC118503295|XP_035892282.1|ASTE	LOC117900674|XP_034667010.1|DSUB
OG0003442	LOC118503285|XP_035892266.1|ASTE	LOC117896049|XP_034659949.1|DSUB
OG0003443	LOC118503279|XP_035892250.1|ASTE	LOC117893076|XP_034655385.1|DSUB
OG0003444	LOC118503037|XP_035891763.1|ASTE	LOC117894787|XP_034657907.1|DSUB
OG0003445	LOC118503029|XP_035891747.1|ASTE	LOC117903665|XP_034671881.1|DSUB
OG0003446	LOC118504286|XP_035894455.1|ASTE	LOC117902014|XP_034668957.1|DSUB
OG0003447	LOC118502453|XP_035890575.1|ASTE	LOC117902958|XP_034670486.1|DSUB
OG0003448	LOC118503301|XP_035892306.1|ASTE	LOC117897869|XP_034662834.1|DSUB
OG0003449	LOC118503299|XP_035892303.1|ASTE	LOC117896265|XP_034660347.1|DSUB
OG0003450	LOC118503302|XP_035892307.1|ASTE	LOC117898258|XP_034663404.1|DSUB
OG0003451	LOC118503031|XP_035891754.1|ASTE	LOC117898961|XP_034664591.1|DSUB
OG0003452	LOC118503028|XP_035891746.1|ASTE	LOC117898959|XP_034664587.1|DSUB
OG0003453	LOC118506943|XP_035900653.1|ASTE	LOC117893916|XP_034656589.1|DSUB
OG0003454	LOC118503276|XP_035892247.1|ASTE	LOC117900632|XP_034666952.1|DSUB
OG0003455	LOC118506892|XP_035900562.1|ASTE	LOC117898321|XP_034663530.1|DSUB
OG0003456	LOC118506877|XP_035900514.1|ASTE	LOC117890398|XP_034651093.1|DSUB
OG0003457	LOC118506872|XP_035900503.1|ASTE	LOC117898057|XP_034663114.1|DSUB
OG0003458	LOC118506869|XP_035900498.1|ASTE	LOC117897478|XP_034662230.1|DSUB
OG0003459	LOC118507189|XP_035901155.1|ASTE	LOC117898026|XP_034663055.1|DSUB
OG0003460	LOC118507905|XP_035903053.1|ASTE	LOC117897855|XP_034662817.1|DSUB
OG0003461	LOC118507882|XP_035903004.1|ASTE	LOC117898535|XP_034663896.1|DSUB
OG0003462	LOC118507902|XP_035903050.1|ASTE	LOC117895781|XP_034659570.1|DSUB
OG0003463	LOC118506444|XP_035899472.1|ASTE	LOC117899477|XP_034665398.1|DSUB
OG0003464	LOC118507910|XP_035903095.1|ASTE	LOC117896406|XP_034660612.1|DSUB
OG0003465	LOC118504905|XP_035895867.1|ASTE	LOC117896579|XP_034660875.1|DSUB
OG0003466	LOC118507876|XP_035902980.1|ASTE	LOC117897336|XP_034661998.1|DSUB
OG0003467	LOC118507871|XP_035902971.1|ASTE	LOC117898204|XP_034663316.1|DSUB
OG0003468	LOC118507865|XP_035902964.1|ASTE	LOC117897993|XP_034663010.1|DSUB
OG0003469	LOC118517619|XP_035919809.1|ASTE	LOC117896302|XP_034660415.1|DSUB
OG0003470	LOC118507829|XP_035902820.1|ASTE	LOC117898243|XP_034663380.1|DSUB
OG0003471	LOC118507837|XP_035902845.1|ASTE	LOC117902235|XP_034669364.1|DSUB
OG0003472	LOC118513812|XP_035915933.1|ASTE	LOC117901994|XP_034668896.1|DSUB
OG0003473	LOC118505176|XP_035896521.1|ASTE	LOC117900217|XP_034666392.1|DSUB
OG0003474	LOC118506460|XP_035899515.1|ASTE	LOC117898436|XP_034663722.1|DSUB
OG0003475	LOC118504287|XP_035894458.1|ASTE	LOC117896201|XP_034660216.1|DSUB
OG0003476	LOC118502700|XP_035891127.1|ASTE	LOC117902960|XP_034670492.1|DSUB
OG0003477	LOC118504690|XP_035895403.1|ASTE	LOC117899686|XP_034665768.1|DSUB
OG0003478	LOC118504437|XP_035894782.1|ASTE	LOC117897328|XP_034661988.1|DSUB
OG0003479	LOC118508302|XP_035903849.1|ASTE	LOC117897636|XP_034662501.1|DSUB
OG0003480	LOC118503229|XP_035892121.1|ASTE	LOC117897018|XP_034661480.1|DSUB
OG0003481	LOC118503228|XP_035892120.1|ASTE	LOC117897321|XP_034661983.1|DSUB
OG0003482	LOC118503227|XP_035892119.1|ASTE	LOC117898051|XP_034663101.1|DSUB
OG0003483	LOC118502931|XP_035891570.1|ASTE	LOC117897539|XP_034662352.1|DSUB
OG0003484	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE	LOC117899517|XP_034665461.1|DSUB
OG0003485	LOC118506797|XP_035900312.1|ASTE	LOC117897152|XP_034661715.1|DSUB
OG0003486	LOC118502439|XP_035890560.1|ASTE	LOC117897482|XP_034662236.1|DSUB
OG0003487	LOC118502966|XP_035891623.1|ASTE	LOC117898059|XP_034663117.1|DSUB
OG0003488	LOC118507997|XP_035903261.1|ASTE	LOC117896184|XP_034660162.1|DSUB
OG0003489	LOC118507570|XP_035902088.1|ASTE	LOC117897628|XP_034662489.1|DSUB
OG0003490	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE	LOC117897246|XP_034661858.1|DSUB
OG0003491	LOC118505146|XP_035896410.1|ASTE	LOC117897558|XP_034662380.1|DSUB
OG0003492	LOC118505235|XP_035896662.1|ASTE	LOC117898166|XP_034663266.1|DSUB
OG0003493	LOC118506361|XP_035899268.1|ASTE	LOC117896985|XP_034661431.1|DSUB
OG0003494	LOC118503112|XP_035891944.1|ASTE	LOC117899572|XP_034665576.1|DSUB
OG0003495	LOC118507842|XP_035902864.1|ASTE	LOC117901466|XP_034668120.1|DSUB
OG0003496	LOC118507849|XP_035902873.1|ASTE	LOC117896376|XP_034660545.1|DSUB
OG0003497	LOC118507814|XP_035902777.1|ASTE	LOC117897271|XP_034661887.1|DSUB
OG0003498	LOC118508379|XP_035904008.1|ASTE	LOC117897550|XP_034662368.1|DSUB
OG0003499	LOC118503462|XP_035892640.1|ASTE	LOC117897631|XP_034662495.1|DSUB
OG0003500	LOC118505442|XP_035897132.1|ASTE	LOC117900469|XP_034666740.1|DSUB
OG0003501	LOC118507480|XP_035901881.1|ASTE	LOC117899118|XP_034664798.1|DSUB
OG0003502	LOC118517709|XP_035920046.1|ASTE	LOC117898429|XP_034663711.1|DSUB
OG0003503	LOC118511915|XP_035911444.1|ASTE	LOC117896166|XP_034660134.1|DSUB
OG0003504	LOC118509112|XP_035905175.1|ASTE	LOC117898787|XP_034664316.1|DSUB
OG0003505	LOC118511923|XP_035911455.1|ASTE	LOC117896780|XP_034661166.1|DSUB
OG0003506	LOC118511953|XP_035911556.1|ASTE	LOC117896174|XP_034660147.1|DSUB
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC117899082|XP_034664743.1|DSUB
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC117893950|XP_034656630.1|DSUB
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC117896367|XP_034660534.1|DSUB
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC117898561|XP_034663938.1|DSUB
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC117897944|XP_034662928.1|DSUB
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC117897882|XP_034662849.1|DSUB
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC117897854|XP_034662816.1|DSUB
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC117897977|XP_034662980.1|DSUB
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC117890507|XP_034651298.1|DSUB
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC117899528|XP_034665485.1|DSUB
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC117896802|XP_034661192.1|DSUB
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC117898630|XP_034664082.1|DSUB
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC117893737|XP_034656353.1|DSUB
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC117893110|XP_034655437.1|DSUB
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC117895664|XP_034659375.1|DSUB
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC117891195|XP_034652421.1|DSUB
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC117901465|XP_034668119.1|DSUB
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC117892576|XP_034654799.1|DSUB
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC117892242|XP_034654243.1|DSUB
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC117896593|XP_034660910.1|DSUB
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC117889873|XP_034650273.1|DSUB
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC117902380|XP_034669590.1|DSUB
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC117895715|XP_034659459.1|DSUB
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC117899789|XP_034665955.1|DSUB
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC117895293|XP_034658738.1|DSUB
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC117895671|XP_034659383.1|DSUB
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC117894452|XP_034657440.1|DSUB
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC117895339|XP_034658807.1|DSUB
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC117892412|XP_034654533.1|DSUB
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC117891896|XP_034653590.1|DSUB
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC117890188|XP_034650785.1|DSUB
OG0003539	LOC118512192|XP_035912180.1|ASTE	LOC117891280|XP_034652558.1|DSUB
OG0003540	LOC118512183|XP_035912166.1|ASTE	LOC117893393|XP_034655882.1|DSUB
OG0003541	LOC118508921|XP_035904677.1|ASTE, LOC118517014|XP_035918750.1|ASTE	LOC117897039|XP_034661512.1|DSUB
OG0003542	LOC118508908|XP_035904662.1|ASTE	LOC117892721|XP_034655031.1|DSUB
OG0003543	LOC118508895|XP_035904624.1|ASTE	LOC117902937|XP_034670436.1|DSUB
OG0003544	LOC118512086|XP_035911942.1|ASTE	LOC117893911|XP_034656583.1|DSUB
OG0003545	LOC118512107|XP_035911972.1|ASTE	LOC117895439|XP_034658989.1|DSUB
OG0003547	LOC118508876|XP_035904575.1|ASTE	LOC117892734|XP_034655047.1|DSUB
OG0003548	LOC118508870|XP_035904555.1|ASTE	LOC117889760|XP_034650097.1|DSUB
OG0003549	LOC118508882|XP_035904588.1|ASTE	LOC117889761|XP_034650099.1|DSUB
OG0003550	LOC118508885|XP_035904607.1|ASTE	LOC117891676|XP_034653142.1|DSUB
OG0003551	LOC118508862|XP_035904515.1|ASTE	LOC117891847|XP_034653489.1|DSUB
OG0003552	LOC118512023|XP_035911701.1|ASTE	LOC117891548|XP_034652955.1|DSUB
OG0003553	LOC118512022|XP_035911699.1|ASTE	LOC117892446|XP_034654579.1|DSUB
OG0003554	LOC118510475|XP_035908236.1|ASTE	LOC117894039|XP_034656777.1|DSUB
OG0003555	LOC118509020|XP_035904938.1|ASTE	LOC117893908|XP_034656577.1|DSUB
OG0003556	LOC118509603|XP_035906291.1|ASTE	LOC117893623|XP_034656191.1|DSUB
OG0003557	LOC118509607|XP_035906308.1|ASTE	LOC117893857|XP_034656517.1|DSUB
OG0003558	LOC118511268|XP_035910037.1|ASTE	LOC117895846|XP_034659695.1|DSUB
OG0003559	LOC118511499|XP_035910556.1|ASTE	LOC117895817|XP_034659634.1|DSUB
OG0003560	LOC118508914|XP_035904669.1|ASTE	LOC117893912|XP_034656584.1|DSUB
OG0003561	LOC118511244|XP_035909977.1|ASTE, LOC118516928|XP_035918667.1|ASTE	LOC117892600|XP_034654830.1|DSUB
OG0003562	LOC118509093|XP_035905136.1|ASTE, LOC118516920|XP_035918655.1|ASTE	LOC117891699|XP_034653182.1|DSUB
OG0003563	LOC118510136|XP_035907507.1|ASTE, LOC118516927|XP_035918666.1|ASTE	LOC117896239|XP_034660277.1|DSUB
OG0003564	LOC118509108|XP_035905170.1|ASTE, LOC118516897|XP_035918636.1|ASTE	LOC117895043|XP_034658311.1|DSUB
OG0003565	LOC118510559|XP_035908435.1|ASTE	LOC117893992|XP_034656693.1|DSUB
OG0003566	LOC118509922|XP_035907130.1|ASTE	LOC117899547|XP_034665521.1|DSUB
OG0003567	LOC118509512|XP_035906091.1|ASTE	LOC117890345|XP_034651026.1|DSUB
OG0003568	LOC118511369|XP_035910240.1|ASTE	LOC117889766|XP_034650106.1|DSUB
OG0003569	LOC118517271|XP_035919137.1|ASTE, LOC118510247|XP_035907727.1|ASTE	LOC117895587|XP_034659227.1|DSUB
OG0003570	LOC118509626|XP_035906391.1|ASTE	LOC117890948|XP_034651976.1|DSUB
OG0003571	LOC118509641|XP_035906441.1|ASTE	LOC117893050|XP_034655320.1|DSUB
OG0003572	LOC118512944|XP_035914044.1|ASTE	LOC117890034|XP_034650543.1|DSUB
OG0003573	LOC118512995|XP_035914144.1|ASTE	LOC117890124|XP_034650694.1|DSUB
OG0003574	LOC118516850|XP_035918602.1|ASTE, LOC118510500|XP_035908296.1|ASTE	LOC117893024|XP_034655273.1|DSUB
OG0003575	LOC118510495|XP_035908282.1|ASTE	LOC117893404|XP_034655895.1|DSUB
OG0003576	LOC118509244|XP_035905451.1|ASTE	LOC117893568|XP_034656129.1|DSUB
OG0003577	LOC118510540|XP_035908390.1|ASTE	LOC117895502|XP_034659090.1|DSUB
OG0003578	LOC118512201|XP_035912200.1|ASTE	LOC117893294|XP_034655758.1|DSUB
OG0003579	LOC118512198|XP_035912195.1|ASTE	LOC117892083|XP_034653960.1|DSUB
OG0003580	LOC118510518|XP_035908342.1|ASTE	LOC117890313|XP_034650991.1|DSUB
OG0003581	LOC118510521|XP_035908353.1|ASTE	LOC117895276|XP_034658700.1|DSUB
OG0003582	LOC118510469|XP_035908220.1|ASTE	LOC117895442|XP_034658998.1|DSUB
OG0003583	LOC118513612|XP_035915555.1|ASTE, LOC118517283|XP_035919148.1|ASTE	LOC117892349|XP_034654440.1|DSUB
OG0003584	LOC118512090|XP_035911947.1|ASTE	LOC117891277|XP_034652545.1|DSUB
OG0003585	LOC118512129|XP_035912029.1|ASTE	LOC117892968|XP_034655192.1|DSUB
OG0003586	LOC118512139|XP_035912050.1|ASTE	LOC117902916|XP_034670382.1|DSUB
OG0003587	LOC118512150|XP_035912079.1|ASTE	LOC117901620|XP_034668338.1|DSUB
OG0003588	LOC118512159|XP_035912100.1|ASTE	LOC117898301|XP_034663462.1|DSUB
OG0003589	LOC118508833|XP_035904472.1|ASTE	LOC117890664|XP_034651528.1|DSUB
OG0003590	LOC118510454|XP_035908179.1|ASTE	LOC117894365|XP_034657254.1|DSUB
OG0003591	LOC118510449|XP_035908143.1|ASTE	LOC117892982|XP_034655222.1|DSUB
OG0003592	LOC118509943|XP_035907168.1|ASTE	LOC117894463|XP_034657454.1|DSUB
OG0003593	LOC118509539|XP_035906164.1|ASTE	LOC117894128|XP_034656909.1|DSUB
OG0003594	LOC118512679|XP_035913355.1|ASTE, LOC118512680|XP_035913356.1|ASTE	LOC117893298|XP_034655764.1|DSUB
OG0003595	LOC118512692|XP_035913378.1|ASTE	LOC117890212|XP_034650835.1|DSUB
OG0003596	LOC118509433|XP_035905915.1|ASTE	LOC117891066|XP_034652130.1|DSUB
OG0003597	LOC118510552|XP_035908419.1|ASTE	LOC117892408|XP_034654529.1|DSUB
OG0003598	LOC118512745|XP_035913524.1|ASTE	LOC117894968|XP_034658193.1|DSUB
OG0003599	LOC118512752|XP_035913534.1|ASTE, LOC118516388|XP_035918146.1|ASTE	LOC117902695|XP_034670127.1|DSUB
OG0003600	LOC118513087|XP_035914349.1|ASTE	LOC117895640|XP_034659295.1|DSUB
OG0003601	LOC118513037|XP_035914211.1|ASTE	LOC117891312|XP_034652614.1|DSUB
OG0003602	LOC118510268|XP_035907759.1|ASTE	LOC117891210|XP_034652440.1|DSUB
OG0003603	LOC118509496|XP_035906043.1|ASTE	LOC117895808|XP_034659625.1|DSUB
OG0003604	LOC118509499|XP_035906050.1|ASTE	LOC117900310|XP_034666521.1|DSUB
OG0003605	LOC118505337|XP_035896884.1|ASTE	LOC117898493|XP_034663824.1|DSUB
OG0003606	LOC118509930|XP_035907152.1|ASTE	LOC117890367|XP_034651053.1|DSUB
OG0003607	LOC118510067|XP_035907352.1|ASTE	LOC117890589|XP_034651416.1|DSUB
OG0003608	LOC118510071|XP_035907357.1|ASTE	LOC117893792|XP_034656426.1|DSUB
OG0003609	LOC118509532|XP_035906145.1|ASTE	LOC117891784|XP_034653345.1|DSUB
OG0003610	LOC118509526|XP_035906129.1|ASTE	LOC117893924|XP_034656596.1|DSUB
OG0003611	LOC118512931|XP_035913982.1|ASTE	LOC117893726|XP_034656332.1|DSUB
OG0003612	LOC118509729|XP_035906744.1|ASTE	LOC117891526|XP_034652917.1|DSUB
OG0003613	LOC118509758|XP_035906781.1|ASTE	LOC117890425|XP_034651136.1|DSUB
