Orthogroup	ASTE.longest_only	DSUZ.longest_only
OG0004921	LOC118516896|XP_035918634.1|ASTE, LOC118509104|XP_035905158.1|ASTE	LOC108005902|XP_016924787.1|DSUZ
OG0004922	LOC118513034|XP_035914204.1|ASTE	LOC108012243|XP_036672396.1|DSUZ
OG0004923	LOC118509423|XP_035905904.1|ASTE	LOC108020040|XP_016943622.1|DSUZ
OG0004924	LOC118514460|XP_035917270.1|ASTE	LOC108012810|XP_016933738.1|DSUZ
OG0004925	LOC118510078|XP_035907377.1|ASTE	LOC108013569|XP_016934980.1|DSUZ
OG0004926	LOC118514281|XP_035916916.1|ASTE	LOC108012523|XP_016933426.1|DSUZ
OG0004927	LOC118510532|XP_035908373.1|ASTE	LOC108012887|XP_036670902.1|DSUZ
OG0004928	LOC118511367|XP_035910238.1|ASTE	LOC108018037|XP_036669746.1|DSUZ
OG0004929	LOC118511371|XP_035910258.1|ASTE	LOC108012802|XP_016933728.1|DSUZ
OG0004930	LOC118512943|XP_035914043.1|ASTE	LOC108009112|XP_016928672.1|DSUZ
OG0004931	LOC118512961|XP_035914080.1|ASTE	LOC108008379|XP_016927711.1|DSUZ
OG0004932	LOC118512951|XP_035914062.1|ASTE	LOC108013046|XP_016934146.1|DSUZ
OG0004933	LOC118511494|XP_035910546.1|ASTE	LOC108017962|XP_016940721.1|DSUZ
OG0004934	LOC118512179|XP_035912159.1|ASTE	LOC108008426|XP_016927764.1|DSUZ
OG0004935	LOC118510564|XP_035908442.1|ASTE	LOC108018036|XP_016940902.1|DSUZ
OG0004936	LOC118509631|XP_035906410.1|ASTE	LOC108005880|XP_036672418.1|DSUZ
OG0004937	LOC118512438|XP_035912792.1|ASTE	LOC108013567|XP_036670958.1|DSUZ
OG0004939	LOC118510502|XP_035908298.1|ASTE	LOC108020447|XP_036672459.1|DSUZ, LOC118877327|XP_036671510.1|DSUZ
OG0004940	LOC118510496|XP_035908283.1|ASTE	LOC108005713|XP_036671524.1|DSUZ, LOC108017020|XP_036672468.1|DSUZ
OG0004941	LOC118510493|XP_035908278.1|ASTE	LOC108007480|XP_036671153.1|DSUZ
OG0004942	LOC118510490|XP_035908275.1|ASTE	LOC108005875|XP_016924744.1|DSUZ
OG0004943	LOC118510491|XP_035908276.1|ASTE	LOC108013279|XP_016934539.1|DSUZ
OG0004944	LOC118514264|XP_035916874.1|ASTE	LOC108013601|XP_016935027.1|DSUZ
OG0004945	LOC118514488|XP_035917304.1|ASTE	LOC108017790|XP_016940422.1|DSUZ
OG0004946	LOC118510516|XP_035908333.1|ASTE	LOC108006916|XP_016926005.2|DSUZ
OG0004947	LOC118510526|XP_035908363.1|ASTE	LOC108013527|XP_016934912.1|DSUZ
OG0004948	LOC118510527|XP_035908364.1|ASTE	LOC108013502|XP_016934877.1|DSUZ
OG0004949	LOC118510529|XP_035908367.1|ASTE	LOC108013501|XP_016934876.1|DSUZ
OG0004950	LOC118514456|XP_035917266.1|ASTE	LOC108012933|XP_016933957.1|DSUZ
OG0004951	LOC118510534|XP_035908377.1|ASTE	LOC108017496|XP_016940037.1|DSUZ
OG0004952	LOC118510557|XP_035908432.1|ASTE	LOC108013592|XP_016935010.1|DSUZ
OG0004953	LOC118510561|XP_035908438.1|ASTE	LOC118877213|XP_036670481.1|DSUZ
OG0004954	LOC118510464|XP_035908212.1|ASTE	LOC108007486|XP_016926657.2|DSUZ
OG0004955	LOC118513608|XP_035915551.1|ASTE	LOC108012486|XP_016933384.1|DSUZ
OG0004956	LOC118512074|XP_035911895.1|ASTE	LOC108009401|XP_016929209.1|DSUZ
OG0004957	LOC118512133|XP_035912031.1|ASTE	LOC108007094|XP_036670862.1|DSUZ
OG0004958	LOC118512138|XP_035912048.1|ASTE	LOC108012984|XP_016934043.1|DSUZ
OG0004959	LOC118512154|XP_035912087.1|ASTE	LOC108012986|XP_016934045.1|DSUZ
OG0004960	LOC118512145|XP_035912071.1|ASTE	LOC108012983|XP_016934038.1|DSUZ
OG0004961	LOC118512148|XP_035912077.1|ASTE	LOC108008407|XP_016927742.1|DSUZ
OG0004962	LOC118512147|XP_035912076.1|ASTE	LOC108013076|XP_016934185.1|DSUZ
OG0004963	LOC118512155|XP_035912088.1|ASTE	LOC108015807|XP_036670567.1|DSUZ
OG0004964	LOC118509534|XP_035906147.1|ASTE	LOC108013268|XP_016934518.1|DSUZ
OG0004965	LOC118512681|XP_035913357.1|ASTE	LOC108005783|XP_016924601.1|DSUZ
OG0004966	LOC118512687|XP_035913370.1|ASTE	LOC108005908|XP_036670930.1|DSUZ
OG0004967	LOC118509432|XP_035905914.1|ASTE	LOC108017793|XP_016940426.1|DSUZ
OG0004968	LOC118512742|XP_035913522.1|ASTE	LOC118877357|XP_036671708.1|DSUZ
OG0004969	LOC118512739|XP_035913500.1|ASTE	LOC108017784|XP_016940414.1|DSUZ
OG0004970	LOC118512740|XP_035913501.1|ASTE	LOC108020199|XP_036671723.1|DSUZ
OG0004971	LOC118512741|XP_035913502.1|ASTE	LOC108020209|XP_036670981.1|DSUZ
OG0004972	LOC118512747|XP_035913526.1|ASTE	LOC108005786|XP_016924605.1|DSUZ
OG0004973	LOC118516366|XP_035918111.1|ASTE, LOC118512749|XP_035913528.1|ASTE	LOC108012855|XP_016933810.1|DSUZ
OG0004974	LOC118513094|XP_035914388.1|ASTE	LOC108013455|XP_016934820.1|DSUZ
OG0004975	LOC118509426|XP_035905907.1|ASTE	LOC108020058|XP_016943645.1|DSUZ
OG0004976	LOC118509425|XP_035905906.1|ASTE	LOC108011836|XP_016932563.1|DSUZ
OG0004977	LOC118510274|XP_035907781.1|ASTE	LOC108008365|XP_016927691.1|DSUZ
OG0004978	LOC118509481|XP_035906026.1|ASTE	LOC108017989|XP_016940820.1|DSUZ
OG0004979	LOC118509497|XP_035906048.1|ASTE	LOC108012794|XP_016933717.1|DSUZ
OG0004980	LOC118509932|XP_035907155.1|ASTE	LOC108005674|XP_016924487.1|DSUZ
OG0004981	LOC118510069|XP_035907354.1|ASTE	LOC108020714|XP_016944571.2|DSUZ, LOC108020757|XP_016944624.2|DSUZ
OG0004982	LOC118510068|XP_035907353.1|ASTE	LOC108020738|XP_016944603.2|DSUZ, LOC108020737|XP_036671373.1|DSUZ
OG0004983	LOC118510070|XP_035907356.1|ASTE	LOC108013532|XP_016934918.1|DSUZ
OG0004984	LOC118509939|XP_035907163.1|ASTE	LOC108013590|XP_016935006.1|DSUZ
OG0004985	LOC118509528|XP_035906138.1|ASTE	LOC108012821|XP_016933754.1|DSUZ
OG0004986	LOC118509525|XP_035906128.1|ASTE	LOC108010522|XP_016930887.2|DSUZ
OG0004987	LOC118509523|XP_035906122.1|ASTE	LOC108006666|XP_036672385.1|DSUZ
OG0004988	LOC118509529|XP_035906142.1|ASTE	LOC108012823|XP_016933757.1|DSUZ
OG0004989	LOC118510323|XP_035907863.1|ASTE	LOC108006675|XP_036671381.1|DSUZ
OG0004990	LOC118509787|XP_035906824.1|ASTE	LOC108008960|XP_016928360.1|DSUZ
OG0004991	LOC118509894|XP_035907034.1|ASTE	LOC108009102|XP_016928655.1|DSUZ
OG0004992	LOC118509898|XP_035907040.1|ASTE	LOC108009105|XP_036669175.1|DSUZ
OG0004993	LOC118516421|XP_035918181.1|ASTE, LOC118509549|XP_035906192.1|ASTE	LOC108012916|XP_016933928.1|DSUZ
OG0004994	LOC118512831|XP_035913756.1|ASTE	LOC108007080|XP_036672133.1|DSUZ
OG0004995	LOC118512826|XP_035913698.1|ASTE	LOC108011852|XP_036672346.1|DSUZ
OG0004996	LOC118512801|XP_035913632.1|ASTE	LOC108013283|XP_016934545.1|DSUZ
OG0004997	LOC118511548|XP_035910650.1|ASTE	LOC108008292|XP_016927593.1|DSUZ
OG0004998	LOC118509666|XP_035906543.1|ASTE	LOC108017994|XP_016940831.1|DSUZ
OG0004999	LOC118510409|XP_035908060.1|ASTE	LOC108014471|XP_016936084.2|DSUZ
OG0005000	LOC118512887|XP_035913881.1|ASTE	LOC108008287|XP_016927588.1|DSUZ
OG0005001	LOC118512213|XP_035912221.1|ASTE	LOC108012851|XP_036670562.1|DSUZ
OG0005002	LOC118509593|XP_035906266.1|ASTE	LOC108017393|XP_036674090.1|DSUZ, LOC118877807|XP_036673843.1|DSUZ
OG0005003	LOC118510389|XP_035908037.1|ASTE	LOC108013189|XP_016934380.1|DSUZ
OG0005004	LOC118510346|XP_035907932.1|ASTE	LOC108012553|XP_016933454.1|DSUZ
OG0005005	LOC118511388|XP_035910300.1|ASTE	LOC108020443|XP_016944253.1|DSUZ, LOC118877438|XP_036672150.1|DSUZ
OG0005006	LOC118510408|XP_035908059.1|ASTE	LOC108013386|XP_016934707.1|DSUZ
OG0005007	LOC118510410|XP_035908061.1|ASTE	LOC108015549|XP_036670994.1|DSUZ
OG0005008	LOC118509624|XP_035906376.1|ASTE	LOC108013625|XP_016935057.1|DSUZ
OG0005009	LOC118509781|XP_035906814.1|ASTE	LOC108004811|XP_016923369.2|DSUZ
OG0005010	LOC118511436|XP_035910424.1|ASTE	LOC108018647|XP_036671178.1|DSUZ
OG0005011	LOC118511435|XP_035910419.1|ASTE	LOC108009134|XP_016928727.1|DSUZ
OG0005012	LOC118510364|XP_035907966.1|ASTE	LOC108012430|XP_016933283.1|DSUZ
OG0005013	LOC118509807|XP_035906842.1|ASTE	LOC108011544|XP_016932200.2|DSUZ
OG0005014	LOC118509446|XP_035905953.1|ASTE	LOC108012994|XP_016934056.1|DSUZ
OG0005015	LOC118509436|XP_035905938.1|ASTE	LOC108005857|XP_036671145.1|DSUZ
OG0005016	LOC118510481|XP_035908254.1|ASTE	LOC118877382|XP_036671846.1|DSUZ
OG0005017	LOC118511868|XP_035911361.1|ASTE	LOC108012345|XP_016933182.1|DSUZ
OG0005018	LOC118510553|XP_035908420.1|ASTE	LOC108013041|XP_016934138.1|DSUZ
OG0005019	LOC118511443|XP_035910436.1|ASTE	LOC108007499|XP_016926671.2|DSUZ
OG0005020	LOC118512898|XP_035913906.1|ASTE	LOC108009513|XP_016929421.1|DSUZ
OG0005021	LOC118509461|XP_035905975.1|ASTE	LOC108006752|XP_016925796.1|DSUZ
OG0005022	LOC118509519|XP_035906114.1|ASTE	LOC108012410|XP_016933260.1|DSUZ
OG0005023	LOC118514203|XP_035916789.1|ASTE	LOC108008630|XP_016928000.1|DSUZ
OG0005024	LOC118512791|XP_035913604.1|ASTE	LOC108013251|XP_016934490.1|DSUZ
OG0005025	LOC118513490|XP_035915206.1|ASTE	LOC108013529|XP_016934915.1|DSUZ
OG0005026	LOC118513491|XP_035915207.1|ASTE	LOC108012403|XP_016933252.1|DSUZ
OG0005027	LOC118511240|XP_035909973.1|ASTE	LOC108011816|XP_036671031.1|DSUZ
OG0005028	LOC118514448|XP_035917257.1|ASTE	LOC108018679|XP_016941740.2|DSUZ
OG0005029	LOC118508851|XP_035904497.1|ASTE	LOC108004810|XP_016923367.1|DSUZ
OG0005030	LOC118514447|XP_035917256.1|ASTE	LOC108012927|XP_016933951.1|DSUZ
OG0005031	LOC118512806|XP_035913642.1|ASTE	LOC108013353|XP_016934659.1|DSUZ
OG0005032	LOC118514388|XP_035917158.1|ASTE	LOC108012606|XP_016933515.1|DSUZ
OG0005033	LOC118514366|XP_035917103.1|ASTE	LOC108011407|XP_036670700.1|DSUZ
OG0005034	LOC118514402|XP_035917176.1|ASTE	LOC108011408|XP_036671054.1|DSUZ
OG0005035	LOC118514385|XP_035917156.1|ASTE	LOC108013175|XP_016934361.1|DSUZ
OG0005036	LOC118510221|XP_035907680.1|ASTE	LOC108013183|XP_016934373.1|DSUZ
OG0005037	LOC118510220|XP_035907677.1|ASTE	LOC108013069|XP_016934177.1|DSUZ
OG0005038	LOC118512882|XP_035913877.1|ASTE	LOC108011872|XP_016932603.1|DSUZ
OG0005039	LOC118514348|XP_035917060.1|ASTE	LOC108021344|XP_016945515.1|DSUZ
OG0005040	LOC118514258|XP_035916867.1|ASTE	LOC108013142|XP_016934317.1|DSUZ
OG0005041	LOC118514343|XP_035917054.1|ASTE	LOC108013077|XP_016934186.1|DSUZ
OG0005042	LOC118510547|XP_035908410.1|ASTE	LOC108012478|XP_016933364.1|DSUZ
OG0005043	LOC118510549|XP_035908413.1|ASTE	LOC108009772|XP_016929890.1|DSUZ
OG0005044	LOC118510299|XP_035907816.1|ASTE	LOC108009769|XP_016929887.1|DSUZ
OG0005045	LOC118517269|XP_035919135.1|ASTE, LOC118510241|XP_035907702.1|ASTE	LOC108008640|XP_016928009.1|DSUZ
OG0005046	LOC118510239|XP_035907699.1|ASTE	LOC108017883|XP_016940535.1|DSUZ
OG0005047	LOC118510231|XP_035907690.1|ASTE	LOC108011745|XP_016932459.1|DSUZ
OG0005048	LOC118510236|XP_035907694.1|ASTE	LOC108011733|XP_036671728.1|DSUZ
OG0005049	LOC118514378|XP_035917137.1|ASTE	LOC108013003|XP_016934077.2|DSUZ
OG0005050	LOC118503738|XP_035893247.1|ASTE	LOC108009103|XP_016928657.1|DSUZ
OG0005051	LOC118514376|XP_035917136.1|ASTE	LOC108013098|XP_016934231.1|DSUZ
OG0005052	LOC118513271|XP_035914731.1|ASTE	LOC108012560|XP_016933464.1|DSUZ
OG0005053	LOC118511389|XP_035910301.1|ASTE	LOC108020354|XP_016944040.1|DSUZ
OG0005054	LOC118509665|XP_035906538.1|ASTE	LOC108005740|XP_036670587.1|DSUZ
OG0005055	LOC118509769|XP_035906799.1|ASTE	LOC108013738|XP_016935178.1|DSUZ
OG0005056	LOC118509633|XP_035906417.1|ASTE	LOC108018249|XP_016941268.1|DSUZ
OG0005057	LOC118513054|XP_035914256.1|ASTE	LOC108005826|XP_036670940.1|DSUZ
OG0005058	LOC118513057|XP_035914278.1|ASTE	LOC108014460|XP_036671441.1|DSUZ
OG0005059	LOC118512674|XP_035913334.1|ASTE	LOC108008427|XP_016927765.1|DSUZ
OG0005060	LOC118512669|XP_035913315.1|ASTE	LOC108009482|XP_016929357.1|DSUZ
OG0005061	LOC118514344|XP_035917056.1|ASTE	LOC108005904|XP_016924800.1|DSUZ
OG0005062	LOC118511320|XP_035910131.1|ASTE	LOC108018021|XP_016940869.1|DSUZ
OG0005063	LOC118511542|XP_035910642.1|ASTE	LOC108007465|XP_016926626.1|DSUZ
OG0005064	LOC118512917|XP_035913959.1|ASTE	LOC108014684|XP_016936347.1|DSUZ
OG0005065	LOC118514339|XP_035917047.1|ASTE	LOC108017919|XP_016940578.1|DSUZ
OG0005066	LOC118514338|XP_035917043.1|ASTE	LOC108010170|XP_016930502.1|DSUZ
OG0005067	LOC118514329|XP_035917019.1|ASTE	LOC108010244|XP_016930587.1|DSUZ
OG0005068	LOC118510100|XP_035907424.1|ASTE	LOC108007548|XP_016926730.2|DSUZ
OG0005069	LOC118509876|XP_035907001.1|ASTE	LOC108019782|XP_016943262.1|DSUZ
OG0005070	LOC118510168|XP_035907572.1|ASTE	LOC108007264|XP_016926392.1|DSUZ
OG0005071	LOC118509518|XP_035906113.1|ASTE	LOC108014492|XP_036672186.1|DSUZ
OG0005072	LOC118509449|XP_035905960.1|ASTE	LOC108015251|XP_016937093.1|DSUZ
OG0005073	LOC118514349|XP_035917061.1|ASTE	LOC108018219|XP_016941227.1|DSUZ
OG0005074	LOC118510338|XP_035907891.1|ASTE	LOC108012908|XP_016933915.1|DSUZ
OG0005075	LOC118509450|XP_035905961.1|ASTE	LOC108008681|XP_016928064.1|DSUZ
OG0005076	LOC118509451|XP_035905962.1|ASTE	LOC108008325|XP_016927637.1|DSUZ
OG0005078	LOC118509802|XP_035906833.1|ASTE, LOC118509801|XP_035906832.1|ASTE	LOC108011839|XP_036671970.1|DSUZ
OG0005079	LOC118512227|XP_035912236.1|ASTE	LOC108009106|XP_016928665.1|DSUZ
OG0005080	LOC118514353|XP_035917068.1|ASTE	LOC108007126|XP_016926219.1|DSUZ
OG0005081	LOC118512018|XP_035911690.1|ASTE	LOC108017739|XP_016940337.1|DSUZ
OG0005082	LOC118512821|XP_035913689.1|ASTE	LOC108017675|XP_016940271.2|DSUZ
OG0005083	LOC118512822|XP_035913690.1|ASTE	LOC108013720|XP_016935149.1|DSUZ
OG0005084	LOC118511857|XP_035911297.1|ASTE	LOC108013381|XP_016934696.1|DSUZ
OG0005085	LOC118511856|XP_035911295.1|ASTE	LOC108013935|XP_016935434.2|DSUZ
OG0005086	LOC118509708|XP_035906682.1|ASTE	LOC108018208|XP_016941214.1|DSUZ
OG0005087	LOC118510437|XP_035908107.1|ASTE	LOC108013214|XP_016934421.1|DSUZ
OG0005088	LOC118511272|XP_035910052.1|ASTE	LOC108010005|XP_016930282.1|DSUZ
OG0005089	LOC118511271|XP_035910050.1|ASTE	LOC108010004|XP_016930281.1|DSUZ
OG0005090	LOC118504203|XP_035894276.1|ASTE	LOC108009764|XP_016929880.1|DSUZ
OG0005091	LOC118504604|XP_035895171.1|ASTE	LOC108019863|XP_036670199.1|DSUZ
OG0005092	LOC118511905|XP_035911434.1|ASTE	LOC108006834|XP_016925871.1|DSUZ, LOC108005647|XP_036677386.1|DSUZ
OG0005093	LOC118511900|XP_035911425.1|ASTE	LOC108005842|XP_016924679.1|DSUZ
OG0005094	LOC118513138|XP_035914456.1|ASTE	LOC108015840|XP_036671964.1|DSUZ
OG0005095	LOC118514369|XP_035917117.1|ASTE	LOC108009327|XP_016929087.1|DSUZ
OG0005096	LOC118514211|XP_035916800.1|ASTE	LOC108021536|XP_016945790.1|DSUZ
OG0005097	LOC118514179|XP_035916742.1|ASTE	LOC108008378|XP_016927709.1|DSUZ
OG0005098	LOC118514177|XP_035916740.1|ASTE	LOC108009977|XP_016930236.1|DSUZ
OG0005099	LOC118508939|XP_035904741.1|ASTE	LOC108008910|XP_016928306.1|DSUZ
OG0005100	LOC118508938|XP_035904740.1|ASTE	LOC108008661|XP_016928039.1|DSUZ
OG0005101	LOC118513189|XP_035914570.1|ASTE	LOC108005029|XP_016923653.2|DSUZ, LOC118877676|XP_036673253.1|DSUZ
OG0005102	LOC118509628|XP_035906398.1|ASTE	LOC108009788|XP_016929919.1|DSUZ
OG0005103	LOC118509660|XP_035906517.1|ASTE	LOC108007265|XP_016926393.1|DSUZ
OG0005104	LOC118509779|XP_035906811.1|ASTE	LOC108010030|XP_016930325.1|DSUZ
OG0005105	LOC118510326|XP_035907864.1|ASTE	LOC108012755|XP_016933678.1|DSUZ
OG0005106	LOC118510336|XP_035907887.1|ASTE	LOC108012318|XP_036671222.1|DSUZ
OG0005107	LOC118510320|XP_035907856.1|ASTE	LOC108007112|XP_016926203.1|DSUZ
OG0005108	LOC118512311|XP_035912455.1|ASTE	LOC108009342|XP_016929119.1|DSUZ
OG0005109	LOC118506437|XP_035899457.1|ASTE	LOC108004691|XP_016923188.1|DSUZ
OG0005110	LOC118512299|XP_035912423.1|ASTE	LOC108005642|XP_016924445.2|DSUZ
OG0005111	LOC118512868|XP_035913849.1|ASTE	LOC108011454|XP_016932087.1|DSUZ
OG0005112	LOC118512866|XP_035913847.1|ASTE	LOC108012379|XP_016933223.1|DSUZ
OG0005113	LOC118512870|XP_035913853.1|ASTE	LOC118877325|XP_036671497.1|DSUZ
OG0005114	LOC118509371|XP_035905796.1|ASTE	LOC108012435|XP_016933290.1|DSUZ
OG0005115	LOC118514611|XP_035917499.1|ASTE	LOC108021628|XP_016945924.1|DSUZ
OG0005116	LOC118514221|XP_035916812.1|ASTE	LOC108006669|XP_036671609.1|DSUZ
OG0005117	LOC118513293|XP_035914760.1|ASTE	LOC108016777|XP_016939032.1|DSUZ
OG0005118	LOC118509920|XP_035907123.1|ASTE	LOC108021466|XP_016945687.1|DSUZ
OG0005119	LOC118509915|XP_035907089.1|ASTE	LOC108017972|XP_036670120.1|DSUZ
OG0005120	LOC118510890|XP_035909168.1|ASTE	LOC108013542|XP_016934933.1|DSUZ
OG0005121	LOC118510889|XP_035909167.1|ASTE	LOC108020758|XP_036670654.1|DSUZ
OG0005122	LOC118510167|XP_035907571.1|ASTE	LOC108011263|XP_016931858.1|DSUZ
OG0005123	LOC118509822|XP_035906877.1|ASTE	LOC108015539|XP_036670396.1|DSUZ
OG0005124	LOC118511248|XP_035909989.1|ASTE	LOC108006797|XP_036670684.1|DSUZ
OG0005125	LOC118511269|XP_035910047.1|ASTE	LOC108006684|XP_036671602.1|DSUZ
OG0005126	LOC118509908|XP_035907059.1|ASTE	LOC108012344|XP_016933181.1|DSUZ
OG0005127	LOC118510581|XP_035908466.1|ASTE	LOC108012876|XP_016933853.1|DSUZ
OG0005128	LOC118509564|XP_035906213.1|ASTE, LOC118516423|XP_035918187.1|ASTE	LOC108007642|XP_036669904.1|DSUZ
OG0005129	LOC118509557|XP_035906204.1|ASTE	LOC108013485|XP_016934857.1|DSUZ
OG0005130	LOC118511280|XP_035910067.1|ASTE	LOC108012842|XP_016933797.1|DSUZ
OG0005131	LOC118511300|XP_035910102.1|ASTE	LOC108005762|XP_036671026.1|DSUZ
OG0005132	LOC118510485|XP_035908259.1|ASTE	LOC108007731|XP_016926972.1|DSUZ
OG0005133	LOC118512833|XP_035913761.1|ASTE	LOC108007125|XP_036672015.1|DSUZ
OG0005134	LOC118514217|XP_035916806.1|ASTE	LOC108011737|XP_036671259.1|DSUZ
OG0005135	LOC118514243|XP_035916842.1|ASTE	LOC108013244|XP_016934480.1|DSUZ
OG0005136	LOC118512697|XP_035913404.1|ASTE	LOC108013402|XP_016934745.1|DSUZ
OG0005137	LOC118513481|XP_035915173.1|ASTE	LOC108020162|XP_016943753.2|DSUZ
OG0005138	LOC118513492|XP_035915208.1|ASTE	LOC118877399|XP_036671954.1|DSUZ
OG0005139	LOC118514374|XP_035917129.1|ASTE	LOC108013312|XP_016934593.1|DSUZ
OG0005140	LOC118514391|XP_035917165.1|ASTE	LOC108021483|XP_016945717.1|DSUZ
OG0005141	LOC118511552|XP_035910664.1|ASTE	LOC108009498|XP_016929382.1|DSUZ
OG0005142	LOC118512968|XP_035914088.1|ASTE	LOC108013544|XP_016934938.1|DSUZ
OG0005143	LOC118509469|XP_035905990.1|ASTE	LOC108013117|XP_016934263.1|DSUZ
OG0005144	LOC118509470|XP_035905997.1|ASTE	LOC108012666|XP_016933582.1|DSUZ
OG0005145	LOC118509473|XP_035906001.1|ASTE	LOC108013557|XP_016934960.1|DSUZ
OG0005146	LOC118509476|XP_035906009.1|ASTE	LOC108013106|XP_016934242.1|DSUZ
OG0005147	LOC118509477|XP_035906010.1|ASTE	LOC108013108|XP_016934246.1|DSUZ
OG0005148	LOC118510266|XP_035907755.1|ASTE	LOC108013407|XP_016934753.1|DSUZ
OG0005149	LOC118510265|XP_035907753.1|ASTE	LOC108009501|XP_016929391.1|DSUZ
OG0005150	LOC118514239|XP_035916835.1|ASTE	LOC108018839|XP_016941915.1|DSUZ
OG0005151	LOC118509399|XP_035905850.1|ASTE	LOC108020067|XP_016943655.1|DSUZ
OG0005152	LOC118509454|XP_035905967.1|ASTE	LOC108020064|XP_016943652.1|DSUZ
OG0005153	LOC118509396|XP_035905843.1|ASTE	LOC108020060|XP_016943649.1|DSUZ
OG0005154	LOC118509395|XP_035905838.1|ASTE	LOC108020053|XP_036670530.1|DSUZ
OG0005155	LOC118509430|XP_035905912.1|ASTE	LOC108012420|XP_016933269.1|DSUZ
OG0005156	LOC118509241|XP_035905448.1|ASTE	LOC108018403|XP_016941449.1|DSUZ
OG0005157	LOC118514328|XP_035917006.1|ASTE	LOC108009579|XP_016929534.1|DSUZ
OG0005158	LOC118511817|XP_035911250.1|ASTE	LOC108013119|XP_016934278.1|DSUZ
OG0005159	LOC118511820|XP_035911253.1|ASTE	LOC108019465|XP_016942781.2|DSUZ
OG0005160	LOC118511832|XP_035911268.1|ASTE	LOC108015548|XP_036671770.1|DSUZ
OG0005161	LOC118511835|XP_035911273.1|ASTE	LOC108009935|XP_016930165.1|DSUZ
OG0005163	LOC118511854|XP_035911293.1|ASTE	LOC108007448|XP_016926599.1|DSUZ
OG0005164	LOC118511529|XP_035910611.1|ASTE	LOC108013516|XP_016934899.1|DSUZ
OG0005165	LOC118510406|XP_035908050.1|ASTE	LOC108018060|XP_016940944.1|DSUZ
OG0005166	LOC118510355|XP_035907949.1|ASTE	LOC108016249|XP_016938361.2|DSUZ
OG0005167	LOC118510394|XP_035908043.1|ASTE	LOC108016256|XP_016938367.1|DSUZ
OG0005168	LOC118510339|XP_035907903.1|ASTE	LOC108006850|XP_036672382.1|DSUZ
OG0005169	LOC118510385|XP_035908029.1|ASTE	LOC108011873|XP_016932606.2|DSUZ
OG0005170	LOC118510361|XP_035907962.1|ASTE	LOC108011828|XP_036671629.1|DSUZ
OG0005171	LOC118510372|XP_035907990.1|ASTE	LOC108011841|XP_016932568.1|DSUZ
OG0005172	LOC118511342|XP_035910182.1|ASTE	LOC108010168|XP_016930500.1|DSUZ
OG0005173	LOC118511346|XP_035910193.1|ASTE	LOC108017969|XP_016940755.1|DSUZ
OG0005174	LOC118511348|XP_035910197.1|ASTE	LOC108010269|XP_016930619.1|DSUZ
OG0005175	LOC118509381|XP_035905814.1|ASTE, LOC118517326|XP_035919199.1|ASTE	LOC108009629|XP_016929607.1|DSUZ
OG0005176	LOC118513142|XP_035914461.1|ASTE	LOC108019927|XP_016943526.1|DSUZ
OG0005177	LOC118516431|XP_035918202.1|ASTE, LOC118509570|XP_035906224.1|ASTE	LOC108010090|XP_016930398.1|DSUZ
OG0005178	LOC118513143|XP_035914462.1|ASTE	LOC108012436|XP_016933291.1|DSUZ
OG0005179	LOC118509942|XP_035907167.1|ASTE	LOC108012829|XP_016933778.1|DSUZ
OG0005180	LOC118513176|XP_035914529.1|ASTE	LOC108012939|XP_016933964.1|DSUZ
OG0005181	LOC118513173|XP_035914518.1|ASTE	LOC108006273|XP_016925212.1|DSUZ
OG0005182	LOC118513182|XP_035914538.1|ASTE	LOC108009496|XP_016929378.1|DSUZ
OG0005183	LOC118513188|XP_035914569.1|ASTE	LOC108009816|XP_016929986.1|DSUZ
OG0005184	LOC118509674|XP_035906572.1|ASTE	LOC108009644|XP_016929635.1|DSUZ
OG0005185	LOC118511412|XP_035910365.1|ASTE	LOC108009895|XP_016930102.1|DSUZ
OG0005186	LOC118511407|XP_035910354.1|ASTE	LOC108008482|XP_016927830.1|DSUZ
OG0005187	LOC118512906|XP_035913924.1|ASTE	LOC108017967|XP_036670069.1|DSUZ
OG0005188	LOC118509701|XP_035906671.1|ASTE	LOC108018154|XP_016941110.1|DSUZ
OG0005189	LOC118510957|XP_035909308.1|ASTE	LOC108015225|XP_036676079.1|DSUZ
OG0005190	LOC118509697|XP_035906658.1|ASTE	LOC108006818|XP_036672096.1|DSUZ
OG0005191	LOC118512005|XP_035911657.1|ASTE	LOC108007380|XP_036673755.1|DSUZ
OG0005192	LOC118511996|XP_035911628.1|ASTE	LOC108009334|XP_036669142.1|DSUZ
OG0005193	LOC118512010|XP_035911667.1|ASTE	LOC108009326|XP_016929085.1|DSUZ
OG0005194	LOC118509656|XP_035906505.1|ASTE	LOC108010157|XP_016930482.1|DSUZ
OG0005195	LOC118509747|XP_035906770.1|ASTE	LOC108017930|XP_016940612.1|DSUZ
OG0005196	LOC118509658|XP_035906511.1|ASTE	LOC108005802|XP_016924621.1|DSUZ
OG0005197	LOC118509667|XP_035906545.1|ASTE	LOC108008374|XP_016927703.1|DSUZ
OG0005198	LOC118509682|XP_035906618.1|ASTE	LOC108007283|XP_036671632.1|DSUZ
OG0005199	LOC118511961|XP_035911576.1|ASTE	LOC108018230|XP_016941241.1|DSUZ
OG0005200	LOC118511954|XP_035911565.1|ASTE	LOC108009672|XP_016929692.1|DSUZ
OG0005201	LOC118512242|XP_035912275.1|ASTE	LOC108008300|XP_016927601.1|DSUZ
