Orthogroup	ASTE.longest_only	DSER.longest_only
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC110178432|XP_020801226.1|DSER, LOC110182249|XP_020805926.1|DSER
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC110178519|XP_020801330.1|DSER
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC110184869|XP_020809174.1|DSER
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC110184856|XP_020809156.1|DSER
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC110183181|XP_020807030.1|DSER
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC110181175|XP_020804511.1|DSER
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC110180146|XP_020803453.1|DSER
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC110176965|XP_020799131.1|DSER
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC110188735|XP_020814230.1|DSER
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC110182341|XP_020806040.1|DSER
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC110185788|XP_020810450.1|DSER
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC110183812|XP_020807823.1|DSER
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC110183773|XP_020807789.1|DSER
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC110186470|XP_020811316.1|DSER
OG0003866	LOC118510604|XP_035908505.1|ASTE	LOC110185619|XP_020810225.1|DSER
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC110188783|XP_020814288.1|DSER
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC110183338|XP_020807247.1|DSER
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC110183790|XP_020807805.1|DSER
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC110178093|XP_020800756.1|DSER
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC110182405|XP_020806103.1|DSER, LOC110187305|XP_020812353.1|DSER
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC110177594|XP_020800051.1|DSER
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC110187424|XP_020812473.1|DSER
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC110182734|XP_020806493.1|DSER
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC110177642|XP_020800115.1|DSER, LOC110187303|XP_020812349.1|DSER
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC110179926|XP_020803182.1|DSER
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC110185748|XP_020810405.1|DSER
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC110176852|XP_020798981.1|DSER
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC110178826|XP_020801752.1|DSER
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC110178614|XP_020801458.1|DSER
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC110191433|XP_020817954.1|DSER
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC110184435|XP_020808632.1|DSER, LOC110189537|XP_020815328.1|DSER
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC110179736|XP_020803012.1|DSER
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC110185722|XP_020810363.1|DSER
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC110181465|XP_020804872.1|DSER
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC110181462|XP_020804869.1|DSER
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC110184908|XP_020809213.1|DSER
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC110188664|XP_020814113.1|DSER
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC110185792|XP_020810455.1|DSER
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC110177630|XP_020800103.1|DSER
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC110185549|XP_020810126.1|DSER
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC110177576|XP_020800014.1|DSER
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC110181382|XP_020804771.1|DSER
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC110183344|XP_020807257.1|DSER
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC110179215|XP_020802309.1|DSER
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC110179218|XP_020802312.1|DSER
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC110189434|XP_020815164.1|DSER, LOC110176783|XP_020798879.1|DSER
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC110181422|XP_020804823.1|DSER
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC110187550|XP_020812597.1|DSER
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC110185823|XP_020810489.1|DSER
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC110181191|XP_020804530.1|DSER
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC110181193|XP_020804533.1|DSER
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC110182618|XP_020806342.1|DSER
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC110182612|XP_020806332.1|DSER
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC110188969|XP_020814579.1|DSER
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC110176830|XP_020798940.1|DSER
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC110177038|XP_020799213.1|DSER
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC110191480|XP_020818000.1|DSER
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC110188414|XP_020813798.1|DSER
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC110179161|XP_020802215.1|DSER
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC110182371|XP_020806071.1|DSER
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC110185848|XP_020810514.1|DSER
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC110183145|XP_020806995.1|DSER
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC110184427|XP_020808622.1|DSER
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC110181197|XP_020804536.1|DSER
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC110187414|XP_020812462.1|DSER
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC110183985|XP_020808001.1|DSER
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC110187203|XP_020812261.1|DSER, LOC110179950|XP_020803197.1|DSER
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC110177574|XP_020800013.1|DSER
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC110184948|XP_020809255.1|DSER
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC110183180|XP_020807029.1|DSER
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC110185471|XP_020809988.1|DSER
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC110178899|XP_020801914.1|DSER
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC110182345|XP_020806044.1|DSER
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC110182305|XP_020805980.1|DSER
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC110182294|XP_020805972.1|DSER
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC110178064|XP_020800730.1|DSER, LOC110183862|XP_020807874.1|DSER
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC110183164|XP_020807015.1|DSER
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC110185700|XP_020810328.1|DSER
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC110185598|XP_020810192.1|DSER
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC110188956|XP_020814554.1|DSER
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC110179152|XP_020802200.1|DSER
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC110183889|XP_020807893.1|DSER
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC110178513|XP_020801323.1|DSER
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC110178518|XP_020801329.1|DSER
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC110182947|XP_020806792.1|DSER
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC110182310|XP_020805985.1|DSER
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC110187375|XP_020812424.1|DSER
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC110182335|XP_020806026.1|DSER
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC110182354|XP_020806053.1|DSER
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC110176944|XP_020799104.1|DSER
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC110182388|XP_020806087.1|DSER
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC110183961|XP_020807976.1|DSER
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC110181130|XP_020804460.1|DSER
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC110181348|XP_020804728.1|DSER
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC110181354|XP_020804737.1|DSER
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC110187232|XP_020812289.1|DSER
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC110187236|XP_020812293.1|DSER, LOC110179962|XP_020803202.1|DSER
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC110185739|XP_020810390.1|DSER
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC110185690|XP_020810317.1|DSER
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC110183171|XP_020807022.1|DSER
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC110185561|XP_020810140.1|DSER
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC110183598|XP_020807571.1|DSER
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC110183283|XP_020807173.1|DSER
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC110178139|XP_020800826.1|DSER
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC110191300|XP_020817770.1|DSER
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC110191983|XP_020818669.1|DSER
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC110182995|XP_020806845.1|DSER
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC110184608|XP_020808860.1|DSER
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC110176989|XP_020799157.1|DSER
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC110182352|XP_020806051.1|DSER
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC110181449|XP_020804850.1|DSER
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC110176877|XP_020799012.1|DSER
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC110182594|XP_020806307.1|DSER
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC110185016|XP_020809327.1|DSER, LOC110185103|XP_020809451.1|DSER
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC110189709|XP_020815543.1|DSER
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC110189419|XP_020815136.1|DSER
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC110189500|XP_020815263.1|DSER
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC110187578|XP_020812624.1|DSER
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC110183383|XP_020807307.1|DSER
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC110176213|XP_020798146.1|DSER
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC110184110|XP_020808161.1|DSER
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC110176346|XP_020798333.1|DSER
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC110183031|XP_020806876.1|DSER
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC110185868|XP_020810537.1|DSER
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC110185056|XP_020809391.1|DSER
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC110190109|XP_020816076.1|DSER
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC110183306|XP_020807204.1|DSER
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC110188298|XP_020813659.1|DSER
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC110184817|XP_020809116.1|DSER
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC110181368|XP_020804754.1|DSER, LOC110178686|XP_020801549.1|DSER
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC110183737|XP_020807743.1|DSER
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC110181435|XP_020804836.1|DSER
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC110182688|XP_020806440.1|DSER
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC110182691|XP_020806443.1|DSER
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC110187364|XP_020812414.1|DSER
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC110187320|XP_020812367.1|DSER
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC110185610|XP_020810215.1|DSER
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC110179160|XP_020802208.1|DSER
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC110187296|XP_020812344.1|DSER
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC110185999|XP_020810686.1|DSER
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC110177358|XP_020799710.1|DSER
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC110178418|XP_020801247.1|DSER
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC110178347|XP_020801124.1|DSER
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC110182669|XP_020806407.1|DSER, LOC110180300|XP_020803613.1|DSER
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC110189829|XP_020815684.1|DSER
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC110176563|XP_020798610.1|DSER
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC110182061|XP_020805681.1|DSER
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC110191664|XP_020818221.1|DSER
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC110185928|XP_020810601.1|DSER
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC110183187|XP_020807041.1|DSER
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC110176879|XP_020799014.1|DSER
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC110187419|XP_020812467.1|DSER
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC110184993|XP_020809303.1|DSER
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC110183791|XP_020807806.1|DSER
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC110178090|XP_020800752.1|DSER
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC110184962|XP_020809269.1|DSER
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC110186009|XP_020810702.1|DSER
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC110185140|XP_020809500.1|DSER
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC110188529|XP_020813933.1|DSER
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC110186119|XP_020810827.1|DSER
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC110176212|XP_020798145.1|DSER
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC110182609|XP_020806330.1|DSER
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC110183309|XP_020807208.1|DSER
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC110186085|XP_020810782.1|DSER
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC110189564|XP_020815352.1|DSER
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC110185003|XP_020809318.1|DSER
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC110187242|XP_020812299.1|DSER
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC110183973|XP_020807987.1|DSER
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC110181189|XP_020804525.1|DSER
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC110181254|XP_020804623.1|DSER
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC110181159|XP_020804492.1|DSER
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC110183410|XP_020807345.1|DSER
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC110182281|XP_020805959.1|DSER
OG0004027	LOC118510804|XP_035909012.1|ASTE	LOC110180235|XP_020803550.1|DSER
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC110183120|XP_020806969.1|DSER
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC110183857|XP_020807870.1|DSER
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC110191500|XP_020818025.1|DSER
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC110187311|XP_020812359.1|DSER
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC110188780|XP_020814284.1|DSER
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC110183214|XP_020807086.1|DSER
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC110176904|XP_020799050.1|DSER
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC110182311|XP_020805991.1|DSER
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC110182396|XP_020806095.1|DSER
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC110183941|XP_020807961.1|DSER, LOC110183940|XP_020807960.1|DSER
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC110176824|XP_020798934.1|DSER, LOC110182627|XP_020806350.1|DSER
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC110187331|XP_020812377.1|DSER
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC110177162|XP_020799409.1|DSER
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC110184228|XP_020808347.1|DSER
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC110183415|XP_020807351.1|DSER
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC110184252|XP_020808372.1|DSER
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC110183461|XP_020807400.1|DSER
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC110178123|XP_020800802.1|DSER
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC110184985|XP_020809296.1|DSER
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC110179150|XP_020802198.1|DSER
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC110187518|XP_020812572.1|DSER
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC110176974|XP_020799139.1|DSER
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC110184296|XP_020808442.1|DSER
OG0004053	LOC118505769|XP_035897905.1|ASTE	LOC110179360|XP_020802533.1|DSER
OG0004054	LOC118512731|XP_035913484.1|ASTE	LOC110187533|XP_020812586.1|DSER
OG0004055	LOC118505757|XP_035897867.1|ASTE	LOC110186228|XP_020810950.1|DSER
OG0004056	LOC118505755|XP_035897865.1|ASTE	LOC110187806|XP_020812940.1|DSER
OG0004057	LOC118505746|XP_035897836.1|ASTE, LOC118517025|XP_035918782.1|ASTE	LOC110190328|XP_020816382.1|DSER
OG0004058	LOC118507577|XP_035902123.1|ASTE	LOC110182763|XP_020806536.1|DSER
OG0004059	LOC118506590|XP_035899840.1|ASTE	LOC110188554|XP_020813971.1|DSER
OG0004060	LOC118511894|XP_035911417.1|ASTE	LOC110190756|XP_020817047.1|DSER
OG0004061	LOC118506572|XP_035899807.1|ASTE	LOC110179611|XP_020802870.1|DSER
OG0004062	LOC118506649|XP_035899943.1|ASTE	LOC110177618|XP_020800083.1|DSER
OG0004063	LOC118506643|XP_035899924.1|ASTE	LOC110179430|XP_020802620.1|DSER
OG0004064	LOC118506641|XP_035899916.1|ASTE	LOC110190119|XP_020816092.1|DSER
OG0004065	LOC118506635|XP_035899897.1|ASTE	LOC110177827|XP_020800429.1|DSER
OG0004066	LOC118506632|XP_035899896.1|ASTE	LOC110188946|XP_020814583.1|DSER
OG0004067	LOC118506626|XP_035899890.1|ASTE	LOC110184245|XP_020808360.1|DSER
OG0004068	LOC118506624|XP_035899886.1|ASTE	LOC110186940|XP_020811932.1|DSER
OG0004069	LOC118506625|XP_035899887.1|ASTE	LOC110186505|XP_020811359.1|DSER
OG0004070	LOC118506604|XP_035899864.1|ASTE	LOC110178681|XP_020801541.1|DSER
OG0004071	LOC118504567|XP_035895075.1|ASTE, LOC118517214|XP_035919085.1|ASTE	LOC110190650|XP_020816907.1|DSER
OG0004072	LOC118517216|XP_035919087.1|ASTE, LOC118504569|XP_035895077.1|ASTE	LOC110190651|XP_020816910.1|DSER
OG0004073	LOC118505616|XP_035897569.1|ASTE	LOC110184288|XP_020808431.1|DSER
OG0004074	LOC118505617|XP_035897570.1|ASTE	LOC110190851|XP_020817163.1|DSER
OG0004075	LOC118504463|XP_035894856.1|ASTE	LOC110182312|XP_020806001.1|DSER
OG0004076	LOC118508347|XP_035903927.1|ASTE	LOC110182286|XP_020805967.1|DSER
OG0004077	LOC118517551|XP_035919684.1|ASTE	LOC110177000|XP_020799168.1|DSER
OG0004078	LOC118517542|XP_035919674.1|ASTE	LOC110186211|XP_020810933.1|DSER
OG0004079	LOC118517524|XP_035919646.1|ASTE	LOC110178034|XP_020800709.1|DSER
OG0004080	LOC118504862|XP_035895791.1|ASTE	LOC110176860|XP_020798997.1|DSER
OG0004081	LOC118505285|XP_035896759.1|ASTE	LOC110189216|XP_020814847.1|DSER
OG0004082	LOC118505657|XP_035897641.1|ASTE	LOC110185433|XP_020809915.1|DSER
OG0004083	LOC118505659|XP_035897643.1|ASTE	LOC110191310|XP_020817782.1|DSER
OG0004084	LOC118505660|XP_035897645.1|ASTE	LOC110189866|XP_020815745.1|DSER
OG0004085	LOC118505682|XP_035897708.1|ASTE	LOC110191419|XP_020817936.1|DSER
OG0004086	LOC118504924|XP_035895902.1|ASTE	LOC110177376|XP_020799732.1|DSER
OG0004087	LOC118506727|XP_035900157.1|ASTE	LOC110181603|XP_020805057.1|DSER
OG0004088	LOC118502764|XP_035891241.1|ASTE, LOC118502890|XP_035891501.1|ASTE	LOC110186454|XP_020811298.1|DSER
OG0004089	LOC118505535|XP_035897343.1|ASTE	LOC110182193|XP_020805864.1|DSER
OG0004090	LOC118505503|XP_035897264.1|ASTE	LOC110186168|XP_020810880.1|DSER
OG0004092	LOC118505513|XP_035897305.1|ASTE	LOC110180359|XP_020803679.1|DSER
OG0004094	LOC118517189|XP_035919022.1|ASTE, LOC118505289|XP_035896767.1|ASTE	LOC110183050|XP_020806893.1|DSER
OG0004095	LOC118504505|XP_035894925.1|ASTE	LOC110186436|XP_020811277.1|DSER
OG0004096	LOC118504495|XP_035894911.1|ASTE	LOC110177377|XP_020799734.1|DSER
OG0004097	LOC118507624|XP_035902239.1|ASTE	LOC110177511|XP_020799925.1|DSER
OG0004098	LOC118507620|XP_035902231.1|ASTE	LOC110185932|XP_020810605.1|DSER
OG0004099	LOC118507116|XP_035901013.1|ASTE	LOC110187880|XP_020813022.1|DSER
OG0004100	LOC118507121|XP_035901019.1|ASTE	LOC110188015|XP_020813198.1|DSER
OG0004101	LOC118507123|XP_035901024.1|ASTE	LOC110187648|XP_020812715.1|DSER
OG0004102	LOC118507136|XP_035901059.1|ASTE	LOC110188121|XP_020813359.1|DSER
OG0004103	LOC118507135|XP_035901057.1|ASTE	LOC110186206|XP_020810928.1|DSER
OG0004104	LOC118507137|XP_035901060.1|ASTE	LOC110184965|XP_020809275.1|DSER
OG0004105	LOC118505647|XP_035897622.1|ASTE	LOC110189956|XP_020815904.1|DSER
OG0004106	LOC118504714|XP_035895444.1|ASTE	LOC110190174|XP_020816179.1|DSER
OG0004107	LOC118504704|XP_035895430.1|ASTE	LOC110188808|XP_020814342.1|DSER
OG0004108	LOC118504697|XP_035895418.1|ASTE	LOC110188721|XP_020814194.1|DSER
OG0004109	LOC118504699|XP_035895421.1|ASTE	LOC110186169|XP_020810882.1|DSER
OG0004110	LOC118504700|XP_035895422.1|ASTE	LOC110179832|XP_020803098.1|DSER
OG0004111	LOC118504576|XP_035895110.1|ASTE	LOC110187008|XP_020812029.1|DSER
OG0004112	LOC118504940|XP_035895928.1|ASTE, LOC118517077|XP_035918821.1|ASTE	LOC110186204|XP_020810926.1|DSER
OG0004113	LOC118504955|XP_035895968.1|ASTE	LOC110181746|XP_020805265.1|DSER
OG0004114	LOC118517584|XP_035919752.1|ASTE	LOC110183068|XP_020806913.1|DSER
OG0004115	LOC118517578|XP_035919727.1|ASTE	LOC110184293|XP_020808438.1|DSER
OG0004116	LOC118506166|XP_035898830.1|ASTE, LOC118506502|XP_035899596.1|ASTE	LOC110186371|XP_020811181.1|DSER
OG0004117	LOC118506503|XP_035899611.1|ASTE	LOC110177305|XP_020799630.1|DSER
OG0004118	LOC118505320|XP_035896858.1|ASTE	LOC110184323|XP_020808508.1|DSER
OG0004119	LOC118517516|XP_035919634.1|ASTE	LOC110189813|XP_020815683.1|DSER
OG0004120	LOC118503648|XP_035893057.1|ASTE	LOC110188242|XP_020813564.1|DSER
OG0004121	LOC118505521|XP_035897314.1|ASTE	LOC110185257|XP_020809653.1|DSER
OG0004122	LOC118505496|XP_035897249.1|ASTE	LOC110188687|XP_020814148.1|DSER
OG0004123	LOC118505466|XP_035897168.1|ASTE	LOC110188319|XP_020813687.1|DSER
OG0004124	LOC118506654|XP_035899961.1|ASTE	LOC110183528|XP_020807481.1|DSER
OG0004125	LOC118506292|XP_035899117.1|ASTE	LOC110186530|XP_020811387.1|DSER
OG0004126	LOC118503650|XP_035893062.1|ASTE	LOC110186964|XP_020811965.1|DSER
OG0004127	LOC118507726|XP_035902573.1|ASTE	LOC110187336|XP_020812382.1|DSER
OG0004128	LOC118517102|XP_035918853.1|ASTE, LOC118503686|XP_035893120.1|ASTE	LOC110187745|XP_020812862.1|DSER
OG0004129	LOC118507635|XP_035902252.1|ASTE	LOC110178334|XP_020801103.1|DSER
OG0004130	LOC118506342|XP_035899218.1|ASTE	LOC110184171|XP_020808239.1|DSER
OG0004131	LOC118502610|XP_035890870.1|ASTE	LOC110191744|XP_020818339.1|DSER
OG0004132	LOC118502608|XP_035890866.1|ASTE	LOC110185282|XP_020809688.1|DSER
OG0004133	LOC118502604|XP_035890861.1|ASTE	LOC110184945|XP_020809250.1|DSER
OG0004134	LOC118502589|XP_035890833.1|ASTE	LOC110190922|XP_020817241.1|DSER
OG0004135	LOC118508524|XP_035904276.1|ASTE	LOC110188100|XP_020813314.1|DSER
OG0004136	LOC118517519|XP_035919641.1|ASTE	LOC110191086|XP_020817490.1|DSER
OG0004137	LOC118507016|XP_035900846.1|ASTE	LOC110181061|XP_020804424.1|DSER
OG0004138	LOC118507025|XP_035900868.1|ASTE	LOC110177545|XP_020799973.1|DSER
OG0004139	LOC118507024|XP_035900867.1|ASTE	LOC110184472|XP_020808677.1|DSER
OG0004140	LOC118507062|XP_035900933.1|ASTE	LOC110182543|XP_020806251.1|DSER
OG0004141	LOC118504344|XP_035894598.1|ASTE	LOC110182938|XP_020806777.1|DSER
OG0004142	LOC118507677|XP_035902360.1|ASTE	LOC110180327|XP_020803643.1|DSER
