Orthogroup	ASTE.longest_only	DPER.longest_only
OG0003251	LOC118508133|XP_035903532.1|ASTE	LOC6598682|XP_002023769.2|DPER
OG0003252	LOC118504996|XP_035896069.1|ASTE	LOC6594876|XP_002020115.1|DPER
OG0003253	LOC118517356|XP_035919260.1|ASTE	LOC6598713|XP_002023892.2|DPER
OG0003254	LOC118510726|XP_035908831.1|ASTE	LOC6594506|XP_026851036.1|DPER
OG0003255	LOC118504518|XP_035894947.1|ASTE	LOC6594892|XP_002019989.1|DPER
OG0003256	LOC118507928|XP_035903146.1|ASTE	LOC6587465|XP_002013051.1|DPER
OG0003257	LOC118507207|XP_035901190.1|ASTE	LOC6599195|XP_026848229.1|DPER
OG0003258	LOC118517405|XP_035919372.1|ASTE	LOC6595671|XP_002020731.2|DPER, LOC6599451|XP_002024515.1|DPER
OG0003259	LOC118517394|XP_035919337.1|ASTE	LOC6597792|XP_026846543.1|DPER
OG0003260	LOC118502489|XP_035890614.1|ASTE, LOC118517199|XP_035919049.1|ASTE, LOC118510566|XP_035908449.1|ASTE	LOC6603091|XP_002028101.1|DPER
OG0003261	LOC118506111|XP_035898704.1|ASTE	LOC6594380|XP_002019294.1|DPER
OG0003262	LOC118514550|XP_035917434.1|ASTE, LOC118509373|XP_035905807.1|ASTE	LOC113565078|XP_026841305.1|DPER
OG0003263	LOC118512661|XP_035913303.1|ASTE	LOC6597245|XP_026846460.1|DPER
OG0003264	LOC118511700|XP_035911007.1|ASTE	LOC6600106|XP_002025334.1|DPER
OG0003265	LOC118516520|XP_035918351.1|ASTE	LOC6598019|XP_002023211.1|DPER
OG0003266	LOC118509419|XP_035905930.1|ASTE	LOC6593931|XP_002019260.1|DPER
OG0003267	LOC118516820|XP_035918584.1|ASTE	LOC6603071|XP_026847123.1|DPER
OG0003268	LOC118508512|XP_035904255.1|ASTE	LOC6587578|XP_026850514.1|DPER
OG0003269	LOC118508570|XP_035904365.1|ASTE	LOC6595140|XP_002020306.1|DPER
OG0003270	LOC118516926|XP_035918669.1|ASTE	LOC6597085|XP_026845458.1|DPER
OG0003271	LOC118505643|XP_035897619.1|ASTE	LOC6601987|XP_026846862.1|DPER
OG0003272	LOC118510709|XP_035908805.1|ASTE	LOC6601747|XP_026847033.1|DPER
OG0003273	LOC118511027|XP_035909500.1|ASTE	LOC6603452|XP_002028444.1|DPER
OG0003274	LOC118509015|XP_035904930.1|ASTE	LOC6597874|XP_026846920.1|DPER
OG0003275	LOC118509084|XP_035905113.1|ASTE	LOC6592857|XP_002018284.2|DPER
OG0003276	LOC118504428|XP_035894760.1|ASTE	LOC6591835|XP_002017203.1|DPER
OG0003277	LOC118510695|XP_035908769.1|ASTE	LOC6602101|XP_002027146.1|DPER
OG0003278	LOC118512354|XP_035912549.1|ASTE, LOC118512353|XP_035912548.1|ASTE	LOC113566765|XP_026849613.1|DPER
OG0003279	LOC118506193|XP_035898882.1|ASTE	LOC6600008|XP_026849217.1|DPER
OG0003280	LOC118505205|XP_035896586.1|ASTE	LOC113567425|XP_026850969.1|DPER
OG0003281	LOC118509313|XP_035905662.1|ASTE	LOC6598696|XP_002023950.2|DPER
OG0003282	LOC118503581|XP_035892917.1|ASTE	LOC6600011|XP_026849174.1|DPER
OG0003283	LOC118517368|XP_035919278.1|ASTE, LOC118505077|XP_035896257.1|ASTE	LOC6593987|XP_002019029.2|DPER
OG0003284	LOC118514707|XP_035917673.1|ASTE	LOC6597489|XP_026848879.1|DPER
OG0003285	LOC118512002|XP_035911648.1|ASTE	LOC6595044|XP_002020371.1|DPER
OG0003286	LOC118504771|XP_035896008.1|ASTE	LOC6598664|XP_002023782.1|DPER
OG0003287	LOC118503281|XP_035892257.1|ASTE	LOC6595940|XP_002020990.1|DPER
OG0003288	LOC118503174|XP_035892042.1|ASTE	LOC6591638|XP_026840263.1|DPER
OG0003289	LOC118517685|XP_035919989.1|ASTE	LOC6600844|XP_002025938.1|DPER
OG0003290	LOC118517350|XP_035919243.1|ASTE, LOC118507426|XP_035901789.1|ASTE	LOC6591318|XP_002017547.1|DPER
OG0003291	LOC118509768|XP_035906803.1|ASTE	LOC6602329|XP_026848551.1|DPER
OG0003292	LOC118512702|XP_035913430.1|ASTE	LOC6600373|XP_002025461.1|DPER
OG0003293	LOC118512933|XP_035914006.1|ASTE, LOC118512257|XP_035912317.1|ASTE, LOC118512673|XP_035913335.1|ASTE	LOC6597753|XP_026847053.1|DPER
OG0003294	LOC118517365|XP_035919276.1|ASTE	LOC6592815|XP_002017612.1|DPER
OG0003295	LOC118512377|XP_035912642.1|ASTE, LOC118512923|XP_035913976.1|ASTE	LOC6600101|XP_026846612.1|DPER
OG0003296	LOC118502996|XP_035891701.1|ASTE	LOC113564956|XP_026840515.1|DPER
OG0003297	LOC118512427|XP_035912757.1|ASTE	LOC6598741|XP_026846230.1|DPER
OG0003298	LOC118507115|XP_035901017.1|ASTE	LOC6598423|XP_026848646.1|DPER
OG0003299	LOC118517492|XP_035919582.1|ASTE	LOC6588555|XP_002013935.1|DPER
OG0003300	LOC118517450|XP_035919489.1|ASTE	LOC6588257|XP_002012908.2|DPER
OG0003301	LOC118512487|XP_035912884.1|ASTE	LOC6590060|XP_002016392.1|DPER
OG0003302	LOC118517472|XP_035919537.1|ASTE	LOC6599230|XP_026848338.1|DPER
OG0003303	LOC118503470|XP_035892659.1|ASTE	LOC6591250|XP_002015793.1|DPER
OG0003304	LOC118505750|XP_035897859.1|ASTE	LOC6587737|XP_026840575.1|DPER
OG0003305	LOC118510300|XP_035907821.1|ASTE	LOC6597442|XP_002022384.1|DPER
OG0003306	LOC118509819|XP_035906914.1|ASTE	LOC6600809|XP_002025980.1|DPER
OG0003307	LOC118511593|XP_035910751.1|ASTE	LOC6603397|XP_026847466.1|DPER
OG0003308	LOC118517315|XP_035919228.1|ASTE, LOC118504717|XP_035895453.1|ASTE	LOC6589591|XP_026844319.1|DPER
OG0003309	LOC118508664|XP_035904394.1|ASTE	LOC6597853|XP_026846944.1|DPER
OG0003310	LOC118513555|XP_035915397.1|ASTE	LOC6599137|XP_002024402.1|DPER
OG0003311	LOC118505360|XP_035896937.1|ASTE	LOC6594579|XP_002019830.1|DPER
OG0003312	LOC118512605|XP_035913170.1|ASTE	LOC6588227|XP_002012902.1|DPER
OG0003313	LOC118511285|XP_035910087.1|ASTE, LOC118504153|XP_035894175.1|ASTE	LOC6600098|XP_002025206.2|DPER
OG0003314	LOC118512576|XP_035913090.1|ASTE	LOC6591299|XP_002015628.1|DPER
OG0003315	LOC118517367|XP_035919282.1|ASTE	LOC6598528|XP_026846308.1|DPER
OG0003316	LOC118504351|XP_035894617.1|ASTE	LOC6595211|XP_002020386.1|DPER
OG0003317	LOC118503598|XP_035892948.1|ASTE	LOC6588366|XP_002012926.2|DPER
OG0003318	LOC118506709|XP_035900097.1|ASTE	LOC6598648|XP_026850606.1|DPER
OG0003319	LOC118517380|XP_035919296.1|ASTE	LOC6594379|XP_026839965.1|DPER
OG0003320	LOC118506546|XP_035899736.1|ASTE	LOC6595101|XP_026840453.1|DPER
OG0003321	LOC118517501|XP_035919606.1|ASTE	LOC6595098|XP_026839904.1|DPER
OG0003322	LOC118511775|XP_035911162.1|ASTE	LOC6595096|XP_002020374.2|DPER
OG0003323	LOC118507756|XP_035902665.1|ASTE	LOC6598345|XP_026846233.1|DPER
OG0003324	LOC118510623|XP_035908594.1|ASTE	LOC6596788|XP_026845912.1|DPER
OG0003325	LOC118508961|XP_035904792.1|ASTE	LOC6588431|XP_002013147.1|DPER
OG0003326	LOC118503736|XP_035893250.1|ASTE	LOC6599390|XP_002024442.2|DPER
OG0003327	LOC118511556|XP_035910681.1|ASTE	LOC6601993|XP_002027070.2|DPER
OG0003328	LOC118517419|XP_035919419.1|ASTE	LOC6600772|XP_002025840.1|DPER
OG0003329	LOC118517414|XP_035919409.1|ASTE	LOC6598692|XP_026851065.1|DPER
OG0003330	LOC118517437|XP_035919455.1|ASTE	LOC6599840|XP_002024859.1|DPER
OG0003331	LOC118511217|XP_035909911.1|ASTE	LOC6600744|XP_002025782.1|DPER, LOC6600680|XP_026848698.1|DPER
OG0003332	LOC118510921|XP_035909228.1|ASTE, LOC118510948|XP_035909304.1|ASTE	LOC6599423|XP_026847119.1|DPER
OG0003333	LOC118517409|XP_035919382.1|ASTE	LOC6595177|XP_026841579.1|DPER
OG0003334	LOC118507006|XP_035900806.1|ASTE	LOC6588303|XP_002013781.1|DPER
OG0003335	LOC118506942|XP_035900656.1|ASTE	LOC6588623|XP_002013225.1|DPER
OG0003336	LOC118509307|XP_035905648.1|ASTE	LOC6588434|XP_002013220.1|DPER
OG0003337	LOC118506145|XP_035898790.1|ASTE	LOC6595147|XP_002020137.2|DPER
OG0003338	LOC118511791|XP_035911216.1|ASTE	LOC6588359|XP_002013806.1|DPER
OG0003339	LOC118504467|XP_035894873.1|ASTE	LOC6595164|XP_002020291.1|DPER
OG0003340	LOC118512175|XP_035912158.1|ASTE	LOC6595163|XP_002020290.1|DPER
OG0003341	LOC118507714|XP_035902505.1|ASTE	LOC6598292|XP_002023494.1|DPER
OG0003342	LOC118511275|XP_035910064.1|ASTE	LOC6597778|XP_026847055.1|DPER
OG0003343	LOC118502505|XP_035890641.1|ASTE	LOC6602744|XP_026846050.1|DPER
OG0003344	LOC118505649|XP_035897624.1|ASTE	LOC6598034|XP_026843052.1|DPER
OG0003345	LOC118504313|XP_035894515.1|ASTE	LOC6603067|XP_026847225.1|DPER
OG0003346	LOC118507295|XP_035901552.1|ASTE	LOC6587302|XP_002013849.1|DPER
OG0003347	LOC118504845|XP_035895751.1|ASTE	LOC6587845|XP_002013821.1|DPER
OG0003348	LOC118517484|XP_035919570.1|ASTE	LOC6587309|XP_002013855.1|DPER
OG0003349	LOC118504119|XP_035894106.1|ASTE	LOC6599171|XP_002024362.2|DPER
OG0003350	LOC118507613|XP_035902217.1|ASTE	LOC6587185|XP_026850647.1|DPER
OG0003351	LOC118513065|XP_035914306.1|ASTE	LOC6603130|XP_026845802.1|DPER, LOC6596913|XP_002021843.1|DPER
OG0003352	LOC118507835|XP_035902832.1|ASTE, LOC118502616|XP_035890886.1|ASTE	LOC6594836|XP_002020531.2|DPER
OG0003353	LOC118502356|XP_035890445.1|ASTE	LOC6588037|XP_026840283.1|DPER
OG0003354	LOC118505009|XP_035896094.1|ASTE	LOC6595064|XP_026851040.1|DPER
OG0003355	LOC118506785|XP_035900299.1|ASTE	LOC6601713|XP_026846905.1|DPER
OG0003356	LOC118506738|XP_035900188.1|ASTE	LOC6599959|XP_026849172.1|DPER
OG0003357	LOC118510233|XP_035907695.1|ASTE	LOC6598249|XP_026846219.1|DPER
OG0003358	LOC118503405|XP_035892507.1|ASTE	LOC6595387|XP_002020790.1|DPER
OG0003359	LOC118506147|XP_035898798.1|ASTE	LOC6602688|XP_026846022.1|DPER
OG0003360	LOC118506212|XP_035898923.1|ASTE	LOC6600054|XP_026849234.1|DPER
OG0003361	LOC118506302|XP_035899143.1|ASTE	LOC6590848|XP_002016361.1|DPER
OG0003362	LOC118508516|XP_035904261.1|ASTE, LOC118504710|XP_035895439.1|ASTE	LOC6587563|XP_002013242.2|DPER
OG0003363	LOC118515492|XP_035917924.1|ASTE	LOC6587629|XP_002013114.1|DPER
OG0003364	LOC118502667|XP_035891027.1|ASTE	LOC6587820|XP_002012893.1|DPER
OG0003365	LOC118507645|XP_035902299.1|ASTE	LOC6591764|XP_026843891.1|DPER
OG0003366	LOC118506493|XP_035899580.1|ASTE	LOC6599057|XP_002024173.2|DPER
OG0003367	LOC118508286|XP_035903819.1|ASTE	LOC6602381|XP_026848534.1|DPER
OG0003368	LOC118503935|XP_035893683.1|ASTE	LOC6602384|XP_002027388.1|DPER
OG0003369	LOC118514783|XP_035917689.1|ASTE	LOC6594397|XP_002019487.1|DPER
OG0003370	LOC118507626|XP_035902240.1|ASTE	LOC6588134|XP_002013745.1|DPER
OG0003371	LOC118508463|XP_035904164.1|ASTE	LOC6599916|XP_002025044.1|DPER
OG0003372	LOC118506447|XP_035899476.1|ASTE	LOC6602097|XP_026842431.1|DPER
OG0003373	LOC118504477|XP_035894886.1|ASTE	LOC6594313|XP_002019356.1|DPER
OG0003374	LOC118516471|XP_035918286.1|ASTE	LOC6603235|XP_026845730.1|DPER
OG0003375	LOC118505599|XP_035897518.1|ASTE	LOC6587405|XP_026847632.1|DPER
OG0003376	LOC118502714|XP_035891157.1|ASTE	LOC6588068|XP_002012885.2|DPER
OG0003377	LOC118502672|XP_035891044.1|ASTE	LOC6588246|XP_026841425.1|DPER
OG0003378	LOC118505571|XP_035897420.1|ASTE	LOC6588004|XP_002013725.1|DPER
OG0003379	LOC118505570|XP_035897419.1|ASTE	LOC6587424|XP_002013573.1|DPER
OG0003380	LOC118505576|XP_035897425.1|ASTE	LOC6587644|XP_002013561.1|DPER
OG0003381	LOC118505586|XP_035897447.1|ASTE	LOC6595190|XP_002020046.1|DPER
OG0003382	LOC118505587|XP_035897449.1|ASTE	LOC6595118|XP_026851043.1|DPER
OG0003383	LOC118502662|XP_035891014.1|ASTE	LOC6595039|XP_002020366.1|DPER
OG0003384	LOC118504491|XP_035894903.1|ASTE	LOC6593762|XP_026843819.1|DPER
OG0003385	LOC118508490|XP_035904201.1|ASTE	LOC6587413|XP_026841793.1|DPER
OG0003386	LOC118508481|XP_035904190.1|ASTE	LOC6595078|XP_002020342.1|DPER
OG0003387	LOC118508480|XP_035904189.1|ASTE	LOC6595181|XP_026850679.1|DPER
OG0003388	LOC118508478|XP_035904188.1|ASTE	LOC6602699|XP_026845827.1|DPER
OG0003389	LOC118508465|XP_035904162.1|ASTE	LOC6590393|XP_026842326.1|DPER
OG0003390	LOC118502921|XP_035891549.1|ASTE	LOC6587918|XP_002012833.1|DPER
OG0003391	LOC118506378|XP_035899303.1|ASTE	LOC6587573|XP_002013104.1|DPER
OG0003392	LOC118507800|XP_035902751.1|ASTE	LOC6598630|XP_002023842.1|DPER
OG0003393	LOC118507548|XP_035902020.1|ASTE	LOC6594985|XP_002020276.1|DPER
OG0003394	LOC118507543|XP_035902015.1|ASTE	LOC6598818|XP_002023930.1|DPER
OG0003395	LOC118507541|XP_035902013.1|ASTE	LOC6588562|XP_002013944.1|DPER
OG0003396	LOC118507533|XP_035901998.1|ASTE	LOC6594769|XP_026840235.1|DPER
OG0003397	LOC118502545|XP_035890714.1|ASTE	LOC6598811|XP_026850701.1|DPER
OG0003399	LOC118502552|XP_035890741.1|ASTE	LOC6592079|XP_002016764.1|DPER
OG0003400	LOC118504986|XP_035896036.1|ASTE, LOC118517080|XP_035918823.1|ASTE	LOC6591867|XP_026841667.1|DPER
OG0003401	LOC118502914|XP_035891532.1|ASTE	LOC6588320|XP_026850327.1|DPER
OG0003402	LOC118502421|XP_035890541.1|ASTE	LOC6588178|XP_026842495.1|DPER
OG0003403	LOC118506776|XP_035900265.1|ASTE	LOC6600847|XP_026840898.1|DPER
OG0003404	LOC118506781|XP_035900286.1|ASTE	LOC6587222|XP_002014015.1|DPER
OG0003405	LOC118508453|XP_035904148.1|ASTE	LOC6592519|XP_002017677.1|DPER
OG0003406	LOC118508450|XP_035904144.1|ASTE	LOC6588474|XP_002012974.1|DPER
OG0003407	LOC118508455|XP_035904150.1|ASTE	LOC6588491|XP_002012975.1|DPER
OG0003408	LOC118508447|XP_035904136.1|ASTE	LOC6588310|XP_002012920.1|DPER
OG0003409	LOC118502847|XP_035891439.1|ASTE	LOC6587948|XP_026840336.1|DPER
OG0003410	LOC118502912|XP_035891528.1|ASTE	LOC6587382|XP_002013495.1|DPER
OG0003411	LOC118508294|XP_035903836.1|ASTE	LOC6594131|XP_002019435.1|DPER
OG0003412	LOC118508298|XP_035903841.1|ASTE	LOC6587258|XP_002013648.2|DPER
OG0003413	LOC118503592|XP_035892938.1|ASTE	LOC6594599|XP_026850802.1|DPER
OG0003414	LOC118502370|XP_035890482.1|ASTE	LOC6597096|XP_002022287.1|DPER
OG0003415	LOC118507475|XP_035901875.1|ASTE	LOC6598398|XP_002023521.1|DPER
OG0003416	LOC118507476|XP_035901877.1|ASTE	LOC6591417|XP_002016943.1|DPER
OG0003417	LOC118503565|XP_035892870.1|ASTE	LOC6587844|XP_002013697.1|DPER
OG0003418	LOC118504433|XP_035894767.1|ASTE	LOC6594950|XP_002020318.1|DPER
OG0003419	LOC118505335|XP_035896877.1|ASTE	LOC6598791|XP_002023902.1|DPER
OG0003420	LOC118505334|XP_035896876.1|ASTE	LOC6598790|XP_026849820.1|DPER
OG0003421	LOC118507521|XP_035901975.1|ASTE	LOC6587443|XP_026842913.1|DPER
OG0003422	LOC118507846|XP_035902871.1|ASTE	LOC6587442|XP_002013039.1|DPER
OG0003423	LOC118504669|XP_035895351.1|ASTE	LOC6592934|XP_002018381.2|DPER
OG0003424	LOC118504661|XP_035895337.1|ASTE	LOC6587332|XP_002013484.1|DPER
OG0003425	LOC118502900|XP_035891515.1|ASTE	LOC6587853|XP_002012787.1|DPER
OG0003426	LOC118502835|XP_035891405.1|ASTE	LOC6588314|XP_002013968.1|DPER
OG0003427	LOC118507502|XP_035901926.1|ASTE	LOC6588570|XP_002013960.1|DPER
OG0003428	LOC118502715|XP_035891159.1|ASTE	LOC6599018|XP_026847863.1|DPER
OG0003429	LOC118502913|XP_035891531.1|ASTE	LOC6593028|XP_002018221.1|DPER
OG0003430	LOC118507795|XP_035902741.1|ASTE	LOC6602530|XP_002027563.1|DPER
OG0003431	LOC118510940|XP_035909270.1|ASTE	LOC6591964|XP_002017506.2|DPER
OG0003432	LOC118505445|XP_035897136.1|ASTE	LOC6587753|XP_002013425.1|DPER
OG0003433	LOC118502755|XP_035891214.1|ASTE	LOC6595295|XP_026841947.1|DPER
OG0003434	LOC118504975|XP_035896004.1|ASTE	LOC6603199|XP_002028183.2|DPER, LOC6597617|XP_002022755.2|DPER
OG0003435	LOC118507885|XP_035903010.1|ASTE	LOC6598654|XP_026846568.1|DPER
OG0003436	LOC118507648|XP_035902306.1|ASTE	LOC6587216|XP_002013897.1|DPER
OG0003437	LOC118507644|XP_035902297.1|ASTE	LOC6587565|XP_026851279.1|DPER
OG0003438	LOC118505013|XP_035896095.1|ASTE	LOC6587598|XP_002013898.1|DPER
OG0003439	LOC118506940|XP_035900651.1|ASTE, LOC118506939|XP_035900650.1|ASTE	LOC6588419|XP_026844095.1|DPER
OG0003440	LOC118502699|XP_035891120.1|ASTE	LOC6588054|XP_026846800.1|DPER
OG0003441	LOC118503295|XP_035892282.1|ASTE	LOC113565457|XP_026843287.1|DPER
OG0003442	LOC118503285|XP_035892266.1|ASTE	LOC6595289|XP_002020355.2|DPER
OG0003443	LOC118503279|XP_035892250.1|ASTE	LOC6602724|XP_026849466.1|DPER
OG0003444	LOC118503037|XP_035891763.1|ASTE	LOC6603364|XP_026848120.1|DPER
OG0003445	LOC118503029|XP_035891747.1|ASTE	LOC6597411|XP_002022419.2|DPER
OG0003446	LOC118504286|XP_035894455.1|ASTE	LOC6603368|XP_026848361.1|DPER
OG0003447	LOC118502453|XP_035890575.1|ASTE	LOC113566251|XP_026846837.1|DPER
OG0003448	LOC118503301|XP_035892306.1|ASTE	LOC6594609|XP_002019312.1|DPER
OG0003449	LOC118503299|XP_035892303.1|ASTE	LOC6592082|XP_002016726.1|DPER
OG0003450	LOC118503302|XP_035892307.1|ASTE	LOC6594888|XP_002020007.1|DPER
OG0003451	LOC118503031|XP_035891754.1|ASTE	LOC6591461|XP_026846198.1|DPER
OG0003452	LOC118503028|XP_035891746.1|ASTE	LOC6594294|XP_002019942.2|DPER
OG0003453	LOC118506943|XP_035900653.1|ASTE	LOC6596115|XP_002021268.1|DPER, LOC113565965|XP_026845225.1|DPER
OG0003454	LOC118503276|XP_035892247.1|ASTE	LOC6596422|XP_026843336.1|DPER
OG0003455	LOC118506892|XP_035900562.1|ASTE	LOC6588157|XP_026851137.1|DPER
OG0003456	LOC118506877|XP_035900514.1|ASTE	LOC6593210|XP_002018039.1|DPER
OG0003457	LOC118506872|XP_035900503.1|ASTE	LOC6591367|XP_026851051.1|DPER
OG0003458	LOC118506869|XP_035900498.1|ASTE	LOC6594529|XP_026851123.1|DPER
OG0003459	LOC118507189|XP_035901155.1|ASTE	LOC6594406|XP_002019352.1|DPER
OG0003460	LOC118507905|XP_035903053.1|ASTE	LOC6587683|XP_002014095.1|DPER
OG0003461	LOC118507882|XP_035903004.1|ASTE	LOC6587587|XP_026850611.1|DPER
OG0003462	LOC118507902|XP_035903050.1|ASTE	LOC6600305|XP_002025359.1|DPER
OG0003463	LOC118506444|XP_035899472.1|ASTE	LOC6587676|XP_002013676.1|DPER
OG0003464	LOC118507910|XP_035903095.1|ASTE	LOC6587626|XP_026840249.1|DPER
OG0003465	LOC118504905|XP_035895867.1|ASTE	LOC6592083|XP_002016727.1|DPER
OG0003466	LOC118507876|XP_035902980.1|ASTE	LOC113565229|XP_026842689.1|DPER
OG0003467	LOC118507871|XP_035902971.1|ASTE	LOC6587426|XP_002013237.1|DPER
OG0003468	LOC118507865|XP_035902964.1|ASTE	LOC6587634|XP_002013249.1|DPER
OG0003469	LOC118517619|XP_035919809.1|ASTE	LOC6594965|XP_002020484.1|DPER
OG0003470	LOC118507829|XP_035902820.1|ASTE	LOC6588380|XP_026850644.1|DPER
OG0003471	LOC118507837|XP_035902845.1|ASTE	LOC6589212|XP_002015296.1|DPER
OG0003472	LOC118513812|XP_035915933.1|ASTE	LOC6589217|XP_026844708.1|DPER
OG0003473	LOC118505176|XP_035896521.1|ASTE	LOC6596575|XP_002021662.1|DPER
OG0003474	LOC118506460|XP_035899515.1|ASTE	LOC6588153|XP_026840099.1|DPER
OG0003475	LOC118504287|XP_035894458.1|ASTE	LOC6598844|XP_026850825.1|DPER
OG0003476	LOC118502700|XP_035891127.1|ASTE	LOC6602563|XP_002027584.2|DPER
OG0003477	LOC118504690|XP_035895403.1|ASTE	LOC6588609|XP_002013152.1|DPER
OG0003478	LOC118504437|XP_035894782.1|ASTE	LOC6594948|XP_026851122.1|DPER
OG0003479	LOC118508302|XP_035903849.1|ASTE	LOC6595141|XP_002020131.2|DPER
OG0003480	LOC118503229|XP_035892121.1|ASTE	LOC6587885|XP_002013311.1|DPER
OG0003481	LOC118503228|XP_035892120.1|ASTE	LOC6587894|XP_002013310.2|DPER
OG0003482	LOC118503227|XP_035892119.1|ASTE	LOC6587729|XP_002013309.1|DPER
OG0003483	LOC118502931|XP_035891570.1|ASTE	LOC6587669|XP_026850866.1|DPER
OG0003484	LOC118515297|XP_035917866.1|ASTE, LOC118506371|XP_035899286.1|ASTE	LOC6587364|XP_002013662.1|DPER
OG0003485	LOC118506797|XP_035900312.1|ASTE	LOC6587558|XP_002014034.1|DPER
OG0003486	LOC118502439|XP_035890560.1|ASTE	LOC6587507|XP_002014032.1|DPER
OG0003487	LOC118502966|XP_035891623.1|ASTE	LOC6587453|XP_002013045.1|DPER
OG0003488	LOC118507997|XP_035903261.1|ASTE	LOC6595124|XP_002020055.1|DPER
OG0003489	LOC118507570|XP_035902088.1|ASTE	LOC6594913|XP_026845806.1|DPER
OG0003490	LOC118517182|XP_035918987.1|ASTE, LOC118504678|XP_035895377.1|ASTE	LOC6588107|XP_002012853.1|DPER
OG0003491	LOC118505146|XP_035896410.1|ASTE	LOC6587487|XP_002013059.2|DPER
OG0003492	LOC118505235|XP_035896662.1|ASTE	LOC6587616|XP_026850548.1|DPER
OG0003493	LOC118506361|XP_035899268.1|ASTE	LOC6587681|XP_002012800.1|DPER
OG0003494	LOC118503112|XP_035891944.1|ASTE	LOC6592086|XP_026851167.1|DPER
OG0003495	LOC118507842|XP_035902864.1|ASTE	LOC6595386|XP_002020789.1|DPER
OG0003496	LOC118507849|XP_035902873.1|ASTE	LOC6588349|XP_002013606.1|DPER
OG0003497	LOC118507814|XP_035902777.1|ASTE	LOC6598800|XP_026841717.1|DPER
OG0003498	LOC118508379|XP_035904008.1|ASTE	LOC113565799|XP_026844767.1|DPER
OG0003499	LOC118503462|XP_035892640.1|ASTE	LOC6595142|XP_026844823.1|DPER
OG0003500	LOC118505442|XP_035897132.1|ASTE	LOC6598057|XP_002023150.1|DPER
OG0003501	LOC118507480|XP_035901881.1|ASTE	LOC6587668|XP_002014052.1|DPER
OG0003502	LOC118517709|XP_035920046.1|ASTE	LOC6587815|XP_002012772.2|DPER
OG0003503	LOC118511915|XP_035911444.1|ASTE	LOC6594760|XP_026851127.1|DPER
OG0003504	LOC118509112|XP_035905175.1|ASTE	LOC113565595|XP_026843873.1|DPER
OG0003505	LOC118511923|XP_035911455.1|ASTE	LOC6587475|XP_026840010.1|DPER
OG0003506	LOC118511953|XP_035911556.1|ASTE	LOC6587202|XP_026850169.1|DPER
OG0003507	LOC118511940|XP_035911530.1|ASTE	LOC6587996|XP_026840365.1|DPER
OG0003508	LOC118502947|XP_035891590.1|ASTE	LOC6595833|XP_026845482.1|DPER
OG0003509	LOC118506817|XP_035900397.1|ASTE	LOC6588084|XP_002013577.1|DPER
OG0003510	LOC118502833|XP_035891402.1|ASTE	LOC6587800|XP_002013685.1|DPER
OG0003511	LOC118502821|XP_035891380.1|ASTE	LOC6587709|XP_026840003.1|DPER
OG0003512	LOC118517175|XP_035918976.1|ASTE, LOC118505195|XP_035896560.1|ASTE	LOC6594989|XP_002020155.1|DPER
OG0003513	LOC118507802|XP_035902753.1|ASTE	LOC6587954|XP_026845702.1|DPER
OG0003514	LOC118503189|XP_035892063.1|ASTE	LOC6591846|XP_002016733.1|DPER
OG0003515	LOC118508579|XP_035904376.1|ASTE	LOC6589899|XP_002016383.1|DPER
OG0003516	LOC118502952|XP_035891602.1|ASTE	LOC6587870|XP_002013171.2|DPER
OG0003517	LOC118507742|XP_035902636.1|ASTE	LOC6588258|XP_026851213.1|DPER
OG0003518	LOC118507782|XP_035902709.1|ASTE	LOC6591829|XP_026851132.1|DPER
OG0003519	LOC118512121|XP_035911992.1|ASTE	LOC6602516|XP_026848769.1|DPER
OG0003520	LOC118512047|XP_035911772.1|ASTE	LOC6602453|XP_002027489.1|DPER
OG0003521	LOC118512087|XP_035911943.1|ASTE	LOC6599830|XP_026847256.1|DPER
OG0003522	LOC118511457|XP_035910451.1|ASTE	LOC6590148|XP_002016315.1|DPER
OG0003523	LOC118511455|XP_035910449.1|ASTE	LOC6595388|XP_002020791.1|DPER
OG0003524	LOC118511459|XP_035910454.1|ASTE	LOC6599280|XP_026848254.1|DPER
OG0003525	LOC118511462|XP_035910456.1|ASTE	LOC6590096|XP_026841069.1|DPER
OG0003526	LOC118511469|XP_035910480.1|ASTE	LOC6601563|XP_002026683.1|DPER
OG0003527	LOC118511471|XP_035910485.1|ASTE	LOC6602088|XP_026841721.1|DPER
OG0003529	LOC118511485|XP_035910530.1|ASTE	LOC6589300|XP_002014391.1|DPER
OG0003530	LOC118511487|XP_035910532.1|ASTE	LOC6597155|XP_002022360.1|DPER
OG0003531	LOC118511495|XP_035910547.1|ASTE	LOC6591608|XP_002017103.1|DPER
OG0003532	LOC118510169|XP_035907577.1|ASTE	LOC6599603|XP_026849535.1|DPER
OG0003533	LOC118514423|XP_035917219.1|ASTE	LOC6602523|XP_026848751.1|DPER, LOC6602509|XP_026848748.1|DPER
OG0003534	LOC118514432|XP_035917227.1|ASTE	LOC6602819|XP_026847921.1|DPER
OG0003535	LOC118509834|XP_035906918.1|ASTE	LOC6601254|XP_026849950.1|DPER
OG0003536	LOC118512962|XP_035914081.1|ASTE	LOC6590402|XP_002015495.2|DPER
OG0003537	LOC118512208|XP_035912214.1|ASTE	LOC6601571|XP_002026662.1|DPER
OG0003538	LOC118512190|XP_035912176.1|ASTE	LOC6590103|XP_002015659.1|DPER
