Orthogroup	ASTE.longest_only	DSAN.longest_only
OG0004185	LOC118514121|XP_035916600.1|ASTE	LOC120448020|XP_039485695.1|DSAN
OG0004186	LOC118507590|XP_035902146.1|ASTE	LOC120457073|XP_039500186.1|DSAN
OG0004187	LOC118507583|XP_035902137.1|ASTE	LOC120451048|XP_039490338.1|DSAN
OG0004188	LOC118507705|XP_035902489.1|ASTE	LOC120451474|XP_039491100.1|DSAN
OG0004189	LOC118507711|XP_035902499.1|ASTE	LOC120451478|XP_039491132.1|DSAN
OG0004190	LOC118507723|XP_035902567.1|ASTE	LOC120453046|XP_039493500.1|DSAN
OG0004191	LOC118507725|XP_035902571.1|ASTE	LOC120453376|XP_039493984.1|DSAN
OG0004192	LOC118505710|XP_035897772.1|ASTE, LOC118505711|XP_035897776.1|ASTE	LOC120453016|XP_039493466.1|DSAN
OG0004193	LOC118505706|XP_035897752.1|ASTE, LOC118505712|XP_035897778.1|ASTE	LOC120456570|XP_039499390.1|DSAN
OG0004194	LOC118508426|XP_035904095.1|ASTE	LOC120451281|XP_039490760.1|DSAN
OG0004195	LOC118507941|XP_035903152.1|ASTE	LOC120455452|XP_039497605.1|DSAN
OG0004196	LOC118507939|XP_035903147.1|ASTE	LOC120454556|XP_039495881.1|DSAN
OG0004197	LOC118507950|XP_035903168.1|ASTE	LOC120452594|XP_039492826.1|DSAN
OG0004198	LOC118502650|XP_035890992.1|ASTE	LOC120454632|XP_039496054.1|DSAN
OG0004199	LOC118506988|XP_035900753.1|ASTE	LOC120453113|XP_039493583.1|DSAN
OG0004200	LOC118502793|XP_035891288.1|ASTE	LOC120444808|XP_039480689.1|DSAN
OG0004201	LOC118502795|XP_035891295.1|ASTE	LOC120454559|XP_039495883.1|DSAN
OG0004202	LOC118502799|XP_035891306.1|ASTE	LOC120453546|XP_039494233.1|DSAN
OG0004203	LOC118502800|XP_035891307.1|ASTE	LOC120452948|XP_039493363.1|DSAN
OG0004204	LOC118506925|XP_035900618.1|ASTE	LOC120448300|XP_039486173.1|DSAN
OG0004205	LOC118505697|XP_035897737.1|ASTE, LOC118505720|XP_035897794.1|ASTE	LOC120448154|XP_039485925.1|DSAN
OG0004206	LOC118506558|XP_035899771.1|ASTE	LOC120454434|XP_039495664.1|DSAN
OG0004207	LOC118506559|XP_035899772.1|ASTE	LOC120451387|XP_039490984.1|DSAN
OG0004208	LOC118506565|XP_035899780.1|ASTE	LOC120453867|XP_039494706.1|DSAN
OG0004209	LOC118504314|XP_035894514.1|ASTE	LOC120452278|XP_039492343.1|DSAN
OG0004210	LOC118506692|XP_035900057.1|ASTE	LOC120450970|XP_039490196.1|DSAN
OG0004211	LOC118506686|XP_035900049.1|ASTE	LOC120451806|XP_039491736.1|DSAN
OG0004212	LOC118506734|XP_035900166.1|ASTE	LOC120453689|XP_039494443.1|DSAN
OG0004213	LOC118505062|XP_035896233.1|ASTE	LOC120452068|XP_039492065.1|DSAN
OG0004214	LOC118505258|XP_035896709.1|ASTE	LOC120445070|XP_039481130.1|DSAN
OG0004215	LOC118504502|XP_035894921.1|ASTE	LOC120445280|XP_039481514.1|DSAN
OG0004216	LOC118508360|XP_035903971.1|ASTE	LOC120448283|XP_039486146.1|DSAN
OG0004217	LOC118508355|XP_035903952.1|ASTE	LOC120449211|XP_039487512.1|DSAN
OG0004218	LOC118505413|XP_035897055.1|ASTE	LOC120455030|XP_039496796.1|DSAN
OG0004219	LOC118507682|XP_035902375.1|ASTE	LOC120451699|XP_039491528.1|DSAN
OG0004220	LOC118508358|XP_035903955.1|ASTE	LOC120453789|XP_039494576.1|DSAN
OG0004221	LOC118506423|XP_035899413.1|ASTE	LOC120454667|XP_039496112.1|DSAN
OG0004222	LOC118506425|XP_035899418.1|ASTE	LOC120453237|XP_039493772.1|DSAN
OG0004223	LOC118503185|XP_035892056.1|ASTE	LOC120451367|XP_039490948.1|DSAN
OG0004224	LOC118503184|XP_035892053.1|ASTE	LOC120451544|XP_039491260.1|DSAN
OG0004225	LOC118503188|XP_035892062.1|ASTE	LOC120455156|XP_039497001.1|DSAN
OG0004226	LOC118505803|XP_035898036.1|ASTE	LOC120453809|XP_039494617.1|DSAN
OG0004227	LOC118506219|XP_035898945.1|ASTE	LOC120452295|XP_039492364.1|DSAN
OG0004228	LOC118504310|XP_035894505.1|ASTE	LOC120452297|XP_039492366.1|DSAN
OG0004229	LOC118504804|XP_035895685.1|ASTE	LOC120444341|XP_039479845.1|DSAN
OG0004230	LOC118503248|XP_035892166.1|ASTE	LOC120456167|XP_039498752.1|DSAN
OG0004231	LOC118505397|XP_035897018.1|ASTE	LOC120450206|XP_039489007.1|DSAN
OG0004232	LOC118505399|XP_035897023.1|ASTE	LOC120450210|XP_039489013.1|DSAN
OG0004233	LOC118505398|XP_035897019.1|ASTE	LOC120450208|XP_039489011.1|DSAN
OG0004234	LOC118508510|XP_035904244.1|ASTE	LOC120449653|XP_039488184.1|DSAN
OG0004235	LOC118508508|XP_035904239.1|ASTE	LOC120457001|XP_039500089.1|DSAN
OG0004236	LOC118506870|XP_035900499.1|ASTE	LOC120453156|XP_039493645.1|DSAN
OG0004237	LOC118507935|XP_035903132.1|ASTE	LOC120454386|XP_039495563.1|DSAN
OG0004238	LOC118503616|XP_035892994.1|ASTE	LOC120453845|XP_039494676.1|DSAN
OG0004239	LOC118503618|XP_035892996.1|ASTE	LOC120452435|XP_039492596.1|DSAN
OG0004240	LOC118506161|XP_035898826.1|ASTE	LOC120451022|XP_039490281.1|DSAN
OG0004241	LOC118504248|XP_035894367.1|ASTE	LOC120454527|XP_039495831.1|DSAN
OG0004242	LOC118504249|XP_035894368.1|ASTE	LOC120454221|XP_039495254.1|DSAN
OG0004243	LOC118504991|XP_035896062.1|ASTE	LOC120449228|XP_039487533.1|DSAN
OG0004244	LOC118505012|XP_035896093.1|ASTE	LOC120451284|XP_039490764.1|DSAN
OG0004245	LOC118506325|XP_035899174.1|ASTE	LOC120450402|XP_039489332.1|DSAN
OG0004246	LOC118504322|XP_035894543.1|ASTE	LOC120448626|XP_039486677.1|DSAN
OG0004247	LOC118505070|XP_035896246.1|ASTE	LOC120454985|XP_039496710.1|DSAN
OG0004248	LOC118505096|XP_035896291.1|ASTE	LOC120446101|XP_039482827.1|DSAN
OG0004249	LOC118505010|XP_035896091.1|ASTE	LOC120448689|XP_039486771.1|DSAN
OG0004250	LOC118504992|XP_035896063.1|ASTE	LOC120451575|XP_039491321.1|DSAN
OG0004251	LOC118504980|XP_035896016.1|ASTE	LOC120455750|XP_039498108.1|DSAN
OG0004252	LOC118504981|XP_035896027.1|ASTE	LOC120453686|XP_039494440.1|DSAN
OG0004253	LOC118507563|XP_035902077.1|ASTE	LOC120453602|XP_039494302.1|DSAN
OG0004254	LOC118504382|XP_035894686.1|ASTE	LOC120455848|XP_039498253.1|DSAN
OG0004255	LOC118502881|XP_035891493.1|ASTE	LOC120443969|XP_039479372.1|DSAN
OG0004257	LOC118506328|XP_035899183.1|ASTE	LOC120452987|XP_039493422.1|DSAN
OG0004258	LOC118507082|XP_035900958.1|ASTE	LOC120454646|XP_039496081.1|DSAN
OG0004259	LOC118507083|XP_035900960.1|ASTE	LOC120444964|XP_039480915.1|DSAN
OG0004260	LOC118505153|XP_035896431.1|ASTE	LOC120454631|XP_039496043.1|DSAN
OG0004261	LOC118505167|XP_035896466.1|ASTE	LOC120454256|XP_039495319.1|DSAN
OG0004262	LOC118517340|XP_035919217.1|ASTE, LOC118511197|XP_035909863.1|ASTE	LOC120454302|XP_039495434.1|DSAN
OG0004263	LOC118510984|XP_035909384.1|ASTE	LOC120451361|XP_039490931.1|DSAN
OG0004264	LOC118510977|XP_035909371.1|ASTE	LOC120450763|XP_039489837.1|DSAN
OG0004265	LOC118510946|XP_035909277.1|ASTE	LOC120452489|XP_039492672.1|DSAN
OG0004266	LOC118502502|XP_035890628.1|ASTE	LOC120454270|XP_039495367.1|DSAN
OG0004267	LOC118504237|XP_035894352.1|ASTE	LOC120451166|XP_039490536.1|DSAN
OG0004268	LOC118504267|XP_035894389.1|ASTE	LOC120444557|XP_039480240.1|DSAN
OG0004269	LOC118505815|XP_035898053.1|ASTE	LOC120444976|XP_039480931.1|DSAN
OG0004270	LOC118508278|XP_035903812.1|ASTE	LOC120448618|XP_039486668.1|DSAN
OG0004271	LOC118511195|XP_035909861.1|ASTE, LOC118517338|XP_035919215.1|ASTE	LOC120447148|XP_039484528.1|DSAN
OG0004272	LOC118505799|XP_035898027.1|ASTE	LOC120452092|XP_039492100.1|DSAN
OG0004273	LOC118505798|XP_035898026.1|ASTE	LOC120454062|XP_039495005.1|DSAN
OG0004274	LOC118507972|XP_035903197.1|ASTE	LOC120456408|XP_039499173.1|DSAN
OG0004275	LOC118512407|XP_035912692.1|ASTE	LOC120456122|XP_039498685.1|DSAN
OG0004276	LOC118515259|XP_035917837.1|ASTE, LOC118505938|XP_035898350.1|ASTE	LOC120450487|XP_039489467.1|DSAN
OG0004278	LOC118506006|XP_035898484.1|ASTE	LOC120456496|XP_039499297.1|DSAN
OG0004279	LOC118506015|XP_035898494.1|ASTE	LOC120458081|XP_039501531.1|DSAN
OG0004280	LOC118506020|XP_035898499.1|ASTE	LOC120455130|XP_039496956.1|DSAN
OG0004281	LOC118504065|XP_035893996.1|ASTE	LOC120458096|XP_039501558.1|DSAN
OG0004282	LOC118507240|XP_035901385.1|ASTE	LOC120445544|XP_039481951.1|DSAN
OG0004283	LOC118507297|XP_035901554.1|ASTE	LOC120445545|XP_039481952.1|DSAN
OG0004284	LOC118517628|XP_035919832.1|ASTE	LOC120450586|XP_039489644.1|DSAN
OG0004285	LOC118505779|XP_035897949.1|ASTE	LOC120453649|XP_039494376.1|DSAN
OG0004286	LOC118503484|XP_035892679.1|ASTE	LOC120448434|XP_039486375.1|DSAN
OG0004287	LOC118503487|XP_035892682.1|ASTE	LOC120449187|XP_039487469.1|DSAN
OG0004288	LOC118504005|XP_035893854.1|ASTE	LOC120448339|XP_039486236.1|DSAN
OG0004289	LOC118504052|XP_035893963.1|ASTE	LOC120447520|XP_039484883.1|DSAN
OG0004290	LOC118503473|XP_035892663.1|ASTE	LOC120447133|XP_039484501.1|DSAN
OG0004291	LOC118503543|XP_035892836.1|ASTE	LOC120446613|XP_039483592.1|DSAN
OG0004292	LOC118505280|XP_035896743.1|ASTE	LOC120448622|XP_039486672.1|DSAN
OG0004293	LOC118505283|XP_035896757.1|ASTE	LOC120449049|XP_039487275.1|DSAN
OG0004294	LOC118503422|XP_035892552.1|ASTE	LOC120448153|XP_039485924.1|DSAN
OG0004295	LOC118503416|XP_035892544.1|ASTE	LOC120448923|XP_039487087.1|DSAN
OG0004296	LOC118503414|XP_035892541.1|ASTE	LOC120448992|XP_039487193.1|DSAN
OG0004297	LOC118507918|XP_035903112.1|ASTE	LOC120446539|XP_039483489.1|DSAN
OG0004298	LOC118507235|XP_035901378.1|ASTE	LOC120451353|XP_039490917.1|DSAN
OG0004299	LOC118507230|XP_035901303.1|ASTE	LOC120445966|XP_039482604.1|DSAN
OG0004300	LOC118505972|XP_035898414.1|ASTE	LOC120446104|XP_039482829.1|DSAN
OG0004301	LOC118505969|XP_035898406.1|ASTE	LOC120448905|XP_039487062.1|DSAN
OG0004302	LOC118508024|XP_035903307.1|ASTE	LOC120445767|XP_039482296.1|DSAN
OG0004303	LOC118504748|XP_035895537.1|ASTE	LOC120444965|XP_039480919.1|DSAN
OG0004304	LOC118504749|XP_035895538.1|ASTE	LOC120446812|XP_039483908.1|DSAN
OG0004305	LOC118503523|XP_035892776.1|ASTE	LOC120446964|XP_039484154.1|DSAN
OG0004306	LOC118508027|XP_035903319.1|ASTE	LOC120444944|XP_039480881.1|DSAN
OG0004307	LOC118503971|XP_035893788.1|ASTE	LOC120446130|XP_039482889.1|DSAN
OG0004308	LOC118503979|XP_035893807.1|ASTE	LOC120445792|XP_039482331.1|DSAN
OG0004309	LOC118507993|XP_035903255.1|ASTE	LOC120449927|XP_039488554.1|DSAN
OG0004310	LOC118503500|XP_035892727.1|ASTE	LOC120458665|XP_039502333.1|DSAN
OG0004311	LOC118516469|XP_035918266.1|ASTE, LOC118505889|XP_035898230.1|ASTE	LOC120448646|XP_039486707.1|DSAN
OG0004312	LOC118512403|XP_035912682.1|ASTE	LOC120445861|XP_039482437.1|DSAN
OG0004313	LOC118503960|XP_035893746.1|ASTE	LOC120458691|XP_039502363.1|DSAN
OG0004314	LOC118504023|XP_035893894.1|ASTE	LOC120444829|XP_039480719.1|DSAN
OG0004315	LOC118504029|XP_035893902.1|ASTE	LOC120446514|XP_039483456.1|DSAN
OG0004316	LOC118505842|XP_035898095.1|ASTE	LOC120458398|XP_039501957.1|DSAN
OG0004317	LOC118507927|XP_035903123.1|ASTE	LOC120458404|XP_039501967.1|DSAN
OG0004318	LOC118503447|XP_035892605.1|ASTE	LOC120444337|XP_039479829.1|DSAN
OG0004319	LOC118503931|XP_035893670.1|ASTE	LOC120446180|XP_039482951.1|DSAN
OG0004320	LOC118503915|XP_035893605.1|ASTE	LOC120451468|XP_039491087.1|DSAN
OG0004321	LOC118505977|XP_035898425.1|ASTE	LOC120443877|XP_039479194.1|DSAN
OG0004322	LOC118504151|XP_035894169.1|ASTE	LOC120453404|XP_039494027.1|DSAN
OG0004323	LOC118516332|XP_035918033.1|ASTE, LOC118506065|XP_035898613.1|ASTE, LOC118516527|XP_035918354.1|ASTE	LOC120449738|XP_039488304.1|DSAN
OG0004324	LOC118516333|XP_035918035.1|ASTE, LOC118506066|XP_035898617.1|ASTE	LOC120457823|XP_039501257.1|DSAN
OG0004325	LOC118506064|XP_035898610.1|ASTE	LOC120445970|XP_039482635.1|DSAN
OG0004326	LOC118506046|XP_035898570.1|ASTE	LOC120445969|XP_039482634.1|DSAN
OG0004327	LOC118511216|XP_035909903.1|ASTE, LOC118517157|XP_035918918.1|ASTE	LOC120455018|XP_039496776.1|DSAN
OG0004328	LOC118508201|XP_035903661.1|ASTE	LOC120446595|XP_039483560.1|DSAN
OG0004329	LOC118508191|XP_035903645.1|ASTE	LOC120447115|XP_039484470.1|DSAN
OG0004330	LOC118508180|XP_035903631.1|ASTE	LOC120446485|XP_039483423.1|DSAN
OG0004331	LOC118508172|XP_035903614.1|ASTE	LOC120458848|XP_039502608.1|DSAN
OG0004332	LOC118505308|XP_035896838.1|ASTE	LOC120451189|XP_039490575.1|DSAN
OG0004333	LOC118505331|XP_035896872.1|ASTE	LOC120447088|XP_039484426.1|DSAN
OG0004334	LOC118508439|XP_035904111.1|ASTE	LOC120457309|XP_039500741.1|DSAN
OG0004335	LOC118503942|XP_035893712.1|ASTE	LOC120444799|XP_039480683.1|DSAN
OG0004336	LOC118507608|XP_035902177.1|ASTE	LOC120444719|XP_039480531.1|DSAN
OG0004337	LOC118503951|XP_035893730.1|ASTE	LOC120445774|XP_039482311.1|DSAN
OG0004338	LOC118507290|XP_035901537.1|ASTE	LOC120449970|XP_039488612.1|DSAN
OG0004339	LOC118507339|XP_035901620.1|ASTE	LOC120446666|XP_039483671.1|DSAN
OG0004340	LOC118507327|XP_035901609.1|ASTE	LOC120446665|XP_039483670.1|DSAN
OG0004341	LOC118507318|XP_035901599.1|ASTE	LOC120445464|XP_039481843.1|DSAN
OG0004342	LOC118517641|XP_035919850.1|ASTE	LOC120445161|XP_039481270.1|DSAN
OG0004343	LOC118517640|XP_035919846.1|ASTE	LOC120445162|XP_039481271.1|DSAN
OG0004344	LOC118505868|XP_035898178.1|ASTE	LOC120446205|XP_039482990.1|DSAN
OG0004345	LOC118506029|XP_035898539.1|ASTE	LOC120445972|XP_039482638.1|DSAN
OG0004346	LOC118506027|XP_035898533.1|ASTE	LOC120446091|XP_039482815.1|DSAN
OG0004347	LOC118506026|XP_035898532.1|ASTE	LOC120444936|XP_039480871.1|DSAN
OG0004348	LOC118507441|XP_035901815.1|ASTE	LOC120446372|XP_039483237.1|DSAN
OG0004349	LOC118503536|XP_035892815.1|ASTE	LOC120445944|XP_039482544.1|DSAN
OG0004350	LOC118503956|XP_035893737.1|ASTE	LOC120450060|XP_039488768.1|DSAN
OG0004351	LOC118505941|XP_035898355.1|ASTE	LOC120446273|XP_039483085.1|DSAN
OG0004352	LOC118512424|XP_035912721.1|ASTE	LOC120451195|XP_039490580.1|DSAN
OG0004353	LOC118517723|XP_035920067.1|ASTE	LOC120452586|XP_039492809.1|DSAN
OG0004354	LOC118517726|XP_035920070.1|ASTE	LOC120451952|XP_039491909.1|DSAN
OG0004355	LOC118512369|XP_035912606.1|ASTE	LOC120454327|XP_039495464.1|DSAN
OG0004356	LOC118507362|XP_035901670.1|ASTE	LOC120446994|XP_039484228.1|DSAN
OG0004357	LOC118505922|XP_035898308.1|ASTE	LOC120446305|XP_039483188.1|DSAN
OG0004358	LOC118503413|XP_035892540.1|ASTE	LOC120445420|XP_039481770.1|DSAN
OG0004359	LOC118504848|XP_035895752.1|ASTE	LOC120444639|XP_039480391.1|DSAN
OG0004360	LOC118507581|XP_035902130.1|ASTE	LOC120449579|XP_039488067.1|DSAN
OG0004361	LOC118510943|XP_035909272.1|ASTE	LOC120453226|XP_039493755.1|DSAN
OG0004362	LOC118510093|XP_035907403.1|ASTE	LOC120449020|XP_039487234.1|DSAN
OG0004363	LOC118505210|XP_035896611.1|ASTE	LOC120454943|XP_039496645.1|DSAN
OG0004364	LOC118507214|XP_035901206.1|ASTE	LOC120447150|XP_039484532.1|DSAN
OG0004365	LOC118506305|XP_035899146.1|ASTE	LOC120445047|XP_039481096.1|DSAN
OG0004366	LOC118514129|XP_035916609.1|ASTE	LOC120458083|XP_039501534.1|DSAN
OG0004367	LOC118506083|XP_035898656.1|ASTE, LOC118516530|XP_035918365.1|ASTE	LOC120450443|XP_039489390.1|DSAN
OG0004368	LOC118516534|XP_035918372.1|ASTE, LOC118506071|XP_035898626.1|ASTE	LOC120447636|XP_039485077.1|DSAN
OG0004369	LOC118507154|XP_035901085.1|ASTE	LOC120443701|XP_039478876.1|DSAN
OG0004370	LOC118507255|XP_035901435.1|ASTE	LOC120446857|XP_039483988.1|DSAN
OG0004371	LOC118504107|XP_035894087.1|ASTE	LOC120456971|XP_039500052.1|DSAN
OG0004372	LOC118504078|XP_035894035.1|ASTE	LOC120446347|XP_039483207.1|DSAN
OG0004373	LOC118504116|XP_035894100.1|ASTE	LOC120454675|XP_039496125.1|DSAN
OG0004374	LOC118505919|XP_035898281.1|ASTE	LOC120444720|XP_039480532.1|DSAN
OG0004375	LOC118505929|XP_035898328.1|ASTE	LOC120449326|XP_039487659.1|DSAN
OG0004376	LOC118507167|XP_035901124.1|ASTE	LOC120449428|XP_039487824.1|DSAN
OG0004377	LOC118512381|XP_035912644.1|ASTE	LOC120447963|XP_039485588.1|DSAN
OG0004378	LOC118507234|XP_035901373.1|ASTE	LOC120444652|XP_039480421.1|DSAN
OG0004379	LOC118508153|XP_035903583.1|ASTE	LOC120445069|XP_039481129.1|DSAN
OG0004380	LOC118505918|XP_035898280.1|ASTE	LOC120458405|XP_039501968.1|DSAN
OG0004381	LOC118508196|XP_035903651.1|ASTE, LOC118504729|XP_035895474.1|ASTE	LOC120452003|XP_039491969.1|DSAN
OG0004382	LOC118507418|XP_035901777.1|ASTE	LOC120446868|XP_039484007.1|DSAN
OG0004383	LOC118507420|XP_035901779.1|ASTE	LOC120445371|XP_039481686.1|DSAN
OG0004384	LOC118507423|XP_035901786.1|ASTE	LOC120445377|XP_039481693.1|DSAN
OG0004385	LOC118517351|XP_035919244.1|ASTE, LOC118507429|XP_035901794.1|ASTE	LOC120446538|XP_039483488.1|DSAN
OG0004386	LOC118517208|XP_035919063.1|ASTE, LOC118507430|XP_035901795.1|ASTE	LOC120446293|XP_039483121.1|DSAN
OG0004387	LOC118503043|XP_035891769.1|ASTE	LOC120447730|XP_039485208.1|DSAN
OG0004388	LOC118506276|XP_035899083.1|ASTE	LOC120446614|XP_039483593.1|DSAN
OG0004389	LOC118506216|XP_035898930.1|ASTE	LOC120448241|XP_039486080.1|DSAN
OG0004390	LOC118508023|XP_035903305.1|ASTE	LOC120449045|XP_039487272.1|DSAN
OG0004391	LOC118505281|XP_035896745.1|ASTE	LOC120445483|XP_039481864.1|DSAN
OG0004392	LOC118508082|XP_035903438.1|ASTE	LOC120447484|XP_039484814.1|DSAN
OG0004393	LOC118504896|XP_035895850.1|ASTE	LOC120445652|XP_039482130.1|DSAN
OG0004394	LOC118517677|XP_035919969.1|ASTE	LOC120445818|XP_039482367.1|DSAN
OG0004395	LOC118517696|XP_035920012.1|ASTE	LOC120445439|XP_039481805.1|DSAN
OG0004396	LOC118517689|XP_035919993.1|ASTE	LOC120458732|XP_039502439.1|DSAN
OG0004397	LOC118517691|XP_035920003.1|ASTE	LOC120447151|XP_039484533.1|DSAN
OG0004398	LOC118517698|XP_035920015.1|ASTE	LOC120447157|XP_039484543.1|DSAN
OG0004399	LOC118506350|XP_035899232.1|ASTE	LOC120447201|XP_039484627.1|DSAN
OG0004400	LOC118506231|XP_035898970.1|ASTE, LOC118506233|XP_035898975.1|ASTE	LOC120454572|XP_039495905.1|DSAN
OG0004401	LOC118506232|XP_035898973.1|ASTE	LOC120446282|XP_039483102.1|DSAN
OG0004402	LOC118508394|XP_035904039.1|ASTE	LOC120444675|XP_039480469.1|DSAN
OG0004403	LOC118503312|XP_035892329.1|ASTE	LOC120446043|XP_039482750.1|DSAN
OG0004404	LOC118506213|XP_035898924.1|ASTE	LOC120458667|XP_039502338.1|DSAN
OG0004405	LOC118507243|XP_035901389.1|ASTE	LOC120449068|XP_039487300.1|DSAN
OG0004406	LOC118505992|XP_035898458.1|ASTE	LOC120447630|XP_039485063.1|DSAN
OG0004407	LOC118504726|XP_035895460.1|ASTE	LOC120448409|XP_039486343.1|DSAN
OG0004408	LOC118507332|XP_035901614.1|ASTE	LOC120448410|XP_039486340.1|DSAN, LOC120448411|XP_039486341.1|DSAN
OG0004409	LOC118512349|XP_035912536.1|ASTE	LOC120454828|XP_039496227.1|DSAN
OG0004410	LOC118504747|XP_035895529.1|ASTE	LOC120444334|XP_039479824.1|DSAN
OG0004411	LOC118512393|XP_035912663.1|ASTE	LOC120450590|XP_039489645.1|DSAN
OG0004412	LOC118512373|XP_035912616.1|ASTE	LOC120450589|XP_039489643.1|DSAN
OG0004413	LOC118512374|XP_035912618.1|ASTE	LOC120445618|XP_039482064.1|DSAN
OG0004414	LOC118512365|XP_035912583.1|ASTE	LOC120446400|XP_039483274.1|DSAN
OG0004415	LOC118504844|XP_035895745.1|ASTE	LOC120444918|XP_039480846.1|DSAN
OG0004416	LOC118507759|XP_035902669.1|ASTE	LOC120450870|XP_039490031.1|DSAN
OG0004417	LOC118503200|XP_035892078.1|ASTE	LOC120453071|XP_039493531.1|DSAN
OG0004418	LOC118506196|XP_035898885.1|ASTE	LOC120445590|XP_039482016.1|DSAN
OG0004419	LOC118506209|XP_035898910.1|ASTE, LOC118506270|XP_035899065.1|ASTE	LOC120449609|XP_039488134.1|DSAN
OG0004420	LOC118504158|XP_035894184.1|ASTE	LOC120446519|XP_039483464.1|DSAN
OG0004421	LOC118504171|XP_035894207.1|ASTE	LOC120449519|XP_039487962.1|DSAN
OG0004422	LOC118517666|XP_035919938.1|ASTE	LOC120449153|XP_039487423.1|DSAN
OG0004423	LOC118505989|XP_035898448.1|ASTE	LOC120446912|XP_039484082.1|DSAN
OG0004424	LOC118503230|XP_035892122.1|ASTE, LOC118516557|XP_035918398.1|ASTE	LOC120444743|XP_039480602.1|DSAN
OG0004425	LOC118516559|XP_035918410.1|ASTE, LOC118503236|XP_035892138.1|ASTE	LOC120447953|XP_039485574.1|DSAN
OG0004426	LOC118503239|XP_035892141.1|ASTE	LOC120450445|XP_039489393.1|DSAN
OG0004427	LOC118503166|XP_035892023.1|ASTE	LOC120448058|XP_039485742.1|DSAN
OG0004428	LOC118503172|XP_035892036.1|ASTE	LOC120453904|XP_039494765.1|DSAN
OG0004429	LOC118517294|XP_035919173.1|ASTE, LOC118506280|XP_035899090.1|ASTE	LOC120450538|XP_039489571.1|DSAN
OG0004430	LOC118503695|XP_035893138.1|ASTE	LOC120447994|XP_039485625.1|DSAN
OG0004431	LOC118506204|XP_035898905.1|ASTE	LOC120451235|XP_039490663.1|DSAN
OG0004432	LOC118506202|XP_035898903.1|ASTE	LOC120451234|XP_039490662.1|DSAN
OG0004433	LOC118505880|XP_035898210.1|ASTE	LOC120448660|XP_039486729.1|DSAN
OG0004434	LOC118502742|XP_035891200.1|ASTE	LOC120447154|XP_039484540.1|DSAN
OG0004435	LOC118507377|XP_035901715.1|ASTE	LOC120444484|XP_039480098.1|DSAN
OG0004436	LOC118504221|XP_035894321.1|ASTE	LOC120444428|XP_039480001.1|DSAN
OG0004437	LOC118516473|XP_035918284.1|ASTE, LOC118505886|XP_035898224.1|ASTE	LOC120446647|XP_039483652.1|DSAN
OG0004438	LOC118503075|XP_035891845.1|ASTE	LOC120445374|XP_039481690.1|DSAN
OG0004439	LOC118503074|XP_035891844.1|ASTE	LOC120444343|XP_039479850.1|DSAN
OG0004440	LOC118503071|XP_035891838.1|ASTE	LOC120446040|XP_039482737.1|DSAN
OG0004441	LOC118503906|XP_035893591.1|ASTE	LOC120458483|XP_039502078.1|DSAN
OG0004442	LOC118503880|XP_035893526.1|ASTE	LOC120445109|XP_039481187.1|DSAN
OG0004443	LOC118507204|XP_035901180.1|ASTE	LOC120449146|XP_039487415.1|DSAN
OG0004444	LOC118506122|XP_035898741.1|ASTE	LOC120446858|XP_039483991.1|DSAN
OG0004445	LOC118506108|XP_035898687.1|ASTE	LOC120444527|XP_039480208.1|DSAN
OG0004446	LOC118506107|XP_035898686.1|ASTE	LOC120453824|XP_039494643.1|DSAN
OG0004447	LOC118504160|XP_035894186.1|ASTE	LOC120451663|XP_039491472.1|DSAN
OG0004448	LOC118516524|XP_035918352.1|ASTE, LOC118506085|XP_035898657.1|ASTE	LOC120446486|XP_039483425.1|DSAN
OG0004449	LOC118503493|XP_035892707.1|ASTE	LOC120450254|XP_039489075.1|DSAN
OG0004450	LOC118503046|XP_035891773.1|ASTE	LOC120446807|XP_039483903.1|DSAN
OG0004451	LOC118504205|XP_035894283.1|ASTE	LOC120445931|XP_039482526.1|DSAN
OG0004452	LOC118504206|XP_035894288.1|ASTE	LOC120446533|XP_039483480.1|DSAN
OG0004453	LOC118504209|XP_035894290.1|ASTE	LOC120447001|XP_039484239.1|DSAN
OG0004454	LOC118505896|XP_035898244.1|ASTE	LOC120451202|XP_039490588.1|DSAN
OG0004455	LOC118503495|XP_035892713.1|ASTE	LOC120448851|XP_039486992.1|DSAN
OG0004456	LOC118503496|XP_035892714.1|ASTE	LOC120456285|XP_039498960.1|DSAN
OG0004457	LOC118503497|XP_035892715.1|ASTE	LOC120448627|XP_039486678.1|DSAN
OG0004458	LOC118503076|XP_035891846.1|ASTE	LOC120449300|XP_039487625.1|DSAN
OG0004459	LOC118503079|XP_035891851.1|ASTE	LOC120450212|XP_039489017.1|DSAN
OG0004460	LOC118508046|XP_035903391.1|ASTE	LOC120450256|XP_039489080.1|DSAN
OG0004461	LOC118503336|XP_035892393.1|ASTE	LOC120449017|XP_039487228.1|DSAN
OG0004462	LOC118503343|XP_035892405.1|ASTE	LOC120449443|XP_039487850.1|DSAN
OG0004463	LOC118503350|XP_035892423.1|ASTE	LOC120448733|XP_039486842.1|DSAN
OG0004464	LOC118503335|XP_035892392.1|ASTE	LOC120450177|XP_039488969.1|DSAN
OG0004465	LOC118503854|XP_035893461.1|ASTE	LOC120448344|XP_039486240.1|DSAN
OG0004466	LOC118503847|XP_035893449.1|ASTE	LOC120449759|XP_039488329.1|DSAN
