Orthogroup	ASTE.longest_only	DSIM.longest_only
OG0003760	LOC118513151|XP_035914485.1|ASTE	LOC6734965|XP_016028264.1|DSIM
OG0003761	LOC118513153|XP_035914493.1|ASTE	LOC6737291|XP_002084131.1|DSIM
OG0003762	LOC118513156|XP_035914495.1|ASTE	LOC6737293|XP_016031006.1|DSIM
OG0003763	LOC118513165|XP_035914505.1|ASTE	LOC6736973|XP_039149124.1|DSIM
OG0003764	LOC118513181|XP_035914534.1|ASTE	LOC6736968|XP_016030608.1|DSIM
OG0003765	LOC118513179|XP_035914533.1|ASTE	LOC6732253|XP_002079382.1|DSIM
OG0003766	LOC118513172|XP_035914517.1|ASTE	LOC6725138|XP_016038109.1|DSIM
OG0003767	LOC118513190|XP_035914571.1|ASTE	LOC6734637|XP_002081645.1|DSIM
OG0003768	LOC118511408|XP_035910358.1|ASTE	LOC6739381|XP_016027018.1|DSIM
OG0003769	LOC118511406|XP_035910353.1|ASTE	LOC6733979|XP_002081023.1|DSIM
OG0003770	LOC118511404|XP_035910330.1|ASTE	LOC6724744|XP_016037435.1|DSIM
OG0003771	LOC118511417|XP_035910385.1|ASTE	LOC6737248|XP_016030960.1|DSIM
OG0003772	LOC118510382|XP_035908021.1|ASTE	LOC6737386|XP_002084224.1|DSIM
OG0003773	LOC118510354|XP_035907948.1|ASTE	LOC6733793|XP_016026753.1|DSIM
OG0003774	LOC118512915|XP_035913951.1|ASTE	LOC6733787|XP_016026740.1|DSIM
OG0003775	LOC118511181|XP_035909826.1|ASTE	LOC6740245|XP_039152754.1|DSIM
OG0003776	LOC118512003|XP_035911649.1|ASTE	LOC6733288|XP_016026193.1|DSIM
OG0003777	LOC118511982|XP_035911614.1|ASTE	LOC6733484|XP_002080541.1|DSIM
OG0003778	LOC118511985|XP_035911618.1|ASTE	LOC6733997|XP_039148869.1|DSIM
OG0003779	LOC118509704|XP_035906675.1|ASTE	LOC6735406|XP_016028720.1|DSIM
OG0003780	LOC118511955|XP_035911566.1|ASTE	LOC6734899|XP_002081896.1|DSIM
OG0003781	LOC118511969|XP_035911598.1|ASTE	LOC6740338|XP_039152157.1|DSIM
OG0003782	LOC118509625|XP_035906377.1|ASTE	LOC27209123|XP_016037695.1|DSIM
OG0003783	LOC118512889|XP_035913885.1|ASTE	LOC6729876|XP_002105179.2|DSIM
OG0003784	LOC118511975|XP_035911604.1|ASTE	LOC6733659|XP_039148249.1|DSIM
OG0003785	LOC118511956|XP_035911567.1|ASTE	LOC27207467|XP_016026010.1|DSIM
OG0003786	LOC118511948|XP_035911550.1|ASTE	LOC6735064|XP_016028354.1|DSIM
OG0003787	LOC118511987|XP_035911620.1|ASTE	LOC6739466|XP_016028352.1|DSIM
OG0003788	LOC118512243|XP_035912280.1|ASTE	LOC6735984|XP_002082893.1|DSIM
OG0003789	LOC118512237|XP_035912265.1|ASTE	LOC6733417|XP_039148091.1|DSIM
OG0003790	LOC118512234|XP_035912260.1|ASTE	LOC6737108|XP_002083955.1|DSIM
OG0003791	LOC118503298|XP_035892301.1|ASTE	LOC6726968|XP_016033461.1|DSIM
OG0003792	LOC118508552|XP_035904336.1|ASTE	LOC6734970|XP_016028269.1|DSIM
OG0003793	LOC118517341|XP_035919218.1|ASTE, LOC118511193|XP_035909858.1|ASTE	LOC6736148|XP_016029534.1|DSIM
OG0003794	LOC118509619|XP_035906352.1|ASTE	LOC6735710|XP_016029083.1|DSIM
OG0003795	LOC118509678|XP_035906606.1|ASTE	LOC27207737|XP_016031895.2|DSIM
OG0003796	LOC118512890|XP_035913886.1|ASTE	LOC6730089|XP_002105382.1|DSIM
OG0003797	LOC118510965|XP_035909344.1|ASTE	LOC6732323|XP_016024986.1|DSIM
OG0003798	LOC118510964|XP_035909325.1|ASTE	LOC6733720|XP_016026691.1|DSIM
OG0003799	LOC118510960|XP_035909320.1|ASTE	LOC27206600|XP_016029112.2|DSIM
OG0003800	LOC118511031|XP_035909503.1|ASTE	LOC6732328|XP_002079456.1|DSIM
OG0003801	LOC118511038|XP_035909524.1|ASTE	LOC6732891|XP_016025611.1|DSIM
OG0003802	LOC118510085|XP_035907387.1|ASTE	LOC6732899|XP_002080004.2|DSIM
OG0003803	LOC118513404|XP_035914991.1|ASTE	LOC6730087|XP_016036852.1|DSIM
OG0003804	LOC118513385|XP_035914942.1|ASTE	LOC6732346|XP_016024998.1|DSIM
OG0003805	LOC118513382|XP_035914938.1|ASTE	LOC6730406|XP_002077587.3|DSIM
OG0003806	LOC118513384|XP_035914941.1|ASTE	LOC6733155|XP_016026030.1|DSIM
OG0003807	LOC118513376|XP_035914914.1|ASTE	LOC6731142|XP_016023692.1|DSIM
OG0003808	LOC118512701|XP_035913416.1|ASTE	LOC27206216|XP_016032338.2|DSIM
OG0003809	LOC118512711|XP_035913436.1|ASTE	LOC6732733|XP_016025465.1|DSIM
OG0003810	LOC118512720|XP_035913454.1|ASTE	LOC6736088|XP_016029484.1|DSIM
OG0003811	LOC118509637|XP_035906436.1|ASTE	LOC6735259|XP_016028607.1|DSIM
OG0003812	LOC118509854|XP_035906950.1|ASTE	LOC6730420|XP_039147089.1|DSIM
OG0003813	LOC118511803|XP_035911229.1|ASTE	LOC6731693|XP_002078829.1|DSIM
OG0003814	LOC118513299|XP_035914775.1|ASTE	LOC6732096|XP_016024768.1|DSIM
OG0003815	LOC118513306|XP_035914781.1|ASTE	LOC27206460|XP_016033859.1|DSIM
OG0003816	LOC118510567|XP_035908448.1|ASTE	LOC6732825|XP_016025547.1|DSIM
OG0003817	LOC118508929|XP_035904729.1|ASTE	LOC6731635|XP_002078775.1|DSIM
OG0003818	LOC118511105|XP_035909721.1|ASTE	LOC6732726|XP_016025458.1|DSIM
OG0003819	LOC118511125|XP_035909750.1|ASTE	LOC6730926|XP_016023375.1|DSIM
OG0003820	LOC118513529|XP_035915294.1|ASTE	LOC6728842|XP_002104176.1|DSIM
OG0003821	LOC118513589|XP_035915462.1|ASTE	LOC6734482|XP_002081501.1|DSIM
OG0003822	LOC118510619|XP_035908539.1|ASTE	LOC6731210|XP_002078369.2|DSIM
OG0003823	LOC118513229|XP_035914656.1|ASTE	LOC6730615|XP_016023053.1|DSIM
OG0003824	LOC118513536|XP_035915300.1|ASTE	LOC6732837|XP_002079950.1|DSIM
OG0003825	LOC118513528|XP_035915293.1|ASTE	LOC6731533|XP_002078680.1|DSIM
OG0003826	LOC118509164|XP_035905312.1|ASTE	LOC27208514|XP_016023588.1|DSIM
OG0003827	LOC118511112|XP_035909730.1|ASTE	LOC6731631|XP_002078771.1|DSIM
OG0003828	LOC118511095|XP_035909692.1|ASTE	LOC6731634|XP_016024314.1|DSIM
OG0003829	LOC118511078|XP_035909641.1|ASTE	LOC6739237|XP_039154423.1|DSIM
OG0003830	LOC118513541|XP_035915307.1|ASTE	LOC6733064|XP_002080141.1|DSIM
OG0003831	LOC118513950|XP_035916235.1|ASTE	LOC6729037|XP_002104358.1|DSIM
OG0003832	LOC118513929|XP_035916191.1|ASTE	LOC6731268|XP_016023829.1|DSIM
OG0003833	LOC118513960|XP_035916252.1|ASTE	LOC6731270|XP_016023832.1|DSIM
OG0003834	LOC118513986|XP_035916309.1|ASTE	LOC6731283|XP_016023848.1|DSIM
OG0003835	LOC118511274|XP_035910055.1|ASTE	LOC6732445|XP_016025088.1|DSIM
OG0003836	LOC118513569|XP_035915400.1|ASTE	LOC6732756|XP_002079869.2|DSIM
OG0003837	LOC118513562|XP_035915383.1|ASTE	LOC6732754|XP_002079867.2|DSIM
OG0003838	LOC118513544|XP_035915319.1|ASTE	LOC6730884|XP_016023309.1|DSIM
OG0003839	LOC118511047|XP_035909538.1|ASTE	LOC6732207|XP_002079336.1|DSIM
OG0003840	LOC118513391|XP_035914964.1|ASTE	LOC6733468|XP_002080525.1|DSIM
OG0003841	LOC118504141|XP_035894132.1|ASTE	LOC6730721|XP_016023152.1|DSIM
OG0003842	LOC118513850|XP_035916028.1|ASTE	LOC6731924|XP_016024595.1|DSIM
OG0003843	LOC118513668|XP_035915662.1|ASTE	LOC6732274|XP_039153672.1|DSIM
OG0003844	LOC118512211|XP_035912217.1|ASTE	LOC6732205|XP_016024883.1|DSIM
OG0003845	LOC118513215|XP_035914622.1|ASTE	LOC6732396|XP_039151659.1|DSIM
OG0003846	LOC118509331|XP_035905688.1|ASTE	LOC6731653|XP_016024334.1|DSIM
OG0003847	LOC118514278|XP_035916912.1|ASTE	LOC27207473|XP_016024271.1|DSIM
OG0003848	LOC118512641|XP_035913239.1|ASTE	LOC6739737|XP_002076630.2|DSIM
OG0003849	LOC118513616|XP_035915565.1|ASTE	LOC6733872|XP_002080916.1|DSIM
OG0003850	LOC118514711|XP_035917680.1|ASTE	LOC6732293|XP_016024955.1|DSIM
OG0003851	LOC118513998|XP_035916326.1|ASTE	LOC6735410|XP_016028725.1|DSIM
OG0003852	LOC118513882|XP_035916083.1|ASTE	LOC6730670|XP_039154430.1|DSIM
OG0003853	LOC118511080|XP_035909646.1|ASTE	LOC6734687|XP_016027883.1|DSIM
OG0003854	LOC118511099|XP_035909708.1|ASTE	LOC6732554|XP_016025205.1|DSIM
OG0003855	LOC118511097|XP_035909699.1|ASTE	LOC6732553|XP_002079672.3|DSIM
OG0003856	LOC118511124|XP_035909748.1|ASTE	LOC6731939|XP_002079074.1|DSIM
OG0003857	LOC118511056|XP_035909550.1|ASTE	LOC6732493|XP_002079613.1|DSIM
OG0003858	LOC118503887|XP_035893538.1|ASTE	LOC27208298|XP_039153828.1|DSIM
OG0003859	LOC118513419|XP_035915024.1|ASTE	LOC6732727|XP_016025459.1|DSIM
OG0003860	LOC118513415|XP_035915018.1|ASTE	LOC6734989|XP_002081971.2|DSIM
OG0003861	LOC118511727|XP_035911065.1|ASTE	LOC6730756|XP_002077924.1|DSIM
OG0003862	LOC118511601|XP_035910775.1|ASTE	LOC6731173|XP_016023720.1|DSIM
OG0003863	LOC118511597|XP_035910754.1|ASTE	LOC6731609|XP_039151129.1|DSIM
OG0003864	LOC118511596|XP_035910752.1|ASTE	LOC6731608|XP_002078749.1|DSIM
OG0003865	LOC118511594|XP_035910748.1|ASTE	LOC6729673|XP_002104979.2|DSIM
OG0003867	LOC118511591|XP_035910744.1|ASTE	LOC27207535|XP_016025867.1|DSIM
OG0003868	LOC118511651|XP_035910879.1|ASTE	LOC6731789|XP_016024479.2|DSIM
OG0003869	LOC118511232|XP_035909962.1|ASTE	LOC6730858|XP_002078022.2|DSIM
OG0003870	LOC118510105|XP_035907453.1|ASTE	LOC6732682|XP_016025407.1|DSIM
OG0003871	LOC118514607|XP_035917496.1|ASTE	LOC6732074|XP_002079206.1|DSIM
OG0003872	LOC118513421|XP_035915027.1|ASTE	LOC6734934|XP_002081931.1|DSIM
OG0003873	LOC118513427|XP_035915043.1|ASTE	LOC6733045|XP_002080123.1|DSIM
OG0003874	LOC118513426|XP_035915040.1|ASTE	LOC6733066|XP_016025769.1|DSIM
OG0003875	LOC118513430|XP_035915050.1|ASTE	LOC6731745|XP_016024418.1|DSIM
OG0003876	LOC118509271|XP_035905518.1|ASTE	LOC6730591|XP_016023035.1|DSIM
OG0003877	LOC118509068|XP_035905083.1|ASTE	LOC6732456|XP_002079576.1|DSIM
OG0003878	LOC118509074|XP_035905096.1|ASTE	LOC6732728|XP_039147215.1|DSIM
OG0003879	LOC118509078|XP_035905104.1|ASTE	LOC27209130|XP_016029640.2|DSIM
OG0003880	LOC118509086|XP_035905111.1|ASTE	LOC27206237|XP_016031379.1|DSIM
OG0003881	LOC118508992|XP_035904883.1|ASTE	LOC6736098|XP_002082999.1|DSIM
OG0003882	LOC118508986|XP_035904871.1|ASTE	LOC27207977|XP_016026042.1|DSIM
OG0003883	LOC118513450|XP_035915093.1|ASTE	LOC6739896|XP_016038500.1|DSIM
OG0003884	LOC118509843|XP_035906929.1|ASTE	LOC6732250|XP_016024928.1|DSIM
OG0003885	LOC118511761|XP_035911124.1|ASTE	LOC6731230|XP_002078389.1|DSIM
OG0003886	LOC118511759|XP_035911121.1|ASTE	LOC6731229|XP_002078388.2|DSIM
OG0003887	LOC118509280|XP_035905550.1|ASTE	LOC6730722|XP_002077890.3|DSIM
OG0003888	LOC118514107|XP_035916575.1|ASTE	LOC6729132|XP_016035777.1|DSIM
OG0003889	LOC118512466|XP_035912835.1|ASTE	LOC6730544|XP_016022996.1|DSIM
OG0003890	LOC118513505|XP_035915247.1|ASTE	LOC6736639|XP_002083495.1|DSIM
OG0003891	LOC118513504|XP_035915246.1|ASTE	LOC6732259|XP_002079388.2|DSIM
OG0003892	LOC118509849|XP_035906943.1|ASTE, LOC118515318|XP_035917898.1|ASTE	LOC6736405|XP_002083277.1|DSIM
OG0003893	LOC118512026|XP_035911705.1|ASTE	LOC6732814|XP_016025540.1|DSIM
OG0003894	LOC118513228|XP_035914655.1|ASTE	LOC6731829|XP_002078964.1|DSIM
OG0003895	LOC118509230|XP_035905432.1|ASTE	LOC6735467|XP_002082406.1|DSIM
OG0003896	LOC118510122|XP_035907481.1|ASTE	LOC6735464|XP_016028769.1|DSIM
OG0003897	LOC118510127|XP_035907492.1|ASTE	LOC6734901|XP_002081898.1|DSIM
OG0003898	LOC118511617|XP_035910800.1|ASTE	LOC6732783|XP_002079896.2|DSIM
OG0003899	LOC118509146|XP_035905251.1|ASTE	LOC6730462|XP_002077643.2|DSIM
OG0003900	LOC118513726|XP_035915761.1|ASTE	LOC6730523|XP_016022977.1|DSIM
OG0003901	LOC118513725|XP_035915760.1|ASTE	LOC6732492|XP_002079612.1|DSIM
OG0003902	LOC118513721|XP_035915755.1|ASTE	LOC6731315|XP_016023887.1|DSIM
OG0003903	LOC118513723|XP_035915758.1|ASTE	LOC6732158|XP_002079290.2|DSIM
OG0003904	LOC118513722|XP_035915757.1|ASTE	LOC6732159|XP_002079291.2|DSIM
OG0003905	LOC118513717|XP_035915752.1|ASTE	LOC6729470|XP_016036142.1|DSIM
OG0003907	LOC118510996|XP_035909403.1|ASTE	LOC6730505|XP_002077686.1|DSIM
OG0003908	LOC118511002|XP_035909410.1|ASTE	LOC6730506|XP_002077687.1|DSIM
OG0003909	LOC118511020|XP_035909466.1|ASTE	LOC6733941|XP_016026996.1|DSIM
OG0003910	LOC118511021|XP_035909485.1|ASTE	LOC6727114|XP_002102507.1|DSIM
OG0003911	LOC118516609|XP_035918477.1|ASTE, LOC118509049|XP_035905027.1|ASTE	LOC27207317|XP_016023479.1|DSIM
OG0003912	LOC118509057|XP_035905062.1|ASTE	LOC6732444|XP_002079565.2|DSIM
OG0003913	LOC118514571|XP_035917463.1|ASTE	LOC6732244|XP_016024925.1|DSIM
OG0003914	LOC118514558|XP_035917441.1|ASTE	LOC6731952|XP_002079087.2|DSIM
OG0003915	LOC118514587|XP_035917482.1|ASTE	LOC27208350|XP_039153951.1|DSIM
OG0003916	LOC118514580|XP_035917475.1|ASTE	LOC6732500|XP_002079620.1|DSIM
OG0003917	LOC118512505|XP_035912910.1|ASTE	LOC6731080|XP_002078238.1|DSIM
OG0003918	LOC118512525|XP_035912962.1|ASTE	LOC6732035|XP_002079167.1|DSIM
OG0003919	LOC118514555|XP_035917438.1|ASTE	LOC6730829|XP_002077996.1|DSIM
OG0003920	LOC118514557|XP_035917440.1|ASTE	LOC6735725|XP_002082638.1|DSIM
OG0003921	LOC118509138|XP_035905232.1|ASTE	LOC6732982|XP_039151609.1|DSIM
OG0003922	LOC118509141|XP_035905238.1|ASTE	LOC6731941|XP_002079076.1|DSIM
OG0003923	LOC118512549|XP_035913027.1|ASTE	LOC6724701|XP_002105747.1|DSIM
OG0003924	LOC118512551|XP_035913030.1|ASTE	LOC6734289|XP_016027354.1|DSIM
OG0003925	LOC118512557|XP_035913036.1|ASTE	LOC6731040|XP_016023534.1|DSIM
OG0003926	LOC118512564|XP_035913048.1|ASTE	LOC6738944|XP_016023547.1|DSIM
OG0003927	LOC118513871|XP_035916068.1|ASTE, LOC118517089|XP_035918835.1|ASTE	LOC6730668|XP_002077838.1|DSIM
OG0003928	LOC118513781|XP_035915858.1|ASTE	LOC6731534|XP_002078681.1|DSIM
OG0003929	LOC118513767|XP_035915836.1|ASTE	LOC6731947|XP_002079082.1|DSIM
OG0003930	LOC118511770|XP_035911151.1|ASTE	LOC27206679|XP_016023861.1|DSIM
OG0003931	LOC118511768|XP_035911137.1|ASTE	LOC6731252|XP_016023790.1|DSIM
OG0003932	LOC118508974|XP_035904845.1|ASTE	LOC6733631|XP_039148516.1|DSIM
OG0003933	LOC118513746|XP_035915795.1|ASTE	LOC6731003|XP_016023466.1|DSIM
OG0003934	LOC118513750|XP_035915803.1|ASTE	LOC6731554|XP_002078695.1|DSIM
OG0003935	LOC118513758|XP_035915825.1|ASTE	LOC6734688|XP_016027886.1|DSIM
OG0003936	LOC118513757|XP_035915823.1|ASTE	LOC6734689|XP_002081696.1|DSIM
OG0003937	LOC118513769|XP_035915838.1|ASTE	LOC6733456|XP_016026403.1|DSIM
OG0003938	LOC118514676|XP_035917614.1|ASTE	LOC6731035|XP_039148279.1|DSIM
OG0003939	LOC118514677|XP_035917617.1|ASTE	LOC6731056|XP_002078215.1|DSIM
OG0003940	LOC118514680|XP_035917621.1|ASTE	LOC6731029|XP_002078190.2|DSIM
OG0003941	LOC118514684|XP_035917623.1|ASTE	LOC6731032|XP_002078193.1|DSIM
OG0003942	LOC118514697|XP_035917645.1|ASTE	LOC6731409|XP_002078561.1|DSIM
OG0003943	LOC118514152|XP_035916658.1|ASTE	LOC27206521|XP_016023531.1|DSIM
OG0003944	LOC118513354|XP_035914879.1|ASTE	LOC6732088|XP_002079220.1|DSIM
OG0003945	LOC118508472|XP_035904177.1|ASTE	LOC6739498|XP_002076395.1|DSIM
OG0003946	LOC118513834|XP_035915991.1|ASTE	LOC6732800|XP_002079913.1|DSIM
OG0003947	LOC118512443|XP_035912799.1|ASTE	LOC6732788|XP_002079901.2|DSIM
OG0003948	LOC118512586|XP_035913116.1|ASTE	LOC6732621|XP_002079740.1|DSIM
OG0003949	LOC118510631|XP_035908563.1|ASTE	LOC6732623|XP_039154511.1|DSIM
OG0003950	LOC118510643|XP_035908630.1|ASTE	LOC6731155|XP_016023707.1|DSIM
OG0003951	LOC118510646|XP_035908643.1|ASTE	LOC6731150|XP_002078308.2|DSIM
OG0003952	LOC118512662|XP_035913304.1|ASTE	LOC6731969|XP_002079103.1|DSIM
OG0003953	LOC118511569|XP_035910706.1|ASTE	LOC6731278|XP_016023841.1|DSIM
OG0003954	LOC118514466|XP_035917281.1|ASTE	LOC6736757|XP_016030379.1|DSIM
OG0003955	LOC118510010|XP_035907289.1|ASTE	LOC6731814|XP_016024503.1|DSIM
OG0003956	LOC118514659|XP_035917585.1|ASTE	LOC6732680|XP_016025401.1|DSIM
OG0003957	LOC118514667|XP_035917601.1|ASTE	LOC6737252|XP_016030964.1|DSIM
OG0003958	LOC118514671|XP_035917607.1|ASTE	LOC6726126|XP_016039626.1|DSIM
OG0003959	LOC118511782|XP_035911185.1|ASTE	LOC6735450|XP_016028753.1|DSIM
OG0003960	LOC118509304|XP_035905646.1|ASTE	LOC6733227|XP_039152613.1|DSIM
OG0003961	LOC118514548|XP_035917432.1|ASTE	LOC6731399|XP_039151770.1|DSIM
OG0003962	LOC118512473|XP_035912854.1|ASTE	LOC6731044|XP_016023550.1|DSIM
OG0003963	LOC118514634|XP_035917538.1|ASTE	LOC6732768|XP_002079881.2|DSIM
OG0003964	LOC118514641|XP_035917557.1|ASTE	LOC6730864|XP_016023290.1|DSIM
OG0003965	LOC118514652|XP_035917575.1|ASTE	LOC6731436|XP_016024062.1|DSIM
OG0003966	LOC118511797|XP_035911220.1|ASTE	LOC6739531|XP_016025910.1|DSIM, LOC120284354|XP_039147402.1|DSIM
OG0003967	LOC118513597|XP_035915492.1|ASTE	LOC6735571|XP_016028920.1|DSIM
OG0003968	LOC118513595|XP_035915485.1|ASTE	LOC6735568|XP_016028909.1|DSIM
OG0003969	LOC118512533|XP_035912978.1|ASTE	LOC6739261|XP_016028173.1|DSIM
OG0003970	LOC118513282|XP_035914742.1|ASTE	LOC6730459|XP_016022916.2|DSIM
OG0003971	LOC118512593|XP_035913130.1|ASTE	LOC6731772|XP_016024467.1|DSIM
OG0003972	LOC118512596|XP_035913142.1|ASTE	LOC6738108|XP_016031942.1|DSIM
OG0003973	LOC118512600|XP_035913149.1|ASTE	LOC6736145|XP_002083045.1|DSIM
OG0003974	LOC118513698|XP_035915715.1|ASTE	LOC6734080|XP_002081115.1|DSIM
OG0003975	LOC118513705|XP_035915727.1|ASTE	LOC6731576|XP_016024239.1|DSIM
OG0003976	LOC118513369|XP_035914893.1|ASTE	LOC6732831|XP_002079944.1|DSIM
OG0003977	LOC118513370|XP_035914894.1|ASTE	LOC6732199|XP_002079328.1|DSIM
OG0003978	LOC118512631|XP_035913219.1|ASTE	LOC6738657|XP_002085459.1|DSIM
OG0003979	LOC118512618|XP_035913192.1|ASTE	LOC6731844|XP_002078979.1|DSIM
OG0003980	LOC118512615|XP_035913187.1|ASTE	LOC6727995|XP_002103347.2|DSIM
OG0003981	LOC118510865|XP_035909104.1|ASTE	LOC6732093|XP_002079225.1|DSIM
OG0003982	LOC118510046|XP_035907328.1|ASTE	LOC6732816|XP_016025541.1|DSIM
OG0003984	LOC118512594|XP_035913140.1|ASTE	LOC6732760|XP_016025483.1|DSIM
OG0003985	LOC118513318|XP_035914812.1|ASTE	LOC6732764|XP_016025484.1|DSIM
OG0003986	LOC118508830|XP_035904469.1|ASTE	LOC6731339|XP_002078495.2|DSIM
OG0003987	LOC118513221|XP_035914637.1|ASTE	LOC6731341|XP_016023934.1|DSIM
OG0003988	LOC118513341|XP_035914858.1|ASTE	LOC6731046|XP_039147495.1|DSIM
OG0003989	LOC118509296|XP_035905622.1|ASTE	LOC6732064|XP_002079196.1|DSIM
OG0003990	LOC118509289|XP_035905590.1|ASTE	LOC6732389|XP_002079510.1|DSIM
OG0003991	LOC118509285|XP_035905556.1|ASTE	LOC6730978|XP_016023443.1|DSIM
OG0003992	LOC118509172|XP_035905325.1|ASTE	LOC6730975|XP_002078136.1|DSIM
OG0003993	LOC118509173|XP_035905326.1|ASTE	LOC6730961|XP_039149579.1|DSIM
OG0003994	LOC118509187|XP_035905348.1|ASTE, LOC118517262|XP_035919129.1|ASTE	LOC6729993|XP_002105287.1|DSIM
OG0003995	LOC118509956|XP_035907215.1|ASTE	LOC6734288|XP_039147482.1|DSIM
OG0003996	LOC118508821|XP_035904458.1|ASTE	LOC6733624|XP_002080678.1|DSIM
OG0003997	LOC118513628|XP_035915584.1|ASTE	LOC6731344|XP_016023935.1|DSIM
OG0003998	LOC118510877|XP_035909134.1|ASTE	LOC27209337|XP_039148229.1|DSIM
OG0003999	LOC118510876|XP_035909133.1|ASTE	LOC6739549|XP_002076446.1|DSIM
OG0004000	LOC118517115|XP_035918872.1|ASTE, LOC118513791|XP_035915870.1|ASTE	LOC27207325|XP_039153950.1|DSIM
OG0004001	LOC118513804|XP_035915900.1|ASTE	LOC6735998|XP_016029373.1|DSIM
OG0004002	LOC118513827|XP_035915959.1|ASTE	LOC6732901|XP_002080006.1|DSIM
OG0004003	LOC118517105|XP_035918856.1|ASTE, LOC118513809|XP_035915912.1|ASTE	LOC6731959|XP_016024627.1|DSIM
OG0004004	LOC118510870|XP_035909119.1|ASTE	LOC6731452|XP_016024106.1|DSIM
OG0004005	LOC118510871|XP_035909120.1|ASTE	LOC6731087|XP_016023614.1|DSIM
OG0004006	LOC118514289|XP_035916931.1|ASTE	LOC6732977|XP_002080056.1|DSIM
OG0004007	LOC118514303|XP_035916976.1|ASTE	LOC6730857|XP_002078021.1|DSIM
OG0004008	LOC118513467|XP_035915136.1|ASTE	LOC6730424|XP_039147100.1|DSIM
OG0004009	LOC118512975|XP_035914100.1|ASTE	LOC6730705|XP_002077875.2|DSIM
OG0004010	LOC118514522|XP_035917385.1|ASTE	LOC6732273|XP_039153679.1|DSIM
OG0004011	LOC118511696|XP_035910997.1|ASTE	LOC6732234|XP_016024911.1|DSIM
OG0004012	LOC118511699|XP_035911001.1|ASTE	LOC6729122|XP_016035770.1|DSIM
OG0004013	LOC118512484|XP_035912872.1|ASTE	LOC6732296|XP_039154307.1|DSIM
OG0004014	LOC118512477|XP_035912859.1|ASTE	LOC6738109|XP_039149775.1|DSIM
OG0004015	LOC118512465|XP_035912828.1|ASTE	LOC6732161|XP_016024843.1|DSIM
OG0004016	LOC118509274|XP_035905521.1|ASTE	LOC6731788|XP_002078923.1|DSIM
OG0004017	LOC118513621|XP_035915570.1|ASTE	LOC6730955|XP_002078118.1|DSIM
OG0004018	LOC118517149|XP_035918902.1|ASTE, LOC118514458|XP_035917268.1|ASTE	LOC6733322|XP_002080381.1|DSIM
OG0004019	LOC118513205|XP_035914597.1|ASTE	LOC6732991|XP_002080070.1|DSIM
OG0004020	LOC118509950|XP_035907174.1|ASTE	LOC27206524|XP_016023238.1|DSIM
OG0004021	LOC118511810|XP_035911243.1|ASTE	LOC6739182|XP_016023230.1|DSIM
OG0004022	LOC118514098|XP_035916531.1|ASTE	LOC6732498|XP_002079618.1|DSIM
OG0004023	LOC118514054|XP_035916440.1|ASTE	LOC6735284|XP_016028648.1|DSIM
OG0004024	LOC118512622|XP_035913195.1|ASTE	LOC6739242|XP_016025185.1|DSIM
OG0004025	LOC118510835|XP_035909054.1|ASTE	LOC6731681|XP_016024371.1|DSIM
OG0004026	LOC118510831|XP_035909043.1|ASTE	LOC6730656|XP_016023094.1|DSIM
OG0004028	LOC118510800|XP_035909005.1|ASTE	LOC6731115|XP_002078272.1|DSIM
OG0004029	LOC118510786|XP_035908976.1|ASTE	LOC6731523|XP_016024200.1|DSIM
OG0004030	LOC118510773|XP_035908933.1|ASTE	LOC6735975|XP_002082884.1|DSIM
OG0004031	LOC118510759|XP_035908896.1|ASTE	LOC6732067|XP_016024741.1|DSIM
OG0004032	LOC118510753|XP_035908891.1|ASTE	LOC6739551|XP_016025895.1|DSIM
OG0004033	LOC118510742|XP_035908866.1|ASTE	LOC6731706|XP_016024386.1|DSIM
OG0004034	LOC118514072|XP_035916491.1|ASTE	LOC6732724|XP_016025455.1|DSIM
OG0004035	LOC118514048|XP_035916432.1|ASTE	LOC6731036|XP_016023526.1|DSIM
OG0004036	LOC118514045|XP_035916424.1|ASTE	LOC6730771|XP_016023179.1|DSIM
OG0004037	LOC118514119|XP_035916591.1|ASTE	LOC6732142|XP_016024823.1|DSIM
OG0004038	LOC118514085|XP_035916511.1|ASTE	LOC27206531|XP_016022967.1|DSIM
OG0004039	LOC118514092|XP_035916517.1|ASTE	LOC6730697|XP_016023125.1|DSIM
OG0004040	LOC118513203|XP_035914593.1|ASTE	LOC6735772|XP_002082685.1|DSIM
OG0004041	LOC118513683|XP_035915681.1|ASTE	LOC27206588|XP_016038662.1|DSIM
OG0004043	LOC118514115|XP_035916584.1|ASTE	LOC6731874|XP_002079009.1|DSIM
OG0004044	LOC118510722|XP_035908824.1|ASTE	LOC6725376|XP_016038431.1|DSIM
OG0004045	LOC118510727|XP_035908832.1|ASTE	LOC6731915|XP_016024579.1|DSIM
OG0004046	LOC118510719|XP_035908819.1|ASTE	LOC27206200|XP_016022933.1|DSIM
OG0004047	LOC118510718|XP_035908818.1|ASTE	LOC6732044|XP_016024729.1|DSIM
OG0004048	LOC118510716|XP_035908813.1|ASTE	LOC6731013|XP_016023497.1|DSIM
OG0004049	LOC118510686|XP_035908746.1|ASTE	LOC6730418|XP_002077599.1|DSIM
OG0004050	LOC118510679|XP_035908735.1|ASTE	LOC6732741|XP_016025470.1|DSIM
OG0004052	LOC118512199|XP_035912196.1|ASTE	LOC6726322|XP_039152792.1|DSIM
