Orthogroup	BTRY.longest_only	DYAK.longest_only
OG0005663	LOC120775534|XP_039961689.1|BTRY	LOC6524167|XP_002100030.1|DYAK
OG0005664	LOC120782175|XP_039970246.1|BTRY	LOC6538227|XP_015048705.1|DYAK
OG0005665	LOC120768989|XP_039951760.1|BTRY	LOC6538399|XP_002098923.1|DYAK
OG0005666	LOC120774857|XP_039960613.1|BTRY	LOC6525937|XP_002101757.1|DYAK
OG0005667	LOC120775983|XP_039962342.1|BTRY	LOC6524113|XP_002099977.1|DYAK
OG0005668	LOC120777487|XP_039964760.1|BTRY	LOC6533677|XP_002094383.1|DYAK
OG0005669	LOC120768996|XP_039951765.1|BTRY	LOC6526901|XP_002088000.1|DYAK
OG0005670	LOC120770992|XP_039954676.1|BTRY	LOC6538513|XP_002099035.1|DYAK
OG0005671	LOC120782226|XP_039970323.1|BTRY	LOC6536459|XP_002097040.1|DYAK
OG0005672	LOC120781542|XP_039969710.1|BTRY	LOC6528012|XP_002089079.1|DYAK
OG0005673	LOC120778260|XP_039965971.1|BTRY	LOC6532478|XP_002093224.1|DYAK
OG0005674	LOC120766679|XP_039948254.1|BTRY	LOC6534066|XP_039230500.1|DYAK
OG0005675	LOC120766960|XP_039948684.1|BTRY	LOC6537128|XP_002097689.1|DYAK
OG0005676	LOC120778050|XP_039965660.1|BTRY	LOC6533016|XP_002093751.1|DYAK
OG0005677	LOC120771791|XP_039955922.1|BTRY	LOC6531556|XP_002092354.1|DYAK
OG0005678	LOC120780731|XP_039968927.1|BTRY	LOC6536310|XP_015047657.1|DYAK
OG0005679	LOC120766244|XP_039947563.1|BTRY	LOC6537238|XP_002097796.1|DYAK
OG0005680	LOC120767963|XP_039950290.1|BTRY	LOC6526808|XP_015053471.1|DYAK
OG0005681	LOC120779623|XP_039967905.1|BTRY	LOC6537228|XP_002097786.1|DYAK
OG0005682	LOC120782400|XP_039970579.1|BTRY	LOC6537229|XP_002097787.1|DYAK
OG0005683	LOC120774194|XP_039959559.1|BTRY	LOC6524557|XP_039233806.1|DYAK
OG0005684	LOC120777760|XP_039965197.1|BTRY	LOC6533412|XP_002094130.1|DYAK
OG0005685	LOC120774208|XP_039959589.1|BTRY	LOC6523881|XP_002099754.3|DYAK
OG0005686	LOC120769196|XP_039952028.1|BTRY	LOC6535472|XP_002096103.1|DYAK
OG0005687	LOC120778206|XP_039965894.1|BTRY	LOC6535000|XP_015050973.2|DYAK
OG0005688	LOC120771659|XP_039955708.1|BTRY	LOC6528819|XP_002089851.1|DYAK
OG0005689	LOC120773454|XP_039958281.1|BTRY	LOC120321990|XP_039232398.1|DYAK
OG0005690	LOC120777970|XP_039965537.1|BTRY	LOC6538755|XP_002099269.3|DYAK
OG0005691	LOC120782254|XP_039970353.1|BTRY	LOC6538700|XP_002099215.1|DYAK
OG0005692	LOC120775832|XP_039962131.1|BTRY	LOC6526323|XP_002087445.1|DYAK
OG0005693	LOC120778175|XP_039965844.1|BTRY	LOC6533069|XP_002093801.1|DYAK
OG0005694	LOC120773428|XP_039958246.1|BTRY	LOC6539845|XP_039231280.1|DYAK
OG0005695	LOC120768845|XP_039951531.1|BTRY	LOC6535539|XP_002096168.1|DYAK
OG0005696	LOC120782463|XP_039970689.1|BTRY	LOC6539923|XP_039232224.1|DYAK
OG0005697	LOC120782460|XP_039970684.1|BTRY	LOC6535542|XP_002096171.1|DYAK
OG0005698	LOC120772699|XP_039957376.1|BTRY	LOC6528718|XP_002089753.1|DYAK
OG0005699	LOC120772516|XP_039957102.1|BTRY	LOC6538521|XP_002099043.2|DYAK
OG0005700	LOC120774871|XP_039960644.1|BTRY	LOC6524408|XP_002100266.1|DYAK
OG0005701	LOC120774882|XP_039960676.1|BTRY	LOC6526402|XP_002087521.1|DYAK
OG0005702	LOC120770142|XP_039953265.1|BTRY	LOC6524268|XP_039228813.1|DYAK
OG0005703	LOC120770848|XP_039954384.1|BTRY	LOC6530678|XP_002091573.1|DYAK
OG0005704	LOC120774327|XP_039959811.1|BTRY	LOC6525163|XP_002101001.1|DYAK
OG0005705	LOC120778233|XP_039965925.1|BTRY	LOC6532616|XP_002093360.1|DYAK
OG0005706	LOC120774540|XP_039960205.1|BTRY	LOC6537188|XP_002097746.1|DYAK
OG0005707	LOC120774809|XP_039960541.1|BTRY	LOC6524820|XP_039226144.1|DYAK
OG0005708	LOC120773417|XP_039958222.1|BTRY	LOC6523910|XP_002099783.1|DYAK
OG0005709	LOC120772940|XP_039957780.1|BTRY	LOC6538106|XP_002098640.1|DYAK
OG0005710	LOC120766501|XP_039947990.1|BTRY	LOC6536603|XP_002097179.1|DYAK
OG0005711	LOC120777380|XP_039964605.1|BTRY	LOC6534889|XP_002095561.2|DYAK
OG0005712	LOC120768505|XP_039951164.1|BTRY	LOC6526723|XP_002087826.1|DYAK
OG0005713	LOC120780238|XP_039968429.1|BTRY	LOC6538412|XP_002098936.2|DYAK
OG0005714	LOC120772457|XP_039957018.1|BTRY	LOC6538661|XP_002099181.1|DYAK
OG0005715	LOC120769126|XP_039951927.1|BTRY	LOC6535469|XP_002096100.1|DYAK
OG0005716	LOC120769018|XP_039951797.1|BTRY	LOC6536241|XP_015047618.1|DYAK
OG0005717	LOC120769149|XP_039951962.1|BTRY	LOC6535370|XP_039232033.1|DYAK
OG0005718	LOC120769180|XP_039952004.1|BTRY	LOC6537256|XP_002097814.1|DYAK
OG0005719	LOC120766643|XP_039948197.1|BTRY	LOC6538407|XP_002098931.1|DYAK
OG0005720	LOC120773610|XP_039958544.1|BTRY	LOC6535496|XP_002096127.2|DYAK
OG0005721	LOC120782525|XP_039970769.1|BTRY, LOC120767725|XP_039949868.1|BTRY	LOC6538411|XP_002098935.2|DYAK
OG0005722	LOC120776657|XP_039963460.1|BTRY	LOC6536063|XP_002096673.2|DYAK
OG0005723	LOC120766613|XP_039948155.1|BTRY	LOC6535403|XP_002096052.1|DYAK
OG0005724	LOC120771715|XP_039955802.1|BTRY	LOC6530833|XP_002091716.1|DYAK
OG0005725	LOC120782577|XP_039970854.1|BTRY	LOC6535438|XP_002096087.2|DYAK
OG0005726	LOC120775461|XP_039961579.1|BTRY	LOC6525516|XP_002101351.1|DYAK
OG0005727	LOC120781520|XP_039969690.1|BTRY	LOC6536078|XP_002096688.3|DYAK
OG0005728	LOC120782224|XP_039970322.1|BTRY	LOC6536390|XP_002096972.1|DYAK
OG0005729	LOC120772612|XP_039957264.1|BTRY	LOC6536392|XP_002096974.1|DYAK
OG0005730	LOC120778019|XP_039965629.1|BTRY	LOC6536295|XP_002096879.1|DYAK
OG0005731	LOC120778012|XP_039965616.1|BTRY	LOC6536296|XP_002096880.1|DYAK
OG0005732	LOC120770093|XP_039953181.1|BTRY	LOC6536735|XP_002097307.1|DYAK
OG0005733	LOC120767027|XP_039948804.1|BTRY	LOC6536736|XP_039231380.1|DYAK
OG0005734	LOC120766644|XP_039948198.1|BTRY	LOC6538556|XP_002099078.2|DYAK
OG0005735	LOC120771674|XP_039955735.1|BTRY	LOC6535320|XP_015047061.1|DYAK
OG0005736	LOC120774357|XP_039959880.1|BTRY	LOC6537513|XP_002098059.1|DYAK
OG0005737	LOC120782240|XP_039970341.1|BTRY	LOC6536397|XP_002096979.1|DYAK
OG0005738	LOC120782734|XP_039971100.1|BTRY	LOC6537383|XP_002097939.2|DYAK
OG0005739	LOC120776003|XP_039962373.1|BTRY	LOC6537435|XP_002097991.1|DYAK
OG0005740	LOC120766881|XP_039948558.1|BTRY	LOC6538100|XP_002098634.1|DYAK
OG0005741	LOC120782430|XP_039970647.1|BTRY	LOC6537535|XP_002098081.1|DYAK
OG0005742	LOC120775179|XP_039961170.1|BTRY	LOC6535526|XP_002096155.2|DYAK
OG0005743	LOC120780408|XP_039968626.1|BTRY	LOC6536228|XP_002096819.1|DYAK
OG0005744	LOC120772665|XP_039957336.1|BTRY	LOC6536302|XP_002096886.1|DYAK
OG0005745	LOC120773898|XP_039959012.1|BTRY	LOC6535385|XP_015047125.1|DYAK
OG0005746	LOC120775477|XP_039961614.1|BTRY	LOC6535388|XP_002096038.1|DYAK
OG0005747	LOC120774893|XP_039960698.1|BTRY	LOC6535401|XP_002096050.1|DYAK
OG0005748	LOC120769512|XP_039952487.1|BTRY	LOC26535428|XP_015047187.1|DYAK
OG0005749	LOC120773889|XP_039958992.1|BTRY	LOC6524511|XP_002100368.1|DYAK
OG0005750	LOC120773169|XP_039958073.1|BTRY	LOC6537525|XP_002098071.1|DYAK
OG0005751	LOC120773760|XP_039958768.1|BTRY	LOC6534440|XP_002095117.1|DYAK
OG0005752	LOC120771417|XP_039955332.1|BTRY	LOC6531483|XP_002092282.1|DYAK
OG0005753	LOC120768470|XP_039951110.1|BTRY	LOC6526838|XP_002087938.1|DYAK
OG0005754	LOC120772135|XP_039956487.1|BTRY	LOC6531705|XP_039229052.1|DYAK
OG0005755	LOC120771599|XP_039955609.1|BTRY	LOC6531941|XP_002092727.1|DYAK
OG0005756	LOC120779120|XP_039967251.1|BTRY	LOC6536383|XP_002096965.1|DYAK
OG0005757	LOC120766192|XP_039947487.1|BTRY	LOC6536229|XP_002096820.2|DYAK
OG0005758	LOC120782704|XP_039971087.1|BTRY	LOC6535373|XP_039232466.1|DYAK
OG0005759	LOC120780503|XP_039968712.1|BTRY	LOC6536411|XP_002096993.1|DYAK
OG0005760	LOC120766886|XP_039948566.1|BTRY	LOC6537393|XP_002097949.3|DYAK
OG0005761	LOC120782277|XP_039970411.1|BTRY	LOC6535731|XP_015047320.1|DYAK
OG0005762	LOC120766207|XP_039947512.1|BTRY	LOC120321748|XP_039231381.1|DYAK
OG0005763	LOC120772019|XP_039956318.1|BTRY	LOC6528300|XP_002089353.1|DYAK
OG0005764	LOC120782376|XP_039970551.1|BTRY	LOC6537530|XP_002098076.1|DYAK
OG0005765	LOC120778925|XP_039966908.1|BTRY	LOC6537528|XP_039230998.1|DYAK
OG0005766	LOC120777663|XP_039965054.1|BTRY	LOC6535491|XP_039232338.1|DYAK
OG0005767	LOC120767084|XP_039948887.1|BTRY	LOC6535807|XP_015047364.1|DYAK
OG0005768	LOC120774367|XP_039959896.1|BTRY	LOC6524070|XP_015045478.1|DYAK
OG0005770	LOC120771398|XP_039955304.1|BTRY	LOC6537163|XP_002097724.1|DYAK
OG0005771	LOC120770949|XP_039954599.1|BTRY	LOC6537997|XP_002098532.1|DYAK
OG0005772	LOC120770608|XP_039954147.1|BTRY	LOC6536186|XP_002096777.1|DYAK
OG0005773	LOC120776597|XP_039963309.1|BTRY	LOC6537096|XP_002097657.1|DYAK
OG0005774	LOC120766427|XP_039947863.1|BTRY	LOC6536641|XP_002097213.1|DYAK
OG0005775	LOC120777443|XP_039964689.1|BTRY	LOC6534882|XP_002095554.1|DYAK
OG0005776	LOC120777748|XP_039965175.1|BTRY	LOC6534105|XP_002094791.2|DYAK
OG0005777	LOC120767041|XP_039948829.1|BTRY	LOC6527755|XP_002088835.1|DYAK
OG0005778	LOC120779417|XP_039967551.1|BTRY, LOC120782664|XP_039970975.1|BTRY	LOC6536276|XP_015047625.1|DYAK
OG0005779	LOC120768234|XP_039950757.1|BTRY	LOC6537175|XP_002097733.2|DYAK
OG0005780	LOC120777743|XP_039965167.1|BTRY	LOC6533836|XP_002094536.2|DYAK
OG0005781	LOC120778550|XP_039966332.1|BTRY	LOC6533681|XP_002094387.1|DYAK
OG0005782	LOC120775827|XP_039962120.1|BTRY	LOC6533678|XP_002094384.1|DYAK
OG0005783	LOC120770861|XP_039954411.1|BTRY	LOC6529358|XP_002090363.2|DYAK
OG0005784	LOC120766730|XP_039948314.1|BTRY	LOC6538455|XP_015048855.1|DYAK
OG0005785	LOC120772848|XP_039957598.1|BTRY	LOC6538454|XP_039232650.1|DYAK
OG0005786	LOC120769105|XP_039951904.1|BTRY	LOC6536748|XP_002097320.1|DYAK
OG0005787	LOC120782563|XP_039970831.1|BTRY	LOC6535309|XP_002095965.1|DYAK
OG0005788	LOC120771278|XP_039955137.1|BTRY	LOC6530356|XP_002091282.1|DYAK
OG0005789	LOC120780439|XP_039968648.1|BTRY	LOC6535239|XP_002095896.1|DYAK
OG0005790	LOC120775323|XP_039961401.1|BTRY	LOC6537999|XP_002098534.1|DYAK
OG0005791	LOC120774226|XP_039959621.1|BTRY	LOC6537230|XP_015048206.1|DYAK
OG0005792	LOC120774241|XP_039959640.1|BTRY	LOC6537231|XP_002097789.1|DYAK
OG0005793	LOC120766770|XP_039948384.1|BTRY	LOC6537100|XP_015048120.1|DYAK
OG0005794	LOC120770844|XP_039954375.1|BTRY	LOC6530293|XP_002091221.1|DYAK
OG0005795	LOC120775039|XP_039960946.1|BTRY	LOC6537034|XP_002097601.1|DYAK
OG0005796	LOC120769138|XP_039951945.1|BTRY	LOC6534884|XP_015050900.2|DYAK
OG0005797	LOC120776346|XP_039962833.1|BTRY	LOC6532508|XP_002093254.1|DYAK
OG0005798	LOC120782417|XP_039970601.1|BTRY	LOC6536370|XP_015047708.1|DYAK
OG0005799	LOC120770139|XP_039953282.1|BTRY	LOC6535974|XP_015047484.1|DYAK
OG0005800	LOC120775793|XP_039962072.1|BTRY	LOC6535977|XP_002096592.1|DYAK
OG0005801	LOC120775786|XP_039962061.1|BTRY	LOC6535976|XP_002096591.1|DYAK
OG0005802	LOC120782360|XP_039970532.1|BTRY	LOC6537134|XP_002097695.2|DYAK
OG0005803	LOC120766301|XP_039947641.1|BTRY	LOC6536374|XP_002096956.2|DYAK
OG0005804	LOC120766598|XP_039948137.1|BTRY	LOC6535497|XP_002096128.1|DYAK
OG0005805	LOC120770589|XP_039954109.1|BTRY	LOC6532060|XP_039229045.1|DYAK
OG0005806	LOC120780249|XP_039968445.1|BTRY	LOC6538730|XP_002099245.1|DYAK
OG0005807	LOC120767089|XP_039948903.1|BTRY	LOC6538717|XP_002099232.2|DYAK
OG0005808	LOC120779402|XP_039967534.1|BTRY	LOC6524766|XP_002100610.2|DYAK
OG0005809	LOC120777368|XP_039964572.1|BTRY	LOC6532401|XP_002093152.1|DYAK
OG0005810	LOC120782710|XP_039971062.1|BTRY	LOC6535971|XP_002096586.1|DYAK
OG0005811	LOC120782711|XP_039971064.1|BTRY	LOC6535970|XP_002096585.1|DYAK
OG0005812	LOC120782643|XP_039970947.1|BTRY	LOC6536365|XP_002096947.1|DYAK
OG0005813	LOC120782531|XP_039970785.1|BTRY	LOC6536456|XP_002097037.1|DYAK
OG0005814	LOC120782312|XP_039970462.1|BTRY	LOC6537522|XP_002098068.2|DYAK
OG0005815	LOC120772600|XP_039957249.1|BTRY	LOC6528297|XP_002089350.2|DYAK
OG0005816	LOC120782828|XP_039971285.1|BTRY	LOC6539023|XP_002099525.2|DYAK
OG0005817	LOC120770599|XP_039954139.1|BTRY	LOC6536185|XP_002096776.1|DYAK
OG0005818	LOC120767820|XP_039950039.1|BTRY	LOC6538439|XP_002098963.2|DYAK
OG0005819	LOC120782603|XP_039970900.1|BTRY	LOC6536092|XP_002096700.2|DYAK
OG0005820	LOC120782606|XP_039970904.1|BTRY	LOC6536091|XP_002096699.1|DYAK
OG0005821	LOC120775446|XP_039961569.1|BTRY	LOC6536101|XP_002096709.1|DYAK
OG0005822	LOC120767553|XP_039949612.1|BTRY	LOC6526999|XP_002088095.1|DYAK
OG0005823	LOC120775335|XP_039961410.1|BTRY	LOC6525697|XP_002101519.1|DYAK
OG0005824	LOC120766288|XP_039947624.1|BTRY	LOC6537261|XP_002097819.1|DYAK
OG0005825	LOC120777279|XP_039964419.1|BTRY	LOC6533727|XP_002094432.1|DYAK
OG0005826	LOC120780455|XP_039968664.1|BTRY	LOC26536296|XP_039233249.1|DYAK
OG0005827	LOC120770123|XP_039953241.1|BTRY	LOC6538481|XP_002099005.1|DYAK
OG0005828	LOC120777072|XP_039964133.1|BTRY	LOC6533184|XP_002093910.1|DYAK
OG0005829	LOC120782893|XP_039947440.1|BTRY	LOC6536267|XP_002096853.1|DYAK
OG0005830	LOC120778496|XP_039966255.1|BTRY	LOC6532911|XP_039230110.1|DYAK
OG0005831	LOC120776972|XP_039963999.1|BTRY	LOC6532915|XP_002093651.2|DYAK
OG0005832	LOC120777999|XP_039965590.1|BTRY	LOC6532916|XP_039230144.1|DYAK
OG0005833	LOC120778928|XP_039966907.1|BTRY	LOC6532924|XP_015049706.1|DYAK
OG0005834	LOC120778931|XP_039966912.1|BTRY	LOC6532929|XP_002093665.1|DYAK
OG0005835	LOC120778005|XP_039965601.1|BTRY	LOC6532936|XP_002093671.1|DYAK
OG0005836	LOC120778742|XP_039966645.1|BTRY	LOC6534329|XP_002095009.1|DYAK
OG0005837	LOC120780245|XP_039968438.1|BTRY	LOC6538731|XP_002099246.1|DYAK
OG0005838	LOC120777945|XP_039965490.1|BTRY	LOC6535483|XP_002096114.1|DYAK
OG0005839	LOC120769311|XP_039952188.1|BTRY	LOC6526613|XP_002087721.1|DYAK
OG0005840	LOC120775143|XP_039961109.1|BTRY	LOC6535524|XP_002096153.1|DYAK
OG0005841	LOC120777742|XP_039965170.1|BTRY	LOC6536025|XP_002096640.3|DYAK, LOC120322328|XP_039233302.1|DYAK
OG0005842	LOC120774753|XP_039960446.1|BTRY	LOC6523956|XP_002099828.1|DYAK
OG0005843	LOC120777542|XP_039964863.1|BTRY	LOC6534111|XP_015050452.1|DYAK
OG0005844	LOC120776820|XP_039963772.1|BTRY	LOC6535027|XP_002095693.2|DYAK
OG0005845	LOC120766160|XP_039947479.1|BTRY	LOC6535375|XP_002096025.1|DYAK
OG0005846	LOC120773793|XP_039958828.1|BTRY	LOC6536288|XP_002096874.1|DYAK
OG0005847	LOC120767031|XP_039948811.1|BTRY	LOC6536306|XP_039231781.1|DYAK
OG0005848	LOC120774390|XP_039959934.1|BTRY	LOC6524925|XP_002100765.1|DYAK
OG0005849	LOC120774345|XP_039959858.1|BTRY	LOC6524772|XP_015045879.1|DYAK
OG0005850	LOC120775349|XP_039961434.1|BTRY	LOC6524929|XP_002100769.1|DYAK
OG0005851	LOC120767803|XP_039950006.1|BTRY	LOC6527017|XP_002088112.1|DYAK
OG0005852	LOC120782204|XP_039970294.1|BTRY	LOC6536632|XP_002097204.1|DYAK
OG0005853	LOC120774248|XP_039959647.1|BTRY	LOC6525722|XP_002101544.1|DYAK
OG0005854	LOC120770178|XP_039953331.1|BTRY	LOC6535972|XP_039231819.1|DYAK
OG0005855	LOC120774708|XP_039960377.1|BTRY, LOC120774933|XP_039960745.1|BTRY	LOC6524192|XP_039232867.1|DYAK
OG0005856	LOC120774523|XP_039960154.1|BTRY	LOC6524905|XP_015045931.1|DYAK
OG0005857	LOC120767045|XP_039948832.1|BTRY	LOC6535742|XP_002096365.1|DYAK
OG0005858	LOC120773085|XP_039957988.1|BTRY	LOC6536746|XP_002097318.1|DYAK
OG0005859	LOC120767270|XP_039949075.1|BTRY	LOC6527581|XP_002088669.2|DYAK
OG0005860	LOC120782816|XP_039971242.1|BTRY	LOC6536076|XP_039231933.1|DYAK
OG0005861	LOC120774948|XP_039960765.1|BTRY	LOC6539050|XP_039232574.1|DYAK
OG0005862	LOC120770152|XP_039953280.1|BTRY	LOC6528602|XP_039227009.1|DYAK
OG0005863	LOC120770211|XP_039953399.1|BTRY	LOC6531855|XP_002092642.1|DYAK, LOC26535009|XP_039228002.1|DYAK
OG0005864	LOC120782318|XP_039970473.1|BTRY	LOC6536287|XP_002096873.1|DYAK
OG0005865	LOC120782534|XP_039970798.1|BTRY	LOC6538688|XP_002099207.1|DYAK
OG0005866	LOC120773071|XP_039957947.1|BTRY	LOC6530245|XP_002091182.1|DYAK
OG0005867	LOC120767579|XP_039949658.1|BTRY	LOC6528933|XP_002089965.2|DYAK
OG0005868	LOC120772291|XP_039956735.1|BTRY	LOC26535421|XP_015052900.1|DYAK
OG0005869	LOC120775498|XP_039961639.1|BTRY	LOC6524218|XP_002100081.1|DYAK
OG0005870	LOC120775838|XP_039962141.1|BTRY	LOC6524476|XP_002100333.1|DYAK
OG0005871	LOC120775752|XP_039962014.1|BTRY	LOC6524598|XP_002100455.1|DYAK
OG0005872	LOC120774887|XP_039960682.1|BTRY	LOC6537688|XP_015048460.1|DYAK
OG0005873	LOC120766172|XP_039947459.1|BTRY	LOC6536317|XP_002096901.1|DYAK
OG0005874	LOC120773544|XP_039958438.1|BTRY	LOC6524874|XP_015045909.1|DYAK
OG0005875	LOC120772883|XP_039957665.1|BTRY	LOC6528530|XP_015053971.1|DYAK
OG0005876	LOC120773618|XP_039958554.1|BTRY, LOC120773617|XP_039958550.1|BTRY	LOC6524238|XP_039226591.1|DYAK
OG0005877	LOC120773591|XP_039958519.1|BTRY	LOC120320423|XP_002100762.1|DYAK
OG0005878	LOC120775739|XP_039961991.1|BTRY	LOC6524508|XP_015045731.1|DYAK
OG0005879	LOC120773656|XP_039958603.1|BTRY	LOC6525749|XP_015046474.1|DYAK
OG0005880	LOC120778010|XP_039965609.1|BTRY	LOC6539362|XP_002086256.2|DYAK
OG0005881	LOC120777396|XP_039964626.1|BTRY	LOC6534135|XP_002094819.1|DYAK
OG0005882	LOC120774503|XP_039960117.1|BTRY	LOC6524955|XP_002100795.1|DYAK
OG0005883	LOC120776512|XP_039963154.1|BTRY	LOC6532208|XP_002092982.1|DYAK
OG0005884	LOC120777773|XP_039965224.1|BTRY	LOC6534707|XP_002095382.2|DYAK
OG0005885	LOC120777710|XP_039965122.1|BTRY	LOC6534049|XP_002094735.1|DYAK
OG0005886	LOC120778988|XP_039967022.1|BTRY	LOC6534875|XP_002095547.1|DYAK
OG0005887	LOC120777284|XP_039964428.1|BTRY	LOC6534134|XP_002094818.2|DYAK
OG0005888	LOC120779116|XP_039967238.1|BTRY	LOC6535187|XP_039230819.1|DYAK
OG0005889	LOC120776778|XP_039963690.1|BTRY	LOC6533934|XP_002094634.2|DYAK
OG0005890	LOC120776726|XP_039963575.1|BTRY	LOC6524132|XP_002099996.1|DYAK
OG0005891	LOC120776727|XP_039963577.1|BTRY	LOC6533749|XP_015050245.1|DYAK
OG0005892	LOC120777734|XP_039965158.1|BTRY	LOC26536259|XP_039230170.1|DYAK, LOC6533764|XP_002094468.3|DYAK
OG0005893	LOC120776461|XP_039963062.1|BTRY	LOC6534460|XP_039229816.1|DYAK
OG0005894	LOC120776462|XP_039963063.1|BTRY	LOC6534461|XP_002095138.1|DYAK
OG0005895	LOC120776463|XP_039963064.1|BTRY	LOC6534462|XP_002095139.1|DYAK
OG0005896	LOC120777622|XP_039965007.1|BTRY	LOC6534762|XP_039229740.1|DYAK
OG0005897	LOC120777214|XP_039964324.1|BTRY	LOC6534023|XP_039230628.1|DYAK
OG0005898	LOC120774409|XP_039959969.1|BTRY	LOC6524814|XP_002100656.2|DYAK
OG0005899	LOC120771002|XP_039954695.1|BTRY	LOC6528424|XP_002089470.1|DYAK
OG0005900	LOC120773415|XP_039958219.1|BTRY	LOC6526326|XP_002087448.1|DYAK
OG0005901	LOC120770007|XP_039953034.1|BTRY	LOC6530585|XP_039228143.1|DYAK
OG0005902	LOC120772020|XP_039956319.1|BTRY	LOC6530360|XP_002091286.1|DYAK
OG0005903	LOC120766482|XP_039947958.1|BTRY	LOC6536600|XP_002097176.1|DYAK
OG0005904	LOC120770027|XP_039953069.1|BTRY	LOC6537936|XP_002098476.2|DYAK
OG0005905	LOC120776725|XP_039963573.1|BTRY	LOC6534868|XP_015050882.1|DYAK
OG0005906	LOC120777480|XP_039964748.1|BTRY	LOC26535923|XP_039230816.1|DYAK
OG0005907	LOC120777757|XP_039965190.1|BTRY	LOC6534855|XP_002095527.2|DYAK
OG0005908	LOC120778517|XP_039966286.1|BTRY	LOC6539531|XP_002086419.1|DYAK
OG0005909	LOC120778270|XP_039965983.1|BTRY	LOC6534600|XP_039229963.1|DYAK
OG0005910	LOC120770052|XP_039953105.1|BTRY	LOC6531465|XP_002092264.1|DYAK
OG0005911	LOC120772882|XP_039957664.1|BTRY	LOC6531464|XP_002092263.1|DYAK
OG0005912	LOC120772682|XP_039957354.1|BTRY	LOC120320433|XP_015051337.1|DYAK
OG0005913	LOC120766947|XP_039948978.1|BTRY	LOC6537785|XP_002098326.1|DYAK
OG0005914	LOC120772515|XP_039957097.1|BTRY	LOC6530348|XP_002091275.1|DYAK
OG0005915	LOC120772061|XP_039956381.1|BTRY	LOC6530347|XP_002091274.1|DYAK
OG0005916	LOC120772325|XP_039956790.1|BTRY	LOC6530697|XP_002091588.1|DYAK
OG0005917	LOC120772575|XP_039957203.1|BTRY	LOC6530979|XP_002091817.1|DYAK
OG0005918	LOC120775513|XP_039961655.1|BTRY	LOC6525391|XP_002101226.1|DYAK
OG0005919	LOC120771348|XP_039955229.1|BTRY	LOC6528786|XP_002089820.1|DYAK
OG0005920	LOC120770148|XP_039953272.1|BTRY	LOC6531509|XP_002092308.1|DYAK
OG0005921	LOC120776354|XP_039962845.1|BTRY	LOC6532445|XP_002093192.1|DYAK
OG0005922	LOC120776104|XP_039962527.1|BTRY	LOC6523961|XP_002099833.1|DYAK
OG0005923	LOC120776432|XP_039963020.1|BTRY	LOC6533829|XP_002094529.1|DYAK
OG0005924	LOC120776438|XP_039963025.1|BTRY	LOC6534068|XP_002094754.1|DYAK
OG0005925	LOC120777548|XP_039964871.1|BTRY	LOC6533937|XP_002094637.1|DYAK
OG0005926	LOC120774912|XP_039960718.1|BTRY	LOC6525340|XP_002101176.1|DYAK
OG0005927	LOC120769877|XP_039952968.1|BTRY	LOC6537516|XP_002098062.1|DYAK
OG0005928	LOC120773948|XP_039959103.1|BTRY	LOC6525989|XP_002101807.1|DYAK
OG0005929	LOC120781252|XP_039969336.1|BTRY	LOC6532436|XP_002093183.1|DYAK
OG0005930	LOC120772517|XP_039957099.1|BTRY	LOC6530248|XP_002091185.1|DYAK
OG0005931	LOC120771195|XP_039955025.1|BTRY	LOC6528294|XP_002089347.1|DYAK
OG0005932	LOC120771708|XP_039955787.1|BTRY	LOC26535495|XP_015052906.1|DYAK
OG0005933	LOC120771207|XP_039955044.1|BTRY	LOC6528664|XP_002089706.1|DYAK
OG0005934	LOC120771316|XP_039955189.1|BTRY	LOC6530439|XP_002091355.3|DYAK
OG0005935	LOC120779114|XP_039967231.1|BTRY	LOC6535185|XP_039230239.1|DYAK
OG0005936	LOC120769204|XP_039952033.1|BTRY	LOC6527008|XP_002088104.1|DYAK
OG0005937	LOC120776524|XP_039963182.1|BTRY	LOC6535183|XP_002095845.2|DYAK
OG0005938	LOC120771379|XP_039955276.1|BTRY	LOC6531340|XP_002092144.1|DYAK
OG0005939	LOC120775695|XP_039961940.1|BTRY	LOC6524732|XP_002100576.1|DYAK
OG0005940	LOC120771804|XP_039955941.1|BTRY	LOC6530590|XP_002091503.2|DYAK
OG0005941	LOC120772317|XP_039956768.1|BTRY	LOC6531900|XP_039228907.1|DYAK
OG0005942	LOC120770202|XP_039953379.1|BTRY	LOC6529043|XP_002090074.2|DYAK
OG0005943	LOC120771135|XP_039954934.1|BTRY	LOC6528288|XP_015053902.1|DYAK
OG0005944	LOC120773067|XP_039957938.1|BTRY	LOC6528291|XP_002089344.1|DYAK
OG0005945	LOC120772015|XP_039956315.1|BTRY	LOC6529356|XP_002090361.1|DYAK
OG0005946	LOC120772327|XP_039956794.1|BTRY	LOC6530067|XP_039228579.1|DYAK
OG0005947	LOC120771666|XP_039955716.1|BTRY	LOC6531379|XP_002092182.1|DYAK
OG0005948	LOC120777409|XP_039964641.1|BTRY	LOC6534973|XP_002095643.1|DYAK
OG0005949	LOC120777828|XP_039965299.1|BTRY	LOC6534601|XP_002095276.3|DYAK
OG0005950	LOC120768851|XP_039951538.1|BTRY	LOC6527240|XP_015053169.1|DYAK
OG0005951	LOC120777845|XP_039965315.1|BTRY	LOC6533566|XP_015050151.1|DYAK
