Orthogroup	BTRY.longest_only	BCOP.longest_only
OG0004095	LOC120780515|XP_039968743.1|BTRY	LOC119077702|XP_037040871.1|BCOP
OG0004096	LOC120773093|XP_039958000.1|BTRY	LOC119080038|XP_037044125.1|BCOP
OG0004097	LOC120778705|XP_039966599.1|BTRY	LOC119084221|XP_037050015.1|BCOP
OG0004098	LOC120777917|XP_039965435.1|BTRY	LOC119084218|XP_037050009.1|BCOP
OG0004099	LOC120773217|XP_039958077.1|BTRY	LOC119074972|XP_037037266.1|BCOP
OG0004100	LOC120766397|XP_039947778.1|BTRY	LOC119076730|XP_037039538.1|BCOP
OG0004101	LOC120774874|XP_039960664.1|BTRY	LOC119082202|XP_037047531.1|BCOP
OG0004102	LOC120770574|XP_039954126.1|BTRY	LOC119076731|XP_037039542.1|BCOP
OG0004103	LOC120780236|XP_039968425.1|BTRY	LOC119068568|XP_037028108.1|BCOP
OG0004104	LOC120766909|XP_039948590.1|BTRY	LOC119084002|XP_037049709.1|BCOP
OG0004105	LOC120776648|XP_039963417.1|BTRY	LOC119076006|XP_037038481.1|BCOP
OG0004106	LOC120777502|XP_039964787.1|BTRY	LOC119074390|XP_037036404.1|BCOP
OG0004107	LOC120771761|XP_039955876.1|BTRY	LOC119074389|XP_037036403.1|BCOP
OG0004108	LOC120766264|XP_039947585.1|BTRY	LOC119074849|XP_037037058.1|BCOP
OG0004109	LOC120780239|XP_039968430.1|BTRY	LOC119070070|XP_037030266.1|BCOP
OG0004110	LOC120777965|XP_039965518.1|BTRY	LOC119084405|XP_037050267.1|BCOP
OG0004111	LOC120770449|XP_039953862.1|BTRY	LOC119084347|XP_037050183.1|BCOP
OG0004112	LOC120778857|XP_039966822.1|BTRY	LOC119071187|XP_037031856.1|BCOP
OG0004113	LOC120775890|XP_039962212.1|BTRY	LOC119071145|XP_037031772.1|BCOP
OG0004114	LOC120774858|XP_039960617.1|BTRY	LOC119077606|XP_037040715.1|BCOP
OG0004115	LOC120775982|XP_039962339.1|BTRY	LOC119077613|XP_037040725.1|BCOP
OG0004116	LOC120782835|XP_039971291.1|BTRY	LOC119082208|XP_037047548.1|BCOP
OG0004117	LOC120782642|XP_039970945.1|BTRY	LOC119076786|XP_037039641.1|BCOP
OG0004118	LOC120772241|XP_039956670.1|BTRY, LOC120772255|XP_039956692.1|BTRY	LOC119081904|XP_037047032.1|BCOP
OG0004119	LOC120782715|XP_039971070.1|BTRY	LOC119071602|XP_037032448.1|BCOP
OG0004120	LOC120770890|XP_039954483.1|BTRY	LOC119084834|XP_037050818.1|BCOP
OG0004122	LOC120771428|XP_039955357.1|BTRY	LOC119084349|XP_037050186.1|BCOP
OG0004123	LOC120782445|XP_039970669.1|BTRY	LOC119074601|XP_037036747.1|BCOP
OG0004124	LOC120774530|XP_039960176.1|BTRY	LOC119074769|XP_037036933.1|BCOP
OG0004125	LOC120766835|XP_039948480.1|BTRY	LOC119076777|XP_037039628.1|BCOP
OG0004126	LOC120774099|XP_039959386.1|BTRY	LOC119076780|XP_037039631.1|BCOP
OG0004127	LOC120769336|XP_039952227.1|BTRY	LOC119068131|XP_037027488.1|BCOP
OG0004128	LOC120769161|XP_039951981.1|BTRY	LOC119077982|XP_037041258.1|BCOP
OG0004129	LOC120770223|XP_039953437.1|BTRY, LOC120770165|XP_039953307.1|BTRY	LOC119078635|XP_037042125.1|BCOP, LOC119078962|XP_037042607.1|BCOP
OG0004130	LOC120775325|XP_039961399.1|BTRY	LOC119076894|XP_037039795.1|BCOP
OG0004131	LOC120775376|XP_039961474.1|BTRY	LOC119076701|XP_037039508.1|BCOP
OG0004132	LOC120778750|XP_039966658.1|BTRY	LOC119084158|XP_037049904.1|BCOP
OG0004133	LOC120768169|XP_039950667.1|BTRY	LOC119076485|XP_037039165.1|BCOP
OG0004134	LOC120780286|XP_039968486.1|BTRY	LOC119071548|XP_037032349.1|BCOP
OG0004135	LOC120766849|XP_039948497.1|BTRY	LOC119077844|XP_037041058.1|BCOP
OG0004136	LOC120770161|XP_039953305.1|BTRY	LOC119077670|XP_037040809.1|BCOP
OG0004137	LOC120771763|XP_039955878.1|BTRY	LOC119074117|XP_037035979.1|BCOP
OG0004138	LOC120775884|XP_039962195.1|BTRY	LOC119074347|XP_037036337.1|BCOP
OG0004139	LOC120776050|XP_039962441.1|BTRY	LOC119074341|XP_037036329.1|BCOP
OG0004140	LOC120772526|XP_039957124.1|BTRY	LOC119071454|XP_037032201.1|BCOP
OG0004141	LOC120770434|XP_039953830.1|BTRY	LOC119071990|XP_037033007.1|BCOP, LOC119071992|XP_037033008.1|BCOP
OG0004142	LOC120774118|XP_039959413.1|BTRY	LOC119074583|XP_037036711.1|BCOP
OG0004143	LOC120766826|XP_039948472.1|BTRY	LOC119077905|XP_037041173.1|BCOP
OG0004144	LOC120777299|XP_039964450.1|BTRY	LOC119077842|XP_037041056.1|BCOP
OG0004145	LOC120777536|XP_039964857.1|BTRY	LOC119073999|XP_037035827.1|BCOP
OG0004146	LOC120776435|XP_039963026.1|BTRY	LOC119076775|XP_037039625.1|BCOP
OG0004147	LOC120769194|XP_039952023.1|BTRY	LOC119073948|XP_037035733.1|BCOP
OG0004148	LOC120766784|XP_039948411.1|BTRY	LOC119084368|XP_037050212.1|BCOP
OG0004149	LOC120782708|XP_039971059.1|BTRY	LOC119084384|XP_037050241.1|BCOP
OG0004150	LOC120773725|XP_039958716.1|BTRY	LOC119083220|XP_037048784.1|BCOP
OG0004151	LOC120782679|XP_039971001.1|BTRY	LOC119085321|XP_037051597.1|BCOP
OG0004152	LOC120766489|XP_039947974.1|BTRY	LOC119076165|XP_037038745.1|BCOP
OG0004153	LOC120772013|XP_039956313.1|BTRY	LOC119067484|XP_037026384.1|BCOP
OG0004154	LOC120777422|XP_039964657.1|BTRY	LOC119067808|XP_037026856.1|BCOP
OG0004155	LOC120782308|XP_039970458.1|BTRY	LOC119075894|XP_037038366.1|BCOP
OG0004157	LOC120766540|XP_039948052.1|BTRY	LOC119068913|XP_037028671.1|BCOP
OG0004158	LOC120779053|XP_039967122.1|BTRY	LOC119084131|XP_037049877.1|BCOP
OG0004159	LOC120778408|XP_039966129.1|BTRY	LOC119076874|XP_037039778.1|BCOP
OG0004160	LOC120776895|XP_039963891.1|BTRY	LOC119082221|XP_037047570.1|BCOP
OG0004161	LOC120766743|XP_039948343.1|BTRY	LOC119070675|XP_037031013.1|BCOP
OG0004162	LOC120769861|XP_039952967.1|BTRY	LOC119077700|XP_037040867.1|BCOP
OG0004163	LOC120782333|XP_039970497.1|BTRY	LOC119084103|XP_037049852.1|BCOP
OG0004164	LOC120780223|XP_039968412.1|BTRY	LOC119075714|XP_037038133.1|BCOP
OG0004165	LOC120770880|XP_039954451.1|BTRY	LOC119076866|XP_037039768.1|BCOP
OG0004166	LOC120772754|XP_039957451.1|BTRY	LOC119068770|XP_037028423.1|BCOP
OG0004167	LOC120769522|XP_039952496.1|BTRY	LOC119084395|XP_037050255.1|BCOP
OG0004168	LOC120775268|XP_039961301.1|BTRY	LOC119084400|XP_037050262.1|BCOP
OG0004169	LOC120774847|XP_039960604.1|BTRY	LOC119075869|XP_037038324.1|BCOP
OG0004170	LOC120773759|XP_039958767.1|BTRY	LOC119075877|XP_037038335.1|BCOP
OG0004171	LOC120775468|XP_039961595.1|BTRY	LOC119075874|XP_037038333.1|BCOP
OG0004172	LOC120773986|XP_039959179.1|BTRY	LOC119075946|XP_037038404.1|BCOP
OG0004173	LOC120770879|XP_039954450.1|BTRY	LOC119071958|XP_037032985.1|BCOP
OG0004174	LOC120771429|XP_039955353.1|BTRY	LOC119071903|XP_037032910.1|BCOP
OG0004175	LOC120772618|XP_039957267.1|BTRY	LOC119071787|XP_037032743.1|BCOP
OG0004176	LOC120776716|XP_039963547.1|BTRY	LOC119085409|XP_037051711.1|BCOP
OG0004177	LOC120767035|XP_039948819.1|BTRY	LOC119083046|XP_037048562.1|BCOP
OG0004178	LOC120782532|XP_039970787.1|BTRY	LOC119076806|XP_037039672.1|BCOP
OG0004179	LOC120773635|XP_039958577.1|BTRY	LOC119078074|XP_037041425.1|BCOP
OG0004180	LOC120782265|XP_039970369.1|BTRY	LOC119070257|XP_037030419.1|BCOP
OG0004181	LOC120779726|XP_039968035.1|BTRY, LOC120766829|XP_039948478.1|BTRY	LOC119066937|XP_037025549.1|BCOP
OG0004182	LOC120778498|XP_039966257.1|BTRY	LOC119070100|XP_037030314.1|BCOP
OG0004184	LOC120776573|XP_039963270.1|BTRY	LOC119084284|XP_037050105.1|BCOP
OG0004185	LOC120767426|XP_039949401.1|BTRY	LOC119075607|XP_037037979.1|BCOP
OG0004186	LOC120774155|XP_039959498.1|BTRY	LOC119076706|XP_037039517.1|BCOP
OG0004187	LOC120782831|XP_039971286.1|BTRY	LOC119076096|XP_037038646.1|BCOP
OG0004188	LOC120766494|XP_039947983.1|BTRY	LOC119073151|XP_037034351.1|BCOP
OG0004189	LOC120782382|XP_039970558.1|BTRY	LOC119073215|XP_037034423.1|BCOP
OG0004190	LOC120779887|XP_039968173.1|BTRY	LOC119074308|XP_037036251.1|BCOP
OG0004191	LOC120776663|XP_039963472.1|BTRY	LOC119074667|XP_037036844.1|BCOP
OG0004192	LOC120781473|XP_039969631.1|BTRY	LOC119074603|XP_037036750.1|BCOP
OG0004193	LOC120779377|XP_039967505.1|BTRY, LOC120775686|XP_039961919.1|BTRY	LOC119073406|XP_037034740.1|BCOP
OG0004194	LOC120775895|XP_039962223.1|BTRY	LOC119084017|XP_037049725.1|BCOP
OG0004195	LOC120775116|XP_039961068.1|BTRY	LOC119074847|XP_037037056.1|BCOP
OG0004196	LOC120766895|XP_039948582.1|BTRY	LOC119075873|XP_037038330.1|BCOP
OG0004197	LOC120775064|XP_039960981.1|BTRY	LOC119076687|XP_037039486.1|BCOP
OG0004198	LOC120766818|XP_039948467.1|BTRY	LOC119083010|XP_037048539.1|BCOP
OG0004199	LOC120766619|XP_039948164.1|BTRY	LOC119068722|XP_037028348.1|BCOP
OG0004200	LOC120770378|XP_039953731.1|BTRY	LOC119071893|XP_037032889.1|BCOP
OG0004201	LOC120782252|XP_039970350.1|BTRY	LOC119084702|XP_037050674.1|BCOP
OG0004202	LOC120767656|XP_039949766.1|BTRY	LOC119076094|XP_037038644.1|BCOP
OG0004203	LOC120779033|XP_039967093.1|BTRY	LOC119076145|XP_037038718.1|BCOP
OG0004204	LOC120776942|XP_039963956.1|BTRY	LOC119084827|XP_037050803.1|BCOP
OG0004205	LOC120778150|XP_039965807.1|BTRY	LOC119078311|XP_037041712.1|BCOP
OG0004206	LOC120770724|XP_039954241.1|BTRY	LOC119067713|XP_037026726.1|BCOP
OG0004207	LOC120781982|XP_039970088.1|BTRY	LOC119075905|XP_037038377.1|BCOP
OG0004208	LOC120768334|XP_039950920.1|BTRY	LOC119073278|XP_037034555.1|BCOP
OG0004209	LOC120782805|XP_039971218.1|BTRY	LOC119067979|XP_037027220.1|BCOP
OG0004210	LOC120774800|XP_039960530.1|BTRY	LOC119078714|XP_037042285.1|BCOP
OG0004211	LOC120767707|XP_039949837.1|BTRY	LOC119072661|XP_037033814.1|BCOP
OG0004212	LOC120779528|XP_039967807.1|BTRY	LOC119085786|XP_037052207.1|BCOP, LOC119077923|XP_037041199.1|BCOP
OG0004213	LOC120779416|XP_039967550.1|BTRY	LOC119078042|XP_037041352.1|BCOP
OG0004214	LOC120770214|XP_039953417.1|BTRY	LOC119071514|XP_037032284.1|BCOP
OG0004215	LOC120771306|XP_039955175.1|BTRY	LOC119066063|XP_037024233.1|BCOP
OG0004216	LOC120778070|XP_039965695.1|BTRY	LOC119084419|XP_037050288.1|BCOP
OG0004217	LOC120778790|XP_039966723.1|BTRY	LOC119084415|XP_037050278.1|BCOP
OG0004218	LOC120772159|XP_039956530.1|BTRY	LOC119076868|XP_037039771.1|BCOP
OG0004219	LOC120782851|XP_039971317.1|BTRY	LOC119082203|XP_037047532.1|BCOP
OG0004220	LOC120782777|XP_039971182.1|BTRY	LOC119084161|XP_037049909.1|BCOP
OG0004221	LOC120782605|XP_039970902.1|BTRY	LOC119074651|XP_037036824.1|BCOP
OG0004222	LOC120781347|XP_039969488.1|BTRY	LOC119074678|XP_037036857.1|BCOP
OG0004223	LOC120768857|XP_039951549.1|BTRY	LOC119074429|XP_037036451.1|BCOP
OG0004224	LOC120782309|XP_039970463.1|BTRY	LOC119068839|XP_037028539.1|BCOP
OG0004225	LOC120773950|XP_039959109.1|BTRY	LOC119073154|XP_037034350.1|BCOP, LOC119073155|XP_037034352.1|BCOP
OG0004226	LOC120779071|XP_039967144.1|BTRY	LOC119083011|XP_037048540.1|BCOP
OG0004227	LOC120778848|XP_039966813.1|BTRY	LOC119066742|XP_037025264.1|BCOP
OG0004228	LOC120775392|XP_039961490.1|BTRY	LOC119074799|XP_037036971.1|BCOP
OG0004229	LOC120771033|XP_039954755.1|BTRY	LOC119071411|XP_037032184.1|BCOP
OG0004230	LOC120775159|XP_039961131.1|BTRY	LOC119074842|XP_037037043.1|BCOP
OG0004231	LOC120778069|XP_039965693.1|BTRY	LOC119068352|XP_037027815.1|BCOP
OG0004232	LOC120777349|XP_039964534.1|BTRY	LOC119067142|XP_037025838.1|BCOP
OG0004233	LOC120777348|XP_039964532.1|BTRY	LOC119066880|XP_037025463.1|BCOP
OG0004234	LOC120777650|XP_039965036.1|BTRY	LOC119067155|XP_037025846.1|BCOP
OG0004235	LOC120766999|XP_039948743.1|BTRY	LOC119069083|XP_037028861.1|BCOP
OG0004236	LOC120778123|XP_039965764.1|BTRY	LOC119083057|XP_037048573.1|BCOP
OG0004238	LOC120782468|XP_039970695.1|BTRY	LOC119078029|XP_037041336.1|BCOP
OG0004239	LOC120768635|XP_039951338.1|BTRY	LOC119084042|XP_037049770.1|BCOP
OG0004240	LOC120782626|XP_039970965.1|BTRY	LOC119077967|XP_037041244.1|BCOP
OG0004241	LOC120782358|XP_039970531.1|BTRY	LOC119081063|XP_037045674.1|BCOP, LOC119075628|XP_037038002.1|BCOP
OG0004242	LOC120766400|XP_039947782.1|BTRY	LOC119073077|XP_037034284.1|BCOP, LOC119082173|XP_037047483.1|BCOP
OG0004243	LOC120779142|XP_039967282.1|BTRY	LOC119075836|XP_037038283.1|BCOP
OG0004244	LOC120782236|XP_039970337.1|BTRY	LOC119074658|XP_037036832.1|BCOP
OG0004245	LOC120777029|XP_039964074.1|BTRY	LOC119072040|XP_037033054.1|BCOP
OG0004246	LOC120777581|XP_039964928.1|BTRY	LOC119075612|XP_037037983.1|BCOP
OG0004247	LOC120775526|XP_039961680.1|BTRY	LOC119083553|XP_037049166.1|BCOP
OG0004248	LOC120772695|XP_039957369.1|BTRY	LOC119072378|XP_037033477.1|BCOP
OG0004249	LOC120778844|XP_039966801.1|BTRY	LOC119081049|XP_037045649.1|BCOP
OG0004250	LOC120773534|XP_039958424.1|BTRY	LOC119083469|XP_037049087.1|BCOP
OG0004251	LOC120776091|XP_039962501.1|BTRY	LOC119074552|XP_037036627.1|BCOP
OG0004252	LOC120782270|XP_039970393.1|BTRY	LOC119076947|XP_037039894.1|BCOP
OG0004253	LOC120766653|XP_039948218.1|BTRY	LOC119081443|XP_037046272.1|BCOP, LOC119081446|XP_037046275.1|BCOP
OG0004254	LOC120774328|XP_039959812.1|BTRY, LOC120775540|XP_039961699.1|BTRY, LOC120778172|XP_039965842.1|BTRY	LOC119068614|XP_037028169.1|BCOP
OG0004255	LOC120774672|XP_039960336.1|BTRY, LOC120774671|XP_039960335.1|BTRY, LOC120774673|XP_039960337.1|BTRY	LOC119074925|XP_037037214.1|BCOP
OG0004256	LOC120770175|XP_039953324.1|BTRY	LOC119079133|XP_037042856.1|BCOP, LOC119079064|XP_037042767.1|BCOP, LOC119074400|XP_037036416.1|BCOP, LOC119085383|XP_037051664.1|BCOP
OG0004257	LOC120772200|XP_039956600.1|BTRY	LOC119066253|XP_037024484.1|BCOP
OG0004258	LOC120782823|XP_039971271.1|BTRY	LOC119068934|XP_037028696.1|BCOP
OG0004259	LOC120770860|XP_039954409.1|BTRY	LOC119085355|XP_037051626.1|BCOP
OG0004260	LOC120773051|XP_039957920.1|BTRY	LOC119074318|XP_037036271.1|BCOP
OG0004261	LOC120782372|XP_039970543.1|BTRY	LOC119068882|XP_037028638.1|BCOP
OG0004262	LOC120782714|XP_039971069.1|BTRY	LOC119082214|XP_037047558.1|BCOP
OG0004263	LOC120766462|XP_039947925.1|BTRY	LOC119075754|XP_037038186.1|BCOP
OG0004264	LOC120766352|XP_039947715.1|BTRY, LOC120766361|XP_039947725.1|BTRY	LOC119068390|XP_037027846.1|BCOP
OG0004265	LOC120782190|XP_039970267.1|BTRY	LOC119078172|XP_037041541.1|BCOP
OG0004266	LOC120778114|XP_039965755.1|BTRY	LOC119076566|XP_037039249.1|BCOP
OG0004267	LOC120782871|XP_039971348.1|BTRY	LOC119076155|XP_037038734.1|BCOP
OG0004268	LOC120771841|XP_039956018.1|BTRY	LOC119085216|XP_037051421.1|BCOP
OG0004269	LOC120770185|XP_039953344.1|BTRY	LOC119082024|XP_037047238.1|BCOP
OG0004270	LOC120781289|XP_039969419.1|BTRY	LOC119066521|XP_037024934.1|BCOP
OG0004271	LOC120769976|XP_039952985.1|BTRY	LOC119072187|XP_037033242.1|BCOP
OG0004272	LOC120782811|XP_039971224.1|BTRY	LOC119070660|XP_037030985.1|BCOP
OG0004273	LOC120775876|XP_039962183.1|BTRY, LOC120766833|XP_039948479.1|BTRY	LOC119068159|XP_037027531.1|BCOP
OG0004274	LOC120773420|XP_039958229.1|BTRY	LOC119069310|XP_037029256.1|BCOP
OG0004275	LOC120773397|XP_039958180.1|BTRY	LOC119084039|XP_037049766.1|BCOP
OG0004276	LOC120777309|XP_039964482.1|BTRY	LOC119084224|XP_037050017.1|BCOP
OG0004277	LOC120777804|XP_039965271.1|BTRY	LOC119079729|XP_037043689.1|BCOP, LOC119076156|XP_037038736.1|BCOP, LOC119077954|XP_037041217.1|BCOP
OG0004278	LOC120774372|XP_039959901.1|BTRY	LOC119074894|XP_037037135.1|BCOP
OG0004279	LOC120768932|XP_039951648.1|BTRY	LOC119076857|XP_037039757.1|BCOP
OG0004280	LOC120774500|XP_039960105.1|BTRY, LOC120774501|XP_039960114.1|BTRY	LOC119076402|XP_037039016.1|BCOP
OG0004281	LOC120771682|XP_039955745.1|BTRY	LOC119071733|XP_037032659.1|BCOP
OG0004282	LOC120771170|XP_039954991.1|BTRY	LOC119075286|XP_037037569.1|BCOP
OG0004283	LOC120771171|XP_039954992.1|BTRY	LOC119072058|XP_037033130.1|BCOP
OG0004284	LOC120777665|XP_039965055.1|BTRY	LOC119071064|XP_037031591.1|BCOP
OG0004285	LOC120767019|XP_039948785.1|BTRY	LOC119068484|XP_037027989.1|BCOP
OG0004286	LOC120778758|XP_039966669.1|BTRY	LOC119074235|XP_037036152.1|BCOP
OG0004287	LOC120777956|XP_039965506.1|BTRY	LOC119072078|XP_037033124.1|BCOP
OG0004288	LOC120777584|XP_039964933.1|BTRY	LOC119074231|XP_037036145.1|BCOP
OG0004289	LOC120776776|XP_039963685.1|BTRY	LOC119071632|XP_037032485.1|BCOP
OG0004290	LOC120772742|XP_039957436.1|BTRY	LOC119071203|XP_037031886.1|BCOP
OG0004291	LOC120772924|XP_039957758.1|BTRY	LOC119082360|XP_037047772.1|BCOP
OG0004292	LOC120776824|XP_039963778.1|BTRY	LOC119071255|XP_037031994.1|BCOP
OG0004293	LOC120779188|XP_039967384.1|BTRY	LOC119083288|XP_037048875.1|BCOP
OG0004294	LOC120777931|XP_039965447.1|BTRY	LOC119078303|XP_037041700.1|BCOP
OG0004295	LOC120778000|XP_039965593.1|BTRY	LOC119066823|XP_037025371.1|BCOP
OG0004296	LOC120777341|XP_039964527.1|BTRY	LOC119066002|XP_037024114.1|BCOP
OG0004297	LOC120772053|XP_039956364.1|BTRY	LOC119082350|XP_037047763.1|BCOP
OG0004298	LOC120772525|XP_039957123.1|BTRY	LOC119074244|XP_037036164.1|BCOP
OG0004299	LOC120772369|XP_039956872.1|BTRY	LOC119082791|XP_037048280.1|BCOP
OG0004300	LOC120771365|XP_039955258.1|BTRY	LOC119071694|XP_037032577.1|BCOP
OG0004301	LOC120776821|XP_039963775.1|BTRY	LOC119066451|XP_037024847.1|BCOP
OG0004302	LOC120770944|XP_039954589.1|BTRY	LOC119071225|XP_037031934.1|BCOP
OG0004303	LOC120770381|XP_039953735.1|BTRY	LOC119066851|XP_037025413.1|BCOP
OG0004304	LOC120770839|XP_039954367.1|BTRY	LOC119078290|XP_037041675.1|BCOP
OG0004305	LOC120771821|XP_039955974.1|BTRY	LOC119085103|XP_037051244.1|BCOP
OG0004306	LOC120770581|XP_039954095.1|BTRY	LOC119080620|XP_037044919.1|BCOP
OG0004307	LOC120771086|XP_039954845.1|BTRY	LOC119070087|XP_037030295.1|BCOP
OG0004308	LOC120770899|XP_039954501.1|BTRY	LOC119078996|XP_037042656.1|BCOP
OG0004309	LOC120776841|XP_039963801.1|BTRY	LOC119071381|XP_037032138.1|BCOP
OG0004310	LOC120770827|XP_039954346.1|BTRY	LOC119079699|XP_037043652.1|BCOP
OG0004311	LOC120777897|XP_039965402.1|BTRY	LOC119071155|XP_037031800.1|BCOP
OG0004312	LOC120771089|XP_039954849.1|BTRY	LOC119078246|XP_037041616.1|BCOP
OG0004313	LOC120770426|XP_039953810.1|BTRY	LOC119078231|XP_037041585.1|BCOP
OG0004314	LOC120770018|XP_039953048.1|BTRY	LOC119071132|XP_037031713.1|BCOP
OG0004315	LOC120772081|XP_039956412.1|BTRY	LOC119074203|XP_037036095.1|BCOP
OG0004316	LOC120770946|XP_039954593.1|BTRY	LOC119072084|XP_037033136.1|BCOP
OG0004317	LOC120772564|XP_039957185.1|BTRY	LOC119071221|XP_037031929.1|BCOP
OG0004318	LOC120770216|XP_039953425.1|BTRY	LOC119079012|XP_037042672.1|BCOP
OG0004319	LOC120771768|XP_039955888.1|BTRY	LOC119066636|XP_037025095.1|BCOP
OG0004320	LOC120770554|XP_039954061.1|BTRY	LOC119083474|XP_037049088.1|BCOP
OG0004321	LOC120768911|XP_039951612.1|BTRY	LOC119066930|XP_037025538.1|BCOP, LOC119084369|XP_037050216.1|BCOP
OG0004322	LOC120766483|XP_039947960.1|BTRY	LOC119067228|XP_037025976.1|BCOP
OG0004323	LOC120774028|XP_039959258.1|BTRY	LOC119066661|XP_037025133.1|BCOP
OG0004324	LOC120769562|XP_039952550.1|BTRY	LOC119066663|XP_037025138.1|BCOP
OG0004325	LOC120772609|XP_039957258.1|BTRY	LOC119071806|XP_037032767.1|BCOP
OG0004326	LOC120772728|XP_039957423.1|BTRY	LOC119078748|XP_037042344.1|BCOP
OG0004327	LOC120774885|XP_039960675.1|BTRY	LOC119073828|XP_037035526.1|BCOP
OG0004328	LOC120774981|XP_039960818.1|BTRY	LOC119074172|XP_037036067.1|BCOP
OG0004329	LOC120771130|XP_039954920.1|BTRY	LOC119079572|XP_037043448.1|BCOP
OG0004330	LOC120772468|XP_039957040.1|BTRY	LOC119082104|XP_037047368.1|BCOP
OG0004331	LOC120770072|XP_039953135.1|BTRY	LOC119071693|XP_037032576.1|BCOP, LOC119072720|XP_037033891.1|BCOP
OG0004332	LOC120768961|XP_039951688.1|BTRY	LOC119066091|XP_037024258.1|BCOP
OG0004333	LOC120767900|XP_039950179.1|BTRY	LOC119072643|XP_037033786.1|BCOP
OG0004334	LOC120769141|XP_039951947.1|BTRY	LOC119077375|XP_037040461.1|BCOP
OG0004335	LOC120771060|XP_039954800.1|BTRY	LOC119070088|XP_037030296.1|BCOP
OG0004336	LOC120772604|XP_039957252.1|BTRY	LOC119079944|XP_037043947.1|BCOP
OG0004337	LOC120767441|XP_039949438.1|BTRY	LOC119071972|XP_037033001.1|BCOP
OG0004338	LOC120772097|XP_039956437.1|BTRY	LOC119071398|XP_037032170.1|BCOP
OG0004339	LOC120770524|XP_039954001.1|BTRY	LOC119071337|XP_037032117.1|BCOP
OG0004340	LOC120770523|XP_039953999.1|BTRY	LOC119071271|XP_037032031.1|BCOP
OG0004341	LOC120770019|XP_039953051.1|BTRY	LOC119071295|XP_037032064.1|BCOP
OG0004342	LOC120771802|XP_039955938.1|BTRY	LOC119066421|XP_037024788.1|BCOP
OG0004343	LOC120770895|XP_039954495.1|BTRY	LOC119066093|XP_037024260.1|BCOP
OG0004344	LOC120771908|XP_039956125.1|BTRY	LOC119066834|XP_037025390.1|BCOP
OG0004345	LOC120772179|XP_039956561.1|BTRY	LOC119074201|XP_037036092.1|BCOP
OG0004346	LOC120771602|XP_039955616.1|BTRY	LOC119066137|XP_037024323.1|BCOP
OG0004347	LOC120771408|XP_039955316.1|BTRY	LOC119066419|XP_037024787.1|BCOP
OG0004348	LOC120772844|XP_039957593.1|BTRY	LOC119071750|XP_037032680.1|BCOP
OG0004349	LOC120771131|XP_039954921.1|BTRY	LOC119071717|XP_037032611.1|BCOP
OG0004350	LOC120773025|XP_039957888.1|BTRY, LOC120773024|XP_039957887.1|BTRY	LOC119071324|XP_037032104.1|BCOP
OG0004351	LOC120770338|XP_039953667.1|BTRY	LOC119085998|XP_037052465.1|BCOP
OG0004352	LOC120768792|XP_039951485.1|BTRY	LOC119068454|XP_037027930.1|BCOP
OG0004353	LOC120782450|XP_039970672.1|BTRY	LOC119067827|XP_037026892.1|BCOP
OG0004354	LOC120769903|XP_039952970.1|BTRY	LOC119067828|XP_037026895.1|BCOP
OG0004355	LOC120768803|XP_039951492.1|BTRY	LOC119072344|XP_037033426.1|BCOP
OG0004356	LOC120770322|XP_039953639.1|BTRY	LOC119071166|XP_037031818.1|BCOP
OG0004357	LOC120772646|XP_039957306.1|BTRY	LOC119071252|XP_037031986.1|BCOP
OG0004358	LOC120772407|XP_039956937.1|BTRY	LOC119082701|XP_037048171.1|BCOP
OG0004359	LOC120773084|XP_039957972.1|BTRY	LOC119071148|XP_037031773.1|BCOP
OG0004360	LOC120776823|XP_039963777.1|BTRY	LOC119085205|XP_037051411.1|BCOP
OG0004361	LOC120782678|XP_039971000.1|BTRY	LOC119084175|XP_037049929.1|BCOP
OG0004362	LOC120778454|XP_039966183.1|BTRY	LOC119071311|XP_037032085.1|BCOP
OG0004363	LOC120775507|XP_039961649.1|BTRY	LOC119076065|XP_037038603.1|BCOP
OG0004364	LOC120770304|XP_039953605.1|BTRY	LOC119071028|XP_037031516.1|BCOP
OG0004365	LOC120770931|XP_039954570.1|BTRY	LOC119085330|XP_037051607.1|BCOP
OG0004366	LOC120768933|XP_039951649.1|BTRY	LOC119066225|XP_037024444.1|BCOP
OG0004367	LOC120776670|XP_039963478.1|BTRY	LOC119071072|XP_037031604.1|BCOP
OG0004368	LOC120778704|XP_039966598.1|BTRY	LOC119078995|XP_037042655.1|BCOP
OG0004369	LOC120772428|XP_039956974.1|BTRY	LOC119085129|XP_037051296.1|BCOP
OG0004370	LOC120771186|XP_039955011.1|BTRY	LOC119071899|XP_037032897.1|BCOP
OG0004371	LOC120770493|XP_039953947.1|BTRY	LOC119071517|XP_037032287.1|BCOP
OG0004372	LOC120771080|XP_039954835.1|BTRY	LOC119078166|XP_037041535.1|BCOP
OG0004373	LOC120772203|XP_039956603.1|BTRY, LOC120772405|XP_039956935.1|BTRY	LOC119078317|XP_037041717.1|BCOP
OG0004374	LOC120770728|XP_039954242.1|BTRY	LOC119071871|XP_037032829.1|BCOP
OG0004375	LOC120778942|XP_039966935.1|BTRY	LOC119069882|XP_037029952.1|BCOP, LOC119080012|XP_037044083.1|BCOP
