Orthogroup	BTRY.longest_only	DSUB.longest_only
OG0004765	LOC120780837|XP_039969015.1|BTRY	LOC117897332|XP_034661992.1|DSUB
OG0004766	LOC120780308|XP_039968535.1|BTRY	LOC117897441|XP_034662172.1|DSUB
OG0004767	LOC120774604|XP_039960648.1|BTRY	LOC117897624|XP_034662483.1|DSUB
OG0004768	LOC120774368|XP_039959900.1|BTRY	LOC117899604|XP_034665618.1|DSUB
OG0004769	LOC120766842|XP_039948487.1|BTRY	LOC117902411|XP_034669644.1|DSUB
OG0004770	LOC120782716|XP_039971072.1|BTRY	LOC117897359|XP_034662032.1|DSUB
OG0004771	LOC120782567|XP_039970838.1|BTRY	LOC117898882|XP_034664456.1|DSUB
OG0004772	LOC120778484|XP_039966654.1|BTRY	LOC117896682|XP_034661023.1|DSUB
OG0004773	LOC120766357|XP_039947724.1|BTRY	LOC117896200|XP_034660215.1|DSUB
OG0004774	LOC120766367|XP_039947735.1|BTRY	LOC117896198|XP_034660186.1|DSUB
OG0004775	LOC120766571|XP_039948097.1|BTRY	LOC117898447|XP_034663745.1|DSUB
OG0004776	LOC120770515|XP_039953987.1|BTRY	LOC117890156|XP_034650740.1|DSUB
OG0004777	LOC120780454|XP_039968663.1|BTRY	LOC117897163|XP_034661725.1|DSUB
OG0004778	LOC120767877|XP_039950137.1|BTRY	LOC117901522|XP_034668190.1|DSUB
OG0004779	LOC120766385|XP_039947756.1|BTRY	LOC117898563|XP_034663940.1|DSUB
OG0004780	LOC120768286|XP_039950847.1|BTRY	LOC117900257|XP_034666447.1|DSUB
OG0004781	LOC120777363|XP_039964569.1|BTRY	LOC117896234|XP_034660270.1|DSUB
OG0004782	LOC120778557|XP_039966349.1|BTRY	LOC117898422|XP_034663694.1|DSUB
OG0004783	LOC120775914|XP_039962241.1|BTRY	LOC117891306|XP_034652645.1|DSUB
OG0004784	LOC120771552|XP_039955551.1|BTRY	LOC117896979|XP_034661425.1|DSUB
OG0004785	LOC120779907|XP_039968189.1|BTRY	LOC117896674|XP_034661011.1|DSUB
OG0004786	LOC120766597|XP_039948136.1|BTRY	LOC117896835|XP_034661241.1|DSUB
OG0004787	LOC120766912|XP_039948593.1|BTRY	LOC117896042|XP_034659941.1|DSUB
OG0004788	LOC120779521|XP_039967787.1|BTRY	LOC117897466|XP_034662204.1|DSUB
OG0004789	LOC120782544|XP_039970847.1|BTRY	LOC117897331|XP_034661991.1|DSUB
OG0004790	LOC120766447|XP_039947889.1|BTRY	LOC117898058|XP_034663116.1|DSUB
OG0004791	LOC120772315|XP_039956769.1|BTRY	LOC117898386|XP_034663632.1|DSUB
OG0004792	LOC120780449|XP_039968660.1|BTRY	LOC117898798|XP_034664330.1|DSUB
OG0004793	LOC120767784|XP_039949973.1|BTRY	LOC117898391|XP_034663639.1|DSUB
OG0004794	LOC120781453|XP_039969604.1|BTRY	LOC117899683|XP_034665764.1|DSUB
OG0004795	LOC120782800|XP_039971211.1|BTRY	LOC117898869|XP_034664439.1|DSUB
OG0004796	LOC120766317|XP_039947672.1|BTRY	LOC117898304|XP_034663470.1|DSUB
OG0004797	LOC120767094|XP_039948908.1|BTRY	LOC117896599|XP_034660916.1|DSUB
OG0004798	LOC120776948|XP_039963973.1|BTRY	LOC117896294|XP_034660406.1|DSUB
OG0004799	LOC120770776|XP_039954292.1|BTRY	LOC117899515|XP_034665459.1|DSUB
OG0004800	LOC120780180|XP_039968391.1|BTRY	LOC117899733|XP_034665868.1|DSUB
OG0004801	LOC120779695|XP_039967996.1|BTRY	LOC117899584|XP_034665592.1|DSUB
OG0004802	LOC120766215|XP_039947519.1|BTRY	LOC117896203|XP_034660221.1|DSUB
OG0004803	LOC120766649|XP_039948211.1|BTRY	LOC117899634|XP_034665683.1|DSUB
OG0004804	LOC120768081|XP_039950547.1|BTRY	LOC117899605|XP_034665625.1|DSUB
OG0004805	LOC120782494|XP_039970729.1|BTRY	LOC117897112|XP_034661653.1|DSUB
OG0004806	LOC120775829|XP_039962124.1|BTRY	LOC117902212|XP_034669327.1|DSUB
OG0004807	LOC120782770|XP_039971169.1|BTRY	LOC117896033|XP_034659932.1|DSUB
OG0004808	LOC120781662|XP_039970038.1|BTRY	LOC117897802|XP_034662742.1|DSUB
OG0004809	LOC120766164|XP_039947445.1|BTRY	LOC117896333|XP_034660464.1|DSUB
OG0004810	LOC120770658|XP_039954186.1|BTRY	LOC117897272|XP_034661889.1|DSUB
OG0004811	LOC120777485|XP_039964756.1|BTRY	LOC117894081|XP_034656834.1|DSUB
OG0004812	LOC120771936|XP_039956171.1|BTRY	LOC117897316|XP_034661959.1|DSUB
OG0004813	LOC120766269|XP_039947592.1|BTRY	LOC117898695|XP_034664201.1|DSUB
OG0004814	LOC120779510|XP_039967765.1|BTRY	LOC117896127|XP_034660075.1|DSUB
OG0004815	LOC120773451|XP_039958276.1|BTRY	LOC117901440|XP_034668116.1|DSUB
OG0004816	LOC120776005|XP_039962371.1|BTRY	LOC117903313|XP_034671140.1|DSUB
OG0004817	LOC120774361|XP_039959881.1|BTRY	LOC117903311|XP_034671136.1|DSUB
OG0004818	LOC120782449|XP_039970671.1|BTRY	LOC117897120|XP_034661664.1|DSUB
OG0004819	LOC120782558|XP_039970826.1|BTRY	LOC117898465|XP_034663779.1|DSUB
OG0004820	LOC120775984|XP_039962348.1|BTRY	LOC117897102|XP_034661638.1|DSUB
OG0004821	LOC120766764|XP_039948376.1|BTRY	LOC117898878|XP_034664452.1|DSUB
OG0004822	LOC120770407|XP_039953779.1|BTRY	LOC117898207|XP_034663319.1|DSUB
OG0004823	LOC120766777|XP_039948398.1|BTRY	LOC117896678|XP_034661014.1|DSUB
OG0004824	LOC120766778|XP_039948402.1|BTRY	LOC117896679|XP_034661018.1|DSUB
OG0004825	LOC120780086|XP_039968289.1|BTRY	LOC117902946|XP_034670451.1|DSUB
OG0004826	LOC120775295|XP_039961348.1|BTRY	LOC117896175|XP_034660149.1|DSUB
OG0004827	LOC120782381|XP_039970557.1|BTRY	LOC117897184|XP_034661774.1|DSUB
OG0004828	LOC120770020|XP_039953055.1|BTRY	LOC117898565|XP_034663943.1|DSUB
OG0004829	LOC120766591|XP_039948129.1|BTRY	LOC117897032|XP_034661502.1|DSUB
OG0004830	LOC120779659|XP_039967951.1|BTRY	LOC117899199|XP_034664963.1|DSUB
OG0004831	LOC120771927|XP_039956157.1|BTRY	LOC117894580|XP_034657613.1|DSUB
OG0004832	LOC120782860|XP_039971330.1|BTRY	LOC117897296|XP_034661931.1|DSUB
OG0004833	LOC120782406|XP_039970586.1|BTRY	LOC117898221|XP_034663344.1|DSUB
OG0004834	LOC120771753|XP_039955868.1|BTRY	LOC117898464|XP_034663778.1|DSUB
OG0004835	LOC120766795|XP_039948429.1|BTRY	LOC117897934|XP_034662916.1|DSUB
OG0004836	LOC120770390|XP_039953757.1|BTRY	LOC117897851|XP_034662812.1|DSUB
OG0004837	LOC120777626|XP_039965014.1|BTRY	LOC117894653|XP_034657720.1|DSUB
OG0004838	LOC120780390|XP_039968610.1|BTRY	LOC117896865|XP_034661286.1|DSUB
OG0004839	LOC120780109|XP_039968324.1|BTRY	LOC117899196|XP_034664954.1|DSUB
OG0004840	LOC120780244|XP_039968437.1|BTRY	LOC117897346|XP_034662010.1|DSUB
OG0004841	LOC120773535|XP_039958425.1|BTRY	LOC117901684|XP_034668418.1|DSUB
OG0004842	LOC120772824|XP_039957566.1|BTRY	LOC117898159|XP_034663258.1|DSUB
OG0004843	LOC120780583|XP_039968779.1|BTRY	LOC117897053|XP_034661536.1|DSUB
OG0004844	LOC120769673|XP_039952730.1|BTRY	LOC117900275|XP_034666475.1|DSUB
OG0004845	LOC120769662|XP_039952708.1|BTRY	LOC117896433|XP_034660653.1|DSUB
OG0004846	LOC120767702|XP_039949833.1|BTRY	LOC117900433|XP_034666694.1|DSUB
OG0004847	LOC120768655|XP_039951364.1|BTRY	LOC117900427|XP_034666684.1|DSUB
OG0004848	LOC120782691|XP_039971020.1|BTRY	LOC117898203|XP_034663315.1|DSUB
OG0004849	LOC120775130|XP_039961092.1|BTRY	LOC117901553|XP_034668241.1|DSUB
OG0004850	LOC120777889|XP_039965390.1|BTRY	LOC117896335|XP_034660466.1|DSUB
OG0004851	LOC120782829|XP_039971282.1|BTRY	LOC117898146|XP_034663236.1|DSUB
OG0004852	LOC120779854|XP_039968148.1|BTRY	LOC117898629|XP_034664079.1|DSUB
OG0004853	LOC120772176|XP_039956557.1|BTRY	LOC117892180|XP_034654157.1|DSUB
OG0004854	LOC120776893|XP_039963884.1|BTRY	LOC117894942|XP_034658155.1|DSUB
OG0004855	LOC120778578|XP_039966375.1|BTRY	LOC117893244|XP_034655699.1|DSUB
OG0004856	LOC120776638|XP_039963396.1|BTRY	LOC117894126|XP_034656905.1|DSUB
OG0004857	LOC120777849|XP_039965318.1|BTRY	LOC117894957|XP_034658178.1|DSUB
OG0004858	LOC120777503|XP_039964788.1|BTRY	LOC117894123|XP_034656898.1|DSUB
OG0004859	LOC120777527|XP_039964843.1|BTRY	LOC117894136|XP_034656922.1|DSUB
OG0004860	LOC120778168|XP_039965838.1|BTRY	LOC117894352|XP_034657232.1|DSUB
OG0004861	LOC120777899|XP_039965404.1|BTRY	LOC117895871|XP_034659741.1|DSUB
OG0004863	LOC120776867|XP_039963858.1|BTRY	LOC117894565|XP_034657590.1|DSUB
OG0004864	LOC120778599|XP_039966406.1|BTRY	LOC117895359|XP_034658834.1|DSUB
OG0004865	LOC120769935|XP_039952972.1|BTRY	LOC117898783|XP_034664310.1|DSUB
OG0004866	LOC120777286|XP_039964432.1|BTRY	LOC117893910|XP_034656581.1|DSUB
OG0004867	LOC120772102|XP_039956445.1|BTRY	LOC117891649|XP_034653089.1|DSUB
OG0004868	LOC120772103|XP_039956446.1|BTRY	LOC117890473|XP_034651227.1|DSUB
OG0004869	LOC120770382|XP_039953738.1|BTRY	LOC117892409|XP_034654530.1|DSUB
OG0004870	LOC120770061|XP_039953115.1|BTRY	LOC117891065|XP_034652129.1|DSUB
OG0004871	LOC120770575|XP_039954089.1|BTRY	LOC117892445|XP_034654578.1|DSUB
OG0004872	LOC120772077|XP_039956405.1|BTRY	LOC117891646|XP_034653084.1|DSUB
OG0004873	LOC120769721|XP_039952794.1|BTRY	LOC117902804|XP_034670316.1|DSUB
OG0004874	LOC120777596|XP_039964970.1|BTRY	LOC117897503|XP_034662285.1|DSUB
OG0004875	LOC120774106|XP_039959398.1|BTRY	LOC117903452|XP_034671376.1|DSUB
OG0004876	LOC120773507|XP_039958394.1|BTRY	LOC117900168|XP_034666305.1|DSUB
OG0004877	LOC120776540|XP_039963212.1|BTRY	LOC117895038|XP_034658303.1|DSUB
OG0004878	LOC120772129|XP_039956479.1|BTRY	LOC117891200|XP_034652427.1|DSUB
OG0004879	LOC120770514|XP_039953983.1|BTRY	LOC117891155|XP_034652304.1|DSUB
OG0004880	LOC120777271|XP_039964408.1|BTRY	LOC117893867|XP_034656530.1|DSUB
OG0004881	LOC120776575|XP_039963273.1|BTRY	LOC117895642|XP_034659316.1|DSUB
OG0004882	LOC120777558|XP_039964882.1|BTRY	LOC117893919|XP_034656592.1|DSUB
OG0004883	LOC120778462|XP_039966201.1|BTRY	LOC117895225|XP_034658612.1|DSUB
OG0004884	LOC120771282|XP_039955142.1|BTRY	LOC117891663|XP_034653112.1|DSUB
OG0004885	LOC120771579|XP_039955581.1|BTRY	LOC117890748|XP_034651696.1|DSUB
OG0004886	LOC120771915|XP_039956136.1|BTRY	LOC117890461|XP_034651199.1|DSUB
OG0004888	LOC120773030|XP_039957894.1|BTRY	LOC117892615|XP_034654856.1|DSUB
OG0004889	LOC120767322|XP_039949190.1|BTRY	LOC117891902|XP_034653616.1|DSUB
OG0004890	LOC120771896|XP_039956101.1|BTRY	LOC117889972|XP_034650429.1|DSUB
OG0004891	LOC120773550|XP_039958447.1|BTRY	LOC117903587|XP_034671698.1|DSUB
OG0004892	LOC120770484|XP_039953928.1|BTRY	LOC117890163|XP_034650750.1|DSUB
OG0004893	LOC120772065|XP_039956385.1|BTRY	LOC117891235|XP_034652472.1|DSUB, LOC117889753|XP_034650090.1|DSUB
OG0004894	LOC120772033|XP_039956338.1|BTRY	LOC117891510|XP_034652895.1|DSUB
OG0004895	LOC120772690|XP_039957363.1|BTRY	LOC117892118|XP_034654038.1|DSUB
OG0004896	LOC120771909|XP_039956126.1|BTRY	LOC117890310|XP_034650981.1|DSUB
OG0004897	LOC120770869|XP_039954428.1|BTRY	LOC117892110|XP_034654013.1|DSUB
OG0004898	LOC120772074|XP_039956398.1|BTRY	LOC117891675|XP_034653137.1|DSUB
OG0004899	LOC120770841|XP_039954371.1|BTRY	LOC117891543|XP_034652944.1|DSUB
OG0004900	LOC120781204|XP_039969254.1|BTRY	LOC117890346|XP_034651028.1|DSUB
OG0004901	LOC120781263|XP_039969352.1|BTRY	LOC117892450|XP_034654586.1|DSUB
OG0004902	LOC120778531|XP_039966307.1|BTRY	LOC117895394|XP_034658911.1|DSUB
OG0004903	LOC120771081|XP_039954837.1|BTRY	LOC117892457|XP_034654596.1|DSUB
OG0004904	LOC120771878|XP_039956071.1|BTRY	LOC117898472|XP_034663794.1|DSUB
OG0004905	LOC120772912|XP_039957742.1|BTRY	LOC117890330|XP_034651011.1|DSUB
OG0004906	LOC120779154|XP_039967306.1|BTRY	LOC117893620|XP_034656188.1|DSUB
OG0004907	LOC120778199|XP_039965876.1|BTRY	LOC117893918|XP_034656591.1|DSUB
OG0004908	LOC120778076|XP_039965702.1|BTRY	LOC117894170|XP_034656963.1|DSUB
OG0004909	LOC120778834|XP_039966783.1|BTRY	LOC117895421|XP_034658948.1|DSUB
OG0004910	LOC120776660|XP_039963464.1|BTRY	LOC117895418|XP_034658942.1|DSUB
OG0004911	LOC120776563|XP_039963257.1|BTRY	LOC117894907|XP_034658093.1|DSUB
OG0004912	LOC120779157|XP_039967313.1|BTRY	LOC117893621|XP_034656189.1|DSUB
OG0004913	LOC120772610|XP_039957259.1|BTRY	LOC117892601|XP_034654832.1|DSUB
OG0004914	LOC120770545|XP_039954038.1|BTRY	LOC117889828|XP_034650200.1|DSUB
OG0004915	LOC120770912|XP_039954524.1|BTRY	LOC117890264|XP_034650912.1|DSUB
OG0004916	LOC120771844|XP_039956019.1|BTRY	LOC117892174|XP_034654144.1|DSUB
OG0004917	LOC120776376|XP_039962894.1|BTRY	LOC117894107|XP_034656873.1|DSUB
OG0004918	LOC120776375|XP_039962891.1|BTRY	LOC117894103|XP_034656869.1|DSUB
OG0004919	LOC120782858|XP_039971329.1|BTRY	LOC117899371|XP_034665242.1|DSUB
OG0004920	LOC120777236|XP_039964361.1|BTRY	LOC117894155|XP_034656943.1|DSUB
OG0004921	LOC120779117|XP_039967244.1|BTRY	LOC117895049|XP_034658318.1|DSUB
OG0004922	LOC120777689|XP_039965097.1|BTRY	LOC117895410|XP_034658933.1|DSUB
OG0004923	LOC120778811|XP_039966750.1|BTRY	LOC117893288|XP_034655746.1|DSUB
OG0004924	LOC120776894|XP_039963890.1|BTRY	LOC117895256|XP_034658667.1|DSUB
OG0004925	LOC120778099|XP_039965736.1|BTRY	LOC117894737|XP_034657827.1|DSUB
OG0004926	LOC120777943|XP_039965479.1|BTRY	LOC117893749|XP_034656376.1|DSUB
OG0004927	LOC120776837|XP_039963791.1|BTRY	LOC117893724|XP_034656316.1|DSUB
OG0004928	LOC120770508|XP_039953970.1|BTRY	LOC117892486|XP_034654643.1|DSUB
OG0004929	LOC120779112|XP_039967227.1|BTRY	LOC117895559|XP_034659159.1|DSUB
OG0004930	LOC120769998|XP_039953021.1|BTRY	LOC117891868|XP_034653521.1|DSUB
OG0004931	LOC120781293|XP_039969424.1|BTRY	LOC117892603|XP_034654834.1|DSUB
OG0004932	LOC120777215|XP_039964326.1|BTRY	LOC117895104|XP_034658396.1|DSUB
OG0004933	LOC120772209|XP_039956609.1|BTRY	LOC117891662|XP_034653109.1|DSUB
OG0004934	LOC120772429|XP_039956975.1|BTRY	LOC117891032|XP_034652089.1|DSUB
OG0004935	LOC120770167|XP_039953309.1|BTRY	LOC117892402|XP_034654519.1|DSUB
OG0004936	LOC120776817|XP_039963768.1|BTRY	LOC117893049|XP_034655317.1|DSUB
OG0004937	LOC120771767|XP_039955887.1|BTRY	LOC117895247|XP_034658649.1|DSUB
OG0004938	LOC120777971|XP_039965536.1|BTRY	LOC117893335|XP_034655816.1|DSUB
OG0004940	LOC120777207|XP_039964316.1|BTRY	LOC117895427|XP_034658956.1|DSUB
OG0004941	LOC120776865|XP_039963854.1|BTRY	LOC117893391|XP_034655879.1|DSUB
OG0004942	LOC120779190|XP_039967386.1|BTRY	LOC117895780|XP_034659569.1|DSUB
OG0004943	LOC120776715|XP_039963546.1|BTRY	LOC117895806|XP_034659621.1|DSUB
OG0004944	LOC120779164|XP_039967323.1|BTRY, LOC120779161|XP_039967320.1|BTRY	LOC117894341|XP_034657219.1|DSUB
OG0004945	LOC120775629|XP_039961817.1|BTRY	LOC117890066|XP_034650596.1|DSUB
OG0004946	LOC120777499|XP_039964781.1|BTRY	LOC117894783|XP_034657900.1|DSUB
OG0004947	LOC120778226|XP_039965917.1|BTRY	LOC117893932|XP_034656606.1|DSUB
OG0004948	LOC120777023|XP_039964069.1|BTRY	LOC117894891|XP_034658065.1|DSUB
OG0004949	LOC120777030|XP_039964075.1|BTRY	LOC117893893|XP_034656561.1|DSUB
OG0004950	LOC120778153|XP_039965811.1|BTRY	LOC117893399|XP_034655889.1|DSUB
OG0004951	LOC120766595|XP_039948133.1|BTRY	LOC117898660|XP_034664126.1|DSUB
OG0004952	LOC120776693|XP_039963512.1|BTRY	LOC117894069|XP_034656813.1|DSUB
OG0004953	LOC120777738|XP_039965163.1|BTRY	LOC117893401|XP_034655891.1|DSUB
OG0004954	LOC120778261|XP_039965972.1|BTRY	LOC117893396|XP_034655885.1|DSUB
OG0004955	LOC120778637|XP_039966468.1|BTRY	LOC117893065|XP_034655363.1|DSUB
OG0004956	LOC120772337|XP_039956816.1|BTRY	LOC117891184|XP_034652401.1|DSUB
OG0004957	LOC120778789|XP_039966722.1|BTRY	LOC117894664|XP_034657731.1|DSUB
OG0004958	LOC120777660|XP_039965047.1|BTRY	LOC117894434|XP_034657388.1|DSUB
OG0004959	LOC120779069|XP_039967139.1|BTRY	LOC117894678|XP_034657746.1|DSUB
OG0004960	LOC120776689|XP_039963503.1|BTRY	LOC117893108|XP_034655432.1|DSUB
OG0004961	LOC120770170|XP_039953319.1|BTRY	LOC117891080|XP_034652151.1|DSUB
OG0004962	LOC120778520|XP_039966288.1|BTRY	LOC117895224|XP_034658610.1|DSUB
OG0004963	LOC120776628|XP_039963369.1|BTRY	LOC117895006|XP_034658244.1|DSUB
OG0004964	LOC120776861|XP_039963839.1|BTRY	LOC117893544|XP_034656085.1|DSUB
OG0004965	LOC120777332|XP_039964508.1|BTRY	LOC117893301|XP_034655768.1|DSUB
OG0004966	LOC120777331|XP_039964506.1|BTRY	LOC117893290|XP_034655750.1|DSUB
OG0004967	LOC120770384|XP_039953739.1|BTRY	LOC117892410|XP_034654531.1|DSUB
OG0004968	LOC120778213|XP_039965904.1|BTRY	LOC117894964|XP_034658188.1|DSUB
OG0004969	LOC120773057|XP_039957925.1|BTRY	LOC117890462|XP_034651201.1|DSUB
OG0004970	LOC120778894|XP_039966876.1|BTRY	LOC117894959|XP_034658180.1|DSUB
OG0004971	LOC120776498|XP_039963115.1|BTRY	LOC117894962|XP_034658184.1|DSUB
OG0004972	LOC120778890|XP_039966873.1|BTRY	LOC117893304|XP_034655772.1|DSUB
OG0004973	LOC120779153|XP_039967305.1|BTRY	LOC117894715|XP_034657788.1|DSUB
OG0004974	LOC120778591|XP_039966395.1|BTRY	LOC117894941|XP_034658154.1|DSUB
OG0004975	LOC120778814|XP_039966754.1|BTRY	LOC117894112|XP_034656883.1|DSUB
OG0004976	LOC120777296|XP_039964446.1|BTRY	LOC117895732|XP_034659478.1|DSUB
OG0004977	LOC120773008|XP_039957864.1|BTRY	LOC117891209|XP_034652439.1|DSUB
OG0004978	LOC120771378|XP_039955275.1|BTRY	LOC117892677|XP_034654966.1|DSUB
OG0004979	LOC120777037|XP_039964081.1|BTRY	LOC117895810|XP_034659627.1|DSUB
OG0004980	LOC120776976|XP_039964006.1|BTRY	LOC117894098|XP_034656861.1|DSUB
OG0004981	LOC120777115|XP_039964187.1|BTRY	LOC117894837|XP_034657976.1|DSUB
OG0004982	LOC120777113|XP_039964183.1|BTRY	LOC117894176|XP_034656972.1|DSUB
OG0004983	LOC120778144|XP_039965802.1|BTRY, LOC120778143|XP_039965801.1|BTRY	LOC117893791|XP_034656425.1|DSUB
OG0004984	LOC120778137|XP_039965795.1|BTRY, LOC120778136|XP_039965794.1|BTRY	LOC117894225|XP_034657032.1|DSUB
OG0004985	LOC120776979|XP_039964010.1|BTRY	LOC117895570|XP_034659181.1|DSUB
OG0004986	LOC120777256|XP_039964389.1|BTRY	LOC117893922|XP_034656595.1|DSUB
OG0004987	LOC120778965|XP_039966975.1|BTRY	LOC117895397|XP_034658916.1|DSUB
OG0004989	LOC120778271|XP_039965984.1|BTRY	LOC117895398|XP_034658917.1|DSUB
OG0004990	LOC120772218|XP_039956631.1|BTRY	LOC117890516|XP_034651311.1|DSUB
OG0004991	LOC120771309|XP_039955178.1|BTRY	LOC117892567|XP_034654780.1|DSUB
OG0004992	LOC120770183|XP_039953342.1|BTRY	LOC117892568|XP_034654781.1|DSUB
OG0004993	LOC120777842|XP_039965312.1|BTRY	LOC117894914|XP_034658100.1|DSUB
OG0004994	LOC120777829|XP_039965300.1|BTRY	LOC117893477|XP_034655991.1|DSUB
OG0004995	LOC120776357|XP_039962849.1|BTRY	LOC117894918|XP_034658108.1|DSUB
OG0004996	LOC120778006|XP_039965602.1|BTRY	LOC117895451|XP_034659014.1|DSUB
OG0004997	LOC120771995|XP_039956286.1|BTRY	LOC117891536|XP_034652938.1|DSUB
OG0004998	LOC120771374|XP_039955269.1|BTRY	LOC117891271|XP_034652537.1|DSUB
OG0004999	LOC120776554|XP_039963240.1|BTRY	LOC117893016|XP_034655263.1|DSUB
OG0005000	LOC120771167|XP_039954984.1|BTRY	LOC117892031|XP_034653846.1|DSUB
OG0005001	LOC120777390|XP_039964617.1|BTRY	LOC117895295|XP_034658740.1|DSUB
OG0005002	LOC120766832|XP_039948477.1|BTRY	LOC117899102|XP_034664773.1|DSUB
OG0005003	LOC120776588|XP_039963291.1|BTRY	LOC117893581|XP_034656145.1|DSUB
OG0005004	LOC120779072|XP_039967143.1|BTRY	LOC117894741|XP_034657831.1|DSUB
OG0005005	LOC120778963|XP_039966970.1|BTRY	LOC117893785|XP_034656420.1|DSUB
OG0005006	LOC120776877|XP_039963870.1|BTRY	LOC117895131|XP_034658436.1|DSUB
OG0005007	LOC120776681|XP_039963490.1|BTRY	LOC117893492|XP_034656017.1|DSUB
OG0005008	LOC120777005|XP_039964041.1|BTRY	LOC117894180|XP_034656977.1|DSUB
OG0005009	LOC120777231|XP_039964347.1|BTRY	LOC117893365|XP_034655847.1|DSUB
OG0005010	LOC120772388|XP_039956911.1|BTRY, LOC120772386|XP_039956910.1|BTRY	LOC117893364|XP_034655846.1|DSUB
OG0005011	LOC120771941|XP_039956173.1|BTRY	LOC117889842|XP_034650225.1|DSUB
OG0005012	LOC120778266|XP_039965979.1|BTRY	LOC117893474|XP_034655987.1|DSUB
OG0005013	LOC120771787|XP_039955919.1|BTRY	LOC117896226|XP_034660252.1|DSUB
OG0005014	LOC120778656|XP_039966508.1|BTRY	LOC117895058|XP_034658329.1|DSUB
OG0005015	LOC120777522|XP_039964824.1|BTRY	LOC117894818|XP_034657951.1|DSUB
OG0005016	LOC120777801|XP_039965268.1|BTRY	LOC117894840|XP_034657979.1|DSUB
OG0005017	LOC120777476|XP_039964744.1|BTRY	LOC117895273|XP_034658689.1|DSUB
OG0005018	LOC120777184|XP_039964282.1|BTRY	LOC117892904|XP_034655100.1|DSUB
OG0005019	LOC120776679|XP_039963487.1|BTRY	LOC117893098|XP_034655421.1|DSUB
OG0005020	LOC120770111|XP_039953216.1|BTRY	LOC117890924|XP_034651946.1|DSUB
OG0005021	LOC120767934|XP_039950234.1|BTRY	LOC117901585|XP_034668285.1|DSUB
OG0005022	LOC120776755|XP_039963651.1|BTRY	LOC117895277|XP_034658702.1|DSUB
OG0005023	LOC120772298|XP_039956741.1|BTRY	LOC117890170|XP_034650760.1|DSUB
OG0005024	LOC120778487|XP_039966240.1|BTRY	LOC117893564|XP_034656124.1|DSUB
OG0005025	LOC120776415|XP_039962981.1|BTRY	LOC117895515|XP_034659111.1|DSUB
OG0005026	LOC120777219|XP_039964332.1|BTRY	LOC117895303|XP_034658753.1|DSUB
OG0005027	LOC120778818|XP_039966758.1|BTRY	LOC117893936|XP_034656611.1|DSUB
OG0005028	LOC120782548|XP_039970815.1|BTRY	LOC117898012|XP_034663032.1|DSUB
OG0005029	LOC120776481|XP_039963091.1|BTRY	LOC117894682|XP_034657751.1|DSUB
OG0005030	LOC120779198|XP_039967402.1|BTRY	LOC117895108|XP_034658402.1|DSUB
OG0005031	LOC120777504|XP_039964791.1|BTRY	LOC117893518|XP_034656048.1|DSUB
OG0005032	LOC120777045|XP_039964090.1|BTRY	LOC117893284|XP_034655741.1|DSUB
OG0005033	LOC120777507|XP_039964795.1|BTRY	LOC117893085|XP_034655397.1|DSUB
OG0005034	LOC120777046|XP_039964091.1|BTRY	LOC117893087|XP_034655401.1|DSUB
OG0005035	LOC120778774|XP_039966687.1|BTRY	LOC117894662|XP_034657728.1|DSUB
OG0005036	LOC120777636|XP_039965023.1|BTRY	LOC117894351|XP_034657231.1|DSUB
OG0005037	LOC120776901|XP_039963901.1|BTRY	LOC117894486|XP_034657484.1|DSUB
OG0005038	LOC120777805|XP_039965273.1|BTRY	LOC117893089|XP_034655405.1|DSUB
OG0005039	LOC120769312|XP_039952190.1|BTRY	LOC117902364|XP_034669570.1|DSUB
OG0005040	LOC120776847|XP_039963807.1|BTRY	LOC117892990|XP_034655233.1|DSUB
OG0005041	LOC120778521|XP_039966289.1|BTRY	LOC117895227|XP_034658614.1|DSUB
OG0005042	LOC120778201|XP_039965878.1|BTRY	LOC117893074|XP_034655383.1|DSUB
OG0005043	LOC120770601|XP_039954137.1|BTRY	LOC117890610|XP_034651440.1|DSUB
OG0005044	LOC120770594|XP_039954125.1|BTRY	LOC117890899|XP_034651885.1|DSUB
OG0005045	LOC120781274|XP_039969399.1|BTRY	LOC117889957|XP_034650406.1|DSUB
OG0005046	LOC120771573|XP_039955572.1|BTRY	LOC117890817|XP_034651778.1|DSUB
OG0005047	LOC120779137|XP_039967276.1|BTRY	LOC117895192|XP_034658565.1|DSUB
OG0005048	LOC120776503|XP_039963131.1|BTRY	LOC117894586|XP_034657622.1|DSUB
OG0005049	LOC120777803|XP_039965270.1|BTRY	LOC117895845|XP_034659691.1|DSUB
OG0005050	LOC120770180|XP_039953332.1|BTRY	LOC117890255|XP_034650895.1|DSUB
OG0005051	LOC120777685|XP_039965093.1|BTRY	LOC117893645|XP_034656222.1|DSUB
OG0005052	LOC120778658|XP_039966512.1|BTRY	LOC117893649|XP_034656229.1|DSUB
OG0005053	LOC120781545|XP_039969711.1|BTRY	LOC117900313|XP_034666534.1|DSUB
OG0005054	LOC120777661|XP_039965048.1|BTRY	LOC117893592|XP_034656157.1|DSUB
OG0005055	LOC120774555|XP_039960223.1|BTRY	LOC117903520|XP_034671525.1|DSUB
OG0005056	LOC120773002|XP_039957854.1|BTRY	LOC117891466|XP_034652840.1|DSUB
